EpRewMean,ESSClassic,InitialBound,MaxIWNorm,MinIW,EpisodesSoFar,MeanIW,Bound,ESSRenyi,InitialReturnMin,ReturnStepMaxmin,ReturnStepMax,StdIWNorm,Iteration,TimestepsSoFar,InitialReturnMax,EpThisIter,Weights,MeanIWNorm,MaxIW,EpLenMean,InitialReturnMean,StdIW,MeanEntropy,MinIWNorm,J_sample_variance,ReturnMeanIW,InitialReturnStd,EmpiricalD2,TimeElapsed
-93.0,23.44256,-94.005035,0.03850744,0.00021683649,7700,0.28132245,-35.188362,0.9260533,-100.0,,100.0,0.0050838836,77,772942,,100,[-0.156  0.181  0.206 ...  0.101 -0.181 -0.205],0.0028132242,3.850744,97.62,-93.0,0.50838834,2.4392552,2.1683647e-06,2502.1526,-24.744423,25.514702,107.985146,2612.538909673691
-94.0,17.99083,-95.005035,0.069488965,0.000765525,7800,0.43283445,-49.820286,1.2435318,-100.0,,100.0,0.00924118,78,783120,,100,[-0.156  0.181  0.206 ...  0.104 -0.168 -0.23 ],0.0043283445,6.9488964,101.78,-94.0,0.924118,2.4592404,7.65525e-06,8680.994,-40.807606,23.748684,80.416115,2649.477892637253
-92.0,33.6211,-93.005035,0.022034705,0.00069155724,7900,0.39341506,-46.57276,0.9691903,-100.0,,100.0,0.0055278977,79,792715,,100,[-0.156  0.181  0.205 ...  0.099 -0.146 -0.233],0.003934151,2.2034705,95.95,-92.0,0.55278975,2.5202668,6.915572e-06,3010.1423,-36.363888,27.12932,103.17891,2682.2399275302887
-93.0,19.76799,-94.005035,0.038280774,0.0001695248,8000,0.24927413,-35.856956,0.59323925,-100.0,,100.0,0.0050219204,80,802014,,100,[-0.157  0.181  0.205 ...  0.103 -0.113 -0.205],0.0024927412,3.8280773,92.99,-93.0,0.502192,2.5080547,1.695248e-06,2488.7583,-22.808252,25.514702,168.56606,2719.7468044757843
-94.0,21.262747,-95.005035,0.034495156,0.00030383153,8100,0.23806103,-36.53103,0.55081654,-100.0,,100.0,0.004581089,81,811157,,100,[-0.157  0.181  0.206 ...  0.106 -0.122 -0.208],0.0023806102,3.4495156,91.43,-94.0,0.45810893,2.5056043,3.0383153e-06,2140.2583,-22.989151,23.748684,181.54865,2751.978764295578
-91.0,1.1107708,-92.005035,10.001884,3.2690146e-05,8200,10.542765,813.5792,0.0057450654,-100.0,,100.0,0.9947565,82,821343,100.0,100,[-0.157  0.181  0.205 ...  0.109 -0.109 -0.223],0.10542764,1000.1885,101.86,-91.0,99.475655,2.4921386,3.2690144e-07,100172000.0,946.17664,31.92178,17406.242,2787.9464235305786
-97.0,22.109755,-98.005035,0.044013787,9.227501e-05,8300,0.33157226,-43.86142,0.7642671,-100.0,,100.0,0.006223401,83,832084,,100,[-0.157  0.18   0.204 ...  0.107 -0.154 -0.192],0.0033157223,4.4013786,107.41,-97.0,0.6223401,2.5095713,9.227501e-07,3921.9072,-32.365074,17.058722,130.84431,2833.035039663315
-93.0,21.23925,-94.005035,0.030350648,0.00045703695,8400,0.26932174,-38.94688,0.5850018,-100.0,,100.0,0.005186289,84,841982,100.0,100,[-0.157  0.181  0.205 ...  0.107 -0.159 -0.169],0.0026932175,3.035065,98.98,-93.0,0.51862895,2.4667482,4.5703696e-06,2771.0095,-25.806625,29.171904,170.93964,2863.192533016205
-96.0,26.323402,-97.005035,0.025529696,0.0007111296,8500,0.23734428,-30.91938,1.02477,-100.0,,100.0,0.0039707497,85,853630,,100,[-0.156  0.181  0.204 ...  0.11  -0.171 -0.2  ],0.0023734428,2.5529697,116.48,-96.0,0.39707497,2.427982,7.1112963e-06,1448.5767,-20.99121,19.595919,97.58287,2899.7667949199677
-94.0,11.327551,-95.005035,0.07937402,0.00028258646,8600,0.30930924,-32.585472,1.085277,-100.0,,100.0,0.008654045,86,865119,,100,[-0.156  0.181  0.203 ...  0.11  -0.189 -0.221],0.0030930925,7.9374027,114.89,-94.0,0.8654046,2.4375532,2.8258646e-06,1635.86,-22.938032,23.748684,92.14238,2937.0118310451508
-94.0,19.47421,-95.005035,0.035069924,0.00028139298,8700,0.23359837,-30.139715,1.7542149,-100.0,,100.0,0.0047501507,87,877286,,100,[-0.156  0.18   0.203 ...  0.11  -0.188 -0.212],0.0023359836,3.5069926,121.67,-94.0,0.47501504,2.3669338,2.8139298e-06,2278.989,-22.551476,23.748684,57.005558,2973.238668203354
-99.0,31.461742,-100.005035,0.043509975,0.0024232725,8800,0.5278798,-61.545773,1.3060887,-100.0,,100.0,0.007791304,88,888497,,100,[-0.156  0.18   0.203 ...  0.11  -0.193 -0.278],0.0052787983,4.3509974,112.11,-99.0,0.7791304,2.404351,2.4232724e-05,6135.507,-52.75158,9.949874,76.564476,3008.594048023224
-98.0,32.987743,-99.005035,0.015733678,0.00028101163,8900,0.22882463,-34.184135,0.7062886,-100.0,,100.0,0.0032613964,89,900011,,100,[-0.157  0.18   0.203 ...  0.11  -0.17  -0.264],0.002288246,1.5733678,115.14,-98.0,0.32613966,2.4005907,2.8101163e-06,1060.9271,-22.225233,14.0,141.58519,3042.8426144123077
-94.0,29.357368,-95.005035,0.033656083,0.00047435347,9000,0.33600616,-41.435337,1.1297194,-100.0,,100.0,0.0052122124,90,910071,,100,[-0.156  0.181  0.203 ...  0.112 -0.172 -0.265],0.0033600617,3.3656082,100.6,-94.0,0.5212213,2.4284637,4.7435346e-06,2677.518,-31.979563,23.748684,88.517555,3075.3887810707092
-94.0,6.9744315,-95.005035,0.09642425,5.79031e-05,9100,0.28394088,-28.135044,0.5390665,-100.0,,100.0,0.010369902,91,919418,,100,[-0.157  0.181  0.203 ...  0.111 -0.175 -0.234],0.0028394086,9.642426,93.47,-94.0,1.0369902,2.3866646,5.79031e-07,616.3283,-14.446377,23.748684,185.50587,3112.268037557602
-91.0,1.0033479,-92.005035,504.60834,3.5944881e-06,9200,505.45255,50211.19,0.0036985301,-100.0,,100.0,50.207066,92,928660,100.0,100,[-0.155  0.18   0.203 ...  0.116 -0.198 -0.253],5.0545254,50460.836,92.42,-91.0,5020.7065,2.3224893,3.594488e-08,254638370000.0,50376.453,31.92178,27037.768,3148.3183505535126
-92.0,1.7427969,-93.005035,1.2218989,0.003908279,9300,1.6162696,-44.723103,2.2002423,-100.0,,100.0,0.12135917,93,938392,,100,[-0.157  0.181  0.203 ...  0.111 -0.254 -0.261],0.016162692,122.189896,97.32,-92.0,12.135918,2.297868,3.9082788e-05,4371.5728,-37.947514,27.12932,45.44954,3181.1956799030304
-95.0,28.733852,-96.005035,0.03294388,0.00066185114,9400,0.32628676,-42.807896,0.7099549,-100.0,,100.0,0.005138592,94,947430,,100,[-0.156  0.181  0.204 ...  0.113 -0.238 -0.302],0.0032628677,3.2943878,90.38,-95.0,0.5138592,2.278306,6.618511e-06,2552.422,-30.879913,21.794495,140.85402,3214.999575138092
-91.0,30.945072,-92.005035,0.041443136,0.0037364631,9500,0.39798015,-42.466408,1.718882,-100.0,,100.0,0.005945152,95,957173,,100,[-0.156  0.181  0.203 ...  0.115 -0.263 -0.297],0.0039798017,4.144314,97.43,-91.0,0.5945152,2.295846,3.736463e-05,3451.6218,-34.800575,28.618176,58.177353,3247.2851252555847
-95.0,19.795406,-96.005035,0.04659723,0.0010464479,9600,0.38526627,-42.68246,0.66675484,-100.0,,100.0,0.0077549396,96,966635,,100,[-0.155  0.181  0.203 ...  0.115 -0.266 -0.276],0.0038526626,4.6597233,94.62,-95.0,0.775494,2.264878,1.0464479e-05,3961.2068,-30.374125,21.794495,149.98016,3279.8407390117645
-99.0,27.211605,-100.005035,0.037558697,9.616006e-05,9700,0.3619159,-44.558357,1.3495313,-100.0,,100.0,0.0059191813,97,976610,,100,[-0.155  0.181  0.203 ...  0.11  -0.293 -0.28 ],0.0036191589,3.7558699,99.75,-99.0,0.5919182,2.2518854,9.616006e-07,3551.6082,-35.906868,9.949874,74.0998,3313.02828168869
-94.0,30.442087,-95.005035,0.019619513,0.0014950264,9800,0.24607414,-35.141266,0.68690693,-100.0,,100.0,0.0037196497,98,986489,100.0,100,[-0.154  0.181  0.203 ...  0.112 -0.299 -0.287],0.0024607412,1.9619514,98.79,-94.0,0.371965,2.2991023,1.4950264e-05,1447.5814,-23.014824,27.64055,145.58012,3345.6577150821686
-97.0,11.310502,-98.005035,0.082315065,0.00022882891,9900,0.30759946,-33.80088,0.7251875,-100.0,,100.0,0.008613521,99,997203,,100,[-0.155  0.18   0.204 ...  0.108 -0.264 -0.275],0.0030759952,8.231506,107.14,-97.0,0.8613521,2.3025088,2.2882891e-06,1089.2065,-21.998835,17.058722,137.89537,3377.3445167541504
-94.0,23.699547,-95.005035,0.055518646,0.00066263427,10000,0.3800947,-45.67733,0.7970398,-100.0,,100.0,0.006820016,100,1007462,,100,[-0.156  0.181  0.204 ...  0.108 -0.236 -0.299],0.0038009475,5.5518646,102.59,-94.0,0.68200165,2.32526,6.6263424e-06,4417.506,-34.41982,23.748684,125.46425,3409.807498693466
-95.0,16.48422,-96.005035,0.04891497,0.00023380102,10100,0.25442752,-33.38933,0.8810538,-100.0,,100.0,0.0057268282,101,1017716,,100,[-0.157  0.181  0.205 ...  0.11  -0.219 -0.293],0.0025442753,4.891497,102.54,-95.0,0.5726828,2.2958298,2.3380103e-06,3148.7996,-22.682003,21.794495,113.50044,3446.187643289566
-93.0,12.56919,-94.005035,0.11842827,0.0007085903,10200,0.65777963,-50.393394,1.2166578,-100.0,,100.0,0.017348383,102,1027248,,100,[-0.157  0.181  0.205 ...  0.112 -0.251 -0.292],0.0065777963,11.842827,95.32,-93.0,1.7348382,2.3112996,7.0859032e-06,4873.7256,-41.28172,25.514702,82.19238,3477.854960680008
-94.0,21.57561,-95.005035,0.039841793,0.0009139122,10300,0.3413236,-41.268147,0.80225897,-100.0,,100.0,0.0065074423,103,1036296,,100,[-0.156  0.181  0.205 ...  0.114 -0.247 -0.28 ],0.0034132362,3.9841795,90.48,-94.0,0.65074426,2.3107586,9.139122e-06,3783.0679,-30.047312,23.748684,124.648026,3511.273255586624
-92.0,32.040947,-93.005035,0.023197794,0.0004063901,10400,0.29406673,-43.330177,0.42937285,-100.0,,100.0,0.0042826924,104,1045476,,100,[-0.157  0.181  0.205 ...  0.114 -0.259 -0.268],0.0029406669,2.3197794,91.8,-92.0,0.4282693,2.3408875,4.063901e-06,1868.9452,-27.992306,27.12932,232.89783,3545.5093202590942
-96.0,21.495687,-97.005035,0.022881508,0.0004752813,10500,0.25053823,-36.74859,0.71911913,-100.0,,100.0,0.0047879,105,1054647,,100,[-0.157  0.181  0.205 ...  0.114 -0.249 -0.248],0.002505382,2.2881508,91.71,-96.0,0.47879,2.3157017,4.752813e-06,2322.277,-24.896852,19.595919,139.05902,3575.294775724411
-94.0,5.798376,-95.005035,0.18364063,0.0016011538,10600,0.494679,-33.162518,0.9476293,-100.0,,100.0,0.019938821,106,1063476,,100,[-0.157  0.181  0.205 ...  0.114 -0.249 -0.273],0.0049467897,18.364063,88.29,-94.0,1.9938822,2.3135316,1.6011538e-05,1801.9198,-22.838156,23.748684,105.5265,3608.9553582668304
-96.0,19.538694,-97.005035,0.040666223,0.0010426103,10700,0.32090813,-37.229992,1.0643014,-100.0,,100.0,0.0065121804,107,1072847,,100,[-0.157  0.181  0.205 ...  0.11  -0.247 -0.277],0.0032090815,4.0666223,93.71,-96.0,0.6512181,2.3186216,1.0426103e-05,2872.9192,-27.48795,19.595919,93.95835,3641.1308426856995
-95.0,26.923988,-96.005035,0.019209163,0.00047450166,10800,0.1639755,-28.408457,0.6315965,-100.0,,100.0,0.0027014483,108,1082295,,100,[-0.156  0.181  0.205 ...  0.109 -0.266 -0.253],0.0016397551,1.9209163,94.48,-95.0,0.27014485,2.2629647,4.7450167e-06,739.2034,-15.762184,21.794495,158.32893,3677.9146757125854
-94.0,24.636456,-95.005035,0.042021,3.6664584e-05,10900,0.34272125,-46.317856,0.5117204,-100.0,,100.0,0.0059942193,109,1092035,,100,[-0.157  0.181  0.205 ...  0.104 -0.274 -0.301],0.0034272128,4.2021,97.4,-94.0,0.5994219,2.2763638,3.6664582e-07,3631.8135,-32.26819,23.748684,195.4192,3711.202683210373
-97.0,28.42954,-98.005035,0.024887396,0.0002740973,11000,0.23728952,-33.499672,0.7408675,-100.0,,100.0,0.0037649616,110,1101249,,100,[-0.158  0.181  0.205 ...  0.104 -0.257 -0.305],0.002372895,2.4887397,92.14,-97.0,0.37649617,2.2979171,2.740973e-06,1164.4052,-21.823189,17.058722,134.9769,3743.738466501236
-96.0,21.773874,-97.005035,0.033847224,0.0002561648,11100,0.23951787,-34.41255,0.7537171,-100.0,,100.0,0.0045398963,111,1110692,100.0,100,[-0.157  0.181  0.205 ...  0.107 -0.24  -0.3  ],0.0023951784,3.3847225,94.43,-96.0,0.45398965,2.2985637,2.561648e-06,2048.496,-22.836025,24.166092,132.67577,3773.4187591075897
-92.0,25.685612,-93.005035,0.026530743,9.310727e-05,11200,0.2902722,-39.9739,0.703259,-100.0,,100.0,0.0049373843,112,1120617,,100,[-0.158  0.181  0.205 ...  0.105 -0.22  -0.319],0.0029027218,2.6530743,99.25,-92.0,0.4937384,2.3269284,9.310727e-07,2483.351,-27.989265,27.12932,142.19513,3805.592451572418
-97.0,23.383339,-98.005035,0.033342473,0.0010983715,11300,0.3300257,-45.54843,0.62629074,-100.0,,100.0,0.0059738755,113,1131065,,100,[-0.158  0.182  0.205 ...  0.105 -0.186 -0.325],0.0033002568,3.3342474,104.48,-97.0,0.59738755,2.2820117,1.0983715e-05,3613.9958,-32.8487,17.058722,159.67026,3839.8733627796173
-91.0,15.751558,-92.005035,0.10265419,0.0003380368,11400,0.54766524,-46.482025,1.2840493,-100.0,,100.0,0.012665851,114,1140784,,100,[-0.159  0.182  0.206 ...  0.103 -0.188 -0.368],0.005476652,10.265419,97.19,-91.0,1.266585,2.3066235,3.3803678e-06,4138.7783,-37.61268,28.618176,77.87863,3876.502433538437
-95.0,35.17715,-96.005035,0.028155578,0.0010046081,11500,0.39812773,-48.81598,1.0344465,-100.0,,100.0,0.005404508,115,1150745,,100,[-0.159  0.182  0.206 ...  0.105 -0.157 -0.375],0.0039812773,2.815558,99.61,-95.0,0.5404508,2.2863996,1.0046081e-05,2998.8523,-38.934353,21.794495,96.67005,3905.710783481598
-92.0,23.993591,-93.005035,0.035462044,0.00083006226,11600,0.3263578,-41.460255,1.0725936,-100.0,,100.0,0.0058086,116,1161078,,100,[-0.16   0.182  0.206 ...  0.105 -0.193 -0.358],0.003263578,3.5462043,103.33,-92.0,0.58086,2.2903044,8.3006225e-06,3451.4124,-31.755941,27.12932,93.23196,3940.3185110092163
-91.0,11.529792,-92.005035,0.13044132,0.00011966936,11700,0.50932944,-44.044212,0.72657746,-100.0,,100.0,0.014108687,117,1171405,,100,[-0.16   0.182  0.205 ...  0.103 -0.198 -0.35 ],0.005093294,13.044132,103.27,-91.0,1.4108685,2.2793143,1.1966936e-06,3527.2534,-32.253464,28.618176,137.63158,3975.484288930893
-92.0,26.609215,-93.005035,0.042165663,0.00045197818,11800,0.410943,-46.828545,0.6607559,-100.0,,100.0,0.0068247425,118,1180846,,100,[-0.161  0.183  0.205 ...  0.103 -0.185 -0.374],0.00410943,4.2165666,94.41,-92.0,0.68247426,2.3166654,4.5197817e-06,3276.126,-34.464462,27.12932,151.34183,4007.590849161148
-88.0,20.292692,-89.005035,0.03121021,0.00026407867,11900,0.24851419,-33.512985,0.73695153,-100.0,,100.0,0.0049252743,119,1189929,,100,[-0.16   0.182  0.205 ...  0.099 -0.178 -0.343],0.0024851419,3.121021,90.83,-88.0,0.49252748,2.3154135,2.6407865e-06,2403.7974,-21.80552,32.496155,135.69414,4043.9867906570435
-91.0,26.896357,-92.005035,0.018200507,0.00035000205,12000,0.2437121,-36.960926,0.53838307,-100.0,,100.0,0.004017907,120,1199967,,100,[-0.16   0.182  0.205 ...  0.103 -0.18  -0.342],0.002437121,1.8200508,100.38,-91.0,0.4017907,2.3293602,3.5000205e-06,1651.5044,-23.263573,28.618176,185.74136,4074.200816631317
-96.0,32.206757,-97.005035,0.022229234,0.00013559966,12100,0.2474874,-35.569847,0.64217293,-100.0,,100.0,0.0035906474,121,1209992,,100,[-0.159  0.182  0.205 ...  0.103 -0.171 -0.337],0.0024748738,2.2229235,100.25,-96.0,0.35906473,2.3584623,1.3559966e-06,1293.0583,-23.028147,19.595919,155.7213,4108.779420852661
-84.0,10.16645,-85.005035,0.10940202,0.0005939844,12200,0.47384822,-34.539337,0.8229468,-100.0,,100.0,0.014085553,122,1219856,,100,[-0.159  0.182  0.205 ...  0.102 -0.197 -0.282],0.004738482,10.940203,98.64,-84.0,1.4085553,2.3640513,5.9398435e-06,2025.3196,-23.46044,36.660606,121.51454,4142.862279176712
-95.0,25.541893,-96.005035,0.035061862,0.000834155,12300,0.28472516,-40.362167,0.56312144,-100.0,,100.0,0.0048613315,123,1229713,,100,[-0.159  0.182  0.205 ...  0.099 -0.193 -0.281],0.0028472512,3.5061865,98.57,-95.0,0.4861332,2.3410926,8.34155e-06,2355.29,-26.96906,21.794495,177.58159,4174.236286640167
-91.0,53.303707,-92.005035,0.036778126,0.009753246,12400,0.6975563,-65.53404,6.330991,-100.0,,100.0,0.0065289265,124,1239215,,100,[-0.159  0.182  0.204 ...  0.095 -0.206 -0.291],0.0069755632,3.6778128,95.02,-91.0,0.6528927,2.3498304,9.753246e-05,4282.846,-61.53969,28.618176,15.795316,4209.809290647507
-92.0,26.012022,-93.005035,0.04079806,0.00038936024,12500,0.41065094,-47.627243,0.97588086,-100.0,,100.0,0.006925742,125,1248888,,100,[-0.158  0.182  0.204 ...  0.094 -0.201 -0.287],0.004106509,4.0798063,96.73,-92.0,0.69257426,2.359379,3.8936023e-06,4787.1484,-37.453426,27.12932,102.47153,4241.678602695465
-88.0,1.6610944,-89.005035,1.2675512,3.47603e-05,12600,1.6411237,81.18506,0.7050666,-100.0,,100.0,0.12627192,126,1259230,100.0,100,[-0.158  0.182  0.204 ...  0.091 -0.205 -0.273],0.016411237,126.75512,103.42,-88.0,12.6271925,2.2737014,3.4760302e-07,1628536.8,93.15432,35.44009,141.83057,4276.689391136169
-89.0,21.337112,-90.005035,0.054986563,0.00090486073,12700,0.35293302,-35.204323,1.0281593,-100.0,,100.0,0.006776561,127,1268749,,100,[-0.158  0.182  0.203 ...  0.096 -0.273 -0.291],0.0035293302,5.4986563,95.19,-89.0,0.6776561,2.27148,9.048607e-06,1753.4607,-25.29253,31.288975,97.2612,4316.366094589233
-94.0,22.35432,-95.005035,0.050751943,0.00045094444,12800,0.44743773,-54.105415,0.9397781,-100.0,,100.0,0.008338934,128,1278003,,100,[-0.158  0.182  0.203 ...  0.095 -0.276 -0.29 ],0.0044743777,5.0751944,92.54,-94.0,0.8338934,2.2597654,4.5094444e-06,7082.125,-43.738018,23.748684,106.4081,4347.698603391647
-94.0,23.86217,-95.005035,0.025253743,6.084958e-05,12900,0.28684217,-44.02673,0.39814085,-100.0,,100.0,0.0051237536,129,1288034,,100,[-0.157  0.182  0.204 ...  0.098 -0.283 -0.295],0.0028684216,2.5253744,100.31,-94.0,0.5123754,2.286202,6.084958e-07,2673.8252,-28.098627,23.748684,251.1674,4381.860904216766
-89.0,29.49395,-90.005035,0.01671691,0.00024100124,13000,0.22402187,-33.704277,0.684891,-100.0,,100.0,0.0034636755,130,1297381,,100,[-0.157  0.182  0.203 ...  0.095 -0.257 -0.294],0.0022402185,1.6716912,93.47,-89.0,0.34636754,2.278588,2.4100123e-06,1237.5734,-21.560001,31.288975,146.00864,4418.221972942352
-93.0,25.890448,-94.005035,0.03597628,2.5632327e-05,13100,0.35252792,-42.530567,1.2234193,-100.0,,100.0,0.0059643183,131,1307215,100.0,100,[-0.157  0.182  0.203 ...  0.094 -0.276 -0.283],0.0035252792,3.597628,98.34,-93.0,0.59643185,2.2578115,2.5632326e-07,3652.3167,-33.444107,29.171904,81.73812,4448.894749879837
-96.0,13.468074,-97.005035,0.05445682,0.0002538426,13200,0.30958027,-40.939163,0.82860637,-100.0,,100.0,0.007847091,132,1317415,,100,[-0.157  0.181  0.203 ...  0.094 -0.284 -0.296],0.0030958026,5.445682,102.0,-96.0,0.7847091,2.2099779,2.5384259e-06,6230.451,-29.898167,19.595919,120.68456,4481.859610795975
-94.0,23.921358,-95.005035,0.03472589,5.7233257e-05,13300,0.328916,-41.56637,0.9975278,-100.0,,100.0,0.0058657485,133,1326866,,100,[-0.157  0.182  0.203 ...  0.094 -0.282 -0.346],0.0032891599,3.472589,94.51,-94.0,0.58657485,2.214626,5.7233257e-07,3484.024,-31.503544,23.748684,100.24783,4511.489807367325
-95.0,24.215115,-96.005035,0.02698856,0.00032644023,13400,0.27737352,-33.467674,0.8424812,-100.0,,100.0,0.004906966,134,1336052,,100,[-0.157  0.182  0.203 ...  0.091 -0.299 -0.325],0.002773735,2.698856,91.86,-95.0,0.49069655,2.222437,3.2644023e-06,1837.3136,-22.517971,21.794495,118.697014,4543.142835378647
-93.0,3.8369296,-94.005035,0.25213614,0.0003016474,13500,0.5026889,-33.451744,0.9956991,-100.0,,100.0,0.025165845,135,1345452,,100,[-0.156  0.182  0.202 ...  0.088 -0.304 -0.312],0.005026889,25.213614,94.0,-93.0,2.5165844,2.2138095,3.016474e-06,1640.4025,-23.379684,25.514702,100.431946,4576.196915149689
-87.0,28.870628,-88.005035,0.031854738,0.0011168638,13600,0.35783225,-38.97755,1.2466513,-100.0,,100.0,0.0056166295,136,1355034,,100,[-0.157  0.182  0.201 ...  0.088 -0.323 -0.301],0.0035783222,3.185474,95.82,-87.0,0.56166303,2.199438,1.1168638e-05,2559.2004,-29.976152,33.630344,80.21489,4610.490564584732
-91.0,29.41875,-92.005035,0.03454363,0.00024516956,13700,0.40574238,-46.19764,1.7248458,-100.0,,100.0,0.0062846765,137,1363934,,100,[-0.157  0.182  0.201 ...  0.091 -0.33  -0.308],0.0040574237,3.454363,89.0,-91.0,0.6284676,2.2122,2.4516955e-06,4040.1511,-38.54507,28.618176,57.976196,4638.124769926071
-91.0,31.17906,-92.005035,0.022915298,0.0007010617,13800,0.28485554,-36.366547,0.872146,-100.0,,100.0,0.004232076,138,1373412,,100,[-0.156  0.182  0.202 ...  0.086 -0.332 -0.294],0.0028485553,2.29153,94.78,-91.0,0.4232076,2.2235754,7.0106166e-06,1726.138,-25.604677,28.618176,114.6597,4673.459455013275
-89.0,17.187342,-90.005035,0.0560116,0.00030887764,13900,0.38424858,-39.128666,0.670698,-100.0,,100.0,0.00843444,139,1382582,,100,[-0.156  0.182  0.201 ...  0.083 -0.326 -0.288],0.0038424856,5.60116,91.7,-89.0,0.84344405,2.2070355,3.0887763e-06,3752.735,-26.856565,31.288975,149.0984,4707.039494752884
-94.0,11.193352,-95.005035,0.07688354,1.4720249e-05,14000,0.35743934,-48.765965,0.4728411,-100.0,,100.0,0.010068042,140,1390939,100.0,100,[-0.156  0.182  0.202 ...  0.081 -0.325 -0.306],0.0035743937,7.688354,83.57,-94.0,1.0068041,2.1865277,1.4720248e-07,10181.089,-34.15009,27.64055,211.48753,4740.61500453949
-91.0,23.68809,-92.005035,0.038828716,0.0011961283,14100,0.34624532,-40.427155,0.86725694,-100.0,,100.0,0.006214627,141,1399810,,100,[-0.156  0.182  0.202 ...  0.076 -0.328 -0.323],0.0034624534,3.8828716,88.71,-91.0,0.6214627,2.1926708,1.1961283e-05,3491.1658,-29.63499,28.618176,115.30608,4772.693277359009
-87.0,16.258978,-88.005035,0.07121737,0.0008856843,14200,0.38778824,-33.087364,0.9546262,-100.0,,100.0,0.0088006975,142,1408472,,100,[-0.156  0.181  0.202 ...  0.078 -0.317 -0.328],0.0038778824,7.1217375,86.62,-87.0,0.8800698,2.1885495,8.856842e-06,1822.8104,-22.800907,33.630344,104.753044,4802.120122432709
-91.0,21.41862,-92.005035,0.038710285,0.0008723631,14300,0.36787862,-43.99101,1.1379235,-100.0,,100.0,0.007046422,143,1417185,,100,[-0.156  0.181  0.202 ...  0.073 -0.315 -0.334],0.0036787859,3.8710287,87.13,-91.0,0.7046422,2.1562536,8.723631e-06,4968.6787,-34.56938,28.618176,87.87937,4836.383817434311
-89.0,29.23309,-90.005035,0.022658335,5.369245e-05,14400,0.23955059,-27.178165,1.0856239,-100.0,,100.0,0.003727134,144,1425972,,100,[-0.156  0.182  0.202 ...  0.077 -0.325 -0.357],0.0023955056,2.2658336,87.87,-89.0,0.37271342,2.1367364,5.3692446e-07,633.6074,-17.532267,31.288975,92.11294,4867.578624248505
-84.0,3.9657845,-85.005035,0.2313119,0.0001827,14500,0.46773207,-30.109612,0.8027712,-100.0,,100.0,0.023016835,145,1434120,,100,[-0.156  0.182  0.201 ...  0.076 -0.332 -0.369],0.004677321,23.131191,81.48,-84.0,2.3016837,2.1467113,1.8269999e-06,895.5175,-18.892359,36.660606,124.56849,4897.799048662186
-88.0,27.548119,-89.005035,0.028344488,0.00047277368,14600,0.3138153,-32.77612,1.2130482,-100.0,,100.0,0.0050892397,146,1442325,,100,[-0.155  0.182  0.2   ...  0.079 -0.321 -0.37 ],0.0031381529,2.8344488,82.05,-88.0,0.50892395,2.1530242,4.7277367e-06,1522.2327,-23.650898,32.496155,82.43695,4928.507250070572
-90.0,29.668594,-91.005035,0.018354516,0.00040577183,14700,0.24784921,-31.421581,0.9836307,-100.0,,100.0,0.003816047,147,1450404,,100,[-0.155  0.182  0.2   ...  0.083 -0.328 -0.357],0.0024784917,1.8354517,80.79,-90.0,0.3816047,2.1388974,4.0577183e-06,1339.4698,-21.28792,30.0,101.66417,4959.003270864487
-85.0,3.936272,-86.005035,0.34184715,3.4906305e-05,14800,0.71146417,-22.131481,0.24180825,-100.0,,100.0,0.035147153,148,1458204,100.0,100,[-0.155  0.182  0.2   ...  0.08  -0.328 -0.371],0.0071146404,34.184715,78.0,-85.0,3.5147154,2.1690018,3.4906304e-07,129870.98,-1.6930846,38.405727,413.5508,4985.909252882004
-95.0,18.260675,-96.005035,0.059698105,0.00040574727,14900,0.3976123,-48.978863,0.9565806,-100.0,,100.0,0.008412342,149,1465866,,100,[-0.155  0.181  0.201 ...  0.091 -0.275 -0.394],0.003976123,5.9698105,76.62,-95.0,0.84123415,2.1727788,4.057473e-06,7190.9785,-38.702923,21.794495,104.539024,5017.030939817429
-95.0,26.192936,-96.005035,0.021379542,2.6873863e-06,15000,0.21198162,-32.99846,0.579295,-100.0,,100.0,0.0035584024,150,1473858,,100,[-0.155  0.181  0.201 ...  0.093 -0.287 -0.379],0.0021198161,2.1379542,79.92,-95.0,0.35584024,2.1221278,2.6873863e-08,1225.6677,-19.793636,21.794495,172.62363,5048.643337965012
-91.0,32.92195,-92.005035,0.022491328,0.00059485086,15100,0.3130414,-41.79081,0.7978156,-100.0,,100.0,0.00446837,151,1482366,,100,[-0.155  0.181  0.201 ...  0.09  -0.294 -0.422],0.0031304138,2.2491329,85.08,-91.0,0.44683698,2.1483643,5.9485087e-06,2050.3083,-30.538774,28.618176,125.34225,5082.2764184474945
-90.0,25.828588,-91.005035,0.03197055,0.00028907767,15200,0.32464635,-36.429077,0.98057896,-100.0,,100.0,0.0055014654,152,1491009,,100,[-0.155  0.181  0.201 ...  0.088 -0.289 -0.401],0.003246463,3.197055,86.43,-90.0,0.55014664,2.0927577,2.8907766e-06,2125.6123,-26.279661,30.0,101.98057,5113.84593629837
-86.0,18.56049,-87.005035,0.051625956,0.00044860778,15300,0.37515554,-33.075954,1.1755079,-100.0,,100.0,0.007858401,153,1500811,100.0,100,[-0.155  0.181  0.202 ...  0.087 -0.323 -0.422],0.003751555,5.1625957,98.02,-86.0,0.78584015,2.0410118,4.4860776e-06,1877.7137,-23.806171,40.04997,85.06961,5149.394795417786
