EpRewMean,ESSClassic,InitialBound,MaxIWNorm,MinIW,EpisodesSoFar,MeanIW,Bound,ESSRenyi,InitialReturnMin,ReturnStepMaxmin,ReturnStepMax,StdIWNorm,Iteration,TimestepsSoFar,InitialReturnMax,EpThisIter,Weights,MeanIWNorm,MaxIW,EpLenMean,InitialReturnMean,StdIW,MeanEntropy,MinIWNorm,J_sample_variance,ReturnMeanIW,InitialReturnStd,EmpiricalD2,TimeElapsed
-85.0,16.971935,-86.005035,0.061424214,0.00078762823,30800,0.47549495,-47.34463,1.576226,-100.0,,100.0,0.01051702,308,2952251,,100,[-0.153  0.18   0.204 ...  0.132 -0.275 -1.131],0.0047549494,6.1424217,85.22,-85.0,1.051702,1.4341519,7.876282e-06,8018.7974,-39.339413,35.70714,63.44268,10194.094715833664
-93.0,17.973093,-94.005035,0.078211255,0.0008879335,30900,0.52995414,-49.473095,1.1692255,-100.0,,100.0,0.011321527,309,2960518,,100,[-0.153  0.18   0.204 ...  0.13  -0.274 -1.13 ],0.005299541,7.8211255,82.67,-93.0,1.1321528,1.4356319,8.879335e-06,6043.175,-40.17844,25.514702,85.5267,10222.415468215942
-86.0,24.057177,-87.005035,0.03919327,0.000206709,31000,0.32853547,-38.249943,0.47918686,-100.0,,100.0,0.0058371825,310,2968901,,100,[-0.153  0.18   0.204 ...  0.131 -0.269 -1.134],0.0032853545,3.919327,83.83,-86.0,0.5837183,1.4371394,2.06709e-06,1829.8964,-23.731169,34.698704,208.68686,10256.72674036026
-88.0,19.291582,-89.005035,0.040234216,0.00035738855,31100,0.38563022,-42.313164,0.63115966,-100.0,,100.0,0.00788763,311,2977139,,100,[-0.153  0.18   0.204 ...  0.13  -0.267 -1.133],0.0038563022,4.023422,82.38,-88.0,0.7887631,1.4354407,3.5738854e-06,4875.9443,-29.662518,32.496155,158.43852,10282.586846113205
-88.0,15.686585,-89.005035,0.07346589,0.0007847656,31200,0.40243894,-37.35018,0.6409518,-100.0,,100.0,0.009330052,312,2985400,,100,[-0.153  0.18   0.204 ...  0.13  -0.262 -1.141],0.004024389,7.346589,82.61,-88.0,0.9330052,1.4476037,7.847656e-06,2304.6897,-24.796541,32.496155,156.01797,10314.882940530777
-85.0,19.685234,-86.005035,0.041272182,0.00044866663,31300,0.32499877,-35.542934,0.9612091,-100.0,,100.0,0.0065646134,313,2993867,,100,[-0.153  0.18   0.204 ...  0.13  -0.254 -1.136],0.003249988,4.1272182,84.67,-85.0,0.6564613,1.4449751,4.486666e-06,3662.9126,-25.291763,35.70714,104.03564,10340.136409521103
-91.0,19.631996,-92.005035,0.07763724,0.0004492909,31400,0.48287642,-50.051373,0.7300304,-100.0,,100.0,0.009770018,314,3002312,,100,[-0.153  0.18   0.204 ...  0.129 -0.259 -1.133],0.004828764,7.763724,84.45,-91.0,0.97700185,1.4384975,4.492909e-06,4313.507,-38.28854,28.618176,136.98059,10371.460464954376
-84.0,21.852947,-85.005035,0.032468032,0.00039494393,31500,0.33956173,-41.478596,0.5118406,-100.0,,100.0,0.0064212573,315,3010457,,100,[-0.153  0.18   0.204 ...  0.13  -0.263 -1.136],0.0033956168,3.2468033,81.45,-84.0,0.6421257,1.4262295,3.9494394e-06,3210.3528,-27.430578,36.660606,195.37334,10404.842154026031
-91.0,21.51932,-92.005035,0.026055127,0.00013584041,31600,0.22321819,-31.636055,0.80002046,-100.0,,100.0,0.004262817,316,3018860,,100,[-0.153  0.18   0.204 ...  0.131 -0.265 -1.146],0.0022321818,2.6055129,84.03,-91.0,0.42628178,1.4376044,1.3584041e-06,1817.777,-20.399534,28.618176,124.9968,10431.794133901596
-92.0,15.068812,-93.005035,0.06911381,0.00013284257,31700,0.3676567,-45.067184,0.56715375,-100.0,,100.0,0.008728439,317,3026922,,100,[-0.153  0.18   0.204 ...  0.13  -0.256 -1.144],0.003676567,6.9113817,80.62,-92.0,0.87284386,1.4428259,1.3284257e-06,6907.761,-31.721773,27.12932,176.31903,10459.921994447708
-90.0,16.321362,-91.005035,0.036399413,0.00010468202,31800,0.21275352,-37.153347,0.3330138,-100.0,,100.0,0.004817324,318,3034900,,100,[-0.153  0.18   0.204 ...  0.131 -0.255 -1.14 ],0.0021275352,3.6399412,79.78,-90.0,0.48173243,1.4267508,1.0468201e-06,2342.2754,-19.737232,30.0,300.28784,10493.758894205093
-88.0,25.65408,-89.005035,0.025861496,0.0005579674,31900,0.27444595,-33.624462,1.0528061,-100.0,,100.0,0.0046720463,319,3042683,,100,[-0.153  0.18   0.204 ...  0.132 -0.26  -1.151],0.0027444595,2.5861497,77.83,-88.0,0.46720466,1.4278408,5.579674e-06,1989.3939,-23.829376,32.496155,94.984245,10526.57459640503
-89.0,11.229772,-90.005035,0.11885627,0.00019206415,32000,0.48016334,-40.950928,1.1194844,-100.0,,100.0,0.0135001065,320,3051000,,100,[-0.153  0.18   0.203 ...  0.129 -0.257 -1.153],0.004801634,11.885628,83.17,-89.0,1.3500108,1.4409691,1.9206416e-06,4881.9927,-31.452028,31.288975,89.326836,10558.210815906525
-86.0,16.761786,-87.005035,0.042720545,0.0006722462,32100,0.3025536,-36.25327,0.64436114,-100.0,,100.0,0.0067422297,321,3059099,,100,[-0.153  0.18   0.203 ...  0.131 -0.238 -1.159],0.0030255357,4.2720547,80.99,-86.0,0.674223,1.452154,6.722462e-06,2983.6516,-23.732883,34.698704,155.19247,10593.746205806732
-94.0,24.470543,-95.005035,0.031034125,3.3798133e-05,32200,0.3074322,-42.65564,0.5294343,-100.0,,100.0,0.005401143,322,3066938,,100,[-0.153  0.18   0.204 ...  0.13  -0.234 -1.152],0.0030743221,3.1034126,78.39,-94.0,0.5401143,1.4481537,3.3798133e-07,2960.6743,-28.84301,23.748684,188.88084,10626.854580879211
-96.0,30.279325,-97.005035,0.023775969,0.00014482273,32300,0.31977338,-42.888786,0.64045316,-100.0,,100.0,0.004852326,323,3074770,,100,[-0.153  0.18   0.204 ...  0.128 -0.233 -1.157],0.0031977338,2.3775969,78.32,-96.0,0.48523262,1.453103,1.4482272e-06,2360.2358,-30.330261,19.595919,156.13945,10654.54131937027
-92.0,10.277976,-93.005035,0.07754775,0.00016058875,32400,0.33916664,-44.757187,0.46915534,-100.0,,100.0,0.010020948,324,3082529,,100,[-0.153  0.18   0.203 ...  0.13  -0.228 -1.157],0.0033916663,7.7547755,77.59,-92.0,1.0020949,1.4495775,1.6058875e-06,9896.683,-30.084015,27.12932,213.14902,10683.970561504364
-87.0,73.00191,-88.005035,0.03708229,0.10889206,32500,0.884219,-77.71195,72.1096,-100.0,,100.0,0.0053772368,325,3090677,,100,[-0.153  0.18   0.203 ...  0.131 -0.224 -1.165],0.008842191,3.708229,81.48,-87.0,0.5377237,1.4550847,0.0010889206,3523.3362,-76.528404,33.630344,1.386778,10713.917175531387
-89.0,14.797024,-90.005035,0.06071273,2.3861056e-05,32600,0.31332448,-42.55033,0.7231371,-100.0,,100.0,0.0075185574,326,3098861,,100,[-0.153  0.18   0.203 ...  0.131 -0.22  -1.162],0.003133245,6.071273,81.84,-89.0,0.7518558,1.4505332,2.3861054e-07,5740.1147,-30.731565,31.288975,138.28636,10740.593282222748
-89.0,17.930683,-90.005035,0.06386445,0.00040087238,32700,0.39563245,-34.083836,1.0870839,-100.0,,100.0,0.00846416,327,3106750,,100,[-0.153  0.18   0.204 ...  0.13  -0.225 -1.163],0.003956324,6.386445,78.89,-89.0,0.846416,1.4566759,4.008724e-06,2026.4495,-24.444418,31.288975,91.98922,10767.608657836914
-86.0,21.690836,-87.005035,0.04141549,0.00078996096,32800,0.35312897,-44.706055,0.78547275,-100.0,,100.0,0.0067096753,328,3114776,,100,[-0.153  0.18   0.204 ...  0.131 -0.22  -1.161],0.0035312898,4.141549,80.26,-86.0,0.6709676,1.4424093,7.899609e-06,4529.802,-33.365955,34.698704,127.31187,10794.054364442825
-87.0,23.11679,-88.005035,0.064552076,0.0019415255,32900,0.46439102,-46.735542,2.611032,-100.0,,100.0,0.008469072,329,3122964,,100,[-0.153  0.18   0.204 ...  0.13  -0.228 -1.168],0.0046439106,6.455208,81.88,-87.0,0.84690726,1.4459518,1.9415254e-05,6765.438,-40.515743,33.630344,38.299034,10826.04272031784
-89.0,22.580221,-90.005035,0.03872408,0.00016740954,33000,0.3590901,-44.627995,0.6898888,-100.0,,100.0,0.0066491365,330,3130905,,100,[-0.153  0.179  0.204 ...  0.131 -0.232 -1.16 ],0.0035909007,3.8724082,79.41,-89.0,0.6649137,1.4469271,1.6740954e-06,4156.653,-32.527786,31.288975,144.9509,10857.026225090027
-86.0,20.799852,-87.005035,0.030038843,0.0016782004,33100,0.3132563,-35.805016,1.0464174,-100.0,,100.0,0.0061126943,331,3139050,,100,[-0.153  0.179  0.204 ...  0.132 -0.225 -1.166],0.0031325633,3.0038843,81.45,-86.0,0.6112694,1.4365447,1.6782004e-05,3473.8655,-25.980076,34.698704,95.56416,10878.303709030151
-88.0,28.25057,-89.005035,0.043197397,0.00046910683,33200,0.4711207,-47.629044,1.0296474,-100.0,,100.0,0.007508061,332,3147255,,100,[-0.153  0.179  0.204 ...  0.132 -0.235 -1.166],0.004711206,4.31974,82.05,-88.0,0.75080615,1.4599819,4.691068e-06,4102.559,-37.724415,32.496155,97.12063,10909.61876630783
-90.0,23.875057,-91.005035,0.030955033,5.8434816e-05,33300,0.3427371,-44.539043,0.6388079,-100.0,,100.0,0.0061200135,333,3155271,,100,[-0.153  0.179  0.204 ...  0.132 -0.232 -1.146],0.0034273714,3.0955033,80.16,-90.0,0.61200136,1.4561387,5.8434813e-07,3714.7424,-31.964355,30.0,156.54158,10940.595206022263
-95.0,10.108286,-96.005035,0.10970143,7.6529905e-05,33400,0.39460772,-42.369614,0.42151082,-100.0,,100.0,0.011767565,334,3163187,,100,[-0.153  0.179  0.205 ...  0.132 -0.233 -1.149],0.003946077,10.970143,79.16,-95.0,1.1767565,1.4575757,7.6529903e-07,2594.0276,-26.88936,21.794495,237.24184,10966.678861618042
-89.0,17.338469,-90.005035,0.063260145,0.0005545278,33500,0.3465809,-46.5766,0.47901806,-100.0,,100.0,0.0075674746,335,3171061,,100,[-0.153  0.179  0.205 ...  0.132 -0.231 -1.149],0.0034658087,6.3260145,78.74,-89.0,0.7567475,1.4505486,5.545278e-06,5775.796,-32.055267,31.288975,208.76039,10999.44634604454
-88.0,21.656734,-89.005035,0.042474583,0.00020747945,33600,0.3156711,-40.686928,0.9207233,-100.0,,100.0,0.0060039787,336,3178844,,100,[-0.153  0.179  0.205 ...  0.132 -0.23  -1.158],0.0031567109,4.2474585,77.83,-88.0,0.60039794,1.4457275,2.0747943e-06,3677.7048,-30.212803,32.496155,108.61026,11029.254719495773
-97.0,4.79092,-98.005035,0.28171536,0.00031179996,33700,0.6353954,-44.719505,0.9438553,-100.0,,100.0,0.028325254,337,3186573,,100,[-0.153  0.179  0.205 ...  0.132 -0.233 -1.159],0.006353954,28.171537,77.29,-97.0,2.8325257,1.4482647,3.1179995e-06,3710.3247,-34.374527,17.058722,105.94845,11052.800253868103
-86.0,8.053948,-87.005035,0.1968745,0.0009494405,33800,0.6202782,-45.90679,0.9476185,-100.0,,100.0,0.02095794,338,3194428,,100,[-0.153  0.179  0.205 ...  0.133 -0.232 -1.158],0.0062027816,19.68745,78.55,-86.0,2.0957942,1.4560533,9.494405e-06,6331.8984,-35.582375,34.698704,105.5277,11076.442778587341
-94.0,16.028194,-95.005035,0.06222274,0.00088797585,33900,0.43530998,-48.666847,2.1352892,-100.0,,100.0,0.0099637555,339,3202146,,100,[-0.153  0.179  0.205 ...  0.135 -0.231 -1.151],0.0043531,6.2222743,77.18,-94.0,0.99637556,1.4580013,8.879759e-06,10080.147,-41.788975,23.748684,46.83206,11105.717697143555
-92.0,30.933111,-93.005035,0.021310475,0.00058427546,34000,0.23957223,-31.817682,1.0480983,-100.0,,100.0,0.0035798065,340,3210119,,100,[-0.153  0.179  0.205 ...  0.135 -0.23  -1.15 ],0.002395722,2.1310475,79.73,-92.0,0.35798067,1.4624788,5.8427545e-06,1278.3708,-22.000624,27.12932,95.4109,11136.428657770157
-93.0,15.950606,-94.005035,0.043687124,0.0002780547,34100,0.2717462,-38.33757,0.6366217,-100.0,,100.0,0.0062379525,341,3218187,,100,[-0.153  0.179  0.205 ...  0.132 -0.216 -1.16 ],0.002717462,4.3687124,80.68,-93.0,0.62379533,1.4634367,2.780547e-06,3950.3284,-25.741306,25.514702,157.07915,11170.786620378494
-91.0,17.483845,-92.005035,0.0531392,0.00020886716,34200,0.36379716,-35.831894,1.3244665,-100.0,,100.0,0.007903333,342,3226223,,100,[-0.153  0.179  0.205 ...  0.134 -0.217 -1.158],0.0036379716,5.31392,80.36,-91.0,0.79033333,1.4658186,2.0886716e-06,3456.807,-27.098925,28.618176,75.5021,11201.069621801376
-95.0,20.167953,-96.005035,0.03603144,0.0002762363,34300,0.35870296,-43.09201,0.6165947,-100.0,,100.0,0.007136622,343,3234167,,100,[-0.153  0.179  0.205 ...  0.136 -0.219 -1.153],0.0035870296,3.6031442,79.44,-95.0,0.71366227,1.454726,2.762363e-06,3897.4492,-30.29282,21.794495,162.18109,11229.566590070724
-92.0,3.5328598,-93.005035,0.4253479,0.0002600564,34400,0.82155496,-46.12043,0.6990221,-100.0,,100.0,0.042930223,344,3241843,,100,[-0.153  0.179  0.205 ...  0.135 -0.223 -1.16 ],0.0082155485,42.53479,76.76,-92.0,4.293022,1.453543,2.600564e-06,6819.0845,-34.099533,27.12932,143.05699,11257.121142625809
-90.0,14.435773,-91.005035,0.08742029,0.00038979418,34500,0.43871793,-52.892075,0.67027974,-100.0,,100.0,0.010680989,345,3249551,,100,[-0.153  0.179  0.205 ...  0.134 -0.225 -1.16 ],0.004387179,8.742029,77.08,-90.0,1.0680989,1.4642206,3.8979415e-06,11499.695,-40.616146,30.0,149.19144,11284.971893310547
-90.0,28.91366,-91.005035,0.021163147,8.115208e-05,34600,0.26763943,-35.958,0.9607504,-100.0,,100.0,0.004196543,346,3257144,,100,[-0.153  0.179  0.205 ...  0.135 -0.221 -1.153],0.0026763943,2.1163146,75.93,-90.0,0.4196543,1.4653903,8.115208e-07,1815.1476,-25.704384,30.0,104.085304,11311.808290958405
-90.0,18.602196,-91.005035,0.048662003,0.00016825159,34700,0.4042125,-49.75171,0.6222408,-100.0,,100.0,0.008455397,347,3264814,,100,[-0.153  0.179  0.205 ...  0.138 -0.219 -1.153],0.0040421253,4.8662004,76.7,-90.0,0.8455397,1.4627876,1.6825159e-06,7074.274,-37.01072,30.0,160.70949,11336.914809703827
-89.0,15.563777,-90.005035,0.06772873,0.0002680808,34800,0.40887368,-46.757042,0.6439504,-100.0,,100.0,0.009523488,348,3272424,,100,[-0.153  0.179  0.205 ...  0.138 -0.222 -1.153],0.0040887366,6.772873,76.1,-89.0,0.9523488,1.4820724,2.680808e-06,7214.28,-34.232662,31.288975,155.29146,11366.855787277222
-92.0,2.6395264,-93.005035,0.4447873,0.00089510804,34900,0.7313491,-43.81612,0.42370784,-100.0,,100.0,0.0444174,349,3279689,,100,[-0.153  0.178  0.205 ...  0.139 -0.224 -1.132],0.007313492,44.47873,72.65,-92.0,4.4417396,1.4912329,8.95108e-06,4036.8718,-28.376053,27.12932,236.01167,11396.018754959106
-89.0,8.774374,-90.005035,0.13411944,0.00056981266,35000,0.43845975,-39.992813,0.7535517,-100.0,,100.0,0.014137742,350,3287046,,100,[-0.153  0.178  0.204 ...  0.139 -0.222 -1.124],0.004384597,13.411943,73.57,-89.0,1.4137743,1.4980733,5.6981266e-06,3042.606,-28.41502,31.288975,132.7049,11424.377253055573
-90.0,18.3142,-91.005035,0.055781774,0.0008655669,35100,0.39376518,-43.35389,0.8257256,-100.0,,100.0,0.00831604,351,3294361,,100,[-0.153  0.179  0.204 ...  0.137 -0.219 -1.121],0.0039376523,5.5781775,73.15,-90.0,0.83160394,1.4980404,8.655668e-06,5591.7505,-32.293648,30.0,121.105606,11451.778305768967
-89.0,17.53292,-90.005035,0.063881494,0.00027742988,35200,0.566739,-46.455826,0.9693702,-100.0,,100.0,0.0122912545,352,3301831,,100,[-0.153  0.179  0.204 ...  0.136 -0.219 -1.121],0.0056673903,6.3881493,74.7,-89.0,1.2291254,1.4827472,2.7742988e-06,6304.9756,-36.2479,31.288975,103.15977,11480.094655752182
-96.0,21.921295,-97.005035,0.028428266,0.0003067172,35300,0.2900475,-38.135384,0.89294773,-100.0,,100.0,0.005473968,353,3309535,,100,[-0.153  0.179  0.204 ...  0.135 -0.225 -1.13 ],0.002900475,2.8428266,77.04,-96.0,0.5473969,1.477512,3.067172e-06,2927.5542,-27.499603,19.595919,111.98864,11507.94730591774
-86.0,4.598788,-87.005035,0.17812559,0.00057805196,35400,0.39340404,-30.844261,0.5299858,-100.0,,100.0,0.017918188,354,3317276,,100,[-0.153  0.179  0.204 ...  0.133 -0.231 -1.129],0.0039340407,17.81256,77.41,-86.0,1.7918191,1.4632443,5.7805196e-06,1034.7852,-17.03882,34.698704,188.6843,11538.697699069977
-95.0,22.721151,-96.005035,0.03151001,0.00017855305,35500,0.3522155,-49.98802,0.37675035,-100.0,,100.0,0.0064956653,355,3324841,,100,[-0.153  0.179  0.204 ...  0.132 -0.246 -1.129],0.0035221546,3.151001,75.65,-95.0,0.6495665,1.4794106,1.7855305e-06,4153.4688,-33.613995,21.794495,265.42776,11567.302879095078
-88.0,20.074486,-89.005035,0.03407002,0.0006913805,35600,0.30249786,-43.723732,0.3727514,-100.0,,100.0,0.00603591,356,3332383,,100,[-0.153  0.179  0.204 ...  0.132 -0.237 -1.122],0.0030249786,3.407002,75.42,-88.0,0.603591,1.4653848,6.913805e-06,3700.3582,-27.262104,32.496155,268.2753,11600.186769723892
-95.0,9.184801,-96.005035,0.0937542,9.40851e-05,35700,0.34129468,-46.501396,0.62996125,-100.0,,100.0,0.010731831,357,3339884,,100,[-0.153  0.179  0.204 ...  0.132 -0.242 -1.131],0.0034129464,9.375421,75.01,-95.0,1.0731833,1.4681822,9.40851e-07,11651.171,-33.838722,21.794495,158.73993,11631.023808479309
-93.0,18.240686,-94.005035,0.040087216,0.0003867158,35800,0.31545994,-44.411003,0.42394698,-100.0,,100.0,0.0066787046,358,3347270,,100,[-0.153  0.179  0.204 ...  0.13  -0.237 -1.133],0.0031545996,4.008722,73.86,-93.0,0.6678704,1.4723302,3.867158e-06,4398.4736,-28.975292,25.514702,235.87856,11660.162831306458
-88.0,21.743484,-89.005035,0.034277644,0.0002863694,35900,0.32402083,-37.42044,0.5950973,-100.0,,100.0,0.0061470764,359,3354853,,100,[-0.153  0.179  0.204 ...  0.131 -0.231 -1.135],0.0032402084,3.4277644,75.83,-88.0,0.61470765,1.476557,2.8636941e-06,1914.1702,-24.392122,32.496155,168.03975,11689.540125370026
-90.0,11.341449,-91.005035,0.11283374,0.0005823163,36000,0.4890812,-47.77434,1.189595,-100.0,,100.0,0.013674361,360,3362608,,100,[-0.153  0.179  0.204 ...  0.131 -0.235 -1.127],0.0048908116,11.283374,77.55,-90.0,1.3674359,1.463307,5.823163e-06,16581.713,-38.55961,30.0,84.062225,11720.470947504044
-86.0,13.932628,-87.005035,0.058929976,0.00086350646,36100,0.28830335,-33.136368,0.8069046,-100.0,,100.0,0.0071655987,361,3370451,,100,[-0.153  0.179  0.204 ...  0.131 -0.239 -1.136],0.0028830331,5.8929977,78.43,-86.0,0.7165598,1.4696181,8.635065e-06,2018.4454,-21.947884,34.698704,123.93038,11754.66280913353
-87.0,18.510712,-88.005035,0.058221873,0.000942335,36200,0.41356438,-47.548134,0.98037076,-100.0,,100.0,0.008677243,362,3378214,,100,[-0.153  0.179  0.204 ...  0.128 -0.237 -1.131],0.004135644,5.8221874,77.63,-87.0,0.86772436,1.4696444,9.42335e-06,7579.625,-37.39764,33.630344,102.00223,11786.39477443695
-90.0,28.456894,-91.005035,0.017817017,0.00024672278,36300,0.20232795,-30.096388,0.84860146,-100.0,,100.0,0.0032080861,363,3386130,,100,[-0.153  0.179  0.204 ...  0.126 -0.239 -1.129],0.0020232797,1.7817017,79.16,-90.0,0.32080862,1.4505278,2.4672277e-06,1051.6187,-19.186243,30.0,117.84095,11817.145043849945
-88.0,21.543858,-89.005035,0.0574286,0.0018015773,36400,0.3655284,-34.462975,1.3717787,-100.0,,100.0,0.0069754603,364,3394008,,100,[-0.153  0.179  0.204 ...  0.128 -0.247 -1.141],0.0036552844,5.74286,78.78,-88.0,0.69754606,1.4443084,1.8015773e-05,1817.6213,-25.881927,32.496155,72.898056,11850.924132347107
-87.0,19.281513,-88.005035,0.08890544,0.00039536884,36500,0.6114626,-56.29129,1.0596852,-100.0,,100.0,0.012510822,365,3401733,,100,[-0.152  0.179  0.204 ...  0.126 -0.25  -1.144],0.006114625,8.890544,77.25,-87.0,1.2510822,1.445223,3.9536885e-06,8608.996,-46.52805,33.630344,94.367645,11879.077188968658
-91.0,26.103643,-92.005035,0.020452186,2.046831e-05,36600,0.24792619,-37.559906,0.57914615,-100.0,,100.0,0.0041714148,366,3409592,,100,[-0.152  0.179  0.204 ...  0.127 -0.249 -1.144],0.002479262,2.0452187,78.59,-91.0,0.41714147,1.4457289,2.0468309e-07,1773.3007,-24.35339,28.618176,172.66798,11908.16662812233
-92.0,15.113075,-93.005035,0.046206966,0.00025356628,36700,0.25673327,-33.323494,0.55027986,-100.0,,100.0,0.006084517,367,3417481,,100,[-0.153  0.179  0.204 ...  0.126 -0.246 -1.146],0.0025673325,4.6206965,78.89,-92.0,0.60845166,1.451277,2.5356628e-06,1807.713,-19.775015,27.12932,181.72572,11935.316189527512
-95.0,19.055372,-96.005035,0.054143667,5.3682055e-05,36800,0.37131378,-50.517548,0.43348998,-100.0,,100.0,0.007652906,368,3425246,,100,[-0.152  0.179  0.204 ...  0.127 -0.237 -1.149],0.0037131375,5.4143667,77.65,-95.0,0.7652906,1.447267,5.3682055e-07,5945.6934,-35.252686,21.794495,230.68584,11964.11500787735
-86.0,8.330833,-87.005035,0.14594544,7.519569e-05,36900,0.49781972,-39.668774,1.3382639,-100.0,,100.0,0.016513515,369,3432925,,100,[-0.152  0.179  0.204 ...  0.126 -0.235 -1.155],0.0049781976,14.594545,76.79,-86.0,1.6513516,1.4458677,7.5195686e-07,7208.414,-30.98094,34.698704,74.72368,11994.702850103378
-94.0,13.781895,-95.005035,0.059447102,7.755588e-05,37000,0.3116591,-43.83308,0.5786653,-100.0,,100.0,0.007795151,370,3440735,,100,[-0.152  0.179  0.204 ...  0.127 -0.237 -1.155],0.003116591,5.9447103,78.1,-94.0,0.779515,1.448575,7.7555876e-07,6159.767,-30.621078,23.748684,172.81146,12017.71011018753
-90.0,13.676039,-91.005035,0.066149496,0.000924161,37100,0.30802947,-32.28699,0.9030634,-100.0,,100.0,0.0077388748,371,3448484,,100,[-0.152  0.179  0.204 ...  0.127 -0.235 -1.154],0.003080295,6.6149497,77.49,-90.0,0.7738874,1.46397,9.241609e-06,2001.0562,-21.710945,30.0,110.73419,12042.758868694305
-91.0,16.729012,-92.005035,0.05182086,0.00032016053,37200,0.34681854,-47.552017,0.4502433,-100.0,,100.0,0.007737738,372,3456051,,100,[-0.152  0.179  0.204 ...  0.127 -0.229 -1.145],0.003468185,5.182086,75.67,-91.0,0.7737739,1.4745213,3.2016053e-06,6066.0923,-32.573845,28.618176,222.10214,12073.24283194542
-89.0,32.479523,-90.005035,0.060086407,0.0020320253,37300,0.66282535,-59.65327,4.877065,-100.0,,100.0,0.009556789,373,3463488,,100,[-0.152  0.179  0.204 ...  0.125 -0.224 -1.139],0.0066282535,6.008641,74.37,-89.0,0.9556789,1.4676708,2.0320253e-05,7980.918,-55.10231,31.288975,20.504135,12100.521951675415
-90.0,14.790246,-91.005035,0.044248786,6.127527e-05,37400,0.31938758,-47.401436,0.37558243,-100.0,,100.0,0.0076661087,374,3471019,,100,[-0.152  0.179  0.204 ...  0.126 -0.235 -1.135],0.0031938755,4.4248786,75.31,-90.0,0.76661086,1.4518175,6.127527e-07,5974.1914,-31.001965,30.0,266.25314,12128.386818885803
-90.0,28.773163,-91.005035,0.05335955,0.0009154641,37500,0.6182178,-54.997765,4.335632,-100.0,,100.0,0.009726791,375,3478517,,100,[-0.152  0.179  0.204 ...  0.128 -0.239 -1.147],0.006182179,5.335955,74.98,-90.0,0.972679,1.454432,9.154641e-06,7622.09,-50.170998,30.0,23.064688,12157.451086997986
-93.0,18.820448,-94.005035,0.04472697,0.00045252722,37600,0.3851343,-49.378582,0.8013222,-100.0,,100.0,0.007998722,376,3485970,,100,[-0.152  0.179  0.204 ...  0.127 -0.234 -1.15 ],0.0038513432,4.4726973,74.53,-93.0,0.79987216,1.457924,4.5252723e-06,6487.151,-38.15119,25.514702,124.79374,12186.598643541336
-91.0,12.745736,-92.005035,0.06680446,0.00014524722,37700,0.311738,-36.60995,0.47260797,-100.0,,100.0,0.008156438,377,3493538,,100,[-0.152  0.179  0.204 ...  0.129 -0.233 -1.147],0.0031173802,6.6804466,75.68,-91.0,0.81564385,1.4300442,1.4524721e-06,2401.5718,-21.990473,28.618176,211.59186,12211.490844249725
-89.0,17.873556,-90.005035,0.06550621,0.00014047735,37800,0.43237033,-48.992493,1.3538216,-100.0,,100.0,0.009268126,378,3501160,,100,[-0.152  0.179  0.205 ...  0.128 -0.246 -1.162],0.0043237032,6.550621,76.22,-89.0,0.9268126,1.4242561,1.4047735e-06,8777.915,-40.35472,31.288975,73.864975,12242.99084854126
-93.0,18.836472,-94.005035,0.038343,0.00020261908,37900,0.2672614,-39.14048,0.5676897,-100.0,,100.0,0.0055477503,379,3508748,,100,[-0.152  0.179  0.204 ...  0.129 -0.25  -1.164],0.002672614,3.8343003,75.88,-93.0,0.554775,1.3978959,2.0261907e-06,3119.7048,-25.80137,25.514702,176.15256,12266.203567266464
-91.0,17.025042,-92.005035,0.057133663,8.4368556e-05,38000,0.3648137,-49.144833,0.3774547,-100.0,,100.0,0.0080537945,380,3516675,,100,[-0.152  0.18   0.205 ...  0.127 -0.263 -1.177],0.0036481372,5.7133665,79.27,-91.0,0.80537945,1.3948772,8.4368554e-07,6245.948,-32.786087,28.618176,264.93246,12298.16944694519
-89.0,21.392809,-90.005035,0.03844244,0.00053020526,38100,0.30257145,-39.102283,0.89287394,-100.0,,100.0,0.0057999617,381,3524369,,100,[-0.152  0.18   0.205 ...  0.127 -0.264 -1.179],0.0030257145,3.8442442,76.94,-89.0,0.5799962,1.3914924,5.3020526e-06,3446.6367,-28.466064,31.288975,111.997894,12330.213078260422
-90.0,20.73562,-91.005035,0.030128058,0.0010779358,38200,0.2647212,-38.545773,0.567884,-100.0,,100.0,0.005175702,382,3532052,,100,[-0.152  0.18   0.205 ...  0.124 -0.264 -1.183],0.0026472122,3.012806,76.83,-90.0,0.5175702,1.3563553,1.0779358e-05,2722.0605,-25.208944,30.0,176.09229,12359.487322330475
-90.0,24.280039,-91.005035,0.02206062,5.3223474e-05,38300,0.27831906,-36.665558,0.68824184,-100.0,,100.0,0.0049149985,383,3539840,,100,[-0.152  0.18   0.205 ...  0.127 -0.292 -1.19 ],0.0027831902,2.206062,77.88,-90.0,0.4914999,1.3437219,5.322347e-07,2284.0403,-24.550879,30.0,145.29776,12392.786643505096
-87.0,7.428796,-88.005035,0.12237434,0.000921457,38400,0.37338915,-30.78849,0.7280555,-100.0,,100.0,0.013180761,384,3547612,,100,[-0.152  0.18   0.205 ...  0.126 -0.293 -1.201],0.0037338918,12.237434,77.72,-87.0,1.3180761,1.3496169,9.21457e-06,1585.8464,-19.009716,33.630344,137.35217,12424.32682299614
