EpLenMean,ReturnStepMaxmin,StdIW,EpRewMean,MaxIW,ESSClassic,InitialBound,J_sample_variance,StdIWNorm,EmpiricalD2,Bound,ReturnStepMax,MinIW,InitialReturnMean,InitialReturnMax,MeanIWNorm,ReturnMeanIW,MeanIW,MaxIWNorm,TimeElapsed,MeanEntropy,EpThisIter,InitialReturnStd,MinIWNorm,Iteration,EpisodesSoFar,ESSRenyi,Weights,InitialReturnMin,TimestepsSoFar
119.17,,0.48149326,-98.0,2.4623523,25.803764,-99.005035,2349.696,0.0048149326,217.7474,-43.062588,100.0,0.00015770766,-98.0,,0.0028394936,-28.231983,0.28394932,0.024623523,11448.03071975708,2.1838274,100,14.0,1.5770765e-06,306,30600,0.4592477,[ 0.183  0.138  0.073 ... -0.374 -0.305 -0.355],-100.0,3878364
108.72,,0.6317466,-95.0,3.6731439,24.952618,-96.005035,4058.3965,0.0063174656,124.694786,-46.969536,100.0,2.086393e-05,-95.0,,0.0036427816,-35.746597,0.3642782,0.036731437,11488.16604590416,2.187556,100,21.794495,2.0863929e-07,307,30700,0.80195814,[ 0.184  0.139  0.074 ... -0.376 -0.301 -0.353],-100.0,3889236
118.88,,0.72591835,-98.0,4.534749,23.816444,-99.005035,5326.5757,0.007259183,70.22603,-48.962563,100.0,0.00072991755,-98.0,,0.0040587806,-40.54025,0.40587807,0.04534749,11525.605589866638,2.1807365,100,14.0,7.299175e-06,308,30800,1.4239734,[ 0.183  0.138  0.074 ... -0.378 -0.298 -0.352],-100.0,3901124
124.13,,0.53597045,-98.0,3.2588825,23.942608,-99.005035,2902.9988,0.0053597046,128.6312,-41.447437,100.0,0.0007260301,-98.0,,0.0030071554,-30.048733,0.30071554,0.032588825,11569.133546352386,2.176536,100,14.0,7.2603007e-06,309,30900,0.7774164,[ 0.184  0.139  0.074 ... -0.379 -0.307 -0.35 ],-100.0,3913537
119.57,,0.46565843,-97.0,2.8569067,24.639528,-98.005035,2148.3184,0.004656584,136.76962,-37.03855,100.0,0.00012774723,-97.0,,0.0026626363,-25.284782,0.26626363,0.028569065,11606.3644490242,2.1540034,100,17.058722,1.2774723e-06,310,31000,0.7311565,[ 0.184  0.138  0.074 ... -0.379 -0.307 -0.355],-100.0,3925494
121.88,,0.5582339,-99.0,3.5184104,18.926281,-100.005035,3147.773,0.005582339,163.38037,-39.817318,100.0,0.000416198,-99.0,,0.002697172,-26.970894,0.26971725,0.035184104,11642.213515281677,2.1521032,100,9.949874,4.1619796e-06,311,31100,0.61206865,[ 0.184  0.138  0.074 ... -0.38  -0.324 -0.36 ],-100.0,3937682
117.01,100.0,0.59011894,-100.0,2.676193,30.200684,-101.005035,3517.5784,0.0059011886,75.47921,-47.548676,100.0,0.00039186113,-100.0,-100.0,0.0038817027,-38.81703,0.38817033,0.026761929,11677.451791286469,2.1525853,100,,3.918611e-06,312,31200,1.3248681,[ 0.184  0.137  0.074 ... -0.381 -0.325 -0.361],-100.0,3949383
113.37,,0.5686067,-95.0,3.4954667,19.872618,-96.005035,2695.3318,0.0056860666,131.87013,-36.52496,100.0,0.00013567547,-95.0,,0.0028317112,-24.983635,0.28317115,0.034954667,11714.845528841019,2.1416028,100,21.794495,1.3567546e-06,313,31300,0.7583218,[ 0.184  0.137  0.074 ... -0.383 -0.328 -0.357],-100.0,3960720
105.79,,0.44044378,-97.0,2.0440612,31.868944,-98.005035,1899.235,0.0044044377,133.06537,-39.865482,100.0,0.0006518611,-97.0,,0.003012325,-28.271973,0.30123246,0.020440612,11750.4694917202,2.136962,100,17.058722,6.5186105e-06,314,31400,0.7515103,[ 0.184  0.137  0.074 ... -0.385 -0.335 -0.361],-100.0,3971299
98.57,,1.4611583,-96.0,11.086624,9.743405,-97.005035,10112.834,0.014611582,122.68446,-47.87832,100.0,0.0003246012,-96.0,,0.004800795,-36.746216,0.4800795,0.11086624,11789.21505856514,2.1321313,100,19.595919,3.2460118e-06,315,31500,0.8150991,[ 0.184  0.138  0.074 ... -0.385 -0.34  -0.361],-100.0,3981156
106.33,,0.8941295,-95.0,6.0451927,25.856092,-96.005035,8109.368,0.008941295,72.943695,-61.024414,100.0,5.649218e-05,-95.0,,0.0052801236,-52.44068,0.5280124,0.060451925,11824.369543552399,2.1250603,100,21.794495,5.649218e-07,316,31600,1.3709204,[ 0.185  0.138  0.074 ... -0.386 -0.341 -0.364],-100.0,3991789
108.82,,1.0228697,-98.0,8.151149,14.160988,-99.005035,4483.378,0.010228697,143.13145,-45.223034,100.0,0.00022919453,-98.0,,0.0041545574,-33.19901,0.41545573,0.08151148,11861.389539003372,2.1330385,100,14.0,2.2919453e-06,317,31700,0.69865847,[ 0.184  0.137  0.074 ... -0.387 -0.343 -0.37 ],-100.0,4002671
110.23,,0.7663709,-95.0,4.5294704,33.03412,-96.005035,5839.595,0.0076637086,72.72774,-60.686413,100.0,0.004901601,-95.0,,0.005382619,-52.115395,0.5382619,0.045294702,11900.613558292389,2.1405642,100,21.794495,4.901601e-05,318,31800,1.3749912,[ 0.185  0.138  0.074 ... -0.386 -0.341 -0.364],-100.0,4013694
107.47,,0.52929586,-94.0,3.464788,22.598656,-95.005035,2861.7747,0.0052929586,146.55066,-40.16275,100.0,0.0005772559,-94.0,100.0,0.0028599966,-27.995953,0.2859997,0.03464788,11932.606493711472,2.1376905,100,27.64055,5.772559e-06,319,31900,0.6823579,[ 0.185  0.138  0.074 ... -0.387 -0.337 -0.361],-100.0,4024441
113.8,,0.9648991,-97.0,5.1872168,24.676842,-98.005035,9414.763,0.009648991,141.62912,-67.08872,100.0,0.0002370335,-97.0,,0.0055228393,-55.127964,0.552284,0.051872168,11964.617894887924,2.129884,100,17.058722,2.3703349e-06,320,32000,0.70606947,[ 0.185  0.138  0.074 ... -0.386 -0.338 -0.362],-100.0,4035821
112.58,,0.81472844,-96.0,6.152053,20.336094,-97.005035,5752.855,0.008147284,146.09776,-48.83522,100.0,0.0010765842,-96.0,,0.0041163834,-36.687237,0.41163838,0.061520528,11999.156143665314,2.141896,100,19.595919,1.0765842e-05,321,32100,0.68447316,[ 0.184  0.138  0.074 ... -0.385 -0.337 -0.371],-100.0,4047079
120.99,,0.5159472,-99.0,2.7016513,33.21705,-100.005035,2690.6025,0.005159472,79.54875,-45.327614,100.0,0.00060027064,-99.0,,0.0036387565,-36.36367,0.36387566,0.027016513,12033.069418668747,2.137638,100,9.949874,6.0027064e-06,322,32200,1.2570908,[ 0.184  0.138  0.074 ... -0.384 -0.333 -0.363],-100.0,4059178
122.43,,0.5790095,-97.0,2.475024,27.228416,-98.005035,3394.746,0.005790095,123.48385,-46.44958,100.0,0.00040720034,-97.0,,0.0035417336,-35.28127,0.3541734,0.02475024,12073.56953883171,2.1315963,100,17.058722,4.0720033e-06,323,32300,0.8098225,[ 0.184  0.138  0.075 ... -0.381 -0.333 -0.367],-100.0,4071421
112.02,100.0,0.60175645,-100.0,3.946039,23.086744,-101.005035,3657.6853,0.0060175643,101.797775,-43.10899,100.0,0.001002028,-100.0,-100.0,0.0032968672,-32.968674,0.32968673,0.039460387,12108.874110221863,2.129586,100,,1.002028e-05,324,32400,0.98233974,[ 0.184  0.138  0.075 ... -0.379 -0.337 -0.369],-100.0,4082623
126.84,,0.5537853,-97.0,2.9846294,25.916824,-98.005035,3109.2954,0.005537853,119.869675,-42.372032,100.0,0.0021155174,-97.0,,0.0032754627,-31.368376,0.3275462,0.029846294,12142.613489151001,2.1454515,100,17.058722,2.1155174e-05,325,32500,0.83423936,[ 0.184  0.137  0.075 ... -0.38  -0.336 -0.372],-100.0,4095307
127.58,,0.6794058,-97.0,4.0734353,33.26229,-98.005035,4713.6387,0.0067940583,60.665462,-55.05318,100.0,0.0021173905,-97.0,,0.004796447,-47.22514,0.4796447,0.04073435,12178.573042869568,2.135728,100,17.058722,2.1173904e-05,326,32600,1.6483843,[ 0.184  0.137  0.075 ... -0.38  -0.323 -0.369],-100.0,4108065
120.09,,0.49546418,-96.0,2.900457,21.626373,-97.005035,2493.6316,0.0049546417,202.81203,-40.056816,100.0,0.00017231895,-96.0,100.0,0.0026026699,-25.743864,0.26026702,0.029004568,12218.473199367523,2.1191552,100,24.166092,1.7231895e-06,327,32700,0.4930674,[ 0.184  0.138  0.074 ... -0.378 -0.329 -0.373],-100.0,4120074
127.93,,0.6541327,-97.0,3.4452424,26.394909,-98.005035,4316.712,0.0065413266,162.99225,-51.095287,100.0,0.00016685438,-97.0,,0.003917166,-38.26413,0.3917166,0.034452423,12255.12811589241,2.121095,100,17.058722,1.6685439e-06,328,32800,0.6135261,[ 0.184  0.138  0.074 ... -0.377 -0.338 -0.381],-100.0,4132867
132.76,,0.73411554,-93.0,3.9621577,21.110704,-94.005035,4525.9673,0.0073411553,87.85359,-41.782936,100.0,0.0021032644,-93.0,,0.0037975777,-32.362694,0.3797578,0.039621577,12294.578835248947,2.1257465,100,25.514702,2.1032643e-05,329,32900,1.1382574,[ 0.184  0.138  0.074 ... -0.375 -0.339 -0.378],-100.0,4146143
130.54,,0.5651852,-97.0,3.6994023,24.02866,-98.005035,3228.568,0.005651851,158.3708,-43.761707,100.0,0.00067438453,-97.0,,0.003178561,-31.113764,0.31785616,0.03699402,12333.549388885498,2.1198153,100,17.058722,6.743845e-06,330,33000,0.6314295,[ 0.184  0.138  0.074 ... -0.374 -0.338 -0.374],-100.0,4159197
120.77,,0.38606867,-95.0,2.3658314,22.665215,-96.005035,1513.897,0.0038606864,177.49756,-33.81535,100.0,4.855045e-05,-95.0,,0.002090051,-20.42541,0.20900515,0.023658313,12366.437494516373,2.1129928,100,21.794495,4.855045e-07,331,33100,0.56338805,[ 0.184  0.138  0.074 ... -0.375 -0.34  -0.379],-100.0,4171274
132.44,,0.6520493,-93.0,3.2243066,20.015263,-94.005035,4316.1763,0.0065204925,207.79648,-45.51495,100.0,7.136522e-05,-93.0,100.0,0.0032618016,-31.027182,0.3261801,0.032243066,12405.348537921906,2.1240413,100,29.171904,7.136522e-07,332,33200,0.48124012,[ 0.184  0.138  0.074 ... -0.375 -0.337 -0.388],-100.0,4184518
123.14,,0.6378018,-95.0,3.857962,20.490551,-96.005035,4122.2754,0.006378018,109.75503,-42.67666,100.0,0.00015780711,-95.0,,0.003237824,-32.147476,0.32378238,0.038579617,12442.644319534302,2.1188536,100,21.794495,1.5780711e-06,333,33300,0.91112,[ 0.184  0.138  0.074 ... -0.376 -0.334 -0.38 ],-100.0,4196832
121.22,,0.6296907,-95.0,4.8513927,17.028473,-96.005035,1893.7148,0.006296907,87.16243,-32.795494,100.0,0.0004207692,-95.0,,0.002852664,-23.41238,0.2852664,0.048513927,12480.817453622818,2.1172488,100,21.794495,4.207692e-06,334,33400,1.1472833,[ 0.184  0.138  0.074 ... -0.374 -0.331 -0.388],-100.0,4208954
129.75,,0.8237181,-95.0,7.66648,14.241453,-96.005035,1391.2903,0.00823718,141.24188,-37.271935,100.0,9.746974e-05,-95.0,,0.0033567345,-25.32754,0.33567348,0.0766648,12520.389379262924,2.119368,100,21.794495,9.746974e-07,335,33500,0.7080053,[ 0.184  0.138  0.074 ... -0.376 -0.34  -0.38 ],-100.0,4221929
116.47,,0.70524013,-97.0,5.2282615,14.445863,-98.005035,5033.7505,0.0070524006,117.71569,-39.52626,100.0,0.00012155724,-97.0,,0.002897932,-28.621918,0.28979322,0.052282613,12558.489756584167,2.1201174,100,17.058722,1.2155724e-06,336,33600,0.8495044,[ 0.184  0.138  0.074 ... -0.375 -0.34  -0.379],-100.0,4233576
120.61,,0.80120736,-98.0,4.9678245,23.767183,-99.005035,6491.3325,0.008012073,70.67095,-53.10223,100.0,0.00044624327,-98.0,,0.004473658,-44.65328,0.4473658,0.049678244,12595.31740641594,2.1220703,100,14.0,4.4624326e-06,337,33700,1.4150085,[ 0.184  0.138  0.074 ... -0.374 -0.341 -0.377],-100.0,4245637
131.22,,1.1883796,-98.0,11.339976,7.654581,-99.005035,1934.5247,0.011883795,198.6439,-36.870796,100.0,0.00021829178,-98.0,,0.0034214335,-22.705683,0.34214342,0.11339976,12635.41087436676,2.125973,100,14.0,2.1829178e-06,338,33800,0.5034134,[ 0.184  0.138  0.074 ... -0.374 -0.341 -0.375],-100.0,4258759
130.65,,0.59759843,-98.0,5.0991964,19.455687,-99.005035,3610.792,0.0059759845,136.63733,-41.0566,100.0,6.9928516e-05,-98.0,,0.002937077,-29.308514,0.2937077,0.050991964,12674.472961425781,2.082276,100,14.0,6.992851e-07,339,33900,0.73186445,[ 0.184  0.138  0.074 ... -0.374 -0.341 -0.371],-100.0,4271824
121.5,,0.5048981,-98.0,2.369525,26.121881,-99.005035,2569.1868,0.0050489805,163.18355,-42.11224,100.0,0.00040100008,-98.0,,0.003002258,-29.273554,0.30022582,0.02369525,12712.54795050621,2.0791783,100,14.0,4.010001e-06,340,34000,0.61280686,[ 0.184  0.138  0.074 ... -0.375 -0.377 -0.379],-100.0,4283974
136.7,,1.4317403,-97.0,13.8253975,7.5701966,-98.005035,2358.3503,0.014317403,145.27135,-38.388996,100.0,0.0005731855,-97.0,,0.004097433,-26.27542,0.40974328,0.13825397,12749.175922632217,2.0700178,100,17.058722,5.731855e-06,341,34100,0.688367,[ 0.184  0.138  0.074 ... -0.376 -0.379 -0.38 ],-100.0,4297644
135.24,,0.6177323,-97.0,3.674776,32.139633,-98.005035,3711.7568,0.0061773225,49.820328,-47.218838,100.0,0.0002783869,-97.0,,0.004251211,-40.124928,0.42512107,0.03674776,12785.765565395355,2.0651815,100,17.058722,2.783869e-06,342,34200,2.0072129,[ 0.184  0.138  0.075 ... -0.374 -0.378 -0.39 ],-100.0,4311168
145.9,,0.42766705,-95.0,2.7344086,35.24934,-96.005035,1805.2367,0.0042766705,68.01609,-38.44829,100.0,0.00070294965,-95.0,,0.0031554345,-30.159557,0.31554344,0.027344085,12829.37072134018,2.057368,100,21.794495,7.0294964e-06,343,34300,1.4702404,[ 0.184  0.138  0.075 ... -0.373 -0.381 -0.391],-100.0,4325758
149.05,,0.7850663,-96.0,5.3490553,23.501488,-97.005035,6209.5044,0.007850664,57.003384,-48.621895,100.0,0.0026655158,-96.0,,0.004351385,-41.033802,0.43513855,0.053490553,12873.677544116974,2.056334,100,19.595919,2.6655158e-05,344,34400,1.7542819,[ 0.183  0.138  0.074 ... -0.371 -0.39  -0.391],-100.0,4340663
142.82,,1.9724125,-93.0,16.89194,6.578107,-94.005035,1683.8488,0.019724125,138.80316,-35.882076,100.0,4.029206e-05,-93.0,,0.00523388,-24.041248,0.5233881,0.16891938,12916.12467098236,2.0563295,100,25.514702,4.029206e-07,345,34500,0.7204447,[ 0.183  0.138  0.074 ... -0.369 -0.397 -0.385],-100.0,4354945
143.78,,0.697795,-96.0,3.5999424,19.830328,-97.005035,4936.784,0.0069779498,156.84923,-46.922398,100.0,0.00045140611,-96.0,,0.0034704655,-34.335358,0.34704655,0.035999425,12954.56346154213,2.052441,100,19.595919,4.514061e-06,346,34600,0.63755494,[ 0.183  0.138  0.074 ... -0.368 -0.397 -0.384],-100.0,4369323
143.43,,0.5261982,-91.0,3.369941,33.620472,-92.005035,2731.0698,0.005261982,46.700474,-39.799973,100.0,8.2697436e-05,-91.0,,0.003744848,-32.93177,0.37448484,0.03369941,12997.577373027802,2.0579243,100,28.618176,8.269743e-07,347,34700,2.141306,[ 0.183  0.138  0.074 ... -0.367 -0.398 -0.388],-100.0,4383666
149.49,,0.35102344,-96.0,1.7812134,30.15175,-97.005035,1257.8035,0.0035102344,99.91972,-32.522633,100.0,0.00025167846,-96.0,,0.002306294,-22.476288,0.23062938,0.017812133,13035.337839603424,2.055957,100,19.595919,2.5167844e-06,348,34800,1.0008034,[ 0.183  0.137  0.075 ... -0.365 -0.387 -0.393],-100.0,4398615
149.48,,0.51289606,-98.0,3.426342,29.677214,-99.005035,2663.1462,0.00512896,66.23838,-41.397133,100.0,0.002418566,-98.0,,0.003331907,-33.217434,0.33319068,0.03426342,13077.405569553375,2.0518348,100,14.0,2.418566e-05,349,34900,1.5096987,[ 0.183  0.137  0.074 ... -0.365 -0.395 -0.387],-100.0,4413563
134.03,,0.4225606,-96.0,2.8408604,27.155056,-97.005035,1860.7328,0.004225606,217.3106,-37.32676,100.0,7.767134e-05,-96.0,100.0,0.0025799698,-22.511036,0.257997,0.028408604,13116.987107992172,2.0634913,100,24.166092,7.767134e-07,350,35000,0.46017084,[ 0.183  0.137  0.074 ... -0.366 -0.391 -0.394],-100.0,4426966
156.6,,0.8292232,-94.0,5.3187346,35.548912,-95.005035,2843.53,0.008292231,61.12997,-55.7865,100.0,2.68779e-05,-94.0,,0.0061584217,-47.928543,0.61584216,0.053187344,13168.722489833832,2.059818,100,23.748684,2.68779e-07,351,35100,1.6358588,[ 0.184  0.137  0.075 ... -0.365 -0.389 -0.385],-100.0,4442626
141.97,,0.43172106,-93.0,2.7865887,28.70714,-94.005035,1795.6597,0.004317211,59.72431,-32.36956,100.0,0.001520157,-93.0,,0.0027395245,-24.602478,0.27395245,0.027865887,13211.882065534592,2.0637128,100,25.514702,1.5201569e-05,352,35200,1.67436,[ 0.184  0.137  0.074 ... -0.366 -0.399 -0.379],-100.0,4456823
141.2,,0.53144604,-96.0,2.8908336,33.962498,-97.005035,2252.7778,0.0053144605,50.608624,-41.568,100.0,0.0008459161,-96.0,,0.003811217,-34.418186,0.38112172,0.028908335,13248.485511302948,2.0615237,100,19.595919,8.459161e-06,353,35300,1.9759479,[ 0.184  0.137  0.075 ... -0.365 -0.4   -0.374],-100.0,4470943
153.63,,0.8209105,-98.0,6.3692846,18.708782,-99.005035,3175.9917,0.008209105,78.00893,-41.874363,100.0,3.612854e-06,-98.0,,0.0039381906,-32.9976,0.39381903,0.063692845,13292.902004003525,2.056625,100,14.0,3.612854e-08,354,35400,1.2819046,[ 0.184  0.137  0.075 ... -0.365 -0.399 -0.377],-100.0,4486306
147.37,100.0,0.57046217,-100.0,3.2901318,28.607042,-101.005035,3287.142,0.0057046213,145.45297,-48.231823,100.0,0.00037574332,-100.0,-100.0,0.0036110675,-36.110676,0.36110675,0.032901317,13336.09737253189,2.0585926,100,,3.757433e-06,355,35500,0.68750745,[ 0.184  0.137  0.075 ... -0.365 -0.404 -0.377],-100.0,4501043
143.64,,0.44576767,-96.0,2.7959285,25.67645,-97.005035,1364.9226,0.0044576763,110.50321,-33.770576,100.0,0.0004311531,-96.0,,0.0026200698,-23.205568,0.26200697,0.027959283,13378.02565407753,2.0745118,100,19.595919,4.311531e-06,356,35600,0.9049511,[ 0.184  0.136  0.075 ... -0.367 -0.405 -0.374],-100.0,4515407
143.12,,0.9080016,-96.0,6.2523723,30.156183,-97.005035,5147.6924,0.009080016,92.24585,-62.418396,100.0,0.0027599141,-96.0,,0.005966379,-52.76554,0.5966379,0.06252372,13419.611006736755,2.077875,100,19.595919,2.759914e-05,357,35700,1.0840596,[ 0.184  0.136  0.075 ... -0.366 -0.402 -0.361],-100.0,4529719
134.25,,0.5369016,-96.0,2.8157482,36.139183,-97.005035,2937.3384,0.005369016,75.07254,-47.920307,100.0,7.798189e-05,-96.0,,0.0040389323,-39.212215,0.4038933,0.028157482,13457.589462280273,2.0778892,100,19.595919,7.7981883e-07,358,35800,1.332045,[ 0.184  0.136  0.075 ... -0.365 -0.396 -0.364],-100.0,4543144
145.12,,0.47192565,-97.0,3.1838462,32.140724,-98.005035,2269.4856,0.0047192564,75.20236,-40.33859,100.0,0.002991024,-97.0,,0.0032478564,-31.62297,0.32478565,0.03183846,13498.51048374176,2.0681272,100,17.058722,2.991024e-05,359,35900,1.3297454,[ 0.184  0.136  0.075 ... -0.366 -0.397 -0.363],-100.0,4557656
153.54,,0.63567585,-97.0,3.9607158,29.797329,-98.005035,2802.831,0.006356758,35.2213,-42.540367,100.0,0.00022649128,-97.0,,0.0041414034,-36.575714,0.41414034,0.039607156,13540.394213199615,2.0575407,100,17.058722,2.2649126e-06,360,36000,2.8391912,[ 0.183  0.136  0.075 ... -0.366 -0.402 -0.368],-100.0,4573010
140.51,,0.57744634,-97.0,3.2700348,30.235067,-98.005035,2617.2012,0.005774464,135.12637,-45.123837,100.0,0.00033748872,-97.0,,0.0038014434,-33.440887,0.38014436,0.03270035,13583.34556055069,2.050113,100,17.058722,3.374887e-06,361,36100,0.740048,[ 0.183  0.136  0.075 ... -0.365 -0.402 -0.378],-100.0,4587061
139.98,,0.49462187,-99.0,2.9991343,31.526802,-100.005035,2480.879,0.004946219,109.47695,-43.871433,100.0,9.359196e-06,-99.0,,0.0033562395,-33.3556,0.33562398,0.029991342,13622.7570540905,2.0348418,100,9.949874,9.359196e-08,362,36200,0.91343427,[ 0.183  0.136  0.075 ... -0.365 -0.408 -0.379],-100.0,4601059
138.69,,0.64697856,-97.0,3.7170253,28.435673,-98.005035,4246.2676,0.0064697857,76.715866,-48.700657,100.0,0.0007489678,-97.0,,0.0040782453,-39.897774,0.40782452,0.037170254,13665.648541927338,2.035156,100,17.058722,7.489678e-06,363,36300,1.3035114,[ 0.183  0.136  0.074 ... -0.366 -0.415 -0.388],-100.0,4614928
141.52,,1.6362536,-97.0,15.523672,11.312374,-98.005035,4235.804,0.016362537,80.059364,-50.61458,100.0,0.0049667014,-97.0,,0.0058438093,-41.621914,0.5843809,0.15523672,13707.785487413406,2.0399652,100,17.058722,4.966701e-05,364,36400,1.2490731,[ 0.184  0.136  0.074 ... -0.366 -0.413 -0.39 ],-100.0,4629080
140.83,,0.72135174,-97.0,4.5647697,32.07631,-98.005035,5311.6875,0.0072135166,61.080544,-55.880413,100.0,0.0004111556,-97.0,,0.0049571106,-48.025635,0.49571106,0.045647696,13748.629312992096,2.0341785,100,17.058722,4.111556e-06,365,36500,1.6371826,[ 0.184  0.136  0.074 ... -0.365 -0.41  -0.388],-100.0,4643163
146.56,,0.4234384,-97.0,2.1775966,33.91376,-98.005035,1822.0409,0.0042343843,69.52118,-38.335503,100.0,0.0011889741,-97.0,,0.0030333514,-29.95556,0.30333516,0.021775965,13786.9301071167,2.0282562,100,17.058722,1.18897415e-05,366,36600,1.4384106,[ 0.183  0.136  0.074 ... -0.363 -0.414 -0.39 ],-100.0,4657819
146.69,,1.1581599,-99.0,10.623258,15.713016,-100.005035,3108.6594,0.0115816,60.069233,-47.17175,100.0,0.0003687512,-99.0,,0.0050005526,-39.38227,0.50005525,0.106232576,13825.851529598236,2.0377731,100,9.949874,3.687512e-06,367,36700,1.6647457,[ 0.183  0.136  0.074 ... -0.365 -0.417 -0.393],-100.0,4672488
150.81,,0.4609603,-98.0,2.1268747,37.791534,-99.005035,2158.4592,0.004609603,63.826378,-43.70261,100.0,0.0006359269,-98.0,,0.003592825,-35.67322,0.35928252,0.021268746,13867.969106912613,2.031266,100,14.0,6.359269e-06,368,36800,1.5667504,[ 0.183  0.136  0.075 ... -0.364 -0.41  -0.39 ],-100.0,4687569
127.67,,0.6250751,-96.0,4.136535,20.24919,-97.005035,2460.906,0.0062507503,192.47536,-40.3367,100.0,0.0012628604,-96.0,,0.0031496945,-26.393263,0.31496945,0.04136535,13911.961627721786,2.0283253,100,19.595919,1.2628603e-05,369,36900,0.51954705,[ 0.183  0.136  0.075 ... -0.363 -0.412 -0.395],-100.0,4700336
147.43,,0.46254945,-96.0,1.9436686,37.371586,-97.005035,2181.594,0.0046254946,135.65051,-47.09687,100.0,0.0028687469,-96.0,,0.0035730845,-35.391285,0.35730842,0.019436685,13950.913835525513,2.0276,100,19.595919,2.8687467e-05,370,37000,0.7371885,[ 0.183  0.136  0.074 ... -0.362 -0.41  -0.399],-100.0,4715079
129.79,,0.6827989,-97.0,4.4232707,22.971872,-98.005035,4730.517,0.006827989,58.825977,-43.90242,100.0,0.0007409102,-97.0,,0.0037287762,-36.19397,0.37287763,0.044232707,13990.733926057816,2.0061598,100,17.058722,7.4091017e-06,371,37100,1.6999292,[ 0.183  0.136  0.075 ... -0.362 -0.41  -0.4  ],-100.0,4728058
133.34,,0.5072199,-99.0,2.9894948,34.39745,-100.005035,2611.0015,0.005072199,98.209114,-46.432785,100.0,0.00091733166,-99.0,,0.003672815,-36.47281,0.3672815,0.029894948,14026.566390991211,2.0048032,100,9.949874,9.173316e-06,372,37200,1.0182354,[ 0.183  0.136  0.074 ... -0.362 -0.418 -0.414],-100.0,4741392
135.51,,0.53323495,-98.0,2.7794502,34.195827,-99.005035,2321.111,0.0053323493,114.744026,-46.38914,100.0,0.0014442923,-98.0,,0.0038439564,-35.623314,0.38439563,0.0277945,14066.897844076157,2.0126765,100,14.0,1.4442922e-05,373,37300,0.8715051,[ 0.183  0.136  0.074 ... -0.361 -0.419 -0.414],-100.0,4754943
141.03,,1.4018546,-98.0,13.271799,9.46552,-99.005035,3104.3062,0.014018547,191.42041,-45.77922,100.0,0.0010486313,-98.0,,0.0045328178,-31.874044,0.45328176,0.13271798,14104.640336990356,2.0045674,100,14.0,1.0486312e-05,374,37400,0.52241033,[ 0.183  0.136  0.074 ... -0.363 -0.417 -0.409],-100.0,4769046
146.17,,0.91090083,-97.0,7.5342803,18.653381,-98.005035,8400.365,0.009109008,84.14247,-52.505016,100.0,0.0013792354,-97.0,,0.004361944,-43.285885,0.43619442,0.075342804,14147.4647397995,1.9950558,100,17.058722,1.37923535e-05,375,37500,1.1884605,[ 0.183  0.136  0.075 ... -0.364 -0.419 -0.414],-100.0,4783663
137.76,,0.6622823,-99.0,3.5187197,28.242153,-100.005035,4446.2036,0.0066228216,86.36671,-50.6005,100.0,9.333254e-05,-99.0,,0.004154869,-41.26031,0.41548687,0.035187196,14186.733353853226,1.9961548,100,9.949874,9.333254e-07,376,37600,1.1578536,[ 0.183  0.136  0.075 ... -0.363 -0.427 -0.416],-100.0,4797439
132.04,100.0,0.55103153,-100.0,4.5526533,20.571775,-101.005035,3067.0273,0.0055103158,106.75808,-38.42746,100.0,0.00021604056,-100.0,-100.0,0.0028043028,-28.043026,0.2804303,0.04552653,14224.823332309723,1.9922675,100,,2.1604055e-06,377,37700,0.93669724,[ 0.183  0.136  0.075 ... -0.362 -0.423 -0.418],-100.0,4810643
121.64,,0.65603137,-99.0,4.8903785,23.20978,-100.005035,4347.364,0.006560314,197.70876,-50.196854,100.0,0.00015543701,-99.0,,0.0036066768,-36.06512,0.36066765,0.048903782,14260.95367527008,1.9817528,100,9.949874,1.5543701e-06,378,37800,0.50579447,[ 0.183  0.136  0.076 ... -0.363 -0.422 -0.423],-100.0,4822807
127.29,,0.9248958,-97.0,6.7746124,23.78255,-98.005035,8397.297,0.009248958,76.35935,-57.16542,100.0,0.00014194401,-97.0,,0.0051664803,-48.383015,0.5166481,0.067746125,14299.51140832901,1.9833331,100,17.058722,1.4194401e-06,379,37900,1.3095973,[ 0.184  0.136  0.076 ... -0.364 -0.424 -0.432],-100.0,4835536
123.15,,0.49816537,-96.0,2.886939,32.161167,-97.005035,2521.7837,0.0049816538,93.74697,-43.746292,100.0,0.0022452767,-96.0,,0.0034300485,-34.015213,0.34300482,0.02886939,14338.093581199646,1.9714321,100,19.595919,2.2452767e-05,380,38000,1.0667012,[ 0.184  0.136  0.076 ... -0.364 -0.426 -0.429],-100.0,4847851
105.16,,0.43219438,-99.0,2.4852753,27.64022,-100.005035,1892.5082,0.0043219435,122.32283,-37.68067,100.0,8.708373e-05,-99.0,,0.002671168,-26.564991,0.2671168,0.024852753,14374.525084018707,1.9645983,100,9.949874,8.708373e-07,381,38100,0.8175089,[ 0.183  0.136  0.076 ... -0.364 -0.422 -0.444],-100.0,4858367
