EpLenMean,ReturnStepMaxmin,StdIW,EpRewMean,MaxIW,ESSClassic,InitialBound,J_sample_variance,StdIWNorm,EmpiricalD2,Bound,ReturnStepMax,MinIW,InitialReturnMean,InitialReturnMax,MeanIWNorm,ReturnMeanIW,MeanIW,MaxIWNorm,TimeElapsed,MeanEntropy,EpThisIter,InitialReturnStd,MinIWNorm,Iteration,EpisodesSoFar,ESSRenyi,Weights,InitialReturnMin,TimestepsSoFar
110.88,,1.000769,-95.0,6.1112366,23.20501,-96.005035,10172.017,0.01000769,42.63565,-60.948204,100.0,0.0015921836,-95.0,,0.0055012107,-54.38571,0.55012107,0.061112363,2749.236406326294,2.7272804,100,21.794495,1.5921836e-05,77,7700,2.345455,[ 0.186  0.135  0.076 ... -0.326  0.088 -0.199],-100.0,892260
107.03,,0.6772962,-93.0,4.0429115,48.715565,-94.005035,4472.399,0.006772963,21.645672,-64.88283,100.0,0.0011627338,-93.0,,0.006601151,-60.206898,0.6601151,0.040429115,2783.5374450683594,2.7107484,100,25.514702,1.1627338e-05,78,7800,4.619861,[ 0.186  0.135  0.077 ... -0.327  0.084 -0.195],-100.0,902963
117.7,,0.87011015,-96.0,7.2506676,15.248641,-97.005035,2825.914,0.008701102,156.75665,-41.415543,100.0,0.0001918313,-96.0,,0.0036907655,-28.832218,0.36907658,0.07250667,2815.434351205826,2.7070172,100,19.595919,1.918313e-06,79,7900,0.63793147,[ 0.186  0.135  0.076 ... -0.326  0.068 -0.195],-100.0,914733
110.62,,0.9559791,-94.0,6.6292553,27.389677,-95.005035,5613.5435,0.009559792,85.34915,-59.998337,100.0,0.000766482,-94.0,,0.0058714133,-50.713337,0.5871414,0.066292554,2850.414589881897,2.7139475,100,23.748684,7.664819e-06,80,8000,1.1716578,[ 0.186  0.135  0.076 ... -0.327  0.064 -0.195],-100.0,925795
114.98,,0.6076661,-96.0,3.135523,20.49248,-97.005035,3458.193,0.006076661,167.26984,-40.95806,100.0,0.00057293195,-96.0,,0.0030850212,-27.95962,0.3085021,0.03135523,2884.9412789344788,2.695361,100,19.595919,5.7293196e-06,81,8100,0.59783643,[ 0.186  0.135  0.076 ... -0.327  0.066 -0.19 ],-100.0,937293
110.1,,0.2813844,-96.0,1.484721,33.969086,-97.005035,739.52606,0.002813844,78.30182,-27.381086,100.0,0.0009450773,-96.0,,0.002018219,-18.487677,0.20182192,0.014847209,2923.838089942932,2.6562538,100,19.595919,9.450772e-06,82,8200,1.2771095,[ 0.186  0.135  0.077 ... -0.327  0.053 -0.195],-100.0,948303
122.03,,0.39088893,-90.0,2.6886678,24.282986,-91.005035,1474.5906,0.003908889,200.23778,-33.61621,100.0,0.0004581194,-90.0,,0.0022136432,-19.394384,0.22136432,0.026886677,2963.9465086460114,2.6641111,100,30.0,4.581194e-06,83,8300,0.49940625,[ 0.186  0.135  0.076 ... -0.329  0.046 -0.227],-100.0,960506
107.33,,0.7175395,-97.0,4.7751307,31.185564,-98.005035,5234.9067,0.007175395,55.44167,-55.329292,100.0,0.00086285453,-97.0,,0.004830398,-47.845863,0.48303977,0.047751307,3000.621627807617,2.67378,100,17.058722,8.628545e-06,84,8400,1.8036975,[ 0.186  0.135  0.076 ... -0.332  0.04  -0.214],-100.0,971239
111.07,,0.31832498,-94.0,1.4704671,34.995987,-95.005035,964.633,0.0031832498,95.868996,-31.679436,100.0,0.0004062793,-94.0,,0.0023356609,-21.838839,0.23356608,0.014704671,3033.6248047351837,2.6599605,100,23.748684,4.062793e-06,85,8500,1.0430901,[ 0.185  0.135  0.075 ... -0.332  0.047 -0.211],-100.0,982346
126.62,,0.41599607,-95.0,2.448946,32.14946,-96.005035,1477.0734,0.0041599604,64.64703,-33.65945,100.0,0.00023474207,-95.0,,0.0028635145,-25.578606,0.28635147,0.024489459,3072.181556224823,2.626767,100,21.794495,2.3474206e-06,86,8600,1.5468614,[ 0.185  0.135  0.075 ... -0.337  0.031 -0.209],-100.0,995008
118.35,,0.702075,-93.0,3.1298137,31.095266,-94.005035,4308.9644,0.0070207496,47.06,-47.632153,100.0,0.0014942475,-93.0,,0.0047163507,-40.737564,0.4716351,0.031298134,3109.3388826847076,2.626218,100,25.514702,1.4942474e-05,87,8700,2.1249468,[ 0.185  0.135  0.075 ... -0.336  0.003 -0.215],-100.0,1006843
119.7,,0.6849735,-93.0,3.2095222,34.37641,-94.005035,4752.2593,0.006849735,58.976437,-53.23137,100.0,0.00092198444,-93.0,,0.004957629,-45.51307,0.49576294,0.03209522,3146.067403793335,2.6686919,100,25.514702,9.219844e-06,88,8800,1.6955924,[ 0.185  0.135  0.075 ... -0.338  0.001 -0.213],-100.0,1018813
128.51,,0.62174433,-93.0,4.1471767,60.76161,-94.005035,4063.1584,0.0062174434,6.0438514,-73.94432,100.0,0.0030757312,-93.0,,0.007736969,-71.47351,0.7736969,0.04147177,3182.9415998458862,2.6532972,100,25.514702,3.075731e-05,89,8900,16.545742,[ 0.185  0.135  0.075 ... -0.34   0.043 -0.212],-100.0,1031664
124.14,,0.8334312,-92.0,4.6906395,23.065565,-93.005035,3638.2285,0.008334312,49.04751,-42.441563,100.0,0.0011094058,-92.0,,0.0045634294,-35.40289,0.45634297,0.046906393,3222.5733156204224,2.6369047,100,27.12932,1.1094057e-05,90,9000,2.0388396,[ 0.185  0.135  0.075 ... -0.337  0.03  -0.214],-100.0,1044078
129.32,,0.49186397,-93.0,3.2289243,53.174366,-94.005035,1908.6364,0.0049186395,31.36192,-52.13161,100.0,0.000548753,-93.0,100.0,0.005241485,-46.503227,0.52414846,0.03228924,3259.2977294921875,2.6279445,100,29.171904,5.48753e-06,91,9100,3.1885803,[ 0.185  0.135  0.074 ... -0.339  0.028 -0.229],-100.0,1057010
124.82,,0.6431715,-99.0,4.705076,26.158985,-100.005035,4171.815,0.0064317146,22.01389,-42.1608,100.0,0.005285302,-99.0,,0.0038281449,-37.445267,0.38281453,0.047050763,3295.7954370975494,2.6064305,100,9.949874,5.285302e-05,92,9200,4.542587,[ 0.185  0.135  0.074 ... -0.339  0.02  -0.229],-100.0,1069492
131.56,,0.6402785,-98.0,3.6063662,30.404049,-99.005035,4162.9287,0.0064027854,54.550648,-49.023075,100.0,0.0012903047,-98.0,,0.0042319708,-41.600025,0.42319706,0.03606366,3339.45933842659,2.6017509,100,14.0,1.2903047e-05,93,9300,1.8331589,[ 0.185  0.135  0.075 ... -0.336  0.008 -0.239],-100.0,1082648
111.21,,0.7943642,-97.0,4.759984,39.137814,-98.005035,6128.847,0.007943641,22.123606,-63.422596,100.0,0.0055268286,-97.0,,0.006370069,-58.695328,0.637007,0.04759984,3371.428232192993,2.6062465,100,17.058722,5.5268283e-05,94,9400,4.5200586,[ 0.185  0.135  0.075 ... -0.335 -0.01  -0.226],-100.0,1093769
115.52,,0.3878185,-92.0,3.139891,17.539404,-93.005035,1402.6622,0.0038781844,142.90347,-27.452602,100.0,5.7421657e-05,-92.0,,0.0017885976,-15.438154,0.17885976,0.031398907,3408.2890498638153,2.5585818,100,27.12932,5.742166e-07,95,9500,0.6997731,[ 0.185  0.135  0.075 ... -0.334 -0.005 -0.226],-100.0,1105321
126.35,,0.6699935,-89.0,3.9127107,45.22119,-90.005035,4598.5254,0.0066999355,31.02824,-61.47438,100.0,0.0012454835,-89.0,,0.0060874494,-55.87602,0.60874486,0.039127104,3448.136011123657,2.5488791,100,31.288975,1.2454835e-05,96,9600,3.2228706,[ 0.185  0.135  0.074 ... -0.338 -0.033 -0.247],-100.0,1117956
122.96,,0.85508007,-97.0,5.759145,13.291888,-98.005035,7399.1616,0.008550799,96.35316,-43.043526,100.0,0.00030651953,-97.0,,0.0033478823,-33.17811,0.33478823,0.057591446,3480.5691900253296,2.5124884,100,17.058722,3.0651952e-06,97,9700,1.0378487,[ 0.184  0.135  0.074 ... -0.338 -0.037 -0.252],-100.0,1130252
128.66,,0.4732563,-97.0,2.215519,51.60231,-98.005035,2306.5735,0.004732563,36.47449,-53.69657,100.0,0.00064058334,-97.0,,0.004886734,-47.626736,0.4886734,0.02215519,3524.118108034134,2.5048227,100,17.058722,6.405833e-06,98,9800,2.741642,[ 0.185  0.135  0.075 ... -0.336 -0.054 -0.271],-100.0,1143118
136.58,,0.88092947,-94.0,5.1642427,34.220745,-95.005035,6707.5513,0.008809295,64.31829,-64.49296,100.0,0.0012753349,-94.0,,0.0063539143,-56.43269,0.6353915,0.051642425,3559.1889448165894,2.500192,100,23.748684,1.27533485e-05,99,9900,1.5547677,[ 0.185  0.135  0.075 ... -0.336 -0.058 -0.275],-100.0,1156776
124.12,,0.49384007,-96.0,3.4018898,22.088032,-97.005035,2476.487,0.0049384004,179.51118,-39.46951,100.0,0.00029217353,-96.0,,0.0026294373,-26.003834,0.26294369,0.034018897,3594.762281894684,2.496862,100,19.595919,2.9217351e-06,100,10000,0.55706835,[ 0.185  0.135  0.075 ... -0.336 -0.062 -0.275],-100.0,1169188
129.55,,0.5937335,-87.0,2.9416428,38.429256,-88.005035,3109.136,0.005937335,26.647188,-44.352104,100.0,0.0043725483,-87.0,,0.0046906755,-39.16401,0.46906757,0.029416427,3634.3953607082367,2.4951138,100,33.630344,4.3725482e-05,101,10100,3.752741,[ 0.185  0.135  0.075 ... -0.338 -0.067 -0.274],-100.0,1182143
130.68,,0.7286035,-94.0,5.7884593,39.591427,-95.005035,2650.8147,0.007286036,45.491405,-56.651714,100.0,0.002917997,-94.0,,0.0058985134,-49.873005,0.5898514,0.057884593,3677.5413818359375,2.5119698,100,23.748684,2.917997e-05,102,10200,2.1982174,[ 0.185  0.135  0.074 ... -0.339 -0.069 -0.273],-100.0,1195211
128.73,,0.9576005,-93.0,8.6952915,17.208164,-94.005035,2332.0388,0.009576005,44.77855,-40.059162,100.0,0.00073523517,-93.0,,0.00436574,-33.333775,0.436574,0.08695291,3714.261600971222,2.499011,100,25.514702,7.3523515e-06,103,10300,2.2332122,[ 0.185  0.135  0.075 ... -0.338 -0.083 -0.243],-100.0,1208084
144.1,,0.8026398,-99.0,6.286064,27.915348,-100.005035,6522.52,0.008026397,27.816782,-55.064617,100.0,0.00078062364,-99.0,,0.0049948315,-49.763885,0.4994831,0.06286064,3758.103775501251,2.5060658,100,9.949874,7.806236e-06,104,10400,3.594952,[ 0.185  0.135  0.075 ... -0.34  -0.098 -0.241],-100.0,1222494
140.16,,0.9694817,-93.0,7.5988107,18.026663,-94.005035,6649.8086,0.0096948175,48.203922,-42.291683,100.0,0.00035388657,-93.0,,0.00454633,-35.3138,0.45463303,0.07598811,3803.1052961349487,2.5067842,100,25.514702,3.5388657e-06,105,10500,2.0745199,[ 0.185  0.135  0.074 ... -0.343 -0.093 -0.239],-100.0,1236510
153.27,,0.850807,-95.0,5.277359,22.040182,-96.005035,6485.643,0.008508069,72.27141,-48.25034,100.0,0.004596467,-95.0,,0.0045237984,-39.706253,0.45237982,0.052773587,3844.853405237198,2.5019534,100,21.794495,4.596467e-05,106,10600,1.3836731,[ 0.185  0.135  0.074 ... -0.346 -0.1   -0.232],-100.0,1251837
155.89,,0.78642666,-96.0,5.016693,32.760403,-97.005035,4244.0713,0.007864267,39.33098,-54.901817,100.0,0.0046229763,-96.0,,0.0054893424,-48.59878,0.5489342,0.05016693,3887.38134264946,2.4921746,100,19.595919,4.622976e-05,107,10700,2.542525,[ 0.185  0.135  0.074 ... -0.345 -0.098 -0.238],-100.0,1267426
151.62,,0.7852598,-96.0,6.42422,26.424017,-97.005035,2669.952,0.007852598,58.72959,-47.619095,100.0,0.0013491543,-96.0,,0.0047059213,-39.916965,0.47059214,0.0642422,3924.949599504471,2.4921243,100,19.595919,1.3491543e-05,108,10800,1.7027191,[ 0.185  0.135  0.074 ... -0.346 -0.112 -0.234],-100.0,1282588
154.13,,0.5973231,-99.0,2.875379,35.574505,-100.005035,3623.6667,0.005973231,71.7306,-52.474957,100.0,5.8915037e-05,-99.0,,0.004438639,-43.9629,0.44386396,0.028753791,3966.924971818924,2.4826796,100,9.949874,5.891504e-07,109,10900,1.3941052,[ 0.185  0.136  0.074 ... -0.348 -0.107 -0.239],-100.0,1298001
154.31,,0.8141231,-94.0,6.0503187,20.825487,-95.005035,3488.5723,0.008141231,64.68703,-42.71981,100.0,0.002748672,-94.0,,0.0041753696,-34.636467,0.41753697,0.060503185,4005.189477920532,2.4910176,100,23.748684,2.7486718e-05,110,11000,1.545905,[ 0.185  0.136  0.074 ... -0.35  -0.117 -0.238],-100.0,1313432
160.69,,2.534098,-96.0,25.173094,7.63745,-97.005035,3805.1458,0.025340974,49.78359,-52.276875,100.0,0.001059526,-96.0,,0.0072870133,-45.18558,0.7287014,0.25173092,4053.1347489356995,2.4853675,100,19.595919,1.05952595e-05,111,11100,2.0086942,[ 0.185  0.135  0.074 ... -0.35  -0.112 -0.235],-100.0,1329501
151.93,,0.5900528,-96.0,3.4794233,37.551243,-97.005035,3545.7148,0.0059005274,100.32892,-55.260315,100.0,0.0006986266,-96.0,,0.0045755273,-45.193424,0.45755273,0.034794234,4092.845624446869,2.4870484,100,19.595919,6.9862663e-06,112,11200,0.9967216,[ 0.185  0.135  0.074 ... -0.351 -0.114 -0.238],-100.0,1344694
145.65,,0.7068739,-99.0,4.949055,23.010967,-100.005035,5047.205,0.007068739,60.834835,-46.483772,100.0,0.00033537368,-99.0,,0.0038645142,-38.64481,0.38645145,0.049490552,4133.116847991943,2.461182,100,9.949874,3.3537367e-06,113,11300,1.643795,[ 0.185  0.136  0.074 ... -0.352 -0.117 -0.234],-100.0,1359259
155.7,,0.58876485,-95.0,2.9538763,43.29619,-96.005035,2990.712,0.0058876486,59.29187,-54.5884,100.0,0.008926968,-95.0,,0.005144705,-46.849487,0.5144706,0.029538762,4176.889608621597,2.4695292,100,21.794495,8.926968e-05,114,11400,1.6865718,[ 0.184  0.136  0.073 ... -0.357 -0.127 -0.25 ],-100.0,1374829
146.47,,0.63142467,-98.0,4.3835263,41.171284,-99.005035,4075.3877,0.0063142464,33.36056,-57.78346,100.0,0.0014289845,-98.0,,0.005282312,-51.9785,0.52823126,0.043835264,4216.507580041885,2.4697254,100,14.0,1.4289844e-05,115,11500,2.9975514,[ 0.184  0.136  0.073 ... -0.357 -0.126 -0.242],-100.0,1389476
154.51,,0.5516229,-98.0,3.216314,36.871544,-99.005035,3104.4988,0.005516229,65.73763,-49.658222,100.0,0.0010971361,-98.0,,0.0042157546,-41.509502,0.42157552,0.03216314,4256.285488605499,2.4638803,100,14.0,1.097136e-05,116,11600,1.5211986,[ 0.185  0.136  0.073 ... -0.357 -0.131 -0.238],-100.0,1404927
138.42,,0.6693795,-96.0,4.294229,49.366047,-97.005035,4381.1943,0.0066937953,13.208019,-64.30055,100.0,0.0030840538,-96.0,,0.006609456,-60.647957,0.6609456,0.04294229,4294.605709552765,2.4675786,100,19.595919,3.0840536e-05,117,11700,7.571158,[ 0.185  0.136  0.073 ... -0.357 -0.126 -0.248],-100.0,1418769
163.41,,2.7720566,-95.0,21.726189,12.488552,-96.005035,3969.0044,0.027720565,24.350014,-67.90473,100.0,0.00055376074,-95.0,,0.010471906,-62.9453,1.0471905,0.21726188,4336.813422203064,2.464844,100,21.794495,5.537607e-06,118,11800,4.106774,[ 0.185  0.136  0.073 ... -0.355 -0.125 -0.245],-100.0,1435110
144.23,,1.1970346,-95.0,11.179269,16.934713,-96.005035,2838.439,0.011970346,79.42943,-49.661797,100.0,0.0015265063,-95.0,,0.0054048775,-40.70458,0.54048777,0.11179268,4372.454547405243,2.4617028,100,21.794495,1.5265063e-05,119,11900,1.2589792,[ 0.185  0.136  0.073 ... -0.355 -0.128 -0.245],-100.0,1449533
146.53,,0.70021427,-95.0,5.070034,41.22168,-96.005035,5058.499,0.007002143,27.902494,-62.61723,100.0,0.002336243,-95.0,,0.0058638817,-57.30834,0.58638823,0.05070034,4414.693434238434,2.4589968,100,21.794495,2.3362429e-05,120,12000,3.583909,[ 0.185  0.136  0.074 ... -0.354 -0.127 -0.25 ],-100.0,1464186
143.01,,0.6274826,-97.0,4.787668,30.99286,-98.005035,4001.7664,0.006274826,41.81344,-48.146755,100.0,0.0006001719,-97.0,,0.0042051882,-41.647846,0.42051888,0.047876682,4454.567075014114,2.456254,100,17.058722,6.001719e-06,121,12100,2.3915756,[ 0.185  0.136  0.074 ... -0.356 -0.125 -0.254],-100.0,1478487
137.1,,0.6591399,-98.0,4.2013283,41.46595,-99.005035,4416.529,0.0065913987,61.529575,-62.362057,100.0,0.0015343118,-98.0,,0.005547777,-54.478462,0.55477774,0.04201328,4499.8781452178955,2.4480307,100,14.0,1.5343117e-05,122,12200,1.6252347,[ 0.185  0.135  0.074 ... -0.357 -0.122 -0.26 ],-100.0,1492197
143.36,,0.66585326,-98.0,3.8997848,42.843185,-99.005035,4509.245,0.0066585317,35.08182,-63.206844,100.0,0.000120388795,-98.0,,0.005764815,-57.254013,0.5764816,0.038997848,4544.281843423843,2.432864,100,14.0,1.2038879e-06,123,12300,2.8504791,[ 0.185  0.136  0.074 ... -0.356 -0.129 -0.261],-100.0,1506533
152.12,,0.5267514,-98.0,2.8115168,45.344345,-99.005035,2667.555,0.005267514,37.49368,-51.935207,100.0,0.0078107156,-98.0,,0.004797884,-45.78115,0.47978836,0.028115166,4583.229689359665,2.4509108,100,14.0,7.810716e-05,124,12400,2.6671162,[ 0.185  0.136  0.074 ... -0.356 -0.138 -0.266],-100.0,1521745
150.99,,0.757396,-96.0,5.52253,29.704334,-97.005035,5805.631,0.007573959,33.060047,-54.894726,100.0,0.000870172,-96.0,,0.004923439,-49.115974,0.49234393,0.055225298,4622.960885047913,2.439453,100,19.595919,8.70172e-06,125,12500,3.024799,[ 0.185  0.136  0.074 ... -0.356 -0.129 -0.258],-100.0,1536844
148.34,,0.74548864,-98.0,6.186342,17.864145,-99.005035,5578.843,0.007454886,105.68477,-43.418484,100.0,0.0005753148,-98.0,,0.0034766882,-33.086384,0.34766883,0.061863415,4662.173432350159,2.434323,100,14.0,5.753148e-06,126,12600,0.94621015,[ 0.185  0.136  0.074 ... -0.355 -0.134 -0.265],-100.0,1551678
124.03,,1.484025,-99.0,13.841387,11.499178,-100.005035,4196.128,0.014840249,69.39824,-48.02463,100.0,0.00010327887,-99.0,,0.0053493488,-39.652103,0.53493494,0.13841386,4696.212294101715,2.404243,100,9.949874,1.0327886e-06,127,12700,1.4409587,[ 0.185  0.135  0.075 ... -0.355 -0.135 -0.269],-100.0,1564081
124.13,100.0,0.6040125,-100.0,3.175208,50.01277,-101.005035,3685.1616,0.006040124,36.456955,-66.485054,100.0,0.0009306133,-100.0,-100.0,0.0060416674,-60.416676,0.60416675,0.03175208,4739.405459403992,2.3983865,100,,9.306133e-06,128,12800,2.742961,[ 0.186  0.136  0.075 ... -0.356 -0.158 -0.276],-100.0,1576494
146.87,,0.56639844,-97.0,2.3007164,32.07554,-98.005035,2952.3848,0.0056639845,66.555275,-43.942448,100.0,7.228093e-05,-97.0,,0.003892207,-35.743206,0.38922068,0.023007164,4780.429445743561,2.3916006,100,17.058722,7.2280926e-07,129,12900,1.5025105,[ 0.186  0.136  0.075 ... -0.356 -0.167 -0.273],-100.0,1591181
111.24,,0.7612546,-99.0,5.7862806,23.082079,-100.005035,5870.5557,0.007612545,72.1356,-49.891808,100.0,0.00047500333,-99.0,,0.004170168,-41.35575,0.41701686,0.057862803,4819.461566209793,2.394745,100,9.949874,4.750033e-06,130,13000,1.3862782,[ 0.186  0.135  0.075 ... -0.354 -0.174 -0.273],-100.0,1602305
137.24,,0.39518586,-99.0,1.8475391,53.679646,-100.005035,1578.0549,0.0039518583,28.276352,-47.879986,100.0,0.0037728231,-99.0,,0.0042542224,-42.535645,0.42542228,0.018475391,4857.144427061081,2.4035335,100,9.949874,3.772823e-05,131,13100,3.536524,[ 0.186  0.135  0.074 ... -0.356 -0.171 -0.272],-100.0,1616029
152.78,,1.3050172,-96.0,12.909538,13.188438,-97.005035,1540.0782,0.013050172,55.916428,-45.272858,100.0,0.0016472932,-96.0,,0.0050865584,-37.757458,0.50865597,0.12909538,4899.0764791965485,2.4042313,100,19.595919,1.6472932e-05,132,13200,1.7883832,[ 0.185  0.135  0.074 ... -0.36  -0.165 -0.269],-100.0,1631307
137.61,,0.9203076,-95.0,7.656788,27.009146,-96.005035,8435.787,0.009203075,30.225212,-58.416042,100.0,0.0006113206,-95.0,,0.005598275,-52.8906,0.55982745,0.07656787,4933.0131850242615,2.3759768,100,21.794495,6.113206e-06,133,13300,3.3084962,[ 0.185  0.135  0.074 ... -0.36  -0.165 -0.269],-100.0,1645068
146.0,,0.46032578,-95.0,2.5594783,63.728783,-96.005035,2263.3806,0.0046032574,27.960539,-63.43902,100.0,0.00067323295,-95.0,,0.006101718,-58.124607,0.6101718,0.025594782,4975.263725757599,2.3801477,100,21.794495,6.7323294e-06,134,13400,3.576469,[ 0.185  0.135  0.074 ... -0.363 -0.177 -0.285],-100.0,1659668
130.23,,0.8505221,-98.0,6.7703896,24.792244,-99.005035,7328.4907,0.008505221,110.13877,-59.119926,100.0,0.00012013098,-98.0,,0.0048832856,-48.572353,0.48832864,0.067703895,5014.461140155792,2.3777268,100,14.0,1.2013097e-06,135,13500,0.9079455,[ 0.185  0.135  0.074 ... -0.363 -0.177 -0.28 ],-100.0,1672691
157.55,,0.65393865,-97.0,4.667932,30.892036,-98.005035,2526.6157,0.006539386,26.602968,-43.9226,100.0,0.0040033427,-97.0,,0.004372162,-38.738808,0.4372162,0.046679318,5060.577301025391,2.382879,100,17.058722,4.0033425e-05,136,13600,3.758979,[ 0.185  0.135  0.074 ... -0.362 -0.176 -0.284],-100.0,1688446
158.66,,0.83289516,-91.0,6.2640767,27.94788,-92.005035,6697.072,0.008328951,82.86508,-55.629875,100.0,0.00040679588,-91.0,,0.005187301,-46.48099,0.5187301,0.062640764,5100.632966995239,2.3788924,100,28.618176,4.067959e-06,137,13700,1.2067809,[ 0.185  0.135  0.074 ... -0.363 -0.176 -0.279],-100.0,1704312
142.4,,0.48112476,-96.0,2.3175318,57.793285,-97.005035,2426.7283,0.0048112473,42.029526,-60.752758,100.0,0.00037122058,-96.0,,0.0056299637,-54.23708,0.5629964,0.023175318,5138.9887890815735,2.3730478,100,19.595919,3.7122056e-06,138,13800,2.3792799,[ 0.185  0.135  0.074 ... -0.363 -0.178 -0.281],-100.0,1718552
153.7,,0.55308986,-95.0,2.3411713,60.02131,-96.005035,3068.448,0.0055308985,22.99314,-69.53859,100.0,0.0031694472,-95.0,100.0,0.006776948,-64.719315,0.6776948,0.023411712,5179.170293569565,2.3791745,100,25.980762,3.169447e-05,139,13900,4.3491235,[ 0.185  0.135  0.074 ... -0.365 -0.181 -0.284],-100.0,1733922
155.94,,0.55574673,-95.0,2.6753564,24.775385,-96.005035,3080.83,0.005557468,223.67802,-45.632446,100.0,0.00012803568,-95.0,,0.003189387,-30.60123,0.3189387,0.026753563,5223.2495856285095,2.3632145,100,21.794495,1.2803567e-06,140,14000,0.4470712,[ 0.185  0.135  0.074 ... -0.366 -0.18  -0.278],-100.0,1749516
140.21,,3.3143716,-94.0,33.238197,4.0791707,-95.005035,115666.875,0.033143714,46.9734,-8.293308,100.0,0.0007889175,-94.0,100.0,0.0068348753,-1.4050663,0.6834877,0.33238196,5264.109308481216,2.3486197,100,27.64055,7.889174e-06,141,14100,2.1288645,[ 0.185  0.135  0.074 ... -0.367 -0.201 -0.274],-100.0,1763537
133.54,,0.42785504,-94.0,3.0366628,36.37134,-95.005035,1943.7377,0.0042785504,69.47962,-39.1197,100.0,0.0018739871,-94.0,100.0,0.0032348188,-30.742266,0.32348186,0.030366627,5306.297623157501,2.3838048,100,27.64055,1.8739871e-05,142,14200,1.439271,[ 0.185  0.135  0.075 ... -0.365 -0.208 -0.281],-100.0,1776891
138.63,,0.5806365,-93.0,3.0889125,38.2551,-94.005035,2786.0593,0.005806365,35.47535,-47.053703,100.0,0.00021634839,-93.0,,0.0045703407,-41.067577,0.45703402,0.030889124,5347.2268579006195,2.409242,100,25.514702,2.163484e-06,143,14300,2.8188589,[ 0.185  0.135  0.074 ... -0.365 -0.184 -0.27 ],-100.0,1790754
152.58,,0.5490193,-94.0,2.5992074,39.249546,-95.005035,3074.9507,0.005490192,50.436928,-49.413055,100.0,0.0005713262,-94.0,,0.004412961,-42.27538,0.44129616,0.025992073,5391.351318359375,2.3954444,100,23.748684,5.7132615e-06,144,14400,1.9826742,[ 0.185  0.136  0.074 ... -0.366 -0.171 -0.257],-100.0,1806012
149.52,,0.71556175,-96.0,5.3500404,30.852972,-97.005035,2661.8342,0.0071556172,77.49938,-49.43214,100.0,0.00017609174,-96.0,,0.0047797905,-40.58442,0.4779791,0.053500403,5436.785683870316,2.3935535,100,19.595919,1.7609174e-06,145,14500,1.2903329,[ 0.185  0.136  0.074 ... -0.366 -0.173 -0.27 ],-100.0,1820964
165.78,,1.5152644,-96.0,14.497503,14.890101,-97.005035,3650.3784,0.015152644,45.01039,-54.91514,100.0,0.0002655672,-96.0,,0.006337926,-48.17236,0.63379264,0.14497504,5482.877597093582,2.393492,100,19.595919,2.655672e-06,146,14600,2.2217093,[ 0.185  0.136  0.074 ... -0.368 -0.176 -0.268],-100.0,1837542
142.53,,0.49434406,-93.0,3.348681,32.105675,-94.005035,1583.4053,0.0049434407,101.66894,-39.97571,100.0,0.00017678447,-93.0,,0.00339941,-29.841814,0.339941,0.03348681,5521.269304275513,2.4091806,100,25.514702,1.7678447e-06,147,14700,0.9835846,[ 0.185  0.136  0.074 ... -0.369 -0.177 -0.268],-100.0,1851795
156.69,,0.53077775,-96.0,3.0789866,35.89875,-97.005035,2151.8455,0.0053077773,132.10706,-47.56842,100.0,0.000626764,-96.0,,0.0039720894,-36.01673,0.397209,0.030789865,5563.149614572525,2.403573,100,19.595919,6.26764e-06,148,14800,0.7569618,[ 0.185  0.136  0.074 ... -0.372 -0.174 -0.255],-100.0,1867464
148.54,,0.5262254,-96.0,2.986176,35.255512,-97.005035,2804.4216,0.0052622533,63.56133,-46.750534,100.0,0.00024997126,-96.0,100.0,0.0038831476,-38.737835,0.38831475,0.02986176,5602.23349738121,2.4265437,100,24.166092,2.4997125e-06,149,14900,1.5732837,[ 0.185  0.136  0.074 ... -0.371 -0.165 -0.269],-100.0,1882318
140.09,,0.75521207,-96.0,3.810344,30.855583,-97.005035,5796.8584,0.00755212,65.526024,-58.002407,100.0,0.002578613,-96.0,,0.005044955,-49.866814,0.50449544,0.03810344,5640.153639793396,2.424092,100,19.595919,2.578613e-05,150,15000,1.5261112,[ 0.185  0.136  0.073 ... -0.37  -0.155 -0.256],-100.0,1896327
141.08,,2.8452885,-90.0,28.462719,4.131316,-91.005035,2209.3892,0.028452879,134.85898,-37.737,100.0,5.6616067e-05,-90.0,,0.005906525,-26.065615,0.59065264,0.28462717,5680.081119060516,2.4022803,100,30.0,5.661607e-07,151,15100,0.74151534,[ 0.185  0.136  0.073 ... -0.372 -0.158 -0.255],-100.0,1910435
142.71,,0.49925178,-96.0,2.9278111,37.81292,-97.005035,2442.3376,0.0049925176,69.32443,-45.08116,100.0,0.0013622409,-96.0,,0.0038930462,-36.71309,0.38930467,0.02927811,5718.409118413925,2.3996277,100,19.595919,1.3622408e-05,152,15200,1.4424928,[ 0.185  0.136  0.073 ... -0.37  -0.16  -0.275],-100.0,1924706
144.15,,0.6285876,-90.0,3.9114058,31.85993,-91.005035,2728.569,0.0062858756,41.136795,-43.528385,100.0,0.00046595008,-90.0,,0.004298203,-37.082275,0.4298203,0.039114058,5759.029314756393,2.3965385,100,30.0,4.6595005e-06,153,15300,2.4309137,[ 0.185  0.136  0.073 ... -0.372 -0.162 -0.276],-100.0,1939121
