MaxVanillaIw,VarRet,MinNormIw,BatchSize,VarJ,VarNormIw,Bound,J,EpsThisIter,VarVanillaIw,ESSRenyi,MaxNormIw,ESSClassic,AvgVanillaIw,MinVanillaIw,AvgDiscRet,VanillaAvgRet,eRenyi2,AvgRet,AvgEpLen,AvgNormIw,IterType,VarDiscRet
1.0015267,0.005128331552045209,0.001993076,500,0.0715123,2.1877647e-12,4811.7334,4999.926,100,5.469139e-07,499.9997615815346,0.0020031026,499.9997807833196,0.99997544,0.9965135,4999.9253383276555,4999.9253383276555,1.0000005,4999.9253383276555,500.0,0.002,1,0.005128331552045209
1.0,0.0058849995827918,0.01,500,0.076338924,3.5044917e-18,4579.1064,4999.917,100,,500.0,0.01,100.0,1.0,1.0,4999.916948977944,4999.916948977944,1.0,4999.916948977944,500.0,0.009999998,2,0.0058849995827918
1.0,0.0070936610233752456,0.005,500,0.08402433,2.179301e-19,4702.364,4999.922,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.9216942286375,4999.9216942286375,1.0,4999.9216942286375,500.0,0.0049999994,2,0.0070936610233752456
1.0,0.006584823875143971,0.0033333334,500,0.08101345,5.4391416e-20,4756.968,4999.923,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.922738941833,4999.922738941833,1.0,4999.922738941833,500.0,0.0033333336,2,0.006584823875143971
1.0,0.006372945068782182,0.0025,500,0.079731345,5.434597e-20,4789.519,4999.9243,100,,500.0,0.0025,400.0,1.0,1.0,4999.924414819528,4999.924414819528,1.0,4999.924414819528,500.0,0.0024999997,2,0.006372945068782182
1.0016118,0.005901279884389727,0.0019914042,500,0.07669398,2.4308847e-12,4811.7354,4999.9277,100,6.077126e-07,499.9997615815346,0.0020032332,499.9995961591584,0.99999523,0.9956974,4999.926884492223,4999.926884492223,1.0000005,4999.926884492223,500.0,0.002,1,0.005901279884389727
1.0,0.004098919629310721,0.01,500,0.06373359,3.5044917e-18,4579.1147,4999.9253,100,,500.0,0.01,100.0,1.0,1.0,4999.9253141133495,4999.9253141133495,1.0,4999.9253141133495,500.0,0.009999998,2,0.004098919629310721
1.0,0.006345332442020934,0.005,500,0.07947843,2.179301e-19,4702.3657,4999.924,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.923984853197,4999.923984853197,1.0,4999.923984853197,500.0,0.0049999994,2,0.006345332442020934
1.0,0.0056801727212974435,0.0033333334,500,0.0752606,5.4391416e-20,4756.972,4999.9272,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.926762279488,4999.926762279488,1.0,4999.926762279488,500.0,0.0033333336,2,0.0056801727212974435
1.0,0.005457895898065744,0.0025,500,0.07380035,5.434597e-20,4789.5205,4999.926,100,,500.0,0.0025,400.0,1.0,1.0,4999.925551165308,4999.925551165308,1.0,4999.925551165308,500.0,0.0024999997,2,0.005457895898065744
1.0,0.006023165404026776,0.002,500,0.07754277,5.431875e-20,4811.7305,4999.923,100,,500.0,0.002,500.00000664260017,1.0,1.0,4999.922456681759,4999.922456681759,1.0,4999.922456681759,500.0,0.0020000003,1,0.006023165404026776
1.0,0.006383190782217872,0.01,500,0.079495125,3.5044917e-18,4579.1104,4999.921,100,,500.0,0.01,100.0,1.0,1.0,4999.9211539239195,4999.9211539239195,1.0,4999.9211539239195,500.0,0.009999998,2,0.006383190782217872
1.0,0.005123127704748587,0.005,500,0.07139967,2.179301e-19,4702.3677,4999.926,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.925843889726,4999.925843889726,1.0,4999.925843889726,500.0,0.0049999994,2,0.005123127704748587
1.0,0.0059483251896896485,0.0033333334,500,0.07699797,5.4391416e-20,4756.971,4999.9263,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.926103530124,4999.926103530124,1.0,4999.926103530124,500.0,0.0033333336,2,0.0059483251896896485
1.0,0.006178536750067062,0.0025,500,0.07850435,5.434597e-20,4789.523,4999.928,100,,500.0,0.0025,400.0,1.0,1.0,4999.927651397187,4999.927651397187,1.0,4999.927651397187,500.0,0.0024999997,2,0.006178536750067062
1.0,0.005649079538798423,0.002,500,0.07508303,5.431875e-20,4811.7393,4999.9316,100,,500.0,0.002,500.00000664260017,1.0,1.0,4999.9311007263605,4999.9311007263605,1.0,4999.9311007263605,500.0,0.0020000003,1,0.005649079538798423
1.0,0.005185022423564834,0.01,500,0.071652226,3.5044917e-18,4579.1084,4999.919,100,,500.0,0.01,100.0,1.0,1.0,4999.918932288674,4999.918932288674,1.0,4999.918932288674,500.0,0.009999998,2,0.005185022423564834
1.0,0.005628260720603884,0.005,500,0.07482846,2.179301e-19,4702.3657,4999.924,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.924075702048,4999.924075702048,1.0,4999.924075702048,500.0,0.0049999994,2,0.005628260720603884
1.0,0.0050552523437866455,0.0033333334,500,0.07097809,5.4391416e-20,4756.9707,4999.926,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.925486175848,4999.925486175848,1.0,4999.925486175848,500.0,0.0033333336,2,0.0050552523437866455
1.0,0.004995468493019832,0.0025,500,0.070584886,5.434597e-20,4789.5186,4999.924,100,,500.0,0.0025,400.0,1.0,1.0,4999.924046731769,4999.924046731769,1.0,4999.924046731769,500.0,0.0024999997,2,0.004995468493019832
1.0017129,0.004967392256204221,0.0019968457,500,0.07038973,1.0293014e-12,4811.7334,4999.926,100,2.5732345e-07,499.99988079073887,0.0020034364,499.9998755719724,0.99999475,0.99841756,4999.924674083049,4999.924674083049,1.0000002,4999.924674083049,500.0,0.0019999999,1,0.004967392256204221
1.0,0.004136591918188203,0.01,500,0.063990146,3.5044917e-18,4579.1245,4999.935,100,,500.0,0.01,100.0,1.0,1.0,4999.935501390679,4999.935501390679,1.0,4999.935501390679,500.0,0.009999998,2,0.004136591918188203
1.0,0.005074655023778932,0.005,500,0.07105569,2.179301e-19,4702.3765,4999.9346,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.934876427888,4999.934876427888,1.0,4999.934876427888,500.0,0.0049999994,2,0.005074655023778932
1.0,0.005563512225235914,0.0033333334,500,0.07446025,5.4391416e-20,4756.973,4999.928,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.928662809473,4999.928662809473,1.0,4999.928662809473,500.0,0.0033333336,2,0.005563512225235914
1.0,0.0052505894461887664,0.0025,500,0.07236755,5.434597e-20,4789.5244,4999.9297,100,,500.0,0.0025,400.0,1.0,1.0,4999.930091174362,4999.930091174362,1.0,4999.930091174362,500.0,0.0024999997,2,0.0052505894461887664
1.0,0.005091016783113294,0.002,500,0.0712785,5.431875e-20,4811.7397,4999.932,100,,500.0,0.002,500.00000664260017,1.0,1.0,4999.931685890881,4999.931685890881,1.0,4999.931685890881,500.0,0.0020000003,1,0.005091016783113294
1.0,0.0064890995175219705,0.01,500,0.08015322,3.5044917e-18,4579.116,4999.927,100,,500.0,0.01,100.0,1.0,1.0,4999.927075951475,4999.927075951475,1.0,4999.927075951475,500.0,0.009999998,2,0.0064890995175219705
1.0,0.005528471031561982,0.005,500,0.0741724,2.179301e-19,4702.3706,4999.9287,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.928489834518,4999.928489834518,1.0,4999.928489834518,500.0,0.0049999994,2,0.005528471031561982
1.0,0.0055837128128599246,0.0033333334,500,0.074607745,5.4391416e-20,4756.9707,4999.926,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.925744930458,4999.925744930458,1.0,4999.925744930458,500.0,0.0033333336,2,0.0055837128128599246
1.0,0.0051391812882740275,0.0025,500,0.071605176,5.434597e-20,4789.5205,4999.926,100,,500.0,0.0025,400.0,1.0,1.0,4999.926180947982,4999.926180947982,1.0,4999.926180947982,500.0,0.0024999997,2,0.0051391812882740275
1.0003196,0.0050130347377094495,0.0019988173,500,0.070731364,5.5278546e-14,4811.734,4999.9263,100,1.3820476e-08,500.0,0.0020006339,499.99996261440975,1.0000027,0.9994113,4999.925832869042,4999.925832869042,1.0,4999.925832869042,500.0,0.002,1,0.0050130347377094495
1.0,0.00651869795018828,0.01,500,0.08034684,3.5044917e-18,4579.107,4999.9175,100,,500.0,0.01,100.0,1.0,1.0,4999.917475037459,4999.917475037459,1.0,4999.917475037459,500.0,0.009999998,2,0.00651869795018828
1.0,0.0061720166368878435,0.005,500,0.07837205,2.179301e-19,4702.3604,4999.9185,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.919010137059,4999.919010137059,1.0,4999.919010137059,500.0,0.0049999994,2,0.0061720166368878435
1.0,0.005349831336228575,0.0033333334,500,0.0730151,5.4391416e-20,4756.9707,4999.926,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.925722798631,4999.925722798631,1.0,4999.925722798631,500.0,0.0033333336,2,0.005349831336228575
1.0,0.004999141706019552,0.0025,500,0.070608705,5.434597e-20,4789.524,4999.929,100,,500.0,0.0025,400.0,1.0,1.0,4999.929405116442,4999.929405116442,1.0,4999.929405116442,500.0,0.0024999997,2,0.004999141706019552
1.0005417,0.005321240327008186,0.0019985451,500,0.07287602,1.4080015e-13,4811.7354,4999.9277,100,3.520038e-08,500.0,0.002001088,499.99990508627985,0.9999977,0.9992702,4999.926633705675,4999.926633705675,1.0,4999.926633705675,500.0,0.002,1,0.005321240327008186
1.0,0.007302600976363099,0.01,500,0.08501912,3.5044917e-18,4579.109,4999.9194,100,,500.0,0.01,100.0,1.0,1.0,4999.919631458562,4999.919631458562,1.0,4999.919631458562,500.0,0.009999998,2,0.007302600976363099
1.0,0.0060093227259700255,0.005,500,0.07732952,2.179301e-19,4702.3677,4999.926,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.926069415938,4999.926069415938,1.0,4999.926069415938,500.0,0.0049999994,2,0.0060093227259700255
1.0,20008.02609661524,0.0033333334,500,141.21378,5.4391416e-20,4748.8027,4991.758,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4991.757621292695,4991.757621292695,1.0,4991.757621292695,499.18666666666667,0.0033333336,2,20008.02609661524
1.0,15006.026303831522,0.0025,500,122.34587,5.434597e-20,4783.3945,4993.8,100,,500.0,0.0025,400.0,1.0,1.0,4993.799685470238,4993.799685470238,1.0,4993.799685470238,499.39,0.0024999997,2,15006.026303831522
1.124892,12004.823353142758,0.0006951173,500,38.092857,4.080736e-08,4809.0596,4998.2227,100,0.010263903,494.88017841768516,0.002242972,494.9606574308624,1.0030371,0.34861422,4995.024764525484,4995.024764525484,1.0103456,4995.024764525484,499.512,0.0019999999,1,12004.823353142758
1.0,0.006026104071047872,0.01,500,0.077242926,3.5044917e-18,4579.1196,4999.93,100,,500.0,0.01,100.0,1.0,1.0,4999.930885450849,4999.930885450849,1.0,4999.930885450849,500.0,0.009999998,2,0.006026104071047872
1.0,0.006666208625243146,0.005,500,0.08145564,2.179301e-19,4702.367,4999.9253,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.925440361472,4999.925440361472,1.0,4999.925440361472,500.0,0.0049999994,2,0.006666208625243146
1.0,1121.3868423678555,0.0033333334,500,33.431263,5.4391416e-20,4755.039,4997.994,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4997.993784246474,4997.993784246474,1.0,4997.993784246474,499.81,0.0033333336,2,1121.3868423678555
1.0,841.052885544748,0.0025,500,28.964642,5.434597e-20,4788.076,4998.4814,100,,500.0,0.0025,400.0,1.0,1.0,4998.48115329595,4998.48115329595,1.0,4998.48115329595,499.8575,0.0024999997,2,841.052885544748
1.0466754,672.8395936708279,0.0012455389,500,16.150274,8.376853e-09,4810.8384,4999.2075,100,0.002094553,499.06108593247103,0.002093181,498.95720828632545,1.0000812,0.62282,4998.769525183488,4998.769525183488,1.0018814,4998.769525183488,499.886,0.0019999999,1,672.8395936708279
1.0,0.005718769709424946,0.01,500,0.07524024,3.5044917e-18,4579.1025,4999.913,100,,500.0,0.01,100.0,1.0,1.0,4999.913077136957,4999.913077136957,1.0,4999.913077136957,500.0,0.009999998,2,0.005718769709424946
1.0,0.0057052843424707815,0.005,500,0.07533711,2.179301e-19,4702.359,4999.917,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.917138437752,4999.917138437752,1.0,4999.917138437752,500.0,0.0049999994,2,0.0057052843424707815
1.0,83330.84086098452,0.0033333334,500,288.1893,5.4391416e-20,4740.3037,4983.259,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4983.258662609291,4983.258662609291,1.0,4983.258662609291,498.33666666666664,0.0033333336,2,83330.84086098452
1.0,62498.185105133394,0.0025,500,249.68373,5.434597e-20,4777.0225,4987.4277,100,,500.0,0.0025,400.0,1.0,1.0,4987.427370778755,4987.427370778755,1.0,4987.427370778755,498.7525,0.0024999997,2,62498.185105133394
1.2406343,49998.562599103614,0.0018407877,500,205.63087,1.2545393e-08,4802.1694,4990.724,100,0.0031160205,498.0789605748132,0.002489349,498.43992334414855,0.99675405,0.91740626,4989.9280116781665,4989.9280116781665,1.0038569,4989.9280116781665,499.002,0.002,1,49998.562599103614
1.0,0.00547768426198543,0.01,500,0.07362925,3.5044917e-18,4579.112,4999.9224,100,,500.0,0.01,100.0,1.0,1.0,4999.922464572337,4999.922464572337,1.0,4999.922464572337,500.0,0.009999998,2,0.00547768426198543
1.0,0.005261768991866231,0.005,500,0.07235031,2.179301e-19,4702.369,4999.9272,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.927499399825,4999.927499399825,1.0,4999.927499399825,500.0,0.0049999994,2,0.005261768991866231
1.0,0.0052145845909329115,0.0033333334,500,0.072097376,5.4391416e-20,4756.968,4999.923,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.923140646459,4999.923140646459,1.0,4999.923140646459,500.0,0.0033333336,2,0.0052145845909329115
1.0,0.005221022509021514,0.0025,500,0.07216843,5.434597e-20,4789.52,4999.9253,100,,500.0,0.0025,400.0,1.0,1.0,4999.925153146392,4999.925153146392,1.0,4999.925153146392,500.0,0.0024999997,2,0.005221022509021514
1.0,0.006109657936630887,0.002,500,0.07809747,5.431875e-20,4811.7314,4999.924,100,,500.0,0.002,500.00000664260017,1.0,1.0,4999.922872872281,4999.922872872281,1.0,4999.922872872281,500.0,0.0020000003,1,0.006109657936630887
1.0,0.005551469970881579,0.01,500,0.07417139,3.5044917e-18,4579.1167,4999.9272,100,,500.0,0.01,100.0,1.0,1.0,4999.927214595966,4999.927214595966,1.0,4999.927214595966,500.0,0.009999998,2,0.005551469970881579
1.0,0.004637391093752067,0.005,500,0.06795115,2.179301e-19,4702.374,4999.932,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.931980462263,4999.931980462263,1.0,4999.931980462263,500.0,0.0049999994,2,0.004637391093752067
1.0,0.005920326080852817,0.0033333334,500,0.07681887,5.4391416e-20,4756.968,4999.923,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.922825325976,4999.922825325976,1.0,4999.922825325976,500.0,0.0033333336,2,0.005920326080852817
1.0,0.00599020358610726,0.0025,500,0.07731207,5.434597e-20,4789.5195,4999.925,100,,500.0,0.0025,400.0,1.0,1.0,4999.92413172516,4999.92413172516,1.0,4999.92413172516,500.0,0.0024999997,2,0.00599020358610726
1.3790605,49998.49815462133,0.001393272,500,197.28247,2.5501386e-08,4802.341,4991.096,100,0.0063516977,497.0212878909789,0.0027632506,496.8388455860271,0.9981436,0.6953428,4989.924772735123,4989.924772735123,1.0059931,4989.924772735123,499.002,0.002,1,49998.49815462133
1.0,0.00450314663791298,0.01,500,0.066785984,3.5044917e-18,4579.1055,4999.916,100,,500.0,0.01,100.0,1.0,1.0,4999.916367475386,4999.916367475386,1.0,4999.916367475386,500.0,0.009999998,2,0.00450314663791298
1.0,0.005308758240981731,0.005,500,0.0726917,2.179301e-19,4702.363,4999.921,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.92103330334,4999.92103330334,1.0,4999.92103330334,500.0,0.0049999994,2,0.005308758240981731
1.0,1008.6120728419647,0.0033333334,500,31.705671,5.4391416e-20,4755.138,4998.0933,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4998.092973145794,4998.092973145794,1.0,4998.092973145794,499.82,0.0033333336,2,1008.6120728419647
1.0,756.4616343022786,0.0025,500,27.46944,5.434597e-20,4788.147,4998.5522,100,,500.0,0.0025,400.0,1.0,1.0,4998.5518240966885,4998.5518240966885,1.0,4998.5518240966885,499.865,0.0024999997,2,756.4616343022786
1.0539525,605.1769047322076,0.0014453991,500,17.770832,7.357663e-09,4810.799,4999.1353,100,0.0018268779,499.2334691188037,0.0021151258,499.0838035773006,0.9965861,0.7202323,4998.829950075723,4998.829950075723,1.0015354,4998.829950075723,499.892,0.002,1,605.1769047322076
1.0,0.006238638588514885,0.01,500,0.07859268,3.5044917e-18,4579.1206,4999.931,100,,500.0,0.01,100.0,1.0,1.0,4999.931389489956,4999.931389489956,1.0,4999.931389489956,500.0,0.009999998,2,0.006238638588514885
1.0,0.0050529043961961145,0.005,500,0.07091143,2.179301e-19,4702.3735,4999.9316,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.931813222208,4999.931813222208,1.0,4999.931813222208,500.0,0.0049999994,2,0.0050529043961961145
1.0,0.0046462448196996995,0.0033333334,500,0.06805288,5.4391416e-20,4756.9795,4999.9346,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.934792965611,4999.934792965611,1.0,4999.934792965611,500.0,0.0033333336,2,0.0046462448196996995
1.0,0.004739554615301428,0.0025,500,0.068761304,5.434597e-20,4789.5303,4999.9355,100,,500.0,0.0025,400.0,1.0,1.0,4999.935247978691,4999.935247978691,1.0,4999.935247978691,500.0,0.0024999997,2,0.004739554615301428
1.0005668,0.005035964761578305,0.0019985011,500,0.07088651,1.6091219e-13,4811.74,4999.9326,100,4.0230063e-08,500.0,0.002001088,499.99999786312327,1.0000228,0.9992733,4999.931937174438,4999.931937174438,1.0,4999.931937174438,500.0,0.002,1,0.005035964761578305
1.0,0.005823513892550295,0.01,500,0.0759461,3.5044917e-18,4579.1123,4999.923,100,,500.0,0.01,100.0,1.0,1.0,4999.922658686299,4999.922658686299,1.0,4999.922658686299,500.0,0.009999998,2,0.005823513892550295
1.0,0.006225337475797402,0.005,500,0.078715354,2.179301e-19,4702.369,4999.9272,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.927095469984,4999.927095469984,1.0,4999.927095469984,500.0,0.0049999994,2,0.006225337475797402
1.0,0.0073666872110015056,0.0033333334,500,0.08569384,5.4391416e-20,4756.9707,4999.926,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.925050526564,4999.925050526564,1.0,4999.925050526564,500.0,0.0033333336,2,0.0073666872110015056
1.0,0.006653181381760269,0.0025,500,0.081471935,5.434597e-20,4789.519,4999.9243,100,,500.0,0.0025,400.0,1.0,1.0,4999.924059374995,4999.924059374995,1.0,4999.924059374995,500.0,0.0024999997,2,0.006653181381760269
1.1860228,34453.98218583506,0.0004883538,500,45.347797,8.16411e-08,4808.0225,4997.8984,100,0.020328397,491.1712683994364,0.0023768176,490.01860338483436,0.99799216,0.24368663,4991.622067765182,4991.622067765182,1.0179749,4991.622067765182,499.172,0.002,1,34453.98218583506
1.0,0.005239434251977413,0.01,500,0.07201768,3.5044917e-18,4579.127,4999.9375,100,,500.0,0.01,100.0,1.0,1.0,4999.937295976116,4999.937295976116,1.0,4999.937295976116,500.0,0.009999998,2,0.005239434251977413
1.0,0.005252773505747304,0.005,500,0.072293974,2.179301e-19,4702.378,4999.936,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.935798600467,4999.935798600467,1.0,4999.935798600467,500.0,0.0049999994,2,0.005252773505747304
1.0,0.004688255997727848,0.0033333334,500,0.06835976,5.4391416e-20,4756.9805,4999.9355,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.935705002626,4999.935705002626,1.0,4999.935705002626,500.0,0.0033333336,2,0.004688255997727848
1.0,0.004890593867595331,0.0025,500,0.069848254,5.434597e-20,4789.5293,4999.9346,100,,500.0,0.0025,400.0,1.0,1.0,4999.9346016636155,4999.9346016636155,1.0,4999.9346016636155,500.0,0.0024999997,2,0.004890593867595331
1.0,0.005223915120981593,0.002,500,0.072209366,5.431875e-20,4811.741,4999.9336,100,,500.0,0.002,500.00000664260017,1.0,1.0,4999.9329883156515,4999.9329883156515,1.0,4999.9329883156515,500.0,0.0020000003,1,0.005223915120981593
1.0,0.006170223399650302,0.01,500,0.078192815,3.5044917e-18,4579.103,4999.9136,100,,500.0,0.01,100.0,1.0,1.0,4999.913776060257,4999.913776060257,1.0,4999.913776060257,500.0,0.009999998,2,0.006170223399650302
1.0,0.007138136542378686,0.005,500,0.08427995,2.179301e-19,4702.354,4999.912,100,,500.0,0.005,200.00000010221265,1.0,1.0,4999.912244489319,4999.912244489319,1.0,4999.912244489319,500.0,0.0049999994,2,0.007138136542378686
1.0,0.0062263422820061495,0.0033333334,500,0.078778416,5.4391416e-20,4756.963,4999.918,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4999.917949766037,4999.917949766037,1.0,4999.917949766037,500.0,0.0033333336,2,0.0062263422820061495
1.0,0.006038999847942032,0.0025,500,0.077615775,5.434597e-20,4789.514,4999.9194,100,,500.0,0.0025,400.0,1.0,1.0,4999.9194075833575,4999.9194075833575,1.0,4999.9194075833575,500.0,0.0024999997,2,0.006038999847942032
1.0,0.005855486645256426,0.002,500,0.07645241,5.431875e-20,4811.7295,4999.922,100,,500.0,0.002,500.00000664260017,1.0,1.0,4999.921218136778,4999.921218136778,1.0,4999.921218136778,500.0,0.0020000003,1,0.005855486645256426
1.0,0.004507561384627688,0.01,500,0.066806085,3.5044917e-18,4579.1143,4999.925,100,,500.0,0.01,100.0,1.0,1.0,4999.924933056461,4999.924933056461,1.0,4999.924933056461,500.0,0.009999998,2,0.004507561384627688
1.0,6728.0465799607855,0.005,500,81.81934,2.179301e-19,4696.5737,4994.132,100,,500.0,0.005,200.00000010221265,1.0,1.0,4994.131601633636,4994.131601633636,1.0,4994.131601633636,499.425,0.0049999994,2,6728.0465799607855
1.0,4485.353024667837,0.0033333334,500,66.86106,5.4391416e-20,4753.109,4996.064,100,,500.0,0.0033333334,299.999969473632,1.0,1.0,4996.063239621719,4996.063239621719,1.0,4996.063239621719,499.6166666666667,0.0033333336,2,4485.353024667837
1.0,3363.990406057836,0.0025,500,57.927364,5.434597e-20,4786.618,4997.0234,100,,500.0,0.0025,400.0,1.0,1.0,4997.023682696115,4997.023682696115,1.0,4997.023682696115,499.7125,0.0024999997,2,3363.990406057836
