AvgNormIw,ESSRenyi,BatchSize,ESSClassic,Bound,Delta,IterType,J,AvgDiscRet,AvgVanillaIw,VarDiscRet,MinNormIw,VarRet,EpsThisIter,AvgEpLen,VanillaAvgRet,VarNormIw,eRenyi2,MinVanillaIw,AvgRet,MaxNormIw,VarVanillaIw,MaxVanillaIw,VarJ
0.01,200.0,200,100.0,-118.068,0.5,2,-76.3542,-76.354170092,1.0,3761.89384566,0.01,3761.89384566,100,107.24,-76.354170092,3.50449e-18,1.0,1.0,-76.354170092,0.01,,1.0,61.0268
0.005,193.45385579,200,191.846249293,-102.209,0.5,1,-72.2178,-70.1302073078,0.998754,2589.20300694,0.0041542,2589.20300694,100,99.96,-70.1302073078,1.06788e-06,1.03384,0.829805,-70.1302073078,0.0131687,0.042609,2.63046,50.6932
0.01,200.0,200,100.0,-109.256,0.5,2,-67.5426,-67.5425815357,1.0,1392.53594017,0.01,1392.53594017,100,96.55,-67.5425815357,3.50449e-18,1.0,1.0,-67.5425815357,0.01,,1.0,37.1296
0.005,196.977964629,200,197.453063011,-101.832,0.5,1,-72.1097,-77.5856343122,0.985203,4972.88269299,0.00418365,4972.88269299,100,108.25,-77.5856343122,3.24086e-07,1.01534,0.824349,-77.5856343122,0.00791817,0.0125827,1.5602,53.5723
0.01,200.0,200,100.0,-122.12,0.5,2,-80.4068,-80.4068287706,1.0,6127.31575578,0.01,6127.31575578,100,111.76,-80.4068287706,3.50449e-18,1.0,1.0,-80.4068287706,0.01,,1.0,77.8848
0.005,196.513266788,200,196.493322197,-110.471,0.5,1,-80.714,-82.0417386933,0.981292,6115.32545155,0.00358989,6115.32545155,100,114.07,-82.0417386933,4.48404e-07,1.01774,0.704545,-82.0417386933,0.00893164,0.0172713,1.75291,76.449
0.01,200.0,200,100.0,-122.861,0.5,2,-81.148,-81.1479954746,1.0,6115.68502429,0.01,6115.68502429,100,112.75,-81.1479954746,3.50449e-18,1.0,1.0,-81.1479954746,0.01,,1.0,77.8108
0.005,176.110240211,200,172.323901399,-109.21,0.5,1,-77.7767,-81.7394552614,1.0035,6091.03395859,0.000864755,6091.03395859,100,113.55,-81.7394552614,4.0353e-06,1.13565,0.173557,-81.7394552614,0.0154334,0.162544,3.09749,68.0448
0.01,200.0,200,100.0,-111.529,0.5,2,-69.8156,-69.8156117186,1.0,2591.65742676,0.01,2591.65742676,100,99.35,-69.8156117186,3.50449e-18,1.0,1.0,-69.8156117186,0.01,,1.0,50.6531
0.005,191.276678147,200,184.356372323,-103.224,0.5,1,-73.0631,-79.4010416192,1.02279,4921.7327154,0.00397897,4921.7327154,100,110.99,-79.4010416192,2.13205e-06,1.04561,0.813926,-79.4010416192,0.0198833,0.0892126,4.06727,52.8478
0.01,200.0,200,100.0,-120.696,0.5,2,-78.9821,-78.9821401292,1.0,4912.71644473,0.01,4912.71644473,100,110.08,-78.9821401292,3.50449e-18,1.0,1.0,-78.9821401292,0.01,,1.0,69.7394
0.005,192.321367079,200,192.815021127,-106.878,0.5,1,-76.7986,-77.2723452586,0.987974,4969.98631309,0.00318882,4969.98631309,100,107.56,-77.2723452586,9.36267e-07,1.03993,0.630094,-77.2723452586,0.00942403,0.0365553,1.86214,64.5125
0.01,200.0,200,100.0,-128.044,0.5,2,-86.3301,-86.3301243359,1.0,7169.31041001,0.01,7169.31041001,100,119.24,-86.3301243359,3.50449e-18,1.0,1.0,-86.3301243359,0.01,,1.0,84.2474
0.005,176.976196444,200,176.503184674,-107.271,0.5,1,-75.9147,-72.9520264766,1.01379,2573.09989651,0.000877662,2573.09989651,100,103.6,-72.9520264766,3.34482e-06,1.1301,0.177953,-72.9520264766,0.00849667,0.137508,1.72277,56.6802
0.01,200.0,200,100.0,-120.675,0.5,2,-78.9611,-78.9611345936,1.0,4973.59580419,0.01,4973.59580419,100,110.01,-78.9611345936,3.50449e-18,1.0,1.0,-78.9611345936,0.01,,1.0,70.1702
0.005,192.587657422,200,194.759076841,-107.538,0.5,1,-77.4794,-78.6727761255,0.981318,4935.00473444,0.00299873,4935.00473444,100,110.19,-78.6727761255,6.76125e-07,1.03849,0.588542,-78.6727761255,0.00901982,0.0260439,1.77026,64.7988
0.01,200.0,200,100.0,-112.753,0.5,2,-71.0514,-71.0513890731,1.0,2611.92033988,0.01,2611.92033988,100,101.03,-71.0513890731,3.50449e-18,1.0,1.0,-71.0513890731,0.01,,1.0,50.8508
0.005,192.380403068,200,191.245793375,-101.501,0.5,1,-71.4269,-74.0284615871,1.00442,3777.44793985,0.00224331,3777.44793985,100,104.23,-74.0284615871,1.15012e-06,1.03961,0.450647,-74.0284615871,0.00804917,0.0464129,1.61696,50.6073
0.01,200.0,200,100.0,-124.676,0.5,2,-82.9579,-82.9578779413,1.0,6111.35165833,0.01,6111.35165833,100,114.93,-82.9578779413,3.50449e-18,1.0,1.0,-82.9578779413,0.01,,1.0,77.7833
0.005,187.854606415,200,177.016425696,-109.172,0.5,1,-78.7344,-78.3482165694,1.052,4951.07535629,0.00375158,4951.07535629,100,108.9,-78.3482165694,3.26227e-06,1.06465,0.789334,-78.3482165694,0.0189672,0.144415,3.99071,65.5965
0.01,200.0,200,100.0,-109.108,0.5,2,-67.3983,-67.3983102871,1.0,1362.14592921,0.01,1362.14592921,100,96.55,-67.3983102871,3.50449e-18,1.0,1.0,-67.3983102871,0.01,,1.0,36.7223
0.005,187.021851634,200,188.67476228,-106.148,0.5,1,-75.6458,-88.1857150398,0.97894,8363.2381466,0.00244784,8363.2381466,100,120.52,-88.1857150398,1.50816e-06,1.06939,0.479258,-88.1857150398,0.00928251,0.0578122,1.8174,60.3291
0.01,200.0,200,100.0,-123.048,0.5,2,-81.3345,-81.3344603841,1.0,6084.60726877,0.01,6084.60726877,100,112.63,-81.3344603841,3.50449e-18,1.0,1.0,-81.3344603841,0.01,,1.0,77.6129
0.005,195.671741292,200,195.990898175,-103.903,0.5,1,-74.0824,-68.3136790273,0.989417,1336.9145477,0.00453647,1336.9145477,100,98.41,-68.3136790273,5.13968e-07,1.02212,0.897691,-68.3136790273,0.0121945,0.0201259,2.41309,56.838
0.01,200.0,200,100.0,-126.259,0.5,2,-84.5449,-84.5449455465,1.0,7249.36360933,0.01,7249.36360933,100,116.42,-84.5449455465,3.50449e-18,1.0,1.0,-84.5449455465,0.01,,1.0,84.7164
0.005,159.523062895,200,158.303181834,-103.923,0.5,1,-70.8958,-71.1623443384,0.956953,2587.66516407,0.000221544,2587.66516407,100,100.91,-71.1623443384,6.61805e-06,1.25374,0.0424015,-71.1623443384,0.0108276,0.242422,2.07231,48.1829
0.01,200.0,200,100.0,-119.568,0.5,2,-77.8545,-77.8544664222,1.0,4972.50511584,0.01,4972.50511584,100,108.74,-77.8544664222,3.50449e-18,1.0,1.0,-77.8544664222,0.01,,1.0,70.1625
0.005,180.216835325,200,177.866626162,-106.158,0.5,1,-75.0851,-78.8838741645,1.00364,6168.89504012,0.000748662,6168.89504012,100,109.65,-78.8838741645,3.12659e-06,1.10977,0.150278,-78.8838741645,0.013357,0.125976,2.68112,62.7285
0.01,200.0,200,100.0,-129.823,0.5,2,-88.1096,-88.1095581371,1.0,8341.77733794,0.01,8341.77733794,100,120.36,-88.1095581371,3.50449e-18,1.0,1.0,-88.1095581371,0.01,,1.0,90.8755
0.005,154.580250506,200,157.376089532,-106.149,0.5,1,-72.5985,-71.5486338691,1.04647,2569.3069805,0.000171834,2569.3069805,100,101.72,-71.5486338691,6.80504e-06,1.29383,0.0359637,-71.5486338691,0.00928257,0.298085,1.94278,46.5259
0.01,200.0,200,100.0,-122.753,0.5,2,-81.0385,-81.0384601201,1.0,4925.59166145,0.01,4925.59166145,100,112.98,-81.0384601201,3.50449e-18,1.0,1.0,-81.0384601201,0.01,,1.0,69.8308
0.005,172.308031072,200,169.585680463,-107.847,0.5,1,-76.0688,-80.4126445156,1.00303,6127.92221267,0.000582519,6127.92221267,100,111.58,-80.4126445156,4.50616e-06,1.16071,0.116856,-80.4126445156,0.00963292,0.181339,1.93242,59.9095
0.01,200.0,200,100.0,-118.846,0.5,2,-77.1322,-77.1321709372,1.0,4973.87637815,0.01,4973.87637815,100,107.7,-77.1321709372,3.50449e-18,1.0,1.0,-77.1321709372,0.01,,1.0,70.1722
0.005,191.130005008,200,189.007525674,-103.815,0.5,1,-73.6419,-72.7451372948,0.987328,3821.39290743,0.000286352,3821.39290743,100,101.99,-72.7451372948,1.46127e-06,1.04641,0.0565447,-72.7451372948,0.007214,0.056979,1.42452,61.2582
0.01,200.0,200,100.0,-114.698,0.5,2,-72.9842,-72.9841644245,1.0,3821.19471356,0.01,3821.19471356,100,102.88,-72.9841644245,3.50449e-18,1.0,1.0,-72.9841644245,0.01,,1.0,61.506
0.005,197.967277352,200,197.824498162,-97.733,0.5,1,-68.0856,-63.7830812034,0.998927,135.656475348,0.0034672,135.656475348,100,92.76,-63.7830812034,2.76315e-07,1.01027,0.692696,-63.7830812034,0.00766439,0.0110289,1.53123,43.4222
0.01,200.0,200,100.0,-115.701,0.5,2,-73.9892,-73.9892424034,1.0,3776.63728843,0.01,3776.63728843,100,104.67,-73.9892424034,3.50449e-18,1.0,1.0,-73.9892424034,0.01,,1.0,61.1463
0.005,187.65896194,200,185.698020823,-100.963,0.5,1,-70.5123,-71.6037733053,1.02315,2578.02911826,0.000919484,2578.02911826,100,101.4,-71.6037733053,1.93511e-06,1.06576,0.188155,-71.6037733053,0.0102726,0.0810301,2.10208,47.021
0.01,200.0,200,100.0,-124.945,0.5,2,-83.2307,-83.2306601472,1.0,6067.20015148,0.01,6067.20015148,100,115.46,-83.2306601472,3.50449e-18,1.0,1.0,-83.2306601472,0.01,,1.0,77.5018
0.005,193.936389868,200,196.240272346,-105.614,0.5,1,-75.6605,-70.1513753839,0.9833,2585.48627151,0.00433331,2585.48627151,100,99.92,-70.1513753839,4.8138e-07,1.03127,0.852188,-70.1513753839,0.00864925,0.0186174,1.70096,61.124
0.01,200.0,200,100.0,-109.901,0.5,2,-68.1877,-68.1876895925,1.0,1378.35609446,0.01,1378.35609446,100,97.93,-68.1876895925,3.50449e-18,1.0,1.0,-68.1876895925,0.01,,1.0,36.9401
0.005,177.364267919,200,171.76038898,-99.7467,0.5,1,-68.4246,-75.9674805586,0.964971,3753.7983383,0.000569859,3753.7983383,100,107.0,-75.9674805586,4.13097e-06,1.12762,0.109979,-75.9674805586,0.00920747,0.153865,1.77699,34.9573
0.01,200.0,200,100.0,-133.55,0.5,2,-91.8354,-91.8353670776,1.0,9405.40274765,0.01,9405.40274765,100,124.93,-91.8353670776,3.50449e-18,1.0,1.0,-91.8353670776,0.01,,1.0,96.4953
0.005,187.443534158,200,187.007254949,-115.241,0.5,1,-84.7726,-81.3081314096,1.00945,6109.11497477,0.00112618,6109.11497477,100,113.03,-81.3081314096,1.74567e-06,1.06699,0.227365,-81.3081314096,0.0068804,0.0711529,1.38908,83.9396
0.01,200.0,200,100.0,-120.323,0.5,2,-78.6092,-78.6091648772,1.0,4950.24463935,0.01,4950.24463935,100,109.83,-78.6091648772,3.50449e-18,1.0,1.0,-78.6091648772,0.01,,1.0,70.0053
0.005,151.041816807,200,142.888463022,-103.609,0.5,1,-69.6666,-80.5486860517,0.937477,6118.80556545,1.26941e-06,6118.80556545,100,112.01,-80.5486860517,1.00425e-05,1.32414,0.000238008,-80.5486860517,0.0137828,0.35304,2.5842,42.8694
0.01,200.0,200,100.0,-119.213,0.5,2,-77.4991,-77.4991270164,1.0,4967.67582141,0.01,4967.67582141,100,108.38,-77.4991270164,3.50449e-18,1.0,1.0,-77.4991270164,0.01,,1.0,70.1284
0.005,196.175807836,200,197.114458012,-105.918,0.5,1,-76.1358,-76.069373689,1.0092,5007.87497332,0.00319021,5007.87497332,100,105.72,-76.069373689,3.6781e-07,1.01949,0.643913,-76.069373689,0.00712932,0.0149844,1.43898,67.6687
0.01,200.0,200,100.0,-115.344,0.5,2,-73.6304,-73.6304460552,1.0,3792.13624606,0.01,3792.13624606,100,103.23,-73.6304460552,3.50449e-18,1.0,1.0,-73.6304460552,0.01,,1.0,61.2716
0.005,189.554470816,200,189.260688602,-102.92,0.5,1,-72.6223,-74.8660437748,0.991082,3755.87474683,0.00186788,3755.87474683,100,105.81,-74.8660437748,1.42572e-06,1.05511,0.370243,-74.8660437748,0.0102335,0.056016,2.02846,54.3691
0.01,200.0,200,100.0,-125.518,0.5,2,-83.8035,-83.8035069694,1.0,7256.34507467,0.01,7256.34507467,100,115.43,-83.8035069694,3.50449e-18,1.0,1.0,-83.8035069694,0.01,,1.0,84.7572
