AvgNormIw,ESSRenyi,BatchSize,ESSClassic,Bound,Delta,IterType,J,AvgDiscRet,AvgVanillaIw,VarDiscRet,MinNormIw,VarRet,EpsThisIter,AvgEpLen,VanillaAvgRet,VarNormIw,eRenyi2,MinVanillaIw,AvgRet,MaxNormIw,VarVanillaIw,MaxVanillaIw,VarJ
0.01,200.0,200,100.0,-107.801,0.5,2,-66.0896,-66.0895739529,1.0,1366.54585599,0.01,1366.54585599,100,94.99,-66.0895739529,3.50449e-18,1.0,1.0,-66.0895739529,0.01,,1.0,36.7815
0.005,191.880352926,200,192.220696778,-94.8299,0.5,1,-64.7178,-65.6993608615,0.997128,1380.60224746,0.0019312,1380.60224746,100,94.53,-65.6993608615,1.01686e-06,1.04232,0.38513,-65.6993608615,0.0067618,0.0404409,1.34848,28.4594
0.01,200.0,200,100.0,-135.634,0.5,2,-93.9193,-93.9192804259,1.0,10522.3080943,0.01,10522.3080943,100,127.05,-93.9192804259,3.50449e-18,1.0,1.0,-93.9192804259,0.01,,1.0,102.064
0.005,165.475345655,200,165.41345994,-115.566,0.5,1,-83.1385,-81.7013301745,1.01063,6080.4190195,0.000224592,6080.4190195,100,113.73,-81.7013301745,5.25355e-06,1.20864,0.0453957,-81.7013301745,0.0105429,0.214633,2.131,84.9391
0.01,200.0,200,100.0,-114.895,0.5,2,-73.1818,-73.1818102132,1.0,3793.87253509,0.01,3793.87253509,100,102.95,-73.1818102132,3.50449e-18,1.0,1.0,-73.1818102132,0.01,,1.0,61.2857
0.005,196.144272034,200,195.41883865,-98.2624,0.5,1,-68.4779,-65.2596500595,0.998693,156.707574278,0.00144961,156.707574278,100,94.59,-65.2596500595,5.89014e-07,1.01966,0.289543,-65.2596500595,0.0057715,0.023499,1.15279,40.3318
0.01,200.0,200,100.0,-127.636,0.5,2,-85.922,-85.9220284012,1.0,7179.23810925,0.01,7179.23810925,100,118.66,-85.9220284012,3.50449e-18,1.0,1.0,-85.9220284012,0.01,,1.0,84.3057
0.005,179.190252483,200,173.653761006,-104.963,0.5,1,-73.8007,-68.0321466815,0.967419,1363.28252743,0.000480182,1363.28252743,100,97.34,-68.0321466815,3.81199e-06,1.11613,0.0929075,-68.0321466815,0.00921864,0.142706,1.78366,55.7744
0.01,200.0,200,100.0,-111.537,0.5,2,-69.8265,-69.8264720428,1.0,2584.31480636,0.01,2584.31480636,100,99.5,-69.8264720428,3.50449e-18,1.0,1.0,-69.8264720428,0.01,,1.0,50.5813
0.005,192.803002618,200,194.046893625,-104.382,0.5,1,-74.3408,-81.0299807847,0.990362,6105.34000943,0.00306279,6105.34000943,100,112.23,-81.0299807847,7.70823e-07,1.03733,0.606654,-81.0299807847,0.00723621,0.0302415,1.43329,61.2398
0.01,200.0,200,100.0,-115.736,0.5,2,-74.0221,-74.0221061364,1.0,3770.95766704,0.01,3770.95766704,100,104.46,-74.0221061364,3.50449e-18,1.0,1.0,-74.0221061364,0.01,,1.0,61.1003
0.005,193.493257406,200,193.01399498,-113.341,0.5,1,-83.3525,-94.6016846555,0.994337,10478.5509934,0.00317165,10478.5509934,100,128.32,-94.6016846555,9.09406e-07,1.03363,0.630737,-94.6016846555,0.00812428,0.0359654,1.61565,82.0226
0.01,200.0,200,100.0,-122.168,0.5,2,-80.4542,-80.454168922,1.0,6142.82585786,0.01,6142.82585786,100,111.58,-80.454168922,3.50449e-18,1.0,1.0,-80.454168922,0.01,,1.0,77.9833
0.005,147.654863993,200,152.877379613,-111.69,0.5,1,-77.3608,-101.990963188,1.06638,12499.6627792,8.64547e-06,12499.6627792,100,136.72,-101.990963188,7.74468e-06,1.35451,0.00184387,-101.990963188,0.01294,0.352279,2.75978,70.9657
0.01,200.0,200,100.0,-112.628,0.5,2,-70.9145,-70.9144669302,1.0,2596.93696439,0.01,2596.93696439,100,100.55,-70.9144669302,3.50449e-18,1.0,1.0,-70.9144669302,0.01,,1.0,50.7047
0.005,164.049419337,200,162.151979513,-99.2213,0.5,1,-66.6535,-73.1136478718,0.992436,3800.53278398,1.12004e-05,3800.53278398,100,103.54,-73.1136478718,5.86459e-06,1.21914,0.00222315,-73.1136478718,0.00887582,0.231048,1.76174,28.0363
0.01,200.0,200,100.0,-112.42,0.5,2,-70.7063,-70.7063284774,1.0,2580.39666767,0.01,2580.39666767,100,100.27,-70.7063284774,3.50449e-18,1.0,1.0,-70.7063284774,0.01,,1.0,50.543
0.005,179.587836396,200,179.494762817,-110.591,0.5,1,-79.4639,-94.8753077087,1.01178,10489.8286109,0.0016497,10489.8286109,100,128.07,-94.8753077087,2.87032e-06,1.11366,0.333829,-94.8753077087,0.0127606,0.117535,2.5822,71.4068
0.01,200.0,200,100.0,-124.246,0.5,2,-82.5322,-82.5322500545,1.0,6059.98082142,0.01,6059.98082142,100,114.84,-82.5322500545,3.50449e-18,1.0,1.0,-82.5322500545,0.01,,1.0,77.4557
0.005,193.092516907,200,194.165092774,-107.189,0.5,1,-77.1693,-74.1211442941,0.997514,3795.82435519,0.00397108,3795.82435519,100,104.31,-74.1211442941,7.55063e-07,1.03577,0.792241,-74.1211442941,0.00865623,0.0300525,1.72694,64.7678
0.01,200.0,200,100.0,-124.219,0.5,2,-82.5046,-82.5045962881,1.0,6050.97584259,0.01,6050.97584259,100,114.84,-82.5045962881,3.50449e-18,1.0,1.0,-82.5045962881,0.01,,1.0,77.3981
0.005,185.956739374,200,191.000069531,-113.567,0.5,1,-82.9775,-88.9144435705,0.993033,8321.00735578,0.000722513,8321.00735578,100,121.42,-88.9144435705,1.18393e-06,1.07552,0.143496,-88.9144435705,0.00838467,0.0466995,1.66525,77.3252
0.01,200.0,200,100.0,-117.638,0.5,2,-75.9238,-75.9237820919,1.0,3778.60782159,0.01,3778.60782159,100,106.49,-75.9237820919,3.50449e-18,1.0,1.0,-75.9237820919,0.01,,1.0,61.1623
0.005,192.466518977,200,192.367946199,-108.89,0.5,1,-78.8222,-83.8708157799,1.01409,7240.81513099,0.00123747,7240.81513099,100,115.56,-83.8708157799,9.96845e-07,1.03914,0.250982,-83.8708157799,0.00985969,0.0410052,1.99972,69.5831
0.01,200.0,200,100.0,-111.46,0.5,2,-69.7465,-69.7464602986,1.0,2611.74379592,0.01,2611.74379592,100,99.4,-69.7464602986,3.50449e-18,1.0,1.0,-69.7464602986,0.01,,1.0,50.8491
0.005,190.360617361,200,190.567240995,-99.4499,0.5,1,-69.2165,-71.8235731983,1.0004,2588.71750594,0.00308374,2588.71750594,100,102.42,-71.8235731983,1.24367e-06,1.05064,0.616993,-71.8235731983,0.00898056,0.0497865,1.79683,44.7072
0.01,200.0,200,100.0,-114.793,0.5,2,-73.0791,-73.0790849413,1.0,3824.02227963,0.01,3824.02227963,100,102.53,-73.0790849413,3.50449e-18,1.0,1.0,-73.0790849413,0.01,,1.0,61.5287
0.005,194.316829993,200,194.264683883,-112.766,0.5,1,-82.8414,-94.4445427908,0.998595,9278.30643408,0.00428383,9278.30643408,100,128.42,-94.4445427908,7.41784e-07,1.02925,0.855563,-94.4445427908,0.0096523,0.029588,1.92775,77.7691
0.01,200.0,200,100.0,-108.902,0.5,2,-67.1887,-67.1887065114,1.0,1407.80565068,0.01,1407.80565068,100,96.33,-67.1887065114,3.50449e-18,1.0,1.0,-67.1887065114,0.01,,1.0,37.3327
0.005,176.066475599,200,175.820892127,-104.242,0.5,1,-72.8046,-85.7545960148,0.963179,7217.77974016,0.000466785,7217.77974016,100,117.81,-85.7545960148,3.4553e-06,1.13593,0.0899196,-85.7545960148,0.0103171,0.128221,1.98744,53.7144
0.01,200.0,200,100.0,-114.074,0.5,2,-72.3598,-72.3597893722,1.0,2546.10592103,0.01,2546.10592103,100,102.98,-72.3597893722,3.50449e-18,1.0,1.0,-72.3597893722,0.01,,1.0,50.206
0.005,195.92833532,200,195.639949972,-104.692,0.5,1,-74.8903,-78.5909217788,0.980641,4971.7892485,0.00240986,4971.7892485,100,109.72,-78.5909217788,5.59952e-07,1.02078,0.472641,-78.5909217788,0.00646735,0.0215392,1.26843,58.7024
0.01,200.0,200,100.0,-118.812,0.5,2,-77.1031,-77.1031185725,1.0,4960.04396962,0.01,4960.04396962,100,107.42,-77.1031185725,3.50449e-18,1.0,1.0,-77.1031185725,0.01,,1.0,70.0746
0.005,193.679728942,200,195.433569709,-101.09,0.5,1,-71.1162,-67.3425761847,1.00152,1361.6051576,0.00395107,1361.6051576,100,96.91,-67.3425761847,5.87069e-07,1.03263,0.791418,-67.3425761847,0.00965036,0.0235543,1.93301,51.146
0.01,200.0,200,100.0,-123.933,0.5,2,-82.2191,-82.2191001277,1.0,6053.17112792,0.01,6053.17112792,100,114.11,-82.2191001277,3.50449e-18,1.0,1.0,-82.2191001277,0.01,,1.0,77.4121
0.005,182.939470245,200,188.593176361,-112.057,0.5,1,-81.2158,-85.9559118539,0.961987,7196.4923052,0.00280506,7196.4923052,100,118.52,-85.9559118539,1.51969e-06,1.09326,0.539686,-85.9559118539,0.00984748,0.056254,1.89463,71.1632
0.01,200.0,200,100.0,-109.573,0.5,2,-67.8616,-67.8616087663,1.0,1384.86908091,0.01,1384.86908091,100,97.61,-67.8616087663,3.50449e-18,1.0,1.0,-67.8616087663,0.01,,1.0,37.0273
0.005,195.463970758,200,195.843836578,-107.252,0.5,1,-77.4151,-88.501314721,1.00812,8329.89901034,0.00394177,8329.89901034,100,120.99,-88.501314721,5.33215e-07,1.02321,0.794753,-88.501314721,0.00851863,0.0216762,1.71755,66.2764
0.01,200.0,200,100.0,-111.964,0.5,2,-70.2503,-70.2502712834,1.0,2592.2826633,0.01,2592.2826633,100,100.14,-70.2502712834,3.50449e-18,1.0,1.0,-70.2502712834,0.01,,1.0,50.6592
0.005,185.570608171,200,184.177319243,-102.424,0.5,1,-71.8018,-78.9276414217,1.02925,4919.84240985,0.000350915,4919.84240985,100,110.2,-78.9276414217,2.15854e-06,1.07776,0.0722357,-78.9276414217,0.0123529,0.0914662,2.54283,49.6128
0.01,200.0,200,100.0,-117.698,0.5,2,-75.9861,-75.9861025479,1.0,3766.00733076,0.01,3766.00733076,100,107.15,-75.9861025479,3.50449e-18,1.0,1.0,-75.9861025479,0.01,,1.0,61.0602
0.005,193.960357774,200,194.777591935,-104.074,0.5,1,-74.1223,-74.2954084766,1.00951,3771.69562993,0.00406542,3771.69562993,100,104.56,-74.2954084766,6.73683e-07,1.03114,0.820814,-74.2954084766,0.00997954,0.0274622,2.01489,55.9613
0.01,200.0,200,100.0,-131.197,0.5,2,-89.4829,-89.4828917129,1.0,8291.90053224,0.01,8291.90053224,100,122.7,-89.4828917129,3.50449e-18,1.0,1.0,-89.4828917129,0.01,,1.0,90.6034
0.005,146.181439178,200,145.039027813,-117.471,0.5,1,-82.9692,-93.1766174208,0.970479,9338.36368285,5.4759e-05,9338.36368285,100,126.26,-93.1766174208,9.52109e-06,1.36816,0.0106285,-93.1766174208,0.0110259,0.35869,2.14009,81.1987
0.01,200.0,200,100.0,-113.377,0.5,2,-71.664,-71.6640212764,1.0,2576.79898317,0.01,2576.79898317,100,101.85,-71.6640212764,3.50449e-18,1.0,1.0,-71.6640212764,0.01,,1.0,50.5077
0.005,189.828569256,200,190.479123993,-106.875,0.5,1,-76.5988,-84.0492303574,0.995115,7247.68053008,0.00128257,7247.68053008,100,115.42,-84.0492303574,1.25587e-06,1.05358,0.255261,-84.0492303574,0.00625923,0.049745,1.24573,66.4595
0.01,200.0,200,100.0,-118.82,0.5,2,-77.1062,-77.1061527655,1.0,4958.92031663,0.01,4958.92031663,100,107.95,-77.1061527655,3.50449e-18,1.0,1.0,-77.1061527655,0.01,,1.0,70.0666
0.005,178.22322328,200,176.970138787,-98.8385,0.5,1,-67.5921,-65.9026753776,0.967566,1384.37395713,0.000519693,1384.37395713,100,94.53,-65.9026753776,3.26971e-06,1.12219,0.100567,-65.9026753776,0.0081077,0.122442,1.56895,39.6215
0.01,200.0,200,100.0,-120.352,0.5,2,-78.6342,-78.6341562086,1.0,4966.49541299,0.01,4966.49541299,100,110.11,-78.6341562086,3.50449e-18,1.0,1.0,-78.6341562086,0.01,,1.0,70.1201
0.005,178.510000666,200,180.194580408,-103.924,0.5,1,-72.6999,-76.0716983011,1.03154,3768.03808834,0.000126212,3768.03808834,100,106.55,-76.0716983011,2.76159e-06,1.12039,0.0260386,-76.0716983011,0.00876634,0.117542,1.80857,48.0275
0.01,200.0,200,100.0,-130.069,0.5,2,-88.3544,-88.3544031945,1.0,7102.14952414,0.01,7102.14952414,100,121.47,-88.3544031945,3.50449e-18,1.0,1.0,-88.3544031945,0.01,,1.0,83.8518
0.005,186.650931095,200,187.188377106,-107.721,0.5,1,-77.1882,-71.0087997618,1.00547,2599.93325739,0.00392328,2599.93325739,100,101.03,-71.0087997618,1.71966e-06,1.07152,0.788948,-71.0087997618,0.0143652,0.0695411,2.88876,59.7082
0.01,200.0,200,100.0,-117.031,0.5,2,-75.3173,-75.3172993232,1.0,3777.05429719,0.01,3777.05429719,100,105.81,-75.3172993232,3.50449e-18,1.0,1.0,-75.3172993232,0.01,,1.0,61.1497
0.005,194.103324068,200,193.769108511,-103.046,0.5,1,-73.105,-72.7813193892,1.01412,3821.87347481,0.0031963,3821.87347481,100,102.78,-72.7813193892,8.07951e-07,1.03038,0.648286,-72.7813193892,0.00861359,0.033237,1.74704,58.0973
0.01,200.0,200,100.0,-119.311,0.5,2,-77.5975,-77.5975522338,1.0,4951.60986492,0.01,4951.60986492,100,108.77,-77.5975522338,3.50449e-18,1.0,1.0,-77.5975522338,0.01,,1.0,70.015
0.005,190.117183972,200,190.561814848,-103.983,0.5,1,-73.7299,-72.6088359047,1.02744,2578.63083682,0.00160197,2578.63083682,100,103.04,-72.6088359047,1.24442e-06,1.05198,0.329185,-72.6088359047,0.00785954,0.0525462,1.61504,53.9697
0.01,200.0,200,100.0,-108.01,0.5,2,-66.2966,-66.2965676218,1.0,1376.43834877,0.01,1376.43834877,100,95.41,-66.2965676218,3.50449e-18,1.0,1.0,-66.2965676218,0.01,,1.0,36.9144
0.005,190.294331418,200,192.642597195,-103.766,0.5,1,-73.5272,-84.3038023317,1.01619,7219.39770461,0.00344872,7219.39770461,100,116.28,-84.3038023317,9.59594e-07,1.051,0.700911,-84.3038023317,0.00882165,0.0396367,1.7929,56.9128
0.01,200.0,200,100.0,-135.79,0.5,2,-94.0759,-94.0759314716,1.0,9270.82871862,0.01,9270.82871862,100,128.99,-94.0759314716,3.50449e-18,1.0,1.0,-94.0759314716,0.01,,1.0,95.8025
0.005,145.173369921,200,144.391678217,-109.653,0.5,1,-75.032,-74.4460128474,1.01676,3804.69162553,5.39401e-06,3804.69162553,100,105.02,-74.4460128474,9.67641e-06,1.37766,0.00109688,-74.4460128474,0.0165879,0.400136,3.37317,59.5224
0.01,200.0,200,100.0,-109.622,0.5,2,-67.9088,-67.9088251765,1.0,1407.18434639,0.01,1407.18434639,100,97.27,-67.9088251765,3.50449e-18,1.0,1.0,-67.9088251765,0.01,,1.0,37.3244
0.005,197.921269473,200,198.379477695,-97.7812,0.5,1,-68.1308,-69.0351445417,0.989027,1357.81908104,0.00409761,1357.81908104,100,98.65,-69.0351445417,2.05248e-07,1.0105,0.81053,-69.0351445417,0.00721971,0.00803075,1.4281,34.6328
0.01,200.0,200,100.0,-122.362,0.5,2,-80.6476,-80.6476006021,1.0,6117.84486138,0.01,6117.84486138,100,111.78,-80.6476006021,3.50449e-18,1.0,1.0,-80.6476006021,0.01,,1.0,77.8246
0.005,174.278263863,200,173.878096932,-103.377,0.5,1,-71.7785,-71.2134335928,0.999984,2611.48460056,0.00110276,2611.48460056,100,100.92,-71.2134335928,3.77465e-06,1.14759,0.220548,-71.2134335928,0.00868847,0.150981,1.73767,50.438
0.01,200.0,200,100.0,-123.328,0.5,2,-81.614,-81.6139910105,1.0,6081.02216943,0.01,6081.02216943,100,113.09,-81.6139910105,3.50449e-18,1.0,1.0,-81.6139910105,0.01,,1.0,77.59
0.005,187.069397203,200,188.911348528,-102.481,0.5,1,-71.9818,-67.2865481845,1.01416,1349.31488755,0.0012439,1349.31488755,100,97.1,-67.2865481845,1.47481e-06,1.06912,0.252303,-67.2865481845,0.00902251,0.0606751,1.83005,50.3049
0.01,200.0,200,100.0,-115.801,0.5,2,-74.0868,-74.0867654663,1.0,3764.29014662,0.01,3764.29014662,100,104.14,-74.0867654663,3.50449e-18,1.0,1.0,-74.0867654663,0.01,,1.0,61.0463
0.005,192.098209389,200,192.634631571,-104.462,0.5,1,-74.365,-77.3092889489,0.997313,4965.25349962,0.00228519,4965.25349962,100,108.08,-77.3092889489,9.60677e-07,1.04113,0.45581,-77.3092889489,0.00921232,0.0382208,1.83751,58.6177
0.01,200.0,200,100.0,-113.951,0.5,2,-72.2393,-72.2393371578,1.0,3813.75311059,0.01,3813.75311059,100,102.22,-72.2393371578,3.50449e-18,1.0,1.0,-72.2393371578,0.01,,1.0,61.446
0.005,196.049702523,200,197.241268587,-100.734,0.5,1,-70.9414,-70.9286182037,0.999495,2589.86223304,0.00376696,2589.86223304,100,100.49,-70.9286182037,3.51428e-07,1.02015,0.753012,-70.9286182037,0.0077295,0.0140429,1.54512,52.4118
0.01,200.0,200,100.0,-115.548,0.5,2,-73.834,-73.8339524487,1.0,3780.66361207,0.01,3780.66361207,100,103.64,-73.8339524487,3.50449e-18,1.0,1.0,-73.8339524487,0.01,,1.0,61.1789
0.005,175.797030759,200,180.693268743,-106.943,0.5,1,-75.4811,-86.2927294412,1.04155,7165.52378877,0.000582162,7165.52378877,100,118.3,-86.2927294412,2.68462e-06,1.13768,0.12127,-86.2927294412,0.0128463,0.116493,2.67602,61.4812
0.01,200.0,200,100.0,-114.14,0.5,2,-72.4262,-72.4261688828,1.0,2626.85371683,0.01,2626.85371683,100,102.28,-72.4261688828,3.50449e-18,1.0,1.0,-72.4261688828,0.01,,1.0,50.9959
0.005,198.966365428,200,199.068342389,-100.662,0.5,1,-71.0897,-70.0807171106,1.00037,2615.75033375,0.00396714,2615.75033375,100,99.44,-70.0807171106,1.17584e-07,1.0052,0.793719,-70.0807171106,0.00638762,0.0047068,1.27799,50.4484
0.01,200.0,200,100.0,-130.632,0.5,2,-88.9177,-88.9176856653,1.0,8288.59653338,0.01,8288.59653338,100,121.92,-88.9176856653,3.50449e-18,1.0,1.0,-88.9176856653,0.01,,1.0,90.5854
0.005,184.213530786,200,184.824042132,-109.034,0.5,1,-78.2995,-73.4247425257,0.97328,3799.48377921,0.00084405,3799.48377921,100,103.37,-73.4247425257,2.06307e-06,1.0857,0.164299,-73.4247425257,0.00893784,0.0781716,1.73981,70.7833
0.01,200.0,200,100.0,-124.248,0.5,2,-82.5342,-82.5342097631,1.0,7296.2297032,0.01,7296.2297032,100,113.63,-82.5342097631,3.50449e-18,1.0,1.0,-82.5342097631,0.01,,1.0,84.9898
0.005,192.394941582,200,190.678860672,-106.395,0.5,1,-76.3215,-72.2418257356,1.01003,3806.11946585,0.00400041,3806.11946585,100,102.02,-72.2418257356,1.22824e-06,1.03953,0.808107,-72.2418257356,0.0127913,0.0501201,2.58391,70.7863
0.01,200.0,200,100.0,-118.232,0.5,2,-76.5179,-76.5178772798,1.0,4989.2281133,0.01,4989.2281133,100,106.76,-76.5178772798,3.50449e-18,1.0,1.0,-76.5178772798,0.01,,1.0,70.2804
0.005,188.36782732,200,189.798641537,-104.603,0.5,1,-74.209,-75.2498656,1.0086,3771.87622825,0.001276,3771.87622825,100,106.01,-75.2498656,1.35046e-06,1.06175,0.257395,-75.2498656,0.00971353,0.0549514,1.95941,60.5377
0.01,200.0,200,100.0,-115.608,0.5,2,-73.8939,-73.8938751669,1.0,3793.48241516,0.01,3793.48241516,100,104.4,-73.8938751669,3.50449e-18,1.0,1.0,-73.8938751669,0.01,,1.0,61.2825
0.005,183.767101501,200,181.511071499,-103.152,0.5,1,-72.3806,-76.7643393837,1.01035,4985.91330044,0.000699669,4985.91330044,100,107.43,-76.7643393837,2.55933e-06,1.08833,0.141382,-76.7643393837,0.0118729,0.104503,2.39916,53.5047
0.01,200.0,200,100.0,-71.6687,0.5,2,-63.0162,-63.0161934628,1.0,94.7078436195,0.01,94.7078436195,100,91.57,-63.0161934628,3.50449e-18,1.0,1.0,-63.0161934628,0.01,,1.0,9.68301
0.005,183.891157829,200,181.440758291,-98.6467,0.5,1,-67.8858,-77.9045332105,0.983201,4964.63084276,0.000222668,4964.63084276,100,108.47,-77.9045332105,2.57006e-06,1.0876,0.0437855,-77.9045332105,0.00881326,0.0993773,1.73304,35.7251
0.01,200.0,200,100.0,-129.962,0.5,2,-88.2479,-88.24787736,1.0,8342.82939603,0.01,8342.82939603,100,120.19,-88.24787736,3.50449e-18,1.0,1.0,-88.24787736,0.01,,1.0,90.8812
0.005,182.351529485,200,182.297854655,-111.301,0.5,1,-80.4107,-78.2656377664,1.00277,4959.84035908,0.000222526,4959.84035908,100,109.49,-78.2656377664,2.43985e-06,1.09678,0.0446284,-78.2656377664,0.00878879,0.0981354,1.76263,75.3693
0.01,200.0,200,100.0,-132.474,0.5,2,-90.7602,-90.7601953283,1.0,9425.46574747,0.01,9425.46574747,100,122.92,-90.7601953283,3.50449e-18,1.0,1.0,-90.7601953283,0.01,,1.0,96.5982
0.005,185.079029615,200,185.747661406,-107.851,0.5,1,-77.1884,-66.9795910649,1.02166,1370.32483599,0.000990673,1370.32483599,100,96.32,-66.9795910649,1.92788e-06,1.08062,0.202426,-66.9795910649,0.00703186,0.080492,1.43683,69.1553
0.01,200.0,200,100.0,-129.704,0.5,2,-87.9898,-87.9897746915,1.0,8353.40292269,0.01,8353.40292269,100,120.42,-87.9897746915,3.50449e-18,1.0,1.0,-87.9897746915,0.01,,1.0,90.9388
0.005,173.236024203,200,175.20012574,-102.125,0.5,1,-70.4321,-63.0802288654,1.02934,99.3732156128,0.000366502,99.3732156128,100,91.65,-63.0802288654,3.55657e-06,1.15449,0.0754511,-63.0802288654,0.00932486,0.150734,1.91969,47.5846
0.01,200.0,200,100.0,-122.83,0.5,2,-81.1158,-81.1157779251,1.0,6093.54513732,0.01,6093.54513732,100,112.08,-81.1157779251,3.50449e-18,1.0,1.0,-81.1157779251,0.01,,1.0,77.6699
0.005,194.921102526,200,194.707014531,-102.442,0.5,1,-72.5634,-65.5810775156,0.98207,1393.17064146,0.00311241,1393.17064146,100,93.92,-65.5810775156,6.83035e-07,1.02606,0.611321,-65.5810775156,0.00715099,0.0263504,1.40455,58.2817
0.01,200.0,200,100.0,-120.74,0.5,2,-79.0261,-79.0260530803,1.0,4925.66377136,0.01,4925.66377136,100,110.53,-79.0260530803,3.50449e-18,1.0,1.0,-79.0260530803,0.01,,1.0,69.8313
0.005,193.98197657,200,193.30156535,-104.762,0.5,1,-74.8117,-72.5834709646,1.01629,2584.73606149,0.00425843,2584.73606149,100,103.56,-72.5834709646,8.70665e-07,1.03102,0.865557,-72.5834709646,0.0109192,0.0359702,2.21941,57.0378
0.01,200.0,200,100.0,-123.833,0.5,2,-82.119,-82.1190498677,1.0,6074.71843346,0.01,6074.71843346,100,113.51,-82.1190498677,3.50449e-18,1.0,1.0,-82.1190498677,0.01,,1.0,77.5498
0.005,178.314069986,200,172.891685122,-108.782,0.5,1,-77.5438,-81.3239426629,1.01334,6108.03441497,0.000960882,6108.03441497,100,112.54,-81.3239426629,3.93955e-06,1.12162,0.19474,-81.3239426629,0.0148276,0.161815,3.00509,62.8338
0.01,200.0,200,100.0,-114.303,0.5,2,-72.589,-72.5889902268,1.0,3821.11549843,0.01,3821.11549843,100,101.98,-72.5889902268,3.50449e-18,1.0,1.0,-72.5889902268,0.01,,1.0,61.5053
0.005,182.330641826,200,181.047435983,-113.273,0.5,1,-82.3801,-97.2374818128,0.971176,10360.0179111,0.00123277,10360.0179111,100,131.02,-97.2374818128,2.63022e-06,1.09691,0.239448,-97.2374818128,0.00802039,0.0992313,1.55784,78.2084
0.01,200.0,200,100.0,-115.695,0.5,2,-73.981,-73.9810042815,1.0,3781.01871775,0.01,3781.01871775,100,104.28,-73.9810042815,3.50449e-18,1.0,1.0,-73.9810042815,0.01,,1.0,61.1818
0.005,179.306977888,200,180.029257958,-98.8246,0.5,1,-67.6726,-67.2982827415,1.024,1375.08537795,0.00120586,1375.08537795,100,96.49,-67.2982827415,2.7872e-06,1.11541,0.246959,-67.2982827415,0.00756022,0.116903,1.54833,35.0764
0.01,200.0,200,100.0,-121.325,0.5,2,-79.6105,-79.6104689813,1.0,4919.82509175,0.01,4919.82509175,100,111.47,-79.6104689813,3.50449e-18,1.0,1.0,-79.6104689813,0.01,,1.0,69.7899
0.005,193.325543717,200,193.635613678,-113.542,0.5,1,-83.541,-89.5716535865,0.997734,9517.04443067,0.00382402,9517.04443067,100,121.82,-89.5716535865,8.25826e-07,1.03452,0.763071,-89.5716535865,0.00937979,0.0328835,1.87171,81.5997
0.01,200.0,200,100.0,-119.824,0.5,2,-78.1131,-78.1130879383,1.0,4951.78898087,0.01,4951.78898087,100,109.05,-78.1130879383,3.50449e-18,1.0,1.0,-78.1130879383,0.01,,1.0,70.0162
0.005,186.906029266,200,186.487470126,-100.407,0.5,1,-69.8947,-65.8983873202,0.985852,1360.84927896,0.000352679,1360.84927896,100,94.24,-65.8983873202,1.82056e-06,1.07006,0.0695379,-65.8983873202,0.00736917,0.0707763,1.45298,47.2773
0.01,200.0,200,100.0,-122.714,0.5,2,-81.0003,-81.0002534313,1.0,6134.81299356,0.01,6134.81299356,100,112.78,-81.0002534313,3.50449e-18,1.0,1.0,-81.0002534313,0.01,,1.0,77.9324
0.005,163.633460695,200,161.939093548,-108.204,0.5,1,-75.5944,-84.669810797,1.03215,7231.953174,0.000420219,7231.953174,100,116.43,-84.669810797,5.90533e-06,1.22224,0.0867456,-84.669810797,0.0146349,0.251645,3.02108,59.8863
0.01,200.0,200,100.0,-123.116,0.5,2,-81.4024,-81.4024115397,1.0,6108.73196072,0.01,6108.73196072,100,112.62,-81.4024115397,3.50449e-18,1.0,1.0,-81.4024115397,0.01,,1.0,77.7666
0.005,179.633119308,200,177.25952828,-108.696,0.5,1,-77.5718,-81.1709502526,1.00998,6096.21940655,0.00342152,6096.21940655,100,112.67,-81.1709502526,3.22335e-06,1.11338,0.691133,-81.1709502526,0.0137926,0.13152,2.78604,64.7968
0.01,200.0,200,100.0,-115.711,0.5,2,-73.9972,-73.9972338772,1.0,3814.97888187,0.01,3814.97888187,100,104.67,-73.9972338772,3.50449e-18,1.0,1.0,-73.9972338772,0.01,,1.0,61.4559
0.005,188.886263157,200,182.88048569,-104.228,0.5,1,-73.8762,-77.8042880641,1.03628,4942.28849023,0.00395604,4942.28849023,100,108.38,-77.8042880641,2.35202e-06,1.05884,0.819914,-77.8042880641,0.0153766,0.101031,3.1869,56.1091
0.01,200.0,200,100.0,-107.76,0.5,2,-66.0517,-66.0517207339,1.0,1354.16278421,0.01,1354.16278421,100,94.87,-66.0517207339,3.50449e-18,1.0,1.0,-66.0517207339,0.01,,1.0,36.6145
0.005,198.458251082,200,198.709056726,-95.5306,0.5,1,-65.924,-66.2693418595,0.99542,1358.51141012,0.00462018,1358.51141012,100,95.28,-66.2693418595,1.63243e-07,1.00777,0.919805,-66.2693418595,0.0069077,0.00647007,1.37521,34.8119
0.01,200.0,200,100.0,-115.067,0.5,2,-73.3532,-73.3532310881,1.0,3801.46472,0.01,3801.46472,100,102.51,-73.3532310881,3.50449e-18,1.0,1.0,-73.3532310881,0.01,,1.0,61.347
0.005,194.85094681,200,194.764809996,-105.577,0.5,1,-75.6937,-79.7227201067,0.983816,6139.79522917,0.00344269,6139.79522917,100,110.64,-79.7227201067,6.75379e-07,1.02643,0.677395,-79.7227201067,0.0108868,0.0261478,2.14212,66.8052
