J,IterType,EpsThisIter,MaxNormIw,Delta,MinVanillaIw,ESSRenyi,AvgNormIw,VarVanillaIw,VarDiscRet,AvgVanillaIw,AvgRet,VanillaAvgRet,VarRet,BatchSize,VarJ,Bound,AvgDiscRet,eRenyi2,MaxVanillaIw,ESSClassic,AvgEpLen,VarNormIw,MinNormIw
4190.62,2,100,0.005,0.7,1.0,500.0,0.005,,348786.088168,1.0,4241.4465225,4241.4465225,348786.088168,500,610.964,3974.7,4241.4465225,1.0,1.0,200.000000102,461.67,2.1793e-19,0.005
4206.17,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,411851.384482,1.0,4237.2753486,4237.2753486,411851.384482,500,620.682,4029.87,4237.2753486,1.0,1.0,299.999969474,460.08,5.43914e-20,0.00333333
4200.36,2,100,0.0025,0.7,1.0,500.0,0.0025,,445568.97019,1.0,4182.91314324,4182.91314324,445568.97019,500,631.913,4047.61,4182.91314324,1.0,1.0,400.0,454.58,5.4346e-20,0.0025
4218.37,1,100,0.002,0.7,1.0,500.0,0.002,,310660.390747,1.0,4290.40599215,4290.40599215,310660.390747,500,618.272,4081.74,4290.40599215,1.0,1.0,500.000006643,464.91,5.43187e-20,0.002
4258.52,2,100,0.01,0.7,1.0,500.0,0.01,,311930.380889,1.0,4258.52048546,4258.52048546,311930.380889,500,555.708,3953.08,4258.52048546,1.0,1.0,100.0,463.32,3.50449e-18,0.01
4242.19,2,100,0.005,0.7,1.0,500.0,0.005,,353277.980925,1.0,4225.86650059,4225.86650059,353277.980925,500,574.06,4026.21,4225.86650059,1.0,1.0,200.000000102,459.65,2.1793e-19,0.005
4231.35,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,415597.123652,1.0,4209.67693044,4209.67693044,415597.123652,500,597.56,4055.01,4209.67693044,1.0,1.0,299.999969474,457.36,5.43914e-20,0.00333333
4231.95,2,100,0.0025,0.7,1.0,500.0,0.0025,,344676.571915,1.0,4233.7359829,4233.7359829,344676.571915,500,594.237,4079.23,4233.7359829,1.0,1.0,400.0,460.19,5.4346e-20,0.0025
4225.21,1,100,0.002,0.7,1.0,500.0,0.002,,402893.756679,1.0,4198.23961785,4198.23961785,402893.756679,500,602.037,4088.61,4198.23961785,1.0,1.0,500.000006643,456.68,5.43187e-20,0.002
4260.8,2,100,0.01,0.7,1.0,500.0,0.01,,389971.314312,1.0,4260.80407544,4260.80407544,389971.314312,500,621.347,3955.4,4260.80407544,1.0,1.0,100.0,462.98,3.50449e-18,0.01
4198.01,2,100,0.005,0.7,1.0,500.0,0.005,,437909.14616,1.0,4135.21743019,4135.21743019,437909.14616,500,643.229,3982.06,4135.21743019,1.0,1.0,200.000000102,449.54,2.1793e-19,0.005
4175.92,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,465263.104403,1.0,4131.73919447,4131.73919447,465263.104403,500,656.005,3999.59,4131.73919447,1.0,1.0,299.999969474,449.2,5.43914e-20,0.00333333
4185.11,2,100,0.0025,0.7,1.0,500.0,0.0025,,370848.680354,1.0,4212.67997402,4212.67997402,370848.680354,500,644.046,4032.41,4212.67997402,1.0,1.0,400.0,457.31,5.4346e-20,0.0025
4197.6,1,100,0.002,0.7,1.0,500.0,0.002,,332427.306027,1.0,4247.55183523,4247.55183523,332427.306027,500,631.095,4061.02,4247.55183523,1.0,1.0,500.000006643,462.12,5.43187e-20,0.002
4234.21,2,100,0.01,0.7,1.0,500.0,0.01,,350825.950643,1.0,4234.20950793,4234.20950793,350825.950643,500,589.337,3928.88,4234.20950793,1.0,1.0,100.0,460.83,3.50449e-18,0.01
4232.97,2,100,0.005,0.7,1.0,500.0,0.005,,366243.675493,1.0,4231.73315946,4231.73315946,366243.675493,500,595.778,4016.99,4231.73315946,1.0,1.0,200.000000102,459.62,2.1793e-19,0.005
4194.24,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,470791.010582,1.0,4116.76445014,4116.76445014,470791.010582,500,628.487,4017.89,4116.76445014,1.0,1.0,299.999969474,447.35,5.43914e-20,0.00333333
4198.29,2,100,0.0025,0.7,1.0,500.0,0.0025,,399799.763535,1.0,4210.43667076,4210.43667076,399799.763535,500,628.686,4045.56,4210.43667076,1.0,1.0,400.0,458.33,5.4346e-20,0.0025
4187.13,1,100,0.002,0.7,1.0,500.0,0.002,,425549.42952,1.0,4142.49973252,4142.49973252,425549.42952,500,633.209,4050.53,4142.49973252,1.0,1.0,500.000006643,449.66,5.43187e-20,0.002
4212.69,2,100,0.01,0.7,1.0,500.0,0.01,,445836.436132,1.0,4212.69071395,4212.69071395,445836.436132,500,664.363,3907.22,4212.69071395,1.0,1.0,100.0,456.36,3.50449e-18,0.01
4197.23,2,100,0.005,0.7,1.0,500.0,0.005,,379268.071603,1.0,4181.7694646,4181.7694646,379268.071603,500,639.27,3981.23,4181.7694646,1.0,1.0,200.000000102,455.41,2.1793e-19,0.005
4216.86,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,407735.253844,1.0,4256.11249834,4256.11249834,407735.253844,500,638.566,4040.5,4256.11249834,1.0,1.0,299.999969474,461.63,5.43914e-20,0.00333333
4238.71,2,100,0.0025,0.7,1.0,500.0,0.0025,,313666.363898,1.0,4304.26574375,4304.26574375,313666.363898,500,620.395,4085.98,4304.26574375,1.0,1.0,400.0,467.84,5.4346e-20,0.0025
4240.32,1,100,0.002,0.7,1.0,500.0,0.002,,335602.682266,1.0,4246.7561287,4246.7561287,335602.682266,500,611.859,4103.71,4246.7561287,1.0,1.0,500.000006643,461.94,5.43187e-20,0.002
4260.94,2,100,0.01,0.7,1.0,500.0,0.01,,423913.186504,1.0,4260.94396665,4260.94396665,423913.186504,500,647.823,3955.59,4260.94396665,1.0,1.0,100.0,462.51,3.50449e-18,0.01
4288.85,2,100,0.005,0.7,1.0,500.0,0.005,,294797.117262,1.0,4316.75114379,4316.75114379,294797.117262,500,597.11,4072.93,4316.75114379,1.0,1.0,200.000000102,468.91,2.1793e-19,0.005
4275.45,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,388556.72485,1.0,4248.66705193,4248.66705193,388556.72485,500,605.207,4099.16,4248.66705193,1.0,1.0,299.999969474,461.97,5.43914e-20,0.00333333
4261.56,2,100,0.0025,0.7,1.0,500.0,0.0025,,422518.632275,1.0,4219.88286516,4219.88286516,422518.632275,500,616.327,4108.88,4219.88286516,1.0,1.0,400.0,457.95,5.4346e-20,0.0025
4264.77,1,100,0.002,0.7,1.0,500.0,0.002,,313409.29946,1.0,4277.58371132,4277.58371132,313409.29946,500,604.966,4128.21,4277.58371132,1.0,1.0,500.000006643,465.64,5.43187e-20,0.002
4183.19,2,100,0.01,0.7,1.0,500.0,0.01,,491956.72912,1.0,4183.19275342,4183.19275342,491956.72912,500,697.88,3877.73,4183.19275342,1.0,1.0,100.0,454.4,3.50449e-18,0.01
4156.77,2,100,0.005,0.7,1.0,500.0,0.005,,440974.542987,1.0,4130.33976561,4130.33976561,440974.542987,500,680.073,3940.77,4130.33976561,1.0,1.0,200.000000102,448.97,2.1793e-19,0.005
4164.45,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,385151.009642,1.0,4179.80611097,4179.80611097,385151.009642,500,659.963,3988.09,4179.80611097,1.0,1.0,299.999969474,455.16,5.43914e-20,0.00333333
4187.07,2,100,0.0025,0.7,1.0,500.0,0.0025,,354087.151761,1.0,4254.95365558,4254.95365558,354087.151761,500,644.853,4034.34,4254.95365558,1.0,1.0,400.0,461.25,5.4346e-20,0.0025
4180.8,1,100,0.002,0.7,1.0,500.0,0.002,,428899.226242,1.0,4155.71263189,4155.71263189,428899.226242,500,646.334,4044.19,4155.71263189,1.0,1.0,500.000006643,452.25,5.43187e-20,0.002
4168.68,2,100,0.01,0.7,1.0,500.0,0.01,,422275.365221,1.0,4168.6816209,4168.6816209,422275.365221,500,646.57,3863.21,4168.6816209,1.0,1.0,100.0,453.59,3.50449e-18,0.01
4156.42,2,100,0.005,0.7,1.0,500.0,0.005,,431886.481059,1.0,4144.15175883,4144.15175883,431886.481059,500,650.354,3940.41,4144.15175883,1.0,1.0,200.000000102,450.62,2.1793e-19,0.005
4166.79,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,439560.631973,1.0,4187.54773576,4187.54773576,439560.631973,500,653.639,3990.43,4187.54773576,1.0,1.0,299.999969474,454.52,5.43914e-20,0.00333333
4200.1,2,100,0.0025,0.7,1.0,500.0,0.0025,,399519.426745,1.0,4300.02846086,4300.02846086,399519.426745,500,650.11,4047.34,4300.02846086,1.0,1.0,400.0,465.86,5.4346e-20,0.0025
4190.34,1,100,0.002,0.7,1.0,500.0,0.002,,456508.994008,1.0,4151.27322016,4151.27322016,456508.994008,500,654.893,4053.7,4151.27322016,1.0,1.0,500.000006643,452.19,5.43187e-20,0.002
4162.47,2,100,0.01,0.7,1.0,500.0,0.01,,433658.956258,1.0,4162.47401675,4162.47401675,433658.956258,500,655.227,3857.1,4162.47401675,1.0,1.0,100.0,453.58,3.50449e-18,0.01
4204.66,2,100,0.005,0.7,1.0,500.0,0.005,,367541.037139,1.0,4246.84444385,4246.84444385,367541.037139,500,631.168,3988.73,4246.84444385,1.0,1.0,200.000000102,461.41,2.1793e-19,0.005
4201.27,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,465041.024575,1.0,4194.48974277,4194.48974277,465041.024575,500,647.355,4024.96,4194.48974277,1.0,1.0,299.999969474,455.54,5.43914e-20,0.00333333
4181.02,2,100,0.0025,0.7,1.0,500.0,0.0025,,444026.868722,1.0,4120.27884659,4120.27884659,444026.868722,500,652.249,4028.33,4120.27884659,1.0,1.0,400.0,448.6,5.4346e-20,0.0025
4173.75,1,100,0.002,0.7,1.0,500.0,0.002,,360270.197824,1.0,4144.63776302,4144.63776302,360270.197824,500,641.785,4037.17,4144.63776302,1.0,1.0,500.000006643,451.56,5.43187e-20,0.002
4281.7,2,100,0.01,0.7,1.0,500.0,0.01,,333148.643245,1.0,4281.69632415,4281.69632415,333148.643245,500,574.297,3976.38,4281.69632415,1.0,1.0,100.0,465.26,3.50449e-18,0.01
4194.69,2,100,0.005,0.7,1.0,500.0,0.005,,464612.702109,1.0,4107.68926705,4107.68926705,464612.702109,500,634.399,3978.76,4107.68926705,1.0,1.0,200.000000102,446.63,2.1793e-19,0.005
4163.75,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,503011.176147,1.0,4101.87454017,4101.87454017,503011.176147,500,660.466,3987.41,4101.87454017,1.0,1.0,299.999969474,446.11,5.43914e-20,0.00333333
4158.1,2,100,0.0025,0.7,1.0,500.0,0.0025,,483907.749813,1.0,4141.13456539,4141.13456539,483907.749813,500,668.599,4005.38,4141.13456539,1.0,1.0,400.0,450.24,5.4346e-20,0.0025
4172.77,1,100,0.002,0.7,1.0,500.0,0.002,,435837.595435,1.0,4231.43922183,4231.43922183,435837.595435,500,666.916,4036.17,4231.43922183,1.0,1.0,500.000006643,459.33,5.43187e-20,0.002
4122.76,2,100,0.01,0.7,1.0,500.0,0.01,,480671.707729,1.0,4122.76233797,4122.76233797,480671.707729,500,689.83,3817.61,4122.76233797,1.0,1.0,100.0,448.33,3.50449e-18,0.01
4210.83,2,100,0.005,0.7,1.0,500.0,0.005,,304472.190697,1.0,4298.9025106,4298.9025106,304472.190697,500,629.605,3994.96,4298.9025106,1.0,1.0,200.000000102,467.15,2.1793e-19,0.005
4211.37,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,377832.281427,1.0,4212.45500669,4212.45500669,377832.281427,500,623.661,4035.0,4212.45500669,1.0,1.0,299.999969474,457.23,5.43914e-20,0.00333333
4209.78,2,100,0.0025,0.7,1.0,500.0,0.0025,,446597.698332,1.0,4205.0077797,4205.0077797,446597.698332,500,634.236,4057.04,4205.0077797,1.0,1.0,400.0,457.01,5.4346e-20,0.0025
4214.48,1,100,0.002,0.7,1.0,500.0,0.002,,342904.385566,1.0,4233.28223043,4233.28223043,342904.385566,500,624.33,4077.87,4233.28223043,1.0,1.0,500.000006643,460.85,5.43187e-20,0.002
4027.91,2,100,0.01,0.7,1.0,500.0,0.01,,493416.437955,1.0,4027.90537019,4027.90537019,493416.437955,500,698.915,3722.94,4027.90537019,1.0,1.0,100.0,438.49,3.50449e-18,0.01
4126.57,2,100,0.005,0.7,1.0,500.0,0.005,,399530.120109,1.0,4225.23237907,4225.23237907,399530.120109,500,672.118,3910.73,4225.23237907,1.0,1.0,200.000000102,459.98,2.1793e-19,0.005
4166.73,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,351810.441808,1.0,4247.05178222,4247.05178222,351810.441808,500,648.448,3990.36,4247.05178222,1.0,1.0,299.999969474,461.28,5.43914e-20,0.00333333
4209.85,2,100,0.0025,0.7,1.0,500.0,0.0025,,283168.890475,1.0,4339.20771303,4339.20771303,283168.890475,500,625.321,4057.11,4339.20771303,1.0,1.0,400.0,470.54,5.4346e-20,0.0025
4200.74,1,100,0.002,0.7,1.0,500.0,0.002,,422285.891239,1.0,4164.30105793,4164.30105793,422285.891239,500,629.893,4064.13,4164.30105793,1.0,1.0,500.000006643,453.17,5.43187e-20,0.002
4308.98,2,100,0.01,0.7,1.0,500.0,0.01,,351547.256118,1.0,4308.98237859,4308.98237859,351547.256118,500,589.942,4003.57,4308.98237859,1.0,1.0,100.0,467.6,3.50449e-18,0.01
4265.5,2,100,0.005,0.7,1.0,500.0,0.005,,373336.859188,1.0,4222.01916912,4222.01916912,373336.859188,500,600.59,4049.54,4222.01916912,1.0,1.0,200.000000102,459.26,2.1793e-19,0.005
4233.23,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,459764.893882,1.0,4168.70390495,4168.70390495,459764.893882,500,627.915,4056.91,4168.70390495,1.0,1.0,299.999969474,452.7,5.43914e-20,0.00333333
4254.02,2,100,0.0025,0.7,1.0,500.0,0.0025,,264207.718196,1.0,4316.36488724,4316.36488724,264207.718196,500,601.992,4101.31,4316.36488724,1.0,1.0,400.0,469.73,5.4346e-20,0.0025
4214.25,1,100,0.002,0.7,1.0,500.0,0.002,,487653.333179,1.0,4055.15677058,4055.15677058,487653.333179,500,626.736,4077.66,4055.15677058,1.0,1.0,500.000006643,441.11,5.43187e-20,0.002
4292.46,2,100,0.01,0.7,1.0,500.0,0.01,,330632.558468,1.0,4292.46029489,4292.46029489,330632.558468,500,572.124,3987.24,4292.46029489,1.0,1.0,100.0,466.13,3.50449e-18,0.01
4212.56,2,100,0.005,0.7,1.0,500.0,0.005,,440961.147406,1.0,4132.65643692,4132.65643692,440961.147406,500,623.156,3996.61,4132.65643692,1.0,1.0,200.000000102,448.86,2.1793e-19,0.005
4184.77,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,466037.65419,1.0,4129.18499849,4129.18499849,466037.65419,500,643.599,4008.45,4129.18499849,1.0,1.0,299.999969474,449.26,5.43914e-20,0.00333333
4195.39,2,100,0.0025,0.7,1.0,500.0,0.0025,,407108.524717,1.0,4227.27459745,4227.27459745,407108.524717,500,641.687,4042.68,4227.27459745,1.0,1.0,400.0,459.24,5.4346e-20,0.0025
4202.71,1,100,0.002,0.7,1.0,500.0,0.002,,425424.921049,1.0,4231.97327333,4231.97327333,425424.921049,500,643.318,4066.07,4231.97327333,1.0,1.0,500.000006643,459.53,5.43187e-20,0.002
4194.24,2,100,0.01,0.7,1.0,500.0,0.01,,381868.826212,1.0,4194.24369562,4194.24369562,381868.826212,500,614.858,3888.7,4194.24369562,1.0,1.0,100.0,456.15,3.50449e-18,0.01
4243.91,2,100,0.005,0.7,1.0,500.0,0.005,,295721.659749,1.0,4293.5758169,4293.5758169,295721.659749,500,581.269,4027.86,4293.5758169,1.0,1.0,200.000000102,466.97,2.1793e-19,0.005
4259.37,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,334572.361779,1.0,4290.28275621,4290.28275621,334572.361779,500,579.772,4082.96,4290.28275621,1.0,1.0,299.999969474,465.69,5.43914e-20,0.00333333
4247.51,2,100,0.0025,0.7,1.0,500.0,0.0025,,399062.389087,1.0,4211.95589425,4211.95589425,399062.389087,500,592.698,4094.74,4211.95589425,1.0,1.0,400.0,457.11,5.4346e-20,0.0025
4255.04,1,100,0.002,0.7,1.0,500.0,0.002,,291874.324503,1.0,4285.160731,4285.160731,291874.324503,500,582.281,4118.4,4285.160731,1.0,1.0,500.000006643,464.72,5.43187e-20,0.002
4228.33,2,100,0.01,0.7,1.0,500.0,0.01,,373828.394105,1.0,4228.33419065,4228.33419065,373828.394105,500,608.35,3923.03,4228.33419065,1.0,1.0,100.0,459.73,3.50449e-18,0.01
4251.56,2,100,0.005,0.7,1.0,500.0,0.005,,382775.875857,1.0,4274.79240502,4274.79240502,382775.875857,500,612.42,4035.58,4274.79240502,1.0,1.0,200.000000102,464.03,2.1793e-19,0.005
4227.14,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,383976.682473,1.0,4178.28894813,4178.28894813,383976.682473,500,614.772,4050.79,4178.28894813,1.0,1.0,299.999969474,454.72,5.43914e-20,0.00333333
4218.85,2,100,0.0025,0.7,1.0,500.0,0.0025,,422482.356295,1.0,4194.00416965,4194.00416965,422482.356295,500,623.08,4066.13,4194.00416965,1.0,1.0,400.0,455.94,5.4346e-20,0.0025
4233.2,1,100,0.002,0.7,1.0,500.0,0.002,,324006.544303,1.0,4290.55995071,4290.55995071,324006.544303,500,612.829,4096.59,4290.55995071,1.0,1.0,500.000006643,465.12,5.43187e-20,0.002
4178.15,2,100,0.01,0.7,1.0,500.0,0.01,,391486.277984,1.0,4178.14712513,4178.14712513,391486.277984,500,622.552,3872.78,4178.14712513,1.0,1.0,100.0,454.8,3.50449e-18,0.01
4189.63,2,100,0.005,0.7,1.0,500.0,0.005,,363146.42379,1.0,4201.10489327,4201.10489327,363146.42379,500,611.29,3973.7,4201.10489327,1.0,1.0,200.000000102,457.26,2.1793e-19,0.005
4208.23,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,406021.19334,1.0,4245.42662703,4245.42662703,406021.19334,500,619.512,4031.86,4245.42662703,1.0,1.0,299.999969474,460.39,5.43914e-20,0.00333333
4210.33,2,100,0.0025,0.7,1.0,500.0,0.0025,,374007.677217,1.0,4216.64226937,4216.64226937,374007.677217,500,616.788,4057.59,4216.64226937,1.0,1.0,400.0,457.9,5.4346e-20,0.0025
4217.31,1,100,0.002,0.7,1.0,500.0,0.002,,313671.389061,1.0,4245.22946331,4245.22946331,313671.389061,500,605.511,4080.7,4245.22946331,1.0,1.0,500.000006643,461.53,5.43187e-20,0.002
4125.98,2,100,0.01,0.7,1.0,500.0,0.01,,436784.676095,1.0,4125.98252545,4125.98252545,436784.676095,500,657.584,3820.64,4125.98252545,1.0,1.0,100.0,448.85,3.50449e-18,0.01
4205.36,2,100,0.005,0.7,1.0,500.0,0.005,,323212.334259,1.0,4284.74711596,4284.74711596,323212.334259,500,618.466,3989.38,4284.74711596,1.0,1.0,200.000000102,465.15,2.1793e-19,0.005
4213.56,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,427902.879895,1.0,4229.95725414,4229.95725414,427902.879895,500,629.557,4037.21,4229.95725414,1.0,1.0,299.999969474,459.8,5.43914e-20,0.00333333
4185.63,2,100,0.0025,0.7,1.0,500.0,0.0025,,483227.573052,1.0,4101.84981662,4101.84981662,483227.573052,500,647.453,4032.91,4101.84981662,1.0,1.0,400.0,445.14,5.4346e-20,0.0025
4193.03,1,100,0.002,0.7,1.0,500.0,0.002,,357214.562175,1.0,4222.62362943,4222.62362943,357214.562175,500,637.42,4056.43,4222.62362943,1.0,1.0,500.000006643,458.9,5.43187e-20,0.002
4358.36,2,100,0.01,0.7,1.0,500.0,0.01,,241547.128367,1.0,4358.3629903,4358.3629903,241547.128367,500,489.011,4053.11,4358.3629903,1.0,1.0,100.0,472.93,3.50449e-18,0.01
4311.31,2,100,0.005,0.7,1.0,500.0,0.005,,331083.247217,1.0,4264.25777802,4264.25777802,331083.247217,500,534.477,4095.42,4264.25777802,1.0,1.0,200.000000102,463.61,2.1793e-19,0.005
4279.22,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,424081.511795,1.0,4215.0468226,4215.0468226,424081.511795,500,576.585,4102.95,4215.0468226,1.0,1.0,299.999969474,458.11,5.43914e-20,0.00333333
4265.63,2,100,0.0025,0.7,1.0,500.0,0.0025,,415916.390073,1.0,4224.84378138,4224.84378138,415916.390073,500,593.996,4112.89,4224.84378138,1.0,1.0,400.0,458.9,5.4346e-20,0.0025
4264.12,1,100,0.002,0.7,1.0,500.0,0.002,,445774.332813,1.0,4258.09181917,4258.09181917,445774.332813,500,608.718,4127.51,4258.09181917,1.0,1.0,500.000006643,462.42,5.43187e-20,0.002
4190.79,2,100,0.01,0.7,1.0,500.0,0.01,,378614.812047,1.0,4190.79511728,4190.79511728,378614.812047,500,612.232,3885.35,4190.79511728,1.0,1.0,100.0,456.32,3.50449e-18,0.01
4169.89,2,100,0.005,0.7,1.0,500.0,0.005,,447533.709045,1.0,4148.98044505,4148.98044505,447533.709045,500,639.829,3953.9,4148.98044505,1.0,1.0,200.000000102,451.9,2.1793e-19,0.005
4191.25,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,386075.808925,1.0,4233.97737559,4233.97737559,386075.808925,500,633.434,4014.9,4233.97737559,1.0,1.0,299.999969474,459.93,5.43914e-20,0.00333333
4194.13,2,100,0.0025,0.7,1.0,500.0,0.0025,,369742.269637,1.0,4202.77978963,4202.77978963,369742.269637,500,626.47,4041.41,4202.77978963,1.0,1.0,400.0,456.85,5.4346e-20,0.0025
4227.9,1,100,0.002,0.7,1.0,500.0,0.002,,263434.568547,1.0,4362.97311447,4362.97311447,263434.568547,500,608.846,4091.28,4362.97311447,1.0,1.0,500.000006643,473.37,5.43187e-20,0.002
4196.07,2,100,0.01,0.7,1.0,500.0,0.01,,369461.342795,1.0,4196.07073071,4196.07073071,369461.342795,500,604.786,3890.93,4196.07073071,1.0,1.0,100.0,456.21,3.50449e-18,0.01
4184.15,2,100,0.005,0.7,1.0,500.0,0.005,,415786.095815,1.0,4172.22443396,4172.22443396,415786.095815,500,623.57,3968.17,4172.22443396,1.0,1.0,200.000000102,453.72,2.1793e-19,0.005
4175.14,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,447039.206123,1.0,4157.11993544,4157.11993544,447039.206123,500,637.896,3998.78,4157.11993544,1.0,1.0,299.999969474,452.6,5.43914e-20,0.00333333
4193.28,2,100,0.0025,0.7,1.0,500.0,0.0025,,363040.359992,1.0,4247.71352721,4247.71352721,363040.359992,500,629.304,4040.55,4247.71352721,1.0,1.0,400.0,461.99,5.4346e-20,0.0025
4191.16,1,100,0.002,0.7,1.0,500.0,0.002,,468555.318615,1.0,4182.65284452,4182.65284452,468555.318615,500,640.009,4054.5,4182.65284452,1.0,1.0,500.000006643,454.27,5.43187e-20,0.002
4102.93,2,100,0.01,0.7,1.0,500.0,0.01,,501330.692186,1.0,4102.92783003,4102.92783003,501330.692186,500,704.498,3797.56,4102.92783003,1.0,1.0,100.0,446.87,3.50449e-18,0.01
4168.72,2,100,0.005,0.7,1.0,500.0,0.005,,427242.041123,1.0,4234.51589093,4234.51589093,427242.041123,500,681.155,3952.79,4234.51589093,1.0,1.0,200.000000102,459.59,2.1793e-19,0.005
4191.26,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,401676.608433,1.0,4236.3506135,4236.3506135,401676.608433,500,665.496,4014.93,4236.3506135,1.0,1.0,299.999969474,460.08,5.43914e-20,0.00333333
4175.15,2,100,0.0025,0.7,1.0,500.0,0.0025,,411364.98899,1.0,4126.82306102,4126.82306102,411364.98899,500,659.359,4022.44,4126.82306102,1.0,1.0,400.0,449.55,5.4346e-20,0.0025
4174.96,1,100,0.002,0.7,1.0,500.0,0.002,,428868.088193,1.0,4174.16597703,4174.16597703,428868.088193,500,657.815,4038.36,4174.16597703,1.0,1.0,500.000006643,454.19,5.43187e-20,0.002
4260.81,2,100,0.01,0.7,1.0,500.0,0.01,,403215.023902,1.0,4260.80860326,4260.80860326,403215.023902,500,631.809,3955.61,4260.80860326,1.0,1.0,100.0,462.59,3.50449e-18,0.01
4278.76,2,100,0.005,0.7,1.0,500.0,0.005,,314026.013889,1.0,4296.71055523,4296.71055523,314026.013889,500,596.118,4062.86,4296.71055523,1.0,1.0,200.000000102,467.91,2.1793e-19,0.005
4246.58,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,396562.781183,1.0,4182.22870338,4182.22870338,396562.781183,500,608.145,4070.24,4182.22870338,1.0,1.0,299.999969474,456.27,5.43914e-20,0.00333333
4281.04,2,100,0.0025,0.7,1.0,500.0,0.0025,,271323.489482,1.0,4384.41784071,4384.41784071,271323.489482,500,589.996,4128.32,4384.41784071,1.0,1.0,400.0,474.8,5.4346e-20,0.0025
4281.85,1,100,0.002,0.7,1.0,500.0,0.002,,349520.093976,1.0,4285.06205885,4285.06205885,349520.093976,500,589.647,4145.25,4285.06205885,1.0,1.0,500.000006643,465.99,5.43187e-20,0.002
4267.36,2,100,0.01,0.7,1.0,500.0,0.01,,358830.9395,1.0,4267.36248972,4267.36248972,358830.9395,500,596.022,3962.12,4267.36248972,1.0,1.0,100.0,463.46,3.50449e-18,0.01
4197.1,2,100,0.005,0.7,1.0,500.0,0.005,,470128.979398,1.0,4126.83077472,4126.83077472,470128.979398,500,644.416,3981.14,4126.83077472,1.0,1.0,200.000000102,449.6,2.1793e-19,0.005
4197.27,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,401685.362549,1.0,4197.62659694,4197.62659694,401685.362549,500,639.847,4020.94,4197.62659694,1.0,1.0,299.999969474,456.36,5.43914e-20,0.00333333
4179.03,2,100,0.0025,0.7,1.0,500.0,0.0025,,407642.171927,1.0,4124.31697587,4124.31697587,407642.171927,500,639.486,4026.33,4124.31697587,1.0,1.0,400.0,448.99,5.4346e-20,0.0025
4189.11,1,100,0.002,0.7,1.0,500.0,0.002,,376584.786046,1.0,4229.41604016,4229.41604016,376584.786046,500,634.133,4052.52,4229.41604016,1.0,1.0,500.000006643,459.0,5.43187e-20,0.002
4332.03,2,100,0.01,0.7,1.0,500.0,0.01,,310007.827447,1.0,4332.03373191,4332.03373191,310007.827447,500,553.993,4026.65,4332.03373191,1.0,1.0,100.0,470.08,3.50449e-18,0.01
4310.38,2,100,0.005,0.7,1.0,500.0,0.005,,307521.995079,1.0,4288.72573618,4288.72573618,307521.995079,500,553.305,4094.44,4288.72573618,1.0,1.0,200.000000102,466.52,2.1793e-19,0.005
4293.0,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,341717.342013,1.0,4258.25402172,4258.25402172,341717.342013,500,563.443,4116.69,4258.25402172,1.0,1.0,299.999969474,462.76,5.43914e-20,0.00333333
4283.4,2,100,0.0025,0.7,1.0,500.0,0.0025,,335672.889077,1.0,4254.60316334,4254.60316334,335672.889077,500,566.971,4130.71,4254.60316334,1.0,1.0,400.0,462.05,5.4346e-20,0.0025
4282.61,1,100,0.002,0.7,1.0,500.0,0.002,,336727.033691,1.0,4279.45439722,4279.45439722,336727.033691,500,569.069,4146.04,4279.45439722,1.0,1.0,500.000006643,464.45,5.43187e-20,0.002
4203.58,2,100,0.01,0.7,1.0,500.0,0.01,,430608.685446,1.0,4203.58461831,4203.58461831,430608.685446,500,652.919,3898.42,4203.58461831,1.0,1.0,100.0,456.93,3.50449e-18,0.01
4222.07,2,100,0.005,0.7,1.0,500.0,0.005,,376134.324151,1.0,4240.55941872,4240.55941872,376134.324151,500,632.202,4006.29,4240.55941872,1.0,1.0,200.000000102,461.51,2.1793e-19,0.005
