VarJ,EpsThisIter,MaxVanillaIw,AvgDiscRet,VarNormIw,eRenyi2,AvgVanillaIw,MaxNormIw,AvgNormIw,AvgRet,AvgEpLen,MinNormIw,BatchSize,VanillaAvgRet,VarVanillaIw,ESSClassic,MinVanillaIw,VarDiscRet,Bound,ESSRenyi,J,Delta,IterType,VarRet
90.9353,100,1.0,-87.2535187383,3.50449e-18,1.0,1.0,0.01,0.01,-87.2535187383,119.25,0.01,200,-87.2535187383,,100.0,1.0,8352.75373643,-128.967,200.0,-87.2535,0.5,2,8352.75373643
64.4795,100,1.58277,-74.8176259451,5.00172e-06,1.19951,0.965535,0.00819633,0.005,-74.8176259451,106.33,4.64503e-05,200,-74.8176259451,0.186515,166.79614676,0.00896988,3797.69729466,-107.899,166.735399287,-75.5949,0.5,1,3797.69729466
77.6786,100,1.0,-80.2937533821,3.50449e-18,1.0,1.0,0.01,0.01,-80.2937533821,111.92,0.01,200,-80.2937533821,,100.0,1.0,6094.91666645,-122.007,200.0,-80.2937,0.5,2,6094.91666645
62.3228,100,1.18022,-70.6473278329,7.79075e-07,1.03122,1.01674,0.00580393,0.005,-70.6473278329,101.38,0.00176612,200,-70.6473278329,0.0322153,193.985048079,0.359138,2569.17236502,-103.988,193.944214099,-74.0351,0.5,1,2569.17236502
36.5827,100,1.0,-68.686819479,3.50449e-18,1.0,1.0,0.01,0.01,-68.686819479,99.06,0.01,200,-68.686819479,,100.0,1.0,1351.81393775,-110.401,200.0,-68.6868,0.5,2,1351.81393775
60.5055,100,1.37276,-86.3422721365,1.30489e-06,1.04692,0.979938,0.00700433,0.005,-86.3422721365,120.18,0.0020557,200,-86.3422721365,0.0501224,190.125832299,0.402891,7152.70611563,-106.302,191.03681428,-76.1213,0.5,1,7152.70611563
61.0368,100,1.0,-75.189871259,3.50449e-18,1.0,1.0,0.01,0.01,-75.189871259,107.21,0.01,200,-75.189871259,,100.0,1.0,3763.12015712,-116.901,200.0,-75.1899,0.5,2,3763.12015712
75.0721,100,2.54159,-95.8748031057,2.65354e-06,1.13504,1.02958,0.0123428,0.005,-95.8748031057,130.49,0.000927738,200,-95.8748031057,0.112514,180.895431559,0.191037,10394.9193798,-113.263,176.204996335,-81.8381,0.5,1,10394.9193798
70.0946,100,1.0,-76.4609586544,3.50449e-18,1.0,1.0,0.01,0.01,-76.4609586544,107.36,0.01,200,-76.4609586544,,100.0,1.0,4962.87750875,-118.174,200.0,-76.461,0.5,2,4962.87750875
53.8411,100,1.65806,-77.7120185563,6.43676e-06,1.23701,0.982836,0.00843508,0.005,-77.7120185563,109.33,5.53774e-06,200,-77.7120185563,0.248708,159.212510996,0.00108854,4919.97551078,-104.891,161.680616423,-72.0855,0.5,1,4919.97551078
61.0051,100,1.0,-75.7335545155,3.50449e-18,1.0,1.0,0.01,0.01,-75.7335545155,107.62,0.01,200,-75.7335545155,,100.0,1.0,3759.21882452,-117.448,200.0,-75.7336,0.5,2,3759.21882452
46.3644,100,1.86428,-84.4059738006,6.39561e-06,1.24753,1.00803,0.00924714,0.005,-84.4059738006,117.33,0.000230676,200,-84.4059738006,0.259951,159.420308893,0.0465057,7204.14064334,-105.402,160.316297872,-72.4569,0.5,1,7204.14064334
69.9543,100,1.0,-77.3725231703,3.50449e-18,1.0,1.0,0.01,0.01,-77.3725231703,108.63,0.01,200,-77.3725231703,,100.0,1.0,4943.03509139,-119.081,200.0,-77.3725,0.5,2,4943.03509139
73.391,100,1.6138,-84.8056356019,8.13209e-07,1.04338,0.992987,0.00812597,0.005,-84.8056356019,117.37,0.00322688,200,-84.8056356019,0.0320737,193.729734947,0.64085,7216.29697898,-109.868,191.685216641,-79.7391,0.5,1,7216.29697898
77.8791,100,1.0,-81.1229398698,3.50449e-18,1.0,1.0,0.01,0.01,-81.1229398698,113.01,0.01,200,-81.1229398698,,100.0,1.0,6126.41777668,-122.837,200.0,-81.1229,0.5,2,6126.41777668
77.8773,100,4.00153,-102.729601851,6.67954e-06,1.24651,0.986134,0.020289,0.005,-102.729601851,138.4,4.69885e-05,200,-102.729601851,0.259823,157.997157154,0.00926738,12431.1926214,-115.692,160.448596143,-82.76,0.5,1,12431.1926214
77.3567,100,1.0,-82.6619742472,3.50449e-18,1.0,1.0,0.01,0.01,-82.6619742472,115.58,0.01,200,-82.6619742472,,100.0,1.0,6044.50560785,-124.376,200.0,-82.662,0.5,2,6044.50560785
72.2056,100,1.67746,-85.3463112172,5.19662e-06,1.2174,1.00299,0.00836225,0.005,-85.3463112172,118.1,0.000357955,200,-85.3463112172,0.209111,165.724125935,0.0718052,7186.01136194,-111.722,164.28390345,-79.1771,0.5,1,7186.01136194
84.2828,100,1.0,-85.3401995064,3.50449e-18,1.0,1.0,0.01,0.01,-85.3401995064,118.15,0.01,200,-85.3401995064,,100.0,1.0,7175.34989809,-127.054,200.0,-85.3402,0.5,2,7175.34989809
63.0465,100,1.95831,-71.3548090211,9.98584e-07,1.04668,1.00744,0.00971928,0.005,-71.3548090211,102.23,0.00411583,200,-71.3548090211,0.0405397,192.35516848,0.829288,2584.96514042,-106.918,191.079589769,-76.7405,0.5,1,2584.96514042
36.4085,100,1.0,-65.2359071329,3.50449e-18,1.0,1.0,0.01,0.01,-65.2359071329,94.04,0.01,200,-65.2359071329,,100.0,1.0,1338.967163,-106.95,200.0,-65.2359,0.5,2,1338.967163
58.518,100,1.65728,-85.3737533115,1.63697e-06,1.06103,0.992742,0.008347,0.005,-85.3737533115,118.89,0.000429164,200,-85.3737533115,0.064532,187.76669169,0.0852099,7184.09788406,-103.408,188.495993908,-73.0247,0.5,1,7184.09788406
60.7416,100,1.0,-74.2822053105,3.50449e-18,1.0,1.0,0.01,0.01,-74.2822053105,105.83,0.01,200,-74.2822053105,,100.0,1.0,3726.81622799,-115.94,200.0,-74.2822,0.5,2,3726.81622799
60.5378,100,1.9302,-81.4611469547,1.10749e-06,1.05507,0.986001,0.00978803,0.005,-81.4611469547,113.78,0.00396672,200,-81.4611469547,0.0430681,191.556483705,0.782238,6051.17492779,-106.301,189.561003068,-76.0039,0.5,1,6051.17492779
50.487,100,1.0,-70.7267295283,3.50449e-18,1.0,1.0,0.01,0.01,-70.7267295283,101.61,0.01,200,-70.7267295283,,100.0,1.0,2574.68869101,-112.384,200.0,-70.7267,0.5,2,2574.68869101
62.7033,100,2.28497,-80.9977887835,1.04974e-06,1.01978,1.01564,0.011249,0.005,-80.9977887835,113.07,0.00394601,200,-80.9977887835,0.0433128,191.979255624,0.801542,6109.10893497,-105.121,196.121159865,-75.3339,0.5,1,6109.10893497
84.303,100,1.0,-85.1580147877,3.50449e-18,1.0,1.0,0.01,0.01,-85.1580147877,117.96,0.01,200,-85.1580147877,,100.0,1.0,7178.79174543,-126.869,200.0,-85.158,0.5,2,7178.79174543
69.1794,100,1.36321,-73.7296203896,8.98396e-07,1.04417,1.01093,0.00674239,0.005,-73.7296203896,104.55,0.00249349,200,-73.7296203896,0.0367255,193.095619635,0.504147,3784.26081626,-108.302,191.53931603,-78.1614,0.5,1,3784.26081626
70.2082,100,1.0,-76.959789124,3.50449e-18,1.0,1.0,0.01,0.01,-76.959789124,108.3,0.01,200,-76.959789124,,100.0,1.0,4978.97807012,-118.673,200.0,-76.9598,0.5,2,4978.97807012
72.9275,100,2.32443,-88.4521719573,1.39411e-06,1.06858,0.985473,0.0117935,0.005,-88.4521719573,121.81,0.00365104,200,-88.4521719573,0.0541561,189.486197802,0.719601,8300.88015171,-111.002,187.163767471,-80.5112,0.5,1,8300.88015171
84.4556,100,1.0,-85.0743399085,3.50449e-18,1.0,1.0,0.01,0.01,-85.0743399085,117.94,0.01,200,-85.0743399085,,100.0,1.0,7204.79728845,-126.789,200.0,-85.0743,0.5,2,7204.79728845
71.2081,100,2.04909,-75.6623870115,1.16693e-06,1.04176,1.01517,0.0100924,0.005,-75.6623870115,107.89,0.00393935,200,-75.6623870115,0.048104,191.123456464,0.799821,3726.10927831,-109.145,191.98254065,-79.0389,0.5,1,3726.10927831
84.3689,100,1.0,-85.084573992,3.50449e-18,1.0,1.0,0.01,0.01,-85.084573992,118.22,0.01,200,-85.084573992,,100.0,1.0,7190.00936584,-126.799,200.0,-85.0846,0.5,2,7190.00936584
66.7669,100,1.80996,-75.5385874988,2.38569e-06,1.08409,0.977743,0.00925579,0.005,-75.5385874988,107.5,0.000618073,200,-75.5385874988,0.091227,182.656659508,0.120863,3751.79925335,-109.066,184.487340287,-78.355,0.5,1,3751.79925335
77.3189,100,1.0,-82.1436157525,3.50449e-18,1.0,1.0,0.01,0.01,-82.1436157525,115.22,0.01,200,-82.1436157525,,100.0,1.0,6038.59238244,-123.858,200.0,-82.1436,0.5,2,6038.59238244
71.1124,100,5.31942,-81.202724102,4.41473e-06,1.10338,1.03476,0.0257035,0.005,-81.202724102,113.81,0.00224424,200,-81.202724102,0.189081,170.11051762,0.464451,6077.4928475,-109.822,181.26049673,-78.838,0.5,1,6077.4928475
69.8072,100,1.0,-78.0470236573,3.50449e-18,1.0,1.0,0.01,0.01,-78.0470236573,110.15,0.01,200,-78.0470236573,,100.0,1.0,4922.26916609,-119.76,200.0,-78.047,0.5,2,4922.26916609
75.1578,100,1.84796,-88.5840395758,1.59083e-06,1.07195,0.98694,0.00936207,0.005,-88.5840395758,122.22,0.00246413,200,-88.5840395758,0.061982,188.09100467,0.48639,8291.98943415,-111.638,186.575956577,-81.0993,0.5,1,8291.98943415
50.3892,100,1.0,-70.3975464725,3.50449e-18,1.0,1.0,0.01,0.01,-70.3975464725,100.89,0.01,200,-70.3975464725,,100.0,1.0,2564.72040933,-112.11,200.0,-70.3975,0.5,2,2564.72040933
62.6063,100,9.2206,-90.6116899557,1.2386e-05,1.14482,1.08707,0.0424104,0.005,-90.6116899557,125.11,0.00121519,200,-90.6116899557,0.585469,133.961902492,0.264198,8205.46053354,-107.753,174.699865705,-76.193,0.5,1,8205.46053354
84.1231,100,1.0,-85.6923876287,3.50449e-18,1.0,1.0,0.01,0.01,-85.6923876287,119.21,0.01,200,-85.6923876287,,100.0,1.0,7148.18533783,-127.406,200.0,-85.6924,0.5,2,7148.18533783
62.0624,100,1.9859,-76.842969823,4.03202e-06,1.20481,1.02948,0.00964522,0.005,-76.842969823,108.34,1.51396e-05,200,-76.842969823,0.170929,172.343346353,0.00311717,4945.40555058,-108.379,166.001685622,-76.0024,0.5,1,4945.40555058
84.5737,100,1.0,-83.9652439915,3.50449e-18,1.0,1.0,0.01,0.01,-83.9652439915,116.56,0.01,200,-83.9652439915,,100.0,1.0,7224.95317096,-125.679,200.0,-83.9652,0.5,2,7224.95317096
62.4909,100,1.88343,-71.4313229547,1.09457e-06,1.04764,1.0036,0.00938338,0.005,-71.4313229547,102.42,0.00407107,200,-71.4313229547,0.0440986,191.650886022,0.817144,2549.6176592,-106.27,190.905930684,-76.0792,0.5,1,2549.6176592
77.2004,100,1.0,-83.664188589,3.50449e-18,1.0,1.0,0.01,0.01,-83.664188589,116.51,0.01,200,-83.664188589,,100.0,1.0,6020.09974392,-125.378,200.0,-83.6642,0.5,2,6020.09974392
64.5426,100,1.58348,-82.2437443863,4.84113e-06,1.19596,0.995189,0.00795566,0.005,-82.2437443863,114.74,5.8724e-05,200,-82.2437443863,0.191786,167.689961718,0.0116883,6038.29916671,-109.912,167.229300246,-77.6549,0.5,1,6038.29916671
50.4396,100,1.0,-70.1407259925,3.50449e-18,1.0,1.0,0.01,0.01,-70.1407259925,100.55,0.01,200,-70.1407259925,,100.0,1.0,2569.85310217,-111.855,200.0,-70.1407,0.5,2,2569.85310217
50.9612,100,2.29051,-75.6993679471,8.02611e-07,1.02931,1.01434,0.0112907,0.005,-75.6993679471,107.63,0.00420406,200,-75.6993679471,0.0330316,193.808974308,0.852866,3757.4532021,-101.908,194.304452407,-71.9823,0.5,1,3757.4532021
50.4396,100,1.0,-69.8898877248,3.50449e-18,1.0,1.0,0.01,0.01,-69.8898877248,99.83,0.01,200,-69.8898877248,,100.0,1.0,2569.84859313,-111.6,200.0,-69.8899,0.5,2,2569.84859313
30.5613,100,2.10273,-64.2433900282,8.83914e-07,1.02753,1.01277,0.0103811,0.005,-64.2433900282,94.27,0.0028547,200,-64.2433900282,0.0362651,193.203203203,0.578229,102.336685564,-96.1152,194.640895246,-66.2182,0.5,1,102.336685564
77.3994,100,1.0,-82.6006144787,3.50449e-18,1.0,1.0,0.01,0.01,-82.6006144787,115.9,0.01,200,-82.6006144787,,100.0,1.0,6051.17346228,-124.313,200.0,-82.6006,0.5,2,6051.17346228
54.9889,100,1.58782,-71.2224445446,2.8967e-06,1.11821,1.00025,0.00793715,0.005,-71.2224445446,102.98,0.000763513,200,-71.2224445446,0.115925,179.325805566,0.15274,2535.22551165,-104.99,178.856639246,-73.8,0.5,1,2535.22551165
77.6777,100,1.0,-80.2368668203,3.50449e-18,1.0,1.0,0.01,0.01,-80.2368668203,112.13,0.01,200,-80.2368668203,,100.0,1.0,6094.77466318,-121.951,200.0,-80.2369,0.5,2,6094.77466318
56.1052,100,5.34529,-72.0863872029,4.32801e-06,1.0636,1.03202,0.0258972,0.005,-72.0863872029,103.6,0.00388737,200,-72.0863872029,0.184384,170.611357982,0.802368,2551.87772442,-104.657,188.040205139,-74.2369,0.5,1,2551.87772442
61.0116,100,1.0,-74.0749861723,3.50449e-18,1.0,1.0,0.01,0.01,-74.0749861723,105.11,0.01,200,-74.0749861723,,100.0,1.0,3760.01500572,-115.789,200.0,-74.075,0.5,2,3760.01500572
64.8149,100,1.82072,-82.8027395371,1.42505e-06,1.05898,1.03141,0.00882637,0.005,-82.8027395371,115.81,0.00141431,200,-82.8027395371,0.0606391,189.265470851,0.291746,6024.43043684,-106.961,188.861491799,-76.6075,0.5,1,6024.43043684
69.5865,100,1.0,-79.5298993477,3.50449e-18,1.0,1.0,0.01,0.01,-79.5298993477,112.13,0.01,200,-79.5298993477,,100.0,1.0,4891.19429824,-121.244,200.0,-79.5299,0.5,2,4891.19429824
72.0301,100,3.99891,-84.3278112556,2.09465e-06,1.05388,0.98035,0.0203953,0.005,-84.3278112556,116.96,0.00156103,200,-84.3278112556,0.0805256,184.609685117,0.30607,7214.19028188,-110.397,189.774995608,-80.116,0.5,1,7214.19028188
84.1694,100,1.0,-85.2460776207,3.50449e-18,1.0,1.0,0.01,0.01,-85.2460776207,118.81,0.01,200,-85.2460776207,,100.0,1.0,7156.05442331,-126.96,200.0,-85.2461,0.5,2,7156.05442331
35.3638,100,2.13511,-74.2706310125,1.13725e-05,1.43809,0.945191,0.0112946,0.005,-74.2706310125,105.69,2.03206e-05,200,-74.2706310125,0.406403,137.681539708,0.00384138,3778.81169403,-104.834,139.073392039,-69.4623,0.5,1,3778.81169403
77.3899,100,1.0,-82.5376097263,3.50449e-18,1.0,1.0,0.01,0.01,-82.5376097263,115.65,0.01,200,-82.5376097263,,100.0,1.0,6049.69301433,-124.251,200.0,-82.5376,0.5,2,6049.69301433
59.8539,100,1.65108,-76.591056352,3.02479e-06,1.12552,1.04399,0.00790757,0.005,-76.591056352,107.66,0.0009233,200,-76.591056352,0.13187,178.509767324,0.192783,4968.40087461,-107.162,177.695042079,-75.8697,0.5,1,4968.40087461
69.5406,100,1.0,-79.5795678791,3.50449e-18,1.0,1.0,0.01,0.01,-79.5795678791,112.54,0.01,200,-79.5795678791,,100.0,1.0,4884.73771401,-121.292,200.0,-79.5796,0.5,2,4884.73771401
55.968,100,1.80431,-74.3542489648,2.15744e-06,1.08561,0.996265,0.00905535,0.005,-74.3542489648,105.49,0.00024299,200,-74.3542489648,0.0856544,184.184741911,0.0484164,3749.62155744,-105.218,184.228540155,-74.4853,0.5,1,3749.62155744
61.2101,100,1.0,-73.2625442173,3.50449e-18,1.0,1.0,0.01,0.01,-73.2625442173,103.25,0.01,200,-73.2625442173,,100.0,1.0,3784.52711573,-114.977,200.0,-73.2626,0.5,2,3784.52711573
31.4107,100,1.75105,-70.7224811377,4.47214e-06,1.17012,0.992567,0.00882079,0.005,-70.7224811377,100.95,0.000455874,200,-70.7224811377,0.176236,169.780532016,0.0904971,2566.14691007,-99.0084,170.921943764,-67.1014,0.5,1,2566.14691007
60.8848,100,1.0,-75.385858023,3.50449e-18,1.0,1.0,0.01,0.01,-75.385858023,107.16,0.01,200,-75.385858023,,100.0,1.0,3744.39766361,-117.1,200.0,-75.3859,0.5,2,3744.39766361
53.8089,100,1.48833,-80.8578717165,3.90716e-06,1.14345,0.988909,0.0075251,0.005,-80.8578717165,113.29,0.000175829,200,-80.8578717165,0.152839,173.084531567,0.0347759,6095.15405902,-104.319,174.908861323,-72.7778,0.5,1,6095.15405902
77.5417,100,1.0,-81.9554214174,3.50449e-18,1.0,1.0,0.01,0.01,-81.9554214174,114.33,0.01,200,-81.9554214174,,100.0,1.0,6073.449729,-123.669,200.0,-81.9554,0.5,2,6073.449729
36.7877,100,2.46798,-72.2197745292,5.89966e-06,1.25016,1.06948,0.0115383,0.005,-72.2197745292,104.17,4.57897e-05,200,-72.2197745292,0.269917,161.968699929,0.00979421,2531.28604607,-103.942,159.980089758,-70.9627,0.5,1,2531.28604607
9.30991,100,1.0,-64.0348004958,3.50449e-18,1.0,1.0,0.01,0.01,-64.0348004958,93.62,0.01,200,-64.0348004958,,100.0,1.0,87.5499792893,-73.366,200.0,-64.0348,0.5,2,87.5499792893
46.7545,100,1.94767,-80.6195481995,1.68996e-06,1.05952,0.997636,0.00976141,0.005,-80.6195481995,112.71,0.00117816,200,-80.6195481995,0.0672792,187.395716338,0.235074,6087.52466513,-100.312,188.765317224,-69.9554,0.5,1,6087.52466513
61.1046,100,1.0,-73.8118482977,3.50449e-18,1.0,1.0,0.01,0.01,-73.8118482977,104.68,0.01,200,-73.8118482977,,100.0,1.0,3771.49043643,-115.526,200.0,-73.8118,0.5,2,3771.49043643
55.3169,100,1.27607,-75.083381879,1.18732e-06,1.04172,0.983766,0.00648565,0.005,-75.083381879,107.12,0.00161161,200,-75.083381879,0.0459633,190.97539598,0.31709,3747.58209939,-103.122,191.990186049,-73.0169,0.5,1,3747.58209939
90.8689,100,1.0,-87.100237069,3.50449e-18,1.0,1.0,0.01,0.01,-87.100237069,120.23,0.01,200,-87.100237069,,100.0,1.0,8340.56212061,-128.814,200.0,-87.1002,0.5,2,8340.56212061
62.4636,100,1.69076,-70.6947997454,2.70052e-06,1.11092,1.01917,0.00829481,0.005,-70.6947997454,101.37,0.000913227,200,-70.6947997454,0.112202,180.590103682,0.186147,2560.16378838,-106.632,180.03126282,-75.5424,0.5,1,2560.16378838
84.5764,100,1.0,-83.8362607916,3.50449e-18,1.0,1.0,0.01,0.01,-83.8362607916,115.85,0.01,200,-83.8362607916,,100.0,1.0,7225.4222078,-125.55,200.0,-83.8363,0.5,2,7225.4222078
64.1789,100,1.17656,-68.0240917867,3.55999e-07,1.01496,0.995685,0.00590829,0.005,-68.0240917867,98.45,0.00306152,200,-68.0240917867,0.0141174,197.205825671,0.609663,1326.46929616,-105.215,197.051396431,-75.4989,0.5,1,1326.46929616
77.4125,100,1.0,-82.5635593042,3.50449e-18,1.0,1.0,0.01,0.01,-82.5635593042,115.39,0.01,200,-82.5635593042,,100.0,1.0,6053.22904568,-124.277,200.0,-82.5636,0.5,2,6053.22904568
78.9717,100,1.2592,-84.0764235052,1.74485e-06,1.0651,0.996753,0.0063165,0.005,-84.0764235052,116.21,0.000176848,200,-84.0764235052,0.0693415,187.012842267,0.0352548,7232.15306345,-112.406,187.775488457,-81.9651,0.5,1,7232.15306345
77.9769,100,1.0,-79.2474818905,3.50449e-18,1.0,1.0,0.01,0.01,-79.2474818905,110.75,0.01,200,-79.2474818905,,100.0,1.0,6141.81946672,-120.961,200.0,-79.2475,0.5,2,6141.81946672
75.4577,100,5.29485,-84.7474213676,3.74543e-06,1.06277,1.02487,0.0258319,0.005,-84.7474213676,117.58,0.0028342,200,-84.7474213676,0.157361,174.054018666,0.580937,7194.52277578,-110.6,188.187724064,-80.192,0.5,1,7194.52277578
84.2961,100,1.0,-85.8555591512,3.50449e-18,1.0,1.0,0.01,0.01,-85.8555591512,118.99,0.01,200,-85.8555591512,,100.0,1.0,7177.60676279,-127.569,200.0,-85.8556,0.5,2,7177.60676279
78.6978,100,1.51241,-84.1362566698,2.44722e-06,1.10619,1.00619,0.00751554,0.005,-84.1362566698,116.58,0.000660162,200,-84.1362566698,0.0991036,182.249122492,0.132849,7217.59861972,-113.348,180.80147355,-82.3251,0.5,1,7217.59861972
69.5755,100,1.0,-79.5766650353,3.50449e-18,1.0,1.0,0.01,0.01,-79.5766650353,112.59,0.01,200,-79.5766650353,,100.0,1.0,4889.65259991,-121.29,200.0,-79.5767,0.5,2,4889.65259991
62.9183,100,2.17542,-86.1618697442,4.11791e-06,1.14664,0.981706,0.0110798,0.005,-86.1618697442,119.76,0.000748476,200,-86.1618697442,0.158745,171.837079822,0.146957,7134.22051573,-110.385,174.422977917,-78.8005,0.5,1,7134.22051573
84.3713,100,1.0,-85.4525278507,3.50449e-18,1.0,1.0,0.01,0.01,-85.4525278507,118.77,0.01,200,-85.4525278507,,100.0,1.0,7190.41608947,-127.167,200.0,-85.4525,0.5,2,7190.41608947
75.7674,100,2.75523,-86.2627870673,4.81202e-06,1.18909,1.00555,0.0137002,0.005,-86.2627870673,120.07,6.13112e-05,200,-86.2627870673,0.194622,167.853021898,0.0123302,7158.59992501,-113.735,168.196115128,-81.5704,0.5,1,7158.59992501
60.8078,100,1.0,-75.2340309517,3.50449e-18,1.0,1.0,0.01,0.01,-75.2340309517,106.91,0.01,200,-75.2340309517,,100.0,1.0,3734.94238817,-116.947,200.0,-75.234,0.5,2,3734.94238817
65.6138,100,1.62131,-81.2576183699,5.84204e-07,1.03441,0.981151,0.0082623,0.005,-81.2576183699,113.59,0.00428117,200,-81.2576183699,0.0224955,195.455483047,0.840096,6100.87353578,-107.125,193.347778817,-77.1252,0.5,1,6100.87353578
90.5326,100,1.0,-89.2004076107,3.50449e-18,1.0,1.0,0.01,0.01,-89.2004076107,123.08,0.01,200,-89.2004076107,,100.0,1.0,8278.93439573,-130.915,200.0,-89.2004,0.5,2,8278.93439573
65.9764,100,1.88583,-85.3233957174,6.72572e-06,1.26024,0.993135,0.00949435,0.005,-85.3233957174,118.71,7.38678e-06,200,-85.3233957174,0.265348,157.768126036,0.00146721,7181.94499587,-109.105,158.6997252,-75.992,0.5,1,7181.94499587
77.404,100,1.0,-82.4882202992,3.50449e-18,1.0,1.0,0.01,0.01,-82.4882202992,115.44,0.01,200,-82.4882202992,,100.0,1.0,6051.89211467,-124.203,200.0,-82.4882,0.5,2,6051.89211467
61.7397,100,2.29995,-75.2826300377,1.83043e-06,1.06521,0.983982,0.011687,0.005,-75.2826300377,107.04,0.00112822,200,-75.2826300377,0.0708904,186.419180193,0.22203,3780.2416219,-107.077,187.75714295,-76.6339,0.5,1,3780.2416219
84.3653,100,1.0,-84.5341301128,3.50449e-18,1.0,1.0,0.01,0.01,-84.5341301128,117.36,0.01,200,-84.5341301128,,100.0,1.0,7189.40487724,-126.248,200.0,-84.5341,0.5,2,7189.40487724
66.1671,100,2.45058,-73.5337930372,2.30753e-06,1.10563,1.03397,0.0118504,0.005,-73.5337930372,104.4,0.000518053,200,-73.5337930372,0.0986788,183.177049035,0.10713,3766.77511908,-107.322,180.892822948,-76.3065,0.5,1,3766.77511908
95.8555,100,1.0,-93.426527463,3.50449e-18,1.0,1.0,0.01,0.01,-93.426527463,128.16,0.01,200,-93.426527463,,100.0,1.0,9281.08693186,-135.141,200.0,-93.4265,0.5,2,9281.08693186
75.4673,100,1.57024,-72.5568717214,1.76268e-06,1.05911,0.961858,0.00816256,0.005,-72.5568717214,102.5,0.000782052,200,-72.5568717214,0.0652313,186.888867676,0.150444,3762.65236019,-110.524,188.838129751,-80.168,0.5,1,3762.65236019
50.519,100,1.0,-69.4572065541,3.50449e-18,1.0,1.0,0.01,0.01,-69.4572065541,99.39,0.01,200,-69.4572065541,,100.0,1.0,2577.94958048,-111.171,200.0,-69.4572,0.5,2,2577.94958048
40.7563,100,1.39912,-68.9164162938,1.92837e-06,1.0825,1.02873,0.00680023,0.005,-68.9164162938,98.79,0.00124483,200,-68.9164162938,0.0816304,185.744343102,0.256119,2587.47553162,-97.8466,184.756796913,-67.1579,0.5,1,2587.47553162
96.6808,100,1.0,-90.7564699599,3.50449e-18,1.0,1.0,0.01,0.01,-90.7564699599,123.6,0.01,200,-90.7564699599,,100.0,1.0,9441.58754019,-132.471,200.0,-90.7565,0.5,2,9441.58754019
75.9887,100,3.36946,-88.9639985308,1.90538e-05,1.65234,0.963205,0.0174909,0.005,-88.9639985308,122.2,2.71653e-06,200,-88.9639985308,0.707097,113.743491252,0.000523314,8279.88848311,-116.321,121.040346311,-78.4049,0.5,1,8279.88848311
61.0193,100,1.0,-73.6110334072,3.50449e-18,1.0,1.0,0.01,0.01,-73.6110334072,104.71,0.01,200,-73.6110334072,,100.0,1.0,3760.96434739,-115.325,200.0,-73.611,0.5,2,3760.96434739
46.4949,100,2.04891,-72.1444002147,3.43851e-06,1.10287,0.946857,0.0108195,0.005,-72.1444002147,102.59,0.000617846,200,-72.1444002147,0.12331,175.924295399,0.117002,3779.76021302,-100.104,181.344665761,-69.1273,0.5,1,3779.76021302
77.6933,100,1.0,-80.9992040725,3.50449e-18,1.0,1.0,0.01,0.01,-80.9992040725,112.97,0.01,200,-80.9992040725,,100.0,1.0,6097.22152776,-122.713,200.0,-80.9992,0.5,2,6097.22152776
56.487,100,1.61614,-70.5995119807,2.23015e-06,1.08163,0.987778,0.00818066,0.005,-70.5995119807,100.91,0.000745994,200,-70.5995119807,0.0870389,183.69525613,0.147375,2576.11935901,-103.554,184.906094989,-72.8771,0.5,1,2576.11935901
36.2486,100,1.0,-66.9991815482,3.50449e-18,1.0,1.0,0.01,0.01,-66.9991815482,97.02,0.01,200,-66.9991815482,,100.0,1.0,1327.23614973,-108.65,200.0,-66.9992,0.5,2,1327.23614973
52.9413,100,1.44715,-83.0249881768,2.45588e-06,1.09244,0.985378,0.00734311,0.005,-83.0249881768,115.68,0.000596528,200,-83.0249881768,0.0953836,182.191792371,0.117561,6063.38305235,-103.501,183.076214792,-72.6712,0.5,1,6063.38305235
60.8307,100,1.0,-74.7020298964,3.50449e-18,1.0,1.0,0.01,0.01,-74.7020298964,106.69,0.01,200,-74.7020298964,,100.0,1.0,3737.75689491,-116.416,200.0,-74.702,0.5,2,3737.75689491
58.9134,100,1.30405,-72.5894540529,6.8217e-07,1.02485,0.994386,0.00655708,0.005,-72.5894540529,103.29,0.00122806,200,-72.5894540529,0.0269813,194.713480936,0.244233,3800.76188728,-102.7,195.149645177,-72.8394,0.5,1,3800.76188728
84.1017,100,1.0,-85.9472120693,3.50449e-18,1.0,1.0,0.01,0.01,-85.9472120693,119.02,0.01,200,-85.9472120693,,100.0,1.0,7144.54826525,-127.661,200.0,-85.9472,0.5,2,7144.54826525
65.6341,100,2.07366,-88.6410433507,1.30676e-05,1.39015,0.883095,0.0117409,0.005,-88.6410433507,121.92,2.78853e-08,200,-88.6410433507,0.407635,131.571055241,4.92508e-06,8313.55655947,-110.39,143.869519735,-75.6113,0.5,1,8313.55655947
60.9551,100,1.0,-74.7636492245,3.50449e-18,1.0,1.0,0.01,0.01,-74.7636492245,106.42,0.01,200,-74.7636492245,,100.0,1.0,3753.05963325,-116.477,200.0,-74.7636,0.5,2,3753.05963325
56.9362,100,1.64866,-76.291196724,2.67152e-06,1.10376,1.01879,0.00809124,0.005,-76.291196724,106.47,0.000837295,200,-76.291196724,0.110915,180.778498972,0.170606,4974.62837471,-103.984,181.199573905,-72.9949,0.5,1,4974.62837471
