VarJ,EpsThisIter,MaxVanillaIw,AvgDiscRet,VarNormIw,eRenyi2,AvgVanillaIw,MaxNormIw,AvgNormIw,AvgRet,AvgEpLen,MinNormIw,BatchSize,VanillaAvgRet,VarVanillaIw,ESSClassic,MinVanillaIw,VarDiscRet,Bound,ESSRenyi,J,Delta,IterType,VarRet
69.5973,100,1.0,-79.3192997544,3.50449e-18,1.0,1.0,0.01,0.01,-79.3192997544,111.88,0.01,200,-79.3192997544,,100.0,1.0,4892.70699858,-121.033,200.0,-79.3193,0.5,2,4892.70699858
64.0978,100,1.81406,-91.1417111248,5.74746e-06,1.22785,1.06032,0.00855425,0.005,-91.1417111248,124.92,1.04785e-05,200,-91.1417111248,0.258472,162.76721173,0.00222212,9411.07591167,-109.728,162.885766189,-77.0432,0.5,1,9411.07591167
36.6199,100,1.0,-69.2686118248,3.50449e-18,1.0,1.0,0.01,0.01,-69.2686118248,100.65,0.01,200,-69.2686118248,,100.0,1.0,1354.5593408,-110.97,200.0,-69.2686,0.5,2,1354.5593408
52.7121,100,1.60639,-81.7537517145,1.48542e-06,1.06304,1.01182,0.00793815,0.005,-81.7537517145,114.4,0.00192067,200,-81.7537517145,0.0608292,188.836103721,0.388674,6067.39839675,-103.921,188.138848877,-73.5094,0.5,1,6067.39839675
61.076,100,1.0,-74.3835951926,3.50449e-18,1.0,1.0,0.01,0.01,-74.3835951926,106.05,0.01,200,-74.3835951926,,100.0,1.0,3767.96077647,-116.097,200.0,-74.3836,0.5,2,3767.96077647
61.3291,100,1.48125,-77.7585698186,1.04742e-06,1.03721,0.984549,0.0075225,0.005,-77.7585698186,109.88,0.00132469,200,-77.7585698186,0.0406122,191.996210411,0.260844,4933.18833252,-105.22,192.824319848,-75.1803,0.5,1,4933.18833252
69.7908,100,1.0,-78.9524198809,3.50449e-18,1.0,1.0,0.01,0.01,-78.9524198809,111.23,0.01,200,-78.9524198809,,100.0,1.0,4919.96165055,-120.666,200.0,-78.9524,0.5,2,4919.96165055
64.6322,100,2.10812,-81.3724043907,1.81303e-06,1.06836,1.03618,0.0101726,0.005,-81.3724043907,114.06,0.00134119,200,-81.3724043907,0.0778633,186.539529318,0.277942,6071.16657677,-108.174,187.201985072,-77.6866,0.5,1,6071.16657677
77.3958,100,1.0,-82.6972665139,3.50449e-18,1.0,1.0,0.01,0.01,-82.6972665139,116.08,0.01,200,-82.6972665139,,100.0,1.0,6050.6115916,-124.411,200.0,-82.6973,0.5,2,6050.6115916
69.1594,100,2.66668,-77.542436914,9.59783e-07,1.03288,0.99951,0.0133399,0.005,-77.542436914,109.23,0.00435328,200,-77.542436914,0.0383537,192.641174634,0.870228,4931.40397325,-109.01,193.632608064,-79.0329,0.5,1,4931.40397325
61.1369,100,1.0,-72.7328005612,3.50449e-18,1.0,1.0,0.01,0.01,-72.7328005612,103.5,0.01,200,-72.7328005612,,100.0,1.0,3775.4706406,-114.447,200.0,-72.7328,0.5,2,3775.4706406
45.2504,100,2.24286,-80.5540758801,4.55458e-06,1.19202,1.04044,0.0107784,0.005,-80.5540758801,113.01,1.86338e-05,200,-80.5540758801,0.197216,169.309061808,0.00387747,6087.09912606,-101.371,167.782277271,-69.1668,0.5,1,6087.09912606
61.3267,100,1.0,-72.8684072571,3.50449e-18,1.0,1.0,0.01,0.01,-72.8684072571,103.19,0.01,200,-72.8684072571,,100.0,1.0,3798.96001734,-114.583,200.0,-72.8684,0.5,2,3798.96001734
60.0836,100,1.81366,-81.2013828242,2.08169e-06,1.08437,0.955202,0.0094936,0.005,-81.2013828242,113.72,0.00127255,200,-81.2013828242,0.0759742,184.697601456,0.243108,6093.61325433,-105.099,184.438259326,-74.3838,0.5,1,6093.61325433
90.7949,100,1.0,-87.9547553034,3.50449e-18,1.0,1.0,0.01,0.01,-87.9547553034,120.88,0.01,200,-87.9547553034,,100.0,1.0,8326.97563325,-129.669,200.0,-87.9548,0.5,2,8326.97563325
73.1931,100,5.60334,-76.3679399274,3.7723e-06,1.06805,1.02851,0.02724,0.005,-76.3679399274,106.82,0.00394041,200,-76.3679399274,0.15962,173.892309362,0.810553,4959.22006463,-110.46,187.256853561,-79.9759,0.5,1,4959.22006463
50.2982,100,1.0,-69.7300480047,3.50449e-18,1.0,1.0,0.01,0.01,-69.7300480047,100.29,0.01,200,-69.7300480047,,100.0,1.0,2555.4665204,-111.444,200.0,-69.73,0.5,2,2555.4665204
55.6965,100,1.66769,-80.5080362952,3.56644e-06,1.12377,0.982864,0.00848383,0.005,-80.5080362952,112.36,0.000671929,200,-80.5080362952,0.13781,175.139855833,0.132083,6134.54446212,-103.32,177.973003019,-72.0519,0.5,1,6134.54446212
69.7617,100,1.0,-78.8294691052,3.50449e-18,1.0,1.0,0.01,0.01,-78.8294691052,111.03,0.01,200,-78.8294691052,,100.0,1.0,4915.85266857,-120.544,200.0,-78.8295,0.5,2,4915.85266857
65.6137,100,1.57476,-77.2130232763,6.21535e-07,1.03304,1.00003,0.00787355,0.005,-77.2130232763,108.82,0.00429682,200,-77.2130232763,0.0248631,195.172018149,0.859394,4958.82332275,-106.932,193.603872905,-76.9517,0.5,1,4958.82332275
84.3236,100,1.0,-85.021786797,3.50449e-18,1.0,1.0,0.01,0.01,-85.021786797,117.85,0.01,200,-85.021786797,,100.0,1.0,7182.28391035,-126.736,200.0,-85.0218,0.5,2,7182.28391035
54.9313,100,1.88517,-62.9850442047,9.83311e-07,1.03225,0.995165,0.00947165,0.005,-62.9850442047,91.95,0.00418226,200,-62.9850442047,0.0389531,192.467641893,0.832409,100.907394003,-102.884,193.751437786,-72.9151,0.5,1,100.907394003
61.0115,100,1.0,-73.76606821,3.50449e-18,1.0,1.0,0.01,0.01,-73.76606821,104.51,0.01,200,-73.76606821,,100.0,1.0,3760.0003767,-115.476,200.0,-73.7661,0.5,2,3760.0003767
65.0177,100,1.75418,-79.736714877,6.80998e-07,1.03503,1.00346,0.00874064,0.005,-79.736714877,111.33,0.00419952,200,-79.736714877,0.0274289,194.722236491,0.842813,6152.97346255,-105.611,193.230890146,-75.6027,0.5,1,6152.97346255
69.8205,100,1.0,-78.2499970993,3.50449e-18,1.0,1.0,0.01,0.01,-78.2499970993,109.9,0.01,200,-78.2499970993,,100.0,1.0,4924.14939618,-119.964,200.0,-78.25,0.5,2,4924.14939618
44.1919,100,1.45095,-69.9416160971,2.81203e-06,1.12471,1.01836,0.007124,0.005,-69.9416160971,100.09,0.0011546,200,-69.9416160971,0.116648,179.869231721,0.235158,2580.2872904,-101.325,177.823207829,-70.0435,0.5,1,2580.2872904
77.5836,100,1.0,-80.9455209398,3.50449e-18,1.0,1.0,0.01,0.01,-80.9455209398,113.01,0.01,200,-80.9455209398,,100.0,1.0,6080.02321242,-122.66,200.0,-80.9455,0.5,2,6080.02321242
76.3005,100,1.39467,-84.9245766997,1.40494e-06,1.06465,0.996417,0.00699844,0.005,-84.9245766997,117.75,0.00100793,200,-84.9245766997,0.0557955,189.408924593,0.200864,7224.37117659,-111.181,187.854311938,-80.7464,0.5,1,7224.37117659
96.6053,100,1.0,-91.120093471,3.50449e-18,1.0,1.0,0.01,0.01,-91.120093471,124.66,0.01,200,-91.120093471,,100.0,1.0,9426.85823326,-132.834,200.0,-91.1201,0.5,2,9426.85823326
75.8131,100,2.73304,-77.6938484493,1.81825e-06,1.07898,0.986742,0.0138488,0.005,-77.6938484493,109.62,0.00354134,200,-77.6938484493,0.070814,186.503437014,0.698877,4943.00023327,-112.429,185.359863858,-81.7903,0.5,1,4943.00023327
60.9489,100,1.0,-73.8928404932,3.50449e-18,1.0,1.0,0.01,0.01,-73.8928404932,105.25,0.01,200,-73.8928404932,,100.0,1.0,3752.28636759,-115.607,200.0,-73.8928,0.5,2,3752.28636759
25.6583,100,1.47187,-66.0443658398,4.26766e-06,1.15657,1.0107,0.00728144,0.005,-66.0443658398,95.6,0.000210132,200,-66.0443658398,0.174379,170.961681058,0.042476,1369.1286166,-97.0752,172.924372509,-65.3539,0.5,1,1369.1286166
50.515,100,1.0,-70.1297954908,3.50449e-18,1.0,1.0,0.01,0.01,-70.1297954908,100.36,0.01,200,-70.1297954908,,100.0,1.0,2577.53996122,-111.836,200.0,-70.1298,0.5,2,2577.53996122
45.1189,100,1.44873,-77.598212207,4.92324e-06,1.15992,0.982165,0.00737517,0.005,-77.598212207,109.39,0.000113073,200,-77.598212207,0.189968,167.231763941,0.0222112,4952.82920474,-102.253,172.42607778,-70.486,0.5,1,4952.82920474
77.5589,100,1.0,-81.3805473357,3.50449e-18,1.0,1.0,0.01,0.01,-81.3805473357,113.39,0.01,200,-81.3805473357,,100.0,1.0,6076.14037999,-123.095,200.0,-81.3805,0.5,2,6076.14037999
76.9389,100,1.09282,-82.0102736171,1.37934e-07,1.00824,1.00677,0.00542737,0.005,-82.0102736171,114.79,0.00353673,200,-82.0102736171,0.0055923,198.90803592,0.712133,6070.27090589,-111.071,198.366386287,-81.4536,0.5,1,6070.27090589
77.4692,100,1.0,-81.341303798,3.50449e-18,1.0,1.0,0.01,0.01,-81.341303798,113.8,0.01,200,-81.341303798,,100.0,1.0,6062.09368109,-123.055,200.0,-81.3413,0.5,2,6062.09368109
66.3248,100,2.38469,-74.3690817279,5.67766e-07,1.01786,0.989625,0.0120484,0.005,-74.3690817279,105.96,0.00430924,200,-74.3690817279,0.0222418,195.580402299,0.852907,3754.03866091,-107.012,196.490343731,-77.2534,0.5,1,3754.03866091
90.6218,100,1.0,-88.288090858,3.50449e-18,1.0,1.0,0.01,0.01,-88.288090858,121.76,0.01,200,-88.288090858,,100.0,1.0,8295.26635729,-130.002,200.0,-88.2881,0.5,2,8295.26635729
70.4419,100,1.8018,-71.6996246226,1.1275e-06,1.0395,1.01059,0.0089146,0.005,-71.6996246226,102.74,0.00253878,200,-71.6996246226,0.04606,191.410555361,0.513132,2567.91409058,-108.878,192.399552889,-78.805,0.5,1,2567.91409058
77.3982,100,1.0,-82.5398277099,3.50449e-18,1.0,1.0,0.01,0.01,-82.5398277099,115.06,0.01,200,-82.5398277099,,100.0,1.0,6050.99830915,-124.254,200.0,-82.5398,0.5,2,6050.99830915
58.6674,100,2.46618,-73.8415460747,2.66687e-06,1.09468,1.00607,0.0122565,0.005,-73.8415460747,105.27,0.00035336,200,-73.8415460747,0.107974,180.808718692,0.0711011,3765.0246894,-105.29,182.702379184,-74.4295,0.5,1,3765.0246894
36.6308,100,1.0,-67.0706542081,3.50449e-18,1.0,1.0,0.01,0.01,-67.0706542081,96.89,0.01,200,-67.0706542081,,100.0,1.0,1355.36984724,-108.784,200.0,-67.0707,0.5,2,1355.36984724
63.6747,100,1.20489,-84.9635896838,7.8016e-07,1.02906,1.00683,0.00598361,0.005,-84.9635896838,117.73,0.00114286,200,-84.9635896838,0.0316338,193.976947553,0.230132,7215.03762506,-105.253,194.351315512,-75.3312,0.5,1,7215.03762506
70.1119,100,1.0,-77.5678279692,3.50449e-18,1.0,1.0,0.01,0.01,-77.5678279692,109.02,0.01,200,-77.5678279692,,100.0,1.0,4965.33826381,-119.282,200.0,-77.5678,0.5,2,4965.33826381
65.8287,100,1.88583,-81.6320100732,3.73476e-06,1.13723,0.978032,0.00964095,0.005,-81.6320100732,113.87,0.000100305,200,-81.6320100732,0.142899,174.118384306,0.0196203,6090.96861774,-107.924,175.866669686,-76.4688,0.5,1,6090.96861774
77.5636,100,1.0,-80.6280517362,3.50449e-18,1.0,1.0,0.01,0.01,-80.6280517362,112.62,0.01,200,-80.6280517362,,100.0,1.0,6076.88673171,-122.342,200.0,-80.6281,0.5,2,6076.88673171
75.3165,100,1.36777,-84.7320495239,1.92284e-06,1.07729,1.02449,0.00667538,0.005,-84.7320495239,117.71,0.0010407,200,-84.7320495239,0.0807267,185.782222168,0.213236,7212.29535779,-110.411,185.6502,-79.7961,0.5,1,7212.29535779
77.8573,100,1.0,-80.0055571176,3.50449e-18,1.0,1.0,0.01,0.01,-80.0055571176,111.58,0.01,200,-80.0055571176,,100.0,1.0,6122.98558411,-121.719,200.0,-80.0056,0.5,2,6122.98558411
59.0448,100,1.60437,-70.2455086052,1.23828e-06,1.06073,1.02081,0.00785829,0.005,-70.2455086052,100.7,0.00234107,200,-70.2455086052,0.0516143,190.606339309,0.477959,2581.6320806,-103.598,188.54929275,-73.2198,0.5,1,2581.6320806
