VarVanillaIw,MinNormIw,AvgNormIw,AvgRet,VanillaAvgRet,MaxVanillaIw,AvgEpLen,VarJ,Bound,BatchSize,VarDiscRet,VarNormIw,EpsThisIter,VarRet,ESSClassic,AvgDiscRet,IterType,Delta,MinVanillaIw,J,eRenyi2,AvgVanillaIw,ESSRenyi,MaxNormIw
,0.005,0.005,-538.107689034,-538.107689034,1.0,500.0,146.727,-539.121,500,21904.6939516,2.1793e-19,100,21904.6939516,200.000000102,-538.107689034,2,1.0,1.0,-539.121,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-520.447169778,-520.447169778,1.0,500.0,121.668,-532.896,500,1130.84986657,5.43914e-20,100,1130.84986657,299.999969474,-520.447169778,2,1.0,1.0,-532.896,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-519.815551023,-519.815551023,1.0,500.0,106.796,-529.626,500,1094.90901119,5.4346e-20,100,1094.90901119,400.0,-519.815551023,2,1.0,1.0,-529.626,1.0,1.0,500.0,0.0025
3.2304e-10,0.00199985,0.002,-515.881266545,-515.881266545,1.00007,500.0,97.1503,-526.877,500,1434.98515007,1.29168e-15,100,1434.98515007,500.000214762,-515.881266545,1,1.0,0.999926,-526.877,1.00001,1.0,499.996185332,0.00200014
,0.01,0.01,-520.001622004,-520.001622004,1.0,500.0,33.9628,-520.002,500,1165.12290443,3.50449e-18,100,1165.12290443,100.0,-520.001622004,2,1.0,1.0,-520.002,1.0,1.0,500.0,0.01
,0.005,0.005,-528.018799237,-528.018799237,1.0,500.0,107.622,-524.01,500,22201.5865639,2.1793e-19,100,22201.5865639,200.000000102,-528.018799237,2,1.0,1.0,-524.01,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-517.728762395,-517.728762395,1.0,500.0,90.2989,-521.916,500,1283.03976815,5.43914e-20,100,1283.03976815,299.999969474,-517.728762395,2,1.0,1.0,-521.916,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-523.976450276,-523.976450276,1.0,500.0,80.3191,-522.431,500,1353.2739342,5.4346e-20,100,1353.2739342,400.0,-523.976450276,2,1.0,1.0,-522.431,1.0,1.0,500.0,0.0025
,0.002,0.002,-513.365549103,-513.365549103,1.0,500.0,73.7776,-520.618,500,1358.85505512,5.43187e-20,100,1358.85505512,500.000006643,-513.365549103,1,1.0,1.0,-520.618,1.0,1.0,500.0,0.002
,0.01,0.01,-515.821449559,-515.821449559,1.0,500.0,34.9291,-515.821,500,1232.36513179,3.50449e-18,100,1232.36513179,100.0,-515.821449559,2,1.0,1.0,-515.821,1.0,1.0,500.0,0.01
,0.005,0.005,-518.905440413,-518.905440413,1.0,500.0,34.5583,-517.363,500,1175.5125388,2.1793e-19,100,1175.5125388,200.000000102,-518.905440413,2,1.0,1.0,-517.363,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-514.724954062,-514.724954062,1.0,500.0,35.2028,-516.484,500,1337.89176527,5.43914e-20,100,1337.89176527,299.999969474,-514.724954062,2,1.0,1.0,-516.484,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-528.185096892,-528.185096892,1.0,500.0,80.1461,-519.409,500,22094.110068,5.4346e-20,100,22094.110068,400.0,-528.185096892,2,1.0,1.0,-519.409,1.0,1.0,500.0,0.0025
,0.002,0.002,-535.669430118,-535.669430118,1.0,500.0,97.4538,-522.661,500,21799.0931277,5.43187e-20,100,21799.0931277,500.000006643,-535.669430118,1,1.0,1.0,-522.661,1.0,1.0,500.0,0.002
,0.01,0.01,-532.431080061,-532.431080061,1.0,500.0,147.663,-532.431,500,22024.6418228,3.50449e-18,100,22024.6418228,100.0,-532.431080061,2,1.0,1.0,-532.431,1.0,1.0,500.0,0.01
,0.005,0.005,-516.447410669,-516.447410669,1.0,500.0,107.711,-524.439,500,1284.14745864,2.1793e-19,100,1284.14745864,200.000000102,-516.447410669,2,1.0,1.0,-524.439,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-530.032746945,-530.032746945,1.0,500.0,122.749,-526.304,500,22199.498609,5.43914e-20,100,22199.498609,299.999969474,-530.032746945,2,1.0,1.0,-526.304,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-522.976742846,-522.976742846,1.0,500.0,107.878,-525.472,500,1354.51560164,5.4346e-20,100,1354.51560164,400.0,-522.976742846,2,1.0,1.0,-525.472,1.0,1.0,500.0,0.0025
,0.002,0.002,-518.746185345,-518.746185345,1.0,500.0,98.1013,-524.127,500,1547.54354761,5.43187e-20,100,1547.54354761,500.000006643,-518.746185345,1,1.0,1.0,-524.127,1.0,1.0,500.0,0.002
,0.01,0.01,-528.875309891,-528.875309891,1.0,500.0,148.34,-528.875,500,22226.9701604,3.50449e-18,100,22226.9701604,100.0,-528.875309891,2,1.0,1.0,-528.875,1.0,1.0,500.0,0.01
,0.005,0.005,-517.952474878,-517.952474878,1.0,500.0,108.098,-523.414,500,1319.34190889,2.1793e-19,100,1319.34190889,200.000000102,-517.952474878,2,1.0,1.0,-523.414,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-519.14629502,-519.14629502,1.0,500.0,90.5444,-521.991,500,1224.45121879,5.43914e-20,100,1224.45121879,299.999969474,-519.14629502,2,1.0,1.0,-521.991,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-544.875633706,-544.875633706,1.0,500.0,129.538,-527.712,500,42558.6580305,5.4346e-20,100,42558.6580305,400.0,-544.875633706,2,1.0,1.0,-527.712,1.0,1.0,500.0,0.0025
7.67756e-13,0.00199999,0.002,-519.897447639,-519.897447639,1.0,500.0,117.085,-526.149,500,1388.64198636,3.09747e-18,100,1388.64198636,499.999945607,-519.897447639,1,1.0,0.999996,-526.149,1.0,1.0,500.0,0.00200001
,0.01,0.01,-536.988283765,-536.988283765,1.0,500.0,148.201,-536.988,500,22185.4783394,3.50449e-18,100,22185.4783394,100.0,-536.988283765,2,1.0,1.0,-536.988,1.0,1.0,500.0,0.01
,0.005,0.005,-522.679831677,-522.679831677,1.0,500.0,107.747,-529.834,500,1164.38808499,2.1793e-19,100,1164.38808499,200.000000102,-522.679831677,2,1.0,1.0,-529.834,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-519.838576365,-519.838576365,1.0,500.0,90.8364,-526.502,500,1483.2477526,5.43914e-20,100,1483.2477526,299.999969474,-519.838576365,2,1.0,1.0,-526.502,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-527.18993852,-527.18993852,1.0,500.0,108.519,-526.674,500,22577.5342215,5.4346e-20,100,22577.5342215,400.0,-527.18993852,2,1.0,1.0,-526.674,1.0,1.0,500.0,0.0025
,0.002,0.002,-535.041350976,-535.041350976,1.0,500.0,117.32,-528.348,500,21877.2096722,5.43187e-20,100,21877.2096722,500.000006643,-535.041350976,1,1.0,1.0,-528.348,1.0,1.0,500.0,0.002
,0.01,0.01,-520.065037524,-520.065037524,1.0,500.0,32.5933,-520.065,500,1073.05719077,3.50449e-18,100,1073.05719077,100.0,-520.065037524,2,1.0,1.0,-520.065,1.0,1.0,500.0,0.01
,0.005,0.005,-516.329773438,-516.329773438,1.0,500.0,34.0322,-518.197,500,1259.6812035,2.1793e-19,100,1259.6812035,200.000000102,-516.329773438,2,1.0,1.0,-518.197,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-516.178746493,-516.178746493,1.0,500.0,35.3257,-517.525,500,1439.00658367,5.43914e-20,100,1439.00658367,299.999969474,-516.178746493,2,1.0,1.0,-517.525,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-517.492993473,-517.492993473,1.0,500.0,36.4692,-517.517,500,1592.20502264,5.4346e-20,100,1592.20502264,400.0,-517.492993473,2,1.0,1.0,-517.517,1.0,1.0,500.0,0.0025
8.93319e-13,0.00199999,0.002,-515.651707977,-515.651707977,1.0,500.0,37.1558,-517.144,500,1595.94433394,3.71149e-18,100,1595.94433394,500.000006643,-515.651707977,1,1.0,0.999996,-517.144,1.0,1.0,500.0,0.00200001
,0.01,0.01,-517.917488627,-517.917488627,1.0,500.0,37.864,-517.917,500,1448.1637283,3.50449e-18,100,1448.1637283,100.0,-517.917488627,2,1.0,1.0,-517.917,1.0,1.0,500.0,0.01
,0.005,0.005,-551.391461363,-551.391461363,1.0,500.0,147.828,-534.654,500,42133.6707571,2.1793e-19,100,42133.6707571,200.000000102,-551.391461363,2,1.0,1.0,-534.654,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-524.060188796,-524.060188796,1.0,500.0,122.347,-531.123,500,1136.98962842,5.43914e-20,100,1136.98962842,299.999969474,-524.060188796,2,1.0,1.0,-531.123,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-527.983598898,-527.983598898,1.0,500.0,129.359,-530.338,500,22243.4388086,5.4346e-20,100,22243.4388086,400.0,-527.983598898,2,1.0,1.0,-530.338,1.0,1.0,500.0,0.0025
,0.002,0.002,-522.870649805,-522.870649805,1.0,500.0,117.075,-528.845,500,1568.9365018,5.43187e-20,100,1568.9365018,500.000006643,-522.870649805,1,1.0,1.0,-528.845,1.0,1.0,500.0,0.002
,0.01,0.01,-530.022143845,-530.022143845,1.0,500.0,149.318,-530.022,500,22521.0793071,3.50449e-18,100,22521.0793071,100.0,-530.022143845,2,1.0,1.0,-530.022,1.0,1.0,500.0,0.01
,0.005,0.005,-514.743488031,-514.743488031,1.0,500.0,109.645,-522.383,500,1647.86780883,2.1793e-19,100,1647.86780883,200.000000102,-514.743488031,2,1.0,1.0,-522.383,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-519.660896076,-519.660896076,1.0,500.0,92.2863,-521.476,500,1516.53563113,5.43914e-20,100,1516.53563113,299.999969474,-519.660896076,2,1.0,1.0,-521.476,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-535.827717413,-535.827717413,1.0,500.0,108.81,-525.064,500,21872.6838752,5.4346e-20,100,21872.6838752,400.0,-535.827717413,2,1.0,1.0,-525.064,1.0,1.0,500.0,0.0025
,0.002,0.002,-521.185267629,-521.185267629,1.0,500.0,98.4919,-524.288,500,1143.9801191,5.43187e-20,100,1143.9801191,500.000006643,-521.185267629,1,1.0,1.0,-524.288,1.0,1.0,500.0,0.002
,0.01,0.01,-511.421920909,-511.421920909,1.0,500.0,35.4675,-511.422,500,1270.64969082,3.50449e-18,100,1270.64969082,100.0,-511.421920909,2,1.0,1.0,-511.422,1.0,1.0,500.0,0.01
,0.005,0.005,-520.380113649,-520.380113649,1.0,500.0,37.0601,-515.901,500,1463.47523228,2.1793e-19,100,1463.47523228,200.000000102,-520.380113649,2,1.0,1.0,-515.901,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-523.128825307,-523.128825307,1.0,500.0,38.1004,-518.31,500,1589.0740379,5.43914e-20,100,1589.0740379,299.999969474,-523.128825307,2,1.0,1.0,-518.31,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-520.78598008,-520.78598008,1.0,500.0,37.9889,-518.929,500,1427.37412347,5.4346e-20,100,1427.37412347,400.0,-520.78598008,2,1.0,1.0,-518.929,1.0,1.0,500.0,0.0025
7.5571e-13,0.00199999,0.002,-533.09485186,-533.09485186,1.0,500.0,74.6343,-521.762,500,22139.676641,3.17384e-18,100,22139.676641,500.000006643,-533.09485186,1,1.0,0.999997,-521.762,1.0,1.0,500.0,0.00200001
,0.01,0.01,-519.441861863,-519.441861863,1.0,500.0,36.2217,-519.442,500,1325.26211851,3.50449e-18,100,1325.26211851,100.0,-519.441861863,2,1.0,1.0,-519.442,1.0,1.0,500.0,0.01
,0.005,0.005,-518.857778222,-518.857778222,1.0,500.0,32.6901,-519.15,500,833.437223272,2.1793e-19,100,833.437223272,200.000000102,-518.857778222,2,1.0,1.0,-519.15,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-532.766674306,-532.766674306,1.0,500.0,90.0615,-523.689,500,22295.2791407,5.43914e-20,100,22295.2791407,299.999969474,-532.766674306,2,1.0,1.0,-523.689,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-512.902001683,-512.902001683,1.0,500.0,80.469,-520.992,500,1495.52844488,5.4346e-20,100,1495.52844488,400.0,-512.902001683,2,1.0,1.0,-520.992,1.0,1.0,500.0,0.0025
3.07877e-09,0.00199946,0.002,-518.992110359,-518.992110359,1.00027,500.0,73.7083,-520.592,500,1280.17480116,1.23153e-14,100,1280.17480116,499.999788266,-518.992110359,1,1.0,0.99973,-520.592,1.0,1.0,500.0,0.00200054
,0.01,0.01,-530.693443884,-530.693443884,1.0,500.0,148.232,-530.693,500,22194.7128145,3.50449e-18,100,22194.7128145,100.0,-530.693443884,2,1.0,1.0,-530.693,1.0,1.0,500.0,0.01
,0.005,0.005,-532.622777013,-532.622777013,1.0,500.0,148.569,-531.658,500,22394.9201427,2.1793e-19,100,22394.9201427,200.000000102,-532.622777013,2,1.0,1.0,-531.658,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-535.267995318,-535.267995318,1.0,500.0,148.069,-532.861,500,21837.5531232,5.43914e-20,100,21837.5531232,299.999969474,-535.267995318,2,1.0,1.0,-532.861,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-521.414131576,-521.414131576,1.0,500.0,129.749,-530.0,500,1482.47478267,5.4346e-20,100,1482.47478267,400.0,-521.414131576,2,1.0,1.0,-530.0,1.0,1.0,500.0,0.0025
,0.002,0.002,-512.541503028,-512.541503028,1.0,500.0,117.485,-526.508,500,1444.52045592,5.43187e-20,100,1444.52045592,500.000006643,-512.541503028,1,1.0,1.0,-526.508,1.0,1.0,500.0,0.002
,0.01,0.01,-516.998541846,-516.998541846,1.0,500.0,34.9991,-516.999,500,1237.30957515,3.50449e-18,100,1237.30957515,100.0,-516.998541846,2,1.0,1.0,-516.999,1.0,1.0,500.0,0.01
,0.005,0.005,-531.161362272,-531.161362272,1.0,500.0,108.496,-524.08,500,22441.8447366,2.1793e-19,100,22441.8447366,200.000000102,-531.161362272,2,1.0,1.0,-524.08,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-530.471652212,-530.471652212,1.0,500.0,123.592,-526.211,500,22479.7878184,5.43914e-20,100,22479.7878184,299.999969474,-530.471652212,2,1.0,1.0,-526.211,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-520.55732254,-520.55732254,1.0,500.0,108.473,-524.797,500,1228.69450856,5.4346e-20,100,1228.69450856,400.0,-520.55732254,2,1.0,1.0,-524.797,1.0,1.0,500.0,0.0025
1.56166e-11,0.00199997,0.002,-533.927157497,-533.927157497,1.00002,500.0,117.433,-526.623,500,22041.683202,6.24786e-17,100,22041.683202,499.999872065,-533.927157497,1,1.0,0.999986,-526.623,1.00001,1.0,499.996185332,0.00200005
,0.01,0.01,-545.305713638,-545.305713638,1.0,500.0,205.179,-545.306,500,42523.5314282,3.50449e-18,100,42523.5314282,100.0,-545.305713638,2,1.0,1.0,-545.306,1.0,1.0,500.0,0.01
,0.005,0.005,-510.669579348,-510.669579348,1.0,500.0,148.258,-527.988,500,1275.51577969,2.1793e-19,100,1275.51577969,200.000000102,-510.669579348,2,1.0,1.0,-527.988,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-535.564662876,-535.564662876,1.0,500.0,147.729,-530.513,500,21689.6587281,5.43914e-20,100,21689.6587281,299.999969474,-535.564662876,2,1.0,1.0,-530.513,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-515.999418511,-515.999418511,1.0,500.0,129.475,-526.885,500,1440.04365211,5.4346e-20,100,1440.04365211,400.0,-515.999418511,2,1.0,1.0,-526.885,1.0,1.0,500.0,0.0025
,0.002,0.002,-534.766710148,-534.766710148,1.0,500.0,133.487,-528.461,500,22210.4831236,5.43187e-20,100,22210.4831236,500.000006643,-534.766710148,1,1.0,1.0,-528.461,1.0,1.0,500.0,0.002
,0.01,0.01,-516.452854396,-516.452854396,1.0,500.0,37.2235,-516.453,500,1399.58489525,3.50449e-18,100,1399.58489525,100.0,-516.452854396,2,1.0,1.0,-516.453,1.0,1.0,500.0,0.01
,0.005,0.005,-529.384930221,-529.384930221,1.0,500.0,108.214,-522.919,500,22172.9255027,2.1793e-19,100,22172.9255027,200.000000102,-529.384930221,2,1.0,1.0,-522.919,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-547.924462444,-547.924462444,1.0,500.0,148.023,-531.254,500,42318.2966377,5.43914e-20,100,42318.2966377,299.999969474,-547.924462444,2,1.0,1.0,-531.254,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-518.042448758,-518.042448758,1.0,500.0,129.569,-527.951,500,1301.86082506,5.4346e-20,100,1301.86082506,400.0,-518.042448758,2,1.0,1.0,-527.951,1.0,1.0,500.0,0.0025
4.59532e-13,0.002,0.002,-543.584090279,-543.584090279,1.0,500.0,148.109,-531.078,500,42761.4147404,1.94559e-18,100,42761.4147404,500.000006643,-543.584090279,1,1.0,1.0,-531.078,1.00001,1.0,499.996185332,0.00200001
,0.01,0.01,-522.835509523,-522.835509523,1.0,500.0,36.8604,-522.836,500,1372.4124299,3.50449e-18,100,1372.4124299,100.0,-522.835509523,2,1.0,1.0,-522.836,1.0,1.0,500.0,0.01
,0.005,0.005,-553.266725987,-553.266725987,1.0,500.0,147.85,-538.051,500,42320.844248,2.1793e-19,100,42320.844248,200.000000102,-553.266725987,2,1.0,1.0,-538.051,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-531.905760246,-531.905760246,1.0,500.0,148.378,-536.003,500,22528.9898789,5.43914e-20,100,22528.9898789,299.999969474,-531.905760246,2,1.0,1.0,-536.003,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-524.402775997,-524.402775997,1.0,500.0,129.836,-533.103,500,1293.78602495,5.4346e-20,100,1293.78602495,400.0,-524.402775997,2,1.0,1.0,-533.103,1.0,1.0,500.0,0.0025
,0.002,0.002,-529.220578868,-529.220578868,1.0,500.0,133.951,-532.326,500,22497.5858413,5.43187e-20,100,22497.5858413,500.000006643,-529.220578868,1,1.0,1.0,-532.326,1.0,1.0,500.0,0.002
,0.01,0.01,-510.696402316,-510.696402316,1.0,500.0,37.4977,-510.696,500,1420.28015638,3.50449e-18,100,1420.28015638,100.0,-510.696402316,2,1.0,1.0,-510.696,1.0,1.0,500.0,0.01
,0.005,0.005,-532.809380424,-532.809380424,1.0,500.0,108.229,-521.753,500,21996.2847791,2.1793e-19,100,21996.2847791,200.000000102,-532.809380424,2,1.0,1.0,-521.753,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-523.072856472,-523.072856472,1.0,500.0,91.4177,-522.193,500,1660.12984691,5.43914e-20,100,1660.12984691,299.999969474,-523.072856472,2,1.0,1.0,-522.193,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-534.685757574,-534.685757574,1.0,500.0,108.088,-525.316,500,21760.7958788,5.4346e-20,100,21760.7958788,400.0,-534.685757574,2,1.0,1.0,-525.316,1.0,1.0,500.0,0.0025
,0.002,0.002,-533.623419882,-533.623419882,1.0,500.0,117.103,-526.978,500,21999.022943,5.43187e-20,100,21999.022943,500.000006643,-533.623419882,1,1.0,1.0,-526.978,1.0,1.0,500.0,0.002
,0.01,0.01,-521.646680035,-521.646680035,1.0,500.0,34.042,-521.647,500,1170.5637006,3.50449e-18,100,1170.5637006,100.0,-521.646680035,2,1.0,1.0,-521.647,1.0,1.0,500.0,0.01
,0.005,0.005,-530.705537785,-530.705537785,1.0,500.0,107.57,-526.176,500,22164.307543,2.1793e-19,100,22164.307543,200.000000102,-530.705537785,2,1.0,1.0,-526.176,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-536.216899183,-536.216899183,1.0,500.0,122.228,-529.523,500,21827.2754689,5.43914e-20,100,21827.2754689,299.999969474,-536.216899183,2,1.0,1.0,-529.523,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-516.73174703,-516.73174703,1.0,500.0,107.338,-526.325,500,1156.15531036,5.4346e-20,100,1156.15531036,400.0,-516.73174703,2,1.0,1.0,-526.325,1.0,1.0,500.0,0.0025
3.71365e-11,0.00199994,0.002,-530.833311024,-530.833311024,1.00002,500.0,116.655,-527.227,500,22162.3158727,1.48607e-16,100,22162.3158727,500.000274297,-530.833311024,1,1.0,0.999971,-527.227,1.0,1.0,500.0,0.00200004
,0.01,0.01,-519.899002867,-519.899002867,1.0,500.0,40.2308,-519.899,500,1634.86311983,3.50449e-18,100,1634.86311983,100.0,-519.899002867,2,1.0,1.0,-519.899,1.0,1.0,500.0,0.01
,0.005,0.005,-519.691288291,-519.691288291,1.0,500.0,37.0357,-519.795,500,1136.11867138,2.1793e-19,100,1136.11867138,200.000000102,-519.691288291,2,1.0,1.0,-519.795,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-517.24831299,-517.24831299,1.0,500.0,37.0726,-518.946,500,1389.40385106,5.43914e-20,100,1389.40385106,299.999969474,-517.24831299,2,1.0,1.0,-518.946,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-522.087966888,-522.087966888,1.0,500.0,36.8065,-519.732,500,1301.36907068,5.4346e-20,100,1301.36907068,400.0,-522.087966888,2,1.0,1.0,-519.732,1.0,1.0,500.0,0.0025
,0.002,0.002,-533.178169822,-533.178169822,1.0,500.0,74.6955,-522.421,500,22559.1641512,5.43187e-20,100,22559.1641512,500.000006643,-533.178169822,1,1.0,1.0,-522.421,1.0,1.0,500.0,0.002
,0.01,0.01,-525.532464037,-525.532464037,1.0,500.0,35.7194,-525.532,500,1288.7624224,3.50449e-18,100,1288.7624224,100.0,-525.532464037,2,1.0,1.0,-525.532,1.0,1.0,500.0,0.01
,0.005,0.005,-532.236939472,-532.236939472,1.0,500.0,107.006,-528.885,500,21820.2154545,2.1793e-19,100,21820.2154545,200.000000102,-532.236939472,2,1.0,1.0,-528.885,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-521.534119077,-521.534119077,1.0,500.0,89.9815,-526.435,500,1367.32042023,5.43914e-20,100,1367.32042023,299.999969474,-521.534119077,2,1.0,1.0,-526.435,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-549.083780244,-549.083780244,1.0,500.0,128.881,-532.097,500,42188.8446241,5.4346e-20,100,42188.8446241,400.0,-549.083780244,2,1.0,1.0,-532.097,1.0,1.0,500.0,0.0025
,0.002,0.002,-523.149322946,-523.149322946,1.0,500.0,133.19,-530.307,500,22415.9676267,5.43187e-20,100,22415.9676267,500.000006643,-523.149322946,1,1.0,1.0,-530.307,1.0,1.0,500.0,0.002
,0.01,0.01,-513.889691398,-513.889691398,1.0,500.0,38.2133,-513.89,500,1475.0064906,3.50449e-18,100,1475.0064906,100.0,-513.889691398,2,1.0,1.0,-513.89,1.0,1.0,500.0,0.01
,0.005,0.005,-521.820128859,-521.820128859,1.0,500.0,36.1886,-517.855,500,1138.91251838,2.1793e-19,100,1138.91251838,200.000000102,-521.820128859,2,1.0,1.0,-517.855,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-524.377925686,-524.377925686,1.0,500.0,36.1672,-520.029,500,1289.50877148,5.43914e-20,100,1289.50877148,299.999969474,-524.377925686,2,1.0,1.0,-520.029,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-522.015539347,-522.015539347,1.0,500.0,36.7626,-520.526,500,1493.73736588,5.4346e-20,100,1493.73736588,400.0,-522.015539347,2,1.0,1.0,-520.526,1.0,1.0,500.0,0.0025
,0.002,0.002,-523.090285824,-523.090285824,1.0,500.0,37.0053,-521.039,500,1450.22076895,5.43187e-20,100,1450.22076895,500.000006643,-523.090285824,1,1.0,1.0,-521.039,1.0,1.0,500.0,0.002
,0.01,0.01,-512.109403608,-512.109403608,1.0,500.0,35.8239,-512.109,500,1296.31251621,3.50449e-18,100,1296.31251621,100.0,-512.109403608,2,1.0,1.0,-512.109,1.0,1.0,500.0,0.01
,0.005,0.005,-520.042668626,-520.042668626,1.0,500.0,38.2376,-516.076,500,1625.67235624,2.1793e-19,100,1625.67235624,200.000000102,-520.042668626,2,1.0,1.0,-516.076,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-534.341751291,-534.341751291,1.0,500.0,92.1327,-522.165,500,22544.1047472,5.43914e-20,100,22544.1047472,299.999969474,-534.341751291,2,1.0,1.0,-522.165,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-518.627946876,-518.627946876,1.0,500.0,81.4777,-521.28,500,1090.67752453,5.4346e-20,100,1090.67752453,400.0,-518.627946876,2,1.0,1.0,-521.28,1.0,1.0,500.0,0.0025
,0.002,0.002,-540.48033733,-540.48033733,1.0,500.0,98.3983,-525.12,500,21779.5525816,5.43187e-20,100,21779.5525816,500.000006643,-540.48033733,1,1.0,1.0,-525.12,1.0,1.0,500.0,0.002
,0.01,0.01,-547.459299773,-547.459299773,1.0,500.0,204.645,-547.459,500,42302.4496482,3.50449e-18,100,42302.4496482,100.0,-547.459299773,2,1.0,1.0,-547.459,1.0,1.0,500.0,0.01
,0.005,0.005,-515.186051631,-515.186051631,1.0,500.0,147.779,-531.323,500,1289.82331456,2.1793e-19,100,1289.82331456,200.000000102,-515.186051631,2,1.0,1.0,-531.323,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-514.107468526,-514.107468526,1.0,500.0,122.769,-525.584,500,1355.46076356,5.43914e-20,100,1355.46076356,299.999969474,-514.107468526,2,1.0,1.0,-525.584,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-519.887985674,-519.887985674,1.0,500.0,107.72,-524.16,500,1185.63421298,5.4346e-20,100,1185.63421298,400.0,-519.887985674,2,1.0,1.0,-524.16,1.0,1.0,500.0,0.0025
,0.002,0.002,-514.590281639,-514.590281639,1.0,500.0,97.6526,-522.246,500,1204.22371812,5.43187e-20,100,1204.22371812,500.000006643,-514.590281639,1,1.0,1.0,-522.246,1.0,1.0,500.0,0.002
,0.01,0.01,-516.155578682,-516.155578682,1.0,500.0,35.5821,-516.156,500,1278.87295017,3.50449e-18,100,1278.87295017,100.0,-516.155578682,2,1.0,1.0,-516.156,1.0,1.0,500.0,0.01
,0.005,0.005,-518.255787748,-518.255787748,1.0,500.0,35.13,-517.206,500,1212.07056299,2.1793e-19,100,1212.07056299,200.000000102,-518.255787748,2,1.0,1.0,-517.206,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-518.252351204,-518.252351204,1.0,500.0,35.3781,-517.555,500,1298.84806619,5.43914e-20,100,1298.84806619,299.999969474,-518.252351204,2,1.0,1.0,-517.555,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-516.270202856,-516.270202856,1.0,500.0,35.5212,-517.234,500,1303.99225393,5.4346e-20,100,1303.99225393,400.0,-516.270202856,2,1.0,1.0,-517.234,1.0,1.0,500.0,0.0025
9.03847e-10,0.00199971,0.002,-520.300640407,-520.300640407,1.00013,500.0,35.3453,-517.847,500,1203.97871019,3.6158e-15,100,1203.97871019,500.000119206,-520.300640407,1,1.0,0.999856,-517.847,1.00001,1.0,499.996185332,0.00200026
,0.01,0.01,-517.005160464,-517.005160464,1.0,500.0,39.4756,-517.005,500,1574.06473048,3.50449e-18,100,1574.06473048,100.0,-517.005160464,2,1.0,1.0,-517.005,1.0,1.0,500.0,0.01
,0.005,0.005,-514.180518693,-514.180518693,1.0,500.0,40.4906,-515.593,500,1734.00043861,2.1793e-19,100,1734.00043861,200.000000102,-514.180518693,2,1.0,1.0,-515.593,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-536.821949967,-536.821949967,1.0,500.0,91.7727,-522.669,500,21906.3361936,5.43914e-20,100,21906.3361936,299.999969474,-536.821949967,2,1.0,1.0,-522.669,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-537.005966156,-537.005966156,1.0,500.0,108.58,-526.253,500,21957.0906819,5.4346e-20,100,21957.0906819,400.0,-537.005966156,2,1.0,1.0,-526.253,1.0,1.0,500.0,0.0025
