MinVanillaIw,IterType,VarRet,VarJ,VarNormIw,AvgVanillaIw,AvgRet,J,VarDiscRet,ESSRenyi,AvgEpLen,renyi2,AvgNormIw,SamplesThisIter,VanillaAvgRet,Bound,MinNormIw,EpsThisIter,MaxVanillaIw,MaxNormIw,delta,AvgDiscRet,ESSClassic,VarVanillaIw,BatchSize
4.82134e-05,1,97.6759714968,100.553,2.22461e-09,0.989531,71.894143873,13939.3,97.6759714968,nan,500.0,nan,5.52486e-05,50000,71.894143873,67.5034,2.69191e-09,100,4.79851,0.000267916,0.5,71.894143873,1.0013525664,0.713627,100
4.77604e-05,1,100.728899227,134.754,2.60394e-09,0.957077,71.0781195315,13943.7,100.728899227,nan,500.0,nan,5.52486e-05,50000,71.0781195315,66.6345,2.75704e-09,100,5.65179,0.000326257,0.5,71.0781195315,0.870404938579,0.781415,100
3.89643e-08,1,151.815198596,131.361,5.57167e-09,1.00459,67.9235581656,14057.2,151.815198596,nan,500.0,nan,5.52486e-05,50000,67.9235581656,66.8068,2.14289e-12,100,8.12843,0.000447033,0.5,67.9235581656,1.00616585743,1.84213,100
4.47933e-06,1,121.84040109,114.915,2.85537e-09,1.02725,71.2948257618,14087.8,121.84040109,nan,500.0,nan,5.52486e-05,50000,71.2948257618,67.7874,2.40913e-10,100,6.67984,0.000359263,0.5,71.2948257618,0.929946514046,0.98712,100
0.000331132,1,73.5567064045,95.4416,1.53083e-09,0.940441,71.9975795299,13747.0,73.5567064045,nan,500.0,nan,5.52486e-05,50000,71.9975795299,66.483,1.94532e-08,100,4.28554,0.000251765,0.5,71.9975795299,0.850639312088,0.443556,100
1.134e-06,1,142.782961978,106.781,3.02174e-09,0.917356,71.0219131176,14141.7,142.782961978,nan,500.0,nan,5.52486e-05,50000,71.0219131176,68.0075,6.82963e-11,100,5.22725,0.000314816,0.5,71.0219131176,0.975511827296,0.833088,100
1.61252e-05,1,88.6674931401,114.313,2.92468e-09,0.938039,71.9040757684,14118.9,88.6674931401,nan,500.0,nan,5.52486e-05,50000,71.9040757684,67.5904,9.4974e-10,100,6.36277,0.000374754,0.5,71.9040757684,1.02188162824,0.843096,100
4.63221e-08,1,84.0085804132,137.43,2.95775e-09,0.991569,71.111339206,13991.8,84.0085804132,nan,500.0,nan,5.52486e-05,50000,71.111339206,66.6453,2.58099e-12,100,6.06617,0.000337997,0.5,71.111339206,0.753395914895,0.952719,100
7.18637e-08,1,78.5209231644,110.855,1.9444e-09,0.965504,73.4680074701,14152.1,78.5209231644,nan,500.0,nan,5.52486e-05,50000,73.4680074701,68.1408,4.11223e-12,100,5.56535,0.000318464,0.5,73.4680074701,1.01186169306,0.593813,100
0.000131188,1,107.394262635,129.787,2.79492e-09,1.05784,72.9328496546,14341.3,107.394262635,nan,500.0,nan,5.52486e-05,50000,72.9328496546,68.6769,6.8517e-09,100,6.7234,0.00035115,0.5,72.9328496546,1.14514443285,1.02462,100
0.000161073,1,64.2490840512,120.006,2.12096e-09,0.981909,71.6156223189,13813.9,64.2490840512,nan,500.0,nan,5.52486e-05,50000,71.6156223189,66.2189,9.06305e-09,100,5.35717,0.00030143,0.5,71.6156223189,0.7936765643,0.669933,100
0.000851987,1,62.5275934418,103.336,1.62579e-09,0.988793,74.4794854922,14207.8,62.5275934418,nan,500.0,nan,5.52486e-05,50000,74.4794854922,68.5261,4.76046e-08,100,4.67596,0.000261268,0.5,74.4794854922,0.87128788813,0.520755,100
3.02472e-07,1,133.164565438,100.958,2.85367e-09,0.962425,70.9125733631,14027.6,133.164565438,nan,500.0,nan,5.52486e-05,50000,70.9125733631,67.746,1.73636e-11,100,4.99705,0.000286859,0.5,70.9125733631,0.996925272061,0.865953,100
0.000147206,1,68.1809088612,106.632,2.13351e-09,0.965211,72.0807897677,13902.6,68.1809088612,nan,500.0,nan,5.52486e-05,50000,72.0807897677,67.0885,8.42603e-09,100,4.90223,0.000280604,0.5,72.0807897677,0.938039493699,0.651173,100
6.32913e-05,1,86.244301238,133.71,2.41888e-09,0.983836,72.8516465702,14189.5,86.244301238,nan,500.0,nan,5.52486e-05,50000,72.8516465702,68.1417,3.55421e-09,100,6.33294,0.000355634,0.5,72.8516465702,0.889236081035,0.767038,100
0.000132176,1,107.394706198,112.847,2.29765e-09,0.935204,72.5357613777,14152.7,107.394706198,nan,500.0,nan,5.52486e-05,50000,72.5357613777,68.1782,7.80849e-09,100,5.53031,0.000326711,0.5,72.5357613777,1.16524947479,0.658346,100
1.48931e-05,1,138.995626357,121.912,2.39655e-09,0.875184,71.9745780866,14179.2,138.995626357,nan,500.0,nan,5.52486e-05,50000,71.9745780866,68.309,9.40172e-10,100,4.68743,0.000295908,0.5,71.9745780866,0.931640052415,0.60137,100
1.14514e-08,1,122.03392165,146.808,4.73537e-09,0.982303,71.1616970943,14505.0,122.03392165,nan,500.0,nan,5.52486e-05,50000,71.1616970943,68.696,6.44071e-13,100,6.90936,0.00038861,0.5,71.1616970943,0.835582800336,1.49693,100
0.000174129,1,108.446981185,92.2213,2.20504e-09,0.924461,74.7110568625,14560.7,108.446981185,nan,500.0,nan,5.52486e-05,50000,74.7110568625,70.8542,1.04065e-08,100,3.8805,0.000231911,0.5,74.7110568625,0.839252164769,0.617378,100
0.000136119,1,93.7070888139,103.708,2.12513e-09,1.00006,75.2279573544,14549.9,93.7070888139,nan,500.0,nan,5.52486e-05,50000,75.2279573544,70.4259,7.51999e-09,100,4.94774,0.00027334,0.5,75.2279573544,1.00013443466,0.696293,100
0.000107247,1,122.829382541,103.676,2.32159e-09,0.984013,74.3258197953,14507.4,122.829382541,nan,500.0,nan,5.52486e-05,50000,74.3258197953,70.1951,6.02153e-09,100,5.54129,0.000311122,0.5,74.3258197953,1.09327797293,0.736451,100
9.05828e-05,1,116.579601134,104.939,2.31419e-09,1.00249,74.842905734,14580.5,116.579601134,nan,500.0,nan,5.52486e-05,50000,74.842905734,70.6437,4.99214e-09,100,5.03709,0.000277601,0.5,74.842905734,0.959693646576,0.761935,100
3.07341e-05,1,93.1379985107,105.084,2.05845e-09,1.00096,76.371469251,14736.3,93.1379985107,nan,500.0,nan,5.52486e-05,50000,76.371469251,71.2028,1.69639e-09,100,4.32475,0.000238707,0.5,76.371469251,0.899131377207,0.675667,100
2.0184e-05,1,132.704379388,105.213,2.56883e-09,0.990799,73.8215136062,14568.5,132.704379388,nan,500.0,nan,5.52486e-05,50000,73.8215136062,70.3385,1.12549e-09,100,4.77292,0.000266146,0.5,73.8215136062,0.984943415137,0.826159,100
7.61125e-09,1,103.738625402,95.2207,2.04787e-09,0.983312,75.2448713605,14569.8,103.738625402,nan,500.0,nan,5.52486e-05,50000,75.2448713605,70.6875,4.27648e-13,100,4.82296,0.000270984,0.5,75.2448713605,0.963054316707,0.648698,100
6.63973e-06,1,113.123791633,103.204,2.30699e-09,0.961611,74.587011945,14538.4,113.123791633,nan,500.0,nan,5.52486e-05,50000,74.587011945,70.3496,3.81481e-10,100,4.97154,0.000285636,0.5,74.587011945,0.886657254777,0.698879,100
7.38013e-07,1,146.855733786,119.034,3.12077e-09,0.979261,74.1585179627,14767.8,146.855733786,nan,500.0,nan,5.52486e-05,50000,74.1585179627,70.6499,4.16377e-11,100,6.47906,0.00036554,0.5,74.1585179627,0.990308525623,0.980429,100
0.000214422,1,87.94871506,109.242,1.75224e-09,0.919576,75.3251074958,14505.1,87.94871506,nan,500.0,nan,5.52486e-05,50000,75.3251074958,69.9108,1.28826e-08,100,4.41642,0.000265341,0.5,75.3251074958,0.825506915983,0.48543,100
0.00100435,1,52.8222242229,94.3317,1.60472e-09,0.997099,76.6908313199,14566.3,52.8222242229,nan,500.0,nan,5.52486e-05,50000,76.6908313199,70.6507,5.56501e-08,100,4.30146,0.000238341,0.5,76.6908313199,0.934878138657,0.522677,100
1.22001e-05,1,77.6606821172,101.122,1.78123e-09,0.986583,74.5887219398,14290.6,77.6606821172,nan,500.0,nan,5.52486e-05,50000,74.5887219398,69.2579,6.83204e-10,100,4.53971,0.000254224,0.5,74.5887219398,0.883855730248,0.567994,100
6.53998e-06,1,107.774675523,110.626,2.1468e-09,0.943366,75.4804926167,14648.2,107.774675523,nan,500.0,nan,5.52486e-05,50000,75.4804926167,70.8204,3.83017e-10,100,4.70764,0.000275705,0.5,75.4804926167,0.853305804764,0.625904,100
0.00135734,1,71.0427474599,86.8831,1.60815e-09,0.966778,76.6919277829,14606.7,71.0427474599,nan,500.0,nan,5.52486e-05,50000,76.6919277829,71.0511,7.7568e-08,100,4.07229,0.00023272,0.5,76.6919277829,0.924546474024,0.49242,100
7.10648e-06,1,75.5763393424,118.017,2.61871e-09,0.954332,76.477813014,14860.1,75.5763393424,nan,500.0,nan,5.52486e-05,50000,76.477813014,71.4496,4.11411e-10,100,5.91476,0.00034242,0.5,76.477813014,1.08520643571,0.781347,100
0.00144732,1,71.1319607162,93.2533,1.46092e-09,0.918711,76.9189519825,14645.4,71.1319607162,nan,500.0,nan,5.52486e-05,50000,76.9189519825,71.1605,8.70377e-08,100,3.95692,0.000237957,0.5,76.9189519825,0.939690872727,0.403963,100
0.00277826,1,52.1423468841,84.0088,1.23205e-09,0.976108,78.4254906358,14778.7,52.1423468841,nan,500.0,nan,5.52486e-05,50000,78.4254906358,71.9454,1.57252e-07,100,3.50743,0.000198524,0.5,78.4254906358,0.779850323089,0.384574,100
2.72055e-05,1,100.77420816,92.325,1.79602e-09,0.969944,78.0435347937,15025.9,100.77420816,nan,500.0,nan,5.52486e-05,50000,78.0435347937,73.1301,1.54964e-09,100,4.09881,0.000233471,0.5,78.0435347937,1.03635194618,0.553555,100
0.00662115,1,46.7419119444,79.8727,1.03135e-09,1.00059,80.6972166032,15114.7,46.7419119444,nan,500.0,nan,5.52486e-05,50000,80.6972166032,73.6935,3.65594e-07,100,3.53011,0.000194919,0.5,80.6972166032,0.879750822404,0.338279,100
0.000788807,1,71.1972933541,83.9387,1.48277e-09,1.0169,78.5338404003,14912.5,71.1972933541,nan,500.0,nan,5.52486e-05,50000,78.5338404003,72.815,4.28561e-08,100,4.01396,0.000218079,0.5,78.5338404003,1.01197403127,0.502332,100
0.00328998,1,76.9053644981,92.9837,1.41143e-09,0.961087,78.8459062088,14979.9,76.9053644981,nan,500.0,nan,5.52486e-05,50000,78.8459062088,72.8524,1.89126e-07,100,3.96983,0.000228208,0.5,78.8459062088,0.925482228788,0.427112,100
0.00396817,1,68.8000348838,84.9109,1.34675e-09,0.973694,77.9943536688,14790.3,68.8000348838,nan,500.0,nan,5.52486e-05,50000,77.9943536688,72.0197,2.25159e-07,100,3.87633,0.000219948,0.5,77.9943536688,0.958684048394,0.4183,100
0.00149553,1,73.9230275058,83.8896,1.45052e-09,0.990785,79.52484231,15130.6,73.9230275058,nan,500.0,nan,5.52486e-05,50000,79.52484231,73.7957,8.33947e-08,100,4.28541,0.000238965,0.5,79.52484231,0.937599326597,0.466486,100
1.94132e-05,1,72.1169273055,87.2077,1.678e-09,0.942543,78.8803317233,15066.9,72.1169273055,nan,500.0,nan,5.52486e-05,50000,78.8803317233,73.3218,1.13793e-09,100,3.76507,0.000220696,0.5,78.8803317233,0.847694773309,0.488371,100
0.000611896,1,93.2314820965,88.1269,1.35617e-09,0.987389,79.685630159,15148.7,93.2314820965,nan,500.0,nan,5.52486e-05,50000,79.685630159,73.7952,3.42382e-08,100,3.74008,0.000209273,0.5,79.685630159,0.983138548229,0.43316,100
0.00795501,1,41.9816588764,81.8227,9.45617e-10,1.01377,79.7379017795,14901.8,41.9816588764,nan,500.0,nan,5.52486e-05,50000,79.7379017795,72.4785,4.33531e-07,100,3.97735,0.000216757,0.5,79.7379017795,0.853297066501,0.318387,100
0.000586711,1,81.7846406724,93.4427,1.39474e-09,0.985951,78.3960952283,14922.8,81.7846406724,nan,500.0,nan,5.52486e-05,50000,78.3960952283,72.5607,3.28768e-08,100,4.16209,0.000233226,0.5,78.3960952283,0.892277668928,0.444182,100
0.000514002,1,44.70325268,83.8001,1.19816e-09,1.04597,80.5820745344,15119.7,44.70325268,nan,500.0,nan,5.52486e-05,50000,80.5820745344,73.7193,2.71497e-08,100,3.77097,0.000199183,0.5,80.5820745344,0.851963825382,0.429451,100
0.000588814,1,78.6320538943,93.0773,1.36286e-09,0.982359,77.9273194171,14809.9,78.6320538943,nan,500.0,nan,5.52486e-05,50000,77.9273194171,72.022,3.31153e-08,100,4.00246,0.000225102,0.5,77.9273194171,1.00170153758,0.430872,100
0.00553167,1,44.5574214439,86.4695,1.03363e-09,0.94944,79.5082265645,14902.6,44.5574214439,nan,500.0,nan,5.52486e-05,50000,79.5082265645,72.4182,3.21892e-07,100,3.61011,0.000210075,0.5,79.5082265645,0.830679423931,0.305251,100
4.86138e-05,1,91.2368604393,87.3168,1.74436e-09,0.946005,78.2607536796,15003.4,91.2368604393,nan,500.0,nan,5.52486e-05,50000,78.2607536796,73.0312,2.83915e-09,100,3.98792,0.000232903,0.5,78.2607536796,1.07269146385,0.511423,100
0.0025983,1,64.9362446644,85.5046,1.37336e-09,1.01148,79.0291835218,14951.1,64.9362446644,nan,500.0,nan,5.52486e-05,50000,79.0291835218,72.845,1.41923e-07,100,3.99904,0.000218433,0.5,79.0291835218,0.915566033603,0.46032,100
0.00999046,1,46.4773398337,78.9982,1.03855e-09,0.958956,79.4951790376,14919.6,46.4773398337,nan,500.0,nan,5.52486e-05,50000,79.4951790376,72.4506,5.75583e-07,100,3.82582,0.000220418,0.5,79.4951790376,0.777676000461,0.312884,100
0.00140341,1,95.9931570674,82.3056,1.34331e-09,0.952267,78.2114722321,14888.9,95.9931570674,nan,500.0,nan,5.52486e-05,50000,78.2114722321,72.6267,8.14232e-08,100,3.78137,0.000219387,0.5,78.2114722321,1.07279955331,0.399072,100
0.0019394,1,57.059593247,71.2382,9.73848e-10,0.98294,80.8548245677,15161.9,57.059593247,nan,500.0,nan,5.52486e-05,50000,80.8548245677,74.278,1.09009e-07,100,3.04417,0.000171105,0.5,80.8548245677,0.873710734436,0.308249,100
0.00243582,1,53.599128754,86.0902,1.023e-09,0.965768,79.8890955672,14994.0,53.599128754,nan,500.0,nan,5.52486e-05,50000,79.8890955672,72.8318,1.39346e-07,100,3.72837,0.000213289,0.5,79.8890955672,0.872440222464,0.312592,100
0.00418822,1,43.4622966975,72.6455,1.02025e-09,1.01029,79.1956905464,14823.9,43.4622966975,nan,500.0,nan,5.52486e-05,50000,79.1956905464,72.5242,2.29037e-07,100,3.45368,0.000188868,0.5,79.1956905464,0.991434812275,0.341155,100
0.00043069,1,52.9852693186,77.6818,1.21391e-09,1.02748,80.7637618983,15192.6,52.9852693186,nan,500.0,nan,5.52486e-05,50000,80.7637618983,74.1989,2.31586e-08,100,4.40662,0.000236948,0.5,80.7637618983,1.11160071206,0.41985,100
0.00148445,1,57.5651362528,71.2809,9.32425e-10,1.00434,81.9987759579,15333.9,57.5651362528,nan,500.0,nan,5.52486e-05,50000,81.9987759579,75.0847,8.16598e-08,100,3.64826,0.000200691,0.5,81.9987759579,1.11793746059,0.308126,100
0.00120233,1,58.8389877632,85.138,1.13216e-09,0.928402,79.0784384046,14907.5,58.8389877632,nan,500.0,nan,5.52486e-05,50000,79.0784384046,72.4636,7.15498e-08,100,3.79157,0.000225634,0.5,79.0784384046,0.845571680565,0.319695,100
0.000609004,1,70.8375816034,100.573,1.69176e-09,0.979716,79.1038082352,15099.7,70.8375816034,nan,500.0,nan,5.52486e-05,50000,79.1038082352,73.2195,3.43432e-08,100,4.4262,0.000249604,0.5,79.1038082352,0.968398313468,0.531983,100
0.00223728,1,57.5632707532,96.6339,1.55428e-09,0.961235,78.0180428684,14818.0,57.5632707532,nan,500.0,nan,5.52486e-05,50000,78.0180428684,71.9045,1.28592e-07,100,3.98713,0.000229167,0.5,78.0180428684,0.790503066908,0.470486,100
0.000377724,1,66.1874188749,70.9928,1.12285e-09,0.98592,80.5985081153,15188.8,66.1874188749,nan,500.0,nan,5.52486e-05,50000,80.5985081153,74.4026,2.11667e-08,100,3.36707,0.000188683,0.5,80.5985081153,1.03731297542,0.357572,100
0.0018792,1,34.0229515137,65.9532,7.4748e-10,1.00892,79.7201650838,14797.2,34.0229515137,nan,500.0,nan,5.52486e-05,50000,79.7201650838,72.5327,1.02905e-07,100,2.96127,0.000162159,0.5,79.7201650838,0.777316091988,0.24927,100
0.000464006,1,47.4019044064,83.5343,1.11368e-09,1.01853,80.5537555786,15113.5,47.4019044064,nan,500.0,nan,5.52486e-05,50000,80.5537555786,73.7023,2.51694e-08,100,3.83699,0.000208133,0.5,80.5537555786,0.91606240143,0.378495,100
0.0140316,1,40.1474850356,75.1476,9.60133e-10,0.958767,80.1560599974,14981.4,40.1474850356,nan,500.0,nan,5.52486e-05,50000,80.1560599974,73.1229,8.08568e-07,100,3.2898,0.000189574,0.5,80.1560599974,0.87447521406,0.289144,100
0.000453776,1,88.1667411861,81.859,1.40197e-09,0.925104,78.7491412776,14980.7,88.1667411861,nan,500.0,nan,5.52486e-05,50000,78.7491412776,73.0867,2.71002e-08,100,3.62379,0.000216418,0.5,78.7491412776,0.992638977984,0.393077,100
0.00360644,1,44.2658162829,82.0773,1.08581e-09,1.00255,81.1660831332,15215.3,44.2658162829,nan,500.0,nan,5.52486e-05,50000,81.1660831332,74.2495,1.98743e-07,100,3.61374,0.000199146,0.5,81.1660831332,0.756494551701,0.357541,100
0.00218143,1,61.5535119698,87.7819,1.33704e-09,0.946808,80.4210293961,15203.6,61.5535119698,nan,500.0,nan,5.52486e-05,50000,80.4210293961,74.0227,1.27292e-07,100,3.4065,0.000198778,0.5,80.4210293961,0.786128197229,0.392669,100
0.00116803,1,52.5156821981,90.3698,1.4238e-09,0.996143,78.7068231338,14899.9,52.5156821981,nan,500.0,nan,5.52486e-05,50000,78.7068231338,72.3601,6.47821e-08,100,4.09194,0.000226949,0.5,78.7068231338,0.965267964402,0.46286,100
0.0038704,1,55.5662732161,73.7504,1.02574e-09,0.980632,80.9798342072,15178.0,55.5662732161,nan,500.0,nan,5.52486e-05,50000,80.9798342072,74.3064,2.18057e-07,100,3.22381,0.000181629,0.5,80.9798342072,0.960454497267,0.323153,100
0.000150421,1,74.1271827453,84.9772,1.43147e-09,0.933769,79.9437529742,15183.2,74.1271827453,nan,500.0,nan,5.52486e-05,50000,79.9437529742,74.0449,8.89999e-09,100,3.48619,0.000206269,0.5,79.9437529742,0.936689163637,0.408902,100
0.00457574,1,58.8744031659,76.3742,1.10952e-09,0.966513,80.8296682948,15186.5,58.8744031659,nan,500.0,nan,5.52486e-05,50000,80.8296682948,74.3857,2.61562e-07,100,3.29023,0.000188079,0.5,80.8296682948,0.964593266086,0.339554,100
0.00233763,1,56.6843432026,73.0874,9.81039e-10,0.961722,82.5992493482,15478.4,56.6843432026,nan,500.0,nan,5.52486e-05,50000,82.5992493482,75.838,1.34291e-07,100,3.05613,0.000175567,0.5,82.5992493482,0.892468893221,0.297264,100
0.00416604,1,71.5361211931,85.3747,1.18663e-09,0.976598,78.8559412798,14900.0,71.5361211931,nan,500.0,nan,5.52486e-05,50000,78.8559412798,72.5131,2.35684e-07,100,3.54639,0.000200628,0.5,78.8559412798,0.76112688234,0.370769,100
0.00150025,1,62.9465498909,86.1226,1.28635e-09,0.977058,80.8289680507,15268.3,62.9465498909,nan,500.0,nan,5.52486e-05,50000,80.8289680507,74.3539,8.48332e-08,100,3.88865,0.000219887,0.5,80.8289680507,0.998505917916,0.402306,100
0.00149972,1,51.2589981366,72.2506,1.04421e-09,0.98412,81.5964024205,15293.4,51.2589981366,nan,500.0,nan,5.52486e-05,50000,81.5964024205,74.8785,8.41942e-08,100,3.15531,0.000177139,0.5,81.5964024205,0.885441684044,0.331316,100
0.00217699,1,61.8169264665,83.2437,1.16878e-09,0.97308,80.6555017884,15204.3,61.8169264665,nan,500.0,nan,5.52486e-05,50000,80.6555017884,74.1903,1.23603e-07,100,3.66522,0.0002081,0.5,80.6555017884,0.942186197338,0.362565,100
0.00288318,1,65.6423535157,93.9809,1.26915e-09,1.01277,82.2097558959,15522.6,65.6423535157,nan,500.0,nan,5.52486e-05,50000,82.2097558959,75.4715,1.57284e-07,100,4.57385,0.000249513,0.5,82.2097558959,0.817321350041,0.426472,100
0.00226595,1,50.0853977274,95.0697,1.15873e-09,0.976126,81.9243080624,15404.0,50.0853977274,nan,500.0,nan,5.52486e-05,50000,81.9243080624,74.8215,1.28253e-07,100,3.49495,0.000197814,0.5,81.9243080624,0.712672451198,0.361701,100
0.00523572,1,76.8135339931,85.2043,1.08502e-09,0.99034,81.4594563934,15358.2,76.8135339931,nan,500.0,nan,5.52486e-05,50000,81.4594563934,74.936,2.92088e-07,100,3.68519,0.000205587,0.5,81.4594563934,0.785453250292,0.348628,100
0.00552307,1,40.8134940412,80.6695,1.04621e-09,1.00849,81.6126625685,15268.5,40.8134940412,nan,500.0,nan,5.52486e-05,50000,81.6126625685,74.5269,3.02572e-07,100,3.51514,0.000192571,0.5,81.6126625685,0.76989656557,0.348596,100
0.0230347,1,37.4706529733,65.746,7.5855e-10,0.96065,82.4461217981,15325.3,37.4706529733,nan,500.0,nan,5.52486e-05,50000,82.4461217981,75.2066,1.32477e-06,100,2.6677,0.000153424,0.5,82.4461217981,0.797906069743,0.229336,100
0.00225122,1,60.9873170651,85.4956,1.26559e-09,0.967652,81.3536862262,15369.2,60.9873170651,nan,500.0,nan,5.52486e-05,50000,81.3536862262,74.7402,1.28535e-07,100,3.82215,0.000218228,0.5,81.3536862262,0.789775907655,0.388229,100
0.0004079,1,45.1093839468,72.3188,9.11479e-10,1.03317,82.4512743366,15378.9,45.1093839468,nan,500.0,nan,5.52486e-05,50000,82.4512743366,75.2657,2.18123e-08,100,3.62994,0.00019411,0.5,82.4512743366,0.973814304441,0.31875,100
2.54931e-06,1,57.7699660304,76.5639,1.11284e-09,0.981315,80.077103227,15063.9,57.7699660304,nan,500.0,nan,5.52486e-05,50000,80.077103227,73.6852,1.43528e-10,100,3.09917,0.000174485,0.5,80.077103227,0.800690453247,0.351081,100
0.000790958,1,49.6070925021,72.9075,9.37567e-10,0.977812,81.6694824488,15280.9,49.6070925021,nan,500.0,nan,5.52486e-05,50000,81.6694824488,74.6336,4.4691e-08,100,3.22036,0.000181958,0.5,81.6694824488,0.840175998893,0.293677,100
0.00452703,1,45.9960113016,67.7495,9.33777e-10,1.02721,82.969016588,15483.6,45.9960113016,nan,500.0,nan,5.52486e-05,50000,82.969016588,76.0555,2.43488e-07,100,3.05357,0.000164237,0.5,82.969016588,0.948483679414,0.322786,100
0.000506778,1,92.1866638655,93.1071,1.38033e-09,0.979931,80.891606136,15371.2,92.1866638655,nan,500.0,nan,5.52486e-05,50000,80.891606136,74.7687,2.85722e-08,100,3.97626,0.000224182,0.5,80.891606136,0.89605079217,0.434241,100
0.00853799,1,42.3079624512,69.5357,9.10565e-10,1.01537,82.4665257529,15380.3,42.3079624512,nan,500.0,nan,5.52486e-05,50000,82.4665257529,75.3477,4.6457e-07,100,3.25828,0.00017729,0.5,82.4665257529,0.822583738961,0.307553,100
0.00258707,1,89.645434498,81.8218,1.25922e-09,0.930028,80.7754600317,15337.9,89.645434498,nan,500.0,nan,5.52486e-05,50000,80.7754600317,74.8552,1.53686e-07,100,3.67194,0.000218133,0.5,80.7754600317,0.909913665649,0.356822,100
0.0168808,1,44.764269489,79.9094,8.35274e-10,0.973922,82.261405996,15337.6,44.764269489,nan,500.0,nan,5.52486e-05,50000,82.261405996,74.6049,9.5761e-07,100,3.63165,0.000206016,0.5,82.261405996,0.858389831953,0.259558,100
0.0177032,1,41.1683853751,69.0973,6.66499e-10,0.980915,84.4592924157,15665.5,41.1683853751,nan,500.0,nan,5.52486e-05,50000,84.4592924157,76.9304,9.97105e-07,100,2.60433,0.000146685,0.5,84.4592924157,0.784577569577,0.210097,100
0.00969025,1,42.1151408613,73.5844,7.51358e-10,0.977829,82.1985697937,15290.2,42.1151408613,nan,500.0,nan,5.52486e-05,50000,82.1985697937,74.8091,5.47512e-07,100,2.78721,0.000157481,0.5,82.1985697937,0.695792840816,0.235359,100
0.0127985,1,39.8039061597,76.3258,8.92923e-10,0.9545,82.0959011484,15313.5,39.8039061597,nan,500.0,nan,5.52486e-05,50000,82.0959011484,74.9183,7.40805e-07,100,2.89611,0.000167634,0.5,82.0959011484,0.749074517157,0.266516,100
0.00353818,1,53.2120636902,76.5001,9.26623e-10,0.964613,83.1478247659,15547.7,53.2120636902,nan,500.0,nan,5.52486e-05,50000,83.1478247659,75.9606,2.02651e-07,100,3.11451,0.000178385,0.5,83.1478247659,0.802415874782,0.282466,100
0.0065707,1,42.0158431736,76.3337,9.8735e-10,0.997837,83.3045179641,15556.4,42.0158431736,nan,500.0,nan,5.52486e-05,50000,83.3045179641,76.0533,3.63809e-07,100,3.02336,0.000167399,0.5,83.3045179641,0.817368483664,0.322068,100
0.000430274,1,57.1832369746,69.5749,8.79988e-10,0.945747,82.9382230385,15515.1,57.1832369746,nan,500.0,nan,5.52486e-05,50000,82.9382230385,76.1646,2.51357e-08,100,2.97649,0.00017388,0.5,82.9382230385,0.904965801077,0.25786,100
0.00576727,1,52.1504068745,72.8517,9.5345e-10,1.00636,83.2228107266,15569.4,52.1504068745,nan,500.0,nan,5.52486e-05,50000,83.2228107266,76.3839,3.1662e-07,100,3.21752,0.00017664,0.5,83.2228107266,0.986703972374,0.316346,100
0.00546856,1,48.4961538152,80.1472,1.00404e-09,0.991402,82.6814109779,15486.9,48.4961538152,nan,500.0,nan,5.52486e-05,50000,82.6814109779,75.6978,3.04751e-07,100,3.08304,0.000171811,0.5,82.6814109779,0.810063496166,0.323301,100
0.00478569,1,36.8565606051,69.2505,7.97173e-10,1.02112,82.6384209471,15359.1,36.8565606051,nan,500.0,nan,5.52486e-05,50000,82.6384209471,75.0791,2.58935e-07,100,3.04893,0.000164966,0.5,82.6384209471,0.800962331246,0.272308,100
0.0183527,1,33.1516186001,60.401,6.80807e-10,1.00515,83.9537165716,15550.2,33.1516186001,nan,500.0,nan,5.52486e-05,50000,83.9537165716,76.413,1.00877e-06,100,2.94215,0.000161717,0.5,83.9537165716,0.9896794371,0.225341,100
0.00138353,1,54.1761681505,74.5035,1.0017e-09,0.965421,82.7549217963,15521.3,54.1761681505,nan,500.0,nan,5.52486e-05,50000,82.7549217963,75.8944,7.91762e-08,100,3.05678,0.000174932,0.5,82.7549217963,0.803937735611,0.305865,100
0.00470948,1,47.7683480971,79.8482,9.01708e-10,0.988374,82.8944824985,15491.7,47.7683480971,nan,500.0,nan,5.52486e-05,50000,82.8944824985,75.6474,2.63253e-07,100,3.2132,0.000179613,0.5,82.8944824985,0.753985177332,0.28858,100
0.00330881,1,58.8322046456,70.3509,1.01307e-09,0.949983,82.0972737554,15406.7,58.8322046456,nan,500.0,nan,5.52486e-05,50000,82.0972737554,75.5311,1.92432e-07,100,3.1549,0.000183481,0.5,82.0972737554,0.807011463826,0.299521,100
0.0121151,1,42.288047212,72.9376,7.43743e-10,0.955193,84.5643851452,15723.0,42.288047212,nan,500.0,nan,5.52486e-05,50000,84.5643851452,76.8607,7.00743e-07,100,2.7956,0.000161698,0.5,84.5643851452,0.72726816421,0.222312,100
0.0148998,1,37.8693686212,81.2264,8.84258e-10,0.993424,82.786597015,15427.6,37.8693686212,nan,500.0,nan,5.52486e-05,50000,82.786597015,75.2007,8.28644e-07,100,3.53499,0.000196596,0.5,82.786597015,0.840080516165,0.285894,100
0.0178149,1,30.9974175932,61.8123,6.17571e-10,0.973437,84.9511867233,15704.1,30.9974175932,nan,500.0,nan,5.52486e-05,50000,84.9511867233,77.1226,1.01111e-06,100,2.58014,0.000146439,0.5,84.9511867233,0.817879109024,0.191717,100
