Weights,EpisodesSoFar,ReturnStepMaxmin,EpRewMean,TimeElapsed,ESSRenyi,Bound,InitialReturnStd,EpLenMean,OptimizationReturnMean,LearnableVariance,TimestepsSoFar,J_sample_variance,StdIWNorm,InitialReturnMin,MeanEntropy,InitialBound,VarianceInit,MeanIWNorm,MeanIW,MaxIWNorm,InitialReturnMax,EmpiricalD2,Iteration,OptimizationReturnMin,EpThisIter,ReturnMeanIW,StdIW,ReturnStepMax,InitialReturnMean,OptimizationReturnMax,ESSClassic,MinIW,MaxIW,MinIWNorm
[-0.895  1.246],28600,0.85958296,-84.02023048713804,8546.124628782272,24.013653,-82.44838,18.046558,119.16,62.89743,,5893706,24998.484,0.012274698,-146.91766,0.4189424,-88.91749,-1.0,0.008872286,0.8872286,0.08924862,-49.34,4.1642976,286,,100,-72.45474,1.2274698,0.85958296,-84.02023,97.57767,34.316643,0.03389625,8.924862,0.00033896248
[-0.919  1.278],28700,0.86289096,-82.85665688186884,8562.138919353485,10.2154255,-69.717285,17.787096,117.38,66.29053,,5905444,13923.823,0.009564508,-149.14719,0.4189424,-87.828224,-1.0,0.0066848868,0.6684887,0.06110353,-59.194252,9.789118,287,,100,-54.162445,0.9564509,0.86289096,-82.85666,89.952934,32.818184,0.01089296,6.110353,0.0001089296
[-0.957  1.319],28800,0.86053103,-82.79766839697957,8582.656538963318,91.4805,-84.81223,18.180914,117.66,67.16953,,5917210,22583.395,0.0035811577,-149.96721,0.4189424,-87.79658,-1.0,0.009741376,0.9741377,0.025893182,-58.269974,1.0931292,288,,100,-79.58573,0.35811576,0.86053103,-82.79767,91.697235,88.094345,0.45510283,2.5893183,0.0045510284
[-0.935  1.324],28900,0.8612736,-81.95009515732526,8598.615478277206,18.358288,-67.193985,16.96587,116.14,49.144787,,5928824,12143.824,0.009794782,-131.09488,0.4189424,-86.31992,-1.0,0.0071794814,0.71794814,0.05922618,-58.325287,5.447131,289,,100,-56.995205,0.97947824,0.8612736,-81.950096,72.76959,34.94982,0.01354469,5.9226184,0.0001354469
[-0.835  1.295],29000,0.8588846,-79.81088357120753,8614.35943722725,10.511147,-61.277977,16.187021,113.68,52.569443,,5940192,12204.708,0.011345667,-132.38033,0.4189424,-84.22356,-1.0,0.0061398176,0.6139818,0.0904967,-49.136032,9.51371,290,,100,-47.66738,1.1345667,0.8588846,-79.81089,83.24429,22.651735,0.008825162,9.04967,8.8251625e-05
[-0.75   1.326],29100,0.8636527,-80.61249900594353,8629.302264213562,10.987595,-72.36155,18.272253,115.15,60.26461,,5951707,18528.834,0.011931573,-140.8771,0.4189424,-85.308395,-1.0,0.0075347926,0.75347924,0.07067286,-50.491898,9.101173,291,,100,-58.194878,1.1931573,0.8636527,-80.6125,90.38521,28.509777,0.00576458,7.067286,5.7645797e-05
[-0.859  1.358],29200,0.8567535,-78.89763809427619,8646.784245729446,31.412735,-76.91404,17.390371,112.63,81.77233,,5962970,30033.469,0.0110291345,-160.66997,0.4189424,-84.2533,-1.0,0.0088131605,0.88131607,0.080048256,-49.585567,3.1834223,292,,100,-67.35838,1.1029134,0.8567535,-78.89764,111.0844,38.969643,0.03210162,8.004826,0.00032101618
[-0.749  1.344],29300,0.8632905,-78.67957915306091,8663.127575159073,23.819702,-71.03084,15.8985405,112.46,56.953583,,5974216,15647.725,0.012603828,-135.63316,0.4189424,-83.200676,-1.0,0.007862014,0.7862014,0.10281607,-49.417397,4.1982055,293,,100,-61.767307,1.2603828,0.8632905,-78.67957,86.21577,28.01101,0.016530152,10.281607,0.00016530152
[-0.739  1.312],29400,0.8632566,-79.43176357522607,8679.36287689209,76.16942,-81.16857,17.26006,112.52,60.510635,,5985468,19756.88,0.005501236,-139.9424,0.4189424,-84.09651,-1.0,0.009608494,0.96084946,0.03835702,-48.906513,1.3128629,294,,100,-75.82369,0.5501236,0.8632566,-79.43176,91.03589,75.3125,0.19839457,3.835702,0.0019839457
[-0.683  1.306],29500,0.8656467,-82.70517245337368,8695.570415735245,7.438465,-70.72315,17.359121,118.06,57.509365,,5997274,13871.957,0.010577133,-140.21454,0.4189424,-87.37899,-1.0,0.0065129832,0.65129834,0.07739375,-50.659225,13.443634,295,,100,-53.586338,1.0577133,0.8656467,-82.70518,89.55531,27.492167,0.0007662967,7.7393746,7.662967e-06
[-0.633  1.345],29600,0.86208165,-78.41314714431763,8711.043076753616,8.884296,-79.17217,17.082542,110.95,58.711445,,6008369,18756.375,0.011581428,-137.12459,0.4189424,-82.98396,-1.0,0.008394668,0.8394668,0.054895837,-48.877876,11.2558155,296,,100,-63.837215,1.1581428,0.86208165,-78.41315,88.24671,34.443043,0.007420211,5.489584,7.420211e-05
[-0.656  1.303],29700,0.8634509,-81.75584979698061,8729.061824560165,37.98665,-74.06628,16.461952,115.76,59.42732,,6019945,14620.0205,0.005885928,-141.18317,0.4189424,-86.46195,-1.0,0.008117276,0.8117277,0.024218485,-48.43257,2.632504,297,,100,-66.430626,0.5885928,0.8634509,-81.75585,92.750595,65.53998,0.059477616,2.4218485,0.0005947761
[-0.571  1.283],29800,0.86161745,-81.36110008761287,8746.939386367798,33.53934,-78.638794,17.847643,115.57,66.845345,,6031502,26179.803,0.011377592,-148.20645,0.4189424,-86.301315,-1.0,0.008915037,0.8915037,0.09298983,-59.07315,2.981573,298,,100,-70.108406,1.1377592,0.86161745,-81.3611,89.1333,38.040894,0.08248621,9.298984,0.0008248621
[-0.604  1.312],29900,0.85927665,-79.4439378671348,8764.90691280365,10.794181,-63.012478,17.949263,113.03,65.640274,,6042805,13624.294,0.008871301,-145.08421,0.4189424,-84.28008,-1.0,0.0064310203,0.6431021,0.063742824,-49.09449,9.264251,299,,100,-48.292606,0.8871302,0.85927665,-79.44394,95.98972,34.448368,0.010698059,6.374283,0.00010698059
[-0.638  1.273],30000,0.8617605,-81.27482695877552,8780.995522975922,86.589676,-85.621666,19.42337,115.43,71.82893,,6054348,24403.42,0.0040663145,-153.10376,0.4189424,-86.378296,-1.0,0.009886102,0.98861015,0.032884542,-49.669525,1.1548721,300,,100,-80.13724,0.40663147,0.8617605,-81.274826,103.434235,85.52995,0.3766818,3.2884543,0.003766818
[-0.603  1.277],30100,0.8677504,-82.08782759994268,8800.657158136368,77.29402,-85.196785,17.162352,117.47,50.075123,,6066095,18534.598,0.0052913534,-132.16295,0.4189424,-86.49326,-1.0,0.0099403085,0.9940309,0.02853982,-49.090073,1.2937611,301,,100,-80.18589,0.5291353,0.8677504,-82.08782,83.072876,77.920654,0.23378818,2.853982,0.0023378818
[-0.604  1.291],30200,0.85837835,-78.50031428739429,8817.199845075607,47.414646,-78.670456,17.178705,111.98,91.70461,,6077293,27422.096,0.009373523,-170.20493,0.4189424,-84.173805,-1.0,0.008670439,0.8670439,0.07009431,-58.423103,2.109053,302,,100,-70.431076,0.93735236,0.85837835,-78.50031,111.78182,46.109394,0.11187416,7.0094314,0.0011187416
[-0.685  1.282],30300,0.8646559,-81.92247551351785,8833.059314966202,7.9369316,-76.68113,19.782576,116.72,80.46349,,6088965,18927.502,0.009459571,-162.38597,0.4189424,-87.33534,-1.0,0.006935187,0.69351876,0.042464264,-58.51606,12.599327,303,,100,-57.467876,0.94595706,0.8646559,-81.92248,103.86991,34.959087,0.0044034775,4.2464266,4.4034776e-05
[-0.646  1.24 ],30400,0.86340976,-85.37040046319366,8852.853646278381,7.436513,-71.60898,18.595198,121.3,70.65769,,6101095,11249.723,0.010745111,-156.02809,0.4189424,-90.571335,-1.0,0.005811657,0.5811656,0.09408067,-50.008606,13.447163,304,,100,-52.536945,1.0745113,0.86340976,-85.3704,106.019485,22.632654,0.0032574863,9.408068,3.2574862e-05
[-0.706  1.202],30500,0.8632933,-85.17496298611164,8872.824642181396,14.37878,-77.007416,16.407822,120.73,42.336227,,6113168,12443.552,0.010794614,-127.511185,0.4189424,-89.42534,-1.0,0.0078084893,0.78084886,0.06411649,-50.47793,6.954693,305,,100,-65.79844,1.0794615,0.8632933,-85.17496,77.03326,34.351433,0.019540528,6.4116497,0.00019540527
[-0.836  1.224],30600,0.86299956,-84.64247853532433,8890.283680438995,82.58529,-86.688675,15.77708,119.64,49.853325,,6125132,17444.037,0.004273253,-134.4958,0.4189424,-89.12567,-1.0,0.0095712785,0.9571278,0.02779603,-58.638317,1.2108694,306,,100,-81.755394,0.42732528,0.86299956,-84.64247,75.85748,83.37973,0.28816614,2.779603,0.0028816613
[-0.88  1.23],30700,0.85796505,-82.50392568081617,8909.847656965256,29.525625,-78.35979,15.772113,117.22,41.926407,,6136854,15625.888,0.012617798,-124.43033,0.4189424,-86.65159,-1.0,0.008854476,0.8854477,0.09386792,-48.98277,3.3868885,307,,100,-70.72661,1.2617798,0.85796505,-82.50393,75.447556,32.99591,0.03521531,9.386792,0.0003521531
[-0.914  1.26 ],30800,0.8624254,-85.46067999333144,8929.961470842361,64.817825,-84.96906,19.727726,120.42,77.94646,,6148896,27482.48,0.006395447,-163.40714,0.4189424,-90.907585,-1.0,0.0093784435,0.9378444,0.045256503,-49.091988,1.5427855,308,,100,-78.20352,0.6395447,0.8624254,-85.46067,114.31515,68.25803,0.23121375,4.5256505,0.0023121375
[-0.854  1.248],30900,0.86295724,-82.51501986756921,8948.266361236572,60.142624,-80.10667,18.39532,117.73,74.038635,,6160669,25049.896,0.008599346,-156.55365,0.4189424,-87.733475,-1.0,0.009039733,0.90397334,0.05486245,-48.76178,1.6627142,309,,100,-73.37766,0.8599345,0.86295724,-82.51502,107.79187,52.495106,0.14453298,5.486245,0.0014453297
[-0.904  1.264],31000,0.8621186,-82.02958545982838,8965.637838125229,7.692091,-63.71729,17.057692,116.41,60.952408,,6172310,9923.114,0.008378144,-142.982,0.4189424,-86.79565,-1.0,0.0057347063,0.57347065,0.040974412,-48.58603,13.000366,310,,100,-46.53275,0.8378145,0.8621186,-82.02959,94.395966,31.904156,0.0067699137,4.097441,6.769913e-05
[-1.074  1.271],31100,0.8592664,-82.95410866737366,8982.519468307495,63.62663,-82.54294,17.612154,118.69,66.84109,,6184179,21685.068,0.007386145,-149.7952,0.4189424,-87.94728,-1.0,0.009205266,0.92052656,0.04534013,-58.368492,1.571669,311,,100,-76.28319,0.73861456,0.8592664,-82.9541,91.426704,60.833984,0.115209825,4.534013,0.0011520982
[-1.105  1.288],31200,0.8595334,-84.33631210789085,9002.505231618881,81.334724,-88.32878,16.818655,119.99,53.802845,,6196178,20207.562,0.0047611264,-138.13916,0.4189424,-88.94094,-1.0,0.009958882,0.99588823,0.030919487,-58.075798,1.2294872,312,,100,-83.22305,0.47611263,0.8595334,-84.33631,80.06336,81.396194,0.23451142,3.0919487,0.0023451142
[-1.13  1.3 ],31300,0.8622382,-84.84552914530039,9022.962417602539,22.07107,-76.39351,16.864243,120.71,48.40868,,6208249,14819.953,0.011090019,-133.25421,0.4189424,-89.287346,-1.0,0.007980424,0.79804236,0.081643544,-58.192226,4.530818,313,,100,-66.938805,1.1090019,0.8622382,-84.84553,75.06198,34.116474,0.024789255,8.164354,0.00024789255
[-1.254  1.295],31400,0.86267656,-86.27169408991932,9041.080053329468,96.69992,-90.26928,20.338493,121.53,53.542606,,6220402,19244.555,0.0021599066,-139.8143,0.4189424,-90.93217,-1.0,0.009760645,0.9760645,0.016717346,-58.805782,1.034127,314,,100,-85.529945,0.21599066,0.86267656,-86.2717,81.008514,95.331795,0.59903765,1.6717347,0.005990376
[-1.261  1.291],31500,0.86424387,-85.03356011182069,9058.903614521027,8.849376,-69.72928,18.426764,120.45,60.6869,,6232447,14327.061,0.009783327,-145.72046,0.4189424,-89.89091,-1.0,0.0065929685,0.6592969,0.05732557,-57.845825,11.300232,315,,100,-53.400906,0.97833264,0.86424387,-85.033554,87.87463,31.230791,0.008893408,5.7325573,8.893407e-05
[-1.308  1.254],31600,0.8640033,-89.36216359853745,9079.698473930359,6.5903587,-68.948975,17.856024,127.04,65.133286,,6245151,11879.406,0.008144693,-154.49545,0.4189424,-94.51201,-1.0,0.0057767057,0.5776706,0.056505594,-47.998314,15.17368,316,,100,-48.888554,0.81446934,0.8640033,-89.36216,106.49714,33.468605,0.0036225854,5.6505594,3.6225854e-05
[-1.304  1.295],31700,0.86194265,-84.81433711677789,9099.202212572098,78.86461,-84.63726,19.767422,120.32,54.78889,,6257183,19759.639,0.006165354,-139.60323,0.4189424,-89.46777,-1.0,0.009568709,0.9568708,0.042414647,-57.476627,1.2679958,317,,100,-79.39724,0.6165354,0.86194265,-84.81434,82.1266,70.663666,0.3215121,4.2414646,0.0032151209
[-1.257  1.299],31800,0.8586382,-86.1879774583876,9117.572820425034,36.090282,-85.80582,19.859493,121.72,91.49765,,6269355,36195.336,0.010208314,-177.68562,0.4189424,-92.11083,-1.0,0.009025479,0.90254784,0.05055718,-58.189972,2.770829,318,,100,-75.94675,1.0208313,0.8586382,-86.187965,119.49565,43.87339,0.034308992,5.0557184,0.00034308992
[-1.221  1.272],31900,0.85875297,-84.84165881946683,9136.813125371933,9.116517,-80.86208,17.588875,121.0,68.46841,,6281455,22196.365,0.01182527,-153.31006,0.4189424,-89.951996,-1.0,0.007779943,0.77799433,0.07046287,-57.90467,10.969102,319,,100,-63.93684,1.1825271,0.85875297,-84.84166,95.40539,30.208696,0.009799523,7.046287,9.799523e-05
[-1.219  1.232],32000,0.8619791,-90.15444748833775,9155.746195316315,11.91327,-68.61547,19.095373,128.15,75.24519,,6294270,15233.203,0.008379391,-165.39964,0.4189424,-95.66776,-1.0,0.0060872114,0.60872114,0.04280411,-59.39886,8.394001,320,,100,-52.64205,0.83793914,0.8619791,-90.15444,106.00078,34.54342,0.0122887185,4.2804112,0.00012288718
[-1.11   1.203],32100,0.85894555,-88.32703966110945,9173.782147169113,68.943375,-87.44518,18.640564,125.1,42.915085,,6306780,17054.64,0.0072217863,-131.24213,0.4189424,-92.70178,-1.0,0.009467149,0.946715,0.051165074,-58.120087,1.4504657,321,,100,-82.17645,0.72217864,0.85894555,-88.327034,73.12204,63.21499,0.15106586,5.1165075,0.0015106585
[-1.082  1.187],32200,0.85914993,-89.54075100079179,9189.050591945648,7.375804,-77.39092,17.860723,126.95,69.11397,,6319475,15974.116,0.008649284,-158.65472,0.4189424,-94.82923,-1.0,0.0067723393,0.67723393,0.038790163,-58.003014,13.557844,322,,100,-57.918182,0.8649284,0.85914993,-89.54075,100.65171,38.006794,0.0027098372,3.8790164,2.7098371e-05
[-0.958  1.21 ],32300,0.8574014,-85.87209178835154,9203.611724853516,11.084033,-75.475975,16.07374,122.02,60.21619,,6331677,17149.334,0.011149456,-146.08829,0.4189424,-90.7417,-1.0,0.007302672,0.7302673,0.06925166,-58.235016,9.021987,323,,100,-60.84931,1.1149455,0.8574014,-85.87209,87.85327,30.020945,0.008488556,6.925166,8.488556e-05
[-0.853  1.234],32400,0.8570063,-86.0563290078938,9222.220232248306,7.6496763,-69.36006,18.012516,122.46,56.083153,,6343923,11852.604,0.0091178045,-142.13948,0.4189424,-90.79431,-1.0,0.0063103084,0.63103086,0.051114798,-49.609413,13.072449,324,,100,-52.229485,0.9117804,0.8570063,-86.05633,92.53007,32.385994,0.001397849,5.1114798,1.3978489e-05
[-0.819  1.274],32500,0.8597875,-80.10870903417468,9237.359374046326,19.544085,-78.53356,13.5539055,114.4,41.004242,,6355363,18059.314,0.014481067,-121.11295,0.4189424,-84.145805,-1.0,0.009100518,0.91005194,0.1134012,-58.412315,5.1166377,325,,100,-69.40165,1.4481066,0.8597875,-80.1087,62.700638,28.312332,0.021817848,11.34012,0.00021817848
[-0.852  1.242],32600,0.8655326,-82.63147864103317,9257.988966464996,8.781348,-66.690315,15.308239,117.87,40.79702,,6367150,7616.472,0.008706265,-123.4285,0.4189424,-86.74576,-1.0,0.0063695814,0.6369581,0.0409972,-59.149593,11.3877735,326,,100,-52.80635,0.87062657,0.8655326,-82.63148,64.2789,34.864098,0.0018231057,4.09972,1.8231058e-05
[-0.888  1.203],32700,0.8629743,-87.32453497931361,9279.361923456192,9.540205,-78.48104,18.172075,124.31,58.167046,,6379581,23278.773,0.013788316,-145.49158,0.4189424,-92.17425,-1.0,0.0076260357,0.7626036,0.111086234,-58.69825,10.481955,327,,100,-62.779663,1.3788316,0.8629743,-87.32454,86.79333,23.42428,0.005757992,11.1086235,5.757992e-05
[-0.91   1.165],32800,0.85990304,-87.03059009134769,9297.8739631176,12.605099,-79.033936,17.089685,123.74,40.68517,,6391955,20135.781,0.01716574,-127.71576,0.4189424,-91.28778,-1.0,0.008231236,0.8231236,0.15734512,-59.02133,7.9332976,328,,100,-67.04308,1.716574,0.85990304,-87.030594,68.69443,18.69489,0.015190179,15.734512,0.0001519018
[-0.877  1.127],32900,0.8540106,-88.4423689365387,9320.031175851822,21.713417,-87.16509,19.217247,125.21,64.44545,,6404476,20506.889,0.009718433,-152.88782,0.4189424,-93.538635,-1.0,0.008427318,0.84273195,0.05259538,-49.193787,4.6054473,329,,100,-76.22836,0.97184336,0.8540106,-88.44236,103.69403,42.920605,0.015686065,5.259538,0.00015686065
[-0.792  1.1  ],33000,0.8572606,-91.41899956732988,9342.645103693008,94.167305,-95.69818,19.715816,128.89,47.082954,,6417365,19429.205,0.0025259408,-138.50195,0.4189424,-96.035736,-1.0,0.009889709,0.9889709,0.017834125,-59.23268,1.0619397,330,,100,-90.94062,0.25259408,0.8572606,-91.41901,79.26927,93.876,0.55881286,1.7834125,0.005588128
[-0.788  1.093],33100,0.86376065,-92.55619098126888,9361.331636428833,6.58657,-78.51174,20.505352,130.49,64.05943,,6430414,14649.305,0.008880966,-156.61563,0.4189424,-97.77671,-1.0,0.006549674,0.6549674,0.044578083,-58.733337,15.182409,331,,100,-58.170185,0.88809675,0.86376065,-92.55619,97.88229,35.228962,0.004742438,4.4578085,4.742438e-05
[-0.808  1.136],33200,0.8575298,-88.17777678489685,9381.187530517578,44.049824,-85.610146,20.35179,125.08,66.9265,,6442922,22889.812,0.009159144,-155.10428,0.4189424,-93.347916,-1.0,0.008669606,0.8669606,0.07054976,-58.634583,2.2701566,332,,100,-77.820274,0.9159144,0.8575298,-88.17777,96.469696,47.256287,0.060291756,7.054976,0.0006029176
[-0.749  1.115],33300,0.8581829,-88.46591414868831,9400.309072971344,6.673026,-78.29851,17.827362,124.93,63.56186,,6455415,11343.308,0.010867698,-152.02777,0.4189424,-93.53351,-1.0,0.006162709,0.61627096,0.08852601,-50.54112,14.985704,333,,100,-58.681156,1.0867698,0.8581829,-88.46592,101.48665,24.332115,0.0012643479,8.852601,1.2643479e-05
[-0.749  1.072],33400,0.8654695,-93.92389880940318,9418.667755126953,25.260386,-94.66904,23.307474,132.52,84.079124,,6468667,34304.746,0.011417332,-178.00302,0.4189424,-99.85733,-1.0,0.0088522835,0.88522834,0.0663065,-58.593346,3.958768,334,,100,-82.86349,1.1417333,0.8654695,-93.9239,119.409676,37.544807,0.027677927,6.6306505,0.00027677926
[-0.86   1.065],33500,0.86452043,-94.70528809010983,9439.75755572319,7.5274506,-87.474335,19.33053,133.59,78.600655,,6482026,16712.01,0.008915357,-173.30594,0.4189424,-100.482155,-1.0,0.006498958,0.64989585,0.052575186,-59.22554,13.28471,335,,100,-66.4187,0.8915358,0.86452043,-94.70529,114.0804,34.69967,0.00761733,5.257519,7.61733e-05
[-0.837  1.024],33600,0.86533,-100.25680639281869,9459.701294183731,19.736921,-95.589874,23.80709,141.01,70.830505,,6496127,37186.37,0.014642787,-171.08731,0.4189424,-105.95972,-1.0,0.008763634,0.8763635,0.121357165,-58.833263,5.0666466,336,,100,-82.753075,1.4642787,0.86533,-100.256805,112.25404,26.372936,0.011493837,12.135716,0.000114938375
[-0.818  1.055],33700,0.8634006,-93.18988111183047,9477.682758331299,13.39709,-93.081955,22.074055,131.57,97.37878,,6509284,37724.797,0.012904387,-190.56866,0.4189424,-99.54217,-1.0,0.007645858,0.76458585,0.094432145,-59.61725,7.4643073,337,,100,-75.726944,1.2904389,0.8634006,-93.18988,130.95142,25.983885,0.00935623,9.443214,9.3562296e-05
[-0.86   1.022],33800,0.8626897,-95.15132717356086,9495.786968708038,9.127568,-85.05846,22.15173,135.04,70.77955,,6522788,21368.059,0.011930284,-165.93088,0.4189424,-100.68235,-1.0,0.007128524,0.7128523,0.08383412,-59.028873,10.95582,338,,100,-66.750984,1.1930285,0.8626897,-95.15133,106.90201,26.309341,0.0026955039,8.383412,2.6955038e-05
[-0.895  1.06 ],33900,0.86027396,-97.36040084883571,9517.091788291931,6.5019226,-68.330826,22.68923,137.12,86.04356,,6536500,9359.102,0.0056475466,-183.40396,0.4189424,-103.47386,-1.0,0.0044735773,0.4473577,0.03262092,-59.01507,15.380066,339,,100,-44.355385,0.5647546,0.86027396,-97.3604,124.388885,38.554794,0.0038609211,3.262092,3.860921e-05
[-0.919  1.02 ],34000,0.86184186,-101.010171751827,9540.689321517944,17.910278,-98.73983,27.363037,142.62,116.16677,,6550762,62054.996,0.011924901,-217.17694,0.4189424,-108.249405,-1.0,0.008663473,0.86634725,0.07762017,-59.93267,5.5833864,340,,100,-81.63411,1.1924902,0.86184186,-101.01018,157.24426,34.54667,0.011816949,7.7620173,0.00011816948
[-0.913  1.052],34100,0.8630152,-94.60676825493574,9561.334749698639,98.74336,-100.51126,22.423397,133.19,84.56289,,6564081,33193.895,0.0011723725,-179.16966,0.4189424,-100.579094,-1.0,0.010015904,1.0015904,0.013725896,-59.94062,1.0127263,341,,100,-94.50105,0.11723725,0.8630152,-94.606766,119.22904,98.648415,0.7888393,1.3725897,0.007888393
[-0.911  1.054],34200,0.85846007,-94.60425111219287,9579.918412923813,6.1963677,-62.186867,20.489218,133.52,61.68094,,6577433,7466.142,0.0069847535,-156.28519,0.4189424,-99.81376,-1.0,0.0045409785,0.4540979,0.04571255,-59.655815,16.138487,342,,100,-41.258854,0.6984753,0.85846007,-94.60424,96.62937,29.709414,0.0037026298,4.571255,3.7026297e-05
[-0.901  1.012],34300,0.8610458,-100.90810498565435,9601.191733837128,10.8839855,-92.18555,25.71051,141.51,92.88062,,6591584,34112.008,0.01191251,-193.78873,0.4189424,-107.36773,-1.0,0.0074323458,0.7432346,0.09396299,-67.95081,9.187811,343,,100,-72.60552,1.1912509,0.8610458,-100.908104,125.83791,28.019482,0.008834678,9.396299,8.834677e-05
[-1.     1.043],34400,0.86287487,-101.7017175245285,9622.879022836685,8.466449,-93.26848,26.675245,143.0,82.83265,,6605884,29066.283,0.011920589,-184.53436,0.4189424,-107.85285,-1.0,0.00698694,0.69869417,0.08527538,-58.486946,11.811328,344,,100,-72.12846,1.1920589,0.86287487,-101.70173,126.04742,25.569832,0.0048952103,8.527538,4.89521e-05
[-0.988  1.005],34500,0.8593136,-100.26232631534339,9644.601908922195,7.4414163,-87.00313,25.644384,141.6,95.66018,,6620044,25415.031,0.009499498,-195.92252,0.4189424,-106.79308,-1.0,0.006328276,0.63282764,0.059129555,-58.89885,13.438302,345,,100,-63.06251,0.94994986,0.8593136,-100.26232,137.02367,30.737467,0.0021621936,5.9129558,2.1621936e-05
[-1.079  0.976],34600,0.86835766,-108.32282514959574,9667.120872497559,82.94118,-110.33298,23.926067,152.27,74.86711,,6635271,33086.754,0.0043076915,-183.18994,0.4189424,-114.429146,-1.0,0.009632727,0.96327263,0.029410455,-68.67417,1.2056737,346,,100,-103.62803,0.43076915,0.86835766,-108.32282,114.51577,83.33458,0.28680652,2.9410455,0.0028680651
[-1.044  0.98 ],34700,0.8628031,-108.95134556725621,9688.135051965714,15.841163,-82.03572,29.353806,153.3,141.13945,,6650601,52958.082,0.010101788,-250.09079,0.4189424,-117.287704,-1.0,0.0060103927,0.6010393,0.08358207,-68.53583,6.312668,347,,100,-61.0906,1.0101787,0.8628031,-108.95134,181.55496,26.145027,0.0018263364,8.358208,1.8263363e-05
[-0.92   0.984],34800,0.8635496,-103.00983882337809,9704.934999704361,65.82231,-104.45931,23.397285,144.5,101.96817,,6665051,43210.156,0.0068351002,-204.97801,0.4189424,-109.842445,-1.0,0.009427285,0.9427285,0.042827643,-69.28519,1.5192417,348,,100,-96.03762,0.68351,0.8635496,-103.00984,135.69283,65.54479,0.12063133,4.2827644,0.0012063133
[-0.955  0.999],34900,0.8683791,-103.8204856018722,9722.534056425095,9.774043,-83.80983,27.049257,146.21,115.51822,,6679672,26027.287,0.00785482,-219.33871,0.4189424,-111.131775,-1.0,0.0058814334,0.5881434,0.042222228,-69.125946,10.23118,349,,100,-60.42378,0.7854821,0.8683791,-103.820496,150.21277,35.92424,0.0036910835,4.222223,3.6910835e-05
[-0.967  0.963],35000,0.8590802,-103.51888873264194,9740.187610149384,9.9957285,-101.78085,23.291828,146.02,74.55004,,6694274,31156.92,0.01240521,-178.06894,0.4189424,-109.45452,-1.0,0.008164873,0.8164874,0.08011215,-68.60367,10.004273,350,,100,-83.00673,1.2405211,0.8590802,-103.51889,109.46527,30.226171,0.0062483875,8.011215,6.248387e-05
[-0.951  0.999],35100,0.86089295,-104.24169870361686,9755.17631483078,19.179218,-93.30403,22.395065,146.55,58.53558,,6708929,25838.201,0.012394547,-162.77728,0.4189424,-109.66762,-1.0,0.008092203,0.8092204,0.07967667,-59.1929,5.213977,351,,100,-80.91444,1.2394547,0.86089295,-104.2417,103.58438,29.886442,0.012199996,7.967667,0.00012199996
[-0.871  1.021],35200,0.85720575,-98.61332456126809,9772.32883143425,20.350554,-96.50662,25.534418,138.9,84.41274,,6722819,42939.098,0.014279489,-183.02606,0.4189424,-104.71419,-1.0,0.008671899,0.86719,0.11674719,-59.1528,4.9138713,352,,100,-82.98267,1.4279488,0.85720575,-98.61332,123.87326,26.943865,0.03695702,11.67472,0.00036957022
[-0.918  1.052],35300,0.8630468,-93.33341664388776,9789.535618543625,17.338104,-77.5465,22.52107,131.71,117.06106,,6735990,34494.26,0.008393475,-210.39447,0.4189424,-100.34657,-1.0,0.0070478367,0.7047836,0.042027514,-59.804592,5.7676435,353,,100,-60.703777,0.83934754,0.8630468,-93.33342,150.58987,41.351147,0.01644915,4.2027516,0.00016449149
[-0.83   1.075],35400,0.86146915,-91.45396706297994,9805.2001953125,12.505786,-92.50229,20.893974,128.89,69.67294,,6748879,32299.658,0.013244425,-161.1269,0.4189424,-96.82486,-1.0,0.0087937005,0.8793701,0.08455103,-58.665985,7.996299,354,,100,-77.31461,1.3244426,0.86146915,-91.45397,102.46092,30.595856,0.00119842,8.455103,1.1984199e-05
[-0.832  1.112],35500,0.86913353,-90.86492931246758,9818.149394750595,11.562176,-79.36874,21.762497,128.16,94.18638,,6761695,31629.012,0.01114634,-185.05132,0.4189424,-97.03331,-1.0,0.007107126,0.7107127,0.06884997,-59.134834,8.648891,355,,100,-61.228157,1.1146339,0.86913353,-90.86493,125.91648,28.904512,0.00043007225,6.8849974,4.3007226e-06
[-0.798  1.148],35600,0.8637779,-88.7724582631886,9832.311804056168,11.096876,-83.45261,19.144638,125.21,64.41638,,6774216,20333.592,0.011539284,-153.18884,0.4189424,-93.87875,-1.0,0.007747172,0.7747173,0.07434595,-58.815342,9.011545,356,,100,-68.1239,1.1539285,0.8637779,-88.77246,94.373505,31.069786,0.024466816,7.4345946,0.00024466816
[-0.667  1.164],35700,0.8586142,-88.27216918945312,9845.008686542511,10.829188,-69.37607,21.305452,124.07,90.50958,,6786623,20559.111,0.008606118,-178.78175,0.4189424,-94.23156,-1.0,0.006112642,0.6112642,0.052364245,-59.044563,9.2343025,357,,100,-51.266666,0.86061186,0.8586142,-88.27217,119.73719,33.53182,0.008451335,5.2364244,8.451335e-05
