Iteration,MeanEntropy,OptimizationReturnMean,ReturnMeanIW,TimestepsSoFar,ReturnStepMaxmin,InitialReturnMean,EpLenMean,Bound,MeanIW,StdIW,MeanIWNorm,EpThisIter,LearnableVariance,InitialBound,StdIWNorm,EmpiricalD2,MaxIW,TimeElapsed,MinIW,ESSRenyi,InitialReturnMax,ReturnStepMax,OptimizationReturnMin,MaxIWNorm,J_sample_variance,ESSClassic,EpRewMean,VarianceInit,MinIWNorm,Weights,EpisodesSoFar,OptimizationReturnMax,InitialReturnMin,InitialReturnStd
283,0.4189424,39.99405,-35.33881,4890043,0.8632827,-70.224945,100.76,-47.828705,0.51280576,0.8552931,0.005128057,100,,-73.8989,0.008552931,11.5570545,6.3840895,6910.70504283905,0.0091820825,8.652723,-50.43083,0.8632827,,0.063840896,4758.772,26.442509,-70.22494116574526,-1.0,9.1820824e-05,[0.005 1.485],28300,59.788166,-110.218994,12.769884
284,0.4189424,44.48647,-68.24495,4900796,0.8636859,-74.98831,107.53,-75.87342,0.90149665,1.1987514,0.009014968,100,,-78.97081,0.011987514,3.6691492,8.131685,6927.619475841522,0.018245747,27.254274,-49.85376,0.8636859,,0.08131685,14714.712,36.124626,-74.98831526055932,-1.0,0.00018245747,[-0.133  1.464],28400,69.621025,-119.474785,14.164614
285,0.4189424,58.539497,-41.514145,4911457,0.86536294,-74.12267,106.61,-59.37623,0.56350243,0.86809933,0.0056350236,100,,-78.54475,0.008680993,16.315954,6.2372904,6943.711554527283,0.009139227,6.12897,-49.29792,0.86536294,,0.062372904,8452.511,29.644825,-74.12267498061061,-1.0,9.139226e-05,[-0.229  1.447],28500,83.36425,-132.66217,15.580876
286,0.4189424,39.92778,-58.4494,4922274,0.86262095,-75.819725,108.17,-73.158936,0.7890513,1.4871694,0.007890513,100,,-79.67797,0.014871693,14.53507,10.851744,6958.967360019684,0.0019374535,6.8799114,-50.06466,0.86262095,,0.10851744,13951.643,21.966888,-75.81972179666161,-1.0,1.9374535e-05,[-0.383  1.43 ],28600,65.68284,-115.7475,13.727698
287,0.4189424,38.944767,-52.08703,4932981,0.85863096,-73.95789,107.07,-66.8512,0.7061197,1.1966145,0.007061197,100,,-77.72131,0.011966145,15.390482,7.5135846,6976.216376781464,0.0031076586,6.4975224,-50.659576,0.85863096,,0.07513584,8901.467,25.827885,-73.9578924883902,-1.0,3.1076586e-05,[-0.349  1.474],28700,62.243088,-112.902664,12.82781
288,0.4189424,45.11839,-65.60574,4944196,0.8585584,-78.24932,112.15,-74.59312,0.86361015,1.2801753,0.008636101,100,,-82.36158,0.012801754,4.7764497,9.038963,6991.804999828339,0.018966867,20.936052,-51.04849,0.8585584,,0.09038963,16308.595,31.275686,-78.24932121232152,-1.0,0.00018966866,[-0.259  1.432],28800,72.319214,-123.36771,15.244276
289,0.4189424,42.90132,-72.55105,4955151,0.8607203,-76.87244,109.55,-76.93171,0.9472237,0.412528,0.009472239,100,,-80.8649,0.00412528,1.2039205,2.1794982,7005.524296998978,0.2908504,83.061966,-50.115005,0.8607203,,0.021794982,13632.443,84.056816,-76.87244004875421,-1.0,0.0029085039,[-0.23   1.465],28900,69.65876,-119.773766,16.94358
290,0.4189424,85.50206,-63.12201,4965382,0.8616158,-71.23902,102.31,-69.97252,0.88762903,0.7352865,0.00887629,100,,-76.46373,0.007352865,1.7191854,4.942467,7020.286641120911,0.10665641,58.167084,-49.421135,0.8616158,,0.04942467,23544.879,59.30498,-71.23902872994542,-1.0,0.0010665641,[-0.263  1.457],29000,107.319954,-156.74109,15.628371
291,0.4189424,64.22013,-52.25339,4975877,0.86634433,-73.21743,104.95,-66.80498,0.7557634,1.167118,0.0075576343,100,,-77.79868,0.01167118,10.089099,9.624046,7037.386435747147,0.004392518,9.911688,-49.677696,0.86634433,,0.09624046,17594.504,29.543562,-73.21742563992738,-1.0,4.392518e-05,[-0.295  1.478],29100,87.759865,-137.43756,16.935764
292,0.4189424,43.300106,-46.312065,4986775,0.85600513,-75.94513,108.98,-65.61841,0.6028886,0.95506614,0.006028886,100,,-79.919975,0.009550662,23.591755,5.788353,7054.750915288925,0.0006752346,4.238769,-49.85697,0.85600513,,0.057883527,6774.0596,28.493824,-75.94513192266226,-1.0,6.7523456e-06,[-0.434  1.507],29200,69.38827,-119.24524,15.527129
293,0.4189424,53.100357,-48.559082,4997396,0.8643533,-73.89397,106.21,-61.020645,0.70704633,1.1705098,0.007070463,100,,-78.127106,0.011705098,8.666009,7.399419,7072.733128786087,0.008217225,11.539337,-49.680172,0.8643533,,0.07399419,13931.167,26.733282,-73.89395967260003,-1.0,8.217225e-05,[-0.526  1.553],29300,77.31415,-126.994316,14.929169
294,0.4189424,56.27495,-56.54818,5008052,0.8608101,-74.26729,106.56,-69.983246,0.7616428,1.1538122,0.007616428,100,,-78.6187,0.011538122,9.532795,7.4733152,7089.78718495369,0.00026411493,10.490103,-48.86351,0.8608101,,0.07473315,14340.482,30.34975,-74.26729204431176,-1.0,2.6411492e-06,[-0.588  1.593],29400,81.67873,-130.54224,14.39712
295,0.4189424,48.14054,-49.03105,5018584,0.85672855,-73.359764,105.32,-62.03444,0.69610864,1.1594213,0.0069610868,100,,-77.409775,0.011594212,10.308628,8.744186,7108.202547311783,0.00857076,9.700612,-49.544098,0.85672855,,0.08744186,11768.46,26.496098,-73.3597636012733,-1.0,8.5707594e-05,[-0.655  1.633],29500,71.95621,-121.500305,12.936272
296,0.4189424,30.026096,-47.33502,5028922,0.8587524,-71.94049,103.38,-61.93704,0.6483879,1.1696347,0.0064838785,100,,-75.33937,0.011696348,18.456642,8.826522,7125.857948541641,0.0018526493,5.4181037,-48.84588,0.8587524,,0.08826522,5400.2197,23.506744,-71.94048682510852,-1.0,1.8526493e-05,[-0.774  1.608],29600,53.120705,-101.96658,12.4191
297,0.4189424,42.5554,-50.33166,5039297,0.85333866,-72.604645,103.75,-65.90742,0.70900756,1.1605892,0.0070900763,100,,-76.44332,0.0116058905,16.464067,8.405129,7142.288101911545,0.002668979,6.0738335,-49.392235,0.85333866,,0.084051296,10263.968,27.177536,-72.60465026125311,-1.0,2.6689791e-05,[-0.727  1.653],29700,65.767815,-115.16005,13.671203
298,0.4189424,43.65779,-41.36715,5049590,0.85782605,-71.78611,102.93,-57.38481,0.59927076,0.87288517,0.005992708,100,,-75.63425,0.008728852,17.32601,4.9443293,7159.132556915283,0.0047207065,5.7716694,-48.875504,0.85782605,,0.049443293,6718.634,32.034626,-71.78611453786492,-1.0,4.7207064e-05,[-0.605  1.612],29800,66.568405,-115.44391,13.75106
299,0.4189424,55.97076,-70.20268,5060392,0.86069024,-74.842285,108.02,-75.83699,0.96392477,0.7410908,0.009639249,100,,-79.20271,0.0074109077,1.6696347,3.9583511,7175.646367549896,0.12987188,59.89334,-49.067657,0.86069024,,0.03958351,18386.746,62.84984,-74.84228626579046,-1.0,0.0012987187,[-0.613  1.565],29900,81.74539,-130.81305,14.041109
300,0.4189424,36.42316,-52.697376,5070460,0.8591521,-70.09042,100.68,-65.35365,0.74902666,1.1161264,0.007490266,100,,-73.64088,0.011161264,12.707036,5.0365334,7191.125980138779,0.009029091,7.8696556,-49.043648,0.8591521,,0.050365333,8407.344,31.051992,-70.09042304933071,-1.0,9.029091e-05,[-0.69   1.566],30000,57.46994,-106.51359,12.905454
301,0.4189424,67.47725,-46.976395,5081050,0.8571545,-73.85408,105.9,-60.567043,0.6413724,0.72860384,0.0064137224,100,,-78.56513,0.0072860373,8.322348,4.7223043,7208.7799389362335,0.0009545925,12.015841,-49.57949,0.8571545,,0.047223043,11308.112,43.658348,-73.85407914817333,-1.0,9.5459245e-06,[-0.562  1.53 ],30100,91.75184,-141.33133,16.418438
302,0.4189424,69.88416,-73.66708,5091709,0.85612804,-74.11193,106.59,-78.55605,0.99230224,0.2064067,0.009923023,100,,-78.911804,0.002064067,1.0374713,2.069089,7228.471749305725,0.61465895,96.38821,-49.413956,0.85612804,,0.020690888,21042.508,95.85271,-74.1119265332818,-1.0,0.0061465893,[-0.712  1.524],30200,94.58214,-143.9961,15.124247
303,0.4189424,45.73044,-46.9506,5102041,0.8573609,-72.051865,103.32,-60.012615,0.6677394,0.9667236,0.0066773933,100,,-75.97794,0.009667236,11.068857,4.365407,7246.929296016693,0.0003652873,9.034356,-48.60638,0.8573609,,0.04365407,8764.662,32.299774,-72.05186551600694,-1.0,3.652873e-06,[-0.71   1.519],30300,69.17592,-117.7823,13.660477
304,0.4189424,60.370018,-74.41219,5112927,0.86444736,-75.75614,108.86,-79.28402,0.981433,0.40098906,0.0098143285,100,,-80.29368,0.0040098904,1.1527704,2.408974,7265.868393659592,0.3242319,86.74754,-49.595753,0.86444736,,0.024089739,18863.635,85.694695,-75.75614126563072,-1.0,0.0032423188,[-0.863  1.543],30400,86.53041,-136.12616,16.012127
305,0.4189424,46.4579,-45.493195,5123769,0.8525655,-75.719666,108.42,-61.346214,0.59687835,0.85609406,0.005968783,100,,-79.792244,0.008560941,15.152475,4.7329564,7285.011871814728,0.00017407571,6.5995817,-49.336033,0.8525655,,0.047329564,6866.603,32.70993,-75.71966148629785,-1.0,1.740757e-06,[-0.878  1.553],30500,72.84154,-122.17757,14.439003
306,0.4189424,49.661453,-74.6288,5134461,0.85835975,-74.84723,106.92,-78.84079,0.99631697,0.17697471,0.009963171,100,,-78.99751,0.0017697472,1.0299548,1.515285,7303.940247058868,0.61008716,97.09164,-48.814266,0.85835975,,0.01515285,15890.255,96.94129,-74.84722520366311,-1.0,0.0061008716,[-1.045  1.544],30600,75.69441,-124.50868,16.049757
307,0.4189424,81.03543,-67.13787,5145450,0.85723925,-76.81352,109.89,-77.098366,0.9284758,1.0474194,0.009284759,100,,-82.07516,0.010474194,3.5836127,6.315097,7322.739371776581,0.028982874,27.9048,-49.56173,0.85723925,,0.063150965,30677.36,44.001995,-76.81351882576942,-1.0,0.00028982872,[-1.027  1.545],30700,108.287224,-157.84895,15.489966
308,0.4189424,43.847553,-52.497425,5156037,0.8636174,-73.98983,105.87,-66.06177,0.7316243,1.1061883,0.0073162424,100,,-77.91774,0.011061882,11.925415,6.1333814,7341.812644004822,0.0053154286,8.385452,-48.949852,0.8636174,,0.061333813,10767.262,30.431866,-73.98982934400439,-1.0,5.3154286e-05,[-1.001  1.574],30800,68.887535,-117.83739,12.90974
309,0.4189424,36.822964,-55.163204,5166570,0.8691386,-73.881805,105.33,-65.26502,0.74065,1.46589,0.0074065006,100,,-77.57197,0.014658899,7.4939184,12.482311,7356.380678653717,0.008629784,13.344153,-49.077515,0.8691386,,0.12482311,9174.71,20.336744,-73.88180703908205,-1.0,8.629784e-05,[-0.983  1.53 ],30900,61.62726,-110.70477,14.574152
310,0.4189424,34.74601,-50.57061,5176972,0.85999405,-72.30776,104.02,-63.3024,0.66585726,1.2615544,0.006658572,100,,-75.87622,0.012615544,12.729678,8.760766,7372.735650777817,0.008701678,7.855658,-48.023727,0.85999405,,0.08760766,6736.6855,21.788248,-72.3077624438703,-1.0,8.701678e-05,[-1.006  1.492],31000,59.030045,-107.05377,12.897851
311,0.4189424,36.1913,-53.64635,5187828,0.8603934,-76.37895,108.56,-68.90221,0.73482925,1.1025409,0.007348293,100,,-80.13129,0.011025409,16.529823,6.0516543,7388.312289714813,0.005104133,6.0496716,-48.150036,0.8603934,,0.060516544,9476.155,30.757755,-76.37895043030382,-1.0,5.1041327e-05,[-1.035  1.449],31100,64.42021,-112.57025,14.853926
312,0.4189424,47.097782,-71.45471,5198837,0.8650386,-76.988075,110.09,-77.4371,0.9610479,0.91591746,0.009610479,100,,-81.124275,0.009159175,2.0919313,6.0690794,7402.018028497696,0.06661752,47.802715,-48.71751,0.8650386,,0.060690794,17133.375,52.403046,-76.98808030426503,-1.0,0.00066617515,[-0.855  1.45 ],31200,75.36835,-124.08586,14.510609
313,0.4189424,48.795345,-50.567505,5209649,0.85974866,-75.90122,108.12,-67.10351,0.69653165,1.0032667,0.0069653173,100,,-80.05778,0.010032667,15.826853,4.6414175,7416.388473987579,0.0045993305,6.3183756,-49.40061,0.85974866,,0.046414174,10695.461,32.523716,-75.90122853785753,-1.0,4.5993304e-05,[-0.902  1.473],31300,75.29597,-124.69658,15.394417
314,0.4189424,48.14983,-61.799896,5220384,0.866169,-74.931816,107.35,-71.433525,0.85082865,1.3263218,0.008508286,100,,-79.03454,0.013263217,5.5136046,8.560788,7433.665594816208,0.012313213,18.136955,-49.017403,0.866169,,0.08560788,15548.756,29.154167,-74.93182134196162,-1.0,0.00012313212,[-0.92   1.519],31400,74.06425,-123.08165,14.427531
315,0.4189424,76.932785,-51.037354,5230816,0.86373484,-73.10043,104.32,-64.98505,0.7064411,1.0059515,0.0070644123,100,,-78.10153,0.010059515,7.7780833,5.1700597,7451.038988828659,0.0018402068,12.856638,-49.117535,0.86373484,,0.051700596,17850.467,33.02845,-73.10042986780405,-1.0,1.8402068e-05,[-0.904  1.483],31500,100.91568,-150.03322,14.016863
316,0.4189424,60.263527,-59.14147,5242038,0.8635757,-78.86873,112.22,-74.671394,0.78422004,1.1683208,0.007842201,100,,-83.506454,0.011683206,11.213099,6.2810073,7466.534718751907,0.0013894107,8.918141,-48.86203,0.8635757,,0.06281007,18496.416,31.06106,-78.86872096255422,-1.0,1.3894107e-05,[-0.855  1.442],31600,90.27022,-139.13225,14.995496
317,0.4189424,40.04538,-51.88937,5252474,0.86113024,-73.09244,104.36,-65.20611,0.6555064,0.9410696,0.006555063,100,,-76.86371,0.009410696,12.468746,6.080075,7482.419204950333,0.0020115746,8.020053,-49.240376,0.86113024,,0.060800746,6329.0674,32.66847,-73.09244050130248,-1.0,2.0115745e-05,[-0.736  1.467],31700,63.89744,-113.13782,13.9039545
318,0.4189424,61.76034,-37.42502,5263463,0.8623394,-76.78159,109.89,-55.128918,0.49713767,0.6389732,0.0049713766,100,,-81.39966,0.0063897315,14.696638,4.292714,7496.1236827373505,0.0033643227,6.8042774,-49.824326,0.8623394,,0.04292714,6473.4917,37.707287,-76.78159463018179,-1.0,3.3643228e-05,[-0.579  1.443],31800,88.717606,-138.54193,16.404255
319,0.4189424,45.392612,-47.096085,5274214,0.85980034,-75.42145,107.51,-61.671356,0.64117986,1.1238515,0.0064117988,100,,-79.44858,0.011238515,13.099081,7.231783,7512.390481233597,0.0041844267,7.6341233,-49.100327,0.85980034,,0.07231783,9510.506,24.556383,-75.42145016357303,-1.0,4.1844265e-05,[-0.415  1.451],31900,71.71374,-120.814064,14.835
320,0.4189424,74.49411,-44.202213,5285213,0.866604,-76.99251,109.99,-62.510876,0.5679247,0.728873,0.005679246,100,,-82.04205,0.00728873,13.146411,3.247394,7531.09335899353,0.004613219,7.606639,-49.329594,0.866604,,0.03247394,10300.874,37.77706,-76.99250498786569,-1.0,4.6132187e-05,[-0.589  1.453],32000,102.15703,-151.48662,18.518578
321,0.4189424,85.110886,-55.188587,5296294,0.8589352,-77.55367,110.81,-71.38615,0.68643785,0.99895215,0.0068643778,100,,-82.97582,0.0099895215,8.923919,5.4296265,7548.597239971161,0.0033318854,11.205839,-49.036095,0.8589352,,0.054296263,19553.459,32.073803,-77.55367357298732,-1.0,3.3318855e-05,[-0.635  1.413],32100,113.62847,-162.66457,17.220947
322,0.4189424,38.55442,-66.29051,5307211,0.860011,-76.183044,109.17,-73.68261,0.8987704,1.2491122,0.008987702,100,,-80.00762,0.012491122,3.7356586,8.623575,7568.746149778366,0.028548859,26.769041,-49.65995,0.860011,,0.08623575,13457.747,34.111675,-76.18304089620709,-1.0,0.00028548858,[-0.716  1.381],32200,65.077515,-114.737465,12.435112
323,0.4189424,40.97236,-53.127213,5318234,0.8611598,-76.789314,110.23,-67.0579,0.72894144,1.1281078,0.0072894143,100,,-80.7147,0.011281078,12.5944605,5.711131,7587.0554938316345,0.0012701029,7.9399986,-49.59771,0.8611598,,0.057111308,10707.716,29.454582,-76.78931648135185,-1.0,1.2701029e-05,[-0.737  1.413],32300,68.16396,-117.76167,15.247037
324,0.4189424,49.993065,-75.42665,5329617,0.8688083,-79.51823,113.83,-82.14091,0.9513024,0.9920289,0.009513024,100,,-83.835266,0.009920289,2.4189286,6.141542,7605.607116937637,0.060991272,41.34062,-49.573814,0.8688083,,0.06141542,17822.416,47.905216,-79.51822324827313,-1.0,0.00060991273,[-0.703  1.454],32400,79.93748,-129.51129,15.534302
325,0.4189424,63.542583,-77.091896,5340850,0.8673675,-78.81313,112.33,-82.1753,0.9903349,0.41458058,0.00990335,100,,-83.55832,0.0041458057,1.1476318,2.8758483,7622.513939142227,0.2861503,87.13596,-48.56301,0.8673675,,0.028758483,21198.223,85.08841,-78.81312897711992,-1.0,0.002861503,[-0.685  1.428],32500,93.7927,-142.35571,16.599672
326,0.4189424,58.84302,-70.25358,5351897,0.8635514,-77.474304,110.47,-76.19102,0.873997,0.8414911,0.008739968,100,,-82.01823,0.00841491,1.7074116,6.122412,7640.245181560516,0.16286233,58.568184,-48.72766,0.8635514,,0.06122412,16349.067,51.894173,-77.47431270182133,-1.0,0.0016286232,[-0.69   1.439],32600,87.589676,-136.31734,16.855742
327,0.4189424,48.97729,-68.35456,5362645,0.8573142,-75.03236,107.48,-73.77329,0.9022686,0.6453926,0.009022686,100,,-79.166,0.0064539257,1.7184099,2.9144123,7657.793099164963,0.14549588,58.193333,-48.789673,0.8573142,,0.029144121,13995.417,66.15271,-75.03235140055418,-1.0,0.0014549587,[-0.627  1.449],32700,75.21997,-124.00964,16.204584
328,0.4189424,46.124527,-41.993137,5373496,0.8634584,-75.93429,108.51,-57.644753,0.58056134,1.0881878,0.005805614,100,,-80.002914,0.0108818775,14.798668,8.143041,7677.591502666473,0.0023926387,6.7573647,-50.07381,0.8634584,,0.081430405,8517.786,22.156889,-75.93428761601449,-1.0,2.3926386e-05,[-0.708  1.453],32800,71.985,-122.05881,13.821748
329,0.4189424,61.54925,-53.970142,5384002,0.86359054,-73.608826,105.06,-66.93115,0.7737091,1.1844258,0.00773709,100,,-78.1141,0.011844257,8.276299,7.786012,7698.23913192749,0.009453598,12.082695,-49.617752,0.86359054,,0.07786012,17994.365,29.909006,-73.60883083343506,-1.0,9.453598e-05,[-0.744  1.499],32900,85.54033,-135.15808,13.601837
330,0.4189424,68.044525,-73.09612,5394584,0.8662919,-73.43732,105.82,-77.89998,0.9925538,0.20719168,0.009925538,100,,-78.15338,0.0020719166,1.0375794,1.6339282,7716.630972623825,0.5683976,96.37817,-48.87364,0.8662919,,0.016339282,20348.873,95.82447,-73.43731954425573,-1.0,0.0056839758,[-0.743  1.54 ],33000,92.6082,-141.48184,15.525338
331,0.4189424,50.23295,-42.448708,5405011,0.8616155,-73.151505,104.27,-57.339592,0.5918088,0.9026511,0.005918088,100,,-77.26432,0.00902651,13.108791,6.095845,7733.633765697479,0.0039655627,7.6284685,-49.16338,0.8616155,,0.060958453,7817.972,30.062891,-73.1515035970509,-1.0,3.9655624e-05,[-0.739  1.534],33100,74.22107,-123.38445,15.157446
332,0.4189424,50.91947,-57.51047,5415461,0.8614981,-72.76386,104.5,-70.57397,0.7651105,1.186532,0.007651104,100,,-76.886635,0.011865319,10.040123,8.553323,7753.0918571949005,0.008041995,9.960037,-49.272247,0.8614981,,0.085533224,12690.642,29.368793,-72.76386093348265,-1.0,8.0419944e-05,[-0.851  1.574],33200,74.41109,-123.683334,15.741963
333,0.4189424,42.67881,-31.208967,5426054,0.8645128,-74.04632,105.93,-44.82864,0.41812503,0.58376455,0.0041812495,100,,-77.93716,0.005837646,12.253132,3.9649308,7769.337215185165,0.0031186466,8.161179,-49.17974,0.8645128,,0.039649308,2935.19,33.907158,-74.04631874591112,-1.0,3.1186464e-05,[-0.911  1.615],33300,67.54539,-116.72513,15.6188755
334,0.4189424,51.831654,-60.34606,5436796,0.852303,-75.22596,107.42,-67.720245,0.8235116,0.88842076,0.008235116,100,,-79.461205,0.008884207,3.031581,6.9045916,7786.380497932434,0.058345534,32.986088,-47.9943,0.852303,,0.069045916,13685.129,46.21386,-75.2259603986144,-1.0,0.0005834553,[-1.08   1.621],33400,79.06332,-127.05762,15.093478
335,0.4189424,55.403595,-66.144615,5447100,0.8614377,-71.8614,103.04,-71.74445,0.9247709,0.7825545,0.009247709,100,,-76.10356,0.007825544,1.74251,3.9752746,7805.796362400055,0.07187721,57.38848,-48.48768,0.8614377,,0.039752744,16134.749,58.27238,-71.86139762371778,-1.0,0.0007187721,[-0.964  1.618],33500,78.77731,-127.26499,14.684874
336,0.4189424,35.373062,-37.220387,5457355,0.85954773,-71.66324,102.55,-54.545246,0.52816004,0.7630581,0.0052816,100,,-75.23112,0.0076305815,23.578693,5.4079227,7824.153476238251,0.0007444374,4.241117,-48.631943,0.85954773,,0.054079227,4309.9307,32.390797,-71.66323885023594,-1.0,7.4443738e-06,[-0.968  1.64 ],33600,58.404358,-107.0363,13.40617
337,0.4189424,48.3042,-65.187355,5467652,0.86128515,-72.03143,102.97,-73.19226,0.88021094,1.2852508,0.008802109,100,,-76.042625,0.012852508,3.9825995,9.718112,7841.232108592987,0.028196942,25.109228,-49.502766,0.86128515,,0.09718112,15000.53,31.927723,-72.03143488451839,-1.0,0.0002819694,[-0.969  1.59 ],33700,70.83287,-120.33563,13.496339
338,0.4189424,64.04626,-51.136887,5478460,0.8607628,-75.32874,108.08,-65.92833,0.7001233,1.0550307,0.0070012324,100,,-79.97458,0.010550307,10.136633,6.786208,7860.903851270676,0.0031939766,9.865209,-49.6817,0.8607628,,0.06786208,14872.437,30.57345,-75.3287385287881,-1.0,3.1939766e-05,[-0.996  1.558],33800,89.6933,-139.375,14.275009
339,0.4189424,36.000824,-57.93211,5488847,0.8591106,-72.70856,103.87,-69.237885,0.8204504,1.421136,0.008204506,100,,-76.33221,0.01421136,9.734396,9.359877,7878.188031673431,0.005281301,10.272851,-48.951904,0.8591106,,0.09359876,11880.376,24.998037,-72.70855483204126,-1.0,5.281301e-05,[-1.013  1.6  ],33900,59.757477,-108.70938,13.71386
340,0.4189424,45.30734,-58.195133,5499134,0.864859,-71.83544,102.87,-65.56405,0.85387015,1.3189088,0.008538701,100,,-75.7402,0.013189089,3.5613828,8.603575,7895.951279878616,0.049188685,28.078981,-48.486015,0.864859,,0.08603574,15076.098,29.534548,-71.8354387126863,-1.0,0.0004918868,[-0.946  1.636],34000,68.65677,-117.142784,14.03984
341,0.4189424,45.120636,-35.70241,5509265,0.8634122,-70.34741,101.31,-49.729965,0.52083457,0.84399074,0.0052083456,100,,-74.19635,0.008439907,13.282584,6.2682114,7913.940397024155,0.0032050803,7.5286555,-48.45941,0.8634122,,0.062682115,5494.7505,27.579473,-70.34741273358465,-1.0,3.20508e-05,[-0.988  1.668],34100,67.00864,-115.46805,12.258867
342,0.4189424,48.180492,-44.013042,5519667,0.8653478,-72.43022,104.02,-58.671864,0.6337301,0.9959278,0.0063373013,100,,-76.45058,0.009959278,13.294402,6.8516827,7933.001564741135,0.003427475,7.521963,-48.46257,0.8653478,,0.06851683,9294.207,28.820803,-72.4302227525413,-1.0,3.4274748e-05,[-0.991  1.623],34200,72.14815,-120.61072,13.591958
343,0.4189424,52.357628,-69.73906,5529845,0.86688364,-71.2374,101.78,-74.001205,0.9761042,0.29531947,0.009761041,100,,-75.35723,0.0029531945,1.0702797,1.8730808,7948.071310043335,0.39032328,93.43352,-48.642197,0.86688364,,0.018730808,15180.247,91.61402,-71.23739746719599,-1.0,0.0039032327,[-1.004  1.668],34300,74.95283,-123.595024,14.949786
344,0.4189424,61.894962,-69.739334,5540152,0.8678043,-72.05823,103.07,-74.71341,0.97720796,0.48813406,0.009772079,100,,-76.52333,0.00488134,1.2409688,2.843476,7965.187067985535,0.30816767,80.5822,-48.76306,0.8678043,,0.028434759,18489.99,80.03077,-72.05823135659098,-1.0,0.0030816766,[-0.975  1.668],34400,85.190125,-133.95319,12.869134
345,0.4189424,44.341053,-52.54608,5550389,0.86182404,-71.18726,102.37,-66.497284,0.7730346,1.3821039,0.0077303457,100,,-75.03821,0.013821038,13.124689,10.678713,7980.444112539291,0.0056158127,7.619228,-48.790333,0.86182404,,0.10678712,13251.639,23.82901,-71.18726633533835,-1.0,5.6158126e-05,[-0.922  1.665],34500,66.73799,-115.52832,13.51411
346,0.4189424,35.740585,-48.014355,5560581,0.86554575,-71.10524,101.92,-61.678352,0.70184904,1.0816437,0.0070184898,100,,-74.66677,0.010816436,14.719159,6.7944613,7998.233635187149,0.0033070948,6.793866,-39.166847,0.86554575,,0.06794461,7813.2827,29.628794,-71.10523981019854,-1.0,3.3070948e-05,[-0.94  1.71],34600,67.67898,-106.845825,12.052937
347,0.4189424,52.5552,-47.388397,5570790,0.8633299,-71.13795,102.09,-59.92292,0.69146276,1.0060498,0.0069146277,100,,-75.26106,0.010060498,9.242016,6.3923683,8016.085601568222,0.009126907,10.82015,-48.817677,0.8633299,,0.06392368,11840.29,32.08311,-71.13794695153832,-1.0,9.126907e-05,[-0.907  1.663],34700,74.87547,-123.693146,12.926969
348,0.4189424,33.16169,-46.04865,5581052,0.86179155,-71.41384,102.62,-59.26367,0.66679657,0.8884998,0.0066679656,100,,-74.899704,0.008884998,14.372036,4.633193,8032.846040010452,0.0018166226,6.9579563,-49.14776,0.86179155,,0.04633193,6155.898,36.029156,-71.41384262070059,-1.0,1.8166225e-05,[-0.975  1.704],34800,55.427773,-104.57553,13.319274
349,0.4189424,60.257412,-68.73022,5591141,0.863379,-70.07725,100.89,-73.48256,0.98167366,0.4450415,0.009816735,100,,-74.421745,0.0044504153,1.1965694,2.1706412,8051.687821626663,0.27729565,83.57225,-48.960228,0.863379,,0.021706412,17432.375,82.95136,-70.07725320845843,-1.0,0.0027729564,[-0.884  1.662],34900,81.37444,-130.33467,13.094655
350,0.4189424,34.870163,-55.058533,5601294,0.8550823,-70.43897,101.53,-67.38316,0.8076803,1.3084012,0.008076803,100,,-73.94929,0.013084012,12.327031,7.886137,8068.751272678375,0.003848496,8.112253,-49.245945,0.8550823,,0.07886137,10425.408,27.59202,-70.43897573962808,-1.0,3.848496e-05,[-0.879  1.674],35000,56.06319,-105.309135,11.754917
351,0.4189424,35.91011,-46.954594,5611658,0.86362916,-71.79396,103.64,-60.33296,0.65838426,1.124595,0.0065838424,100,,-75.384094,0.01124595,13.886228,7.469902,8083.957882165909,0.0023069975,7.20138,-49.794495,0.86362916,,0.07469902,6918.334,25.525492,-71.79395874083042,-1.0,2.3069975e-05,[-0.93   1.718],35100,57.909576,-107.70407,13.348987
352,0.4189424,60.829967,-51.830982,5622209,0.85490656,-74.141655,105.51,-64.28001,0.7568607,1.2397063,0.0075686066,100,,-78.64071,0.012397063,7.656461,8.859195,8100.56941318512,0.0073677488,13.060865,-48.400345,0.85490656,,0.08859195,18998.459,27.152454,-74.14165248841047,-1.0,7.367749e-05,[-1.022  1.683],35200,86.57127,-134.97162,16.374985
353,0.4189424,41.8198,-42.827324,5632646,0.86712515,-72.78756,104.37,-54.858093,0.5970855,1.0859666,0.0059708552,100,,-76.6078,0.0108596645,9.917548,8.258626,8118.205893993378,0.005878618,10.0831375,-48.236633,0.86712515,,0.08258626,7432.796,23.21286,-72.78756077572703,-1.0,5.878618e-05,[-1.04   1.724],35300,66.37073,-114.60736,12.799981
354,0.4189424,46.40465,-65.050835,5643037,0.86260206,-72.75098,103.91,-70.62901,0.92013013,1.0230445,0.009201301,100,,-76.72283,0.010230444,1.9724127,8.066219,8135.147003173828,0.09238945,50.69933,-48.81458,0.86260206,,0.08066219,15122.943,44.71862,-72.750977216959,-1.0,0.00092389446,[-0.881  1.709],35400,70.34105,-119.15563,14.77061
