LearnableVariance,TimestepsSoFar,DivergenceHarmonic,ReturnStepMaxmin,OptimizationReturnMax,Inner Iteration,Epsilon,VarianceInitializer,MinIW,EpisodesSoFar,InitialReturnMean,InitialReturnStd,StdWReturnMean,WReturnMean,OptimizationReturnMean,Penalization,MaxIW,EpThisIter,InitialReturnMin,EpLenMean,TimeElapsed,EmpiricalD2Arithmetic,Bound,Weights,ESSRenyiHarmonic,InitialReturnMax,MinBehavPdf,EpRewMean,MeanEntropy,EmpiricalD2Harmonic,OptimizationReturnMin,StdIW,InitialBound,Iteration,ReturnStepMax,MeanD2-0,ReturnMeanIW,MeanIW,ESSRenyiArithmetic,MinTargetPdf
,3572780,3.3529727e+24,10.0,0.62402344,1,1.0,-1.0,0.029882027,9750,4999.395,0.16263478,,24993952.0,0.3823633,True,1056673.1,50,4999.0127,500.0,7290.103762149811,1.0,-3.737201e+18,[ 0.05   0.272 -3.019 -2.02 ],50.0,4999.6367,-241.13702,4999.395041783033,0.4189424,1.0,,202830.1,-27034944.0,195,10.0,1.0,1311490700000.0,52479.62,50.0,-241.13702
,3597780,1.5561685e+16,10.0,0.7368164,1,1.0,-1.0,0.10268466,9800,4999.4683,0.1427965,,24994684.0,0.5607324,True,544543.25,50,4998.9077,500.0,7353.50230383873,1.0,-254901610000000.0,[ 0.028  0.369 -3.017 -1.945],50.0,4999.6445,-246.54256,4999.468464757709,0.4189424,1.0,,76343.89,-27035686.0,196,10.0,1.0,300114100000.0,12009.522,50.0,-246.54256
,3622476,5.189753e+17,10.0,1989.9534,1,1.0,-1.0,0.06760788,9850,4938.2686,313.57773,,24484832.0,1928.5894,True,1204.3057,50,3009.6794,493.92,7418.461310625076,1.0,-1470295000000000.0,[-0.005  0.486 -3.04  -1.965],50.0,4999.633,-244.76332,4938.268871223345,0.4189424,1.0,,192.44815,-26525824.0,197,10.0,1.0,1877770000.0,75.1477,50.0,-244.76332
,3642652,7.122741e+32,10.0,3349.823,1,1.0,-1.0,0.049321294,9900,4027.9622,928.01166,,17085686.0,2378.1565,True,488811.16,50,1649.8059,403.52,7489.645847558975,1.0,-5.4469515e+22,[-0.047  0.524 -3.047 -1.94 ],50.0,4999.629,-241.08395,4027.9623473288607,0.4189424,1.0,,84540.69,-19126666.0,198,10.0,1.0,397204400000.0,35036.242,50.0,-241.08395
,3667652,364108770000000.0,10.0,0.4819336,1,1.0,-1.0,0.11517346,9950,4999.427,0.12153961,,24994266.0,0.25918946,True,118086.02,50,4999.1675,500.0,7558.8370571136475,1.0,-39037025000000.0,[ 0.013  0.54  -3.048 -1.944],50.0,4999.6494,-247.85268,4999.426617561522,0.4189424,1.0,,18679.045,-27035272.0,199,10.0,1.0,92265920000.0,3691.6157,50.0,-247.85268
,3692652,126802510000000.0,10.0,0.49414062,1,1.0,-1.0,0.09236954,10000,4999.4146,0.12976767,,24994144.0,0.31105468,True,2470.3208,50,4999.1035,500.0,7618.4271059036255,1.0,-22987204000000.0,[ 0.074  0.525 -3.045 -1.946],50.0,4999.5977,-265.3063,4999.414560721818,0.4189424,1.0,,426.7321,-27035110.0,200,10.0,1.0,5173383000.0,206.98862,50.0,-265.3063
,3717652,6.8501146e+22,10.0,0.5776367,1,1.0,-1.0,0.017831398,10050,4999.3955,0.13661438,,24993960.0,0.3734082,True,117215990.0,50,4999.0225,500.0,7679.843922615051,1.0,-5.3422167e+17,[ 0.012  0.603 -3.054 -1.872],50.0,4999.6,-247.11642,4999.395865461809,0.4189424,1.0,,16410081.0,-27034926.0,201,10.0,1.0,58625008000000.0,2345433.2,50.0,-247.11642
,3742652,866559650000000.0,10.0,0.7558594,1,1.0,-1.0,0.059620056,10100,4999.288,0.19467168,,24992884.0,0.43708983,True,5357.61,50,4998.851,500.0,7768.532231092453,1.0,-60094310000000.0,[ 0.073  0.698 -3.039 -1.923],50.0,4999.607,-240.33223,4999.288112969611,0.4189424,1.0,,1265.7603,-27033858.0,202,10.0,1.0,14944476000.0,597.97736,50.0,-240.33223
,3767652,6.8523503e+27,10.0,0.7133789,1,1.0,-1.0,0.007176886,10150,4999.256,0.15932801,,24992560.0,0.3839844,True,2346527500.0,50,4998.872,500.0,7845.65352845192,1.0,-1.6894508e+20,[ 0.116  0.772 -3.031 -1.832],50.0,4999.5854,-237.28664,4999.256013837799,0.4189424,1.0,,329766500.0,-27033514.0,203,10.0,1.0,1342704500000000.0,53722416.0,50.0,-237.28664
,3792251,70646260000000.0,10.0,4019.953,1,1.0,-1.0,0.38555786,10200,4918.8047,562.7363,,24511312.0,3939.1543,True,16331.755,50,979.65063,491.98,7906.20134806633,1.0,-17169316000000.0,[ 0.255  1.082 -3.215 -2.149],50.0,4999.6035,-253.66539,4918.804653135105,0.4189424,1.0,,2360.6665,-26552282.0,204,10.0,1.0,15131342000.0,605.5391,50.0,-253.66539
,3815325,1.4770968e+20,10.0,4999.443,1,1.0,-1.0,0.046675086,10250,4613.022,1198.5319,,22716452.0,4613.022,True,66839.29,50,,461.48,7954.149586677551,1.0,-2.4802985e+16,[ 0.209  1.184 -3.24  -2.098],50.0,4999.443,-243.3459,4613.022175516499,0.4189424,1.0,,12077.338,-24757286.0,205,10.0,1.0,105081460000.0,4206.8447,50.0,-243.3459
,3840325,2.2118568e+21,10.0,1.2324219,1,1.0,-1.0,0.013000025,10300,4999.2144,0.24270429,,24992140.0,0.85732424,True,79201.83,50,4998.357,500.0,8012.309952259064,1.0,-9.598468e+16,[ 0.219  1.082 -3.239 -2.17 ],50.0,4999.5894,-256.20047,4999.214284633072,0.4189424,1.0,,11541.606,-27033096.0,206,10.0,1.0,74319870000.0,2973.6108,50.0,-256.20047
,3864938,3.3770646e+26,10.0,2290.455,1,1.0,-1.0,0.33034417,10350,4921.306,387.35233,,24369296.0,2212.2107,True,2206579700.0,50,2709.0952,492.26,8081.67532992363,1.0,-3.750583e+19,[ 0.241  1.176 -3.234 -2.091],50.0,4999.5503,-240.47699,4921.306062263538,0.4189424,1.0,,308897120.0,-26410222.0,207,10.0,1.0,1107119500000000.0,44301932.0,50.0,-240.47699
,3888543,2.0932867e+26,10.0,4989.61,1,1.0,-1.0,0.46973944,10400,4719.668,1108.3209,,23503642.0,4709.688,True,19926402.0,50,9.980023,472.1,8154.264311075211,1.0,-2.9528247e+19,[ 0.165  1.414 -3.192 -2.522],50.0,4999.59,-252.04185,4719.667991668847,0.4189424,1.0,,2789036.5,-25544598.0,208,10.0,1.0,10711504000000.0,428582.12,50.0,-252.04185
,3910399,5.5758945e+22,10.0,4999.576,1,1.0,-1.0,0.02981735,10450,4368.958,1584.2936,,21597778.0,4368.958,True,21081.396,50,,437.12,8224.446392297745,1.0,-4.8192347e+17,[ 0.379  1.316 -3.163 -2.603],50.0,4999.576,-257.92502,4368.958016754147,0.4189424,1.0,,4378.571,-23638718.0,209,10.0,1.0,38686520000.0,1558.2571,50.0,-257.92502
,3934444,73342766000000.0,10.0,4789.818,1,1.0,-1.0,0.04441281,10500,4807.8857,937.5587,,23994780.0,4598.058,True,3416.7468,50,209.82784,480.9,8291.777432918549,1.0,-17484111000000.0,[ 0.163  1.272 -3.265 -2.665],50.0,4999.6455,-256.7164,4807.885909700795,0.4189424,1.0,,561.0244,-26035780.0,210,10.0,1.0,5317354000.0,212.82771,50.0,-256.7164
,3959444,1.5378411e+36,10.0,0.9506836,1,1.0,-1.0,12.528232,10550,4999.2637,0.22996725,,24992638.0,0.58793944,True,132301250.0,50,4998.676,500.0,8359.17117190361,1.0,-2.5309596e+24,[ 0.23   1.198 -3.246 -2.737],50.0,4999.6265,-253.47052,4999.263773312989,0.4189424,1.0,,20183534.0,-27033622.0,211,10.0,1.0,123799454000000.0,4953739.0,50.0,-253.47052
,3984444,10082011000.0,10.0,0.70751953,1,1.0,-1.0,0.2476921,10600,4999.335,0.16904098,,24993350.0,0.437959,True,8879.964,50,4998.897,500.0,8431.607404708862,1.0,-210060800000.0,[ 0.104  1.147 -3.294 -2.941],50.0,4999.6045,-239.41533,4999.334930546554,0.4189424,1.0,,1242.0525,-27034314.0,212,10.0,1.0,5133782500.0,205.4295,50.0,-239.41533
,4009444,1.1530913e+26,10.0,0.9301758,1,1.0,-1.0,1.5382788,10650,4999.2393,0.23851806,,24992392.0,0.5443848,True,1314328.9,50,4998.695,500.0,8489.501634836197,1.0,-2.1915994e+19,[ 0.205  1.084 -3.28  -2.977],50.0,4999.625,-240.1759,4999.239173681508,0.4189424,1.0,,285390.0,-27033372.0,213,10.0,1.0,3333671000000.0,133388.38,50.0,-240.1759
,4033880,5.7562676e+23,10.0,4160.1846,1,1.0,-1.0,0.17183855,10700,4885.3687,609.8795,,24238780.0,4045.982,True,1727494.4,50,839.3866,488.72,8551.872253417969,1.0,-1.548427e+18,[ 0.308  1.066 -3.345 -3.195],50.0,4999.5713,-256.0559,4885.368797738927,0.4189424,1.0,,246833.42,-26279712.0,214,10.0,1.0,1160111500000.0,46489.246,50.0,-256.0559
,4058331,2.3177813e+23,10.0,4989.378,1,1.0,-1.0,0.26575914,10750,4888.4043,699.1117,,24385252.0,4878.4233,True,22742086.0,50,9.981416,489.02,8625.378592252731,1.0,-9.8248195e+17,[ 0.293  0.989 -3.355 -3.292],50.0,4999.3594,-240.62785,4888.404313417514,0.4189424,1.0,,3182468.5,-26426008.0,215,10.0,1.0,11919651000000.0,477104.4,50.0,-240.62785
,4080351,3.9339047e+26,10.0,4999.403,1,1.0,-1.0,0.34281242,10800,4401.2905,1427.018,,21407736.0,4401.2905,True,565855.4,50,,440.4,8683.426498413086,1.0,-4.0476462e+19,[ 0.356  1.074 -3.346 -3.225],50.0,4999.403,-232.47398,4401.290456098395,0.4189424,1.0,,81675.09,-23448528.0,216,10.0,1.0,527707770000.0,21341.72,50.0,-232.47398
,4103439,27469117000.0,10.0,4989.491,1,1.0,-1.0,0.14660498,10850,4614.5117,1019.67755,,22333462.0,4604.5317,True,1469.4572,50,9.980579,461.76,8737.361076593399,1.0,-339410320000.0,[ 0.325  0.989 -3.373 -3.307],50.0,4999.4717,-239.52711,4614.512027111313,0.4189424,1.0,,224.6254,-24374306.0,217,10.0,1.0,1170316700.0,78.71968,50.0,-239.52711
,4126474,280988200000.0,10.0,4999.5576,1,1.0,-1.0,0.10694147,10900,4605.3354,1335.699,,22993208.0,4605.3354,True,608.8242,50,,460.7,8793.224031686783,1.0,-1082695200000.0,[ 0.205  0.966 -3.388 -3.33 ],50.0,4999.5576,-245.10701,4605.335765591215,0.4189424,1.0,,117.37526,-25034120.0,218,10.0,1.0,858822100.0,34.89409,50.0,-245.10701
,4150975,394340800.0,10.0,4999.603,1,1.0,-1.0,0.033151172,10950,4899.299,699.89984,,24492988.0,4899.299,True,5972.105,50,,490.02,8853.993453741074,1.0,-44322490000.0,[ 0.09   0.969 -3.418 -3.292],50.0,4999.603,-250.0654,4899.298727488982,0.4189424,1.0,,835.2457,-26533940.0,219,10.0,1.0,3793920500.0,151.81804,50.0,-250.0654
,4174855,88378850000000.0,9.999999,4999.6025,1,1.0,-1.0,0.06663288,11000,4774.6987,971.11816,,23740816.0,4774.6987,True,123575.72,50,,477.6,8934.340198755264,1.0,-19281375000000.0,[ 0.155  0.974 -3.429 -3.186],50.0,4999.6025,-242.35382,4774.69834875776,0.4189424,1.0,,17597.057,-25781770.0,220,9.999999,1.0,94709580000.0,3790.2222,50.0,-242.35382
,4199855,592148750000000.0,10.0,1.0126953,1,1.0,-1.0,0.04677062,11050,4999.3066,0.18210965,,24993064.0,0.7401074,True,68530.92,50,4998.5664,500.0,9006.485548257828,1.0,-49710677000000.0,[ 0.17   1.032 -3.426 -3.076],50.0,4999.579,-255.85764,4999.306528271339,0.4189424,1.0,,9649.843,-27034004.0,221,10.0,1.0,47249400000.0,1890.5001,50.0,-255.85764
,4224855,744063500000000.0,10.0,0.9560547,1,1.0,-1.0,0.038946167,11100,4999.235,0.22208808,,24992350.0,0.6774023,True,4046.9756,50,4998.5576,500.0,9068.54127573967,1.0,-55673585000000.0,[ 0.192  0.97  -3.43  -3.182],50.0,4999.5137,-239.59378,4999.235008279441,0.4189424,1.0,,587.00397,-27033232.0,222,10.0,1.0,4401826300.0,176.13853,50.0,-239.59378
,4249855,112101155000.0,10.0,1.1064453,1,1.0,-1.0,0.07291439,11150,4999.24,0.2242953,,24992402.0,0.782002,True,15920.359,50,4998.458,500.0,9128.475786685944,1.0,-698742540000.0,[ 0.112  0.882 -3.446 -3.218],50.0,4999.5645,-244.3485,4999.2400635331005,0.4189424,1.0,,2506.939,-27033324.0,223,10.0,1.0,15423195000.0,617.1317,50.0,-244.3485
,4274855,6.895707e+17,10.0,0.65185547,1,1.0,-1.0,0.08673079,11200,4999.2896,0.16399331,,24992894.0,0.3300586,True,366975.12,50,4998.9595,500.0,9193.175237417221,1.0,-1695007500000000.0,[ 0.065  0.854 -3.475 -3.327],50.0,4999.6113,-234.9702,4999.289557293236,0.4189424,1.0,,51466.54,-27033852.0,224,10.0,1.0,216227700000.0,8652.035,50.0,-234.9702
,4299855,7.8320976e+17,10.0,0.66308594,1,1.0,-1.0,0.027729288,11250,4999.295,0.1702902,,24992954.0,0.44073242,True,122.30508,50,4998.8545,500.0,9262.111523628235,1.0,-1806132800000000.0,[ 8.276e-05  7.934e-01 -3.475e+00 -3.414e+00],50.0,4999.5176,-238.96509,4999.295202030338,0.4189424,1.0,,26.500463,-27033834.0,225,10.0,1.0,395783520.0,15.836464,50.0,-238.96509
,4322150,101542250.0,10.0,4999.577,1,1.0,-1.0,0.106414065,11300,4454.3804,918.6391,,20685400.0,4454.3804,True,92.74712,50,,445.9,9327.40142917633,1.0,-20795286000.0,[-0.043  0.757 -3.481 -3.441],50.0,4999.577,-256.17725,4454.3800408567495,0.4189424,1.0,,19.595633,-22726324.0,226,10.0,1.0,229548100.0,12.952441,50.0,-256.17725
,4347084,8.986507e+16,10.0,670.10596,1,1.0,-1.0,0.059235577,11350,4985.86,93.78278,,24867592.0,656.47833,True,417898.22,50,4329.3813,498.68,9392.818878889084,1.0,-611960200000000.0,[-0.018  0.776 -3.483 -3.44 ],50.0,4999.4873,-240.07253,4985.859618420785,0.4189424,1.0,,58472.02,-26908452.0,227,10.0,1.0,172455640000.0,8990.038,50.0,-240.07253
,4371585,8.1180823e+21,10.0,4999.5415,1,1.0,-1.0,0.24799463,11400,4899.23,699.8901,,24492302.0,4899.23,True,815985.7,50,,490.02,9472.35065627098,1.0,-1.8388351e+17,[ 0.025  0.753 -3.472 -3.479],50.0,4999.5415,-253.512,4899.230359133045,0.4189424,1.0,,114404.22,-26533200.0,228,10.0,1.0,566221540000.0,22656.71,50.0,-253.512
,4396585,1.4441737e+23,10.0,0.70214844,1,1.0,-1.0,0.10479305,11450,4999.3013,0.15443401,,24993010.0,0.4379004,True,418906.94,50,4998.8633,500.0,9541.45989561081,1.0,-7.755839e+17,[-0.012  0.851 -3.472 -3.412],50.0,4999.5654,-261.7622,4999.3011322999755,0.4189424,1.0,,63832.12,-27033930.0,229,10.0,1.0,339139800000.0,13568.664,50.0,-261.7622
,4421585,7.649648e+17,10.0,0.73095703,1,1.0,-1.0,0.010719014,11500,4999.264,0.16753678,,24992644.0,0.4108203,True,573732.3,50,4998.8535,500.0,9614.174392223358,1.0,-1785486100000000.0,[ 0.05   0.851 -3.468 -3.412],50.0,4999.5845,-265.9452,4999.2643428152605,0.4189424,1.0,,83969.84,-27033580.0,230,10.0,1.0,466640040000.0,18671.188,50.0,-265.9452
,4446087,3745710000000000.0,10.0,4989.6006,1,1.0,-1.0,0.077868454,11550,4899.4727,698.499,,24492732.0,4889.4927,True,15132.087,50,9.979841,490.04,9693.515738010406,1.0,-124926310000000.0,[ 0.063  0.961 -3.48  -3.355],50.0,4999.5806,-240.16788,4899.472652868671,0.4189424,1.0,,2419.7908,-26533668.0,231,10.0,1.0,18796798000.0,752.13446,50.0,-240.16788
,4470589,1.2126135e+22,10.0,4989.55,1,1.0,-1.0,0.17536685,11600,4899.477,698.4995,,24492780.0,4889.4966,True,133230.39,50,9.980257,490.04,9755.467218875885,1.0,-2.2473674e+17,[ 0.052  1.085 -3.479 -3.346],50.0,4999.5303,-238.96155,4899.477081578317,0.4189424,1.0,,18654.605,-26533676.0,232,10.0,1.0,70840750000.0,2835.06,50.0,-238.96155
,4495090,3.9784474e+17,10.0,4999.569,1,1.0,-1.0,0.015264576,11650,4899.11,699.87286,,24491098.0,4899.11,True,95032.586,50,,490.02,9818.314076900482,1.0,-1287351000000000.0,[ 0.159  1.087 -3.472 -3.41 ],50.0,4999.569,-251.09311,4899.109671059792,0.4189424,1.0,,13260.063,-26532026.0,233,10.0,1.0,61285147000.0,2452.5579,50.0,-251.09311
,4519618,2755238200000000.0,10.0,4729.854,1,1.0,-1.0,0.3172287,11700,4904.595,662.11993,,24493454.0,4634.8394,True,71719.04,50,269.75516,490.56,9887.31609749794,1.0,-107176345000000.0,[ 0.103  1.011 -3.47  -3.493],50.0,4999.6094,-242.20296,4904.594854684669,0.4189424,1.0,,10128.618,-26534412.0,234,10.0,1.0,47588774000.0,1905.0188,50.0,-242.20296
,4544096,262986000000000.0,10.0,4999.561,1,1.0,-1.0,0.20041585,11750,4894.48,700.017,,24445958.0,4894.48,True,37008.04,50,,489.56,9953.775945186615,1.0,-33121072000000.0,[ 0.005  0.948 -3.465 -3.537],50.0,4999.561,-233.90689,4894.480029935975,0.4189424,1.0,,5233.2363,-26486870.0,235,10.0,1.0,24393294000.0,988.4229,50.0,-233.90689
,4569096,1.1981567e+29,10.0,1.1054688,1,1.0,-1.0,0.68248206,11800,4999.2563,0.24340753,,24992566.0,0.7564844,True,250828.73,50,4998.5,500.0,10019.068387269974,1.0,-7.0645195e+20,[ 0.014  1.072 -3.456 -3.543],50.0,4999.6055,-253.43546,4999.256514138148,0.4189424,1.0,,36762.344,-27033518.0,236,10.0,1.0,213853700000.0,8558.516,50.0,-253.43546
,4593169,1.1439155e+32,10.0,1640.178,1,1.0,-1.0,0.16281267,11850,4811.728,414.71036,,23324712.0,1452.3365,True,39861260.0,50,3359.3914,481.46,10088.499726772308,1.0,-2.182813e+22,[-0.056  0.987 -3.444 -3.6  ],50.0,4999.5693,-238.10623,4811.728071890952,0.4189424,1.0,,5609853.0,-25365632.0,237,10.0,1.0,16820513000000.0,900943.8,50.0,-238.10623
,4612129,14698375000.0,9.999999,3079.7512,1,1.0,-1.0,0.0660095,11900,3783.922,950.6209,,15221745.0,1864.1157,True,3319.314,50,1919.8064,379.2,10144.21420097351,1.0,-250837340000.0,[-0.118  0.983 -3.445 -3.607],50.0,4999.5576,-234.34877,3783.922039030866,0.4189424,1.0,,527.79675,-17262650.0,238,9.999999,1.0,3407425500.0,212.89783,50.0,-234.34877
,4635418,8.234733e+29,10.0,4999.553,1,1.0,-1.0,0.136555,11950,4653.7476,795.60675,,22290356.0,4653.7476,True,411494.66,50,,465.78,10200.828354597092,1.0,-1.8520022e+21,[-0.083  1.022 -3.446 -3.572],50.0,4999.553,-239.1793,4653.7475468413195,0.4189424,1.0,,64526.945,-24331266.0,239,10.0,1.0,301060100000.0,18070.217,50.0,-239.1793
,4660418,6818628600.0,10.0,0.8129883,1,1.0,-1.0,0.06508933,12000,4999.248,0.18676223,,24992482.0,0.48603517,True,794.2503,50,4998.762,500.0,10269.968142747879,1.0,-169668670000.0,[-0.025  1.021 -3.444 -3.594],50.0,4999.575,-233.70465,4999.248230410812,0.4189424,1.0,,133.05574,-27033404.0,240,10.0,1.0,1141825000.0,45.68809,50.0,-233.70465
,4685418,110842720000.0,10.0,0.7158203,1,1.0,-1.0,0.081645295,12050,4999.181,0.1818747,,24991816.0,0.36356446,True,54.089016,50,4998.818,500.0,10339.576709747314,1.0,-679621000000.0,[ 0.005  1.064 -3.442 -3.56 ],50.0,4999.5337,-252.65636,4999.181464070167,0.4189424,1.0,,10.564062,-27032706.0,241,10.0,1.0,156149620.0,6.2481775,50.0,-252.65636
,4710164,914566850000000.0,10.0,1070.1611,1,1.0,-1.0,0.07072283,12100,4947.689,201.56053,,24520254.0,1018.2703,True,25966.988,50,3929.419,494.92,10401.567472457886,1.0,-61729460000000.0,[-0.039  1.031 -3.442 -3.589],50.0,4999.58,-244.2382,4947.689278881572,0.4189424,1.0,,3631.0503,-26561190.0,242,10.0,1.0,8999737000.0,560.34375,50.0,-244.2382
,4734166,33452595000.0,10.0,4999.55,1,1.0,-1.0,0.08366567,12150,4799.273,979.64746,,23992730.0,4799.273,True,561.92017,50,,480.04,10479.488408565521,1.0,-373711470000.0,[-1.166e-03  1.009e+00 -3.447e+00 -3.633e+00],50.0,4999.55,-261.9539,4799.27300483345,0.4189424,1.0,,78.68833,-26033628.0,243,10.0,1.0,434606850.0,17.428392,50.0,-261.9539
,4759166,5.6088365e+20,10.0,1.0639648,1,1.0,-1.0,0.01823477,12200,4999.1724,0.24718218,,24991722.0,0.62432617,True,5539275.5,50,4998.548,500.0,10564.517828941345,1.0,-4.833801e+16,[ 0.048  1.047 -3.447 -3.629],50.0,4999.612,-255.1872,4999.172167442224,0.4189424,1.0,,775254.0,-27032680.0,244,10.0,1.0,2830576600000.0,113255.83,50.0,-255.1872
,4783140,1.4340429e+34,10.0,4999.556,1,1.0,-1.0,0.05028793,12250,4793.08,955.3327,,23886280.0,4793.08,True,23175547000.0,50,,479.48,10665.47482919693,1.0,-2.443984e+23,[ 0.167  1.01  -3.449 -3.634],50.0,4999.556,-236.24963,4793.080369392585,0.4189424,1.0,,3244655000.0,-25927186.0,245,10.0,1.0,1.208522e+16,483769060.0,50.0,-236.24963
,4808140,2.8708057e+23,10.0,1.8374023,1,1.0,-1.0,0.042538375,12300,4999.0015,0.3553496,,24990012.0,1.3396972,True,253638.3,50,4997.6616,500.0,10754.443748474121,1.0,-1.0934762e+18,[ 0.134  1.115 -3.461 -3.576],50.0,4999.499,-250.53152,4999.001301161238,0.4189424,1.0,,36402.67,-27030876.0,246,10.0,1.0,214706060000.0,8592.7295,50.0,-250.53152
,4833140,1184169600.0,10.0,1.4287109,1,1.0,-1.0,0.054844175,12350,4998.964,0.33189878,,24989640.0,0.91791993,True,838.10223,50,4998.046,500.0,10861.979919672012,1.0,-71470326000.0,[ 0.157  1.047 -3.444 -3.677],50.0,4999.4746,-249.28679,4998.963781519147,0.4189424,1.0,,141.2561,-27030476.0,247,10.0,1.0,1242366000.0,49.718643,50.0,-249.28679
,4857641,5.493218e+33,10.0,4999.429,1,1.0,-1.0,0.06836726,12400,4899.0967,699.87103,,24490964.0,4899.0967,True,1218452.4,50,,490.02,10954.473244905472,1.0,-1.512546e+23,[ 0.053  1.108 -3.473 -3.689],50.0,4999.429,-251.00658,4899.096745152274,0.4189424,1.0,,170511.81,-26531768.0,248,10.0,1.0,622269040000.0,24905.074,50.0,-251.00658
,4881675,1.6442396e+18,10.0,4989.481,1,1.0,-1.0,0.023398908,12450,4805.6235,948.7844,,23994204.0,4795.6436,True,1832.4281,50,9.97965,480.68,11057.139538526535,1.0,-2616879000000000.0,[-0.034  1.065 -3.468 -3.768],50.0,4999.4604,-248.07901,4805.622996215845,0.4189424,1.0,,351.45758,-26035036.0,249,10.0,1.0,2687919000.0,107.58231,50.0,-248.07901
,4906675,7.649705e+20,10.0,1.331543,1,1.0,-1.0,0.048373237,12500,4998.996,0.34294537,,24989960.0,0.78744143,True,106.94367,50,4998.2085,500.0,11169.57049202919,1.0,-5.6446475e+16,[ 0.015  1.033 -3.472 -3.789],50.0,4999.54,-237.2188,4998.995910880619,0.4189424,1.0,,18.524363,-27030852.0,250,10.0,1.0,244885940.0,9.800429,50.0,-237.2188
,4931602,9.482046e+24,10.0,740.3955,1,1.0,-1.0,0.14954671,12550,4984.378,103.61503,,24854762.0,725.30383,True,13443436.0,50,4259.074,498.54,11268.26960349083,1.0,-6.284257e+18,[-0.044  1.029 -3.465 -3.809],50.0,4999.4697,-242.1042,4984.378019355881,0.4189424,1.0,,1921988.6,-26895596.0,251,10.0,1.0,9163266000000.0,367358.12,50.0,-242.1042
,4956103,7.064964e+20,10.0,4999.582,1,1.0,-1.0,0.50972235,12600,4899.1646,699.88074,,24491648.0,4899.1646,True,30941.197,50,,490.02,11362.598475456238,1.0,-5.4247176e+16,[-0.015  1.126 -3.481 -3.736],50.0,4999.582,-247.40132,4899.164799741932,0.4189424,1.0,,6643.4272,-26532572.0,252,10.0,1.0,51271540000.0,2051.5408,50.0,-247.40132
,4980955,2.6955766e+36,10.0,920.4917,1,1.0,-1.0,0.003640067,12650,4968.898,140.95518,,24709816.0,889.9215,True,311511200.0,50,4078.9766,497.04,11465.406870365143,1.0,-3.3506404e+24,[-0.032  1.036 -3.481 -3.822],50.0,4999.4683,-235.06403,4968.8980676921965,0.4189424,1.0,,43611460.0,-26750650.0,253,10.0,1.0,103677350000000.0,6230967.0,50.0,-235.06403
,5001958,5.2382765e+26,10.0,2819.9062,1,1.0,-1.0,0.16998693,12700,4193.461,848.19586,,18304550.0,2013.9185,True,336731400.0,50,2179.5425,420.06,11541.096762418747,1.0,-4.6708336e+19,[-0.093  1.023 -3.479 -3.831],50.0,4999.4487,-237.39256,4193.460861745064,0.4189424,1.0,,47139330.0,-20345364.0,254,10.0,1.0,168662850000000.0,6757499.5,50.0,-237.39256
,5017340,1.11898686e+18,9.999999,4999.5093,1,1.0,-1.0,0.022796964,12750,3067.721,1331.7814,,11184555.0,3067.721,True,70331.86,50,,307.64,11598.16438984871,1.0,-2158873900000000.0,[-0.152  1.011 -3.479 -3.848],50.0,4999.5093,-217.67091,3067.721137680646,0.4189424,1.0,,13751.682,-13225408.0,255,9.999999,1.0,28005067000.0,4147.257,50.0,-217.67091
,5038124,1.6084038e+29,10.0,4999.456,1,1.0,-1.0,0.14357647,12800,4150.3237,1064.8638,,18359120.0,4150.3237,True,27679424.0,50,,415.68,11678.695385694504,1.0,-8.184599e+20,[-0.091  1.024 -3.481 -3.842],50.0,4999.456,-249.3094,4150.323581642488,0.4189424,1.0,,3895616.8,-20399936.0,256,10.0,1.0,5907748500000.0,702288.6,50.0,-249.3094
,5062403,3.4605536e+22,10.0,4999.4775,1,1.0,-1.0,0.08860079,12850,4854.313,728.4314,,24094964.0,4854.313,True,3660120.5,50,,485.58,11780.774543762207,1.0,-3.796461e+17,[-0.03   1.037 -3.481 -3.834],50.0,4999.4775,-242.61621,4854.312727527906,0.4189424,1.0,,516825.72,-26135798.0,257,10.0,1.0,2238738300000.0,90125.58,50.0,-242.61621
,5086904,1.6096428e+16,10.0,4999.537,1,1.0,-1.0,0.037534256,12900,4899.1646,699.88074,,24491646.0,4899.1646,True,13052510.0,50,,490.02,11869.703516721725,1.0,-265452430000000.0,[-0.017  1.129 -3.475 -3.751],50.0,4999.537,-255.81488,4899.164655487581,0.4189424,1.0,,1827348.1,-26532530.0,258,10.0,1.0,6524584000000.0,261073.02,50.0,-255.81488
,5111904,902435700.0,9.999999,1.0859375,1,1.0,-1.0,0.05923377,12950,4999.165,0.28839263,,24991654.0,0.7414551,True,14961.271,50,4998.424,500.0,11952.197921037674,1.0,-68921000000.0,[ 0.027  1.153 -3.464 -3.715],50.0,4999.51,-244.22295,4999.165272398575,0.4189424,1.0,,2093.8318,-27032530.0,259,9.999999,1.0,7612971000.0,304.62573,50.0,-244.22295
,5136405,6.336453e+24,10.0,4999.5415,1,1.0,-1.0,0.007928105,13000,4899.1245,699.87494,,24491246.0,4899.1245,True,1287295.8,50,,490.02,12030.35961842537,1.0,-5.137335e+18,[ 0.087  1.088 -3.458 -3.627],50.0,4999.5415,-245.58435,4899.1245520868115,0.4189424,1.0,,183272.17,-26532144.0,260,10.0,1.0,827451830000.0,33119.64,50.0,-245.58435
