LearnableVariance,TimestepsSoFar,DivergenceHarmonic,ReturnStepMaxmin,OptimizationReturnMax,Inner Iteration,Epsilon,VarianceInitializer,MinIW,EpisodesSoFar,InitialReturnMean,InitialReturnStd,StdWReturnMean,WReturnMean,OptimizationReturnMean,Penalization,MaxIW,EpThisIter,InitialReturnMin,EpLenMean,TimeElapsed,EmpiricalD2Arithmetic,Bound,Weights,ESSRenyiHarmonic,InitialReturnMax,MinBehavPdf,EpRewMean,MeanEntropy,EmpiricalD2Harmonic,OptimizationReturnMin,StdIW,InitialBound,Iteration,ReturnStepMax,MeanD2-0,ReturnMeanIW,MeanIW,ESSRenyiArithmetic,MinTargetPdf
,761548,3.8547847e+16,10.0,4529.573,1,1.0,-1.0,0.03331242,3300,2554.4885,1181.6116,,7921616.5,2084.758,True,12519.126,50,469.73053,256.4,1465.7707707881927,1.0,-400661160000000.0,[-0.052  0.365 -1.884 -1.848],50.0,4999.3037,-233.29608,2554.488466482906,0.4189424,1.0,,1964.6659,-9962316.0,66,10.0,1.0,3461686500.0,745.9375,50.0,-233.29608
,782159,9.1254495e+19,10.0,4639.567,1,1.0,-1.0,0.18126795,3350,4117.3735,1398.7296,,18909210.0,3757.586,True,336806.7,50,359.7876,412.22,1504.3228330612183,1.0,-1.9494573e+16,[ 1.827e-03  3.940e-01 -1.883e+00 -1.836e+00],50.0,4999.3545,-240.03708,4117.373447349323,0.4189424,1.0,,58632.94,-20949966.0,67,10.0,1.0,195813900000.0,13370.947,50.0,-240.03708
,798432,39918980000000.0,10.0,4949.7085,1,1.0,-1.0,0.033717442,3400,3247.3835,1644.142,,13248703.0,3197.4668,True,77.108604,50,49.91652,325.46,1541.295890569687,1.0,-12895026000000.0,[ 0.05   0.396 -1.888 -1.797],50.0,4999.625,-229.02933,3247.38354749684,0.4189424,1.0,,11.630683,-15289671.0,68,10.0,1.0,97106610.0,8.295154,50.0,-229.02933
,820244,7.852466e+31,10.0,4659.6426,1,1.0,-1.0,0.09888357,3450,4357.8384,1222.0546,,20484172.0,4018.1514,True,62133370.0,50,339.6872,436.24,1585.4159033298492,1.0,-1.8083434e+22,[-0.011  0.384 -1.897 -1.798],50.0,4999.3296,-244.60486,4357.8383489898315,0.4189424,1.0,,9196199.0,-22524912.0,69,10.0,1.0,39270706000000.0,1811597.0,50.0,-244.60486
,839309,1495024000.0,10.0,4949.509,1,1.0,-1.0,0.0692365,3500,3807.3562,1673.0662,,17295114.0,3757.4453,True,50.796425,50,49.91136,381.3,1626.5130126476288,1.0,-79022910000.0,[ 0.047  0.405 -1.903 -1.785],50.0,4999.42,-234.21391,3807.356600374599,0.4189424,1.0,,10.514769,-19335922.0,70,10.0,1.0,115513384.0,7.1473927,50.0,-234.21391
,859569,9.214331e+31,10.0,4989.5435,1,1.0,-1.0,0.8345374,3550,4047.0447,1470.7098,,18541558.0,4037.0615,True,61845820.0,50,9.98303,405.2,1664.4942214488983,1.0,-1.9590433e+22,[-0.01   0.425 -1.913 -1.774],50.0,4999.5264,-243.11092,4047.0446819913577,0.4189424,1.0,,8654965.0,-20582454.0,71,10.0,1.0,31902172000000.0,1277087.1,50.0,-243.11092
,880942,1.9304297e+22,10.0,4679.864,1,1.0,-1.0,0.0628499,3600,4270.1177,1332.6421,,20009844.0,3950.4048,True,958.2535,50,319.7132,427.46,1713.7900936603546,1.0,-2.8356192e+17,[ 0.025  0.321 -1.923 -1.833],50.0,4999.577,-252.38345,4270.118094106477,0.4189424,1.0,,206.43811,-22050784.0,72,10.0,1.0,2073488500.0,97.22159,50.0,-252.38345
,896660,3.9492622e+29,10.0,4999.401,1,1.0,-1.0,0.12088922,3650,3135.005,1428.827,,11869804.0,3135.005,True,33665.363,50,,314.36,1747.785896062851,1.0,-1.2824732e+21,[-0.033  0.321 -1.933 -1.855],50.0,4999.401,-232.56856,3135.0051238205942,0.4189424,1.0,,6435.8926,-13910589.0,73,10.0,1.0,30804472000.0,2522.6726,50.0,-232.56856
,917796,2527944400.0,10.0,4979.48,1,1.0,-1.0,0.24658342,3700,4223.452,1573.4187,,20313194.0,4203.4897,True,13238.579,50,19.962345,422.72,1787.8202171325684,1.0,-105290695000.0,[ 0.026  0.342 -1.932 -1.855],50.0,4999.4424,-245.33896,4223.452206682972,0.4189424,1.0,,1852.9702,-22354024.0,74,10.0,1.0,2682695400.0,327.08505,50.0,-245.33896
,938071,154382400.0,10.0,4619.8467,1,1.0,-1.0,0.07337422,3750,4050.1072,1528.3352,,18739174.0,3670.4119,True,62.612373,50,379.6952,405.5,1824.5164067745209,1.0,-25480817000.0,[ 0.059  0.406 -1.952 -1.955],50.0,4999.542,-241.14607,4050.1068041834033,0.4189424,1.0,,11.467037,-20780082.0,75,10.0,1.0,122891700.0,7.978288,50.0,-241.14607
,960655,7.447927e+21,10.0,4969.507,1,1.0,-1.0,0.035639897,3800,4513.7993,1250.9851,,21939348.0,4483.8574,True,329728.28,50,29.942574,451.68,1870.7693150043488,1.0,-1.7612353e+17,[-1.409e-03  4.077e-01 -1.968e+00 -1.955e+00],50.0,4999.449,-254.54807,4513.7994504673925,0.4189424,1.0,,57065.324,-23980184.0,76,10.0,1.0,388964020000.0,17059.615,50.0,-254.54807
,980120,4968209000.0,10.0,4579.7397,1,1.0,-1.0,0.16069502,3850,3887.8806,1576.718,,17601654.0,3468.1594,True,243.74542,50,419.72128,389.3,1908.574684381485,1.0,-144345280000.0,[ 0.049  0.372 -1.975 -1.965],50.0,4999.461,-236.4787,3887.880436315156,0.4189424,1.0,,48.142685,-19642492.0,77,10.0,1.0,498313540.0,30.629301,50.0,-236.4787
,1004139,9.899239e+20,10.0,3619.9102,1,1.0,-1.0,0.058513757,3900,4801.897,655.3421,,23487686.0,3422.3406,True,116276.56,50,1379.556,480.38,1961.0203895568848,1.0,-6.421004e+16,[ 0.008  0.327 -2.081 -1.942],50.0,4999.4663,-258.84656,4801.896655258277,0.4189424,1.0,,17084.121,-25528540.0,78,10.0,1.0,54460015000.0,3331.212,50.0,-258.84656
,1026329,4.50962e+16,10.0,4210.0347,1,1.0,-1.0,0.49127343,3950,4434.5796,1242.3564,,21208944.0,3645.2385,True,5134.156,50,789.3413,443.8,2009.4272103309631,1.0,-433369400000000.0,[ 0.049  0.282 -2.091 -1.944],50.0,4999.376,-234.78204,4434.579537900085,0.4189424,1.0,,759.38715,-23249722.0,79,10.0,1.0,2333638000.0,193.39043,50.0,-234.78204
,1047152,95273280.0,10.0,4999.494,1,1.0,-1.0,0.17489652,4000,4159.514,1286.5522,,18956774.0,4159.514,True,251.38295,50,,416.46,2049.247771024704,1.0,-20253897000.0,[-0.007  0.305 -2.096 -1.93 ],50.0,4999.494,-265.46436,4159.5140631061,0.4189424,1.0,,52.069256,-20997644.0,80,10.0,1.0,333771140.0,27.21064,50.0,-265.46436
,1071077,905411840.0,10.0,3500.0215,1,1.0,-1.0,0.05508404,4050,4782.9985,761.38605,,23456778.0,3283.4346,True,2740.9124,50,1499.5636,478.5,2095.5363245010376,1.0,-63530803000.0,[ 0.023  0.312 -2.096 -1.93 ],50.0,4999.585,-247.45053,4782.9982347119585,0.4189424,1.0,,386.9295,-25497728.0,81,10.0,1.0,2119918800.0,88.09573,50.0,-247.45053
,1093020,6.3735966e+30,10.0,4619.8354,1,1.0,-1.0,0.11806676,4100,4385.7607,1454.8494,,21351482.0,4006.0303,True,124986.62,50,379.73013,438.86,2141.135331630707,1.0,-5.152419e+21,[ 0.024  0.255 -2.114 -1.948],50.0,4999.5654,-257.23215,4385.760626378349,0.4189424,1.0,,17465.814,-23392412.0,82,10.0,1.0,69788615000.0,2811.945,50.0,-257.23215
,1104031,8.643702e+29,10.0,4519.514,1,1.0,-1.0,2.6960993,4150,2191.8909,1201.0979,,6247021.0,1762.1255,True,11843.107,50,429.76532,220.22,2166.921303510666,1.0,-1.8594658e+21,[-0.037  0.26  -2.126 -1.949],50.0,4949.2793,-235.56723,2191.8907470850504,0.4189424,1.0,,2335.4792,-8247080.5,83,10.0,1.0,6115173400.0,1052.7865,50.0,-235.56723
,1127305,7.0455153e+19,10.0,4569.7744,1,1.0,-1.0,0.058779985,4200,4652.606,1061.4128,,22773336.0,4222.865,True,96129.32,50,429.74036,465.48,2212.798163175583,1.0,-1.7130435e+16,[ 0.024  0.272 -2.131 -1.943],50.0,4999.5146,-254.75189,4652.605619027137,0.4189424,1.0,,14054.716,-24814228.0,84,10.0,1.0,77475520000.0,3431.5913,50.0,-254.75189
,1145356,33625018000000.0,10.0,4539.6523,1,1.0,-1.0,0.07942124,4250,3603.545,1478.1996,,15170612.0,3143.782,True,524.503,50,459.76315,361.02,2247.2565083503723,1.0,-11834562000000.0,[ 0.086  0.28  -2.134 -1.945],50.0,4999.4155,-237.19447,3603.5450367519325,0.4189424,1.0,,86.48219,-17211412.0,85,10.0,1.0,765422400.0,45.083115,50.0,-237.19447
,1166551,2024703100000.0,10.0,4939.6636,1,1.0,-1.0,0.037515935,4300,4235.602,1505.1436,,20205784.0,4175.701,True,16216.534,50,59.901455,423.9,2286.570308446884,1.0,-2919290000000.0,[ 0.034  0.248 -2.14  -1.957],50.0,4999.565,-241.6368,4235.602217866379,0.4189424,1.0,,2400.8398,-22246714.0,86,10.0,1.0,15270955000.0,625.4707,50.0,-241.6368
,1188914,284908450.0,10.0,4989.511,1,1.0,-1.0,0.12300626,4350,4469.9956,1225.887,,21483660.0,4460.014,True,217.44098,50,9.981693,447.26,2333.6041350364685,1.0,-34691500000.0,[ 1.365e-03  2.917e-01 -2.145e+00 -1.927e+00],50.0,4999.493,-234.80855,4469.99584090141,0.4189424,1.0,,37.69286,-23524532.0,87,10.0,1.0,243898000.0,15.980788,50.0,-234.80855
,1212117,1.8576158e+35,10.0,4639.834,1,1.0,-1.0,0.21987876,4400,4638.349,1058.0929,,22633842.0,4278.681,True,7548146000.0,50,359.66772,464.06,2380.1694910526276,1.0,-8.79601e+23,[ 0.033  0.291 -2.145 -1.928],50.0,4999.5015,-243.27496,4638.348954407998,0.4189424,1.0,,1056504770.0,-24674722.0,88,10.0,1.0,3826189600000000.0,153152560.0,50.0,-243.27496
,1230743,3441141000000.0,10.0,4579.7495,1,1.0,-1.0,0.14467165,4450,3720.157,1798.9194,,17075676.0,3300.3525,True,9299.593,50,419.80426,372.52,2421.2977588176727,1.0,-3790708000000.0,[ 0.013  0.2   -2.144 -2.012],50.0,4999.5537,-249.9094,3720.1566599657217,0.4189424,1.0,,1307.6664,-19116590.0,89,10.0,1.0,4816960000.0,291.2465,50.0,-249.9094
,1251714,10770530000.0,10.0,4589.705,1,1.0,-1.0,0.14865033,4500,4190.4155,1520.9939,,19873004.0,3780.6697,True,627.0204,50,409.74597,419.42,2470.6167180538177,1.0,-212832730000.0,[ 0.042  0.242 -2.149 -1.976],50.0,4999.451,-242.32257,4190.415523692381,0.4189424,1.0,,115.39398,-21913838.0,90,10.0,1.0,1036800960.0,46.23362,50.0,-242.32257
,1271660,441349080000.0,10.0,4999.6133,1,1.0,-1.0,0.02375651,4550,3984.1707,1421.2646,,17893608.0,3984.1707,True,10674.081,50,,398.92,2513.8834087848663,1.0,-1360605600000.0,[ 1.589e-03  2.782e-01 -2.157e+00 -2.006e+00],50.0,4999.6133,-263.16977,3984.1704844402,0.4189424,1.0,,1537.2913,-19934572.0,91,10.0,1.0,4734801000.0,451.66504,50.0,-263.16977
,1295867,6052102700.0,10.0,4199.664,1,1.0,-1.0,0.084288426,4600,4839.6074,739.24304,,23968280.0,4039.8552,True,789.87524,50,799.7521,484.14,2570.8444278240204,1.0,-160160740000.0,[ 0.034  0.325 -2.167 -2.03 ],50.0,4999.416,-238.84154,4839.607446616847,0.4189424,1.0,,156.23457,-26009092.0,92,10.0,1.0,1398930000.0,57.17824,50.0,-238.84154
,1317498,9.808195e+30,10.0,4979.5947,1,1.0,-1.0,0.025394624,4650,4322.6367,1364.4474,,20546898.0,4302.6714,True,330995300.0,50,19.96534,432.62,2619.170998573303,1.0,-6.3916426e+21,[ 0.009  0.268 -2.173 -2.031],50.0,4999.56,-243.98866,4322.6363158696795,0.4189424,1.0,,46326424.0,-22587822.0,93,10.0,1.0,73016155000000.0,6718546.5,50.0,-243.98866
,1336756,6917078000000.0,10.0,4539.7163,1,1.0,-1.0,0.098747864,4700,3846.035,1508.9333,,17068866.0,3386.4055,True,5335.5825,50,459.62927,385.16,2661.437617778778,1.0,-5370704600000.0,[ 0.071  0.264 -2.174 -2.03 ],50.0,4999.3457,-244.12642,3846.035090525915,0.4189424,1.0,,747.6984,-19109608.0,94,10.0,1.0,3575663000.0,179.22289,50.0,-244.12642
,1359947,6.0625e+30,10.0,4549.7773,1,1.0,-1.0,0.007415786,4750,4635.9233,1050.9904,,22596370.0,4186.234,True,21199248.0,50,449.6897,463.82,2724.5889298915863,1.0,-5.024902e+21,[ 0.018  0.295 -2.181 -2.025],50.0,4999.467,-248.72458,4635.923816022335,0.4189424,1.0,,3012160.2,-24637222.0,95,10.0,1.0,13239505000000.0,529770.4,50.0,-248.72458
,1377137,173644520000000.0,10.0,4629.8193,1,1.0,-1.0,0.22349818,4800,3431.1113,1723.9673,,14744586.0,3061.4795,True,4654.062,50,369.63177,343.8,2774.5700137615204,1.0,-26895412000000.0,[ 0.078  0.279 -2.181 -2.026],50.0,4999.451,-234.90254,3431.1110368060977,0.4189424,1.0,,669.81604,-16785412.0,96,10.0,1.0,3011896000.0,201.7622,50.0,-234.90254
,1399050,1.3944191e+17,10.0,4559.758,1,1.0,-1.0,0.041556783,4850,4379.338,1357.4824,,21021354.0,3939.5789,True,17226.625,50,439.75882,438.26,2827.960746049881,1.0,-762103500000000.0,[ 0.026  0.245 -2.186 -2.027],50.0,4999.5166,-247.82913,4379.33742599793,0.4189424,1.0,,2421.733,-23062246.0,97,10.0,1.0,12102870000.0,496.12668,50.0,-247.82913
,1410057,4.70044e+31,10.0,4999.6006,1,1.0,-1.0,0.011237888,4900,2192.6658,1610.284,,7400797.5,2192.6658,True,62378.117,50,,220.14,2856.1873738765717,1.0,-1.3992466e+22,[-0.02   0.21  -2.19  -2.004],50.0,4999.6006,-238.94836,2192.6657855838257,0.4189424,1.0,,9973.3955,-9441734.0,98,10.0,1.0,14026363000.0,2817.3774,50.0,-238.94836
,1431471,54970870000.0,10.0,4999.4424,1,1.0,-1.0,0.06520563,4950,4280.147,1589.013,,20844618.0,4280.147,True,5472.123,50,,428.28,2906.723028421402,1.0,-482283360000.0,[ 0.038  0.233 -2.191 -2.005],50.0,4999.4424,-252.63814,4280.146721288709,0.4189424,1.0,,863.61615,-22885446.0,99,10.0,1.0,3803328000.0,216.83978,50.0,-252.63814
,1453772,5.016466e+22,10.0,4999.5596,1,1.0,-1.0,0.09260098,5000,4457.6777,1293.0056,,21542758.0,4457.6777,True,144043.22,50,,446.02,2957.2640652656555,1.0,-4.5710595e+17,[ 0.006  0.283 -2.201 -1.991],50.0,4999.5596,-243.45392,4457.6779722762285,0.4189424,1.0,,21862.635,-23583684.0,100,10.0,1.0,66712820000.0,4852.1904,50.0,-243.45392
,1477070,2289391000.0,10.0,4979.5215,1,1.0,-1.0,0.03498791,5050,4657.0986,1052.9984,,22797368.0,4637.1367,True,1810.693,50,19.961287,465.96,3006.325954914093,1.0,-100240290000.0,[ 0.051  0.325 -2.202 -1.98 ],50.0,4999.483,-241.66032,4657.098136813703,0.4189424,1.0,,359.83255,-24838234.0,101,10.0,1.0,2592025600.0,116.34266,50.0,-241.66032
,1501311,2.2055613e+33,10.0,1950.0537,1,1.0,-1.0,0.068888746,5100,4845.4014,421.6759,,23655724.0,1795.905,True,371433200.0,50,3049.4966,484.82,3059.51864695549,1.0,-9.584641e+22,[-1.085e-03  3.600e-01 -2.205e+00 -1.978e+00],50.0,4999.5503,-257.87173,4845.401488750459,0.4189424,1.0,,51998092.0,-25696646.0,102,10.0,1.0,145111160000000.0,8366439.5,50.0,-257.87173
,1524401,1.5730843e+17,10.0,4949.4937,1,1.0,-1.0,0.23539929,5150,4615.132,974.3567,,22248812.0,4565.228,True,45597.133,50,49.903824,461.8,3123.4746606349945,1.0,-809450500000000.0,[ 0.06   0.35  -2.205 -1.983],50.0,4999.3975,-233.23537,4615.131795652694,0.4189424,1.0,,8584.685,-24289606.0,103,10.0,1.0,45902490000.0,2469.5063,50.0,-233.23537
,1547422,149277300000.0,10.0,2480.0833,1,1.0,-1.0,0.12423612,5200,4600.6313,711.2601,,21671698.0,2081.1316,True,192.01988,50,2519.4998,460.42,3199.64453458786,1.0,-788908700000.0,[-0.014  0.406 -2.223 -2.065],50.0,4999.583,-242.80576,4600.631229624091,0.4189424,1.0,,46.433704,-23712644.0,104,10.0,1.0,377554200.0,26.755104,50.0,-242.80576
,1571876,1.14229775e+26,10.0,4569.852,1,1.0,-1.0,0.046839185,5250,4889.45,649.72107,,24328858.0,4459.767,True,15415797.0,50,429.68326,489.08,3264.042857646942,1.0,-2.18124e+19,[ 0.016  0.412 -2.222 -2.064],50.0,4999.535,-251.81003,4889.45001142594,0.4189424,1.0,,2157939.2,-26369768.0,105,10.0,1.0,7753928500000.0,310319.94,50.0,-251.81003
,1592280,2.2983951e+19,10.0,4989.466,1,1.0,-1.0,0.021977214,5300,4076.3643,1504.734,,18880968.0,4066.383,True,34117.34,50,9.980739,408.08,3313.8506071567535,1.0,-9783910000000000.0,[ 0.069  0.444 -2.22  -2.055],50.0,4999.447,-242.38927,4076.363935158911,0.4189424,1.0,,6032.187,-20921800.0,106,10.0,1.0,40358850000.0,1693.6266,50.0,-242.38927
,1605171,2.9203707e+23,10.0,4999.3604,1,1.0,-1.0,0.75415176,5350,2569.0085,1617.1565,,9214999.0,2569.0085,True,608613.8,50,,257.82,3347.3889775276184,1.0,-1.1028143e+18,[ 0.175  0.489 -2.222 -2.104],50.0,4999.3604,-234.06917,2569.0086037983774,0.4189424,1.0,,85147.62,-11255744.0,107,10.0,1.0,248551650000.0,13646.254,50.0,-234.06917
,1626266,1.0348482e+29,10.0,4699.7695,1,1.0,-1.0,0.43115914,5400,4215.752,1645.3011,,20479578.0,3915.9773,True,1976235.1,50,299.77435,421.9,3399.829285621643,1.0,-6.5652835e+20,[ 0.079  0.425 -2.249 -2.143],50.0,4999.544,-237.24306,4215.7516319878605,0.4189424,1.0,,288338.88,-22520488.0,108,10.0,1.0,1125485000000.0,56060.22,50.0,-237.24306
,1650295,5.973032e+32,10.0,4989.605,1,1.0,-1.0,0.049809866,5450,4804.3823,907.2566,,23905202.0,4794.4014,True,177363780.0,50,9.9809475,480.58,3466.162481069565,1.0,-4.987925e+22,[-1.428e-03  4.764e-01 -2.267e+00 -2.064e+00],50.0,4999.586,-257.9146,4804.3822321821035,0.4189424,1.0,,24972974.0,-25946154.0,109,10.0,1.0,106898260000000.0,4277058.0,50.0,-257.9146
,1673032,5913224700.0,10.0,4999.473,1,1.0,-1.0,0.21317235,5500,4545.2505,1325.6152,,22416558.0,4545.2505,True,1045.0424,50,,454.74,3528.9059703350067,1.0,-158281380000.0,[ 0.06   0.484 -2.267 -2.071],50.0,4999.473,-235.38841,4545.25070608298,0.4189424,1.0,,175.1348,-24457416.0,110,10.0,1.0,1348108300.0,55.90241,50.0,-235.38841
,1697638,134405830000.0,10.0,3540.3994,1,1.0,-1.0,0.14917181,5550,4920.033,497.88037,,24454608.0,3460.7778,True,4444.8687,50,1459.2555,492.12,3608.728711605072,1.0,-754850860000.0,[-1.007e-03  4.748e-01 -2.302e+00 -1.968e+00],50.0,4999.655,-249.4793,4920.03300307038,0.4189424,1.0,,861.344,-26495616.0,111,10.0,1.0,6606481400.0,278.6543,50.0,-249.4793
,1721684,14029489000.0,10.0,4339.881,1,1.0,-1.0,0.5470525,5600,4807.6743,792.8727,,23742380.0,4147.9634,True,90.96433,50,659.71094,480.92,3674.3783123493195,1.0,-241950150000.0,[ 0.046  0.462 -2.334 -1.993],50.0,4999.592,-248.01009,4807.674431625625,0.4189424,1.0,,18.963453,-25783338.0,112,10.0,1.0,212453470.0,10.884015,50.0,-248.01009
,1745278,1901113100.0,10.0,3230.1123,1,1.0,-1.0,0.2100404,5650,4716.7114,765.42413,,22833246.0,2947.2578,True,613.7116,50,1769.4541,471.88,3741.2030699253082,1.0,-89427240000.0,[-0.016  0.46  -2.344 -1.991],50.0,4999.5664,-232.80487,4716.711795592125,0.4189424,1.0,,101.94421,-24874180.0,113,10.0,1.0,440969180.0,35.024593,50.0,-232.80487
,1769886,7.4096653e+22,10.0,3930.1252,1,1.0,-1.0,0.036137123,5700,4920.5913,550.17145,,24514906.0,3851.1997,True,1019018.56,50,1069.3914,492.16,3810.145533800125,1.0,-5.5553344e+17,[ 0.015  0.462 -2.345 -1.991],50.0,4999.5166,-235.091,4920.591246568241,0.4189424,1.0,,143728.0,-26555802.0,114,10.0,1.0,647069300000.0,25900.033,50.0,-235.091
,1793578,1.4681055e+24,10.0,4999.5674,1,1.0,-1.0,0.0066033904,5750,4736.6567,1015.9302,,23468028.0,4736.6567,True,442179550.0,50,,473.84,3873.9899570941925,1.0,-2.4730537e+18,[ 0.011  0.361 -2.373 -2.058],50.0,4999.5674,-257.05478,4736.656474547499,0.4189424,1.0,,61903104.0,-25508962.0,115,10.0,1.0,203096070000000.0,8858223.0,50.0,-257.05478
,1818232,1.05040636e+33,10.0,3070.5637,1,1.0,-1.0,0.074921936,5800,4929.3545,432.46136,,24485554.0,3000.454,True,500459070.0,50,1928.9001,493.08,3936.9343910217285,1.0,-6.6142395e+22,[ 0.057  0.319 -2.372 -2.056],50.0,4999.464,-244.73155,4929.354249861154,0.4189424,1.0,,70047820.0,-26526408.0,116,10.0,1.0,254844640000000.0,10232601.0,50.0,-244.73155
,1837427,3.2339488e+30,10.0,4999.283,1,1.0,-1.0,0.5786143,5850,3832.1394,1495.164,,16920808.0,3832.1394,True,15446877.0,50,,383.9,3986.3488540649414,1.0,-3.6697494e+21,[ 0.143  0.373 -2.369 -2.129],50.0,4999.283,-235.55988,3832.1395478567947,0.4189424,1.0,,2161414.2,-18961502.0,117,10.0,1.0,7243258400000.0,318604.3,50.0,-235.55988
,1861928,2.0039235e+26,10.0,4999.6807,1,1.0,-1.0,0.021600205,5900,4899.1353,699.8765,,24491354.0,4899.1353,True,277868200.0,50,,490.02,4044.3026807308197,1.0,-2.8892265e+19,[ 0.026  0.409 -2.388 -2.146],50.0,4999.6807,-251.4124,4899.135457038734,0.4189424,1.0,,38893744.0,-26532382.0,118,10.0,1.0,140496420000000.0,5621289.5,50.0,-251.4124
,1885651,1.638804e+33,10.0,4629.699,1,1.0,-1.0,0.039523277,5950,4742.4634,972.40265,,23436528.0,4372.6387,True,4044713.0,50,369.825,474.46,4102.243070840836,1.0,-8.261811e+22,[ 0.086  0.421 -2.382 -2.139],50.0,4999.5244,-249.42892,4742.463547713523,0.4189424,1.0,,566978.5,-25477428.0,119,10.0,1.0,2382650700000.0,95344.42,50.0,-249.42892
,1897020,3.246341e+33,10.0,4999.3706,1,1.0,-1.0,0.19351602,6000,2264.1052,1540.4019,,7499010.5,2264.1052,True,13093.731,50,,227.38,4134.495055675507,1.0,-1.1627387e+23,[ 0.194  0.358 -2.378 -2.141],50.0,4999.3706,-224.7157,2264.1052815314088,0.4189424,1.0,,1828.6251,-9539760.0,120,10.0,1.0,4293290500.0,357.51663,50.0,-224.7157
,1920821,223214220.0,10.0,4210.2285,1,1.0,-1.0,0.0075300396,6050,4758.3257,856.8916,,23375926.0,3968.9868,True,542.0285,50,789.3386,476.02,4196.736078262329,1.0,-31212493000.0,[ 0.075  0.387 -2.401 -2.129],50.0,4999.5674,-229.47704,4758.3256399499605,0.4189424,1.0,,95.35053,-25416860.0,121,10.0,1.0,720896600.0,37.760597,50.0,-229.47704
,1945201,9.045263e+20,10.0,4999.636,1,1.0,-1.0,0.45205775,6100,4874.8613,717.0356,,24278412.0,4874.8613,True,685.0628,50,,487.6,4253.830780029297,1.0,-6.1382105e+16,[ 0.02   0.41  -2.399 -2.111],50.0,4999.636,-236.41907,4874.861147345179,0.4189424,1.0,,97.52956,-26319406.0,122,10.0,1.0,701757200.0,28.164284,50.0,-236.41907
,1966253,5.329169e+34,10.0,4999.5737,1,1.0,-1.0,0.023508416,6150,4205.8564,1271.5815,,19306148.0,4205.8564,True,2214629.5,50,,421.04,4305.749593734741,1.0,-4.711401e+23,[-0.023  0.365 -2.402 -2.118],50.0,4999.5737,-258.9165,4205.856427926243,0.4189424,1.0,,310034.2,-21347082.0,123,10.0,1.0,584272800000.0,54761.03,50.0,-258.9165
,1990754,2.6876627e+19,10.0,4999.5073,1,1.0,-1.0,0.60632706,6200,4899.192,699.8846,,24491918.0,4899.192,True,282.5426,50,,490.02,4364.034235715866,1.0,-1.0580257e+16,[ 0.038  0.377 -2.402 -2.117],50.0,4999.5073,-237.56557,4899.191883255992,0.4189424,1.0,,57.628693,-26532806.0,124,10.0,1.0,688290600.0,27.566126,50.0,-237.56557
,2010651,2.6002128e+32,10.0,3569.8184,1,1.0,-1.0,0.11746298,6250,3972.6956,1172.6923,,17157514.0,2542.9312,True,170309010.0,50,1429.7643,397.94,4403.656248092651,1.0,-3.2909883e+22,[-0.022  0.382 -2.407 -2.132],50.0,4999.5825,-261.71445,3972.6953657424247,0.4189424,1.0,,23839930.0,-19198454.0,125,10.0,1.0,85704400000000.0,3431796.5,50.0,-261.71445
,2019946,23346950000.0,10.0,3149.92,1,1.0,-1.0,0.23901872,6300,1848.7555,822.2412,,4093977.5,1278.9735,True,3331.6953,50,569.7821,185.9,4421.781032800674,1.0,-173250050000.0,[-0.077  0.357 -2.418 -2.123],50.0,3719.7021,-157.58348,1848.755517399892,0.4189424,1.0,,513.55066,-5223707.0,126,10.0,1.0,632184300.0,212.72072,50.0,-157.58348
,2040233,5.9277574e+31,10.0,3459.8567,1,1.0,-1.0,0.017152475,6350,4051.6248,1137.0243,,17708486.0,2511.815,True,498071.88,50,1539.8098,405.74,4465.176914691925,1.0,-1.5713816e+22,[-0.031  0.398 -2.42  -2.113],50.0,4999.6665,-258.03027,4051.62482700638,0.4189424,1.0,,76795.59,-19749496.0,127,10.0,1.0,254715050000.0,27059.898,50.0,-258.03027
,2064735,5.9367504e+18,10.0,4989.6753,1,1.0,-1.0,0.6078277,6400,4899.433,698.4933,,24492334.0,4889.4526,True,233.32285,50,9.980096,490.04,4506.650317668915,1.0,-4972891000000000.0,[ 0.03   0.408 -2.419 -2.115],50.0,4999.6553,-254.82259,4899.432950834614,0.4189424,1.0,,42.212902,-26533344.0,128,10.0,1.0,564482600.0,22.609692,50.0,-254.82259
,2083262,187881740.0,10.0,3779.725,1,1.0,-1.0,0.21821427,6450,3698.7007,1178.0779,,15068252.0,2478.8162,True,93.40184,50,1219.8843,370.54,4542.974168539047,1.0,-28103400000.0,[-0.03   0.398 -2.426 -2.127],50.0,4999.6094,-234.23761,3698.700521016608,0.4189424,1.0,,18.399298,-17109210.0,129,10.0,1.0,128482340.0,14.659013,50.0,-234.23761
,2108065,3.5989844e+19,10.0,1139.9897,1,1.0,-1.0,0.01047966,6500,4959.218,187.40793,,24628962.0,1099.5845,True,3850433.5,50,3859.6333,496.06,4591.966061592102,1.0,-1.2245884e+16,[ 5.709e-04  4.040e-01 -2.426e+00 -2.124e+00],50.0,4999.623,-252.29315,4959.2177655813375,0.4189424,1.0,,559572.9,-26669944.0,130,10.0,1.0,2010153900000.0,101028.2,50.0,-252.29315
