Iteration,InitialReturnMean,OptimizationReturnMin,WReturnMean,InitialReturnMin,ReturnStepMax,ReturnMeanIW,EpRewMean,EmpiricalD2Arithmetic,TimestepsSoFar,InitialBound,OptimizationReturnMean,InitialReturnStd,MeanIW,ESSRenyiHarmonic,MinTargetPdf,MeanD2-0,VarianceInitializer,InitialReturnMax,MeanEntropy,StdWReturnMean,StdIW,Bound,ESSRenyiArithmetic,TimeElapsed,EpLenMean,Penalization,DivergenceHarmonic,Weights,MinBehavPdf,EpisodesSoFar,LearnableVariance,MinIW,ReturnStepMaxmin,OptimizationReturnMax,Inner Iteration,EpThisIter,Epsilon,EmpiricalD2Harmonic,MaxIW
192,4555.808,,22004592.0,19.963844,10.0,45478564000.0,4555.807884182082,1.0,3026711,-24045498.0,4535.8438,1117.6796,1879.5883,50.0,-235.92961,1.0,-1.0,4999.5347,0.4189424,,5724.108,-1.5877631e+19,50.0,6299.821332931519,455.88,True,6.052633e+25,[ 0.088  0.642 -2.416 -2.291],-235.92961,9600,,0.1301467,10.0,4979.571,1,50,1.0,1.0,37931.934
193,4365.522,,20398426.0,369.7284,10.0,4139396400000.0,4365.521952414944,1.0,3048561,-22439300.0,3995.7935,1157.8627,168661.08,50.0,-245.87679,1.0,-1.0,4999.4995,0.4189424,,1113908.4,-7.828812e+18,50.0,6343.6315405368805,437.0,True,1.4715544e+25,[ 0.144  0.537 -2.421 -2.328],-245.87679,9650,,0.12692639,10.0,4629.771,1,50,1.0,1.0,7959626.0
194,4827.7344,,24030648.0,29.94305,10.0,3870239200.0,4827.7345292929385,1.0,3072706,-26071538.0,4797.792,850.66327,154.88596,50.0,-244.27338,1.0,-1.0,4999.5166,0.4189424,,1041.1968,-123972860000.0,50.0,6386.298972606659,482.9,True,3463253000.0,[ 0.046  0.61  -2.433 -2.349],-244.27338,9700,,0.10667744,10.0,4969.5737,1,50,1.0,1.0,7442.391
195,4612.947,,22599936.0,309.7189,10.0,48799016000000.0,4612.946326405254,1.0,3095782,-24640816.0,4303.228,1149.2013,1961727.6,50.0,-252.20589,1.0,-1.0,4999.502,0.4189424,,10882449.0,-3.746109e+23,50.0,6435.478600978851,461.52,True,3.3693423e+34,[ 0.105  0.629 -2.439 -2.352],-252.20589,9750,,0.46876207,10.0,4689.783,1,50,1.0,1.0,76238990.0
196,4305.257,,19715276.0,,10.0,431475300.0,4305.256882547195,1.0,3117333,-21756234.0,4305.257,1086.2957,32.36506,50.0,-226.39932,1.0,-1.0,4999.6025,0.4189424,,59.61445,-75132174000.0,50.0,6488.063416004181,431.02,True,1339672700.0,[-0.024  0.48  -2.467 -2.201],-226.39932,9800,,0.16294688,10.0,4999.6025,1,50,1.0,1.0,317.44345
197,4999.2793,,24992788.0,4998.5625,10.0,31587244000.0,4999.278868576348,1.0,3142333,-27033794.0,0.7163672,0.23601724,1263.8452,50.0,-245.09514,1.0,-1.0,4999.654,0.4189424,,4115.7773,-1.9030464e+17,50.0,6559.9754774570465,500.0,True,8.694209e+21,[ 0.007  0.484 -2.468 -2.199],-245.09514,9850,,0.07126012,10.0,1.0913086,1,50,1.0,1.0,19051.268
198,4799.7314,,23991346.0,,10.0,18013768000.0,4799.731589554189,1.0,3166338,-26032366.0,4799.7314,976.6897,720.9417,50.0,-248.16829,1.0,-1.0,4999.672,0.4189424,,1392.0725,-3.7366308e+17,50.0,6644.861688613892,480.1,True,3.3518576e+22,[ 0.066  0.468 -2.471 -2.212],-248.16829,9900,,0.050058253,10.0,4999.672,1,50,1.0,1.0,6457.385
199,4724.121,,22663708.0,2449.5908,10.0,238127300000.0,4724.121394967395,1.0,3189975,-24704672.0,2274.5305,588.5453,9604.227,50.0,-244.2636,1.0,-1.0,4999.6,0.4189424,,38224.85,-2.8750014e+24,50.0,6719.606518507004,472.74,True,1.9843866e+36,[-0.013  0.505 -2.458 -2.124],-244.2636,9950,,0.03121305,10.0,2550.0093,1,50,1.0,1.0,236525.14
200,3244.2122,,11750098.0,,10.0,44059510000.0,3244.212130831916,1.0,3206241,-13790987.0,3244.2122,1106.881,3716.7134,50.0,-233.08723,1.0,-1.0,4999.5293,0.4189424,,8880.79,-4.5355727e+17,50.0,6770.613759279251,325.32,True,4.938999e+22,[-0.07   0.512 -2.458 -2.148],-233.08723,10000,,0.2090556,10.0,4999.5293,1,50,1.0,1.0,54687.656
201,4838.0845,,23958654.0,9.981619,10.0,678973340000.0,4838.084387208476,1.0,3230439,-25999656.0,4828.103,742.6933,47168.74,50.0,-241.04845,1.0,-1.0,4999.6494,0.4189424,,243610.1,-1.0773821e+16,50.0,6842.215588569641,483.96,True,2.7862357e+19,[-0.008  0.518 -2.459 -2.143],-241.04845,10050,,0.037335478,10.0,4989.668,1,50,1.0,1.0,1600257.4
202,4832.311,,24028836.0,329.76324,10.0,1175871400.0,4832.311132145157,1.0,3254607,-26069782.0,4502.5483,823.1672,47.088478,50.0,-243.19736,1.0,-1.0,4999.5806,0.4189424,,217.51704,-120533434000.0,50.0,6912.435607910156,483.36,True,3420242000.0,[ 0.036  0.559 -2.458 -2.127],-243.19736,10100,,0.028688634,10.0,4669.8174,1,50,1.0,1.0,1517.3293
203,4670.3184,,23087682.0,9.980531,10.0,5896191000.0,4670.3182601966,1.0,3277968,-25128586.0,4660.3374,1129.5181,237.42831,50.0,-258.2138,1.0,-1.0,4999.5293,0.4189424,,746.36255,-1.1941831e+19,50.0,6981.7833340168,467.22,True,3.4238651e+25,[ 0.088  0.584 -2.45  -2.103],-258.2138,10150,,0.00060393236,10.0,4989.549,1,50,1.0,1.0,4183.093
204,4842.1006,,23978610.0,,10.0,67447116000.0,4842.100463194552,1.0,3302187,-26019594.0,4842.1006,729.84467,2829.94,50.0,-239.76471,1.0,-1.0,4999.6265,0.4189424,,11276.091,-4.3903084e+20,50.0,7060.291506528854,484.38,True,4.6273374e+28,[-0.026  0.634 -2.462 -2.089],-239.76471,10200,,0.013506342,10.0,4999.6265,1,50,1.0,1.0,77572.805
205,3615.1062,,14217272.0,9.979858,10.0,6459262000.0,3615.106225438961,1.0,3320307,-16258166.0,3605.1262,1071.578,696.9171,50.0,-224.5505,1.0,-1.0,4999.529,0.4189424,,1723.6427,-11206436000000.0,50.0,7116.343471765518,362.4,True,30116820000000.0,[-0.083  0.652 -2.473 -2.074],-224.5505,10250,,0.23138933,10.0,4989.549,1,50,1.0,1.0,11051.968
206,4821.7007,,23668388.0,889.46265,10.0,429108850000.0,4821.700403592192,1.0,3344427,-25709380.0,3932.2378,647.7614,21810.793,50.0,-244.87167,1.0,-1.0,4999.635,0.4189424,,92005.51,-1.3914101e+18,50.0,7181.531361103058,482.4,True,4.6478085e+23,[-0.037  0.686 -2.465 -2.049],-244.87167,10300,,0.30203736,10.0,4110.172,1,50,1.0,1.0,518260.66
207,4829.788,,23904942.0,549.7123,10.0,680346200000.0,4829.788032264847,1.0,3368583,-25945864.0,4280.0757,760.3233,27228.58,50.0,-246.31252,1.0,-1.0,4999.5464,0.4189424,,177605.56,-4.6278616e+19,50.0,7243.289029121399,483.12,True,5.1419705e+26,[ 0.012  0.719 -2.477 -2.033],-246.31252,10350,,0.07222784,10.0,4449.834,1,50,1.0,1.0,1269932.0
208,4786.61,,23143050.0,2919.4792,10.0,38704520000000.0,4786.610194331481,1.0,3392530,-25184022.0,1867.1307,481.05286,2783853.5,50.0,-235.9225,1.0,-1.0,4999.6084,0.4189424,,17054292.0,-3.5409672e+24,50.0,7319.58581495285,478.94,True,3.0101707e+36,[-0.05   0.809 -2.478 -1.972],-235.9225,10400,,0.12912601,10.0,2080.1292,1,50,1.0,1.0,121825840.0
209,4717.2993,,23333898.0,269.8308,10.0,429957400000.0,4717.299309767678,1.0,3416125,-25374826.0,4447.4688,1039.7039,17205.234,50.0,-233.42757,1.0,-1.0,4999.556,0.4189424,,120363.7,-6005802000000.0,50.0,7390.262840986252,471.9,True,7464260000000.0,[ 0.012  0.817 -2.479 -1.973],-233.42757,10450,,0.12398615,10.0,4729.7256,1,50,1.0,1.0,859751.1
210,4425.9097,,21919418.0,9.979994,10.0,18708042000.0,4425.909883135384,1.0,3438266,-23960310.0,4415.9297,1526.6764,750.81775,50.0,-241.55618,1.0,-1.0,4999.5166,0.4189424,,2303.375,-3.0338315e+16,50.0,7444.283553361893,442.82,True,2.2098439e+20,[ 0.071  0.813 -2.466 -1.957],-241.55618,10500,,0.09090696,10.0,4989.5366,1,50,1.0,1.0,10468.903
211,4641.2607,,22208242.0,9.980262,10.0,12104363000000.0,4641.260966850421,1.0,3461492,-24249134.0,4631.2803,816.66223,924879.8,50.0,-246.11922,1.0,-1.0,4999.5107,0.4189424,,4895605.5,-8.4889135e+23,50.0,7505.313609600067,464.52,True,1.7301565e+35,[-0.048  0.73  -2.552 -1.773],-246.11922,10550,,0.1316969,10.0,4989.5303,1,50,1.0,1.0,34919668.0
212,4736.3623,,23333678.0,,10.0,86457080.0,4736.3624621274785,1.0,3485182,-25374524.0,4736.3623,948.9727,3.6182065,50.0,-238.0744,1.0,-1.0,4999.456,0.4189424,,3.4078412,-1550288400000.0,50.0,7593.514644145966,473.8,True,577001200000.0,[ 0.014  0.733 -2.554 -1.767],-238.0744,10600,,0.24581705,10.0,4999.456,1,50,1.0,1.0,16.859608
213,4858.1904,,23973470.0,859.85126,10.0,4264507700000.0,4858.190513250105,1.0,3509482,-26014376.0,3998.3394,609.47156,246631.95,50.0,-249.86028,1.0,-1.0,4999.525,0.4189424,,1176077.6,-6.647104e+19,50.0,7671.0952315330505,486.0,True,1.0608187e+27,[-0.046  0.748 -2.555 -1.761],-249.86028,10650,,0.0803084,10.0,4139.674,1,50,1.0,1.0,7940943.5
214,4915.4824,,24504312.0,819.76306,10.0,547498560000.0,4915.4823066116,1.0,3534065,-26545242.0,4095.719,585.1027,21909.293,50.0,-234.8777,1.0,-1.0,4999.5566,0.4189424,,78678.125,-6.2993736e+16,50.0,7728.88408946991,491.66,True,9.52692e+20,[ 0.01   0.771 -2.56  -1.775],-234.8777,10700,,0.059862543,10.0,4179.7935,1,50,1.0,1.0,442305.4
215,3999.6912,,18721138.0,,10.0,1034867140.0,3999.6911661039508,1.0,3554084,-20761950.0,3999.6912,1650.336,49.962902,50.0,-239.78658,1.0,-1.0,4999.4224,0.4189424,,95.39156,-38593184000.0,50.0,7768.938362598419,400.38,True,338707040.0,[ 0.05   0.863 -2.557 -1.7  ],-239.78658,10750,,0.05407635,10.0,4999.4224,1,50,1.0,1.0,483.46033
216,4781.3516,,23826114.0,,10.0,2087278300.0,4781.351503363934,1.0,3577998,-25867024.0,4781.3516,982.23785,83.92607,50.0,-241.87717,1.0,-1.0,4999.5317,0.4189424,,411.07837,-32096915000.0,50.0,7830.41463971138,478.28,True,216219790.0,[-0.027  0.847 -2.623 -1.771],-241.87717,10800,,0.34575954,10.0,4999.5317,1,50,1.0,1.0,2638.6462
217,4899.1157,,24491158.0,,10.0,38334440000.0,4899.11571385069,1.0,3602499,-26532062.0,4899.1157,699.8737,1533.9966,50.0,-247.75739,1.0,-1.0,4999.5225,0.4189424,,4015.2698,-661209340000000.0,50.0,7898.783668518066,490.02,True,1.049554e+17,[ 0.005  0.884 -2.598 -1.801],-247.75739,10850,,0.986172,10.0,4999.5225,1,50,1.0,1.0,21689.611
218,4982.4614,,24838752.0,4159.304,10.0,18476036000.0,4982.461672558295,1.0,3627416,-26879692.0,823.1575,117.594086,739.3644,50.0,-233.86937,1.0,-1.0,4999.5654,0.4189424,,1654.9797,-263407300000000.0,50.0,7970.539441823959,498.34,True,1.6655472e+16,[-0.026  0.81  -2.634 -1.89 ],-233.86937,10900,,0.35277277,10.0,840.2612,1,50,1.0,1.0,7794.563
219,4904.456,,24493952.0,259.8157,10.0,109886430000.0,4904.456395633388,1.0,3651943,-26534906.0,4644.6406,663.5201,4396.744,50.0,-254.96281,1.0,-1.0,4999.587,0.4189424,,21104.635,-1503770500000000.0,50.0,8053.143637180328,490.54,True,5.4281817e+17,[-2.155e-03  7.421e-01 -2.652e+00 -1.991e+00],-254.96281,10950,,0.22100896,10.0,4739.771,1,50,1.0,1.0,149804.11
220,4803.6455,,23993462.0,,10.0,121665090000000.0,4803.64557424343,1.0,3675967,-26034394.0,4803.6455,958.3584,4868177.0,50.0,-238.184,1.0,-1.0,4999.5596,0.4189424,,18401920.0,-6.851952e+22,50.0,8123.025000810623,480.48,True,1.127179e+33,[-0.008  0.832 -2.637 -1.906],-238.184,11000,,0.3366284,10.0,4999.5596,1,50,1.0,1.0,112193550.0
221,4876.4785,,24207724.0,639.72815,10.0,90441704.0,4876.478475140108,1.0,3700356,-26248488.0,4236.7505,653.97455,3.676494,50.0,-272.7768,1.0,-1.0,4999.3496,0.4189424,,3.891312,-63629406000.0,50.0,8185.87012553215,487.78,True,969432500.0,[-0.009  0.855 -2.664 -1.658],-272.7768,11050,,0.14013502,10.0,4359.6216,1,50,1.0,1.0,19.56047
222,4828.7993,,23717806.0,629.68964,10.0,26488457000.0,4828.7991535808505,1.0,3724513,-25758676.0,4199.11,632.85284,1341.8551,50.0,-244.90575,1.0,-1.0,4999.48,0.4189424,,4475.544,-1.0622585e+16,50.0,8253.526278972626,483.14,True,2.709257e+19,[-0.053  0.815 -2.679 -1.646],-244.90575,11100,,0.2632327,10.0,4369.7905,1,50,1.0,1.0,22141.035
223,4716.1396,,23243890.0,179.82568,10.0,24131490000.0,4716.140174271055,1.0,3748102,-25284790.0,4536.3145,1000.95496,1065.8553,50.0,-250.36436,1.0,-1.0,4999.5195,0.4189424,,2268.543,-1.2645355e+18,50.0,8312.876091480255,471.78,True,3.839196e+23,[-0.005  0.812 -2.714 -1.629],-250.36436,11150,,0.11489612,10.0,4819.694,1,50,1.0,1.0,12063.983
224,4788.6777,,23189074.0,2569.4856,10.0,337295050000.0,4788.677605002516,1.0,3772062,-25230040.0,2219.1921,507.58472,28719.818,50.0,-234.45251,1.0,-1.0,4999.6006,0.4189424,,112694.2,-8880063000000000.0,50.0,8371.420404911041,479.2,True,1.8929938e+19,[-0.058  0.771 -2.728 -1.734],-234.45251,11200,,0.04279358,10.0,2430.115,1,50,1.0,1.0,646404.6
225,4999.1255,,24991256.0,4998.6064,10.0,165161440000.0,4999.125679165343,1.0,3797062,-27032150.0,0.5192285,0.19675498,6609.0293,50.0,-235.93552,1.0,-1.0,4999.5093,0.4189424,,19566.746,-4947401000000000.0,50.0,8443.492332220078,500.0,True,5.876339e+18,[-0.009  0.8   -2.725 -1.708],-235.93552,11250,,0.025386874,10.0,0.90283203,1,50,1.0,1.0,102176.23
226,4999.1943,,24991944.0,4998.3896,10.0,9498761000000.0,4999.194497013584,1.0,3822062,-27032836.0,0.8048047,0.19857526,380073.03,50.0,-238.81749,1.0,-1.0,4999.509,0.4189424,,2628367.2,-3.3909427e+19,50.0,8507.870461463928,500.0,True,2.7607215e+26,[-0.017  0.698 -2.709 -1.779],-238.81749,11300,,0.14212479,10.0,1.1191406,1,50,1.0,1.0,18778056.0
227,4903.82,,24493296.0,229.79442,10.0,1.5051173e+17,4903.819694185851,1.0,3846586,-26534220.0,4674.0254,667.71796,6021729300.0,50.0,-247.52328,1.0,-1.0,4999.549,0.4189424,,40498560000.0,-8.4018766e+23,50.0,8562.112389326096,490.48,True,1.6948079e+35,[ 0.044  0.687 -2.701 -1.781],-247.52328,11350,,0.08893959,10.0,4769.7544,1,50,1.0,1.0,289278430000.0
228,4365.6714,,21257650.0,,10.0,8036813000.0,4365.6717959923535,1.0,3868429,-23298536.0,4365.6714,1482.754,322.10245,50.0,-235.84612,1.0,-1.0,4999.509,0.4189424,,1487.0427,-451754700000.0,50.0,8612.375008106232,436.86,True,47271105000.0,[ 0.196  0.69  -2.859 -1.66 ],-235.84612,11400,,0.8505299,10.0,4999.509,1,50,1.0,1.0,10622.412
229,4253.804,,20508882.0,,10.0,4532283400.0,4253.803970882123,1.0,3889716,-22549720.0,4253.804,1553.7168,184.64926,50.0,-227.61244,1.0,-1.0,4999.449,0.4189424,,389.04498,-18213407000000.0,50.0,8658.482167720795,425.74,True,79610220000000.0,[ 0.173  0.715 -2.847 -1.541],-227.61244,11450,,0.11516643,10.0,4999.449,1,50,1.0,1.0,1994.0049
230,3473.0303,,15327899.0,29.951244,10.0,19616279000.0,3473.0301742641664,1.0,3907110,-17368424.0,3443.079,1807.1968,1151.6744,50.0,-234.42441,1.0,-1.0,4999.077,0.4189424,,5093.24,-14734125000000.0,50.0,8706.190815925598,347.88,True,52002407000000.0,[ 0.262  0.773 -2.829 -1.478],-234.42441,11500,,1.0179898,10.0,4969.126,1,50,1.0,1.0,29250.76
231,4580.594,,22147348.0,9.979393,10.0,700987000000.0,4580.594121695571,1.0,3930027,-24188172.0,4570.6147,1079.5862,28097.197,50.0,-251.49426,1.0,-1.0,4999.4287,0.4189424,,176551.92,-1.2507825e+16,50.0,8778.07047533989,458.34,True,3.755992e+19,[ 0.182  0.718 -2.862 -1.549],-251.49426,11550,,0.43058053,10.0,4989.449,1,50,1.0,1.0,1263090.8
232,4820.917,,23784514.0,239.82553,10.0,333892260000.0,4820.916915900199,1.0,3954141,-25825364.0,4581.0913,737.07214,13387.02,50.0,-248.4695,1.0,-1.0,4999.4575,0.4189424,,87645.43,-7890997000000000.0,50.0,8840.74287199974,482.28,True,1.4949501e+19,[ 0.229  0.637 -2.882 -1.629],-248.4695,11600,,0.25617155,10.0,4759.632,1,50,1.0,1.0,626688.94
233,4427.8115,,21750840.0,,10.0,106600810000.0,4427.811402818454,1.0,3976291,-23791692.0,4427.8115,1464.693,4306.698,50.0,-244.44563,1.0,-1.0,4999.4683,0.4189424,,14965.036,-1.2975645e+16,50.0,8891.24507689476,443.0,True,4.04247e+19,[ 0.153  0.553 -2.889 -1.682],-244.44563,11650,,0.09694472,10.0,4999.4683,1,50,1.0,1.0,91965.49
234,4919.4307,,24512798.0,1009.42444,10.0,34638135000.0,4919.430534299543,1.0,4000893,-26553750.0,3910.0063,558.5724,1390.5487,50.0,-247.67282,1.0,-1.0,4999.582,0.4189424,,4295.3354,-4863759500000000.0,50.0,8947.762247800827,492.04,True,5.679295e+18,[ 0.115  0.473 -2.896 -1.77 ],-247.67282,11700,,0.046620995,10.0,3990.1577,1,50,1.0,1.0,28850.049
235,4899.4927,,24492934.0,9.981713,10.0,78675120000.0,4899.49283960958,1.0,4025395,-26533902.0,4889.5107,698.5016,3148.4978,50.0,-238.02295,1.0,-1.0,4999.604,0.4189424,,16171.255,-8.6974385e+16,50.0,9008.369171619415,490.04,True,1.8160626e+21,[ 0.094  0.375 -2.9   -1.845],-238.02295,11750,,0.84044135,10.0,4989.622,1,50,1.0,1.0,114939.445
236,4079.1743,,17976882.0,1349.8302,10.0,143257660.0,4079.1744530058063,1.0,4045818,-20017888.0,2729.3445,1156.382,11.6519985,50.0,-245.56143,1.0,-1.0,4999.6626,0.4189424,,14.775813,-201859020000.0,50.0,9055.606558799744,408.46,True,9768055000.0,[-0.022  0.345 -2.911 -1.879],-245.56143,11800,,0.19640155,10.0,3649.8325,1,50,1.0,1.0,62.131752
237,4902.85,,24282492.0,1579.7717,10.0,165861200000.0,4902.849981667099,1.0,4070338,-26323476.0,3323.0784,494.52307,7155.2075,50.0,-248.019,1.0,-1.0,4999.626,0.4189424,,28546.828,-6.805219e+16,50.0,9115.583822727203,490.4,True,1.1117911e+21,[ 0.008  0.343 -2.911 -1.884],-248.019,11850,,0.07308147,10.0,3419.8542,1,50,1.0,1.0,156223.88
238,4999.3726,,24993722.0,4998.944,10.0,176872980000.0,4999.37230735624,1.0,4095338,-27034732.0,0.42844728,0.14047615,7076.9785,50.0,-244.61479,1.0,-1.0,4999.6543,0.4189424,,26914.555,-1.3453233e+20,50.0,9186.117834568024,500.0,True,4.3449482e+27,[ 0.053  0.324 -2.913 -1.923],-244.61479,11900,,0.6231351,10.0,0.7104492,1,50,1.0,1.0,186525.27
239,3729.7944,,16429554.0,9.984102,10.0,430495430000.0,3729.7944757156683,1.0,4114016,-18470550.0,3719.8105,1586.8798,31240.297,50.0,-243.60507,1.0,-1.0,4999.6533,0.4189424,,96252.82,-6.800594e+21,50.0,9231.165012598038,373.56,True,1.1102618e+31,[-0.008  0.224 -2.922 -1.967],-243.60507,11950,,0.04409544,10.0,4989.6694,1,50,1.0,1.0,510023.4
240,4899.333,,24493332.0,,10.0,2026270900000.0,4899.333027793831,1.0,4138517,-26534262.0,4899.333,699.9048,81074.16,50.0,-256.2848,1.0,-1.0,4999.5605,0.4189424,,464513.84,-3.7735136e+17,50.0,9311.015758752823,490.02,True,3.418622e+22,[ 0.054  0.235 -2.921 -1.968],-256.2848,12000,,0.06819222,10.0,4999.5605,1,50,1.0,1.0,3293551.0
241,3830.137,,17105520.0,,10.0,19316534000000.0,3830.1367365056435,1.0,4157695,-19146440.0,3830.137,1560.6326,1368301.5,50.0,-245.63597,1.0,-1.0,4999.5605,0.4189424,,9329105.0,-1.5619918e+18,50.0,9372.119599580765,383.56,True,5.857477e+23,[ 0.088  0.149 -2.923 -2.053],-245.63597,12050,,0.037593868,10.0,4999.5605,1,50,1.0,1.0,66665476.0
242,3502.9858,,16071068.0,379.75043,10.0,163327890000.0,3502.9862058765757,1.0,4175233,-18112028.0,3123.2356,1949.3988,7405.5767,50.0,-250.59317,1.0,-1.0,4999.6123,0.4189424,,37281.04,-1604891000000000.0,50.0,9426.330965995789,350.76,True,6.182279e+17,[ 0.026  0.151 -2.926 -2.063],-250.59317,12100,,0.027521055,10.0,4619.862,1,50,1.0,1.0,260924.11
243,4777.2563,,23674794.0,479.79547,10.0,4318137000.0,4777.256374498012,1.0,4199126,-25715794.0,4297.4614,923.37115,173.71701,50.0,-248.32413,1.0,-1.0,4999.6465,0.4189424,,878.7056,-820686200000.0,50.0,9488.743267297745,477.86,True,159994890000.0,[ 0.068  0.193 -2.932 -2.044],-248.32413,12150,,0.08904806,10.0,4519.851,1,50,1.0,1.0,6159.4243
244,4900.306,,24493126.0,49.923527,10.0,1422333600.0,4900.306140632256,1.0,4223632,-26534088.0,4850.383,692.91187,56.942806,50.0,-244.33252,1.0,-1.0,4999.6006,0.4189424,,246.30363,-4377156800000.0,50.0,9560.815842628479,490.12,True,4596760600000.0,[ 0.069  0.253 -2.929 -2.026],-244.33252,12200,,0.14449516,10.0,4949.6772,1,50,1.0,1.0,1753.8058
245,4439.1045,,21358102.0,579.82043,10.0,1017114050.0,4439.10459643299,1.0,4245839,-23399116.0,3859.2842,1285.4778,53.60264,50.0,-244.91534,1.0,-1.0,4999.665,0.4189424,,202.74602,-81183810000.0,50.0,9612.5913438797,444.14,True,1542821500.0,[ 0.012  0.23  -2.931 -2.016],-244.91534,12250,,0.16408962,10.0,4419.8447,1,50,1.0,1.0,1276.5502
246,4899.5728,,24493732.0,9.98013,10.0,82645010000000.0,4899.572499256449,1.0,4270341,-26534710.0,4889.5923,698.51324,3306454.8,50.0,-248.79887,1.0,-1.0,4999.618,0.4189424,,22897350.0,-7.536213e+19,50.0,9678.193614721298,490.04,True,1.3634813e+27,[ 0.041  0.235 -2.932 -2.026],-248.79887,12300,,0.11446915,10.0,4989.638,1,50,1.0,1.0,163579760.0
247,4848.1167,,24052852.0,,10.0,91333616000.0,4848.116377697917,1.0,4294589,-26093852.0,4848.1167,740.6893,3724.0662,50.0,-242.93059,1.0,-1.0,4999.6455,0.4189424,,12369.146,-9.055467e+16,50.0,9745.512548208237,484.96,True,1.9685895e+21,[ 0.104  0.239 -2.931 -2.028],-242.93059,12350,,0.027752992,10.0,4999.6455,1,50,1.0,1.0,61857.758
248,4275.692,,20173514.0,369.70764,10.0,1552162000.0,4275.691734396758,1.0,4315987,-22214376.0,3905.9844,1375.491,65.6009,50.0,-239.8378,1.0,-1.0,4999.4844,0.4189424,,246.02817,-65018373000000.0,50.0,9804.082185983658,427.96,True,1014943300000000.0,[ 0.165  0.3   -2.916 -2.116],-239.8378,12400,,0.009324501,10.0,4629.777,1,50,1.0,1.0,1754.716
249,4156.9233,,19309216.0,,10.0,22195182000.0,4156.923299926889,1.0,4336798,-21350074.0,4156.9233,1424.5022,966.4219,50.0,-253.78645,1.0,-1.0,4999.4824,0.4189424,,5017.845,-269458730000000.0,50.0,9859.922222852707,416.22,True,1.7430267e+16,[ 0.163  0.242 -2.924 -2.136],-253.78645,12450,,0.02669305,10.0,4999.4824,1,50,1.0,1.0,35138.09
250,4892.8076,,24428146.0,9.979631,10.0,62074778000.0,4892.807623768201,1.0,4361269,-26469068.0,4882.828,698.9841,2486.1655,50.0,-242.92447,1.0,-1.0,4999.553,0.4189424,,10243.127,-1.4618058e+19,50.0,9926.59470152855,489.42,True,5.130336e+25,[ 0.119  0.284 -2.93  -2.122],-242.92447,12500,,0.01551916,10.0,4989.5737,1,50,1.0,1.0,67154.16
251,4837.4917,,24043056.0,9.979939,10.0,187251950000.0,4837.491697696739,1.0,4385464,-26083970.0,4827.5117,801.08136,7507.4756,50.0,-241.88617,1.0,-1.0,4999.541,0.4189424,,50743.14,-248834380000000.0,50.0,9993.77647972107,483.9,True,1.4843548e+16,[ 0.087  0.187 -2.925 -2.05 ],-241.88617,12550,,0.017171852,10.0,4989.561,1,50,1.0,1.0,362666.5
252,4826.92,,23674784.0,1429.0447,10.0,2653862700.0,4826.919767662123,1.0,4409609,-25715726.0,3397.8752,612.88666,231.18211,50.0,-250.2414,1.0,-1.0,4999.575,0.4189424,,1188.428,-183524360000.0,50.0,10054.904405355453,482.9,True,7854062000.0,[ 0.127  0.234 -2.925 -2.047],-250.2414,12600,,0.08120051,10.0,3570.5305,1,50,1.0,1.0,8498.7
253,4816.3784,,23999318.0,399.70416,10.0,4231826200.0,4816.378274098038,1.0,4433697,-26040246.0,4416.674,895.44354,169.35461,50.0,-243.82942,1.0,-1.0,4999.5605,0.4189424,,738.49744,-76918540000000.0,50.0,10116.055622339249,481.76,True,1420294100000000.0,[ 0.075  0.226 -2.932 -2.08 ],-243.82942,12650,,0.0142564,10.0,4599.8564,1,50,1.0,1.0,5200.5444
254,4201.635,,19361360.0,989.22986,10.0,136809520000.0,4201.634890689135,1.0,4454728,-21402288.0,3212.4053,1306.761,7814.732,50.0,-242.23093,1.0,-1.0,4999.5654,0.4189424,,27562.865,-6.105201e+19,50.0,10177.57478260994,420.62,True,8.9487465e+26,[ 0.129  0.204 -2.928 -2.059],-242.23093,12700,,0.022427097,10.0,4010.3354,1,50,1.0,1.0,142000.58
255,4908.0293,,24496202.0,439.78506,10.0,824515900.0,4908.029092898864,1.0,4479273,-26537172.0,4468.2437,638.3206,32.996174,50.0,-235.52666,1.0,-1.0,4999.6064,0.4189424,,67.661385,-640376440000.0,50.0,10252.608369588852,490.9,True,98197316000.0,[ 0.068  0.193 -2.936 -2.063],-235.52666,12750,,0.03940405,10.0,4559.8213,1,50,1.0,1.0,333.1605
256,3611.0159,,15733375.0,399.75372,10.0,11833114000.0,3611.015674252537,1.0,4497360,-17774288.0,3211.262,1641.3231,768.20685,50.0,-231.47151,1.0,-1.0,4999.5566,0.4189424,,2685.5325,-577976200000000.0,50.0,10313.045856952667,361.74,True,8.019873e+16,[ 0.083  0.133 -2.94  -2.073],-231.47151,12800,,0.07564794,10.0,4599.8027,1,50,1.0,1.0,15625.3
257,4646.1084,,23021586.0,489.8408,10.0,30812175000000.0,4646.108439308367,1.0,4520598,-25062496.0,4156.2676,1198.025,1232931.0,50.0,-244.92867,1.0,-1.0,4999.5405,0.4189424,,7938116.0,-6.3014853e+18,50.0,10396.425198793411,464.76,True,9.533502e+24,[ 0.051  0.187 -2.946 -2.078],-244.92867,12850,,0.03487917,10.0,4509.6997,1,50,1.0,1.0,56735590.0
