StdWReturnMean,OptimizationReturnMin,EpLenMean,WReturnMean,ESSRenyiHarmonic,MeanIW,MaxIW,OptimizationReturnMax,MeanEntropy,ESSRenyiArithmetic,ReturnStepMax,DivergenceHarmonic,MinIW,Epsilon,EpThisIter,TimestepsSoFar,EpisodesSoFar,Weights,EmpiricalD2Harmonic,ReturnStepMaxmin,Iteration,VarianceInitializer,InitialReturnMin,TimeElapsed,ReturnMeanIW,Bound,InitialBound,MinBehavPdf,MeanD2-0,EmpiricalD2Arithmetic,StdIW,Inner Iteration,InitialReturnStd,InitialReturnMax,LearnableVariance,InitialReturnMean,OptimizationReturnMean,EpRewMean,Penalization,MinTargetPdf
,,480.46,23994194.0,50.0,1287.6438,31247.695,4989.6606,0.4189424,50.0,10.0,1233890700000000.0,0.0054281545,1.0,50,3812377,10000,[ 0.034  1.416 -3.1   -3.279],1.0,10.0,200,-1.0,9.980581,8383.016835212708,32179550000.0,-71724130000000.0,-26035184.0,-250.15704,1.0,1.0,4694.078,1,959.29266,4999.641,,4803.5356,4793.555,4803.535489786145,True,-250.15704
,,490.02,24493252.0,50.0,113.30163,1869.7103,4999.6978,0.4189424,50.0,10.0,161476800000.0,0.04624125,1.0,50,3836878,10050,[-0.005  1.495 -3.106 -3.191],1.0,10.0,201,-1.0,,8444.04915714264,2831338500.0,-822988240000.0,-26534292.0,-254.2504,1.0,1.0,348.83405,1,699.9036,4999.6978,,4899.325,4899.325,4899.3251348514805,True,-254.2504
,,490.48,24493692.0,50.0,534.5842,15711.369,4769.8657,0.4189424,50.0,10.0,14160076000000.0,0.053190876,1.0,50,3861402,10100,[ 0.11   1.488 -3.093 -3.237],1.0,10.0,202,-1.0,229.77959,8514.913628101349,13357713000.0,-7693435000000.0,-26534688.0,-248.7613,1.0,1.0,2301.4338,1,667.72565,4999.6455,,4903.859,4674.079,4903.859263301149,True,-248.7613
,,480.06,23993572.0,50.0,802.36945,33082.8,4999.5874,0.4189424,50.0,10.0,3591171500000.0,0.025862318,1.0,50,3885405,10150,[ 0.022  1.409 -3.097 -3.276],1.0,10.0,203,-1.0,,8585.162418842316,20053471000.0,-3887646600000.0,-26034518.0,-233.61531,1.0,1.0,4621.746,1,978.68744,4999.5874,,4799.5566,4799.5566,4799.556733728766,True,-233.61531
,,460.18,22994162.0,50.0,360.9163,7296.4385,4989.624,0.4189424,50.0,10.0,62471890000000.0,0.08724846,1.0,50,3908414,10200,[-0.047  1.476 -3.104 -3.196],1.0,10.0,204,-1.0,9.979329,8640.0677921772,9018873000.0,-16140263000000.0,-25035122.0,-236.22379,1.0,1.0,1143.0751,1,1352.9093,4999.6035,,4600.4126,4590.4336,4600.412816844286,True,-236.22379
,,500.0,24993214.0,50.0,37.82309,463.46594,0.8227539,0.4189424,50.0,10.0,2.983006e+36,0.051811457,1.0,50,3933414,10250,[-0.011  1.408 -3.103 -3.295],1.0,10.0,205,-1.0,4998.7705,8693.836262464523,945219300.0,-3.524932e+24,-27034170.0,-246.65204,1.0,1.0,78.63787,1,0.21479401,4999.5933,,4999.322,0.5509766,4999.321444359216,True,-246.65204
,,486.82,24190256.0,50.0,385.85175,12917.511,4999.6626,0.4189424,50.0,10.0,4974278000000000.0,0.009177697,1.0,50,3957755,10300,[-0.106  1.394 -3.103 -3.214],1.0,10.0,206,-1.0,,8748.442301034927,9521396000.0,-143955930000000.0,-26231266.0,-237.00963,1.0,1.0,1816.7103,1,710.0901,4999.6626,,4866.8296,4866.8296,4866.829675030317,True,-237.00963
,,446.4,20609468.0,50.0,610.3191,10789.033,4999.618,0.4189424,50.0,10.0,527334400000.0,0.15887132,1.0,50,3980075,10350,[-0.15   1.367 -3.103 -3.249],1.0,10.0,207,-1.0,,8808.557395219803,13397042000.0,-1495475200000.0,-22650438.0,-233.32089,1.0,1.0,1906.1777,1,858.24274,4999.618,,4457.902,4457.902,4457.901694929105,True,-233.32089
,,432.98,19579258.0,50.0,14354.466,180125.64,4989.6313,0.4189424,50.0,10.0,2.2031386e+20,0.17257428,1.0,50,4001724,10400,[-0.145  1.266 -3.114 -3.322],1.0,10.0,208,-1.0,9.981478,8875.794513940811,219631710000.0,-3.029362e+16,-21620218.0,-228.36543,1.0,1.0,40166.844,1,941.673,4999.613,,4323.484,4313.502,4323.483577549067,True,-228.36543
,,497.9,24783310.0,50.0,722538.3,32134184.0,450.12598,0.4189424,50.0,10.0,6.169695e+25,0.16132395,1.0,50,4026619,10450,[-0.085  1.283 -3.114 -3.318],1.0,10.0,209,-1.0,4549.461,8931.898438692093,16343600000000.0,-1.6030789e+19,-26824254.0,-245.89842,1.0,1.0,4517314.0,1,84.579315,4999.587,,4977.5654,428.1045,4977.565475642855,True,-245.89842
,,500.0,24993756.0,50.0,21.923958,841.61365,0.5942383,0.4189424,50.0,10.0,441129170000.0,0.258228,1.0,50,4051619,10500,[-0.026  1.285 -3.116 -3.299],1.0,10.0,210,-1.0,4999.047,8983.82208442688,547916600.0,-1356096000000.0,-27034748.0,-253.92241,1.0,1.0,118.36939,1,0.14350627,4999.641,,4999.3755,0.3286621,4999.375541927939,True,-253.92241
,,500.0,24992918.0,50.0,130882.12,5988105.5,0.9916992,0.4189424,50.0,10.0,3.0462266e+16,0.015785696,1.0,50,4076619,10550,[ 0.025  1.313 -3.134 -3.313],1.0,10.0,211,-1.0,4998.5693,9051.678098678589,3271302800000.0,-359475640000000.0,-27033842.0,-247.47292,1.0,1.0,837693.06,1,0.20799583,4999.561,,4999.292,0.72250974,4999.2918299111825,True,-247.47292
,,500.0,24993078.0,50.0,2.063929,8.894697,0.97558594,0.4189424,50.0,10.0,33734584000.0,0.0004063405,1.0,50,4101619,10600,[ 0.053  1.26  -3.104 -3.073],1.0,10.0,212,-1.0,4998.686,9106.628277778625,51581068.0,-374915170000.0,-27034088.0,-253.02644,1.0,1.0,1.8753822,1,0.23106319,4999.6616,,4999.3076,0.62177736,4999.307847369431,True,-253.02644
,,480.5,23994940.0,50.0,118.570145,4138.145,4999.682,0.4189424,50.0,10.0,3.823431e+17,0.021053527,1.0,50,4125644,10650,[-0.006  1.278 -3.103 -3.074],1.0,10.0,213,-1.0,,9172.868140935898,2962689800.0,-1262021600000000.0,-26035966.0,-267.72223,1.0,1.0,594.1127,1,957.43396,4999.682,,4803.984,4803.984,4803.9837643762785,True,-267.72223
,,490.04,24492338.0,50.0,14618.125,696885.4,4989.648,0.4189424,50.0,10.0,19369510000000.0,0.21181056,1.0,50,4150146,10700,[ 0.073  1.314 -3.104 -3.164],1.0,10.0,214,-1.0,9.981601,9234.72628569603,365311400000.0,-9347647000000.0,-26533320.0,-243.10007,1.0,1.0,97504.42,1,698.49316,4999.6294,,4899.433,4889.4517,4899.4331795651515,True,-243.10007
,,480.04,23992884.0,50.0,20.203777,215.3476,4999.578,0.4189424,50.0,10.0,86108270.0,0.035869036,1.0,50,4174148,10750,[ 0.039  1.208 -3.057 -3.196],1.0,10.0,215,-1.0,,9292.716983556747,503844060.0,-19442256000.0,-26033822.0,-244.5542,1.0,1.0,41.39389,1,979.65063,4999.578,,4799.2886,4799.2886,4799.288216978612,True,-244.5542
,,490.04,24493668.0,50.0,120.70097,5740.5137,4989.6304,0.4189424,50.0,10.0,4.5422997e+18,0.011609488,1.0,50,4198650,10800,[-0.017  1.105 -3.065 -3.153],1.0,10.0,216,-1.0,9.979876,9366.083271026611,3015782700.0,-4349755800000000.0,-26534632.0,-253.78842,1.0,1.0,802.88684,1,698.5123,4999.6104,,4899.5664,4889.586,4899.566121114296,True,-253.78842
,,481.72,23710200.0,50.0,268983.4,5560277.0,4999.624,0.4189424,50.0,10.0,8.954049e+32,0.11258103,1.0,50,4222736,10850,[-0.076  1.097 -3.074 -3.169],1.0,10.0,217,-1.0,,9438.82428431511,5254536500000.0,-6.107153e+22,-25751174.0,-247.52472,1.0,1.0,1035740.06,1,727.71735,4999.624,,4814.6265,4814.6265,4814.626398953735,True,-247.52472
,,500.0,24993598.0,50.0,1672.2172,28284.268,0.6977539,0.4189424,50.0,10.0,9.171849e+28,0.060286038,1.0,50,4247736,10900,[-0.015  1.11  -3.075 -3.169],1.0,10.0,218,-1.0,4998.9146,9510.03423500061,41793430000.0,-6.180954e+20,-27034564.0,-260.82513,1.0,1.0,5120.44,1,0.17440785,4999.6123,,4999.36,0.44515625,4999.359720266906,True,-260.82513
,,482.76,23808410.0,50.0,359.21167,11707.096,4999.6475,0.4189424,50.0,10.0,176013180000000.0,0.29161224,1.0,50,4271874,10950,[-0.086  1.173 -3.079 -3.088],1.0,10.0,219,-1.0,,9574.038143396378,7357915000.0,-27084680000000.0,-25849404.0,-246.16766,1.0,1.0,1670.9983,1,724.99286,4999.6475,,4825.225,4825.225,4825.224988127139,True,-246.16766
,,480.06,23994078.0,50.0,138778.42,6875671.0,4999.632,0.4189424,50.0,10.0,3.2937803e+18,0.18367074,1.0,50,4295877,11000,[-0.045  1.199 -3.076 -3.127],1.0,10.0,220,-1.0,,9639.49198794365,3467343800000.0,-3707525000000000.0,-26035058.0,-250.49692,1.0,1.0,962421.5,1,978.6978,4999.632,,4799.6074,4799.6074,4799.607229314731,True,-250.49692
,,479.14,23065254.0,50.0,5094.7817,70643.77,1530.0127,0.4189424,50.0,10.0,3.2753461e+16,0.061711915,1.0,50,4319834,11050,[-0.087  1.085 -3.096 -3.146],1.0,10.0,221,-1.0,3469.6006,9694.484945774078,109064590000.0,-369474100000000.0,-25106216.0,-239.26392,1.0,1.0,15281.794,1,384.24228,4999.6133,,4787.234,1317.6338,4787.234324652448,True,-239.26392
,,500.0,24993876.0,50.0,76.941055,998.5263,0.87109375,0.4189424,50.0,10.0,280727470000000.0,0.08468548,1.0,50,4344834,11100,[-0.045  1.125 -3.096 -3.121],1.0,10.0,222,-1.0,4998.8,9749.279514074326,1923126500.0,-34198266000000.0,-27034892.0,-243.1501,1.0,1.0,204.61685,1,0.18531162,4999.671,,4999.3877,0.58791995,4999.387750493665,True,-243.1501
,,500.0,24993726.0,50.0,6822.2944,314436.94,1.0351562,0.4189424,50.0,10.0,4.308329e+16,0.12590405,1.0,50,4369834,11150,[ 0.01   1.134 -3.093 -3.095],1.0,10.0,223,-1.0,4998.618,9824.28847193718,170511470000.0,-423802340000000.0,-27034728.0,-238.55537,1.0,1.0,43983.68,1,0.17796071,4999.6533,,4999.373,0.75469726,4999.372920622672,True,-238.55537
,,500.0,24994092.0,50.0,3.454156,18.70008,0.72265625,0.4189424,50.0,10.0,221772370.0,0.017926883,1.0,50,4394834,11200,[ 0.021  1.211 -3.095 -2.997],1.0,10.0,224,-1.0,4998.908,9881.269313335419,86330140.0,-30480054000.0,-27035076.0,-233.77863,1.0,1.0,4.619272,1,0.16253988,4999.631,,4999.409,0.5011621,4999.409328730376,True,-233.77863
,,500.0,24994198.0,50.0,582.45294,13586.687,0.81933594,0.4189424,50.0,10.0,5.621746e+16,0.16483241,1.0,50,4419834,11250,[-0.029  1.181 -3.097 -3.02 ],1.0,10.0,225,-1.0,4998.8477,9947.182465314865,14557022000.0,-483932960000000.0,-27035210.0,-251.85304,1.0,1.0,1963.0132,1,0.16392946,4999.667,,4999.42,0.572334,4999.419957284563,True,-251.85304
,,500.0,24993656.0,50.0,146.64746,3608.033,0.74609375,0.4189424,50.0,10.0,1.3542195e+18,0.21381737,1.0,50,4444834,11300,[-0.05   1.093 -3.108 -3.105],1.0,10.0,226,-1.0,4998.883,10017.65780043602,3665442800.0,-2375063000000000.0,-27034638.0,-240.66154,1.0,1.0,559.3045,1,0.17807071,4999.629,,4999.3657,0.48291993,4999.365719786057,True,-240.66154
,,500.0,24993878.0,50.0,466549.1,23076266.0,0.5332031,0.4189424,50.0,10.0,3.8135696e+23,0.38099623,1.0,50,4469834,11350,[-6.843e-04  1.073e+00 -3.099e+00 -3.137e+00],1.0,10.0,227,-1.0,4999.079,10086.614386796951,11661232000000.0,-1.2603667e+18,-27034846.0,-240.88725,1.0,1.0,3230023.0,1,0.13927133,4999.6123,,4999.3877,0.30853516,4999.387669900788,True,-240.88725
,,490.02,24492834.0,50.0,79.92392,1590.1475,4999.6206,0.4189424,50.0,10.0,221317380000.0,0.096731566,1.0,50,4494335,11400,[ 0.084  1.148 -3.114 -3.087],1.0,10.0,228,-1.0,,10147.854989290237,1997118100.0,-962140800000.0,-26533808.0,-251.45096,1.0,1.0,283.6632,1,699.89764,4999.6206,,4899.2837,4899.2837,4899.283523488615,True,-251.45096
,,488.22,24324724.0,50.0,49208.137,1395386.0,4999.4844,0.4189424,50.0,10.0,7.6644355e+20,8.197066e-05,1.0,50,4518746,11450,[ 0.207  1.128 -3.108 -3.098],1.0,10.0,229,-1.0,,10217.066415786743,1229512100000.0,-5.6500767e+16,-26365588.0,-241.89883,1.0,1.0,219288.25,1,708.807,4999.4844,,4880.811,4880.811,4880.811114917606,True,-241.89883
,,475.5,23184458.0,50.0,39899.78,1658048.2,3520.5537,0.4189424,50.0,10.0,1.7951134e+23,0.042583838,1.0,50,4542521,11500,[ 0.251  1.018 -3.104 -3.137],1.0,10.0,230,-1.0,1478.919,10276.753904342651,278553500000.0,-8.6466694e+17,-25225310.0,-248.06866,1.0,1.0,232813.08,1,770.9501,4999.4727,,4752.9043,3273.9846,4752.903668711909,True,-248.06866
,,481.24,23998438.0,50.0,11719.955,409902.9,4999.5254,0.4189424,50.0,10.0,2.465263e+26,0.04370958,1.0,50,4566583,11550,[ 0.18   1.114 -3.13  -3.112],1.0,10.0,231,-1.0,,10352.872509241104,292859180000.0,-3.2043767e+19,-26039334.0,-236.05649,1.0,1.0,58067.63,1,922.81067,4999.5254,,4811.1187,4811.1187,4811.118511104231,True,-236.05649
,,491.4,24460518.0,50.0,367.97675,11682.827,4069.969,0.4189424,50.0,10.0,7866829000.0,0.0031118996,1.0,50,4591153,11600,[ 0.148  1.026 -3.128 -3.195],1.0,10.0,232,-1.0,929.61993,10432.046412467957,9089279000.0,-190107710000.0,-26501464.0,-253.5,1.0,1.0,1649.8246,1,570.1039,4999.589,,4912.7896,3983.1694,4912.789458720381,True,-253.5
,,500.0,24992216.0,50.0,3383.5974,149452.5,0.92578125,0.4189424,50.0,10.0,14455575000000.0,0.0070893774,1.0,50,4616153,11650,[ 0.128  1.056 -3.143 -3.076],1.0,10.0,233,-1.0,4998.631,10529.371158361435,84546700000.0,-7844070400000.0,-27033138.0,-243.33487,1.0,1.0,20885.904,1,0.24866752,4999.5566,,4999.2217,0.5909961,4999.221907264159,True,-243.33487
,,450.14,22493424.0,50.0,227.80106,2388.7703,4999.575,0.4189424,50.0,10.0,7.8157314e+28,0.10557628,1.0,50,4638660,11700,[ 0.061  0.993 -3.168 -3.157],1.0,10.0,234,-1.0,,10620.831435203552,5690543000.0,-5.7056536e+20,-24534352.0,-241.17311,1.0,1.0,477.77954,1,1498.5836,4999.575,,4499.7417,4499.7417,4499.741417415165,True,-241.17311
,,500.0,24993718.0,50.0,1113.2865,30893.076,0.6777344,0.4189424,50.0,10.0,2.0223946e+23,0.03907951,1.0,50,4663660,11750,[-0.025  0.923 -3.177 -3.215],1.0,10.0,235,-1.0,4998.8994,10714.095247745514,27822672000.0,-9.178123e+17,-27034654.0,-239.05522,1.0,1.0,5164.4004,1,0.13983852,4999.577,,4999.372,0.47245118,4999.371885798863,True,-239.05522
,,425.46,19026524.0,50.0,26675.232,529241.0,4989.65,0.4189424,50.0,10.0,1.3356403e+25,0.07865181,1.0,50,4684933,11800,[-0.081  0.93  -3.188 -3.239],1.0,10.0,236,-1.0,9.98042,10804.20749783516,487620870000.0,-7.458903e+18,-21067496.0,-233.02429,1.0,1.0,82406.93,1,989.3289,4999.6304,,4248.2646,4238.284,4248.264665432605,True,-233.02429
,,490.04,24493512.0,50.0,11595939.0,579746000.0,4989.594,0.4189424,50.0,10.0,1.6717857e+31,0.09566007,1.0,50,4709435,11850,[-0.024  0.927 -3.195 -3.261],1.0,10.0,237,-1.0,9.982201,10909.704203128815,289827080000000.0,-8.3447085e+21,-26534448.0,-234.22293,1.0,1.0,81164290.0,1,698.50977,4999.5767,,4899.551,4889.5684,4899.5506202087145,True,-234.22293
,,500.0,24993062.0,50.0,6386.524,173749.28,0.9526367,0.4189424,50.0,10.0,2.6333497e+24,0.01409633,1.0,50,4734435,11900,[ 0.03  0.92 -3.19 -3.23],1.0,10.0,238,-1.0,4998.6475,11017.797418117523,159608390000.0,-3.3119154e+18,-27034014.0,-243.22974,1.0,1.0,28392.494,1,0.19158985,4999.6,,4999.306,0.6586328,4999.306092506566,True,-243.22974
,,470.72,23494442.0,50.0,181.09377,2612.9238,4999.5347,0.4189424,50.0,10.0,4708219400000000.0,0.017240115,1.0,50,4757971,11950,[ 0.126  0.983 -3.187 -3.181],1.0,10.0,239,-1.0,,11110.992846727371,4523435000.0,-140041226000000.0,-25535340.0,-234.109,1.0,1.0,431.83008,1,1161.6176,4999.5347,,4705.857,4705.857,4705.856861471908,True,-234.109
,,500.0,24989330.0,50.0,3639.6582,174381.42,1.7666016,0.4189424,50.0,10.0,14045271000000.0,0.06492269,1.0,50,4782971,12000,[ 0.186  0.885 -3.216 -3.22 ],1.0,10.0,240,-1.0,4997.671,11204.985954284668,90907860000.0,-7739152000000.0,-27030150.0,-251.82162,1.0,1.0,24397.145,1,0.3556646,4999.4375,,4998.9326,1.2620703,4998.933002571117,True,-251.82162
,,500.0,24991820.0,50.0,4073.3162,87888.086,1.1035156,0.4189424,50.0,10.0,1.183817e+18,0.0655198,1.0,50,4807971,12050,[ 0.071  0.842 -3.238 -3.219],1.0,10.0,241,-1.0,4998.4785,11304.259434700012,101788050000.0,-2220669600000000.0,-27032756.0,-234.64977,1.0,1.0,15558.148,1,0.26633748,4999.582,,4999.182,0.7036719,4999.182214306181,True,-234.64977
,,491.56,24504416.0,50.0,1113.84,23015.307,4230.0024,0.4189424,50.0,10.0,2.0890791e+18,0.09655756,1.0,50,4832549,12100,[ 0.041  0.773 -3.229 -3.318],1.0,10.0,242,-1.0,769.589,11393.783725261688,27836082000.0,-2949884000000000.0,-26545360.0,-240.68015,1.0,1.0,3784.1985,1,592.1514,4999.5913,,4914.649,4145.06,4914.648798876812,True,-240.68015
,,485.94,24162748.0,50.0,4635.248,62638.508,4989.534,0.4189424,50.0,10.0,7.309366e+22,0.0662982,1.0,50,4856846,12150,[ 0.087  0.663 -3.221 -3.353],1.0,10.0,243,-1.0,9.980328,11486.543247461319,115813340000.0,-5.5175974e+17,-26203630.0,-255.48723,1.0,1.0,13473.487,1,750.223,4999.5146,,4857.9746,4847.994,4857.974275414334,True,-255.48723
,,409.52,19282658.0,50.0,65844.11,1404057.2,4999.3467,0.4189424,50.0,9.999999,6.1278173e+26,0.10267213,1.0,50,4877322,12200,[ 0.153  0.604 -3.259 -3.432],1.0,9.999999,244,-1.0,,11562.9321911335,1644574300000.0,-5.0516565e+19,-21323388.0,-246.27776,1.0,1.0,261317.86,1,1597.2544,4999.3467,,4090.4077,4090.4077,4090.4080320286953,True,-246.27776
,,236.58,7487788.0,50.0,313.80185,8162.4014,4638.805,0.4189424,50.0,9.999999,2.9980641e+23,0.42085013,1.0,50,4889151,12250,[ 0.262  0.58  -3.28  -3.381],1.0,9.999999,245,-1.0,359.71136,11604.977346897125,3015918800.0,-1.11701015e+18,-9527830.0,-241.69798,1.0,1.0,1180.0985,1,1392.9685,4998.5166,,2355.2976,1995.5863,2355.2975739325134,True,-241.69798
,,445.0,21581268.0,50.0,551385.75,27104326.0,4999.259,0.4189424,50.0,9.999999,2.0321821e+23,0.42796052,1.0,50,4911401,12300,[ 0.141  0.597 -3.302 -3.392],1.0,9.999999,246,-1.0,,11690.979493141174,13747263000000.0,-9.199271e+17,-23621934.0,-233.12659,1.0,1.0,3793351.2,1,1344.2147,4999.259,,4446.837,4446.837,4446.836615627611,True,-233.12659
,,465.78,22559498.0,50.0,10.299591,99.6855,3560.457,0.4189424,50.0,10.0,12073849000.0,0.03273197,1.0,50,4934690,12350,[ 0.173  0.498 -3.315 -3.165],1.0,10.0,247,-1.0,1439.0933,11771.125957727432,182482700.0,-224435950000.0,-24600404.0,-249.2943,1.0,1.0,19.269274,1,942.018,4999.5503,,4655.33,3216.2368,4655.330177560907,True,-249.2943
,,500.0,24988450.0,50.0,24.780066,299.81198,2.0820312,0.4189424,50.0,10.0,5401273000.0,0.02149565,1.0,50,4959690,12400,[ 0.112  0.495 -3.323 -3.157],1.0,10.0,248,-1.0,4997.3794,11851.566408395767,619192500.0,-150604560000.0,-27029286.0,-242.47368,1.0,1.0,63.00402,1,0.48617303,4999.4614,,4998.8447,1.4654492,4998.844836659384,True,-242.47368
,,442.22,21167868.0,50.0,19.680033,143.24681,4619.605,0.4189424,50.0,10.0,40450753000.0,0.04037051,1.0,50,4981801,12450,[ 0.172  0.488 -3.313 -3.17 ],1.0,10.0,249,-1.0,379.66452,11918.249185085297,363448830.0,-410785600000.0,-23208542.0,-232.17003,1.0,1.0,33.225117,1,1281.5288,4999.2695,,4418.773,4039.1082,4418.772904023832,True,-232.17003
,,468.36,23269898.0,50.0,31.43062,443.43158,4989.495,0.4189424,50.0,10.0,5964483600.0,0.046217263,1.0,50,5005219,12500,[ 0.123  0.526 -3.319 -3.162],1.0,10.0,250,-1.0,9.980483,11989.390278100967,783460900.0,-158395610000.0,-25310744.0,-246.69437,1.0,1.0,88.03666,1,1162.2512,4999.4756,,4681.781,4671.8003,4681.780731269783,True,-246.69437
,,490.02,24491282.0,50.0,8832.543,220136.25,4999.5737,0.4189424,50.0,10.0,2.899586e+26,0.10606392,1.0,50,5029720,12550,[ 0.099  0.581 -3.322 -3.145],1.0,10.0,251,-1.0,,12054.104100704193,220751540000.0,-3.4752682e+19,-26532210.0,-253.84032,1.0,1.0,40286.223,1,699.87555,4999.5737,,4899.1284,4899.1284,4899.128409005243,True,-253.84032
,,411.62,19215756.0,50.0,11.588306,102.43951,4599.7954,0.4189424,50.0,10.0,177910080.0,0.13290817,1.0,50,5050301,12600,[ 0.208  0.539 -3.318 -3.101],1.0,10.0,252,-1.0,399.62643,12113.184676408768,191782240.0,-27412167000.0,-21256552.0,-247.58821,1.0,1.0,18.513884,1,1518.9984,4999.422,,4111.9824,3712.3562,4111.982597959918,True,-247.58821
,,500.0,24986710.0,50.0,343634.2,17004470.0,11.056641,0.4189424,50.0,10.0,9.928404e+23,0.043540504,1.0,50,5075301,12650,[ 0.156  0.567 -3.328 -3.084],1.0,10.0,253,-1.0,4988.407,12196.265174150467,8584579500000.0,-2.0334933e+18,-27027550.0,-246.00203,1.0,1.0,2380186.0,1,1.5080658,4999.464,,4998.6704,10.263418,4998.670676989448,True,-246.00203
,,484.26,23908434.0,50.0,5621.911,224745.39,4239.8623,0.4189424,50.0,10.0,4.194514e+18,0.05649884,1.0,50,5099514,12700,[ 0.217  0.67  -3.322 -3.119],1.0,10.0,254,-1.0,759.5663,12264.853413105011,136550550000.0,-4179748600000000.0,-25949246.0,-242.21826,1.0,1.0,31526.691,1,689.3265,4999.4287,,4840.792,4081.2253,4840.79164130261,True,-242.21826
,,500.0,24991490.0,50.0,2569190.0,127996184.0,1.4560547,0.4189424,50.0,10.0,3.2702876e+30,0.010644041,1.0,50,5124514,12750,[ 0.097  0.648 -3.334 -3.144],1.0,10.0,255,-1.0,4998.0757,12326.410364627838,64201452000000.0,-3.6906765e+21,-27032384.0,-242.95972,1.0,1.0,17918168.0,1,0.295163,4999.5317,,4999.1494,1.0733398,4999.1490160588055,True,-242.95972
,,490.66,24491414.0,50.0,29.490955,406.5805,4679.7407,0.4189424,50.0,10.0,416398660.0,0.22554688,1.0,50,5149047,12800,[ 0.123  0.547 -3.331 -3.213],1.0,10.0,256,-1.0,319.79935,12393.702352285385,736757100.0,-42382356000.0,-26532312.0,-231.36159,1.0,1.0,77.33734,1,655.0763,4999.54,,4905.333,4585.5337,4905.332791530334,True,-231.36159
,,476.82,23192672.0,50.0,432.73328,5109.4595,3400.4514,0.4189424,50.0,10.0,344253600000.0,0.010937436,1.0,50,5172888,12850,[ 0.178  0.574 -3.326 -3.198],1.0,10.0,257,-1.0,1598.9119,12450.475070476532,10319159000.0,-1207674500000.0,-25233424.0,-261.17047,1.0,1.0,962.23285,1,695.69586,4999.3633,,4765.3623,3166.4507,4765.362642373493,True,-261.17047
,,452.96,21975842.0,50.0,25.874905,445.76526,4989.5444,0.4189424,50.0,10.0,5992578600.0,0.04930775,1.0,50,5195536,12900,[ 0.214  0.589 -3.304 -3.081],1.0,10.0,258,-1.0,9.98016,12512.179574728012,626345540.0,-158612340000.0,-24016728.0,-256.655,1.0,1.0,67.4602,1,1219.0859,4999.5244,,4526.552,4516.572,4526.551673973826,True,-256.655
,,429.48,20544056.0,50.0,9037.623,266354.72,4999.4785,0.4189424,50.0,10.0,3.9196656e+22,0.069837056,1.0,50,5217010,12950,[ 0.194  0.551 -3.32  -3.125],1.0,10.0,259,-1.0,,12559.710392475128,216281710000.0,-4.0404386e+17,-22584904.0,-228.57347,1.0,1.0,39131.918,1,1458.7896,4999.4785,,4291.3857,4291.3857,4291.385336969776,True,-228.57347
,,490.02,24491790.0,50.0,29884.617,930748.06,4999.5586,0.4189424,50.0,10.0,9.168471e+22,0.41612482,1.0,50,5241511,13000,[ 0.092  0.564 -3.338 -3.056],1.0,10.0,260,-1.0,,12619.811995506287,746784700000.0,-6.17969e+17,-26532706.0,-238.21338,1.0,1.0,139139.92,1,699.88275,4999.5586,,4899.179,4899.179,4899.1788774115485,True,-238.21338
,,487.8,24290880.0,50.0,51437650.0,2173099000.0,4999.5356,0.4189424,50.0,10.0,3.580832e+35,0.046639495,1.0,50,5265901,13050,[ 0.104  0.465 -3.324 -3.13 ],1.0,10.0,261,-1.0,,12680.530677080154,1285022300000000.0,-1.2212531e+24,-26331770.0,-247.02937,1.0,1.0,307764130.0,1,714.0676,4999.5356,,4876.575,4876.575,4876.5751830200115,True,-247.02937
,,493.12,24414594.0,50.0,162.15071,6195.904,2270.1372,0.4189424,50.0,10.0,21798904000.0,0.18348026,1.0,50,5290557,13100,[-0.005  0.518 -3.333 -3.101],1.0,10.0,262,-1.0,2729.482,12741.811692476273,1804445400.0,-303136670000.0,-26455562.0,-238.19798,1.0,1.0,867.8527,1,334.19577,4999.619,,4929.798,2200.3162,4929.797971259679,True,-238.19798
,,500.0,24993222.0,50.0,28.706682,442.79596,0.68896484,0.4189424,50.0,10.0,4.4436543e+16,0.11466144,1.0,50,5315557,13150,[ 0.022  0.568 -3.346 -3.123],1.0,10.0,263,-1.0,4998.8955,12795.583255290985,717410750.0,-430222400000000.0,-27034158.0,-258.42657,1.0,1.0,71.46115,1,0.16775677,4999.5845,,4999.3223,0.4267871,4999.32225553399,True,-258.42657
,,469.74,22441264.0,50.0,34898.16,980728.6,2529.9492,0.4189424,50.0,10.0,1.0824493e+23,0.08159797,1.0,50,5339044,13200,[-0.025  0.546 -3.348 -3.159],1.0,10.0,264,-1.0,2469.6719,12852.055332660675,511212650000.0,-6.714793e+17,-24482226.0,-238.2938,1.0,1.0,147035.11,1,639.8415,4999.621,,4693.812,2224.14,4693.811702868468,True,-238.2938
,,500.0,24992802.0,50.0,3863.8813,192428.6,0.60058594,0.4189424,50.0,10.0,2.9741727e+16,0.15831958,1.0,50,5364044,13250,[ 0.024  0.514 -3.348 -3.18 ],1.0,10.0,265,-1.0,4998.9717,12913.28394818306,96569704000.0,-352064540000000.0,-27033724.0,-249.28409,1.0,1.0,26937.836,1,0.15572628,4999.5723,,4999.28,0.3084668,4999.280141920541,True,-249.28409
