Weights,WReturnMean,TimeElapsed,OptimizationReturnMean,Epsilon,EpLenMean,InitialBound,EmpiricalD2Arithmetic,InitialReturnStd,MeanD2-0,ESSRenyiArithmetic,MinTargetPdf,OptimizationReturnMax,EmpiricalD2Harmonic,Penalization,StdIW,ESSRenyiHarmonic,InitialReturnMax,EpisodesSoFar,ReturnStepMaxmin,Inner Iteration,MeanIW,InitialReturnMean,MinBehavPdf,EpRewMean,Iteration,OptimizationReturnMin,Bound,MinIW,VarianceInitializer,DivergenceHarmonic,ReturnStepMax,ReturnMeanIW,MeanEntropy,EpThisIter,LearnableVariance,TimestepsSoFar,MaxIW,InitialReturnMin,StdWReturnMean
[ 0.112  3.11  -5.414 -3.985],24995904.0,44840.04634308815,0.17291993,1.0,500.0,-27036938.0,1.0,0.05582475,1.0,50.0,-255.81749,0.27148438,1.0,True,3687.5637,50.0,4999.689,42000,10.0,1,782.8143,4999.5903,-255.81749,4999.590446554281,840,,-91520640000.0,0.014708049,-1.0,1242876300.0,10.0,19566748000.0,0.4189424,50,,18923180,23545.285,4999.4175,
[ 0.056  3.042 -5.418 -4.074],23995948.0,44893.630579948425,4790.0137,1.0,480.08,-26036974.0,1.0,977.75726,1.0,50.0,-252.85979,4989.7007,1.0,True,1638.7504,50.0,4999.681,42050,10.0,1,465.2172,4799.9937,-252.85979,4799.993716781463,841,,-397768300000.0,0.43094862,-1.0,35794290000.0,10.0,11627331000.0,0.4189424,50,,18947184,11356.953,9.980444,
[ 0.049  3.145 -5.43  -4.004],23996264.0,44943.435837984085,4790.045,1.0,480.08,-26037316.0,1.0,977.7638,1.0,50.0,-249.72289,4989.729,1.0,True,4896.1553,50.0,4999.709,42100,10.0,1,1181.463,4800.025,-249.72289,4800.025229057388,842,,-700406240000.0,0.066679664,-1.0,108042870000.0,10.0,29530841000.0,0.4189424,50,,18971188,33785.785,9.979972,
[ 0.045  3.081 -5.444 -4.11 ],24495998.0,44982.5961458683,4899.6,1.0,490.02,-26537034.0,1.0,699.9428,1.0,50.0,-255.81813,4999.6963,1.0,True,863.27094,50.0,4999.6963,42150,10.0,1,285.90997,4899.6,-255.81813,4899.599883708786,843,,-65865437000.0,0.006599764,-1.0,827710100.0,10.0,7146157000.0,0.4189424,50,,18995689,5243.7324,,
[ 0.098  3.175 -5.44  -4.047],24495920.0,45027.148446559906,4889.812,1.0,490.04,-26536944.0,1.0,698.5445,1.0,50.0,-237.9371,4989.696,1.0,True,608.18335,50.0,4999.6753,42200,10.0,1,209.97328,4899.791,-237.9371,4899.791294438979,844,,-150401910000.0,0.05451877,-1.0,5058030000.0,10.0,5248014000.0,0.4189424,50,,19020191,3910.7498,9.979271,
[ 0.065  3.251 -5.408 -3.959],23496114.0,45069.39307260513,4700.01,1.0,470.1,-25537136.0,1.0,1185.7563,1.0,50.0,-251.16751,4999.676,1.0,True,3830.965,50.0,4999.676,42250,10.0,1,807.0343,4700.01,-251.16751,4700.01011475809,845,,-17813226000000.0,0.033219025,-1.0,76001990000000.0,10.0,20170720000.0,0.4189424,50,,19043696,26788.816,,
[ 0.062  3.349 -5.402 -3.882],24995824.0,45117.09067416191,0.1775586,1.0,500.0,-27036854.0,1.0,0.06037297,1.0,50.0,-257.19077,0.2758789,1.0,True,10.075844,50.0,4999.6807,42300,10.0,1,7.9694157,4999.5825,-257.19077,4999.582313416007,846,,-502980020000.0,0.031498205,-1.0,60684763000.0,10.0,199199200.0,0.4189424,50,,19068696,41.27326,4999.405,
[-0.183  3.323 -5.364 -3.905],24496344.0,45160.14865756035,4889.8535,1.0,490.04,-26537414.0,1.0,698.55054,1.0,50.0,-263.85144,4989.7524,1.0,True,5512.9727,50.0,4999.7324,42350,10.0,1,1139.1642,4899.834,-263.85144,4899.833886628287,847,,-1490823300000.0,0.18741338,-1.0,513341720000.0,10.0,28473830000.0,0.4189424,50,,19093198,37452.277,9.980082,
[-0.187  3.395 -5.371 -3.804],24495736.0,45198.99996590614,4889.7915,1.0,490.04,-26536786.0,1.0,698.54175,1.0,50.0,-245.57451,4989.7246,1.0,True,352.3509,50.0,4999.706,42400,10.0,1,77.46069,4899.7734,-245.57451,4899.773237573179,848,,-833750040000.0,0.15526688,-1.0,166098730000.0,10.0,1935662300.0,0.4189424,50,,19117700,2382.6545,9.981231,
[-0.069  3.417 -5.35  -3.778],23995680.0,45241.34637618065,4799.5684,1.0,480.04,-26036706.0,1.0,979.70776,1.0,50.0,-254.09167,4999.678,1.0,True,267.95938,50.0,4999.678,42450,10.0,1,108.24815,4799.5684,-254.09167,4799.567974111505,849,,-50069037000.0,0.08000751,-1.0,538550500.0,10.0,2704676400.0,0.4189424,50,,19141702,1674.004,,
[-0.142  3.459 -5.331 -3.688],24995302.0,45289.97617292404,0.3090918,1.0,500.0,-27036334.0,1.0,0.098683685,1.0,50.0,-252.08334,0.4609375,1.0,True,1560.3394,50.0,4999.682,42500,10.0,1,336.23224,4999.5303,-252.08334,4999.530321704489,850,,-835890640000.0,0.11342247,-1.0,164377900000.0,10.0,8404294000.0,0.4189424,50,,19166702,11182.927,4999.221,
[-0.128  3.527 -5.263 -3.608],24495080.0,45332.480744838715,4889.726,1.0,490.04,-26536108.0,1.0,698.5324,1.0,50.0,-245.28708,4989.6953,1.0,True,2.7178967,50.0,4999.6763,42550,10.0,1,2.5800824,4899.7075,-245.28708,4899.7074578795755,851,,-69620980000.0,0.18365954,-1.0,1161463300.0,10.0,63980284.0,0.4189424,50,,19191204,14.343101,9.981042,
[-0.242  3.517 -5.296 -3.571],24495054.0,45372.7251291275,4801.5557,1.0,490.22,-26536080.0,1.0,685.9366,1.0,50.0,-253.53717,4899.7485,1.0,True,3045.5818,50.0,4999.677,42600,10.0,1,812.11664,4901.484,-253.53717,4901.48412431959,852,,-15394397000000.0,0.011015148,-1.0,56741760000000.0,10.0,20298560000.0,0.4189424,50,,19215715,21148.41,99.928345,
[-0.173  3.567 -5.283 -3.48 ],24494124.0,45414.46721172333,4889.6304,1.0,490.04,-26535130.0,1.0,698.5187,1.0,50.0,-239.61171,4989.6655,1.0,True,150930.0,50.0,4999.647,42650,10.0,1,45408.484,4899.612,-239.61171,4899.611768889425,853,,-1.3935132e+16,0.02563679,-1.0,4.6610673e+19,10.0,1134908900000.0,0.4189424,50,,19240217,875825.75,9.981202,
[-0.198  3.491 -5.286 -3.576],24994992.0,45457.47227168083,0.24984375,1.0,500.0,-27036016.0,1.0,0.08918593,1.0,50.0,-239.80739,0.421875,1.0,True,214894.23,50.0,4999.6714,42700,10.0,1,31250.68,4999.4995,-239.80739,4999.499347955331,854,,-23095800000000.0,0.017855357,-1.0,119539130000000.0,10.0,781034000000.0,0.4189424,50,,19265217,1535480.9,4999.2495,
[-0.257  3.445 -5.274 -3.675],23995726.0,45502.16159415245,4799.772,1.0,480.06,-26036782.0,1.0,978.73126,1.0,50.0,-239.29158,4999.714,1.0,True,3012.5454,50.0,4999.714,42750,10.0,1,628.115,4799.772,-239.29158,4799.771894516354,855,,-496761800000000.0,0.13040113,-1.0,5.9235167e+16,10.0,15698890000.0,0.4189424,50,,19289220,19662.62,,
[-0.136  3.44  -5.244 -3.667],24995332.0,45544.34556770325,0.15575196,1.0,500.0,-27036342.0,1.0,0.07655549,1.0,50.0,-237.99362,0.2758789,1.0,True,882.59717,50.0,4999.6533,42800,10.0,1,363.1925,4999.533,-237.99362,4999.533159240131,856,,-3617842800000.0,0.74549925,-1.0,3126431000000.0,10.0,9078158000.0,0.4189424,50,,19314220,4335.283,4999.3774,
[-0.164  3.495 -5.245 -3.559],23494924.0,45587.9602766037,4699.891,1.0,470.1,-25535920.0,1.0,1185.7261,1.0,50.0,-259.28235,4999.639,1.0,True,8482.252,50.0,4999.639,42850,10.0,1,2200.4048,4699.891,-259.28235,4699.891099083567,857,,-49294384000000.0,0.31252027,-1.0,582052100000000.0,10.0,54993797000.0,0.4189424,50,,19337725,44434.977,,
[-0.111  3.421 -5.237 -3.644],23495756.0,45626.31713271141,4701.553,1.0,470.26,-25536778.0,1.0,1179.4711,1.0,50.0,-248.55994,4999.6704,1.0,True,4733.643,50.0,4999.6704,42900,10.0,1,1262.5175,4701.553,-248.55994,4701.5534288573945,858,,-10496530000000.0,0.0019326352,-1.0,26290694000000.0,10.0,31555738000.0,0.4189424,50,,19361238,31674.945,,
[-0.068  3.495 -5.233 -3.553],24494606.0,45668.58332800865,4899.461,1.0,490.02,-26535584.0,1.0,699.923,1.0,50.0,-241.5138,4999.616,1.0,True,155347.53,50.0,4999.616,42950,10.0,1,23246.738,4899.461,-241.5138,4899.460704250068,859,,-36540294000000.0,0.14659604,-1.0,310432320000000.0,10.0,581000560000.0,0.4189424,50,,19385739,1110361.9,,
[-0.017  3.43  -5.226 -3.647],24495308.0,45714.036407232285,4889.7485,1.0,490.04,-26536358.0,1.0,698.53546,1.0,50.0,-250.19135,4989.721,1.0,True,687786.1,50.0,4999.703,43000,10.0,1,152847.19,4899.7305,-250.19135,4899.730232913913,860,,-2.0613889e+24,0.41645512,-1.0,1.02008e+36,10.0,3820145600000.0,0.4189424,50,,19410241,4767728.0,9.981838,
[-0.374  3.273 -5.539 -3.632],23984262.0,45755.51450872421,4798.419,1.0,479.94,-26025308.0,1.0,979.5092,1.0,50.0,-252.19914,4999.704,1.0,True,95.68728,50.0,4999.704,43050,10.0,1,27.930988,4798.419,-252.19914,4798.418827289526,861,,-1294009900000.0,0.19330354,-1.0,401533760000.0,10.0,695697900.0,0.4189424,50,,19434238,513.32324,,
[-0.321  3.263 -5.536 -3.662],23996220.0,45795.2483856678,4799.622,1.0,480.04,-26037270.0,1.0,979.71875,1.0,50.0,-233.9678,4999.707,1.0,True,550921.7,50.0,4999.707,43100,10.0,1,86569.34,4799.622,-233.9678,4799.622098673571,862,,-3.3558728e+18,0.0070965206,-1.0,2.703482e+24,10.0,2163854300000.0,0.4189424,50,,19458240,3933932.5,,
[-0.234  3.218 -5.537 -3.74 ],23996278.0,45834.30829167366,4799.628,1.0,480.04,-26037316.0,1.0,979.7199,1.0,50.0,-241.12137,4999.6904,1.0,True,1070.2422,50.0,4999.6904,43150,10.0,1,325.72302,4799.628,-241.12137,4799.627876674472,863,,-4095480400000.0,0.03091821,-1.0,4010515600000.0,10.0,8140905000.0,0.4189424,50,,19482242,6784.8584,,
[-0.216  3.293 -5.539 -3.642],24996116.0,45875.184114694595,0.124345705,1.0,500.0,-27037156.0,1.0,0.049207944,1.0,50.0,-243.05827,0.20214844,1.0,True,1478.6029,50.0,4999.6895,43200,10.0,1,588.0234,4999.612,-243.05827,4999.611658920182,864,,-1674874600000.0,0.096413285,-1.0,661648970000.0,10.0,14698273000.0,0.4189424,50,,19507242,7167.5513,4999.4873,
[-0.24   3.218 -5.547 -3.739],24496360.0,45918.212581157684,4889.8545,1.0,490.04,-26537412.0,1.0,698.55066,1.0,50.0,-239.25769,4989.727,1.0,True,10643.091,50.0,4999.708,43250,10.0,1,1796.3264,4899.8354,-239.25769,4899.835413339931,865,,-216986750000.0,0.12864222,-1.0,7109030000.0,10.0,44899447000.0,0.4189424,50,,19531744,76072.41,9.981038,
[-0.277  3.153 -5.598 -3.824],23996436.0,45957.900835990906,4799.8433,1.0,480.06,-26037492.0,1.0,978.7457,1.0,50.0,-250.93642,4999.7173,1.0,True,38.677876,50.0,4999.7173,43300,10.0,1,11.568862,4799.8433,-250.93642,4799.843278736747,866,,-589607940000000.0,0.16677542,-1.0,8.345181e+16,10.0,288137120.0,0.4189424,50,,19555747,226.6763,,
[-0.332  3.125 -5.598 -3.834],24905080.0,46000.12722706795,470.4488,1.0,499.06,-26946148.0,1.0,67.20698,1.0,50.0,-237.70177,480.12988,1.0,True,365.98462,50.0,4999.7275,43350,10.0,1,70.47411,4990.0464,-237.70177,4990.046426186536,867,,-5629388400000000.0,0.014834268,-1.0,7.607256e+18,10.0,1524718800.0,0.4189424,50,,19580700,2591.957,4519.5977,
[-0.271  3.132 -5.597 -3.823],24496604.0,46047.87697887421,4899.6606,1.0,490.02,-26537686.0,1.0,699.9515,1.0,50.0,-238.74557,4999.746,1.0,True,2129.5454,50.0,4999.746,43400,10.0,1,442.62003,4899.6606,-238.74557,4899.66055796621,868,,-161564410000.0,0.051865242,-1.0,5437232000.0,10.0,11063458000.0,0.4189424,50,,19605201,15081.375,,
[-0.259  3.039 -5.6   -3.905],23996580.0,46092.493106126785,4799.858,1.0,480.06,-26037654.0,1.0,978.74866,1.0,50.0,-251.08264,4999.74,1.0,True,319.12354,50.0,4999.74,43450,10.0,1,132.44113,4799.858,-251.08264,4799.8576612803345,869,,-119897410000.0,0.14017779,-1.0,3262926000.0,10.0,3309673000.0,0.4189424,50,,19629204,1386.782,,
[-0.287  2.992 -5.657 -4.002],24982462.0,46128.66242337227,68.57913,1.0,499.88,-27023528.0,1.0,9.797185,1.0,50.0,-251.85881,70.075195,1.0,True,2021.7278,50.0,4999.7324,43500,10.0,1,743.92773,4998.2363,-251.85881,4998.236373261792,870,,-14939382000000.0,0.05503699,-1.0,53442620000000.0,10.0,18595174000.0,0.4189424,50,,19654198,10563.255,4929.657,
[-0.311  2.912 -5.654 -4.095],23929442.0,46162.389618873596,4829.6465,1.0,484.16,-25970480.0,1.0,712.353,1.0,50.0,-253.77531,4989.7173,1.0,True,5003715.5,50.0,4999.698,43550,10.0,1,780460.3,4839.627,-253.77531,4839.6274437140255,871,,-1.5007379e+22,0.42500606,-1.0,5.4066195e+31,10.0,17542373000000.0,0.4189424,50,,19678406,35704150.0,9.980969,
[-0.238  2.885 -5.654 -4.193],23996304.0,46201.09460377693,4790.0493,1.0,480.08,-26037344.0,1.0,977.7645,1.0,50.0,-247.16429,4989.724,1.0,True,11.323807,50.0,4999.704,43600,10.0,1,7.0578785,4800.0293,-247.16429,4800.02928869827,872,,-30237188000.0,0.076881446,-1.0,216941800.0,10.0,175412910.0,0.4189424,50,,19702410,48.240078,9.980105,
[-0.196  2.914 -5.654 -4.157],24496342.0,46236.519280433655,4899.6343,1.0,490.02,-26537390.0,1.0,699.94775,1.0,50.0,-245.74327,4999.712,1.0,True,37.702003,50.0,4999.712,43650,10.0,1,9.303055,4899.6343,-245.74327,4899.634252447286,873,,-50486930000.0,0.22774635,-1.0,606272450.0,10.0,232049310.0,0.4189424,50,,19726911,264.48627,,
[-0.143  2.937 -5.659 -4.135],24496208.0,46276.09821534157,4889.839,1.0,490.04,-26537272.0,1.0,698.5484,1.0,50.0,-248.53674,4989.7476,1.0,True,1208.1582,50.0,4999.729,43700,10.0,1,477.28348,4899.8203,-248.53674,4899.820287640384,874,,-2805785000000.0,0.026055615,-1.0,1873756800000.0,10.0,11929547000.0,0.4189424,50,,19751413,5653.068,9.981246,
[-0.193  2.847 -5.662 -4.206],23996142.0,46313.06335377693,4790.0327,1.0,480.08,-26037168.0,1.0,977.7613,1.0,50.0,-236.45831,4989.708,1.0,True,201.73381,50.0,4999.6885,43750,10.0,1,40.923088,4800.013,-236.45831,4800.0129584775395,875,,-130391780000.0,0.23017795,-1.0,4017779000.0,10.0,1021869900.0,0.4189424,50,,19775417,1410.2982,9.98025,
[-0.13   2.85  -5.659 -4.207],24496068.0,46351.23697066307,4889.8257,1.0,490.04,-26537100.0,1.0,698.5466,1.0,50.0,-263.414,4989.713,1.0,True,3306.98,50.0,4999.6934,43800,10.0,1,706.03375,4899.806,-263.414,4899.80629340718,876,,-440820800000.0,0.03386284,-1.0,42988786000.0,10.0,17647070000.0,0.4189424,50,,19799919,23571.887,9.980542,
[-0.134  2.928 -5.648 -4.11 ],23496438.0,46393.360456228256,4700.043,1.0,470.1,-25537480.0,1.0,1185.7645,1.0,50.0,-250.72612,4999.706,1.0,True,798.6023,50.0,4999.706,43850,10.0,1,289.18808,4700.043,-250.72612,4700.042785763548,877,,-861936550000.0,0.15874049,-1.0,175368080000.0,10.0,7226947600.0,0.4189424,50,,19823424,4375.9575,,
[-0.1    3.009 -5.655 -4.021],24996316.0,46435.7997443676,0.10383789,1.0,500.0,-27037368.0,1.0,0.040747415,1.0,50.0,-239.33582,0.18408203,1.0,True,1038.5476,50.0,4999.712,43900,10.0,1,390.72763,4999.632,-239.33582,4999.631606149245,878,,-204405280000.0,0.028344452,-1.0,9094299000.0,10.0,9766680000.0,0.4189424,50,,19848424,6626.474,4999.528,
[-0.094  3.078 -5.643 -3.918],24996306.0,46482.73437809944,0.13144532,1.0,500.0,-27037364.0,1.0,0.05173487,1.0,50.0,-248.1272,0.21484375,1.0,True,1485.3484,50.0,4999.714,43950,10.0,1,442.60144,4999.631,-248.1272,4999.630455805135,879,,-258180280000.0,0.2640292,-1.0,14659390000.0,10.0,11063292000.0,0.4189424,50,,19873424,9153.739,4999.499,
[-0.068  3.162 -5.639 -3.829],24496216.0,46537.804495334625,4889.842,1.0,490.04,-26537290.0,1.0,698.54877,1.0,50.0,-251.18805,4989.7544,1.0,True,615.9548,50.0,4999.734,44000,10.0,1,226.7842,4899.821,-251.18805,4899.821046689481,880,,-66855660000.0,0.020593455,-1.0,898728770.0,10.0,5668201500.0,0.4189424,50,,19897926,3895.0278,9.97952,
[-0.054  3.123 -5.67  -3.943],24996340.0,46581.77850198746,0.09795898,1.0,500.0,-27037400.0,1.0,0.047694504,1.0,50.0,-242.50108,0.18164062,1.0,True,120215350.0,50.0,4999.718,44050,10.0,1,25127696.0,4999.6343,-242.50108,4999.634065190395,881,,-5.6469245e+23,0.11963725,-1.0,7.65479e+34,10.0,628080400000000.0,0.4189424,50,,19922926,852323400.0,4999.536,
[-0.185  2.985 -5.7   -4.102],24996316.0,46627.8601334095,0.18524414,1.0,500.0,-27037370.0,1.0,0.055881094,1.0,50.0,-236.4372,0.27197266,1.0,True,1495.851,50.0,4999.7183,44100,10.0,1,217.30087,4999.6313,-236.4372,4999.631509479328,882,,-235697640000.0,0.09595538,-1.0,12728286000.0,10.0,5431325700.0,0.4189424,50,,19947926,10688.098,4999.4463,
[-0.131  2.96  -5.697 -4.119],24496186.0,46677.41722726822,4889.838,1.0,490.04,-26537236.0,1.0,698.54834,1.0,50.0,-249.5606,4989.731,1.0,True,722.3047,50.0,4999.711,44150,10.0,1,278.59634,4899.8184,-249.5606,4899.818068480488,883,,-61049700000.0,0.014363831,-1.0,702252300.0,10.0,6962967000.0,0.4189424,50,,19972428,3576.788,9.97976,
[-0.165  3.065 -5.686 -4.061],23996372.0,46722.761018276215,4799.8364,1.0,480.06,-26037434.0,1.0,978.7444,1.0,50.0,-243.62064,4999.7266,1.0,True,138794.2,50.0,4999.7266,44200,10.0,1,21668.887,4799.8364,-243.62064,4799.8364761939265,884,,-60077210000000.0,0.068792105,-1.0,850861800000000.0,10.0,541652600000.0,0.4189424,50,,19996431,989658.0,,
[-0.063  2.997 -5.682 -4.087],24996164.0,46771.28537154198,0.104814455,1.0,500.0,-27037210.0,1.0,0.046054058,1.0,50.0,-246.82535,0.19238281,1.0,True,21128.195,50.0,4999.704,44250,10.0,1,3683.651,4999.6167,-246.82535,4999.616529103807,885,,-325276100000.0,0.098612346,-1.0,13055015000.0,10.0,92074400000.0,0.4189424,50,,20021431,150656.84,4999.5117,
[-0.078  3.061 -5.675 -3.981],23996382.0,46823.621019124985,4799.638,1.0,480.04,-26037432.0,1.0,979.72205,1.0,50.0,-240.42795,4999.71,1.0,True,44659576.0,50.0,4999.71,44300,10.0,1,8386434.5,4799.638,-240.42795,4799.638261586985,886,,-9.652665e+23,1.0149136,-1.0,2.2366934e+35,10.0,209628080000000.0,0.4189424,50,,20045433,303191970.0,,
[-0.244  3.189 -5.681 -3.845],24496598.0,46875.06426882744,4899.6597,1.0,490.02,-26537686.0,1.0,699.95135,1.0,50.0,-235.70763,4999.752,1.0,True,594.3362,50.0,4999.752,44350,10.0,1,127.99016,4899.6597,-235.70763,4899.65974687072,887,,-3527513700000.0,0.110457435,-1.0,2981582000000.0,10.0,3198847000.0,0.4189424,50,,20069934,4208.702,,
[-0.302  3.23  -5.739 -3.76 ],23453660.0,46916.038061618805,4695.668,1.0,469.68,-25494714.0,1.0,1185.0587,1.0,50.0,-241.73183,4999.7124,1.0,True,4.243322,50.0,4999.7124,44400,10.0,1,3.0653424,4695.668,-241.73183,4695.667853655631,888,,-98627040000000.0,0.15279439,-1.0,2335083800000000.0,10.0,74949860.0,0.4189424,50,,20093418,27.513224,,
[-0.359  3.244 -5.749 -3.74 ],23990634.0,46962.7721323967,4799.2607,1.0,480.02,-26031710.0,1.0,978.6359,1.0,50.0,-242.7997,4999.738,1.0,True,177619.61,50.0,4999.738,44450,10.0,1,25554.78,4799.2607,-242.7997,4799.261046091883,889,,-1877117800000.0,0.09368109,-1.0,368121220000.0,10.0,638765430000.0,0.4189424,50,,20117419,1268886.0,,
[-0.374  3.164 -5.756 -3.834],24166628.0,47009.5662791729,4854.4688,1.0,486.56,-26207696.0,1.0,709.7586,1.0,50.0,-258.35846,4989.7485,1.0,True,403602800.0,50.0,4999.7295,44500,10.0,1,63864524.0,4864.4497,-258.35846,4864.449686745222,890,,-2.0533837e+20,0.032233357,-1.0,1.0121387e+28,10.0,1275927100000000.0,0.4189424,50,,20141747,2871693300.0,9.981149,
[-0.314  3.235 -5.745 -3.751],24996360.0,47061.96403837204,0.14105469,1.0,500.0,-27037420.0,1.0,0.04948696,1.0,50.0,-237.40686,0.22070312,1.0,True,13882.923,50.0,4999.716,44550,10.0,1,1995.3158,4999.6357,-237.40686,4999.636191314071,891,,-6916241600000.0,0.09301449,-1.0,11317849000000.0,10.0,49875550000.0,0.4189424,50,,20166747,99174.74,4999.495,
[-0.259  3.243 -5.739 -3.724],24996314.0,47106.71669650078,0.1621582,1.0,500.0,-27037374.0,1.0,0.061643183,1.0,50.0,-260.0811,0.24560547,1.0,True,476296.22,50.0,4999.715,44600,10.0,1,68287.516,4999.6313,-260.0811,4999.63137302455,892,,-1.6533831e+19,0.13999824,-1.0,6.562317e+25,10.0,1706887600000.0,0.4189424,50,,20191747,3402353.8,4999.469,
[-0.174  3.299 -5.729 -3.652],24496160.0,47156.429413318634,4899.6157,1.0,490.02,-26537226.0,1.0,699.9452,1.0,50.0,-243.4858,4999.724,1.0,True,43.381653,50.0,4999.724,44650,10.0,1,18.421227,4899.6157,-243.4858,4899.616086428489,893,,-4.539806e+22,0.06355244,-1.0,4.947453e+32,10.0,459948860.0,0.4189424,50,,20216248,261.20554,,
[-0.282  3.338 -5.735 -3.603],24496068.0,47211.280807733536,4899.6074,1.0,490.02,-26537118.0,1.0,699.94385,1.0,50.0,-243.74754,4999.706,1.0,True,705.56744,50.0,4999.706,44700,10.0,1,268.13934,4899.6074,-243.74754,4899.606941485731,894,,-2264317300000.0,0.18303844,-1.0,1223526200000.0,10.0,6701860000.0,0.4189424,50,,20240749,4522.4497,,
[-0.329  3.415 -5.735 -3.517],23996152.0,47265.96976494789,4790.034,1.0,480.08,-26037194.0,1.0,977.76154,1.0,50.0,-249.42168,4989.714,1.0,True,15089.212,50.0,4999.694,44750,10.0,1,3408.9077,4800.014,-249.42168,4800.014026740579,895,,-2.9827575e+16,0.49479815,-1.0,2.1357531e+20,10.0,85207380000.0,0.4189424,50,,20264753,88337.15,9.980166,
[-0.39   3.344 -5.759 -3.596],24949294.0,47322.04520058632,235.27379,1.0,499.54,-26990352.0,1.0,33.610584,1.0,50.0,-234.75206,240.1709,1.0,True,13.899258,50.0,4999.711,44800,10.0,1,8.325766,4994.814,-234.75206,4994.813808002845,896,,-53518623000.0,0.32607237,-1.0,682242400.0,10.0,208029440.0,0.4189424,50,,20289730,60.2027,4759.54,
[-0.429  3.309 -5.754 -3.63 ],23282780.0,47373.59483599663,4724.246,1.0,472.7,-25323856.0,1.0,981.97833,1.0,50.0,-254.57501,4999.74,1.0,True,580.3335,50.0,4999.74,44850,10.0,1,130.25221,4724.246,-254.57501,4724.245943711648,897,,-182016180000.0,0.16562913,-1.0,7689759000.0,10.0,3035722200.0,0.4189424,50,,20313365,4039.8184,,
[-0.388  3.347 -5.749 -3.602],24426516.0,47425.33765101433,4882.636,1.0,489.36,-26467578.0,1.0,699.14246,1.0,50.0,-237.12923,4989.7344,1.0,True,12819.284,50.0,4999.717,44900,10.0,1,2554.3303,4892.6187,-237.12923,4892.618741170281,898,,-36696096000000.0,0.0007491328,-1.0,322134260000000.0,10.0,63842767000.0,0.4189424,50,,20337833,87676.45,9.982231,
[-0.43   3.414 -5.753 -3.505],23904054.0,47474.28717017174,4780.417,1.0,479.16,-25945102.0,1.0,977.83093,1.0,50.0,-240.03082,4989.723,1.0,True,468.89362,50.0,4999.703,44950,10.0,1,104.345634,4790.3965,-240.03082,4790.396649404938,899,,-1037782940000.0,0.0011574151,-1.0,257244300000.0,10.0,2603440400.0,0.4189424,50,,20361791,2985.0544,9.979882,
[-0.477  3.381 -5.751 -3.53 ],23739522.0,47527.36524295807,965.57166,1.0,486.82,-25780568.0,1.0,263.3531,1.0,50.0,-259.69263,1100.0701,1.0,True,266840620.0,50.0,4999.698,45000,10.0,1,53304656.0,4865.1997,-259.69263,4865.199759074883,900,,-5.176486e+23,0.5585747,-1.0,6.432595e+34,10.0,1256401800000000.0,0.4189424,50,,20386132,1848793300.0,3899.6282,
[-0.433  3.483 -5.565 -3.405],23273406.0,47578.527136325836,4678.515,1.0,468.04,-25314392.0,1.0,1176.8209,1.0,50.0,-247.36273,4999.627,1.0,True,68031.88,50.0,4999.627,45050,10.0,1,18416.658,4678.515,-247.36273,4678.5147547257875,901,,-2.0111492e+17,0.0062046363,-1.0,9.710186e+21,10.0,423443960000.0,0.4189424,50,,20409534,379758.2,,
[-0.38   3.419 -5.566 -3.498],23495784.0,47636.84670543671,4699.7783,1.0,470.08,-25536820.0,1.0,1186.5381,1.0,50.0,-236.6218,4999.6914,1.0,True,61.120743,50.0,4999.6914,45100,10.0,1,16.857672,4699.7783,-236.6218,4699.777960815884,902,,-8247586000000.0,0.05098329,-1.0,16327812000000.0,10.0,419858270.0,0.4189424,50,,20433038,419.19244,,
[-0.436  3.398 -5.568 -3.515],24233500.0,47687.607583761215,4861.391,1.0,487.28,-26274530.0,1.0,709.39777,1.0,50.0,-255.01921,4989.7007,1.0,True,5375.9263,50.0,4999.6807,45150,10.0,1,1484.8818,4871.371,-255.01921,4871.371019204554,903,,-28262758000000.0,0.27959475,-1.0,191255280000000.0,10.0,36997665000.0,0.4189424,50,,20457402,31617.0,9.979944,
[-0.437  3.474 -5.541 -3.42 ],24296240.0,47740.715280056,4868.734,1.0,488.0,-26337278.0,1.0,703.129,1.0,50.0,-252.08209,4989.7095,1.0,True,409844.75,50.0,4999.6895,45200,10.0,1,75537.3,4878.714,-252.08209,4878.7138210915255,904,,-1878676800000000.0,0.042753115,-1.0,8.455723e+17,10.0,1886178100000.0,0.4189424,50,,20481802,2892126.0,9.980209,
[-0.417  3.382 -5.54  -3.501],24738016.0,47788.667019844055,932.0427,1.0,497.24,-26779052.0,1.0,146.70183,1.0,50.0,-262.0277,960.15845,1.0,True,3268.9236,50.0,4999.6846,45250,10.0,1,974.30237,4971.569,-262.0277,4971.568829097808,905,,-30778860000000.0,0.012114398,-1.0,227058800000000.0,10.0,24351275000.0,0.4189424,50,,20506664,22752.031,4039.5261,
[-0.38   3.313 -5.535 -3.599],23996258.0,47843.74394035339,4799.825,1.0,480.06,-26037322.0,1.0,978.742,1.0,50.0,-263.70547,4999.724,1.0,True,475.55777,50.0,4999.724,45300,10.0,1,114.75348,4799.825,-263.70547,4799.8252691703165,906,,-372340880000000.0,0.20201239,-1.0,3.3279887e+16,10.0,2867402000.0,0.4189424,50,,20530667,3258.691,,
