Weights,WReturnMean,TimeElapsed,OptimizationReturnMean,Epsilon,EpLenMean,InitialBound,EmpiricalD2Arithmetic,InitialReturnStd,MeanD2-0,ESSRenyiArithmetic,MinTargetPdf,OptimizationReturnMax,EmpiricalD2Harmonic,Penalization,StdIW,ESSRenyiHarmonic,InitialReturnMax,EpisodesSoFar,ReturnStepMaxmin,Inner Iteration,MeanIW,InitialReturnMean,MinBehavPdf,EpRewMean,Iteration,OptimizationReturnMin,Bound,MinIW,VarianceInitializer,DivergenceHarmonic,ReturnStepMax,ReturnMeanIW,MeanEntropy,EpThisIter,LearnableVariance,TimestepsSoFar,MaxIW,InitialReturnMin,StdWReturnMean
[ 0.288  0.314 -3.917 -2.59 ],16723861.0,13638.487071752548,3006.652,1.0,388.28,-18764848.0,1.0,1303.7379,1.0,50.0,-242.77953,4130.2,1.0,True,1765.4711,50.0,4999.645,14550,10.0,1,434.60437,3876.0972,-242.77953,3876.097121736998,291,,-48174710000000.0,0.032848045,-1.0,556971060000000.0,10.0,7775933000.0,0.4189424,50,,5719130,12263.315,869.4449,
[ 0.274  0.374 -3.919 -2.581],23590844.0,13682.647775173187,3915.4893,1.0,477.66,-25631788.0,1.0,889.6033,1.0,50.0,-234.38112,4140.1953,1.0,True,569.2437,50.0,4999.583,14600,10.0,1,135.81049,4774.877,-234.38112,4774.877025399222,292,,-159434200000.0,0.13531876,-1.0,5865771000.0,10.0,3125021400.0,0.4189424,50,,5743013,3871.2085,859.38794,
[ 0.237  0.423 -3.932 -2.582],24992028.0,13720.031443357468,0.54641604,1.0,500.0,-27032972.0,1.0,0.23739925,1.0,50.0,-249.64133,0.9267578,1.0,True,10471.456,50.0,4999.583,14650,10.0,1,3896.8528,4999.2026,-249.64133,4999.202673619724,293,,-7.338316e+16,1.4759661,-1.0,1.292849e+21,10.0,97383470000.0,0.4189424,50,,5768013,48370.8,4998.6562,
[ 0.169  0.354 -3.947 -2.66 ],24492828.0,13764.410887002945,4899.2827,1.0,490.02,-26533776.0,1.0,699.89764,1.0,50.0,-240.7364,4999.589,1.0,True,563750.75,50.0,4999.589,14700,10.0,1,130149.13,4899.2827,-240.7364,4899.282828891649,294,,-3.584326e+20,0.09300598,-1.0,3.0843886e+28,10.0,3252928000000.0,0.4189424,50,,5792514,3598101.0,,
[ 0.29   0.378 -3.936 -2.675],23335996.0,13805.980337381363,4703.862,1.0,473.58,-25376854.0,1.0,962.85114,1.0,50.0,-244.58049,4969.538,1.0,True,166.66232,50.0,4999.482,14750,10.0,1,57.4781,4733.8057,-244.58049,4733.805498544917,295,,-277238250000.0,0.066691875,-1.0,18318563000.0,10.0,1021433100.0,0.4189424,50,,5816193,963.84064,29.943672,
[ 0.23   0.389 -3.947 -2.679],24506628.0,13842.832124710083,4017.6887,1.0,491.82,-26547512.0,1.0,573.9556,1.0,50.0,-250.03755,4100.1665,1.0,True,33.82623,50.0,4999.51,14800,10.0,1,20.544075,4917.0317,-250.03755,4917.032015863544,296,,-25519729000.0,0.21758255,-1.0,150182910.0,10.0,509394800.0,0.4189424,50,,5840784,176.66501,899.3434,
[ 0.225  0.339 -3.944 -2.716],24404238.0,13882.552654981613,1808.9347,1.0,492.92,-26445160.0,1.0,349.39713,1.0,50.0,-251.28021,1880.8,1.0,True,569.50964,50.0,4999.5586,14850,10.0,1,117.93972,4927.6934,-251.28021,4927.693350263579,297,,-163662860000.0,0.022336254,-1.0,6215589000.0,10.0,2761828400.0,0.4189424,50,,5865430,4051.5479,3118.7585,
[ 0.169  0.336 -3.949 -2.689],24992238.0,13928.178570508957,0.82064456,1.0,500.0,-27033192.0,1.0,0.27351037,1.0,50.0,-249.01372,1.1933594,1.0,True,153608.3,50.0,4999.5967,14900,10.0,1,28952.107,4999.2236,-249.01372,4999.223974561811,298,,-1.1919119e+17,0.03786329,-1.0,3.4106286e+21,10.0,723456000000.0,0.4189424,50,,5890430,1092346.9,4998.4033,
[ 0.184  0.401 -3.939 -2.583],24993324.0,13968.469147443771,0.51267576,1.0,500.0,-27034296.0,1.0,0.20660943,1.0,50.0,-242.58943,0.79541016,1.0,True,102841.88,50.0,4999.615,14950,10.0,1,17730.152,4999.3325,-242.58943,4999.33250713268,299,,-2.543278e+18,0.20639946,-1.0,1.5528603e+24,10.0,443063830000.0,0.4189424,50,,5915430,734800.8,4998.82,
[ 0.216  0.507 -3.934 -2.525],24993260.0,14006.885664463043,0.33810547,1.0,500.0,-27034212.0,1.0,0.15912093,1.0,50.0,-252.34978,0.59814453,1.0,True,710.47345,50.0,4999.586,15000,10.0,1,281.58386,4999.3257,-252.34978,4999.32587083688,300,,-24156272000000.0,0.09717539,-1.0,140010880000000.0,10.0,7037219000.0,0.4189424,50,,5940430,4150.793,4998.988,
[ 0.258  0.622 -3.913 -2.537],24494110.0,14045.74114203453,4889.63,1.0,490.04,-26535144.0,1.0,698.5186,1.0,50.0,-245.6009,4989.71,1.0,True,1316.8116,50.0,4999.6904,15050,10.0,1,419.1595,4899.611,-245.6009,4899.610321382201,301,,-45200320000000.0,0.09815297,-1.0,490230620000000.0,10.0,10475296000.0,0.4189424,50,,5964932,6609.307,9.980244,
[ 0.168  0.554 -3.936 -2.586],24494286.0,14086.551667451859,4889.648,1.0,490.04,-26535286.0,1.0,698.5212,1.0,50.0,-252.36072,4989.6714,1.0,True,403.77948,50.0,4999.6514,15100,10.0,1,146.80469,4899.628,-252.36072,4899.628040942381,302,,-1686119100000.0,0.024997864,-1.0,679542900000.0,10.0,3668791000.0,0.4189424,50,,5989434,2291.7961,9.980222,
[ 0.268  0.483 -3.93  -2.609],24491492.0,14137.70526099205,4889.3677,1.0,490.04,-26532436.0,1.0,698.4812,1.0,50.0,-243.38219,4989.6064,1.0,True,43865.86,50.0,4999.587,15150,10.0,1,8847.495,4899.3486,-243.38219,4899.348574867916,303,,-7.478839e+19,0.007820211,-1.0,1.3428365e+27,10.0,221107270000.0,0.4189424,50,,6013936,310925.4,9.98069,
[ 0.328  0.39  -3.922 -2.666],19318174.0,14181.291393995285,3785.6143,1.0,413.02,-21359026.0,1.0,1516.5294,1.0,50.0,-233.23546,4659.771,1.0,True,277.52234,50.0,4999.4824,15200,10.0,1,70.12322,4125.326,-233.23546,4125.325945969777,304,,-148802620000.0,0.08427814,-1.0,5261144000.0,10.0,774395650.0,0.4189424,50,,6034587,1648.5791,339.7114,
[ 0.273  0.362 -3.931 -2.667],23413404.0,14227.796876192093,3903.7324,1.0,478.54,-25454352.0,1.0,731.9194,1.0,50.0,-233.71649,4120.2593,1.0,True,66.024574,50.0,4999.5903,15250,10.0,1,33.591854,4783.064,-233.71649,4783.0636266490565,305,,-1179280600000.0,0.2180545,-1.0,333452740000.0,10.0,751351550.0,0.4189424,50,,6058514,310.59656,879.3312,
[ 0.212  0.36  -3.939 -2.674],24509132.0,14264.755786657333,3968.7024,1.0,491.92,-26550118.0,1.0,566.95764,1.0,50.0,-244.11775,4050.2437,1.0,True,408.38666,50.0,4999.6396,15300,10.0,1,88.681076,4918.098,-244.11775,4918.098531154389,306,,-1360227100000.0,0.12588869,-1.0,442737850000.0,10.0,2210398000.0,0.4189424,50,,6083110,2838.2935,949.39606,
[ 0.249  0.408 -3.938 -2.659],24990266.0,14310.697637319565,0.7038672,1.0,500.0,-27031182.0,1.0,0.3177018,1.0,50.0,-247.2732,1.2270508,1.0,True,2732.6582,50.0,4999.55,15350,10.0,1,406.3146,4999.0264,-247.2732,4999.026620231998,307,,-47182920000.0,0.015596073,-1.0,329243400.0,10.0,10151133000.0,0.4189424,50,,6108110,19534.03,4998.3228,
[ 0.266  0.467 -3.936 -2.647],24991496.0,14361.943870306015,0.78450197,1.0,500.0,-27032396.0,1.0,0.2707423,1.0,50.0,-262.1939,1.1645508,1.0,True,45.82408,50.0,4999.53,15400,10.0,1,24.024612,4999.15,-262.1939,4999.149764962342,308,,-564568700000.0,0.0709953,-1.0,76363194000.0,10.0,600391360.0,0.4189424,50,,6133110,254.32292,4998.365,
[ 0.26   0.369 -3.91  -2.573],23246598.0,14413.647894144058,3903.531,1.0,472.48,-25287552.0,1.0,969.3429,1.0,50.0,-244.0567,4180.102,1.0,True,1849598800.0,50.0,4999.5967,15450,10.0,1,264708020.0,4723.0254,-244.0567,4723.025645778014,309,,-8.3853725e+23,0.4462733,-1.0,1.688092e+35,10.0,6604098000000000.0,0.4189424,50,,6156734,13211880000.0,819.4945,
[ 0.146  0.362 -3.924 -2.621],24993430.0,14451.940735340118,0.76793945,1.0,500.0,-27034436.0,1.0,0.17608005,1.0,50.0,-252.13947,1.0810547,1.0,True,518822.6,50.0,4999.6562,15500,10.0,1,77983.71,4999.3433,-252.13947,4999.343134475536,310,,-5.3028615e+20,0.34050295,-1.0,6.7507395e+28,10.0,1949009400000.0,0.4189424,50,,6181734,3707674.8,4998.575,
[ 0.252  0.299 -3.916 -2.64 ],19954478.0,14505.630659341812,3333.3113,1.0,429.72,-21995362.0,1.0,1235.3606,1.0,50.0,-244.02426,4040.005,1.0,True,2078.9968,50.0,4999.5205,15550,10.0,1,571.77893,4292.8267,-244.02426,4292.82697561485,311,,-12358868000000.0,0.16109273,-1.0,36617960000000.0,10.0,9118343000.0,0.4189424,50,,6203220,13585.857,959.5155,
[ 0.259  0.351 -3.915 -2.607],24431238.0,14567.433490276337,4000.1309,1.0,491.12,-26472142.0,1.0,573.5604,1.0,50.0,-256.1356,4090.2637,1.0,True,56.658768,50.0,4999.539,15600,10.0,1,14.9395,4909.4062,-256.1356,4909.406066164936,312,,-69840070000.0,0.0731953,-1.0,1158581500.0,10.0,373229500.0,0.4189424,50,,6227776,406.18365,909.27527,
[ 0.321  0.353 -3.91  -2.616],18437316.0,14611.493612766266,4032.583,1.0,404.82,-20478080.0,1.0,1447.4106,1.0,50.0,-234.31235,4989.394,1.0,True,1021.62335,50.0,4999.374,15650,10.0,1,183.70705,4042.5632,-234.31235,4042.563414676356,313,,-2054561100000.0,0.07371087,-1.0,1009891150000.0,10.0,3762904300.0,0.4189424,50,,6248017,7308.696,9.98017,
[ 0.29   0.407 -3.915 -2.624],22704764.0,14660.629345178604,4187.4653,1.0,465.94,-24745710.0,1.0,1007.569,1.0,50.0,-229.8721,4529.847,1.0,True,28105.916,50.0,4999.5884,15700,10.0,1,8850.798,4657.206,-229.8721,4657.206330889942,314,,-4.242143e+18,0.23781094,-1.0,4.3204082e+24,10.0,149292800000.0,0.4189424,50,,6271314,147020.98,469.74106,
[ 0.19   0.369 -3.927 -2.687],24083930.0,14710.536423921585,4842.026,1.0,484.32,-26124898.0,1.0,799.19543,1.0,50.0,-249.32567,4999.617,1.0,True,200494.4,50.0,4999.617,15750,10.0,1,33160.63,4842.026,-249.32567,4842.02619287417,315,,-1.4988996e+22,0.24467942,-1.0,5.393732e+31,10.0,828613200000.0,0.4189424,50,,6295530,1430046.9,,
[ 0.304  0.42  -3.927 -2.674],23865478.0,14758.868661642075,4816.3203,1.0,481.84,-25906436.0,1.0,817.64325,1.0,50.0,-249.11592,4999.5996,1.0,True,490.58224,50.0,4999.5996,15800,10.0,1,134.43369,4816.3203,-249.11592,4816.320146777643,316,,-201866410000.0,0.028175417,-1.0,9466376000.0,10.0,3295026000.0,0.4189424,50,,6319622,3031.4146,,
[ 0.313  0.482 -3.929 -2.671],23590446.0,14813.252602100372,3059.9163,1.0,480.1,-25631360.0,1.0,747.6719,1.0,50.0,-236.64134,3260.3574,1.0,True,835864.94,50.0,4999.549,15850,10.0,1,150451.62,4799.1074,-236.64134,4799.107496753822,317,,-6.783624e+23,0.09294071,-1.0,1.1048199e+35,10.0,3755529000000.0,0.4189424,50,,6343627,5809896.5,1739.1914,
[ 0.294  0.363 -3.934 -2.637],21452558.0,14859.596042633057,3658.7222,1.0,450.2,-23493482.0,1.0,1103.5792,1.0,50.0,-244.1233,4159.99,1.0,True,487.42603,50.0,4999.565,15900,10.0,1,171.9657,4498.2964,-244.1233,4498.296655342794,318,,-2655212300000.0,0.07822095,-1.0,1688116900000.0,10.0,3538707000.0,0.4189424,50,,6366137,2378.5134,839.5746,
[ 0.238  0.391 -3.941 -2.636],24991494.0,14917.333137512207,1.363418,1.0,500.0,-27032420.0,1.0,0.34093848,1.0,50.0,-240.55655,1.7768555,1.0,True,56.077366,50.0,4999.563,15950,10.0,1,19.353207,4999.1494,-240.55655,4999.149489524143,319,,-37040550000.0,0.034931365,-1.0,320851620.0,10.0,483544800.0,0.4189424,50,,6391137,285.2892,4997.786,
[ 0.187  0.358 -3.946 -2.649],24992260.0,14977.660317659378,0.70302737,1.0,500.0,-27033212.0,1.0,0.22873579,1.0,50.0,-239.79753,1.0712891,1.0,True,7258638.5,50.0,4999.594,16000,10.0,1,1068230.2,4999.2256,-239.79753,4999.225957055088,320,,-4.0603372e+19,0.10954101,-1.0,3.9580006e+26,10.0,26690055000000.0,0.4189424,50,,6416137,51866860.0,4998.523,
[ 0.123  0.458 -3.953 -2.689],24994590.0,15039.331246376038,0.2988379,1.0,500.0,-27035580.0,1.0,0.11079262,1.0,50.0,-253.25386,0.4765625,1.0,True,45130.062,50.0,4999.6367,16050,10.0,1,8824.726,4999.459,-253.25386,4999.458977415243,321,,-566028000000000.0,0.041170515,-1.0,7.685545e+16,10.0,220557620000.0,0.4189424,50,,6441137,316342.66,4999.16,
[ 0.085  0.563 -3.959 -2.631],23995326.0,15096.6950340271,4799.5327,1.0,480.04,-26036350.0,1.0,979.70056,1.0,50.0,-241.15242,4999.681,1.0,True,108.964096,50.0,4999.681,16100,10.0,1,52.180416,4799.5327,-241.15242,4799.532874010174,322,,-279806440000.0,0.1594688,-1.0,18620115000.0,10.0,1303242100.0,0.4189424,50,,6465139,621.53357,,
[ 0.105  0.686 -3.965 -2.633],24994936.0,15153.092966556549,0.26328126,1.0,500.0,-27035974.0,1.0,0.10115906,1.0,50.0,-235.98718,0.46972656,1.0,True,3175.3406,50.0,4999.7,16150,10.0,1,623.8461,4999.4937,-235.98718,4999.493757241783,323,,-526668600000.0,0.002680661,-1.0,62702780000.0,10.0,15592370000.0,0.4189424,50,,6490139,22475.984,4999.2305,
[ 0.191  0.625 -3.943 -2.697],24994276.0,15207.750874519348,0.45628905,1.0,500.0,-27035254.0,1.0,0.14072703,1.0,50.0,-256.739,0.6533203,1.0,True,1027.9567,50.0,4999.6245,16200,10.0,1,415.48495,4999.4277,-256.739,4999.427538978161,324,,-474810350000.0,0.21385653,-1.0,51781374000.0,10.0,10384922000.0,0.4189424,50,,6515139,5290.0234,4998.971,
[ 0.245  0.727 -3.925 -2.918],24993124.0,15270.493720531464,0.57103515,1.0,500.0,-27034108.0,1.0,0.18923484,1.0,50.0,-238.20152,0.8935547,1.0,True,1735205.5,50.0,4999.635,16250,10.0,1,314697.3,4999.3125,-238.20152,4999.312240549386,325,,-9.9097206e+20,0.106990434,-1.0,2.3575502e+29,10.0,7863681000000.0,0.4189424,50,,6540139,12369942.0,4998.741,
[-3.640e-04  7.653e-01 -3.952e+00 -2.906e+00],24995056.0,15331.269026756287,0.18759766,1.0,500.0,-27036052.0,1.0,0.08174709,1.0,50.0,-249.567,0.33447266,1.0,True,4107.815,50.0,4999.6523,16300,10.0,1,954.71484,4999.5054,-249.567,4999.50548551227,326,,-2517383200000.0,0.1294772,-1.0,1492649200000.0,10.0,23863323000.0,0.4189424,50,,6565139,28598.467,4999.318,
[-0.006  0.664 -3.949 -2.979],24463614.0,15397.456874608994,4896.3096,1.0,489.72,-26504598.0,1.0,699.83105,1.0,50.0,-250.48672,4999.6387,1.0,True,8729.995,50.0,4999.6387,16350,10.0,1,1275.9044,4896.3096,-250.48672,4896.309961516207,327,,-1173385000000.0,0.045116343,-1.0,313889620000.0,10.0,29927380000.0,0.4189424,50,,6589625,62382.883,,
[ 0.027  0.713 -3.946 -2.959],24495050.0,15453.706359148026,4899.505,1.0,490.02,-26536066.0,1.0,699.9293,1.0,50.0,-240.5514,4999.675,1.0,True,28193360.0,50.0,4999.675,16400,10.0,1,4912550.5,4899.505,-240.5514,4899.50522598187,328,,-1.0057542e+22,0.23414548,-1.0,2.4283313e+31,10.0,122790970000000.0,0.4189424,50,,6614126,197471490.0,,
[ 0.135  0.773 -3.954 -2.938],24994488.0,15506.52884221077,0.39515626,1.0,500.0,-27035458.0,1.0,0.13175671,1.0,50.0,-250.63266,0.5605469,1.0,True,6154.0615,50.0,4999.6143,16450,10.0,1,1032.4199,4999.4487,-250.63266,4999.448848885824,329,,-1402189600000.0,0.42346543,-1.0,454805300000.0,10.0,25804018000.0,0.4189424,50,,6639126,43996.44,4999.0537,
[ 0.077  0.848 -3.953 -2.857],24995002.0,15562.328372001648,0.18242188,1.0,500.0,-27035990.0,1.0,0.076305285,1.0,50.0,-235.2551,0.31982422,1.0,True,1152.4753,50.0,4999.6377,16500,10.0,1,483.43546,4999.5005,-235.2551,4999.500252653317,330,,-1157019000000.0,0.027058847,-1.0,314701800000.0,10.0,12083275000.0,0.4189424,50,,6664126,7361.973,4999.318,
[ 0.078  0.93  -3.946 -2.763],24995420.0,15610.39312839508,0.25538087,1.0,500.0,-27036448.0,1.0,0.07944944,1.0,50.0,-251.40497,0.39697266,1.0,True,11262.7,50.0,4999.6836,16550,10.0,1,1846.8353,4999.542,-251.40497,4999.542011733461,331,,-647615150000.0,0.11802713,-1.0,86841740000.0,10.0,46159454000.0,0.4189424,50,,6689126,80557.17,4999.2866,
[ 0.054  1.022 -3.949 -2.681],24495446.0,15657.461354970932,4889.764,1.0,490.04,-26536476.0,1.0,698.5378,1.0,50.0,-234.71454,4989.7026,1.0,True,1264.9335,50.0,4999.6826,16600,10.0,1,250.93144,4899.744,-234.71454,4899.744226662437,332,,-486709620000000.0,0.055477116,-1.0,5.6865676e+16,10.0,6271514600.0,0.4189424,50,,6713628,9043.782,9.980054,
[-0.033  0.966 -3.947 -2.751],24995610.0,15716.973529338837,0.24571289,1.0,500.0,-27036634.0,1.0,0.07150975,1.0,50.0,-266.97025,0.36132812,1.0,True,4644658.0,50.0,4999.677,16650,10.0,1,666072.44,4999.561,-266.97025,4999.56116155923,333,,-1730536400000000.0,0.13614722,-1.0,7.051605e+17,10.0,16649115000000.0,0.4189424,50,,6738628,33178524.0,4999.3154,
[ 0.023  0.974 -3.938 -2.726],24995514.0,15768.780825853348,0.24723633,1.0,500.0,-27036530.0,1.0,0.085044496,1.0,50.0,-240.96437,0.3618164,1.0,True,1612.2626,50.0,4999.666,16700,10.0,1,358.1928,4999.5513,-240.96437,4999.551408843098,334,,-790119900000.0,0.029275453,-1.0,146492260000.0,10.0,8953297000.0,0.4189424,50,,6763628,11299.91,4999.304,
[ 0.068  0.892 -3.946 -2.808],24495238.0,15823.21401667595,4889.743,1.0,490.04,-26536254.0,1.0,698.5348,1.0,50.0,-251.66432,4989.691,1.0,True,31254.744,50.0,4999.671,16750,10.0,1,4836.9746,4899.7236,-251.66432,4899.723192982013,335,,-53753570000000.0,0.2115328,-1.0,690533160000000.0,10.0,120890425000.0,0.4189424,50,,6788130,223227.89,9.980086,
[ 0.148  0.862 -3.954 -2.9  ],24994736.0,15879.131443738937,0.39967772,1.0,500.0,-27035730.0,1.0,0.12076132,1.0,50.0,-254.79039,0.57373047,1.0,True,11775.74,50.0,4999.6475,16800,10.0,1,2170.3687,4999.4736,-254.79039,4999.473406250544,336,,-3427190000000.0,0.06651707,-1.0,2731193700000.0,10.0,54243906000.0,0.4189424,50,,6813130,83572.15,4999.0737,
[ 0.087  0.787 -3.963 -2.978],24494612.0,15978.888657569885,4889.6807,1.0,490.04,-26535582.0,1.0,698.5258,1.0,50.0,-240.9615,4989.6396,1.0,True,593.0655,50.0,4999.6196,16850,10.0,1,164.41728,4899.66,-240.9615,4899.660498779574,337,,-745772350000000.0,0.22656097,-1.0,1.335215e+17,10.0,4108634000.0,0.4189424,50,,6837632,3661.6091,9.979756,
[-0.025  0.812 -3.961 -2.929],24159336.0,16067.558103322983,4863.354,1.0,486.46,-26200334.0,1.0,712.1278,1.0,50.0,-247.19316,4999.6553,1.0,True,624.0493,50.0,4999.6553,16900,10.0,1,219.36186,4863.354,-247.19316,4863.353937488611,338,,-1060179800000.0,0.20838042,-1.0,267278800000.0,10.0,5023635000.0,0.4189424,50,,6861955,3367.3696,,
[-0.005  0.935 -3.971 -2.925],24495550.0,16130.64082145691,4899.555,1.0,490.02,-26536566.0,1.0,699.93646,1.0,50.0,-240.3672,4999.672,1.0,True,1087487.8,50.0,4999.672,16950,10.0,1,157347.11,4899.555,-240.3672,4899.555248672195,339,,-8.4044195e+16,0.16096497,-1.0,1.695509e+21,10.0,3932967400000.0,0.4189424,50,,6886456,7769549.0,,
[ 0.066  1.005 -3.97  -2.85 ],23995580.0,16181.984165668488,4799.7573,1.0,480.06,-26036604.0,1.0,978.7282,1.0,50.0,-236.93123,4999.682,1.0,True,1355.4958,50.0,4999.682,17000,10.0,1,347.1759,4799.7573,-236.93123,4799.7572925850345,340,,-694026240000.0,0.015146711,-1.0,112757790000.0,10.0,8676252000.0,0.4189424,50,,6910459,8671.083,,
[ 0.086  0.919 -3.975 -2.938],24494786.0,16232.236763000488,4889.698,1.0,490.04,-26535788.0,1.0,698.5283,1.0,50.0,-231.52654,4989.678,1.0,True,33.433422,50.0,4999.6577,17050,10.0,1,12.942286,4899.6777,-231.52654,4899.677888771116,341,,-139561060000000.0,0.18190801,-1.0,4675807400000000.0,10.0,322966270.0,0.4189424,50,,6934961,211.60172,9.979665,
[-0.026  0.907 -3.923 -2.927],24948430.0,16288.907088279724,235.1411,1.0,499.54,-26989422.0,1.0,33.591686,1.0,50.0,-247.7591,240.05518,1.0,True,1117.8513,50.0,4999.6416,17100,10.0,1,270.95908,4994.7275,-247.7591,4994.727532360277,342,,-323194700000.0,0.09751703,-1.0,24036422000.0,10.0,6772453000.0,0.4189424,50,,6959938,7910.3047,4759.5864,
[-0.05   0.929 -3.929 -2.807],24878894.0,16401.09347963333,318.03043,1.0,498.86,-26919916.0,1.0,56.61316,1.0,50.0,-230.52522,330.15283,1.0,True,9.371333,50.0,4999.676,17150,10.0,1,5.272298,4987.553,-230.52522,4987.553423342518,343,,-22616693000.0,0.18688223,-1.0,121369730.0,10.0,131674040.0,0.4189424,50,,6984881,56.123653,4669.523,
[-0.081  0.924 -3.928 -2.813],21955158.0,16481.629554986954,1987.89,1.0,464.12,-23996170.0,1.0,669.348,1.0,50.0,-237.23576,2349.981,1.0,True,31046.795,50.0,4999.669,17200,10.0,1,10600.995,4637.578,-237.23576,4637.57808891207,344,,-3.3234798e+18,0.13234556,-1.0,2.6516264e+24,10.0,117083870000.0,0.4189424,50,,7008087,171531.25,2649.688,
[-0.026  0.948 -3.925 -2.795],24850094.0,16567.37254667282,774.1833,1.0,498.44,-26891134.0,1.0,110.59766,1.0,50.0,-247.86111,790.1216,1.0,True,18266.865,50.0,4999.698,17250,10.0,1,3289.4568,4983.76,-247.86111,4983.759972635696,345,,-408572760000000.0,0.07735449,-1.0,4.006087e+16,10.0,63332114000.0,0.4189424,50,,7033009,129826.77,4209.5767,
[ 0.009  0.867 -3.938 -2.882],24995332.0,16662.105984210968,0.41469726,1.0,500.0,-27036350.0,1.0,0.10852855,1.0,50.0,-251.46979,0.55615234,1.0,True,2533.4553,50.0,4999.675,17300,10.0,1,717.8281,4999.5337,-251.46979,4999.533363980048,346,,-15365825000000.0,0.092649035,-1.0,56548517000000.0,10.0,17942395000.0,0.4189424,50,,7058009,14662.942,4999.1187,
[-0.006  0.759 -3.939 -2.942],24995154.0,16749.44148993492,0.29279298,1.0,500.0,-27036164.0,1.0,0.086965285,1.0,50.0,-234.72469,0.44140625,1.0,True,14059.56,50.0,4999.664,17350,10.0,1,2031.615,4999.515,-234.72469,4999.515427031749,347,,-4.737694e+22,0.40591505,-1.0,5.388427e+32,10.0,50778300000.0,0.4189424,50,,7083009,100447.95,4999.2227,
[-0.062  0.775 -3.939 -2.92 ],22226590.0,16828.061259031296,2323.604,1.0,467.72,-24267624.0,1.0,622.89777,1.0,50.0,-247.37918,2650.1265,1.0,True,251215.0,50.0,4999.7,17400,10.0,1,84711.02,4673.1777,-247.37918,4673.17783014729,348,,-1.4665267e+22,0.1878887,-1.0,5.1629194e+31,10.0,1206911800000.0,0.4189424,50,,7106395,1454341.0,2349.5737,
[ 3.498e-06  7.740e-01 -3.941e+00 -2.913e+00],24995448.0,16903.822934389114,0.3539844,1.0,500.0,-27036462.0,1.0,0.09082236,1.0,50.0,-250.01833,0.4794922,1.0,True,13618.873,50.0,4999.6704,17450,10.0,1,3637.704,4999.545,-250.01833,4999.544831434244,349,,-6.406824e+21,0.13590229,-1.0,9.853973e+30,10.0,90921870000.0,0.4189424,50,,7131395,77655.71,4999.191,
[-0.057  0.829 -3.952 -2.817],21101658.0,16970.34702014923,4493.404,1.0,449.76,-23142660.0,1.0,954.4528,1.0,50.0,-247.391,4999.6587,1.0,True,99075.87,50.0,4999.6587,17500,10.0,1,22206.748,4493.404,-247.391,4493.403770527207,350,,-1.765293e+21,0.0030192875,-1.0,7.481064e+29,10.0,549672350000.0,0.4189424,50,,7153883,564217.2,,
[-0.117  0.816 -3.955 -2.829],12683284.0,17021.43659234047,1708.7347,1.0,340.7,-14724263.0,1.0,1064.6781,1.0,50.0,-221.35094,3309.8867,1.0,True,10590.999,50.0,4999.6436,17550,10.0,1,3306.2075,3398.4915,-221.35094,3398.491653589561,351,,-1569617500000000.0,0.0120583335,-1.0,5.9143706e+17,10.0,25813619000.0,0.4189424,50,,7170918,55683.797,1689.7567,
[-0.056  0.812 -3.955 -2.842],22612512.0,17110.599677562714,1811.7985,1.0,472.5,-24653514.0,1.0,565.0787,1.0,50.0,-240.75066,2089.8892,1.0,True,125584.67,50.0,4999.658,17600,10.0,1,34335.812,4721.5674,-240.75066,4721.567359950821,352,,-6.67927e+19,0.06364172,-1.0,1.0709963e+27,10.0,480334250000.0,0.4189424,50,,7194543,834597.3,2909.769,
[ 4.246e-04  7.928e-01 -3.956e+00 -2.862e+00],24495614.0,17198.083337783813,4899.561,1.0,490.02,-26536622.0,1.0,699.9373,1.0,50.0,-257.3371,4999.664,1.0,True,72.02815,50.0,4999.664,17650,10.0,1,15.911172,4899.561,-257.3371,4899.561351243147,353,,-1182442700000.0,0.14378695,-1.0,335425800000.0,10.0,397177470.0,0.4189424,50,,7219044,517.38086,,
[-0.056  0.811 -3.968 -2.878],22218236.0,17286.42068552971,1938.6915,1.0,467.16,-24259240.0,1.0,651.5404,1.0,50.0,-255.76614,2269.973,1.0,True,10156.216,50.0,4999.657,17700,10.0,1,2878.636,4668.3755,-255.76614,4668.375906306462,354,,-553826130000000.0,0.06373501,-1.0,7.362465e+16,10.0,34431115000.0,0.4189424,50,,7242402,57692.973,2729.6843,
[-0.012  0.843 -3.968 -2.847],24995322.0,17366.725431203842,0.17626953,1.0,500.0,-27036350.0,1.0,0.08819457,1.0,50.0,-241.74738,0.3310547,1.0,True,2041.1344,50.0,4999.687,17750,10.0,1,309.00345,4999.5317,-241.74738,4999.5322095289375,355,,-656289040000.0,0.111715145,-1.0,100978065000.0,10.0,7724013000.0,0.4189424,50,,7267402,14591.966,4999.356,
[ 0.03   0.817 -3.967 -2.885],24995184.0,17445.892640829086,0.21429688,1.0,500.0,-27036184.0,1.0,0.07677856,1.0,50.0,-256.01425,0.34716797,1.0,True,246517.33,50.0,4999.6514,17800,10.0,1,42293.695,4999.518,-256.01425,4999.5185845257965,356,,-2.7015842e+21,0.0930656,-1.0,1.7521424e+30,10.0,1057134540000.0,0.4189424,50,,7292402,1730238.0,4999.304,
