EpLenMean,InitialReturnMin,MinIW,Epsilon,EmpiricalD2Arithmetic,Weights,InitialReturnMax,DivergenceHarmonic,ReturnMeanIW,InitialReturnStd,EpThisIter,MinBehavPdf,TimestepsSoFar,InitialReturnMean,MeanIW,ESSRenyiHarmonic,EpRewMean,OptimizationReturnMean,TimeElapsed,StdIW,Penalization,MaxIW,EpisodesSoFar,StdWReturnMean,OptimizationReturnMax,OptimizationReturnMin,VarianceInitializer,ReturnStepMax,Inner Iteration,EmpiricalD2Harmonic,LearnableVariance,Bound,MinTargetPdf,InitialBound,WReturnMean,MeanD2-0,Iteration,MeanEntropy,ReturnStepMaxmin,ESSRenyiArithmetic
469.94,239.80264,0.16653638,1.0,1.0,[-0.055  1.218 -2.374 -2.502],4999.5244,1.3754468e+29,203539660000.0,966.7713,50,-230.32423,3529497,4697.45,8179.1006,50.0,4697.450078213871,4457.6475,7798.316619634628,30828.48,True,201177.84,10450,,4759.7217,,-1.0,10.0,1,1.0,,-7.568915e+20,-230.32423,-25041584.0,23000684.0,1.0,209,0.4189424,10.0,50.0
460.8,3029.6282,0.012196007,1.0,1.0,[-0.105  1.11  -2.356 -2.536],4999.4756,1844803300000000.0,21144450000.0,616.46844,50,-249.1932,3552537,4603.274,920.9679,50.0,4603.274322839167,1573.6461,7855.418707370758,2797.7422,True,16597.045,10500,,1969.8474,,-1.0,10.0,1,1.0,,-87676470000000.0,-249.1932,-23611026.0,21570166.0,1.0,210,0.4189424,10.0,50.0
374.3,2319.602,0.21411121,1.0,1.0,[-0.151  1.075 -2.364 -2.559],4999.496,1.4447161e+16,55848067000.0,929.0715,50,-225.32736,3571252,3734.6074,7640.2075,50.0,3734.6071962264605,1415.0054,7906.071057796478,27972.152,True,185625.22,10550,,2679.894,,-1.0,10.0,1,1.0,,-245356160000000.0,-225.32736,-16851332.0,14810465.0,1.0,211,0.4189424,10.0,50.0
476.72,,0.01813986,1.0,1.0,[-0.095  1.102 -2.364 -2.554],4999.5547,5.445372e+21,595075700000.0,734.3863,50,-237.975,3595088,4763.8784,23845.607,50.0,4763.878494921702,4763.8784,7973.309724330902,147436.0,True,1051429.9,10600,,4999.5547,,-1.0,10.0,1,1.0,,-1.5060263e+17,-237.975,-25274788.0,23233862.0,1.0,212,0.4189424,10.0,50.0
398.72,9.98034,0.034081593,1.0,1.0,[-0.156  1.095 -2.368 -2.567],4999.5957,28347275000000.0,16953819000.0,1044.1593,50,-235.13324,3615024,3979.6243,1029.8007,50.0,3979.6242870757897,3969.6438,8030.180209636688,3700.9514,True,24813.438,10650,,4989.615,,-1.0,10.0,1,1.0,,-10883206000000.0,-235.13324,-18968628.0,16927678.0,1.0,213,0.4189424,10.0,50.0
398.74,2349.1465,0.017831942,1.0,1.0,[-0.185  1.169 -2.368 -2.47 ],4999.4795,44723300000.0,5384024000.0,846.0432,50,-253.356,3634961,3979.0142,292.7866,50.0,3979.013833915489,1629.8673,8098.4395661354065,1390.245,True,9885.176,10700,,2650.333,,-1.0,10.0,1,1.0,,-436973540000.0,-253.356,-18589196.0,16548340.0,1.0,214,0.4189424,10.0,50.0
458.34,,0.04736384,1.0,1.0,[-0.141  1.208 -2.368 -2.449],4999.6016,1.3301889e+20,230694040000.0,845.2051,50,-245.96632,3657878,4578.649,23382.998,50.0,4578.649263321837,4578.649,8163.565331459045,115886.77,True,810773.06,10750,,4999.6016,,-1.0,10.0,1,1.0,,-2.3538895e+16,-245.96632,-23719362.0,21678400.0,1.0,215,0.4189424,10.0,50.0
484.6,,0.1491502,1.0,1.0,[-0.082  1.221 -2.372 -2.466],4999.576,4076211200000000.0,36567507000.0,729.0629,50,-265.23624,3682108,4843.927,1630.684,50.0,4843.926447166023,4843.927,8218.136214256287,7510.9287,True,47404.836,10800,,4999.576,,-1.0,10.0,1,1.0,,-130337960000000.0,-265.23624,-26036104.0,23995158.0,1.0,216,0.4189424,10.0,50.0
495.24,3778.9739,0.067278564,1.0,1.0,[-0.039  1.257 -2.375 -2.438],4999.529,2022982700000000.0,101738140.0,235.19717,50,-233.15633,3706870,4950.9653,4.155333,50.0,4950.965265548402,1171.9915,8278.46644616127,5.5795083,True,30.933949,10850,,1220.5549,,-1.0,10.0,1,1.0,,-91792900000000.0,-233.15633,-26608280.0,24567374.0,1.0,217,0.4189424,10.0,50.0
488.84,2929.278,0.09833587,1.0,1.0,[-0.099  1.249 -2.375 -2.422],4999.5156,7.379674e+20,778268440000.0,365.99493,50,-242.26906,3731312,4886.3213,52625.22,50.0,4886.3212259814645,1957.043,8342.014709711075,319854.22,True,2284371.8,10900,,2070.2375,,-1.0,10.0,1,1.0,,-5.544149e+16,-242.26906,-26050982.0,24010086.0,1.0,218,0.4189424,10.0,50.0
481.2,429.70316,0.10960788,1.0,1.0,[-0.041  1.262 -2.377 -2.402],4999.5938,1.1573792e+21,249648800000.0,779.9787,50,-245.09598,3755372,4809.823,10006.867,50.0,4809.823196370084,4380.12,8399.245485782623,39562.49,True,246307.78,10950,,4569.8906,,-1.0,10.0,1,1.0,,-6.943257e+16,-245.09598,-25783726.0,23742766.0,1.0,219,0.4189424,10.0,50.0
488.32,,0.049055595,1.0,1.0,[ 3.211e-05  1.158e+00 -2.387e+00 -2.458e+00],4999.541,5.4844107e+24,38409937000.0,707.7079,50,-254.09196,3779788,4881.8164,1537.3042,50.0,4881.816413069086,4881.8164,8473.9623401165,7854.9844,True,52336.434,11000,,4999.541,,-1.0,10.0,1,1.0,,-4.779469e+18,-254.09196,-26373896.0,24332982.0,1.0,220,0.4189424,10.0,50.0
468.44,509.6189,0.01138494,1.0,1.0,[-0.116  1.186 -2.394 -2.42 ],4999.6226,1.6679553e+24,1934394500000.0,726.3293,50,-259.8891,3803210,4680.019,96631.53,50.0,4680.019134441899,4170.4004,8537.479367017746,333467.97,True,1963910.1,11050,,4490.004,,-1.0,10.0,1,1.0,,-2.635854e+18,-259.8891,-24471114.0,22430134.0,1.0,221,0.4189424,10.0,50.0
500.0,4998.425,0.0876889,1.0,1.0,[-0.054  1.196 -2.394 -2.42 ],4999.5425,1.6894939e+22,422720770.0,0.29225624,50,-244.6285,3828210,4999.051,16.91567,50.0,4999.050683594834,0.62587893,8593.881910562515,50.322556,True,343.68365,11100,,1.1176758,,-1.0,10.0,1,1.0,,-2.652731e+17,-244.6285,-27031424.0,24990506.0,1.0,222,0.4189424,10.0,50.0
472.52,2529.4072,0.05725387,1.0,1.0,[-0.115  1.21  -2.393 -2.421],4999.5063,3.3882356e+21,343331240000.0,533.92413,50,-235.90668,3851836,4721.1714,24436.992,50.0,4721.17165840521,2191.7646,8652.602237224579,136228.42,True,965229.2,11150,,2470.099,,-1.0,10.0,1,1.0,,-1.187946e+17,-235.90668,-24615424.0,22574538.0,1.0,223,0.4189424,10.0,50.0
476.36,9.980091,0.07514634,1.0,1.0,[-0.057  1.232 -2.392 -2.416],4999.5615,2049893000.0,712385340.0,934.19977,50,-234.19539,3875654,4761.927,30.21469,50.0,4761.9267751173675,4751.947,8708.179314136505,56.12447,True,284.1683,11200,,4989.5815,,-1.0,10.0,1,1.0,,-93114900000.0,-234.19539,-25589608.0,23548676.0,1.0,224,0.4189424,10.0,50.0
490.88,659.5158,0.2448886,1.0,1.0,[-0.082  1.319 -2.476 -2.398],4999.5977,4258753200000000.0,2409463300.0,607.5132,50,-247.76503,3900198,4907.3564,96.62597,50.0,4907.356397318986,4247.841,8772.19427204132,387.05615,True,2709.1453,11250,,4340.082,,-1.0,10.0,1,1.0,,-133190590000000.0,-247.76503,-26492182.0,24451218.0,1.0,225,0.4189424,10.0,50.0
485.12,3589.197,0.046361353,1.0,1.0,[-0.118  1.223 -2.545 -2.379],4999.5977,1.5642707e+16,59189928000.0,344.69647,50,-248.88632,3924454,4848.2817,2984.2715,50.0,4848.281749606696,1259.0846,8842.198294401169,9233.776,True,48435.793,11300,,1410.4006,,-1.0,10.0,1,1.0,,-255317820000000.0,-248.88632,-25665612.0,23624650.0,1.0,226,0.4189424,10.0,50.0
482.34,199.86499,0.0763437,1.0,1.0,[-0.067  1.205 -2.549 -2.409],4999.546,5.8441704e+21,75795490000.0,805.97675,50,-250.97063,3948571,4821.6245,3042.2783,50.0,4821.624149375148,4621.7593,8902.431665182114,8552.152,True,47449.703,11350,,4799.6807,,-1.0,10.0,1,1.0,,-1.5601888e+17,-250.97063,-25938576.0,23897656.0,1.0,227,0.4189424,10.0,50.0
488.04,169.8533,0.04058297,1.0,1.0,[-0.106  1.29  -2.566 -2.329],4999.566,40339400000.0,16293793000.0,683.26013,50,-239.66327,3972973,4878.773,687.7636,50.0,4878.772959712904,4708.9194,8962.977733135223,4191.604,True,29969.107,11400,,4829.7124,,-1.0,10.0,1,1.0,,-426199220000.0,-239.66327,-26310208.0,24269270.0,1.0,228,0.4189424,10.0,50.0
473.88,189.88583,0.009448533,1.0,1.0,[-0.068  1.34  -2.57  -2.331],4999.486,5.0375995e+22,3459112200000.0,990.1109,50,-241.093,3996667,4736.897,138426.0,50.0,4736.896878266301,4547.011,9024.687591314316,675842.25,True,3895821.0,11450,,4809.6,,-1.0,10.0,1,1.0,,-4.5805764e+17,-241.093,-25459380.0,23418510.0,1.0,229,0.4189424,10.0,50.0
432.04,159.84523,0.20461832,1.0,1.0,[-0.037  1.435 -2.572 -2.256],4999.4395,3.338776e+22,264176750000.0,1347.6089,50,-234.25668,4018269,4317.0137,10908.036,50.0,4317.013662383302,4157.1685,9077.454941272736,47686.47,True,334951.4,11500,,4839.594,,-1.0,10.0,1,1.0,,-3.7289875e+17,-234.25668,-22493484.0,20452656.0,1.0,230,0.4189424,10.0,50.0
470.76,379.8092,0.02543418,1.0,1.0,[-0.009  1.334 -2.579 -2.323],4999.443,1.3029602e+21,51678278000.0,1027.2006,50,-242.11876,4041807,4705.888,2071.4888,50.0,4705.887973885329,4326.0786,9130.520142793655,7608.63,True,52002.098,11550,,4619.634,,-1.0,10.0,1,1.0,,-7.366539e+16,-242.11876,-25241358.0,23200522.0,1.0,231,0.4189424,10.0,50.0
420.18,,0.02184682,1.0,1.0,[-0.056  1.419 -2.59  -2.245],4999.3516,4.035641e+28,2836977400000.0,1636.1288,50,-239.92377,4062816,4198.6646,113742.44,50.0,4198.664574434088,4198.6646,9187.357604026794,782514.06,True,5591245.5,11600,,4999.3516,,-1.0,10.0,1,1.0,,-4.0995673e+20,-239.92377,-22346456.0,20305700.0,1.0,232,0.4189424,10.0,50.0
476.62,,0.016975421,1.0,1.0,[-0.06   1.325 -2.596 -2.327],4999.463,2.6448178e+31,583715900000000.0,897.35394,50,-246.3132,4086647,4764.4766,23356380.0,50.0,4764.476649548885,4764.4766,9252.89798617363,158248380.0,True,1130765700.0,11650,,4999.463,,-1.0,10.0,1,1.0,,-1.04954e+22,-246.3132,-25546334.0,23505482.0,1.0,233,0.4189424,10.0,50.0
416.76,169.80634,0.09037241,1.0,1.0,[ 0.009  1.422 -2.602 -2.292],4999.29,2.6319441e+18,58707790000.0,1471.588,50,-234.4415,4107485,4163.37,2381.213,50.0,4163.3701132436845,3993.564,9307.010414361954,9858.437,True,68551.836,11700,,4829.484,,-1.0,10.0,1,1.0,,-3310679000000000.0,-234.4415,-21539926.0,19499220.0,1.0,234,0.4189424,10.0,50.0
395.06,329.83588,0.18700205,1.0,1.0,[-0.035  1.532 -2.578 -2.262],4999.284,3.4644417e+25,1018576900000.0,1622.9904,50,-241.05989,4127238,3945.9294,75084.82,50.0,3945.92938189758,3616.0935,9368.703315258026,456174.12,True,3261643.2,11750,,4669.448,,-1.0,10.0,1,1.0,,-1.2011208e+19,-241.05989,-20245154.0,18204456.0,1.0,235,0.4189424,10.0,50.0
226.78,,0.45568675,1.0,1.0,[-9.890e-04  1.607e+00 -2.591e+00 -2.169e+00],4999.218,2.4744845e+32,16513921000000.0,1757.8733,50,-231.14279,4138577,2258.8516,661720.6,50.0,2258.8515012592147,2258.8516,9404.475263357162,4605397.5,True,32899236.0,11800,,4999.218,,-1.0,10.0,1,1.0,,-3.2099692e+22,-231.14279,-10233155.0,8192528.5,1.0,236,0.4189424,10.0,50.0
409.6,149.918,0.026452206,1.0,1.0,[-0.032  1.531 -2.629 -2.255],4999.396,5.030651e+28,16814014000000.0,1457.1498,50,-259.33612,4159057,4091.1768,918660.9,50.0,4091.1767542231914,3941.2588,9469.534845590591,2860091.8,True,15468578.0,11850,,4849.478,,-1.0,10.0,1,1.0,,-4.5772173e+20,-259.33612,-20901802.0,18861012.0,1.0,237,0.4189424,10.0,50.0
462.28,9.980649,0.13313955,1.0,1.0,[-0.073  1.529 -2.791 -2.441],4999.486,3.2785498e+20,594664360000.0,1284.146,50,-246.93605,4182171,4621.201,23796.967,50.0,4621.2010498821965,4611.2207,9532.317464828491,78218.73,True,347890.7,11900,,4989.5054,,-1.0,10.0,1,1.0,,-3.695327e+16,-246.93605,-25045400.0,23004530.0,1.0,238,0.4189424,10.0,50.0
498.94,4719.1504,0.044492852,1.0,1.0,[-0.093  1.44  -2.794 -2.526],4999.5566,729425150.0,273273600.0,53.87625,50,-237.44989,4207118,4988.2124,10.936039,50.0,4988.212210587918,269.06183,9590.278421163559,20.19198,True,114.314415,11950,,280.40625,,-1.0,10.0,1,1.0,,-55393083000.0,-237.44989,-26926094.0,24885164.0,1.0,239,0.4189424,10.0,50.0
483.4,219.82614,0.039372798,1.0,1.0,[-0.126  1.407 -2.79  -2.567],4999.6367,2.875647e+21,682950700000.0,699.1264,50,-237.04008,4231288,4831.748,40106.797,50.0,4831.7482084457615,4611.9224,9637.940592288971,156680.44,True,904206.7,12000,,4779.8105,,-1.0,10.0,1,1.0,,-1.0944648e+17,-237.04008,-25875562.0,23834568.0,1.0,240,0.4189424,10.0,50.0
500.0,4998.8164,0.12971845,1.0,1.0,[-0.066  1.397 -2.791 -2.582],4999.5693,276090460.0,863149400.0,0.19675796,50,-248.45148,4256288,4999.2617,34.53563,50.0,4999.261320863911,0.44490233,9696.743105173111,194.88849,True,1392.9747,12050,,0.7529297,,-1.0,10.0,1,1.0,,-34774510000.0,-248.45148,-27033554.0,24992614.0,1.0,241,0.4189424,10.0,50.0
480.38,9.979313,0.010802755,1.0,1.0,[-0.02   1.361 -2.788 -2.603],4999.5215,3030348500.0,19133942000.0,963.1228,50,-242.32344,4280307,4802.667,765.6501,50.0,4802.6672308946845,4792.688,9760.042212486267,4362.4644,True,31134.422,12100,,4989.542,,-1.0,10.0,1,1.0,,-131479930000.0,-242.32344,-26034118.0,23993218.0,1.0,242,0.4189424,10.0,50.0
490.84,409.69193,0.21548119,1.0,1.0,[-0.055  1.481 -2.798 -2.606],4999.625,11219026000000.0,81694680.0,642.5342,50,-250.73672,4304849,4907.431,3.300715,50.0,4907.43114169226,4497.7393,9822.643167734146,4.4481583,True,30.235813,12150,,4589.933,,-1.0,10.0,1,1.0,,-6836156000000.0,-250.73672,-26536712.0,24495728.0,1.0,243,0.4189424,10.0,50.0
489.84,,0.11693007,1.0,1.0,[-0.103  1.442 -2.807 -2.598],4999.6377,1177203500000.0,197541810.0,699.7555,50,-244.00351,4329341,4897.3115,7.938994,50.0,4897.311696551435,4897.3115,9882.4386677742,9.539561,True,36.020058,12200,,4999.6377,,-1.0,10.0,1,1.0,,-2214603500000.0,-244.00351,-26514316.0,24473320.0,1.0,244,0.4189424,10.0,50.0
482.12,3729.4475,0.2767509,1.0,1.0,[-0.148  1.471 -2.811 -2.566],4999.609,239438840000.0,1768364900.0,350.65085,50,-241.23097,4353447,4817.954,74.82938,50.0,4817.953800437334,1088.5063,9948.2555809021,224.97234,True,1194.642,12250,,1270.1614,,-1.0,10.0,1,1.0,,-1000442400000.0,-241.23097,-25376604.0,23335634.0,1.0,245,0.4189424,10.0,50.0
433.22,,0.016454147,1.0,1.0,[-0.185  1.427 -2.813 -2.589],4999.5957,1973242000000.0,19962106000.0,909.74207,50,-233.4047,4375108,4325.4336,1232.4966,50.0,4325.4336467264775,4325.4336,9995.538094997406,7315.828,True,52358.797,12300,,4999.5957,,-1.0,10.0,1,1.0,,-2886874000000.0,-233.4047,-21577962.0,19537006.0,1.0,246,0.4189424,10.0,50.0
407.98,9.982298,0.095473416,1.0,1.0,[-0.23   1.54  -2.806 -2.56 ],4999.5957,1.9999951e+16,366406830000.0,1084.7007,50,-235.26321,4395507,4072.46,37967.69,50.0,4072.460014795564,4062.4778,10045.662330150604,246044.75,True,1759014.5,12350,,4989.6133,,-1.0,10.0,1,1.0,,-288994520000000.0,-235.26321,-19802460.0,17761506.0,1.0,247,0.4189424,10.0,50.0
482.62,3249.6099,0.0953453,1.0,1.0,[-0.171  1.559 -2.806 -2.553],4999.6035,3.5574926e+20,87235160000.0,404.49582,50,-235.93109,4419638,4823.1284,4709.431,50.0,4823.128328187595,1573.5184,10107.460182189941,17729.494,True,120805.22,12400,,1749.9937,,-1.0,10.0,1,1.0,,-3.849448e+16,-235.93109,-25467156.0,23426186.0,1.0,248,0.4189424,10.0,50.0
487.96,179.82655,0.052155703,1.0,1.0,[-0.109  1.549 -2.811 -2.556],4999.5947,1.899822e+16,263750450.0,684.90564,50,-242.20782,4444036,4878.0654,10.699887,50.0,4878.064974767455,4698.2383,10173.847025156021,29.248158,True,186.45883,12450,,4819.768,,-1.0,10.0,1,1.0,,-281307220000000.0,-242.20782,-26305578.0,24264616.0,1.0,249,0.4189424,10.0,50.0
478.04,209.80795,0.092903845,1.0,1.0,[-0.157  1.518 -2.812 -2.581],4999.5947,7.4917214e+23,3186604400000.0,725.382,50,-229.20047,4467938,4777.111,131524.05,50.0,4777.111091012988,4567.303,10231.352232933044,641073.8,True,4059428.2,12500,,4789.7866,,-1.0,10.0,1,1.0,,-1.766508e+18,-229.20047,-25387928.0,23346968.0,1.0,250,0.4189424,10.0,50.0
432.68,19.962261,0.47986382,1.0,1.0,[-0.192  1.422 -2.798 -2.653],4999.6025,1.9668424e+26,1945332200000.0,872.26764,50,-235.66916,4489572,4320.232,130914.26,50.0,4320.231909322322,4300.2695,10286.115375995636,526881.2,True,3537456.2,12550,,4979.64,,-1.0,10.0,1,1.0,,-2.8622671e+19,-235.66916,-21466216.0,19425254.0,1.0,251,0.4189424,10.0,50.0
472.42,9.979286,0.05009799,1.0,1.0,[-0.122  1.363 -2.792 -2.738],4999.639,1.28491325e+17,110888300000.0,773.2579,50,-238.04532,4513193,4721.1787,6882.165,50.0,4721.178910404425,4711.199,10368.926543474197,36586.87,True,253769.92,12600,,4989.6597,,-1.0,10.0,1,1.0,,-731702300000000.0,-238.04532,-24928452.0,22887458.0,1.0,252,0.4189424,10.0,50.0
490.02,,0.012984562,1.0,1.0,[-0.07   1.343 -2.792 -2.766],4999.678,786535100000.0,165136210.0,699.90436,50,-247.21988,4537694,4899.33,6.627805,50.0,4899.330183993654,4899.33,10448.111544847488,9.007039,True,35.30397,12650,,4999.678,,-1.0,10.0,1,1.0,,-1810244000000.0,-247.21988,-26534326.0,24493300.0,1.0,253,0.4189424,10.0,50.0
491.2,3379.3186,0.09275371,1.0,1.0,[-0.113  1.31  -2.795 -2.798],4999.63,3.9598666e+26,92926740000.0,282.57672,50,-254.09541,4562254,4909.951,4922.85,50.0,4909.950837399538,1530.6322,10545.450463056564,17152.352,True,107331.69,12700,,1620.3113,,-1.0,10.0,1,1.0,,-4.0613492e+19,-254.09541,-26228452.0,24187466.0,1.0,254,0.4189424,10.0,50.0
500.0,4998.982,0.05776106,1.0,1.0,[-0.054  1.332 -2.796 -2.796],4999.631,1268143500000000.0,66509468000.0,0.1544203,50,-246.5206,4587254,4999.357,2661.17,50.0,4999.356932224081,0.37506837,10648.86734366417,13845.322,True,96995.7,12750,,0.6489258,,-1.0,10.0,1,1.0,,-72746440000000.0,-246.5206,-27034560.0,24993570.0,1.0,255,0.4189424,10.0,50.0
474.1,,0.05690375,1.0,1.0,[-0.084  1.249 -2.803 -2.883],4999.5615,6.7547556e+32,33471265000000.0,964.17377,50,-254.44002,4610959,4738.7563,1806284.4,50.0,4738.756278340308,4738.7563,10743.305262804031,8527282.0,True,50944450.0,12800,,4999.5615,,-1.0,10.0,1,1.0,,-5.3042383e+22,-254.44002,-25426368.0,23385440.0,1.0,256,0.4189424,10.0,50.0
500.0,4998.672,0.010369586,1.0,1.0,[-0.024  1.266 -2.806 -2.88 ],4999.5825,1.955769e+17,117889245000.0,0.18503316,50,-239.47778,4635959,4999.3125,4716.743,50.0,4999.312720145677,0.6408008,10849.135755777359,20806.086,True,142656.45,12850,,0.91064453,,-1.0,10.0,1,1.0,,-902687400000000.0,-239.47778,-27034072.0,24993126.0,1.0,257,0.4189424,10.0,50.0
480.54,9.981747,0.6306921,1.0,1.0,[ 0.018  1.374 -2.81  -2.835],4999.586,2.8913733e+16,8225767400.0,955.4607,50,-249.79633,4659986,4804.3213,329.1744,50.0,4804.321225742838,4794.339,10951.654636383057,963.96643,True,6208.68,12900,,4989.604,,-1.0,10.0,1,1.0,,-347044230000000.0,-249.79633,-26035356.0,23994408.0,1.0,258,0.4189424,10.0,50.0
480.04,,0.06868093,1.0,1.0,[-0.037  1.319 -2.812 -2.933],4999.669,1.2540679e+36,1898130200000000.0,979.66364,50,-243.23694,4683988,4799.352,75945900.0,50.0,4799.352121485948,4799.352,11062.081065893173,531605470.0,True,3797184300.0,12950,,4999.669,,-1.0,10.0,1,1.0,,-2.285585e+24,-243.23694,-26034536.0,23993520.0,1.0,259,0.4189424,10.0,50.0
500.0,4998.1924,0.14184748,1.0,1.0,[ 0.026  1.398 -2.822 -2.859],4999.609,61829470000000.0,6883041300.0,0.27625299,50,-237.4647,4708988,4999.2383,275.39096,50.0,4999.238286295648,1.045918,11156.887705564499,1341.1213,True,8881.318,13000,,1.4165039,,-1.0,10.0,1,1.0,,-16055004000000.0,-237.4647,-27033352.0,24992382.0,1.0,260,0.4189424,10.0,50.0
476.14,19.959293,0.0022253322,1.0,1.0,[ 0.137  1.413 -2.809 -2.805],4999.556,1.3314445e+36,1.0110807e+16,983.96356,50,-249.14473,4732795,4759.904,404658780.0,50.0,4759.903302078764,4739.944,11243.479289770126,2493021700.0,True,17738424000.0,13050,,4979.5967,,-1.0,10.0,1,1.0,,-2.3549344e+24,-249.14473,-25665788.0,23624864.0,1.0,261,0.4189424,10.0,50.0
470.5,,0.003431758,1.0,1.0,[-0.051  1.48  -2.821 -2.656],4999.593,3.2859496e+17,135376700000.0,1170.1012,50,-239.51631,4756320,4703.7114,5417.0938,50.0,4703.711182672128,4703.7114,11340.007937908173,30973.057,True,221362.34,13100,,4999.593,,-1.0,10.0,1,1.0,,-1170049900000000.0,-239.51631,-25534992.0,23494036.0,1.0,262,0.4189424,10.0,50.0
496.08,3029.4,0.009894728,1.0,1.0,[-0.101  1.556 -2.824 -2.57 ],4999.6636,8.95989e+19,1554992500.0,275.78683,50,-246.58572,4781124,4959.9077,62.242863,50.0,4959.907370177566,1930.5074,11431.751539230347,286.60648,True,1945.3188,13150,,1970.2637,,-1.0,10.0,1,1.0,,-1.931912e+16,-246.58572,-26717758.0,24676740.0,1.0,263,0.4189424,10.0,50.0
461.32,169.86469,0.091441184,1.0,1.0,[-0.161  1.563 -2.829 -2.556],4999.569,5.958229e+18,241252070000.0,973.30035,50,-244.96704,4804190,4608.5205,9697.091,50.0,4608.520474016335,4438.656,11516.009593248367,65308.098,True,466811.3,13200,,4829.704,,-1.0,10.0,1,1.0,,-4981946000000000.0,-244.96704,-24226710.0,22185774.0,1.0,264,0.4189424,10.0,50.0
423.38,,0.11788313,1.0,1.0,[-0.219  1.572 -2.828 -2.535],4999.544,32554086000000.0,9649286000.0,1097.2891,50,-248.64893,4825359,4227.383,644.072,50.0,4227.382436277661,4227.383,11602.61827492714,1449.2618,True,6201.295,13250,,4999.544,,-1.0,10.0,1,1.0,,-11654070000000.0,-248.64893,-21115718.0,19074806.0,1.0,265,0.4189424,10.0,50.0
474.78,179.82948,0.19654545,1.0,1.0,[-0.168  1.595 -2.819 -2.51 ],4999.552,5591036500000000.0,19954735000.0,716.3052,50,-252.12254,4849098,4743.851,996.8189,50.0,4743.851450803781,4564.022,11691.6031396389,2330.8726,True,12259.948,13300,,4819.722,,-1.0,10.0,1,1.0,,-152622800000000.0,-252.12254,-25058144.0,23017218.0,1.0,266,0.4189424,10.0,50.0
463.74,,0.39593166,1.0,1.0,[-0.117  1.624 -2.814 -2.486],4999.5977,1.5425136e+22,29401745000.0,1240.7522,50,-233.71815,4872285,4635.771,1176.9296,50.0,4635.77101438226,4635.771,11774.944722175598,2985.054,True,17822.885,13350,,4999.5977,,-1.0,10.0,1,1.0,,-2.5347725e+17,-233.71815,-25070800.0,23029840.0,1.0,267,0.4189424,10.0,50.0
490.36,169.87225,0.031936675,1.0,1.0,[-0.109  1.534 -2.804 -2.572],4999.5815,9.803344e+20,886723800.0,676.0898,50,-253.50534,4896803,4902.49,35.51133,50.0,4902.490096686384,4732.6177,11859.6352186203,153.08035,True,1080.6863,13400,,4829.7095,,-1.0,10.0,1,1.0,,-6.3901168e+16,-253.50534,-26532454.0,24491504.0,1.0,268,0.4189424,10.0,50.0
464.72,9.981211,0.020852106,1.0,1.0,[-0.168  1.537 -2.817 -2.587],4999.5977,2.9658553e+17,7312524000000.0,766.63513,50,-238.34857,4920039,4642.959,342810.8,50.0,4642.958826761346,4632.978,11927.427690505981,1818542.6,True,12064601.0,13450,,4989.616,,-1.0,10.0,1,1.0,,-1118786900000000.0,-238.34857,-24185756.0,22144796.0,1.0,269,0.4189424,10.0,50.0
433.7,2779.6125,0.019575594,1.0,1.0,[-0.219  1.516 -2.82  -2.616],4999.6025,3896301600000.0,16638389000.0,715.12134,50,-243.49875,4941724,4330.6914,765.1527,50.0,4330.691268629988,1551.0787,11994.690117835999,2611.9675,True,15489.043,13500,,2219.99,,-1.0,10.0,1,1.0,,-4045215000000.0,-243.49875,-21307246.0,19266284.0,1.0,270,0.4189424,10.0,50.0
439.08,9.981023,0.16107307,1.0,1.0,[-0.216  1.603 -2.845 -2.53 ],4999.5547,960407500000000.0,32666624000.0,872.74005,50,-250.53697,4963678,4384.361,1600.852,50.0,4384.360759813962,4374.38,12054.904552459717,8010.853,True,56831.47,13550,,4989.5737,,-1.0,10.0,1,1.0,,-63280375000000.0,-250.53697,-22025218.0,19984294.0,1.0,271,0.4189424,10.0,50.0
405.88,2669.6335,0.055936124,1.0,1.0,[-0.27   1.581 -2.846 -2.553],4999.575,157993640000000.0,12987319000.0,785.6512,50,-247.60394,4983972,4050.0803,791.1079,50.0,4050.0801855475,1380.4465,12118.979590892792,2685.4297,True,15429.599,13600,,2329.9417,,-1.0,10.0,1,1.0,,-25666120000000.0,-247.60394,-19061332.0,17020396.0,1.0,272,0.4189424,10.0,50.0
374.52,9.979444,0.03298567,1.0,1.0,[-0.269  1.492 -2.849 -2.641],4999.587,203225830000.0,13187421000.0,992.3239,50,-246.79385,5002698,3737.1482,1361.8872,50.0,3737.1481985082196,3727.1687,12178.64648938179,7114.376,True,50960.504,13650,,4989.6074,,-1.0,10.0,1,1.0,,-933238800000.0,-246.79385,-16991924.0,14950983.0,1.0,273,0.4189424,10.0,50.0
432.6,2619.575,0.23951526,1.0,1.0,[-0.215  1.521 -2.847 -2.655],4999.6143,1.5958901e+16,52859990000.0,725.63324,50,-246.14319,5024328,4319.2393,3966.4812,50.0,4319.238889480916,1699.664,12231.34506058693,11432.63,True,50247.043,13700,,2380.0393,,-1.0,10.0,1,1.0,,-257880120000000.0,-246.14319,-21223338.0,19182368.0,1.0,274,0.4189424,10.0,50.0
