Delta,AvgDiscRet,VarNormIw,VarRet,AvgRet,ESSRenyi,VarDiscRet,AvgNormIw,IterType,MaxVanillaIw,VanillaAvgRet,MinVanillaIw,ESSClassic,VarJ,Bound,MaxNormIw,eRenyi2,VarVanillaIw,AvgEpLen,J,MinNormIw,BatchSize,EpsThisIter,AvgVanillaIw
0.7,-69.3483934891,7.9139e-05,2595.72870688,-69.3483934891,330.651315383,2595.72870688,0.002,1,73.7971,-69.3483934891,0.698845,24.1020061456,59.7474,-84.6151,0.076688,1.51217,73.2849,98.05,-69.5972,0.000726222,500,100,1.92461
0.7,-68.687503725,3.50449e-18,1379.57280771,-68.687503725,500.0,1379.57280771,0.01,2,1.0,-68.687503725,1.0,100.0,36.9564,-95.9956,0.01,1.0,,98.16,-68.6875,0.01,500,100,1.0
0.7,-77.5825258832,2.1793e-19,4989.3568852,-77.5825258832,500.0,4989.3568852,0.005,2,1.0,-77.5825258832,1.0,200.000000102,56.3241,-92.4448,0.005,1.0,,108.15,-73.135,0.005,500,100,1.0
0.7,-77.6030762078,5.43914e-20,4974.23527235,-77.6030762078,500.0,4974.23527235,0.00333333,2,1.0,-77.6030762078,1.0,299.999969474,61.3259,-90.3907,0.00333333,1.0,,108.23,-74.6244,0.00333333,500,100,1.0
0.7,-80.5474909468,5.4346e-20,6146.13499835,-80.5474909468,500.0,6146.13499835,0.0025,2,1.0,-80.5474909468,1.0,400.0,65.9424,-89.7594,0.0025,1.0,,111.62,-76.1051,0.0025,500,100,1.0
0.7,-77.4530167611,2.92157e-06,4950.15882028,-77.4530167611,450.318754041,4950.15882028,0.002,1,4.95793,-77.4530167611,0.768702,289.195255962,76.7648,-87.8355,0.00876854,1.11032,0.934034,108.12,-74.9668,0.00135952,500,100,1.13084
0.7,-81.5766938671,3.50449e-18,6092.96031872,-81.5766938671,500.0,6092.96031872,0.01,2,1.0,-81.5766938671,1.0,100.0,77.6662,-108.885,0.01,1.0,,112.7,-81.5767,0.01,500,100,1.0
0.7,-76.4490693009,2.1793e-19,4980.69385508,-76.4490693009,500.0,4980.69385508,0.005,2,1.0,-76.4490693009,1.0,200.000000102,74.0813,-98.3228,0.005,1.0,,106.61,-79.0129,0.005,500,100,1.0
0.7,-73.8952160943,5.43914e-20,3782.14128887,-73.8952160943,500.0,3782.14128887,0.00333333,2,1.0,-73.8952160943,1.0,299.999969474,70.09,-93.0735,0.00333333,1.0,,104.25,-77.307,0.00333333,500,100,1.0
0.7,-79.5297128513,5.4346e-20,4920.14227065,-79.5297128513,500.0,4920.14227065,0.0025,2,1.0,-79.5297128513,1.0,400.0,70.0223,-91.5169,0.0025,1.0,,111.01,-77.8627,0.0025,500,100,1.0
0.7,-85.8665622188,3.79679e-06,7186.13334714,-85.8665622188,309.455763281,7186.13334714,0.002,1,5.71235,-85.8665622188,0.00161074,256.76497861,59.0721,-89.2579,0.0101893,1.61574,1.19333,118.52,-73.7342,2.87312e-06,500,100,1.12125
0.7,-87.8435312606,3.50449e-18,8360.00008259,-87.8435312606,500.0,8360.00008259,0.01,2,1.0,-87.8435312606,1.0,100.0,90.9747,-115.152,0.01,1.0,,120.17,-87.8435,0.01,500,100,1.0
0.7,-77.2999496751,2.1793e-19,4998.32865929,-77.2999496751,500.0,4998.32865929,0.005,2,1.0,-77.2999496751,1.0,200.000000102,81.4872,-101.882,0.005,1.0,,107.46,-82.5717,0.005,500,100,1.0
0.7,-76.8445571588,5.43914e-20,4962.14948148,-76.8445571588,500.0,4962.14948148,0.00333333,2,1.0,-76.8445571588,1.0,299.999969474,77.9203,-96.4292,0.00333333,1.0,,107.63,-80.6627,0.00333333,500,100,1.0
0.7,-71.146963383,5.4346e-20,2581.6367225,-71.146963383,500.0,2581.6367225,0.0025,2,1.0,-71.146963383,1.0,400.0,72.1777,-91.9379,0.0025,1.0,,100.72,-78.2838,0.0025,500,100,1.0
0.7,-76.6009544797,9.83803e-07,3744.40937946,-76.6009544797,441.959367131,3744.40937946,0.002,1,1.50483,-76.6009544797,0.0957918,401.45881487,67.7228,-87.6377,0.00287935,1.13133,0.268716,108.15,-74.6478,0.000183288,500,100,1.04526
0.7,-78.7226589182,3.50449e-18,4921.2511198,-78.7226589182,500.0,4921.2511198,0.01,2,1.0,-78.7226589182,1.0,100.0,69.8,-106.03,0.01,1.0,,109.55,-78.7227,0.01,500,100,1.0
0.7,-78.1187409244,2.1793e-19,4950.37103024,-78.1187409244,500.0,4950.37103024,0.005,2,1.0,-78.1187409244,1.0,200.000000102,69.9038,-97.7304,0.005,1.0,,108.67,-78.4207,0.005,500,100,1.0
0.7,-75.5697033633,5.43914e-20,3789.40446929,-75.5697033633,500.0,3789.40446929,0.00333333,2,1.0,-75.5697033633,1.0,299.999969474,67.1566,-93.2368,0.00333333,1.0,,106.28,-77.4704,0.00333333,500,100,1.0
0.7,-88.2875669836,5.4346e-20,8331.10485438,-88.2875669836,500.0,8331.10485438,0.0025,2,1.0,-88.2875669836,1.0,400.0,73.9351,-93.8288,0.0025,1.0,,120.25,-80.1747,0.0025,500,100,1.0
0.7,-81.3132119408,4.0499e-07,6107.02071601,-81.3132119408,474.500554788,6107.02071601,0.002,1,1.23967,-81.3132119408,0.0939419,454.113887301,73.6151,-91.1376,0.00228971,1.05374,0.118713,112.28,-78.6011,0.000173513,500,100,1.08282
0.7,-74.9545017187,3.50449e-18,3774.10191222,-74.9545017187,500.0,3774.10191222,0.01,2,1.0,-74.9545017187,1.0,100.0,61.1258,-102.263,0.01,1.0,,104.97,-74.9545,0.01,500,100,1.0
0.7,-85.9599376415,2.1793e-19,7226.81755949,-85.9599376415,500.0,7226.81755949,0.005,2,1.0,-85.9599376415,1.0,200.000000102,73.9982,-99.767,0.005,1.0,,118.62,-80.4572,0.005,500,100,1.0
0.7,-87.2304730986,5.43914e-20,7157.36602859,-87.2304730986,500.0,7157.36602859,0.00333333,2,1.0,-87.2304730986,1.0,299.999969474,77.6055,-98.4815,0.00333333,1.0,,119.81,-82.715,0.00333333,500,100,1.0
0.7,-73.7817926852,5.4346e-20,3800.79206749,-73.7817926852,500.0,3800.79206749,0.0025,2,1.0,-73.7817926852,1.0,400.0,73.9772,-94.1359,0.0025,1.0,,104.18,-80.4817,0.0025,500,100,1.0
0.7,-77.4831753732,2.1386e-07,4964.3638514,-77.4831753732,472.693930211,4964.3638514,0.002,1,2.79555,-77.4831753732,0.0983066,474.671016231,72.6158,-91.8486,0.00501236,1.05777,0.0665241,108.26,-79.2882,0.000176262,500,100,1.11546
0.7,-88.3058618499,3.50449e-18,8344.99109911,-88.3058618499,500.0,8344.99109911,0.01,2,1.0,-88.3058618499,1.0,100.0,90.893,-115.614,0.01,1.0,,120.26,-88.3059,0.01,500,100,1.0
0.7,-71.7038095161,2.1793e-19,2565.41743272,-71.7038095161,500.0,2565.41743272,0.005,2,1.0,-71.7038095161,1.0,200.000000102,73.9565,-99.3148,0.005,1.0,,102.07,-80.0048,0.005,500,100,1.0
0.7,-78.9076553336,5.43914e-20,4975.7899426,-78.9076553336,500.0,4975.7899426,0.00333333,2,1.0,-78.9076553336,1.0,299.999969474,72.7231,-95.4056,0.00333333,1.0,,109.56,-79.6391,0.00333333,500,100,1.0
0.7,-95.2507409489,5.4346e-20,10486.8067685,-95.2507409489,500.0,10486.8067685,0.0025,2,1.0,-95.2507409489,1.0,400.0,81.2876,-97.1962,0.0025,1.0,,127.89,-83.542,0.0025,500,100,1.0
0.7,-88.3770862669,7.0665e-05,8307.44436217,-88.3770862669,320.612743318,8307.44436217,0.002,1,67.3022,-88.3770862669,0.737057,26.8371646686,59.8043,-85.8355,0.0561249,1.55951,101.614,120.47,-70.5842,0.00061465,500,100,2.3983
0.7,-72.223532459,3.50449e-18,2589.78179963,-72.223532459,500.0,2589.78179963,0.01,2,1.0,-72.223532459,1.0,100.0,50.6348,-99.5298,0.01,1.0,,102.36,-72.2235,0.01,500,100,1.0
0.7,-70.5640648872,2.1793e-19,2573.9968974,-70.5640648872,500.0,2573.9968974,0.005,2,1.0,-70.5640648872,1.0,200.000000102,50.5644,-90.7038,0.005,1.0,,99.82,-71.3938,0.005,500,100,1.0
0.7,-82.4500177042,5.43914e-20,6068.171414,-82.4500177042,500.0,6068.171414,0.00333333,2,1.0,-82.4500177042,1.0,299.999969474,61.1078,-90.8457,0.00333333,1.0,,114.37,-75.0792,0.00333333,500,100,1.0
0.7,-75.4491229601,5.4346e-20,3782.83152808,-75.4491229601,500.0,3782.83152808,0.0025,2,1.0,-75.4491229601,1.0,400.0,61.1302,-88.8259,0.0025,1.0,,106.02,-75.1717,0.0025,500,100,1.0
0.7,-77.5339846134,1.23053e-06,4966.01830466,-77.5339846134,480.970035009,4966.01830466,0.002,1,3.07229,-77.5339846134,0.885912,382.549620138,68.8342,-87.6647,0.00581563,1.03957,0.34342,108.29,-75.2127,0.00167697,500,100,1.05656
0.7,-74.3944286416,3.50449e-18,3785.76527664,-74.3944286416,500.0,3785.76527664,0.01,2,1.0,-74.3944286416,1.0,100.0,61.2202,-101.703,0.01,1.0,,104.7,-74.3944,0.01,500,100,1.0
0.7,-81.5177546796,2.1793e-19,6093.13705094,-81.5177546796,500.0,6093.13705094,0.005,2,1.0,-81.5177546796,1.0,200.000000102,70.0196,-97.266,0.005,1.0,,112.91,-77.9561,0.005,500,100,1.0
0.7,-89.6600717093,5.43914e-20,8260.59316481,-89.6600717093,500.0,8260.59316481,0.00333333,2,1.0,-89.6600717093,1.0,299.999969474,77.6204,-97.6239,0.00333333,1.0,,122.65,-81.8574,0.00333333,500,100,1.0
0.7,-78.6552480377,5.4346e-20,4977.66219863,-78.6552480377,500.0,4977.66219863,0.0025,2,1.0,-78.6552480377,1.0,400.0,75.8458,-94.7111,0.0025,1.0,,109.68,-81.0569,0.0025,500,100,1.0
0.7,-67.7682344303,2.74036e-06,1368.37619241,-67.7682344303,418.754864652,1368.37619241,0.002,1,8.33509,-67.7682344303,0.715194,296.961537858,73.7504,-88.9022,0.013918,1.19402,0.982815,97.72,-75.5572,0.00119424,500,100,1.19774
0.7,-85.01872815,3.50449e-18,7210.91663692,-85.01872815,500.0,7210.91663692,0.01,2,1.0,-85.01872815,1.0,100.0,84.4915,-112.327,0.01,1.0,,116.36,-85.0187,0.01,500,100,1.0
0.7,-82.2773194821,2.1793e-19,6079.39432468,-82.2773194821,500.0,6079.39432468,0.005,2,1.0,-82.2773194821,1.0,200.000000102,81.1208,-102.958,0.005,1.0,,114.28,-83.648,0.005,500,100,1.0
0.7,-76.6340147501,5.43914e-20,5006.68788566,-76.6340147501,500.0,5006.68788566,0.00333333,2,1.0,-76.6340147501,1.0,299.999969474,77.783,-97.0765,0.00333333,1.0,,107.21,-81.31,0.00333333,500,100,1.0
0.7,-85.3180067411,5.4346e-20,7217.7884159,-85.3180067411,500.0,7217.7884159,0.0025,2,1.0,-85.3180067411,1.0,400.0,79.5428,-95.9662,0.0025,1.0,,117.22,-82.312,0.0025,500,100,1.0
0.7,-81.3029420729,1.60959e-06,6134.62806413,-81.3029420729,419.35915088,6134.62806413,0.002,1,8.35493,-81.3029420729,0.717914,356.738500574,71.1477,-92.64,0.0147145,1.1923,0.518934,112.44,-79.3047,0.00126437,500,100,1.13561
0.7,-80.0082008497,3.50449e-18,4938.23897527,-80.0082008497,500.0,4938.23897527,0.01,2,1.0,-80.0082008497,1.0,100.0,69.9204,-107.316,0.01,1.0,,110.95,-80.0082,0.01,500,100,1.0
0.7,-85.914538593,2.1793e-19,7191.05457499,-85.914538593,500.0,7191.05457499,0.005,2,1.0,-85.914538593,1.0,200.000000102,77.5417,-102.271,0.005,1.0,,117.8,-82.9614,0.005,500,100,1.0
