Delta,AvgDiscRet,VarNormIw,VarRet,AvgRet,ESSRenyi,VarDiscRet,AvgNormIw,IterType,MaxVanillaIw,VanillaAvgRet,MinVanillaIw,ESSClassic,VarJ,Bound,MaxNormIw,eRenyi2,VarVanillaIw,AvgEpLen,J,MinNormIw,BatchSize,EpsThisIter,AvgVanillaIw
0.7,-78.1067366099,3.50449e-18,4966.11747832,-78.1067366099,200.0,4966.11747832,0.01,2,1.0,-78.1067366099,1.0,100.0,70.1174,-105.415,0.01,1.0,,108.96,-78.1067,0.01,200,100,1.0
0.7,-85.8898577859,1.15444e-05,7182.19345059,-85.8898577859,138.093311257,7182.19345059,0.005,1,2.84379,-85.8898577859,0.0407775,137.036383407,60.7847,-98.1809,0.0141096,1.4483,0.46896,118.38,-74.9424,0.000202319,200,100,1.00775
0.7,-68.4384010863,3.50449e-18,1416.22469428,-68.4384010863,200.0,1416.22469428,0.01,2,1.0,-68.4384010863,1.0,100.0,37.4441,-95.7467,0.01,1.0,,97.71,-68.4384,0.01,200,100,1.0
0.7,-85.2216695009,2.55463e-06,7215.56615387,-85.2216695009,184.47314063,7215.56615387,0.005,1,3.20747,-85.2216695009,0.49045,181.541879653,57.7662,-95.1445,0.0160818,1.08417,0.101621,117.21,-75.0384,0.00245904,200,100,0.997238
0.7,-81.4561393869,3.50449e-18,6105.66457634,-81.4561393869,200.0,6105.66457634,0.01,2,1.0,-81.4561393869,1.0,100.0,77.7471,-108.764,0.01,1.0,,112.67,-81.4561,0.01,200,100,1.0
0.7,-67.2271483138,7.15297e-06,1356.45787141,-67.2271483138,157.580084959,1356.45787141,0.005,1,2.00976,-67.2271483138,0.00390052,155.67974427,45.5716,-92.0025,0.00967793,1.2692,0.308467,95.88,-70.2482,1.87829e-05,200,100,1.03832
0.7,-70.358626357,3.50449e-18,2587.74472411,-70.358626357,200.0,2587.74472411,0.01,2,1.0,-70.358626357,1.0,100.0,50.6149,-97.6668,0.01,1.0,,99.93,-70.3586,0.01,200,100,1.0
0.7,-82.0390444744,3.61523e-07,6081.63428754,-82.0390444744,197.044198898,6081.63428754,0.005,1,1.84335,-82.0390444744,0.80547,197.163069607,64.2898,-95.3755,0.00929427,1.015,0.0142206,113.85,-75.9214,0.00406123,200,100,0.991657
0.7,-77.2626677334,3.50449e-18,4968.31039233,-77.2626677334,200.0,4968.31039233,0.01,2,1.0,-77.2626677334,1.0,100.0,70.1329,-104.571,0.01,1.0,,107.92,-77.2627,0.01,200,100,1.0
0.7,-68.2759308523,8.34758e-07,1379.46371571,-68.2759308523,192.488645244,1379.46371571,0.005,1,2.07133,-68.2759308523,0.870605,193.569008528,53.1477,-91.6248,0.0103143,1.03902,0.0336654,97.33,-71.9417,0.0043352,200,100,1.00411
0.7,-82.0808608854,3.50449e-18,6101.51137151,-82.0808608854,200.0,6101.51137151,0.01,2,1.0,-82.0808608854,1.0,100.0,77.7206,-109.389,0.01,1.0,,113.26,-82.0809,0.01,200,100,1.0
0.7,-80.0943424386,1.12343e-05,6157.29009494,-80.0943424386,144.548854333,6157.29009494,0.005,1,3.15355,-80.0943424386,7.83937e-05,138.205022931,60.92,-96.3683,0.0169678,1.38362,0.388056,110.74,-73.6551,4.21801e-07,200,100,0.929274
0.7,-71.3860510145,3.50449e-18,2582.24064013,-71.3860510145,200.0,2582.24064013,0.01,2,1.0,-71.3860510145,1.0,100.0,50.561,-98.6927,0.01,1.0,,101.79,-71.386,0.01,200,100,1.0
0.7,-78.4590459265,5.35269e-06,4937.44304597,-78.4590459265,163.727804882,4937.44304597,0.005,1,2.01209,-78.4590459265,0.00834208,164.875439856,45.3202,-92.1084,0.0105027,1.22154,0.196455,109.26,-70.7668,4.35441e-05,200,100,0.957889
0.7,-86.1355019964,3.50449e-18,7172.98055198,-86.1355019964,200.0,7172.98055198,0.01,2,1.0,-86.1355019964,1.0,100.0,84.2689,-113.444,0.01,1.0,,118.21,-86.1355,0.01,200,100,1.0
0.7,-63.4526190986,1.30612e-06,125.385334415,-63.4526190986,185.845752338,125.385334415,0.005,1,1.95388,-63.4526190986,0.752782,190.117058577,54.374,-93.2273,0.00990443,1.07616,0.0508303,91.48,-73.1958,0.00381593,200,100,0.986368
0.7,-89.2085672867,3.50449e-18,8297.04219354,-89.2085672867,200.0,8297.04219354,0.01,2,1.0,-89.2085672867,1.0,100.0,90.6315,-116.517,0.01,1.0,,121.86,-89.2086,0.01,200,100,1.0
0.7,-72.0146277919,2.25458e-06,2576.05762572,-72.0146277919,183.495986097,2576.05762572,0.005,1,2.35715,-72.0146277919,0.439156,183.531331156,69.7775,-99.1292,0.0117269,1.08994,0.0910911,101.98,-78.9695,0.00218481,200,100,1.00502
0.7,-71.9654869628,3.50449e-18,2604.20258989,-71.9654869628,200.0,2604.20258989,0.01,2,1.0,-71.9654869628,1.0,100.0,50.7756,-99.2735,0.01,1.0,,102.55,-71.9655,0.01,200,100,1.0
0.7,-70.8181612489,1.16622e-06,2598.25159772,-70.8181612489,191.206026428,2598.25159772,0.005,1,1.63877,-70.8181612489,0.442249,191.128651715,43.8789,-90.1367,0.00815588,1.04599,0.0470839,100.34,-70.388,0.002201,200,100,1.00465
0.7,-76.7157694843,3.50449e-18,4992.05227434,-76.7157694843,200.0,4992.05227434,0.01,2,1.0,-76.7157694843,1.0,100.0,70.3003,-104.022,0.01,1.0,,106.87,-76.7158,0.01,200,100,1.0
0.7,-81.1190959424,1.46881e-06,6117.99197388,-81.1190959424,186.417612299,6117.99197388,0.005,1,1.54205,-81.1190959424,0.271189,188.954038827,69.8792,-97.5885,0.00786494,1.07286,0.0564642,112.08,-77.5875,0.00138314,200,100,0.980334
0.7,-81.7134677806,3.50449e-18,6080.55989895,-81.7134677806,200.0,6080.55989895,0.01,2,1.0,-81.7134677806,1.0,100.0,77.5871,-109.021,0.01,1.0,,113.16,-81.7135,0.01,200,100,1.0
0.7,-73.6530910453,8.6936e-06,3808.26402833,-73.6530910453,146.162005215,3808.26402833,0.005,1,3.04573,-73.6530910453,0.00142058,148.587816663,59.642,-95.5614,0.0147173,1.36834,0.372328,103.4,-72.9736,6.86438e-06,200,100,1.03474
0.7,-82.0251119655,3.50449e-18,6078.64475694,-82.0251119655,200.0,6078.64475694,0.01,2,1.0,-82.0251119655,1.0,100.0,77.5749,-109.336,0.01,1.0,,113.84,-82.0251,0.01,200,100,1.0
0.7,-79.526565599,5.65154e-06,4911.73377273,-79.526565599,156.237926336,4911.73377273,0.005,1,2.81354,-79.526565599,0.00272494,163.274447107,48.8357,-94.5747,0.0133491,1.2801,0.251055,111.31,-72.7248,1.29287e-05,200,100,1.05383
0.7,-79.5570083679,3.50449e-18,4950.61964698,-79.5570083679,200.0,4950.61964698,0.01,2,1.0,-79.5570083679,1.0,100.0,70.0079,-106.865,0.01,1.0,,111.1,-79.557,0.01,200,100,1.0
0.7,-73.5947302577,8.6625e-06,3784.89986099,-73.5947302577,176.654954051,3784.89986099,0.005,1,7.75193,-73.5947302577,0.69021,148.724554138,54.3026,-94.4876,0.0373259,1.13215,0.373631,103.42,-73.9415,0.00332339,200,100,1.03841
0.7,-101.371610774,3.50449e-18,12580.6246062,-101.371610774,200.0,12580.6246062,0.01,2,1.0,-101.371610774,1.0,100.0,111.601,-128.679,0.01,1.0,,135.28,-101.372,0.01,200,100,1.0
0.7,-83.1650713158,4.39994e-05,6067.43581907,-83.1650713158,79.7600222643,6067.43581907,0.005,1,4.94992,-83.1650713158,1.72496e-07,72.6961957123,63.5906,-104.897,0.0268471,2.50752,1.49571,115.27,-74.3192,9.35577e-10,200,100,0.921872
0.7,-75.5147399905,3.50449e-18,3766.41685225,-75.5147399905,200.0,3766.41685225,0.01,2,1.0,-75.5147399905,1.0,100.0,61.0635,-102.823,0.01,1.0,,106.34,-75.5147,0.01,200,100,1.0
0.7,-87.4587920739,9.79944e-06,7143.08501805,-87.4587920739,154.958745317,7143.08501805,0.005,1,3.57838,-87.4587920739,0.173923,143.883042986,55.4418,-98.1607,0.0176699,1.29067,0.401888,120.07,-76.2232,0.000858823,200,100,1.01256
0.7,-81.207392852,3.50449e-18,6103.53768789,-81.207392852,200.0,6103.53768789,0.01,2,1.0,-81.207392852,1.0,100.0,77.7335,-108.516,0.01,1.0,,112.83,-81.2074,0.01,200,100,1.0
0.7,-72.4977255993,7.43715e-06,2601.62826577,-72.4977255993,158.481543991,2601.62826577,0.005,1,1.92554,-72.4977255993,0.0110829,154.321233995,35.3008,-91.084,0.0097415,1.26198,0.290575,102.77,-69.3917,5.60696e-05,200,100,0.988317
0.7,-87.8986257756,3.50449e-18,8342.4025517,-87.8986257756,200.0,8342.4025517,0.01,2,1.0,-87.8986257756,1.0,100.0,90.8789,-115.207,0.01,1.0,,120.59,-87.8986,0.01,200,100,1.0
0.7,-83.0770353512,9.95717e-06,6090.21394585,-83.0770353512,139.690069718,6090.21394585,0.005,1,3.56103,-83.0770353512,0.0538986,143.236126746,71.1647,-101.623,0.0161212,1.43174,0.485839,115.38,-78.5177,0.000244005,200,100,1.10445
0.7,-82.0704714021,3.50449e-18,6069.37309633,-82.0704714021,200.0,6069.37309633,0.01,2,1.0,-82.0704714021,1.0,100.0,77.5157,-109.379,0.01,1.0,,113.97,-82.0705,0.01,200,100,1.0
0.7,-80.3853044832,1.02326e-05,6111.48619055,-80.3853044832,135.339628558,6111.48619055,0.005,1,2.75003,-80.3853044832,0.0129474,142.120517281,59.8583,-96.7836,0.0127378,1.47776,0.476949,111.02,-73.3098,5.99707e-05,200,100,1.07948
0.7,-79.4798129249,3.50449e-18,6166.19916467,-79.4798129249,200.0,6166.19916467,0.01,2,1.0,-79.4798129249,1.0,100.0,78.1315,-106.788,0.01,1.0,,109.64,-79.4798,0.01,200,100,1.0
0.7,-79.6747592613,9.49978e-06,4905.10656283,-79.6747592613,144.035844949,4905.10656283,0.005,1,2.06017,-79.6747592613,0.00569052,145.128273968,57.7621,-96.2736,0.0106274,1.38854,0.356996,111.56,-73.5195,2.93546e-05,200,100,0.969271
0.7,-65.3093872131,3.50449e-18,125.887836889,-65.3093872131,200.0,125.887836889,0.01,2,1.0,-65.3093872131,1.0,100.0,11.1637,-71.761,0.01,1.0,,94.44,-65.3094,0.01,200,100,1.0
0.7,-73.4225535114,2.2338e-06,3806.78355829,-73.4225535114,183.835121403,3806.78355829,0.005,1,1.99064,-73.4225535114,0.245038,183.670711789,34.2607,-87.8373,0.0101881,1.08793,0.0852802,103.56,-67.6962,0.0012541,200,100,0.976948
0.7,-85.1505403458,3.50449e-18,7239.19785794,-85.1505403458,200.0,7239.19785794,0.01,2,1.0,-85.1505403458,1.0,100.0,84.657,-112.459,0.01,1.0,,116.86,-85.1505,0.01,200,100,1.0
0.7,-72.5738486834,6.62529e-06,2597.20171669,-72.5738486834,158.770372091,2597.20171669,0.005,1,2.48732,-72.5738486834,0.153157,158.267113301,56.4197,-95.8474,0.0125385,1.25968,0.260722,103.2,-74.175,0.000772062,200,100,0.991873
0.7,-81.8513513969,3.50449e-18,6084.41086037,-81.8513513969,200.0,6084.41086037,0.01,2,1.0,-81.8513513969,1.0,100.0,77.6116,-109.159,0.01,1.0,,113.79,-81.8513,0.01,200,100,1.0
0.7,-64.7006478865,5.19861e-07,115.563175063,-64.7006478865,195.116759194,115.563175063,0.005,1,1.63759,-64.7006478865,0.464368,195.945748091,53.787,-92.3801,0.00815707,1.02503,0.0209521,93.46,-72.8302,0.00231308,200,100,1.00378
0.7,-71.1620417514,3.50449e-18,2580.94973218,-71.1620417514,200.0,2580.94973218,0.01,2,1.0,-71.1620417514,1.0,100.0,50.5484,-98.4703,0.01,1.0,,100.75,-71.162,0.01,200,100,1.0
0.7,-87.8454797192,5.1899e-06,8331.09454293,-87.8454797192,169.175777592,8331.09454293,0.005,1,2.94505,-87.8454797192,0.172373,165.760769955,64.7317,-97.2943,0.0150641,1.1822,0.198363,120.13,-76.2988,0.000881694,200,100,0.977509
0.7,-70.9270554824,3.50449e-18,2568.33424751,-70.9270554824,200.0,2568.33424751,0.01,2,1.0,-70.9270554824,1.0,100.0,50.4247,-98.23,0.01,1.0,,100.97,-70.9271,0.01,200,100,1.0
0.7,-77.9204921605,2.87603e-07,4936.3750038,-77.9204921605,197.477564686,4936.3750038,0.005,1,1.53974,-77.9204921605,0.852425,197.736525603,59.1717,-93.6074,0.00773626,1.01277,0.0113927,108.73,-74.1747,0.00428292,200,100,0.995144
0.7,-80.8911578424,3.50449e-18,6120.79231208,-80.8911578424,200.0,6120.79231208,0.01,2,1.0,-80.8911578424,1.0,100.0,77.8433,-108.199,0.01,1.0,,112.43,-80.8912,0.01,200,100,1.0
0.7,-68.7348619032,1.12846e-06,1391.21133277,-68.7348619032,190.449690235,1391.21133277,0.005,1,1.9013,-68.7348619032,0.41964,191.403523084,56.4797,-93.6205,0.00932584,1.05015,0.0469041,98.5,-73.8327,0.00205833,200,100,1.01937
0.7,-94.4728095064,3.50449e-18,10500.9288432,-94.4728095064,200.0,10500.9288432,0.01,2,1.0,-94.4728095064,1.0,100.0,101.96,-121.781,0.01,1.0,,126.89,-94.4728,0.01,200,100,1.0
0.7,-73.0670851259,2.79347e-05,2552.71788396,-73.0670851259,105.144849156,2552.71788396,0.005,1,3.14055,-73.0670851259,4.84864e-08,94.7059644208,32.6988,-95.9836,0.017191,1.90214,0.932296,104.23,-69.3517,2.65409e-10,200,100,0.91343
0.7,-75.2797588652,3.50449e-18,3781.85454721,-75.2797588652,200.0,3781.85454721,0.01,2,1.0,-75.2797588652,1.0,100.0,61.1885,-102.588,0.01,1.0,,105.66,-75.2798,0.01,200,100,1.0
0.7,-65.617272477,3.88776e-06,1394.87503971,-65.617272477,179.20621545,1394.87503971,0.005,1,4.59858,-65.617272477,0.305519,173.200175553,41.1081,-88.4171,0.0225779,1.11603,0.161279,94.08,-68.0179,0.00150003,200,100,1.01838
0.7,-78.846427296,3.50449e-18,4973.99091996,-78.846427296,200.0,4973.99091996,0.01,2,1.0,-78.846427296,1.0,100.0,70.173,-106.154,0.01,1.0,,109.76,-78.8464,0.01,200,100,1.0
0.7,-83.1265155423,7.7184e-07,6045.24952792,-83.1265155423,193.579635643,6045.24952792,0.005,1,1.30996,-83.1265155423,0.476827,194.039238257,73.1652,-100.005,0.00652045,1.03317,0.031152,115.0,-80.3776,0.00237346,200,100,1.0045
0.7,-82.4880453022,3.50449e-18,6050.93431043,-82.4880453022,200.0,6050.93431043,0.01,2,1.0,-82.4880453022,1.0,100.0,77.3978,-109.796,0.01,1.0,,113.83,-82.488,0.01,200,100,1.0
0.7,-78.5781240124,9.28041e-07,4914.00261783,-78.5781240124,189.650122242,4914.00261783,0.005,1,1.88858,-78.5781240124,0.812068,192.875891294,69.0869,-99.1579,0.00965972,1.05457,0.0354737,109.88,-79.3281,0.00415358,200,100,0.977552
0.7,-84.1656846286,3.50449e-18,7248.60671626,-84.1656846286,200.0,7248.60671626,0.01,2,1.0,-84.1656846286,1.0,100.0,84.712,-111.474,0.01,1.0,,115.61,-84.1657,0.01,200,100,1.0
0.7,-75.3900220144,2.57589e-06,3764.72330904,-75.3900220144,184.933345708,3764.72330904,0.005,1,3.0089,-75.3900220144,0.34481,181.402586392,68.1919,-98.0681,0.0146223,1.08147,0.109072,105.64,-77.9871,0.00167567,200,100,1.02887
0.7,-69.9727106932,3.50449e-18,2599.65383186,-69.9727106932,200.0,2599.65383186,0.01,2,1.0,-69.9727106932,1.0,100.0,50.7312,-97.2806,0.01,1.0,,99.37,-69.9727,0.01,200,100,1.0
0.7,-72.6368669936,9.13855e-07,2558.08602711,-72.6368669936,192.238090289,2558.08602711,0.005,1,1.58097,-72.6368669936,0.403774,192.98107872,47.1155,-90.0879,0.0078332,1.04038,0.0372262,102.78,-70.3924,0.00200056,200,100,1.00915
0.7,-97.3523113951,3.50449e-18,10348.7493742,-97.3523113951,200.0,10348.7493742,0.01,2,1.0,-97.3523113951,1.0,100.0,101.219,-124.661,0.01,1.0,,131.12,-97.3523,0.01,200,100,1.0
0.7,-86.0349002239,1.49852e-06,2558.08602711,-72.6368669936,282.866314777,7173.32656117,0.005,,2.47664,-72.6368669936,0.632521,188.743132081,99.9622,-112.414,0.0119465,1.06057,0.0644032,102.78,-92.5276,0.00305108,300,100,1.03655
0.7,-77.3513689575,5.93811e-07,4989.08381126,-77.3513689575,281.952136145,4989.08381126,0.00333333,1,2.23643,-77.3513689575,0.338106,284.828812124,53.7792,-88.479,0.00734868,1.06401,0.0549972,107.5,-72.2156,0.00111098,300,100,1.01444
0.7,-75.6986581962,3.50449e-18,3777.083117,-75.6986581962,300.0,3777.083117,0.01,2,1.0,-75.6986581962,1.0,100.0,61.1499,-103.005,0.01,1.0,,106.49,-75.6987,0.01,300,100,1.0
0.7,-75.266474542,2.1793e-19,3782.97194646,-75.266474542,300.0,3782.97194646,0.005,2,1.0,-75.266474542,1.0,200.000000102,61.1741,-94.7926,0.005,1.0,,105.96,-75.4826,0.005,300,100,1.0
0.7,-66.0711426225,4.17342e-07,1361.70508081,-66.0711426225,288.109410445,1361.70508081,0.00333333,1,1.52578,-66.0711426225,0.408396,289.174596832,49.6736,-87.8499,0.00498608,1.04127,0.03908,94.62,-71.7613,0.0013346,300,100,1.02002
0.7,-78.2810372093,3.50449e-18,4956.5872754,-78.2810372093,300.0,4956.5872754,0.01,2,1.0,-78.2810372093,1.0,100.0,70.0501,-105.589,0.01,1.0,,109.46,-78.281,0.01,300,100,1.0
0.7,-72.4934420805,2.1793e-19,2575.35109558,-72.4934420805,300.0,2575.35109558,0.005,2,1.0,-72.4934420805,1.0,200.000000102,61.1284,-94.6971,0.005,1.0,,102.71,-75.3872,0.005,300,100,1.0
0.7,-78.677097906,4.92253e-06,4955.43392583,-78.677097906,209.452023532,4955.43392583,0.00333333,1,4.01314,-78.677097906,4.70724e-05,208.109279831,36.4909,-87.1982,0.0132902,1.43231,0.448844,110.07,-68.3292,1.55888e-07,300,100,1.00654
0.7,-81.0745832869,3.50449e-18,6122.12927509,-81.0745832869,300.0,6122.12927509,0.01,2,1.0,-81.0745832869,1.0,100.0,77.8518,-108.383,0.01,1.0,,112.05,-81.0746,0.01,300,100,1.0
0.7,-71.2206919524,2.1793e-19,2590.71689964,-71.2206919524,300.0,2590.71689964,0.005,2,1.0,-71.2206919524,1.0,200.000000102,65.8569,-95.4575,0.005,1.0,,101.19,-76.1476,0.005,300,100,1.0
0.7,-85.0506723595,2.1528e-06,7263.21586418,-85.0506723595,257.577499733,7263.21586418,0.00333333,1,3.57473,-85.0506723595,0.307898,251.44457881,65.6661,-93.8828,0.0115884,1.1647,0.204852,116.88,-76.8674,0.000998134,300,100,1.02825
0.7,-71.4939054361,3.50449e-18,2579.56788233,-71.4939054361,300.0,2579.56788233,0.01,2,1.0,-71.4939054361,1.0,100.0,50.5349,-98.8018,0.01,1.0,,101.44,-71.4939,0.01,300,100,1.0
0.7,-80.4055241291,2.1793e-19,6125.40974442,-80.4055241291,300.0,6125.40974442,0.005,2,1.0,-80.4055241291,1.0,200.000000102,65.7938,-95.2595,0.005,1.0,,111.25,-75.9497,0.005,300,100,1.0
0.7,-78.0681638785,2.01096e-06,4974.18733374,-78.0681638785,271.240443843,4974.18733374,0.00333333,1,5.65738,-78.0681638785,0.179889,254.154831644,62.0951,-91.7867,0.0187977,1.10603,0.182148,108.77,-75.2055,0.000597717,300,100,1.0032
0.7,-70.7598822913,3.50449e-18,2595.74482475,-70.7598822913,300.0,2595.74482475,0.01,2,1.0,-70.7598822913,1.0,100.0,50.6931,-98.0681,0.01,1.0,,100.33,-70.7599,0.01,300,100,1.0
0.7,-66.1906901968,2.1793e-19,1367.46194933,-66.1906901968,300.0,1367.46194933,0.005,2,1.0,-66.1906901968,1.0,200.000000102,44.3509,-87.7851,0.005,1.0,,94.51,-68.4753,0.005,300,100,1.0
0.7,-80.9875409557,5.23393e-07,6109.76309546,-80.9875409557,284.442740494,6109.76309546,0.00333333,1,2.84811,-80.9875409557,0.616719,286.547135313,54.2613,-87.8699,0.0094374,1.05469,0.0476691,112.39,-71.678,0.00204354,300,100,1.00597
0.7,-82.0767087506,3.50449e-18,6074.95767188,-82.0767087506,300.0,6074.95767188,0.01,2,1.0,-82.0767087506,1.0,100.0,77.5513,-109.385,0.01,1.0,,113.63,-82.0767,0.01,300,100,1.0
0.7,-80.0556175415,2.1793e-19,4903.65921832,-80.0556175415,300.0,4903.65921832,0.005,2,1.0,-80.0556175415,1.0,200.000000102,73.7254,-100.376,0.005,1.0,,112.24,-81.0662,0.005,300,100,1.0
0.7,-67.9798143686,2.47308e-06,1369.24598152,-67.9798143686,247.243825124,1369.24598152,0.00333333,1,3.07468,-67.9798143686,0.00763043,245.532283796,55.2495,-90.8889,0.0101326,1.21338,0.227719,97.05,-73.5216,2.5146e-05,300,100,1.01148
0.7,-89.8165180415,3.50449e-18,8231.52611036,-89.8165180415,300.0,8231.52611036,0.01,2,1.0,-89.8165180415,1.0,100.0,90.273,-117.125,0.01,1.0,,122.9,-89.8165,0.01,300,100,1.0
0.7,-70.4325972301,2.1793e-19,2587.99635713,-70.4325972301,300.0,2587.99635713,0.005,2,1.0,-70.4325972301,1.0,200.000000102,73.8214,-99.4345,0.005,1.0,,99.64,-80.1246,0.005,300,100,1.0
0.7,-79.0277148114,6.32267e-06,4960.66516072,-79.0277148114,190.502816344,4960.66516072,0.00333333,1,3.60318,-79.0277148114,0.00480995,191.431219254,53.1254,-92.4136,0.0119614,1.57478,0.573728,110.2,-72.6282,1.59675e-05,300,100,1.00411
0.7,-80.1025095369,3.50449e-18,6152.37409057,-80.1025095369,300.0,6152.37409057,0.01,2,1.0,-80.1025095369,1.0,100.0,78.0439,-107.411,0.01,1.0,,110.62,-80.1025,0.01,300,100,1.0
0.7,-73.1304245222,2.1793e-19,2548.88269907,-73.1304245222,300.0,2548.88269907,0.005,2,1.0,-73.1304245222,1.0,200.000000102,65.7212,-95.9262,0.005,1.0,,104.42,-76.6165,0.005,300,100,1.0
0.7,-81.9472766262,1.72677e-06,6079.08419395,-81.9472766262,264.710032881,6079.08419395,0.00333333,1,4.28006,-81.9472766262,0.310405,259.764860513,62.3812,-93.3645,0.0142092,1.13332,0.156674,113.26,-76.5801,0.0010305,300,100,1.00406
0.7,-77.7997262159,3.50449e-18,4961.27163753,-77.7997262159,300.0,4961.27163753,0.01,2,1.0,-77.7997262159,1.0,100.0,70.0832,-105.107,0.01,1.0,,108.3,-77.7997,0.01,300,100,1.0
0.7,-77.8420339765,2.1793e-19,4977.3244885,-77.8420339765,300.0,4977.3244885,0.005,2,1.0,-77.8420339765,1.0,200.000000102,70.1399,-97.1303,0.005,1.0,,108.5,-77.8209,0.005,300,100,1.0
0.7,-71.0229022144,8.66456e-07,2605.91918692,-71.0229022144,272.848204546,2605.91918692,0.00333333,1,2.92924,-71.0229022144,0.774707,278.365103938,56.5965,-90.1396,0.00970559,1.09951,0.0789246,100.59,-73.6073,0.00256687,300,100,1.00603
0.7,-84.1713353202,3.50449e-18,7255.88399233,-84.1713353202,300.0,7255.88399233,0.01,2,1.0,-84.1713353202,1.0,100.0,84.7545,-111.48,0.01,1.0,,115.42,-84.1713,0.01,300,100,1.0
0.7,-75.5606282896,2.1793e-19,3773.22129147,-75.5606282896,300.0,3773.22129147,0.005,2,1.0,-75.5606282896,1.0,200.000000102,74.0131,-99.1759,0.005,1.0,,105.85,-79.866,0.005,300,100,1.0
0.7,-87.3484754038,7.63407e-07,8358.35506801,-87.3484754038,278.55689121,8358.35506801,0.00333333,1,3.59935,-87.3484754038,0.765523,280.773283369,73.6649,-97.2773,0.0121945,1.07698,0.0665081,119.5,-80.9152,0.00259358,300,100,0.98387
0.7,-78.0660363571,3.50449e-18,4954.48580809,-78.0660363571,300.0,4954.48580809,0.01,2,1.0,-78.0660363571,1.0,100.0,70.0353,-105.374,0.01,1.0,,109.07,-78.066,0.01,300,100,1.0
0.7,-78.373477964,2.1793e-19,4981.67733072,-78.373477964,300.0,4981.67733072,0.005,2,1.0,-78.373477964,1.0,200.000000102,70.1315,-97.5296,0.005,1.0,,109.32,-78.2198,0.005,300,100,1.0
0.7,-78.0339867936,4.8443e-06,4930.03153627,-78.0339867936,218.099432925,4930.03153627,0.00333333,1,2.04364,-78.0339867936,2.17228e-05,209.127139237,58.3252,-90.5667,0.00734859,1.37552,0.374654,109.35,-72.0754,7.81118e-08,300,100,0.926997
0.7,-75.3849107794,3.50449e-18,3769.35853782,-75.3849107794,300.0,3769.35853782,0.01,2,1.0,-75.3849107794,1.0,100.0,61.0874,-102.693,0.01,1.0,,106.35,-75.3849,0.01,300,100,1.0
0.7,-84.6585438882,2.1793e-19,7219.61732123,-84.6585438882,300.0,7219.61732123,0.005,2,1.0,-84.6585438882,1.0,200.000000102,73.8989,-99.3316,0.005,1.0,,116.54,-80.0217,0.005,300,100,1.0
0.7,-69.1632407588,7.59968e-07,1393.3085159,-69.1632407588,280.466152583,1393.3085159,0.00333333,1,1.61592,-69.1632407588,0.275252,280.854287885,59.2163,-91.5783,0.00539719,1.06965,0.0681238,98.83,-75.272,0.000919345,300,100,0.997999
0.7,-74.3460793194,3.50449e-18,3797.34766652,-74.3460793194,300.0,3797.34766652,0.01,2,1.0,-74.3460793194,1.0,100.0,61.3137,-101.654,0.01,1.0,,104.05,-74.3461,0.01,300,100,1.0
0.7,-73.1621801737,2.1793e-19,2593.72524008,-73.1621801737,300.0,2593.72524008,0.005,2,1.0,-73.1621801737,1.0,200.000000102,56.2488,-93.064,0.005,1.0,,103.74,-73.7541,0.005,300,100,1.0
0.7,-78.4489399843,2.03749e-06,4951.70164418,-78.4489399843,248.043404252,4951.70164418,0.00333333,1,1.69882,-78.4489399843,0.000358984,253.643458193,56.0202,-90.0236,0.00537896,1.20947,0.203232,109.18,-72.6843,1.13665e-06,300,100,1.05276
0.7,-71.7208122742,3.50449e-18,3834.66132468,-71.7208122742,300.0,3834.66132468,0.01,2,1.0,-71.7208122742,1.0,100.0,61.6142,-99.0292,0.01,1.0,,100.33,-71.7208,0.01,300,100,1.0
0.7,-77.0845098367,2.1793e-19,3738.76835224,-77.0845098367,300.0,3738.76835224,0.005,2,1.0,-77.0845098367,1.0,200.000000102,61.2865,-93.7126,0.005,1.0,,108.31,-74.4027,0.005,300,100,1.0
0.7,-92.8525617097,9.10931e-06,9359.03129602,-92.8525617097,164.180931967,9359.03129602,0.00333333,1,3.41888,-92.8525617097,0.000337608,165.097743879,51.2569,-93.6812,0.011802,1.82725,0.764433,125.95,-72.3668,1.16543e-06,300,100,0.965619
0.7,-81.852407553,3.50449e-18,6085.19696231,-81.852407553,300.0,6085.19696231,0.01,2,1.0,-81.852407553,1.0,100.0,77.6167,-109.161,0.01,1.0,,113.53,-81.8524,0.01,300,100,1.0
0.7,-77.5920600069,2.1793e-19,4978.42807977,-77.5920600069,300.0,4978.42807977,0.005,2,1.0,-77.5920600069,1.0,200.000000102,74.034,-99.0322,0.005,1.0,,108.05,-79.7222,0.005,300,100,1.0
0.7,-74.0089815149,1.22431e-06,3796.62847681,-74.0089815149,273.240050761,3796.62847681,0.00333333,1,2.44196,-74.0089815149,0.141908,270.314059821,68.9617,-93.1002,0.00830123,1.09794,0.105945,103.91,-76.5797,0.000482405,300,100,0.980559
0.7,-67.7399679953,3.50449e-18,1345.09161821,-67.7399679953,300.0,1345.09161821,0.01,2,1.0,-67.7399679953,1.0,100.0,36.4916,-95.0484,0.01,1.0,,97.0,-67.74,0.01,300,100,1.0
0.7,-82.0072596434,2.1793e-19,6096.73267017,-82.0072596434,300.0,6096.73267017,0.005,2,1.0,-82.0072596434,1.0,200.000000102,61.1113,-94.1836,0.005,1.0,,113.71,-74.8736,0.005,300,100,1.0
