TimestepsSoFar,InitialReturnMin,MinTargetPdf,ReturnStepMax,StdWReturnMean,EpRewMean,Bound,Iteration,WReturnMean,InitialReturnMax,OptimizationReturnMin,MaxIW,InitialReturnMean,EmpiricalD2Arithmetic,OptimizationReturnMax,EpLenMean,MeanEntropy,OptimizationReturnMean,ReturnMeanIW,TimeElapsed,EpisodesSoFar,InitialBound,MinBehavPdf,MeanD2-0,MinIW,Epsilon,LearnableVariance,ESSRenyiHarmonic,InitialReturnStd,Weights,DivergenceHarmonic,EmpiricalD2Harmonic,MeanIW,ESSRenyiArithmetic,Inner Iteration,Penalization,StdIW,ReturnStepMaxmin,EpThisIter,VarianceInitializer
4150865,9.98245,-239.47578,10.0,,3494.52181175704,-inf,122,119048.33,4999.175,,4.2100286,3494.522,8020747.0,4989.1924,350.04,0.4189424,3484.5393,119048.33,21935.39259004593,12200,-inf,-230.88014,8020747.0,1.6683747e-12,1.0,,6.233833e-06,1806.4481,[ 0.059  0.78  -2.766 -1.325],inf,8020747.5,0.10787208,6.233833e-06,2,True,0.59820217,10.0,50,-1.0
4169229,9.981596,-241.40953,10.0,,3666.2636379986793,-2.9205307e+17,123,16193497.0,4999.367,,23858244.0,3666.2637,1.0,4989.3857,367.28,0.4189424,3656.2822,5709721000000.0,22037.282078504562,12250,-18234262.0,-241.40953,1.0,0.04731905,1.0,,50.0,1658.9176,[ 0.059  0.78  -2.766 -1.325],2.0480362e+22,1.0,480485.16,50.0,1,True,3339696.5,10.0,50,-1.0
4192858,,-252.40468,10.0,,4723.930165514962,-inf,123,904018.8,4999.372,,2.186902,4723.93,1943585.2,4999.372,472.58,0.4189424,4723.93,904018.8,22167.79457592964,12300,-inf,-241.63364,1943585.2,1.5777119e-13,1.0,,2.5725654e-05,950.5939,[ 0.024  0.679 -2.779 -1.387],inf,1943585.1,0.095731124,2.5725652e-05,2,True,0.34241337,10.0,50,-1.0
4216770,199.87051,-246.211,10.0,,4780.678632784241,-4.864204e+19,124,23587140.0,4999.574,,3109.5593,4780.6787,1.0,4799.7036,478.24,0.4189424,4580.808,5867660300.0,22297.682827472687,12350,-25628086.0,-246.211,1.0,0.51045394,1.0,,50.0,855.7166,[ 0.024  0.679 -2.779 -1.387],5.6804498e+26,1.0,235.22725,50.0,1,True,592.91376,10.0,50,-1.0
4238928,,-241.28917,10.0,,4426.3515844730155,-inf,124,5757141.0,4999.3975,,8.441658,4426.3516,3.3864892e+16,4999.3975,443.16,0.4189424,4426.3516,5757141.0,22432.43685221672,12400,-inf,-229.46341,3.3864892e+16,3.029713e-21,1.0,,1.4764553e-15,966.1158,[-0.067  0.696 -2.82  -1.314],inf,3.3864892e+16,0.2953757,1.4764553e-15,2,True,1.2308811,10.0,50,-1.0
4261150,1789.647,-255.80342,10.0,,4438.337148056128,-938080500000.0,125,20350354.0,4999.3823,,1231.9999,4438.3374,1.0,3209.7354,444.44,0.4189424,2648.69,2341847300.0,22559.526660203934,12450,-22391140.0,-255.80342,1.0,0.11691223,1.0,,50.0,807.16705,[-0.067  0.696 -2.82  -1.314],210249450000.0,1.0,125.04455,50.0,1,True,231.48463,10.0,50,-1.0
4282654,9.982469,-243.76505,10.0,,4298.0708786478945,-1.544889e+17,125,22839676.0,4999.3125,,28.91115,4298.071,377.73972,4989.33,430.08,0.4189424,4288.0884,22839676.0,22653.28655910492,12500,-1.544889e+17,-242.49971,377.73972,1.489793e-05,1.0,,0.13236628,1551.4908,[-0.032  0.738 -2.824 -1.284],5.7311886e+21,377.73972,1.0123053,0.13236628,2,True,4.142237,10.0,50,-1.0
4302053,,-241.32632,10.0,,3875.772431832462,-5.6796958e+22,126,17993468.0,4999.2715,,30867326.0,3875.7725,1.0,4999.2715,387.98,0.4189424,3875.7725,16208999000000.0,22722.546939373016,12550,-20034156.0,-241.32632,1.0,0.13012287,1.0,,50.0,1723.9072,[-0.032  0.738 -2.824 -1.284],7.74666e+32,1.0,648831.2,50.0,1,True,4320536.5,10.0,50,-1.0
4325992,509.8312,-256.1735,10.0,,4786.232590027092,-inf,126,22806808.0,4999.4756,,39.48913,4786.2324,9870049.0,4489.6445,478.78,0.4189424,4276.402,22806808.0,22839.793411254883,12600,-inf,-250.54997,9870049.0,1.6743824e-10,1.0,,5.065831e-06,872.84155,[ 0.043  0.669 -2.848 -1.353],inf,9870049.0,0.9597404,5.065831e-06,2,True,5.5307074,10.0,50,-1.0
4349860,799.89624,-240.26065,10.0,,4771.667209196387,-8.843057e+23,127,23437270.0,4999.3613,,175.99774,4771.667,1.0,4199.465,477.36,0.4189424,3971.771,690581400.0,22946.651901960373,12650,-25478042.0,-240.26065,1.0,0.5594191,1.0,,50.0,817.5956,[ 0.043  0.669 -2.848 -1.353],1.877751e+35,1.0,27.930553,50.0,1,True,37.77085,10.0,50,-1.0
4370116,,-254.21696,10.0,,4043.485098857354,-inf,127,3621693.0,4999.4136,,46.98976,4043.485,inf,4999.4136,405.12,0.4189424,4043.485,3621693.0,23028.185039281845,12700,-inf,-246.45161,inf,2.9959473e-28,1.0,,,1340.4833,[-0.078  0.668 -2.863 -1.322],inf,inf,1.6098344,,2,True,7.1206503,10.0,50,-1.0
4391781,9.979769,-236.69777,10.0,,4327.280152243956,-38634837000000.0,128,19648558.0,4999.4023,,3178.932,4327.28,1.0,4989.4224,433.3,0.4189424,4317.3,4768445400.0,23111.12379837036,12750,-21689358.0,-236.69777,1.0,0.24594462,1.0,,50.0,960.83563,[-0.078  0.668 -2.863 -1.322],358319020000000.0,1.0,307.2527,50.0,1,True,647.7498,10.0,50,-1.0
4416138,1619.6829,-255.87915,10.0,,4869.772198264907,-inf,128,2249557.5,4999.3896,,0.6412695,4869.772,2621911.8,3379.7068,487.14,0.4189424,3250.089,2249557.5,23187.406091690063,12800,-inf,-252.174,2621911.8,8.891705e-09,1.0,,1.9070054e-05,588.13135,[-0.027  0.638 -2.879 -1.334],inf,2621911.8,0.1004916,1.9070054e-05,2,True,0.16980168,10.0,50,-1.0
4439650,329.90717,-232.85864,10.0,,4700.585065068434,-1.3952485e+20,129,23061980.0,4999.438,,618273.56,4700.585,1.0,4669.531,470.24,0.4189424,4370.6777,544379140000.0,23293.458759069443,12850,-25102814.0,-232.85864,1.0,0.2180545,1.0,,50.0,983.0986,[-0.027  0.638 -2.879 -1.334],4.6742255e+27,1.0,25464.654,50.0,1,True,116708.52,10.0,50,-1.0
4462693,19.967247,-249.79509,10.0,,4606.477398924926,-6567336300000.0,129,80716140.0,4999.369,,54.401894,4606.477,20.00675,4979.402,460.86,0.4189424,4586.5103,50912588.0,23394.557240247726,12900,-7784161600000.0,-248.1984,20.00675,0.012513454,1.0,,2.4991565,1150.5538,[ 0.028  0.667 -2.882 -1.344],10356242000000.0,20.00675,2.0751562,2.4991565,2,True,8.180593,10.0,50,-1.0
4486378,199.92633,-240.6016,10.0,,4735.158507358035,-6524071000000000.0,130,23317356.0,4999.3877,,13653472.0,4735.158,1.0,4799.4614,473.7,0.4189424,4535.2324,7609485000000.0,23481.242418527603,12950,-25358148.0,-240.6016,1.0,0.0040642596,1.0,,50.0,946.37683,[ 0.029  0.65  -2.882 -1.349],1.0196417e+19,1.0,304571.06,50.0,1,True,1912240.5,10.0,50,-1.0
4511378,4998.7393,-266.53677,10.0,,4999.221915405072,-3.3162525e+24,130,11213761.0,4999.6357,,14.9121895,4999.2217,127504.2,0.8964844,500.0,0.4189424,0.48262694,11213761.0,23594.005036115646,13000,-3.3162525e+24,-267.30603,127504.2,1.0866821e-09,1.0,,0.0003921439,0.1606877,[ 0.02   0.565 -2.906 -1.437],2.6401766e+36,127504.21,0.44869477,0.00039214393,2,True,2.1752856,10.0,50,-1.0
4535681,969.8358,-238.07065,10.0,,4859.4792734050125,-80500920000.0,131,24094932.0,4999.6157,,43.37297,4859.479,1.0,4029.7798,486.06,0.4189424,3889.643,181836780.0,23720.947328329086,13050,-26135912.0,-238.07065,1.0,0.13301367,1.0,,50.0,693.1027,[ 0.02   0.565 -2.906 -1.437],1548753000.0,1.0,7.486644,50.0,1,True,10.145337,10.0,50,-1.0
4560210,2479.7368,-243.63481,10.0,,4903.942114186158,-inf,131,30148912.0,4999.55,,13.864103,4903.9424,20603330.0,2519.813,490.58,0.4189424,2424.2053,30148912.0,23839.38993525505,13100,-inf,-239.84235,20603330.0,2.0453767e-11,1.0,,2.4267922e-06,381.51147,[-0.024  0.537 -2.913 -1.471],inf,20603330.0,1.206279,2.4267922e-06,2,True,2.8296578,10.0,50,-1.0
4583701,29.94675,-262.44452,10.0,,4695.743235196697,-1.6187288e+22,132,22797252.0,4999.589,,4050765.8,4695.743,1.0,4969.642,469.82,0.4189424,4665.7964,2967407000000.0,23965.299041986465,13150,-24838208.0,-262.44452,1.0,0.11553958,1.0,,50.0,864.4356,[-0.024  0.537 -2.913 -1.471],6.290749e+31,1.0,186828.62,50.0,1,True,721760.2,10.0,50,-1.0
4608701,4998.7676,-240.32863,10.0,,4999.230383594686,-6.4146987e+18,132,874563140.0,4999.56,,1689.5549,4999.2305,603.61365,0.79248047,500.0,0.4189424,0.4628125,874563140.0,24126.793344259262,13200,-6.4146987e+18,-239.70482,603.61365,2.4880905e-05,1.0,,0.082834445,0.18120809,[ 0.033  0.511 -2.912 -1.474],9.879085e+24,603.61365,34.98958,0.082834445,2,True,236.44716,10.0,50,-1.0
4633701,4998.8003,-255.1089,10.0,,4999.255137045287,-13878714000000.0,133,24992552.0,4999.498,,2039.6722,4999.255,1.0,0.6977539,500.0,0.4189424,0.4548242,3436070100.0,24264.36597919464,13250,-27033436.0,-255.1089,1.0,0.38703147,1.0,,50.0,0.14032507,[ 0.033  0.511 -2.912 -1.474],46224166000000.0,1.0,137.49474,50.0,1,True,362.4442,10.0,50,-1.0
4654060,1769.8259,-239.47385,10.0,,4066.063639299046,-inf,133,1511006000.0,4999.576,,2624.9924,4066.0635,129324100000000.0,3229.7502,407.18,0.4189424,2296.2375,1511006000.0,24375.32202720642,13300,-inf,-230.36678,129324100000000.0,7.793702e-19,1.0,,3.8662557e-13,1089.3185,[-0.026  0.407 -2.938 -1.446],inf,129324090000000.0,60.46197,3.8662555e-13,2,True,367.16446,10.0,50,-1.0
4676866,1629.8105,-242.93802,10.0,,4557.04790130176,-1.992491e+22,134,21395104.0,4999.643,,255627.61,4557.048,1.0,3369.8325,456.12,0.4189424,2927.2375,453631700000.0,24504.84567141533,13350,-23436102.0,-242.93802,1.0,0.073992595,1.0,,50.0,792.7283,[-0.026  0.407 -2.938 -1.446],9.530773e+31,1.0,26236.537,50.0,1,True,57587.86,10.0,50,-1.0
4701866,4998.877,-247.75647,10.0,,4999.323523257441,-1552759700000000.0,134,13616211.0,4999.579,,23.15644,4999.323,96.28874,0.70214844,500.0,0.4189424,0.44663087,17516656.0,24671.388468265533,13400,-2699625000000000.0,-247.38135,96.28874,0.00079303083,1.0,,0.5192715,0.15544116,[ 0.031  0.431 -2.939 -1.439],5.788498e+17,96.28874,0.7008125,0.5192715,2,True,3.2688909,10.0,50,-1.0
4726564,1969.4314,-244.37267,10.0,,4938.738112165385,-178589600000000.0,135,24571068.0,4999.6016,,67468.445,4938.7383,1.0,3030.1702,493.96,0.4189424,2969.3066,90032095000.0,24802.66296195984,13450,-26612036.0,-244.37267,1.0,0.1356247,1.0,,50.0,424.18668,[ 0.033  0.409 -2.938 -1.451],7649342700000000.0,1.0,3607.6216,50.0,1,True,11681.978,10.0,50,-1.0
4751065,,-248.92528,10.0,,4899.364819064588,-inf,135,30867298.0,4999.5947,,32.18291,4899.365,1650934.2,4999.5947,490.02,0.4189424,4899.365,30867298.0,24962.132833957672,13500,-inf,-246.57954,1650934.2,2.9188298e-14,1.0,,3.0285879e-05,699.9093,[ 0.072  0.295 -2.952 -1.482],inf,1650934.4,1.2564256,3.0285883e-05,2,True,5.1297264,10.0,50,-1.0
4776065,4998.9404,-246.44035,10.0,,4999.2707572139625,-1.4596672e+16,136,24992708.0,4999.59,,1084971.5,4999.271,1.0,0.64941406,500.0,0.4189424,0.33036134,960374100000.0,25120.54994058609,13550,-27033666.0,-246.44035,1.0,0.01694385,1.0,,50.0,0.15413032,[ 0.072  0.295 -2.952 -1.482],5.1145134e+19,1.0,38427.266,50.0,1,True,165775.8,10.0,50,-1.0
4800475,1629.4067,-253.44461,10.0,,4880.173087981158,-inf,136,669513.5,4999.5205,,1.2778491,4880.173,4269814600000.0,3370.1138,488.2,0.4189424,3250.7664,669513.5,25268.65549015999,13600,-inf,-239.21129,4269814600000.0,6.434158e-24,1.0,,1.17101094e-11,512.77515,[ 0.123  0.208 -2.933 -1.553],inf,4269814800000.0,0.026799917,1.171011e-11,2,True,0.17878553,10.0,50,-1.0
4825265,2889.3184,-240.1268,10.0,,4956.859269239934,-396440100000.0,137,24657694.0,4999.537,,629.3592,4956.8594,1.0,2110.2188,495.8,0.4189424,2067.541,1691825400.0,25427.677264928818,13650,-26698610.0,-240.1268,1.0,0.029248666,1.0,,50.0,295.36316,[ 0.123  0.208 -2.933 -1.553],37412140000.0,1.0,67.8955,50.0,1,True,156.5587,10.0,50,-1.0
4849816,499.74973,-249.84677,10.0,,4909.2140288113305,-1.2994175e+20,137,45268212.0,4999.6245,,44.74295,4909.214,2338.7737,4499.875,491.02,0.4189424,4409.465,45268212.0,25585.499204158783,13700,-1.2994175e+20,-242.87311,2338.7737,4.807104e-08,1.0,,0.021378726,629.9236,[ 0.084  0.168 -2.94  -1.581],4.0535838e+27,2338.7737,1.8114429,0.021378726,2,True,8.120702,10.0,50,-1.0
4874400,829.87244,-247.98158,10.0,,4915.833967398402,-1468083900000.0,138,24506140.0,4999.5864,,40494.332,4915.834,1.0,4169.714,491.68,0.4189424,4085.9612,32759888000.0,25728.405521392822,13750,-26547096.0,-247.98158,1.0,0.13787404,1.0,,50.0,583.7088,[ 0.084  0.168 -2.94  -1.581],494600850000.0,1.0,1311.0906,50.0,1,True,6253.4707,10.0,50,-1.0
4899357,4559.341,-243.89966,10.0,,4990.592647386759,-6.5221866e+16,138,32535086.0,4999.628,,25.4479,4990.593,397.72598,440.2871,499.14,0.4189424,431.25186,32535086.0,25906.7419629097,13800,-6.5221866e+16,-242.81389,397.72598,9.101147e-08,1.0,,0.12571469,61.607574,[ 0.039  0.21  -2.948 -1.587],1.0212379e+21,397.72598,1.3017731,0.12571469,2,True,4.2435856,10.0,50,-1.0
4924357,4999.08,-247.81953,10.0,,4999.38579324958,-4.3345868e+17,139,24993858.0,4999.664,,3637.9958,4999.3857,1.0,0.5839844,500.0,0.4189424,0.30572265,6948672500.0,26060.60777568817,13850,-27034876.0,-247.81953,1.0,0.29910213,1.0,,50.0,0.14472106,[ 0.039  0.21  -2.948 -1.587],4.510486e+22,1.0,278.0373,50.0,1,True,734.2571,10.0,50,-1.0
4941083,1049.8806,-225.31006,10.0,,3336.8448200288462,-inf,139,29489018.0,4999.579,,25.689795,3336.8445,141287570.0,3949.6985,334.52,0.4189424,2286.964,29489018.0,26155.371461868286,13900,-inf,-223.03282,141287570.0,1.0613599e-08,1.0,,3.5388817e-07,1330.9814,[-0.017  0.236 -2.954 -1.578],inf,141287570.0,1.1810999,3.5388817e-07,2,True,4.6786213,10.0,50,-1.0
4957582,19.966545,-222.19193,10.0,,3292.8486332635466,-3.0855405e+24,140,13135480.0,4999.6514,,448175.2,3292.8484,1.0,4979.685,329.98,0.4189424,3272.882,287865240000.0,26254.108364105225,13950,-15176472.0,-222.19193,1.0,0.10142332,1.0,,50.0,1514.1425,[-0.017  0.236 -2.954 -1.578],2.2855717e+36,1.0,24661.818,50.0,1,True,72778.15,10.0,50,-1.0
4982582,4998.9775,-248.91386,10.0,,4999.378337362813,-4.2594988e+23,140,302230500.0,4999.635,,589.4267,4999.378,49390.305,0.65722656,500.0,0.4189424,0.4008008,302230500.0,26410.97437787056,14000,-4.2594988e+23,-243.97383,49390.305,4.3916066e-06,1.0,,0.0010123444,0.15372288,[ 0.045  0.245 -2.955 -1.58 ],4.3556717e+34,49390.305,12.091103,0.0010123444,2,True,82.48277,10.0,50,-1.0
5007141,579.819,-266.03925,10.0,,4910.967500540149,-43833203000000.0,141,24500434.0,4999.6724,,270.4198,4910.9673,1.0,4419.8535,491.18,0.4189424,4331.149,815573100.0,26549.12012910843,14050,-26541458.0,-266.03925,1.0,0.050507866,1.0,,50.0,618.73553,[ 0.045  0.245 -2.955 -1.58 ],461227700000000.0,1.0,32.639164,50.0,1,True,58.085583,10.0,50,-1.0
5026295,759.82886,-246.52452,10.0,,3824.7911113070086,-inf,141,163275140.0,4999.6904,,239.49826,3824.7915,259152240.0,4239.8613,383.08,0.4189424,3064.9622,163275140.0,26682.211049318314,14100,-inf,-242.0996,259152240.0,1.0167184e-12,1.0,,1.9293677e-07,1378.9965,[-0.014  0.254 -2.949 -1.596],inf,259152260.0,6.5326967,1.9293678e-07,2,True,33.81561,10.0,50,-1.0
5045138,619.88855,-233.50562,10.0,,3761.7841598239324,-51202863000.0,142,15780100.0,4999.5737,,72.13241,3761.7842,1.0,4379.685,376.86,0.4189424,3141.8953,171995550.0,26825.884086608887,14150,-17821032.0,-233.50562,1.0,0.16826308,1.0,,50.0,1276.3544,[-0.014  0.254 -2.949 -1.596],625209100.0,1.0,14.785099,50.0,1,True,17.53974,10.0,50,-1.0
5069922,2829.662,-242.71129,10.0,,4956.026661597382,-2.4633594e+16,142,20270268.0,4999.6416,,53.49558,4956.0264,120.698425,2169.9795,495.68,0.4189424,2126.3645,20270268.0,27009.261744737625,14200,-2.4633594e+16,-241.29407,120.698425,0.006381502,1.0,,0.41425565,303.7664,[ 0.016  0.263 -2.949 -1.593],1.4567711e+20,120.69842,1.5381627,0.41425562,2,True,7.678061,10.0,50,-1.0
5094710,3369.6648,-233.51158,10.0,,4956.443806788551,-5262384600000.0,143,24622428.0,4999.668,,321569.6,4956.444,1.0,1630.0032,495.76,0.4189424,1586.779,157716550000.0,27170.537764787674,14250,-26663450.0,-233.51158,1.0,0.106990434,1.0,,50.0,236.83826,[ 0.016  0.263 -2.949 -1.593],6255495600000.0,1.0,8201.688,50.0,1,True,45658.598,10.0,50,-1.0
5119710,4998.8657,-245.60854,10.0,,4999.333217577958,-402558020000000.0,143,43416700.0,4999.5547,,63671.535,4999.333,24.021734,0.68896484,500.0,0.4189424,0.46743163,58084380000.0,27345.275544643402,14300,-5453848000000.0,-245.47754,24.021734,0.7664459,1.0,,2.0814483,0.14401066,[ 0.057  0.279 -2.954 -1.549],3.8895344e+16,24.021734,2324.0686,2.0814483,2,True,9216.437,10.0,50,-1.0
5128521,629.8169,-206.65872,10.0,,1752.1901404491157,-79000380000000.0,144,3942730.0,4999.519,,3493.985,1752.1902,1.0,4369.702,176.22,0.4189424,1122.3733,383634050.0,27407.713868141174,14350,-5983596.5,-206.65872,1.0,0.23432416,1.0,,50.0,934.109,[-0.065  0.257 -2.956 -1.566],1498416100000000.0,1.0,196.99834,50.0,1,True,505.4956,10.0,50,-1.0
5148111,,-245.11464,10.0,,3912.964542029268,-inf,144,32398676.0,4999.672,,197.88562,3912.9644,87361520000.0,4999.672,391.8,0.4189424,3912.9644,32398676.0,27528.437190771103,14400,-inf,-232.52869,87361520000.0,7.7082605e-17,1.0,,5.7233435e-10,1434.3397,[-0.008  0.279 -2.954 -1.555],inf,87361520000.0,6.642742,5.7233435e-10,2,True,30.84206,10.0,50,-1.0
5169492,1499.764,-241.93283,10.0,,4272.308226761907,-146041300000.0,145,19617426.0,4999.6777,,485.97504,4272.308,1.0,3499.9136,427.62,0.4189424,2772.544,412453470.0,27683.841274499893,14450,-21658450.0,-241.93283,1.0,0.15576996,1.0,,50.0,1168.249,[-0.008  0.279 -2.954 -1.555],5091176000.0,1.0,40.956604,50.0,1,True,86.7276,10.0,50,-1.0
5193995,19.960732,-252.40775,10.0,,4899.801568414837,-3495033700000000.0,145,7506892.0,4999.573,,2.1817358,4899.8013,61.33227,4979.6123,490.06,0.4189424,4879.8403,7500959.0,27837.07326889038,14500,-3538370700000000.0,-251.42815,61.33227,0.0013527424,1.0,,0.81523156,697.12006,[ 0.023  0.277 -2.954 -1.558],2.9326636e+18,61.332268,0.31825617,0.8152315,2,True,0.4565399,10.0,50,-1.0
5217883,879.9055,-239.48763,10.0,,4776.264417777164,-1.8988507e+17,146,23448876.0,4999.682,,1522.1527,4776.264,1.0,4119.7764,477.76,0.4189424,3896.3586,1387344100.0,28004.639845132828,14550,-25489908.0,-239.48763,1.0,0.00078018825,1.0,,50.0,797.60565,[ 0.023  0.278 -2.953 -1.559],8.655723e+21,1.0,55.511944,50.0,1,True,212.88907,10.0,50,-1.0
5233334,939.8262,-216.42644,10.0,,3080.6733695625244,-inf,146,1687101300.0,4999.55,,3348.2075,3080.6733,44465000000.0,4059.7236,309.02,0.4189424,2140.8472,1687101300.0,28104.073907136917,14600,-inf,-220.48453,44465000000.0,5.335631e-09,1.0,,1.12448e-09,1153.9675,[-0.031  0.253 -2.962 -1.574],inf,44465000000.0,67.50315,1.12448e-09,2,True,468.68173,10.0,50,-1.0
5247139,829.9051,-234.5036,10.0,,2752.0865081797524,-6.4003188e+19,147,9356752.0,4999.632,,15850.549,2752.0867,1.0,4169.7266,276.1,0.4189424,1922.1815,8610253000.0,28207.442087173462,14650,-11397721.0,-234.5036,1.0,0.012329982,1.0,,50.0,1335.2047,[-0.031  0.253 -2.962 -1.574],9.834277e+26,1.0,1242.6107,50.0,1,True,2779.2822,10.0,50,-1.0
5271242,19.961937,-253.33766,10.0,,4819.404758629076,-2.8842214e+23,147,200000600.0,4999.5864,,1041.7627,4819.405,78027.63,4979.6245,482.06,0.4189424,4799.4434,200000600.0,28372.432364940643,14700,-2.8842214e+23,-250.99455,78027.63,7.1282807e-06,1.0,,0.00064079865,792.1961,[ 0.027  0.274 -2.961 -1.569],1.9971568e+34,78027.63,24.990967,0.00064079865,2,True,148.09412,10.0,50,-1.0
5296026,2829.622,-255.94029,10.0,,4955.980968141309,-6.1427554e+18,148,24654022.0,4999.562,,241371890.0,4955.981,1.0,2169.94,495.68,0.4189424,2126.359,121705470000000.0,28540.72968149185,14750,-26694958.0,-255.94029,1.0,0.105132595,1.0,,50.0,303.7656,[ 0.027  0.274 -2.961 -1.569],9.0588426e+24,1.0,4869237.0,50.0,1,True,33787348.0,10.0,50,-1.0
5321026,4998.5234,-237.08769,10.0,,4999.267594904771,-37895323000000.0,148,18830308.0,4999.5547,,11.912642,4999.2676,41.281395,1.03125,500.0,0.4189424,0.7441602,21078530.0,28734.775722503662,14800,-45535596000000.0,-237.65767,41.281395,6.1965607e-06,1.0,,1.2111994,0.22351067,[ 0.08   0.297 -2.957 -1.544],344775650000000.0,41.281395,0.8433514,1.2111994,2,True,2.1727185,10.0,50,-1.0
5346026,4998.8228,-249.28981,10.0,,4999.264638410742,-3.28485e+18,149,24992646.0,4999.547,,5218935.0,4999.2646,1.0,0.7241211,500.0,0.4189424,0.44192383,3113363200000.0,28910.210516929626,14850,-27033568.0,-249.28981,1.0,0.050786074,1.0,,50.0,0.17375779,[ 0.086  0.264 -2.956 -1.56 ],2.5905919e+24,1.0,124590.48,50.0,1,True,730748.1,10.0,50,-1.0
5370527,,-254.67982,10.0,,4899.376570388364,-inf,149,223599920.0,4999.58,,230.56937,4899.3765,299670.38,4999.58,490.02,0.4189424,4899.3765,223599920.0,29045.611715078354,14900,-inf,-246.57785,299670.38,6.4452804e-11,1.0,,0.00016684999,699.91095,[ 0.034  0.37  -2.955 -1.519],inf,299670.38,8.966366,0.00016684999,2,True,41.434055,10.0,50,-1.0
5395029,9.979502,-256.0903,10.0,,4899.564193657767,-28236350000000.0,150,24493650.0,4999.648,,58.28462,4899.5645,1.0,4989.6685,490.04,0.4189424,4889.5845,260793310.0,29188.231588363647,14950,-26534656.0,-256.0903,1.0,0.22847033,1.0,,50.0,698.51215,[ 0.034  0.37  -2.955 -1.519],191400320000000.0,1.0,10.45584,50.0,1,True,13.105198,10.0,50,-1.0
5415404,,-267.67636,10.0,,4069.9277400002584,-inf,150,194862300.0,4999.5825,,267.2856,4069.9275,36209246000.0,4999.5825,407.5,0.4189424,4069.9275,194862300.0,29326.579827070236,15000,-inf,-266.23212,36209246000.0,5.755201e-13,1.0,,1.3808628e-09,1274.932,[-0.019  0.34  -2.952 -1.53 ],inf,36209246000.0,7.8182607,1.3808628e-09,2,True,38.025276,10.0,50,-1.0
5436927,1349.8112,-235.71494,10.0,,4299.342121663506,-4.2230078e+20,151,19456422.0,4999.6367,,94728.55,4299.3423,1.0,3649.8257,430.46,0.4189424,2949.5312,70687900000.0,29461.968428850174,15050,-21497412.0,-235.71494,1.0,0.040973727,1.0,,50.0,985.9414,[-0.019  0.34  -2.952 -1.53 ],4.2813546e+28,1.0,4283.0127,50.0,1,True,13822.659,10.0,50,-1.0
5461923,4949.383,-244.12224,10.0,,4998.374680956233,-4.5514138e+23,151,19216762.0,4999.606,,26.224476,4998.375,29827.643,50.223145,499.92,0.4189424,48.991932,19216762.0,29633.632272958755,15100,-4.5514138e+23,-241.78812,29827.643,3.810943e-05,1.0,,0.0016762973,7.000012,[ 0.034  0.317 -2.957 -1.552],4.9732557e+34,29827.645,0.768819,0.0016762974,2,True,3.739394,10.0,50,-1.0
5486425,9.980655,-248.77422,10.0,,4899.582886660785,-5.5967646e+16,152,24493834.0,4999.588,,222593060.0,4899.583,1.0,4989.6074,490.04,0.4189424,4889.6025,111359710000000.0,29802.876469135284,15150,-26534790.0,-248.77422,1.0,0.10890769,1.0,,50.0,698.51465,[ 0.034  0.317 -2.957 -1.552],7.4902884e+20,1.0,4455178.5,50.0,1,True,31162558.0,10.0,50,-1.0
5511029,1029.7397,-255.49515,10.0,,4919.864861435115,-1318516200000.0,152,35303630.0,4999.6587,,20.179539,4919.865,21.567787,3969.919,492.08,0.4189424,3890.125,34409770.0,29937.884026050568,15200,-1547045400000.0,-251.41733,21.567787,5.8047906e-05,1.0,,2.318272,555.7322,[ 0.089  0.302 -2.95  -1.577],417328460000.0,21.567787,1.377026,2.318272,2,True,3.709383,10.0,50,-1.0
5536001,4709.2773,-241.67667,10.0,,4993.483434607255,-6.9449904e+19,153,24936524.0,4999.5747,,384563.16,4993.4834,1.0,290.29736,499.44,0.4189424,284.20605,642864800000.0,30073.217193841934,15250,-26977470.0,-241.67667,1.0,0.08365802,1.0,,50.0,40.60146,[ 0.089  0.301 -2.948 -1.565],1.1579833e+27,1.0,25722.06,50.0,1,True,78675.2,10.0,50,-1.0
5558817,19.965824,-241.17744,10.0,,4561.340099302255,-inf,153,59252970.0,4999.5166,,116.97173,4561.34,420311.9,4979.551,456.32,0.4189424,4541.3745,59252970.0,30207.176191329956,15300,-inf,-231.76128,420311.9,1.2145895e-12,1.0,,0.00011895929,1320.0183,[ 0.158  0.377 -2.944 -1.493],inf,420311.88,2.3766456,0.00011895927,2,True,16.37119,10.0,50,-1.0
5582822,9.981083,-242.07387,10.0,,4799.708651460453,-3.6966914e+17,154,23991106.0,4999.49,,50257280.0,4799.7085,1.0,4989.5093,480.1,0.4189424,4789.728,26426554000000.0,30334.785465478897,15350,-26031982.0,-242.07387,1.0,0.04730461,1.0,,50.0,976.6803,[ 0.158  0.377 -2.944 -1.493],3.2805956e+22,1.0,1057634.1,50.0,1,True,7031349.0,10.0,50,-1.0
5606153,,-252.48639,10.0,,4664.4407041237755,-1.038946e+23,154,7271773.5,4999.55,,30.649227,4664.441,62677.96,4999.55,466.62,0.4189424,4664.441,7271773.5,30441.960615873337,15400,-1.038946e+23,-244.5347,62677.96,1.2679467e-10,1.0,,0.00079772854,1174.5964,[ 0.116  0.488 -2.948 -1.455],2.5915148e+33,62677.965,0.923021,0.00079772854,2,True,4.5521283,10.0,50,-1.0
