Weights,MeanIW,MeanD2-0,VarianceInitializer,InitialReturnStd,InitialBound,TimestepsSoFar,Epsilon,WReturnMean,MinIW,EpLenMean,ReturnMeanIW,EpThisIter,OptimizationReturnMean,Penalization,OptimizationReturnMin,LearnableVariance,OptimizationReturnMax,Bound,EmpiricalD2Arithmetic,EpisodesSoFar,Inner Iteration,MinTargetPdf,InitialReturnMin,MeanEntropy,Iteration,ReturnStepMax,StdWReturnMean,StdIW,DivergenceHarmonic,ESSRenyiArithmetic,ReturnStepMaxmin,EmpiricalD2Harmonic,MinBehavPdf,EpRewMean,InitialReturnMean,InitialReturnMax,MaxIW,TimeElapsed,ESSRenyiHarmonic
[ 0.019  0.279 -1.939 -1.898],486.69574,1.0,-1.0,1276.1151,-22712586.0,2073963,1.0,20671668.0,0.0858316,436.72,10856105000.0,50,4343.8896,True,,,4979.588,-3.0292968e+19,1.0,9850,1,-239.02919,19.96173,0.4189424,99,10.0,,1350.7383,2.2031869e+26,50.0,10.0,1.0,-239.02919,4363.851488211432,4363.8516,4999.55,7128.2866,9568.460557460785,50.0
[-0.041  0.275 -1.952 -1.91 ],3.5647004,112922.7,-1.0,1353.6437,-inf,2085872,1.0,88845900.0,1.0604371e-08,238.18,88845900.0,50,1962.4945,True,,,4589.5923,-inf,112922.7,9900,2,-229.02596,409.74863,0.4189424,99,10.0,,21.346222,inf,0.00044278076,10.0,112922.7,-227.20854,2372.2430026990587,2372.243,4999.341,151.6501,9644.015065193176,0.00044278076
[-0.041  0.275 -1.952 -1.91 ],265.30704,1.0,-1.0,1286.7529,-9417469.0,2097880,1.0,7376495.5,0.25718987,240.16,931015500.0,50,2391.8115,True,,,4999.642,-1.4892519e+23,1.0,9950,1,-222.72775,,0.4189424,100,10.0,,442.20374,5.3244135e+33,50.0,10.0,1.0,-222.72775,2391.811475989799,2391.8115,4999.642,1681.1843,9723.468957662582,50.0
[ 0.02   0.287 -1.953 -1.912],10.206561,204044050.0,-1.0,1460.3274,-inf,2118116,1.0,38019400.0,5.8071707e-09,404.72,38019400.0,50,3572.5046,True,,,4529.921,-inf,204044050.0,10000,2,-250.94919,469.65573,0.4189424,100,10.0,,50.115658,inf,2.4504513e-07,10.0,204044030.0,-247.1102,4042.1604441634204,4042.1606,4999.5767,289.8526,9853.24774813652,2.4504516e-07
[ 0.02   0.287 -1.953 -1.912],12226996.0,1.0,-1.0,1509.9297,-22103348.0,2139219,1.0,20062490.0,0.044961713,422.06,157565220000000.0,50,3767.306,True,,,4549.8438,-3.3183118e+18,1.0,10050,1,-236.87938,449.6363,0.4189424,101,10.0,,84048110.0,2.643535e+24,50.0,10.0,1.0,-236.87938,4216.94236185373,4216.9424,4999.48,600490200.0,9962.197516441345,50.0
[ 0.082  0.284 -1.954 -1.917],1.0110973,198.6743,-1.0,1619.0605,-1380159700000000.0,2155171,1.0,24856958.0,0.0003043489,319.04,25057470.0,50,2802.6455,True,,,4619.546,-1382954600000000.0,198.6743,10100,2,-238.57649,379.7286,0.4189424,101,10.0,,3.1241314,4.5928185e+17,0.25166818,10.0,198.6743,-238.51921,3182.3742777107996,3182.3743,4999.2744,18.065102,10052.383887290955,0.25166818
[ 0.082  0.28  -1.956 -1.914],11.388666,1.0,-1.0,1709.8009,-12612764.0,2169041,1.0,10571978.0,0.054049946,277.4,96772310.0,50,2685.7273,True,,,4919.5317,-3831151000000.0,1.0,10150,1,-231.41241,79.87545,0.4189424,102,10.0,,13.760292,3524145400000.0,50.0,10.0,1.0,-231.41241,2765.6028272108165,2765.6028,4999.407,60.80463,10134.49793291092,50.0
[ 0.022  0.293 -1.966 -1.916],10.837643,2735244.2,-1.0,1372.3824,-inf,2190768,1.0,38024336.0,2.5679753e-10,434.54,38024336.0,50,3952.4377,True,,,4609.799,-inf,2735244.2,10200,2,-250.7363,389.66284,0.4189424,102,10.0,,46.13808,inf,1.8279903e-05,10.0,2735244.2,-247.14075,4342.10105692876,4342.101,4999.462,293.35434,10252.917520999908,1.8279903e-05
[ 0.022  0.293 -1.966 -1.916],129.3649,1.0,-1.0,1642.4745,-22044184.0,2211586,1.0,20003350.0,0.5866331,416.36,2592768800.0,50,4160.0034,True,,,4999.45,-2.5979307e+19,1.0,10250,1,-250.38673,,0.4189424,103,10.0,,228.64523,1.6205313e+26,50.0,10.0,1.0,-250.38673,4160.003319715404,4160.0034,4999.45,1069.8248,10366.051647424698,50.0
[-0.037  0.282 -1.975 -1.931],7.325088,11943588.0,-1.0,1390.1583,-inf,2224610,1.0,182303360.0,1.9175308e-09,260.48,182303360.0,50,2575.4229,True,,,4979.6245,-inf,11943588.0,10300,2,-214.45801,19.960415,0.4189424,103,10.0,,39.506897,inf,4.186347e-06,10.0,11943588.0,-214.18329,2595.3833975074867,2595.3833,4999.585,279.33612,10434.770775794983,4.186347e-06
[-0.037  0.282 -1.975 -1.931],1950.9823,1.0,-1.0,1347.5923,-9591820.0,2236631,1.0,7551031.0,0.107256874,240.42,15877976000.0,50,1955.1008,True,,,4559.7256,-855910340000000.0,1.0,10350,1,-221.741,439.69055,0.4189424,104,10.0,,9116.163,1.7589544e+17,50.0,10.0,1.0,-221.741,2394.7913272134742,2394.7915,4999.416,64792.754,10497.133893966675,50.0
[ 0.017  0.313 -1.976 -1.922],0.031800356,3324793.2,-1.0,914.3498,-inf,2260252,1.0,791133.56,3.3599068e-09,472.42,791133.56,50,3932.5505,True,,,4210.0127,-inf,3324793.2,10400,2,-240.77173,789.5793,0.4189424,104,10.0,,0.111136764,inf,1.5038529e-05,10.0,3324793.2,-236.17348,4722.129653565743,4722.13,4999.592,0.7445898,10628.991122484207,1.5038529e-05
[ 0.017  0.313 -1.976 -1.922],288.00632,1.0,-1.0,1119.9224,-24374774.0,2283221,1.0,22333854.0,0.3205374,459.38,6862833700.0,50,4221.5093,True,,,4629.8027,-3.1951615e+21,1.0,10450,1,-229.20927,369.74603,0.4189424,105,10.0,,708.0328,2.4510584e+30,50.0,10.0,1.0,-229.20927,4591.25555169291,4591.256,4999.549,4715.1055,10792.311486721039,50.0
[-0.044  0.31  -1.989 -1.916],65.9269,7410844000.0,-1.0,1315.7023,-inf,2298199,1.0,1646132700.0,2.3956831e-08,299.56,1646132700.0,50,2566.7964,True,,,4579.847,-inf,7410844000.0,10500,2,-236.65112,419.72394,0.4189424,105,10.0,,418.4572,inf,6.7468697e-09,10.0,7410844000.0,-232.86409,2986.520469658041,2986.5205,4999.5713,2980.0486,10919.517515420914,6.7468697e-09
[-0.044  0.31  -1.989 -1.916],790.5882,1.0,-1.0,1394.402,-9694635.0,2310198,1.0,7654353.5,0.034710336,239.98,3240423200.0,50,2389.5598,True,,,4998.795,-1.5892507e+18,1.0,10550,1,-226.26567,,0.4189424,106,10.0,,2540.243,6.067571e+23,50.0,10.0,1.0,-226.26567,2389.5598884449996,2389.5598,4998.795,17589.188,11021.827223777771,50.0
[ 0.017  0.321 -1.986 -1.914],127.441795,46775190.0,-1.0,1574.1832,-inf,2331404,1.0,310357120.0,1.4148805e-09,424.12,310357120.0,50,4228.181,True,,,4989.583,-inf,46775190.0,10600,2,-251.78389,9.980468,0.4189424,106,10.0,,891.69586,inf,1.0689427e-06,10.0,46775190.0,-246.25323,4238.161238219553,4238.1616,4999.5635,6369.3125,11210.225071191788,1.0689427e-06
[ 0.017  0.321 -1.986 -1.914],253.61113,1.0,-1.0,1031.3754,-24793580.0,2354702,1.0,22752742.0,0.9806882,465.96,6234601500.0,50,4307.476,True,,,4649.7783,-1.15235285e+21,1.0,10650,1,-247.27827,349.6692,0.4189424,107,10.0,,864.73627,3.188411e+29,50.0,10.0,1.0,-247.27827,4657.145590221117,4657.1455,4999.4473,5569.843,11426.764226913452,50.0
[-0.04   0.301 -1.994 -1.928],0.80696297,1941696500.0,-1.0,1311.2239,-inf,2368151,1.0,19931938.0,4.9382518e-08,268.98,19931938.0,50,2210.5046,True,,,4529.713,-inf,1941696500.0,10700,2,-246.76048,469.63864,0.4189424,107,10.0,,4.599942,inf,2.5750678e-08,10.0,1941696500.0,-244.98087,2680.1431851297993,2680.143,4999.3516,32.433342,11539.606756925583,2.5750678e-08
[-0.04   0.301 -1.994 -1.928],1160.38,1.0,-1.0,1188.1803,-8652829.0,2379602,1.0,6612065.5,0.16797577,229.02,5600854500.0,50,2280.415,True,,,4999.3867,-9.511282e+16,1.0,10750,1,-216.75963,,0.4189424,108,10.0,,2743.2903,2.1722129e+21,50.0,10.0,1.0,-216.75963,2280.4151603547357,2280.415,4999.3867,15901.906,11638.476543426514,50.0
[ 0.022  0.302 -1.995 -1.933],0.06987265,285508860000000.0,-1.0,1505.3467,-inf,2401237,1.0,802472.06,6.2214447e-09,432.7,802472.06,50,4314.1104,True,,,4989.577,-inf,285508860000000.0,10800,2,-241.04745,9.97935,0.4189424,108,10.0,,0.20552258,inf,1.7512592e-13,10.0,285508860000000.0,-233.62872,4324.089757538509,4324.09,4999.5566,0.9440934,11771.896202802658,1.7512592e-13
[ 0.022  0.302 -1.995 -1.933],91.75899,1.0,-1.0,1126.9056,-24003342.0,2423995,1.0,21962520.0,0.1513326,455.16,2142698800.0,50,4508.9883,True,,,4959.505,-596489200000.0,1.0,10850,1,-247.93922,39.924694,0.4189424,109,10.0,,254.27435,84818160000.0,50.0,10.0,1.0,-247.93922,4548.91263670426,4548.9126,4999.4297,1317.1124,11963.780475378036,50.0
[-0.017  0.267 -1.999 -1.967],1.2331879,18258.775,-1.0,1390.8414,-6.401797e+21,2442254,1.0,30797158.0,2.7167543e-10,365.18,30797158.0,50,3124.3508,True,,,4479.632,-6.401797e+21,18258.775,10900,2,-228.67091,519.8384,0.4189424,109,10.0,,4.249189,9.8400916e+30,0.0027384092,10.0,18258.775,-228.33664,3644.1895759134627,3644.1897,4999.47,22.585533,12091.11906504631,0.0027384092
[-0.017  0.267 -1.999 -1.967],27773.346,1.0,-1.0,1644.0872,-15451658.0,2458651,1.0,13410754.0,0.058696855,327.94,369579800000.0,50,2842.4956,True,,,4569.7734,-1.2314306e+22,1.0,10950,1,-233.34233,429.77142,0.4189424,110,10.0,,111668.16,3.6407364e+31,50.0,10.0,1.0,-233.34233,3272.2672175573603,3272.2668,4999.545,702651.25,12199.610038757324,50.0
[ 0.044  0.283 -2.001 -1.969],0.078856185,80111.055,-1.0,1616.0181,-inf,2479329,1.0,1463152.2,1.4621868e-06,413.56,1463152.2,50,4101.985,True,,,4969.385,-inf,80111.055,11000,2,-242.68542,29.942728,0.4189424,110,10.0,,0.2514047,inf,0.00062413356,10.0,80111.055,-238.89621,4131.927771433455,4131.9277,4999.3276,1.5246317,12336.444528341293,0.00062413356
[ 0.044  0.283 -2.001 -1.969],144.07895,1.0,-1.0,1451.2788,-21935910.0,2500438,1.0,19894998.0,0.068972886,422.18,2638942000.0,50,4177.7246,True,,,4959.5947,-334130220000.0,1.0,11050,1,-232.65732,39.95112,0.4189424,111,10.0,,406.44778,26382334000.0,50.0,10.0,1.0,-232.65732,4217.6757662739,4217.676,4999.546,2158.2717,12471.027250051498,50.0
[ 0.027  0.339 -2.006 -1.948],2.0886753,461.44067,-1.0,1399.8091,-1.018527e+17,2522137,1.0,26121844.0,1.4186807e-08,433.98,26121844.0,50,3936.7905,True,,,4599.706,-1.018527e+17,461.44067,11100,2,-247.04832,399.66052,0.4189424,111,10.0,,6.8974915,2.4910155e+21,0.10835629,10.0,461.44064,-243.86705,4336.45130942243,4336.451,4999.3667,43.41634,12573.228393316269,0.1083563
[ 0.027  0.339 -2.006 -1.948],18898.168,1.0,-1.0,1422.5511,-22329616.0,2543525,1.0,20288850.0,0.0023259444,427.76,442563760000.0,50,4253.817,True,,,4979.4,-1.871269e+18,1.0,11150,1,-242.44496,19.963362,0.4189424,112,10.0,,109787.31,8.408233e+23,50.0,10.0,1.0,-242.44496,4273.780403736955,4273.7803,4999.3633,783792.3,12672.761361122131,50.0
[ 0.033  0.272 -2.017 -2.053],13.805706,13357503.0,-1.0,1525.9612,-inf,2564645,1.0,342212500.0,6.1788063e-15,422.4,342212500.0,50,4210.2095,True,,,4989.5527,-inf,13357503.0,11200,2,-242.03085,9.97975,0.4189424,112,10.0,,95.81441,inf,3.7432146e-06,10.0,13357503.0,-238.01472,4220.189820362662,4220.1895,4999.5327,684.49854,12752.468343734741,3.7432146e-06
[ 0.033  0.272 -2.017 -2.053],384.376,1.0,-1.0,1187.9171,-24584454.0,2587643,1.0,22543628.0,0.10323767,459.96,7823009000.0,50,4557.0713,True,,,4959.498,-7.693962e+17,1.0,11250,1,-252.06569,39.93653,0.4189424,113,10.0,,2258.777,1.4213718e+23,50.0,10.0,1.0,-252.06569,4597.007757439287,4597.008,4999.4346,16157.748,12863.59434890747,50.0
[-0.022  0.301 -2.023 -2.048],67.19789,43834624.0,-1.0,1482.6901,-inf,2604673,1.0,649649860.0,2.4307008e-08,340.6,649649860.0,50,3388.655,True,,,4989.6196,-inf,43834624.0,11300,2,-236.49585,9.980955,0.4189424,113,10.0,,339.2997,inf,1.1406509e-06,10.0,43834624.0,-235.08272,3398.63576740326,3398.6357,4999.6006,2266.617,12946.37618803978,1.1406509e-06
[-0.022  0.301 -2.023 -2.048],11.162555,1.0,-1.0,1365.5719,-14788858.0,2621209,1.0,12748130.0,0.10580852,330.72,94224430.0,50,2889.3062,True,,,4589.647,-31735867000.0,1.0,11350,1,-229.18134,409.68536,0.4189424,114,10.0,,13.662243,240414780.0,50.0,10.0,1.0,-229.18134,3298.991390118947,3298.9912,4999.3325,65.182106,13034.663131713867,50.0
[ 0.009  0.303 -2.023 -2.049],2.6730137,25.683989,-1.0,1144.8203,-1282098000000.0,2643749,1.0,22132180.0,0.00032990918,450.8,22629234.0,50,4035.4353,True,,,4529.8096,-1272012900000.0,25.683989,11400,2,-239.52155,469.70837,0.4189424,114,10.0,,17.389206,388459950000.0,1.9467381,10.0,25.683989,-237.20337,4505.1436377298805,4505.1436,4999.518,124.36955,13138.84306550026,1.9467381
[ 0.009  0.304 -2.023 -2.049],3303206.8,1.0,-1.0,1401.8206,-22867350.0,2665480,1.0,20826432.0,0.25150055,434.62,82510730000000.0,50,3883.3503,True,,,4539.9404,-5.9134587e+23,1.0,11450,1,-232.8228,459.6129,0.4189424,115,10.0,,20819196.0,8.395559e+34,50.0,10.0,1.0,-232.8228,4342.96335278427,4342.9634,4999.553,148324200.0,13238.012291193008,50.0
[ 0.005  0.426 -2.034 -2.027],1.5802774,10290829000000.0,-1.0,816.09955,-inf,2689610,1.0,39339040.0,1.9311072e-13,482.6,39339040.0,50,4384.751,True,,,4559.967,-inf,10290829000000.0,11500,2,-255.88005,439.64072,0.4189424,115,10.0,,7.2039495,inf,4.858695e-12,10.0,10290829000000.0,-246.24435,4824.391670593144,4824.3916,4999.6074,43.870846,13325.044058799744,4.858695e-12
[ 0.005  0.426 -2.034 -2.027],18787.117,1.0,-1.0,1316.6461,-24174062.0,2712204,1.0,22133176.0,0.055439886,451.88,462471070000.0,50,4516.594,True,,,4999.51,-4.9215523e+16,1.0,11550,1,-239.1987,,0.4189424,116,10.0,,117778.695,5.8153733e+20,50.0,10.0,1.0,-239.1987,4516.594032022343,4516.594,4999.51,840912.1,13418.652205228806,50.0
[ 0.064  0.418 -2.035 -2.047],0.76585287,22.18858,-1.0,1385.0516,-1233159800000.0,2733085,1.0,6726189.0,0.0018193142,417.62,18392968.0,50,3802.1282,True,,,4629.591,-846146240000.0,22.18858,11600,2,-247.26556,369.74475,0.4189424,116,10.0,,1.9959928,171915130000.0,2.2534115,10.0,22.18858,-245.99055,4171.873034237897,4171.873,4999.3354,12.333623,13478.114362478256,2.2534115
[ 0.061  0.449 -2.028 -2.027],6308.8413,1.0,-1.0,1743.4553,-19501766.0,2752097,1.0,17460940.0,0.12952858,380.24,132741690000.0,50,3517.7266,True,,,4719.635,-2.8704787e+16,1.0,11650,1,-238.48907,279.8125,0.4189424,117,10.0,,21118.893,1.9783717e+20,50.0,10.0,1.0,-238.48907,3797.5392738114583,3797.5393,4999.4473,104723.83,13539.749994277954,50.0
[-0.032  0.505 -2.089 -2.013],2.0639908,6.100978e+21,-1.0,1048.6642,-inf,2773697,1.0,27034316.0,8.23416e-23,432.0,27034316.0,50,3965.3406,True,,,4649.8223,-inf,6.100978e+21,11700,2,-245.20728,349.6916,0.4189424,117,10.0,,10.002958,inf,8.1954074e-21,10.0,6.100978e+21,-241.92729,4315.0322945078715,4315.0327,4999.5137,52.72973,13603.242995500565,8.1954074e-21
[-0.032  0.505 -2.089 -2.013],104932.84,1.0,-1.0,1179.4374,-21222286.0,2794815,1.0,19181430.0,0.041223317,422.36,1974545200000.0,50,4217.862,True,,,4999.478,-1.0491952e+21,1.0,11750,1,-252.46227,,0.4189424,118,10.0,,428480.94,2.6430488e+29,50.0,10.0,1.0,-252.46227,4217.861923284383,4217.862,4999.478,2967404.5,13659.01837682724,50.0
[ 0.024  0.533 -2.087 -2.011],0.19890055,1526.8484,-1.0,981.7944,-1.0870989e+20,2817935,1.0,4838677.5,8.252789e-05,462.4,4838677.5,50,3531.7727,True,,,3909.6648,-1.0870989e+20,1526.8484,11800,2,-256.52454,1089.6692,0.4189424,118,10.0,,0.5011075,2.8377937e+27,0.032747194,10.0,1526.8484,-255.51515,4621.441914690133,4621.442,4999.334,2.6271822,13718.443604946136,0.032747194
[ 0.024  0.533 -2.087 -2.011],15.493808,1.0,-1.0,1352.7031,-24219560.0,2840503,1.0,22178754.0,0.0019869374,451.36,359654560.0,50,4510.981,True,,,4999.409,-5648598700000000.0,1.0,11850,1,-232.98961,,0.4189424,119,10.0,,31.48714,7.6612195e+18,50.0,10.0,1.0,-232.98961,4510.980930839527,4510.981,4999.409,173.78282,13792.196603775024,50.0
[-0.036  0.551 -2.091 -2.013],5.9686055,638037800.0,-1.0,1090.9489,-inf,2861917,1.0,148562260.0,8.8183193e-13,428.28,148562260.0,50,4268.0864,True,,,4989.5894,-inf,638037800.0,11900,2,-242.88417,9.981124,0.4189424,119,10.0,,21.77706,inf,7.836526e-08,10.0,638037800.0,-240.42134,4278.0672921001515,4278.0674,4999.5703,147.70828,13866.527205944061,7.836526e-08
[-0.036  0.551 -2.091 -2.013],107466.28,1.0,-1.0,1192.8168,-21601510.0,2883239,1.0,19560706.0,0.014324433,426.44,2221941200000.0,50,4258.861,True,,,4999.411,-8.196718e+20,1.0,11950,1,-239.73474,,0.4189424,120,10.0,,535597.0,1.6132284e+29,50.0,10.0,1.0,-239.73474,4258.8607601009135,4258.861,4999.411,3766752.0,13940.514013767242,50.0
[ 0.019  0.503 -2.105 -2.113],2.0367646,18970314.0,-1.0,740.83215,-inf,2907557,1.0,50457450.0,9.1874364e-10,486.36,50457450.0,50,4862.2524,True,,,4999.504,-inf,18970314.0,12000,2,-252.50412,,0.4189424,120,10.0,,13.530373,inf,2.635697e-06,10.0,18970314.0,-246.81107,4862.252772399319,4862.2524,4999.504,96.68929,14019.193579435349,2.635697e-06
[ 0.019  0.503 -2.105 -2.113],17.348963,1.0,-1.0,1658.4507,-23206708.0,2929026,1.0,21165806.0,0.0394257,429.38,418509060.0,50,4291.3105,True,,,4999.5312,-423458800000.0,1.0,12050,1,-249.4293,,0.4189424,121,10.0,,50.088383,42967253000.0,50.0,10.0,1.0,-249.4293,4291.310784497339,4291.3105,4999.5312,309.16858,14098.753406763077,50.0
[-0.027  0.529 -2.111 -2.081],1.1367142,467220.62,-1.0,1192.0422,-inf,2951278,1.0,27398394.0,4.4015643e-08,445.04,27398394.0,50,4447.053,True,,,4999.5493,-inf,467220.62,12100,2,-234.73871,,0.4189424,121,10.0,,3.4575686,inf,0.000107015825,10.0,467220.66,-234.05998,4447.053428790426,4447.053,4999.5493,21.433207,14185.623211860657,0.00010701582
[-0.027  0.529 -2.111 -2.081],215292.52,1.0,-1.0,930.20294,-23378172.0,2973921,1.0,21337188.0,0.13060825,452.86,2619499300000.0,50,4514.6064,True,,,4989.646,-1.03184525e+21,1.0,12150,1,-250.24908,9.982742,0.4189424,122,10.0,,1044175.06,2.5560498e+29,50.0,10.0,1.0,-250.24908,4524.589460531727,4524.59,4999.629,6536230.0,14260.026879787445,50.0
[ 0.026  0.558 -2.11  -2.067],0.26744467,77.04614,-1.0,791.4749,-195815910000000.0,2997541,1.0,6893548.0,0.000117636344,472.4,6619797.5,50,3402.1377,True,,,3679.9788,-99994825000000.0,77.04614,12200,2,-237.67126,1319.3972,0.4189424,122,10.0,,0.67298806,2400949500000000.0,0.6489618,10.0,77.04614,-235.93658,4721.53513075421,4721.535,4999.376,3.4418974,14343.55133485794,0.6489618
[ 0.03   0.529 -2.11  -2.084],66128.734,1.0,-1.0,631.8307,-26012932.0,3021826,1.0,23971976.0,1.0720906,485.7,1647283500000.0,50,3735.8792,True,,,3880.2922,-5.078044e+21,1.0,12250,1,-246.51839,1119.3005,0.4189424,123,10.0,,423153.84,6.1907846e+30,50.0,10.0,1.0,-246.51839,4855.179520753126,4855.179,4999.593,3025008.2,14405.023399353027,50.0
[ 0.092  0.629 -2.126 -2.047],0.047533475,10285450.0,-1.0,1702.1443,-inf,3040189,1.0,846266.8,1.6815682e-13,367.26,846266.8,50,3397.035,True,,,4729.6187,-inf,10285450.0,12300,2,-238.11044,269.8325,0.4189424,123,10.0,,0.1485489,inf,4.861236e-06,10.0,10285450.0,-223.81525,3666.8675454507847,3666.8674,4999.451,0.848948,14474.42024230957,4.861236e-06
[ 0.092  0.629 -2.126 -2.047],41.059986,1.0,-1.0,1517.4769,-18961088.0,3059337,1.0,16920104.0,0.039742194,382.96,780245100.0,50,3203.7637,True,,,4380.1343,-34780350000.0,1.0,12350,1,-233.20476,619.5029,0.4189424,124,10.0,,79.97017,277522200.0,50.0,10.0,1.0,-233.20476,3823.266696782278,3823.2666,4999.637,386.88593,14553.61026763916,50.0
[-0.004  0.601 -2.178 -1.994],90.02454,9.132465e+25,-1.0,1025.1787,-inf,3082822,1.0,2245782800.0,,469.7,2245782800.0,50,4694.85,True,,,4999.583,-inf,9.132465e+25,12400,2,-263.5345,,0.4189424,124,10.0,,622.61523,inf,5.4749732e-25,10.0,9.132465e+25,-243.9233,4694.849980989297,4694.85,4999.583,4448.261,14650.593049049377,5.4749732e-25
[-0.004  0.601 -2.178 -1.994],64881264.0,1.0,-1.0,593.08844,-25846402.0,3107045,1.0,23805482.0,0.1682374,484.46,1291982500000000.0,50,3313.6104,True,,,3470.252,-1.5094258e+22,1.0,12450,1,-252.20589,1529.295,0.4189424,125,10.0,,318939400.0,5.4700605e+31,50.0,10.0,1.0,-252.20589,4842.905160235081,4842.905,4999.547,1753610500.0,14748.561623573303,50.0
[ 0.053  0.625 -2.183 -1.986],20.56496,13.462363,-1.0,1285.7308,-204450270000.0,3129104,1.0,617516500.0,0.0007803073,441.18,513380450.0,50,4398.5483,True,,,4989.3643,-202173150000.0,13.462363,12500,2,-242.95148,9.985217,0.4189424,125,10.0,,136.76617,9765080000.0,3.7140582,10.0,13.462363,-242.51813,4408.5339678121645,4408.5337,4999.3496,977.69025,14851.9394698143,3.7140582
[ 0.055  0.618 -2.179 -1.988],1136.7909,1.0,-1.0,1106.8123,-24177560.0,3151983,1.0,22136596.0,0.22168446,457.58,26611567000.0,50,4343.1196,True,,,4769.805,-2.145002e+22,1.0,12550,1,-246.39021,229.79639,0.4189424,126,10.0,,5885.586,1.1045999e+32,50.0,10.0,1.0,-246.39021,4572.916174918726,4572.916,4999.6016,41962.484,14964.716609716415,50.0
[-0.064  0.582 -2.191 -2.002],1.0439135,1.5679741e+34,-1.0,1156.431,-inf,3172013,1.0,25528790.0,3.561819e-30,400.6,25528790.0,50,3999.162,True,,,4999.5693,-inf,1.5679741e+34,12600,2,-249.55914,,0.4189424,126,10.0,,3.997125,inf,3.188828e-33,10.0,1.5679741e+34,-239.65073,3999.162324409968,3999.162,4999.5693,24.533577,15065.067391872406,3.188828e-33
[-0.064  0.582 -2.191 -2.002],11205.405,1.0,-1.0,1215.3201,-17562136.0,3190786,1.0,15521277.0,0.05356881,375.46,118304520000.0,50,3427.7961,True,,,4679.713,-3.4988333e+17,1.0,12650,1,-226.86807,319.77292,0.4189424,127,10.0,,25163.38,2.9392473e+22,50.0,10.0,1.0,-226.86807,3747.569133693613,3747.5693,4999.486,124353.15,15154.490089416504,50.0
[-0.002  0.587 -2.191 -2.013],0.10092299,460132200.0,-1.0,821.7657,-inf,3214757,1.0,2045122.6,3.396805e-08,479.42,2045122.6,50,4792.312,True,,,4999.546,-inf,460132200.0,12700,2,-250.14955,,0.4189424,127,10.0,,0.26367685,inf,1.0866442e-07,10.0,460132200.0,-248.39726,4792.311924180704,4792.312,4999.546,1.6163881,15269.94342803955,1.0866442e-07
[-0.002  0.587 -2.191 -2.013],2054.584,1.0,-1.0,982.8035,-25036028.0,3238235,1.0,22995172.0,0.16388944,469.56,16417079000.0,50,4373.7095,True,,,4679.644,-83422430000.0,1.0,12750,1,-247.46603,319.82513,0.4189424,128,10.0,,14016.632,1077989800.0,50.0,10.0,1.0,-247.46603,4693.534798206708,4693.535,4999.469,100163.28,15384.28069138527,50.0
[ 0.032  0.632 -2.204 -1.991],4.74404,37.91405,-1.0,1231.4272,-13801312000000.0,3261455,1.0,24337456.0,0.0006878627,464.4,117663510.0,50,4642.223,True,,,4999.537,-107068170000000.0,37.91405,12800,2,-244.16771,,0.4189424,128,10.0,,15.879411,2752275000000000.0,1.3187723,10.0,37.91405,-240.78549,4642.223469322983,4642.223,4999.537,78.03182,15480.393762588501,1.3187723
[ 0.059  0.593 -2.202 -2.009],362.3975,1.0,-1.0,1094.6559,-24569444.0,3284560,1.0,22528548.0,0.39167732,462.1,9045738000.0,50,4308.6377,True,,,4689.686,-2693916000000.0,1.0,12850,1,-250.91457,309.8333,0.4189424,129,10.0,,2259.8054,1730711900000.0,50.0,10.0,1.0,-250.91457,4618.471216479661,4618.471,4999.5195,16156.2705,15603.243604183197,50.0
[ 0.144  0.598 -2.246 -2.09 ],133.4358,37.995872,-1.0,1700.3955,-46270810000000.0,3301786,1.0,32589148.0,0.0040563294,344.52,2770411500.0,50,3139.0547,True,,,4699.3843,-2832093700000000.0,37.995872,12900,2,-235.42877,299.8423,0.4189424,129,10.0,,421.85754,1.926169e+18,1.3159324,10.0,37.995872,-235.54868,3438.896752987278,3438.8972,4999.2266,2352.5254,15683.9302110672,1.3159324
[ 0.042  0.539 -2.26  -2.076],866.5781,1.0,-1.0,1528.6615,-22541514.0,3323112,1.0,20500614.0,0.006895628,426.52,21019855000.0,50,4261.902,True,,,4999.529,-35637323000000.0,1.0,12950,1,-249.64966,,0.4189424,130,10.0,,5056.9604,304559820000000.0,50.0,10.0,1.0,-249.64966,4261.902092457459,4261.902,4999.529,36198.215,15794.819658994675,50.0
[ 0.046  0.422 -2.265 -2.031],42.392487,1335640.9,-1.0,936.2466,-inf,3346939,1.0,1059414850.0,2.0095464e-10,476.54,1059414850.0,50,4433.9497,True,,,4669.8545,-inf,1335640.9,13000,2,-252.54118,329.70322,0.4189424,130,10.0,,292.10504,inf,3.7435213e-05,10.0,1335640.9,-247.33888,4763.65299358926,4763.653,4999.5576,2087.0225,15906.85050201416,3.7435213e-05
[ 0.046  0.422 -2.265 -2.031],454.8645,1.0,-1.0,938.9597,-25920756.0,3370925,1.0,23879862.0,0.044096783,479.72,11365489000.0,50,4795.6455,True,,,4999.516,-145987850000.0,1.0,13050,1,-245.75645,,0.4189424,131,10.0,,2925.6711,4351247000.0,50.0,10.0,1.0,-245.75645,4795.645507476811,4795.6455,4999.516,20896.285,16014.759335279465,50.0
