Weights,OptimizationReturnMax,InitialReturnMin,ESSRenyiHarmonic,Iteration,MinIW,DivergenceHarmonic,Epsilon,MeanD2-0,EpisodesSoFar,InitialReturnMean,StdIW,Bound,Penalization,InitialReturnStd,MinTargetPdf,ReturnMeanIW,StdWReturnMean,ReturnStepMax,OptimizationReturnMin,VarianceInitializer,EmpiricalD2Arithmetic,InitialReturnMax,Inner Iteration,MinBehavPdf,EpLenMean,TimestepsSoFar,EpThisIter,EpRewMean,OptimizationReturnMean,InitialBound,EmpiricalD2Harmonic,ESSRenyiArithmetic,MaxIW,ReturnStepMaxmin,TimeElapsed,MeanIW,LearnableVariance,WReturnMean,MeanEntropy
[ 0.136  0.716 -2.503 -2.411],4719.712,279.74677,0.34951168,107,6.5722934e-06,1.9359652e+18,1.0,143.05673,10700,4523.2036,2.205077,-2839547000000000.0,True,1316.3602,-247.66211,22922518.0,,10.0,,-1.0,143.05673,4999.4585,2,-242.25256,452.54,3166135,50,4523.203929830822,4243.457,-4019815300000000.0,143.05673,0.34951168,12.826896,10.0,15394.363287687302,0.920417,,27648516.0,0.4189424
[ 0.136  0.713 -2.505 -2.372],4999.465,,50.0,108,0.70878166,6.298239e+33,1.0,1.0,10750,4580.1855,64772.016,-1.6196119e+23,True,1175.021,-244.59814,427319600000.0,,10.0,,-1.0,1.0,4999.465,1,-244.59814,458.26,3189048,50,4580.18517053894,4580.1855,-24399618.0,1.0,50.0,359207.84,10.0,15510.863139867783,21255.838,,22358770.0,0.4189424
[-0.042  0.624 -2.554 -2.229],4979.6675,19.9597,,108,,inf,1.0,inf,10800,4291.847,14.705607,-inf,True,1185.1633,-337.85486,71883224.0,,10.0,,-1.0,inf,4999.627,2,-238.82573,429.64,3210530,50,4291.846887728633,4271.887,-inf,inf,,93.86617,10.0,15619.129806041718,2.9321396,,71883224.0,0.4189424
[-0.042  0.624 -2.554 -2.229],4979.6577,19.961788,50.0,109,0.08760063,73212466000000.0,1.0,1.0,10850,4480.458,1081.4766,-17470294000000.0,True,912.09875,-243.98885,7216150500.0,,10.0,,-1.0,1.0,4999.6196,1,-243.98885,448.5,3232955,50,4480.458034397694,4460.496,-22947402.0,1.0,50.0,6580.326,10.0,15709.577237129211,462.8243,,20906426.0,0.4189424
[-0.004  0.651 -2.568 -2.189],4989.722,9.980403,0.0049389936,109,0.00020312714,1.897631e+32,1.0,10123.52,10900,4800.146,8.996212,-2.811568e+22,True,975.75305,-232.7974,56820070.0,,10.0,,-1.0,10123.52,4999.7026,2,-232.62401,480.12,3256961,50,4800.145931230971,4790.1655,-2.811568e+22,10123.52,0.0049389936,50.894176,10.0,15834.833718061447,2.3117335,,56820070.0,0.4189424
[-0.004  0.651 -2.568 -2.189],4999.667,,50.0,110,0.21167487,3.2198883e+20,1.0,1.0,10950,4799.51,17082.26,-3.6623336e+16,True,978.67786,-260.96466,81973410000.0,,10.0,,-1.0,1.0,4999.667,1,-260.96466,480.06,3280964,50,4799.510231878332,4799.51,-26034126.0,1.0,50.0,115023.65,10.0,15933.792254924774,3279.895,,23993108.0,0.4189424
[ 0.057  0.65  -2.567 -2.199],4989.5566,9.980472,5.0047827,110,0.00070919975,308370740000.0,1.0,9.990444,11000,4752.976,1.1690913,-1133331900000.0,True,1007.2435,-247.2542,17004920.0,,10.0,,-1.0,9.990444,4999.537,2,-245.59949,475.44,3304736,50,4752.9764961643095,4742.996,-1013836200000.0,9.990444,5.0047827,5.1874394,10.0,16045.061448574066,0.6999316,,19746882.0,0.4189424
[ 0.056  0.672 -2.563 -2.186],1.3476562,4998.282,50.0,111,0.27213618,3.49029e+23,1.0,1.0,11050,4999.178,13046.523,-1.20576e+18,True,0.2598318,-236.00261,97748030000.0,,10.0,,-1.0,1.0,4999.63,1,-236.00261,500.0,3329736,50,4999.178354290014,0.8961426,-27032772.0,1.0,50.0,81768.34,10.0,16164.536643743515,3911.9177,,24991782.0,0.4189424
[ 0.024  0.785 -2.568 -2.144],3360.2793,1639.332,0.00039451744,111,1.2745807e-10,inf,1.0,126737.11,11100,4932.0366,0.80938935,-inf,True,470.38644,-253.04916,3588306.5,,10.0,,-1.0,126737.11,4999.6113,2,-250.66756,493.3,3354401,50,4932.036700510243,3292.7043,-inf,126737.11,0.00039451744,5.7781835,10.0,16313.396534204483,0.14817381,,3588306.5,0.4189424
[ 0.024  0.785 -2.568 -2.144],4759.7285,239.80579,50.0,112,0.045894,3.5496674e+16,1.0,1.0,11150,4904.0327,18962.166,-384587200000000.0,True,666.31824,-252.92473,77522380000.0,,10.0,,-1.0,1.0,4999.534,1,-252.92473,490.5,3378926,50,4904.032736456838,4664.227,-26534426.0,1.0,50.0,134792.64,10.0,16484.136982917786,3101.8179,,24493516.0,0.4189424
[ 0.137  0.786 -2.568 -2.198],2250.274,2749.19,1.2158396,112,7.8478665,1.8864476e+20,1.0,41.123844,11200,4918.7886,4371308.0,-2.8049837e+16,True,389.03674,-236.79604,19803960000000.0,,10.0,,-1.0,41.123844,4999.464,2,-233.05087,492.04,3403528,50,4918.788728702639,2169.5986,-13392983000000.0,41.123844,1.2158396,30944666.0,10.0,16597.496007680893,792658.75,,26273084.0,0.4189424
[-0.071  0.893 -2.599 -2.114],2469.8416,2529.7239,50.0,113,0.053995546,8.987934e+22,1.0,1.0,11250,4802.459,65673.086,-6.118557e+17,True,566.292,-250.41212,255954450000.0,,10.0,,-1.0,1.0,4999.5654,1,-250.41212,480.48,3427552,50,4802.458890899331,2272.735,-25425236.0,1.0,50.0,288490.72,10.0,16770.79546570778,19129.525,,23384300.0,0.4189424
[-0.012  0.912 -2.596 -2.106],4110.0156,889.5979,0.18355183,113,0.00062998664,1.4136763e+21,1.0,272.40262,11300,4861.6743,0.56309116,-7.673656e+16,True,687.2349,-248.30539,6977817.0,,10.0,,-1.0,272.40262,4999.614,2,-246.49004,486.28,3451866,50,4861.67436590773,3972.0767,-7.673656e+16,272.40262,0.18355183,3.3818212,10.0,16956.86964917183,0.28093958,,6977817.0,0.4189424
[-0.012  0.912 -2.596 -2.106],1.1035156,4998.4336,50.0,114,0.3616569,5.9026226e+29,1.0,1.0,11350,4999.201,64629640.0,-1.5679656e+21,True,0.2283358,-241.79579,309089330000000.0,,10.0,,-1.0,1.0,4999.537,1,-241.79579,500.0,3476866,50,4999.201154615879,0.7674902,-27032926.0,1.0,50.0,424215970.0,10.0,17113.08653664589,12367544.0,,24992010.0,0.4189424
[ 0.088  0.858 -2.59  -2.156],4429.6846,569.7737,0.037257202,114,3.974541e-08,1.682318e+24,1.0,1342.0225,11400,4817.116,185.37097,-2.647002e+18,True,722.43353,-239.77559,919642700.0,,10.0,,-1.0,1342.0225,4999.458,2,-232.22476,481.88,3500960,50,4817.116190934393,4247.3423,-2.647002e+18,1342.0225,0.037257202,1160.6461,10.0,17286.754141807556,36.803474,,919642700.0,0.4189424
[ 0.088  0.858 -2.59  -2.156],4999.4507,,50.0,115,0.062722005,12765411000.0,1.0,1.0,11450,4588.342,93.458626,-231341800000.0,True,1225.715,-266.63446,764593340.0,,10.0,,-1.0,1.0,4999.4507,1,-266.63446,459.04,3523912,50,4588.3420648944575,4588.342,-24596102.0,1.0,50.0,561.2347,10.0,17462.347287416458,31.433037,,22555262.0,0.4189424
[ 0.054  0.968 -2.618 -2.196],4999.5127,,0.58130556,115,0.92584,1.1557475e+34,1.0,86.01328,11500,4699.562,90087100000000.0,-2.1973354e+23,True,1185.6432,-260.43213,3.3123915e+20,,10.0,,-1.0,86.01328,4999.5127,2,-254.3986,470.1,3547417,50,4699.562177064096,4699.562,-1433644200000000.0,86.01328,0.58130556,643590300000000.0,10.0,17655.102842092514,13257493000000.0,,13881132.0,0.4189424
[ 0.118  0.753 -2.614 -2.307],4999.551,,50.0,116,8.56689e-05,1.187143e+24,1.0,1.0,11550,4643.853,177889.58,-2.223658e+18,True,1133.576,-254.98529,710709900000.0,,10.0,,-1.0,1.0,4999.551,1,-254.98529,464.58,3570646,50,4643.853029667985,4643.853,-24891286.0,1.0,50.0,1271560.8,10.0,17815.923994779587,28461.275,,22850366.0,0.4189424
[ 0.101  0.847 -2.611 -2.226],4999.619,,0.00015344337,116,2.444876e-13,inf,1.0,325853.12,11600,4734.16,15.8219,-inf,True,1060.9811,-242.41,101569816.0,,10.0,,-1.0,325853.12,4999.619,2,-242.6455,473.56,3594324,50,4734.159555231422,4734.16,-inf,325853.12,0.00015344337,80.48425,10.0,18028.80411171913,4.0857744,,101569816.0,0.4189424
[ 0.101  0.847 -2.611 -2.226],1960.5701,3039.0422,50.0,117,0.02350268,7.42364e+19,1.0,1.0,11650,4959.9214,19509.52,-1.7584871e+16,True,274.41147,-235.94379,149075510000.0,,10.0,,-1.0,1.0,4999.6123,1,-235.94379,496.1,3619129,50,4959.921595815997,1920.8794,-26717096.0,1.0,50.0,96105.87,10.0,18225.087621450424,6303.575,,24676122.0,0.4189424
[ 0.082  0.958 -2.621 -2.172],2560.6626,2438.8032,0.00018034957,117,2.0392754e-12,inf,1.0,277239.38,11700,4947.8755,31.805218,-inf,True,358.43893,-252.99869,155742240.0,,10.0,,-1.0,277239.38,4999.466,2,-243.81995,494.9,3643874,50,4947.875325065889,2509.072,-inf,277239.38,0.00018034957,209.50699,10.0,18417.8429210186,6.2315784,,155742240.0,0.4189424
[ 0.082  0.958 -2.621 -2.172],4969.57,29.948668,50.0,118,0.10146048,1.0742412e+17,1.0,1.0,11750,4834.6855,1544.9154,-668913640000000.0,True,823.41956,-266.62714,12961269000.0,,10.0,,-1.0,1.0,4999.5186,1,-266.62714,483.6,3668054,50,4834.685421530015,4804.737,-26093100.0,1.0,50.0,10373.812,10.0,18617.072119235992,519.06274,,24052200.0,0.4189424
[-9.105e-04  8.739e-01 -2.636e+00 -2.211e+00],0.7841797,4998.7627,3.3501172e-07,118,2.0711213e-19,inf,1.0,149248510.0,11800,4999.2485,4.27037,-inf,True,0.17398635,-240.76215,25105396.0,,10.0,,-1.0,149248510.0,4999.547,2,-237.0085,500.0,3693054,50,4999.248681044288,0.4859082,-inf,149248510.0,3.3501172e-07,26.158932,10.0,18833.204596996307,1.004568,,25105396.0,0.4189424
[-9.105e-04  8.739e-01 -2.636e+00 -2.211e+00],0.7519531,4998.872,50.0,119,0.08572035,4.4978216e+31,1.0,1.0,11850,4999.271,398196.78,-1.368769e+22,True,0.19074075,-252.47176,2514117500000.0,,10.0,,-1.0,1.0,4999.624,1,-252.47176,500.0,3718054,50,4999.270536722354,0.39850587,-27033692.0,1.0,50.0,2657124.8,10.0,19043.75693011284,100594.95,,24992708.0,0.4189424
[ 0.123  0.873 -2.643 -2.195],4799.837,199.81906,2.4692361,119,0.055048745,925814.75,1.0,20.249178,11900,4762.7603,168.40466,-3485486300.0,True,909.79425,-248.73433,1521689300.0,,10.0,,-1.0,20.249178,4999.656,2,-247.22772,476.46,3741877,50,4762.7602072117215,4562.9414,-479867830000.0,20.249178,2.4692361,1009.9267,10.0,19231.208327293396,61.12069,,25354154.0,0.4189424
[-0.055  0.815 -2.646 -2.24 ],4700.002,299.66364,50.0,120,0.11373789,1.9487662e+28,1.0,1.0,11950,4733.3677,957477.44,-2.8491555e+20,True,795.7647,-228.9237,2887488600000.0,,10.0,,-1.0,1.0,4999.6655,1,-228.9237,473.58,3765556,50,4733.367655421396,4433.7046,-25079028.0,1.0,50.0,5875332.5,10.0,19430.5311088562,238968.19,,23038010.0,0.4189424
[ 0.006  0.826 -2.645 -2.231],4739.7764,259.8194,0.0031045831,120,0.00021152843,4.668583e+33,1.0,16105.223,12000,4904.482,0.51799214,-1.3944941e+23,True,663.5233,-239.613,6880652.0,,10.0,,-1.0,16105.223,4999.5957,2,-239.53548,490.54,3790083,50,4904.482101734132,4644.663,-1.3944941e+23,16105.222,0.003104583,2.9508471,10.0,19621.4474902153,0.27935752,,6880652.0,0.4189424
[ 0.006  0.826 -2.645 -2.231],4989.647,9.980163,50.0,121,0.16277292,173913220.0,1.0,1.0,12050,4799.7363,477.77618,-28784440000.0,True,977.7049,-248.5197,1869347800.0,,10.0,,-1.0,1.0,4999.627,1,-248.5197,480.08,3814087,50,4799.7360964664895,4789.7563,-26034360.0,1.0,50.0,3414.5576,10.0,19799.544328689575,74.82896,,23993374.0,0.4189424
[ 0.054  0.853 -2.668 -2.214],530.72363,4468.875,8.407992,121,0.001857633,40863896.0,1.0,5.9467225,12100,4988.569,6.240639,-13101528000.0,True,74.24266,-254.09586,55013804.0,,10.0,,-1.0,5.9467225,4999.5986,2,-253.99646,498.96,3839035,50,4988.569160960362,519.69415,-7678865400.0,5.9467225,8.407992,37.102264,10.0,19993.690239191055,2.2023988,,39852760.0,0.4189424
[ 0.045  0.865 -2.66  -2.205],4479.759,519.79474,50.0,122,0.006957775,5.7877297e+18,1.0,1.0,12150,4828.982,17584.195,-4909983000000000.0,True,783.3704,-241.97469,102050890000.0,,10.0,,-1.0,1.0,4999.5537,1,-241.97469,483.04,3863187,50,4828.981866441474,4309.187,-25973662.0,1.0,50.0,119190.3,10.0,20184.065108776093,4084.8274,,23932736.0,0.4189424
[ 0.068  0.957 -2.646 -2.126],4999.551,,8.688876e-05,122,5.6480397e-14,inf,1.0,575448.44,12200,4841.3555,4.269843,-inf,True,757.67487,-248.47646,23460786.0,,10.0,,-1.0,575448.44,4999.551,2,-235.54341,484.28,3887401,50,4841.355762191234,4841.3555,-inf,575448.44,8.688876e-05,27.250008,10.0,20354.631415367126,0.95939094,,23460786.0,0.4189424
[ 0.068  0.957 -2.646 -2.126],4989.6274,9.979838,50.0,123,0.052214626,27150060000.0,1.0,1.0,12250,4803.5684,8.285239,-336448420000.0,True,840.9518,-240.6337,160274380.0,,10.0,,-1.0,1.0,4999.6074,1,-240.6337,480.5,3911426,50,4803.568227167735,4793.5884,-25822440.0,1.0,50.0,35.948677,10.0,20526.576172351837,6.629506,,23781468.0,0.4189424
[-0.04   0.926 -2.682 -2.085],4999.555,,2.4461802e-35,123,,inf,1.0,2.0440032e+36,12300,4794.6973,3.4310694,-inf,True,977.3052,-275.09415,35302196.0,,10.0,,-1.0,2.0440032e+36,4999.555,2,-246.17812,479.6,3935406,50,4794.697448173623,4794.6973,-inf,2.0440032e+36,2.4461802e-35,14.949097,10.0,20712.810907125473,1.4612323,,35302196.0,0.4189424
[-0.04   0.926 -2.682 -2.085],0.82373047,4998.715,50.0,124,0.13414693,218206650000000.0,1.0,1.0,12350,4999.252,5851.1616,-30168503000000.0,True,0.19422126,-236.25952,21216637000.0,,10.0,,-1.0,1.0,4999.5386,1,-236.25952,500.0,3960406,50,4999.252203155552,0.53733397,-27033440.0,1.0,50.0,41806.543,10.0,20896.257137298584,848.83325,,24992522.0,0.4189424
[ 0.005  0.957 -2.679 -2.055],4769.856,229.83072,1.3615698,124,0.0018274385,1233971200000000.0,1.0,36.72232,12400,4903.806,8.970753,-71695646000000.0,True,667.7109,-251.61522,46507270.0,,10.0,,-1.0,36.72232,4999.6865,2,-249.21852,490.48,3984930,50,4903.80625162037,4673.9756,-427837800000000.0,36.72232,1.3615698,63.391037,10.0,21065.226573228836,1.868351,,88700296.0,0.4189424
[ 0.01   0.921 -2.68  -2.084],4999.549,,50.0,125,0.2639708,2.8579346e+22,1.0,1.0,12450,4804.017,2753174.5,-3.4502833e+17,True,956.43695,-235.00446,10049804000000.0,,10.0,,-1.0,1.0,4999.549,1,-235.00446,480.52,4008956,50,4804.017405329566,4804.017,-26034278.0,1.0,50.0,19672028.0,10.0,21224.913103103638,402133.56,,23993354.0,0.4189424
[ 0.11   0.993 -2.66  -2.088],2290.415,2709.165,0.30099615,125,1.7863283e-07,120877160.0,1.0,166.11508,12500,4874.5776,8.8505745,-22476090000.0,True,464.9819,-242.82698,37604156.0,,10.0,,-1.0,166.11508,4999.58,2,-241.7403,487.66,4033339,50,4874.578122526494,2165.413,-590075300000000.0,166.11508,0.30099615,63.317566,10.0,21375.8959608078,1.5120627,,32261836.0,0.4189424
[-0.003  0.972 -2.678 -2.079],4989.573,9.980289,50.0,126,0.39330631,3.5665507e+18,1.0,1.0,12550,4799.63,5.8300495,-3854260400000000.0,True,977.683,-251.14998,104965130.0,,10.0,,-1.0,1.0,4999.5537,1,-251.14998,480.08,4057343,50,4799.629819915338,4789.649,-26033238.0,1.0,50.0,35.767025,10.0,21521.68521475792,4.2426243,,23992310.0,0.4189424
[-0.065  0.963 -2.679 -2.079],1579.9949,3419.6536,8.256862e-08,126,8.7431376e-17,inf,1.0,605556900.0,12600,4879.8823,24.608086,-inf,True,327.38657,-234.8814,151173570.0,,10.0,,-1.0,605556900.0,4999.6484,2,-232.78241,488.24,4081755,50,4879.88193483233,1460.2286,-inf,605556900.0,8.256862e-08,171.15125,10.0,21670.839653253555,6.049535,,151173570.0,0.4189424
[-0.065  0.963 -2.679 -2.079],750.49854,4249.043,50.0,127,0.05446722,2.1926671e+36,1.0,1.0,12650,4964.4536,20630544.0,-3.0220462e+24,True,137.30206,-249.78813,74949444000000.0,,10.0,,-1.0,1.0,4999.5415,1,-249.78813,496.64,4106587,50,4964.453263136613,715.41034,-26705564.0,1.0,50.0,146699090.0,10.0,21779.81576704979,3688965.8,,24664646.0,0.4189424
[ 1.013e-03  8.824e-01 -2.662e+00 -2.146e+00],4989.5796,9.9807205,0.00015239899,127,4.9776233e-10,inf,1.0,328086.16,12700,4896.476,40.34091,-inf,True,698.3872,-273.28995,150622030.0,,10.0,,-1.0,328086.16,4999.5605,2,-262.5795,489.76,4131075,50,4896.4765711958535,4886.4956,-inf,328086.16,0.00015239899,288.33517,10.0,21928.73219347,6.0467644,,150622030.0,0.4189424
[ 1.013e-03  8.824e-01 -2.662e+00 -2.146e+00],4789.829,209.78857,50.0,128,0.054772254,2047257600.0,1.0,1.0,12750,4734.1196,2421.4053,-101095600000.0,True,1055.832,-239.44783,8750427000.0,,10.0,,-1.0,1.0,4999.6177,1,-239.44783,473.54,4154752,50,4734.119715704246,4524.331,-25567648.0,1.0,50.0,17299.854,10.0,22067.46247625351,350.1694,,23526670.0,0.4189424
[ 0.048  0.867 -2.677 -2.181],4999.541,,11.534934,128,1.0393811,2.4754576e+33,1.0,4.3346586,12800,4704.459,27554402000.0,-1.0154132e+23,True,1166.9873,-249.05315,9.859492e+16,,10.0,,-1.0,4.3346586,4999.541,2,-247.55879,470.58,4178281,50,4704.459032574508,4704.459,-1469311700.0,4.3346586,11.534934,196825780000.0,10.0,22197.204032421112,3945152300.0,,30350420.0,0.4189424
[-0.167  0.964 -2.682 -2.099],4999.4526,,50.0,129,0.12427404,3216800000000000.0,1.0,1.0,12850,3339.5515,9928.294,-115762670000000.0,True,1108.9199,-230.24149,15259173000.0,,10.0,,-1.0,1.0,4999.4526,1,-230.24149,334.92,4195027,50,3339.5514235241253,3339.5515,-14423137.0,1.0,50.0,69575.08,10.0,22290.675342798233,2381.2927,,12382307.0,0.4189424
[-0.107  0.979 -2.682 -2.097],2189.907,2809.6174,4.5393995e-06,129,5.0890488e-14,inf,1.0,11014673.0,12900,4458.3667,0.41623312,-inf,True,657.8066,-248.0746,2477060.0,,10.0,,-1.0,11014673.0,4999.5244,2,-247.388,446.38,4217346,50,4458.366975296975,1648.7496,-inf,11014673.0,4.5393995e-06,2.8888314,10.0,22411.674867391586,0.107285984,,2477060.0,0.4189424
[-0.107  0.979 -2.682 -2.097],4779.7617,219.84302,50.0,130,0.20051984,125985825000.0,1.0,1.0,12950,4497.397,1057.9847,-728666200000.0,True,827.2647,-245.211,4252625700.0,,10.0,,-1.0,1.0,4999.605,1,-245.211,450.28,4239860,50,4497.396829463347,4277.5537,-22951910.0,1.0,50.0,6971.878,10.0,22532.318542718887,307.9422,,20910946.0,0.4189424
[-0.062  0.98  -2.683 -2.053],4989.5386,9.979848,0.004124445,130,1.571045e-06,2.547298e+32,1.0,12122.844,13000,4761.881,23419.393,-3.2572462e+22,True,981.7687,-237.87976,61568410000.0,,10.0,,-1.0,12122.844,4999.5186,2,-236.24176,476.38,4263679,50,4761.880869965547,4751.901,-3.2572462e+22,12122.844,0.004124445,167281.83,10.0,22626.373171806335,3346.0962,,61568410000.0,0.4189424
[-0.062  0.98  -2.683 -2.053],4999.531,,50.0,131,0.20751736,3.121865e+31,1.0,1.0,13050,4807.8804,5320998.0,-1.1403021e+22,True,782.47595,-236.73907,6722018000000.0,,10.0,,-1.0,1.0,4999.531,1,-236.73907,480.96,4287727,50,4807.880440676967,4807.8804,-25768892.0,1.0,50.0,37974412.0,10.0,22731.4053003788,822770.6,,23727984.0,0.4189424
[-1.729e-03  9.840e-01 -2.683e+00 -2.068e+00],4999.571,,1.910667,131,0.006064791,3700758600000000.0,1.0,26.168873,13100,4799.4424,15.436909,-124155370000000.0,True,978.664,-231.49141,80954610.0,,10.0,,-1.0,26.168873,4999.571,2,-229.9377,480.06,4311730,50,4799.442212110076,4799.4424,-136196930000000.0,26.168873,1.910667,109.402954,10.0,22841.53554058075,3.2756915,,152159540.0,0.4189424
[-2.511e-03  9.960e-01 -2.682e+00 -2.058e+00],4749.7764,249.82872,50.0,132,0.1395546,242072530.0,1.0,1.0,13150,4902.954,4495.187,-47864373000.0,True,664.7872,-268.7646,16110370000.0,,10.0,,-1.0,1.0,4999.605,1,-268.7646,490.42,4336251,50,4902.953941353112,4653.1255,-26521870.0,1.0,50.0,32110.975,10.0,22928.778341770172,644.6751,,24480900.0,0.4189424
[ 0.051  0.984 -2.673 -2.087],4809.661,189.8545,16.477257,132,1.1086422,7.517032e+22,1.0,3.0344856,13200,4739.967,8556897.0,-5.5957734e+17,True,1033.7012,-266.84662,34393210000000.0,,10.0,,-1.0,3.0344856,4999.5156,2,-264.96735,474.14,4359958,50,4739.967132938232,4550.1123,-450751780.0,3.0344856,16.477257,61037684.0,10.0,23036.091588497162,1376403.4,,49528860.0,0.4189424
[-0.169  1.068 -2.679 -2.004],2310.1086,2689.4558,50.0,133,0.85162073,3.711341e+19,1.0,1.0,13250,3872.615,53467.15,-1.2433393e+16,True,787.9822,-247.94153,159419740000.0,,10.0,,-1.0,1.0,4999.5645,1,-247.94153,388.16,4379366,50,3872.615067902514,1183.1592,-17658990.0,1.0,50.0,339003.16,10.0,23113.89971804619,14208.94,,15618063.0,0.4189424
[-0.111  0.995 -2.679 -2.087],2360.004,2639.5781,2.1284407e-06,133,3.109924e-14,inf,1.0,23491376.0,13300,4728.3486,1319.9751,-inf,True,507.8553,-238.992,4714689500.0,,10.0,,-1.0,23491376.0,4999.582,2,-238.68527,473.26,4403029,50,4728.348366712612,2088.7703,-inf,23491376.0,2.1284407e-06,9428.472,10.0,23232.066757440567,188.64664,,4714689500.0,0.4189424
[-0.111  0.995 -2.679 -2.087],4769.7227,229.79872,50.0,134,1.1295233,6.465706e+22,1.0,1.0,13350,4393.211,2711724.8,-5.1895062e+17,True,836.2232,-238.23672,8118571400000.0,,10.0,,-1.0,1.0,4999.5215,1,-238.23672,439.94,4425026,50,4393.21094155872,4163.412,-22040470.0,1.0,50.0,19376500.0,10.0,23332.309036016464,397141.88,,19999574.0,0.4189424
[-0.17   0.979 -2.683 -2.1  ],4989.566,9.980093,0.0017193991,134,9.695811e-08,3.7989433e+30,1.0,29079.926,13400,3582.3245,18.167374,-3.9778365e+21,True,969.3544,-230.80582,112327630.0,,10.0,,-1.0,29079.926,4999.546,2,-228.58331,359.14,4442983,50,3582.324446695842,3572.3445,-3.9778365e+21,29079.926,0.0017193991,90.165596,10.0,23422.742602348328,4.535926,,112327630.0,0.4189424
[-0.17   0.979 -2.683 -2.1  ],3209.8457,1789.7286,50.0,135,0.02682125,4.4035905e+16,1.0,1.0,13450,3359.5957,10520.159,-428300300000000.0,True,900.1576,-224.72261,24170359000.0,,10.0,,-1.0,1.0,4999.574,1,-224.72261,336.86,4459826,50,3359.595447111416,1569.8671,-14138094.0,1.0,50.0,67072.23,10.0,23518.920548915863,3085.8516,,12097165.0,0.4189424
[-0.108  0.981 -2.688 -2.108],4989.553,9.981774,7.679159e-06,135,1.6862043e-15,inf,1.0,6511128.5,13500,4392.8076,20.8154,-inf,True,950.44604,-245.23012,56676376.0,,10.0,,-1.0,6511128.5,4999.535,2,-240.33699,439.88,4481820,50,4392.8076259186955,4382.826,-inf,6511129.0,7.67916e-06,148.80772,10.0,23628.41950416565,3.1818256,,56676376.0,0.4189424
[-0.108  0.981 -2.688 -2.108],4270.179,729.41595,50.0,136,0.021119162,3.157984e+16,1.0,1.0,13550,4443.373,3859.295,-362704200000000.0,True,826.3746,-231.99724,19673926000.0,,10.0,,-1.0,1.0,4999.595,1,-231.99724,444.88,4504064,50,4443.372774934019,3713.9568,-22467414.0,1.0,50.0,26431.506,10.0,23736.721936941147,882.55884,,20426456.0,0.4189424
[-0.162  0.976 -2.688 -2.141],3249.8633,1749.7832,0.012977296,136,2.0904838e-09,5.5383813e+25,1.0,3852.8828,13600,3547.9287,74.594536,-1.5188833e+19,True,860.9259,-231.20474,139428670.0,,10.0,,-1.0,3852.8828,4999.6465,2,-232.30688,355.76,4521852,50,3547.928779039992,1798.1455,-1.5188833e+19,3852.8828,0.012977296,533.21814,10.0,23816.282381534576,11.295667,,139428670.0,0.4189424
[-0.162  0.976 -2.688 -2.141],2920.082,2079.4424,50.0,137,0.14709572,155062700000.0,1.0,1.0,13650,3763.5156,810.9474,-807382400000.0,True,916.0443,-223.96846,3735230700.0,,10.0,,-1.0,1.0,4999.5244,1,-223.96846,377.22,4540713,50,3763.515668182763,1684.0732,-17044078.0,1.0,50.0,4994.375,10.0,23927.250295639038,332.68008,,15003186.0,0.4189424
[-0.107  0.969 -2.69  -2.171],2929.9905,2069.6492,0.0011852756,137,1.2609196e-09,1.0902616e+33,1.0,42184.28,13700,4313.218,6.538255,-6.7390257e+22,True,798.9483,-267.06012,22175292.0,,10.0,,-1.0,42184.28,4999.6396,2,-264.445,431.96,4562311,50,4313.2176476833365,2243.5684,-6.7390257e+22,42184.28,0.0011852756,46.741623,10.0,24050.063668251038,1.0244046,,22175292.0,0.4189424
[-0.107  0.969 -2.69  -2.171],4999.67,,50.0,138,0.13378307,1.8612232e+23,1.0,1.0,13750,4358.446,1365318.2,-8.8051654e+17,True,909.0637,-231.80742,2488175400000.0,,10.0,,-1.0,1.0,4999.67,1,-231.80742,436.48,4584135,50,4358.445653742788,4358.446,-21863462.0,1.0,50.0,9757994.0,10.0,24188.767022371292,201270.72,,19822446.0,0.4189424
[-0.046  0.979 -2.691 -2.181],4989.609,9.980133,3.410835e-06,138,1.9140606e-08,inf,1.0,14659167.0,13800,4894.692,1.2448426,-inf,True,698.3516,-244.28142,10298946.0,,10.0,,-1.0,14659167.0,4999.589,2,-241.53514,489.6,4608615,50,4894.691672791227,4884.7114,-inf,14659167.0,3.410835e-06,6.6105833,10.0,24343.376631498337,0.4329333,,10298946.0,0.4189424
[-0.046  0.979 -2.691 -2.181],290.2046,4709.362,50.0,139,0.040705767,297137060.0,1.0,1.0,13850,4993.473,3.9683497,-35266550000.0,True,40.58807,-242.70834,86420910.0,,10.0,,-1.0,1.0,4999.5664,1,-242.70834,499.44,4633587,50,4993.473078658906,284.11124,-26977356.0,1.0,50.0,24.809898,10.0,24494.102628707886,3.4587023,,24936418.0,0.4189424
[-0.081  0.967 -2.678 -2.132],1290.176,3709.4236,0.61281705,139,8.938139e-06,638191500000000.0,1.0,81.590416,13900,4903.718,3.511272,-51558560000000.0,True,272.44388,-237.4625,54974150.0,,10.0,,-1.0,81.590416,4999.5996,2,-233.79436,490.6,4658117,50,4903.717730043287,1194.2942,-153521400000000.0,81.590416,0.61281705,17.011555,10.0,24663.26108813286,2.199657,,74183610.0,0.4189424
