InitialBound,InitialReturnMax,MinTargetPdf,ESSRenyiArithmetic,StdIW,Inner Iteration,Weights,LearnableVariance,ReturnStepMaxmin,WReturnMean,InitialReturnMean,MaxIW,VarianceInitializer,EpThisIter,OptimizationReturnMax,Iteration,InitialReturnStd,EmpiricalD2Harmonic,ESSRenyiHarmonic,TimeElapsed,ReturnStepMax,StdWReturnMean,DivergenceHarmonic,ReturnMeanIW,MinBehavPdf,OptimizationReturnMin,MeanD2-0,EpRewMean,TimestepsSoFar,Bound,EpisodesSoFar,Epsilon,MinIW,EmpiricalD2Arithmetic,EpLenMean,Penalization,MeanIW,OptimizationReturnMean,InitialReturnMin,MeanEntropy
-12104388.0,4999.4023,-226.2196,50.0,23712.246,1,[-0.07   0.531 -1.731 -1.986],,10.0,10063605.0,2857.0884,158311.61,-1.0,50,4969.4585,65,1378.6407,1.0,50.0,679.7787230014801,10.0,,4.7215564e+18,22729302000.0,-226.2196,,1.0,2857.088491350624,1012813,-4434405300000000.0,6450,1e-07,0.07639731,1.0,286.68,True,5432.09,2827.145,29.943684,0.4189424
-inf,4999.5195,-257.07635,4.2760133e-09,0.3701965,2,[-0.01   0.547 -1.73  -1.992],,10.0,2991917.0,4272.4873,2.2430372,-1.0,50,4739.7666,65,1310.3473,11693135000.0,4.2760133e-09,697.0734968185425,10.0,,inf,2991917.0,-252.78601,,11693135000.0,4272.487509763813,1034196,-inf,6500,1e-07,4.577896e-09,11693135000.0,427.66,True,0.12882626,4012.7346,259.7528,0.4189424
-19333856.0,4999.3184,-233.32568,50.0,32129.988,1,[-0.01   0.547 -1.73  -1.992],,10.0,17293132.0,3868.0613,229605.11,-1.0,50,4999.3184,66,1526.8381,1.0,50.0,712.6480793952942,10.0,,8.062606e+30,123601650000.0,-233.32568,,1.0,3868.061307877076,1053567,-5.794469e+21,6550,1e-07,0.1433532,1.0,387.42,True,4954.2383,3868.0613,,0.4189424
-inf,4999.4067,-218.12407,8.096335e-05,12.08738,2,[-0.07   0.546 -1.739 -2.007],,10.0,12084044.0,3042.5532,81.13468,-1.0,50,4369.7036,66,1037.3079,617563.4,8.096335e-05,725.3942153453827,10.0,,inf,12084044.0,-216.31201,,617563.4,3042.5531363427754,1068830,-inf,6600,1e-07,4.821371e-09,617563.4,305.26,True,2.6817412,2412.85,629.7031,0.4189424
-14908525.0,4999.5645,-234.33366,50.0,2828.7402,1,[-0.07   0.546 -1.739 -2.007],,10.0,12867605.0,3412.265,19438.88,-1.0,50,4449.953,67,1106.3695,1.0,50.0,739.2224044799805,10.0,,1105062700000000.0,4875379700.0,-234.33366,,1.0,3412.264976384286,1085936,-67848987000000.0,6650,1e-07,0.031942524,1.0,342.12,True,859.03925,2862.6538,549.6114,0.4189424
-inf,4999.3022,-261.43164,1.590197e-05,0.21911658,2,[-0.023  0.588 -1.743 -2.007],,10.0,1217374.1,3991.765,1.1855378,-1.0,50,4999.3022,67,1587.3829,3144264.8,1.590197e-05,755.3474702835083,10.0,,inf,1217374.1,-258.0147,,3144264.8,3991.7651356953365,1105919,-inf,6700,1e-07,3.8305696e-08,3144264.8,399.66,True,0.082923725,3991.765,,0.4189424
-17833502.0,4999.292,-234.21533,50.0,1665.5773,1,[-0.023  0.588 -1.743 -2.007],,10.0,15792803.0,3594.2385,11916.887,-1.0,50,4689.595,68,1695.3634,1.0,50.0,767.7526741027832,10.0,,4.419202e+17,6428381700.0,-234.21533,,1.0,3594.237934878892,1123921,-1356579900000000.0,6750,1e-07,0.36972523,1.0,360.04,True,262.57007,3284.5413,309.6966,0.4189424
-5.3598253e+22,4999.048,-239.84708,0.002617526,12.127164,2,[-0.067  0.548 -1.761 -2.001],,10.0,59479496.0,3319.2246,85.03686,-1.0,50,4979.084,68,1336.2064,19102.006,0.002617526,781.2006001472473,10.0,,6.899909e+32,59479496.0,-238.14261,,19102.006,3319.2246171878314,1140562,-5.3598253e+22,6800,1e-07,2.1546718e-09,19102.006,332.82,True,2.5736523,3299.261,19.96378,0.4189424
-16951718.0,4999.3955,-229.97923,50.0,20736.924,1,[-0.067  0.548 -1.761 -2.001],,10.0,14910934.0,3615.8127,135870.56,-1.0,50,4949.477,69,1355.2974,1.0,50.0,794.0758626461029,10.0,,3.0768549e+25,48900820000.0,-229.97923,,1.0,3615.812874136619,1158680,-1.1319908e+19,6850,1e-07,0.08485105,1.0,362.36,True,5965.6704,3565.8948,49.918427,0.4189424
-inf,4999.3555,-253.10553,1.09079495e-10,0.18326859,2,[-0.007  0.563 -1.762 -1.996],,10.0,1239192.0,3956.11,0.7604117,-1.0,50,4729.545,69,1627.893,458381260000.0,1.090795e-10,807.4604856967926,10.0,,inf,1239192.0,-244.00085,,458381300000.0,3956.1098399831594,1178483,-inf,6900,1e-07,1.2353202e-08,458381300000.0,396.06,True,0.09052376,3686.2998,269.81064,0.4189424
-21101182.0,4999.619,-235.42877,50.0,612.6297,1,[-0.007  0.563 -1.762 -1.996],,10.0,19060210.0,4094.281,4385.985,-1.0,50,4709.8223,70,1515.6097,1.0,50.0,823.4598174095154,10.0,,10988694000000.0,2495761000.0,-235.42877,,1.0,4094.2809532628075,1198978,-6768016500000.0,6950,1e-07,0.16363956,1.0,409.9,True,102.84138,3804.4841,289.79678,0.4189424
-4.5140158e+17,4999.2793,-242.3328,0.04974862,4.965256,2,[-0.046  0.599 -1.79  -1.978],,10.0,35898800.0,3931.3557,25.684305,-1.0,50,4449.549,70,1428.8037,1005.053,0.049748622,839.9301228523254,10.0,,4.8931416e+22,35898800.0,-240.66093,,1005.05304,3931.355638813598,1218672,-4.5140158e+17,7000,1e-07,1.8775485e-07,1005.05304,393.88,True,1.875307,3381.6252,549.7306,0.4189424
-16752094.0,4999.4287,-239.65056,50.0,16729.043,1,[-0.046  0.599 -1.79  -1.978],,10.0,14711283.0,3518.4934,115385.77,-1.0,50,4989.448,71,1526.9202,1.0,50.0,854.5082905292511,10.0,,7.33016e+22,46976156000.0,-239.65056,,1.0,3518.49374129128,1236300,-5.5252493e+17,7050,1e-07,0.18190801,1.0,352.56,True,3872.8271,3508.5134,9.980242,0.4189424
-9.0544735e+22,4999.3105,-229.04318,0.0036598307,0.24841192,2,[ 0.007  0.583 -1.798 -2.005],,10.0,2240122.0,3428.9363,1.320345,-1.0,50,4959.3765,71,1869.3752,13661.834,0.0036598307,866.5879917144775,10.0,,1.9686897e+33,2240122.0,-227.63292,,13661.834,3428.936132950129,1253476,-9.0544735e+22,7100,1e-07,0.0010395285,13661.834,343.52,True,0.17810018,3389.002,39.934032,0.4189424
-19130690.0,4999.215,-231.5816,50.0,50.75955,1,[ 0.007  0.583 -1.798 -2.005],,10.0,17090052.0,3810.4963,364.15625,-1.0,50,4959.2876,72,1603.1753,1.0,50.0,881.1316323280334,10.0,,1.4900876e+19,317155200.0,-231.5816,,1.0,3810.4962215376127,1272556,-7877056000000000.0,7150,1e-07,0.068242185,1.0,381.6,True,16.201117,3770.5688,39.9272,0.4189424
-inf,4999.6284,-234.36942,9.660788e-07,9.786561,2,[-0.048  0.554 -1.804 -2.009],,10.0,23657646.0,3848.5393,52.579884,-1.0,50,4999.6284,72,1536.6904,51755612.0,9.660788e-07,896.8596048355103,10.0,,inf,23657646.0,-234.83888,,51755612.0,3848.5395015126705,1291834,-inf,7200,1e-07,2.2957523e-11,51755612.0,385.56,True,3.1840057,3848.5393,,0.4189424
-18873588.0,4999.3584,-225.59578,50.0,141220.98,1,[-0.048  0.554 -1.804 -2.009],,10.0,16832830.0,3924.559,999400.56,-1.0,50,4699.516,73,1196.1053,1.0,50.0,910.6314845085144,10.0,,1.13223095e+17,586544600000.0,-225.59578,,1.0,3924.5589282025903,1311495,-687260270000000.0,7250,1e-07,0.00778212,1.0,393.22,True,24796.508,3624.7166,299.84222,0.4189424
-inf,4999.381,-259.8973,1.8636195e-09,16.102406,2,[-0.005  0.476 -1.877 -2.058],,10.0,19594670.0,4301.111,111.441635,-1.0,50,4979.417,73,1303.0527,26829510000.0,1.8636195e-09,928.3485786914825,10.0,,inf,19594670.0,-247.64386,,26829510000.0,4301.111077038141,1333022,-inf,7300,1e-07,7.903295e-15,26829510000.0,430.54,True,3.1368365,4281.1475,19.963715,0.4189424
-22632600.0,4999.453,-238.17111,50.0,2105.9104,1,[-0.005  0.476 -1.877 -2.058],,10.0,20591764.0,4307.929,14878.857,-1.0,50,4979.4917,74,1426.0123,1.0,50.0,944.2269794940948,10.0,,2.5709566e+19,10468392000.0,-238.17111,,1.0,4307.929245424884,1354580,-1.0347781e+16,7350,1e-07,0.080708876,1.0,431.16,True,420.36554,4287.968,19.961567,0.4189424
-3.479413e+22,4999.544,-240.31009,0.001537588,24.421875,2,[-0.048  0.437 -1.881 -2.082],,10.0,133982580.0,3341.172,149.08499,-1.0,50,3890.1501,74,1133.5574,32518.465,0.001537588,955.9767329692841,10.0,,2.9065762e+32,133982580.0,-237.63773,,32518.465,3341.1722323426457,1371333,-3.479413e+22,7400,1e-07,2.2810985e-08,32518.465,335.06,True,5.902475,2231.7783,1109.3938,0.4189424
-15726634.0,4999.5713,-227.6904,50.0,17244.207,1,[-0.048  0.437 -1.881 -2.082],,10.0,13685709.0,3424.1663,91305.52,-1.0,50,4969.622,75,1400.2838,1.0,50.0,969.7705521583557,10.0,,2.3537817e+25,52182080000.0,-227.6904,,1.0,3424.166196689323,1388492,-9.901546e+18,7450,1e-07,0.1326043,1.0,343.18,True,5616.2314,3394.2168,29.949345,0.4189424
-inf,4999.4346,-245.38724,1.891169e-06,1.2154813,2,[ 0.013  0.45  -1.883 -2.084],,10.0,5135290.0,3934.374,8.610782,-1.0,50,4969.4917,75,1707.3696,26438674.0,1.891169e-06,984.9661076068878,10.0,,inf,5135290.0,-243.70973,,26438674.0,3934.374067906473,1408187,-inf,7500,1e-07,3.4210216e-06,26438674.0,393.9,True,0.25140533,3904.4312,29.942886,0.4189424
-24299518.0,4999.4834,-249.15578,50.0,211.1924,1,[ 0.013  0.45  -1.883 -2.084],,10.0,22258652.0,4580.591,1501.3463,-1.0,50,4689.67,76,1129.9728,1.0,50.0,1002.606410741806,10.0,,4.8888764e+26,1497542400.0,-249.15578,,1.0,4580.591082960337,1431104,-4.5124164e+19,7550,1e-07,0.03361778,1.0,458.34,True,65.18427,4270.7773,309.81326,0.4189424
-inf,4999.343,-242.96016,1.9096941e-08,4.8164206,2,[-0.048  0.438 -1.888 -2.089],,10.0,38859550.0,3200.7515,27.680819,-1.0,50,4969.3965,76,1293.6447,2618220300.0,1.9096941e-08,1014.8746752738953,10.0,,inf,38859550.0,-242.06859,,2618220300.0,3200.751727531434,1447151,-inf,7600,1e-07,3.1581815e-10,2618220300.0,320.94,True,1.5777241,3170.8057,29.94612,0.4189424
-13827574.0,4999.4775,-256.44818,50.0,11406.687,1,[-0.048  0.438 -1.888 -2.089],,10.0,11786728.0,3132.1677,63375.906,-1.0,50,4979.5156,77,1405.7921,1.0,50.0,1026.7587716579437,10.0,,2.2076858e+21,41468110000.0,-256.44818,,1.0,3132.1679938751286,1462858,-9.588981e+16,7650,1e-07,0.0787593,1.0,314.14,True,5000.964,3112.206,19.9621,0.4189424
-inf,4999.404,-242.75565,1.7172455e-06,0.09122123,2,[ 0.012  0.449 -1.889 -2.104],,10.0,841786.2,4510.6016,0.51642376,-1.0,50,4689.655,77,1180.4094,29116396.0,1.7172455e-06,1042.9047996997833,10.0,,inf,841786.2,-239.08154,,29116396.0,4510.601665952126,1485427,-inf,7700,1e-07,7.846132e-07,29116396.0,451.38,True,0.038713947,4200.853,309.74884,0.4189424
-23141372.0,4999.544,-264.47406,50.0,99.12664,1,[ 0.012  0.449 -1.889 -2.104],,10.0,21100460.0,4381.5205,655.8295,-1.0,50,4949.6343,78,1379.3984,1.0,50.0,1058.9781720638275,10.0,,6.7226658e+16,893480260.0,-264.47406,,1.0,4381.520355093858,1507350,-529159570000000.0,7750,1e-07,0.016336069,1.0,438.46,True,36.03522,4331.611,49.909737,0.4189424
-239986130000000.0,4999.3096,-247.05345,0.5536546,59.641735,2,[ 0.057  0.407 -1.896 -2.109],,10.0,171350400.0,3684.8174,425.32623,-1.0,50,4679.5117,78,1736.6891,90.30901,0.5536546,1072.7356288433075,10.0,,2.9845776e+17,259139470.0,-244.59042,,90.30901,3684.817374771316,1525805,-1114848700000000.0,7800,1e-07,7.5051574e-08,90.30901,369.1,True,11.273399,3365.0193,319.79797,0.4189424
-21465692.0,4999.416,-239.409,50.0,252.21207,1,[ 0.023  0.39  -1.899 -2.121],,10.0,19424888.0,4092.2156,1333.6144,-1.0,50,4659.5186,79,1636.6608,1.0,50.0,1090.345799446106,10.0,,75383610000.0,1795929100.0,-239.409,,1.0,4092.2156975532985,1546287,-562109800000.0,7850,1e-07,0.08806972,1.0,409.64,True,75.90425,3752.3184,339.8976,0.4189424
-1.1300519e+16,4999.3833,-237.03572,0.11312031,4.2738404,2,[ 0.029  0.329 -1.901 -2.131],,10.0,30987032.0,3880.7476,21.252138,-1.0,50,4979.421,79,1578.7753,442.00726,0.11312031,1106.4781391620636,10.0,,3.0663537e+19,30987032.0,-233.7818,,442.00726,3880.747245521151,1565716,-1.1300519e+16,7900,1e-07,5.4282445e-08,442.00726,388.58,True,1.3638262,3860.785,19.962242,0.4189424
-20664644.0,4999.4443,-249.26996,50.0,166.44438,1,[ 0.029  0.329 -1.901 -2.131],,10.0,18623818.0,4046.2966,900.8279,-1.0,50,4439.782,80,1500.4342,1.0,50.0,1124.2645251750946,10.0,,7.287753e+34,1312114700.0,-249.26996,,1.0,4046.2966058704055,1585970,-5.509278e+23,7950,1e-07,0.14328758,1.0,405.08,True,66.72653,3486.6343,559.66235,0.4189424
-inf,4999.5503,-234.22044,1.153796e-06,4.8740225,2,[-0.03   0.351 -1.904 -2.127],,10.0,4829147.5,2798.9194,34.5001,-1.0,50,4989.571,80,1412.6245,43335216.0,1.153796e-06,1133.7416687011719,10.0,,inf,4829147.5,-231.5733,,43335216.0,2798.919585432323,1600011,-inf,8000,1e-07,2.031553e-09,43335216.0,280.82,True,0.9662541,2788.9404,9.979328,0.4189424
-13595470.0,4999.5,-242.2737,50.0,55800.418,1,[-0.03   0.351 -1.904 -2.127],,10.0,11554607.0,3132.61,310475.03,-1.0,50,4609.8164,81,1319.6062,1.0,50.0,1143.8480188846588,10.0,,1.12375344e+30,106243285000.0,-242.2737,,1.0,3132.6100384219167,1615717,-2.1634309e+21,8050,1e-07,0.07547096,1.0,314.12,True,17802.229,2742.9263,389.68384,0.4189424
-3.6872375e+21,4999.338,-247.40909,0.004269572,5.985384,2,[ 0.029  0.37  -1.904 -2.118],,10.0,26965922.0,4187.2314,42.043655,-1.0,50,4619.59,81,1452.9429,11710.775,0.004269572,1160.686428785324,10.0,,3.2647018e+30,26965922.0,-241.92882,,11710.775,4187.231456867551,1636673,-3.6872375e+21,8100,1e-07,3.156127e-07,11710.775,419.12,True,1.1824116,3807.4834,379.748,0.4189424
-21642076.0,4999.4546,-239.88803,50.0,165.27602,1,[ 0.029  0.37  -1.904 -2.118],,10.0,19601238.0,4131.5166,879.8797,-1.0,50,4989.475,82,1591.1654,1.0,50.0,1176.080302476883,10.0,,18678570000.0,1100356600.0,-239.88803,,1.0,4131.516626031077,1657349,-280015080000.0,8150,1e-07,0.29817253,1.0,413.52,True,64.83588,4121.537,9.979672,0.4189424
-inf,4999.466,-245.82964,7.841336e-06,36.770382,2,[-0.013  0.335 -1.925 -2.139],,10.0,7799221.5,3538.2397,262.85883,-1.0,50,4989.4854,82,1538.5332,6376464.5,7.841336e-06,1189.378655910492,10.0,,inf,7799221.5,-244.26994,,6376464.5,3538.239500908071,1675074,-inf,8200,1e-07,1.1798022e-10,6376464.5,354.5,True,5.5270205,3528.259,9.980485,0.4189424
-17472100.0,4999.4297,-235.80684,50.0,15607008.0,1,[-0.013  0.335 -1.925 -2.139],,10.0,15431288.0,3660.804,111538090.0,-1.0,50,4959.495,83,1424.7108,1.0,50.0,1203.8563523292542,10.0,,1.22359525e+33,31042080000000.0,-235.80684,,1.0,3660.8043364035675,1693411,-7.138619e+22,8250,1e-07,0.055913933,1.0,366.74,True,2658420.8,3620.8696,39.934486,0.4189424
-3.9350542e+17,4999.3945,-242.33794,0.07889075,45.024696,2,[ 0.047  0.349 -1.923 -2.135],,10.0,35499880.0,3864.456,321.6955,-1.0,50,4959.4585,83,1686.5004,633.7879,0.07889075,1220.135669708252,10.0,,3.718117e+22,35499880.0,-241.2323,,633.7879,3864.4561297736777,1712758,-3.9350542e+17,8300,1e-07,6.062096e-07,633.7879,386.94,True,7.0222807,3824.52,39.936028,0.4189424
-17338992.0,4999.452,-242.63797,50.0,206.2218,1,[ 0.047  0.349 -1.923 -2.135],,10.0,15298163.0,3559.5032,1185.4175,-1.0,50,4609.721,84,1621.1414,1.0,50.0,1232.9890654087067,10.0,,19908098000.0,1403478900.0,-242.63797,,1.0,3559.503430323507,1730588,-289351500000.0,8350,1e-07,0.0058832224,1.0,356.6,True,83.53666,3169.7727,389.731,0.4189424
-7.2271483e+22,4999.5107,-250.82362,0.002226105,1.6445156,2,[ 0.004  0.393 -1.932 -2.128],,10.0,3697473.2,4581.197,11.738336,-1.0,50,3800.0825,84,974.6365,22460.756,0.002226105,1249.5243802070618,10.0,,1.25405075e+33,3697473.2,-247.5519,,22460.756,4581.196765747858,1753509,-7.2271483e+22,8400,1e-07,2.4202798e-10,22460.756,458.42,True,0.40641564,3381.7686,1199.4281,0.4189424
-25051338.0,4999.5605,-248.34996,50.0,17759.682,1,[ 0.004  0.393 -1.932 -2.128],,10.0,23010408.0,4690.406,91907.98,-1.0,50,4549.975,85,1005.23846,1.0,50.0,1266.593999862671,10.0,,6.461216e+17,76332790000.0,-248.34996,,1.0,4690.4054963898825,1776971,-1640572400000000.0,8450,1e-07,0.1257121,1.0,469.24,True,4965.272,4240.82,449.5853,0.4189424
-3.987043e+16,4999.46,-232.261,0.20738691,10110.418,2,[ 0.05   0.425 -1.948 -2.105],,10.0,36099396000.0,4005.27,72217.59,-1.0,50,4659.754,85,1527.4666,241.09526,0.20738691,1279.7827475070953,10.0,,3.8168042e+20,36099396000.0,-231.69025,,241.09526,4005.2698835412534,1797022,-3.987043e+16,8500,1e-07,3.5384488e-05,241.09526,401.02,True,1444.6659,3665.5637,339.70624,0.4189424
-20503442.0,4999.424,-227.72917,50.0,1076026.1,1,[ 0.05   0.425 -1.948 -2.105],,10.0,18462630.0,4006.205,7687706.5,-1.0,50,4619.6934,86,1553.3687,1.0,50.0,1294.2983689308167,10.0,,1.6145761e+25,4130908100000.0,-227.72917,,1.0,4006.2047126797383,1817076,-8.200187e+18,8550,1e-07,0.13338865,1.0,401.08,True,165465.55,3626.4746,379.73022,0.4189424
-inf,4999.468,-250.6706,9.5271595e-09,5.8877583,2,[ 0.086  0.349 -1.983 -2.191],,10.0,6251619.5,3372.0164,42.006462,-1.0,50,4599.7334,86,1661.7062,5248154000.0,9.5271595e-09,1307.9158215522766,10.0,,inf,6251619.5,-237.20856,,5248154000.0,3372.016421939863,1833974,-inf,8600,1e-07,1.2612525e-15,5248154000.0,337.96,True,0.93932396,2972.2822,399.73438,0.4189424
-14802788.0,4999.409,-230.80092,50.0,29.129128,1,[ 0.086  0.349 -1.983 -2.191],,10.0,12761998.0,3098.2393,130.20102,-1.0,50,4669.7017,87,1778.4569,1.0,50.0,1318.428073644638,10.0,,2714580000.0,176971900.0,-230.80092,,1.0,3098.239669706808,1849508,-106503860000.0,8650,1e-07,0.24666622,1.0,310.68,True,16.418896,2768.5322,329.70752,0.4189424
-inf,4999.3667,-245.1554,0.0002006524,154.8446,2,[ 0.031  0.374 -1.998 -2.192],,10.0,125605500.0,4304.964,1101.463,-1.0,50,4989.387,87,1499.7688,249187.14,0.00020065242,1336.9897909164429,10.0,,inf,125605500.0,-235.31671,,249187.16,4304.963933150023,1871051,-inf,8700,1e-07,5.662191e-14,249187.16,430.86,True,28.029377,4294.9844,9.97963,0.4189424
-24861584.0,4999.577,-251.70042,50.0,221.00606,1,[ 0.031  0.374 -1.998 -2.192],,10.0,22820644.0,4660.3237,1569.7045,-1.0,50,4559.945,88,1049.7755,1.0,50.0,1354.046513557434,10.0,,13647426000.0,1269002800.0,-251.70042,,1.0,4660.323545626013,1894365,-239690990000.0,8750,1e-07,0.053198993,1.0,466.28,True,51.966568,4220.6914,439.63235,0.4189424
-9.832326e+17,4999.5083,-244.05905,0.087672174,60.534267,2,[ 0.013  0.431 -2.004 -2.177],,10.0,258730500.0,4788.445,432.39346,-1.0,50,4190.076,88,769.20667,570.3064,0.087672174,1373.4561653137207,10.0,,2.3211037e+23,258730500.0,-242.72844,,570.3064,4788.4447792744995,1918318,-9.832326e+17,8800,1e-07,6.6280872e-06,570.3064,479.06,True,10.569741,3979.0132,809.4319,0.4189424
-24910696.0,4999.4756,-272.00644,50.0,2285.505,1,[ 0.013  0.431 -2.004 -2.177],,10.0,22869838.0,4703.0835,16342.226,-1.0,50,4049.8313,89,866.5115,1.0,50.0,1390.1979310512543,10.0,,2819095300.0,8853245000.0,-272.00644,,1.0,4703.083676995504,1941845,-117210540000.0,8850,1e-07,0.29969603,1.0,470.54,True,354.84225,3753.4395,949.64435,0.4189424
-7.5344694e+18,4999.532,-250.30396,0.03550347,34.383133,2,[-0.021  0.482 -2.014 -2.168],,10.0,179786580.0,4551.344,243.15106,-1.0,50,3520.4077,89,822.63617,1408.3131,0.03550347,1409.1483011245728,10.0,,1.3629476e+25,179786580.0,-249.99988,,1408.3131,4551.344218512077,1964621,-7.5344694e+18,8900,1e-07,5.0337894e-07,1408.3131,455.52,True,7.240004,3072.22,1479.1245,0.4189424
-23987346.0,4999.5625,-248.3094,50.0,936737.0,1,[-0.021  0.482 -2.014 -2.168],,10.0,21946416.0,4607.1387,6653561.5,-1.0,50,3179.8757,90,848.9351,1.0,50.0,1426.1400361061096,10.0,,1.4970875e+23,3535061400000.0,-248.3094,,1.0,4607.138364817023,1987674,-7.8966685e+17,8950,1e-07,0.06605585,1.0,461.06,True,182520.9,2787.4517,1819.6868,0.4189424
-3869882200000.0,4999.389,-248.72086,1.3700064,0.71749,2,[ 0.03   0.509 -2.021 -2.143],,10.0,6126789.0,4203.3457,4.6880345,-1.0,50,4999.389,90,1576.3541,36.496178,1.3700064,1440.7390537261963,10.0,,3655524000000.0,5365860.0,-246.56259,,36.496178,4203.346057989003,2008710,-3901788000000.0,9000,1e-07,5.529699e-06,36.496178,420.72,True,0.2566772,4203.3457,,0.4189424
-22151568.0,4999.6123,-235.2033,50.0,6235.049,1,[ 0.032  0.505 -2.018 -2.145],,10.0,20110602.0,4261.498,44532.723,-1.0,50,4679.837,91,1396.5099,1.0,50.0,1455.9946146011353,10.0,,26640072000000.0,23544945000.0,-235.2033,,1.0,4261.4975772803755,2030037,-10557578000000.0,9050,1e-07,0.120316446,1.0,426.54,True,943.06476,3941.7224,319.77542,0.4189424
-474336900000.0,4999.338,-242.17798,3.9539664,1364.8068,2,[ 0.085  0.535 -2.028 -2.153],,10.0,807050430.0,3876.0454,9751.542,-1.0,50,4999.338,91,1640.4906,12.64553,3.9539664,1470.6469314098358,10.0,,22295926000000.0,5128170500.0,-242.36763,,12.64553,3876.045192605169,2049445,-9641025000000.0,9100,1e-07,0.00052790175,12.64553,388.16,True,206.5002,3876.0454,,0.4189424
-23235698.0,4999.4033,-245.61049,50.0,79.56513,1,[ 0.026  0.564 -2.035 -2.136],,10.0,21194900.0,4391.8496,550.3458,-1.0,50,4999.4033,92,1380.7817,1.0,50.0,1488.2367978096008,10.0,,1.5065764e+18,501555800.0,-245.61049,,1.0,4391.8495662901805,2071419,-2504876700000000.0,9150,1e-07,0.07952795,1.0,439.48,True,21.865393,4391.8496,,0.4189424
-inf,4999.508,-249.35771,1.1796708e-06,25.07364,2,[-0.021  0.593 -2.039 -2.107],,10.0,45076260.0,4479.502,178.8266,-1.0,50,4979.5444,92,1160.2213,42384708.0,1.1796708e-06,1504.914556503296,10.0,,inf,45076260.0,-239.03128,,42384708.0,4479.502345578004,2093833,-inf,9200,1e-07,1.4461953e-12,42384708.0,448.28,True,5.0049486,4459.539,19.963455,0.4189424
-23806796.0,4999.454,-240.73404,50.0,806329.94,1,[-0.021  0.593 -2.039 -2.107],,10.0,21765954.0,4523.6235,5405677.0,-1.0,50,4679.697,93,1141.3975,1.0,50.0,1523.0439810752869,10.0,,9.644652e+30,4310635000000.0,-240.73404,,1.0,4523.623254582404,2116465,-6.337863e+21,9250,1e-07,0.18025294,1.0,452.64,True,186837.69,4203.866,319.7572,0.4189424
-848630500000000.0,4999.6387,-256.584,0.94207084,194.9892,2,[ 0.04   0.58  -2.041 -2.115],,10.0,879477100.0,4419.3037,1393.485,-1.0,50,4999.6387,93,1299.9033,53.07457,0.9420708,1541.2410864830017,10.0,,1.40708386e+17,715681600.0,-256.28128,,53.074566,4419.3036521882195,2138580,-765582500000000.0,9300,1e-07,0.00068200997,53.074566,442.3,True,28.65766,4419.3037,,0.4189424
-23618046.0,4999.3223,-242.51721,50.0,141412060.0,1,[ 0.04   0.594 -2.039 -2.109],,10.0,21577312.0,4512.857,1010091650.0,-1.0,50,4359.6787,94,1100.6526,1.0,50.0,1559.098431110382,10.0,,1.5296136e+34,504949740000000.0,-242.51721,,1.0,4512.856681519779,2161163,-2.523873e+23,9350,1e-07,0.202834,1.0,451.66,True,20207262.0,3873.2134,639.64343,0.4189424
-inf,4999.1636,-231.27814,0.00068751705,2.9578824,2,[ 0.15   0.648 -2.036 -2.084],,10.0,2451097.0,2306.917,21.12282,-1.0,50,4999.1636,94,1700.4962,72725.47,0.00068751705,1567.9487609863281,10.0,,inf,2451097.0,-227.00354,,72725.47,2306.916815474526,2172744,-inf,9400,1e-07,2.9100363e-06,72725.47,231.62,True,0.6393076,2306.917,,0.4189424
-10640248.0,4999.3906,-244.41472,50.0,479.6927,1,[ 0.15   0.648 -2.036 -2.084],,10.0,8599479.0,2446.0986,2736.8167,-1.0,50,4739.6816,95,1617.4299,1.0,50.0,1577.5475990772247,10.0,,7.959576e+17,2747857700.0,-244.41472,,1.0,2446.0987022080653,2185022,-1820682100000000.0,9450,1e-07,0.04503106,1.0,245.56,True,173.18803,2186.3896,259.70917,0.4189424
-inf,4999.352,-258.53503,6.5611703e-09,8.525943,2,[ 0.056  0.597 -2.071 -2.138],,10.0,4101920.5,4294.88,43.853775,-1.0,50,4719.5913,95,1539.4222,7620591600.0,6.5611703e-09,1593.7324485778809,10.0,,inf,4101920.5,-249.0983,,7620591600.0,4294.880239577649,2206512,-inf,9500,1e-07,2.987651e-20,7620591600.0,429.8,True,1.8243123,4015.1196,279.76065,0.4189424
-22127850.0,4999.302,-250.50685,50.0,3389.9426,1,[ 0.056  0.597 -2.071 -2.138],,10.0,20087138.0,4237.4956,21762.545,-1.0,50,4989.3193,96,1459.7166,1.0,50.0,1609.3568749427795,10.0,,1.1070928e+16,20189147000.0,-250.50685,,1.0,4237.495438140655,2227721,-214736520000000.0,9550,1e-07,0.042715296,1.0,424.18,True,917.3445,4227.513,9.982404,0.4189424
-2.0397796e+22,4999.558,-236.45006,0.0022005187,1.3096402,2,[ 0.023  0.638 -2.087 -2.026],,10.0,5784321.0,4679.7417,6.4230547,-1.0,50,3460.2031,96,855.528,22721.914,0.0022005187,1627.6998887062073,10.0,,9.989212e+31,5784321.0,-232.73654,,22721.914,4679.7414654831555,2251132,-2.0397796e+22,9600,1e-07,3.2956354e-10,22721.914,468.22,True,0.37789506,3140.3862,1539.3549,0.4189424
