InitialBound,InitialReturnMax,MinTargetPdf,ESSRenyiArithmetic,StdIW,Inner Iteration,Weights,LearnableVariance,ReturnStepMaxmin,WReturnMean,InitialReturnMean,MaxIW,VarianceInitializer,EpThisIter,OptimizationReturnMax,Iteration,InitialReturnStd,EmpiricalD2Harmonic,ESSRenyiHarmonic,TimeElapsed,ReturnStepMax,StdWReturnMean,DivergenceHarmonic,ReturnMeanIW,MinBehavPdf,OptimizationReturnMin,MeanD2-0,EpRewMean,TimestepsSoFar,Bound,EpisodesSoFar,Epsilon,MinIW,EmpiricalD2Arithmetic,EpLenMean,Penalization,MeanIW,OptimizationReturnMean,InitialReturnMin,MeanEntropy
-5457775.0,4999.166,-191.50305,50.0,137258.98,1,[-0.006  0.241 -1.271 -1.634],,10.0,3417199.2,1467.4849,963845.75,-1.0,50,4969.213,33,1124.1383,1.0,50.0,85.373948097229,10.0,,1.0814857e+32,420286330000.0,-191.50305,,1.0,1467.4849809997352,216344,-2.122071e+22,3250,1e-07,0.058804207,1.0,147.78,True,27075.285,1437.5317,29.953205,0.4189424
-inf,3269.4792,-136.81842,1.3043988e-09,10.237616,2,[-0.02   0.118 -1.282 -1.629],,10.0,2752219.8,1041.5199,72.76252,-1.0,50,3249.5142,33,853.22095,38331834000.0,1.3043988e-09,87.69111347198486,10.0,,inf,2752219.8,-126.89805,,38331834000.0,1041.519778232217,221603,-inf,3300,1e-07,2.911417e-11,38331834000.0,105.18,True,1.795139,1021.5546,19.965183,0.4189424
-1638329.6,2779.3394,-117.97859,50.0,10.559209,1,[-0.02   0.118 -1.282 -1.629],,9.999998,1007605.6,827.9863,51.04545,-1.0,50,2759.3699,34,567.4895,1.0,50.0,89.87566828727722,9.999998,,1195940600.0,10230749.0,-117.97859,,1.0,827.9863237567243,225794,-21822070000.0,3350,1e-07,0.10447693,1.0,83.82,True,4.439234,808.01685,19.969398,0.4189424
-4247974400000000.0,2239.5215,-96.66789,0.5624893,329.79544,2,[-0.065  0.159 -1.291 -1.634],,10.0,181293470.0,831.99896,2356.549,-1.0,50,2189.5994,34,470.62177,88.89059,0.5624893,92.2921781539917,10.0,,1.0760539e+20,181293470.0,-93.44905,,88.89059,831.9989331859026,230005,-4247974400000000.0,3400,1e-07,0.00068200217,88.89059,84.22,True,47.99031,782.0768,49.92221,0.4189424
-2138047.5,3579.309,-141.0919,50.0,76501.93,1,[-0.065  0.159 -1.291 -1.634],,10.0,1091992.2,846.5835,419823.56,-1.0,50,3559.3452,35,612.6081,1.0,50.0,94.3858323097229,10.0,,2.4325096e+32,21553588000.0,-141.0919,,1.0,846.5834788714632,234289,-1.6314736e+22,3450,1e-07,0.14976479,1.0,85.68,True,30683.783,826.6195,19.963932,0.4189424
-inf,4999.0327,-218.47743,1.7653333e-13,1.3287998,2,[ 0.014  0.256 -1.294 -1.64 ],,10.0,52667.22,1862.9453,9.431551,-1.0,50,4999.0327,35,1376.518,283232620000000.0,1.7653333e-13,100.05068302154541,10.0,,inf,52667.22,-212.88611,,283232620000000.0,1862.9453678890422,243654,-inf,3500,1e-07,1.811851e-15,283232620000000.0,187.3,True,0.23576751,1862.9453,,0.4189424
-8309905.0,4999.208,-213.39525,50.0,54.20487,1,[ 0.014  0.256 -1.294 -1.64 ],,10.0,6269289.5,2005.6328,312.04068,-1.0,50,4649.4634,36,1498.9084,1.0,50.0,106.31174349784851,10.0,,2.7173018e+29,330477600.0,-213.39525,,1.0,2005.6327106393844,253731,-1.0637161e+21,3550,1e-07,0.3277184,1.0,201.54,True,26.47989,1655.888,349.74475,0.4189424
-8.6481813e+21,4949.1035,-186.42198,0.0025608737,34.202103,2,[-0.046  0.242 -1.305 -1.646],,10.0,5706506.5,1670.5835,241.04724,-1.0,50,4559.3916,36,868.0203,19524.586,0.0025608737,111.30037498474121,10.0,,1.8699702e+31,5706506.5,-185.05025,,19524.586,1670.583508763955,262136,-8.6481813e+21,3600,1e-07,2.2983505e-07,19524.586,168.1,True,6.280262,1280.8715,389.7121,0.4189424
-5483069.0,4998.564,-223.62149,50.0,280.3183,1,[-0.046  0.242 -1.305 -1.646],,10.0,3442983.2,1575.5669,1453.4182,-1.0,50,4998.564,37,980.0878,1.0,50.0,116.99758529663086,10.0,,2444660000000000.0,322533470.0,-223.62149,,1.0,1575.5668748471091,270065,-100868490000000.0,3650,1e-07,0.007305607,1.0,158.58,True,153.79988,1575.5669,,0.4189424
-inf,4998.837,-245.9227,0.00021945052,19.518036,2,[ 0.011  0.268 -1.306 -1.64 ],,9.999999,4160649.0,1990.2266,139.47978,-1.0,50,4978.8755,37,1466.8204,227841.8,0.00021945052,123.75235271453857,9.999999,,inf,4160649.0,-239.22505,,227841.8,1990.2265438039085,280066,-inf,3700,1e-07,6.702966e-07,227841.8,200.02,True,2.8710058,1970.2651,19.961466,0.4189424
-6919644.0,4999.092,-213.0629,50.0,321.82986,1,[ 0.011  0.268 -1.306 -1.64 ],,10.0,4879127.0,1671.562,2295.1555,-1.0,50,4979.1216,38,1443.9557,1.0,50.0,129.9635717868805,10.0,,5.804682e+26,1136454100.0,-213.0629,,1.0,1671.561905542851,288475,-4.9161575e+19,3750,1e-07,0.08568112,1.0,168.18,True,62.561295,1651.5916,19.970411,0.4189424
-inf,4999.088,-235.78503,1.5678375e-05,0.67966795,2,[-0.051  0.26  -1.312 -1.643],,9.999999,2217643.2,1593.7794,3.8198454,-1.0,50,4979.1235,38,1114.8224,3189106.0,1.5678375e-05,135.14201998710632,9.999999,,inf,2217643.2,-233.45587,,3189106.0,1593.7794021030882,296494,-inf,3800,1e-07,2.9475854e-07,3189106.0,160.38,True,0.24684082,1573.8148,19.964529,0.4189424
-4710091.5,4259.4067,-174.07458,50.0,850.8057,1,[-0.051  0.26  -1.312 -1.643],,10.0,3228747.5,1528.4014,5898.7466,-1.0,50,4209.4805,39,944.84735,1.0,50.0,140.43546605110168,10.0,,9.67181e+19,729769100.0,-174.07458,,1.0,1528.4015625991094,304188,-1.4568221e+16,3850,1e-07,0.19267336,1.0,153.88,True,261.71338,1478.4753,49.926117,0.4189424
-1.7124882e+23,4999.0293,-227.36575,0.0016463784,757.60284,2,[ 0.006  0.283 -1.319 -1.635],,10.0,417003550.0,1739.7664,5413.0767,-1.0,50,4969.0806,39,1405.9496,30369.69,0.0016463784,146.38458347320557,10.0,,7.0437464e+33,417003550.0,-223.05145,,30369.688,1739.7663879850195,312936,-1.7124882e+23,3900,1e-07,3.3941807e-05,30369.688,174.96,True,110.25454,1709.8175,29.948803,0.4189424
-6157904.0,4999.179,-213.4544,50.0,207.12605,1,[ 0.006  0.283 -1.319 -1.635],,9.999999,4117315.0,1696.7627,1452.5813,-1.0,50,4969.2305,40,1112.7946,1.0,50.0,152.24759316444397,9.999999,,2.4878354e+36,867149000.0,-213.4544,,1.0,1696.762636626509,321472,-3.2185672e+24,3950,1e-07,0.20438583,1.0,170.72,True,43.287098,1666.814,29.948717,0.4189424
-1.8882252e+17,4998.5537,-178.4904,0.11930399,36.701252,2,[-0.045  0.312 -1.334 -1.648],,10.0,66904524.0,1727.2751,262.54016,-1.0,50,4988.5713,40,1111.4048,419.09744,0.119303994,158.91055393218994,10.0,,8.5668536e+21,66904524.0,-178.66699,,419.09747,1727.275189461203,330160,-1.8882252e+17,4000,1e-07,6.4008964e-07,419.09747,173.76,True,7.3780317,1717.293,9.982276,0.4189424
-7756223.5,4999.0586,-205.61226,50.0,4135.0713,1,[-0.045  0.312 -1.334 -1.648],,10.0,5715730.5,1996.4144,27233.938,-1.0,50,4989.0786,41,1315.3175,1.0,50.0,166.84719514846802,10.0,,2.6443238e+24,12091509000.0,-205.61226,,1.0,1996.4144435438957,340194,-3.3180897e+18,4050,1e-07,0.13181351,1.0,200.68,True,1124.9742,1986.4346,9.979796,0.4189424
-1.5719691e+20,4998.992,-210.22795,0.021164393,0.27599898,2,[ 0.014  0.331 -1.342 -1.649],,10.0,211670.58,1371.6038,1.1416221,-1.0,50,4989.0107,41,1077.0846,2362.4585,0.021164393,172.13113117218018,10.0,,5.9353937e+27,211670.58,-208.01665,,2362.4585,1371.6036724111211,347103,-1.5719691e+20,4100,1e-07,0.0035024348,2362.4585,138.18,True,0.16939983,1361.6223,9.981202,0.4189424
-8336687.0,4998.8433,-211.51819,50.0,5.6986113,1,[ 0.014  0.331 -1.342 -1.649],,10.0,6296368.5,2034.6757,35.066666,-1.0,50,4998.8433,42,1468.4904,1.0,50.0,179.87528467178345,10.0,,3822497600000.0,37323696.0,-211.51819,,1.0,2034.6755362199242,357326,-3989064600000.0,4150,1e-07,0.0052347225,1.0,204.46,True,5.0347075,2034.6757,,0.4189424
-inf,4998.4414,-223.17784,0.00025561382,7.559401,2,[-0.046  0.336 -1.359 -1.646],,10.0,33399616.0,2371.3362,32.52751,-1.0,50,4968.491,42,1237.4629,195607.58,0.00025561382,189.1749484539032,10.0,,inf,33399616.0,-220.73888,,195607.58,2371.3359320236905,369233,-inf,4200,1e-07,2.3964404e-09,195607.58,238.14,True,2.8178153,2341.3857,29.950344,0.4189424
-6349597.5,4829.335,-175.89908,50.0,85873.18,1,[-0.046  0.336 -1.359 -1.646],,10.0,4445307.0,1822.6139,609813.0,-1.0,50,4819.3516,43,1059.8992,1.0,50.0,195.99405908584595,10.0,,2.659027e+23,88180480000.0,-175.89908,,1.0,1822.613826087064,378399,-9.819524e+17,4250,1e-07,0.048817024,1.0,183.32,True,16853.578,1812.6305,9.983408,0.4189424
-inf,4999.3765,-229.6852,5.695554e-05,20.106846,2,[-1.701e-03  4.466e-01 -1.457e+00 -1.843e+00],,10.0,2746919.5,2342.5393,143.7411,-1.0,50,4999.3765,43,1732.0969,877877.7,5.695554e-05,204.55584239959717,10.0,,inf,2746919.5,-223.335,,877877.7,2342.539339964387,390155,-inf,4300,1e-07,1.560548e-09,877877.7,235.12,True,3.3476896,2342.5393,,0.4189424
-13534817.0,4999.323,-230.46983,50.0,29.31003,1,[-1.701e-03  4.466e-01 -1.457e+00 -1.843e+00],,10.0,11494098.0,2860.8916,187.21147,-1.0,50,4999.323,44,1819.1744,1.0,50.0,215.0643937587738,10.0,,4072269800000000.0,238044050.0,-230.46983,,1.0,2860.891861727527,404501,-130225450000000.0,4350,1e-07,0.005397595,1.0,286.92,True,13.220791,2860.8916,,0.4189424
-3.630516e+20,4998.9204,-234.5017,0.008482269,21.325172,2,[-0.04   0.402 -1.472 -1.86 ],,10.0,7262504.5,2634.8613,152.62395,-1.0,50,4659.187,44,1423.847,5894.649,0.008482269,225.19005179405212,10.0,,3.1660882e+28,7262504.5,-234.80261,,5894.649,2634.861330467546,417722,-3.630516e+20,4400,1e-07,2.7775056e-07,5894.649,264.42,True,3.729085,2295.128,339.73346,0.4189424
-10986171.0,4999.1357,-226.82823,50.0,9239.219,1,[-0.04   0.402 -1.472 -1.86 ],,10.0,8945609.0,2580.1912,46463.832,-1.0,50,4999.1357,45,1512.6874,1.0,50.0,234.64268732070923,10.0,,1.5307794e+33,52422275000.0,-226.82823,,1.0,2580.1911573743873,430669,-7.983632e+22,4450,1e-07,0.073560305,1.0,258.94,True,3253.8762,2580.1912,,0.4189424
-2.1030926e+19,4999.129,-236.14784,0.057805844,0.8155006,2,[ 0.022  0.392 -1.475 -1.859],,10.0,5101421.0,2434.9329,5.706162,-1.0,50,4729.245,45,1655.7944,864.9645,0.057805844,243.29841375350952,10.0,,1.0622597e+26,5101421.0,-233.41386,,864.9645,2434.933113305469,442890,-2.1030926e+19,4500,1e-07,0.0011126506,864.9645,244.42,True,0.2954345,2165.0496,269.8836,0.4189424
-9776198.0,4999.33,-227.5436,50.0,5.052842,1,[ 0.022  0.392 -1.475 -1.859],,10.0,7735480.0,2326.5457,24.718452,-1.0,50,4679.5747,46,1524.0292,1.0,50.0,251.62755060195923,10.0,,2.1947052e+18,45284000.0,-227.5436,,1.0,2326.545693277679,454570,-3023194700000000.0,4550,1e-07,0.0540846,1.0,233.6,True,5.3580337,2006.7902,319.75555,0.4189424
-inf,4999.0273,-220.3804,2.3648014e-05,39.720467,2,[-0.04   0.393 -1.482 -1.863],,10.0,130605500.0,2653.0007,280.90048,-1.0,50,4969.0806,46,1293.1958,2114342.5,2.3648014e-05,262.2464861869812,10.0,,inf,130605500.0,-221.8061,,2114342.5,2653.0008550467487,467884,-inf,4600,1e-07,1.1719792e-10,2114342.5,266.28,True,8.850872,2623.054,29.946915,0.4189424
-10495682.0,4999.3164,-240.1492,50.0,5950.6177,1,[-0.04   0.393 -1.482 -1.863],,10.0,8454972.0,2587.3164,35477.504,-1.0,50,4619.5874,47,1326.9385,1.0,50.0,271.7501690387726,10.0,,2.5862798e+23,13158501000.0,-240.1492,,1.0,2587.3164715125786,480872,-1.0377992e+18,4650,1e-07,0.055908818,1.0,259.76,True,1756.5648,2207.5876,379.72882,0.4189424
-inf,4999.3096,-232.10501,3.8166705e-09,0.5180655,2,[ 0.019  0.379 -1.482 -1.877],,10.0,3415429.8,2595.7002,2.5480626,-1.0,50,4649.459,47,1631.667,13100423000.0,3.8166705e-09,280.6484200954437,10.0,,inf,3415429.8,-229.88509,,13100423000.0,2595.7005230862314,493895,-inf,4700,1e-07,0.0001074955,13100423000.0,260.46,True,0.23340069,2245.85,349.8507,0.4189424
-9944346.0,4998.93,-229.2341,50.0,4.500057,1,[ 0.019  0.379 -1.482 -1.877],,10.0,7903954.0,2309.9253,24.862196,-1.0,50,4639.2036,48,1602.5602,1.0,50.0,289.72036576271057,10.0,,7.2433215e+18,51715590.0,-229.2341,,1.0,2309.925299036801,505492,-5491328000000000.0,4750,1e-07,0.12200433,1.0,231.94,True,5.962547,1950.1989,359.7264,0.4189424
-inf,4999.1143,-211.0861,1.3435493e-06,2.9245188,2,[-0.042  0.381 -1.493 -1.869],,10.0,10054632.0,2708.0894,11.106174,-1.0,50,4949.2046,48,1397.6241,37214860.0,1.3435493e-06,300.36770510673523,10.0,,inf,10054632.0,-204.47227,,37214860.0,2708.089610264227,519081,-inf,4800,1e-07,7.9641777e-10,37214860.0,271.78,True,1.1235924,2658.1797,49.909847,0.4189424
-9284217.0,4998.384,-242.73952,50.0,2692.1804,1,[-0.042  0.381 -1.493 -1.869],,10.0,7244271.0,2359.9155,14117.145,-1.0,50,4988.4043,49,1294.2446,1.0,50.0,309.63805770874023,10.0,,9.911406e+16,11591934000.0,-242.73952,,1.0,2359.915594144845,530932,-642227730000000.0,4850,1e-07,0.0124073615,1.0,237.02,True,958.56195,2349.9363,9.97931,0.4189424
-1.5059619e+24,4998.3784,-240.43417,0.0012574595,159.77838,2,[ 0.01   0.415 -1.496 -1.874],,10.0,191154930.0,2235.0288,1141.5715,-1.0,50,4948.4683,49,1339.0378,39762.71,0.0012574595,318.19950246810913,10.0,,5.4500788e+35,191154930.0,-240.09798,,39762.71,2235.028922168657,542156,-1.5059619e+24,4900,1e-07,2.9694149e-05,39762.71,224.48,True,23.680664,2185.1187,49.910213,0.4189424
-9930400.0,4999.011,-226.72812,50.0,23.322607,1,[ 0.01   0.415 -1.496 -1.874],,10.0,7889942.5,2302.4954,133.39445,-1.0,50,4989.029,50,1608.8683,1.0,50.0,326.322726726532,10.0,,9.247401e+33,212525170.0,-226.72812,,1.0,2302.49555698793,553715,-1.962151e+23,4950,1e-07,0.057672992,1.0,231.18,True,15.067605,2292.5132,9.982237,0.4189424
-inf,4999.4307,-230.06854,0.00012053291,3.6843743,2,[-0.045  0.391 -1.505 -1.888],,10.0,2845014.5,2642.7524,20.809784,-1.0,50,4979.461,50,1305.5042,414824.47,0.00012053291,335.1005609035492,10.0,,inf,2845014.5,-223.75688,,414824.47,2642.7524842874,566979,-inf,5000,1e-07,4.2856463e-10,414824.47,265.28,True,0.91528946,2622.7827,19.969696,0.4189424
-10990794.0,4999.2017,-228.27939,50.0,2458.0789,1,[-0.045  0.391 -1.505 -1.888],,10.0,8950177.0,2671.664,16245.016,-1.0,50,4979.2417,51,1346.2491,1.0,50.0,344.48754501342773,10.0,,126506995000000.0,3530857200.0,-228.27939,,1.0,2671.6641570544684,580387,-22955130000000.0,5050,1e-07,0.038964,1.0,268.16,True,702.63025,2651.704,19.960045,0.4189424
-2.5253734e+24,4999.3677,-253.00917,0.0004568777,9.702884,2,[-1.157e-03  4.284e-01 -1.507e+00 -1.863e+00],,10.0,5110228.5,2899.261,69.36271,-1.0,50,4679.6216,51,1711.6588,109438.48,0.0004568777,354.6512305736542,10.0,,1.5313772e+36,5110228.5,-247.01048,,109438.48,2899.2606700623023,594922,-2.5253734e+24,5100,1e-07,2.8993104e-06,109438.48,290.7,True,1.4475714,2579.5146,319.74612,0.4189424
-13327800.0,4999.2163,-228.55946,50.0,7391198.5,1,[-1.157e-03  4.284e-01 -1.507e+00 -1.863e+00],,10.0,11287168.0,2942.2122,49767360.0,-1.0,50,4669.492,52,1621.898,1.0,50.0,365.6937646865845,10.0,,9.640508e+31,34136640000000.0,-228.55946,,1.0,2942.2124121180555,609675,-2.0035868e+22,5150,1e-07,0.094993874,1.0,295.06,True,1505904.0,2612.4885,329.72397,0.4189424
-inf,4999.1123,-230.8673,1.907865e-07,2.5961657,2,[-0.068  0.521 -1.558 -1.86 ],,10.0,8333704.0,2485.3936,18.249063,-1.0,50,4979.1426,52,1354.4071,262073060.0,1.907865e-07,374.9173626899719,10.0,,inf,8333704.0,-221.52626,,262073060.0,2485.3935679439,622151,-inf,5200,1e-07,3.4513956e-12,262073060.0,249.52,True,0.5472496,2465.4238,19.969828,0.4189424
-10641994.0,4999.1777,-246.00023,50.0,323.602,1,[-0.068  0.521 -1.558 -1.86 ],,10.0,8601395.0,2688.0627,1803.331,-1.0,50,4959.2466,53,1172.9084,1.0,50.0,384.8916451931,10.0,,20149140000.0,788345700.0,-246.00023,,1.0,2688.062703792767,635642,-290442500000.0,5250,1e-07,0.105994344,1.0,269.82,True,108.79224,2648.1313,39.931393,0.4189424
-inf,4999.484,-263.8702,1.454158e-05,6.2769723,2,[-0.019  0.496 -1.577 -1.883],,10.0,23470720.0,3285.59,44.86738,-1.0,50,4999.484,53,1830.607,3438416.0,1.454158e-05,397.20264625549316,10.0,,inf,23470720.0,-260.9145,,3438416.0,3285.5901103438805,652106,-inf,5300,1e-07,4.664831e-13,3438416.0,329.28,True,1.1623079,3285.59,,0.4189424
-14106898.0,4999.2744,-229.28249,50.0,3560311.0,1,[-0.019  0.496 -1.577 -1.883],,10.0,12066216.0,3099.354,25354376.0,-1.0,50,4999.2744,54,1568.5092,1.0,50.0,408.9318058490753,10.0,,3.9952017e+35,16015429000000.0,-229.28249,,1.0,3099.353955411111,667647,-1.2898453e+24,5350,1e-07,0.005923668,1.0,310.82,True,690605.75,3099.354,,0.4189424
-inf,4999.0767,-219.35922,5.5374643e-09,15.004916,2,[-0.048  0.384 -1.589 -1.93 ],,10.0,12236067.0,2656.8997,82.12146,-1.0,50,4649.3545,54,1259.404,9029404000.0,5.5374643e-09,419.77091240882874,10.0,,inf,12236067.0,-214.56757,,9029404000.0,2656.899757839039,680980,-inf,5400,1e-07,1.5363324e-14,9029404000.0,266.66,True,3.1100838,2307.1777,349.7221,0.4189424
-12804390.0,4999.3726,-227.39207,50.0,33725.85,1,[-0.048  0.384 -1.589 -1.93 ],,10.0,10763629.0,2967.731,237324.1,-1.0,50,4979.4097,55,1398.6428,1.0,50.0,432.369708776474,10.0,,6.8632364e+21,31403430000.0,-227.39207,,1.0,2967.7310252174666,695864,-1.6906354e+17,5450,1e-07,0.073487945,1.0,297.68,True,6851.1235,2947.768,19.962685,0.4189424
-inf,4999.1865,-241.43845,5.657474e-07,644.10565,2,[ 0.013  0.397 -1.59  -1.923],,10.0,1528765000.0,3200.2842,4596.192,-1.0,50,4619.5254,55,1469.1604,88378664.0,5.657474e-07,444.3113842010498,10.0,,inf,1528765000.0,-238.64273,,88378664.0,3200.2842163786463,711907,-inf,5500,1e-07,0.00013131293,88378664.0,320.86,True,98.39603,2820.6228,379.66138,0.4189424
-13172166.0,4999.2734,-231.9178,50.0,27.84029,1,[ 0.013  0.397 -1.59  -1.923],,10.0,11131488.0,2840.9866,172.53044,-1.0,50,4689.4175,56,1749.3661,1.0,50.0,455.2300078868866,10.0,,9.0312854e+16,285495420.0,-231.9178,,1.0,2840.986789004515,726154,-613257840000000.0,5550,1e-07,0.3894069,1.0,284.94,True,18.501207,2531.1309,309.8559,0.4189424
-inf,4999.5786,-225.8657,4.7842786e-05,394.4137,2,[-0.045  0.385 -1.604 -1.936],,10.0,822273800.0,2868.0767,2817.4954,-1.0,50,4090.0369,56,1247.949,1045089.6,4.7842786e-05,467.02045726776123,10.0,,inf,822273800.0,-219.88913,,1045089.6,2868.0765425323716,740543,-inf,5600,1e-07,2.6569813e-10,1045089.6,287.78,True,59.048866,1958.5348,909.5418,0.4189424
-13685860.0,4999.3237,-228.80414,50.0,4899.8315,1,[-0.045  0.385 -1.604 -1.936],,10.0,11645138.0,3168.269,33671.53,-1.0,50,3849.6265,57,1267.7568,1.0,50.0,480.36551809310913,10.0,,2.3637383e+28,11196513000.0,-228.80414,,1.0,3168.2691952358036,756428,-3.1374485e+20,5650,1e-07,0.058104042,1.0,317.7,True,1697.5376,2018.5721,1149.6971,0.4189424
-inf,4999.3647,-226.5946,0.00037140134,33.154976,2,[ 0.017  0.379 -1.606 -1.944],,10.0,49834440.0,3030.6062,236.93568,-1.0,50,4599.693,57,1609.4716,134625.25,0.00037140134,491.8504135608673,10.0,,inf,49834440.0,-226.05672,,134625.25,3030.606163840565,771622,-inf,5700,1e-07,1.2256199e-05,134625.25,303.88,True,4.8939676,2630.9343,399.6717,0.4189424
-13370725.0,4999.119,-232.64954,50.0,16.203773,1,[ 0.017  0.379 -1.606 -1.944],,10.0,11330173.0,2786.328,89.99241,-1.0,50,4969.167,58,1888.531,1.0,50.0,503.0072252750397,10.0,,217866530000000.0,166180180.0,-232.64954,,1.0,2786.328011853965,785592,-30118890000000.0,5750,1e-07,0.04066355,1.0,279.4,True,12.610739,2756.376,29.952297,0.4189424
-inf,4999.5557,-229.90259,5.1151927e-10,2.9417973,2,[-0.042  0.38  -1.624 -1.935],,10.0,19313578.0,3185.5059,16.148542,-1.0,50,4999.5557,58,1415.4065,97748025000.0,5.1151927e-10,515.3728430271149,10.0,,inf,19313578.0,-230.32175,,97748025000.0,3185.505440318601,801566,-inf,5800,1e-07,2.122562e-09,97748025000.0,319.48,True,0.81758,3185.5059,,0.4189424
-11153461.0,4999.1895,-243.8638,50.0,1533.3595,1,[-0.042  0.38  -1.624 -1.935],,10.0,9112854.0,2682.0913,9582.941,-1.0,50,4979.2275,59,1385.3662,1.0,50.0,525.497786283493,10.0,,6.649094e+17,2559541800.0,-243.8638,,1.0,2682.09133619212,815026,-1663931500000000.0,5850,1e-07,0.05027719,1.0,269.2,True,568.72644,2662.1294,19.961899,0.4189424
-inf,4999.546,-234.50279,3.4416876e-06,24.632866,2,[ 1.269e-03  4.211e-01 -1.631e+00 -1.918e+00],,10.0,63529350.0,3597.5981,165.67804,-1.0,50,4609.7417,59,1708.9084,14527757.0,3.4416876e-06,541.3968124389648,10.0,,inf,63529350.0,-229.28835,,14527757.0,3597.5981281633412,833043,-inf,5900,1e-07,1.6352799e-07,14527757.0,360.34,True,4.8084874,3207.7937,389.80414,0.4189424
-17427166.0,4999.1924,-228.3089,50.0,122.22112,1,[ 1.269e-03  4.211e-01 -1.631e+00 -1.918e+00],,10.0,15386546.0,3585.6572,624.61395,-1.0,50,4929.3125,60,1590.4744,1.0,50.0,555.3879172801971,10.0,,1660584900000.0,974100700.0,-228.3089,,1.0,3585.6572625442664,851007,-2630543200000.0,5950,1e-07,0.11925087,1.0,359.28,True,52.510895,3515.7776,69.87996,0.4189424
-1.0752944e+18,4999.522,-243.47015,0.093394145,13.021312,2,[-0.038  0.466 -1.639 -1.899],,10.0,49652630.0,3169.1973,92.72166,-1.0,50,4979.556,60,1319.6348,535.3655,0.093394145,567.2252194881439,10.0,,2.776081e+23,49652630.0,-238.95563,,535.3655,3169.1970431708714,866898,-1.0752944e+18,6000,1e-07,8.349843e-06,535.3655,317.82,True,2.2989583,3149.231,19.966019,0.4189424
-14960502.0,4999.2812,-237.1644,50.0,151.61397,1,[-0.038  0.466 -1.639 -1.899],,10.0,12919813.0,3269.941,743.4698,-1.0,50,4679.516,61,1492.4144,1.0,50.0,580.1330032348633,10.0,,61554010000.0,847575900.0,-237.1644,,1.0,3269.9408224992485,883290,-507135660000.0,6050,1e-07,0.06856156,1.0,327.84,True,73.1086,2950.1755,319.76514,0.4189424
-2.2373413e+23,4999.3696,-248.31151,0.0025330822,10.229988,2,[ 1.730e-03  4.491e-01 -1.654e+00 -1.942e+00],,10.0,14090225.0,3562.6492,72.79583,-1.0,50,4699.673,61,1792.4015,19738.799,0.0025330822,592.5615594387054,10.0,,1.2019732e+34,14090225.0,-246.13385,,19738.799,3562.649004651113,901134,-2.2373413e+23,6100,1e-07,3.400194e-05,19738.799,356.88,True,1.9556993,3262.9524,299.69666,0.4189424
-13640975.0,4999.142,-229.60643,50.0,95497.09,1,[ 1.730e-03  4.491e-01 -1.654e+00 -1.942e+00],,10.0,11600403.0,2972.4517,638620.4,-1.0,50,4979.177,62,1662.8092,1.0,50.0,603.8878724575043,10.0,,2.4560838e+20,340623100000.0,-229.60643,,1.0,2972.4516950372995,916037,-3.1979493e+16,6150,1e-07,0.16872586,1.0,298.06,True,21481.463,2952.4866,19.965223,0.4189424
-2.084524e+21,4999.171,-240.8029,0.005151932,0.52436525,2,[ 0.038  0.549 -1.706 -1.983],,10.0,420008.62,2369.4658,3.530166,-1.0,50,4999.171,62,1717.6183,9705.097,0.005151932,613.0967071056366,10.0,,1.0435496e+30,420008.62,-238.71701,,9705.097,2369.465862748878,927930,-2.084524e+21,6200,1e-07,5.1048303e-09,9705.097,237.86,True,0.17066573,2369.4658,,0.4189424
-15026326.0,4999.228,-221.15543,50.0,1.7866657,1,[ 0.038  0.549 -1.706 -1.983],,10.0,12985682.0,3143.6047,7.1818542,-1.0,50,4959.3003,63,1761.6564,1.0,50.0,625.3825149536133,10.0,,118175290000.0,23880150.0,-221.15543,,1.0,3143.604509002955,943684,-701517200000.0,6250,1e-07,0.07758618,1.0,315.08,True,2.347724,3103.6768,39.927727,0.4189424
-inf,4999.366,-242.44597,3.7676254e-10,2.3662171,2,[-0.017  0.549 -1.719 -2.01 ],,10.0,14610810.0,4101.5107,10.304813,-1.0,50,4959.4424,63,1431.063,132709600000.0,3.767625e-10,640.0007078647614,10.0,,inf,14610810.0,-237.27802,,132709590000.0,4101.5108034807,964217,-inf,6300,1e-07,1.8121213e-14,132709590000.0,410.66,True,0.99671674,4061.5872,39.92366,0.4189424
-18486014.0,4999.4307,-235.76868,50.0,1167.3448,1,[-0.017  0.549 -1.719 -2.01 ],,10.0,16445199.0,3604.1885,7285.98,-1.0,50,4779.6475,64,1858.7693,1.0,50.0,654.1728303432465,10.0,,3.0143854e+27,7951068000.0,-235.76868,,1.0,3604.1885990534197,982267,-1.1204561e+20,6350,1e-07,0.05051403,1.0,361.0,True,320.4616,3384.4053,219.78333,0.4189424
