StdIW,TimeElapsed,MaxIW,MinIW,VarianceInitializer,EpThisIter,ReturnMeanIW,EmpiricalD2Harmonic,ESSRenyiArithmetic,InitialReturnMin,EpRewMean,Iteration,InitialReturnStd,InitialBound,ReturnStepMax,Inner Iteration,MeanD2-0,EpisodesSoFar,MinBehavPdf,Bound,MeanIW,InitialReturnMean,Weights,StdWReturnMean,EpLenMean,TimestepsSoFar,WReturnMean,MeanEntropy,MinTargetPdf,InitialReturnMax,DivergenceHarmonic,LearnableVariance,EmpiricalD2Arithmetic,ESSRenyiHarmonic,Penalization,ReturnStepMaxmin
546042.8,362.77410078048706,3802672.0,0.05193493,-1,100,2504407400000.0,1.0,100.0,,3749.030017741777,73,1625.5886,-18140864.0,10.0,1,1.0,7300,-250.94186,-7.71605e+22,115903.85,3749.0303,[-0.048  0.677 -1.775 -1.994],,375.61,1337041,16697763.0,0.4189424,-250.94186,4999.4756,2.8589953e+33,,1.0,100.0,True,10.0
28951.322,373.10936999320984,259526.4,0.08250189,-1,100,124071680000.0,1.0,100.0,9.980419,3752.8270595163444,74,1454.5264,-17642430.0,10.0,1,1.0,7400,-241.45221,-5.207637e+19,7939.7104,3752.8271,[-0.047  0.574 -1.792 -2.062],,376.0,1374641,16199357.0,0.4189424,-241.45221,4999.4297,1.3023292e+27,,1.0,100.0,True,10.0
307.65292,383.94886445999146,3097.7202,0.06489892,-1,100,935899800.0,1.0,100.0,29.942429,3668.078748034355,75,1675.587,-17705484.0,10.0,1,1.0,7500,-249.20059,-421995450000.0,40.42557,3668.0784,[ 0.012  0.574 -1.797 -2.08 ],,367.37,1411378,16262394.0,0.4189424,-249.20059,4999.4595,85136540000.0,,1.0,100.0,True,10.0
66869.82,395.96756505966187,633476.56,0.013873551,-1,100,224833540000.0,1.0,100.0,,4164.20360528577,76,1401.0225,-20746570.0,10.0,1,1.0,7600,-234.25938,-8.259052e+22,9429.83,4164.2036,[-0.022  0.528 -1.815 -2.096],,416.93,1453071,19303456.0,0.4189424,-234.25938,4999.495,3.275496e+33,,1.0,100.0,True,10.0
4599994.0,404.59881925582886,46148244.0,0.4770749,-1,100,2747305800000.0,1.0,100.0,,3020.7088954232518,77,1165.4723,-11926161.0,10.0,1,1.0,7700,-233.54166,-1.0925903e+23,605209.75,3020.7087,[-0.076  0.552 -1.824 -2.077],,303.03,1483374,10483007.0,0.4189424,-233.54166,4999.579,5.731946e+33,,1.0,100.0,True,10.0
203.31862,416.886123418808,1425.3989,0.00016532272,-1,100,1590294000.0,1.0,100.0,,4148.897834945088,78,1435.269,-20716402.0,10.0,1,1.0,7800,-246.108,-2.4961264e+17,65.46632,4148.898,[-0.021  0.617 -1.827 -1.985],,415.35,1524909,19273350.0,0.4189424,-246.108,4999.3857,2.9921808e+22,,1.0,100.0,True,10.0
21309.594,426.3830666542053,109443.61,0.059651,-1,100,63337980000.0,1.0,100.0,29.953325,3419.7495260847368,79,1216.7333,-14618221.0,10.0,1,1.0,7900,-225.38458,-2.7604243e+18,8190.1143,3419.7493,[-0.071  0.6   -1.86  -1.976],,342.87,1559196,13175126.0,0.4189424,-225.38458,4999.471,3.6591204e+24,,1.0,100.0,True,10.0
4974.155,438.42033648490906,46081.145,0.01788508,-1,100,17168009000.0,1.0,100.0,,4224.3030986020385,80,1414.278,-21288052.0,10.0,1,1.0,8000,-250.42874,-1.774787e+17,689.09296,4224.3027,[-0.01   0.611 -1.863 -1.975],,422.84,1601480,19844920.0,0.4189424,-250.42874,4999.525,1.5125115e+22,,1.0,100.0,True,10.0
8050.6045,449.34094762802124,75046.305,0.08196484,-1,100,37138264000.0,1.0,100.0,9.98248,3681.128843190903,81,1063.1823,-16124142.0,10.0,1,1.0,8100,-239.46819,-4.8883154e+20,2495.2268,3681.1292,[-0.069  0.609 -1.881 -1.972],,368.98,1638378,14681066.0,0.4189424,-239.46819,4999.4355,1.1475082e+29,,1.0,100.0,True,10.0
1166.8469,459.73144149780273,10025.2295,0.058477614,-1,100,4777739000.0,1.0,100.0,,4053.114441727872,82,1595.2627,-20415782.0,10.0,1,1.0,8200,-247.48505,-4.066151e+23,194.17078,4053.1143,[-0.008  0.596 -1.885 -1.978],,405.79,1678957,18972600.0,0.4189424,-247.48505,4999.6143,7.93857e+34,,1.0,100.0,True,10.0
22021.648,469.690221786499,156921.5,0.07591853,-1,100,53617537000.0,1.0,100.0,319.75775,3611.2373539737064,83,1206.6228,-15940038.0,10.0,1,1.0,8300,-241.32755,-3.6499687e+20,6637.804,3611.2373,[-0.064  0.575 -1.89  -1.994],,361.93,1715150,14496974.0,0.4189424,-241.32755,4999.416,6.397679e+28,,1.0,100.0,True,10.0
21913.443,480.68856739997864,220257.2,0.2658646,-1,100,45238720000.0,1.0,100.0,,4153.490463737755,84,1492.4738,-20922110.0,10.0,1,1.0,8400,-238.66693,-4.173145e+18,2222.7803,4153.49,[-0.003  0.583 -1.891 -1.987],,415.79,1756729,19478962.0,0.4189424,-238.66693,4999.5527,8.3622584e+24,,1.0,100.0,True,10.0
47995.953,491.1714057922363,457237.84,0.044991225,-1,100,85297684000.0,1.0,100.0,9.980101,3755.389609804385,85,1386.5051,-17468530.0,10.0,1,1.0,8500,-239.48805,-1.990853e+19,11533.98,3755.3894,[-0.056  0.605 -1.913 -2.   ],,376.29,1794358,16025346.0,0.4189424,-239.48805,4999.619,1.9030574e+26,,1.0,100.0,True,10.0
7.56347,502.1406412124634,35.747112,0.10918723,-1,100,124952870.0,1.0,100.0,,4084.3419523023044,86,1553.5676,-20538522.0,10.0,1,1.0,8600,-251.97188,-204373000000.0,6.390215,4084.3418,[ 0.005  0.59  -1.917 -2.002],,408.91,1835249,19095420.0,0.4189424,-251.97188,4999.476,20032680000.0,,1.0,100.0,True,10.0
69.22723,515.3761863708496,535.3541,0.114920676,-1,100,404499650.0,1.0,100.0,,4255.320143682257,87,1325.4563,-21307718.0,10.0,1,1.0,8700,-266.70105,-40877630000.0,25.016148,4255.32,[-0.035  0.597 -1.927 -1.955],,426.0,1877849,19864584.0,0.4189424,-266.70105,4999.5273,786573060.0,,1.0,100.0,True,10.0
4181.6265,527.350102186203,40713.656,0.032913268,-1,100,17240988000.0,1.0,100.0,,4061.5073539881932,88,1580.7236,-20437606.0,10.0,1,1.0,8800,-259.73166,-549176970000000.0,746.1657,4061.507,[-0.004  0.602 -1.929 -1.957],,406.6,1918509,18994528.0,0.4189424,-259.73166,4999.4336,1.4482228e+17,,1.0,100.0,True,10.0
1594.4696,537.6109220981598,15924.246,0.008799748,-1,100,5368788500.0,1.0,100.0,,4159.068030105732,89,1517.7966,-21044700.0,10.0,1,1.0,8900,-245.5322,-3.526762e+22,218.40425,4159.0684,[-0.015  0.717 -1.953 -1.998],,416.32,1960141,19601554.0,0.4189424,-245.5322,4999.552,5.972405e+32,,1.0,100.0,True,10.0
54273.703,548.5220234394073,492404.44,0.032299332,-1,100,166123570000.0,1.0,100.0,19.966621,3927.559039995134,90,1178.8551,-18258524.0,10.0,1,1.0,9000,-237.28026,-1.0964147e+18,12745.938,3927.559,[-0.075  0.706 -1.964 -2.003],,393.54,1999495,16815420.0,0.4189424,-237.28026,4999.4785,5.7726074e+23,,1.0,100.0,True,10.0
182.36613,561.0908148288727,1823.7252,0.1896978,-1,100,690569860.0,1.0,100.0,549.6645,4280.910036155798,91,1360.3397,-21619876.0,10.0,1,1.0,9100,-255.14299,-2.6949475e+16,31.473133,4280.9097,[-0.013  0.714 -1.963 -2.007],,428.47,2042342,20176714.0,0.4189424,-255.14299,4999.576,3.487299e+20,,1.0,100.0,True,10.0
223555.86,572.4031517505646,2053548.9,0.14329195,-1,100,431094730000.0,1.0,100.0,9.979887,4032.399823260011,92,1394.2695,-19647378.0,10.0,1,1.0,9200,-241.51068,-6.7210556e+18,42824.387,4032.4,[-0.063  0.725 -1.983 -1.977],,403.86,2082728,18204236.0,0.4189424,-241.51068,4999.5425,2.1690775e+25,,1.0,100.0,True,10.0
79.210846,582.8079676628113,795.0748,0.1346432,-1,100,329310140.0,1.0,100.0,9.979864,3733.5527260177837,93,1760.5837,-18482166.0,10.0,1,1.0,9300,-245.28645,-70412180000000.0,14.543566,3733.5532,[-0.006  0.743 -1.989 -1.96 ],,373.85,2120113,17039070.0,0.4189424,-245.28645,4999.468,2380771200000000.0,,1.0,100.0,True,10.0
3322.464,594.0587813854218,33388.094,0.07619009,-1,100,9725580000.0,1.0,100.0,9.982108,4287.002608443814,94,1363.8461,-21681598.0,10.0,1,1.0,9400,-243.6769,-219810990000000.0,393.14774,4287.003,[-0.049  0.775 -2.005 -1.933],,429.15,2163028,20238468.0,0.4189424,-243.6769,4999.5205,2.3198942e+16,,1.0,100.0,True,10.0
12450.395,604.081502199173,91341.75,0.10395533,-1,100,57214870000.0,1.0,100.0,559.5393,3841.4694065655667,95,989.26324,-17178636.0,10.0,1,1.0,9500,-229.5896,-2.2462316e+17,4961.7964,3841.4697,[-0.087  0.736 -2.022 -1.96 ],,384.99,2201527,15735528.0,0.4189424,-229.5896,4999.4883,2.4228573e+22,,1.0,100.0,True,10.0
114.795685,616.9522790908813,986.5167,0.20546307,-1,100,533662600.0,1.0,100.0,299.72192,4436.649877956102,96,1174.7313,-22506944.0,10.0,1,1.0,9600,-244.89973,-65562860000.0,32.937145,4436.65,[-0.027  0.745 -2.02  -1.975],,444.0,2245927,21063854.0,0.4189424,-244.89973,4999.448,2030719000.0,,1.0,100.0,True,10.0
29.501717,629.6468555927277,236.78027,0.040822703,-1,100,281289020.0,1.0,100.0,,4407.983770424346,97,1337.1212,-22661304.0,10.0,1,1.0,9700,-243.57484,-7834542000000.0,12.912014,4407.984,[ 4.615e-04  7.001e-01 -2.034e+00 -2.005e+00],,441.13,2290040,21218212.0,0.4189424,-243.57484,4999.455,29473146000000.0,,1.0,100.0,True,10.0
192799.55,642.162784576416,1679513.8,0.111984804,-1,100,736354700000.0,1.0,100.0,19.960766,4376.358229159096,98,1070.6626,-21741970.0,10.0,1,1.0,9800,-248.02,-1.326595e+21,48046.0,4376.3584,[-0.055  0.725 -2.043 -1.992],,438.16,2333856,20298828.0,0.4189424,-248.02,4999.5386,8.450419e+29,,1.0,100.0,True,10.0
60.263844,653.6544284820557,608.267,0.0014258624,-1,100,250338660.0,1.0,100.0,249.81577,4162.247487773064,99,1432.78,-20820264.0,10.0,1,1.0,9900,-242.15457,-6.8293626e+16,10.867065,4162.248,[ 0.007  0.716 -2.046 -1.995],,416.65,2375521,19377164.0,0.4189424,-242.15457,4999.4697,2.2396794e+21,,1.0,100.0,True,10.0
965478.06,665.2826020717621,7900094.0,0.122702576,-1,100,2327170300000.0,1.0,100.0,,4264.692084780229,100,1443.6752,-21714956.0,10.0,1,1.0,10000,-244.78131,-4.888871e+22,162575.89,4264.6924,[-0.051  0.735 -2.052 -1.983],,426.87,2418208,20271796.0,0.4189424,-244.78131,4999.5713,1.1476442e+33,,1.0,100.0,True,10.0
3.9832332,678.2675001621246,24.971693,0.09210213,-1,100,78438390.0,1.0,100.0,,4269.123372990435,101,1441.1041,-21745340.0,10.0,1,1.0,10100,-263.4333,-11247407000000.0,3.912082,4269.1235,[ 0.011  0.726 -2.054 -1.982],,427.28,2460936,20302194.0,0.4189424,-263.4333,4999.548,60743114000000.0,,1.0,100.0,True,10.0
61865.98,691.4276874065399,621755.06,0.13366881,-1,100,95043800000.0,1.0,100.0,239.78546,4448.238176670882,102,1073.4282,-22382154.0,10.0,1,1.0,10200,-250.22066,-1.2462257e+16,7525.9873,4448.2383,[-0.048  0.713 -2.064 -1.968],,445.26,2505462,20939070.0,0.4189424,-250.22066,4999.4375,7.458018e+19,,1.0,100.0,True,10.0
14.630663,703.4352388381958,140.58337,0.09301733,-1,100,160562460.0,1.0,100.0,9.980486,4340.46917832414,103,1428.1774,-22322480.0,10.0,1,1.0,10300,-249.90245,-3274172200000000.0,7.3068066,4340.469,[ 0.003  0.711 -2.07  -2.003],,434.38,2548900,20879362.0,0.4189424,-249.90245,4999.499,5.1477595e+18,,1.0,100.0,True,10.0
317399.7,716.3161685466766,2200213.5,0.12880328,-1,100,1310235600000.0,1.0,100.0,9.980526,4566.712866935252,104,843.36646,-23009312.0,10.0,1,1.0,10400,-244.08392,-8.380406e+21,95237.3,4566.713,[-0.053  0.704 -2.093 -1.994],,457.14,2594614,21566132.0,0.4189424,-244.08392,4999.6045,3.3721644e+31,,1.0,100.0,True,10.0
7092.0713,729.1186573505402,59070.133,0.07318469,-1,100,37991970000.0,1.0,100.0,,4455.878971671232,105,1278.4147,-22932290.0,10.0,1,1.0,10500,-264.79477,-964967550000000.0,1531.0162,4455.879,[ 0.009  0.698 -2.097 -1.992],,445.88,2639202,21489200.0,0.4189424,-264.79477,4999.448,4.471201e+17,,1.0,100.0,True,10.0
2101.7402,739.8607938289642,19096.672,0.039742194,-1,100,11522220000.0,1.0,100.0,,4136.404038569599,106,1494.739,-20787140.0,10.0,1,1.0,10600,-258.55353,-2257521200000.0,518.91327,4136.4043,[ 0.024  0.815 -2.137 -2.   ],,414.04,2680606,19344084.0,0.4189424,-258.55353,4999.3945,2422538200000.0,,1.0,100.0,True,10.0
236066.7,753.3913311958313,2291563.5,0.5694873,-1,100,893985800000.0,1.0,100.0,299.73688,4816.282884963588,107,780.1734,-25248394.0,10.0,1,1.0,10700,-247.49396,-2.2371182e+18,35832.023,4816.2827,[ 0.053  0.773 -2.37  -2.076],,481.81,2728787,23805250.0,0.4189424,-247.49396,4999.5366,2.4031437e+24,,1.0,100.0,True,10.0
46139.75,765.4650321006775,346164.44,0.09487509,-1,100,223329620000.0,1.0,100.0,,4421.046915289069,108,1294.7568,-22665144.0,10.0,1,1.0,10800,-243.5924,-9639229000000000.0,9005.028,4421.0474,[ 0.078  0.87  -2.379 -2.002],,442.43,2773030,21222050.0,0.4189424,-243.5924,4999.454,4.4616493e+19,,1.0,100.0,True,10.0
719619.8,778.655996799469,7235168.0,0.12107335,-1,100,1917002300000.0,1.0,100.0,9.983092,4778.54993623511,109,885.7549,-25062272.0,10.0,1,1.0,10900,-242.59103,-1290314900000000.0,77092.33,4778.55,[-5.825e-04  7.924e-01 -2.400e+00 -2.056e+00],,478.02,2820832,23619100.0,0.4189424,-242.59103,4999.5884,7.970475e+17,,1.0,100.0,True,10.0
19.975296,792.3095283508301,165.65276,0.22667162,-1,100,213461980.0,1.0,100.0,9.980872,4873.857724377141,110,726.28937,-25725158.0,10.0,1,1.0,11000,-249.97815,-123293010000.0,8.646013,4873.8574,[ 0.015  0.715 -2.413 -2.152],,487.5,2869582,24281984.0,0.4189424,-249.97815,4999.591,7273695700.0,,1.0,100.0,True,10.0
1399873.5,805.3025326728821,9418888.0,0.13255171,-1,100,5380500000000.0,1.0,100.0,,4819.708696240852,111,796.87555,-25307794.0,10.0,1,1.0,11100,-249.89624,-2.26349e+21,281216.3,4819.709,[-0.032  0.695 -2.422 -2.187],,482.14,2917796,23864602.0,0.4189424,-249.89624,4999.624,2.459966e+30,,1.0,100.0,True,10.0
800.5059,818.6347987651825,5473.793,0.03764668,-1,100,5200870400.0,1.0,100.0,1309.329,4926.911511635333,112,443.28632,-25914084.0,10.0,1,1.0,11200,-254.13905,-51223537000000.0,208.91211,4926.911,[ 0.027  0.682 -2.425 -2.202],,492.81,2967077,24470958.0,0.4189424,-254.13905,4999.509,1259687500000000.0,,1.0,100.0,True,10.0
47177.51,832.6753532886505,343543.94,0.28028673,-1,100,293049370000.0,1.0,100.0,19.97054,4913.621830502389,113,607.2401,-25955580.0,10.0,1,1.0,11300,-244.70924,-1.4244686e+19,11727.191,4913.622,[ 0.01   0.567 -2.397 -2.166],,491.46,3016223,24512420.0,0.4189424,-244.70924,4999.5684,9.743094e+25,,1.0,100.0,True,10.0
665.28125,846.2140429019928,4959.82,0.08066948,-1,100,3904684300.0,1.0,100.0,,4828.3959144549635,114,837.0832,-25457312.0,10.0,1,1.0,11400,-243.2662,-64526418000.0,156.27426,4828.3955,[ 0.055  0.469 -2.405 -2.229],,482.99,3064522,24014114.0,0.4189424,-243.2662,4999.6367,1764510000.0,,1.0,100.0,True,10.0
5166871.0,859.0830612182617,51682000.0,0.041808646,-1,100,15645523000000.0,1.0,100.0,9.980953,4470.4615130065295,115,1287.2389,-23085142.0,10.0,1,1.0,11500,-252.91988,-1.3358789e+23,628199.94,4470.4614,[ 0.108  0.482 -2.383 -2.209],,447.35,3109257,21642008.0,0.4189424,-252.91988,4999.5273,8.569187e+33,,1.0,100.0,True,10.0
189907260.0,871.9267957210541,1908703200.0,0.066037714,-1,100,478585960000000.0,1.0,100.0,,4924.386084534895,116,552.5528,-25998084.0,10.0,1,1.0,11600,-240.96996,-2.6351428e+19,19161026.0,4924.3857,[ 0.054  0.591 -2.393 -2.238],,492.55,3158512,24554892.0,0.4189424,-240.96996,4999.624,3.333991e+26,,1.0,100.0,True,10.0
29.697624,885.2763636112213,242.58037,0.11079504,-1,100,271275300.0,1.0,100.0,289.7653,4891.746631468165,117,660.9641,-25809258.0,10.0,1,1.0,11700,-243.6435,-8487466000000.0,10.91248,4891.7466,[-1.797e-03  6.742e-01 -2.401e+00 -2.164e+00],,489.29,3207441,24366058.0,0.4189424,-243.6435,4999.635,34585694000000.0,,1.0,100.0,True,10.0
487872.28,898.6081652641296,4451883.5,0.05342025,-1,100,2081632000000.0,1.0,100.0,2299.4685,4690.829190030828,118,593.69073,-23799520.0,10.0,1,1.0,11800,-236.56783,-6.145339e+23,105305.21,4690.829,[-0.046  0.68  -2.408 -2.121],,469.45,3254386,22356346.0,0.4189424,-236.56783,4999.595,1.8133163e+35,,1.0,100.0,True,10.0
16.443235,911.8294820785522,128.35468,0.120366015,-1,100,226645460.0,1.0,100.0,,4829.958461125209,119,861.5506,-25513932.0,10.0,1,1.0,11900,-250.42656,-7799683000000.0,9.156149,4829.958,[ 0.014  0.664 -2.411 -2.123],,483.12,3302698,24070768.0,0.4189424,-250.42656,4999.575,29209053000000.0,,1.0,100.0,True,10.0
1529220.0,924.426575422287,11401290.0,0.1752438,-1,100,5805054600000.0,1.0,100.0,19.962032,4752.015288903474,120,701.6388,-24517148.0,10.0,1,1.0,12000,-259.7801,-2.4925057e+22,384552.1,4752.0156,[-0.03   0.624 -2.404 -2.142],,475.44,3350242,23073946.0,0.4189424,-259.7801,4999.6387,2.9829032e+32,,1.0,100.0,True,10.0
8.0564375,937.9114763736725,43.22761,0.042656675,-1,100,136830980.0,1.0,100.0,2179.3508,4935.2593373337495,121,376.01926,-25941372.0,10.0,1,1.0,12100,-245.23802,-240330670000.0,5.581332,4935.2593,[ 0.025  0.652 -2.406 -2.128],,493.64,3399606,24498174.0,0.4189424,-245.23802,4999.6313,27700850000.0,,1.0,100.0,True,10.0
6563793.5,951.3423020839691,50377056.0,0.119743176,-1,100,33795896000000.0,1.0,100.0,2769.2493,4932.644530306244,122,310.75955,-25870740.0,10.0,1,1.0,12200,-249.25688,-7.269022e+23,1596142.5,4932.6445,[-0.03   0.681 -2.407 -2.125],,493.43,3448949,24427552.0,0.4189424,-249.25688,4999.6123,2.5370426e+35,,1.0,100.0,True,10.0
19.20859,965.2345225811005,164.10303,0.0059540253,-1,100,194288510.0,1.0,100.0,249.8191,4813.546304189023,123,832.8346,-25307038.0,10.0,1,1.0,12300,-265.76114,-581891400000.0,8.2086935,4813.5464,[ 0.032  0.68  -2.405 -2.119],,481.49,3497098,23863840.0,0.4189424,-265.76114,4999.6323,162466100000.0,,1.0,100.0,True,10.0
6081964.0,979.6362397670746,60236428.0,0.029185358,-1,100,13630700000000.0,1.0,100.0,19.964745,4863.872984592721,124,672.6655,-25552940.0,10.0,1,1.0,12400,-253.22978,-6.5206636e+18,725139.1,4863.873,[-0.016  0.653 -2.41  -2.147],,486.54,3545752,24109740.0,0.4189424,-253.22978,4999.6353,2.0415014e+25,,1.0,100.0,True,10.0
7024723.5,993.5011970996857,70606430.0,0.010747511,-1,100,17783025000000.0,1.0,100.0,19.965797,4949.325326991136,125,495.41934,-26184416.0,10.0,1,1.0,12500,-255.3063,-9.109557e+16,711826.94,4949.325,[ 0.035  0.623 -2.412 -2.167],,495.03,3595255,24741260.0,0.4189424,-255.3063,4999.561,3.9830775e+21,,1.0,100.0,True,10.0
494142.72,1007.745947599411,4091641.5,0.25304028,-1,100,2618408800000.0,1.0,100.0,989.5377,4959.099556194842,126,398.95605,-26195020.0,10.0,1,1.0,12600,-246.21829,-3.3675742e+21,104772.35,4959.0996,[-0.013  0.705 -2.413 -2.086],,496.0,3644855,24751834.0,0.4189424,-246.21829,4999.6084,5.4451724e+30,,1.0,100.0,True,10.0
2799.658,1020.6481549739838,28127.607,0.048099436,-1,100,7750479400.0,1.0,100.0,,4812.230958672509,127,918.83594,-25444984.0,10.0,1,1.0,12700,-240.41492,-1410643100000.0,310.22253,4812.231,[ 0.042  0.596 -2.414 -2.109],,481.35,3692990,24001824.0,0.4189424,-240.41492,4999.5654,945020340000.0,,1.0,100.0,True,10.0
9741.072,1033.065819978714,81449.56,0.05262415,-1,100,50644267000.0,1.0,100.0,,4423.689200024291,128,1430.6975,-23059072.0,10.0,1,1.0,12800,-250.11609,-61293760000000.0,2029.2269,4423.6895,[ 0.1    0.614 -2.416 -2.095],,442.64,3737254,21615922.0,0.4189424,-250.11609,4999.5537,1800987800000000.0,,1.0,100.0,True,10.0
281374.78,1045.8168985843658,2656395.0,0.028222747,-1,100,919161100000.0,1.0,100.0,279.7598,4622.845791327324,129,1145.5643,-24126132.0,10.0,1,1.0,12900,-253.37117,-36612503000000.0,36783.938,4622.8457,[ 0.101  0.566 -2.425 -2.21 ],,462.52,3783506,22683020.0,0.4189424,-253.37117,4999.4883,611777360000000.0,,1.0,100.0,True,10.0
587.7193,1054.4962706565857,5822.9116,0.074705034,-1,100,1619383200.0,1.0,100.0,,2953.516201126408,130,1830.0887,-13515377.0,10.0,1,1.0,13000,-240.31009,-208503750000000.0,112.53134,2953.5164,[ 0.212  0.564 -2.421 -2.152],,296.14,3813120,12072482.0,0.4189424,-240.31009,4999.131,2.088162e+16,,1.0,100.0,True,10.0
1733.8044,1068.0013844966888,14990.0625,0.068196386,-1,100,11543898000.0,1.0,100.0,,4854.078323103841,131,731.65576,-25540528.0,10.0,1,1.0,13100,-245.97035,-1144302600000.0,469.74716,4854.078,[ 0.094  0.589 -2.45  -2.134],,485.56,3861676,24097396.0,0.4189424,-245.97035,4999.5166,616146670000.0,,1.0,100.0,True,10.0
1100311.9,1080.2339451313019,8979341.0,0.041007504,-1,100,4963750600000.0,1.0,100.0,249.83351,4403.340803462352,132,1322.3177,-22581086.0,10.0,1,1.0,13200,-241.71596,-5.9892077e+21,207718.58,4403.341,[ 0.15   0.622 -2.493 -2.037],,440.64,3905740,21137932.0,0.4189424,-241.71596,4999.5625,1.7223916e+31,,1.0,100.0,True,10.0
767.882,1091.7927687168121,7079.2925,0.0008535806,-1,100,4110913500.0,1.0,100.0,,4296.462425645851,133,1415.9047,-21907528.0,10.0,1,1.0,13300,-248.17477,-89641540000000.0,203.42174,4296.4624,[ 0.152  0.736 -2.509 -1.988],,430.01,3948741,20464374.0,0.4189424,-248.17477,4999.5605,3858093000000000.0,,1.0,100.0,True,10.0
2945.2976,1105.8563795089722,23496.475,0.005943315,-1,100,21171917000.0,1.0,100.0,29.943897,4712.400863545557,134,1089.0369,-24835864.0,10.0,1,1.0,13400,-243.18639,-1.1328304e+17,848.60297,4712.4004,[ 0.049  0.675 -2.541 -2.003],,471.39,3995880,23392722.0,0.4189424,-243.18639,4999.535,6.162152e+21,,1.0,100.0,True,10.0
5866119.5,1118.8996329307556,58515140.0,0.06899183,-1,100,18457770000000.0,1.0,100.0,9.980534,4724.0067405543705,135,821.7103,-24434622.0,10.0,1,1.0,13500,-244.66441,-2.946256e+21,759070.6,4724.0063,[-0.051  0.743 -2.537 -1.972],,472.69,4043149,22991448.0,0.4189424,-244.66441,4999.5913,4.167966e+30,,1.0,100.0,True,10.0
10433.481,1129.9791405200958,75970.336,0.09493012,-1,100,12957132000.0,1.0,100.0,,3280.5863446467356,136,1121.9226,-13464156.0,10.0,1,1.0,13600,-221.62244,-1.2523901e+16,2430.163,3280.5862,[-0.096  0.628 -2.532 -1.991],,328.97,4076046,12020957.0,0.4189424,-221.62244,4999.654,7.530779e+19,,1.0,100.0,True,10.0
138.58896,1143.6542418003082,1242.4207,0.12691864,-1,100,618614900.0,1.0,100.0,9.979337,4801.132237666259,137,639.44556,-24902982.0,10.0,1,1.0,13700,-244.37096,-242556620000.0,36.648247,4801.1323,[-0.036  0.641 -2.533 -1.997],,480.35,4124081,23459760.0,0.4189424,-244.37096,4999.672,28103700000.0,,1.0,100.0,True,10.0
83669.97,1156.743895292282,802918.3,0.118872985,-1,100,335615660000.0,1.0,100.0,,4949.218103501906,138,497.4152,-26185366.0,10.0,1,1.0,13800,-250.58484,-9.375819e+18,13428.247,4949.2183,[-0.005  0.644 -2.533 -1.994],,495.01,4173582,24742182.0,0.4189424,-250.58484,4999.6074,4.220814e+25,,1.0,100.0,True,10.0
42995532.0,1169.6312322616577,427843300.0,0.013337993,-1,100,130489940000000.0,1.0,100.0,319.73718,4933.570244373924,139,499.9999,-26033302.0,10.0,1,1.0,13900,-259.16354,-2.7815952e+23,5222166.0,4933.57,[ 0.058  0.647 -2.528 -1.991],,493.46,4222928,24590114.0,0.4189424,-259.16354,4999.6123,3.7150417e+34,,1.0,100.0,True,10.0
3522.0886,1182.0913228988647,35414.76,0.09811404,-1,100,9405044000.0,1.0,100.0,219.75418,4943.566430587696,140,479.6671,-26112098.0,10.0,1,1.0,14000,-242.67587,-499759070000000.0,376.37402,4943.5664,[-0.03   0.841 -2.617 -2.088],,494.46,4272374,24668928.0,0.4189424,-242.67587,4999.58,1.1992016e+17,,1.0,100.0,True,10.0
1194204.9,1195.0471382141113,11678077.0,0.062289,-1,100,2432972400000.0,1.0,100.0,9.980032,4697.626035728541,141,702.87775,-24004904.0,10.0,1,1.0,14100,-259.8291,-6.152263e+21,181395.6,4697.626,[-0.073  0.869 -2.618 -2.053],,470.13,4319387,22561728.0,0.4189424,-259.8291,4999.5947,1.8174051e+31,,1.0,100.0,True,10.0
23.941833,1208.2959723472595,173.58142,0.010372435,-1,100,212642860.0,1.0,100.0,9.981356,4901.733202879917,142,682.60114,-25936132.0,10.0,1,1.0,14200,-250.36897,-1965823400000000.0,8.536339,4901.733,[-0.013  0.877 -2.619 -2.067],,490.27,4368414,24492932.0,0.4189424,-250.36897,4999.633,1.8554863e+18,,1.0,100.0,True,10.0
1068.626,1220.634423494339,7185.729,0.034042094,-1,100,4749353500.0,1.0,100.0,,4608.861462113611,143,941.5197,-23571272.0,10.0,1,1.0,14300,-235.35959,-132989690000.0,307.91333,4608.8613,[-0.074  0.882 -2.619 -2.056],,461.27,4414541,22128064.0,0.4189424,-235.35959,4999.651,7896086500.0,,1.0,100.0,True,10.0
9743.217,1233.3917906284332,97535.93,0.0010328563,-1,100,30031670000.0,1.0,100.0,9.9792795,4766.069724031703,144,984.92834,-25128668.0,10.0,1,1.0,14400,-250.189,-5.3672064e+20,1201.6755,4766.07,[-0.042  0.913 -2.62  -2.012],,476.74,4462215,23685504.0,0.4189424,-250.189,4999.5723,1.3832048e+29,,1.0,100.0,True,10.0
249292.22,1245.6758148670197,2269709.5,0.015388522,-1,100,676248160000.0,1.0,100.0,,4359.580441937335,145,1017.35767,-21484150.0,10.0,1,1.0,14500,-244.38266,-5.7516835e+17,52715.824,4359.58,[-0.1    0.895 -2.622 -2.028],,436.51,4505866,20040958.0,0.4189424,-244.38266,4999.628,1.5883983e+23,,1.0,100.0,True,10.0
