EmpiricalD2Harmonic,StdIW,Inner Iteration,InitialReturnMax,MaxIW,VarianceInitializer,MeanIW,InitialReturnMean,ReturnStepMaxmin,EmpiricalD2Arithmetic,Iteration,StdWReturnMean,WReturnMean,ReturnMeanIW,DivergenceHarmonic,MinTargetPdf,MeanD2-0,ReturnStepMax,InitialReturnMin,ESSRenyiHarmonic,EpisodesSoFar,TimestepsSoFar,LearnableVariance,MinBehavPdf,MinIW,InitialBound,EpThisIter,InitialReturnStd,TimeElapsed,Bound,EpLenMean,Penalization,ESSRenyiArithmetic,EpRewMean,MeanEntropy,Weights
1.0,72.08512,1,4999.2734,656.62054,-1,31.717503,2075.3066,10.0,1.0,73,,6525187.0,216962020.0,2.7947509e+17,-226.35715,1.0,10.0,29.949192,100.0,7300,1154668,,-226.35715,0.03973492,-7968158.0,100,1489.3923,695.7516660690308,-762824850000000.0,208.5,True,100.0,2075.306802232462,0.4189424,[ 0.054  0.208 -1.771 -1.655]
1.0,20.499254,1,4999.462,133.41481,-1,11.738239,2839.9832,10.0,1.0,74,,10639457.0,118855220.0,6725207600.0,-237.6343,1.0,10.0,349.66705,100.0,7400,1183154,,-237.6343,0.0669856,-12082543.0,100,1604.3544,713.8097183704376,-118460820000.0,284.86,True,100.0,2839.9832475337753,0.4189424,[-0.008  0.2   -1.777 -1.653]
1.0,6453.708,1,4999.4453,64622.926,-1,873.8264,3462.3145,10.0,1.0,75,,14759783.0,20408457000.0,1.5793242e+19,-264.6672,1.0,10.0,429.7961,100.0,7500,1217844,,-264.6672,0.055509295,-16202864.0,100,1664.9812,732.8111205101013,-5734825600000000.0,346.9,True,100.0,3462.3144172982434,0.4189424,[ 0.022  0.211 -1.778 -1.651]
1.0,8879.33,1,4999.463,67711.84,-1,2172.1724,2589.0737,10.0,1.0,76,,9079654.0,20933392000.0,1.23199764e+30,-229.59264,1.0,10.0,,100.0,7600,1243823,,-229.59264,0.08908475,-10522738.0,100,1541.5419,749.6649804115295,-1.6017363e+21,259.79,True,100.0,2589.0738227857537,0.4189424,[-0.027  0.243 -1.792 -1.666]
1.0,417.18054,1,4999.4556,4062.071,-1,95.63632,3612.8848,10.0,1.0,77,,15602925.0,1911057300.0,4.948282e+27,-238.16711,1.0,10.0,29.953835,100.0,7700,1280020,,-238.16711,0.03938241,-17046012.0,100,1596.8687,770.1347467899323,-1.0151074e+20,361.97,True,100.0,3612.884727354721,0.4189424,[ 0.033  0.258 -1.792 -1.663]
1.0,13564.541,1,4999.505,89688.56,-1,3956.1484,2684.835,10.0,1.0,78,,9208036.0,26889648000.0,1.1932862e+31,-238.63934,1.0,10.0,,100.0,7800,1306960,,-238.63934,0.0085025,-10651146.0,100,1414.1063,783.8903141021729,-4.9850057e+21,269.4,True,100.0,2684.8351164960204,0.4189424,[-0.028  0.27  -1.798 -1.657]
1.0,171.51685,1,4999.341,1675.3328,-1,46.70176,3275.818,10.0,1.0,79,,14170318.0,699884350.0,3.4285583e+17,-245.26236,1.0,10.0,39.93038,100.0,7900,1339786,,-245.26236,0.022505257,-15613337.0,100,1854.5443,799.4279832839966,-844930500000000.0,328.26,True,100.0,3275.818102945156,0.4189424,[ 0.034  0.279 -1.798 -1.656]
1.0,13.61785,1,4999.323,87.68803,-1,10.001999,2935.85,10.0,1.0,80,,10840155.0,71300600.0,85993350000.0,-225.462,1.0,10.0,,100.0,8000,1369231,,-225.462,0.1088595,-12283161.0,100,1490.2827,814.0143241882324,-423221170000.0,294.45,True,100.0,2935.849741513374,0.4189424,[-0.025  0.284 -1.813 -1.645]
1.0,50011.477,1,4999.333,467281.66,-1,7226.9243,3957.164,10.0,1.0,81,,18127200.0,160354290000.0,1.8387674e+16,-256.30338,1.0,10.0,399.7072,100.0,8100,1408850,,-256.30338,0.037902597,-19570220.0,100,1571.0042,836.0222203731537,-195831550000000.0,396.19,True,100.0,3957.1638090527613,0.4189424,[ 0.006  0.289 -1.814 -1.646]
1.0,15.287986,1,4999.282,84.506516,-1,11.794718,3134.0818,10.0,1.0,82,,13054313.0,146252620.0,13635475000000.0,-262.98862,1.0,10.0,29.949497,100.0,8200,1440263,,-262.98862,0.055724848,-14497297.0,100,1797.7333,852.7370800971985,-5328460000000.0,314.13,True,100.0,3134.0817622815257,0.4189424,[ 0.044  0.333 -1.821 -1.625]
1.0,124510.16,1,4999.4824,1210927.2,-1,22693.36,3539.2866,10.0,1.0,83,,14942331.0,248109550000.0,7.2468103e+30,-253.46967,1.0,10.0,,100.0,8300,1475725,,-253.46967,0.0119893495,-16385434.0,100,1554.2793,872.9867367744446,-3.8847485e+21,354.62,True,100.0,3539.286269338681,0.4189424,[-0.009  0.303 -1.833 -1.633]
1.0,14.148968,1,4999.3237,97.15663,-1,9.927554,3521.4507,10.0,1.0,84,,15237491.0,124879896.0,7830354000000000.0,-251.24889,1.0,10.0,9.981885,100.0,8400,1511004,,-251.24889,0.009207714,-16680503.0,100,1684.3032,891.9281167984009,-127688870000000.0,352.79,True,100.0,3521.4504929222617,0.4189424,[ 0.043  0.337 -1.839 -1.627]
1.0,22.482567,1,4999.42,105.06099,-1,15.633597,3750.3906,10.0,1.0,85,,16266914.0,192534960.0,307302660.0,-252.31187,1.0,10.0,9.97978,100.0,8500,1548576,,-252.31187,0.10621292,-17709982.0,100,1483.7406,911.5883514881134,-25489111000.0,375.72,True,100.0,3750.3905362109217,0.4189424,[-0.019  0.335 -1.847 -1.625]
1.0,2.1903334,1,4999.5586,11.1625805,-1,2.8488538,4013.079,10.0,1.0,86,,18541118.0,54664780.0,127713840.0,-235.89821,1.0,10.0,,100.0,8600,1588752,,-235.89821,0.07588147,-19984268.0,100,1560.8695,934.3010408878326,-16363452000.0,401.76,True,100.0,4013.0791424578265,0.4189424,[ 0.01   0.343 -1.849 -1.62 ]
1.0,302560.9,1,4999.5723,3014318.5,-1,41832.734,3445.8887,10.0,1.0,87,,14253410.0,616387300000.0,2.0358938e+32,-245.17856,1.0,10.0,339.7499,100.0,8700,1623284,,-245.17856,0.047282968,-15696564.0,100,1542.4851,954.8573744297028,-2.0591246e+22,345.32,True,100.0,3445.888839820614,0.4189424,[-0.021  0.342 -1.854 -1.619]
1.0,25.678743,1,4999.256,160.36517,-1,16.13609,3575.8904,10.0,1.0,88,,15775953.0,290671600.0,1.0218358e+32,-245.5145,1.0,10.0,,100.0,8800,1659104,,-245.5145,0.14562845,-17218926.0,100,1728.8611,976.4119112491608,-1.4586152e+22,358.2,True,100.0,3575.890572430582,0.4189424,[ 0.039  0.324 -1.855 -1.629]
1.0,27.767756,1,4999.4863,232.65804,-1,14.253284,3293.4631,10.0,1.0,89,,13056561.0,116889496.0,7617544000.0,-232.61136,1.0,10.0,349.68488,100.0,8900,1692115,,-232.61136,0.13279058,-14499665.0,100,1486.4937,993.0477406978607,-126066745000.0,330.11,True,100.0,3293.4628966009886,0.4189424,[-0.023  0.324 -1.864 -1.621]
1.0,2895.5442,1,4999.4243,19455.498,-1,798.90576,4152.1426,10.0,1.0,90,,19427978.0,19063017000.0,9.251486e+16,-242.73656,1.0,10.0,49.92115,100.0,9000,1733678,,-242.73656,0.0120885465,-20871052.0,100,1479.085,1015.4318780899048,-438938800000000.0,415.63,True,100.0,4152.14242788765,0.4189424,[ 0.008  0.328 -1.865 -1.62 ]
1.0,372637.1,1,4999.416,3433855.8,-1,63798.137,3910.6438,10.0,1.0,91,,17797922.0,840785260000.0,2.5950436e+24,-239.0533,1.0,10.0,,100.0,9100,1772832,,-239.0533,0.046612456,-19240990.0,100,1582.6522,1039.2942707538605,-2.3246117e+18,391.54,True,100.0,3910.643610837439,0.4189424,[ 0.009  0.243 -1.956 -1.63 ]
1.0,312.20193,1,4999.4824,2973.78,-1,58.125797,3554.0037,10.0,1.0,92,,15398688.0,983828160.0,98905704.0,-238.4724,1.0,10.0,39.936462,100.0,9200,1808441,,-238.4724,0.17440352,-16841792.0,100,1663.6538,1060.5258214473724,-15335422000.0,356.09,True,100.0,3554.0040340326404,0.4189424,[ 0.055  0.283 -1.962 -1.618]
1.0,30.419397,1,4999.2886,197.12617,-1,15.39386,4071.5789,10.0,1.0,93,,18698666.0,284624700.0,19794470000000.0,-248.28325,1.0,10.0,,100.0,9300,1849205,,-248.28325,0.11844569,-20141660.0,100,1456.3354,1085.1835384368896,-6420177000000.0,407.64,True,100.0,4071.5786778159168,0.4189424,[ 0.04   0.341 -1.978 -1.63 ]
1.0,55.88727,1,4999.6206,465.06696,-1,26.033352,4071.191,10.0,1.0,94,,18310250.0,359196830.0,463363740.0,-256.59622,1.0,10.0,309.84222,100.0,9400,1889974,,-256.59622,0.16696385,-19753436.0,100,1317.4414,1109.5954887866974,-31424422000.0,407.69,True,100.0,4071.191046535896,0.4189424,[-0.014  0.328 -1.988 -1.657]
1.0,965.1038,1,4999.5044,9496.621,-1,183.50272,4656.1514,10.0,1.0,95,,22622560.0,4449078000.0,3.1827534e+27,-247.923,1.0,10.0,269.7633,100.0,9500,1936563,,-247.923,0.028535392,-24065684.0,100,970.9873,1133.4840679168701,-8.141319e+19,465.89,True,100.0,4656.1512943697635,0.4189424,[ 0.016  0.336 -1.992 -1.656]
1.0,7425.104,1,4999.5044,60720.586,-1,1980.6422,2835.1235,10.0,1.0,96,,9916177.0,10821474000.0,3.42423e+30,-249.97142,1.0,10.0,9.979594,100.0,9600,1965005,,-249.97142,0.036550824,-11359288.0,100,1370.4928,1151.2895994186401,-2.6703903e+21,284.42,True,100.0,2835.123518127979,0.4189424,[-0.037  0.307 -2.002 -1.669]
1.0,213.72495,1,4999.541,1926.179,-1,71.30844,4196.9844,10.0,1.0,97,,20125728.0,1563951000.0,2.1742407e+19,-240.6328,1.0,10.0,,100.0,9700,2007011,,-240.6328,0.010246275,-21568870.0,100,1584.6289,1178.5397291183472,-6729046600000000.0,420.06,True,100.0,4196.984605139513,0.4189424,[ 0.026  0.309 -2.004 -1.669]
1.0,12769.273,1,4999.5146,116067.39,-1,3545.9736,3175.058,10.0,1.0,98,,12235740.0,22106104000.0,6.1655255e+32,-233.57532,1.0,10.0,9.979883,100.0,9800,2038842,,-233.57532,0.009352715,-13678858.0,100,1467.9055,1201.3336970806122,-3.5832749e+22,318.31,True,100.0,3175.058007548988,0.4189424,[-0.029  0.28  -2.009 -1.678]
1.0,298.16986,1,4999.4404,2607.1887,-1,87.24283,4525.177,10.0,1.0,99,,21800178.0,2095766800.0,106389330000.0,-243.06084,1.0,10.0,49.91546,100.0,9900,2084124,,-243.06084,0.003168873,-23243264.0,100,1150.1968,1231.5086331367493,-472781720000.0,452.82,True,100.0,4525.1768242157195,0.4189424,[ 0.033  0.289 -2.009 -1.679]
1.0,37.419273,1,4999.537,214.82248,-1,17.145208,4303.8154,10.0,1.0,100,,20206562.0,329568320.0,342576350.0,-251.35074,1.0,10.0,419.74927,100.0,10000,2127199,,-251.35074,0.16965525,-21649702.0,100,1297.5876,1257.1335639953613,-27039800000.0,430.75,True,100.0,4303.815695003898,0.4189424,[ 0.011  0.234 -2.024 -1.689]
1.0,419.5108,1,4999.4565,2699.16,-1,135.01572,4122.2993,10.0,1.0,101,,19145108.0,2916433200.0,186560110000000.0,-244.4292,1.0,10.0,389.6523,100.0,10100,2168466,,-244.4292,0.013575559,-20588200.0,100,1466.8875,1279.832997560501,-19713269000000.0,412.67,True,100.0,4122.299194273787,0.4189424,[ 0.041  0.24  -2.025 -1.687]
1.0,228.6889,1,4999.59,1938.3854,-1,46.709583,3334.2217,10.0,1.0,102,,14128737.0,629294600.0,77322970.0,-240.07913,1.0,10.0,9.98145,100.0,10200,2201874,,-240.07913,0.08055877,-15571900.0,100,1735.4259,1298.6474573612213,-13319315000.0,334.08,True,100.0,3334.221782597062,0.4189424,[ 0.007  0.194 -2.033 -1.71 ]
1.0,630.91656,1,4999.593,4004.2236,-1,180.00644,4159.074,10.0,1.0,103,,19427436.0,3602251800.0,4729352500000.0,-244.91359,1.0,10.0,409.78024,100.0,10300,2243508,,-244.91359,0.04010527,-20870606.0,100,1459.2926,1323.9185333251953,-3142010800000.0,416.34,True,100.0,4159.07437577398,0.4189424,[ 0.035  0.208 -2.033 -1.71 ]
1.0,1940.2056,1,4999.5205,15846.68,-1,471.91672,4490.0483,10.0,1.0,104,,21598932.0,10302655000.0,3.036117e+27,-254.04944,1.0,10.0,389.75027,100.0,10400,2288439,,-254.04944,0.15397868,-23042064.0,100,1199.331,1352.6483361721039,-7.951615e+19,449.31,True,100.0,4490.048551468325,0.4189424,[ 0.029  0.265 -2.04  -1.685]
1.0,1886.2175,1,4999.415,14209.859,-1,743.84656,2439.7876,10.0,1.0,105,,7536880.0,4052390700.0,4.389589e+23,-242.51447,1.0,10.0,9.981201,100.0,10500,2312934,,-242.51447,0.035968784,-8979936.0,100,1258.697,1368.262454032898,-9.5606996e+17,244.95,True,100.0,2439.787337751817,0.4189424,[-0.033  0.265 -2.043 -1.693]
1.0,4561130.5,1,4999.612,44358664.0,-1,579773.8,4781.2827,10.0,1.0,106,,23620432.0,14485557000000.0,4.753248e+27,-257.2984,1.0,10.0,9.980648,100.0,10600,2360767,,-257.2984,0.0737964,-25063618.0,100,871.64777,1394.200508594513,-9.949637e+19,478.33,True,100.0,4781.282540900258,0.4189424,[ 0.022  0.295 -2.045 -1.686]
1.0,75631.18,1,4999.534,586773.6,-1,26201.32,4028.9878,10.0,1.0,107,,17526974.0,252423910000.0,1.438953e+33,-243.41699,1.0,10.0,369.76617,100.0,10700,2401119,,-243.41699,0.016519556,-18970110.0,100,1137.6426,1416.790379524231,-5.474214e+22,403.52,True,100.0,4028.9878926040105,0.4189424,[-0.028  0.389 -2.1   -1.721]
1.0,47.29778,1,4999.4424,402.89975,-1,16.869446,4407.8774,10.0,1.0,108,,21422976.0,388164200.0,2.3609575e+23,-242.14778,1.0,10.0,,100.0,10800,2445225,,-242.14778,0.23564366,-22866062.0,100,1411.946,1442.123771429062,-7.0117526e+17,441.06,True,100.0,4407.87756390668,0.4189424,[ 0.034  0.389 -2.1   -1.728]
1.0,185370.05,1,4999.5977,1800810.9,-1,40815.594,3710.5469,10.0,1.0,109,,15430513.0,557611700000.0,1.7174285e+34,-238.13976,1.0,10.0,9.983477,100.0,10900,2482402,,-238.13976,0.09504607,-16873684.0,100,1289.3231,1464.067476272583,-1.8912494e+23,371.77,True,100.0,3710.5469021084004,0.4189424,[-0.028  0.399 -2.106 -1.724]
1.0,28.185692,1,4999.4946,184.2809,-1,13.41785,4650.121,10.0,1.0,110,,22821974.0,307482000.0,1.0531155e+24,-254.01227,1.0,10.0,9.982763,100.0,11000,2528925,,-254.01227,0.07530475,-24265092.0,100,1094.6908,1492.4330518245697,-1.4809131e+18,465.23,True,100.0,4650.121171428944,0.4189424,[ 0.033  0.389 -2.108 -1.734]
1.0,128.79066,1,4999.5645,1287.2299,-1,26.548927,4097.4263,10.0,1.0,111,,18199712.0,218476030.0,1075456400.0,-239.94489,1.0,10.0,9.979858,100.0,11100,2569958,,-239.94489,0.069579646,-19642866.0,100,1187.7756,1517.7094008922577,-47544510000.0,410.33,True,100.0,4097.426252678648,0.4189424,[-0.027  0.382 -2.117 -1.746]
1.0,5263.331,1,4999.4365,52486.785,-1,612.9895,4605.0117,10.0,1.0,112,,22320486.0,13686943000.0,399316200000.0,-247.17397,1.0,10.0,39.938755,100.0,11200,2616035,,-247.17397,0.19759792,-23763570.0,100,1055.6299,1544.653855085373,-925571740000.0,460.77,True,100.0,4605.01175716923,0.4189424,[ 0.004  0.385 -2.119 -1.747]
1.0,125093870.0,1,4999.5117,1257463000.0,-1,12991860.0,4715.72,10.0,1.0,113,,22954468.0,324540450000000.0,2.5695038e+30,-251.09679,1.0,10.0,279.7835,100.0,11300,2663218,,-251.09679,0.07281433,-24397596.0,100,846.4369,1570.8527481555939,-2.3132323e+21,471.83,True,100.0,4715.719720089345,0.4189424,[ 0.035  0.385 -2.121 -1.752]
1.0,3.2978039,1,4999.588,13.692549,-1,4.2282677,4164.076,10.0,1.0,114,,19303462.0,76195970.0,83189850.0,-253.49886,1.0,10.0,9.983614,100.0,11400,2704907,,-253.49886,0.014068395,-20746630.0,100,1401.4033,1596.3320381641388,-13238835000.0,416.89,True,100.0,4164.0762633205595,0.4189424,[ 0.071  0.467 -2.128 -1.665]
1.0,2046329.1,1,4999.3916,20566464.0,-1,205745.92,4472.8076,10.0,1.0,115,,21620524.0,4238708300000.0,2.3142055e+17,-250.95946,1.0,10.0,39.92498,100.0,11500,2749665,,-250.95946,0.07284989,-23063582.0,100,1270.6372,1623.3801054954529,-698422800000000.0,447.58,True,100.0,4472.807520321946,0.4189424,[ 0.01   0.457 -2.139 -1.67 ]
1.0,317923.66,1,4999.5586,3192219.0,-1,40024.457,4172.935,10.0,1.0,116,,19760628.0,667053200000.0,2.1983538e+27,-247.33514,1.0,10.0,9.982539,100.0,11600,2791432,,-247.33514,0.7248098,-21203780.0,100,1532.0718,1649.0446631908417,-6.7663035e+19,417.67,True,100.0,4172.934847057191,0.4189424,[ 0.055  0.5   -2.143 -1.663]
1.0,1790782.0,1,4999.544,17544786.0,-1,296642.1,4538.1675,10.0,1.0,117,,21208238.0,4849722700000.0,6.267208e+34,-245.53076,1.0,10.0,799.6892,100.0,11700,2836857,,-245.53076,0.060131695,-22651384.0,100,783.1185,1677.1152744293213,-3.612744e+23,454.25,True,100.0,4538.167528077992,0.4189424,[-0.021  0.416 -2.17  -1.709]
1.0,23588040.0,1,4999.509,236696100.0,-1,2561327.2,4475.037,10.0,1.0,118,,21692094.0,63928080000000.0,2.692935e+24,-245.41008,1.0,10.0,9.979692,100.0,11800,2881637,,-245.41008,0.102113575,-23135220.0,100,1290.7892,1700.064478635788,-2.368202e+18,447.8,True,100.0,4475.036932667159,0.4189424,[ 0.037  0.438 -2.169 -1.699]
1.0,17.294092,1,4999.5654,125.488525,-1,9.251978,4439.036,10.0,1.0,119,,21250892.0,208803470.0,840723340000000.0,-266.28134,1.0,10.0,299.8456,100.0,11900,2926057,,-266.28134,0.001857463,-22694050.0,100,1243.3246,1724.3893415927887,-41843945000000.0,444.2,True,100.0,4439.035599507897,0.4189424,[ 0.007  0.537 -2.203 -1.639]
1.0,124369.46,1,4999.5254,1026885.56,-1,38319.367,4363.5063,10.0,1.0,120,,20134576.0,414483000000.0,5.240139e+29,-250.05084,1.0,10.0,19.967152,100.0,12000,2969741,,-250.05084,0.08543829,-21577710.0,100,1046.1301,1749.9462268352509,-1.044644e+21,436.84,True,100.0,4363.506508468645,0.4189424,[-0.035  0.505 -2.208 -1.672]
1.0,3.0431721,1,4999.5337,16.829792,-1,3.5966907,4455.653,10.0,1.0,121,,21589970.0,79428430.0,44674880000.0,-251.37825,1.0,10.0,249.77434,100.0,12100,3014325,,-251.37825,0.040514912,-23033110.0,100,1318.0017,1776.9727177619934,-305100700000.0,445.84,True,100.0,4455.6527023498065,0.4189424,[ 0.027  0.516 -2.209 -1.675]
1.0,47542.492,1,4999.579,265113.97,-1,13085.095,4652.5405,10.0,1.0,122,,22371604.0,188893400000.0,3.4129082e+22,-237.23584,1.0,10.0,319.73737,100.0,12200,3060881,,-237.23584,0.03732864,-23814772.0,100,851.74445,1807.157471895218,-2.6660537e+17,465.56,True,100.0,4652.540736191726,0.4189424,[-0.025  0.532 -2.226 -1.7  ]
1.0,4.784935,1,4999.6,23.51823,-1,4.657091,4766.7993,10.0,1.0,123,,23521178.0,113064960.0,18115484000000.0,-236.68082,1.0,10.0,269.77917,100.0,12300,3108565,,-236.68082,0.08543568,-24964358.0,100,893.7582,1836.3414046764374,-6142468000000.0,476.84,True,100.0,4766.799463062769,0.4189424,[ 0.028  0.505 -2.227 -1.719]
1.0,47.4988,1,4999.656,273.43213,-1,18.725445,4613.1094,10.0,1.0,124,,22398068.0,354679520.0,58551244.0,-255.15453,1.0,10.0,,100.0,12400,3154723,,-255.15453,0.1670199,-23841280.0,100,1057.0201,1861.7222514152527,-11397694000.0,461.58,True,100.0,4613.1093957682915,0.4189424,[-0.021  0.523 -2.25  -1.693]
1.0,1905.883,1,4999.518,16350.207,-1,438.4053,4537.4966,10.0,1.0,125,,22337900.0,10853843000.0,1.4675973e+18,-247.08183,1.0,10.0,9.981887,100.0,12500,3200121,,-247.08183,0.032335825,-23781030.0,100,1322.5067,1887.9485087394714,-1748243100000000.0,453.98,True,100.0,4537.4966592543215,0.4189424,[ 0.007  0.527 -2.249 -1.681]
1.0,341440.6,1,4999.4956,2621124.0,-1,102523.88,4230.7876,10.0,1.0,126,,19213904.0,1302037100000.0,3.981873e+33,-249.67595,1.0,10.0,9.979626,100.0,12600,3242478,,-249.67595,0.032014742,-20657020.0,100,1146.4468,1914.1738829612732,-9.106164e+22,423.57,True,100.0,4230.787782517292,0.4189424,[-0.024  0.414 -2.273 -1.645]
1.0,46.854504,1,4999.526,469.04364,-1,11.042027,4416.9316,10.0,1.0,127,,21639018.0,255951260.0,2771249000000.0,-250.70966,1.0,10.0,,100.0,12700,3286672,,-250.70966,0.1095243,-23082152.0,100,1459.3601,1937.531198978424,-2402597700000.0,441.94,True,100.0,4416.931841912152,0.4189424,[ 0.037  0.418 -2.273 -1.631]
1.0,59.25156,1,4999.5386,407.761,-1,23.921751,4415.348,10.0,1.0,128,,20739006.0,330979000.0,7789972500.0,-249.3597,1.0,10.0,9.980317,100.0,12800,3330862,,-249.3597,0.16304636,-22182148.0,100,1115.2161,1962.1849846839905,-127700980000.0,441.9,True,100.0,4415.348064229519,0.4189424,[-0.019  0.406 -2.281 -1.657]
1.0,99523.21,1,4999.579,910992.6,-1,16534.63,4819.561,10.0,1.0,129,,23926476.0,412103400000.0,3.626398e+17,-251.47813,1.0,10.0,,100.0,12900,3379071,,-251.47813,0.040903762,-25369644.0,100,835.6471,1992.6341819763184,-869460500000000.0,482.09,True,100.0,4819.561056924733,0.4189424,[ 0.013  0.409 -2.28  -1.657]
1.0,1780138.2,1,4999.6255,17685090.0,-1,222702.66,4587.212,10.0,1.0,130,,22661476.0,5564998400000.0,5.1314595e+22,-248.67572,1.0,10.0,,100.0,13000,3424962,,-248.67572,0.017945493,-24104670.0,100,1272.3843,2018.9881114959717,-3.2692054e+17,458.91,True,100.0,4587.212082054049,0.4189424,[ 0.022  0.499 -2.345 -1.602]
1.0,217516.73,1,4999.328,1587174.2,-1,51047.375,3998.3984,10.0,1.0,131,,18679994.0,1235651000000.0,3.5496179e+22,-249.19183,1.0,10.0,9.98429,100.0,13100,3464989,,-249.19183,0.008735798,-20123012.0,100,1640.9761,2040.769763469696,-2.7186634e+17,400.27,True,100.0,3998.398490318906,0.4189424,[ 0.078  0.556 -2.382 -1.514]
1.0,7725.2573,1,4999.509,62749.477,-1,1635.3966,4911.0483,10.0,1.0,132,,24371738.0,40649073000.0,2.3699532e+20,-250.73222,1.0,10.0,1749.325,100.0,13200,3514112,,-250.73222,0.030788274,-25814866.0,100,503.33148,2069.2243962287903,-2.2215942e+16,491.23,True,100.0,4911.048351684848,0.4189424,[ 0.04   0.453 -2.413 -1.565]
1.0,147.13184,1,4999.5596,1225.4379,-1,40.034096,4790.359,10.0,1.0,133,,23562760.0,707288960.0,12724082000.0,-250.53032,1.0,10.0,9.980644,100.0,13300,3562036,,-250.53032,0.13531876,-25005918.0,100,784.36066,2096.2272243499756,-163492940000.0,479.24,True,100.0,4790.358954675913,0.4189424,[-1.982e-03  3.416e-01 -2.440e+00 -1.539e+00]
1.0,55.991478,1,4999.5186,366.8556,-1,30.906784,4860.8765,10.0,1.0,134,,24056348.0,713644300.0,7.610535e+19,-243.98784,1.0,10.0,809.73413,100.0,13400,3610659,,-243.98784,0.11921448,-25499482.0,100,654.39264,2122.96790599823,-1.2589352e+16,486.23,True,100.0,4860.87620884675,0.4189424,[ 0.029  0.337 -2.441 -1.536]
1.0,17570.059,1,4999.573,108442.88,-1,7491.4126,3419.5015,10.0,1.0,135,,13387742.0,56027435000.0,1.9692144e+32,-228.79897,1.0,10.0,989.8001,100.0,13500,3644933,,-228.79897,0.045308128,-14830897.0,100,1301.8265,2140.42316532135,-2.0251246e+22,342.74,True,100.0,3419.501506795204,0.4189424,[-0.033  0.34  -2.446 -1.539]
1.0,96.694275,1,4999.558,948.33307,-1,25.391441,4671.708,10.0,1.0,136,,23027878.0,614504200.0,1813051200000.0,-252.15395,1.0,10.0,9.979801,100.0,13600,3691667,,-252.15395,0.015916789,-24471034.0,100,1096.826,2166.568763256073,-1943770400000.0,467.34,True,100.0,4671.707610361439,0.4189424,[ 0.029  0.346 -2.445 -1.54 ]
1.0,20.823145,1,4999.6133,87.85946,-1,17.260082,3940.3313,10.0,1.0,137,,17099450.0,201663920.0,3933058800.0,-245.59338,1.0,10.0,1009.85706,100.0,13700,3731133,,-245.59338,0.08243142,-18542632.0,100,1254.2888,2186.020520925522,-90707670000.0,394.66,True,100.0,3940.3311169267736,0.4189424,[-0.017  0.309 -2.462 -1.554]
1.0,14068743000.0,1,4999.5264,141396690000.0,-1,1414478700.0,4927.4526,10.0,1.0,138,,24456496.0,3.5339835e+16,5.8246862e+32,-247.55875,1.0,10.0,1509.7288,100.0,13800,3780420,,-247.55875,0.051347107,-25899636.0,100,420.37085,2214.5094628334045,-3.4828423e+22,492.87,True,100.0,4927.452216975936,0.4189424,[ 0.014  0.313 -2.462 -1.553]
1.0,20.806883,1,4999.565,114.58335,-1,13.798324,4238.393,10.0,1.0,139,,18969270.0,176347150.0,295891740.0,-261.00925,1.0,10.0,9.980219,100.0,13900,3822866,,-261.00925,0.09262925,-20412426.0,100,1002.6449,2237.258274078369,-25000260000.0,424.46,True,100.0,4238.393078448414,0.4189424,[-0.033  0.425 -2.487 -1.563]
1.0,205459.06,1,4999.531,1901396.9,-1,36942.516,4893.5225,10.0,1.0,140,,24129974.0,754114170000.0,4.9532624e+23,-257.8031,1.0,10.0,2399.3665,100.0,14000,3871816,,-257.8031,0.14205974,-25573116.0,100,428.26395,2265.584281206131,-1.01564954e+18,489.5,True,100.0,4893.522664576182,0.4189424,[-0.003  0.435 -2.487 -1.558]
1.0,3327631.5,1,4999.527,33449974.0,-1,344933.72,4909.162,10.0,1.0,141,,24357810.0,8618850600000.0,2.5094807e+31,-261.7948,1.0,10.0,829.6795,100.0,14100,3920922,,-261.7948,0.17755318,-25800950.0,100,507.87985,2293.2265112400055,-7.229181e+21,491.06,True,100.0,4909.161898631229,0.4189424,[ 0.045  0.466 -2.488 -1.533]
1.0,6403467.0,1,4999.453,63694228.0,-1,768640.5,4330.884,10.0,1.0,142,,20529858.0,19091652000000.0,1.5306436e+29,-241.92694,1.0,10.0,,100.0,14200,3964267,,-241.92694,0.11805233,-21972950.0,100,1331.6549,2318.411878347397,-5.6457477e+20,433.45,True,100.0,4330.883686955078,0.4189424,[ 0.131  0.394 -2.495 -1.587]
1.0,80.37214,1,4999.448,648.0505,-1,21.361956,4832.9375,10.0,1.0,143,,23756354.0,521186430.0,91150744.0,-238.78514,1.0,10.0,539.6327,100.0,14300,4012616,,-238.78514,0.121848054,-25199448.0,100,631.7212,2346.027497291565,-14298470000.0,483.49,True,100.0,4832.937223888208,0.4189424,[ 0.067  0.492 -2.514 -1.547]
1.0,9096.469,1,4999.526,88041.1,-1,1272.892,4831.625,10.0,1.0,144,,23991064.0,31810623000.0,2102278900.0,-258.43912,1.0,10.0,59.903683,100.0,14400,4060946,,-258.43912,0.11905814,-25434202.0,100,804.02875,2378.8629636764526,-97977740000.0,483.3,True,100.0,4831.625017174458,0.4189424,[ 0.046  0.395 -2.517 -1.471]
