EmpiricalD2,EpRewMean,Iteration,TimestepsSoFar,InitialReturnMean,MaxIW,ReturnMeanIW,J_sample_variance,MinIW,TimeElapsed,EpThisIter,InitialReturnStd,EpisodesSoFar,InitialBound,InitialReturnMax,Weights,Bound,EpLenMean,MeanIW,InitialReturnMin,StdIW
1.0058308,-135.26085363769332,97,405828,-2.2888183e-07,1.3008778,248.04416,250.17174,0.85125893,905.5293734073639,100,1.6153486,9700,-137865530000000.0,5.958969,[ 0.579 -0.533  0.272  0.414 -0.005],-137865530000000.0,39.0,1.0069582,-1.9378662,0.079695456
1.002429,-135.7799356323829,98,409786,9.155273e-07,1.153964,244.2855,104.14882,0.86678827,914.5437109470367,100,1.764462,9800,-288297330000000.0,5.2420197,[ 0.578 -0.535  0.269  0.413 -0.005],-288297330000000.0,39.58,1.0056999,-2.0716553,0.049281094
1.0014056,-137.53213426966533,99,413929,-6.8664554e-07,1.1338904,233.3084,46.588013,0.9045013,923.0801634788513,100,1.7081447,9900,-372533520000000.0,5.819496,[ 0.577 -0.536  0.272  0.414 -0.005],-372533520000000.0,41.43,1.0045615,-2.1283035,0.035830487
1.0004667,-136.3083127763033,100,417953,5.264282e-06,1.1367285,240.1099,23.157656,0.92820084,932.2320024967194,100,1.6824676,10000,-159692590000000.0,6.3293686,[ 0.577 -0.536  0.27   0.414 -0.004],-159692590000000.0,40.24,1.0052478,-2.1496658,0.022633392
1.0008849,-138.58779355338663,101,422230,6.713867e-06,1.1241488,225.68317,28.174984,0.9347955,941.9481132030487,100,1.9458473,10100,-186750930000000.0,8.179199,[ 0.576 -0.536  0.271  0.414 -0.004],-186750930000000.0,42.77,1.0051346,-2.326355,0.028924162
1.0047628,-137.00941710633103,102,426330,-4.5013426e-06,1.1648878,235.61156,173.18492,0.7962177,951.5255343914032,100,1.8279002,10200,-332852350000000.0,6.064598,[ 0.577 -0.536  0.272  0.413 -0.004],-332852350000000.0,41.0,1.0046117,-2.2231216,0.06484168
1.0010941,-134.26398973617637,103,430139,6.5612794e-06,1.1044866,253.69394,49.13361,0.93667984,959.805999994278,100,1.7081695,10300,-273844280000000.0,4.6616287,[ 0.578 -0.536  0.276  0.413 -0.005],-273844280000000.0,38.09,1.0046674,-2.1483307,0.031990968
1.0002742,-134.01232124619565,104,433926,-4.043579e-06,1.0412304,255.07747,14.464941,0.9624421,967.8429787158966,100,1.723667,10400,-254792140000000.0,5.1038437,[ 0.578 -0.534  0.275  0.414 -0.003],-254792140000000.0,37.87,1.0049541,-1.9970474,0.015061105
1.0013148,-134.7948017765553,105,437789,-5.0354006e-06,1.1102933,250.1409,51.922855,0.9171276,976.77605676651,100,1.6320658,10500,-181008090000000.0,4.793335,[ 0.579 -0.533  0.276  0.414 -0.003],-181008090000000.0,38.63,1.0047109,-2.118866,0.034035534
1.0038401,-137.67634516725363,106,441972,6.8664554e-07,1.2030517,230.8058,156.57957,0.86401707,985.3922719955444,100,1.8940767,10600,-303495270000000.0,5.135132,[ 0.579 -0.532  0.277  0.414 -0.004],-303495270000000.0,41.83,1.0050976,-2.6526566,0.06353664
1.0014259,-138.35094244011813,107,446221,7.6293944e-08,1.1050624,227.22388,39.654774,0.91161406,994.0350449085236,100,1.8939003,10700,-254792140000000.0,6.7633896,[ 0.579 -0.532  0.28   0.414 -0.006],-254792140000000.0,42.49,1.0056974,-2.4052582,0.034761183
1.0018104,-132.36356285264404,108,449853,6.3323973e-06,1.1163154,265.66275,77.60305,0.8956319,1001.6943128108978,100,1.8505658,10800,-376363200000000.0,5.0930786,[ 0.581 -0.53   0.28   0.414 -0.007],-376363200000000.0,36.32,1.0042095,-2.2748413,0.03874532
1.0006655,-137.62854959682753,109,454009,1.5258789e-06,1.0745232,232.56296,23.486115,0.9399082,1010.4135217666626,100,1.7532337,10900,-156383280000000.0,5.8290176,[ 0.582 -0.529  0.282  0.412 -0.008],-156383280000000.0,41.56,1.0051945,-2.1810837,0.024850879
1.0003026,-134.96811634935025,110,457890,-2.2888183e-07,1.076376,249.00493,17.611828,0.95279896,1019.1609969139099,100,1.5307342,11000,-190676800000000.0,5.0343704,[ 0.581 -0.53   0.281  0.412 -0.008],-190676800000000.0,38.81,1.0048668,-2.1649704,0.017744731
1.000655,-130.31299657493437,111,461281,2.2125244e-06,1.0555952,285.09897,33.67495,0.9398613,1026.5898067951202,100,1.3737655,11100,-285348370000000.0,4.673401,[ 0.581 -0.53   0.282  0.412 -0.008],-285348370000000.0,33.91,1.0036222,-1.8915176,0.02377241
1.0052025,-135.95602562889206,112,465248,5.569458e-06,1.2663864,243.90977,217.72456,0.8324737,1036.1673998832703,100,1.7563282,11200,-353952000000000.0,5.0870056,[ 0.58  -0.531  0.282  0.411 -0.009],-353952000000000.0,39.67,1.0059842,-2.1335373,0.074977875
1.0001723,-133.74673350967453,113,469024,-4.9591063e-06,1.0447862,255.58159,15.11456,0.9666132,1044.4602992534637,100,1.6694263,11300,-309791560000000.0,4.669571,[ 0.58  -0.532  0.279  0.412 -0.006],-309791560000000.0,37.76,1.0043992,-2.4650192,0.014175295
1.0007093,-133.39031664202636,114,472743,3.0517577e-07,1.0948406,259.80597,34.267845,0.8921948,1052.6396746635437,100,1.5055937,11400,-222776650000000.0,3.8481598,[ 0.58  -0.532  0.28   0.412 -0.005],-222776650000000.0,37.19,1.0038698,-2.131836,0.026215449
1.0006387,-133.5793054498093,115,476493,-3.0517577e-07,1.0859733,257.45972,34.45882,0.9352013,1060.6229436397552,100,1.811654,11500,-288297330000000.0,7.2609177,[ 0.58  -0.532  0.281  0.412 -0.005],-288297330000000.0,37.5,1.0045909,-2.0363464,0.02662475
1.0011606,-136.62225313186642,116,480584,-1.2664795e-05,1.102368,235.67378,31.420534,0.91145027,1068.9235305786133,100,1.7126,11600,-257432490000000.0,4.9045715,[ 0.58  -0.532  0.282  0.412 -0.004],-257432490000000.0,40.91,1.0045662,-2.5531235,0.03290068
1.0006752,-135.42686600353892,117,484491,-3.7384034e-06,1.1534381,247.70972,33.81569,0.94568664,1077.310830116272,100,1.7374612,11700,-339744700000000.0,7.423744,[ 0.578 -0.533  0.282  0.412 -0.005],-339744700000000.0,39.07,1.0049758,-1.9643478,0.028588576
1.0005167,-135.22821330049132,118,488381,-7.6293946e-07,1.0559756,248.68631,20.264664,0.9267076,1085.923947095871,100,1.600539,11800,-288297330000000.0,6.5682755,[ 0.578 -0.534  0.281  0.412 -0.004],-288297330000000.0,38.9,1.0048772,-1.9863968,0.020440327
1.0017195,-138.98788392924402,119,492698,-5.41687e-06,1.1170917,223.59926,63.61055,0.8822047,1095.0287911891937,100,1.9271284,11900,-209353350000000.0,5.145439,[ 0.578 -0.533  0.282  0.411 -0.005],-209353350000000.0,43.17,1.0042546,-2.35598,0.03668071
1.0006692,-131.4508234215209,120,496240,8.392334e-07,1.0695319,272.3284,28.677973,0.9417701,1102.7003424167633,100,1.6636609,12000,-396099630000000.0,4.793297,[ 0.577 -0.536  0.283  0.408 -0.004],-396099630000000.0,35.42,1.003924,-2.2592773,0.021957528
1.0008078,-136.56471026022237,121,500281,-2.5177003e-06,1.0821301,239.25624,32.159416,0.89844245,1111.9006943702698,100,1.63627,12100,-357594000000000.0,4.7511673,[ 0.577 -0.536  0.283  0.406 -0.005],-357594000000000.0,40.41,1.0045815,-2.1062546,0.026479464
1.0006065,-135.56013890793236,122,504216,5.9509275e-06,1.0853115,245.7251,20.797588,0.9502996,1120.4436044692993,100,1.6026415,12200,-154753430000000.0,4.8441544,[ 0.575 -0.537  0.284  0.406 -0.003],-154753430000000.0,39.35,1.0049386,-2.1569061,0.02328066
1.0043035,-138.12865040954892,123,508443,-2.670288e-06,1.2705427,228.3358,117.833176,0.87352467,1130.2936239242554,100,1.7022041,12300,-326097200000000.0,5.6782227,[ 0.574 -0.538  0.284  0.406 -0.002],-326097200000000.0,42.27,1.0048462,-2.3140717,0.060420875
1.0007046,-136.55558684750423,124,512520,5.1879883e-06,1.0869917,236.61356,26.170568,0.84388673,1139.591092824936,100,1.9454654,12400,-276677080000000.0,6.667618,[ 0.574 -0.539  0.281  0.408 -0.001],-276677080000000.0,40.77,1.0044569,-2.4892807,0.027298741
1.0007237,-132.45563641777787,125,516140,4.272461e-06,1.096995,266.93817,38.00706,0.9461525,1147.7786881923676,100,1.7120663,12500,-332852350000000.0,5.761307,[ 0.573 -0.539  0.283  0.408 -0.001],-332852350000000.0,36.2,1.0048922,-2.070816,0.026128827
1.0004437,-133.3003200979646,126,519840,1.5258789e-06,1.0540656,261.32516,20.382572,0.942645,1155.3817892074585,100,1.7783281,12600,-421130570000000.0,4.875435,[ 5.732e-01 -5.387e-01  2.838e-01  4.076e-01 -2.519e-04],-421130570000000.0,37.0,1.004394,-1.9769974,0.020074343
1.0013031,-139.3260901638446,127,524144,-5.340576e-07,1.1305236,224.9547,37.276985,0.9158299,1164.5800986289978,100,1.8523866,12700,-241981140000000.0,6.593178,[ 0.573 -0.539  0.283  0.407 -0.001],-241981140000000.0,43.04,1.0058331,-1.9822388,0.03374848
1.0290899,-134.3532873276538,128,527962,-6.2561035e-06,1.5590163,252.82228,1097.8978,0.6767663,1173.5484416484833,100,1.8220543,12800,-244492090000000.0,7.196411,[ 0.573 -0.54   0.282  0.408 -0.002],-244492090000000.0,38.18,1.004359,-2.1768723,0.16166867
1.0004636,-136.9012801272179,129,532043,-1.5258789e-07,1.0613543,236.81323,21.057957,0.9491804,1182.145056962967,100,1.7519871,12900,-262793510000000.0,5.3892975,[ 0.569 -0.541  0.275  0.416 -0.005],-262793510000000.0,40.81,1.0048808,-2.2560654,0.02004104
1.0005679,-137.8919159144843,130,536219,8.7738035e-06,1.0658247,231.57317,21.085659,0.9473352,1191.439154624939,100,1.5573144,13000,-252178180000000.0,5.3607025,[ 0.569 -0.541  0.276  0.415 -0.005],-252178180000000.0,41.76,1.00592,-2.0438461,0.023643916
1.0007066,-129.58100448920533,131,539539,-8.392334e-07,1.0841472,291.10406,54.935078,0.9418842,1198.5686008930206,100,1.5523456,13100,-392072600000000.0,5.1001816,[ 0.569 -0.54   0.277  0.415 -0.005],-392072600000000.0,33.2,1.0041955,-2.017456,0.02665996
1.001368,-135.5016267067533,132,543497,3.8146973e-06,1.1087325,243.82463,50.731144,0.9021649,1207.1644525527954,100,1.7255527,13200,-207193790000000.0,5.616478,[ 0.568 -0.541  0.277  0.412 -0.006],-207193790000000.0,39.58,1.0047544,-2.269806,0.036151767
1.0011337,-134.04320560126556,133,547261,-4.196167e-06,1.0831362,257.07553,45.257877,0.90017325,1215.6219675540924,100,1.7515827,13300,-357594000000000.0,6.1240234,[ 0.567 -0.542  0.276  0.412 -0.006],-357594000000000.0,37.64,1.0038776,-1.8970566,0.0306851
1.0005746,-138.8351122043794,134,551529,1.5258789e-07,1.0686768,226.67035,19.980951,0.943401,1224.9325468540192,100,1.6445637,13400,-143791680000000.0,5.7158813,[ 0.567 -0.541  0.278  0.412 -0.006],-143791680000000.0,42.68,1.004558,-2.1412964,0.022266986
1.003545,-135.6019641980415,135,555502,8.239746e-06,1.195649,242.82683,143.84784,0.85971755,1234.2867403030396,100,2.0870366,13500,-285348370000000.0,6.8006897,[ 0.568 -0.54   0.278  0.412 -0.006],-285348370000000.0,39.73,1.0036051,-2.3216171,0.059214033
1.001033,-139.6936997014536,136,559845,-1.4495849e-06,1.074351,222.92683,34.704704,0.90035176,1243.6363441944122,100,1.7130054,13600,-163069050000000.0,6.1821747,[ 0.567 -0.546  0.28   0.411 -0.008],-163069050000000.0,43.43,1.0048215,-2.0567627,0.029621374
1.001024,-136.3812937918639,137,563875,3.5095215e-06,1.1434844,239.78557,54.810856,0.88425094,1252.86101937294,100,1.6339219,13700,-316215660000000.0,4.97554,[ 0.567 -0.546  0.28   0.414 -0.01 ],-316215660000000.0,40.3,1.0044996,-2.2982178,0.03224161
1.0017842,-134.38217644060938,138,567670,-6.5612794e-06,1.204317,255.06691,77.879364,0.85823786,1261.3913536071777,100,1.5626901,13800,-132172860000000.0,6.1635284,[ 0.567 -0.546  0.281  0.412 -0.008],-132172860000000.0,37.95,1.0043722,-2.0547714,0.043504585
1.0007273,-133.0433511154023,139,571356,1.1901855e-05,1.1168125,262.0879,57.495453,0.9134152,1269.7684953212738,100,2.0016584,13900,-380231540000000.0,8.997017,[ 0.569 -0.544  0.28   0.413 -0.009],-380231540000000.0,36.86,1.0049394,-2.168579,0.032162268
1.0002031,-131.03113964404554,140,574826,-2.5177003e-06,1.0711294,278.55295,14.823039,0.9723256,1277.356453180313,100,1.5165277,14000,-209353350000000.0,6.3482056,[ 0.568 -0.545  0.281  0.412 -0.007],-209353350000000.0,34.7,1.0040357,-2.1316223,0.014840673
1.0013624,-136.4299145137338,141,578863,1.5258789e-06,1.1038898,239.33826,42.98034,0.9001472,1286.6133518218994,100,1.8039261,14100,-343243150000000.0,4.7901535,[ 0.568 -0.545  0.28   0.413 -0.007],-343243150000000.0,40.37,1.0048039,-2.2110138,0.033712152
1.0006757,-136.37061257849507,142,582893,1.4495849e-06,1.0879283,239.76204,26.66407,0.9408613,1295.0607755184174,100,1.6615002,14200,-271039780000000.0,4.7675095,[ 0.568 -0.545  0.278  0.412 -0.008],-271039780000000.0,40.3,1.0044963,-2.2710571,0.025279822
1.0009947,-139.36412267769703,143,587237,1.3732911e-06,1.0977188,222.3921,26.90874,0.92864186,1304.6269171237946,100,1.6559522,14300,-309791560000000.0,5.385582,[ 0.567 -0.547  0.279  0.413 -0.006],-309791560000000.0,43.44,1.0054042,-2.2610703,0.031107107
1.0017676,-139.1917662068868,144,591547,-4.043579e-06,1.1383781,224.38686,61.25224,0.9111174,1314.4087855815887,100,1.6228158,14400,-282428800000000.0,5.3270035,[ 0.566 -0.548  0.278  0.412 -0.006],-282428800000000.0,43.1,1.0051955,-2.3963318,0.041504987
1.0028287,-138.77561237230128,145,595806,4.043579e-06,1.2172323,227.18893,89.22852,0.8505559,1323.889638185501,100,1.5934843,14500,-196715580000000.0,5.481018,[ 0.566 -0.548  0.276  0.413 -0.006],-196715580000000.0,42.59,1.0055373,-1.9665985,0.05328377
1.0001451,-131.03212673643296,146,599288,7.3242186e-06,1.0328166,277.35376,8.988456,0.9772351,1332.7396304607391,100,1.6960459,14600,-438676400000000.0,6.34227,[ 0.566 -0.547  0.278  0.413 -0.006],-438676400000000.0,34.82,1.0040818,-1.8893356,0.010652814
1.0003632,-135.1804392355222,147,603215,-6.866455e-06,1.0766569,245.73831,22.478678,0.93021023,1342.1348922252655,100,1.8779436,14700,-268263360000000.0,6.0967484,[ 0.566 -0.547  0.279  0.413 -0.006],-268263360000000.0,39.27,1.0043297,-2.4353104,0.018446326
1.0007154,-135.73417069515048,148,607180,-5.8746336e-06,1.0807674,243.66087,27.860931,0.9219438,1350.921778678894,100,1.689289,14800,-357594000000000.0,5.206627,[ 0.565 -0.548  0.28   0.413 -0.005],-357594000000000.0,39.65,1.0050088,-2.1590576,0.02554603
1.0013947,-141.04025359940042,149,611720,1.3732911e-06,1.096318,212.53915,38.20153,0.9169318,1361.449138879776,100,2.0410957,14900,-65607416000000.0,5.597473,[ 0.565 -0.548  0.281  0.413 -0.005],-65607416000000.0,45.4,1.0063292,-2.720642,0.034056105
1.0013947,-139.0481004554757,150,616063,-2.7465821e-06,1.105321,222.02826,44.455906,0.9133358,1370.9545657634735,100,2.0108802,15000,-273844280000000.0,6.6686325,[ 0.564 -0.549  0.28   0.413 -0.006],-273844280000000.0,43.43,1.0054314,-2.518097,0.034698434
1.002111,-139.37263926763447,151,620385,-2.5177003e-06,1.1816859,223.87134,63.224945,0.9004598,1379.8708169460297,100,1.7337564,15100,-159692590000000.0,6.7974243,[ 0.564 -0.55   0.279  0.414 -0.005],-159692590000000.0,43.22,1.0055637,-1.9684601,0.04491339
1.0015432,-131.26387808555927,152,623911,7.6293944e-08,1.1109905,273.5438,96.006546,0.8853225,1388.2156717777252,100,1.7601442,15200,-343243150000000.0,5.1310806,[ 0.562 -0.549  0.276  0.413 -0.006],-343243150000000.0,35.26,1.0031313,-2.4061432,0.039307203
1.0048901,-133.2930442848186,153,627631,-2.2888185e-06,1.2056142,259.48828,184.37743,0.84678924,1396.5405004024506,100,1.8251978,15300,-241981140000000.0,6.2892914,[ 0.562 -0.549  0.279  0.413 -0.004],-241981140000000.0,37.2,1.0050117,-2.1442566,0.06195025
1.0007135,-133.98581261581603,154,631423,2.2888185e-06,1.0932493,254.61732,32.183346,0.93573505,1405.5859634876251,100,1.4707278,15400,-265514680000000.0,5.5453033,[ 0.563 -0.55   0.275  0.414 -0.003],-265514680000000.0,37.92,1.0045666,-2.1866684,0.023792442
1.0017899,-138.0436425164703,155,635594,2.7465821e-06,1.2084684,232.14294,76.11175,0.85287714,1414.4684352874756,100,1.555518,15500,-232185900000000.0,6.0639877,[ 0.562 -0.551  0.276  0.412 -0.001],-232185900000000.0,41.71,1.004326,-1.7486725,0.044397987
1.0011886,-138.5233580866821,156,639835,5.1116945e-06,1.1151581,228.00887,37.272766,0.92771447,1423.6884322166443,100,1.7549665,15600,-229798000000000.0,6.1907806,[ 0.562 -0.551  0.274  0.413 -0.001],-229798000000000.0,42.41,1.0056015,-2.1650238,0.033347387
1.0146899,-139.67794904375475,157,644147,2.670288e-06,1.3109113,225.03143,449.3149,0.6367735,1432.8433873653412,100,1.5928892,15700,-309791560000000.0,5.7333527,[ 0.562 -0.552  0.272  0.413 -0.001],-309791560000000.0,43.12,1.0058227,-1.7187653,0.12249686
1.0010078,-137.39797933958718,158,648275,-7.171631e-06,1.1206475,234.20724,59.180344,0.85461295,1441.8848667144775,100,1.7407342,15800,-285348370000000.0,5.9215927,[ 0.557 -0.555  0.271  0.415 -0.008],-285348370000000.0,41.28,1.0046538,-2.143364,0.03434689
1.0016614,-138.1143834515375,159,652443,-2.5177003e-06,1.1634071,232.37611,36.38933,0.91584724,1450.4915895462036,100,1.5186523,15900,-257432490000000.0,5.4396286,[ 0.555 -0.557  0.272  0.413 -0.008],-257432490000000.0,41.68,1.0043582,-1.7798996,0.030437702
1.0016192,-135.13208677093843,160,656351,1.9073486e-06,1.1011318,247.1264,49.305153,0.90874434,1458.6095089912415,100,1.9193085,16000,-316215660000000.0,5.999588,[ 0.557 -0.556  0.271  0.416 -0.011],-316215660000000.0,39.08,1.0045757,-2.3622513,0.036470387
1.0007347,-137.0636456904496,161,660511,-2.7465821e-06,1.1248164,231.46396,40.552284,0.9320381,1468.0069966316223,100,2.198772,16100,-339744700000000.0,7.4841995,[ 0.555 -0.558  0.27   0.416 -0.011],-339744700000000.0,41.6,1.0055662,-2.785408,0.030555151
1.0020695,-137.26811006642802,162,664635,6.790161e-06,1.105399,234.25084,68.53141,0.89585197,1477.1045861244202,100,1.8696404,16200,-309791560000000.0,6.1701126,[ 0.557 -0.557  0.269  0.415 -0.011],-309791560000000.0,41.24,1.005213,-2.283043,0.040851373
1.0021092,-133.67786489569266,163,668370,-4.043579e-06,1.1646198,259.01874,126.693794,0.7670415,1484.9325549602509,100,1.5794499,16300,-350346460000000.0,6.1937714,[ 0.558 -0.556  0.271  0.415 -0.012],-350346460000000.0,37.35,1.0036137,-2.076561,0.053159907
1.0020723,-139.2921213486289,164,672692,-9.155274e-06,1.1787574,223.77249,78.41496,0.8875536,1494.3225586414337,100,1.7325531,16400,-149960960000000.0,5.556549,[ 0.557 -0.556  0.273  0.414 -0.013],-149960960000000.0,43.22,1.0049616,-2.228691,0.04713169
1.0003852,-135.66280611422746,165,676654,-6.3323973e-06,1.0727956,243.81058,17.971777,0.95334727,1502.6541199684143,100,1.7907656,16500,-232185900000000.0,5.60376,[ 0.558 -0.555  0.271  0.415 -0.013],-232185900000000.0,39.62,1.0050439,-2.3307037,0.018539982
1.0021192,-138.7193068529602,166,680910,1.4495849e-06,1.1702771,227.30486,67.861824,0.88305587,1511.8044674396515,100,1.5811526,16600,-126704510000000.0,5.0380707,[ 0.557 -0.556  0.272  0.416 -0.012],-126704510000000.0,42.56,1.0067239,-2.0845337,0.045732405
1.0017551,-138.8979173974786,167,685186,-3.0517577e-07,1.1126992,226.22058,70.634995,0.8486856,1520.7370493412018,100,1.8384938,16700,-112752250000000.0,7.9081726,[ 0.556 -0.557  0.27   0.417 -0.012],-112752250000000.0,42.76,1.0048939,-2.0896835,0.044345893
1.0004069,-133.33080918944046,168,688890,-6.6375733e-06,1.07009,261.01337,29.156736,0.92883956,1529.0259311199188,100,1.7373995,16800,-380231540000000.0,7.563652,[ 0.557 -0.556  0.271  0.417 -0.012],-380231540000000.0,37.04,1.0044802,-1.9934464,0.021034475
1.0012796,-134.5036175743291,169,692692,8.31604e-06,1.173466,254.68324,58.812298,0.9116056,1537.225842475891,100,1.6069376,16900,-421130570000000.0,5.4707794,[ 0.557 -0.556  0.272  0.416 -0.013],-421130570000000.0,38.02,1.0052354,-1.7033844,0.035530824
1.0019091,-135.818303936967,170,696629,4.8828124e-06,1.1101372,245.92258,48.220234,0.8506986,1545.6753866672516,100,1.5778059,17000,-309791560000000.0,5.0814667,[ 0.557 -0.555  0.274  0.417 -0.013],-309791560000000.0,39.37,1.0045825,-1.8213654,0.0378453
1.0027081,-134.45772479454118,171,700490,-8.392334e-06,1.1835074,249.7477,94.31166,0.87654626,1554.1953465938568,100,1.9449648,17100,-353952000000000.0,6.651123,[ 0.555 -0.557  0.274  0.419 -0.015],-353952000000000.0,38.61,1.0046616,-2.5109482,0.04735957
1.001427,-134.29605577522034,172,704302,-4.4250487e-06,1.1154473,253.49062,45.68235,0.8922817,1562.871188402176,100,1.6394436,17200,-175435840000000.0,5.8104706,[ 0.555 -0.558  0.272  0.42  -0.014],-175435840000000.0,38.12,1.0041615,-2.1787567,0.03255339
1.000728,-138.44510680954886,173,708563,5.340576e-07,1.0621897,226.569,22.67985,0.9372603,1572.3404636383057,100,1.8485657,17300,-316215660000000.0,6.1302185,[ 0.555 -0.557  0.274  0.419 -0.013],-316215660000000.0,42.61,1.0056345,-2.3039856,0.024638027
1.0012248,-136.0669570994434,174,712524,-8.392334e-06,1.0748494,244.48738,32.13686,0.9112702,1580.8303894996643,100,1.4960752,17400,-396099630000000.0,5.3610687,[ 0.554 -0.558  0.273  0.42  -0.014],-396099630000000.0,39.61,1.0048168,-1.9404984,0.028354451
1.0007471,-136.89552211382627,175,716584,2.7465821e-06,1.0712781,238.34355,24.846037,0.9400535,1589.8467998504639,100,1.6665789,17500,-168262760000000.0,6.338318,[ 0.555 -0.557  0.274  0.42  -0.016],-168262760000000.0,40.6,1.0053136,-2.0020142,0.024803558
1.0008173,-137.5638604714234,176,720742,6.1035155e-07,1.0783929,232.32109,27.715189,0.94573665,1599.0765089988708,100,1.6783918,17600,-234597910000000.0,5.958252,[ 0.555 -0.557  0.275  0.42  -0.016],-234597910000000.0,41.58,1.0057249,-2.3184814,0.026258536
1.0007567,-134.056248547184,177,724548,-5.1879883e-06,1.0672319,253.60638,35.890526,0.91046965,1607.4355664253235,100,1.8186781,17700,-309791560000000.0,6.2872086,[ 0.555 -0.558  0.274  0.419 -0.015],-309791560000000.0,38.06,1.0044209,-2.359085,0.02758765
1.0016375,-131.68996688398886,178,728083,-1.3885498e-05,1.0966967,273.44263,65.77894,0.8910688,1615.527549982071,100,1.3507121,17800,-447717360000000.0,4.4789047,[ 0.555 -0.557  0.275  0.42  -0.016],-447717360000000.0,35.35,1.0040736,-1.9466629,0.034497555
1.0025929,-137.49597374943585,179,732220,2.822876e-06,1.1603382,233.73174,94.50952,0.8553031,1624.7882702350616,100,1.7572346,17900,-181008090000000.0,5.1096725,[ 0.555 -0.558  0.278  0.42  -0.017],-181008090000000.0,41.37,1.0058876,-2.1353607,0.050146446
1.0016358,-134.76547641908138,180,736095,-1.7547607e-05,1.1605616,249.15918,73.4869,0.8837292,1632.8240008354187,100,1.8260982,18000,-306627600000000.0,4.459053,[ 0.556 -0.556  0.279  0.422 -0.018],-306627600000000.0,38.75,1.0040761,-2.2353668,0.038418762
1.0003574,-134.5492832600968,181,739940,-4.8828124e-06,1.0648425,251.22769,17.868317,0.9645979,1641.0339872837067,100,1.8325613,18100,-202939220000000.0,5.1894913,[ 0.558 -0.556  0.277  0.423 -0.018],-202939220000000.0,38.45,1.004626,-2.1979828,0.019790584
1.0008343,-133.98845483419979,182,743711,1.1062622e-05,1.0737562,256.3886,34.00815,0.92764485,1649.1483471393585,100,1.6221371,18200,-357594000000000.0,7.0481567,[ 0.557 -0.556  0.276  0.422 -0.016],-357594000000000.0,37.71,1.0047965,-1.9031601,0.027261974
1.0007443,-135.63635494613155,183,747677,1.1062622e-05,1.1047858,243.41765,35.045704,0.94511956,1658.0614247322083,100,1.9618942,18300,-343243150000000.0,6.7508926,[ 0.557 -0.557  0.276  0.422 -0.017],-343243150000000.0,39.66,1.0052719,-2.3192062,0.02505045
1.0015645,-132.9756256304039,184,751337,-9.460449e-06,1.1416177,264.26288,71.67731,0.8326562,1666.3577299118042,100,1.6795143,18400,-350346460000000.0,5.8875275,[ 0.557 -0.557  0.277  0.42  -0.017],-350346460000000.0,36.6,1.0042537,-1.9461136,0.035871025
1.0012794,-138.55510538192485,185,755592,-3.3569336e-06,1.1018243,227.1433,44.579655,0.9235477,1675.4062240123749,100,1.6772914,18500,-140798840000000.0,6.4259872,[ 0.555 -0.559  0.279  0.421 -0.016],-140798840000000.0,42.55,1.0052087,-2.1310806,0.035874397
1.0037148,-135.74294350443262,186,759569,-4.119873e-06,1.2677267,242.82193,152.23958,0.84717786,1684.4124295711517,100,1.7710755,18600,-384138960000000.0,5.367035,[ 0.556 -0.558  0.28   0.42  -0.016],-384138960000000.0,39.77,1.0061285,-2.3869705,0.063645296
1.0007157,-136.9356120910703,187,763667,2.0599366e-06,1.0858923,235.67683,35.28113,0.928673,1692.740360736847,100,1.7503229,18700,-257432490000000.0,4.3417587,[ 0.556 -0.56   0.279  0.422 -0.014],-257432490000000.0,40.98,1.0048144,-2.3826447,0.027327176
1.0008633,-134.2449350191116,188,767465,-4.9591063e-06,1.0752872,254.56177,33.523247,0.9249944,1701.2866249084473,100,1.7627321,18800,-350346460000000.0,6.949547,[ 0.554 -0.562  0.28   0.422 -0.013],-350346460000000.0,37.98,1.005271,-2.1164627,0.026097713
1.001453,-140.7340013139005,189,771971,-1.4495849e-06,1.1277821,214.19196,47.221287,0.8559372,1710.8853397369385,100,2.1233912,18900,-249590350000000.0,7.166115,[ 0.553 -0.563  0.279  0.422 -0.013],-249590350000000.0,45.06,1.0055572,-2.5006866,0.03824865
1.0010345,-136.69775660899936,190,776024,1.9073486e-06,1.095111,238.58023,40.79573,0.8924475,1719.5746576786041,100,1.8214561,19000,-163069050000000.0,7.266472,[ 0.554 -0.563  0.277  0.422 -0.013],-163069050000000.0,40.53,1.0043813,-2.2251663,0.030226192
1.0008612,-137.85173805164055,191,780178,-1.1825561e-05,1.1167104,233.06628,36.601658,0.9299969,1728.3157558441162,100,1.7414119,19100,-112752250000000.0,5.695511,[ 0.552 -0.563  0.278  0.421 -0.015],-112752250000000.0,41.54,1.0052978,-1.9295273,0.032087468
1.000934,-135.51168887244376,192,784113,4.043579e-06,1.083909,245.64406,31.313213,0.9160549,1737.4449815750122,100,1.9008096,19200,-291276130000000.0,5.588379,[ 0.552 -0.563  0.277  0.42  -0.015],-291276130000000.0,39.35,1.0046623,-2.2810364,0.0276895
1.0011172,-137.23291991587624,193,788212,,1.0998551,236.01591,46.05307,0.9185277,1747.0605645179749,100,1.7388029,19300,-303495270000000.0,7.2043304,[ 0.552 -0.563  0.278  0.421 -0.015],-303495270000000.0,40.99,1.0049088,-1.9700699,0.03357955
