InitialReturnStd,MeanIW,J_sample_variance,EpLenMean,Weights,ReturnMeanIW,InitialReturnMax,TimestepsSoFar,MaxIW,TimeElapsed,EmpiricalD2,Iteration,StdIW,EpThisIter,InitialBound,MinIW,InitialReturnMin,EpRewMean,Bound,EpisodesSoFar,InitialReturnMean
13.465896,1.0040945,443.33737,37.08,[-0.559 -1.087 -0.802 -1.044  0.01 ],211.07375,35.848804,347987,1.286292,788.2885842323303,1.0070105,97,0.084641226,100,-1500130900000000.0,0.79649603,-16.317299,-107.52562840744842,-1500130900000000.0,9700,-1.6021728e-06
12.945369,1.0050637,193.2295,36.51,[-0.56  -1.091 -0.803 -1.043  0.01 ],214.7261,39.99469,351638,1.1468917,795.6998381614685,1.0012659,98,0.03571969,100,-1531034400000000.0,0.89852726,-17.496864,-107.31376128004852,-1531034400000000.0,9800,2.1743774e-06
11.788917,1.0039775,225.80663,36.66,[-0.56  -1.092 -0.805 -1.042  0.011],216.16687,46.384964,355304,1.1659063,803.6844136714935,1.0031886,99,0.058277987,100,-1594736400000000.0,0.8583921,-16.546616,-108.50590356951949,-1594736400000000.0,9900,-3.7384034e-06
12.45804,1.0050225,201.24728,36.78,[-0.561 -1.091 -0.806 -1.044  0.01 ],213.49792,30.969025,358982,1.0800763,811.3400180339813,1.0009845,100,0.027889872,100,-1578569900000000.0,0.93525106,-17.549309,-107.58062250361849,-1578569900000000.0,10000,3.0899048e-06
13.473516,1.0057358,244.5857,37.13,[-0.561 -1.091 -0.805 -1.045  0.011],210.87248,42.604427,362695,1.1201342,819.5281400680542,1.0022306,101,0.043037076,100,-1611066000000000.0,0.8997746,-18.36222,-107.60914415789857,-1611066000000000.0,10100,6.8664554e-07
15.231852,1.0041922,362.5399,34.59,[-0.561 -1.09  -0.805 -1.047  0.011],226.54884,54.770527,366154,1.1432326,826.659010887146,1.0016203,102,0.036785074,100,-1248255500000000.0,0.9252585,-17.4505,-105.97140739955422,-1248255500000000.0,10200,-5.41687e-06
13.820654,1.0058066,197.40732,35.18,[-0.561 -1.091 -0.804 -1.047  0.01 ],224.1199,55.00168,369672,1.1056181,834.7498068809509,1.0010474,103,0.031419948,100,-1500130900000000.0,0.9329102,-16.811745,-106.90230958221868,-1500130900000000.0,10300,-1.9073486e-06
14.243684,1.0054414,246.33171,38.68,[-0.562 -1.09  -0.805 -1.045  0.011],198.52986,50.778915,373540,1.1216997,843.4805364608765,1.0010229,104,0.028377958,100,-1500130900000000.0,0.9383228,-19.65226,-106.58278782458821,-1500130900000000.0,10400,3.0517577e-07
14.458316,1.006333,191.67032,35.99,[-0.562 -1.091 -0.804 -1.044  0.011],215.29062,39.60163,377139,1.0635376,852.2601902484894,1.0005109,105,0.021972122,100,-1411061800000000.0,0.93848425,-16.974968,-105.66296860538849,-1411061800000000.0,10500,3.8146972e-08
14.060011,1.0049971,266.36304,33.56,[-0.562 -1.09  -0.805 -1.044  0.011],235.17093,54.04416,380495,1.0786954,860.3034946918488,1.0004516,106,0.023947287,100,-1274044700000000.0,0.9269433,-16.52874,-105.93358059123611,-1274044700000000.0,10600,4.5776366e-07
15.177071,1.0068665,309.94946,37.55,[-0.562 -1.09  -0.804 -1.045  0.011],205.95428,54.116577,384250,1.1684825,869.3247787952423,1.0017216,107,0.044650663,100,-1198206200000000.0,0.91648495,-17.392632,-106.64318376701237,-1198206200000000.0,10700,-2.9373168e-06
12.490127,1.0055791,207.83255,34.41,[-0.562 -1.091 -0.805 -1.044  0.014],230.70709,33.154457,387691,1.1237067,876.9362995624542,1.001494,108,0.0379728,100,-1678051000000000.0,0.8636925,-16.76638,-107.0143963343464,-1678051000000000.0,10800,4.7302246e-06
14.37903,1.0050237,243.64053,35.69,[-0.562 -1.09  -0.805 -1.045  0.013],218.613,46.59314,391260,1.1190567,885.0057299137115,1.0011505,109,0.03363475,100,-1578569900000000.0,0.9146513,-17.811653,-106.2698191412119,-1578569900000000.0,10900,-3.8146973e-07
11.734537,1.0049014,227.11194,36.12,[-0.561 -1.091 -0.805 -1.043  0.013],219.39185,37.441486,394872,1.1117054,892.5498406887054,1.0024792,110,0.04869391,100,-1531034400000000.0,0.88639176,-18.099312,-108.1957746160626,-1531034400000000.0,11000,3.013611e-06
12.712829,1.0058644,183.53989,33.55,[-0.563 -1.091 -0.803 -1.044  0.013],238.0759,49.343925,398227,1.1793021,899.8040935993195,1.0016048,111,0.045018878,100,-1484910600000000.0,0.8522552,-16.076157,-107.02598355091612,-1484910600000000.0,11100,-2.7465821e-06
12.481166,1.0045338,234.8447,34.14,[-0.562 -1.09  -0.804 -1.042  0.013],234.28844,39.40722,401641,1.0891318,907.3674700260162,1.0008054,112,0.027851116,100,-1730086800000000.0,0.9310049,-14.898422,-107.68384435557792,-1730086800000000.0,11200,-5.722046e-07
14.662323,1.0069022,409.0104,37.05,[-0.563 -1.091 -0.802 -1.042  0.013],209.87495,51.343483,405346,1.2161312,915.660649061203,1.0049564,113,0.06915047,100,-1368501400000000.0,0.8453667,-18.153877,-106.85288233275841,-1368501400000000.0,11300,6.713867e-06
16.49276,1.005417,340.1443,37.33,[-0.563 -1.091 -0.803 -1.039  0.013],206.23343,89.69095,409079,1.1725776,923.8970408439636,1.0031192,114,0.05537714,100,-917634000000000.0,0.8447454,-18.585945,-106.12307076988691,-917634000000000.0,11400,1.5640259e-06
14.003465,1.005638,257.3262,35.52,[-0.563 -1.092 -0.801 -1.038  0.011],220.78899,51.45959,412631,1.1507788,931.9940667152405,1.0028577,115,0.054144803,100,-1531034400000000.0,0.8329981,-17.264465,-106.67905134392112,-1531034400000000.0,11500,-3.2806397e-06
12.186829,1.0059189,204.23276,37.89,[-0.562 -1.091 -0.803 -1.039  0.012],207.07117,47.359344,416420,1.1246129,939.940586566925,1.0035369,116,0.054409817,100,-1594736400000000.0,0.8556601,-17.363708,-108.33060461392228,-1594736400000000.0,11600,-7.705688e-06
15.966209,1.0071759,486.95166,37.14,[-0.562 -1.09  -0.805 -1.039  0.012],207.5337,56.763172,420134,1.1874061,948.1224727630615,1.0078719,117,0.087546736,100,-1248255500000000.0,0.71515846,-19.024567,-106.13469375355864,-1248255500000000.0,11700,7.6293945e-06
14.351086,1.0048437,264.96417,35.62,[-0.56  -1.09  -0.808 -1.041  0.01 ],218.71312,55.383514,423696,1.0810518,956.2583019733429,1.0004879,118,0.02013823,100,-1287135300000000.0,0.9328387,-18.65612,-105.98271703754077,-1287135300000000.0,11800,-4.5013426e-06
13.432412,1.0041748,266.4886,33.45,[-0.56  -1.09  -0.807 -1.042  0.009],238.30598,45.033974,427041,1.1349514,963.3057625293732,1.0018125,119,0.040948335,100,-1611066000000000.0,0.9161838,-15.947426,-106.79509453728073,-1611066000000000.0,11900,-1.7929077e-06
14.269082,1.0049595,286.6292,36.1,[-0.561 -1.091 -0.807 -1.04   0.009],214.85353,58.448486,430651,1.1498336,971.2261528968811,1.0019522,120,0.043369003,100,-1138408700000000.0,0.84613216,-17.727318,-105.873143970771,-1138408700000000.0,12000,-9.536743e-07
13.227486,1.0050929,203.16449,34.87,[-0.56  -1.093 -0.809 -1.039  0.009],226.56215,43.358852,434138,1.0790105,978.8640439510345,1.0004933,121,0.023256704,100,-1484910600000000.0,0.9527509,-17.70163,-106.8353196088238,-1484910600000000.0,12100,-6.027222e-06
13.4662895,1.0053018,211.754,35.3,[-0.56  -1.093 -0.809 -1.039  0.009],223.21213,38.98192,437668,1.1088127,986.666618347168,1.0007482,122,0.02733184,100,-1440156600000000.0,0.9339293,-17.1717,-106.96962511595213,-1440156600000000.0,12200,1.14440915e-07
12.86335,1.0048145,188.93822,35.11,[-0.56  -1.093 -0.81  -1.038  0.01 ],225.5056,29.31205,441179,1.0688357,993.9358720779419,1.0010086,123,0.030053644,100,-1661051400000000.0,0.9247445,-16.593842,-107.25962996533234,-1661051400000000.0,12300,5.0354006e-06
13.994475,1.0054122,341.97818,36.99,[-0.56  -1.094 -0.809 -1.037  0.009],210.76991,43.078293,444878,1.2102238,1002.3316740989685,1.004151,124,0.069606416,100,-1562565200000000.0,0.85580575,-20.086723,-106.97675010307569,-1562565200000000.0,12400,1.6021728e-06
14.604333,1.0051708,256.84543,38.81,[-0.56  -1.093 -0.812 -1.035  0.012],198.07558,43.55767,448759,1.0611506,1010.2557218074799,1.0003715,125,0.020218424,100,-1546720500000000.0,0.93947357,-17.709885,-106.84247661869307,-1546720500000000.0,12500,-2.670288e-07
15.961343,1.0055649,390.18643,36.74,[-0.56  -1.093 -0.811 -1.036  0.012],210.96783,64.357,452433,1.1246959,1018.860221862793,1.0017291,126,0.04271242,100,-1059583500000000.0,0.8728007,-19.637512,-106.42811361362959,-1059583500000000.0,12600,2.784729e-06
13.576764,1.0061657,223.96094,36.88,[-0.561 -1.092 -0.81  -1.037  0.011],211.2102,43.782104,456121,1.1366686,1026.5756940841675,1.0009686,127,0.03245438,100,-1340832400000000.0,0.9420686,-19.002098,-106.85442835247854,-1340832400000000.0,12700,2.4032593e-06
14.113637,1.0043861,315.49258,37.59,[-0.561 -1.091 -0.809 -1.036  0.014],206.49474,42.510277,459880,1.1604306,1035.0035464763641,1.0042828,128,0.057153005,100,-1562565200000000.0,0.8860142,-19.19828,-107.03066699449651,-1562565200000000.0,12800,-2.0980835e-06
12.589642,1.0054853,207.52486,37.42,[-0.561 -1.091 -0.809 -1.033  0.014],208.7487,31.547325,463622,1.1119282,1042.931278705597,1.0006682,129,0.03034397,100,-1644221900000000.0,0.9209735,-17.427193,-107.50487432976256,-1644221900000000.0,12900,-4.4250487e-06
11.822528,1.0046325,302.30646,35.67,[-0.561 -1.091 -0.808 -1.034  0.014],223.48466,39.241444,467189,1.1953306,1050.9796328544617,1.0034933,130,0.058955155,100,-1440156600000000.0,0.85031796,-17.067177,-108.50872513521233,-1440156600000000.0,13000,-2.7465821e-06
12.992795,1.005088,215.9628,35.48,[-0.561 -1.091 -0.808 -1.031  0.012],224.14812,52.708347,470737,1.0971762,1058.3345966339111,1.0006169,131,0.028653974,100,-1515505100000000.0,0.89785004,-16.153397,-108.06036286247536,-1515505100000000.0,13100,-3.3950805e-06
12.0819025,1.0052686,249.17863,36.5,[-0.561 -1.091 -0.807 -1.032  0.012],217.5112,33.5679,474387,1.2124244,1066.1729757785797,1.0016462,132,0.04537198,100,-1531034400000000.0,0.905378,-16.753792,-108.68505290118036,-1531034400000000.0,13200,-5.531311e-06
12.364543,1.0033928,285.75864,34.21,[-0.561 -1.091 -0.807 -1.029  0.013],233.59068,34.33951,477808,1.1557813,1073.9554710388184,1.0049988,133,0.06355964,100,-1661051400000000.0,0.79703957,-17.232445,-107.64802503536748,-1661051400000000.0,13300,-9.155273e-07
13.580298,1.0050391,213.06776,36.4,[-0.562 -1.091 -0.811 -1.031  0.011],214.86136,35.727238,481448,1.1229253,1081.5493059158325,1.001036,134,0.029627683,100,-1515505100000000.0,0.92458963,-18.41793,-106.9229455224467,-1515505100000000.0,13400,2.708435e-06
13.522264,1.0046331,275.72275,34.77,[-0.562 -1.091 -0.81  -1.033  0.011],227.77141,43.171886,484925,1.1232167,1089.2803270816803,1.001692,135,0.039764334,100,-1382545800000000.0,0.88891995,-16.415771,-107.08626291298224,-1382545800000000.0,13500,-1.4495849e-06
12.925178,1.0054941,224.5493,35.2,[-0.562 -1.092 -0.81  -1.032  0.011],226.06361,39.402836,488445,1.0958757,1097.3213555812836,1.0009307,136,0.031718463,100,-1500130900000000.0,0.8988096,-15.13092,-108.02775779744601,-1500130900000000.0,13600,1.0681152e-06
14.337572,1.0056783,251.47601,36.98,[-0.562 -1.091 -0.809 -1.03   0.01 ],208.81404,47.399223,492143,1.0852379,1106.0214738845825,1.0005081,137,0.024465812,100,-1531034400000000.0,0.93621653,-17.63536,-105.9515352027932,-1531034400000000.0,13700,1.9836425e-06
12.820872,1.0045011,202.54036,33.4,[-0.563 -1.092 -0.809 -1.031  0.011],240.99791,42.23472,495483,1.0647138,1114.2606897354126,1.0004048,138,0.022275914,100,-1531034400000000.0,0.94924015,-15.167656,-107.89628704142108,-1531034400000000.0,13800,4.4250487e-06
14.48572,1.0058851,233.39272,37.21,[-0.563 -1.092 -0.809 -1.032  0.011],206.64778,44.828384,499204,1.0727606,1122.8592193126678,1.000767,139,0.030409237,100,-1500130900000000.0,0.9311395,-18.2472,-105.65244841645067,-1500130900000000.0,13900,4.234314e-06
12.153798,1.0060225,334.81775,35.37,[-0.563 -1.092 -0.809 -1.033  0.011],225.47441,39.321415,502741,1.1597694,1129.6398341655731,1.0045154,140,0.06587675,100,-1594736400000000.0,0.84014237,-16.528786,-108.2869570602682,-1594736400000000.0,14000,-4.3869018e-06
12.379529,1.0053042,183.52663,35.07,[-0.563 -1.093 -0.807 -1.031  0.011],227.23476,48.383465,506248,1.0796837,1137.33615899086,1.0008496,141,0.026980741,100,-1578569900000000.0,0.932636,-14.540543,-108.00987968514029,-1578569900000000.0,14100,-5.722046e-07
12.647588,1.0046166,228.77415,34.66,[-0.562 -1.092 -0.808 -1.03   0.011],228.83414,37.165257,509714,1.1181777,1144.3799738883972,1.0010304,142,0.032493528,100,-1546720500000000.0,0.91418135,-15.730621,-107.16039655697931,-1546720500000000.0,14200,-2.670288e-07
10.7468,1.0053964,197.9001,36.25,[-0.563 -1.093 -0.807 -1.032  0.012],219.70256,30.209694,513339,1.1361718,1152.4850482940674,1.0012189,143,0.039349336,100,-1562565200000000.0,0.8896983,-16.714722,-108.74156889061311,-1562565200000000.0,14300,3.6239624e-06
13.848721,1.0059506,481.08173,37.21,[-0.564 -1.093 -0.806 -1.033  0.013],210.76514,58.588997,517060,1.293921,1160.4084994792938,1.0055416,144,0.0817543,100,-1396732200000000.0,0.8528795,-17.721237,-107.81729682786357,-1396732200000000.0,14400,-4.5776366e-07
16.063387,1.0049965,325.07047,40.06,[-0.564 -1.094 -0.804 -1.032  0.014],187.84404,63.430935,521066,1.1305566,1168.3109092712402,1.0021799,145,0.03990932,100,-1027462300000000.0,0.9146802,-20.774452,-105.57980484471436,-1027462300000000.0,14500,5.722046e-07
14.161058,1.0075134,540.895,35.53,[-0.563 -1.096 -0.803 -1.031  0.015],219.74571,42.478756,524619,1.2885072,1176.3602006435394,1.0086865,146,0.0945965,100,-1469842500000000.0,0.76798415,-16.921814,-106.07145511333108,-1469842500000000.0,14600,-4.272461e-06
13.974414,1.0052786,243.55501,36.62,[-0.563 -1.097 -0.801 -1.028  0.012],212.52501,42.58785,528281,1.0861577,1184.0784850120544,1.0004698,147,0.02155089,100,-1562565200000000.0,0.9551921,-17.50116,-106.61813307627769,-1562565200000000.0,14700,-4.4631956e-06
12.240206,1.0049601,219.67671,35.29,[-0.564 -1.097 -0.8   -1.029  0.012],224.56384,27.960949,531810,1.1122271,1192.4572494029999,1.0011625,148,0.03296136,100,-1661051400000000.0,0.9251613,-16.56977,-107.5615411638763,-1661051400000000.0,14800,-1.0299683e-06
14.106281,1.0066631,205.64134,39.21,[-0.565 -1.099 -0.801 -1.029  0.014],194.7293,47.983055,535731,1.0800849,1201.6014914512634,1.0006473,149,0.027175663,100,-1531034400000000.0,0.9189424,-19.716805,-106.21329962069316,-1531034400000000.0,14900,-2.7465821e-06
13.047462,1.0059171,227.51958,36.84,[-0.564 -1.098 -0.801 -1.029  0.014],212.26132,33.930977,539415,1.1376268,1209.3554606437683,1.0011307,150,0.036040056,100,-1562565200000000.0,0.91934556,-17.423378,-107.19416325984349,-1562565200000000.0,15000,3.1661987e-06
14.753211,1.00496,283.6317,34.51,[-0.565 -1.099 -0.8   -1.029  0.014],227.3283,40.941185,542866,1.102223,1215.908527135849,1.0017381,151,0.036739964,100,-1454925000000000.0,0.8547367,-17.899536,-105.93460053965937,-1454925000000000.0,15100,-1.1062622e-06
13.225958,1.0052325,232.5099,36.01,[-0.564 -1.099 -0.8   -1.031  0.011],217.50986,42.39059,546467,1.1171753,1223.583075761795,1.0008315,152,0.030458672,100,-1594736400000000.0,0.886264,-19.595184,-106.7985589887149,-1594736400000000.0,15200,1.2588501e-06
13.576867,1.0060185,192.07329,34.85,[-0.565 -1.099 -0.799 -1.032  0.011],226.74384,45.056076,549952,1.078622,1232.2975561618805,1.0008059,153,0.024381617,100,-1484910600000000.0,0.9358322,-17.003998,-106.90946024487643,-1484910600000000.0,15300,3.5858154e-06
12.40328,1.0048532,159.05067,32.54,[-0.564 -1.098 -0.8   -1.033  0.011],246.10582,40.606483,553206,1.0943922,1239.5245761871338,1.0006601,154,0.025146056,100,-1611066000000000.0,0.93029606,-15.54966,-106.58208344905768,-1611066000000000.0,15400,5.9127806e-06
13.208733,1.0060972,205.02036,37.81,[-0.565 -1.097 -0.8   -1.034  0.012],204.92957,39.988262,556987,1.1329732,1248.452255487442,1.0016195,155,0.039488133,100,-1578569900000000.0,0.9286874,-19.139091,-106.8793988623588,-1578569900000000.0,15500,6.1035157e-06
12.822173,1.0069603,245.4528,34.84,[-0.565 -1.098 -0.799 -1.033  0.013],229.01413,42.897076,560471,1.1238234,1255.9621348381042,1.0030667,156,0.051020127,100,-1661051400000000.0,0.8642996,-15.366638,-107.94862303490447,-1661051400000000.0,15600,1.14440915e-07
15.433015,1.0058438,322.17526,38.55,[-0.564 -1.097 -0.8   -1.034  0.013],198.80482,43.447113,564326,1.1872789,1263.414687871933,1.0013211,157,0.039516255,100,-1382545800000000.0,0.92391926,-19.169792,-106.44319337590099,-1382545800000000.0,15700,-4.7302246e-06
13.064871,1.0058715,316.10266,36.06,[-0.563 -1.096 -0.798 -1.034  0.016],218.62404,41.68932,567932,1.1326565,1271.562343597412,1.0025721,158,0.057160486,100,-1661051400000000.0,0.8811911,-16.296196,-107.48983074115519,-1661051400000000.0,15800,5.302429e-06
13.891507,1.004376,1013.553,35.73,[-0.563 -1.097 -0.797 -1.033  0.017],220.17676,58.050266,571505,1.6306846,1279.770905971527,1.0270207,159,0.16166285,100,-1425536000000000.0,0.5757694,-16.360474,-107.17500817516779,-1425536000000000.0,15900,-9.536743e-07
14.045199,1.0051367,250.60231,37.66,[-0.561 -1.102 -0.794 -1.029  0.022],206.25407,49.76831,575271,1.0891944,1288.46839427948,1.001169,160,0.030815307,100,-1287135300000000.0,0.90228736,-18.525024,-107.24603686885095,-1287135300000000.0,16000,2.8991699e-06
12.530502,1.0043491,196.14882,32.77,[-0.561 -1.102 -0.793 -1.031  0.022],245.47484,37.23928,578548,1.0968499,1296.135574579239,1.0009311,161,0.029204741,100,-1644221900000000.0,0.912747,-15.643272,-107.30111303966943,-1644221900000000.0,16100,7.6293944e-08
13.488129,1.0053581,253.00114,40.14,[-0.561 -1.102 -0.792 -1.03   0.022],190.55777,48.68934,582562,1.1191838,1305.6655135154724,1.0007446,162,0.030845508,100,-1235554000000000.0,0.91402537,-19.705849,-107.21630270206217,-1235554000000000.0,16200,6.866455e-06
12.984001,1.0060223,314.45285,36.71,[-0.561 -1.103 -0.791 -1.031  0.023],212.79712,32.853214,586233,1.2060513,1313.5094525814056,1.0066837,163,0.076442294,100,-1546720500000000.0,0.802724,-16.952415,-107.01035141979771,-1546720500000000.0,16300,1.8692017e-06
14.332263,1.0058074,243.51228,40.18,[-0.561 -1.102 -0.792 -1.035  0.023],189.12947,38.809704,590251,1.2211145,1321.9485323429108,1.0025536,164,0.050234985,100,-1425536000000000.0,0.87216634,-20.139503,-106.50896941948082,-1425536000000000.0,16400,2.2888185e-06
13.654719,1.00627,272.98975,37.41,[-0.557 -1.101 -0.79  -1.032  0.023],208.3767,58.838825,593992,1.1341059,1330.4606728553772,1.0021609,165,0.04777119,100,-1150129200000000.0,0.90232444,-18.02578,-107.41067939498998,-1150129200000000.0,16500,-2.5939942e-06
13.602945,1.0065738,226.99582,37.51,[-0.557 -1.102 -0.79  -1.032  0.022],207.05086,52.654644,597743,1.0999241,1338.3868246078491,1.0010755,166,0.029510412,100,-1469842500000000.0,0.91662097,-18.129776,-106.97511853813283,-1469842500000000.0,16600,1.7547608e-06
14.639794,1.0054678,356.4168,37.38,[-0.557 -1.103 -0.79  -1.03   0.021],206.53204,46.77984,601481,1.2455453,1346.1874766349792,1.0061805,167,0.07214899,100,-1484910600000000.0,0.73695445,-19.57602,-106.33618345912139,-1484910600000000.0,16700,-2.670288e-06
13.0574875,1.0065328,211.4728,38.32,[-0.556 -1.104 -0.795 -1.03   0.018],204.70013,45.46542,605313,1.1134933,1354.492908000946,1.0014604,168,0.03502912,100,-1578569900000000.0,0.9127405,-17.875076,-108.60651488657597,-1578569900000000.0,16800,4.3869018e-06
14.005621,1.0052603,266.0707,35.75,[-0.556 -1.105 -0.795 -1.028  0.018],220.3217,40.10763,608888,1.1258463,1361.6529912948608,1.0020041,169,0.039641134,100,-1425536000000000.0,0.9134047,-19.233047,-107.33747091791226,-1425536000000000.0,16900,-6.4849854e-07
13.357029,1.0044187,340.9517,35.91,[-0.557 -1.104 -0.795 -1.03   0.018],216.6103,31.662914,612479,1.1750697,1369.9729416370392,1.0062329,170,0.07257159,100,-1644221900000000.0,0.7655126,-17.70877,-105.99589193799659,-1644221900000000.0,17000,-6.2561035e-06
15.171689,1.0073982,308.0172,36.64,[-0.558 -1.105 -0.796 -1.035  0.017],209.62744,44.624565,616143,1.1330671,1376.8635363578796,1.0024822,171,0.045503844,100,-1368501400000000.0,0.8660091,-19.39412,-105.28096607329444,-1368501400000000.0,17100,6.1798096e-06
16.07853,1.0041847,376.3369,37.91,[-0.557 -1.103 -0.795 -1.035  0.016],203.03955,71.913086,619934,1.1271579,1384.0002484321594,1.0017625,172,0.04466223,100,-1161967800000000.0,0.8164278,-18.208183,-106.46362361408838,-1161967800000000.0,17200,-2.670288e-06
15.939025,1.0072811,374.46823,36.59,[-0.557 -1.104 -0.794 -1.035  0.015],212.65604,50.105965,623593,1.2905018,1393.0495681762695,1.0057504,173,0.07901981,100,-1515505100000000.0,0.81609094,-18.142525,-106.64003571240632,-1515505100000000.0,17300,2.861023e-06
11.13871,1.0050964,208.48325,32.03,[-0.555 -1.104 -0.798 -1.032  0.015],252.94281,37.940674,626796,1.0974194,1400.1659317016602,1.0015413,174,0.03802618,100,-1730086800000000.0,0.9203909,-14.5592575,-107.38060410575747,-1730086800000000.0,17400,5.9509275e-06
14.284454,1.0054375,324.71652,37.47,[-0.556 -1.104 -0.797 -1.031  0.015],206.81012,41.726643,630543,1.2033155,1408.5490536689758,1.0016223,175,0.04615075,100,-1484910600000000.0,0.83704513,-18.027313,-106.74482317083124,-1484910600000000.0,17500,-5.683899e-06
14.611704,1.006907,357.1611,41.42,[-0.557 -1.104 -0.796 -1.033  0.016],180.75139,50.23817,634685,1.1686769,1417.0376744270325,1.0032321,176,0.06076239,100,-1469842500000000.0,0.8922285,-20.83525,-105.5971111572693,-1469842500000000.0,17600,-1.9836425e-06
12.899183,1.008025,385.6571,39.84,[-0.557 -1.105 -0.794 -1.032  0.016],193.00456,39.909653,638669,1.4055479,1425.206222295761,1.0130546,177,0.0989017,100,-1454925000000000.0,0.7339034,-19.164726,-107.53570861883091,-1454925000000000.0,17700,4.4631956e-06
13.765624,1.0050675,292.99316,36.81,[-0.557 -1.105 -0.799 -1.035  0.018],212.59967,44.6782,642350,1.1374369,1433.0663650035858,1.0030682,178,0.04922587,100,-1562565200000000.0,0.87499356,-18.102493,-107.28105448512235,-1562565200000000.0,17800,7.2479247e-07
11.9565,1.002435,526.1852,37.3,[-0.558 -1.105 -0.797 -1.033  0.017],210.55281,31.777592,646080,1.3759737,1441.1443133354187,1.0176281,179,0.119105995,100,-1546720500000000.0,0.7413835,-17.411911,-108.14805981845645,-1546720500000000.0,17900,1.14440915e-07
10.772336,1.0072285,231.53679,35.56,[-0.557 -1.109 -0.795 -1.031  0.02 ],225.50365,31.15778,649636,1.2099675,1448.8434813022614,1.0049314,180,0.068687215,100,-1611066000000000.0,0.8229404,-16.70935,-108.97251709089167,-1611066000000000.0,18000,-2.2888183e-07
14.361174,1.0056965,264.9431,39.0,[-0.556 -1.108 -0.797 -1.033  0.021],197.3997,44.850353,653536,1.1395518,1456.9985010623932,1.0015737,181,0.034769963,100,-1327205000000000.0,0.92907745,-17.977448,-107.17975378733726,-1327205000000000.0,18100,8.392334e-07
11.2654295,1.0046489,167.9952,32.3,[-0.556 -1.109 -0.796 -1.033  0.024],250.7605,39.191372,656766,1.0697284,1464.1853063106537,1.0003189,182,0.019311227,100,-1678051000000000.0,0.9580795,-15.217285,-107.615619502302,-1678051000000000.0,18200,-7.6675415e-06
14.2781315,1.0053325,318.92398,37.97,[-0.556 -1.109 -0.795 -1.034  0.024],202.74605,46.527065,660563,1.2066072,1472.5767295360565,1.0017712,183,0.045739517,100,-1531034400000000.0,0.8967093,-17.816574,-106.34525773534791,-1531034400000000.0,18300,-1.1062622e-06
12.1814995,1.0054795,186.00249,37.47,[-0.556 -1.11  -0.794 -1.035  0.024],209.32375,43.189865,664310,1.1110433,1480.3929016590118,1.0009632,184,0.030748758,100,-1454925000000000.0,0.933496,-18.156975,-108.06445188438309,-1454925000000000.0,18400,-3.0899048e-06
16.31051,1.0037928,476.86426,38.24,[-0.556 -1.11  -0.794 -1.034  0.024],198.04774,49.046597,668134,1.2143928,1489.3204236030579,1.0066953,185,0.08644694,100,-1300357700000000.0,0.7383372,-19.416962,-104.97248816069472,-1300357700000000.0,18500,1.9454956e-06
13.274726,1.0054439,285.51364,39.28,[-0.557 -1.113 -0.793 -1.032  0.022],196.52412,44.437912,672062,1.2216284,1497.7886817455292,1.0037211,186,0.060758226,100,-1425536000000000.0,0.8145626,-19.657478,-107.63678268389874,-1425536000000000.0,18600,-5.722046e-07
13.658122,1.0063971,202.90573,40.65,[-0.556 -1.113 -0.796 -1.03   0.022],187.54425,37.982365,676127,1.0669924,1506.6997649669647,1.0007064,187,0.02632377,100,-1327205000000000.0,0.94954455,-19.597588,-107.22812049273904,-1327205000000000.0,18700,1.14440915e-07
14.835896,1.0079957,517.21906,37.82,[-0.557 -1.114 -0.795 -1.03   0.022],205.3001,54.21257,679909,1.2631484,1514.5734841823578,1.0099117,188,0.105486654,100,-1484910600000000.0,0.6941769,-17.758041,-107.07531299084044,-1484910600000000.0,18800,8.010864e-06
12.532758,1.005477,251.17465,38.4,[-0.559 -1.116 -0.795 -1.027  0.02 ],202.784,35.51395,683749,1.1457633,1523.256268978119,1.0022478,189,0.047232434,100,-1562565200000000.0,0.8775866,-18.27787,-107.7845152127772,-1562565200000000.0,18900,1.14440915e-07
14.031075,1.0049695,202.95319,34.39,[-0.559 -1.117 -0.794 -1.027  0.02 ],228.11765,42.38852,687188,1.0819184,1530.8604898452759,1.0006324,190,0.027304918,100,-1368501400000000.0,0.93507206,-15.872406,-105.84244748954833,-1368501400000000.0,19000,-9.536743e-07
12.296227,1.0045593,202.80978,33.49,[-0.559 -1.117 -0.794 -1.027  0.02 ],239.15646,39.523098,690537,1.0984503,1538.7242171764374,1.0005734,191,0.02625438,100,-1562565200000000.0,0.9375944,-14.610191,-107.3357409698593,-1562565200000000.0,19100,-1.411438e-06
14.905524,1.0052936,383.71054,38.2,[-0.558 -1.117 -0.795 -1.026  0.02 ],201.21268,47.689095,694357,1.2321062,1547.7983639240265,1.0047705,192,0.071918726,100,-1469842500000000.0,0.84957105,-18.767403,-106.43150791905975,-1469842500000000.0,19200,3.3569336e-06
14.2388315,1.0061665,239.621,37.17,[-0.558 -1.118 -0.793 -1.025  0.022],210.20888,55.186943,698074,1.1082067,1556.0902094841003,1.0005066,193,0.024035942,100,-1198206200000000.0,0.9289238,-17.698494,-107.44676968238726,-1198206200000000.0,19300,-8.239746e-06
