InitialBound,MinIW,TimestepsSoFar,ReturnMeanIW,InitialReturnStd,EpLenMean,Iteration,InitialReturnMin,InitialReturnMax,Weights,MaxIW,StdIW,Bound,TimeElapsed,EmpiricalD2,EpRewMean,EpisodesSoFar,InitialReturnMean,MeanIW,J_sample_variance,EpThisIter
-457248220000000.0,0.85125893,405828,248.04416,1.6153486,39.0,97,-1.9378662,5.958969,[ 0.579 -0.533  0.272  0.414 -0.005],1.3008778,0.079695456,-457248220000000.0,880.1772458553314,1.0058308,-135.26085363769332,9700,-2.2888183e-07,1.0069582,250.17174,100
-956174200000000.0,0.86678827,409786,244.2855,1.764462,39.58,98,-2.0716553,5.2420197,[ 0.578 -0.535  0.269  0.413 -0.005],1.153964,0.049281094,-956174200000000.0,888.6691987514496,1.002429,-135.7799356323829,9800,9.155273e-07,1.0056999,104.14882,100
-1235554000000000.0,0.9045013,413929,233.3084,1.7081447,41.43,99,-2.1283035,5.819496,[ 0.577 -0.536  0.272  0.414 -0.005],1.1338904,0.035830487,-1235554000000000.0,897.5882172584534,1.0014056,-137.53213426966533,9900,-6.8664554e-07,1.0045615,46.588013,100
-529640400000000.0,0.92820084,417953,240.1099,1.6824676,40.24,100,-2.1496658,6.3293686,[ 0.577 -0.536  0.27   0.414 -0.004],1.1367285,0.022633392,-529640400000000.0,906.0987770557404,1.0004667,-136.3083127763033,10000,5.264282e-06,1.0052478,23.157656,100
-619382800000000.0,0.9347955,422230,225.68317,1.9458473,42.77,101,-2.326355,8.179199,[ 0.576 -0.536  0.271  0.414 -0.004],1.1241488,0.028924162,-619382800000000.0,915.1330523490906,1.0008849,-138.58779355338663,10100,6.713867e-06,1.0051346,28.174984,100
-1103946450000000.0,0.7962177,426330,235.61156,1.8279002,41.0,102,-2.2231216,6.064598,[ 0.577 -0.536  0.272  0.413 -0.004],1.1648878,0.06484168,-1103946450000000.0,923.5898659229279,1.0047628,-137.00941710633103,10200,-4.5013426e-06,1.0046117,173.18492,100
-908238750000000.0,0.93667984,430139,253.69394,1.7081695,38.09,103,-2.1483307,4.6616287,[ 0.578 -0.536  0.276  0.413 -0.005],1.1044866,0.031990968,-908238750000000.0,932.3604423999786,1.0010941,-134.26398973617637,10300,6.5612794e-06,1.0046674,49.13361,100
-845049900000000.0,0.9624421,433926,255.07747,1.723667,37.87,104,-1.9970474,5.1038437,[ 0.578 -0.534  0.275  0.414 -0.003],1.0412304,0.015061105,-845049900000000.0,940.957906961441,1.0002742,-134.01232124619565,10400,-4.043579e-06,1.0049541,14.464941,100
-600335970000000.0,0.9171276,437789,250.1409,1.6320658,38.63,105,-2.118866,4.793335,[ 0.579 -0.533  0.276  0.414 -0.003],1.1102933,0.034035534,-600335970000000.0,949.4161174297333,1.0013148,-134.7948017765553,10500,-5.0354006e-06,1.0047109,51.922855,100
-1006580000000000.0,0.86401707,441972,230.8058,1.8940767,41.83,106,-2.6526566,5.135132,[ 0.579 -0.532  0.277  0.414 -0.004],1.2030517,0.06353664,-1006580000000000.0,958.2712142467499,1.0038401,-137.67634516725363,10600,6.8664554e-07,1.0050976,156.57957,100
-845049900000000.0,0.91161406,446221,227.22388,1.8939003,42.49,107,-2.4052582,6.7633896,[ 0.579 -0.532  0.28   0.414 -0.006],1.1050624,0.034761183,-845049900000000.0,966.0238547325134,1.0014259,-138.35094244011813,10700,7.6293944e-08,1.0056974,39.654774,100
-1248255500000000.0,0.8956319,449853,265.66275,1.8505658,36.32,108,-2.2748413,5.0930786,[ 0.581 -0.53   0.28   0.414 -0.007],1.1163154,0.03874532,-1248255500000000.0,973.6291747093201,1.0018104,-132.36356285264404,10800,6.3323973e-06,1.0042095,77.60305,100
-518664680000000.0,0.9399082,454009,232.56296,1.7532337,41.56,109,-2.1810837,5.8290176,[ 0.582 -0.529  0.282  0.412 -0.008],1.0745232,0.024850879,-518664680000000.0,983.1324937343597,1.0006655,-137.62854959682753,10900,1.5258789e-06,1.0051945,23.486115,100
-632403500000000.0,0.95279896,457890,249.00493,1.5307342,38.81,110,-2.1649704,5.0343704,[ 0.581 -0.53   0.281  0.412 -0.008],1.076376,0.017744731,-632403500000000.0,991.5247197151184,1.0003026,-134.96811634935025,11000,-2.2888183e-07,1.0048668,17.611828,100
-946393400000000.0,0.9398613,461281,285.09897,1.3737655,33.91,111,-1.8915176,4.673401,[ 0.581 -0.53   0.282  0.412 -0.008],1.0555952,0.02377241,-946393400000000.0,998.6916348934174,1.000655,-130.31299657493437,11100,2.2125244e-06,1.0036222,33.67495,100
-1173926000000000.0,0.8324737,465248,243.90977,1.7563282,39.67,112,-2.1335373,5.0870056,[ 0.58  -0.531  0.282  0.411 -0.009],1.2663864,0.074977875,-1173926000000000.0,1006.551394701004,1.0052025,-135.95602562889206,11200,5.569458e-06,1.0059842,217.72456,100
-1027462300000000.0,0.9666132,469024,255.58159,1.6694263,37.76,113,-2.4650192,4.669571,[ 0.58  -0.532  0.279  0.412 -0.006],1.0447862,0.014175295,-1027462300000000.0,1014.3480191230774,1.0001723,-133.74673350967453,11300,-4.9591063e-06,1.0043992,15.11456,100
-738866600000000.0,0.8921948,472743,259.80597,1.5055937,37.19,114,-2.131836,3.8481598,[ 0.58  -0.532  0.28   0.412 -0.005],1.0948406,0.026215449,-738866600000000.0,1022.9137535095215,1.0007093,-133.39031664202636,11400,3.0517577e-07,1.0038698,34.267845,100
-956174200000000.0,0.9352013,476493,257.45972,1.811654,37.5,115,-2.0363464,7.2609177,[ 0.58  -0.532  0.281  0.412 -0.005],1.0859733,0.02662475,-956174200000000.0,1030.922178030014,1.0006387,-133.5793054498093,11500,-3.0517577e-07,1.0045909,34.45882,100
-853807000000000.0,0.91145027,480584,235.67378,1.7126,40.91,116,-2.5531235,4.9045715,[ 0.58  -0.532  0.282  0.412 -0.004],1.102368,0.03290068,-853807000000000.0,1039.8970510959625,1.0011606,-136.62225313186642,11600,-1.2664795e-05,1.0045662,31.420534,100
-1126805700000000.0,0.94568664,484491,247.70972,1.7374612,39.07,117,-1.9643478,7.423744,[ 0.578 -0.533  0.282  0.412 -0.005],1.1534381,0.028588576,-1126805700000000.0,1047.9997053146362,1.0006752,-135.42686600353892,11700,-3.7384034e-06,1.0049758,33.81569,100
-956174200000000.0,0.9267076,488381,248.68631,1.600539,38.9,118,-1.9863968,6.5682755,[ 0.578 -0.534  0.281  0.412 -0.004],1.0559756,0.020440327,-956174200000000.0,1055.975368976593,1.0005167,-135.22821330049132,11800,-7.6293946e-07,1.0048772,20.264664,100
-694346560000000.0,0.8822047,492698,223.59926,1.9271284,43.17,119,-2.35598,5.145439,[ 0.578 -0.533  0.282  0.411 -0.005],1.1170917,0.03668071,-694346560000000.0,1064.596610546112,1.0017195,-138.98788392924402,11900,-5.41687e-06,1.0042546,63.61055,100
-1313714000000000.0,0.9417701,496240,272.3284,1.6636609,35.42,120,-2.2592773,4.793297,[ 0.577 -0.536  0.283  0.408 -0.004],1.0695319,0.021957528,-1313714000000000.0,1072.28093624115,1.0006692,-131.4508234215209,12000,8.392334e-07,1.003924,28.677973,100
-1186005200000000.0,0.89844245,500281,239.25624,1.63627,40.41,121,-2.1062546,4.7511673,[ 0.577 -0.536  0.283  0.406 -0.005],1.0821301,0.026479464,-1186005200000000.0,1080.576444387436,1.0008078,-136.56471026022237,12100,-2.5177003e-06,1.0045815,32.159416,100
-513259030000000.0,0.9502996,504216,245.7251,1.6026415,39.35,122,-2.1569061,4.8441544,[ 0.575 -0.537  0.284  0.406 -0.003],1.0853115,0.02328066,-513259030000000.0,1088.9859278202057,1.0006065,-135.56013890793236,12200,5.9509275e-06,1.0049386,20.797588,100
-1081542100000000.0,0.87352467,508443,228.3358,1.7022041,42.27,123,-2.3140717,5.6782227,[ 0.574 -0.538  0.284  0.406 -0.002],1.2705427,0.060420875,-1081542100000000.0,1097.764934539795,1.0043035,-138.12865040954892,12300,-2.670288e-06,1.0048462,117.833176,100
-917634000000000.0,0.84388673,512520,236.61356,1.9454654,40.77,124,-2.4892807,6.667618,[ 0.574 -0.539  0.281  0.408 -0.001],1.0869917,0.027298741,-917634000000000.0,1107.3507692813873,1.0007046,-136.55558684750423,12400,5.1879883e-06,1.0044569,26.170568,100
-1103946450000000.0,0.9461525,516140,266.93817,1.7120663,36.2,125,-2.070816,5.761307,[ 0.573 -0.539  0.283  0.408 -0.001],1.096995,0.026128827,-1103946450000000.0,1115.6804847717285,1.0007237,-132.45563641777787,12500,4.272461e-06,1.0048922,38.00706,100
-1396732200000000.0,0.942645,519840,261.32516,1.7783281,37.0,126,-1.9769974,4.875435,[ 5.732e-01 -5.387e-01  2.838e-01  4.076e-01 -2.519e-04],1.0540656,0.020074343,-1396732200000000.0,1124.016648054123,1.0004437,-133.3003200979646,12600,1.5258789e-06,1.004394,20.382572,100
-802560700000000.0,0.9158299,524144,224.9547,1.8523866,43.04,127,-1.9822388,6.593178,[ 0.573 -0.539  0.283  0.407 -0.001],1.1305236,0.03374848,-802560700000000.0,1133.5134172439575,1.0013031,-139.3260901638446,12700,-5.340576e-07,1.0058331,37.276985,100
-810888550000000.0,0.6767663,527962,252.82228,1.8220543,38.18,128,-2.1768723,7.196411,[ 0.573 -0.54   0.282  0.408 -0.002],1.5590163,0.16166867,-810888550000000.0,1141.2231476306915,1.0290899,-134.3532873276538,12800,-6.2561035e-06,1.004359,1097.8978,100
-871587500000000.0,0.9491804,532043,236.81323,1.7519871,40.81,129,-2.2560654,5.3892975,[ 0.569 -0.541  0.275  0.416 -0.005],1.0613543,0.02004104,-871587500000000.0,1150.0022881031036,1.0004636,-136.9012801272179,12900,-1.5258789e-07,1.0048808,21.057957,100
-836380400000000.0,0.9473352,536219,231.57317,1.5573144,41.76,130,-2.0438461,5.3607025,[ 0.569 -0.541  0.276  0.415 -0.005],1.0658247,0.023643916,-836380400000000.0,1158.3749408721924,1.0005679,-137.8919159144843,13000,8.7738035e-06,1.00592,21.085659,100
-1300357700000000.0,0.9418842,539539,291.10406,1.5523456,33.2,131,-2.017456,5.1001816,[ 0.569 -0.54   0.277  0.415 -0.005],1.0841472,0.02665996,-1300357700000000.0,1166.2914972305298,1.0007066,-129.58100448920533,13100,-8.392334e-07,1.0041955,54.935078,100
-687184100000000.0,0.9021649,543497,243.82463,1.7255527,39.58,132,-2.269806,5.616478,[ 0.568 -0.541  0.277  0.412 -0.006],1.1087325,0.036151767,-687184100000000.0,1174.9821298122406,1.001368,-135.5016267067533,13200,3.8146973e-06,1.0047544,50.731144,100
-1186005200000000.0,0.90017325,547261,257.07553,1.7515827,37.64,133,-1.8970566,6.1240234,[ 0.567 -0.542  0.276  0.412 -0.006],1.0831362,0.0306851,-1186005200000000.0,1183.5383248329163,1.0011337,-134.04320560126556,13300,-4.196167e-06,1.0038776,45.257877,100
-476903100000000.0,0.943401,551529,226.67035,1.6445637,42.68,134,-2.1412964,5.7158813,[ 0.567 -0.541  0.278  0.412 -0.006],1.0686768,0.022266986,-476903100000000.0,1192.1521954536438,1.0005746,-138.8351122043794,13400,1.5258789e-07,1.004558,19.980951,100
-946393400000000.0,0.85971755,555502,242.82683,2.0870366,39.73,135,-2.3216171,6.8006897,[ 0.568 -0.54   0.278  0.412 -0.006],1.195649,0.059214033,-946393400000000.0,1200.3628013134003,1.003545,-135.6019641980415,13500,8.239746e-06,1.0036051,143.84784,100
-540838920000000.0,0.90035176,559845,222.92683,1.7130054,43.43,136,-2.0567627,6.1821747,[ 0.567 -0.546  0.28   0.411 -0.008],1.074351,0.029621374,-540838920000000.0,1209.5253748893738,1.001033,-139.6936997014536,13600,-1.4495849e-06,1.0048215,34.704704,100
-1048768740000000.0,0.88425094,563875,239.78557,1.6339219,40.3,137,-2.2982178,4.97554,[ 0.567 -0.546  0.28   0.414 -0.01 ],1.1434844,0.03224161,-1048768740000000.0,1217.844703912735,1.001024,-136.3812937918639,13700,3.5095215e-06,1.0044996,54.810856,100
-438367800000000.0,0.85823786,567670,255.06691,1.5626901,37.95,138,-2.0547714,6.1635284,[ 0.567 -0.546  0.281  0.412 -0.008],1.204317,0.043504585,-438367800000000.0,1226.713990688324,1.0017842,-134.38217644060938,13800,-6.5612794e-06,1.0043722,77.879364,100
-1261085300000000.0,0.9134152,571356,262.0879,2.0016584,36.86,139,-2.168579,8.997017,[ 0.569 -0.544  0.28   0.413 -0.009],1.1168125,0.032162268,-1261085300000000.0,1235.5378596782684,1.0007273,-133.0433511154023,13900,1.1901855e-05,1.0049394,57.495453,100
-694346560000000.0,0.9723256,574826,278.55295,1.5165277,34.7,140,-2.1316223,6.3482056,[ 0.568 -0.545  0.281  0.412 -0.007],1.0711294,0.014840673,-694346560000000.0,1243.2031767368317,1.0002031,-131.03113964404554,14000,-2.5177003e-06,1.0040357,14.823039,100
-1138408700000000.0,0.9001472,578863,239.33826,1.8039261,40.37,141,-2.2110138,4.7901535,[ 0.568 -0.545  0.28   0.413 -0.007],1.1038898,0.033712152,-1138408700000000.0,1251.878886461258,1.0013624,-136.4299145137338,14100,1.5258789e-06,1.0048039,42.98034,100
-898937260000000.0,0.9408613,582893,239.76204,1.6615002,40.3,142,-2.2710571,4.7675095,[ 0.568 -0.545  0.278  0.412 -0.008],1.0879283,0.025279822,-898937260000000.0,1259.64320063591,1.0006757,-136.37061257849507,14200,1.4495849e-06,1.0044963,26.66407,100
-1027462300000000.0,0.92864186,587237,222.3921,1.6559522,43.44,143,-2.2610703,5.385582,[ 0.567 -0.547  0.279  0.413 -0.006],1.0977188,0.031107107,-1027462300000000.0,1267.9701399803162,1.0009947,-139.36412267769703,14300,1.3732911e-06,1.0054042,26.90874,100
-936710400000000.0,0.9111174,591547,224.38686,1.6228158,43.1,144,-2.3963318,5.3270035,[ 0.566 -0.548  0.278  0.412 -0.006],1.1383781,0.041504987,-936710400000000.0,1277.4207351207733,1.0017676,-139.1917662068868,14400,-4.043579e-06,1.0051955,61.25224,100
-652431800000000.0,0.8505559,595806,227.18893,1.5934843,42.59,145,-1.9665985,5.481018,[ 0.566 -0.548  0.276  0.413 -0.006],1.2172323,0.05328377,-652431800000000.0,1287.1494979858398,1.0028287,-138.77561237230128,14500,4.043579e-06,1.0055373,89.22852,100
-1454925000000000.0,0.9772351,599288,277.35376,1.6960459,34.82,146,-1.8893356,6.34227,[ 0.566 -0.547  0.278  0.413 -0.006],1.0328166,0.010652814,-1454925000000000.0,1294.6808972358704,1.0001451,-131.03212673643296,14600,7.3242186e-06,1.0040818,8.988456,100
-889728900000000.0,0.93021023,603215,245.73831,1.8779436,39.27,147,-2.4353104,6.0967484,[ 0.566 -0.547  0.279  0.413 -0.006],1.0766569,0.018446326,-889728900000000.0,1303.8354754447937,1.0003632,-135.1804392355222,14700,-6.866455e-06,1.0043297,22.478678,100
-1186005200000000.0,0.9219438,607180,243.66087,1.689289,39.65,148,-2.1590576,5.206627,[ 0.565 -0.548  0.28   0.413 -0.005],1.0807674,0.02554603,-1186005200000000.0,1312.5648415088654,1.0007154,-135.73417069515048,14800,-5.8746336e-06,1.0050088,27.860931,100
-217595190000000.0,0.9169318,611720,212.53915,2.0410957,45.4,149,-2.720642,5.597473,[ 0.565 -0.548  0.281  0.413 -0.005],1.096318,0.034056105,-217595190000000.0,1322.8108804225922,1.0013947,-141.04025359940042,14900,1.3732911e-06,1.0063292,38.20153,100
-908238750000000.0,0.9133358,616063,222.02826,2.0108802,43.43,150,-2.518097,6.6686325,[ 0.564 -0.549  0.28   0.413 -0.006],1.105321,0.034698434,-908238750000000.0,1331.8502371311188,1.0013947,-139.0481004554757,15000,-2.7465821e-06,1.0054314,44.455906,100
-529640400000000.0,0.9004598,620385,223.87134,1.7337564,43.22,151,-1.9684601,6.7974243,[ 0.564 -0.55   0.279  0.414 -0.005],1.1816859,0.04491339,-529640400000000.0,1340.3263611793518,1.002111,-139.37263926763447,15100,-2.5177003e-06,1.0055637,63.224945,100
-1138408700000000.0,0.8853225,623911,273.5438,1.7601442,35.26,152,-2.4061432,5.1310806,[ 0.562 -0.549  0.276  0.413 -0.006],1.1109905,0.039307203,-1138408700000000.0,1347.8116779327393,1.0015432,-131.26387808555927,15200,7.6293944e-08,1.0031313,96.006546,100
-802560700000000.0,0.84678924,627631,259.48828,1.8251978,37.2,153,-2.1442566,6.2892914,[ 0.562 -0.549  0.279  0.413 -0.004],1.2056142,0.06195025,-802560700000000.0,1355.80593085289,1.0048901,-133.2930442848186,15300,-2.2888185e-06,1.0050117,184.37743,100
-880612600000000.0,0.93573505,631423,254.61732,1.4707278,37.92,154,-2.1866684,5.5453033,[ 0.563 -0.55   0.275  0.414 -0.003],1.0932493,0.023792442,-880612600000000.0,1363.5061819553375,1.0007135,-133.98581261581603,15400,2.2888185e-06,1.0045666,32.183346,100
-770073600000000.0,0.85287714,635594,232.14294,1.555518,41.71,155,-1.7486725,6.0639877,[ 0.562 -0.551  0.276  0.412 -0.001],1.2084684,0.044397987,-770073600000000.0,1372.976312637329,1.0017899,-138.0436425164703,15500,2.7465821e-06,1.004326,76.11175,100
-762153800000000.0,0.92771447,639835,228.00887,1.7549665,42.41,156,-2.1650238,6.1907806,[ 0.562 -0.551  0.274  0.413 -0.001],1.1151581,0.033347387,-762153800000000.0,1382.2559945583344,1.0011886,-138.5233580866821,15600,5.1116945e-06,1.0056015,37.272766,100
-1027462300000000.0,0.6367735,644147,225.03143,1.5928892,43.12,157,-1.7187653,5.7333527,[ 0.562 -0.552  0.272  0.413 -0.001],1.3109113,0.12249686,-1027462300000000.0,1390.3108139038086,1.0146899,-139.67794904375475,15700,2.670288e-06,1.0058227,449.3149,100
-946393400000000.0,0.85461295,648275,234.20724,1.7407342,41.28,158,-2.143364,5.9215927,[ 0.557 -0.555  0.271  0.415 -0.008],1.1206475,0.03434689,-946393400000000.0,1398.4571635723114,1.0010078,-137.39797933958718,15800,-7.171631e-06,1.0046538,59.180344,100
-853807000000000.0,0.91584724,652443,232.37611,1.5186523,41.68,159,-1.7798996,5.4396286,[ 0.555 -0.557  0.272  0.413 -0.008],1.1634071,0.030437702,-853807000000000.0,1407.2073674201965,1.0016614,-138.1143834515375,15900,-2.5177003e-06,1.0043582,36.38933,100
-1048768740000000.0,0.90874434,656351,247.1264,1.9193085,39.08,160,-2.3622513,5.999588,[ 0.557 -0.556  0.271  0.416 -0.011],1.1011318,0.036470387,-1048768740000000.0,1415.975257396698,1.0016192,-135.13208677093843,16000,1.9073486e-06,1.0045757,49.305153,100
-1126805700000000.0,0.9320381,660511,231.46396,2.198772,41.6,161,-2.785408,7.4841995,[ 0.555 -0.558  0.27   0.416 -0.011],1.1248164,0.030555151,-1126805700000000.0,1425.0040638446808,1.0007347,-137.0636456904496,16100,-2.7465821e-06,1.0055662,40.552284,100
-1027462300000000.0,0.89585197,664635,234.25084,1.8696404,41.24,162,-2.283043,6.1701126,[ 0.557 -0.557  0.269  0.415 -0.011],1.105399,0.040851373,-1027462300000000.0,1433.53822183609,1.0020695,-137.26811006642802,16200,6.790161e-06,1.005213,68.53141,100
-1161967800000000.0,0.7670415,668370,259.01874,1.5794499,37.35,163,-2.076561,6.1937714,[ 0.558 -0.556  0.271  0.415 -0.012],1.1646198,0.053159907,-1161967800000000.0,1441.318320274353,1.0021092,-133.67786489569266,16300,-4.043579e-06,1.0036137,126.693794,100
-497364230000000.0,0.8875536,672692,223.77249,1.7325531,43.22,164,-2.228691,5.556549,[ 0.557 -0.556  0.273  0.414 -0.013],1.1787574,0.04713169,-497364230000000.0,1449.7567632198334,1.0020723,-139.2921213486289,16400,-9.155274e-06,1.0049616,78.41496,100
-770073600000000.0,0.95334727,676654,243.81058,1.7907656,39.62,165,-2.3307037,5.60376,[ 0.558 -0.555  0.271  0.415 -0.013],1.0727956,0.018539982,-770073600000000.0,1458.3893568515778,1.0003852,-135.66280611422746,16500,-6.3323973e-06,1.0050439,17.971777,100
-420231340000000.0,0.88305587,680910,227.30486,1.5811526,42.56,166,-2.0845337,5.0380707,[ 0.557 -0.556  0.272  0.416 -0.012],1.1702771,0.045732405,-420231340000000.0,1467.2805361747742,1.0021192,-138.7193068529602,16600,1.4495849e-06,1.0067239,67.861824,100
-373956930000000.0,0.8486856,685186,226.22058,1.8384938,42.76,167,-2.0896835,7.9081726,[ 0.556 -0.557  0.27   0.417 -0.012],1.1126992,0.044345893,-373956930000000.0,1475.894165277481,1.0017551,-138.8979173974786,16700,-3.0517577e-07,1.0048939,70.634995,100
-1261085300000000.0,0.92883956,688890,261.01337,1.7373995,37.04,168,-1.9934464,7.563652,[ 0.557 -0.556  0.271  0.417 -0.012],1.07009,0.021034475,-1261085300000000.0,1483.4921803474426,1.0004069,-133.33080918944046,16800,-6.6375733e-06,1.0044802,29.156736,100
-1396732200000000.0,0.9116056,692692,254.68324,1.6069376,38.02,169,-1.7033844,5.4707794,[ 0.557 -0.556  0.272  0.416 -0.013],1.173466,0.035530824,-1396732200000000.0,1491.86550283432,1.0012796,-134.5036175743291,16900,8.31604e-06,1.0052354,58.812298,100
-1027462300000000.0,0.8506986,696629,245.92258,1.5778059,39.37,170,-1.8213654,5.0814667,[ 0.557 -0.555  0.274  0.417 -0.013],1.1101372,0.0378453,-1027462300000000.0,1500.3593447208405,1.0019091,-135.818303936967,17000,4.8828124e-06,1.0045825,48.220234,100
-1173926000000000.0,0.87654626,700490,249.7477,1.9449648,38.61,171,-2.5109482,6.651123,[ 0.555 -0.557  0.274  0.419 -0.015],1.1835074,0.04735957,-1173926000000000.0,1509.0301115512848,1.0027081,-134.45772479454118,17100,-8.392334e-06,1.0046616,94.31166,100
-581854900000000.0,0.8922817,704302,253.49062,1.6394436,38.12,172,-2.1787567,5.8104706,[ 0.555 -0.558  0.272  0.42  -0.014],1.1154473,0.03255339,-581854900000000.0,1516.7813656330109,1.001427,-134.29605577522034,17200,-4.4250487e-06,1.0041615,45.68235,100
-1048768740000000.0,0.9372603,708563,226.569,1.8485657,42.61,173,-2.3039856,6.1302185,[ 0.555 -0.557  0.274  0.419 -0.013],1.0621897,0.024638027,-1048768740000000.0,1525.8135335445404,1.000728,-138.44510680954886,17300,5.340576e-07,1.0056345,22.67985,100
-1313714000000000.0,0.9112702,712524,244.48738,1.4960752,39.61,174,-1.9404984,5.3610687,[ 0.554 -0.558  0.273  0.42  -0.014],1.0748494,0.028354451,-1313714000000000.0,1534.7196905612946,1.0012248,-136.0669570994434,17400,-8.392334e-06,1.0048168,32.13686,100
-558064460000000.0,0.9400535,716584,238.34355,1.6665789,40.6,175,-2.0020142,6.338318,[ 0.555 -0.557  0.274  0.42  -0.016],1.0712781,0.024803558,-558064460000000.0,1542.7621567249298,1.0007471,-136.89552211382627,17500,2.7465821e-06,1.0053136,24.846037,100
-778073300000000.0,0.94573665,720742,232.32109,1.6783918,41.58,176,-2.3184814,5.958252,[ 0.555 -0.557  0.275  0.42  -0.016],1.0783929,0.026258536,-778073300000000.0,1552.2092657089233,1.0008173,-137.5638604714234,17600,6.1035155e-07,1.0057249,27.715189,100
-1027462300000000.0,0.91046965,724548,253.60638,1.8186781,38.06,177,-2.359085,6.2872086,[ 0.555 -0.558  0.274  0.419 -0.015],1.0672319,0.02758765,-1027462300000000.0,1559.7897472381592,1.0007567,-134.056248547184,17700,-5.1879883e-06,1.0044209,35.890526,100
-1484910600000000.0,0.8910688,728083,273.44263,1.3507121,35.35,178,-1.9466629,4.4789047,[ 0.555 -0.557  0.275  0.42  -0.016],1.0966967,0.034497555,-1484910600000000.0,1566.855550289154,1.0016375,-131.68996688398886,17800,-1.3885498e-05,1.0040736,65.77894,100
-600335970000000.0,0.8553031,732220,233.73174,1.7572346,41.37,179,-2.1353607,5.1096725,[ 0.555 -0.558  0.278  0.42  -0.017],1.1603382,0.050146446,-600335970000000.0,1574.824687242508,1.0025929,-137.49597374943585,17900,2.822876e-06,1.0058876,94.50952,100
-1016968660000000.0,0.8837292,736095,249.15918,1.8260982,38.75,180,-2.2353668,4.459053,[ 0.556 -0.556  0.279  0.422 -0.018],1.1605616,0.038418762,-1016968660000000.0,1583.2710149288177,1.0016358,-134.76547641908138,18000,-1.7547607e-05,1.0040761,73.4869,100
-673073250000000.0,0.9645979,739940,251.22769,1.8325613,38.45,181,-2.1979828,5.1894913,[ 0.558 -0.556  0.277  0.423 -0.018],1.0648425,0.019790584,-673073250000000.0,1591.902081489563,1.0003574,-134.5492832600968,18100,-4.8828124e-06,1.004626,17.868317,100
-1186005200000000.0,0.92764485,743711,256.3886,1.6221371,37.71,182,-1.9031601,7.0481567,[ 0.557 -0.556  0.276  0.422 -0.016],1.0737562,0.027261974,-1186005200000000.0,1599.7550446987152,1.0008343,-133.98845483419979,18200,1.1062622e-05,1.0047965,34.00815,100
-1138408700000000.0,0.94511956,747677,243.41765,1.9618942,39.66,183,-2.3192062,6.7508926,[ 0.557 -0.557  0.276  0.422 -0.017],1.1047858,0.02505045,-1138408700000000.0,1607.5225467681885,1.0007443,-135.63635494613155,18300,1.1062622e-05,1.0052719,35.045704,100
-1161967800000000.0,0.8326562,751337,264.26288,1.6795143,36.6,184,-1.9461136,5.8875275,[ 0.557 -0.557  0.277  0.42  -0.017],1.1416177,0.035871025,-1161967800000000.0,1615.695752620697,1.0015645,-132.9756256304039,18400,-9.460449e-06,1.0042537,71.67731,100
-466976930000000.0,0.9235477,755592,227.1433,1.6772914,42.55,185,-2.1310806,6.4259872,[ 0.555 -0.559  0.279  0.421 -0.016],1.1018243,0.035874397,-466976930000000.0,1624.7095956802368,1.0012794,-138.55510538192485,18500,-3.3569336e-06,1.0052087,44.579655,100
-1274044700000000.0,0.84717786,759569,242.82193,1.7710755,39.77,186,-2.3869705,5.367035,[ 0.556 -0.558  0.28   0.42  -0.016],1.2677267,0.063645296,-1274044700000000.0,1632.9517703056335,1.0037148,-135.74294350443262,18600,-4.119873e-06,1.0061285,152.23958,100
-853807000000000.0,0.928673,763667,235.67683,1.7503229,40.98,187,-2.3826447,4.3417587,[ 0.556 -0.56   0.279  0.422 -0.014],1.0858923,0.027327176,-853807000000000.0,1641.160349369049,1.0007157,-136.9356120910703,18700,2.0599366e-06,1.0048144,35.28113,100
-1161967800000000.0,0.9249944,767465,254.56177,1.7627321,37.98,188,-2.1164627,6.949547,[ 0.554 -0.562  0.28   0.422 -0.013],1.0752872,0.026097713,-1161967800000000.0,1649.6538655757904,1.0008633,-134.2449350191116,18800,-4.9591063e-06,1.005271,33.523247,100
-827797600000000.0,0.8559372,771971,214.19196,2.1233912,45.06,189,-2.5006866,7.166115,[ 0.553 -0.563  0.279  0.422 -0.013],1.1277821,0.03824865,-827797600000000.0,1658.1018652915955,1.001453,-140.7340013139005,18900,-1.4495849e-06,1.0055572,47.221287,100
-540838920000000.0,0.8924475,776024,238.58023,1.8214561,40.53,190,-2.2251663,7.266472,[ 0.554 -0.563  0.277  0.422 -0.013],1.095111,0.030226192,-540838920000000.0,1667.3007559776306,1.0010345,-136.69775660899936,19000,1.9073486e-06,1.0043813,40.79573,100
-373956930000000.0,0.9299969,780178,233.06628,1.7414119,41.54,191,-1.9295273,5.695511,[ 0.552 -0.563  0.278  0.421 -0.015],1.1167104,0.032087468,-373956930000000.0,1675.5346534252167,1.0008612,-137.85173805164055,19100,-1.1825561e-05,1.0052978,36.601658,100
-966053700000000.0,0.9160549,784113,245.64406,1.9008096,39.35,192,-2.2810364,5.588379,[ 0.552 -0.563  0.277  0.42  -0.015],1.083909,0.0276895,-966053700000000.0,1683.5084435939789,1.000934,-135.51168887244376,19200,4.043579e-06,1.0046623,31.313213,100
-1006580000000000.0,0.9185277,788212,236.01591,1.7388029,40.99,193,-1.9700699,7.2043304,[ 0.552 -0.563  0.278  0.421 -0.015],1.0998551,0.03357955,-1006580000000000.0,1692.1240804195404,1.0011172,-137.23291991587624,19300,,1.0049088,46.05307,100
