Weights,EpisodesSoFar,InitialReturnStd,MaxIW,J_sample_variance,ReturnMeanIW,InitialReturnMean,EpThisIter,StdIW,InitialReturnMin,Iteration,Bound,InitialBound,MinIW,TimeElapsed,EpRewMean,TimestepsSoFar,EmpiricalD2,EpLenMean,InitialReturnMax,MeanIW
[ 0.146 -0.776  0.007  0.171 -0.466],10400,1.1784253,1.0,1.4027133,5.5409446,9.059906e-08,100,,-1.083497,104,-4.5094333,-4.5094333,1.0,3110.8579392433167,-294.5944861152405,1697568,1.0,203.99,3.8208957,1.0
[ 0.146 -0.776  0.007  0.171 -0.466],10500,1.2870011,2.8132083,2.1599855,5.915755,3.7193297e-07,100,0.404001,-1.4162416,105,-4.174767,-4.2162347,0.10864876,3148.8870208263397,-296.1035517471055,1718140,1.2919711,205.72,3.7260633,0.9701771
[ 0.146 -0.775  0.014  0.164 -0.463],10600,1.2267056,36.989388,22.170378,6.6485295,2.2411346e-07,100,3.255447,-1.4450426,106,-3.896234,-4.2167444,0.011591466,3185.4815204143524,-289.2220543520174,1738277,6.059505,201.37,3.3107424,1.509476
[ 0.15  -0.774  0.004  0.204 -0.474],10700,1.2990584,1.0,1.7045988,5.352856,-3.33786e-07,100,,-1.2878113,107,-4.6975217,-4.6975217,1.0,3227.1258058547974,-308.86691802903346,1760278,1.0,220.01,3.828085,1.0
[ 0.15  -0.774  0.004  0.204 -0.474],10800,1.3002533,1.0,1.7077358,5.338916,-6.7710874e-07,100,,-1.3087282,108,-4.711462,-4.711462,1.0,3266.598803281784,-308.7104628799409,1782306,1.0,220.28,3.422412,1.0
[ 0.15  -0.774  0.004  0.204 -0.474],10900,1.240476,1.0,1.5543238,5.6244082,3.9100647e-07,100,,-1.249959,109,-4.4259696,-4.4259696,1.0,3304.0102558135986,-289.7294525022901,1802476,1.0,201.7,3.6795511,1.0
[ 0.15  -0.774  0.004  0.204 -0.474],11000,1.3065308,1.0,1.7242651,5.877446,2.861023e-07,100,,-1.2632179,110,-4.1729317,-4.1729317,1.0,3340.6129858493805,-288.3064878867808,1822235,1.0,197.59,3.7499275,1.0
[ 0.15  -0.774  0.004  0.204 -0.474],11100,1.1713009,1.0,1.3858042,6.0161858,3.8146973e-07,100,,-1.3954506,111,-4.034192,-4.034192,1.0,3375.0079238414764,-289.15010140326564,1842060,1.0,198.25,3.1485953,1.0
[ 0.15  -0.774  0.004  0.204 -0.474],11200,1.2537595,1.0,1.5877906,6.667344,-3.33786e-07,100,,-1.3991508,112,-3.3830338,-3.3830338,1.0,3405.664527654648,-265.19296786372234,1859440,1.0,173.8,3.153408,1.0
[ 0.15  -0.774  0.004  0.204 -0.474],11300,1.1926352,1.0,1.436746,6.0482907,-3.9100647e-07,100,,-1.4378786,113,-4.002087,-4.002087,1.0,3440.920566558838,-283.7120123499988,1878883,1.0,194.43,3.1404486,1.0
[ 0.15  -0.774  0.004  0.204 -0.474],11400,1.2106968,1.0,1.4805927,5.4876165,-1.4305115e-07,100,,-1.2045536,114,-4.5627613,-4.5627613,1.0,3480.1200857162476,-304.58545471077645,1900234,1.0,213.51,3.21624,1.0
[ 0.15  -0.774  0.004  0.204 -0.474],11500,1.2044293,1.0,1.4653031,6.0036488,2.861023e-07,100,,-1.333394,115,-4.046729,-4.046729,1.0,3516.879791736603,-286.0696300307664,1919744,1.0,195.1,2.9385376,1.0
[ 0.15  -0.774  0.004  0.204 -0.474],11600,1.2210264,7.127924,5.2281437,5.918412,4.2438506e-07,100,0.770625,-1.0902405,116,-4.2792425,-4.4532733,0.09185035,3553.7440478801727,-295.63006185695946,1940129,1.9691496,203.85,4.0334024,1.0200146
[ 0.149 -0.76   0.012  0.186 -0.465],11700,1.2544209,12.525084,2.5029,6.1994925,-1.0108947e-06,100,1.0443252,-1.293333,117,-3.9631042,-4.053131,0.016152384,3590.2757172584534,-282.20535613405843,1959345,2.3952265,192.16,3.1195092,1.0907503
[ 1.498e-01 -7.585e-01 -2.041e-04  1.804e-01 -4.646e-01],11800,1.4258268,3.6318703,3.1071823,6.1988587,-8.6784365e-07,100,0.53790015,-1.3537207,118,-3.9206986,-3.9872217,0.1368652,3623.504447698593,-283.940187286901,1978668,1.5620555,193.23,3.4229689,0.98010445
[ 0.151 -0.757 -0.009  0.187 -0.466],11900,1.2724264,1.0,1.6354234,6.1745224,-4.053116e-07,100,,-1.3929024,119,-3.8758554,-3.8758554,1.0,3658.2914521694183,-280.33203923503766,1997645,1.0,189.77,4.034358,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12000,1.4257972,1.0,2.0534322,5.9492407,5.7220458e-08,100,,-1.4412594,120,-4.101137,-4.101137,1.0,3694.9301693439484,-284.68173077579496,2017279,1.0,196.34,3.5156775,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12100,1.2420223,1.0,1.5582011,5.96453,1.0442734e-06,100,,-1.4187899,121,-4.085848,-4.085848,1.0,3730.4721653461456,-283.51091463313725,2036791,1.0,195.12,3.2373524,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12200,1.3182524,1.0,1.7553431,5.9086905,-2.670288e-07,100,,-1.2690668,122,-4.1416874,-4.1416874,1.0,3766.209182024002,-287.7603061172762,2056468,1.0,196.77,4.043708,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12300,1.2340964,1.0,1.5383773,5.8266773,-4.7683715e-09,100,,-1.1101942,123,-4.2237005,-4.2237005,1.0,3801.9903264045715,-289.13776277544076,2076137,1.0,196.69,3.748548,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12400,1.354982,1.0,1.8545208,6.836019,-9.727478e-07,100,,-1.4918756,124,-3.2143588,-3.2143588,1.0,3834.056321620941,-263.02354254285694,2093317,1.0,171.8,3.0858417,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12500,1.2159914,1.0,1.4935707,5.6757836,-1.66893e-07,100,,-1.237462,125,-4.374594,-4.374594,1.0,3868.8750550746918,-286.2460451505906,2113155,1.0,198.38,3.6272745,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12600,1.3556592,1.0,1.8563755,6.1670675,9.536743e-08,100,,-1.4664383,126,-3.8833103,-3.8833103,1.0,3903.772858142853,-280.3973930691759,2132293,1.0,191.38,3.479083,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12700,1.1752063,1.0,1.3950604,5.161068,-4.386902e-07,100,,-1.1720142,127,-4.88931,-4.88931,1.0,3942.586767911911,-301.0092479033572,2153816,1.0,215.23,4.05943,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12800,1.2332363,1.0,1.536234,6.478913,5.626678e-07,100,,-1.3630476,128,-3.571465,-3.571465,1.0,3974.921758413315,-266.09169870282176,2171428,1.0,176.12,4.203661,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],12900,1.3190644,1.0,1.7575053,6.2385426,4.053116e-07,100,,-1.5022202,129,-3.8118353,-3.8118353,1.0,4010.0851426124573,-283.1964497196708,2190661,1.0,192.33,3.7679567,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],13000,1.2985921,1.0,1.703375,6.0328555,2.6226044e-07,100,,-1.2131176,130,-4.0175223,-4.0175223,1.0,4043.4402952194214,-276.7135340329101,2209342,1.0,186.81,4.0500174,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],13100,1.119915,1.0,1.2668785,5.3998833,-1.7642975e-07,100,,-1.1036024,131,-4.6504946,-4.6504946,1.0,4080.583720445633,-288.87085936006315,2229575,1.0,202.33,4.061341,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],13200,1.2829185,1.0,1.6625047,6.430386,-5.626678e-07,100,,-1.4414768,132,-3.6199918,-3.6199918,1.0,4113.752481460571,-271.90203617986157,2247734,1.0,181.59,3.3110075,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],13300,1.097182,1.0000702,1.2159775,4.988889,-8.6784365e-07,100,1.7354012e-05,-1.0911198,133,-5.0614886,-5.0614905,0.9999399,4156.120715141296,-309.93109441562143,2270094,1.0,223.6,3.3272448,1.0000008
[ 0.151 -0.757 -0.009  0.187 -0.466],13400,1.15507,1.0,1.3476627,5.274308,5.2928925e-07,100,,-1.1383572,134,-4.7760696,-4.7760696,1.0,4195.4142026901245,-303.3636712733607,2291580,1.0,214.86,3.5338535,1.0
[ 0.151 -0.757 -0.009  0.187 -0.466],13500,1.2239641,2.4873145,1.7558267,6.131612,4.720688e-07,100,0.40896535,-1.2733221,135,-3.9618406,-4.0074873,0.11281716,4229.970689296722,-285.1396590936515,2310911,1.364281,193.31,3.377452,0.9350252
[ 0.153 -0.759 -0.017  0.188 -0.467],13600,1.3432599,1.0,1.822573,6.196871,5.1498415e-07,100,,-1.33601,136,-3.853507,-3.853507,1.0,4264.504634141922,-277.60128139587715,2329615,1.0,187.04,3.3257408,1.0
[ 0.153 -0.759 -0.017  0.188 -0.467],13700,1.1455758,1.0,1.3255998,6.037966,-2.5272368e-07,100,,-1.1904421,137,-4.012413,-4.012413,1.0,4300.426291227341,-277.5763089228235,2348356,1.0,187.41,3.486166,1.0
[ 0.153 -0.759 -0.017  0.188 -0.467],13800,1.1963546,1.0,1.4457214,5.91007,-2.7656554e-07,100,,-1.3436174,138,-4.140309,-4.140309,1.0,4336.241682052612,-283.7633041615082,2367866,1.0,195.1,3.156479,1.0
[ 0.153 -0.759 -0.017  0.188 -0.467],13900,1.1955824,1.0,1.4438556,5.951104,-3.0994414e-07,100,,-1.2239189,139,-4.0992737,-4.0992737,1.0,4371.139740228653,-278.35110700873133,2386787,1.0,189.21,2.7559423,1.0
[ 0.153 -0.759 -0.017  0.188 -0.467],14000,1.3864286,1.0,1.9415997,6.3917346,1.1444092e-06,100,,-1.5246658,140,-3.6586442,-3.6586442,1.0,4406.888841629028,-272.303824637305,2405132,1.0,183.45,3.0490685,1.0
[ 0.153 -0.759 -0.017  0.188 -0.467],14100,1.2287438,1.0,1.5250617,6.019093,8.392334e-07,100,,-1.3141651,141,-4.031285,-4.031285,1.0,4442.516834259033,-280.3996603465869,2424232,1.0,191.0,3.612403,1.0
[ 0.153 -0.759 -0.017  0.188 -0.467],14200,1.3691329,2.6311688,2.3777938,6.001397,-2.7656554e-07,100,0.3669846,-1.3490791,142,-4.092004,-4.1430483,0.27456245,4479.513516902924,-280.75088474536346,2443535,1.1600379,193.03,3.6745205,1.0105789
[ 0.152 -0.761 -0.014  0.176 -0.467],14300,1.1580956,5.9781427,1.9262427,5.829679,-4.863739e-07,100,0.6071388,-1.0147285,143,-4.2828803,-4.3430386,0.22439504,4514.740459680557,-284.3824654328553,2462919,1.4909816,193.84,3.0999532,1.0599118
[ 0.15  -0.758 -0.022  0.185 -0.468],14400,1.4171859,1.0,2.0287025,6.22474,-5.0544736e-07,100,,-1.6127462,144,-3.8256416,-3.8256416,1.0,4548.435590028763,-280.7501643562997,2482162,1.0,192.43,3.283184,1.0
[ 0.15  -0.758 -0.022  0.185 -0.468],14500,1.3508823,8.654167,2.8556762,6.4868383,-1.04904174e-07,100,0.6693954,-1.4195013,145,-3.665206,-3.7604399,0.03690736,4581.186486959457,-273.4681622438362,2500593,1.8787979,184.31,3.4364548,0.85854936
[ 0.148 -0.758 -0.011  0.181 -0.468],14600,1.276652,1.0,1.6463034,5.416271,5.912781e-07,100,,-1.3314276,146,-4.6341066,-4.6341066,1.0,4620.041004419327,-302.2954277727474,2522079,1.0,214.86,3.278448,1.0
[ 0.148 -0.758 -0.011  0.181 -0.468],14700,1.1004016,1.0,1.2231147,5.5255656,9.3460085e-07,100,,-1.2208519,147,-4.524812,-4.524812,1.0,4656.981397628784,-298.98875950698965,2542912,1.0,208.33,3.430274,1.0
[ 0.148 -0.758 -0.011  0.181 -0.468],14800,1.2709843,1.0,1.6317182,5.5212436,6.580353e-07,100,,-1.3398218,148,-4.5291343,-4.5291343,1.0,4694.41663980484,-303.0408491210338,2564309,1.0,213.97,3.4211726,1.0
[ 0.148 -0.758 -0.011  0.181 -0.468],14900,1.250939,1.0,1.5806552,5.9027023,2.9563904e-07,100,,-1.2302771,149,-4.1476755,-4.1476755,1.0,4728.856139421463,-280.2233781406513,2583453,1.0,191.44,3.4629292,1.0
[ 0.148 -0.758 -0.011  0.181 -0.468],15000,1.2053118,1.0,1.467451,5.9671206,-3.9100647e-07,100,,-1.43223,150,-4.083257,-4.083257,1.0,4765.4019610881805,-288.68547674100466,2603327,1.0,198.74,3.2357607,1.0
[ 0.148 -0.758 -0.011  0.181 -0.468],15100,1.3100748,9.053083,2.3113842,6.06849,-1.0490418e-06,100,0.6410092,-1.4471092,151,-4.0599833,-4.1407466,0.0324865,4801.078226327896,-282.5494609403458,2622872,1.6829178,195.45,3.8092566,1.0232008
[ 0.149 -0.759 -0.002  0.193 -0.469],15200,1.2009422,5.7044806,2.27444,6.118696,-4.529953e-07,100,0.48210064,-1.2700558,152,-3.9875078,-4.111491,0.06327525,4837.100429058075,-289.91358699879197,2642649,1.4088199,197.77,4.141447,1.0087872
[ 0.153 -0.746  0.004  0.203 -0.475],15300,1.2366961,1.0000012,1.5448655,6.501642,-4.863739e-07,100,3.9916347e-07,-1.3218107,153,-3.5487366,-3.548737,0.9999988,4869.476916074753,-271.3575908140637,2660555,1.0,179.06,3.1075897,1.0
[ 0.153 -0.746  0.004  0.203 -0.475],15400,1.34229,1.0,1.8199414,5.921107,-4.2915343e-07,100,,-1.3207331,154,-4.129271,-4.129271,1.0,4906.855817556381,-286.2084751777257,2680175,1.0,196.2,3.4293265,1.0
[ 0.153 -0.746  0.004  0.203 -0.475],15500,1.2751919,1.0,1.6425393,6.4456663,5.4359435e-07,100,,-1.4635353,155,-3.6047125,-3.6047125,1.0,4940.165877580643,-270.451991660987,2698238,1.0,180.63,3.6265907,1.0
[ 0.153 -0.746  0.004  0.203 -0.475],15600,1.3725594,1.0000206,1.90295,5.793022,-5.38826e-07,100,6.9569987e-06,-1.3164244,156,-4.2573557,-4.257358,0.99999845,4976.116863965988,-287.93569375007945,2718151,1.0,199.13,4.149482,1.0000001
[ 0.153 -0.746  0.004  0.203 -0.475],15700,1.121406,9.920278,2.4236927,6.6087537,-4.3392183e-07,100,0.8384191,-1.3302765,157,-3.5474467,-3.639205,0.06217837,5008.589146614075,-273.57468050147605,2736298,2.145974,181.47,2.8972902,1.0869609
[ 0.155 -0.746 -0.008  0.205 -0.474],15800,1.39661,5.429145,4.4858613,6.2716064,2.3841858e-08,100,0.6613985,-1.4470367,158,-3.8698149,-4.0123343,0.21103814,5043.377079963684,-282.78865833361584,2755719,1.315081,194.21,3.1998205,1.1224113
[ 0.151 -0.75  -0.006  0.186 -0.466],15900,1.3195349,3.9458864,2.3610296,6.16802,-2.7656554e-07,100,0.4797025,-1.4681587,159,-3.9614015,-4.036245,0.08238608,5077.840952634811,-281.91311747309874,2775129,1.5787255,194.1,3.3396673,0.95388794
[ 0.153 -0.752 -0.015  0.194 -0.464],16000,1.2381169,1.0,1.5484172,6.2645535,-4.816055e-07,100,,-1.2561169,160,-3.7858253,-3.7858253,1.0,5109.74991440773,-269.1039953581476,2793072,1.0,179.43,3.4290152,1.0
[ 0.153 -0.752 -0.015  0.194 -0.464],16100,1.2749836,1.0,1.6420032,6.4065123,5.00679e-07,100,,-1.3954334,161,-3.6438665,-3.6438665,1.0,5142.475615501404,-274.5644428166827,2811376,1.0,183.04,3.261561,1.0
[ 0.153 -0.752 -0.015  0.194 -0.464],16200,1.20956,1.0,1.4778137,5.68788,-1.0967255e-07,100,,-1.2521954,162,-4.362498,-4.362498,1.0,5177.936633348465,-289.9973935616528,2831517,1.0,201.41,2.9942427,1.0
[ 0.153 -0.752 -0.015  0.194 -0.464],16300,1.1655353,4.1074004,2.0143561,5.635438,-1.04904174e-07,100,0.5148664,-1.2007723,163,-4.4830084,-4.549521,0.04815767,5217.821161985397,-290.4327269906231,2851836,1.7063968,203.19,3.3138676,0.95870674
[ 0.152 -0.751 -0.005  0.193 -0.466],16400,1.3144212,1.0,1.7451545,6.05958,-1.1920929e-07,100,,-1.4595804,164,-3.990798,-3.990798,1.0,5253.026677846909,-280.83198393960004,2871095,1.0,192.59,3.1297793,1.0
[ 0.152 -0.751 -0.005  0.193 -0.466],16500,1.1471107,1.0,1.3291544,5.527924,-1.8119812e-07,100,,-1.3314304,165,-4.522454,-4.522454,1.0,5291.573682546616,-304.0655974700881,2892541,1.0,214.46,2.9842863,1.0
[ 0.152 -0.751 -0.005  0.193 -0.466],16600,1.2076284,4.1516385,1.9106034,5.9613595,-2.2411346e-07,100,0.43608811,-1.2303934,166,-4.1335883,-4.1905317,0.2624121,5326.631224632263,-284.8823946994542,2912020,1.2327046,194.79,2.9945092,1.0317178
[ 0.152 -0.754 -0.011  0.203 -0.464],16700,1.2963394,1.0,1.6974704,5.8073688,3.7670137e-07,100,,-1.3456535,167,-4.243009,-4.243009,1.0,5363.559171915054,-297.55038851269774,2932632,1.0,206.12,3.4367185,1.0
[ 0.152 -0.754 -0.011  0.203 -0.464],16800,1.1568799,1.0000296,1.3518914,5.711704,5.4359435e-07,100,9.545888e-06,-1.1439724,168,-4.338674,-4.3386774,0.99999887,5401.263914346695,-292.5246087504031,2952742,1.0,201.1,4.035571,1.0000005
[ 0.152 -0.754 -0.011  0.203 -0.464],16900,1.2798803,1.0,1.6546396,5.8539457,2.670288e-07,100,,-1.1858311,169,-4.196432,-4.196432,1.0,5435.324474096298,-284.2189657933581,2972129,1.0,193.87,3.673839,1.0
[ 0.152 -0.754 -0.011  0.203 -0.464],17000,1.070302,1.0,1.1571172,6.3756967,-3.7193297e-07,100,,-1.0939121,170,-3.6746812,-3.6746812,1.0,5467.661622285843,-269.4060124341258,2989775,1.0,176.46,3.098043,1.0
[ 0.152 -0.754 -0.011  0.203 -0.464],17100,1.2110219,1.0,1.4813876,6.234713,1.14440915e-07,100,,-1.3188887,171,-3.8156648,-3.8156648,1.0,5499.980944633484,-275.92786330726227,3008283,1.0,185.08,3.5561337,1.0
[ 0.152 -0.754 -0.011  0.203 -0.464],17200,1.2023969,10.500084,3.1279461,6.028961,1.9550323e-07,100,0.97883886,-1.260356,172,-4.1379137,-4.246551,0.0500098,5536.593382835388,-288.22374595199284,3028114,2.5476048,198.31,3.1839037,1.1046232
[ 0.151 -0.753 -0.024  0.196 -0.464],17300,1.4169012,1.0,2.0278876,6.1041718,-2.2888183e-07,100,,-1.2615385,173,-3.946207,-3.946207,1.0,5569.665925502777,-275.65103545356624,3046687,1.0,185.73,4.0246954,1.0
[ 0.151 -0.753 -0.024  0.196 -0.464],17400,1.3230077,1.0,1.76803,6.599088,1.1920929e-07,100,,-1.5494223,174,-3.4512916,-3.4512916,1.0,5600.799089431763,-266.04643506621653,3064382,1.0,176.95,3.995072,1.0
[ 0.151 -0.753 -0.024  0.196 -0.464],17500,1.2400459,1.0,1.5532464,5.4263506,5.4359435e-07,100,,-1.2131767,175,-4.624028,-4.624028,1.0,5639.202768802643,-302.7778542088219,3085696,1.0,213.14,3.3614855,1.0
[ 0.151 -0.753 -0.024  0.196 -0.464],17600,1.2652488,1.0,1.6170245,6.2480626,4.2915346e-08,100,,-1.4280405,176,-3.8023162,-3.8023162,1.0,5672.969913244247,-276.73764043781614,3104385,1.0,186.89,3.4401813,1.0
[ 0.151 -0.753 -0.024  0.196 -0.464],17700,1.2170563,1.0,1.4961876,6.517548,-1.7166138e-07,100,,-1.2359257,177,-3.5328298,-3.5328298,1.0,5704.438761711121,-266.9111398768692,3121864,1.0,174.79,2.777174,1.0
[ 0.151 -0.753 -0.024  0.196 -0.464],17800,1.2418834,1.0,1.5578531,6.157224,2.3841858e-08,100,,-1.2451439,178,-3.8931537,-3.8931537,1.0,5735.9574728012085,-270.9073308505007,3140055,1.0,181.91,3.773458,1.0
[ 0.151 -0.753 -0.024  0.196 -0.464],17900,1.3064454,1.0,1.7240396,6.2458763,2.3841858e-08,100,,-1.4859877,179,-3.8045025,-3.8045025,1.0,5769.905022859573,-279.5399740109809,3159020,1.0,189.65,3.2292461,1.0
[ 0.151 -0.753 -0.024  0.196 -0.464],18000,1.4114107,161.88156,637.24066,9.739477,7.6770783e-07,100,3.8620656,-1.3067427,180,-2.374958,-4.038637,3.462592e-08,5803.68705368042,-283.01315343760393,3178269,319880580.0,192.49,3.6189241,0.86275685
[ 0.104 -0.759 -0.046  0.141 -0.53 ],18100,1.2237153,1.0,1.5126048,5.59197,2.8610229e-08,100,,-1.3919144,181,-4.458408,-4.458408,1.0,5840.234512805939,-289.29620432810526,3198648,1.0,203.79,3.346799,1.0
[ 0.104 -0.759 -0.046  0.141 -0.53 ],18200,1.3309042,1.0,1.7891978,5.494173,-6.723404e-07,100,,-1.4140921,182,-4.556205,-4.556205,1.0,5875.864476919174,-301.88281738189943,3220102,1.0,214.54,3.324853,1.0
[ 0.104 -0.759 -0.046  0.141 -0.53 ],18300,1.256561,1.0,1.5948943,5.5833097,6.294251e-07,100,,-1.5592241,183,-4.467069,-4.467069,1.0,5912.794152736664,-301.0310041414158,3241579,1.0,214.77,2.9813566,1.0
[ 0.104 -0.759 -0.046  0.141 -0.53 ],18400,1.2791723,1.0,1.6528097,5.0953264,1.2397766e-07,100,,-1.3444996,184,-4.9550514,-4.9550514,1.0,5953.34979224205,-312.4836777253191,3264318,1.0,227.39,3.6541853,1.0
[ 0.104 -0.759 -0.046  0.141 -0.53 ],18500,1.3529056,1.0000293,1.8488435,5.6434355,2.2411346e-07,100,7.832577e-06,-1.5723095,185,-4.4069424,-4.406946,0.9999875,5992.2043199539185,-294.52173622995895,3285276,1.0,209.58,3.5310407,1.0000006
[ 0.104 -0.759 -0.046  0.141 -0.53 ],18600,1.3408098,12.719271,3.6278846,5.9771914,4.4822693e-07,100,1.328712,-1.3993015,186,-4.169438,-4.252519,0.14887205,6029.765914916992,-290.5428993977787,3305556,1.4476773,202.8,3.7790422,1.157896
[ 0.099 -0.761 -0.046  0.122 -0.531],18700,1.3966012,1.0,1.9701966,5.453489,3.1471254e-07,100,,-1.4065418,187,-4.596889,-4.596889,1.0,6065.429680585861,-297.71949725597443,3326781,1.0,212.25,3.8887882,1.0
[ 0.099 -0.761 -0.046  0.122 -0.531],18800,1.363557,1.0,1.8780681,5.7562237,7.7724457e-07,100,,-1.7424679,188,-4.294154,-4.294154,1.0,6104.0018100738525,-297.9746615211228,3348056,1.0,212.75,3.4950066,1.0
[ 0.099 -0.761 -0.046  0.122 -0.531],18900,1.2436043,1.0,1.5621729,5.480807,7.867813e-07,100,,-1.3966751,189,-4.569571,-4.569571,1.0,6141.527054309845,-300.4593378998445,3369426,1.0,213.7,3.1867633,1.0
[ 0.099 -0.761 -0.046  0.122 -0.531],19000,1.298729,1.0,1.7037338,6.142805,-1.0871887e-06,100,,-1.3949881,190,-3.9075727,-3.9075727,1.0,6173.6464407444,-275.39771595895616,3388153,1.0,187.27,2.776699,1.0
[ 0.099 -0.761 -0.046  0.122 -0.531],19100,1.3953228,15.862344,8.833411,5.872544,-1.5258789e-07,100,1.5046841,-1.47437,191,-4.3879495,-4.639279,0.032260083,6212.951159477234,-302.5445366703467,3409888,4.0248237,217.35,3.6778564,1.1135482
[ 0.109 -0.759 -0.049  0.143 -0.497],19200,1.3242097,5.598261,3.2376215,6.609862,6.151199e-07,100,0.6657761,-1.4731684,192,-3.537745,-3.6398363,0.18005745,6248.758248567581,-273.6128963392932,3428251,1.5356946,183.63,2.937438,1.1162683
[ 0.111 -0.758 -0.054  0.161 -0.501],19300,1.3120631,1.0,1.7388984,5.8555784,-6.4849854e-07,100,,-1.2400942,193,-4.1948004,-4.1948004,1.0,6283.280953884125,-279.1675601167078,3447369,1.0,191.18,3.5994916,1.0
[ 0.111 -0.758 -0.054  0.161 -0.501],19400,1.4389036,4.266461,3.7100155,7.0442553,3.3855437e-07,100,0.54670995,-1.5094023,194,-3.1012735,-3.2757978,0.08875549,6314.585006952286,-258.623746396045,3464346,1.6273379,169.77,3.7246532,1.0599158
[ 0.106 -0.756 -0.063  0.148 -0.507],19500,1.1815444,4.711316,2.043346,7.0704503,6.580353e-07,100,0.6019197,-1.1275415,195,-3.043262,-3.1197243,0.20929503,6343.158729791641,-250.48402964717948,3480213,1.4052444,158.67,3.0271883,1.0252606
[ 0.105 -0.756 -0.055  0.14  -0.509],19600,1.39663,4.5744514,3.6510873,7.013348,-9.202957e-07,100,0.5927178,-1.4386005,196,-3.158712,-3.2861934,0.15946445,6372.358634710312,-259.0290851501459,3497147,1.5381896,169.34,3.0783806,1.0567546
[ 0.104 -0.76  -0.057  0.117 -0.515],19700,1.3940462,1.0,1.9629941,7.1370096,3.3855437e-07,100,,-1.5980539,197,-2.913371,-2.913371,1.0,6400.090856313705,-249.70353042902482,3513243,1.0,160.96,3.071537,1.0
[ 0.104 -0.76  -0.057  0.117 -0.515],19800,1.2729738,1.0,1.6368304,6.847498,4.2438506e-07,100,,-1.5712786,198,-3.2028818,-3.2028818,1.0,6431.3379011154175,-257.51646798904176,3530124,1.0,168.81,3.2177057,1.0
[ 0.104 -0.76  -0.057  0.117 -0.515],19900,1.2248548,1.0,1.5154235,5.709053,8.6307523e-07,100,,-1.3897581,199,-4.341325,-4.341325,1.0,6466.557784795761,-291.8110197430446,3550521,1.0,203.97,3.0141106,1.0
[ 0.104 -0.76  -0.057  0.117 -0.515],20000,1.4346632,5.1600175,3.3890402,6.953253,6.055832e-07,100,0.627518,-1.4744129,200,-3.163023,-3.222292,0.18798245,6495.30190038681,-257.1986100530278,3567279,1.5423564,167.58,4.2623973,0.9745642
[ 0.103 -0.761 -0.048  0.115 -0.516],20100,1.3530487,1.0,1.8492328,6.023156,-4.720688e-07,100,,-1.3413267,201,-4.0272217,-4.0272217,1.0,6528.501287937164,-273.28840986619366,3585906,1.0,186.27,3.806459,1.0
[ 0.103 -0.761 -0.048  0.115 -0.516],20200,1.5338856,2.6672819,3.1460278,6.3931212,4.196167e-07,100,0.4699074,-1.6953297,202,-3.717936,-3.7807436,0.066193216,6560.504252910614,-273.9626600448813,3604734,1.5035664,188.28,3.7489824,1.0157368
[ 0.103 -0.762 -0.056  0.116 -0.517],20300,1.2710621,1.0,1.6319181,6.4989057,-1.8119812e-07,100,,-1.4460058,203,-3.5514731,-3.5514731,1.0,6589.411912918091,-261.56371642321733,3622119,1.0,173.85,3.4280133,1.0
[ 0.103 -0.762 -0.056  0.116 -0.517],20400,1.2848996,1.0,1.6676431,6.254183,-8.6784365e-07,100,,-1.3060837,204,-3.796197,-3.796197,1.0,6621.8261659145355,-270.0409183250624,3640221,1.0,181.02,3.6163692,1.0
[ 0.103 -0.762 -0.056  0.116 -0.517],20500,1.4305773,1.0,2.0672235,6.877582,7.4386594e-07,100,,-1.5541315,205,-3.1727958,-3.1727958,1.0,6651.117826223373,-257.14578878954393,3657025,1.0,168.04,3.3232512,1.0
[ 0.103 -0.762 -0.056  0.116 -0.517],20600,1.2982888,7.429249,6.2644715,7.1211495,2.0503998e-07,100,0.7815647,-1.244421,206,-3.0874858,-3.3497114,0.012258239,6679.277223825455,-252.99338012311438,3673436,1.8751303,164.11,3.5845137,1.0636625
[ 0.095 -0.762 -0.064  0.094 -0.52 ],20700,1.2254612,1.0,1.5169243,6.7326956,-1.7166138e-07,100,,-1.0952129,207,-3.3176823,-3.3176823,1.0,6708.4029994010925,-250.2851096329588,3689465,1.0,160.29,3.9632726,1.0
[ 0.095 -0.762 -0.064  0.094 -0.52 ],20800,1.2210951,6.463338,2.8271475,7.075491,-2.670288e-07,100,0.9157986,-1.3102789,208,-3.1327114,-3.2707443,0.01363319,6737.21600818634,-252.59335863068387,3705805,3.0970936,163.4,3.692768,0.98319846
