TimestepsSoFar,MaxIW,TimeElapsed,EpThisIter,Weights,StdIW,EpLenMean,InitialBound,J_sample_variance,Bound,InitialReturnMax,MinIW,MeanIW,InitialReturnMin,InitialReturnStd,EpRewMean,EpisodesSoFar,Iteration,EmpiricalD2,InitialReturnMean,ReturnMeanIW
1753557,1.1933732,4085.21368598938,100,[-0.859 -0.481 -0.439 -0.812  0.038],0.054831017,36.47,-1425536000000000.0,215.79501,-1425536000000000.0,38.096,0.8737544,1.0051621,-17.956413,13.456258,-106.93826043122293,48200,482,1.0023657,-1.14440915e-07,214.06207
1757258,1.1151025,4093.4793334007263,100,[-0.858 -0.479 -0.44  -0.812  0.039],0.040420353,37.01,-1340832400000000.0,141.62709,-1340832400000000.0,30.808102,0.8980867,1.0053389,-17.51812,11.703743,-107.17247702591898,48300,483,1.0015471,-1.7166137e-06,210.77306
1761099,1.1201904,4101.853163480759,100,[-0.858 -0.479 -0.441 -0.813  0.039],0.046226513,38.41,-1425536000000000.0,262.85327,-1425536000000000.0,39.46837,0.8954686,1.0054361,-17.734138,13.5032215,-107.29297382193018,48400,484,1.0021511,-4.196167e-07,201.24564
1765110,1.2854452,4110.899441719055,100,[-0.858 -0.48  -0.441 -0.811  0.04 ],0.07680555,40.11,-1248255500000000.0,331.52805,-1248255500000000.0,34.998264,0.8244767,1.0084935,-20.546906,12.550964,-108.14513967144778,48500,485,1.0052546,-5.531311e-06,192.19179
1768614,1.1248081,4118.690574884415,100,[-0.858 -0.481 -0.438 -0.811  0.039],0.042869635,35.04,-1440156600000000.0,201.26372,-1440156600000000.0,43.57077,0.9021977,1.0062284,-16.841026,12.6519785,-106.75672805726332,48600,486,1.0017862,-8.010864e-07,224.69954
1772593,1.1454976,4128.086354732513,100,[-0.858 -0.48  -0.439 -0.812  0.039],0.028498607,39.79,-1198206200000000.0,255.2741,-1198206200000000.0,46.365192,0.9415731,1.0057828,-18.831451,14.8478,-106.55041964128532,48700,487,1.0009195,1.8310546e-06,190.79417
1776598,1.2377476,4136.887911558151,100,[-0.857 -0.48  -0.44  -0.811  0.04 ],0.06645363,40.05,-1150129200000000.0,306.0195,-1150129200000000.0,29.232914,0.8568361,1.0045415,-18.35556,12.202085,-107.54741323426086,48800,488,1.0043421,-4.8828124e-06,191.52284
1780395,1.10552,4145.366987943649,100,[-0.858 -0.481 -0.439 -0.809  0.041],0.034460798,37.97,-1425536000000000.0,220.12642,-1425536000000000.0,54.705208,0.9126115,1.0055884,-16.379105,13.439688,-107.23834020596414,48900,489,1.0017143,5.7983398e-06,203.98912
1784126,1.133404,4153.879334926605,100,[-0.858 -0.48  -0.439 -0.81   0.04 ],0.04722263,37.31,-1173926000000000.0,194.42702,-1173926000000000.0,36.29548,0.8753121,1.0061867,-16.288155,11.990614,-107.25261586167503,49000,490,1.0031555,-4.4250487e-06,208.68222
1787456,1.156637,4161.234460115433,100,[-0.859 -0.479 -0.439 -0.812  0.043],0.052192673,33.3,-1546720500000000.0,286.26263,-1546720500000000.0,44.208412,0.88758534,1.0045899,-15.543259,11.964601,-108.0396190237185,49100,491,1.0023634,1.6021728e-06,242.11618
1791237,1.093819,4169.944136381149,100,[-0.86  -0.48  -0.438 -0.812  0.043],0.025541905,37.81,-1138408700000000.0,236.72212,-1138408700000000.0,57.060818,0.9568629,1.0054859,-18.076096,14.157347,-106.94178417076223,49200,492,1.000605,-1.5640259e-06,204.45558
1795232,1.0929109,4179.0827124118805,100,[-0.859 -0.478 -0.438 -0.811  0.044],0.032083288,39.95,-1274044700000000.0,203.91061,-1274044700000000.0,41.117386,0.90869284,1.006212,-19.612144,13.914971,-106.86328036175254,49300,493,1.0015012,1.0681152e-06,190.61722
1798983,1.0902803,4187.487380981445,100,[-0.859 -0.478 -0.438 -0.813  0.045],0.03225794,37.51,-1248255500000000.0,189.34138,-1248255500000000.0,46.232452,0.92726034,1.0063888,-17.782204,12.961744,-106.66572942996362,49400,494,1.0013739,7.6293946e-07,206.19044
1802449,1.1042571,4195.260897874832,100,[-0.859 -0.477 -0.439 -0.813  0.045],0.034812983,34.66,-1611066000000000.0,228.3024,-1611066000000000.0,36.983753,0.90392524,1.0052418,-15.10804,11.892054,-107.50285666306328,49500,495,1.0011268,1.4877319e-06,229.40276
1806075,1.0902212,4203.6551558971405,100,[-0.859 -0.478 -0.438 -0.815  0.045],0.031326685,36.26,-1500130900000000.0,243.41449,-1500130900000000.0,31.531479,0.91505414,1.0060835,-17.594238,13.387839,-106.58497185604327,49600,496,1.0008211,-1.7166137e-06,214.79271
1809768,1.1637856,4211.933921337128,100,[-0.86  -0.479 -0.437 -0.815  0.045],0.03185019,36.93,-1198206200000000.0,313.06326,-1198206200000000.0,40.14456,0.91478187,1.0038323,-16.541862,14.637436,-106.34773673765847,49700,497,1.0010887,-6.408691e-06,209.47144
1813543,1.1270694,4220.511408567429,100,[-0.859 -0.477 -0.435 -0.815  0.045],0.03273137,37.75,-1210530500000000.0,249.19588,-1210530500000000.0,41.74927,0.89106417,1.0057441,-17.342384,13.451601,-106.99226598417705,49800,498,1.001074,2.5177003e-06,204.91046
1817355,1.1084164,4229.197734117508,100,[-0.859 -0.476 -0.434 -0.816  0.045],0.030881546,38.12,-1150129200000000.0,211.1805,-1150129200000000.0,34.284256,0.945662,1.0059218,-17.662895,13.295559,-107.70388804711996,49900,499,1.0009046,2.9754638e-06,203.87413
