Weights,StdIW,MeanEntropy,OptimizationReturnMin,VarianceInit,MaxIW,MinIWNorm,OptimizationReturnMean,TimestepsSoFar,Bound,EpisodesSoFar,ESSRenyi,MinIW,StdIWNorm,MeanIWNorm,ESSClassic,InitialBound,TimeElapsed,InitialReturnMax,EmpiricalD2,ReturnMeanIW,ReturnStepMax,MeanIW,Iteration,J_sample_variance,OptimizationReturnMax,ReturnStepMaxmin,MaxIWNorm,EpLenMean,EpRewMean,InitialReturnMean,EpThisIter,InitialReturnMin,LearnableVariance,InitialReturnStd
[-1.303  1.586 -2.051 -1.657 -2.207],16.351068,-0.8109363,,-1,113.57591,5.9081467e-06,306.65558,1366123,2623.9197,13600,0.6415486,0.00029540734,0.3270214,0.08061221,2.8641815,913.47424,6692.186061620712,1979.5403,77.936424,5650.8,10.0,4.0306106,272,109755870.0,1029.8552,10.0,2.2715182,126.66,1256.3406837520365,1256.3407,50,949.6851,True,246.16371
[-1.291  1.541 -2.006 -1.633 -2.23 ],0.42909682,-0.79720044,,-1,2.5241222,0.010583858,277.60278,1372111,950.05853,13650,43.57535,0.5291929,0.008581935,0.021830834,43.307438,860.01404,6738.190851211548,1889.7485,1.1474377,1300.6725,10.0,1.0915418,273,1063219.9,980.0232,10.0,0.050482444,119.76,1187.3281344748648,1187.3281,50,909.72534,True,189.40483
[-1.293  1.547 -2.008 -1.631 -2.216],26.757145,-0.7464345,,-1,190.70862,3.512622e-05,324.9627,1378335,5904.792,13700,0.5470269,0.001756311,0.5351429,0.09322029,1.4725468,870.82544,6777.273965835571,2099.8,91.40319,9381.908,10.0,4.6610155,274,1054245760.0,1190.2412,10.0,3.8141723,124.48,1234.5216040872924,1234.5216,50,909.5589,True,248.95564
[-1.266  1.536 -2.004 -1.652 -2.165],0.19358855,-0.7379217,,-1,1.7601368,0.013478833,320.20462,1384586,916.6434,13750,48.61667,0.6739417,0.003871771,0.020490624,48.27637,893.56934,6829.261759281158,1999.7476,1.0284538,1267.903,10.0,1.0245312,275,1012889.5,1080.0164,10.0,0.035202738,125.02,1239.9358237876343,1239.9359,50,919.7312,True,317.71475
[-1.264  1.534 -2.    -1.654 -2.157],2.9403293,-0.728455,,-1,21.20053,0.0019054845,331.49915,1390842,1076.0359,13800,20.487183,0.095274225,0.05880659,0.029382981,9.988947,835.68616,6882.737986803055,2339.7898,2.4405503,1709.149,10.0,1.469149,276,2010827.2,1430.3394,10.0,0.42401057,125.12,1240.9496288501039,1240.9497,50,909.4505,True,282.25693
[-1.278  1.557 -2.008 -1.641 -2.147],1.5798216,-0.74694955,,-1,8.202684,0.0030335789,397.541,1397429,1273.0021,13850,23.26489,0.15167895,0.03159643,0.02785353,21.864489,931.3111,6942.845799207687,2169.7717,2.149161,1823.9482,10.0,1.3926766,277,2243667.0,1260.186,10.0,0.16405368,131.74,1307.1266403968757,1307.1267,50,909.58563,True,312.77628
[-1.282  1.571 -2.013 -1.63  -2.166],23.782188,-0.73061264,,-1,169.62752,3.0196676e-05,585.05597,1403903,3610.0652,13900,0.9164121,0.0015098338,0.47564378,0.09059621,1.7504499,920.8253,6986.23246049881,2099.7178,54.560604,6296.4062,10.0,4.529811,278,349518560.0,1400.2666,10.0,3.3925502,129.48,1284.507232769262,1284.5072,50,699.45123,True,266.00873
[-1.307  1.59  -2.016 -1.599 -2.15 ],1.2214569,-0.7263236,,-1,5.6872663,0.0016172881,794.08093,1410023,1009.3489,13950,22.991337,0.08086441,0.024429139,0.02361735,24.155445,874.2269,7030.200375795364,1959.7301,2.1747322,1509.9131,10.0,1.1808676,279,2260297.0,1540.149,10.0,0.113745324,122.4,1213.6620706046247,1213.662,50,419.58105,True,310.845
[-1.294  1.587 -2.015 -1.608 -2.145],1.3233974,-0.7259925,,-1,7.9700994,0.0025431523,1221.7015,1416233,1118.4861,14000,23.511723,0.12715761,0.026467947,0.025400292,23.97124,887.0654,7077.503262996674,1989.6506,2.1265988,1621.0371,10.0,1.2700146,280,3291373.8,1979.6692,10.0,0.15940198,124.2,1231.682971154345,1231.683,50,9.981398,True,334.9277
[-1.284  1.59  -2.019 -1.616 -2.145],3.9343739,-0.69316906,,-1,28.486208,0.0008364291,1072.6385,1422697,953.9136,14050,9.497698,0.041821457,0.078687474,0.024632996,4.4626327,733.6348,7127.251743555069,3168.742,5.2644334,2213.1965,10.0,1.2316498,281,78889580.0,2958.9033,10.0,0.56972414,129.28,1282.4770410573637,1282.477,50,209.83853,True,499.65118
[-1.289  1.577 -2.012 -1.613 -2.112],1.1908787,-0.68374944,,-1,7.8887506,0.0021085534,577.0119,1429031,898.4697,14100,29.62802,0.105427675,0.023817575,0.022499852,23.578661,852.987,7178.760278224945,2329.6616,1.6875917,1422.6578,9.999999,1.1249925,282,1149955.8,1650.1772,9.999999,0.15777501,126.68,1256.496228332416,1256.4962,50,679.4843,True,285.83987
[-1.296  1.571 -2.019 -1.608 -2.103],1.6149833,-0.70525455,,-1,7.2602916,0.00096535205,1096.8434,1435116,1346.8269,14150,16.480793,0.048267603,0.032299668,0.030613832,23.661158,851.7201,7230.867536306381,2049.7283,3.0338345,1965.2032,10.0,1.5306915,283,5349334.5,1939.8282,10.0,0.14520583,121.7,1206.7434865356138,1206.7435,50,109.89999,True,323.26004
[-1.291  1.556 -2.02  -1.629 -2.124],0.8410763,-0.7276341,,-1,4.5412893,0.0041100765,322.0049,1441426,977.4296,14200,35.92459,0.20550382,0.016821526,0.022838896,32.415413,863.781,7277.099247455597,2239.7383,1.3918042,1435.0939,10.0,1.1419448,284,1427414.6,1310.0281,10.0,0.09082578,126.2,1251.715185409198,1251.7152,50,929.71027,True,267.9772
[-1.296  1.555 -2.022 -1.622 -2.147],0.6253803,-0.7329442,,-1,2.7706058,0.00403502,344.9194,1447599,966.3358,14250,36.011047,0.201751,0.012507605,0.023038898,38.61808,820.80164,7318.2553033828735,2329.7607,1.3884628,1441.8232,10.0,1.151945,285,1264994.4,1450.3522,10.0,0.055412114,123.46,1224.327970544011,1224.328,50,879.40857,True,255.70613
[-1.294  1.562 -2.024 -1.62  -2.152],0.8564104,-0.75091594,,-1,3.9203806,0.0032265203,392.59692,1454161,1025.6785,14300,33.61781,0.16132602,0.017128205,0.022282386,31.429117,929.7827,7354.878141641617,2149.6194,1.487307,1479.7482,10.0,1.1141193,286,1401065.6,1240.1086,10.0,0.07840761,131.24,1302.1076955230048,1302.1078,50,909.5108,True,274.4764
[-1.301  1.561 -2.021 -1.616 -2.17 ],0.2334294,-0.745112,,-1,1.7646004,0.011791188,573.6572,1460529,901.55756,14350,46.717403,0.58955944,0.0046685874,0.020717273,47.583622,865.0016,7392.319061279297,2299.7598,1.0702649,1313.6444,10.0,1.0358636,287,621894.4,1610.0853,10.0,0.035292007,127.36,1263.331678635732,1263.3317,50,689.67444,True,270.7349
[-1.298  1.559 -2.022 -1.621 -2.164],16.647858,-0.69237703,,-1,116.94263,0.00036532737,363.75626,1466748,2205.2139,14400,1.9836167,0.018266369,0.33295715,0.079833835,2.7182581,843.8303,7428.824415683746,2249.7612,25.206482,4161.5938,10.0,3.9916914,288,17235228.0,1380.0171,10.0,2.3388524,124.38,1233.500349959793,1233.5004,50,869.74414,True,267.56717
[-1.295  1.577 -2.048 -1.616 -2.111],0.36593437,-0.68137294,,-1,1.9074874,0.010461761,337.19083,1473033,950.9595,14450,44.23043,0.52308804,0.0073186876,0.021520624,44.816807,883.0038,7479.734036445618,2099.6152,1.1304435,1337.6155,10.0,1.0760312,289,1101240.2,1190.1382,10.0,0.038149748,125.7,1246.6678643989399,1246.6678,50,909.47705,True,279.05872
[-1.295  1.581 -2.053 -1.624 -2.1  ],1.0239148,-0.705845,,-1,6.0577464,0.0055917716,402.52878,1479495,1133.0608,14500,33.377777,0.27958858,0.020478295,0.023814982,28.745327,873.37244,7535.439289331436,2359.775,1.4980026,1633.3113,10.0,1.190749,290,2332966.2,1480.2063,10.0,0.12115493,129.24,1282.0973567060967,1282.0973,50,879.5686,True,289.533
[-1.301  1.584 -2.05  -1.612 -2.125],4.269578,-0.74877757,,-1,23.287334,2.5210846e-05,328.5622,1485587,1523.5641,14550,7.054716,0.0012605423,0.08539156,0.03542366,7.3411775,660.8627,7582.654543638229,3159.345,7.087457,2980.374,10.0,1.7711829,291,58625436.0,2279.8298,10.0,0.46574667,121.84,1208.0773293428479,1208.0774,50,879.51514,True,324.8184
[-1.296  1.6   -2.054 -1.614 -2.168],9.182977,-0.7934585,,-1,65.87173,0.0004391867,639.16144,1492082,3396.3477,14600,8.217311,0.021959335,0.18365954,0.0445428,2.7776382,791.5869,7621.611285448074,2869.755,6.0847154,4622.447,10.0,2.2271397,292,382693700.0,2220.2732,10.0,1.3174345,129.9,1288.643140488427,1288.6432,50,649.4817,True,393.65857
[-1.305  1.613 -2.059 -1.596 -2.212],11.2453375,-0.77066994,,-1,80.980194,0.00031083197,792.64294,1498295,1604.3099,14650,3.8235106,0.015541598,0.22490676,0.052804023,2.6121378,877.2478,7660.9669806957245,2049.7554,13.076987,2888.1665,10.0,2.640201,293,32920590.0,1610.1223,10.0,1.6196039,124.26,1232.275899604338,1232.2759,50,439.633,True,322.51117
[-1.289  1.595 -2.041 -1.614 -2.19 ],0.12602443,-0.7637575,,-1,1.3789294,0.016571313,1044.6243,1504619,950.2626,14700,49.184364,0.82856566,0.0025204883,0.020245297,49.23685,935.8286,7704.169746160507,1839.7495,1.0165832,1271.5479,10.0,1.0122648,294,171327.42,1629.8912,10.0,0.027578587,126.48,1254.482595226243,1254.4825,50,209.85828,True,310.95126
[-1.285  1.591 -2.036 -1.612 -2.183],8.070785,-0.7585502,,-1,44.547794,9.2701885e-05,1346.7273,1511454,1522.7893,14750,3.396948,0.004635094,0.1614157,0.047255807,3.9470804,915.1034,7755.9218645095825,2549.6003,14.719094,3217.023,10.0,2.36279,295,125204350.0,2539.6204,10.0,0.89095587,136.7,1356.7073473280636,1356.7074,50,9.979983,True,492.44385
[-1.296  1.576 -2.035 -1.611 -2.177],0.37261087,-0.77542627,,-1,2.3454351,0.009512937,838.00146,1517894,992.3644,14800,44.96969,0.47564682,0.0074522174,0.02167453,44.71413,908.821,7815.699859619141,2129.7124,1.11186,1381.3259,10.0,1.0837264,296,417642.7,1690.0159,10.0,0.046908703,128.8,1277.698028753855,1277.698,50,439.69653,True,321.45453
[-1.296  1.574 -2.034 -1.613 -2.194],1.0034386,-0.77683485,,-1,5.646678,0.0019170586,375.856,1524323,1068.4939,14850,30.873795,0.095852934,0.020068772,0.025572354,30.942778,861.5887,7863.318912982941,2389.7266,1.6194965,1595.2369,10.0,1.2786177,297,1553246.0,1490.081,10.0,0.112933554,128.58,1275.501541987276,1275.5016,50,899.64557,True,312.65906
[-1.288  1.569 -2.036 -1.628 -2.196],1.7799551,-0.7717492,,-1,11.785887,0.0007162142,421.45227,1530879,1197.6189,14900,19.600557,0.03581071,0.035599105,0.02862262,19.631786,899.1725,7905.559894561768,2319.5547,2.550948,1839.2953,10.0,1.4311309,298,2283873.5,1440.0759,10.0,0.23571773,131.12,1300.9310743032695,1300.9312,50,879.47876,True,308.4611
[-1.283  1.578 -2.037 -1.631 -2.191],3391.6577,-0.80565906,,-1,24226.549,4.8253232e-06,387.72626,1537366,211550.0,14950,0.00012186794,0.00024126616,67.83315,9.698911,1.0017116,807.36066,7942.354913234711,2769.8354,410280.2,518844.56,10.0,484.9455,299,534498100000.0,1870.4514,10.0,484.53098,129.74,1287.110270861058,1287.1104,50,899.38403,True,329.52792
[-1.3    1.609 -2.036 -1.583 -2.225],0.28958434,-0.8127993,,-1,1.6787851,0.010415801,905.6689,1542995,694.5969,15000,45.26123,0.52079004,0.0057916865,0.022040928,46.770596,647.9065,7972.064260959625,2699.4692,1.1046982,1186.026,10.0,1.1020465,300,362714.47,2489.67,10.0,0.033575702,112.58,1115.4683199123956,1115.4683,50,209.7994,True,482.6679
[-1.304  1.611 -2.034 -1.579 -2.232],2.6751537,-0.83329016,,-1,17.649618,0.0018276703,1043.1744,1548812,1224.936,15050,12.914594,0.09138352,0.053503074,0.028732978,11.192346,865.5947,8005.626865386963,1659.7642,3.871589,1790.591,10.0,1.4366488,301,8415954.0,1549.8643,10.0,0.35299236,116.34,1153.074379173929,1153.0743,50,109.89986,True,341.93164
[-1.288  1.602 -2.031 -1.593 -2.252],1.7777998,-0.8427971,,-1,8.32081,0.0012346137,733.40204,1554729,1189.0774,15100,13.821825,0.061730687,0.035555996,0.027628677,18.824081,877.0162,8042.89796257019,1709.189,3.6174674,1752.1353,10.0,1.3814338,302,3978810.2,1269.5345,10.0,0.1664162,118.34,1173.0564389243916,1173.0564,50,439.6544,True,256.04187
[-1.278  1.603 -2.036 -1.611 -2.262],0.27657592,-0.8282411,,-1,1.7792801,0.012320319,1129.646,1560978,950.7129,15150,45.973995,0.616016,0.0055315183,0.021356419,46.856583,863.7242,8082.873971939087,2169.7056,1.0875714,1342.6265,10.0,1.067821,303,311517.25,2059.8232,10.0,0.0355856,124.98,1239.5282336729888,1239.5282,50,109.88224,True,417.78394
[-1.283  1.608 -2.051 -1.617 -2.247],0.5882309,-0.8205761,,-1,3.420418,0.0016986653,439.06168,1567623,1005.3679,15200,37.81326,0.084933266,0.011764618,0.022820259,39.501488,915.22186,8126.362896680832,2329.5242,1.3222874,1469.3389,10.0,1.1410129,304,1159920.2,1449.8784,10.0,0.06840836,132.9,1318.7073633808388,1318.7074,50,879.6457,True,275.5826
[-1.281  1.601 -2.057 -1.625 -2.24 ],7.827115,-0.8404767,,-1,55.922447,0.00018753791,1115.9396,1574403,1615.818,15250,2.8315847,0.009376896,0.1565423,0.036477663,2.5751157,942.17896,8175.145798444748,2329.8232,17.657957,3311.5369,10.0,1.8238829,305,215398420.0,2100.0466,10.0,1.118449,135.6,1345.7161752661882,1345.7163,50,229.7766,True,362.10938
[-1.265  1.606 -2.083 -1.637 -2.259],0.51107997,-0.84937,,-1,3.29396,0.009283495,470.28082,1581254,1042.4432,15300,41.371857,0.46417475,0.010221599,0.022351384,41.351845,944.26135,8227.885575294495,2399.6128,1.208551,1499.357,10.0,1.1175693,306,1168418.6,1510.007,10.0,0.0658792,137.02,1359.8865909241908,1359.8867,50,889.60583,True,347.37534
[-1.269  1.613 -2.087 -1.633 -2.268],1.4330122,-0.8536381,,-1,8.233856,0.0025452166,636.1974,1587884,1127.0039,15350,26.404226,0.12726083,0.028660243,0.024691503,21.301052,981.4872,8279.35896730423,1929.3883,1.8936362,1586.867,10.0,1.234575,307,1502066.4,1249.9187,10.0,0.16467711,132.6,1315.6669856379701,1315.6669,50,679.4696,True,283.2417
[-1.259  1.612 -2.086 -1.64  -2.273],2.460231,-0.85984117,,-1,17.90831,0.00570182,447.1941,1594519,1104.0994,15400,23.202444,0.285091,0.049204625,0.02727116,11.749773,925.29944,8322.29174208641,2259.7708,2.1549454,1678.6697,10.0,1.363558,308,1787891.9,1390.2616,10.0,0.3581662,132.7,1316.703289914374,1316.7032,50,869.50916,True,272.55255
[-1.267  1.623 -2.086 -1.628 -2.279],0.6726582,-0.85773283,,-1,3.4550657,0.005244109,1013.82794,1600789,883.7322,15450,36.741306,0.26220545,0.013453164,0.023255715,37.463043,800.3013,8356.599463939667,2559.731,1.3608662,1400.9371,9.999999,1.1627859,309,688801.7,2329.8992,9.999999,0.06910131,125.4,1243.6596408514654,1243.6595,50,229.8317,True,392.99408
[-1.272  1.626 -2.086 -1.619 -2.277],0.3468021,-0.8484927,,-1,2.3290932,0.0091624325,808.5756,1606932,944.3905,15500,45.68495,0.45812163,0.0069360416,0.020860806,45.02272,890.944,8394.952953100204,1889.7649,1.0944523,1286.8165,10.0,1.0430404,310,379313.9,1480.0796,10.0,0.046581864,122.86,1218.2609193486387,1218.261,50,409.68524,True,300.32144
[-1.27   1.625 -2.088 -1.624 -2.267],0.9920514,-0.8347775,,-1,3.8056111,0.0014089596,1280.5911,1613986,1174.1733,15550,26.196522,0.07044798,0.019841027,0.024070026,29.771164,957.10254,8442.15012383461,2559.7134,1.9086504,1786.686,10.0,1.2035013,311,2758743.2,2439.8467,10.0,0.07611222,141.08,1400.457974436545,1400.458,50,119.86679,True,427.95068
[-1.278  1.623 -2.088 -1.622 -2.254],0.8528599,-0.8359151,,-1,3.2001219,0.004906091,1086.8412,1620571,1040.8357,15600,30.479788,0.24530454,0.017057197,0.02256551,31.819162,901.4078,8481.438205480576,2339.7427,1.6404314,1559.8839,10.0,1.1282754,312,1603458.8,2119.9207,10.0,0.06400244,131.7,1306.66323684855,1306.6632,50,219.82202,True,363.75406
[-1.271  1.624 -2.091 -1.628 -2.255],0.41794357,-0.8471667,,-1,2.1602528,0.0068908976,442.27383,1627281,1062.5027,15650,42.392677,0.3445449,0.00835887,0.022129104,43.75672,948.91565,8520.585481643677,2209.8433,1.179449,1478.1852,10.0,1.1064552,313,1197083.6,1320.4453,10.0,0.043205056,134.2,1331.6717174678843,1331.6718,50,889.3979,True,309.9938
[-1.273  1.623 -2.095 -1.636 -2.266],0.35327494,-0.83666533,,-1,2.4197078,0.008945427,1222.9276,1633497,918.86096,15700,44.0387,0.44727135,0.007065499,0.02127129,45.031612,864.04645,8553.681532621384,2129.6265,1.135365,1311.8965,10.0,1.0635647,314,295352.8,2119.6455,10.0,0.048394155,124.32,1232.9086536711902,1232.9087,50,9.981024,True,387.9419
[-1.275  1.622 -2.1   -1.643 -2.256],0.31990173,-0.85260016,,-1,1.7683654,0.009396543,621.8179,1639955,965.9188,15750,45.989326,0.46982715,0.0063980343,0.020684307,45.63386,938.4039,8594.251961231232,1979.624,1.0872087,1323.4384,10.0,1.0342155,315,581826.5,1320.1571,10.0,0.035367306,129.16,1281.284762226435,1281.2848,50,659.4669,True,272.35995
[-1.274  1.622 -2.099 -1.646 -2.272],0.62598825,-0.8544934,,-1,2.5965183,0.0070070657,330.92944,1646608,1025.6038,15800,36.351555,0.3503533,0.012519765,0.022798743,38.415512,911.59155,8638.995698928833,2359.6182,1.375457,1504.9242,10.0,1.1399372,316,1467891.8,1370.258,10.0,0.051930364,133.06,1320.289513592384,1320.2896,50,989.36005,True,272.42038
[-1.28   1.62  -2.101 -1.645 -2.273],4.9327316,-0.8708551,,-1,26.174927,0.00055882137,471.72974,1653365,1928.8676,15850,7.077476,0.027941069,0.098654635,0.04227415,7.756635,896.01733,8683.67104434967,2569.5386,7.0646653,3111.8044,10.0,2.1137078,317,27977656.0,1700.1938,10.0,0.52349854,135.14,1341.0744474822839,1341.0743,50,869.3447,True,316.749
[-1.293  1.627 -2.096 -1.623 -2.29 ],0.5798498,-0.8432569,,-1,3.2973452,0.006228769,940.9264,1659770,960.5332,15900,37.016434,0.31143847,0.011596996,0.021979649,39.111774,853.3367,8724.821257352829,2409.516,1.3507514,1445.5739,10.0,1.0989825,318,768904.5,2079.7654,10.0,0.0659469,128.1,1270.6770879499857,1270.677,50,329.75073,True,314.37985
[-1.288  1.619 -2.086 -1.623 -2.262],3.473938,-0.8254201,,-1,20.997173,0.001051364,1187.4706,1665759,1325.8896,15950,12.094083,0.0525682,0.06947875,0.03766953,11.358689,834.1635,8760.240694522858,2039.8193,4.134253,2044.2642,10.0,1.8834766,319,13921578.0,2039.8193,10.0,0.41994345,119.78,1187.4706449517423,1187.4706,50,,True,379.21136
[-1.303  1.634 -2.105 -1.612 -2.244],2.0079193,-0.82316154,,-1,10.530652,0.0008824314,800.64923,1671912,1414.3215,16000,12.724529,0.04412157,0.040158384,0.030071087,17.963493,877.3992,8796.36971282959,1979.6707,3.9294183,2094.0222,10.0,1.5035542,320,5926436.0,1560.0316,10.0,0.21061304,123.06,1220.2882176930852,1220.2882,50,419.639,True,371.4898
[-1.305  1.62  -2.105 -1.622 -2.242],1.5152875,-0.8360592,,-1,9.0395,0.0012600627,690.9737,1678716,1209.7333,16050,22.087467,0.06300314,0.030305749,0.023844909,19.118118,1007.61566,8833.240414142609,1979.6465,2.2637272,1725.6271,10.0,1.1922455,321,3832357.8,1320.1196,10.0,0.18079,136.08,1350.500420660314,1350.5005,50,659.5268,True,288.35083
[-1.317  1.624 -2.109 -1.611 -2.255],23.245058,-0.85160154,,-1,166.35172,7.2856135e-05,1101.5984,1684825,2813.4124,16100,0.68654495,0.003642807,0.46490115,0.080175854,1.4441344,859.951,8867.357436656952,2029.6643,72.828445,5813.51,10.0,4.008793,322,1050855700.0,1919.7634,10.0,3.3270342,122.18,1211.4992525923321,1211.4993,50,109.90083,True,334.37
[-1.293  1.618 -2.112 -1.638 -2.271],1.0769849,-0.8499744,,-1,4.1266513,0.0015143103,1018.16315,1691066,1021.5183,16150,24.901493,0.07571551,0.021539697,0.022994509,26.63162,936.6078,8904.487483739853,1739.7644,2.0079117,1448.5139,10.0,1.1497253,323,1566212.4,1519.9836,10.0,0.082533024,124.82,1237.9438175775213,1237.9438,50,219.78079,True,234.76686
[-1.281  1.608 -2.107 -1.651 -2.269],0.117413715,-0.85198987,,-1,1.2270341,0.014809057,381.5392,1697673,863.4627,16200,49.400715,0.7404529,0.0023482742,0.020104704,49.327038,857.39136,8953.772045135498,2619.6506,1.0121311,1319.9434,10.0,1.0052352,324,989506.25,1690.0616,10.0,0.024540681,132.14,1311.1281584915278,1311.1282,50,929.589,True,311.29892
[-1.28   1.607 -2.106 -1.653 -2.271],0.49741152,-0.86411375,,-1,2.5579224,0.008355448,414.60062,1704245,1024.7737,16250,41.2985,0.4177724,0.00994823,0.020982834,40.82356,952.569,9000.289242506027,2029.7139,1.2106978,1411.5975,10.0,1.0491415,325,1116766.2,1140.1886,10.0,0.051158447,131.44,1304.1258811194318,1304.126,50,889.52527,True,244.63899
[-1.278  1.61  -2.104 -1.65  -2.283],7.9189053,-0.8319473,,-1,51.09983,0.00015868408,623.3402,1710711,1744.1327,16300,3.2664566,0.007934204,0.15837811,0.05045012,4.6060834,870.7345,9037.602708339691,2379.7883,15.307107,3356.8027,10.0,2.522506,326,34267356.0,1720.2026,10.0,1.0219966,129.32,1282.9259530450822,1282.9259,50,659.58575,True,252.74057
[-1.288  1.602 -2.096 -1.64  -2.251],50.10193,-0.81865984,,-1,357.41846,3.0487967e-05,348.58438,1717003,5584.669,16350,0.3070406,0.0015243983,1.0020386,0.17813064,1.531674,908.65063,9070.897601127625,1959.7864,162.84491,9916.35,10.0,8.906531,327,151627230.0,1060.2751,10.0,7.148369,125.84,1248.0955823322918,1248.0955,50,899.5112,True,235.93442
[-1.309  1.593 -2.108 -1.642 -2.238],654.9988,-0.8032176,,-1,4678.966,6.08775e-08,423.88458,1723721,16485.078,16400,0.0007077201,3.0438748e-06,13.099975,1.8797581,1.0087456,985.2312,9110.265704631805,2009.7797,70649.4,109010.984,10.0,93.98791,328,34848120000.0,1100.329,10.0,93.579315,134.36,1333.335248200465,1333.3352,50,909.4507,True,266.74707
[-1.287  1.615 -2.117 -1.631 -2.222],15.693918,-0.81642467,,-1,112.10519,3.9217666e-05,1134.989,1729947,1542.0493,16450,1.884987,0.0019608834,0.31387833,0.0639262,1.9913806,864.3396,9142.623455047607,2139.3894,26.525381,3450.5015,10.0,3.19631,329,208973100.0,2039.4856,10.0,2.2421036,124.52,1234.8928124157114,1234.8928,50,99.90384,True,309.57355
[-1.291  1.594 -2.111 -1.641 -2.235],0.43719333,-0.83324635,,-1,2.0576208,0.0069238422,387.65878,1736835,1076.8688,16500,43.28516,0.34619212,0.008743866,0.021569092,42.942783,982.8767,9186.861337900162,2219.7861,1.1551303,1490.0944,10.0,1.0784546,330,1325076.8,1240.09,10.0,0.041152414,137.76,1367.354986135129,1367.355,50,979.69617,True,273.75418
[-1.295  1.598 -2.112 -1.637 -2.252],14.0596075,-0.8099978,,-1,97.81607,0.00022860992,455.83456,1743563,2511.5745,16550,2.736035,0.011430496,0.28119215,0.069209106,2.8559277,980.3148,9222.9178545475,2049.6392,18.27462,4029.1917,10.0,3.4604557,331,20960958.0,1170.151,10.0,1.9563214,134.56,1335.3227720213501,1335.3228,50,879.48816,True,269.41553
[-1.295  1.615 -2.105 -1.616 -2.229],0.61397743,-0.80216044,,-1,2.7282119,0.004032414,1189.1973,1750060,1036.3832,16600,35.97347,0.20162071,0.01227955,0.022461927,38.49524,901.181,9258.773310184479,2239.7004,1.3899132,1493.7286,10.0,1.1230965,332,1070345.5,2139.7893,10.0,0.054564238,129.94,1289.1085180934147,1289.1086,50,99.91121,True,409.70905
[-1.295  1.608 -2.106 -1.621 -2.221],0.53888553,-0.8085879,,-1,3.2352128,0.0060877437,1183.9792,1756581,975.33716,16650,38.90544,0.30438718,0.01077771,0.023158936,41.098854,828.025,9298.220952749252,2689.5574,1.2851673,1503.4434,10.0,1.1579468,333,649707.3,2579.6665,10.0,0.064704254,130.42,1293.869972837938,1293.8699,50,109.89079,True,399.5382
[-1.294  1.612 -2.102 -1.614 -2.228],1.8074051,-0.7965683,,-1,11.136429,0.0019373704,874.8217,1763205,1128.0839,16700,20.373775,0.09686852,0.036148097,0.027603041,18.416397,864.1998,9341.401869773865,2599.5269,2.4541352,1833.4331,10.0,1.3801521,334,3760138.0,2159.8975,10.0,0.22272857,132.48,1314.4510142700224,1314.451,50,439.62933,True,407.36136
[-1.284  1.614 -2.102 -1.616 -2.216],11.179088,-0.8328869,,-1,78.629585,0.00022328789,399.06107,1769599,1828.1954,16750,4.3955536,0.011164395,0.22358175,0.05249327,2.6121693,875.3425,9383.025063037872,2269.7466,11.375132,3154.112,10.0,2.6246634,335,13750346.0,1400.3334,10.0,1.5725917,127.88,1268.4742801556465,1268.4742,50,869.4132,True,253.2148
[-1.279  1.622 -2.098 -1.591 -2.252],1.2069981,-0.8294497,,-1,5.841424,0.0027129457,1034.2037,1775921,1091.9858,16800,23.396963,0.13564728,0.024139963,0.026045201,26.89548,841.95825,9418.016237974167,2379.0298,2.1370294,1694.3591,10.0,1.3022602,336,2672397.8,2159.215,10.0,0.11682848,126.44,1254.0183536278992,1254.0183,50,219.8146,True,415.82425
[-1.269  1.619 -2.1   -1.601 -2.248],0.49599707,-0.8142332,,-1,3.2667894,0.010126806,947.8407,1781761,823.6942,16850,41.617096,0.5063403,0.009919941,0.021853313,41.457474,714.2926,9453.653140068054,2559.6501,1.2014294,1309.6428,10.0,1.0926658,337,649670.25,2349.8538,10.0,0.06533579,116.8,1157.636952059125,1157.637,50,209.7963,True,462.10898
[-1.263  1.616 -2.095 -1.604 -2.233],4.3859906,-0.8086959,,-1,29.835957,0.00041075723,713.295,1788527,1605.3824,16900,6.2206306,0.020537863,0.08771982,0.03886587,8.204799,946.29395,9502.63776731491,2289.7605,8.03777,2729.7764,10.0,1.9432936,338,12357630.0,1660.1633,10.0,0.59671915,135.32,1342.8921728449218,1342.8922,50,629.59717,True,360.72174
[-1.248  1.609 -2.104 -1.626 -2.228],0.9029965,-0.79717517,,-1,4.3059206,0.0048625576,872.7912,1795291,984.5785,16950,32.38142,0.2431279,0.01805993,0.024584614,32.475094,814.2641,9552.187694072723,3049.6877,1.5440953,1640.9551,10.0,1.2292308,339,1375415.4,2579.9934,10.0,0.08611841,135.28,1342.4855338458854,1342.4855,50,469.6944,True,400.38132
[-1.239  1.597 -2.097 -1.631 -2.216],0.5069037,-0.8127994,,-1,2.8726754,0.0066723544,418.57523,1802033,1043.4391,17000,40.719402,0.33361772,0.010138074,0.021611676,40.981705,964.0263,9596.923930883408,2159.786,1.2279159,1457.9688,10.0,1.0805838,340,1179960.1,1240.2488,10.0,0.057453506,134.84,1338.1123627522966,1338.1123,50,919.5372,True,275.5959
