Weights,StdIW,MeanEntropy,OptimizationReturnMin,VarianceInit,MaxIW,MinIWNorm,OptimizationReturnMean,TimestepsSoFar,Bound,EpisodesSoFar,ESSRenyi,MinIW,StdIWNorm,MeanIWNorm,ESSClassic,InitialBound,TimeElapsed,InitialReturnMax,EmpiricalD2,ReturnMeanIW,ReturnStepMax,MeanIW,Iteration,J_sample_variance,OptimizationReturnMax,ReturnStepMaxmin,MaxIWNorm,EpLenMean,EpRewMean,InitialReturnMean,EpThisIter,InitialReturnMin,LearnableVariance,InitialReturnStd
[-1.165  1.28  -2.008 -1.545 -1.329],0.64620435,0.09376854,,-1,4.755883,0.011186542,424.70984,261834,689.59204,3550,42.145462,0.5593271,0.012924087,0.020903885,36.172955,644.3175,1608.2566227912903,2079.5825,1.1863674,1081.9174,10.0,1.0451944,71,707481.06,1499.7805,10.0,0.095117666,101.48,1004.5118634471228,1004.5119,50,579.802,True,220.60646
[-1.178  1.302 -2.007 -1.535 -1.325],112.41942,0.10877232,,-1,803.802,2.7056126e-06,492.11813,266994,11025.951,3600,0.05256964,0.00013528063,2.2483883,0.33879632,1.1100792,755.0215,1634.4912614822388,1539.7278,951.1193,19250.69,10.0,16.939814,72,5045697500.0,1010.13586,10.0,16.07604,103.2,1021.7100701471852,1021.7101,50,529.5919,True,196.87975
[-1.224  1.258 -2.008 -1.557 -1.31 ],1.4750706,0.11035143,,-1,6.9205613,0.0018380308,980.9101,271950,800.3523,3650,21.22482,0.09190154,0.02950141,0.025365522,21.252275,612.08716,1664.5481882095337,2129.4,2.3557327,1366.4363,10.0,1.2682761,73,3756161.5,2129.4,10.0,0.13841122,99.12,980.9100402856079,980.9101,50,,True,285.00882
[-1.194  1.26  -2.003 -1.58  -1.309],2.3960063,0.03580802,,-1,12.509762,0.00017913278,687.2678,276837,939.56433,3700,15.561501,0.008956639,0.04792013,0.027916523,12.669305,686.5937,1691.4918375015259,1619.7354,3.2130578,1442.4438,10.0,1.3958261,74,4473440.0,1339.863,10.0,0.25019524,97.74,967.1400754359734,967.1401,50,279.8723,True,223.92235
[-1.177  1.247 -2.01  -1.605 -1.383],3.729285,0.0063299653,,-1,21.025812,0.00011791675,430.97488,281992,1164.2195,3750,6.6627884,0.0058958377,0.0745857,0.03655788,9.685324,717.6743,1720.5449051856995,1749.7155,7.5043654,1994.4238,10.0,1.8278941,75,11486683.0,1159.9564,10.0,0.42051622,103.1,1020.7338987608549,1020.7339,50,589.75903,True,258.29874
[-1.203  1.225 -2.016 -1.617 -1.413],2.2524235,0.00027179718,,-1,12.9461155,0.0012798365,358.05417,287082,818.56,3800,20.75003,0.06399183,0.045048468,0.027039671,13.242916,675.25714,1741.5971493721008,1919.5646,2.409635,1334.6661,10.0,1.3519835,76,1322534.1,1269.8832,10.0,0.2589223,101.8,1007.7355715866672,1007.73553,50,649.6814,True,258.51773
[-1.209  1.25  -1.989 -1.563 -1.419],0.2920299,-0.018545415,,-1,1.772016,0.010722617,359.51837,292180,671.5053,3850,44.61349,0.53613085,0.0058405977,0.021106414,46.44359,624.86816,1765.5194664001465,2219.6968,1.1207372,1078.5164,10.0,1.0553207,77,613381.9,1569.8843,10.0,0.035440322,101.96,1009.3309429393342,1009.33093,50,649.81256,True,277.08887
[-1.206  1.245 -1.993 -1.577 -1.437],0.82549447,0.017104167,,-1,4.250852,0.002593586,348.40918,297522,838.7396,3900,31.176672,0.1296793,0.016509889,0.02168796,31.655653,753.32654,1792.000066280365,1759.7463,1.6037632,1224.7339,10.0,1.0843979,78,1168371.6,1050.032,10.0,0.08501704,106.84,1058.123458046673,1058.1234,50,709.7143,True,243.32373
[-1.195  1.244 -1.997 -1.592 -1.402],1.6129407,0.0015584232,,-1,6.940335,0.0017496361,347.5964,303010,940.72565,3950,17.164717,0.08748181,0.032258816,0.030487308,23.589478,624.9214,1815.1684424877167,2669.703,2.9129522,1729.9314,10.0,1.5243654,79,3380480.5,1929.9718,10.0,0.13880669,109.76,1087.3274940136341,1087.3274,50,739.7311,True,333.82242
[-1.204  1.22  -2.002 -1.616 -1.417],0.7730852,-0.0106897075,,-1,3.3449464,0.0018065947,278.34238,307851,814.9563,4000,32.82824,0.09032974,0.015461703,0.025396835,36.479244,647.9667,1837.5216653347015,1789.6252,1.5230789,1197.5026,10.0,1.269842,80,846390.7,1110.0288,10.0,0.06689893,96.82,957.9388742536233,957.9389,50,679.5965,True,225.48479
[-1.189  1.219 -2.009 -1.646 -1.43 ],2.4743237,0.04334305,,-1,12.742306,0.001627219,374.5954,313074,1002.67267,4050,13.821953,0.08136095,0.049486477,0.02822951,12.275887,672.3876,1858.013866186142,2089.7395,3.6174338,1691.092,10.0,1.4114757,81,7715500.5,1429.9939,10.0,0.2548461,104.46,1034.3410623008212,1034.3411,50,659.74567,True,287.47153
[-1.165  1.197 -2.017 -1.684 -1.376],1.3773707,0.01816266,,-1,4.8552446,0.0013347556,291.01602,317879,947.0558,4100,19.036695,0.06673778,0.027547413,0.030006409,27.132362,670.2119,1880.872563123703,1619.6813,2.6265063,1401.7081,10.0,1.5003204,82,1291396.4,959.94836,10.0,0.09710489,96.1,950.7489459495796,950.7489,50,659.7329,True,198.08165
[-1.171  1.171 -2.02  -1.713 -1.401],357.05725,0.14497171,,-1,2551.6738,2.8346883e-05,245.45377,322556,72671.55,4150,0.01418397,0.0014173442,7.1411448,1.0493598,1.05683,622.09314,1905.7376663684845,1749.6719,3525.1062,90664.54,10.0,52.467987,83,150340140000.0,1069.9805,10.0,51.033474,93.54,925.1452277037127,925.14526,50,679.69147,True,208.07838
[-1.195  1.144 -2.027 -1.748 -1.274],1.4977634,0.19130848,,-1,8.7354555,0.0035424046,295.0933,326982,773.3518,4200,25.12681,0.17712024,0.029955273,0.026065798,21.545212,630.7729,1930.0423221588135,1409.7516,1.9899064,1117.7965,10.0,1.3032898,84,814245.4,829.8958,10.0,0.17470911,88.52,874.9490617056014,874.94916,50,579.8558,True,206.82617
[-1.224  1.163 -2.034 -1.726 -1.228],2.2903178,0.18361743,,-1,12.096096,0.0007726553,367.98532,331872,837.36615,4250,16.085938,0.038632765,0.045806356,0.028205456,13.745865,650.8284,1951.9802296161652,1829.6968,3.108305,1396.0956,9.999999,1.4102727,85,1768922.1,1229.9408,9.999999,0.24192192,97.8,967.7412365289415,967.7413,50,599.756,True,283.99173
[-1.187  1.17  -2.021 -1.736 -1.235],0.63911897,0.16785228,,-1,3.1768827,0.0037524542,934.3585,336645,779.3346,4300,34.92385,0.18762271,0.012782378,0.024567792,39.348335,637.8218,1976.4900777339935,1769.6704,1.4316863,1146.0903,9.999999,1.2283896,86,450895.38,1759.6913,9.999999,0.06353765,95.46,944.3377467711493,944.33765,50,9.979161,True,289.13492
[-1.176  1.16  -2.031 -1.789 -1.251],2.217964,0.18044512,,-1,14.223703,0.0017918748,317.57495,341583,848.74927,4350,15.125171,0.08959374,0.044359274,0.025776673,12.6214075,610.2008,2002.0620458126068,2119.704,3.3057477,1516.2792,10.0,1.2888336,87,6135386.5,1459.9347,10.0,0.28447407,98.76,977.3443712456033,977.3443,50,659.7694,True,290.62668
[-1.139  1.153 -2.028 -1.84  -1.238],1.707254,0.12759155,,-1,9.38365,0.00063867227,236.75851,346166,816.63794,4400,19.964603,0.031933613,0.03414508,0.025357867,17.773748,655.2522,2030.460130929947,1449.7041,2.5044324,1214.0076,10.0,1.2678934,88,1247583.1,780.11426,10.0,0.18767299,91.66,906.3483658898315,906.3484,50,669.58984,True,192.59409
[-1.175  1.163 -2.042 -1.863 -1.291],0.9091259,0.122790016,,-1,4.7668366,0.002749599,283.90775,350836,721.51904,4450,33.052753,0.13747996,0.018182516,0.022933159,30.701056,629.34106,2058.6522755622864,1699.705,1.5127333,1083.608,10.0,1.1466581,89,824963.5,1059.8741,10.0,0.09533673,93.4,923.7385761589804,923.7386,50,639.8308,True,238.08629
[-1.152  1.136 -2.044 -1.912 -1.296],1.6330211,0.096611015,,-1,8.832092,0.00064337533,317.4932,355473,742.2521,4500,20.454987,0.03216877,0.03266042,0.026028788,19.421436,645.26904,2085.329065322876,1569.6956,2.4443917,1167.3231,10.0,1.3014394,90,834832.06,970.0404,10.0,0.17664184,92.74,917.1483409106706,917.14825,50,599.65515,True,200.239
[-1.15   1.168 -2.052 -1.91  -1.322],1.6397825,0.06743644,,-1,7.3285794,0.0002963224,296.6182,360206,792.8008,4550,17.55502,0.01481612,0.03279565,0.024894746,18.278393,654.07025,2111.6511459350586,1629.748,2.8481882,1269.1938,10.0,1.2447373,91,1838794.2,990.01526,10.0,0.14657159,94.66,936.3509586656168,936.3508,50,639.7328,True,241.35977
[-1.143  1.2   -2.01  -1.932 -1.352],0.18797424,0.077522025,,-1,1.5532702,0.013262665,240.46324,364908,654.0098,4600,48.300663,0.66313326,0.0037594852,0.020389091,48.35596,642.6919,2138.9932839870453,1659.6365,1.0351825,946.48035,10.0,1.0194546,92,544895.56,969.9503,10.0,0.031065404,94.04,930.149390471893,930.14935,50,689.68616,True,188.13634
[-1.151  1.208 -2.005 -1.928 -1.341],0.17672034,0.0701839,,-1,1.4440378,0.013030002,335.4368,369835,741.7927,4650,47.979843,0.6515001,0.0035344064,0.020416548,48.545166,722.318,2164.4177482128143,1459.8164,1.0421042,999.90845,10.0,1.0208274,93,485514.06,820.08765,10.0,0.028880754,98.54,975.1655397950319,975.1655,50,639.72876,True,193.58762
[-1.142  1.204 -2.009 -1.915 -1.349],0.31890407,0.055804852,,-1,1.7696424,0.008394509,336.63974,374868,713.1495,4700,45.561176,0.41972542,0.0063780816,0.020949984,45.758812,658.66516,2191.145683288574,1949.6638,1.0974256,1066.9088,10.0,1.0474992,94,638539.3,1289.9465,10.0,0.035392847,100.66,996.3569472733601,996.35693,50,659.7173,True,285.65063
[-1.164  1.238 -1.985 -1.933 -1.363],1.5621104,0.100791916,,-1,9.783775,0.003751385,1002.1604,379930,786.6607,4750,25.202318,0.18756926,0.03124221,0.025369322,19.868223,621.16125,2218.14187169075,2199.6995,1.9839445,1323.3077,10.0,1.2684662,95,3592006.5,2199.6995,10.0,0.1956755,101.24,1002.1603983522493,1002.1604,50,,True,306.54193
[-1.169  1.249 -1.968 -1.894 -1.318],0.328565,0.09498863,,-1,1.8090739,0.007424706,318.07333,384820,755.67126,4800,42.970425,0.3712353,0.006571299,0.021821585,45.842796,695.8811,2245.141763687134,1569.6781,1.163591,1048.9438,10.0,1.0910792,96,583229.2,919.99414,10.0,0.036181476,97.8,967.7573296234614,967.7573,50,649.68396,True,203.27762
[-1.171  1.238 -1.966 -1.907 -1.324],1.98815,0.06063491,,-1,7.9214735,0.00033553384,324.83228,389844,877.16254,4850,14.074079,0.016776692,0.039763,0.029089963,17.431269,681.088,2269.8454377651215,1809.7305,3.5526304,1467.9749,10.0,1.4544983,97,1846340.2,1140.0203,10.0,0.15842947,100.48,994.5424652642786,994.5425,50,669.7102,True,234.7164
[-1.207  1.247 -1.964 -1.866 -1.358],0.50532836,0.04398975,,-1,2.3352404,0.002585847,373.4134,394761,673.999,4900,41.224648,0.12929235,0.010106567,0.021269975,40.79056,602.54584,2291.4730563163757,2139.6357,1.2128667,1082.137,10.0,1.0634989,98,737210.0,1539.9075,10.0,0.046704806,98.34,973.1416504771811,973.14166,50,599.7283,True,297.3872
[-1.225  1.265 -1.961 -1.848 -1.375],0.14300981,0.045850523,,-1,1.3403904,0.014680034,360.92902,399916,610.77826,4950,49.168983,0.7340017,0.0028601962,0.02031662,49.02829,603.38293,2316.0335490703583,2409.7139,1.0169013,1031.6653,10.0,1.015831,99,604939.06,1749.8853,10.0,0.026807807,103.1,1020.7576439881599,1020.7576,50,659.8286,True,345.3203
[-1.221  1.258 -1.969 -1.855 -1.373],0.49234197,0.07665152,,-1,3.273401,0.008436124,273.40784,404583,689.74445,5000,40.260506,0.42180622,0.009846839,0.021574114,41.379818,635.6738,2333.529967546463,1659.7537,1.2419119,1010.11285,10.0,1.0787057,100,650582.0,1010.0099,10.0,0.06546802,93.34,923.1516199972293,923.15155,50,649.7438,True,208.48758
[-1.228  1.272 -1.962 -1.87  -1.342],1.0366508,0.08274934,,-1,5.8178396,0.004782929,443.99768,409853,781.11975,5050,30.198027,0.23914647,0.020733016,0.024843343,29.472897,676.5954,2354.0650811195374,2119.7886,1.6557373,1253.5621,10.0,1.2421672,101,784808.1,1520.0327,10.0,0.11635679,105.4,1043.7536013725178,1043.7535,50,599.7559,True,311.65454
[-1.199  1.265 -1.963 -1.876 -1.336],0.78986377,0.081524625,,-1,3.3115144,0.0032896933,314.6597,414676,781.4973,5100,32.751926,0.16448466,0.015797274,0.02535338,36.017006,614.92773,2373.2640421390533,1959.6794,1.5266278,1200.8817,10.0,1.267669,102,885841.75,1319.9851,10.0,0.06623029,96.46,954.3540887466062,954.35406,50,639.6944,True,229.82982
[-1.2    1.243 -1.96  -1.898 -1.337],0.3305824,0.06769855,,-1,2.1781502,0.010621677,320.9662,419631,610.2373,5150,46.067944,0.5310839,0.006611649,0.021082753,45.522915,591.0939,2394.9598438739777,2249.686,1.0853534,1016.18317,10.0,1.0541377,103,583156.25,1589.9012,10.0,0.043563,99.1,980.7509483368128,980.7509,50,659.7848,True,288.86264
[-1.199  1.234 -1.965 -1.888 -1.351],10.885062,0.013624214,,-1,78.07276,0.00036055385,352.06448,424841,3324.8196,5200,9.969686,0.018027693,0.21770124,0.051265117,2.6269596,676.71545,2418.2768807411194,2049.7417,5.0152035,4119.887,10.0,2.563256,104,201751300.0,1370.0651,10.0,1.5614552,104.2,1031.7411497778169,1031.7412,50,679.67664,True,318.5907
[-1.225  1.256 -1.962 -1.802 -1.405],33.80082,0.024881313,,-1,241.80106,0.00013378894,258.63754,429684,2809.0283,5250,0.4405439,0.006689447,0.67601633,0.11659758,1.4444535,667.4206,2444.697457075119,1679.6929,113.49607,5908.4517,10.0,5.8298793,105,123336740.0,979.9785,10.0,4.836021,96.86,958.3519163171212,958.35187,50,699.71436,True,224.61528
[-1.183  1.281 -1.973 -1.824 -1.394],2.5241375,-0.018080711,,-1,15.079443,0.0008751602,342.8728,434898,878.0052,5300,13.911296,0.043758012,0.050482746,0.031234462,13.841711,584.0038,2475.1255905628204,2589.7144,3.5942016,1728.3865,10.0,1.5617229,106,3309778.8,1900.0317,10.0,0.30158886,104.28,1032.5554597872972,1032.5554,50,689.6827,True,312.12845
[-1.16   1.286 -1.977 -1.856 -1.437],1.5040838,-0.0419708,,-1,7.447769,0.0029753502,284.27563,440019,889.1598,5350,20.989649,0.14876752,0.030081676,0.02678464,22.110771,665.8728,2505.141176223755,2009.7278,2.3821266,1426.4146,10.0,1.3392318,107,2199527.2,1280.0356,10.0,0.14895537,102.42,1013.9678314390258,1013.96783,50,729.6922,True,289.15247
[-1.173  1.271 -1.978 -1.867 -1.461],0.29379836,-0.0493713,,-1,1.668798,0.0063631623,321.50772,445326,727.6496,5400,46.225677,0.31815812,0.0058759665,0.020238183,46.112793,711.724,2533.9333579540253,1959.763,1.0816499,1080.6763,10.0,1.0119091,108,723401.56,1230.1057,10.0,0.03337596,106.14,1051.16489092434,1051.1648,50,729.65717,True,301.64603
[-1.168  1.257 -1.989 -1.873 -1.468],1.0859085,-0.08643065,,-1,5.4780245,0.0017424594,288.8523,450370,862.32947,5450,29.80768,0.08712297,0.02171817,0.023148527,26.592384,697.23267,2562.9489364624023,1739.7693,1.67742,1252.6067,10.0,1.1574264,109,1256961.1,1030.052,10.0,0.10956049,100.88,998.569557099338,998.5695,50,709.7173,True,217.7466
[-1.188  1.285 -2.004 -1.844 -1.505],2.4441717,-0.05661911,,-1,17.421227,0.0011578677,313.6361,455388,863.16534,5500,19.107328,0.057893388,0.048883434,0.029687729,13.47255,681.6222,2591.754427909851,1799.7683,2.616797,1367.4343,10.0,1.4843864,110,1303525.8,1120.0532,10.0,0.34842452,100.36,993.351219030122,993.3512,50,679.7151,True,247.38383
[-1.197  1.272 -1.976 -1.848 -1.476],0.7024507,-0.02240835,,-1,3.4614992,0.0056635104,323.9029,460507,755.99475,5550,36.71137,0.28317553,0.014049014,0.022497628,35.972305,708.7428,2622.123204469681,1759.7861,1.3619759,1111.7123,10.0,1.1248816,111,727932.8,1070.1423,10.0,0.06922998,102.38,1013.5466730011404,1013.54663,50,689.6438,True,236.46281
[-1.208  1.28  -1.976 -1.841 -1.441],0.56585854,-0.026386075,,-1,3.3640347,0.004842207,987.37854,465545,734.08496,5600,40.013214,0.24211036,0.01131717,0.021378696,39.055504,687.3678,2651.5124518871307,1789.7318,1.2495872,1080.6078,10.0,1.0689348,112,536010.56,1779.752,10.0,0.067280695,100.76,997.3584415762956,997.3585,50,9.979829,True,284.7501
[-1.198  1.282 -1.982 -1.859 -1.445],0.6975861,0.00696282,,-1,4.1811814,0.0058382647,277.07156,470530,841.93994,5650,35.789345,0.29191324,0.013951722,0.02405178,37.41167,692.3391,2679.997329711914,1699.7787,1.3970639,1189.9254,10.0,1.2025892,113,879047.2,990.1007,10.0,0.083623625,99.7,986.7495206705003,986.7495,50,709.678,True,211.02771
[-1.189  1.276 -1.983 -1.878 -1.412],0.6510304,0.003741346,,-1,3.3706586,0.0071819173,911.771,475190,738.5061,5700,37.105873,0.35909587,0.013020609,0.022265559,37.25849,672.38446,2709.412499666214,1439.7219,1.3474956,1027.9757,10.0,1.1132778,114,442412.66,1429.7413,10.0,0.06741317,93.2,921.7516088954018,921.7516,50,9.980611,True,204.8663
[-1.212  1.292 -1.992 -1.849 -1.415],12.270862,-0.09140355,,-1,81.82837,4.236895e-06,390.51028,480343,3598.7012,5750,2.6953337,0.00021184477,0.24541722,0.060553864,2.8693097,639.34094,2751.6294271945953,2199.8157,18.55058,5239.7656,10.0,3.0276933,115,341088740.0,1569.9657,10.0,1.6365674,103.06,1020.3602210955221,1020.3602,50,629.85,True,275.45694
[-1.238  1.334 -1.972 -1.773 -1.51 ],22.040598,-0.0061960216,,-1,154.59837,0.00017831371,351.62888,485851,3597.7598,5800,1.5456859,0.008915686,0.44081196,0.09715355,2.3162267,790.0305,2801.9808797836304,1739.7068,32.3481,5311.5635,10.0,4.857677,116,60015996.0,999.979,10.0,3.0919673,110.16,1091.3566813613418,1091.3567,50,739.7278,True,242.43747
[-1.245  1.37  -1.994 -1.741 -1.425],25.034296,0.07692362,,-1,178.67966,0.0003245639,295.88354,491330,4138.3545,5850,1.2213469,0.016228195,0.5006859,0.10294802,2.0281122,728.79376,2835.2295660972595,2059.6404,40.93841,6420.8896,10.0,5.1474004,117,177601500.0,1269.99,10.0,3.5735931,109.58,1085.5339504351218,1085.5339,50,789.6504,True,299.04544
[-1.286  1.395 -1.991 -1.696 -1.342],2.8437395,0.006662186,,-1,15.493149,0.0002490442,285.9627,496810,1081.5883,5900,10.730596,0.012452211,0.056874793,0.032918524,12.546734,758.42017,2867.2442355155945,1889.5746,4.6595736,1788.0648,10.0,1.6459262,118,2970562.5,1089.8331,10.0,0.30986297,109.6,1085.704179348609,1085.7041,50,799.74146,True,242.38919
[-1.288  1.37  -1.956 -1.667 -1.412],1.143451,0.007570703,,-1,5.3952465,0.0020375287,999.1231,501857,800.6376,5950,26.688597,0.10187643,0.022869019,0.025325868,27.542265,699.5298,2897.873684644699,1729.7031,1.8734593,1210.7041,10.0,1.2662935,119,1206697.4,1729.7031,10.0,0.107904926,100.94,999.1230924040427,999.1231,50,,True,280.23663
[-1.301  1.357 -1.968 -1.675 -1.411],0.48158565,0.0010598898,,-1,2.856628,0.003918761,252.15442,507068,800.524,6000,41.031982,0.19593805,0.009631712,0.021161096,41.419132,768.7258,2926.2132425308228,1519.6648,1.2185616,1091.0815,9.999999,1.0580549,120,757358.7,739.87976,9.999999,0.057132557,104.22,1031.9394750830734,1031.9396,50,779.78503,True,207.38686
[-1.301  1.346 -1.98  -1.7   -1.418],0.3626628,0.004701203,,-1,2.0097442,0.008283909,323.69446,512336,801.5217,6050,44.126865,0.41419548,0.0072532557,0.02029397,44.336403,773.19836,2952.8558745384216,1559.5758,1.1330966,1089.0632,10.0,1.0146986,121,634593.9,839.94543,10.0,0.040194884,105.36,1043.3248264239053,1043.3248,50,719.6304,True,217.40797
[-1.301  1.357 -1.983 -1.699 -1.414],1.4977756,0.054080956,,-1,7.697455,0.0045245886,339.51413,517284,830.44824,6100,22.669374,0.22622944,0.02995551,0.027300606,22.686525,664.1476,2982.665969848633,1819.647,2.2056189,1298.5206,9.999999,1.3650302,122,1151447.6,1179.8414,9.999999,0.1539491,98.96,979.3196628443268,979.3197,50,639.80554,True,225.8311
[-1.307  1.36  -1.997 -1.742 -1.365],2.6785588,0.04787322,,-1,17.816433,0.0018323519,334.19556,522555,888.2836,6150,15.191303,0.0916176,0.053571172,0.027768947,10.589368,720.0896,3006.482514858246,1869.705,3.2913568,1475.8016,10.0,1.3884475,123,2138611.5,1159.9685,10.0,0.35632864,105.42,1043.932067602024,1043.932,50,709.7365,True,288.77203
[-1.278  1.368 -1.988 -1.763 -1.371],396.20068,0.06778062,,-1,2830.8704,1.9773845e-05,340.44843,528107,27370.893,6200,0.024314284,0.0009886923,7.924013,1.1509612,1.0330793,729.53827,3030.4307024478912,2139.654,2056.4043,44176.664,10.0,57.548058,124,1955123500.0,1379.9653,10.0,56.617405,111.04,1100.1372083064816,1100.1372,50,759.6888,True,333.4827
[-1.289  1.442 -1.968 -1.668 -1.351],1.1063573,0.096816815,,-1,6.796449,0.0064800736,393.71136,533526,927.40857,6250,29.077635,0.3240037,0.022127146,0.024598474,27.637133,711.52747,3054.401188850403,2089.727,1.7195346,1402.0391,10.0,1.2299237,125,1300180.5,1409.9596,10.0,0.13592897,108.38,1073.4788383942018,1073.4789,50,679.76746,True,283.79996
[-1.295  1.457 -1.983 -1.644 -1.322],1.0612692,0.11279024,,-1,7.710121,0.0049590957,293.05313,539042,858.24866,6300,35.060738,0.24795479,0.021225384,0.022754798,26.736649,791.57074,3085.1080231666565,1739.6868,1.4260967,1218.0859,10.0,1.1377398,126,983759.25,939.84656,10.0,0.15420242,110.32,1092.893357914542,1092.8933,50,799.8402,True,249.81143
[-1.294  1.433 -2.003 -1.618 -1.306],0.30289584,0.09098331,,-1,1.7823797,0.009408352,325.37265,544169,791.7938,6350,45.044178,0.47041762,0.0060579167,0.0209175,46.130825,755.35095,3113.7658925056458,1499.5967,1.1100214,1065.4471,10.0,1.0458748,127,584390.4,809.8806,10.0,0.035647593,102.54,1015.088738243436,1015.0887,50,689.71606,True,188.63565
[-1.299  1.435 -2.013 -1.625 -1.328],2.1347682,0.09669955,,-1,13.397703,0.001537703,629.62006,549568,970.6879,6400,17.92794,0.07688515,0.042695362,0.0264662,13.879544,747.48834,3145.7865562438965,1859.1289,2.7889428,1508.4497,10.0,1.3233103,128,3748738.0,1419.2502,10.0,0.26795405,107.98,1069.4988295287214,1069.4988,50,439.87872,True,245.69939
[-1.302  1.466 -2.016 -1.599 -1.322],1.1495571,0.08014206,,-1,7.74187,0.00232157,976.4258,555101,693.12823,6450,25.888247,0.116078496,0.022991141,0.021596886,23.43804,569.83246,3195.4308757781982,3039.464,1.9313784,1424.7579,10.0,1.0798442,129,9872339.0,2919.607,10.0,0.1548374,110.66,1096.2830149754416,1096.2831,50,119.8573,True,468.55112
[-1.3    1.439 -2.027 -1.612 -1.339],1.0202031,0.10903648,,-1,5.894163,0.00423453,398.67657,560794,886.4537,6500,29.436312,0.21172652,0.020404061,0.023272738,28.26988,807.9364,3241.5594651699066,1849.5359,1.6985824,1303.9635,10.0,1.163637,130,994341.94,1119.927,10.0,0.11788326,113.86,1128.2854067083247,1128.2854,50,729.6088,True,244.50992
