Weights,ESSClassic,StdIW,EpRewMean,ReturnStepMax,VarianceInit,MeanIW,TimestepsSoFar,EpisodesSoFar,MinIW,InitialReturnMax,TimeElapsed,InitialReturnMin,Iteration,ReturnStepMaxmin,MeanEntropy,StdIWNorm,OptimizationReturnMean,OptimizationReturnMin,OptimizationReturnMax,MaxIWNorm,ESSRenyi,EmpiricalD2,MinIWNorm,MaxIW,ReturnMeanIW,Bound,InitialReturnMean,EpThisIter,MeanIWNorm,J_sample_variance,InitialBound,LearnableVariance,EpLenMean,InitialReturnStd
[-1.69   2.135 -2.389 -1.941 -2.413],3.3342197,14.108848,1231.4855926831399,10.0,-1,3.7712853,1436476,12600,0.0041733854,2419.5176,1333.8955347537994,289.75308,252,10.0,-0.97993594,0.28217694,941.7324,,2129.7644,1.7380313,1.7216458,29.041977,8.3467705e-05,86.901566,5087.936,2829.5276,1231.4856,50,0.0754257,215284270.0,812.41284,True,124.18,516.92566
[-1.675  2.125 -2.388 -1.961 -2.399],33.089363,0.87785596,1238.0222115945326,10.0,-1,1.2279693,1442718,12650,0.16781463,2509.6125,1340.4870693683624,389.69757,253,10.0,-0.9717563,0.017557118,848.3247,,2119.915,0.09911034,31.060764,1.6097479,0.0033562924,4.9555173,1546.0525,994.5516,1238.0222,50,0.024559384,1373599.8,803.3446,True,124.84,381.3239
[-1.674  2.132 -2.392 -1.958 -2.391],48.167362,0.20078076,1298.059436646279,10.0,-1,1.0293416,1449260,12700,0.6551541,2299.596,1346.2237493991852,99.894135,254,10.0,-0.9745533,0.004015615,1198.1653,,2199.702,0.032713424,46.906242,1.0659562,0.013103082,1.6356713,1358.5336,947.3064,1298.0593,50,0.02058683,385383.5,899.75775,True,130.84,464.38412
[-1.676  2.13  -2.395 -1.958 -2.393],40.75792,0.54139173,1297.2750073225773,10.0,-1,1.1369276,1455798,12750,0.35401428,2709.6436,1352.5595548152924,9.980307,255,10.0,-0.98193485,0.010827834,1287.2947,,2699.6633,0.046048388,36.56332,1.3674906,0.0070802853,2.3024194,1559.1387,1010.3123,1297.275,50,0.022738554,1030374.75,827.95087,True,130.76,507.56885
[-1.676  2.126 -2.394 -1.965 -2.401],24.648987,1.1391732,1364.671898019641,10.0,-1,1.1232892,1462673,12800,0.07828959,2179.488,1360.0615849494934,189.81639,256,10.0,-0.98771185,0.022783462,1174.8555,,1989.6716,0.08817971,24.017738,2.0817947,0.0015657918,4.4089856,1620.3331,1075.6624,1364.6719,50,0.022465784,3357313.5,987.17346,True,137.5,359.90836
[-1.67   2.131 -2.393 -1.965 -2.407],19.326103,1.6639442,1338.6754285200002,10.0,-1,1.3207676,1469418,12850,0.10205074,2199.6064,1366.6591658592224,89.909134,257,10.0,-0.97137964,0.033278883,1248.7662,,2109.6973,0.15149188,18.077694,2.7658396,0.0020410146,7.5745945,1859.6589,1226.0532,1338.6754,50,0.02641535,5328152.0,957.6924,True,134.9,386.7408
[-1.67   2.122 -2.39  -1.972 -2.39 ],28.245321,1.0296235,1361.6895994151494,10.0,-1,1.1732091,1476278,12900,0.18626195,2209.7625,1373.3895573616028,99.89945,258,10.0,-0.95625865,0.02059247,1261.7903,,2109.863,0.09916051,31.457203,1.5894611,0.0037252388,4.9580255,1622.7128,1140.1752,1361.6897,50,0.02346418,2191660.2,978.9475,True,137.2,346.716
[-1.666  2.12  -2.392 -1.982 -2.375],36.125324,0.70530975,1447.3112609932487,10.0,-1,1.1380843,1483566,12950,0.16373572,3219.7573,1380.2456862926483,99.90038,259,10.0,-0.9692393,0.0141061945,1347.4109,,3119.857,0.076232135,36.703312,1.3622749,0.0032747143,3.811607,1724.5195,1073.6167,1447.3113,50,0.022761684,1875650.6,889.63293,True,145.76,483.5608
[-1.702  2.167 -2.43  -2.027 -2.388],6.7424264,5.297555,1323.2879406520958,10.0,-1,2.0914745,1490234,13000,0.052985575,2319.815,1385.774889945984,199.80164,260,10.0,-1.0158268,0.10595111,1123.4863,,2120.0132,0.68101186,11.934388,4.189574,0.0010597114,34.050594,2486.3567,1663.9268,1323.288,50,0.04182949,27505742.0,921.48425,True,133.36,328.3744
[-1.699  2.174 -2.418 -2.019 -2.435],35.835182,0.70120865,1382.4843198694516,10.0,-1,1.1153122,1497198,13050,0.19551383,2729.706,1394.1602556705475,89.92119,261,10.0,-1.005066,0.014024173,1292.5631,,2639.785,0.0646374,34.01909,1.469763,0.0039102766,3.2318702,1649.243,1076.051,1382.4844,50,0.022306245,1850149.5,909.6853,True,139.28,411.7192
[-1.702  2.171 -2.418 -2.02  -2.424],34.445374,0.76973754,1373.3020843016236,10.0,-1,1.1454556,1504116,13100,0.36077785,2269.7366,1400.4536838531494,579.541,262,10.0,-0.998123,0.015394751,793.7611,,1690.1956,0.07234033,35.440205,1.410827,0.007215557,3.6170166,1570.285,1103.3323,1373.302,50,0.02290911,880828.25,980.17224,True,138.36,264.08496
[-1.698  2.172 -2.423 -2.022 -2.417],46.793137,0.27393237,1338.0857629541788,10.0,-1,1.0463926,1510858,13150,0.43690318,2489.6926,1406.9851722717285,99.90329,263,10.0,-1.0058583,0.0054786475,1238.1825,,2389.7893,0.032552682,46.102703,1.0845351,0.008738063,1.627634,1402.1703,953.0857,1338.0858,50,0.020927854,269110.53,906.8583,True,134.84,381.23886
[-1.698  2.17  -2.422 -2.025 -2.425],6.2342896,5.1540775,1330.251835286647,9.999999,-1,1.9452592,1517561,13200,0.03759004,1879.785,1412.4970178604126,969.4385,264,9.999999,-1.0093536,0.103081554,360.81335,,910.34656,0.60937035,6.795229,7.3581038,0.00075180084,30.468517,2518.8022,1635.6172,1330.2517,50,0.03890518,8933323.0,1004.6634,True,134.06,225.26495
[-1.699  2.179 -2.414 -2.01  -2.428],35.113117,0.7585471,1367.0779478748218,10.0,-1,1.1649715,1524448,13250,0.28353065,2099.7383,1417.8231811523438,389.65393,265,10.0,-1.030391,0.015170942,977.424,,1710.0844,0.080941,36.14507,1.3833146,0.005670613,4.04705,1685.1125,1257.3662,1367.078,50,0.02329943,1571034.6,1003.3926,True,137.74,370.34393
[-1.697  2.182 -2.414 -2.006 -2.449],37.892284,0.60840327,1266.6365967566092,10.0,-1,1.0763065,1530833,13300,0.29913867,2349.8271,1423.7304573059082,189.81067,266,10.0,-1.028458,0.012168065,1076.8259,,2160.0166,0.07486951,39.194836,1.2756783,0.0059827734,3.7434757,1373.0032,913.31104,1266.6367,50,0.021526126,817957.75,859.63464,True,127.7,439.2709
[-1.7    2.18  -2.411 -2.004 -2.447],49.630436,0.086921714,1267.2430711850739,10.0,-1,1.0073012,1537221,13350,0.7902406,2259.7812,1429.7756679058075,369.6707,267,10.0,-1.0332645,0.0017384344,897.5725,,1890.1106,0.024550382,49.65447,1.0069587,0.01580481,1.2275192,1284.9462,892.1811,1267.243,50,0.020146023,335302.66,875.83734,True,127.76,395.1018
[-1.701  2.18  -2.414 -2.005 -2.452],35.189926,0.7593932,1369.8781724682458,10.0,-1,1.1705703,1544122,13400,0.17855775,2569.2637,1435.6518125534058,379.65094,268,10.0,-1.0412406,0.015187865,990.2273,,2189.6128,0.07522258,33.78911,1.4797667,0.003571155,3.7611291,1622.1575,1080.8228,1369.8779,50,0.023411404,718558.94,924.86865,True,138.02,353.0121
[-1.697  2.174 -2.409 -2.011 -2.46 ],1.1782751,50.016396,1345.8978007853043,10.0,-1,7.7701454,1550903,13450,0.00029946273,2519.7158,1442.8177373409271,89.91957,269,10.0,-1.0457299,1.0003278,1255.9781,,2429.7961,7.1541862,0.20596874,242.7553,5.9892545e-06,357.70932,11721.392,4921.5854,1345.8978,50,0.15540291,5371335700.0,909.4701,True,135.62,384.42444
[-1.72   2.176 -2.412 -1.996 -2.465],4.167096,6.9476604,1323.6574783357778,10.0,-1,2.094916,1557573,13500,0.006482753,1859.6079,1450.1207098960876,299.72995,270,10.0,-1.0373539,0.13895321,1023.9275,,1559.8779,0.9575205,3.7316399,13.398935,0.00012965506,47.876026,3039.3723,1860.3632,1323.6575,50,0.04189832,63951024.0,1001.56396,True,133.4,337.71747
[-1.707  2.18  -2.411 -1.999 -2.456],32.268066,0.79935855,1335.237473973527,10.0,-1,1.0783257,1564301,13550,0.18441394,2059.7021,1456.958378314972,89.90955,271,10.0,-1.0337979,0.015987173,1245.3279,,1969.7926,0.085692026,32.22902,1.5513968,0.0036882786,4.284601,1509.8501,1065.4988,1335.2375,50,0.021566518,1793629.0,978.4866,True,134.56,357.10083
[-1.711  2.177 -2.417 -2.    -2.453],29.414162,1.0027523,1362.2573285002486,10.0,-1,1.1986368,1571164,13600,0.1462943,2019.7239,1463.811084985733,769.45575,272,10.0,-1.0385897,0.020055046,592.8016,,1250.2681,0.11495142,28.313942,1.7659144,0.0029258858,5.747571,1627.2336,1162.3573,1362.2573,50,0.023972735,1218914.9,1012.4309,True,137.26,298.23697
[-1.711  2.173 -2.424 -2.01  -2.458],27.14838,1.142356,1345.690579200043,10.0,-1,1.2451309,1577944,13650,0.086916186,2649.7642,1469.286467075348,299.7453,273,10.0,-1.0473068,0.02284712,1045.9452,,2350.0188,0.13374016,27.390558,1.8254465,0.0017383237,6.687008,1655.5071,1035.4204,1345.6904,50,0.02490262,2024041.8,886.7379,True,135.6,452.11984
[-1.705  2.175 -2.426 -2.01  -2.466],4.783774,6.7878957,1386.1165647861965,10.0,-1,2.207869,1584926,13700,0.029817153,2369.7363,1475.3704755306244,,274,10.0,-1.0458945,0.13575792,1386.1166,,2369.7363,0.91774094,4.035374,12.390425,0.000596343,45.887047,3304.1123,1859.3256,1386.1166,50,0.044157375,122327110.0,975.6662,True,139.64,447.50793
[-1.692  2.178 -2.428 -2.02  -2.465],39.678524,0.58976734,1425.3095841192053,10.0,-1,1.1563458,1592104,13750,0.17691956,2069.8591,1482.178793668747,969.38324,275,10.0,-1.036931,0.011795346,455.92633,,1100.4758,0.061944585,33.88347,1.4756458,0.0035383913,3.0972292,1664.0403,1228.5359,1425.3096,50,0.023126917,1444714.1,1066.7994,True,143.56,239.823
[-1.691  2.174 -2.43  -2.029 -2.456],2.4214454,10.034964,1434.31995100554,10.0,-1,2.263849,1599327,13800,0.0041560605,2019.7549,1488.0586972236633,1099.5211,276,10.0,-1.052307,0.20069925,334.79883,,920.23376,1.4237863,3.3635821,14.865105,8.312121e-05,71.189316,2947.1262,1598.3396,1434.32,50,0.04527698,8469506.0,1084.4883,True,144.46,229.98308
[-1.698  2.163 -2.433 -2.037 -2.471],35.57663,0.7107849,1376.9355503928589,10.0,-1,1.1163163,1606263,13850,0.19165047,2919.8413,1494.2421686649323,989.3307,277,10.0,-1.0772244,0.0142156985,387.6049,,1930.5106,0.061670255,38.95212,1.2836272,0.0038330092,3.0835128,1586.0687,1013.0889,1376.9354,50,0.022326328,1575736.6,871.2041,True,138.72,299.3967
[-1.698  2.168 -2.435 -2.041 -2.496],13.873429,2.1896992,1446.3515876643214,10.0,-1,1.3569472,1613546,13900,0.01323508,2899.7676,1499.8050525188446,189.84409,278,10.0,-1.1118165,0.043793984,1256.5074,,2709.9236,0.2875942,12.678891,3.9435625,0.0002647016,14.37971,2358.467,1361.0698,1446.3516,50,0.027138941,31288112.0,944.0972,True,145.66,394.73093
[-1.705  2.163 -2.439 -2.033 -2.531],49.537796,0.097423054,1442.7626605585933,10.0,-1,1.0085887,1620811,13950,0.8024702,2499.792,1505.385715007782,1069.6729,279,10.0,-1.1125927,0.0019484609,373.0898,,1430.1191,0.024910368,49.36752,1.0128117,0.016049404,1.2455184,1451.268,1015.5265,1442.7627,50,0.020171773,1275084.4,1009.786,True,145.3,304.47934
[-1.705  2.163 -2.438 -2.035 -2.532],42.718655,0.42958865,1416.1294808309103,10.0,-1,1.040533,1627943,14000,0.3952496,2589.791,1513.06391787529,989.32544,280,10.0,-1.1107347,0.008591773,426.80408,,1600.4656,0.05934373,43.322983,1.1541219,0.0079049915,2.9671865,1487.0493,1005.15564,1416.1294,50,0.020810662,1289602.9,967.56445,True,142.64,332.2978
[-1.702  2.163 -2.437 -2.032 -2.53 ],7.577084,5.2229147,1423.1355060306948,10.0,-1,2.207312,1635110,14050,0.0056015714,2249.7417,1520.0198061466217,989.4759,281,10.0,-1.1060181,0.10445829,433.65964,,1260.2659,0.6343322,6.2423806,8.009765,0.00011203143,31.71661,2975.4133,1872.597,1423.1356,50,0.044146243,7261568.0,1033.4688,True,143.34,299.84424
[-1.699  2.175 -2.445 -2.027 -2.525],46.19005,0.2972402,1368.4872757464973,10.0,-1,1.0349565,1642004,14100,0.49813357,3059.7893,1526.1700520515442,199.83142,282,10.0,-1.1148217,0.0059448034,1168.6559,,2859.958,0.03821579,46.392452,1.0777615,0.009962671,1.9107895,1420.7554,870.5644,1368.4873,50,0.020699127,387526.12,838.51624,True,137.88,394.23663
[-1.695  2.172 -2.446 -2.024 -2.534],46.910175,0.26839957,1378.9120400944357,10.0,-1,1.0458004,1648950,14150,0.34809774,2339.7993,1531.548998117447,1069.3812,283,10.0,-1.1258545,0.005367991,309.5308,,1270.4181,0.03277013,46.34287,1.0789146,0.0069619548,1.6385067,1430.6356,1009.6834,1378.912,50,0.020916007,1326906.5,973.64685,True,138.92,230.80768
[-1.693  2.17  -2.446 -2.026 -2.545],47.732563,0.22485308,1354.5057750533995,10.0,-1,1.0316645,1655774,14200,0.64969313,2589.7085,1537.636960029602,969.28973,284,10.0,-1.1158482,0.0044970615,385.2161,,1620.4187,0.038715683,48.117233,1.0391288,0.012993862,1.9357841,1403.9181,946.676,1354.5057,50,0.020633288,1117638.4,905.9552,True,136.48,252.66542
[-1.694  2.172 -2.448 -2.028 -2.535],3.1413019,7.388573,1449.1078916505485,10.0,-1,1.9130235,1663071,14250,0.010368964,2739.779,1544.0047862529755,1059.3469,285,10.0,-1.115051,0.14777145,389.76102,,1680.4321,1.059118,6.9356318,7.2091484,0.00020737927,52.955902,2566.1262,1291.9832,1449.1078,50,0.038260467,6690285.0,974.56415,True,145.94,338.74005
[-1.693  2.182 -2.443 -2.015 -2.534],4.169151,6.9397106,1372.900072663696,10.0,-1,2.093082,1669987,14300,0.0132916905,2409.8455,1551.1766107082367,,286,10.0,-1.1113858,0.13879421,1372.9,,2409.8455,0.98546875,4.0937266,12.21381,0.0002658338,49.273438,3229.725,1770.9933,1372.9,50,0.041861642,134531040.0,955.50256,True,138.32,415.06924
[-1.695  2.17  -2.435 -2.023 -2.53 ],2.8042896,9.4312315,1389.128756552964,10.0,-1,2.2989447,1676984,14350,0.013876238,2239.767,1558.0869262218475,189.80748,287,10.0,-1.1101729,0.1886246,1199.3213,,2049.9597,1.3366021,2.6861372,18.61409,0.00027752476,66.83011,3274.6226,1600.8965,1389.1285,50,0.0459789,159552460.0,1001.18964,True,139.94,284.05594
[-1.686  2.179 -2.435 -2.02  -2.529],48.610012,0.18312885,1399.058891460158,10.0,-1,1.0829635,1684031,14400,0.7443981,2689.6023,1563.8535377979279,989.3578,288,10.0,-1.1220093,0.0036625767,409.70105,,1700.2445,0.031542562,47.18598,1.0596367,0.014887962,1.577128,1507.6204,1028.0778,1399.059,50,0.021659272,1297230.4,933.20605,True,140.94,315.59973
[-1.683  2.176 -2.434 -2.018 -2.541],48.673847,0.16751671,1346.6924133057726,10.0,-1,1.0148633,1690816,14450,0.46151668,2859.772,1569.436555147171,189.82147,289,10.0,-1.1196942,0.0033503342,1156.8708,,2669.9504,0.029710473,48.029514,1.0410266,0.009230333,1.4855237,1380.4341,875.04834,1346.6924,50,0.020297263,296454.44,851.36536,True,135.7,406.18646
[-1.682  2.175 -2.436 -2.021 -2.539],25.477274,1.2397226,1322.0992949545716,10.0,-1,1.2636203,1697478,14500,0.14361456,1799.8599,1575.2985575199127,89.91587,290,10.0,-1.1206677,0.024794452,1232.1835,,1709.944,0.106629096,22.87872,2.185437,0.0028722913,5.3314548,1676.0264,1215.167,1322.0994,50,0.025272405,2381213.2,1010.35425,True,133.24,283.03323
[-1.688  2.173 -2.439 -2.023 -2.54 ],3.4100025,10.1436205,1418.120207451585,10.0,-1,2.7442522,1704620,14550,0.012333922,2869.8374,1581.9410908222198,,291,10.0,-1.1185306,0.20287241,1418.1201,,2869.8374,1.3527284,3.845713,13.001491,0.00024667845,67.63642,3583.0942,1790.7786,1418.1201,50,0.05488505,157243440.0,921.0498,True,142.84,387.16476
[-1.687  2.184 -2.438 -2.011 -2.537],35.289726,0.67645746,1372.283682674323,10.0,-1,1.0477417,1711533,14600,0.27214792,2159.7441,1588.4044771194458,179.83063,292,10.0,-1.1168256,0.01352915,1192.453,,1979.9136,0.07936405,37.04698,1.3496376,0.0054429583,3.9682024,1496.2404,1061.6586,1372.2836,50,0.02095483,947384.4,998.2051,True,138.26,378.72458
[-1.683  2.184 -2.44  -2.018 -2.536],2.3566515,36.156162,1280.8598120873216,10.0,-1,8.0413475,1717989,14650,0.0005791807,2049.855,1594.3043854236603,99.89108,293,10.0,-1.1229416,0.72312325,1180.9688,,1949.9639,4.529191,0.25770482,194.02043,1.1583614e-05,226.45956,12067.77,7122.301,1280.8599,50,0.16082695,2732797000.0,925.81445,True,129.12,367.606
[-1.674  2.197 -2.445 -2.011 -2.542],11.697293,3.0565836,1339.0491640983191,10.0,-1,1.6891345,1724736,14700,0.022198752,1989.7789,1601.0050802230835,89.91405,294,10.0,-1.1262827,0.06113167,1249.1351,,1899.8649,0.29703528,8.410623,5.944863,0.00044397503,14.851765,2435.834,1595.53,1339.0491,50,0.033782687,23329656.0,994.4094,True,134.94,443.71323
[-1.686  2.198 -2.446 -2.002 -2.545],42.689907,0.43413416,1311.0439882641847,10.0,-1,1.0491196,1731343,14750,0.32377452,2429.346,1607.8998153209686,379.72107,295,10.0,-1.121583,0.008682682,931.323,,2049.625,0.04846561,41.581997,1.2024435,0.00647549,2.4232805,1433.2985,971.89343,1311.044,50,0.020982394,781460.6,890.2689,True,132.14,439.86084
[-1.689  2.198 -2.449 -2.008 -2.541],6.1123996,5.512725,1414.0484837649199,10.0,-1,2.0573173,1738465,14800,0.03436145,3069.6147,1615.6434469223022,199.7959,296,10.0,-1.1130202,0.110254504,1214.2526,,2869.8188,0.6532309,7.0664034,7.075735,0.0006872289,32.661545,2971.6523,1557.3889,1414.0486,50,0.041146345,51387290.0,882.3755,True,142.44,456.89355
[-1.689  2.212 -2.494 -2.023 -2.532],5.9720244,6.6640677,1388.8874087805377,10.0,-1,2.4543464,1745461,14850,0.0017842803,2279.8062,1622.1958928108215,199.83293,297,10.0,-1.1546469,0.13328135,1189.0546,,2079.9731,0.62781465,3.7161036,13.454953,3.5685604e-05,31.390732,4004.8015,2556.3645,1388.8875,50,0.04908693,120124264.0,994.0133,True,139.92,415.66962
[-1.68   2.217 -2.501 -2.034 -2.574],4.722846,7.0787606,1322.902750678524,10.0,-1,2.286228,1752127,14900,0.024227664,2749.7002,1627.8915441036224,,298,10.0,-1.1375875,0.1415752,1322.9028,,2749.7002,0.9742034,5.7044826,8.765037,0.00048455325,48.71017,2985.2014,1575.1893,1322.9028,50,0.045724556,80929590.0,846.64056,True,133.32,432.74603
[-1.67   2.221 -2.499 -2.038 -2.557],27.678585,1.1454275,1382.471367887849,10.0,-1,1.2754946,1759091,14950,0.15417239,2069.8608,1634.6788132190704,769.5991,299,10.0,-1.1499164,0.022908548,612.87225,,1300.2617,0.08164983,23.93764,2.0887606,0.0030834477,4.082492,1792.9899,1274.8511,1382.4714,50,0.025509892,1872761.4,1023.96106,True,139.28,242.70172
[-1.674  2.217 -2.505 -2.042 -2.569],34.27238,0.8033029,1395.691183373653,10.0,-1,1.1858234,1766121,15000,0.23664883,2589.6875,1641.8511912822723,199.81409,300,10.0,-1.1359822,0.016066056,1195.8771,,2389.8735,0.099453755,33.89628,1.4750882,0.0047329767,4.9726877,1721.2842,1176.5095,1395.691,50,0.023716468,1565801.9,947.14417,True,140.6,356.338
[-1.67   2.216 -2.509 -2.048 -2.555],42.122166,0.4795572,1560.329433055202,10.0,-1,1.1088994,1773974,15050,0.2405951,2669.7966,1649.4326586723328,189.82057,301,10.0,-1.1432356,0.0095911445,1370.5089,,2479.976,0.04846451,41.69651,1.1991411,0.004811902,2.4232256,1771.385,1265.008,1560.3296,50,0.022177985,860447.0,1097.907,True,157.06,418.27838
[-1.674  2.218 -2.51  -2.044 -2.562],32.405388,0.9704193,1414.6898109128233,10.0,-1,1.3169768,1781099,15100,0.20203927,2609.8318,1656.8356738090515,179.84555,302,10.0,-1.1436899,0.019408386,1234.8442,,2429.9863,0.114599265,28.68804,1.7428865,0.004040785,5.7299633,1861.3276,1264.5566,1414.6897,50,0.026339531,1205561.2,962.65356,True,142.5,332.2708
[-1.674  2.212 -2.51  -2.05  -2.563],38.23478,0.65723056,1521.1015100991676,10.0,-1,1.1848056,1788756,15150,0.39649463,2399.8066,1663.8895983695984,189.81134,303,10.0,-1.1529979,0.0131446095,1331.2902,,2209.9954,0.079646654,37.81641,1.3221773,0.007929892,3.9823327,1800.1592,1322.21,1521.1016,50,0.023696115,1204345.4,1105.4427,True,153.14,421.62076
[-1.673  2.216 -2.508 -2.046 -2.572],47.956455,0.21256277,1434.308965864905,10.0,-1,1.0297179,1795979,15200,0.500716,2399.8604,1672.0256311893463,579.60846,304,10.0,-1.1604646,0.004251255,854.70056,,1820.252,0.032575827,47.90554,1.0437206,0.010014319,1.6287913,1482.5846,1057.9271,1434.309,50,0.020594358,527278.75,1018.641,True,144.46,314.49545
[-1.675  2.217 -2.512 -2.045 -2.579],6.82138,4.8223405,1407.684863920055,10.0,-1,1.9167241,1803069,15250,0.01928095,2689.7954,1678.275081396103,189.81125,305,10.0,-1.152587,0.09644679,1217.8735,,2499.9841,0.58204705,6.6226025,7.549902,0.00038561897,29.102354,2884.94,1604.8204,1407.6848,50,0.038334478,41982020.0,941.7986,True,141.8,364.0038
[-1.684  2.213 -2.516 -2.045 -2.572],24.108688,1.2770493,1404.6917892845179,10.0,-1,1.2323029,1810144,15300,0.08155821,3039.6074,1684.210133075714,289.73248,306,10.0,-1.1460103,0.025540985,1114.9594,,2749.875,0.13926128,26.128141,1.9136455,0.0016311642,6.9630637,1769.7513,1041.4537,1404.6919,50,0.024646055,2840131.8,878.21643,True,141.5,383.77625
[-1.691  2.212 -2.52  -2.043 -2.565],31.301,0.89624906,1382.0936460184137,10.0,-1,1.1595746,1817106,15350,0.13321424,2039.8246,1690.6855285167694,979.3568,307,10.0,-1.1577288,0.01792498,402.7368,,1060.4678,0.07337479,29.200304,1.7123109,0.0026642845,3.6687398,1608.3826,1146.0603,1382.0934,50,0.02319149,1631268.9,1028.7856,True,139.24,238.55246
[-1.694  2.208 -2.523 -2.043 -2.577],45.792877,0.32525596,1489.7218236179067,10.0,-1,1.0730785,1824606,15400,0.54064655,2439.797,1698.0642774105072,769.3561,308,10.0,-1.1551514,0.0065051187,720.3657,,1670.441,0.036730964,45.45238,1.1000524,0.010812931,1.8365482,1616.6539,1173.4323,1489.7219,50,0.021461572,948410.94,1067.1366,True,150.0,342.5751
[-1.698  2.215 -2.537 -2.047 -2.574],3.529907,10.061639,1460.1056339830843,10.0,-1,2.7730877,1831958,15450,0.012739892,2689.4893,1704.8533253669739,1039.2661,309,10.0,-1.149245,0.20123278,420.83957,,1650.2231,1.3982065,3.8425512,13.012188,0.00025479784,69.910324,3949.0732,2268.7007,1460.1056,50,0.05546176,17024144.0,994.2725,True,147.04,353.93317
[-1.696  2.226 -2.539 -2.038 -2.568],40.68451,0.53687,1380.4885832981017,10.0,-1,1.1219693,1838912,15500,0.3127507,2159.6045,1711.4280815124512,189.81015,310,10.0,-1.1283003,0.0107374,1190.6785,,1969.7943,0.061746545,38.996956,1.2821513,0.006255014,3.0873272,1527.0598,1103.51,1380.4886,50,0.022439392,548017.06,1006.4342,True,139.08,351.14148
[-1.689  2.214 -2.539 -2.032 -2.547],42.886967,0.41737226,1334.4836463852678,10.0,-1,1.0248468,1845636,15550,0.27406836,2319.7954,1717.2790088653564,189.825,311,10.0,-1.1267866,0.008347445,1144.6587,,2129.9705,0.050582845,42.714024,1.1705757,0.005481367,2.5291424,1400.6931,965.97266,1334.4838,50,0.020496937,442467.4,932.6834,True,134.48,383.89642
[-1.69   2.212 -2.539 -2.035 -2.546],43.474026,0.41937,1429.8952715075568,10.0,-1,1.0824052,1852837,15600,0.18990776,2919.729,1723.7059638500214,389.6714,312,10.0,-1.1217828,0.0083874,1040.2239,,2530.0576,0.042963937,42.01785,1.1899705,0.003798155,2.148197,1550.844,999.18427,1429.8953,50,0.021648103,437575.9,924.18335,True,144.02,393.84903
[-1.689  2.21  -2.547 -2.04  -2.541],44.105946,0.38274118,1354.7134069060512,10.0,-1,1.0469993,1859662,15650,0.34615967,2419.8066,1730.2812263965607,99.88684,313,10.0,-1.1206673,0.0076548224,1254.8265,,2319.92,0.03835459,43.164234,1.1583664,0.006923193,1.9177296,1435.3334,984.2423,1354.7133,50,0.020939983,421487.3,935.5906,True,136.5,395.8405
[-1.687  2.209 -2.548 -2.045 -2.54 ],48.36603,0.18726766,1378.3215009626774,10.0,-1,1.01885,1866605,15700,0.75044495,2289.8623,1736.6855697631836,189.80759,314,10.0,-1.1219007,0.0037453533,1188.5139,,2100.0547,0.034185596,48.224236,1.036823,0.015008898,1.7092798,1397.6532,993.80115,1378.3215,50,0.020376997,167047.69,981.7056,True,138.86,287.11026
[-1.688  2.21  -2.549 -2.043 -2.541],16.636612,2.2767282,1465.3159801305787,10.0,-1,1.607713,1873983,15750,0.004410871,2469.8438,1743.2107231616974,969.1598,315,10.0,-1.1353292,0.04553456,496.15622,,1500.684,0.2058355,14.036355,3.5621784,8.821741e-05,10.291776,2422.5981,1615.1997,1465.3159,50,0.03215426,4777009.0,1037.5266,True,147.56,324.79187
[-1.678  2.206 -2.547 -2.052 -2.554],10.202088,3.8495183,1384.935251932796,10.0,-1,1.94904,1880959,15800,0.028300708,2039.8381,1749.2894263267517,99.89238,316,10.0,-1.1441814,0.07699036,1285.043,,1939.9458,0.40852863,9.6961775,5.156671,0.00056601415,20.426432,2638.7024,1836.3945,1384.9353,50,0.0389808,21322798.0,1031.6249,True,139.52,282.81088
[-1.688  2.211 -2.547 -2.039 -2.563],6.505639,4.134469,1474.7147139427386,10.0,-1,1.5989994,1888384,15850,0.06333687,2469.753,1756.3657369613647,949.375,317,10.0,-1.132747,0.08268939,525.3397,,1520.3779,0.5689408,11.791953,4.2401795,0.0012667374,28.44704,2214.9424,1334.0836,1474.7147,50,0.03197998,5028145.5,1046.9409,True,148.5,315.41357
[-1.691  2.203 -2.538 -2.041 -2.552],12.239522,3.0853636,1452.5219511021442,10.0,-1,1.7565876,1895698,15900,0.010383866,2279.6685,1763.4534220695496,949.458,318,10.0,-1.1157669,0.061707273,503.06393,,1330.2104,0.27011734,7.406138,6.751157,0.00020767731,13.505867,2538.0417,1512.103,1452.522,50,0.035131756,5883384.0,1057.6719,True,146.28,321.3614
[-1.694  2.194 -2.541 -2.05  -2.535],16.923496,1.976171,1353.1430916586291,10.0,-1,1.4135455,1902515,15950,0.024589606,1919.8778,1769.197184562683,969.43677,319,10.0,-1.1151779,0.03952342,383.70633,,950.44104,0.19892259,13.141764,3.8046644,0.0004917921,9.94613,1974.5363,1325.9132,1353.1431,50,0.028270908,2869225.8,1020.6105,True,136.34,217.15132
[-1.685  2.194 -2.543 -2.062 -2.534],44.22388,0.3762873,1445.5692483215616,10.0,-1,1.0411901,1909794,16000,0.2644675,2269.8691,1775.337543964386,1059.4734,320,10.0,-1.118365,0.0075257462,386.09586,,1210.3958,0.039028373,43.94757,1.1377193,0.00528935,1.9514188,1511.9934,1092.6411,1445.5692,50,0.020823805,1352924.8,1052.4164,True,145.58,277.59677
