Weights,ESSClassic,StdIW,EpRewMean,ReturnStepMax,VarianceInit,MeanIW,TimestepsSoFar,EpisodesSoFar,MinIW,InitialReturnMax,TimeElapsed,InitialReturnMin,Iteration,ReturnStepMaxmin,MeanEntropy,StdIWNorm,OptimizationReturnMean,OptimizationReturnMin,OptimizationReturnMax,MaxIWNorm,ESSRenyi,EmpiricalD2,MinIWNorm,MaxIW,ReturnMeanIW,Bound,InitialReturnMean,EpThisIter,MeanIWNorm,J_sample_variance,InitialBound,LearnableVariance,EpLenMean,InitialReturnStd
[-1.547  1.946 -2.185 -2.64  -1.323],1.0810376,275.1287,1165.0031060749645,10.0,-1,40.89947,284889,3550,0.0006965287,1919.8018,228.8649787902832,819.74554,71,10.0,0.17987625,5.502573,345.25754,,1100.0562,39.33212,0.019652046,2544.2644,1.3930574e-05,1966.606,50830.56,34058.047,1165.0032,50,0.8179894,14776186000.0,832.48364,True,117.52,255.2842
[-1.496  1.963 -2.193 -2.67  -1.239],7.07676,5.752424,1159.196296402571,10.0,-1,2.3357258,290736,3600,0.000900713,1889.81,234.56728219985962,799.71826,72,10.0,0.10237369,0.11504848,359.47806,,1090.0918,0.57589096,3.8977451,12.8279295,1.801426e-05,28.794548,2726.2131,1553.8638,1159.1963,50,0.046714514,11732562.0,831.8716,True,116.94,250.43727
[-1.513  1.935 -2.188 -2.69  -1.317],44.601612,0.36775067,1128.5917858427229,10.0,-1,1.0570525,296430,3650,0.4527039,2049.771,240.12820768356323,799.7213,73,10.0,0.098568626,0.0073550125,328.8705,,1250.0497,0.05368913,43.259296,1.155821,0.009054078,2.6844566,1226.0984,844.40796,1128.5917,50,0.02114105,896954.7,773.5609,True,113.88,267.3531
[-1.525  1.945 -2.185 -2.665 -1.32 ],31.871796,0.84993327,1177.0020067327605,10.0,-1,1.1269654,302366,3700,0.24336988,2169.7656,245.36619901657104,779.6993,74,10.0,0.07516118,0.016998665,397.30273,,1390.0664,0.08621782,34.225014,1.4609199,0.0048673972,4.310891,1298.4922,844.25085,1177.002,50,0.022539306,1013878.44,801.1876,True,118.72,309.52673
[-1.531  1.966 -2.195 -2.64  -1.344],1.9766315,13.121343,1199.4010491007853,10.0,-1,2.6620417,308414,3750,0.010336949,2019.8077,250.8417775630951,,75,10.0,0.1337603,0.26242685,1199.4011,,2019.8077,1.8815445,1.8630885,26.837158,0.00020673897,94.077225,3632.6453,1820.3083,1199.4011,50,0.053240832,359914850.0,849.56006,True,120.96,320.4578
[-1.579  1.982 -2.193 -2.601 -1.285],1.9260132,113.41015,1216.1857642499008,10.0,-1,22.70003,314546,3800,5.7249472e-05,4279.5967,257.7302007675171,,76,10.0,0.0827493,2.2682028,1216.1858,,4279.5967,14.701313,0.09396539,532.11084,1.1449894e-06,735.0657,40742.863,23644.107,1216.1858,50,0.45400056,43272868000.0,474.9378,True,122.64,524.9755
[-1.51   1.983 -2.202 -2.675 -1.336],1.4031146,22.766096,1215.0105799732355,10.0,-1,3.8683958,320672,3850,0.00012828453,2089.7554,262.99729013442993,839.80695,77,10.0,0.038196694,0.45532188,375.20367,,1249.9485,3.2533433,0.8306209,60.195934,2.5656907e-06,162.66718,4783.404,1975.1287,1215.0106,50,0.0773679,103989430.0,853.05426,True,122.52,266.56494
[-1.552  1.962 -2.187 -2.659 -1.381],29.393614,1.0377796,1167.8112685386698,10.0,-1,1.2394545,326562,3900,0.08729719,2109.839,269.0012209415436,859.73535,78,10.0,0.015867233,0.020755589,308.0759,,1250.1038,0.11096924,27.293343,1.8319485,0.0017459438,5.548462,1483.4061,988.7919,1167.8113,50,0.024789087,1433250.9,802.37646,True,117.8,233.56355
[-1.562  1.981 -2.196 -2.603 -1.403],10.802458,3.5414176,1128.2086265054675,10.0,-1,1.8591267,332254,3950,0.09934474,2139.7866,274.5396182537079,,79,10.0,0.04559325,0.070828356,1128.2086,,2139.7866,0.4652222,11.067594,4.517694,0.0019868948,23.26111,2027.8638,1240.1118,1128.2086,50,0.037182536,12090304.0,757.5868,True,113.84,312.84027
[-1.533  1.972 -2.188 -2.659 -1.373],32.34984,0.86889416,1176.011119091648,10.0,-1,1.1763283,338185,4000,0.21557128,2409.7483,279.1130704879761,,80,10.0,0.03198227,0.017377883,1176.0111,,2409.7483,0.08738077,31.174809,1.6038591,0.0043114256,4.3690386,1365.3606,836.7749,1176.0111,50,0.023526568,1240998.9,758.6306,True,118.62,344.5763
[-1.528  1.941 -2.199 -2.618 -1.387],16.111977,2.0069053,1139.4046039910886,10.0,-1,1.3838154,343933,4050,0.026289754,1859.8201,284.89921951293945,839.76825,81,10.0,0.02073668,0.040138103,299.63635,,1020.0518,0.17214577,13.612996,3.6729608,0.00052579504,8.607288,1601.0471,983.68536,1139.4047,50,0.02767631,2112251.0,817.2744,True,114.96,221.59181
[-1.555  1.938 -2.192 -2.583 -1.398],18.920715,1.7850562,1208.2027066502865,10.0,-1,1.3927883,350025,4100,0.0952951,2229.7656,290.3871865272522,829.7438,82,10.0,0.053862162,0.035701122,378.4589,,1400.0219,0.19422418,19.191874,2.6052694,0.0019059019,9.711209,1666.8882,1043.5178,1208.2028,50,0.027855763,1884300.2,821.9959,True,121.84,281.92108
[-1.533  1.938 -2.193 -2.583 -1.365],48.216503,0.19648547,1141.0118192179464,10.0,-1,1.0216241,355781,4150,0.49487087,1929.8275,295.7348895072937,,83,10.0,0.045505956,0.0039297095,1141.0117,,1929.8275,0.033077236,46.961994,1.0646907,0.009897417,1.6538619,1179.5424,834.64417,1141.0117,50,0.020432482,184544.56,806.7559,True,115.12,281.69318
[-1.539  1.947 -2.189 -2.568 -1.373],33.409462,0.86695385,1145.0022094517753,10.0,-1,1.2302701,361557,4200,0.18058571,2349.811,301.3376281261444,799.7655,84,10.0,0.010291577,0.017339077,345.23672,,1550.0455,0.09820135,34.879025,1.4335263,0.003611714,4.9100676,1343.4409,856.1409,1145.0022,50,0.0246054,1103900.2,738.003,True,115.52,263.6169
[-1.537  1.935 -2.189 -2.581 -1.409],3.83638,8.481479,1103.196944360317,10.0,-1,2.4450202,367124,4250,0.0031816943,2079.7969,306.95848631858826,,85,10.0,0.007343811,0.16962956,1103.1969,,2079.7969,1.0407909,4.3941565,11.378748,6.363389e-05,52.039547,2624.4827,1409.3357,1103.1969,50,0.0489004,79174536.0,742.9655,True,111.34,310.88266
[-1.527  1.972 -2.188 -2.525 -1.412],6.4622755,4.065753,1194.5984488564495,10.0,-1,1.5663933,373148,4300,0.17146891,2199.8074,314.0038368701935,889.7635,86,10.0,0.01711874,0.081315055,304.835,,1310.044,0.5794026,22.326227,2.2395186,0.0034293782,28.97013,1829.6033,1259.4093,1194.5984,50,0.031327866,2956385.5,813.58057,True,120.48,277.20105
[-1.555  2.007 -2.189 -2.477 -1.402],3.1333158,10.86449,1155.5999136569028,10.0,-1,2.809178,378977,4350,0.0012803257,1689.7786,319.8518602848053,,87,10.0,-0.02114319,0.21728979,1155.6,,1689.7786,1.1518171,1.4579408,34.294945,2.5606514e-05,57.590855,3435.7703,1721.7913,1155.6,50,0.056183565,192235970.0,862.92175,True,116.58,256.6915
[-1.57   2.072 -2.186 -2.396 -1.44 ],28.82878,1.1366521,1361.17362637513,10.0,-1,1.3263793,385834,4400,0.14235795,2279.708,326.1353385448456,919.6145,88,10.0,-0.017859202,0.022733042,441.55914,,1360.0935,0.10813669,22.028477,2.2697892,0.0028471588,5.4068346,1945.3016,1350.4172,1361.1737,50,0.026527584,2755047.8,966.3166,True,137.14,341.882
[-1.603  2.097 -2.176 -2.372 -1.437],49.11145,0.13680041,1286.1698580363463,10.0,-1,1.0170373,392316,4450,0.68627477,2369.6504,331.8045070171356,,89,10.0,-0.01354313,0.0027360083,1286.1698,,2369.6504,0.02592471,48.42302,1.0325668,0.013725495,1.2962356,1314.5447,897.47943,1286.1698,50,0.020340746,192523.8,875.7343,True,129.64,365.44708
[-1.603  2.094 -2.17  -2.381 -1.432],11.570136,2.9055095,1283.9779097931068,10.0,-1,1.5942528,398787,4500,0.054585066,2199.7383,337.5684242248535,9.98161,90,10.0,-0.012044881,0.058110192,1273.9963,,2189.7566,0.39568442,12.835921,3.8953183,0.0010917013,19.784222,1995.1965,1243.2219,1283.978,50,0.031885058,12698945.0,902.97205,True,129.42,345.11975
[-1.581  2.107 -2.171 -2.372 -1.431],3.0878007,7.945923,1300.3836569593948,10.0,-1,2.0385723,405340,4550,0.00092387025,2029.802,343.44028401374817,9.981532,91,10.0,-0.039518356,0.15891844,1290.4021,,2019.8204,1.131833,3.240164,15.431317,1.8477405e-05,56.591652,2834.5132,1453.4427,1300.3837,50,0.04077144,131831610.0,948.8115,True,131.06,311.88324
[-1.622  2.112 -2.177 -2.319 -1.458],4.8605084,10.721229,1253.3600358144704,10.0,-1,3.5180914,411658,4600,0.0042182794,1979.7734,349.73429131507874,859.65784,92,10.0,-0.12991518,0.21442457,393.70218,,1120.1156,1.242564,1.5177002,32.944584,8.436559e-05,62.1282,4895.8975,2927.7024,1253.3601,50,0.07036183,85174750.0,910.4532,True,126.36,256.20724
[-1.621  2.075 -2.179 -2.362 -1.549],30.99488,0.96658164,1222.7927602941397,10.0,-1,1.2343781,417823,4650,0.22625253,1769.8374,355.9049406051636,889.8064,93,10.0,-0.12472593,0.019331632,332.98642,,880.031,0.10651902,27.357967,1.8276211,0.0045250505,5.325951,1516.4806,1102.0641,1222.7928,50,0.024687562,1386783.4,916.2479,True,123.3,204.69608
[-1.61   2.082 -2.22  -2.368 -1.544],29.010872,1.0087823,1220.983533282788,10.0,-1,1.1859889,423979,4700,0.26945153,1789.8145,362.2201232910156,879.72766,94,10.0,-0.10369798,0.020175643,341.2559,,910.0868,0.089230806,29.255754,1.7090654,0.0053890306,4.46154,1407.6753,1002.402,1220.9835,50,0.023719778,1199318.2,910.97845,True,123.12,200.28532
[-1.619  2.073 -2.216 -2.363 -1.523],40.229473,0.5263123,1275.3869635670699,10.0,-1,1.0679644,430407,4750,0.3955981,2189.7693,368.4491584300995,899.6869,95,10.0,-0.08630349,0.010526245,375.70007,,1290.0824,0.053326715,40.360786,1.2388262,0.007911962,2.6663358,1384.2184,962.0709,1275.387,50,0.02135929,1122934.8,896.1078,True,128.56,297.84314
[-1.62   2.064 -2.217 -2.37  -1.505],40.49979,0.52859944,1233.5799569380938,10.0,-1,1.0914059,436626,4800,0.4199719,1859.7874,373.49212098121643,879.8163,96,10.0,-0.07916254,0.010571988,353.76367,,979.97107,0.048061166,40.42084,1.2369857,0.008399438,2.4030583,1399.7699,1041.5034,1233.58,50,0.021828117,1167323.9,911.4553,True,124.38,236.64972
[-1.567  2.011 -2.127 -2.317 -1.498],1.0091095,887.0994,1191.5739640612994,10.0,-1,127.31622,442635,4850,2.3037853e-06,1749.8025,379.1749839782715,819.6906,97,10.0,-0.13657916,17.741987,371.88336,,930.1119,126.74001,0.0027856324,17949.246,4.6075705e-08,6337.001,143823.97,103219.59,1191.574,50,2.5463243,88306260000.0,888.49927,True,120.18,215.50899
[-1.65   2.065 -2.114 -2.193 -1.556],33.485123,0.74614793,1219.9459154232193,10.0,-1,1.0624616,448786,4900,0.23381905,2539.688,385.2660720348358,889.5521,98,10.0,-0.15227549,0.014922959,330.39383,,1650.1359,0.09026852,37.24599,1.3424264,0.004676381,4.5134263,1331.4849,821.8182,1219.946,50,0.021249233,1175148.2,780.05896,True,123.02,275.54373
[-1.662  2.065 -2.116 -2.192 -1.571],6.853663,3.5742314,1231.3386821760798,10.0,-1,1.4245316,454994,4950,0.025418703,2659.689,391.6717164516449,839.5731,99,10.0,-0.17505595,0.071484625,391.76562,,1820.1158,0.5042232,11.703369,4.272274,0.000508374,25.211163,1902.8761,950.6917,1231.3386,50,0.028490629,5827852.5,770.667,True,124.16,304.92932
[-1.692  2.07  -2.13  -2.17  -1.594],19.000599,2.0307164,1253.3590622682323,10.0,-1,1.5898507,461312,5000,0.067516595,2209.7368,398.3782305717468,9.98044,100,10.0,-0.1967834,0.04061433,1243.3787,,2199.7563,0.2043304,15.30531,3.26684,0.0013503318,10.21652,1954.0804,1262.3049,1253.3591,50,0.031797007,6166803.5,870.62134,True,126.36,305.7466
[-1.67   2.073 -2.141 -2.173 -1.616],31.020138,0.9520393,1259.5263863943633,10.0,-1,1.217111,467661,5050,0.26007152,1799.6707,405.5128843784332,939.7294,101,10.0,-0.18726453,0.019040786,319.79703,,859.9413,0.11472549,29.005499,1.723811,0.00520143,5.7362747,1537.6464,1128.3871,1259.5264,50,0.024342222,1751353.1,947.8143,True,126.98,231.86455
[-1.653  2.067 -2.141 -2.193 -1.606],4.1212034,8.284727,1278.7479726841923,10.0,-1,2.483043,474106,5100,0.0027322317,2119.769,411.3996796607971,949.7505,102,10.0,-0.23492832,0.16569452,328.99747,,1170.0186,1.1452495,4.4204345,11.311105,5.4644635e-05,57.262478,3022.883,1788.0686,1278.7479,50,0.049660854,11125518.0,911.59326,True,128.9,273.53387
[-1.651  2.098 -2.139 -2.162 -1.654],23.278502,1.4108176,1358.7333891360668,10.0,-1,1.3167943,480951,5150,0.06545278,3469.5244,417.9403600692749,,103,10.0,-0.25159815,0.02821635,1358.7333,,3469.5244,0.16774888,24.822685,2.0142865,0.0013090555,8.3874445,1755.2693,902.3829,1358.7333,50,0.026335886,4642331.0,757.7941,True,136.9,430.48837
[-1.634  2.101 -2.108 -2.153 -1.671],11.974144,3.193215,1314.1259956644942,10.0,-1,1.791888,487573,5200,0.03652411,2069.6406,423.2300944328308,839.8193,104,10.0,-0.2518298,0.0638643,474.30667,,1229.8213,0.29943034,8.679184,5.7609105,0.00073048216,14.971518,2219.3726,1358.9712,1314.126,50,0.03583776,4048596.8,955.6538,True,132.44,290.67285
[-1.664  2.105 -2.123 -2.136 -1.671],4.221591,6.8677645,1237.9143141731365,10.0,-1,2.0855622,493814,5250,0.010029918,1659.7288,428.5224280357361,909.56433,105,10.0,-0.23553465,0.1373553,328.35,,750.1644,0.9653653,3.528458,14.170496,0.00020059834,48.268265,2705.0364,1622.8794,1237.9143,50,0.04171124,17642538.0,950.44086,True,124.82,201.91689
[-1.67   2.072 -2.108 -2.142 -1.654],3.0860112,21.459599,1267.133204437252,10.0,-1,5.5038824,500201,5300,0.0066277497,1829.641,433.9372420310974,849.72217,106,10.0,-0.15693507,0.42919198,417.4111,,979.9188,2.4593408,0.51502097,97.08343,0.000132555,122.96704,7542.432,4419.9565,1267.1332,50,0.11007764,179121760.0,950.2302,True,127.74,211.84941
[-1.669  2.046 -2.115 -2.188 -1.576],49.86163,0.052885484,1191.3535374534536,10.0,-1,1.0039197,506209,5350,0.9160664,1939.7355,440.8865439891815,939.6961,107,10.0,-0.15816304,0.0010577097,251.65742,,1000.03937,0.02299682,49.764343,1.0047355,0.018321328,1.1498411,1196.1296,859.36304,1191.3535,50,0.020078395,948897.3,855.38135,True,120.16,198.85106
[-1.671  2.047 -2.112 -2.192 -1.577],5.365002,5.126259,1309.3475499430479,10.0,-1,1.7772467,512807,5400,0.0449391,2469.7495,447.10147190093994,899.7218,108,10.0,-0.14759064,0.10252518,409.62573,,1570.0277,0.73052067,8.494579,5.886107,0.000898782,36.526035,2537.6628,1499.8295,1309.3475,50,0.03554493,13440260.0,881.5742,True,131.96,350.73132
[-1.68   2.076 -2.11  -2.143 -1.567],41.66133,0.4719438,1289.1153839849371,10.0,-1,1.0548935,519304,5450,0.26145935,2139.6985,454.05356073379517,989.6261,109,10.0,-0.16786051,0.009438876,299.4893,,1150.0724,0.049234916,41.457493,1.2060546,0.0052291867,2.4617457,1375.9908,968.9887,1289.1154,50,0.02109787,1282477.0,918.5087,True,129.94,274.44727
[-1.689  2.088 -2.12  -2.136 -1.587],39.054863,0.58836555,1232.1038577923268,10.0,-1,1.1114103,525516,5500,0.33882418,2119.6384,460.02582144737244,699.58887,110,10.0,-0.15411532,0.011767312,532.515,,1420.0496,0.05224902,37.399223,1.3369262,0.0067764837,2.612451,1389.7057,965.2072,1232.1039,50,0.022228207,893993.1,864.97174,True,124.24,290.2307
[-1.702  2.093 -2.121 -2.126 -1.573],46.585506,0.2783711,1314.5035075880116,10.0,-1,1.0282214,532140,5550,0.47639835,2649.5974,466.39482951164246,119.88339,111,10.0,-0.15718266,0.005567422,1194.6201,,2529.714,0.037437014,45.95615,1.0879936,0.009527966,1.8718507,1375.7302,897.04095,1314.5035,50,0.020564426,469889.5,855.57983,True,132.48,386.8694
[-1.708  2.102 -2.126 -2.118 -1.576],20.711058,1.5651628,1231.4910992110513,10.0,-1,1.3161603,538349,5600,0.104536,2079.6133,472.3261239528656,399.69363,112,10.0,-0.16481937,0.031303257,831.7975,,1679.9197,0.17542498,26.32178,1.8995676,0.00209072,8.771249,1499.4413,1002.9969,1231.491,50,0.026323205,1880995.5,871.2916,True,124.18,300.3037
[-1.709  2.114 -2.126 -2.09  -1.584],17.018156,1.9206904,1267.0753468115204,10.0,-1,1.379673,544736,5650,0.15312786,1979.6675,478.1732428073883,599.63635,113,10.0,-0.13022374,0.038413804,667.43896,,1380.0311,0.22709073,22.019144,2.2707512,0.0030625572,11.354537,1674.9287,1158.2297,1267.0753,50,0.02759346,2321512.8,924.18677,True,127.74,278.10785
[-1.724  2.122 -2.135 -2.07  -1.549],19.027525,1.6386381,1286.4703063143027,10.0,-1,1.2843585,551220,5700,0.06581019,2319.5625,484.13425874710083,339.78333,114,10.0,-0.18357816,0.03277276,946.6869,,1979.7792,0.17695715,20.12194,2.4848497,0.0013162037,8.847857,1696.7294,1063.4187,1286.4703,50,0.02568717,3427244.0,884.7102,True,129.68,329.71762
[-1.732  2.116 -2.156 -2.077 -1.603],35.789383,0.76096594,1259.666026098316,10.0,-1,1.2076356,557570,5750,0.19706173,1989.6345,490.00297832489014,199.81326,115,10.0,-0.22024676,0.015219319,1059.8528,,1789.8213,0.083525755,34.63016,1.4438281,0.0039412347,4.1762877,1565.8171,1151.7301,1259.666,50,0.024152713,1164909.8,915.0512,True,127.0,311.56604
[-1.73   2.111 -2.148 -2.082 -1.639],43.03062,0.4251192,1342.680184188859,10.0,-1,1.0563365,564335,5800,0.4581988,2659.4854,495.88059854507446,9.980311,116,10.0,-0.19834426,0.008502384,1332.6998,,2649.5051,0.06162775,42.342243,1.1808538,0.009163976,3.0813875,1461.4048,960.8446,1342.6802,50,0.02112673,1090270.4,882.0438,True,135.3,459.12463
[-1.732  2.114 -2.149 -2.076 -1.617],2.8305757,11.477071,1269.067211802482,10.0,-1,2.8115005,570732,5850,0.003651008,2339.4875,501.5340392589569,399.64795,117,10.0,-0.26655585,0.22954139,869.4192,,1939.8396,1.6167905,2.753795,18.156763,7.302016e-05,80.83953,3366.8179,1640.1827,1269.0671,50,0.05623,70468504.0,863.856,True,127.94,327.6357
[-1.693  2.105 -2.145 -2.083 -1.685],43.206676,0.4366311,1304.0943534221262,10.0,-1,1.1011562,577304,5900,0.56181157,2189.6064,507.4348759651184,939.7444,118,10.0,-0.244339,0.008732622,364.34998,,1249.862,0.054887608,43.142487,1.1589503,0.011236231,2.7443805,1423.4471,1015.16614,1304.0944,50,0.022023125,1179646.4,924.8434,True,131.44,263.99323
[-1.697  2.11  -2.156 -2.082 -1.663],36.45082,0.6830472,1303.3133506106765,10.0,-1,1.1203345,583872,5950,0.18639334,2679.664,513.3239777088165,,119,10.0,-0.261822,0.013660943,1303.3134,,2679.664,0.07895442,36.83058,1.3575675,0.0037278666,3.947721,1477.8169,937.0356,1303.3134,50,0.022406688,1147182.1,839.1818,True,131.36,434.54654
[-1.685  2.104 -2.156 -2.095 -1.681],1.0404241,73.06636,1325.4915062406421,10.0,-1,10.651331,590551,6000,1.1560514e-05,2469.6753,519.36563539505,,120,10.0,-0.32824683,1.4613272,1325.4916,,2469.6753,10.442156,0.0803191,622.51697,2.3121028e-07,522.1078,26055.748,15383.004,1325.4916,50,0.21302661,33239296000.0,897.73126,True,133.58,365.29416
[-1.734  2.103 -2.171 -2.063 -1.747],21.579905,1.344241,1230.2710927533035,10.0,-1,1.1713566,596754,6050,0.12693132,2039.6078,526.1844611167908,209.83423,121,10.0,-0.33871368,0.026884822,1020.4369,,1829.7736,0.1467345,21.538687,2.3214042,0.0025386265,7.336725,1536.5496,998.3012,1230.2711,50,0.023427129,3205242.0,877.00073,True,124.06,327.98666
[-1.724  2.113 -2.178 -2.058 -1.758],14.248716,2.3623376,1203.2744923632367,10.0,-1,1.4913653,602822,6100,0.14156649,2109.7012,532.130756855011,89.91307,122,10.0,-0.2756303,0.047246758,1113.3615,,2019.7881,0.28746697,14.085879,3.5496542,0.0028313296,14.373348,1989.3774,1300.9241,1203.2744,50,0.029827306,15365172.0,837.8636,True,121.36,288.12384
[-1.726  2.106 -2.184 -2.055 -1.695],13.00256,3.1340861,1275.4921356980067,10.0,-1,1.8579735,609251,6150,0.018607683,2169.5137,538.5816345214844,109.88774,123,10.0,-0.23760885,0.06268172,1165.6045,,2059.626,0.3843266,8.433486,5.928746,0.00037215365,19.216331,2628.8203,1713.8555,1275.4921,50,0.037159465,30113358.0,899.7213,True,128.58,340.64676
[-1.722  2.083 -2.186 -2.076 -1.657],1.412631,25.900326,1317.2829359715104,10.0,-1,4.416293,615889,6200,0.0004423578,2309.7153,545.2641706466675,209.83434,124,10.0,-0.24619672,0.5180065,1107.4485,,2099.881,3.7105076,0.79840547,62.62482,8.847156e-06,185.52539,5511.712,2345.8474,1317.283,50,0.088325866,741001700.0,917.2284,True,132.76,355.86032
[-1.751  2.064 -2.155 -2.049 -1.665],7.7674894,3.3553135,1180.1202231597629,10.0,-1,1.4389642,621841,6250,0.07604133,1919.6194,552.3474340438843,9.981306,125,10.0,-0.23531973,0.06710627,1170.1388,,1909.6381,0.45916966,13.49119,3.7061224,0.0015208266,22.958483,1872.4515,1232.3695,1180.1204,50,0.028779285,29728830.0,847.6323,True,119.04,307.67667
[-1.744  2.055 -2.135 -1.987 -1.654],28.649776,1.0712665,1197.8610914538267,10.0,-1,1.2409576,627882,6300,0.060183182,1969.5659,557.6838374137878,519.67175,126,10.0,-0.26915005,0.021425331,678.1894,,1449.8942,0.09738508,27.786745,1.799419,0.0012036636,4.869254,1458.3652,1000.7533,1197.8611,50,0.024819152,1126663.4,856.72217,True,120.82,277.80063
[-1.746  2.067 -2.138 -1.975 -1.688],2.3759847,17.604265,1146.8682703207537,10.0,-1,3.9321198,633668,6350,0.0052993027,2299.4614,562.5992593765259,99.90021,127,10.0,-0.30566737,0.35208526,1046.968,,2199.5613,2.4639478,1.5435544,32.39277,0.00010598605,123.197395,3958.811,1692.0237,1146.8683,50,0.0786424,236283860.0,748.5898,True,115.72,479.16266
[-1.769  2.039 -2.195 -1.953 -1.725],32.52326,0.8390455,1143.8912643875437,10.0,-1,1.1445962,639439,6400,0.1623421,2059.5315,568.0517892837524,99.90019,128,10.0,-0.32366854,0.01678091,1043.9911,,1959.6313,0.07850273,32.425777,1.541983,0.003246842,3.9251366,1335.4609,892.49646,1143.8912,50,0.022891924,1155306.8,787.1699,True,115.42,364.87277
[-1.778  2.033 -2.193 -1.94  -1.743],27.42194,1.2344549,1186.6272393899585,10.0,-1,1.3604449,645424,6450,0.082845375,2329.6616,573.2403197288513,399.73746,129,10.0,-0.3202963,0.024689097,786.88983,,1929.9242,0.093019836,23.919369,2.090356,0.0016569075,4.650992,1635.1893,1051.7931,1186.6273,50,0.027208898,1666449.1,783.118,True,119.7,354.6233
[-1.791  2.024 -2.193 -1.94  -1.739],33.011948,0.7961989,1179.2676913797584,10.0,-1,1.109904,651372,6500,0.17091256,1809.6053,578.8536424636841,409.6759,130,10.0,-0.3458057,0.015923977,769.5918,,1399.9294,0.08396002,35.599728,1.4045051,0.0034182512,4.198001,1319.4224,947.9674,1179.2677,50,0.022198083,954932.56,865.8347,True,118.96,293.43268
[-1.788  2.014 -2.167 -1.92  -1.765],36.76597,0.6783448,1171.8538112773667,10.0,-1,1.1306479,657283,6550,0.22751544,1959.5405,584.9010453224182,,131,10.0,-0.36826643,0.013566896,1171.8538,,1959.5405,0.057655532,37.222645,1.3432683,0.004550309,2.8827767,1361.3031,967.9376,1171.8538,50,0.022612955,931435.9,832.4514,True,118.22,346.2117
