VarNormIw,VarDiscRet,VanillaAvgRet,VarVanillaIw,AvgNormIw,MaxVanillaIw,AvgEpLen,AvgVanillaIw,eRenyi2,MinVanillaIw,Bound,VarJ,ESSRenyi,MinNormIw,AvgRet,BatchSize,MaxNormIw,IterType,VarRet,Delta,ESSClassic,AvgDiscRet,EpsThisIter,J
2.1793e-19,87.2197630061,-66.9276462841,,0.005,1.0,97.83,1.0,1.0,1.0,-67.897,26.3532,500.0,0.005,-66.9276462841,500,0.005,2,87.2197630061,1.0,200.000000102,-66.9276462841,100,-67.897
5.43914e-20,1318.31519946,-69.5099040301,,0.00333333,1.0,100.4,1.0,1.0,1.0,-68.4346,29.9769,500.0,0.00333333,-69.5099040301,500,0.00333333,2,1318.31519946,1.0,299.999969474,-69.5099040301,100,-68.4346
5.4346e-20,3700.29916988,-76.5392063892,,0.0025,1.0,108.36,1.0,1.0,1.0,-70.4607,40.0263,500.0,0.0025,-76.5392063892,500,0.0025,2,3700.29916988,1.0,400.0,-76.5392063892,100,-70.4607
5.43187e-20,1330.17820648,-70.8861072883,,0.002,1.0,102.68,1.0,1.0,1.0,-70.5458,39.3076,500.0,0.002,-70.8861072883,500,0.002,1,1330.17820648,1.0,500.000006643,-70.8861072883,100,-70.5458
3.50449e-18,2509.88013857,-73.0803199126,,0.01,1.0,104.47,1.0,1.0,1.0,-73.0803,49.8476,500.0,0.01,-73.0803199126,500,0.01,2,2509.88013857,1.0,100.0,-73.0803199126,100,-73.0803
2.1793e-19,83.2424633889,-68.234598033,,0.005,1.0,99.82,1.0,1.0,1.0,-70.6575,35.9091,500.0,0.005,-68.234598033,500,0.005,2,83.2424633889,1.0,200.000000102,-68.234598033,100,-70.6575
5.43914e-20,2504.35078176,-74.3118527938,,0.00333333,1.0,106.2,1.0,1.0,1.0,-71.8756,41.098,500.0,0.00333333,-74.3118527938,500,0.00333333,2,2504.35078176,1.0,299.999969474,-74.3118527938,100,-71.8756
5.4346e-20,93.0051526766,-65.4302150312,,0.0025,1.0,95.28,1.0,1.0,1.0,-70.2643,36.0221,500.0,0.0025,-65.4302150312,500,0.0025,2,93.0051526766,1.0,400.0,-65.4302150312,100,-70.2643
5.43187e-20,1300.29600142,-70.4580947627,,0.002,1.0,101.89,1.0,1.0,1.0,-70.303,35.9936,500.0,0.002,-70.4580947627,500,0.002,1,1300.29600142,1.0,500.000006643,-70.4580947627,100,-70.303
3.50449e-18,76.1890078608,-64.7720365867,,0.01,1.0,94.77,1.0,1.0,1.0,-64.772,8.68488,500.0,0.01,-64.7720365867,500,0.01,2,76.1890078608,1.0,100.0,-64.7720365867,100,-64.772
2.1793e-19,2524.81889888,-74.7468526296,,0.005,1.0,107.23,1.0,1.0,1.0,-69.7594,36.2267,500.0,0.005,-74.7468526296,500,0.005,2,2524.81889888,1.0,200.000000102,-74.7468526296,100,-69.7594
5.43914e-20,1316.9807041,-69.1716410051,,0.00333333,1.0,99.74,1.0,1.0,1.0,-69.5635,36.1883,500.0,0.00333333,-69.1716410051,500,0.00333333,2,1316.9807041,1.0,299.999969474,-69.1716410051,100,-69.5635
5.4346e-20,1316.63731743,-68.0791033381,,0.0025,1.0,98.33,1.0,1.0,1.0,-69.1924,36.1729,500.0,0.0025,-68.0791033381,500,0.0025,2,1316.63731743,1.0,400.0,-68.0791033381,100,-69.1924
5.43187e-20,81.3821916693,-67.1825465682,,0.002,1.0,98.5,1.0,1.0,1.0,-68.7904,32.612,500.0,0.002,-67.1825465682,500,0.002,1,81.3821916693,1.0,500.000006643,-67.1825465682,100,-68.7904
3.50449e-18,1298.01005123,-70.0927623665,,0.01,1.0,101.38,1.0,1.0,1.0,-70.0928,35.8473,500.0,0.01,-70.0927623665,500,0.01,2,1298.01005123,1.0,100.0,-70.0927623665,100,-70.0928
2.1793e-19,77.6319338195,-66.2104235817,,0.005,1.0,97.0,1.0,1.0,1.0,-68.1516,26.167,500.0,0.005,-66.2104235817,500,0.005,2,77.6319338195,1.0,200.000000102,-66.2104235817,100,-68.1516
5.43914e-20,1285.61786917,-69.6250984424,,0.00333333,1.0,100.77,1.0,1.0,1.0,-68.6428,29.6852,500.0,0.00333333,-69.6250984424,500,0.00333333,2,1285.61786917,1.0,299.999969474,-69.6250984424,100,-68.6428
5.4346e-20,1296.97135194,-69.7244222373,,0.0025,1.0,100.99,1.0,1.0,1.0,-68.9132,31.3389,500.0,0.0025,-69.7244222373,500,0.0025,2,1296.97135194,1.0,400.0,-69.7244222373,100,-68.9132
5.43187e-20,1338.43505358,-67.907123398,,0.002,1.0,97.48,1.0,1.0,1.0,-68.712,32.4172,500.0,0.002,-67.907123398,500,0.002,1,1338.43505358,1.0,500.000006643,-67.907123398,100,-68.712
3.50449e-18,1277.40531699,-71.0633902998,,0.01,1.0,102.62,1.0,1.0,1.0,-71.0634,35.5617,500.0,0.01,-71.0633902998,500,0.01,2,1277.40531699,1.0,100.0,-71.0633902998,100,-71.0634
2.1793e-19,63.1213891234,-67.21179671,,0.005,1.0,98.38,1.0,1.0,1.0,-69.1376,25.8316,500.0,0.005,-67.21179671,500,0.005,2,63.1213891234,1.0,200.000000102,-67.21179671,100,-69.1376
5.43914e-20,1315.43487988,-69.1012437354,,0.00333333,1.0,99.56,1.0,1.0,1.0,-69.1255,29.6469,500.0,0.00333333,-69.1012437354,500,0.00333333,2,1315.43487988,1.0,299.999969474,-69.1012437354,100,-69.1255
5.4346e-20,2519.99983616,-72.7504684119,,0.0025,1.0,103.88,1.0,1.0,1.0,-70.0317,35.852,500.0,0.0025,-72.7504684119,500,0.0025,2,2519.99983616,1.0,400.0,-72.7504684119,100,-70.0317
5.43187e-20,93.1744378291,-67.0305560155,,0.002,1.0,98.13,1.0,1.0,1.0,-69.4315,32.3757,500.0,0.002,-67.0305560155,500,0.002,1,93.1744378291,1.0,500.000006643,-67.0305560155,100,-69.4315
3.50449e-18,75.0346878643,-65.8701232484,,0.01,1.0,96.18,1.0,1.0,1.0,-65.8701,8.61884,500.0,0.01,-65.8701232484,500,0.01,2,75.0346878643,1.0,100.0,-65.8701232484,100,-65.8701
2.1793e-19,1310.93468703,-70.0939344023,,0.005,1.0,101.26,1.0,1.0,1.0,-67.982,26.2777,500.0,0.005,-70.0939344023,500,0.005,2,1310.93468703,1.0,200.000000102,-70.0939344023,100,-67.982
5.43914e-20,64.1694435536,-66.501315973,,0.00333333,1.0,97.32,1.0,1.0,1.0,-67.4885,21.9546,500.0,0.00333333,-66.501315973,500,0.00333333,2,64.1694435536,1.0,299.999969474,-66.501315973,100,-67.4885
5.4346e-20,82.0705435919,-66.0706833236,,0.0025,1.0,96.17,1.0,1.0,1.0,-67.134,19.5498,500.0,0.0025,-66.0706833236,500,0.0025,2,82.0705435919,1.0,400.0,-66.0706833236,100,-67.134
5.43187e-20,1328.20781902,-68.6084414978,,0.002,1.0,99.15,1.0,1.0,1.0,-67.4289,23.8556,500.0,0.002,-68.6084414978,500,0.002,1,1328.20781902,1.0,500.000006643,-68.6084414978,100,-67.4289
3.50449e-18,113.476479377,-68.5421337588,,0.01,1.0,99.67,1.0,1.0,1.0,-68.5421,10.5991,500.0,0.01,-68.5421337588,500,0.01,2,113.476479377,1.0,100.0,-68.5421337588,100,-68.5421
2.1793e-19,1312.74782765,-71.5405645978,,0.005,1.0,103.6,1.0,1.0,1.0,-70.0414,26.6126,500.0,0.005,-71.5405645978,500,0.005,2,1312.74782765,1.0,200.000000102,-71.5405645978,100,-70.0414
5.43914e-20,78.6116403517,-66.6657641312,,0.00333333,1.0,97.63,1.0,1.0,1.0,-68.9162,22.3747,500.0,0.00333333,-66.6657641312,500,0.00333333,2,78.6116403517,1.0,299.999969474,-66.6657641312,100,-68.9162
5.4346e-20,82.983772022,-65.1156558399,,0.0025,1.0,94.61,1.0,1.0,1.0,-67.966,19.9679,500.0,0.0025,-65.1156558399,500,0.0025,2,82.983772022,1.0,400.0,-65.1156558399,100,-67.966
5.43187e-20,92.8394464108,-67.1067332077,,0.002,1.0,98.04,1.0,1.0,1.0,-67.7942,18.3705,500.0,0.002,-67.1067332077,500,0.002,1,92.8394464108,1.0,500.000006643,-67.1067332077,100,-67.7942
3.50449e-18,99.4400140238,-68.8087604773,,0.01,1.0,100.48,1.0,1.0,1.0,-68.8088,9.92198,500.0,0.01,-68.8087604773,500,0.01,2,99.4400140238,1.0,100.0,-68.8087604773,100,-68.8088
2.1793e-19,1332.41017072,-68.6881263041,,0.005,1.0,99.17,1.0,1.0,1.0,-68.7484,26.6227,500.0,0.005,-68.6881263041,500,0.005,2,1332.41017072,1.0,200.000000102,-68.6881263041,100,-68.7484
5.43914e-20,1299.83620909,-71.4184951554,,0.00333333,1.0,103.47,1.0,1.0,1.0,-69.6385,30.0507,500.0,0.00333333,-71.4184951554,500,0.00333333,2,1299.83620909,1.0,299.999969474,-71.4184951554,100,-69.6385
5.4346e-20,2490.59568067,-74.8249455619,,0.0025,1.0,107.34,1.0,1.0,1.0,-70.9351,36.0382,500.0,0.0025,-74.8249455619,500,0.0025,2,2490.59568067,1.0,400.0,-74.8249455619,100,-70.9351
5.43187e-20,97.8278604985,-63.685158388,,0.002,1.0,92.65,1.0,1.0,1.0,-69.4851,32.6616,500.0,0.002,-63.685158388,500,0.002,1,97.8278604985,1.0,500.000006643,-63.685158388,100,-69.4851
3.50449e-18,89.353209829,-66.5191034186,,0.01,1.0,97.2,1.0,1.0,1.0,-66.5191,9.4053,500.0,0.01,-66.5191034186,500,0.01,2,89.353209829,1.0,100.0,-66.5191034186,100,-66.5191
2.1793e-19,1297.96649142,-68.342676038,,0.005,1.0,98.82,1.0,1.0,1.0,-67.4309,26.2213,500.0,0.005,-68.342676038,500,0.005,2,1297.96649142,1.0,200.000000102,-68.342676038,100,-67.4309
5.43914e-20,1310.13600666,-68.7932433815,,0.00333333,1.0,99.21,1.0,1.0,1.0,-67.885,29.8518,500.0,0.00333333,-68.7932433815,500,0.00333333,2,1310.13600666,1.0,299.999969474,-68.7932433815,100,-67.885
5.4346e-20,77.9179238287,-66.5639360185,,0.0025,1.0,97.13,1.0,1.0,1.0,-67.5547,26.2289,500.0,0.0025,-66.5639360185,500,0.0025,2,77.9179238287,1.0,400.0,-66.5639360185,100,-67.5547
5.43187e-20,59.2282857008,-65.580458671,,0.002,1.0,95.51,1.0,1.0,1.0,-67.1599,23.7216,500.0,0.002,-65.580458671,500,0.002,1,59.2282857008,1.0,500.000006643,-65.580458671,100,-67.1599
3.50449e-18,1329.84770389,-69.9994524559,,0.01,1.0,101.19,1.0,1.0,1.0,-69.9995,36.2843,500.0,0.01,-69.9994524559,500,0.01,2,1329.84770389,1.0,100.0,-69.9994524559,100,-69.9995
2.1793e-19,1308.95535874,-70.364471278,,0.005,1.0,101.5,1.0,1.0,1.0,-70.182,36.142,500.0,0.005,-70.364471278,500,0.005,2,1308.95535874,1.0,200.000000102,-70.364471278,100,-70.182
5.43914e-20,2522.15193499,-73.6963355078,,0.00333333,1.0,105.37,1.0,1.0,1.0,-71.3534,41.3023,500.0,0.00333333,-73.6963355078,500,0.00333333,2,2522.15193499,1.0,299.999969474,-73.6963355078,100,-71.3534
5.4346e-20,1316.20337186,-70.4012356126,,0.0025,1.0,101.83,1.0,1.0,1.0,-71.1154,40.0667,500.0,0.0025,-70.4012356126,500,0.0025,2,1316.20337186,1.0,400.0,-70.4012356126,100,-71.1154
5.43187e-20,1310.36169678,-68.5925246102,,0.002,1.0,99.22,1.0,1.0,1.0,-70.6108,39.3032,500.0,0.002,-68.5925246102,500,0.002,1,1310.36169678,1.0,500.000006643,-68.5925246102,100,-70.6108
3.50449e-18,1304.77359227,-70.475631579,,0.01,1.0,101.93,1.0,1.0,1.0,-70.4756,35.9406,500.0,0.01,-70.475631579,500,0.01,2,1304.77359227,1.0,100.0,-70.475631579,100,-70.4756
2.1793e-19,1298.68918397,-68.818154306,,0.005,1.0,99.2,1.0,1.0,1.0,-69.6469,35.9082,500.0,0.005,-68.818154306,500,0.005,2,1298.68918397,1.0,200.000000102,-68.818154306,100,-69.6469
5.43914e-20,1307.31404772,-70.1592974213,,0.00333333,1.0,101.28,1.0,1.0,1.0,-69.8177,35.9315,500.0,0.00333333,-70.1592974213,500,0.00333333,2,1307.31404772,1.0,299.999969474,-70.1592974213,100,-69.8177
5.4346e-20,78.4656497098,-67.709025235,,0.0025,1.0,99.16,1.0,1.0,1.0,-69.2905,31.4413,500.0,0.0025,-67.709025235,500,0.0025,2,78.4656497098,1.0,400.0,-67.709025235,100,-69.2905
5.43187e-20,2514.35809401,-72.7921615963,,0.002,1.0,104.1,1.0,1.0,1.0,-69.9909,35.9256,500.0,0.002,-72.7921615963,500,0.002,1,2514.35809401,1.0,500.000006643,-72.7921615963,100,-69.9909
3.50449e-18,91.9996573835,-65.3242348328,,0.01,1.0,95.45,1.0,1.0,1.0,-65.3242,9.54357,500.0,0.01,-65.3242348328,500,0.01,2,91.9996573835,1.0,100.0,-65.3242348328,100,-65.3242
2.1793e-19,3719.16353037,-76.9182282473,,0.005,1.0,108.83,1.0,1.0,1.0,-71.1212,43.8193,500.0,0.005,-76.9182282473,500,0.005,2,3719.16353037,1.0,200.000000102,-76.9182282473,100,-71.1212
5.43914e-20,4823.65770013,-80.5306804928,,0.00333333,1.0,113.34,1.0,1.0,1.0,-74.2577,53.7733,500.0,0.00333333,-80.5306804928,500,0.00333333,2,4823.65770013,1.0,299.999969474,-80.5306804928,100,-74.2577
5.4346e-20,65.715218488,-67.7358726092,,0.0025,1.0,99.07,1.0,1.0,1.0,-72.6273,46.8286,500.0,0.0025,-67.7358726092,500,0.0025,2,65.715218488,1.0,400.0,-67.7358726092,100,-72.6273
5.43187e-20,89.2863883769,-66.259310326,,0.002,1.0,96.85,1.0,1.0,1.0,-71.3537,42.1723,500.0,0.002,-66.259310326,500,0.002,1,89.2863883769,1.0,500.000006643,-66.259310326,100,-71.3537
3.50449e-18,1339.66756136,-70.5085943048,,0.01,1.0,102.12,1.0,1.0,1.0,-70.5086,36.418,500.0,0.01,-70.5085943048,500,0.01,2,1339.66756136,1.0,100.0,-70.5085943048,100,-70.5086
2.1793e-19,81.0396561456,-65.3870553397,,0.005,1.0,95.5,1.0,1.0,1.0,-67.9478,26.6422,500.0,0.005,-65.3870553397,500,0.005,2,81.0396561456,1.0,200.000000102,-65.3870553397,100,-67.9478
5.43914e-20,62.5502455541,-65.8756572348,,0.00333333,1.0,96.27,1.0,1.0,1.0,-67.2571,22.2441,500.0,0.00333333,-65.8756572348,500,0.00333333,2,62.5502455541,1.0,299.999969474,-65.8756572348,100,-67.2571
5.4346e-20,101.234247871,-66.6270838027,,0.0025,1.0,97.59,1.0,1.0,1.0,-67.0996,19.9055,500.0,0.0025,-66.6270838027,500,0.0025,2,101.234247871,1.0,400.0,-66.6270838027,100,-67.0996
5.43187e-20,1315.37216627,-69.3896444213,,0.002,1.0,100.29,1.0,1.0,1.0,-67.5576,24.0472,500.0,0.002,-69.3896444213,500,0.002,1,1315.37216627,1.0,500.000006643,-69.3896444213,100,-67.5576
3.50449e-18,79.0433984805,-64.3820944791,,0.01,1.0,93.94,1.0,1.0,1.0,-64.3821,8.84607,500.0,0.01,-64.3820944791,500,0.01,2,79.0433984805,1.0,100.0,-64.3820944791,100,-64.3821
2.1793e-19,1293.02322386,-70.4296665092,,0.005,1.0,101.94,1.0,1.0,1.0,-67.4059,26.2358,500.0,0.005,-70.4296665092,500,0.005,2,1293.02322386,1.0,200.000000102,-70.4296665092,100,-67.4059
5.43914e-20,84.7961617846,-66.6086477427,,0.00333333,1.0,97.61,1.0,1.0,1.0,-67.1401,22.0681,500.0,0.00333333,-66.6086477427,500,0.00333333,2,84.7961617846,1.0,299.999969474,-66.6086477427,100,-67.1401
5.4346e-20,1308.53228704,-69.6845241499,,0.0025,1.0,100.63,1.0,1.0,1.0,-67.7762,26.2741,500.0,0.0025,-69.6845241499,500,0.0025,2,1308.53228704,1.0,400.0,-69.6845241499,100,-67.7762
5.43187e-20,2526.39641756,-73.246534609,,0.002,1.0,104.76,1.0,1.0,1.0,-68.8703,32.5158,500.0,0.002,-73.246534609,500,0.002,1,2526.39641756,1.0,500.000006643,-73.246534609,100,-68.8703
3.50449e-18,2530.31567264,-73.4671539816,,0.01,1.0,105.11,1.0,1.0,1.0,-73.4671,50.0501,500.0,0.01,-73.4671539816,500,0.01,2,2530.31567264,1.0,100.0,-73.4671539816,100,-73.4671
2.1793e-19,93.8995134377,-67.9950314449,,0.005,1.0,99.87,1.0,1.0,1.0,-70.7311,36.1452,500.0,0.005,-67.9950314449,500,0.005,2,93.8995134377,1.0,200.000000102,-67.9950314449,100,-70.7311
5.43914e-20,87.5705749376,-66.8109026247,,0.00333333,1.0,97.38,1.0,1.0,1.0,-69.4244,30.0549,500.0,0.00333333,-66.8109026247,500,0.00333333,2,87.5705749376,1.0,299.999969474,-66.8109026247,100,-69.4244
5.4346e-20,95.2109917935,-68.0480324334,,0.0025,1.0,99.77,1.0,1.0,1.0,-69.0803,26.4838,500.0,0.0025,-68.0480324334,500,0.0025,2,95.2109917935,1.0,400.0,-68.0480324334,100,-69.0803
5.43187e-20,1312.52069582,-70.9339469028,,0.002,1.0,103.14,1.0,1.0,1.0,-69.451,28.6626,500.0,0.002,-70.9339469028,500,0.002,1,1312.52069582,1.0,500.000006643,-70.9339469028,100,-69.451
3.50449e-18,4843.36270026,-80.4148890851,,0.01,1.0,113.16,1.0,1.0,1.0,-80.4149,69.2454,500.0,0.01,-80.4148890851,500,0.01,2,4843.36270026,1.0,100.0,-80.4148890851,100,-80.4149
2.1793e-19,79.8821211244,-66.0804013097,,0.005,1.0,96.44,1.0,1.0,1.0,-73.2477,49.8836,500.0,0.005,-66.0804013097,500,0.005,2,79.8821211244,1.0,200.000000102,-66.0804013097,100,-73.2477
5.43914e-20,1296.26878464,-70.847275652,,0.00333333,1.0,102.57,1.0,1.0,1.0,-72.4475,45.6943,500.0,0.00333333,-70.847275652,500,0.00333333,2,1296.26878464,1.0,299.999969474,-70.847275652,100,-72.4475
5.4346e-20,66.8695075738,-67.4901128483,,0.0025,1.0,98.55,1.0,1.0,1.0,-71.2082,39.8388,500.0,0.0025,-67.4901128483,500,0.0025,2,66.8695075738,1.0,400.0,-67.4901128483,100,-71.2082
5.43187e-20,98.0540757607,-67.0374868689,,0.002,1.0,97.71,1.0,1.0,1.0,-70.374,35.9431,500.0,0.002,-67.0374868689,500,0.002,1,98.0540757607,1.0,500.000006643,-67.0374868689,100,-70.374
3.50449e-18,1315.66276454,-68.4137561926,,0.01,1.0,99.07,1.0,1.0,1.0,-68.4137,36.0903,500.0,0.01,-68.4137561926,500,0.01,2,1315.66276454,1.0,100.0,-68.4137561926,100,-68.4137
2.1793e-19,1302.1973462,-70.8575691091,,0.005,1.0,102.39,1.0,1.0,1.0,-69.6357,36.0185,500.0,0.005,-70.8575691091,500,0.005,2,1302.1973462,1.0,200.000000102,-70.8575691091,100,-69.6357
5.43914e-20,75.9645126241,-66.5772250897,,0.00333333,1.0,97.48,1.0,1.0,1.0,-68.6162,29.867,500.0,0.00333333,-66.5772250897,500,0.00333333,2,75.9645126241,1.0,299.999969474,-66.5772250897,100,-68.6162
5.4346e-20,118.310351017,-67.2916846673,,0.0025,1.0,98.05,1.0,1.0,1.0,-68.285,26.4318,500.0,0.0025,-67.2916846673,500,0.0025,2,118.310351017,1.0,400.0,-67.2916846673,100,-68.285
5.43187e-20,88.2510558813,-68.122310493,,0.002,1.0,99.94,1.0,1.0,1.0,-68.2525,24.0081,500.0,0.002,-68.122310493,500,0.002,1,88.2510558813,1.0,500.000006643,-68.122310493,100,-68.2525
3.50449e-18,1327.40717464,-69.3751125304,,0.01,1.0,100.25,1.0,1.0,1.0,-69.3751,36.251,500.0,0.01,-69.3751125304,500,0.01,2,1327.40717464,1.0,100.0,-69.3751125304,100,-69.3751
2.1793e-19,1295.23814388,-68.8947945356,,0.005,1.0,99.21,1.0,1.0,1.0,-69.1349,36.0315,500.0,0.005,-68.8947945356,500,0.005,2,1295.23814388,1.0,200.000000102,-68.8947945356,100,-69.1349
5.43914e-20,1313.03322205,-69.5627520691,,0.00333333,1.0,100.42,1.0,1.0,1.0,-69.2775,36.0396,500.0,0.00333333,-69.5627520691,500,0.00333333,2,1313.03322205,1.0,299.999969474,-69.5627520691,100,-69.2775
5.4346e-20,80.7341409686,-66.1712827888,,0.0025,1.0,96.92,1.0,1.0,1.0,-68.501,31.5584,500.0,0.0025,-66.1712827888,500,0.0025,2,80.7341409686,1.0,400.0,-66.1712827888,100,-68.501
5.43187e-20,1319.32810481,-70.2940190826,,0.002,1.0,101.28,1.0,1.0,1.0,-68.8596,32.5344,500.0,0.002,-70.2940190826,500,0.002,1,1319.32810481,1.0,500.000006643,-70.2940190826,100,-68.8596
3.50449e-18,1306.85180253,-69.5341238552,,0.01,1.0,100.49,1.0,1.0,1.0,-69.5341,35.9692,500.0,0.01,-69.5341238552,500,0.01,2,1306.85180253,1.0,100.0,-69.5341238552,100,-69.5341
2.1793e-19,89.451006563,-68.2321791314,,0.005,1.0,99.88,1.0,1.0,1.0,-68.8831,26.2982,500.0,0.005,-68.2321791314,500,0.005,2,89.451006563,1.0,200.000000102,-68.2321791314,100,-68.8831
5.43914e-20,1306.80420783,-68.489616908,,0.00333333,1.0,98.9,1.0,1.0,1.0,-68.752,29.8721,500.0,0.00333333,-68.489616908,500,0.00333333,2,1306.80420783,1.0,299.999969474,-68.489616908,100,-68.752
5.4346e-20,2512.424734,-72.6170492744,,0.0025,1.0,103.9,1.0,1.0,1.0,-69.7182,35.9706,500.0,0.0025,-72.6170492744,500,0.0025,2,2512.424734,1.0,400.0,-72.6170492744,100,-69.7182
5.43187e-20,1316.43362544,-69.3899841872,,0.002,1.0,100.34,1.0,1.0,1.0,-69.6526,35.9969,500.0,0.002,-69.3899841872,500,0.002,1,1316.43362544,1.0,500.000006643,-69.3899841872,100,-69.6526
3.50449e-18,1316.96402356,-70.6215458097,,0.01,1.0,102.28,1.0,1.0,1.0,-70.6216,36.1081,500.0,0.01,-70.6215458097,500,0.01,2,1316.96402356,1.0,100.0,-70.6215458097,100,-70.6216
2.1793e-19,73.6042717473,-65.9728681006,,0.005,1.0,96.41,1.0,1.0,1.0,-68.2972,26.3388,500.0,0.005,-65.9728681006,500,0.005,2,73.6042717473,1.0,200.000000102,-65.9728681006,100,-68.2972
5.43914e-20,93.2484647742,-66.3569199869,,0.00333333,1.0,96.72,1.0,1.0,1.0,-67.6504,22.2283,500.0,0.00333333,-66.3569199869,500,0.00333333,2,93.2484647742,1.0,299.999969474,-66.3569199869,100,-67.6504
5.4346e-20,60.6929546674,-65.0262904601,,0.0025,1.0,94.74,1.0,1.0,1.0,-66.9944,19.6694,500.0,0.0025,-65.0262904601,500,0.0025,2,60.6929546674,1.0,400.0,-65.0262904601,100,-66.9944
5.43187e-20,96.9456440915,-66.9532344058,,0.002,1.0,98.07,1.0,1.0,1.0,-66.9862,18.1302,500.0,0.002,-66.9532344058,500,0.002,1,96.9456440915,1.0,500.000006643,-66.9532344058,100,-66.9862
3.50449e-18,1311.40216458,-70.1219963332,,0.01,1.0,100.81,1.0,1.0,1.0,-70.122,36.0318,500.0,0.01,-70.1219963332,500,0.01,2,1311.40216458,1.0,100.0,-70.1219963332,100,-70.122
2.1793e-19,1298.26782951,-69.9819017707,,0.005,1.0,101.15,1.0,1.0,1.0,-70.0519,35.9415,500.0,0.005,-69.9819017707,500,0.005,2,1298.26782951,1.0,200.000000102,-69.9819017707,100,-70.0519
5.43914e-20,92.1873909795,-66.877880583,,0.00333333,1.0,98.01,1.0,1.0,1.0,-68.9939,29.8974,500.0,0.00333333,-66.877880583,500,0.00333333,2,92.1873909795,1.0,299.999969474,-66.877880583,100,-68.9939
5.4346e-20,1310.75206795,-69.259268977,,0.0025,1.0,99.82,1.0,1.0,1.0,-69.0603,31.5407,500.0,0.0025,-69.259268977,500,0.0025,2,1310.75206795,1.0,400.0,-69.259268977,100,-69.0603
5.43187e-20,2525.81706457,-73.0626190048,,0.002,1.0,104.57,1.0,1.0,1.0,-69.8607,36.0351,500.0,0.002,-73.0626190048,500,0.002,1,2525.81706457,1.0,500.000006643,-73.0626190048,100,-69.8607
3.50449e-18,69.5918590318,-66.7366495478,,0.01,1.0,97.46,1.0,1.0,1.0,-66.7366,8.30036,500.0,0.01,-66.7366495478,500,0.01,2,69.5918590318,1.0,100.0,-66.7366495478,100,-66.7366
2.1793e-19,84.0533592044,-66.044606981,,0.005,1.0,96.28,1.0,1.0,1.0,-66.3906,8.72778,500.0,0.005,-66.044606981,500,0.005,2,84.0533592044,1.0,200.000000102,-66.044606981,100,-66.3906
5.43914e-20,1314.21284539,-70.2773129864,,0.00333333,1.0,101.06,1.0,1.0,1.0,-67.6862,22.0869,500.0,0.00333333,-70.2773129864,500,0.00333333,2,1314.21284539,1.0,299.999969474,-70.2773129864,100,-67.6862
5.4346e-20,97.7398390394,-67.2055989543,,0.0025,1.0,97.95,1.0,1.0,1.0,-67.566,19.7511,500.0,0.0025,-67.2055989543,500,0.0025,2,97.7398390394,1.0,400.0,-67.2055989543,100,-67.566
5.43187e-20,2509.28597103,-73.3611643068,,0.002,1.0,105.06,1.0,1.0,1.0,-68.7251,28.5359,500.0,0.002,-73.3611643068,500,0.002,1,2509.28597103,1.0,500.000006643,-73.3611643068,100,-68.7251
3.50449e-18,1313.8900422,-69.072802826,,0.01,1.0,99.7,1.0,1.0,1.0,-69.0728,36.0659,500.0,0.01,-69.072802826,500,0.01,2,1313.8900422,1.0,100.0,-69.072802826,100,-69.0728
2.1793e-19,2501.41134184,-74.3430200195,,0.005,1.0,106.5,1.0,1.0,1.0,-71.7079,43.5375,500.0,0.005,-74.3430200195,500,0.005,2,2501.41134184,1.0,200.000000102,-74.3430200195,100,-71.7079
5.43914e-20,1301.29089576,-69.5208602822,,0.00333333,1.0,100.2,1.0,1.0,1.0,-70.9789,41.1603,500.0,0.00333333,-69.5208602822,500,0.00333333,2,1301.29089576,1.0,299.999969474,-69.5208602822,100,-70.9789
5.4346e-20,1305.90240126,-71.0138030477,,0.0025,1.0,102.88,1.0,1.0,1.0,-70.9876,39.9229,500.0,0.0025,-71.0138030477,500,0.0025,2,1305.90240126,1.0,400.0,-71.0138030477,100,-70.9876
5.43187e-20,108.467662962,-67.0196063165,,0.002,1.0,98.21,1.0,1.0,1.0,-70.194,36.0425,500.0,0.002,-67.0196063165,500,0.002,1,108.467662962,1.0,500.000006643,-67.0196063165,100,-70.194
3.50449e-18,3732.87026377,-76.2619211593,,0.01,1.0,108.07,1.0,1.0,1.0,-76.2619,60.791,500.0,0.01,-76.2619211593,500,0.01,2,3732.87026377,1.0,100.0,-76.2619211593,100,-76.2619
2.1793e-19,73.6856129766,-64.8856400739,,0.005,1.0,94.71,1.0,1.0,1.0,-70.5738,43.779,500.0,0.005,-64.8856400739,500,0.005,2,73.6856129766,1.0,200.000000102,-64.8856400739,100,-70.5738
5.43914e-20,2533.26473017,-73.1256308316,,0.00333333,1.0,104.67,1.0,1.0,1.0,-71.4244,45.9908,500.0,0.00333333,-73.1256308316,500,0.00333333,2,2533.26473017,1.0,299.999969474,-73.1256308316,100,-71.4244
5.4346e-20,61.1294830613,-65.9475340188,,0.0025,1.0,96.32,1.0,1.0,1.0,-70.0552,40.0889,500.0,0.0025,-65.9475340188,500,0.0025,2,61.1294830613,1.0,400.0,-65.9475340188,100,-70.0552
5.43187e-20,82.1383423089,-65.6070385355,,0.002,1.0,95.87,1.0,1.0,1.0,-69.1656,36.1265,500.0,0.002,-65.6070385355,500,0.002,1,82.1383423089,1.0,500.000006643,-65.6070385355,100,-69.1656
