BatchSize,VarDiscRet,AvgRet,EpsThisIter,VarVanillaIw,VanillaAvgRet,IterType,VarJ,AvgVanillaIw,AvgNormIw,MaxNormIw,VarRet,eRenyi2,VarNormIw,MaxVanillaIw,AvgEpLen,ESSRenyi,Delta,ESSClassic,MinNormIw,AvgDiscRet,J,Bound,MinVanillaIw
500,123874.181964,1220.22620711,100,,1220.22620711,2,315.643,1.0,0.00333333,0.00333333,123874.181964,1.0,5.43914e-20,1.0,132.26,500.0,0.9,299.999969474,0.00333333,1220.22620711,1213.02,1169.91,1.0
500,102769.555414,1159.79248768,100,,1159.79248768,2,317.316,1.0,0.0025,0.0025,102769.555414,1.0,5.4346e-20,1.0,125.83,500.0,0.9,400.0,0.0025,1159.79248768,1199.71,1162.38,1.0
500,114534.462003,1260.98451163,100,,1260.98451163,1,322.227,1.0,0.002,0.002,114534.462003,1.0,5.43187e-20,1.0,136.63,500.0,0.9,500.000006643,0.002,1260.98451163,1211.96,1178.58,1.0
500,110774.655609,1125.59084538,100,,1125.59084538,2,331.16,1.0,0.01,0.01,110774.655609,1.0,3.50449e-18,1.0,122.02,500.0,0.9,100.0,0.01,1125.59084538,1125.59,1047.0,1.0
500,107011.447871,1219.60903716,100,,1219.60903716,2,331.684,1.0,0.005,0.005,107011.447871,1.0,2.1793e-19,1.0,132.13,500.0,0.9,200.000000102,0.005,1219.60903716,1172.6,1117.03,1.0
500,124359.983304,1161.35844608,100,,1161.35844608,2,338.245,1.0,0.00333333,0.00333333,124359.983304,1.0,5.43914e-20,1.0,125.79,500.0,0.9,299.999969474,0.00333333,1161.35844608,1168.85,1123.48,1.0
500,85286.2050171,1268.91684893,100,,1268.91684893,2,329.838,1.0,0.0025,0.0025,85286.2050171,1.0,5.4346e-20,1.0,137.47,500.0,0.9,400.0,0.0025,1268.91684893,1193.87,1154.57,1.0
500,99161.4664073,1219.52845916,100,,1219.52845916,1,326.762,1.0,0.002,0.002,99161.4664073,1.0,5.43187e-20,1.0,132.52,500.0,0.9,500.000006643,0.002,1219.52845916,1199.0,1163.85,1.0
500,105811.918547,1195.77020347,100,,1195.77020347,2,323.657,1.0,0.01,0.01,105811.918547,1.0,3.50449e-18,1.0,129.36,500.0,0.9,100.0,0.01,1195.77020347,1195.77,1133.42,1.0
500,85279.3509502,1202.53230714,100,,1202.53230714,2,307.574,1.0,0.005,0.005,85279.3509502,1.0,2.1793e-19,1.0,130.68,500.0,0.9,200.000000102,0.005,1202.53230714,1199.15,1151.03,1.0
500,83643.228547,1249.90305695,100,,1249.90305695,2,302.064,1.0,0.00333333,0.00333333,83643.228547,1.0,5.43914e-20,1.0,135.22,500.0,0.9,299.999969474,0.00333333,1249.90305695,1216.07,1176.78,1.0
500,101811.76086,1173.27796997,100,,1173.27796997,2,306.551,1.0,0.0025,0.0025,101811.76086,1.0,5.4346e-20,1.0,127.57,500.0,0.9,400.0,0.0025,1173.27796997,1205.37,1171.34,1.0
500,116951.215706,1204.90513815,100,,1204.90513815,1,313.584,1.0,0.002,0.002,116951.215706,1.0,5.43187e-20,1.0,130.79,500.0,0.9,500.000006643,0.002,1204.90513815,1205.28,1174.84,1.0
500,100913.539876,1171.54791503,100,,1171.54791503,2,316.077,1.0,0.01,0.01,100913.539876,1.0,3.50449e-18,1.0,127.09,500.0,0.9,100.0,0.01,1171.54791503,1171.55,1105.66,1.0
500,128603.117191,1202.1152965,100,,1202.1152965,2,337.408,1.0,0.005,0.005,128603.117191,1.0,2.1793e-19,1.0,130.2,500.0,0.9,200.000000102,0.005,1202.1152965,1186.83,1138.46,1.0
500,124155.573305,1235.66495738,100,,1235.66495738,2,342.633,1.0,0.00333333,0.00333333,124155.573305,1.0,5.43914e-20,1.0,133.65,500.0,0.9,299.999969474,0.00333333,1235.66495738,1203.11,1158.74,1.0
500,97607.8992868,1291.26347967,100,,1291.26347967,2,337.14,1.0,0.0025,0.0025,97607.8992868,1.0,5.4346e-20,1.0,139.5,500.0,0.9,400.0,0.0025,1291.26347967,1225.15,1183.21,1.0
500,116597.410731,1196.70968512,100,,1196.70968512,1,337.855,1.0,0.002,0.002,116597.410731,1.0,5.43187e-20,1.0,129.89,500.0,0.9,500.000006643,0.002,1196.70968512,1219.46,1181.95,1.0
500,84655.2503465,1148.70168551,100,,1148.70168551,2,289.497,1.0,0.01,0.01,84655.2503465,1.0,3.50449e-18,1.0,124.93,500.0,0.9,100.0,0.01,1148.70168551,1148.7,1091.74,1.0
500,103661.487335,1185.43614793,100,,1185.43614793,2,305.866,1.0,0.005,0.005,103661.487335,1.0,2.1793e-19,1.0,128.39,500.0,0.9,200.000000102,0.005,1185.43614793,1167.07,1124.87,1.0
500,91237.0207633,1245.52263002,100,,1245.52263002,2,306.342,1.0,0.00333333,0.00333333,91237.0207633,1.0,5.43914e-20,1.0,135.01,500.0,0.9,299.999969474,0.00333333,1245.52263002,1193.22,1156.31,1.0
500,91275.3260393,1221.36307426,100,,1221.36307426,2,305.161,1.0,0.0025,0.0025,91275.3260393,1.0,5.4346e-20,1.0,132.64,500.0,0.9,400.0,0.0025,1221.36307426,1200.26,1168.29,1.0
500,110449.852901,1176.51392063,100,,1176.51392063,1,310.577,1.0,0.002,0.002,110449.852901,1.0,5.43187e-20,1.0,127.59,500.0,0.9,500.000006643,0.002,1176.51392063,1195.51,1161.73,1.0
500,115391.239558,1163.01063943,100,,1163.01063943,2,337.99,1.0,0.01,0.01,115391.239558,1.0,3.50449e-18,1.0,126.22,500.0,0.9,100.0,0.01,1163.01063943,1163.01,1095.12,1.0
500,122905.808376,1219.78056347,100,,1219.78056347,2,344.62,1.0,0.005,0.005,122905.808376,1.0,2.1793e-19,1.0,132.35,500.0,0.9,200.000000102,0.005,1219.78056347,1191.4,1143.39,1.0
500,91602.3360304,1213.26500055,100,,1213.26500055,2,330.923,1.0,0.00333333,0.00333333,91602.3360304,1.0,5.43914e-20,1.0,131.41,500.0,0.9,299.999969474,0.00333333,1213.26500055,1198.69,1158.84,1.0
500,101253.618103,1175.37712585,100,,1175.37712585,2,327.559,1.0,0.0025,0.0025,101253.618103,1.0,5.4346e-20,1.0,127.59,500.0,0.9,400.0,0.0025,1175.37712585,1192.86,1158.35,1.0
500,126979.687635,1216.06178587,100,,1216.06178587,1,333.263,1.0,0.002,0.002,126979.687635,1.0,5.43187e-20,1.0,131.67,500.0,0.9,500.000006643,0.002,1216.06178587,1197.5,1165.9,1.0
500,105974.575462,1147.02778101,100,,1147.02778101,2,323.906,1.0,0.01,0.01,105974.575462,1.0,3.50449e-18,1.0,124.46,500.0,0.9,100.0,0.01,1147.02778101,1147.03,1082.79,1.0
500,103524.927654,1234.51926415,100,,1234.51926415,2,324.986,1.0,0.005,0.005,103524.927654,1.0,2.1793e-19,1.0,133.66,500.0,0.9,200.000000102,0.005,1234.51926415,1190.77,1145.35,1.0
500,100780.048007,1147.5632699,100,,1147.5632699,2,322.619,1.0,0.00333333,0.00333333,100780.048007,1.0,5.43914e-20,1.0,124.23,500.0,0.9,299.999969474,0.00333333,1147.5632699,1176.37,1139.28,1.0
500,96906.8213487,1226.81773894,100,,1226.81773894,2,320.193,1.0,0.0025,0.0025,96906.8213487,1.0,5.4346e-20,1.0,133.0,500.0,0.9,400.0,0.0025,1226.81773894,1188.98,1156.86,1.0
500,94369.4290957,1232.12361013,100,,1232.12361013,1,317.808,1.0,0.002,0.002,94369.4290957,1.0,5.43187e-20,1.0,133.63,500.0,0.9,500.000006643,0.002,1232.12361013,1197.61,1167.07,1.0
500,88052.7251789,1192.73422877,100,,1192.73422877,2,295.249,1.0,0.01,0.01,88052.7251789,1.0,3.50449e-18,1.0,129.31,500.0,0.9,100.0,0.01,1192.73422877,1192.73,1128.48,1.0
500,84091.2402287,1223.95610061,100,,1223.95610061,2,292.327,1.0,0.005,0.005,84091.2402287,1.0,2.1793e-19,1.0,132.5,500.0,0.9,200.000000102,0.005,1223.95610061,1208.35,1162.91,1.0
500,59357.960673,1242.98639866,100,,1242.98639866,2,277.173,1.0,0.00333333,0.00333333,59357.960673,1.0,5.43914e-20,1.0,134.69,500.0,0.9,299.999969474,0.00333333,1242.98639866,1219.89,1182.79,1.0
500,115015.451087,1177.06807773,100,,1177.06807773,2,293.988,1.0,0.0025,0.0025,115015.451087,1.0,5.4346e-20,1.0,127.52,500.0,0.9,400.0,0.0025,1177.06807773,1209.19,1175.16,1.0
500,105356.496173,1190.03624582,100,,1190.03624582,1,300.104,1.0,0.002,0.002,105356.496173,1.0,5.43187e-20,1.0,129.09,500.0,0.9,500.000006643,0.002,1190.03624582,1205.36,1174.93,1.0
500,113562.163581,1217.53914619,100,,1217.53914619,2,335.301,1.0,0.01,0.01,113562.163581,1.0,3.50449e-18,1.0,131.96,500.0,0.9,100.0,0.01,1217.53914619,1217.54,1144.27,1.0
500,87176.7603758,1203.79945528,100,,1203.79945528,2,315.298,1.0,0.005,0.005,87176.7603758,1.0,2.1793e-19,1.0,130.79,500.0,0.9,200.000000102,0.005,1203.79945528,1210.67,1158.86,1.0
500,103493.93488,1201.27414093,100,,1201.27414093,2,316.935,1.0,0.00333333,0.00333333,103493.93488,1.0,5.43914e-20,1.0,130.05,500.0,0.9,299.999969474,0.00333333,1201.27414093,1207.54,1165.24,1.0
500,94129.3318615,1231.56697913,100,,1231.56697913,2,314.231,1.0,0.0025,0.0025,94129.3318615,1.0,5.4346e-20,1.0,133.66,500.0,0.9,400.0,0.0025,1231.56697913,1213.54,1176.91,1.0
500,104433.127734,1159.04320724,100,,1159.04320724,1,316.459,1.0,0.002,0.002,104433.127734,1.0,5.43187e-20,1.0,125.64,500.0,0.9,500.000006643,0.002,1159.04320724,1202.64,1169.88,1.0
500,134571.474888,1202.74753281,100,,1202.74753281,2,365.001,1.0,0.01,0.01,134571.474888,1.0,3.50449e-18,1.0,130.33,500.0,0.9,100.0,0.01,1202.74753281,1202.75,1126.76,1.0
500,101354.960807,1239.36994085,100,,1239.36994085,2,342.226,1.0,0.005,0.005,101354.960807,1.0,2.1793e-19,1.0,134.15,500.0,0.9,200.000000102,0.005,1239.36994085,1221.06,1167.33,1.0
500,88729.4748484,1196.39162515,100,,1196.39162515,2,327.865,1.0,0.00333333,0.00333333,88729.4748484,1.0,5.43914e-20,1.0,129.83,500.0,0.9,299.999969474,0.00333333,1196.39162515,1212.84,1168.97,1.0
500,102480.6078,1187.82116628,100,,1187.82116628,2,325.734,1.0,0.0025,0.0025,102480.6078,1.0,5.4346e-20,1.0,128.85,500.0,0.9,400.0,0.0025,1187.82116628,1206.58,1168.59,1.0
500,71168.211436,1267.85395761,100,,1267.85395761,1,315.554,1.0,0.002,0.002,71168.211436,1.0,5.43187e-20,1.0,137.42,500.0,0.9,500.000006643,0.002,1267.85395761,1218.84,1184.86,1.0
500,120435.533127,1208.99761812,100,,1208.99761812,2,345.299,1.0,0.01,0.01,120435.533127,1.0,3.50449e-18,1.0,131.18,500.0,0.9,100.0,0.01,1208.99761812,1209.0,1132.75,1.0
500,123712.07969,1170.16445114,100,,1170.16445114,2,348.181,1.0,0.005,0.005,123712.07969,1.0,2.1793e-19,1.0,126.88,500.0,0.9,200.000000102,0.005,1170.16445114,1189.58,1135.67,1.0
500,107866.724192,1224.05078795,100,,1224.05078795,2,341.585,1.0,0.00333333,0.00333333,107866.724192,1.0,5.43914e-20,1.0,132.74,500.0,0.9,299.999969474,0.00333333,1224.05078795,1201.07,1157.05,1.0
500,117792.495914,1225.87996645,100,,1225.87996645,2,341.73,1.0,0.0025,0.0025,117792.495914,1.0,5.4346e-20,1.0,133.01,500.0,0.9,400.0,0.0025,1225.87996645,1207.27,1169.15,1.0
500,101531.200221,1231.1658608,100,,1231.1658608,1,337.072,1.0,0.002,0.002,101531.200221,1.0,5.43187e-20,1.0,133.46,500.0,0.9,500.000006643,0.002,1231.1658608,1212.05,1177.95,1.0
500,95425.2004728,1212.56647443,100,,1212.56647443,2,307.361,1.0,0.01,0.01,95425.2004728,1.0,3.50449e-18,1.0,131.31,500.0,0.9,100.0,0.01,1212.56647443,1212.57,1152.1,1.0
500,88975.3749965,1222.039,100,,1222.039,2,302.16,1.0,0.005,0.005,88975.3749965,1.0,2.1793e-19,1.0,132.46,500.0,0.9,200.000000102,0.005,1222.039,1217.3,1174.55,1.0
500,102977.716876,1129.32147132,100,,1129.32147132,2,310.757,1.0,0.00333333,0.00333333,102977.716876,1.0,5.43914e-20,1.0,122.46,500.0,0.9,299.999969474,0.00333333,1129.32147132,1187.98,1153.06,1.0
500,120675.846682,1205.56341258,100,,1205.56341258,2,319.926,1.0,0.0025,0.0025,120675.846682,1.0,5.4346e-20,1.0,130.73,500.0,0.9,400.0,0.0025,1205.56341258,1192.37,1157.42,1.0
500,80361.4337619,1202.81296017,100,,1202.81296017,1,312.748,1.0,0.002,0.002,80361.4337619,1.0,5.43187e-20,1.0,130.63,500.0,0.9,500.000006643,0.002,1202.81296017,1194.46,1163.2,1.0
500,88275.7909645,1190.06716541,100,,1190.06716541,2,295.623,1.0,0.01,0.01,88275.7909645,1.0,3.50449e-18,1.0,129.14,500.0,0.9,100.0,0.01,1190.06716541,1190.07,1131.05,1.0
500,115476.969794,1157.24018519,100,,1157.24018519,2,318.005,1.0,0.005,0.005,115476.969794,1.0,2.1793e-19,1.0,125.58,500.0,0.9,200.000000102,0.005,1157.24018519,1173.65,1123.91,1.0
500,102226.558668,1215.8196122,100,,1215.8196122,2,318.666,1.0,0.00333333,0.00333333,102226.558668,1.0,5.43914e-20,1.0,131.85,500.0,0.9,299.999969474,0.00333333,1215.8196122,1187.71,1145.05,1.0
500,110772.071671,1163.64038826,100,,1163.64038826,2,322.003,1.0,0.0025,0.0025,110772.071671,1.0,5.4346e-20,1.0,126.33,500.0,0.9,400.0,0.0025,1163.64038826,1181.69,1144.74,1.0
500,86750.3854025,1243.16830968,100,,1243.16830968,1,317.38,1.0,0.002,0.002,86750.3854025,1.0,5.43187e-20,1.0,134.59,500.0,0.9,500.000006643,0.002,1243.16830968,1193.99,1160.94,1.0
500,97106.5947017,1204.23920126,100,,1204.23920126,2,310.057,1.0,0.01,0.01,97106.5947017,1.0,3.50449e-18,1.0,130.41,500.0,0.9,100.0,0.01,1204.23920126,1204.24,1144.38,1.0
500,110884.670483,1214.5706838,100,,1214.5706838,2,320.909,1.0,0.005,0.005,110884.670483,1.0,2.1793e-19,1.0,131.66,500.0,0.9,200.000000102,0.005,1214.5706838,1209.4,1157.68,1.0
500,80306.2701473,1212.70418423,100,,1212.70418423,2,308.478,1.0,0.00333333,0.00333333,80306.2701473,1.0,5.43914e-20,1.0,131.79,500.0,0.9,299.999969474,0.00333333,1212.70418423,1210.5,1168.27,1.0
500,107057.795065,1178.71320562,100,,1178.71320562,2,313.138,1.0,0.0025,0.0025,107057.795065,1.0,5.4346e-20,1.0,127.57,500.0,0.9,400.0,0.0025,1178.71320562,1202.56,1165.98,1.0
500,70717.1236179,1204.34902872,100,,1204.34902872,1,304.05,1.0,0.002,0.002,70717.1236179,1.0,5.43187e-20,1.0,130.71,500.0,0.9,500.000006643,0.002,1204.34902872,1202.92,1170.2,1.0
500,100535.922404,1213.97416428,100,,1213.97416428,2,315.485,1.0,0.01,0.01,100535.922404,1.0,3.50449e-18,1.0,131.78,500.0,0.9,100.0,0.01,1213.97416428,1213.97,1149.54,1.0
500,87703.9394318,1243.72919923,100,,1243.72919923,2,305.614,1.0,0.005,0.005,87703.9394318,1.0,2.1793e-19,1.0,134.94,500.0,0.9,200.000000102,0.005,1243.72919923,1228.85,1183.29,1.0
500,95602.5546871,1232.54103305,100,,1232.54103305,2,306.298,1.0,0.00333333,0.00333333,95602.5546871,1.0,5.43914e-20,1.0,133.55,500.0,0.9,299.999969474,0.00333333,1232.54103305,1230.08,1192.88,1.0
500,77573.1389101,1266.05267564,100,,1266.05267564,2,299.676,1.0,0.0025,0.0025,77573.1389101,1.0,5.4346e-20,1.0,137.24,500.0,0.9,400.0,0.0025,1266.05267564,1239.07,1205.77,1.0
500,85564.5074616,1245.75128769,100,,1245.75128769,1,297.983,1.0,0.002,0.002,85564.5074616,1.0,5.43187e-20,1.0,135.12,500.0,0.9,500.000006643,0.002,1245.75128769,1240.41,1210.2,1.0
500,114958.182452,1193.53775013,100,,1193.53775013,2,337.355,1.0,0.01,0.01,114958.182452,1.0,3.50449e-18,1.0,129.12,500.0,0.9,100.0,0.01,1193.53775013,1193.54,1109.72,1.0
500,78178.4070877,1210.21300938,100,,1210.21300938,2,309.309,1.0,0.005,0.005,78178.4070877,1.0,2.1793e-19,1.0,131.22,500.0,0.9,200.000000102,0.005,1210.21300938,1201.88,1142.61,1.0
500,137785.233998,1190.73359178,100,,1190.73359178,2,330.572,1.0,0.00333333,0.00333333,137785.233998,1.0,5.43914e-20,1.0,129.1,500.0,0.9,299.999969474,0.00333333,1190.73359178,1198.16,1149.77,1.0
500,154349.708815,1250.78876244,100,,1250.78876244,2,347.389,1.0,0.0025,0.0025,154349.708815,1.0,5.4346e-20,1.0,135.51,500.0,0.9,400.0,0.0025,1250.78876244,1211.32,1169.41,1.0
500,112113.92447,1186.79914541,100,,1186.79914541,1,344.729,1.0,0.002,0.002,112113.92447,1.0,5.43187e-20,1.0,128.58,500.0,0.9,500.000006643,0.002,1186.79914541,1206.41,1168.93,1.0
500,119085.851756,1233.76886943,100,,1233.76886943,2,343.358,1.0,0.01,0.01,119085.851756,1.0,3.50449e-18,1.0,133.74,500.0,0.9,100.0,0.01,1233.76886943,1233.77,1165.33,1.0
500,130560.116516,1190.15173855,100,,1190.15173855,2,352.208,1.0,0.005,0.005,130560.116516,1.0,2.1793e-19,1.0,128.96,500.0,0.9,200.000000102,0.005,1190.15173855,1211.96,1157.73,1.0
500,103245.220463,1193.50941495,100,,1193.50941495,2,341.829,1.0,0.00333333,0.00333333,103245.220463,1.0,5.43914e-20,1.0,129.55,500.0,0.9,299.999969474,0.00333333,1193.50941495,1205.81,1161.53,1.0
500,94711.3345898,1184.3238272,100,,1184.3238272,2,333.411,1.0,0.0025,0.0025,94711.3345898,1.0,5.4346e-20,1.0,128.53,500.0,0.9,400.0,0.0025,1184.3238272,1200.44,1162.09,1.0
500,101764.455254,1130.68169048,100,,1130.68169048,1,331.449,1.0,0.002,0.002,101764.455254,1.0,5.43187e-20,1.0,122.89,500.0,0.9,500.000006643,0.002,1130.68169048,1186.49,1152.19,1.0
500,96056.1345693,1192.448666,100,,1192.448666,2,308.376,1.0,0.01,0.01,96056.1345693,1.0,3.50449e-18,1.0,129.42,500.0,0.9,100.0,0.01,1192.448666,1192.45,1119.56,1.0
500,94779.221086,1174.02850494,100,,1174.02850494,2,307.487,1.0,0.005,0.005,94779.221086,1.0,2.1793e-19,1.0,127.53,500.0,0.9,200.000000102,0.005,1174.02850494,1183.24,1131.7,1.0
500,105309.362896,1217.90012434,100,,1217.90012434,2,313.131,1.0,0.00333333,0.00333333,105309.362896,1.0,5.43914e-20,1.0,132.0,500.0,0.9,299.999969474,0.00333333,1217.90012434,1194.79,1151.23,1.0
500,102550.06053,1223.75060618,100,,1223.75060618,2,314.765,1.0,0.0025,0.0025,102550.06053,1.0,5.4346e-20,1.0,132.87,500.0,0.9,400.0,0.0025,1223.75060618,1202.03,1164.31,1.0
500,132146.135891,1056.19221331,100,,1056.19221331,1,329.893,1.0,0.002,0.002,132146.135891,1.0,5.43187e-20,1.0,114.74,500.0,0.9,500.000006643,0.002,1056.19221331,1172.86,1139.12,1.0
500,120330.537042,1215.31322359,100,,1215.31322359,2,345.148,1.0,0.01,0.01,120330.537042,1.0,3.50449e-18,1.0,131.83,500.0,0.9,100.0,0.01,1215.31322359,1215.31,1139.86,1.0
500,73450.6916511,1205.90896808,100,,1205.90896808,2,309.748,1.0,0.005,0.005,73450.6916511,1.0,2.1793e-19,1.0,130.96,500.0,0.9,200.000000102,0.005,1205.90896808,1210.61,1157.26,1.0
500,84432.1762148,1233.84049276,100,,1233.84049276,2,303.224,1.0,0.00333333,0.00333333,84432.1762148,1.0,5.43914e-20,1.0,133.79,500.0,0.9,299.999969474,0.00333333,1233.84049276,1218.35,1174.79,1.0
500,112386.287448,1221.3800815,100,,1221.3800815,2,311.089,1.0,0.0025,0.0025,112386.287448,1.0,5.4346e-20,1.0,132.32,500.0,0.9,400.0,0.0025,1221.3800815,1219.11,1181.38,1.0
500,91337.4819989,1182.20807909,100,,1182.20807909,1,309.392,1.0,0.002,0.002,91337.4819989,1.0,5.43187e-20,1.0,128.3,500.0,0.9,500.000006643,0.002,1182.20807909,1211.73,1177.99,1.0
500,115656.947459,1214.62942917,100,,1214.62942917,2,338.379,1.0,0.01,0.01,115656.947459,1.0,3.50449e-18,1.0,131.65,500.0,0.9,100.0,0.01,1214.62942917,1214.63,1145.08,1.0
500,109685.577819,1110.49006002,100,,1110.49006002,2,338.017,1.0,0.005,0.005,109685.577819,1.0,2.1793e-19,1.0,120.34,500.0,0.9,200.000000102,0.005,1110.49006002,1162.56,1113.38,1.0
500,100671.982177,1230.93647079,100,,1230.93647079,2,332.312,1.0,0.00333333,0.00333333,100671.982177,1.0,5.43914e-20,1.0,133.12,500.0,0.9,299.999969474,0.00333333,1230.93647079,1185.35,1145.19,1.0
500,109657.006985,1240.29631909,100,,1240.29631909,2,332.46,1.0,0.0025,0.0025,109657.006985,1.0,5.4346e-20,1.0,134.47,500.0,0.9,400.0,0.0025,1240.29631909,1199.09,1164.31,1.0
500,118682.776246,1191.72447089,100,,1191.72447089,1,334.562,1.0,0.002,0.002,118682.776246,1.0,5.43187e-20,1.0,129.29,500.0,0.9,500.000006643,0.002,1191.72447089,1197.62,1166.51,1.0
500,132114.034989,1197.25774129,100,,1197.25774129,2,361.653,1.0,0.01,0.01,132114.034989,1.0,3.50449e-18,1.0,129.86,500.0,0.9,100.0,0.01,1197.25774129,1197.26,1109.0,1.0
500,112947.428989,1231.13964685,100,,1231.13964685,2,348.701,1.0,0.005,0.005,112947.428989,1.0,2.1793e-19,1.0,133.29,500.0,0.9,200.000000102,0.005,1231.13964685,1214.2,1151.79,1.0
500,109344.432371,1174.56358918,100,,1174.56358918,2,342.775,1.0,0.00333333,0.00333333,109344.432371,1.0,5.43914e-20,1.0,127.51,500.0,0.9,299.999969474,0.00333333,1174.56358918,1200.99,1150.03,1.0
500,118758.037642,1136.46384022,100,,1136.46384022,2,343.939,1.0,0.0025,0.0025,118758.037642,1.0,5.4346e-20,1.0,123.34,500.0,0.9,400.0,0.0025,1136.46384022,1184.86,1140.73,1.0
500,122510.68651,1205.50126019,100,,1205.50126019,1,344.907,1.0,0.002,0.002,122510.68651,1.0,5.43187e-20,1.0,130.66,500.0,0.9,500.000006643,0.002,1205.50126019,1188.99,1149.52,1.0
500,94192.8575668,1236.43991549,100,,1236.43991549,2,305.37,1.0,0.01,0.01,94192.8575668,1.0,3.50449e-18,1.0,133.99,500.0,0.9,100.0,0.01,1236.43991549,1236.44,1170.59,1.0
500,127741.202835,1125.59228108,100,,1125.59228108,2,336.049,1.0,0.005,0.005,127741.202835,1.0,2.1793e-19,1.0,122.0,500.0,0.9,200.000000102,0.005,1125.59228108,1181.02,1132.6,1.0
500,107536.745764,1256.13824765,100,,1256.13824765,2,334.705,1.0,0.00333333,0.00333333,107536.745764,1.0,5.43914e-20,1.0,136.39,500.0,0.9,299.999969474,0.00333333,1256.13824765,1206.06,1161.72,1.0
500,105341.466557,1206.74980715,100,,1206.74980715,2,331.802,1.0,0.0025,0.0025,105341.466557,1.0,5.4346e-20,1.0,130.78,500.0,0.9,400.0,0.0025,1206.74980715,1206.23,1167.83,1.0
500,112686.768395,1213.99928631,100,,1213.99928631,1,332.259,1.0,0.002,0.002,112686.768395,1.0,5.43187e-20,1.0,131.66,500.0,0.9,500.000006643,0.002,1213.99928631,1207.78,1173.44,1.0
500,99780.9747394,1262.72443471,100,,1262.72443471,2,314.298,1.0,0.01,0.01,99780.9747394,1.0,3.50449e-18,1.0,136.92,500.0,0.9,100.0,0.01,1262.72443471,1262.72,1192.24,1.0
500,100003.338523,1258.89779094,100,,1258.89779094,2,314.479,1.0,0.005,0.005,100003.338523,1.0,2.1793e-19,1.0,136.3,500.0,0.9,200.000000102,0.005,1258.89779094,1260.81,1210.97,1.0
500,94837.4481414,1210.68716917,100,,1210.68716917,2,312.707,1.0,0.00333333,0.00333333,94837.4481414,1.0,5.43914e-20,1.0,131.28,500.0,0.9,299.999969474,0.00333333,1210.68716917,1244.1,1203.41,1.0
500,94347.0400085,1280.87934871,100,,1280.87934871,2,311.358,1.0,0.0025,0.0025,94347.0400085,1.0,5.4346e-20,1.0,138.76,500.0,0.9,400.0,0.0025,1280.87934871,1253.3,1218.06,1.0
500,135230.068157,1183.4282088,100,,1183.4282088,1,324.21,1.0,0.002,0.002,135230.068157,1.0,5.43187e-20,1.0,128.55,500.0,0.9,500.000006643,0.002,1183.4282088,1239.32,1207.8,1.0
500,99182.8528145,1178.05009078,100,,1178.05009078,2,313.354,1.0,0.01,0.01,99182.8528145,1.0,3.50449e-18,1.0,127.77,500.0,0.9,100.0,0.01,1178.05009078,1178.05,1113.23,1.0
500,97049.029215,1183.64937016,100,,1183.64937016,2,311.677,1.0,0.005,0.005,97049.029215,1.0,2.1793e-19,1.0,128.47,500.0,0.9,200.000000102,0.005,1183.64937016,1180.85,1135.01,1.0
500,79313.5471506,1235.7168243,100,,1235.7168243,2,302.662,1.0,0.00333333,0.00333333,79313.5471506,1.0,5.43914e-20,1.0,133.91,500.0,0.9,299.999969474,0.00333333,1235.7168243,1199.14,1161.71,1.0
500,96878.5289489,1200.89755317,100,,1200.89755317,2,304.436,1.0,0.0025,0.0025,96878.5289489,1.0,5.4346e-20,1.0,130.16,500.0,0.9,400.0,0.0025,1200.89755317,1199.58,1165.38,1.0
500,96581.4174011,1198.59324321,100,,1198.59324321,1,305.398,1.0,0.002,0.002,96581.4174011,1.0,5.43187e-20,1.0,130.18,500.0,0.9,500.000006643,0.002,1198.59324321,1199.38,1167.14,1.0
500,93980.3023235,1202.16646465,100,,1202.16646465,2,305.025,1.0,0.01,0.01,93980.3023235,1.0,3.50449e-18,1.0,130.1,500.0,0.9,100.0,0.01,1202.16646465,1202.17,1139.67,1.0
500,61099.5611091,1230.22309836,100,,1230.22309836,2,277.419,1.0,0.005,0.005,61099.5611091,1.0,2.1793e-19,1.0,133.39,500.0,0.9,200.000000102,0.005,1230.22309836,1216.19,1172.0,1.0
500,114981.482724,1188.45603595,100,,1188.45603595,2,299.036,1.0,0.00333333,0.00333333,114981.482724,1.0,5.43914e-20,1.0,128.52,500.0,0.9,299.999969474,0.00333333,1188.45603595,1206.95,1167.21,1.0
500,113992.184948,1221.04902526,100,,1221.04902526,2,308.735,1.0,0.0025,0.0025,113992.184948,1.0,5.4346e-20,1.0,132.56,500.0,0.9,400.0,0.0025,1221.04902526,1210.47,1176.06,1.0
500,97530.145825,1201.10990715,100,,1201.10990715,1,309.158,1.0,0.002,0.002,97530.145825,1.0,5.43187e-20,1.0,130.05,500.0,0.9,500.000006643,0.002,1201.10990715,1208.6,1176.5,1.0
500,85069.4936749,1262.15328847,100,,1262.15328847,2,290.205,1.0,0.01,0.01,85069.4936749,1.0,3.50449e-18,1.0,136.75,500.0,0.9,100.0,0.01,1262.15328847,1262.15,1196.54,1.0
500,91159.7515504,1307.7888196,100,,1307.7888196,2,296.233,1.0,0.005,0.005,91159.7515504,1.0,2.1793e-19,1.0,141.57,500.0,0.9,200.000000102,0.005,1307.7888196,1284.97,1236.33,1.0
500,107186.909799,1232.27072134,100,,1232.27072134,2,307.395,1.0,0.00333333,0.00333333,107186.909799,1.0,5.43914e-20,1.0,133.57,500.0,0.9,299.999969474,0.00333333,1232.27072134,1267.4,1225.57,1.0
