EpLenMean,EpisodesSoFar,Weights,InitialReturnMax,TimestepsSoFar,ESSClassic,MaxIWNorm,InitialBound,StdIWNorm,EntropyCoefficient,EpRewMean,Iteration,MinIW,ReturnStepMax,ESSRenyi,InitialReturnMin,ReturnMeanIW,MeanIW,MinIWNorm,InitialReturnMean,ReturnStepMaxmin,EpThisIter,MeanIWNorm,TimeElapsed,MaxIW,EmpiricalD2,MeanEntropy,Bound,InitialReturnStd,J_sample_variance,StdIW
51.02,7600,[ 0.753  0.52   3.358 -2.564 14.121],33.316185,413843,85.988815,0.023197364,155.39557,0.0039082062,10.0,-137.36704545940063,76,0.122919366,100.0,87.02465,-7.908478,0.42210808,0.96819097,0.0012291936,-2.3651123e-06,93.616486,100,0.009681909,955.3669023513794,2.3197365,1.1490997,15.502014,155.44225,7.0604787,66.91266,0.39082065
52.0,7700,[ 0.753  0.52   3.358 -2.564 14.083],32.304478,419043,49.213615,0.09581108,155.02014,0.01084279,10.0,-136.49704962160257,77,0.051991772,100.0,18.644754,-9.376488,0.27858347,1.0673579,0.0005199177,7.6293946e-07,94.0829,100,0.010673579,967.9038691520691,9.581108,5.3634386,15.593224,156.21082,7.9101353,158.15584,1.0842791
53.61,7800,[ 0.753  0.52   3.358 -2.564 14.174],22.505104,424404,100.0,0.01,155.93224,9.313226e-10,10.0,-139.99544715846798,78,1.0,100.0,100.0,-7.406227,3.4719706e-06,1.0,0.01,3.5095215e-06,94.41874,100,0.009999999,980.3544485569,1.0,1.0,15.593224,155.93224,6.0650477,37.156364,
53.92,7900,[ 0.753  0.52   3.358 -2.564 14.174],23.911133,429796,100.0,0.01,155.93224,9.313226e-10,10.0,-140.27464393099768,79,1.0,100.0,100.0,-7.8752594,3.7401915e-06,1.0,0.01,3.7384034e-06,94.37926,100,0.009999999,991.7633147239685,1.0,1.0,15.593224,155.93224,7.0427437,50.101254,
54.81,8000,[ 0.753  0.52   3.358 -2.564 14.174],35.379227,435277,25.575893,0.10670319,155.93224,0.017571274,10.0,-139.10210098353662,80,0.011560621,100.0,3.0597847,-8.554657,-1.0161302,1.0300583,0.000115606206,7.171631e-06,93.92957,100,0.010300584,1004.1265609264374,10.67032,32.682037,15.711069,156.09456,7.920432,117.706696,1.7571273
52.03,8100,[ 0.753  0.52   3.358 -2.564 14.293],49.349964,440480,100.0,0.01,157.11069,9.313226e-10,10.0,-137.1134941134227,81,1.0,100.0,100.0,-8.353981,-2.1904707e-06,1.0,0.01,-2.3269654e-06,93.729454,100,0.009999999,1014.9685080051422,1.0,1.0,15.711069,157.11069,8.70474,76.53787,
53.05,8200,[ 0.753  0.52   3.358 -2.564 14.293],35.84542,445785,100.0,0.01,157.11067,9.313226e-10,10.0,-137.81104560187833,82,1.0,100.0,100.0,-8.745842,-9.931624e-06,1.0,0.01,-9.9182125e-06,94.21593,100,0.009999999,1027.8045070171356,1.0,1.0,15.711069,157.11067,7.450031,56.063595,
62.03,8300,[ 0.753  0.52   3.358 -2.564 14.293],30.14096,451988,1.2362982,1.6325712,157.11069,0.16239093,10.0,-145.61279148395877,83,2.1760165e-12,100.0,,-8.945305,4.3389034,1.8168734,2.1760165e-14,-3.6621093e-06,94.77775,100,0.018168736,1041.6178166866302,163.25713,inf,16.052263,164.86153,8.00222,1741.7593,16.239092
59.14,8400,[ 0.753  0.52   3.358 -2.564 14.632],22.959984,457902,59.723534,0.054968804,160.52263,0.008644998,10.0,-144.1324923963972,84,0.11031606,100.0,45.934616,-8.820198,0.8974467,1.0527177,0.0011031606,9.155273e-07,94.42201,100,0.010527177,1054.810096025467,5.4968805,2.1770074,15.974486,160.6423,6.7648177,118.57826,0.86449987
56.9,8500,[ 0.753  0.52   3.358 -2.564 14.555],30.911774,463592,2.336495,2.4433281,159.74484,0.24619134,10.0,-140.27678317172115,85,3.8394146e-11,100.0,0.0001775048,-9.234962,24.478945,3.807931,3.8394144e-13,-9.689331e-06,94.383995,100,0.038079303,1067.977650642395,244.33282,563365.06,15.708332,181.56226,8.280517,90113.49,24.619135
56.24,8600,[ 0.753  0.52   3.358 -2.564 14.288],31.839554,469216,59.915554,0.07246118,157.0833,0.010045695,10.0,-139.4873902003036,86,0.09387006,100.0,33.31504,-9.47583,9.8481774e-05,1.2281796,0.00093870057,-7.705688e-06,94.27428,100,0.012281794,1081.0704081058502,7.246118,3.0016472,15.7864685,157.86478,8.0216465,143.60463,1.0045695
54.59,8700,[ 0.753  0.52   3.358 -2.564 14.366],30.11528,474675,18.735657,0.09681131,157.8647,0.013279987,10.0,-138.85215543301206,87,0.00064670685,100.0,1.1796461e-05,-9.661278,0.045042835,0.63764966,6.4670685e-06,1.0070801e-05,94.349915,100,0.0063764965,1094.005041360855,9.681131,8477119.0,15.974129,159.78633,7.7481503,315.70895,1.3279988
54.42,8800,[ 0.753  0.52   3.358 -2.564 14.554],41.237957,480117,94.56425,0.016353074,159.74129,0.0024109806,10.0,-139.45038886551134,88,0.34076703,100.0,92.34733,-8.459831,-0.12323739,1.0056047,0.0034076702,-6.5231325e-06,94.331154,100,0.010056046,1106.671632051468,1.6353074,1.0828683,15.999878,159.87555,8.089195,66.70122,0.24109806
52.1,8900,[ 0.753  0.52   3.358 -2.564 14.58 ],29.941216,485327,2.4135475,1.31776,159.99878,0.13433972,10.0,-137.82239466679724,89,3.6705515e-05,100.0,5.492749e-08,-8.0755005,19.124641,2.1126988,3.6705515e-07,-2.5177003e-06,93.71097,100,0.021126986,1119.8190593719482,131.776,1820582000.0,16.205526,181.1799,7.556681,38185.82,13.433971
58.98,9000,[ 0.753  0.52   3.358 -2.564 14.787],42.11667,491225,30.04105,0.07961902,162.05527,0.0131916795,10.0,-142.91345567025164,90,0.0032196965,100.0,0.17697324,-9.072723,1.2069234,0.8644423,3.2196964e-05,-7.171631e-06,94.15389,100,0.0086444225,1133.5233755111694,7.961902,565.0572,16.33641,164.57103,8.128541,278.84048,1.3191679
54.83,9100,[ 0.753  0.52   3.358 -2.564 14.918],33.994644,496708,54.640953,0.041198518,163.3641,0.008097182,10.0,-139.27288727500738,91,0.019747688,100.0,9.539316,-8.863945,1.6184759,0.8887119,0.00019747687,-2.2125244e-06,94.201515,100,0.008887119,1145.6014564037323,4.119852,10.482932,16.442822,166.04669,8.712185,272.94904,0.80971825
52.6,9200,[ 0.753  0.52   3.358 -2.564 15.022],23.958176,501968,43.241165,0.07578269,164.42822,0.011266646,10.0,-137.80007822822813,92,0.020088553,100.0,10.111196,-8.663498,1.5163499,0.9833919,0.00020088552,-2.4414062e-06,94.207855,100,0.009833919,1158.1077454090118,7.5782685,9.890027,16.54873,167.00366,7.126925,226.61111,1.1266645
53.15,9300,[ 0.753  0.52   3.358 -2.564 15.13 ],24.634247,507283,2.8199959,0.9548594,165.4873,0.095915586,10.0,-139.15777653318108,93,5.4316395e-05,100.0,4.4700565e-16,-8.051186,8.609414,1.633898,5.4316394e-07,-3.8146973e-07,94.40549,100,0.016338982,1170.2357561588287,95.48594,2.2371081e+17,16.796265,176.57207,6.5314426,8004.5493,9.591558
47.02,9400,[ 0.753  0.52   3.358 -2.564 15.376],24.043938,511985,1.2046288,2.4068522,167.96265,0.23936275,10.0,-135.52722868389444,94,4.2876652e-14,100.0,,-6.638962,18.207855,2.643108,4.2876652e-16,6.408691e-06,93.856995,100,0.026431082,1181.2694299221039,240.68523,inf,17.140028,189.60814,5.523746,35154.734,23.936275
52.56,9500,[ 0.753  0.52   3.358 -2.564 15.72 ],31.392883,517241,4.358617,0.13460097,171.40028,0.018428288,10.0,-138.71426812970245,95,1.0657898e-09,100.0,nan,-7.9672165,-0.03612857,0.39340192,1.0657897e-11,7.6293944e-08,94.03245,100,0.003934019,1193.3498713970184,13.460097,nan,17.492765,174.89153,7.1372256,247.93924,1.8428289
51.0,9600,[ 0.753  0.52   3.358 -2.564 16.075],19.88649,522341,100.0,0.01,174.92766,9.313226e-10,10.0,-138.11100202085257,96,1.0,100.0,100.0,-7.7126236,4.760921e-06,1.0,0.01,4.8828124e-06,94.11242,100,0.009999999,1205.6362907886505,1.0,1.0,17.492765,174.92766,6.075797,37.288193,
57.01,9700,[ 0.753  0.52   3.358 -2.564 16.075],33.56048,528042,12.536838,0.26679602,174.92766,0.028062718,10.0,-141.49867762874086,97,8.873629e-05,100.0,0.39650565,-8.911613,3.5249093,1.0624565,8.873629e-07,4.577637e-06,94.45575,100,0.010624565,1219.113760471344,26.679602,252.20322,17.335487,176.87978,7.5201154,1169.3473,2.806272
52.72,9800,[ 0.753  0.52   3.358 -2.564 15.916],22.99398,533314,3.5518284,1.1904856,173.35489,0.11994789,10.0,-138.18005463276978,98,0.0034057794,100.0,0.005567041,-8.60569,29.481955,2.3018212,3.4057794e-05,9.07898e-06,94.13411,100,0.023018215,1232.63401222229,119.04856,17962.863,17.500002,204.48196,6.8510947,71566.28,11.99479
51.74,9900,[ 0.753  0.52   3.358 -2.564 16.081],26.713188,538488,100.0,0.01,175.0,9.313226e-10,10.0,-136.47577301543458,99,1.0,100.0,100.0,-9.303368,-9.506941e-06,1.0,0.01,-9.536743e-06,94.13815,100,0.009999999,1245.13858127594,1.0,1.0,17.500002,175.0,7.6434236,59.012043,
50.0,10000,[ 0.753  0.52   3.358 -2.564 16.081],29.019554,543488,72.40813,0.03377257,3.5762787e-06,0.006158968,,-135.7254722871487,100,0.09180888,100.0,65.196754,-8.674683,0.89865994,0.9977251,0.0009180888,3.5858154e-06,93.72858,100,0.00997725,1256.463266134262,3.377257,1.5338187,17.432035,0.89865994,7.5539827,146.77058,0.6158968
54.02,10100,[ 0.753  0.52   3.358 -2.564 16.015],29.678337,548890,94.619804,0.021545336,3.1739473e-06,0.0024085925,,-140.78001416087645,101,0.6134825,100.0,93.73445,-7.1589966,0.060960203,1.010078,0.006134825,3.1280517e-06,94.19561,100,0.010100779,1268.4554343223572,2.1545336,1.0668436,17.4586,0.060960203,7.7948976,67.46244,0.24085926
49.93,10200,[ 0.753  0.52   3.358 -2.564 16.038],28.02811,553883,96.90631,0.017049389,7.122755e-06,0.001757625,,-136.83255684348362,102,0.6642873,100.0,94.9277,-7.7410583,0.085334584,0.98370177,0.006642873,7.133484e-06,93.85958,100,0.009837018,1279.5687839984894,1.7049389,1.0534333,17.478466,0.085334584,6.9219275,49.004025,0.1757625
52.99,10300,[ 0.753  0.52   3.358 -2.564 16.061],26.62136,559182,13.075236,0.22487697,-6.03497e-07,0.025039745,,-138.41755007276174,103,2.717549e-05,100.0,2.8443773,-9.116554,3.3804228,0.9711424,2.717549e-07,-6.1035155e-07,93.93011,100,0.009711424,1291.0305652618408,22.487698,35.15708,17.310612,3.3804228,7.765672,1361.5408,2.503975
53.74,10400,[ 0.753  0.52   3.358 -2.564 15.891],17.714752,564556,2.1058633,0.6980466,3.952533e-06,0.07325816,,-139.81541829369118,104,3.4452512e-09,100.0,,-8.362923,5.3256106,1.0744663,3.445251e-11,3.890991e-06,94.233665,100,0.010744662,1302.9120757579803,69.804665,inf,17.646233,5.3256106,6.271887,5796.6255,7.3258166
55.26,10500,[ 0.753  0.52   3.358 -2.564 16.226],36.57751,570082,71.67097,0.040182106,6.645918e-06,0.0061456375,,-140.1320572698812,105,0.12099902,100.0,54.30603,-8.765236,0.7053457,0.9775135,0.0012099902,6.67572e-06,94.11729,100,0.009775135,1315.8702280521393,4.018211,1.8414161,17.70874,0.7053457,7.715969,180.25864,0.6145637
53.02,10600,[ 0.753  0.52   3.358 -2.564 16.289],39.078735,575384,11.337867,0.22119474,-5.453825e-06,0.03167185,,-138.52486246848105,106,9.801102e-05,100.0,6.4070656e-07,-8.83017,2.259091,1.132583,9.801101e-07,-5.4931643e-06,93.77465,100,0.011325831,1327.862440109253,22.119474,156077700.0,17.881065,2.259091,7.3517838,1833.4249,3.1671848
54.67,10700,[ 0.753  0.52   3.358 -2.564 16.462],26.32571,580851,1.4596761,4.814515,1.9818544e-06,0.47852093,,-139.7745861197352,107,7.247415e-10,100.0,0.007544357,-9.50367,39.2753,5.824011,7.247415e-12,1.9454956e-06,94.27491,100,0.05824011,1340.29203915596,481.4515,13254.94,17.647867,39.2753,7.6414366,152623.3,47.852093
61.0,10800,[ 0.753  0.52   3.358 -2.564 16.228],48.76732,586951,1.7364218,1.913351,-2.7380884e-07,0.19027221,,-144.0585918300455,108,0.00020623583,100.0,2.928313e-14,-9.705872,16.840092,2.5293372,2.0623581e-06,-2.2888183e-07,94.294655,100,0.025293373,1353.5339014530182,191.33511,3414935700000000.0,17.853283,16.840092,8.350749,24771.326,19.02722
48.81,10900,[ 0.753  0.52   3.358 -2.564 16.435],22.53798,591832,72.88224,0.03321025,3.7401915e-06,0.0059428075,,-135.4131046103496,109,0.20796153,100.0,59.736805,-8.551804,0.45362923,0.9742619,0.0020796151,3.7384034e-06,93.854065,100,0.009742619,1364.206876039505,3.3210251,1.6740098,17.916342,0.45362923,6.7968597,61.429432,0.5942807
54.27,11000,[ 0.753  0.52   3.358 -2.564 16.499],25.504478,597259,32.9998,0.06868768,7.081777e-06,0.013432819,,-140.00641583675403,110,0.0151023995,100.0,0.9636458,-8.186409,1.0290084,0.94272447,0.000151024,6.942749e-06,94.21596,100,0.009427244,1376.4088172912598,6.868768,103.77257,18.039495,1.0290084,7.342605,385.72913,1.3432819
51.05,11100,[ 0.753  0.52   3.358 -2.564 16.621],32.939766,602364,41.991817,0.042171974,-8.046627e-06,0.010521103,,-136.3050570284627,111,0.0009377467,100.0,18.694508,-8.964867,2.149231,0.8951566,9.377467e-06,-8.087158e-06,93.9538,100,0.008951567,1387.9041967391968,4.2171974,5.3491645,17.915783,2.149231,7.6150055,301.1626,1.0521102
53.92,11200,[ 0.753  0.52   3.358 -2.564 16.497],18.709747,607756,100.0,0.01,-1.385808e-06,9.313226e-10,,-140.8277618343328,112,1.0,100.0,100.0,-7.1585617,-1.385808e-06,1.0,0.01,-1.2969971e-06,94.06261,100,0.009999999,1399.6202907562256,1.0,1.0,17.915783,-1.385808e-06,5.6125083,31.818434,
52.85,11300,[ 0.753  0.52   3.358 -2.564 16.497],18.814575,613041,4.1216173,0.45179358,2.9020011e-06,0.049494203,,-137.8406215909555,113,2.3751992e-16,100.0,2.3460676e-09,-9.047623,3.0576143,1.0261902,2.375199e-18,2.9754638e-06,94.17056,100,0.010261902,1410.5432777404785,45.17936,42624520000.0,17.587719,3.0576143,6.833949,3299.9255,4.94942
60.77,11400,[ 0.753  0.52   3.358 -2.564 16.169],22.823105,619118,69.073845,0.03738347,1.7136335e-06,0.006372019,,-143.00519036752948,114,0.121982224,100.0,44.707012,-10.285698,0.4609171,0.9522937,0.0012198222,1.6784668e-06,94.65282,100,0.009522936,1422.5972833633423,3.738347,2.2367857,17.65636,0.4609171,7.5173893,117.06527,0.6372019
49.43,11500,[ 0.753  0.52   3.358 -2.564 16.238],20.93927,624061,94.14105,0.021180058,4.336238e-06,0.0024475162,,-135.77978226733507,115,0.48538604,100.0,94.14124,-8.292587,0.043004766,0.9810823,0.0048538605,4.272461e-06,93.6422,100,0.009810823,1433.5743627548218,2.1180058,1.0622337,17.632349,0.043004766,6.870923,53.34779,0.24475163
57.95,11600,[ 0.753  0.52   3.358 -2.564 16.213],24.35254,629856,10.469701,0.3763245,5.811453e-07,0.03914937,,-143.59518992345951,116,0.0012997217,100.0,0.015546299,-8.624573,2.2123208,1.3387729,1.2997216e-05,6.1035155e-07,94.29105,100,0.0133877285,1446.3358075618744,37.63245,6432.3994,17.7807,2.2123208,6.585454,460.68243,3.9149373
49.43,11700,[ 0.753  0.52   3.358 -2.564 16.361],27.313972,634799,67.05449,0.035116848,-2.8386712e-06,0.00682832,,-135.0998548405407,117,0.09359626,100.0,43.81787,-8.878799,0.48411947,0.97415835,0.00093596254,-2.822876e-06,93.66264,100,0.009741582,1457.2151746749878,3.5116847,2.2821739,17.853828,0.48411947,7.1610804,103.15303,0.682832
54.41,11800,[ 0.753  0.52   3.358 -2.564 16.436],33.251366,640240,63.750397,0.048493933,-5.5469573e-06,0.007356064,,-138.84368523799267,118,0.026086247,100.0,44.803234,-8.845062,1.0351381,0.97551805,0.00026086246,-5.531311e-06,94.236435,100,0.00975518,1469.5066769123077,4.8493934,2.2319818,17.773546,1.0351381,8.060517,355.8149,0.7356064
62.55,11900,[ 0.753  0.52   3.358 -2.564 16.355],33.412315,646495,100.0,0.01,5.003065e-06,9.313226e-10,,-144.13916006892424,119,1.0,100.0,100.0,-10.129051,5.003065e-06,1.0,0.01,5.0354006e-06,94.64172,100,0.009999999,1483.2188646793365,1.0,1.0,17.773546,5.003065e-06,8.62811,75.196236,
63.65,12000,[ 0.753  0.52   3.358 -2.564 16.355],27.201588,652860,1.1540469,9.2402194e-14,-2.041459e-06,9.208464e-15,,-145.89086527062653,120,,100.0,nan,-9.446915,-7.4356406e-13,9.9499185e-14,,-2.0980835e-06,94.76207,100,9.949919e-16,1496.8519423007965,9.24022e-12,nan,19.900465,-7.4356406e-13,8.107805,4.9116004e-23,9.208465e-13
54.23,12100,[ 0.753  0.52   3.358 -2.564 18.483],27.372543,658283,11.299692,0.23771186,7.301569e-06,0.025071247,,-140.21958866393064,121,0.021497453,100.0,0.7344681,-8.539467,1.9004434,0.8948427,0.00021497453,7.400513e-06,94.1972,100,0.008948428,1507.4408349990845,23.771187,136.15295,20.040693,1.9004434,7.2923265,1152.6947,2.507125
53.47,12200,[ 0.753  0.52   3.358 -2.564 18.623],30.83374,663630,65.13751,0.04007839,-8.814037e-06,0.008043036,,-138.42825772224393,122,0.0095342705,100.0,54.97099,-8.627075,0.33366108,1.0994016,9.53427e-05,-8.850097e-06,93.97361,100,0.010994016,1519.5567967891693,4.007839,1.8191414,19.968338,0.33366108,8.205341,233.56856,0.8043036
48.44,12300,[ 0.753  0.52   3.358 -2.564 18.548],28.89563,668474,98.02969,0.014273501,4.455447e-06,0.0014233448,,-134.70135430482304,123,0.6455143,100.0,97.70686,-8.24305,0.02348426,1.0039748,0.006455143,4.4250487e-06,93.76373,100,0.010039747,1530.1815462112427,1.4273502,1.0234696,19.952713,0.02348426,6.8476815,52.72427,0.14233449
55.02,12400,[ 0.753  0.52   3.358 -2.564 18.533],28.95308,673976,53.526695,0.046611615,-4.827976e-06,0.008375205,,-139.99625224854614,124,0.021184117,100.0,11.358882,-9.25061,1.4234322,0.8988327,0.00021184116,-4.8065185e-06,94.309006,100,0.008988326,1541.7068207263947,4.6611614,8.803683,20.054678,1.4234322,7.81688,162.57608,0.83752054
51.86,12500,[ 0.753  0.52   3.358 -2.564 18.636],21.790802,679162,58.016407,0.062003393,-2.8163195e-06,0.009247221,,-138.63048761838883,125,0.14116436,100.0,51.168236,-7.754715,0.40307832,1.0870433,0.0014116436,-2.8991699e-06,94.05338,100,0.0108704325,1553.1071863174438,6.2003393,1.9543375,20.124617,0.40307832,6.922874,95.87406,0.92472214
53.42,12600,[ 0.753  0.52   3.358 -2.564 18.705],27.567734,684504,95.44349,0.015171649,4.917383e-06,0.0021587391,,-138.97699482149923,126,0.30135143,100.0,92.99872,-8.435562,0.14702326,0.9879995,0.0030135142,4.9591063e-06,94.18456,100,0.009879994,1564.9025077819824,1.517165,1.0752836,20.09578,0.14702326,7.706053,65.96103,0.21587391
53.6,12700,[ 0.753  0.52   3.358 -2.564 18.679],37.343502,689864,26.983658,0.12105478,3.784895e-06,0.019957382,,-138.83694957158616,127,0.00042193936,100.0,2.79404,-7.6450043,1.4279202,1.2132324,4.2193933e-06,3.7384034e-06,94.04042,100,0.012132324,1576.3533680438995,12.105478,35.79047,19.967115,1.4279202,9.071097,434.32175,1.9957383
57.11,12800,[ 0.753  0.52   3.358 -2.564 18.547],35.547253,695575,3.574922,0.7099608,4.827976e-06,0.07294127,,-142.67140691575688,128,1.1819742e-05,100.0,1.0379563e-10,-8.805107,5.0953727,1.4044673,1.1819742e-07,4.8446655e-06,94.41095,100,0.014044669,1588.914575099945,70.996086,963431700000.0,20.185574,5.0953727,7.4326696,4878.002,7.2941284
58.34,12900,[ 0.753  0.52   3.358 -2.564 18.765],25.972603,701409,27.569952,0.10966299,-8.285046e-06,0.015459945,,-144.04622017353316,129,0.0011239919,100.0,4.056916,-7.993828,2.3909216,0.9538203,1.1239918e-05,-8.239746e-06,94.55867,100,0.009538203,1602.18003988266,10.966299,24.649265,20.0567,2.3909216,7.1331334,894.04877,1.5459946
55.9,13000,[ 0.753  0.52   3.358 -2.564 18.639],35.601192,706999,100.0,0.01,-1.66893e-06,9.313226e-10,,-141.40890719580258,130,1.0,100.0,100.0,-7.661644,-1.66893e-06,1.0,0.01,-1.7166137e-06,94.31673,100,0.009999999,1614.1207945346832,1.0,1.0,20.0567,-1.66893e-06,6.9064226,48.180477,
61.23,13100,[ 0.753  0.52   3.358 -2.564 18.639],19.747818,713122,100.0,0.01,-6.3329935e-07,9.313226e-10,,-145.93259181519375,131,1.0,100.0,100.0,-8.588188,-6.3329935e-07,1.0,0.01,-6.1035155e-07,94.75026,100,0.009999999,1627.0836601257324,1.0,1.0,20.0567,-6.3329935e-07,6.6610403,44.817635,
62.31,13200,[ 0.753  0.52   3.358 -2.564 18.639],39.21447,719353,99.36468,0.012223242,3.7401915e-06,0.0007891772,,-145.87942570796685,132,0.7212339,100.0,99.40623,-8.85981,0.008338079,0.98693717,0.007212339,3.8146973e-06,94.31897,100,0.009869371,1640.1191699504852,1.2223243,1.0059732,20.052742,0.008338079,8.459553,71.06035,0.07891772
54.96,13300,[ 0.753  0.52   3.358 -2.564 18.632],24.517517,724849,66.08164,0.065299794,-1.013279e-06,0.0076384177,,-140.5642349802877,133,0.12676333,100.0,67.232254,-8.362022,0.19951695,1.0661701,0.0012676333,-9.918213e-07,94.02442,100,0.010661703,1652.12207198143,6.5299797,1.4873813,19.992163,0.19951695,7.0164685,134.78271,0.7638418
50.28,13400,[ 0.753  0.52   3.358 -2.564 18.573],29.769882,729877,42.19174,0.07892268,-8.940697e-06,0.013238677,,-136.8102133746014,134,0.012036389,100.0,28.227972,-7.5728226,1.9665215,1.1310017,0.00012036388,-9.002685e-06,93.838615,100,0.011310016,1663.184071302414,7.8922687,3.5425854,19.882935,1.9665215,6.7743564,690.06323,1.3238677
55.55,13500,[ 0.753  0.52   3.358 -2.564 18.465],23.657387,735432,100.0,0.01,-6.109476e-07,9.313226e-10,,-141.6244063997851,135,1.0,100.0,100.0,-7.7593536,-6.109476e-07,1.0,0.01,-6.8664554e-07,94.09854,100,0.009999999,1675.3451070785522,1.0,1.0,19.882935,-6.109476e-07,6.7324705,45.784,
52.69,13600,[ 0.753  0.52   3.358 -2.564 18.465],31.452702,740701,3.0384874,1.4114707,-5.5991113e-06,0.14101528,,-138.00608459970996,136,0.018508153,100.0,0.021204615,-8.8437805,4.9504027,2.496291,0.00018508153,-5.607605e-06,94.00698,100,0.02496291,1686.4955086708069,141.14706,4715.9546,20.038647,4.9504027,7.0372286,3963.002,14.101526
58.66,13700,[ 0.753  0.52   3.358 -2.564 18.619],40.725826,746567,98.127,0.013507746,-1.2293458e-06,0.0014145316,,-143.4309213076778,137,0.6804388,100.0,96.42659,-8.539429,0.04128185,1.0238507,0.006804388,-1.2969971e-06,94.25292,100,0.010238507,1699.3225350379944,1.3507746,1.0370584,20.0214,0.04128185,7.602123,72.69345,0.14145316
52.08,13800,[ 0.753  0.52   3.358 -2.564 18.601],34.00122,751775,97.9157,0.016793868,-5.9604645e-07,0.0014510817,,-137.44756475710946,138,0.6883624,100.0,97.730415,-8.585884,0.031512275,0.99457765,0.006883624,-8.010864e-07,93.72168,100,0.009945776,1710.7736511230469,1.6793869,1.0232229,20.033175,0.031512275,8.499644,73.350525,0.1451082
50.15,13900,[ 0.753  0.52   3.358 -2.564 18.615],33.37999,756790,26.073893,0.096180476,2.0973384e-06,0.014758256,,-136.5876494584956,139,0.00017327325,100.0,14.3410635,-7.7596893,4.0616956,0.876474,1.7327325e-06,2.1362305e-06,93.96242,100,0.008764739,1721.6470510959625,9.618048,6.9729834,19.906248,4.0616956,6.8025975,967.01666,1.4758255
48.13,14000,[ 0.753  0.52   3.358 -2.564 18.487],30.519447,761603,10.376865,0.1872035,-6.429851e-06,0.024681332,,-134.19371316757483,140,1.5316829e-07,100.0,0.011638271,-8.611374,1.4122984,0.8398304,1.5316828e-09,-6.4849855e-06,93.82159,100,0.008398304,1732.4551002979279,18.72035,8592.342,19.66565,1.4122984,7.3340406,641.3525,2.4681332
56.03,14100,[ 0.753  0.52   3.358 -2.564 18.247],26.461494,767206,84.12337,0.023390722,1.1324883e-06,0.004467747,,-140.9612461240733,141,0.28153408,100.0,80.52729,-8.093277,0.25671127,1.0284142,0.0028153406,1.2207031e-06,94.239975,100,0.0102841435,1744.706657409668,2.3390722,1.2418151,19.70886,0.25671127,7.1624184,77.39847,0.44677475
57.18,14200,[ 0.753  0.52   3.358 -2.564 18.288],28.20742,772924,29.944492,0.115396544,-6.765127e-06,0.015712384,,-140.78852130535418,142,0.047110572,100.0,12.334875,-9.393433,2.0400815,1.0272577,0.0004711057,-6.790161e-06,94.48749,100,0.0102725765,1757.449537038803,11.539655,8.107095,19.80469,2.0400815,8.210329,470.7857,1.5712385
47.25,14300,[ 0.753  0.52   3.358 -2.564 18.386],36.232735,777649,nan,,-4.068017e-06,,,-134.43264026347055,143,,100.0,nan,-8.171822,,,,-4.119873e-06,93.31072,100,,1768.0862181186676,,nan,30.198732,,6.4742064,,
55.14,14400,[ 0.753  0.52   3.358 -2.564 28.779],28.777302,783163,99.17619,0.012670078,9.4622374e-07,0.0009063238,,-140.68612768390645,144,0.73391056,100.0,99.11858,-8.454781,0.01447387,0.99442756,0.0073391055,9.536743e-07,94.43335,100,0.009944276,1779.5394654273987,1.2670078,1.0088925,30.187756,0.01447387,7.468097,59.255627,0.09063238
56.55,14500,[ 0.753  0.52   3.358 -2.564 28.77 ],27.846771,788818,2.2747653,0.95258373,-3.516674e-06,0.096069396,,-142.376529637299,145,7.2266463e-16,100.0,1.5161359e-06,-8.313461,12.596581,1.4657166,7.226646e-18,-3.5095215e-06,94.39071,100,0.014657166,1791.492008447647,95.25838,65957150.0,29.87918,12.596581,6.594212,22050.572,9.606941
52.53,14600,[ 0.753  0.52   3.358 -2.564 28.461],28.27996,794071,2.052659,1.2359179,-9.931624e-06,0.123448044,,-138.96265114225275,146,7.961725e-08,100.0,,-7.9952774,2.2384787,1.7870897,7.961725e-10,-9.9182125e-06,94.08677,100,0.017870896,1803.076476097107,123.5918,inf,30.187506,2.2384787,6.53319,1420.9137,12.344806
50.24,14700,[ 0.753  0.52   3.358 -2.564 28.769],34.291164,799095,66.09053,0.046362814,1.0374933e-06,0.007759868,,-136.59473312050443,147,0.22877733,100.0,57.546974,-8.329529,0.7564029,1.0833368,0.0022877732,1.0681152e-06,93.856064,100,0.010833367,1814.0984795093536,4.6362815,1.7377108,30.25129,0.7564029,7.6228814,109.80776,0.77598685
53.47,14800,[ 0.753  0.52   3.358 -2.564 28.834],30.989975,804442,100.0,0.01,9.059906e-06,9.313226e-10,,-138.27885073010054,148,1.0,100.0,100.0,-9.172462,9.059906e-06,1.0,0.01,9.002685e-06,94.0731,100,0.009999999,1825.614581823349,1.0,1.0,30.25129,9.059906e-06,8.501482,73.00524,
56.08,14900,[ 0.753  0.52   3.358 -2.564 28.834],24.861046,810050,94.09942,0.019527918,2.8312206e-06,0.0026740634,,-142.4366920222694,149,0.5051483,100.0,93.139046,-8.3508,0.052361824,1.0678701,0.005051483,2.822876e-06,94.2754,100,0.010678703,1836.8392126560211,1.9527918,1.0736636,30.229225,0.052361824,6.186252,46.95511,0.26740637
