Weights,EpThisIter,TimeElapsed,InitialReturnMax,InitialReturnStd,InitialReturnMin,ReturnMeanIW,InitialReturnMean,EpisodesSoFar,MinIW,TimestepsSoFar,EmpiricalD2,J_sample_variance,EpRewMean,Bound,EpLenMean,MaxIW,InitialBound,MeanIW,Iteration,StdIW
[-2.111 -0.202 -1.333 -0.351 -0.878],100,1209.0049471855164,18.393286,6.922303,-16.075026,763.5754,-1.3732911e-06,10300,8.833257e-06,258601,379.58347,6355523.0,-108.25511314255965,763.5754,19.46,130.27158,566.01044,1.3361673,103,4.41015
[-2.108 -0.18  -1.354 -0.324 -0.889],100,1219.1884942054749,18.746506,6.2421265,-13.0989685,949.5409,-1.5068055e-06,10400,1.3161558e-06,260469,97475.98,21855244.0,-108.3636952787667,949.5409,18.68,131.61755,607.26953,1.5501304,104,7.6039658
[-2.102 -0.204 -1.377 -0.258 -0.88 ],100,1229.2024013996124,19.424847,6.704924,-15.837368,8250.462,-4.5776366e-07,10500,4.665638e-14,262339,2133109800000.0,4934376000.0,-107.93495308199843,8250.462,18.7,1187.9141,606.1933,13.69885,105,117.55355
[-2.102 -0.137 -1.419 -0.227 -0.956],100,1241.4034519195557,18.371536,6.316552,-14.71941,1049.2216,-9.536743e-07,10600,0.00026507306,264138,17.38024,10806564.0,-108.18505725277424,1049.2216,17.99,101.0142,655.59314,1.5839294,106,4.9439826
[-2.197 -0.159 -1.477 -0.222 -0.94 ],100,1253.0840380191803,19.804213,5.949248,-15.5026,690.90155,1.3160706e-06,10700,0.06581064,265927,2.0576386,334844.56,-108.01526253158025,690.90155,17.89,6.010184,644.1865,1.0722288,107,0.89857554
[-2.183 -0.131 -1.461 -0.231 -0.948],100,1262.0423262119293,18.569859,5.3963947,-12.237026,1834.8412,-3.7670136e-06,10800,6.707317e-06,267650,556346.75,116183736.0,-107.99227610202237,1834.8412,17.23,178.56476,689.9389,2.635067,108,15.492472
[-2.191 -0.129 -1.466 -0.3   -0.94 ],100,1272.192587852478,8.116863,4.949607,-15.104229,1081.3612,-1.6784668e-06,10900,0.0004936376,269332,152.84654,10403575.0,-108.28635937246732,1081.3612,16.82,50.151295,710.39075,1.5202051,109,4.516186
[-2.195 -0.19  -1.555 -0.313 -0.927],100,1282.7809102535248,18.481018,5.808684,-14.562735,23952.893,-2.670288e-07,11000,1.1405486e-12,271043,4266020300000000.0,54573736000.0,-108.54365912442688,23952.893,17.11,4629.092,702.54926,32.986385,110,330.53067
[-2.272 -0.1   -1.559 -0.388 -0.938],100,1295.3462541103363,19.303017,5.126267,-12.735804,2580.1157,-1.1444092e-06,11100,7.0964524e-07,272805,27356.0,218810820.0,-108.69460948264508,2580.1157,17.62,340.1007,658.8426,3.8991685,111,22.411541
[-2.249 -0.13  -1.566 -0.322 -0.968],100,1306.0202457904816,19.88105,6.396233,-10.530239,784.46326,-3.1852721e-06,11200,0.006527666,274585,31.104092,1875022.5,-108.16940499946412,784.46326,17.8,22.907032,670.74695,1.1692606,112,2.0444353
[-2.271 -0.119 -1.591 -0.304 -0.866],100,1315.888017654419,19.043118,5.322455,-14.92741,1204.0808,-1.3160706e-06,11300,0.00022297751,276285,654.9954,40740052.0,-108.31674651179571,1204.0808,17.0,100.05524,705.52856,1.6938612,113,8.994984
[-2.273 -0.102 -1.621 -0.33  -0.849],100,1325.7983639240265,11.262736,5.0512733,-16.465136,922.36694,-1.1253356e-06,11400,0.0021010912,277951,23.10997,3951581.5,-108.32022783462038,922.36694,16.66,23.829542,726.33875,1.2662399,114,2.7265258
[-2.231 -0.116 -1.659 -0.306 -0.842],100,1335.4342687129974,11.146972,5.0706487,-12.327255,1003.1646,3.604889e-06,11500,3.0323781e-06,279595,25.106207,10990825.0,-108.0863911008059,1003.1646,16.44,37.669605,749.1984,1.338926,115,4.4490056
[-2.339 -0.154 -1.712 -0.264 -0.989],100,1345.8770229816437,17.747179,4.946172,-15.059189,19396.559,1.3542175e-06,11600,1.4330921e-08,281340,10503957000000.0,37116944000.0,-108.56990037455216,19396.559,17.45,8190.762,663.1417,28.290798,116,286.6689
[-2.358 -0.281 -1.787 -0.204 -0.953],100,1357.3593378067017,10.810955,4.798796,-11.890385,2236.3865,-3.6239624e-07,11700,5.077089e-07,282954,1701984600.0,222828670.0,-108.69629662191008,2236.3865,16.14,186.91264,782.6759,2.84375,117,19.015343
[-2.387 -0.286 -1.751 -0.296 -0.954],100,1368.4451484680176,19.961329,6.0406623,-14.087593,877.5241,2.2888183e-07,11800,0.01146077,284703,8.4793215,2171964.2,-108.39716037549833,877.5241,17.49,50.14168,691.84595,1.2648537,118,2.1271098
[-2.402 -0.27  -1.772 -0.301 -0.929],100,1377.404774904251,19.033737,6.5188932,-14.7601795,1079.6412,5.340576e-07,11900,1.4812106e-07,286485,6719655.5,36623124.0,-108.22745060283998,1079.6412,17.82,91.71779,662.6518,1.6184133,119,9.04882
[-2.442 -0.3   -1.817 -0.357 -0.999],100,1388.508281469345,18.99708,6.161562,-15.2349415,1765.4878,-2.5749207e-06,12000,0.00016179301,288220,238.4514,109411020.0,-108.17753989489862,1765.4878,17.35,198.15501,691.67694,2.5065136,120,15.149601
[-2.404 -0.297 -1.813 -0.404 -1.005],100,1399.3506753444672,19.870436,5.494887,-11.402893,859.3383,-1.7547608e-06,12100,0.021111526,289946,8.97168,2055287.8,-107.91023597245409,859.3383,17.26,14.168119,682.9166,1.2563224,121,2.1032836
[-2.412 -0.323 -1.808 -0.401 -1.009],100,1408.322348356247,17.257618,6.680142,-16.575056,717.9374,6.4849854e-07,12200,0.016418502,291846,7.943336,1119228.9,-108.80642294437477,717.9374,19.0,11.971458,584.375,1.2282789,122,1.807546
[-2.403 -0.332 -1.809 -0.368 -1.039],100,1417.675406217575,20.703304,6.0188518,-17.271662,1958.577,6.294251e-07,12300,8.4828827e-07,293523,3302.8281,195625740.0,-108.37464365892708,1958.577,16.77,191.08649,741.5508,2.6138005,123,18.71624
[-2.418 -0.398 -1.873 -0.31  -1.1  ],100,1428.795411348343,19.48561,5.696687,-14.346264,3303.1748,-1.2969971e-06,12400,5.2460253e-15,295220,1.8661164e+19,978505600.0,-107.77224633176645,3303.1748,16.97,540.4844,713.65765,4.621914,124,44.034172
[-2.401 -0.409 -1.967 -0.272 -1.163],100,1440.2657446861267,19.680204,6.931535,-15.6173,1932.1102,-3.2424927e-07,12500,1.8732264e-12,297086,2.7877104e+16,248153900.0,-108.91232842408415,1932.1102,18.66,481.55896,619.22546,3.1042974,125,25.477736
[-2.438 -0.498 -2.002 -0.306 -1.157],100,1450.0418586730957,19.007187,7.0140924,-15.994577,1165.0992,-1.14440915e-07,12600,1.5857727e-06,298925,37002492.0,34017560.0,-107.96470920746965,1165.0992,18.39,90.50732,623.2015,1.8792953,126,9.472396
[-2.433 -0.497 -2.056 -0.282 -1.15 ],100,1459.6729593276978,18.124187,5.412983,-17.8266,790.74384,9.536743e-08,12700,0.059589762,300617,2.0418715,509472.44,-108.9785146970884,790.74384,16.92,6.1739197,716.83185,1.1021479,127,0.99093956
[-2.427 -0.468 -2.04  -0.285 -1.163],100,1468.828330039978,19.344826,5.9651394,-18.430868,1355.2958,1.5640259e-06,12800,3.126359e-05,302350,18103.18,91198136.0,-108.26645885930651,1355.2958,17.33,140.66183,682.96765,1.9661136,128,13.952359
[-2.445 -0.527 -2.042 -0.295 -1.16 ],100,1479.3787446022034,19.76949,6.4949484,-14.987326,3357.0012,-4.0245054e-06,12900,1.2164375e-06,304097,2270519.8,735619000.0,-107.99900771895493,3357.0012,17.47,1085.0717,686.5907,4.8567405,129,39.6322
[-2.45  -0.59  -2.044 -0.318 -1.18 ],100,1490.6153047084808,18.7036,5.626041,-15.336481,13884.9795,-2.155304e-06,13000,2.1548273e-17,305861,1.654641e+30,15108942000.0,-108.63319500392657,13884.9795,17.64,1885.2914,664.30524,20.764786,130,185.64409
[-2.419 -0.611 -2.019 -0.21  -1.17 ],100,1502.4205195903778,18.075092,6.3130994,-14.078098,932.36725,-6.1035155e-07,13100,1.00429825e-05,307680,133.22585,7741549.0,-108.81004275153926,932.36725,18.19,37.832634,644.9218,1.4288182,131,4.3030643
[-2.407 -0.655 -2.025 -0.196 -1.19 ],100,1511.96737408638,18.283817,6.3931665,-16.024824,1572.1106,4.196167e-07,13200,3.3937114e-05,309519,70716.805,173853420.0,-108.64966639481423,1572.1106,18.39,288.44516,623.87836,2.4543874,132,20.715675
[-2.452 -0.611 -2.055 -0.196 -1.197],100,1522.3428325653076,18.021593,6.8609285,-14.998619,1441.7828,-2.3651123e-06,13300,0.0020198058,311434,3026.064,86900420.0,-108.89923877436993,1441.7828,19.15,178.2081,590.8165,2.3854282,133,15.765697
[-2.481 -0.585 -2.04  -0.173 -1.168],100,1533.8402695655823,18.277538,6.701945,-16.461145,715.6563,7.8201293e-07,13400,0.0026242584,313353,6.185414,1132635.2,-109.57297934281225,715.6563,19.19,14.549789,579.4702,1.2308041,134,1.8285805
[-2.481 -0.629 -2.069 -0.164 -1.15 ],100,1542.489812374115,18.465189,5.860458,-14.868303,1872.9031,7.8201293e-07,13500,0.00025149682,315156,1066.3888,168748270.0,-108.83873523747397,1872.9031,18.03,484.5552,653.28064,2.8015432,135,19.912666
[-2.518 -0.61  -2.047 -0.147 -1.18 ],100,1553.6442563533783,18.634539,5.744408,-14.139622,700.9896,1.7547608e-06,13600,0.2693138,316903,1.2744037,96542.89,-107.82935774687795,700.9896,17.47,3.029763,672.7562,1.0422527,136,0.46286738
[-2.512 -0.609 -2.036 -0.146 -1.183],100,1562.526615858078,18.577412,7.1859536,-12.127232,1337.8304,-1.0299683e-06,13700,2.3208675e-09,318796,434362900.0,51248184.0,-108.96594041778822,1337.8304,18.93,116.486824,614.42206,2.153349,137,11.588609
[-2.539 -0.665 -2.058 -0.185 -1.233],100,1574.447382926941,16.923145,7.8582563,-16.161066,1112.4114,-6.008148e-07,13800,6.5383664e-19,320841,7.6291936e+23,102990270.0,-109.10380479814161,1112.4114,20.45,196.31,531.8287,2.0986712,138,19.269775
[-2.48  -0.632 -2.093 -0.13  -1.277],100,1585.0842444896698,19.24147,6.362351,-12.381565,1304.9727,3.013611e-06,13900,3.854692e-05,322602,539298.75,60030268.0,-108.30837140728222,1304.9727,17.61,113.34971,685.60394,1.8990331,139,11.361018
[-2.451 -0.619 -2.115 -0.117 -1.246],100,1594.7618117332458,19.27966,6.605518,-12.820019,1004.94745,-4.386902e-07,14000,7.934321e-05,324283,3693.463,9374847.0,-108.4780230319474,1004.94745,16.81,38.907116,742.65326,1.3531913,140,4.1362576
[-2.467 -0.626 -2.086 -0.136 -1.241],100,1605.0528585910797,17.664476,6.4873524,-16.119638,699.83746,-3.8146973e-07,14100,0.045376148,326134,3.1032457,568500.8,-108.3984022587381,699.83746,18.51,8.05221,610.2967,1.1470134,141,1.231044
[-2.443 -0.615 -2.057 -0.134 -1.215],100,1613.9858889579773,17.596987,5.104155,-12.034069,1285.6847,-1.7547608e-06,14200,0.0002569882,327879,1093.4554,29420538.0,-108.57184750778386,1285.6847,17.45,82.20279,668.367,1.9161525,142,8.110687
[-2.439 -0.631 -2.059 -0.093 -1.228],100,1623.7774538993835,19.49689,5.453235,-11.924856,7814.9546,1.3542175e-06,14300,2.5377878e-07,329629,698458700.0,5056966000.0,-108.48109323069322,7814.9546,17.5,2323.1782,677.7228,11.38715,143,104.50475
[-2.469 -0.734 -2.133 -0.088 -1.224],100,1635.7929210662842,17.820942,5.7049713,-10.284878,676.53296,2.002716e-06,14400,0.022278314,331489,2.9238627,575687.1,-108.67109357296687,676.53296,18.6,13.033246,597.1576,1.1312803,144,1.2620881
[-2.458 -0.727 -2.125 -0.11  -1.239],100,1645.275454044342,18.540913,7.356003,-15.784409,1380.1353,9.441376e-07,14500,6.613713e-05,333410,2649.9978,67961850.0,-109.23925030896672,1380.1353,19.21,144.6169,583.6385,2.3680022,145,14.241065
[-2.473 -0.733 -2.101 -0.137 -1.274],100,1655.415329694748,18.280369,6.7256503,-16.923334,5375.3584,-3.528595e-06,14600,9.036478e-18,335318,7.4563144e+27,2838052600.0,-108.44681311238314,5375.3584,19.08,946.3861,577.33374,9.257786,146,92.66279
[-2.515 -0.812 -2.099 -0.191 -1.285],100,1668.1345059871674,15.602175,7.3814096,-14.705263,556.51605,-7.6293946e-07,14700,0.01564507,337461,11.303842,1012519.0,-109.19852303203024,556.51605,21.43,19.808481,476.60922,1.1649128,147,2.1065583
[-2.522 -0.817 -2.101 -0.167 -1.304],100,1677.7167446613312,17.669796,6.6613307,-14.129957,1308.4015,1.1634827e-06,14800,8.417458e-08,339546,9128236.0,64197668.0,-110.0155483172685,1308.4015,20.85,179.66464,498.9561,2.5771244,148,15.964334
[-2.572 -0.845 -2.098 -0.185 -1.315],100,1688.7033245563507,15.553631,7.1739097,-15.463024,1215.0245,2.3841858e-07,14900,2.0935664e-05,341693,1477.4655,35445140.0,-109.22904579543273,1215.0245,21.47,119.01876,467.41287,2.539065,149,12.685326
[-2.573 -0.841 -2.116 -0.211 -1.322],100,1699.4466462135315,17.230652,7.323199,-13.9546795,929.9378,9.155273e-07,15000,0.000184154,343819,3540.0996,25994118.0,-109.31290502102003,929.9378,21.26,242.74628,476.66406,1.9149623,150,10.488677
[-2.64  -0.838 -2.144 -0.233 -1.338],100,1710.4835269451141,17.32743,7.5217056,-11.712173,682.5416,-1.411438e-06,15100,0.0017810247,345909,145.886,6423560.0,-109.05825465821748,682.5416,20.9,68.707375,496.1887,1.361056,151,5.0052876
[-2.639 -0.856 -2.181 -0.23  -1.345],100,1720.5633537769318,17.268198,7.5896955,-18.164911,1668.2239,-1.411438e-06,15200,1.4356195e-05,348046,4945.88,125067690.0,-109.3565068997197,1668.2239,21.37,644.57715,474.69547,3.41701,152,23.274187
[-2.578 -0.892 -2.176 -0.216 -1.351],100,1730.8314146995544,16.503374,8.406207,-15.178305,594.7893,-2.5749208e-07,15300,0.00021895897,350338,42.775166,3114903.0,-110.05088910218295,594.7893,22.92,52.05873,434.1532,1.3538309,153,4.039379
[-2.579 -0.9   -2.158 -0.209 -1.35 ],100,1740.4114005565643,16.477629,8.149952,-12.713741,457.50323,-8.869171e-07,15400,0.01398135,352721,7.5639954,546757.1,-110.35312069905851,457.50323,23.83,24.92273,400.36377,1.1378767,154,1.8422378
[-2.575 -0.89  -2.161 -0.222 -1.36 ],100,1750.2962927818298,17.080936,8.117692,-15.929596,728.6809,-1.1825562e-06,15500,4.2946272e-08,355042,273564.12,14169500.0,-110.65488663869465,728.6809,23.21,84.6469,424.12814,1.7375306,155,9.025701
[-2.581 -0.896 -2.142 -0.192 -1.361],100,1759.1057715415955,17.270058,7.4065704,-14.363674,2971.379,-9.536743e-09,15600,4.9194963e-08,357116,834380600.0,556802240.0,-108.78079962175889,2971.379,20.74,543.0183,509.46094,5.7625875,156,45.817028
[-2.547 -0.855 -2.1   -0.158 -1.297],100,1771.3364675045013,16.005726,7.8191376,-15.526316,2037.7295,-1.5830993e-06,15700,1.128858e-07,359335,102666850.0,297778340.0,-109.3033986666805,2037.7295,22.19,540.1435,447.5714,4.5942507,157,39.072792
[-2.563 -0.801 -2.105 -0.13  -1.3  ],100,1783.906919002533,17.605978,7.221133,-14.365177,968.9074,-3.8146973e-07,15800,1.1266265e-05,361446,3307.9775,9162718.0,-109.24139978381253,968.9074,21.11,65.548904,485.77573,1.9914494,158,6.2433634
[-2.564 -0.811 -2.142 -0.143 -1.307],100,1795.0496666431427,17.795397,7.5935216,-14.407125,566.61865,4.005432e-07,15900,0.010505296,363566,5.344692,876988.1,-109.45427505431317,566.61865,21.2,17.126377,492.62598,1.1435738,159,1.8561786
[-2.564 -0.8   -2.125 -0.162 -1.312],100,1804.610553741455,17.114483,7.2192025,-13.003901,733.91254,-3.2043456e-06,16000,0.00050495076,365558,115.40554,4098957.5,-108.88944738113878,733.91254,19.92,172.61833,555.24994,1.3188493,160,3.7953908
[-2.581 -0.797 -2.109 -0.186 -1.31 ],100,1815.244867324829,17.872637,7.6108627,-17.494484,919.5455,3.0517577e-07,16100,1.6000065e-06,367649,1611783.0,28250820.0,-109.38969931602882,919.5455,20.91,147.91861,502.55765,1.8256041,161,10.55339
[-2.558 -0.842 -2.135 -0.148 -1.306],100,1826.3575956821442,16.871769,7.3724475,-14.472109,1163.8605,2.3841858e-07,16200,3.6615678e-08,369744,10985507.0,64080870.0,-109.68298782654601,1163.8605,20.95,160.12656,500.61044,2.307825,162,15.850571
[-2.58  -0.879 -2.155 -0.1   -1.296],100,1836.861302614212,18.216322,7.139703,-12.785254,1016.73444,-9.536743e-08,16300,4.3932843e-05,371709,834.82263,28030146.0,-108.48275249934053,1016.73444,19.65,95.8099,562.01465,1.8187397,163,9.541764
[-2.579 -0.886 -2.137 -0.077 -1.315],100,1848.4264388084412,14.294758,8.025328,-16.08221,2070.5647,-1.14440915e-07,16400,6.3067273e-07,374100,28000.312,289153060.0,-110.1295381718675,2070.5647,23.91,437.4887,392.2346,5.1966095,164,42.847397
[-2.612 -0.894 -2.192 -0.082 -1.322],100,1860.418473482132,16.091932,7.1732025,-14.769642,4159.9404,5.531311e-07,16500,6.6083663e-07,376281,60596.156,1420538400.0,-109.8791912640747,4159.9404,21.81,854.1166,461.38733,8.677412,165,80.9802
[-2.599 -0.896 -2.207 -0.043 -1.353],100,1873.5831694602966,15.667989,6.7347836,-12.745598,636.27826,2.3841858e-07,16600,0.011744281,378333,3.9410477,441675.6,-109.45256143627739,636.27826,20.52,9.359198,518.218,1.2288642,166,1.286043
[-2.587 -0.865 -2.188 -0.041 -1.356],100,1883.6021723747253,15.646046,6.3835607,-13.580334,3601.288,1.3542175e-06,16700,1.8871256e-09,380301,243957700000.0,1142447600.0,-108.86168837680538,3601.288,19.68,633.6363,552.9001,6.589568,167,62.26804
[-2.608 -0.869 -2.145 -0.069 -1.333],100,1895.4885156154633,15.41215,8.198345,-13.587362,452.04193,-6.67572e-08,16800,0.0031820615,382778,19.468681,1119416.6,-110.30141026454119,452.04193,24.77,35.297672,372.847,1.1921868,168,2.775555
[-2.612 -0.892 -2.147 -0.081 -1.321],100,1905.5339450836182,15.717715,7.5649743,-13.217203,4240.9395,1.411438e-06,16900,6.0932387e-05,385060,182457.66,1060701300.0,-109.13089124272788,4240.9395,22.82,2362.5325,419.46765,9.754848,169,76.83695
[-2.594 -0.879 -2.127 -0.045 -1.325],100,1918.768929719925,15.593662,7.384935,-13.815313,813.1035,-8.9645386e-07,17000,3.0014346e-06,387388,648.84595,18515058.0,-109.07037742511181,813.1035,23.28,130.31711,404.73523,2.0141532,170,10.610174
[-2.639 -0.904 -2.187 -0.043 -1.346],100,1930.249606370926,16.002325,7.6298933,-12.740469,823.69904,1.926422e-06,17100,0.00018909783,389648,379.1056,8958063.0,-109.5540899360397,823.69904,22.6,74.28387,435.50113,1.8566083,171,6.78582
[-2.642 -0.885 -2.197 -0.021 -1.345],100,1939.9353439807892,17.172623,6.7182374,-11.248873,1020.9988,2.2411346e-06,17200,1.9754081e-05,391740,7028.3374,34594412.0,-109.0134984555318,1020.9988,20.92,118.02466,492.03775,2.0632434,172,11.950301
[-2.634 -0.851 -2.178 -0.053 -1.344],100,1951.2696418762207,16.592316,8.209719,-15.06621,697.3475,2.7275084e-06,17300,0.007768698,393962,36.715866,6255048.0,-109.47980120134017,697.3475,22.22,78.44021,458.58084,1.5043069,173,5.324035
[-2.669 -0.868 -2.189 -0.066 -1.368],100,1962.5804064273834,16.662535,7.201082,-14.537916,2729.5605,-1.4972687e-06,17400,9.299109e-13,396181,3.3561328e+19,671895040.0,-109.90008791889463,2729.5605,22.19,5134.116,453.27426,5.914437,174,60.39409
[-2.647 -0.849 -2.219 -0.013 -1.371],100,1974.1440181732178,16.304813,6.423731,-12.770948,2149.073,4.196167e-07,17500,1.4935971e-31,398126,inf,435837730.0,-108.73634226811271,2149.073,19.45,379.3638,563.1311,3.7876582,175,37.121258
[-2.607 -0.824 -2.191  0.085 -1.369],100,1984.8991498947144,15.621887,6.828562,-13.392899,735.9757,-4.959106e-07,17600,0.00015409655,400195,78.15288,9170634.0,-108.92182423936256,735.9757,20.69,67.6561,508.11826,1.444463,176,5.940462
[-2.59  -0.847 -2.184  0.096 -1.386],100,1995.0845487117767,17.482035,6.5072613,-13.087662,1268.9438,1.0681152e-06,17700,3.5470397e-11,402120,7526738300000.0,63826932.0,-108.28006305645664,1268.9438,19.25,137.81601,570.11426,2.1962214,177,13.960287
[-2.618 -0.871 -2.173  0.057 -1.381],100,2006.689828634262,15.823117,7.159673,-12.0292225,1210.9705,8.6784365e-07,17800,4.616114e-06,404281,1485.2948,55541696.0,-109.74788525338292,1210.9705,21.61,165.50528,469.56152,2.5259428,178,15.869944
[-2.608 -0.87  -2.182  0.028 -1.393],100,2017.842363834381,16.039276,6.9733653,-12.939085,1105.2765,-7.2479247e-07,17900,8.422578e-05,406357,908.39307,14751687.0,-109.12150861573777,1105.2765,20.76,117.12607,504.38617,2.1741812,179,7.608051
[-2.587 -0.912 -2.18   0.029 -1.384],100,2029.3335783481598,15.909288,8.252526,-14.114624,2600.3914,-6.8664554e-07,18000,2.3841483e-06,408659,21020538.0,510506370.0,-109.62603985690197,2600.3914,23.02,604.8213,422.74457,5.92937,180,52.717728
[-2.556 -0.939 -2.176 -0.007 -1.397],100,2041.439743757248,15.74891,6.657037,-13.367294,825.6264,-6.1035155e-07,18100,3.0980496e-09,410744,73607010000.0,26470902.0,-109.33640718246838,825.6264,20.85,105.64252,485.648,1.6835872,181,10.559661
[-2.57  -0.957 -2.152 -0.048 -1.401],100,2051.8366224765778,16.561104,7.3124533,-11.41107,566.2189,1.7929077e-06,18200,0.0061981957,412993,9.410127,1775008.6,-109.69072847239202,566.2189,22.49,27.592388,438.346,1.2833003,182,3.0106578
[-2.573 -0.965 -2.177 -0.05  -1.424],100,2061.819360971451,15.80674,6.975986,-12.005249,652.5824,-1.5068055e-06,18300,5.20478e-05,415192,161.95567,5666432.5,-109.8040372054773,652.5824,21.99,48.728443,461.15253,1.4134248,183,5.1672144
[-2.555 -0.923 -2.162 -0.054 -1.456],100,2072.50963306427,16.419954,7.088639,-12.313969,506.08417,1.4686584e-06,18400,0.038729288,417314,2.0470998,188649.39,-109.73220662600092,506.08417,21.22,5.7108583,486.19553,1.0411179,184,0.8930334
[-2.552 -0.922 -2.168 -0.06  -1.463],100,2082.2192640304565,15.559492,7.073872,-12.243374,837.59937,-1.4400482e-06,18500,6.943652e-08,419512,402878.28,42928290.0,-109.44171924058321,837.59937,21.98,150.8456,441.31784,1.8823906,185,14.834734
[-2.522 -0.868 -2.151 -0.049 -1.48 ],100,2093.0783269405365,15.614553,7.087283,-13.288467,1456.2457,-8.6784365e-07,18600,4.4434304e-07,421659,7957.494,120604270.0,-109.71611424825979,1456.2457,21.47,1007.148,470.12704,3.0043504,186,23.411331
[-2.521 -0.883 -2.143 -0.076 -1.481],100,2103.852741956711,16.734325,8.150641,-12.383158,841.361,-1.7738342e-06,18700,2.9322127e-05,423879,164152.27,19967350.0,-109.88834298004643,841.361,22.2,122.57119,455.04602,1.8565722,187,9.840494
[-2.504 -0.879 -2.168 -0.071 -1.467],100,2114.84667301178,15.204531,7.415727,-14.4663315,668.5516,4.5776366e-07,18800,0.0003210781,426031,435.74582,5867231.5,-109.1195874992461,668.5516,21.52,222.81589,472.77435,1.4180813,188,5.310375
[-2.495 -0.857 -2.172 -0.08  -1.457],100,2124.9335737228394,15.70264,6.7929654,-14.105244,598.44763,-4.959106e-07,18900,0.0024654025,428124,13.83186,2694164.8,-109.57677323303342,598.44763,20.93,36.643467,494.26584,1.1988412,189,3.314457
[-2.503 -0.858 -2.164 -0.066 -1.468],100,2135.5114636421204,17.148403,6.8464413,-11.098574,8559.033,-6.67572e-08,19000,6.906028e-25,430180,3.855766e+32,7297076700.0,-109.19069378774475,8559.033,20.56,3810.6604,502.05072,16.68656,190,169.49261
[-2.456 -0.839 -2.117  0.006 -1.483],100,2147.9239468574524,18.210983,6.613996,-12.8953705,674.8867,1.9550323e-06,19100,0.031968497,432072,2.1210644,641401.2,-108.3610242436859,674.8867,18.92,11.518511,585.85754,1.1500463,191,1.3523121
[-2.477e+00 -8.537e-01 -2.135e+00  5.837e-04 -1.481e+00],100,2158.3052887916565,17.2664,7.1861396,-13.701231,967.00433,2.479553e-07,19200,1.484684e-07,434133,28483878.0,14425003.0,-109.06715493760353,967.00433,20.61,92.916885,513.5781,1.8862886,192,7.4142876
[-2.442 -0.855 -2.134  0.038 -1.47 ],100,2169.483806371689,16.585611,6.5089374,-13.044374,1639.245,-3.1471254e-07,19300,1.0325537e-09,436059,20270981000.0,176579250.0,-108.88374729405972,1639.245,19.26,238.74242,564.3514,2.8784025,193,23.48283
[-2.426 -0.818 -2.134  0.006 -1.476],100,2180.1636838912964,17.219301,6.4458957,-11.905933,140845.08,3.2997132e-06,19400,1.0446684e-07,438015,138245810.0,1978693800000.0,-109.09678703490734,140845.08,19.56,26153.258,550.46497,252.71336,194,2556.1174
[-2.426 -0.801 -2.171  0.006 -1.474],100,2186.24263548851,17.536667,6.840885,-12.1360855,852.8126,-1.964569e-06,19500,0.0069473786,439928,18.013556,4126698.8,-108.57120723178092,852.8126,19.13,31.141533,584.47577,1.4399529,195,3.4541352
[-2.445 -0.793 -2.163  0.019 -1.482],100,2195.6094868183136,16.905151,6.082748,-15.21698,2255.0037,-4.5776366e-07,19600,1.5706791e-14,441810,7.0013516e+16,372991680.0,-109.13433477278144,2255.0037,18.82,330.23727,595.7705,3.7750645,196,32.62077
[-2.422 -0.774 -2.202  0.045 -1.493],100,2206.644357919693,17.554466,6.060969,-15.967766,2691.9668,1.2397766e-06,19700,1.7057509e-07,443653,303463860000.0,515883040.0,-109.01701893344288,2691.9668,18.43,373.44296,622.0483,4.2844005,197,36.479576
[-2.462 -0.811 -2.218  0.007 -1.493],100,2217.1827557086945,16.469902,5.8804564,-12.008474,7332.7134,1.6403199e-06,19800,1.2638856e-32,445431,inf,4715098600.0,-109.1418324152508,7332.7134,17.78,1339.2996,655.44904,11.268012,198,105.783585
[-2.447 -0.736 -2.149  0.083 -1.503],100,2228.762314081192,16.937168,6.6581373,-14.805168,1273.3636,7.05719e-07,19900,5.527576e-11,447328,732491240000000.0,70230150.0,-109.14941081872179,1273.3636,18.97,3689.0957,598.8063,2.143282,199,23.503284
[-2.468 -0.743 -2.116  0.042 -1.507],100,2239.3743755817413,17.195677,5.7351084,-12.258102,935.3139,-1.4305115e-06,20000,0.0002785776,449120,250.0621,6551715.0,-109.00003500132034,935.3139,17.92,37.94479,656.5497,1.4181914,200,3.8714986
[-2.484 -0.742 -2.098  0.027 -1.52 ],100,2249.3626160621643,18.37104,6.3266563,-12.941187,980.6087,-2.632141e-06,20100,2.005114e-07,450973,2319670300.0,12963646.0,-108.32926148935613,980.6087,18.53,41.66754,606.236,1.620435,201,5.925264
[-2.458 -0.694 -2.037  0.039 -1.531],100,2259.808385372162,18.013348,5.721067,-12.8195915,922.3146,-1.0299683e-06,20200,0.0016381582,452737,246.07898,2060807.6,-108.42232455722619,922.3146,17.64,18.808147,681.0939,1.3547115,202,2.115557
[-2.457 -0.691 -2.024  0.01  -1.536],100,2268.603926897049,18.343447,6.0214877,-12.086845,1070.9003,-8.392334e-07,20300,0.0011157667,454543,62.986885,7348984.0,-108.85209567547646,1070.9003,18.06,28.54499,642.79016,1.6602931,203,4.235897
[-2.469 -0.712 -2.021  0.009 -1.535],100,2277.4683845043182,17.052689,6.98815,-12.894285,691.61664,3.4332277e-07,20400,0.0143031515,456485,5.6712894,1445023.2,-109.17324846445497,691.61664,19.42,41.762337,577.807,1.1942368,204,2.0920904
