EpsThisIter,Delta,J,Bound,VanillaAvgRet,VarJ,eRenyi2,AvgRet,MinNormIw,VarNormIw,BatchSize,AvgDiscRet,VarRet,ESSRenyi,AvgVanillaIw,AvgEpLen,VarVanillaIw,ESSClassic,AvgNormIw,VarDiscRet,IterType,MinVanillaIw,MaxNormIw,MaxVanillaIw
100,1.0,-65.4469,-65.4469,-68.0240430343,26.309,1.0,-68.0240430343,0.005,2.1793e-19,500,-68.0240430343,1319.49425218,500.0,1.0,99.52,,200.000000102,0.005,1319.49425218,2,1.0,0.005,1.0
100,1.0,-68.6476,-68.6476,-75.0489471945,41.3709,1.0,-75.0489471945,0.00333333,5.43914e-20,500,-75.0489471945,3726.12201567,500.0,1.0,106.98,,299.999969474,0.00333333,3726.12201567,2,1.0,0.00333333,1.0
100,1.0,-69.1775,-69.1775,-70.7671489613,43.7295,1.0,-70.7671489613,0.0025,5.4346e-20,500,-70.7671489613,2536.43604959,500.0,1.0,102.37,,400.0,0.0025,2536.43604959,2,1.0,0.0025,1.0
100,1.0,-66.5474,-66.5474,-67.4614896588,34.7955,12.2561,-67.4614896588,0.000645216,6.38437e-05,500,-67.4614896588,1295.10138739,40.7958699286,2.19367,98.35,76.8073,29.5352623235,0.002,1295.10138739,1,0.707697,0.0490304,53.7783
100,1.0,-75.1081,-75.1081,-75.1081325062,60.6574,1.0,-75.1081325062,0.01,3.50449e-18,500,-75.1081325062,3716.47922015,500.0,1.0,108.25,,100.0,0.01,3716.47922015,2,1.0,0.01,1.0
100,1.0,-70.7241,-70.7241,-66.3400769371,50.0832,1.0,-66.3400769371,0.005,2.1793e-19,500,-66.3400769371,1312.01519213,500.0,1.0,96.43,,200.000000102,0.005,1312.01519213,2,1.0,0.005,1.0
100,1.0,-69.5064,-69.5064,-67.0710191087,45.9424,1.0,-67.0710191087,0.00333333,5.43914e-20,500,-67.0710191087,1319.7600517,500.0,1.0,97.82,,299.999969474,0.00333333,1319.7600517,2,1.0,0.00333333,1.0
100,1.0,-70.6123,-70.6123,-73.9297995588,50.1086,1.0,-73.9297995588,0.0025,5.4346e-20,500,-73.9297995588,3734.03254221,500.0,1.0,105.4,,400.0,0.0025,3734.03254221,2,1.0,0.0025,1.0
100,1.0,-69.8169,-69.8169,-77.1617461659,76.2001,17.2752,-77.1617461659,0.00101894,6.81301e-06,500,-77.1617461659,4946.06445581,28.9431740243,1.3885,108.89,3.28377,185.195925386,0.002,4946.06445581,1,0.707403,0.00893068,6.20014
100,1.0,-70.7782,-70.7782,-70.7781638204,50.1644,1.0,-70.7781638204,0.01,3.50449e-18,500,-70.7781638204,2541.8852717,500.0,1.0,102.83,,100.0,0.01,2541.8852717,2,1.0,0.01,1.0
100,1.0,-71.4172,-71.4172,-72.0562311263,50.0678,1.0,-72.0562311263,0.005,2.1793e-19,500,-72.0562311263,2521.50859526,500.0,1.0,104.53,,200.000000102,0.005,2521.50859526,2,1.0,0.005,1.0
100,1.0,-72.63,-72.63,-75.0557452644,53.8732,1.0,-75.0557452644,0.00333333,5.43914e-20,500,-75.0557452644,3721.78210312,500.0,1.0,107.35,,299.999969474,0.00333333,3721.78210312,2,1.0,0.00333333,1.0
100,1.0,-74.6717,-74.6717,-80.79664281,60.7665,1.0,-80.79664281,0.0025,5.4346e-20,500,-80.79664281,6074.04111585,500.0,1.0,113.02,,400.0,0.0025,6074.04111585,2,1.0,0.0025,1.0
100,1.0,-66.9994,-66.9994,-73.3842881778,93.7582,26451.5,-73.3842881778,,1.92944e-05,500,-73.3842881778,3751.61012806,0.0189025169144,3.54086e-26,104.26,,inf,0.002,3751.61012806,1,,0.0116279,2.05864e-25
100,1.0,-75.0912,-75.0912,-75.0912253028,60.5913,1.0,-75.0912253028,0.01,3.50449e-18,500,-75.0912253028,3708.39034581,500.0,1.0,107.35,,100.0,0.01,3708.39034581,2,1.0,0.01,1.0
100,1.0,-76.3045,-76.3045,-77.5178665453,65.3893,1.0,-77.5178665453,0.005,2.1793e-19,500,-77.5178665453,4926.53623022,500.0,1.0,110.18,,200.000000102,0.005,4926.53623022,2,1.0,0.005,1.0
100,1.0,-77.7171,-77.7171,-80.5423111989,69.7132,1.0,-80.5423111989,0.00333333,5.43914e-20,500,-80.5423111989,6077.0663725,500.0,1.0,113.06,,299.999969474,0.00333333,6077.0663725,2,1.0,0.00333333,1.0
100,1.0,-75.9495,-75.9495,-70.6466616625,65.4767,1.0,-70.6466616625,0.0025,5.4346e-20,500,-70.6466616625,2557.07671728,500.0,1.0,101.72,,400.0,0.0025,2557.07671728,2,1.0,0.0025,1.0
100,1.0,-74.4202,-74.4202,-68.3029319935,60.844,1.0,-68.3029319935,0.002,5.43187e-20,500,-68.3029319935,1327.6577263,500.0,1.0,99.55,,500.000006643,0.002,1327.6577263,1,1.0,0.002,1.0
100,1.0,-69.377,-69.377,-69.3770227087,35.9472,1.0,-69.3770227087,0.01,3.50449e-18,500,-69.3770227087,1305.25507558,500.0,1.0,100.86,,100.0,0.01,1305.25507558,2,1.0,0.01,1.0
100,1.0,-66.8479,-66.8479,-64.3187460664,26.2124,1.0,-64.3187460664,0.005,2.1793e-19,500,-64.3187460664,69.8825716893,500.0,1.0,95.13,,200.000000102,0.005,69.8825716893,2,1.0,0.005,1.0
100,1.0,-68.0597,-68.0597,-70.4831912325,36.015,1.0,-70.4831912325,0.00333333,5.43914e-20,500,-70.4831912325,2533.59005892,500.0,1.0,101.59,,299.999969474,0.00333333,2533.59005892,2,1.0,0.00333333,1.0
100,1.0,-68.8788,-68.8788,-71.3361641981,40.0325,1.0,-71.3361641981,0.0025,5.4346e-20,500,-71.3361641981,2536.46488395,500.0,1.0,102.97,,400.0,0.0025,2536.46488395,2,1.0,0.0025,1.0
100,1.0,-70.0511,-70.0511,-74.7405101028,45.0073,1.0,-74.7405101028,0.002,5.43187e-20,500,-74.7405101028,3727.67519043,500.0,1.0,106.9,,500.000006643,0.002,3727.67519043,1,1.0,0.002,1.0
100,1.0,-74.0702,-74.0702,-74.0702233478,60.8643,1.0,-74.0702233478,0.01,3.50449e-18,500,-74.0702233478,3741.8811464,500.0,1.0,105.7,,100.0,0.01,3741.8811464,2,1.0,0.01,1.0
100,1.0,-69.0247,-69.0247,-63.9792383964,43.7342,1.0,-63.9792383964,0.005,2.1793e-19,500,-63.9792383964,70.6929930713,500.0,1.0,94.48,,200.000000102,0.005,70.6929930713,2,1.0,0.005,1.0
100,1.0,-71.8956,-71.8956,-77.6372003904,53.9767,1.0,-77.6372003904,0.00333333,5.43914e-20,500,-77.6372003904,4914.79356604,500.0,1.0,109.86,,299.999969474,0.00333333,4914.79356604,2,1.0,0.00333333,1.0
100,1.0,-75.3371,-75.3371,-85.6617032257,63.1479,1.0,-85.6617032257,0.0025,5.4346e-20,500,-85.6617032257,7139.42834393,500.0,1.0,119.5,,400.0,0.0025,7139.42834393,2,1.0,0.0025,1.0
100,1.0,-75.3477,-75.3477,-75.390407244,62.6573,1.0,-75.390407244,0.002,5.43187e-20,500,-75.390407244,3716.23279388,500.0,1.0,108.31,,500.000006643,0.002,3716.23279388,1,1.0,0.002,1.0
100,1.0,-81.9847,-81.9847,-81.9847233558,77.3099,1.0,-81.9847233558,0.01,3.50449e-18,500,-81.9847233558,6037.191664,500.0,1.0,115.5,,100.0,0.01,6037.191664,2,1.0,0.01,1.0
100,1.0,-79.1677,-79.1677,-76.3506530172,69.4554,1.0,-76.3506530172,0.005,2.1793e-19,500,-76.3506530172,3692.33740046,500.0,1.0,109.27,,200.000000102,0.005,3692.33740046,2,1.0,0.005,1.0
100,1.0,-78.84,-78.84,-78.1847183511,69.5082,1.0,-78.1847183511,0.00333333,5.43914e-20,500,-78.1847183511,4894.34177067,500.0,1.0,111.32,,299.999969474,0.00333333,4894.34177067,2,1.0,0.00333333,1.0
100,1.0,-77.941,-77.941,-75.2440098186,67.4217,1.0,-75.2440098186,0.0025,5.4346e-20,500,-75.2440098186,3716.0579299,500.0,1.0,107.82,,400.0,0.0025,3716.0579299,2,1.0,0.0025,1.0
100,1.0,-75.9117,-75.9117,-67.7945743072,62.5598,1.0,-67.7945743072,0.002,5.43187e-20,500,-67.7945743072,1316.68293615,500.0,1.0,98.61,,500.000006643,0.002,1316.68293615,1,1.0,0.002,1.0
100,1.0,-68.0243,-68.0243,-68.0243016538,36.0588,1.0,-68.0243016538,0.01,3.50449e-18,500,-68.0243016538,1313.37197306,500.0,1.0,99.63,,100.0,0.01,1313.37197306,2,1.0,0.01,1.0
100,1.0,-72.8241,-72.8241,-77.6238785228,55.694,1.0,-77.6238785228,0.005,2.1793e-19,500,-77.6238785228,4906.40037781,500.0,1.0,109.54,,200.000000102,0.005,4906.40037781,2,1.0,0.005,1.0
100,1.0,-74.2431,-74.2431,-77.0811290555,60.8287,1.0,-77.0811290555,0.00333333,5.43914e-20,500,-77.0811290555,4934.00031347,500.0,1.0,108.83,,299.999969474,0.00333333,4934.00031347,2,1.0,0.00333333,1.0
100,1.0,-72.5962,-72.5962,-67.6554999141,55.8014,1.0,-67.6554999141,0.0025,5.4346e-20,500,-67.6554999141,1335.58349854,500.0,1.0,98.52,,400.0,0.0025,1335.58349854,2,1.0,0.0025,1.0
100,1.0,-71.5472,-71.5472,-67.3513871239,52.4966,1.0,-67.3513871239,0.002,5.43187e-20,500,-67.3513871239,1315.42539541,500.0,1.0,98.86,,500.000006643,0.002,1315.42539541,1,1.0,0.002,1.0
100,1.0,-81.9818,-81.9818,-81.9817919873,77.2517,1.0,-81.9817919873,0.01,3.50449e-18,500,-81.9817919873,6028.10505765,500.0,1.0,115.09,,100.0,0.01,6028.10505765,2,1.0,0.01,1.0
100,1.0,-78.379,-78.379,-74.7761945437,69.5563,1.0,-74.7761945437,0.005,2.1793e-19,500,-74.7761945437,3719.5584339,500.0,1.0,106.88,,200.000000102,0.005,3719.5584339,2,1.0,0.005,1.0
100,1.0,-78.3619,-78.3619,-78.3277101268,69.5724,1.0,-78.3277101268,0.00333333,5.43914e-20,500,-78.3277101268,4893.75859974,500.0,1.0,111.03,,299.999969474,0.00333333,4893.75859974,2,1.0,0.00333333,1.0
100,1.0,-78.8657,-78.8657,-80.3772623394,71.7053,1.0,-80.3772623394,0.0025,5.4346e-20,500,-80.3772623394,6103.60601073,500.0,1.0,112.64,,400.0,0.0025,6103.60601073,2,1.0,0.0025,1.0
100,1.0,-77.3168,-77.3168,-71.1207847679,68.0048,1.0,-71.1207847679,0.002,5.43187e-20,500,-71.1207847679,2534.05125533,500.0,1.0,103.2,,500.000006643,0.002,2534.05125533,1,1.0,0.002,1.0
100,1.0,-75.5076,-75.5076,-75.50761314,60.7337,1.0,-75.50761314,0.01,3.50449e-18,500,-75.50761314,3725.84242524,500.0,1.0,108.29,,100.0,0.01,3725.84242524,2,1.0,0.01,1.0
100,1.0,-74.6747,-74.6747,-73.8417824829,60.8862,1.0,-73.8417824829,0.005,2.1793e-19,500,-73.8417824829,3761.90307205,500.0,1.0,105.12,,200.000000102,0.005,3761.90307205,2,1.0,0.005,1.0
100,1.0,-75.6197,-75.6197,-77.5098214862,64.0008,1.0,-77.5098214862,0.00333333,5.43914e-20,500,-77.5098214862,4917.8763712,500.0,1.0,109.99,,299.999969474,0.00333333,4917.8763712,2,1.0,0.00333333,1.0
100,1.0,-75.3686,-75.3686,-74.6153473534,63.2254,1.0,-74.6153473534,0.0025,5.4346e-20,500,-74.6153473534,3738.10964588,500.0,1.0,106.85,,400.0,0.0025,3738.10964588,2,1.0,0.0025,1.0
100,1.0,-75.2749,-75.2749,-74.8999727844,62.7225,1.0,-74.8999727844,0.002,5.43187e-20,500,-74.8999727844,3717.75754436,500.0,1.0,107.2,,500.000006643,0.002,3717.75754436,1,1.0,0.002,1.0
100,1.0,-69.8026,-69.8026,-69.8026056206,36.0893,1.0,-69.8026056206,0.01,3.50449e-18,500,-69.8026056206,1315.59079019,500.0,1.0,102.09,,100.0,0.01,1315.59079019,2,1.0,0.01,1.0
100,1.0,-69.5668,-69.5668,-69.3310488461,36.1244,1.0,-69.3310488461,0.005,2.1793e-19,500,-69.3310488461,1320.61040685,500.0,1.0,101.38,,200.000000102,0.005,1320.61040685,2,1.0,0.005,1.0
100,1.0,-70.0894,-70.0894,-71.1344685985,41.3253,1.0,-71.1344685985,0.00333333,5.43914e-20,500,-71.1344685985,2537.12671148,500.0,1.0,102.68,,299.999969474,0.00333333,2537.12671148,2,1.0,0.00333333,1.0
100,1.0,-69.5115,-69.5115,-67.7777658643,40.0545,1.0,-67.7777658643,0.0025,5.4346e-20,500,-67.7777658643,1303.12157147,500.0,1.0,99.12,,400.0,0.0025,1303.12157147,2,1.0,0.0025,1.0
100,1.0,-68.6839,-68.6839,-65.3734623396,36.1409,1.0,-65.3734623396,0.002,5.43187e-20,500,-65.3734623396,100.707866874,500.0,1.0,96.52,,500.000006643,0.002,100.707866874,1,1.0,0.002,1.0
100,1.0,-73.7703,-73.7703,-73.7703071044,60.9807,1.0,-73.7703071044,0.01,3.50449e-18,500,-73.7703071044,3756.21279849,500.0,1.0,105.44,,100.0,0.01,3756.21279849,2,1.0,0.01,1.0
100,1.0,-76.7433,-76.7433,-79.7163920741,65.3826,1.0,-79.7163920741,0.005,2.1793e-19,500,-79.7163920741,4862.05040521,500.0,1.0,113.22,,200.000000102,0.005,4862.05040521,2,1.0,0.005,1.0
100,1.0,-76.2737,-76.2737,-75.3344326465,63.8587,1.0,-75.3344326465,0.00333333,5.43914e-20,500,-75.3344326465,3719.93379404,500.0,1.0,107.89,,299.999969474,0.00333333,3719.93379404,2,1.0,0.00333333,1.0
100,1.0,-75.2831,-75.2831,-72.3111565147,60.7462,1.0,-72.3111565147,0.0025,5.4346e-20,500,-72.3111565147,2540.1906431,500.0,1.0,104.77,,400.0,0.0025,2540.1906431,2,1.0,0.0025,1.0
100,1.0,-76.0292,-76.0292,-79.0138003911,62.6235,1.0,-79.0138003911,0.002,5.43187e-20,500,-79.0138003911,4885.87544369,500.0,1.0,112.11,,500.000006643,0.002,4885.87544369,1,1.0,0.002,1.0
100,1.0,-75.6161,-75.6161,-75.6160725778,60.5525,1.0,-75.6160725778,0.01,3.50449e-18,500,-75.6160725778,3703.64342193,500.0,1.0,108.53,,100.0,0.01,3703.64342193,2,1.0,0.01,1.0
100,1.0,-72.3983,-72.3983,-69.180544073,49.9864,1.0,-69.180544073,0.005,2.1793e-19,500,-69.180544073,1323.20323396,500.0,1.0,100.99,,200.000000102,0.005,1323.20323396,2,1.0,0.005,1.0
100,1.0,-75.2262,-75.2262,-80.8820964254,60.7251,1.0,-80.8820964254,0.00333333,5.43914e-20,500,-80.8820964254,6078.10703424,500.0,1.0,113.57,,299.999969474,0.00333333,6078.10703424,2,1.0,0.00333333,1.0
100,1.0,-72.5218,-72.5218,-64.4083007208,52.9789,1.0,-64.4083007208,0.0025,5.4346e-20,500,-64.4083007208,77.4733999707,500.0,1.0,94.89,,400.0,0.0025,77.4733999707,2,1.0,0.0025,1.0
100,1.0,-71.5945,-71.5945,-67.8855978262,50.0873,1.0,-67.8855978262,0.002,5.43187e-20,500,-67.8855978262,1312.55356945,500.0,1.0,98.98,,500.000006643,0.002,1312.55356945,1,1.0,0.002,1.0
100,1.0,-71.3097,-71.3097,-71.3097333729,50.2408,1.0,-71.3097333729,0.01,3.50449e-18,500,-71.3097333729,2549.63011401,500.0,1.0,102.86,,100.0,0.01,2549.63011401,2,1.0,0.01,1.0
100,1.0,-69.8198,-69.8198,-68.3299500203,43.7874,1.0,-68.3299500203,0.005,2.1793e-19,500,-68.3299500203,1319.30120523,500.0,1.0,100.02,,200.000000102,0.005,1319.30120523,2,1.0,0.005,1.0
100,1.0,-71.5725,-71.5725,-75.0776928273,50.196,1.0,-75.0776928273,0.00333333,5.43914e-20,500,-75.0776928273,3743.24937824,500.0,1.0,107.21,,299.999969474,0.00333333,3743.24937824,2,1.0,0.00333333,1.0
100,1.0,-71.2489,-71.2489,-70.2782827987,50.2522,1.0,-70.2782827987,0.0025,5.4346e-20,500,-70.2782827987,2566.6212937,500.0,1.0,101.74,,400.0,0.0025,2566.6212937,2,1.0,0.0025,1.0
100,1.0,-72.8565,-72.8565,-79.2866406873,54.6943,1.0,-79.2866406873,0.002,5.43187e-20,500,-79.2866406873,4853.01755714,500.0,1.0,112.36,,500.000006643,0.002,4853.01755714,1,1.0,0.002,1.0
100,1.0,-77.7665,-77.7665,-77.7665150952,69.6284,1.0,-77.7665150952,0.01,3.50449e-18,500,-77.7665150952,4897.09171214,500.0,1.0,110.09,,100.0,0.01,4897.09171214,2,1.0,0.01,1.0
100,1.0,-79.7837,-79.7837,-81.8009540005,73.5547,1.0,-81.8009540005,0.005,2.1793e-19,500,-81.8009540005,6024.5724856,500.0,1.0,114.67,,200.000000102,0.005,6024.5724856,2,1.0,0.005,1.0
100,1.0,-75.7392,-75.7392,-67.6502458045,63.8565,1.0,-67.6502458045,0.00333333,5.43914e-20,500,-67.6502458045,1327.48764673,500.0,1.0,98.7,,299.999969474,0.00333333,1327.48764673,2,1.0,0.00333333,1.0
100,1.0,-74.8018,-74.8018,-71.9895343123,60.7137,1.0,-71.9895343123,0.0025,5.4346e-20,500,-71.9895343123,2526.4086817,500.0,1.0,104.09,,400.0,0.0025,2526.4086817,2,1.0,0.0025,1.0
100,1.0,-73.4137,-73.4137,-67.8614267464,56.7609,1.0,-67.8614267464,0.002,5.43187e-20,500,-67.8614267464,1339.20144627,500.0,1.0,99.15,,500.000006643,0.002,1339.20144627,1,1.0,0.002,1.0
100,1.0,-74.8545,-74.8545,-74.8544840387,60.7543,1.0,-74.8544840387,0.01,3.50449e-18,500,-74.8544840387,3728.36819342,500.0,1.0,107.35,,100.0,0.01,3728.36819342,2,1.0,0.01,1.0
100,1.0,-74.6037,-74.6037,-74.3528697525,60.7211,1.0,-74.3528697525,0.005,2.1793e-19,500,-74.3528697525,3720.09106086,500.0,1.0,106.49,,200.000000102,0.005,3720.09106086,2,1.0,0.005,1.0
100,1.0,-76.9086,-76.9086,-81.5185427791,66.8446,1.0,-81.5185427791,0.00333333,5.43914e-20,500,-81.5185427791,6059.22337403,500.0,1.0,114.62,,299.999969474,0.00333333,6059.22337403,2,1.0,0.00333333,1.0
100,1.0,-77.3863,-77.3863,-78.8192458561,67.512,1.0,-78.8192458561,0.0025,5.4346e-20,500,-78.8192458561,4872.8706826,500.0,1.0,111.66,,400.0,0.0025,4872.8706826,2,1.0,0.0025,1.0
100,1.0,-75.9644,-75.9644,-70.2767369416,64.4871,1.0,-70.2767369416,0.002,5.43187e-20,500,-70.2767369416,2546.47515129,500.0,1.0,101.33,,500.000006643,0.002,2546.47515129,1,1.0,0.002,1.0
100,1.0,-68.1302,-68.1302,-68.1302402394,35.9342,1.0,-68.1302402394,0.01,3.50449e-18,500,-68.1302402394,1304.30722331,500.0,1.0,99.59,,100.0,0.01,1304.30722331,2,1.0,0.01,1.0
100,1.0,-68.1583,-68.1583,-68.1864141813,36.0559,1.0,-68.1864141813,0.005,2.1793e-19,500,-68.1864141813,1322.01339273,500.0,1.0,98.96,,200.000000102,0.005,1322.01339273,2,1.0,0.005,1.0
100,1.0,-67.8288,-67.8288,-67.1696241365,36.1413,1.0,-67.1696241365,0.00333333,5.43914e-20,500,-67.1696241365,1331.17112031,500.0,1.0,97.89,,299.999969474,0.00333333,1331.17112031,2,1.0,0.00333333,1.0
100,1.0,-72.2234,-72.2234,-85.4075250298,52.9595,1.0,-85.4075250298,0.0025,5.4346e-20,500,-85.4075250298,7139.91923974,500.0,1.0,118.95,,400.0,0.0025,7139.91923974,2,1.0,0.0025,1.0
100,1.0,-72.7152,-72.7152,-74.6822740707,54.6495,1.0,-74.6822740707,0.002,5.43187e-20,500,-74.6822740707,3746.62269937,500.0,1.0,107.11,,500.000006643,0.002,3746.62269937,1,1.0,0.002,1.0
100,1.0,-78.4075,-78.4075,-78.4074904114,69.652,1.0,-78.4074904114,0.01,3.50449e-18,500,-78.4074904114,4900.41051164,500.0,1.0,111.42,,100.0,0.01,4900.41051164,2,1.0,0.01,1.0
100,1.0,-74.1899,-74.1899,-69.9723051465,60.785,1.0,-69.9723051465,0.005,2.1793e-19,500,-69.9723051465,2527.91747451,500.0,1.0,100.57,,200.000000102,0.005,2527.91747451,2,1.0,0.005,1.0
100,1.0,-72.2735,-72.2735,-68.4406737301,53.8911,1.0,-68.4406737301,0.00333333,5.43914e-20,500,-68.4406737301,1314.23041276,500.0,1.0,100.05,,299.999969474,0.00333333,1314.23041276,2,1.0,0.00333333,1.0
100,1.0,-70.9576,-70.9576,-67.0097883856,50.1008,1.0,-67.0097883856,0.0025,5.4346e-20,500,-67.0097883856,1320.01954544,500.0,1.0,97.78,,400.0,0.0025,1320.01954544,2,1.0,0.0025,1.0
100,1.0,-71.6627,-71.6627,-74.4832948142,52.4443,1.0,-74.4832948142,0.002,5.43187e-20,500,-74.4832948142,3739.14843076,500.0,1.0,106.54,,500.000006643,0.002,3739.14843076,1,1.0,0.002,1.0
100,1.0,-74.1616,-74.1616,-74.16157299,60.8077,1.0,-74.16157299,0.01,3.50449e-18,500,-74.16157299,3734.93061978,500.0,1.0,105.89,,100.0,0.01,3734.93061978,2,1.0,0.01,1.0
100,1.0,-71.0396,-71.0396,-67.9176489085,50.0347,1.0,-67.9176489085,0.005,2.1793e-19,500,-67.9176489085,1302.8966963,500.0,1.0,98.99,,200.000000102,0.005,1302.8966963,2,1.0,0.005,1.0
100,1.0,-74.2607,-74.2607,-80.7027596173,60.7497,1.0,-80.7027596173,0.00333333,5.43914e-20,500,-80.7027596173,6063.01375116,500.0,1.0,113.12,,299.999969474,0.00333333,6063.01375116,2,1.0,0.00333333,1.0
100,1.0,-72.6038,-72.6038,-67.6331401706,55.7137,1.0,-67.6331401706,0.0025,5.4346e-20,500,-67.6331401706,1324.81415032,500.0,1.0,98.88,,400.0,0.0025,1324.81415032,2,1.0,0.0025,1.0
100,1.0,-73.3028,-73.3028,-76.0987457448,56.7354,1.0,-76.0987457448,0.002,5.43187e-20,500,-76.0987457448,3705.69792659,500.0,1.0,109.49,,500.000006643,0.002,3705.69792659,1,1.0,0.002,1.0
100,1.0,-69.0955,-69.0955,-69.0955031493,35.9228,1.0,-69.0955031493,0.01,3.50449e-18,500,-69.0955031493,1303.48399501,500.0,1.0,101.07,,100.0,0.01,1303.48399501,2,1.0,0.01,1.0
100,1.0,-68.3498,-68.3498,-67.6041897719,35.9585,1.0,-67.6041897719,0.005,2.1793e-19,500,-67.6041897719,1307.54593896,500.0,1.0,98.33,,200.000000102,0.005,1307.54593896,2,1.0,0.005,1.0
100,1.0,-66.4314,-66.4314,-62.5943321465,29.8632,1.0,-62.5943321465,0.00333333,5.43914e-20,500,-62.5943321465,67.988694334,500.0,1.0,92.25,,299.999969474,0.00333333,67.988694334,2,1.0,0.00333333,1.0
100,1.0,-70.4475,-70.4475,-82.495846806,46.9594,1.0,-82.495846806,0.0025,5.4346e-20,500,-82.495846806,6011.86721411,500.0,1.0,116.2,,400.0,0.0025,6011.86721411,2,1.0,0.0025,1.0
100,1.0,-71.3752,-71.3752,-75.086229586,50.0792,1.0,-75.086229586,0.002,5.43187e-20,500,-75.086229586,3739.08460848,500.0,1.0,107.46,,500.000006643,0.002,3739.08460848,1,1.0,0.002,1.0
100,1.0,-72.635,-72.635,-72.6350378786,49.9709,1.0,-72.6350378786,0.01,3.50449e-18,500,-72.6350378786,2522.31578582,500.0,1.0,105.92,,100.0,0.01,2522.31578582,2,1.0,0.01,1.0
100,1.0,-72.0007,-72.0007,-71.3664635465,50.0321,1.0,-71.3664635465,0.005,2.1793e-19,500,-71.3664635465,2533.85434913,500.0,1.0,103.72,,200.000000102,0.005,2533.85434913,2,1.0,0.005,1.0
100,1.0,-74.3216,-74.3216,-78.9632131244,57.3743,1.0,-78.9632131244,0.00333333,5.43914e-20,500,-78.9632131244,4885.55184968,500.0,1.0,112.02,,299.999969474,0.00333333,4885.55184968,2,1.0,0.00333333,1.0
100,1.0,-73.8199,-73.8199,-72.314788122,55.6367,1.0,-72.314788122,0.0025,5.4346e-20,500,-72.314788122,2528.60060519,500.0,1.0,104.29,,400.0,0.0025,2528.60060519,2,1.0,0.0025,1.0
100,1.0,-71.9738,-71.9738,-64.5894301954,50.061,1.0,-64.5894301954,0.002,5.43187e-20,500,-64.5894301954,81.3988385975,500.0,1.0,95.13,,500.000006643,0.002,81.3988385975,1,1.0,0.002,1.0
100,1.0,-71.7379,-71.7379,-71.737862252,50.0373,1.0,-71.737862252,0.01,3.50449e-18,500,-71.737862252,2529.02036838,500.0,1.0,103.11,,100.0,0.01,2529.02036838,2,1.0,0.01,1.0
100,1.0,-73.5602,-73.5602,-75.3824723898,55.5488,1.0,-75.3824723898,0.005,2.1793e-19,500,-75.3824723898,3697.9385734,500.0,1.0,108.24,,200.000000102,0.005,3697.9385734,2,1.0,0.005,1.0
100,1.0,-73.6219,-73.6219,-73.7453091422,57.3793,1.0,-73.7453091422,0.00333333,5.43914e-20,500,-73.7453091422,3743.22938808,500.0,1.0,105.21,,299.999969474,0.00333333,3743.22938808,2,1.0,0.00333333,1.0
100,1.0,-73.758,-73.758,-74.1665318307,58.2571,1.0,-74.1665318307,0.0025,5.4346e-20,500,-74.1665318307,3735.56303803,500.0,1.0,105.79,,400.0,0.0025,3735.56303803,2,1.0,0.0025,1.0
100,1.0,-74.8505,-74.8505,-79.2200210483,60.7112,1.0,-79.2200210483,0.002,5.43187e-20,500,-79.2200210483,4878.59335843,500.0,1.0,111.96,,500.000006643,0.002,4878.59335843,1,1.0,0.002,1.0
100,1.0,-63.1997,-63.1997,-63.199751956,9.14272,1.0,-63.199751956,0.01,3.50449e-18,500,-63.199751956,84.4336303261,500.0,1.0,92.21,,100.0,0.01,84.4336303261,2,1.0,0.01,1.0
100,1.0,-68.9753,-68.9753,-74.7509054239,43.8228,1.0,-74.7509054239,0.005,2.1793e-19,500,-74.7509054239,3727.84324803,500.0,1.0,106.96,,200.000000102,0.005,3727.84324803,2,1.0,0.005,1.0
100,1.0,-71.7065,-71.7065,-77.1687103747,50.1257,1.0,-77.1687103747,0.00333333,5.43914e-20,500,-77.1687103747,3689.03943736,500.0,1.0,111.15,,299.999969474,0.00333333,3689.03943736,2,1.0,0.00333333,1.0
100,1.0,-70.0754,-70.0754,-65.1823966323,43.7065,1.0,-65.1823966323,0.0025,5.4346e-20,500,-65.1823966323,72.0670834398,500.0,1.0,96.45,,400.0,0.0025,72.0670834398,2,1.0,0.0025,1.0
100,1.0,-70.2945,-70.2945,-71.1708236702,45.0543,1.0,-71.1708236702,0.002,5.43187e-20,500,-71.1708236702,2532.76803938,500.0,1.0,102.66,,500.000006643,0.002,2532.76803938,1,1.0,0.002,1.0
100,1.0,-72.6506,-72.6506,-72.6506365921,61.111,1.0,-72.6506365921,0.01,3.50449e-18,500,-72.6506365921,3772.27329554,500.0,1.0,103.7,,100.0,0.01,3772.27329554,2,1.0,0.01,1.0
100,1.0,-71.9621,-71.9621,-71.2736567219,55.9289,1.0,-71.2736567219,0.005,2.1793e-19,500,-71.2736567219,2546.04120346,500.0,1.0,102.91,,200.000000102,0.005,2546.04120346,2,1.0,0.005,1.0
100,1.0,-69.4854,-69.4854,-64.531797158,45.9893,1.0,-64.531797158,0.00333333,5.43914e-20,500,-64.531797158,52.6948559274,500.0,1.0,95.87,,299.999969474,0.00333333,52.6948559274,2,1.0,0.00333333,1.0
100,1.0,-71.3254,-71.3254,-76.8457060218,53.1218,1.0,-76.8457060218,0.0025,5.4346e-20,500,-76.8457060218,4951.54351155,500.0,1.0,108.54,,400.0,0.0025,4951.54351155,2,1.0,0.0025,1.0
