EpsThisIter,Delta,J,Bound,VanillaAvgRet,VarJ,eRenyi2,AvgRet,MinNormIw,VarNormIw,BatchSize,AvgDiscRet,VarRet,ESSRenyi,AvgVanillaIw,AvgEpLen,VarVanillaIw,ESSClassic,AvgNormIw,VarDiscRet,IterType,MinVanillaIw,MaxNormIw,MaxVanillaIw
100,1.0,-74.141,-74.141,-74.1409557115,60.8198,1.0,-74.1409557115,0.01,3.50449e-18,500,-74.1409557115,3736.41073006,500.0,1.0,106.02,,100.0,0.01,3736.41073006,2,1.0,0.01,1.0
100,1.0,-70.8517,-70.8517,-67.5625108545,50.0981,1.0,-67.5625108545,0.005,2.1793e-19,500,-67.5625108545,1312.07777458,500.0,1.0,98.66,,200.000000102,0.005,1312.07777458,2,1.0,0.005,1.0
100,1.0,-70.4792,-70.4792,-69.7341594,50.1649,1.0,-69.7341594,0.00333333,5.43914e-20,500,-69.7341594,2554.62687872,500.0,1.0,100.43,,299.999969474,0.00333333,2554.62687872,2,1.0,0.00333333,1.0
100,1.0,-70.5288,-70.5288,-70.6773770149,50.159,1.0,-70.6773770149,0.0025,5.4346e-20,500,-70.6773770149,2539.49217961,500.0,1.0,102.1,,400.0,0.0025,2539.49217961,2,1.0,0.0025,1.0
100,1.0,-73.0119,-73.0119,-82.944482626,56.7771,1.0,-82.944482626,0.002,5.43187e-20,500,-82.944482626,5991.10426086,500.0,1.0,117.34,,500.000006643,0.002,5991.10426086,1,1.0,0.002,1.0
100,1.0,-82.461,-82.461,-82.4609508641,76.9847,1.0,-82.4609508641,0.01,3.50449e-18,500,-82.4609508641,5986.51618404,500.0,1.0,116.04,,100.0,0.01,5986.51618404,2,1.0,0.01,1.0
100,1.0,-75.9829,-75.9829,-69.5048677139,65.3229,1.0,-69.5048677139,0.005,2.1793e-19,500,-69.5048677139,2549.06099624,500.0,1.0,99.4,,200.000000102,0.005,2549.06099624,2,1.0,0.005,1.0
100,1.0,-75.625,-75.625,-74.9091559939,63.8279,1.0,-74.9091559939,0.00333333,5.43914e-20,500,-74.9091559939,3724.31846255,500.0,1.0,107.21,,299.999969474,0.00333333,3724.31846255,2,1.0,0.00333333,1.0
100,1.0,-75.7291,-75.7291,-76.0416161314,63.0097,1.0,-76.0416161314,0.0025,5.4346e-20,500,-76.0416161314,3695.72138818,500.0,1.0,109.2,,400.0,0.0025,3695.72138818,2,1.0,0.0025,1.0
100,1.0,-74.1485,-74.1485,-67.8260696763,58.699,1.0,-67.8260696763,0.002,5.43187e-20,500,-67.8260696763,1310.0952258,500.0,1.0,99.46,,500.000006643,0.002,1310.0952258,1,1.0,0.002,1.0
100,1.0,-70.9179,-70.9179,-70.9179398587,50.2672,1.0,-70.9179398587,0.01,3.50449e-18,500,-70.9179398587,2552.31974778,500.0,1.0,102.17,,100.0,0.01,2552.31974778,2,1.0,0.01,1.0
100,1.0,-68.9875,-68.9875,-67.0571370408,43.8004,1.0,-67.0571370408,0.005,2.1793e-19,500,-67.0571370408,1315.86556427,500.0,1.0,97.66,,200.000000102,0.005,1315.86556427,2,1.0,0.005,1.0
100,1.0,-67.4129,-67.4129,-64.2635442975,36.1119,1.0,-64.2635442975,0.00333333,5.43914e-20,500,-64.2635442975,60.9934379237,500.0,1.0,95.13,,299.999969474,0.00333333,60.9934379237,2,1.0,0.00333333,1.0
100,1.0,-69.2279,-69.2279,-74.6729458991,43.7555,1.0,-74.6729458991,0.0025,5.4346e-20,500,-74.6729458991,3743.88161096,500.0,1.0,106.6,,400.0,0.0025,3743.88161096,2,1.0,0.0025,1.0
100,1.0,-69.7365,-69.7365,-71.7710079567,45.1135,1.0,-71.7710079567,0.002,5.43187e-20,500,-71.7710079567,2538.15909404,500.0,1.0,103.29,,500.000006643,0.002,2538.15909404,1,1.0,0.002,1.0
100,1.0,-78.2144,-78.2144,-78.2143646005,69.5397,1.0,-78.2143646005,0.01,3.50449e-18,500,-78.2143646005,4884.61455423,500.0,1.0,111.4,,100.0,0.01,4884.61455423,2,1.0,0.01,1.0
100,1.0,-72.5083,-72.5083,-66.8022693233,55.6754,1.0,-66.8022693233,0.005,2.1793e-19,500,-66.8022693233,1311.72630577,500.0,1.0,97.21,,200.000000102,0.005,1311.72630577,2,1.0,0.005,1.0
100,1.0,-72.8176,-72.8176,-73.4360380821,57.5365,1.0,-73.4360380821,0.00333333,5.43914e-20,500,-73.4360380821,3768.96421649,500.0,1.0,104.93,,299.999969474,0.00333333,3768.96421649,2,1.0,0.00333333,1.0
100,1.0,-72.1891,-72.1891,-70.3036436315,55.8058,1.0,-70.3036436315,0.0025,5.4346e-20,500,-70.3036436315,2546.53267653,500.0,1.0,101.54,,400.0,0.0025,2546.53267653,2,1.0,0.0025,1.0
100,1.0,-72.2773,-72.2773,-72.6303873132,54.7084,1.0,-72.6303873132,0.002,5.43187e-20,500,-72.6303873132,2533.0777474,500.0,1.0,105.01,,500.000006643,0.002,2533.0777474,1,1.0,0.002,1.0
100,1.0,-72.0324,-72.0324,-72.0324429192,49.9276,1.0,-72.0324429192,0.01,3.50449e-18,500,-72.0324429192,2517.94001705,500.0,1.0,104.3,,100.0,0.01,2517.94001705,2,1.0,0.01,1.0
100,1.0,-77.2842,-77.2842,-82.5358715686,65.2526,1.0,-82.5358715686,0.005,2.1793e-19,500,-82.5358715686,6028.1680742,500.0,1.0,116.47,,200.000000102,0.005,6028.1680742,2,1.0,0.005,1.0
100,1.0,-75.2509,-75.2509,-71.1843886694,60.7174,1.0,-71.1843886694,0.00333333,5.43914e-20,500,-71.1843886694,2544.65383282,500.0,1.0,102.68,,299.999969474,0.00333333,2544.65383282,2,1.0,0.00333333,1.0
100,1.0,-73.9985,-73.9985,-70.2412992792,58.3289,1.0,-70.2412992792,0.0025,5.4346e-20,500,-70.2412992792,2555.94166516,500.0,1.0,101.76,,400.0,0.0025,2555.94166516,2,1.0,0.0025,1.0
100,1.0,-74.3359,-74.3359,-75.6856419317,58.8123,1.0,-75.6856419317,0.002,5.43187e-20,500,-75.6856419317,3720.33367601,500.0,1.0,108.36,,500.000006643,0.002,3720.33367601,1,1.0,0.002,1.0
100,1.0,-73.6442,-73.6442,-73.6441668656,60.9495,1.0,-73.6441668656,0.01,3.50449e-18,500,-73.6441668656,3752.36636814,500.0,1.0,105.23,,100.0,0.01,3752.36636814,2,1.0,0.01,1.0
100,1.0,-72.3415,-72.3415,-71.0388497218,55.7465,1.0,-71.0388497218,0.005,2.1793e-19,500,-71.0388497218,2522.34269369,500.0,1.0,102.54,,200.000000102,0.005,2522.34269369,2,1.0,0.005,1.0
100,1.0,-71.5957,-71.5957,-70.1040704919,53.9989,1.0,-70.1040704919,0.00333333,5.43914e-20,500,-70.1040704919,2554.47946772,500.0,1.0,101.05,,299.999969474,0.00333333,2554.47946772,2,1.0,0.00333333,1.0
100,1.0,-72.8982,-72.8982,-76.8055874684,58.4446,1.0,-76.8055874684,0.0025,5.4346e-20,500,-76.8055874684,4944.55323684,500.0,1.0,108.17,,400.0,0.0025,4944.55323684,2,1.0,0.0025,1.0
100,1.0,-73.2423,-73.2423,-74.6185778829,58.8893,1.0,-74.6185778829,0.002,5.43187e-20,500,-74.6185778829,3711.39620644,500.0,1.0,106.96,,500.000006643,0.002,3711.39620644,1,1.0,0.002,1.0
