VarVanillaIw,Bound,MinNormIw,AvgDiscRet,AvgRet,VarNormIw,AvgVanillaIw,MaxVanillaIw,VanillaAvgRet,J,ESSRenyi,AvgNormIw,VarJ,Delta,ESSClassic,eRenyi2,IterType,MinVanillaIw,EpsThisIter,VarRet,VarDiscRet,AvgEpLen,MaxNormIw,BatchSize
,3676.85,0.01,4610.47589936,4610.47589936,3.50449e-18,1.0,1.0,4610.47589936,4610.48,200.0,0.01,125.125,0.2,100.0,1.0,2,1.0,100,15814.5021971,15814.5021971,498.04,0.01,200
0.010079,3954.87,0.00313849,4613.44841822,4613.44841822,2.49694e-07,1.00456,1.22423,4613.44841822,4618.36,198.257033857,0.005,115.84,0.2,198.031943785,1.00879,1,0.630559,100,29734.2552144,29734.2552144,497.31,0.00609338,200
,3687.47,0.01,4621.4024689,4621.4024689,3.50449e-18,1.0,1.0,4621.4024689,4621.4,200.0,0.01,72.395,0.2,100.0,1.0,2,1.0,100,5293.97242964,5293.97242964,499.24,0.01,200
0.00149939,3964.55,0.00400438,4627.36842548,4627.36842548,3.74011e-08,1.00112,1.10441,4627.36842548,4625.45,199.696430102,0.005,53.5566,0.2,199.7027621,1.00152,1,0.801771,100,1848.7838295,1848.7838295,500.0,0.00551591,200
,3695.24,0.01,4628.91348521,4628.91348521,3.50449e-18,1.0,1.0,4628.91348521,4628.91,200.0,0.01,39.5093,0.2,100.0,1.0,2,1.0,100,1576.75412791,1576.75412791,499.78,0.01,200
0.00129031,3960.06,0.00438655,4610.60328665,4610.60328665,3.23041e-08,0.999282,1.08821,4610.60328665,4620.77,199.699234946,0.005,95.102,0.2,199.743200781,1.00151,1,0.87668,100,21086.9267038,21086.9267038,498.57,0.00544495,200
,3680.27,0.01,4614.05753026,4614.05753026,3.50449e-18,1.0,1.0,4614.05753026,4614.06,200.0,0.01,144.975,0.2,100.0,1.0,2,1.0,100,21230.0567102,21230.0567102,497.94,0.01,200
0.00305083,3962.9,0.00407255,4630.24413927,4630.24413927,7.61966e-08,1.00049,1.10666,4630.24413927,4624.21,199.409895985,0.005,104.344,0.2,199.395291472,1.00296,1,0.814907,100,7490.80914375,7490.80914375,499.14,0.00553061,200
,3679.53,0.01,4613.47653963,4613.47653963,3.50449e-18,1.0,1.0,4613.47653963,4613.48,200.0,0.01,176.02,0.2,100.0,1.0,2,1.0,100,31295.9808529,31295.9808529,497.53,0.01,200
0.00379944,3959.98,0.00375877,4623.84638182,4623.84638182,9.53338e-08,0.998174,1.13909,4623.84638182,4621.84,199.118298388,0.005,104.977,0.2,199.24394351,1.00443,1,0.75038,100,3069.00413517,3069.00413517,499.24,0.00570585,200
,3690.83,0.01,4624.76484186,4624.76484186,3.50449e-18,1.0,1.0,4624.76484186,4624.76,200.0,0.01,113.689,0.2,100.0,1.0,2,1.0,100,13055.8391561,13055.8391561,498.9,0.01,200
0.00550136,3958.59,0.00335096,4609.14966214,4609.14966214,1.37725e-07,0.999306,1.19901,4609.14966214,4620.72,198.953506408,0.005,105.494,0.2,198.90968586,1.00526,1,0.669727,100,22257.8580572,22257.8580572,497.33,0.00599921,200
,3666.77,0.01,4600.430674,4600.430674,3.50449e-18,1.0,1.0,4600.430674,4600.43,200.0,0.01,172.201,0.2,100.0,1.0,2,1.0,100,29952.6797518,29952.6797518,497.11,0.01,200
0.00510727,3952.25,0.00300513,4620.62367809,4620.62367809,1.27817e-07,0.999472,1.19811,4620.62367809,4614.02,199.063982994,0.005,117.795,0.2,198.987769166,1.0047,1,0.600709,100,8304.58139968,8304.58139968,499.28,0.00599374,200
,3685.45,0.01,4619.50239651,4619.50239651,3.50449e-18,1.0,1.0,4619.50239651,4619.5,200.0,0.01,68.9568,0.2,100.0,1.0,2,1.0,100,4803.07654899,4803.07654899,499.42,0.01,200
0.00116545,3962.23,0.00435396,4625.22333697,4625.22333697,2.92988e-08,0.997223,1.07087,4625.22333697,4623.01,199.809851403,0.005,61.1811,0.2,199.767057551,1.00095,1,0.868375,100,3519.48520422,3519.48520422,499.36,0.00536925,200
,3685.87,0.01,4619.9377344,4619.9377344,3.50449e-18,1.0,1.0,4619.9377344,4619.94,200.0,0.01,155.356,0.2,100.0,1.0,2,1.0,100,24379.2695343,24379.2695343,498.02,0.01,200
0.00746648,3959.36,0.0033604,4614.76267802,4614.76267802,1.87603e-07,0.997489,1.21002,4614.76267802,4621.9,198.761644532,0.005,123.747,0.2,198.517711359,1.00623,1,0.670393,100,29000.1461531,29000.1461531,497.68,0.00606535,200
,3662.23,0.01,4596.08059666,4596.08059666,3.50449e-18,1.0,1.0,4596.08059666,4596.08,200.0,0.01,273.402,0.2,100.0,1.0,2,1.0,100,75503.6023186,75503.6023186,496.29,0.01,200
0.00896047,3960.51,0.00225831,4635.27242341,4635.27242341,2.20613e-07,1.00767,1.19447,4635.27242341,4624.17,197.995850366,0.005,103.205,0.2,198.259221407,1.01012,1,0.455127,100,872.853952601,872.853952601,500.0,0.00592687,200
,3700.08,0.01,4633.77494976,4633.77494976,3.50449e-18,1.0,1.0,4633.77494976,4633.77,200.0,0.01,31.7276,0.2,100.0,1.0,2,1.0,100,1016.80638585,1016.80638585,500.0,0.01,200
0.000267692,3972.3,0.00479854,4631.11938135,4631.11938135,6.68005e-09,1.00092,1.07255,4631.11938135,4632.6,199.956164433,0.005,40.3436,0.2,199.946870229,1.00022,1,0.960589,100,2338.10701402,2338.10701402,499.54,0.00535781,200
,3694.78,0.01,4628.50154509,4628.50154509,3.50449e-18,1.0,1.0,4628.50154509,4628.5,200.0,0.01,52.4367,0.2,100.0,1.0,2,1.0,100,2777.37674207,2777.37674207,499.64,0.01,200
0.000992135,3965.33,0.00441968,4622.24543699,4622.24543699,2.49706e-08,0.996647,1.07769,4622.24543699,4625.99,199.815895908,0.005,68.6765,0.2,199.801427755,1.00092,1,0.880973,100,8031.58654091,8031.58654091,499.1,0.00540656,200
,3684.5,0.01,4618.32015522,4618.32015522,3.50449e-18,1.0,1.0,4618.32015522,4618.32,200.0,0.01,136.115,0.2,100.0,1.0,2,1.0,100,18714.3596658,18714.3596658,498.7,0.01,200
0.00399812,3966.92,0.00329509,4632.94858715,4632.94858715,9.94441e-08,1.00256,1.11216,4632.94858715,4628.4,199.291767255,0.005,70.7936,0.2,199.211474631,1.00355,1,0.660702,100,1229.60236812,1229.60236812,500.0,0.00554664,200
,3685.37,0.01,4618.90364703,4618.90364703,3.50449e-18,1.0,1.0,4618.90364703,4618.9,200.0,0.01,153.567,0.2,100.0,1.0,2,1.0,100,23821.0034745,23821.0034745,498.48,0.01,200
0.00663758,3965.5,0.00338179,4629.01148744,4629.01148744,1.67506e-07,0.995312,1.14572,4629.01148744,4627.66,199.000467575,0.005,89.0131,0.2,198.675522303,1.00502,1,0.673187,100,5810.03636247,5810.03636247,499.29,0.00575558,200
,3704.17,0.01,4638.13048206,4638.13048206,3.50449e-18,1.0,1.0,4638.13048206,4638.13,200.0,0.01,31.7164,0.2,100.0,1.0,2,1.0,100,1016.09131581,1016.09131581,500.0,0.01,200
0.00310138,3976.15,0.00347051,4633.15487288,4633.15487288,7.70949e-08,1.00285,1.1016,4633.15487288,4637.33,199.530680197,0.005,52.8712,0.2,199.388160098,1.00235,1,0.696079,100,8936.13264812,8936.13264812,499.16,0.00549234,200
,3698.48,0.01,4632.55884417,4632.55884417,3.50449e-18,1.0,1.0,4632.55884417,4632.56,200.0,0.01,45.0676,0.2,100.0,1.0,2,1.0,100,2051.604532,2051.604532,499.9,0.01,200
0.00538096,3964.82,0.00281982,4613.57872374,4613.57872374,1.34933e-07,0.998481,1.14964,4613.57872374,4626.97,199.002190692,0.005,72.63,0.2,198.931670008,1.00501,1,0.563108,100,23540.1384614,23540.1384614,498.45,0.00575697,200
,3665.44,0.01,4599.16812898,4599.16812898,3.50449e-18,1.0,1.0,4599.16812898,4599.17,200.0,0.01,249.023,0.2,100.0,1.0,2,1.0,100,62639.0835883,62639.0835883,497.15,0.01,200
0.0147939,3947.34,0.00265612,4604.45112776,4604.45112776,3.70426e-07,0.999219,1.24874,4604.45112776,4611.91,197.410527775,0.005,135.109,0.2,197.094138807,1.01312,1,0.53081,100,27537.0729426,27537.0729426,497.56,0.0062486,200
,3691.5,0.01,4625.45456831,4625.45456831,3.50449e-18,1.0,1.0,4625.45456831,4625.45,200.0,0.01,140.599,0.2,100.0,1.0,2,1.0,100,19967.7748263,19967.7748263,498.63,0.01,200
0.00274947,3972.2,0.00394644,4637.75636537,4637.75636537,6.8639e-08,1.00071,1.11266,4637.75636537,4633.44,199.496087718,0.005,82.9219,0.2,199.455048796,1.00253,1,0.789849,100,1126.38298584,1126.38298584,499.74,0.00555936,200
,3672.23,0.01,4605.96065502,4605.96065502,3.50449e-18,1.0,1.0,4605.96065502,4605.96,200.0,0.01,225.152,0.2,100.0,1.0,2,1.0,100,51205.4894636,51205.4894636,496.72,0.01,200
0.00763059,3955.17,0.00357035,4620.51660803,4620.51660803,1.92521e-07,0.995428,1.17518,4620.51660803,4618.04,198.714725392,0.005,141.811,0.2,198.479169999,1.00647,1,0.710806,100,18491.0370325,18491.0370325,498.6,0.00590288,200
,3685.2,0.01,4619.09587805,4619.09587805,3.50449e-18,1.0,1.0,4619.09587805,4619.1,200.0,0.01,169.162,0.2,100.0,1.0,2,1.0,100,28904.9651624,28904.9651624,498.09,0.01,200
0.00336002,3970.42,0.0036973,4640.33004174,4640.33004174,8.29801e-08,1.00613,1.18972,4640.33004174,4631.67,199.468906162,0.005,96.8565,0.2,199.341685062,1.00266,1,0.743994,100,696.778804765,696.778804765,500.0,0.00591236,200
,3686.56,0.01,4620.67816876,4620.67816876,3.50449e-18,1.0,1.0,4620.67816876,4620.68,200.0,0.01,132.216,0.2,100.0,1.0,2,1.0,100,17657.6811894,17657.6811894,498.2,0.01,200
0.00689893,3958.14,0.00300844,4611.20740994,4611.20740994,1.69391e-07,1.00906,1.14056,4611.20740994,4621.05,198.558871942,0.005,116.902,0.2,198.660658157,1.00726,1,0.607137,100,29009.9100223,29009.9100223,497.58,0.00565161,200
,3700.18,0.01,4634.18533501,4634.18533501,3.50449e-18,1.0,1.0,4634.18533501,4634.19,200.0,0.01,35.3803,0.2,100.0,1.0,2,1.0,100,1264.40556926,1264.40556926,500.0,0.01,200
0.00092474,3973.11,0.00420222,4632.70785467,4632.70785467,2.31403e-08,0.999529,1.08066,4632.70785467,4633.89,199.861408018,0.005,45.6437,0.2,199.816027264,1.00069,1,0.840049,100,3210.25099836,3210.25099836,499.56,0.00540586,200
,3697.71,0.01,4631.78637438,4631.78637438,3.50449e-18,1.0,1.0,4631.78637438,4631.79,200.0,0.01,63.3868,0.2,100.0,1.0,2,1.0,100,4058.47084905,4058.47084905,499.37,0.01,200
0.000582363,3971.16,0.00452498,4631.13424886,4631.13424886,1.45981e-08,0.998662,1.04779,4631.13424886,4631.83,199.893102591,0.005,49.4388,0.2,199.883850095,1.00053,1,0.903785,100,1394.06375891,1394.06375891,500.0,0.00524598,200
,3701.56,0.01,4635.32411745,4635.32411745,3.50449e-18,1.0,1.0,4635.32411745,4635.32,200.0,0.01,34.285,0.2,100.0,1.0,2,1.0,100,1187.33330381,1187.33330381,500.0,0.01,200
0.00406145,3964.09,0.00390937,4610.64936332,4610.64936332,1.00547e-07,1.00491,1.20442,4610.64936332,4626.05,199.133707715,0.005,134.528,0.2,199.202790248,1.00435,1,0.785712,100,52150.9324305,52150.9324305,496.53,0.00599268,200
,3706.41,0.01,4640.18602948,4640.18602948,3.50449e-18,1.0,1.0,4640.18602948,4640.19,200.0,0.01,25.5988,0.2,100.0,1.0,2,1.0,100,661.91738799,661.91738799,500.0,0.01,200
0.000349716,3977.87,0.0046956,4635.87626073,4635.87626073,8.75492e-09,0.999313,1.03627,4635.87626073,4638.27,199.933241247,0.005,29.5876,0.2,199.930367063,1.00033,1,0.938475,100,1175.19703998,1175.19703998,500.0,0.00518492,200
,3692.5,0.01,4626.02027327,4626.02027327,3.50449e-18,1.0,1.0,4626.02027327,4626.02,200.0,0.01,145.909,0.2,100.0,1.0,2,1.0,100,21504.3356721,21504.3356721,498.56,0.01,200
0.00308313,3967.36,0.0039502,4627.84284003,4627.84284003,7.70965e-08,0.999882,1.10666,4627.84284003,4629.03,199.415560775,0.005,93.0911,0.2,199.388199311,1.00293,1,0.789946,100,4388.68794443,4388.68794443,499.04,0.00553396,200
,3687.28,0.01,4621.46128062,4621.46128062,3.50449e-18,1.0,1.0,4621.46128062,4621.46,200.0,0.01,129.2,0.2,100.0,1.0,2,1.0,100,16861.1530033,16861.1530033,498.29,0.01,200
0.00316692,3964.38,0.00373807,4626.0000671,4626.0000671,7.94082e-08,0.998517,1.11347,4626.0000671,4625.98,199.369398564,0.005,100.936,0.2,199.369963961,1.00316,1,0.746506,100,11534.7766769,11534.7766769,499.01,0.0055756,200
,3675.76,0.01,4609.59985726,4609.59985726,3.50449e-18,1.0,1.0,4609.59985726,4609.6,200.0,0.01,173.333,0.2,100.0,1.0,2,1.0,100,30347.8514799,30347.8514799,497.08,0.01,200
0.00341626,3962.47,0.00370263,4633.64411924,4633.64411924,8.4503e-08,1.00533,1.18487,4633.64411924,4623.75,199.419187357,0.005,106.959,0.2,199.329596589,1.00291,1,0.744476,100,1236.42028435,1236.42028435,499.92,0.00589293,200
,3696.64,0.01,4630.39690667,4630.39690667,3.50449e-18,1.0,1.0,4630.39690667,4630.4,200.0,0.01,47.8984,0.2,100.0,1.0,2,1.0,100,2317.42986569,2317.42986569,499.66,0.01,200
0.00110632,3969.52,0.00445152,4628.68493572,4628.68493572,2.75138e-08,1.00262,1.11878,4628.68493572,4630.23,199.795931394,0.005,52.7865,0.2,199.781259128,1.00102,1,0.892636,100,4004.88345647,4004.88345647,499.52,0.00557927,200
,3699.4,0.01,4633.35543892,4633.35543892,3.50449e-18,1.0,1.0,4633.35543892,4633.36,200.0,0.01,37.8084,0.2,100.0,1.0,2,1.0,100,1443.91787963,1443.91787963,500.0,0.01,200
0.00534217,3969.02,0.00288052,4621.74268055,4621.74268055,1.33231e-07,1.00121,1.1642,4621.74268055,4630.75,199.203528601,0.005,66.1815,0.2,198.945035579,1.004,1,0.576803,100,19277.0946071,19277.0946071,498.36,0.00581395,200
,3699.56,0.01,4633.4849161,4633.4849161,3.50449e-18,1.0,1.0,4633.4849161,4633.48,200.0,0.01,36.2899,0.2,100.0,1.0,2,1.0,100,1330.25982518,1330.25982518,500.0,0.01,200
0.000662726,3975.95,0.00448078,4638.82883099,4638.82883099,1.65802e-08,0.999636,1.06664,4638.82883099,4636.52,199.888172723,0.005,32.8191,0.2,199.868057635,1.00056,1,0.89583,100,923.862853967,923.862853967,500.0,0.00533513,200
,3704.18,0.01,4637.40985685,4637.40985685,3.50449e-18,1.0,1.0,4637.40985685,4637.41,200.0,0.01,28.6831,0.2,100.0,1.0,2,1.0,100,831.033845294,831.033845294,499.92,0.01,200
0.000145741,3977.84,0.00485541,4639.02850622,4639.02850622,3.64463e-09,0.999847,1.04991,4639.02850622,4638.31,199.976637709,0.005,26.4878,0.2,199.971057772,1.00012,1,0.970934,100,597.611920671,597.611920671,500.0,0.00525038,200
,3688.17,0.01,4621.74986586,4621.74986586,3.50449e-18,1.0,1.0,4621.74986586,4621.75,200.0,0.01,125.736,0.2,100.0,1.0,2,1.0,100,15969.2261862,15969.2261862,498.59,0.01,200
0.00176804,3969.19,0.00418088,4635.95000919,4635.95000919,4.45984e-08,0.995535,1.08473,4635.95000919,4630.0,199.660900968,0.005,79.7477,0.2,199.645612366,1.0017,1,0.832442,100,1173.69225013,1173.69225013,500.0,0.00544797,200
,3685.86,0.01,4619.61059147,4619.61059147,3.50449e-18,1.0,1.0,4619.61059147,4619.61,200.0,0.01,149.954,0.2,100.0,1.0,2,1.0,100,22713.2331914,22713.2331914,498.3,0.01,200
0.00651511,3955.61,0.00318956,4607.44640791,4607.44640791,1.61676e-07,1.00371,1.20195,4607.44640791,4617.83,198.821873798,0.005,141.887,0.2,198.721199532,1.00593,1,0.640278,100,36654.3017997,36654.3017997,497.18,0.00598756,200
,3675.72,0.01,4609.382317,4609.382317,3.50449e-18,1.0,1.0,4609.382317,4609.38,200.0,0.01,149.185,0.2,100.0,1.0,2,1.0,100,22480.8552294,22480.8552294,497.65,0.01,200
0.0042299,3963.37,0.00336412,4635.19712673,4635.19712673,1.05902e-07,0.999269,1.14451,4635.19712673,4625.11,199.223966322,0.005,85.0208,0.2,199.160507728,1.0039,1,0.672332,100,972.134573865,972.134573865,500.0,0.00572672,200
,3699.52,0.01,4633.0345259,4633.0345259,3.50449e-18,1.0,1.0,4633.0345259,4633.03,200.0,0.01,39.1664,0.2,100.0,1.0,2,1.0,100,1549.49829956,1549.49829956,500.0,0.01,200
0.00142493,3975.9,0.00382518,4638.38612354,4638.38612354,3.56593e-08,0.999494,1.06981,4638.38612354,4636.58,199.755039205,0.005,42.2857,0.2,199.716507316,1.00123,1,0.764648,100,3186.16926919,3186.16926919,499.44,0.00535174,200
,3694.99,0.01,4628.79560492,4628.79560492,3.50449e-18,1.0,1.0,4628.79560492,4628.8,200.0,0.01,43.9285,0.2,100.0,1.0,2,1.0,100,1949.20829523,1949.20829523,499.98,0.01,200
0.00125286,3972.34,0.00407549,4635.64715211,4635.64715211,3.14965e-08,0.997216,1.07498,4635.64715211,4633.02,199.769310318,0.005,44.634,0.2,199.749611412,1.00115,1,0.812828,100,2883.5693528,2883.5693528,499.5,0.0053899,200
,3701.57,0.01,4635.22687563,4635.22687563,3.50449e-18,1.0,1.0,4635.22687563,4635.23,200.0,0.01,37.1415,0.2,100.0,1.0,2,1.0,100,1393.42582266,1393.42582266,500.0,0.01,200
0.00537316,3960.41,0.00344237,4601.31380636,4601.31380636,1.36063e-07,0.993607,1.19658,4601.31380636,4622.52,198.861371217,0.005,163.037,0.2,198.922762067,1.00573,1,0.684073,100,82557.2458338,82557.2458338,495.88,0.00602138,200
,3705.45,0.01,4639.28442507,4639.28442507,3.50449e-18,1.0,1.0,4639.28442507,4639.28,200.0,0.01,34.5251,0.2,100.0,1.0,2,1.0,100,1204.02255556,1204.02255556,500.0,0.01,200
0.000301437,3978.16,0.00469386,4637.44478022,4637.44478022,7.55826e-09,0.998521,1.04145,4637.44478022,4638.58,199.937482355,0.005,31.6298,0.2,199.939823996,1.00031,1,0.937384,100,890.855396454,890.855396454,500.0,0.00521497,200
,3680.27,0.01,4613.95120549,4613.95120549,3.50449e-18,1.0,1.0,4613.95120549,4613.95,200.0,0.01,167.381,0.2,100.0,1.0,2,1.0,100,28299.2983007,28299.2983007,497.8,0.01,200
0.00486871,3963.52,0.00355668,4630.45243216,4630.45243216,1.21885e-07,0.999313,1.19717,4630.45243216,4625.44,199.093109749,0.005,96.4532,0.2,199.034444516,1.00456,1,0.710846,100,2977.44152018,2977.44152018,499.62,0.00598995,200
,3686.51,0.01,4620.5371135,4620.5371135,3.50449e-18,1.0,1.0,4620.5371135,4620.54,200.0,0.01,151.258,0.2,100.0,1.0,2,1.0,100,23110.0273104,23110.0273104,498.35,0.01,200
0.00598238,3972.36,0.0025716,4640.46800763,4640.46800763,1.49789e-07,0.999234,1.11811,4640.46800763,4634.22,199.148552082,0.005,62.9104,0.2,198.814762126,1.00428,1,0.513925,100,887.746294181,887.746294181,500.0,0.00559486,200
,3693.71,0.01,4627.69008908,4627.69008908,3.50449e-18,1.0,1.0,4627.69008908,4627.69,200.0,0.01,114.474,0.2,100.0,1.0,2,1.0,100,13236.6894491,13236.6894491,498.87,0.01,200
0.00535219,3969.76,0.00299648,4629.64219785,4629.64219785,1.33824e-07,0.999928,1.15772,4629.64219785,4631.57,199.240858992,0.005,85.6123,0.2,198.940406056,1.00381,1,0.599254,100,10998.2021111,10998.2021111,498.92,0.00578904,200
,3697.73,0.01,4631.89335613,4631.89335613,3.50449e-18,1.0,1.0,4631.89335613,4631.89,200.0,0.01,50.5484,0.2,100.0,1.0,2,1.0,100,2580.95003609,2580.95003609,499.63,0.01,200
0.00288782,3966.79,0.00422026,4621.08216477,4621.08216477,7.26131e-08,0.997121,1.13682,4621.08216477,4628.1,199.53903354,0.005,98.7054,0.2,199.423698111,1.00231,1,0.841621,100,23733.6707911,23733.6707911,498.18,0.00570049,200
,3698.41,0.01,4632.01813553,4632.01813553,3.50449e-18,1.0,1.0,4632.01813553,4632.02,200.0,0.01,35.2413,0.2,100.0,1.0,2,1.0,100,1254.49097196,1254.49097196,500.0,0.01,200
0.00311024,3968.24,0.00373868,4623.12152391,4623.12152391,7.85245e-08,0.995094,1.11215,4623.12152391,4629.2,199.52866316,0.005,89.8447,0.2,199.376904261,1.00236,1,0.744069,100,23293.9615661,23293.9615661,498.45,0.00558815,200
,3694.25,0.01,4627.48918513,4627.48918513,3.50449e-18,1.0,1.0,4627.48918513,4627.49,200.0,0.01,39.7113,0.2,100.0,1.0,2,1.0,100,1592.91671739,1592.91671739,499.78,0.01,200
0.000935324,3970.93,0.00450492,4634.70822962,4634.70822962,2.33762e-08,1.00015,1.06585,4634.70822962,4631.63,199.839958567,0.005,42.0759,0.2,199.814020438,1.0008,1,0.901118,100,2180.05918634,2180.05918634,499.78,0.00532846,200
,3697.72,0.01,4631.45579191,4631.45579191,3.50449e-18,1.0,1.0,4631.45579191,4631.46,200.0,0.01,37.31,0.2,100.0,1.0,2,1.0,100,1406.09427334,1406.09427334,500.0,0.01,200
0.000476248,3970.98,0.00462279,4630.76223867,4630.76223867,1.19085e-08,0.999904,1.06423,4630.76223867,4631.37,199.913967916,0.005,40.8784,0.2,199.905198361,1.00043,1,0.924469,100,2037.83916104,2037.83916104,499.62,0.00532168,200
,3695.38,0.01,4629.35926991,4629.35926991,3.50449e-18,1.0,1.0,4629.35926991,4629.36,200.0,0.01,57.6478,0.2,100.0,1.0,2,1.0,100,3356.84005651,3356.84005651,499.54,0.01,200
0.000939474,3974.7,0.00436836,4640.3468811,4640.3468811,2.34637e-08,1.00049,1.07316,4640.3468811,4635.41,199.829937705,0.005,43.6077,0.2,199.813315999,1.00085,1,0.874104,100,1014.47760883,1014.47760883,500.0,0.00536318,200
,3703.52,0.01,4636.96528345,4636.96528345,3.50449e-18,1.0,1.0,4636.96528345,4636.97,200.0,0.01,30.6392,0.2,100.0,1.0,2,1.0,100,948.242366098,948.242366098,500.0,0.01,200
0.00010278,3977.54,0.0048352,4638.92263161,4638.92263161,2.56818e-09,1.00026,1.03307,4638.92263161,4638.02,199.980117867,0.005,28.3524,0.2,199.979552935,1.0001,1,0.967291,100,689.054268601,689.054268601,500.0,0.00516402,200
,3687.97,0.01,4621.93044695,4621.93044695,3.50449e-18,1.0,1.0,4621.93044695,4621.93,200.0,0.01,156.563,0.2,100.0,1.0,2,1.0,100,24759.543115,24759.543115,498.38,0.01,200
0.00443548,3969.3,0.00319027,4634.8265042,4634.8265042,1.11112e-07,0.998989,1.13544,4634.8265042,4631.24,199.25198038,0.005,78.3457,0.2,199.119404531,1.00375,1,0.63741,100,1682.72201435,1682.72201435,499.85,0.00568294,200
,3694.85,0.01,4628.69634139,4628.69634139,3.50449e-18,1.0,1.0,4628.69634139,4628.7,200.0,0.01,87.4503,0.2,100.0,1.0,2,1.0,100,7724.81118502,7724.81118502,499.24,0.01,200
0.00158814,3975.21,0.00370362,4641.20984446,4641.20984446,3.94145e-08,1.00366,1.08178,4641.20984446,4636.03,199.704726015,0.005,50.5511,0.2,199.686697947,1.00148,1,0.743434,100,490.424880741,490.424880741,499.95,0.00538916,200
,3699.88,0.01,4633.8075682,4633.8075682,3.50449e-18,1.0,1.0,4633.8075682,4633.81,200.0,0.01,32.0715,0.2,100.0,1.0,2,1.0,100,1038.97319083,1038.97319083,500.0,0.01,200
0.000366011,3972.66,0.00455728,4632.19535353,4632.19535353,9.16962e-09,0.998944,1.03248,4632.19535353,4633.24,199.934289594,0.005,42.5885,0.2,199.92694671,1.00033,1,0.910493,100,2976.011483,2976.011483,499.5,0.00516788,200
,3699.34,0.01,4632.94050281,4632.94050281,3.50449e-18,1.0,1.0,4632.94050281,4632.94,200.0,0.01,54.0785,0.2,100.0,1.0,2,1.0,100,2954.02345094,2954.02345094,499.64,0.01,200
0.000462951,3976.99,0.00466053,4641.73411797,4641.73411797,1.16298e-08,0.997589,1.049,4641.73411797,4637.6,199.923377793,0.005,41.8046,0.2,199.90745429,1.00038,1,0.929858,100,683.717694043,683.717694043,500.0,0.00525769,200
,3697.74,0.01,4631.82955413,4631.82955413,3.50449e-18,1.0,1.0,4631.82955413,4631.83,200.0,0.01,38.4608,0.2,100.0,1.0,2,1.0,100,1494.17439444,1494.17439444,500.0,0.01,200
0.00159667,3967.58,0.00433659,4623.24776204,4623.24776204,3.95448e-08,1.00469,1.1581,4623.24776204,4628.56,199.709623066,0.005,93.491,0.2,199.685704395,1.00145,1,0.871387,100,21161.0928715,21161.0928715,498.47,0.00576345,200
,3694.02,0.01,4627.88643461,4627.88643461,3.50449e-18,1.0,1.0,4627.88643461,4627.89,200.0,0.01,62.8895,0.2,100.0,1.0,2,1.0,100,3995.04616581,3995.04616581,499.16,0.01,200
0.00176208,3968.9,0.00414589,4629.72608119,4629.72608119,4.38485e-08,1.00232,1.08395,4629.72608119,4629.79,199.709575521,0.005,52.872,0.2,199.651576769,1.00145,1,0.831101,100,2567.72068657,2567.72068657,499.65,0.00540719,200
,3698.51,0.01,4632.44910068,4632.44910068,3.50449e-18,1.0,1.0,4632.44910068,4632.45,200.0,0.01,34.1542,0.2,100.0,1.0,2,1.0,100,1178.28760046,1178.28760046,500.0,0.01,200
0.000651972,3977.17,0.00438485,4642.36999924,4642.36999924,1.62918e-08,1.00023,1.06419,4642.36999924,4637.71,199.912943604,0.005,29.6112,0.2,199.870387335,1.00044,1,0.877173,100,622.145680359,622.145680359,500.0,0.00531971,200
,3704.29,0.01,4637.86690339,4637.86690339,3.50449e-18,1.0,1.0,4637.86690339,4637.87,200.0,0.01,33.5622,0.2,100.0,1.0,2,1.0,100,1137.79544414,1137.79544414,500.0,0.01,200
0.000447801,3976.09,0.0046882,4634.83215281,4634.83215281,1.11583e-08,1.00164,1.06953,4634.83215281,4636.57,199.934718467,0.005,32.9062,0.2,199.911186862,1.00033,1,0.939181,100,1101.71017842,1101.71017842,500.0,0.00533888,200
,3701.52,0.01,4635.52871002,4635.52871002,3.50449e-18,1.0,1.0,4635.52871002,4635.53,200.0,0.01,34.8741,0.2,100.0,1.0,2,1.0,100,1228.49055191,1228.49055191,500.0,0.01,200
0.00311697,3970.08,0.00352686,4622.69776437,4622.69776437,7.81524e-08,0.998539,1.11127,4622.69776437,4631.58,199.358429888,0.005,82.3316,0.2,199.379910765,1.00322,1,0.704341,100,24162.6497063,24162.6497063,498.36,0.00556449,200
,3685.63,0.01,4619.73484261,4619.73484261,3.50449e-18,1.0,1.0,4619.73484261,4619.73,200.0,0.01,152.63,0.2,100.0,1.0,2,1.0,100,23531.1829664,23531.1829664,498.41,0.01,200
0.00480423,3970.89,0.00323956,4639.74883474,4639.74883474,1.19482e-07,1.00261,1.13702,4639.74883474,4632.59,199.282890162,0.005,74.9602,0.2,199.053486507,1.0036,1,0.649602,100,730.635382848,730.635382848,500.0,0.00567032,200
,3693.69,0.01,4627.36307395,4627.36307395,3.50449e-18,1.0,1.0,4627.36307395,4627.36,200.0,0.01,95.5696,0.2,100.0,1.0,2,1.0,100,9225.81368483,9225.81368483,499.04,0.01,200
0.00771547,3965.35,0.00290267,4617.57612255,4617.57612255,1.85661e-07,1.01927,1.26115,4617.57612255,4627.88,198.627490699,0.005,96.3578,0.2,198.532925842,1.00691,1,0.591724,100,36789.4154678,36789.4154678,497.96,0.00618652,200
