IterType,AvgEpLen,VarRet,MinNormIw,AvgNormIw,Bound,VarDiscRet,VarNormIw,ESSRenyi,VanillaAvgRet,MaxVanillaIw,EpsThisIter,AvgVanillaIw,eRenyi2,MaxNormIw,AvgRet,BatchSize,Delta,VarJ,ESSClassic,MinVanillaIw,J,AvgDiscRet,VarVanillaIw
2,495.01,249986.95245349017,0.0025,0.0024999997,4887.4707,249986.95245349017,5.434597e-20,500.0,4949.870627891279,1.0,100,1.0,1.0,0.0025,4949.870627891279,500,1.0,740.8374,400.0,1.0,4887.4707,4949.870627891279,
1,480.06,967713.9420340754,0.002,0.0020000003,4869.9927,967713.9420340754,5.431875e-20,500.0,4800.076922485995,1.0,100,1.0,1.0,0.002,4800.076922485995,500,1.0,794.9223,500.00000664260017,1.0,4869.9927,4800.076922485995,
2,495.01,249985.3107413097,0.01,0.009999998,4949.8545,249985.3107413097,3.5044917e-18,500.0,4949.854397590025,1.0,100,1.0,1.0,0.01,4949.854397590025,500,1.0,497.4791,100.0,1.0,4949.8545,4949.854397590025,
2,495.01,249983.67447338472,0.005,0.0049999994,4949.846,249983.67447338472,2.179301e-19,500.0,4949.8381893272335,1.0,100,1.0,1.0,0.005,4949.8381893272335,500,1.0,497.47827,200.00000010221265,1.0,4949.846,4949.8381893272335,
2,485.04,733832.1488438619,0.0033333334,0.0033333336,4916.5537,733832.1488438619,5.4391416e-20,500.0,4849.969068275688,1.0,100,1.0,1.0,0.0033333334,4849.969068275688,500,1.0,639.8212,299.999969473632,1.0,4916.5537,4849.969068275688,
2,485.03,734803.3455255855,0.0025,0.0024999997,4899.8784,734803.3455255855,5.434597e-20,500.0,4849.850977893038,1.0,100,1.0,1.0,0.0025,4849.850977893038,500,1.0,699.80457,400.0,1.0,4899.8784,4849.850977893038,
1,490.03,493937.1764733928,0.002,0.0020000003,4899.898,493937.1764733928,5.431875e-20,500.0,4899.973756115787,1.0,100,1.0,1.0,0.002,4899.973756115787,500,1.0,699.7005,500.00000664260017,1.0,4899.898,4899.973756115787,
2,500.0,0.018281838333212327,0.01,0.009999998,4999.86,0.018281838333212327,3.5044917e-18,500.0,4999.860174059459,1.0,100,1.0,1.0,0.01,4999.860174059459,500,1.0,0.13453488,100.0,1.0,4999.86,4999.860174059459,
2,490.04,492941.2388887741,0.005,0.0049999994,4949.9443,492941.2388887741,2.179301e-19,500.0,4900.028816327142,1.0,100,1.0,1.0,0.005,4900.028816327142,500,1.0,496.4851,200.00000010221265,1.0,4949.9443,4900.028816327142,
2,485.06,731870.0494318204,0.0033333334,0.0033333336,4916.6763,731870.0494318204,5.4391416e-20,500.0,4850.14130993367,1.0,100,1.0,1.0,0.0033333334,4850.14130993367,500,1.0,638.79755,299.999969473632,1.0,4916.6763,4850.14130993367,
2,490.04,492947.40475577815,0.0025,0.0024999997,4912.5225,492947.40475577815,5.434597e-20,500.0,4900.059969649458,1.0,100,1.0,1.0,0.0025,4900.059969649458,500,1.0,654.2958,400.0,1.0,4912.5225,4900.059969649458,
1,490.02,494921.7998295015,0.002,0.0020000003,4909.991,494921.7998295015,5.431875e-20,500.0,4899.862824808717,1.0,100,1.0,1.0,0.002,4899.862824808717,500,1.0,663.7037,500.00000664260017,1.0,4909.991,4899.862824808717,
2,495.01,249985.23313628294,0.01,0.009999998,4949.8535,249985.23313628294,3.5044917e-18,500.0,4949.853627574804,1.0,100,1.0,1.0,0.01,4949.853627574804,500,1.0,497.47906,100.0,1.0,4949.8535,4949.853627574804,
2,490.03,493929.99365947786,0.005,0.0049999994,4924.8965,493929.99365947786,2.179301e-19,500.0,4899.939160568241,1.0,100,1.0,1.0,0.005,4899.939160568241,500,1.0,607.3392,200.00000010221265,1.0,4924.8965,4899.939160568241,
2,495.02,248988.8148066736,0.0033333334,0.0033333336,4933.251,248988.8148066736,5.4391416e-20,500.0,4949.959466572339,1.0,100,1.0,1.0,0.0033333334,4949.959466572339,500,1.0,572.8989,299.999969473632,1.0,4933.251,4949.959466572339,
2,495.02,248989.62032166196,0.0025,0.0024999997,4937.4297,248989.62032166196,5.434597e-20,500.0,4949.966600220573,1.0,100,1.0,1.0,0.0025,4949.966600220573,500,1.0,554.8308,400.0,1.0,4937.4297,4949.966600220573,
1,475.07,1197513.9933941464,0.002,0.0020000003,4899.957,1197513.9933941464,5.431875e-20,500.0,4750.066035130152,1.0,100,1.0,1.0,0.002,4750.066035130152,500,1.0,699.2813,500.00000664260017,1.0,4899.957,4750.066035130152,
2,495.02,248990.82844921,0.01,0.009999998,4949.979,248990.82844921,3.5044917e-18,500.0,4949.978881990378,1.0,100,1.0,1.0,0.01,4949.978881990378,500,1.0,496.4886,100.0,1.0,4949.979,4949.978881990378,
2,490.04,492951.83193492406,0.005,0.0049999994,4925.0303,492951.83193492406,2.179301e-19,500.0,4900.081860064966,1.0,100,1.0,1.0,0.005,4900.081860064966,500,1.0,606.5344,200.00000010221265,1.0,4925.0303,4900.081860064966,
2,490.03,493934.06128342403,0.0033333334,0.0033333336,4916.6733,493934.06128342403,5.4391416e-20,500.0,4899.958989651039,1.0,100,1.0,1.0,0.0033333334,4899.958989651039,500,1.0,639.05707,299.999969473632,1.0,4916.6733,4899.958989651039,
2,495.02,248987.19768933314,0.0025,0.0024999997,4924.991,248987.19768933314,5.434597e-20,500.0,4949.9447491728215,1.0,100,1.0,1.0,0.0025,4949.9447491728215,500,1.0,606.735,400.0,1.0,4924.991,4949.9447491728215,
1,500.0,0.017333371926256974,0.002,0.0020000003,4939.967,0.017333371926256974,5.431875e-20,500.0,4999.8659880813,1.0,100,1.0,1.0,0.002,4999.8659880813,500,1.0,543.50616,500.00000664260017,1.0,4939.967,4999.8659880813,
2,485.04,733832.0397629363,0.01,0.009999998,4849.9688,733832.0397629363,3.5044917e-18,500.0,4849.969176783994,1.0,100,1.0,1.0,0.01,4849.969176783994,500,1.0,852.346,100.0,1.0,4849.9688,4849.969176783994,
2,500.0,0.017833833987530596,0.005,0.0049999994,4924.919,0.017833833987530596,2.179301e-19,500.0,4999.86860728044,1.0,100,1.0,1.0,0.005,4999.86860728044,500,1.0,607.342,200.00000010221265,1.0,4924.919,4999.86860728044,
2,490.03,493929.4426132947,0.0033333334,0.0033333336,4916.5913,493929.4426132947,5.4391416e-20,500.0,4899.935356894675,1.0,100,1.0,1.0,0.0033333334,4899.935356894675,500,1.0,639.5662,299.999969473632,1.0,4916.5913,4899.935356894675,
2,500.0,0.019187489888149206,0.0025,0.0024999997,4937.4062,0.019187489888149206,5.434597e-20,500.0,4999.851865015323,1.0,100,1.0,1.0,0.0025,4999.851865015323,500,1.0,555.0528,400.0,1.0,4937.4062,4999.851865015323,
1,500.0,0.018978701972752587,0.002,0.0020000003,4949.8945,0.018978701972752587,5.431875e-20,500.0,4999.845300829282,1.0,100,1.0,1.0,0.002,4999.845300829282,500,1.0,497.08215,500.00000664260017,1.0,4949.8945,4999.845300829282,
2,490.02,494922.05955502164,0.01,0.009999998,4899.8643,494922.05955502164,3.5044917e-18,500.0,4899.864102538859,1.0,100,1.0,1.0,0.01,4899.864102538859,500,1.0,699.9805,100.0,1.0,4899.8643,4899.864102538859,
2,490.03,493933.3003108576,0.005,0.0049999994,4899.909,493933.3003108576,2.179301e-19,500.0,4899.954851110652,1.0,100,1.0,1.0,0.005,4899.954851110652,500,1.0,699.6309,200.00000010221265,1.0,4899.909,4899.954851110652,
2,480.06,967703.8572718614,0.0033333334,0.0033333336,4866.6235,967703.8572718614,5.4391416e-20,500.0,4800.052015711022,1.0,100,1.0,1.0,0.0033333334,4800.052015711022,500,1.0,804.9102,299.999969473632,1.0,4866.6235,4800.052015711022,
2,490.03,493936.74564438546,0.0025,0.0024999997,4874.961,493936.74564438546,5.434597e-20,500.0,4899.972140663605,1.0,100,1.0,1.0,0.0025,4899.972140663605,500,1.0,779.9797,400.0,1.0,4874.961,4899.972140663605,
1,490.03,493932.0450133491,0.002,0.0020000003,4879.9585,493932.0450133491,5.431875e-20,500.0,4899.948797031956,1.0,100,1.0,1.0,0.002,4899.948797031956,500,1.0,764.5868,500.00000664260017,1.0,4879.9585,4899.948797031956,
2,490.02,494916.9371556925,0.01,0.009999998,4899.839,494916.9371556925,3.5044917e-18,500.0,4899.838738495138,1.0,100,1.0,1.0,0.01,4899.838738495138,500,1.0,699.9769,100.0,1.0,4899.839,4899.838738495138,
2,480.05,968674.3173672137,0.005,0.0049999994,4849.9,968674.3173672137,2.179301e-19,500.0,4799.961272352804,1.0,100,1.0,1.0,0.005,4799.961272352804,500,1.0,852.6263,200.00000010221265,1.0,4849.9,4799.961272352804,
2,495.01,249984.27583737567,0.0033333334,0.0033333336,4883.2144,249984.27583737567,5.4391416e-20,500.0,4949.84411441162,1.0,100,1.0,1.0,0.0033333334,4949.84411441162,500,1.0,754.56104,299.999969473632,1.0,4883.2144,4949.84411441162,
2,490.02,494917.15976484405,0.0025,0.0024999997,4887.371,494917.15976484405,5.434597e-20,500.0,4899.83984599713,1.0,100,1.0,1.0,0.0025,4899.83984599713,500,1.0,741.32684,400.0,1.0,4887.371,4899.83984599713,
1,490.03,493933.68882214284,0.002,0.0020000003,4889.888,493933.68882214284,5.431875e-20,500.0,4899.9567748323925,1.0,100,1.0,1.0,0.002,4899.9567748323925,500,1.0,733.128,500.00000664260017,1.0,4889.888,4899.9567748323925,
2,495.01,249986.9198064857,0.01,0.009999998,4949.8696,249986.9198064857,3.5044917e-18,500.0,4949.870366243366,1.0,100,1.0,1.0,0.01,4949.870366243366,500,1.0,497.48068,100.0,1.0,4949.8696,4949.870366243366,
2,490.03,493936.5236963285,0.005,0.0049999994,4924.9204,493936.5236963285,2.179301e-19,500.0,4899.970636167704,1.0,100,1.0,1.0,0.005,4899.970636167704,500,1.0,607.3423,200.00000010221265,1.0,4924.9204,4899.970636167704,
2,495.02,248991.7216573671,0.0033333334,0.0033333336,4933.276,248991.7216573671,5.4391416e-20,500.0,4949.987379623134,1.0,100,1.0,1.0,0.0033333334,4949.987379623134,500,1.0,572.902,299.999969473632,1.0,4933.276,4949.987379623134,
2,490.04,492948.0831801732,0.0025,0.0024999997,4924.9727,492948.0831801732,5.434597e-20,500.0,4900.063978202234,1.0,100,1.0,1.0,0.0025,4900.063978202234,500,1.0,606.9382,400.0,1.0,4924.9727,4900.063978202234,
1,500.0,0.016889333529139867,0.002,0.0020000003,4939.9517,0.016889333529139867,5.431875e-20,500.0,4999.86538196246,1.0,100,1.0,1.0,0.002,4999.86538196246,500,1.0,543.6879,500.00000664260017,1.0,4939.9517,4999.86538196246,
2,500.0,0.014150449603399473,0.01,0.009999998,4999.869,0.014150449603399473,3.5044917e-18,500.0,4999.8689695630455,1.0,100,1.0,1.0,0.01,4999.8689695630455,500,1.0,0.118369505,100.0,1.0,4999.869,4999.8689695630455,
2,500.0,0.018224993923347713,0.005,0.0049999994,4999.866,0.018224993923347713,2.179301e-19,500.0,4999.864720862135,1.0,100,1.0,1.0,0.005,4999.864720862135,500,1.0,0.1266189,200.00000010221265,1.0,4999.866,4999.864720862135,
2,500.0,0.01643022095566158,0.0033333334,0.0033333336,4999.866,0.01643022095566158,5.4391416e-20,500.0,4999.864360597385,1.0,100,1.0,1.0,0.0033333334,4999.864360597385,500,1.0,0.12693076,299.999969473632,1.0,4999.866,4999.864360597385,
2,490.02,494917.2238185137,0.0025,0.0024999997,4974.8594,494917.2238185137,5.434597e-20,500.0,4899.840172301601,1.0,100,1.0,1.0,0.0025,4899.840172301601,500,1.0,352.65848,400.0,1.0,4974.8594,4899.840172301601,
1,500.0,0.018866444329121834,0.002,0.0020000003,4979.8613,0.018866444329121834,5.431875e-20,500.0,4999.86777590228,1.0,100,1.0,1.0,0.002,4999.86777590228,500,1.0,315.58594,500.00000664260017,1.0,4979.8613,4999.86777590228,
2,485.05,732852.6809720207,0.01,0.009999998,4850.0605,732852.6809720207,3.5044917e-18,500.0,4850.061019331042,1.0,100,1.0,1.0,0.01,4850.061019331042,500,1.0,851.7771,100.0,1.0,4850.0605,4850.061019331042,
2,490.03,493934.158955759,0.005,0.0049999994,4875.01,493934.158955759,2.179301e-19,500.0,4899.958832764818,1.0,100,1.0,1.0,0.005,4899.958832764818,500,1.0,779.66785,200.00000010221265,1.0,4875.01,4899.958832764818,
2,480.05,968672.6572608316,0.0033333334,0.0033333336,4849.992,968672.6572608316,5.4391416e-20,500.0,4799.957851961225,1.0,100,1.0,1.0,0.0033333334,4799.957851961225,500,1.0,852.1551,299.999969473632,1.0,4849.992,4799.957851961225,
2,480.05,968680.4181144218,0.0025,0.0024999997,4837.4883,968680.4181144218,5.434597e-20,500.0,4799.976233625226,1.0,100,1.0,1.0,0.0025,4799.976233625226,500,1.0,885.91406,400.0,1.0,4837.4883,4799.976233625226,
1,495.02,248989.36508670633,0.002,0.0020000003,4859.9844,248989.36508670633,5.431875e-20,500.0,4949.965435181094,1.0,100,1.0,1.0,0.002,4949.965435181094,500,1.0,824.1354,500.00000664260017,1.0,4859.9844,4949.965435181094,
2,485.05,732857.7455190796,0.01,0.009999998,4850.077,732857.7455190796,3.5044917e-18,500.0,4850.077409482437,1.0,100,1.0,1.0,0.01,4850.077409482437,500,1.0,851.77997,100.0,1.0,4850.077,4850.077409482437,
2,500.0,0.015396080998961049,0.005,0.0049999994,4924.9663,0.015396080998961049,2.179301e-19,500.0,4999.855559711,1.0,100,1.0,1.0,0.005,4999.855559711,500,1.0,606.9374,200.00000010221265,1.0,4924.9663,4999.855559711,
2,490.04,492950.4635058678,0.0033333334,0.0033333336,4916.6694,492950.4635058678,5.4391416e-20,500.0,4900.074655002853,1.0,100,1.0,1.0,0.0033333334,4900.074655002853,500,1.0,639.05664,299.999969473632,1.0,4916.6694,4900.074655002853,
2,490.03,493935.3376098813,0.0025,0.0024999997,4912.493,493935.3376098813,5.434597e-20,500.0,4899.965327604088,1.0,100,1.0,1.0,0.0025,4899.965327604088,500,1.0,654.67267,400.0,1.0,4912.493,4899.965327604088,
1,495.01,249984.13390228985,0.0019923726,0.002,4920.0054,249984.13390228985,2.244954e-12,499.9997615815346,4949.8427223390245,1.0016899,100,1.0000244,1.0000005,0.002003331,4949.8427223390245,500,1.0,626.2543,499.99968393800765,0.99621063,4920.0054,4949.8427223390245,5.612612e-07
2,495.01,249983.1818865207,0.01,0.009999998,4949.833,249983.1818865207,3.5044917e-18,500.0,4949.83332138725,1.0,100,1.0,1.0,0.01,4949.83332138725,500,1.0,497.47693,100.0,1.0,4949.833,4949.83332138725,
2,500.0,0.022125155508995638,0.005,0.0049999994,4974.8374,0.022125155508995638,2.179301e-19,500.0,4999.842068968009,1.0,100,1.0,1.0,0.005,4999.842068968009,500,1.0,352.65695,200.00000010221265,1.0,4974.8374,4999.842068968009,
2,500.0,0.013854122850076464,0.0033333334,0.0033333336,4983.179,0.013854122850076464,5.4391416e-20,500.0,4999.8610001566485,1.0,100,1.0,1.0,0.0033333334,4999.8610001566485,500,1.0,288.18466,299.999969473632,1.0,4983.179,4999.8610001566485,
2,485.03,734803.1648314222,0.0025,0.0024999997,4949.8467,734803.1648314222,5.434597e-20,500.0,4849.8503862304715,1.0,100,1.0,1.0,0.0025,4849.8503862304715,500,1.0,497.47836,400.0,1.0,4949.8467,4849.8503862304715,
1,490.03,493929.4808231284,0.002,0.0020000003,4939.8647,493929.4808231284,5.431875e-20,500.0,4899.935953510974,1.0,100,1.0,1.0,0.002,4899.935953510974,500,1.0,544.2283,500.00000664260017,1.0,4939.8647,4899.935953510974,
2,485.05,732855.8602395561,0.01,0.009999998,4850.071,732855.8602395561,3.5044917e-18,500.0,4850.071317342236,1.0,100,1.0,1.0,0.01,4850.071317342236,500,1.0,851.77893,100.0,1.0,4850.071,4850.071317342236,
2,495.01,249983.16247190113,0.005,0.0049999994,4899.952,249983.16247190113,2.179301e-19,500.0,4949.833068072849,1.0,100,1.0,1.0,0.005,4949.833068072849,500,1.0,699.2807,200.00000010221265,1.0,4899.952,4949.833068072849,
2,495.02,248989.51185164182,0.0033333334,0.0033333336,4916.624,248989.51185164182,5.4391416e-20,500.0,4949.96708530485,1.0,100,1.0,1.0,0.0033333334,4949.96708530485,500,1.0,639.31055,299.999969473632,1.0,4916.624,4949.96708530485,
2,485.05,732852.7912169598,0.0025,0.0024999997,4899.983,732852.7912169598,5.434597e-20,500.0,4850.061434504933,1.0,100,1.0,1.0,0.0025,4850.061434504933,500,1.0,699.1068,400.0,1.0,4899.983,4850.061434504933,
1,500.0,0.0159839922315811,0.002,0.0020000003,4919.9585,0.0159839922315811,5.431875e-20,500.0,4999.860551986388,1.0,100,1.0,1.0,0.002,4999.860551986388,500,1.0,626.5751,500.00000664260017,1.0,4919.9585,4999.860551986388,
2,485.04,733832.3633043682,0.01,0.009999998,4849.97,733832.3633043682,3.5044917e-18,500.0,4849.97035184121,1.0,100,1.0,1.0,0.01,4849.97035184121,500,1.0,852.3462,100.0,1.0,4849.97,4849.97035184121,
2,500.0,0.017589617222092013,0.005,0.0049999994,4924.912,0.017589617222092013,2.179301e-19,500.0,4999.853666707502,1.0,100,1.0,1.0,0.005,4999.853666707502,500,1.0,607.3412,200.00000010221265,1.0,4924.912,4999.853666707502,
2,495.01,249984.2260544261,0.0033333334,0.0033333336,4933.2227,249984.2260544261,5.4391416e-20,500.0,4949.843639578382,1.0,100,1.0,1.0,0.0033333334,4949.843639578382,500,1.0,573.1856,299.999969473632,1.0,4933.2227,4949.843639578382,
2,485.04,733833.7656106929,0.0025,0.0024999997,4912.41,733833.7656106929,5.434597e-20,500.0,4849.975127731854,1.0,100,1.0,1.0,0.0025,4849.975127731854,500,1.0,655.2324,400.0,1.0,4912.41,4849.975127731854,
1,490.02,494921.15152624284,0.002,0.0020000003,4909.9004,494921.15152624284,5.431875e-20,500.0,4899.8596092439075,1.0,100,1.0,1.0,0.002,4899.8596092439075,500,1.0,664.4421,500.00000664260017,1.0,4909.9004,4899.8596092439075,
2,490.03,493935.02965444385,0.01,0.009999998,4899.964,493935.02965444385,3.5044917e-18,500.0,4899.963740360163,1.0,100,1.0,1.0,0.01,4899.963740360163,500,1.0,699.2823,100.0,1.0,4899.964,4899.963740360163,
2,495.01,249987.26715742706,0.005,0.0049999994,4924.919,249987.26715742706,2.179301e-19,500.0,4949.873774964438,1.0,100,1.0,1.0,0.005,4949.873774964438,500,1.0,607.342,200.00000010221265,1.0,4924.919,4949.873774964438,
2,480.07,966731.71699103,0.0033333334,0.0033333336,4883.3257,966731.71699103,5.4391416e-20,500.0,4800.1390739526505,1.0,100,1.0,1.0,0.0033333334,4800.1390739526505,500,1.0,753.9171,299.999969473632,1.0,4883.3257,4800.1390739526505,
2,495.01,249982.69627741116,0.0025,0.0024999997,4899.951,249982.69627741116,5.434597e-20,500.0,4949.82848921832,1.0,100,1.0,1.0,0.0025,4949.82848921832,500,1.0,699.28046,400.0,1.0,4899.951,4949.82848921832,
1,490.02,494922.8120596712,0.0019907637,0.002,4899.9805,494922.8120596712,2.377366e-12,499.99606612439584,4899.867833312924,1.003453,100,1.0000198,1.0000079,0.0020068663,4899.867833312924,500,1.0,699.1045,499.99973672089664,0.9954015,4899.9805,4899.867833312924,5.943634e-07
2,485.03,734805.8035340607,0.01,0.009999998,4849.8594,734805.8035340607,3.5044917e-18,500.0,4849.859062681346,1.0,100,1.0,1.0,0.01,4849.859062681346,500,1.0,852.9113,100.0,1.0,4849.8594,4849.859062681346,
2,490.03,493935.6186708165,0.005,0.0049999994,4874.912,493935.6186708165,2.179301e-19,500.0,4899.9659445927955,1.0,100,1.0,1.0,0.005,4899.9659445927955,500,1.0,780.2914,200.00000010221265,1.0,4874.912,4899.9659445927955,
2,495.02,248988.73002978007,0.0033333334,0.0033333336,4899.928,248988.73002978007,5.4391416e-20,500.0,4949.9582795050965,1.0,100,1.0,1.0,0.0033333334,4949.9582795050965,500,1.0,699.51483,299.999969473632,1.0,4899.928,4949.9582795050965,
2,500.0,0.020637811499613697,0.0025,0.0024999997,4924.9077,0.020637811499613697,5.434597e-20,500.0,4999.849143741207,1.0,100,1.0,1.0,0.0025,4999.849143741207,500,1.0,607.3407,400.0,1.0,4924.9077,4999.849143741207,
1,485.05,732856.126953687,0.002,0.0020000003,4909.9414,732856.126953687,5.431875e-20,500.0,4850.072178993306,1.0,100,1.0,1.0,0.002,4850.072178993306,500,1.0,664.14746,500.00000664260017,1.0,4909.9414,4850.072178993306,
2,490.02,494920.4791684109,0.01,0.009999998,4899.8564,494920.4791684109,3.5044917e-18,500.0,4899.85626249727,1.0,100,1.0,1.0,0.01,4899.85626249727,500,1.0,699.9795,100.0,1.0,4899.8564,4899.85626249727,
2,495.02,248988.56341637275,0.005,0.0049999994,4924.9062,248988.56341637275,2.179301e-19,500.0,4949.95638597916,1.0,100,1.0,1.0,0.005,4949.95638597916,500,1.0,607.3405,200.00000010221265,1.0,4924.9062,4949.95638597916,
2,495.02,248989.87180360395,0.0033333334,0.0033333336,4933.261,248989.87180360395,5.4391416e-20,500.0,4949.97065416913,1.0,100,1.0,1.0,0.0033333334,4949.97065416913,500,1.0,572.90027,299.999969473632,1.0,4933.261,4949.97065416913,
2,495.01,249982.89096875864,0.0025,0.0024999997,4937.4033,249982.89096875864,5.434597e-20,500.0,4949.830397649555,1.0,100,1.0,1.0,0.0025,4949.830397649555,500,1.0,555.05237,400.0,1.0,4937.4033,4949.830397649555,
1,490.03,493937.18510800606,0.002,0.0020000003,4929.918,493937.18510800606,5.431875e-20,500.0,4899.974148561138,1.0,100,1.0,1.0,0.002,4899.974148561138,500,1.0,586.933,500.00000664260017,1.0,4929.918,4899.974148561138,
2,475.07,1197518.9300225417,0.01,0.009999998,4750.075,1197518.9300225417,3.5044917e-18,500.0,4750.075457315119,1.0,100,1.0,1.0,0.01,4750.075457315119,500,1.0,1088.8268,100.0,1.0,4750.075,4750.075457315119,
2,490.02,494919.6144268192,0.005,0.0049999994,4824.964,494919.6144268192,2.179301e-19,500.0,4899.851991813666,1.0,100,1.0,1.0,0.005,4899.851991813666,500,1.0,918.34924,200.00000010221265,1.0,4824.964,4899.851991813666,
2,490.03,493933.77447913145,0.0033333334,0.0033333336,4849.962,493933.77447913145,5.4391416e-20,500.0,4899.958139219352,1.0,100,1.0,1.0,0.0033333334,4899.958139219352,500,1.0,852.3446,299.999969473632,1.0,4849.962,4899.958139219352,
2,495.02,248988.19322457458,0.0025,0.0024999997,4874.9604,248988.19322457458,5.434597e-20,500.0,4949.954945482971,1.0,100,1.0,1.0,0.0025,4949.954945482971,500,1.0,779.9795,400.0,1.0,4874.9604,4949.954945482971,
1,490.03,493934.611376714,0.002,0.0020000003,4879.961,493934.611376714,5.431875e-20,500.0,4899.961223745163,1.0,100,1.0,1.0,0.002,4899.961223745163,500,1.0,764.58716,500.00000664260017,1.0,4879.961,4899.961223745163,
2,490.02,494922.4960819923,0.01,0.009999998,4899.866,494922.4960819923,3.5044917e-18,500.0,4899.86627056776,1.0,100,1.0,1.0,0.01,4899.86627056776,500,1.0,699.9809,100.0,1.0,4899.866,4899.86627056776,
2,500.0,0.015424763386719963,0.005,0.0049999994,4949.875,0.015424763386719963,2.179301e-19,500.0,4999.885317357195,1.0,100,1.0,1.0,0.005,4999.885317357195,500,1.0,497.48123,200.00000010221265,1.0,4949.875,4999.885317357195,
2,485.05,732848.890284488,0.0033333334,0.0033333336,4916.6006,732848.890284488,5.4391416e-20,500.0,4850.048430576265,1.0,100,1.0,1.0,0.0033333334,4850.048430576265,500,1.0,639.5674,299.999969473632,1.0,4916.6006,4850.048430576265,
2,500.0,0.021400061981046815,0.0025,0.0024999997,4937.4126,0.021400061981046815,5.434597e-20,500.0,4999.851049828572,1.0,100,1.0,1.0,0.0025,4999.851049828572,500,1.0,555.0534,400.0,1.0,4937.4126,4999.851049828572,
1,485.05,732854.3812374813,0.002,0.0020000003,4919.944,732854.3812374813,5.431875e-20,500.0,4850.066077079753,1.0,100,1.0,1.0,0.002,4850.066077079753,500,1.0,626.73236,500.00000664260017,1.0,4919.944,4850.066077079753,
2,495.02,248988.49461138557,0.01,0.009999998,4949.957,248988.49461138557,3.5044917e-18,500.0,4949.956629313555,1.0,100,1.0,1.0,0.01,4949.956629313555,500,1.0,496.48627,100.0,1.0,4949.957,4949.956629313555,
2,490.02,494922.43004853185,0.005,0.0049999994,4924.9116,494922.43004853185,2.179301e-19,500.0,4899.865924083045,1.0,100,1.0,1.0,0.005,4899.865924083045,500,1.0,607.34106,200.00000010221265,1.0,4924.9116,4899.865924083045,
2,495.01,249985.8183029912,0.0033333334,0.0033333336,4933.2275,249985.8183029912,5.4391416e-20,500.0,4949.859428103652,1.0,100,1.0,1.0,0.0033333334,4949.859428103652,500,1.0,573.1862,299.999969473632,1.0,4933.2275,4949.859428103652,
2,490.02,494918.7112098355,0.0025,0.0024999997,4924.883,494918.7112098355,5.434597e-20,500.0,4899.8475189673745,1.0,100,1.0,1.0,0.0025,4899.8475189673745,500,1.0,607.54266,400.0,1.0,4924.883,4899.8475189673745,
1,490.02,494923.57593489805,0.002,0.0020000003,4919.8804,494923.57593489805,5.431875e-20,500.0,4899.87162756674,1.0,100,1.0,1.0,0.002,4899.87162756674,500,1.0,627.2013,500.00000664260017,1.0,4919.8804,4899.87162756674,
2,490.03,493938.1858377351,0.01,0.009999998,4899.9795,493938.1858377351,3.5044917e-18,500.0,4899.979568841364,1.0,100,1.0,1.0,0.01,4899.979568841364,500,1.0,699.2845,100.0,1.0,4899.9795,4899.979568841364,
2,500.0,0.015409192857375494,0.005,0.0049999994,4949.918,0.015409192857375494,2.179301e-19,500.0,4999.855714517151,1.0,100,1.0,1.0,0.005,4999.855714517151,500,1.0,496.9841,200.00000010221265,1.0,4949.918,4999.855714517151,
2,495.01,249985.47833992864,0.0033333334,0.0033333336,4949.897,249985.47833992864,5.4391416e-20,500.0,4949.856030516678,1.0,100,1.0,1.0,0.0033333334,4949.856030516678,500,1.0,497.14923,299.999969473632,1.0,4949.897,4949.856030516678,
2,490.03,493936.6975142889,0.0025,0.0024999997,4937.416,493936.6975142889,5.434597e-20,500.0,4899.971950105323,1.0,100,1.0,1.0,0.0025,4899.971950105323,500,1.0,555.0538,400.0,1.0,4937.416,4899.971950105323,
1,490.04,492945.64012760954,0.002,0.0020000003,4929.944,492945.64012760954,5.431875e-20,500.0,4900.050973709805,1.0,100,1.0,1.0,0.002,4900.050973709805,500,1.0,586.7661,500.00000664260017,1.0,4929.944,4900.050973709805,
2,485.04,733831.0419714586,0.01,0.009999998,4849.9663,733831.0419714586,3.5044917e-18,500.0,4849.96598290842,1.0,100,1.0,1.0,0.01,4849.96598290842,500,1.0,852.3454,100.0,1.0,4849.9663,4849.96598290842,
2,490.02,494919.4672090811,0.005,0.0049999994,4874.9087,494919.4672090811,2.179301e-19,500.0,4899.851271218778,1.0,100,1.0,1.0,0.005,4899.851271218778,500,1.0,780.2907,200.00000010221265,1.0,4874.9087,4899.851271218778,
2,500.0,0.018713082053301043,0.0033333334,0.0033333336,4916.554,0.018713082053301043,5.4391416e-20,500.0,4999.844072118524,1.0,100,1.0,1.0,0.0033333334,4999.844072118524,500,1.0,639.82117,299.999969473632,1.0,4916.554,4999.844072118524,
2,480.05,968672.2633980594,0.0025,0.0024999997,4887.405,968672.2633980594,5.434597e-20,500.0,4799.956354622645,1.0,100,1.0,1.0,0.0025,4799.956354622645,500,1.0,741.16376,400.0,1.0,4887.405,4799.956354622645,
1,490.04,492947.5954075802,0.002,0.0020000003,4889.9365,492947.5954075802,5.431875e-20,500.0,4900.061769512454,1.0,100,1.0,1.0,0.002,4900.061769512454,500,1.0,732.8631,500.00000664260017,1.0,4889.9365,4900.061769512454,
