IterType,AvgEpLen,VarRet,MinNormIw,AvgNormIw,Bound,VarDiscRet,VarNormIw,ESSRenyi,VanillaAvgRet,MaxVanillaIw,EpsThisIter,AvgVanillaIw,eRenyi2,MaxNormIw,AvgRet,BatchSize,Delta,VarJ,ESSClassic,MinVanillaIw,J,AvgDiscRet,VarVanillaIw
2,495.01,249986.55783876998,0.0025,0.0024999997,4899.963,249986.55783876998,5.434597e-20,500.0,4949.866716540848,1.0,100,1.0,1.0,0.0025,4949.866716540848,500,1.0,699.2822,400.0,1.0,4899.963,4949.866716540848,
1,495.02,248988.70800751713,7.879053e-10,0.002,4964.1655,248988.70800751713,5.5829673e-06,0.0016987217225208138,4949.958846943856,11.113602,100,0.9789988,294338.97,0.022704015,4949.958846943856,500,1.0,427.82547,208.9470546682913,3.8567916e-07,4964.1655,4949.958846943856,1.3377328
2,495.01,249986.601671981,0.01,0.009999998,4949.8667,249986.601671981,3.5044917e-18,500.0,4949.867147531641,1.0,100,1.0,1.0,0.01,4949.867147531641,500,1.0,497.48035,100.0,1.0,4949.8667,4949.867147531641,
2,490.02,494915.45055770257,0.005,0.0049999994,4924.8496,494915.45055770257,2.179301e-19,500.0,4899.831345435218,1.0,100,1.0,1.0,0.005,4899.831345435218,500,1.0,607.7437,200.00000010221265,1.0,4924.8496,4899.831345435218,
2,495.01,249982.8698093223,0.0033333334,0.0033333336,4933.177,249982.8698093223,5.4391416e-20,500.0,4949.830116037529,1.0,100,1.0,1.0,0.0033333334,4949.830116037529,500,1.0,573.4701,299.999969473632,1.0,4933.177,4949.830116037529,
2,495.02,248987.40445260014,0.0025,0.0024999997,4937.368,248987.40445260014,5.434597e-20,500.0,4949.94456132613,1.0,100,1.0,1.0,0.0025,4949.94456132613,500,1.0,555.273,400.0,1.0,4937.368,4949.94456132613,
1,500.0,0.02356708926658153,0.00042472774,0.002,4985.3687,0.02356708926658153,1.3481364e-05,,4999.859319597443,20.527359,100,0.8372189,inf,0.04903702,4999.859319597443,500,1.0,151.4321,114.58431094778373,0.17779504,4985.3687,4999.859319597443,2.3623912
2,490.02,494919.26830984344,0.01,0.009999998,4899.8506,494919.26830984344,3.5044917e-18,500.0,4899.850234462091,1.0,100,1.0,1.0,0.01,4899.850234462091,500,1.0,699.97864,100.0,1.0,4899.8506,4899.850234462091,
2,495.02,248985.628319084,0.005,0.0049999994,4924.8887,248985.628319084,2.179301e-19,500.0,4949.92668137967,1.0,100,1.0,1.0,0.005,4949.92668137967,500,1.0,607.3384,200.00000010221265,1.0,4924.8887,4949.92668137967,
2,499.52,2418.7657391064504,0.0033333334,0.0033333336,4948.2217,2418.7657391064504,5.4391416e-20,500.0,4994.888974961119,1.0,100,1.0,1.0,0.0033333334,4994.888974961119,500,1.0,497.78882,299.999969473632,1.0,4948.2217,4994.888974961119,
2,490.03,493908.9602226987,0.0025,0.0024999997,4936.125,493908.9602226987,5.434597e-20,500.0,4899.8330529991945,1.0,100,1.0,1.0,0.0025,4899.8330529991945,500,1.0,555.45184,400.0,1.0,4936.125,4899.8330529991945,
1,486.0,648858.1546832841,8.222105e-30,0.002,4999.876,648858.1546832841,0.00021449476,0.12625935694038068,4859.537792188336,96.519455,100,0.9694031,3960.1025,0.19913173,4859.537792188336,500,1.0,0.855913,9.171544415179676,3.9852667e-27,4999.876,4859.537792188336,50.39244
2,500.0,0.01822863699985303,0.01,0.009999998,4999.867,0.01822863699985303,3.5044917e-18,500.0,4999.867219216971,1.0,100,1.0,1.0,0.01,4999.867219216971,500,1.0,0.13436732,100.0,1.0,4999.867,4999.867219216971,
2,495.01,249985.90266991197,0.005,0.0049999994,4974.8643,249985.90266991197,2.179301e-19,500.0,4949.8602421536125,1.0,100,1.0,1.0,0.005,4949.8602421536125,500,1.0,352.65875,200.00000010221265,1.0,4974.8643,4949.8602421536125,
2,500.0,0.02321110151187047,0.0033333334,0.0033333336,4983.1934,0.02321110151187047,5.4391416e-20,500.0,4999.852010965954,1.0,100,1.0,1.0,0.0033333334,4999.852010965954,500,1.0,288.18558,299.999969473632,1.0,4983.1934,4999.852010965954,
2,500.0,0.016945971298621344,0.0025,0.0024999997,4987.3594,0.016945971298621344,5.434597e-20,500.0,4999.857575921556,1.0,100,1.0,1.0,0.0025,4999.857575921556,500,1.0,249.68025,400.0,1.0,4987.3594,4999.857575921556,
1,500.0,0.01358044288316106,1.1736733e-22,0.002,4999.859,0.01358044288316106,2.67777e-05,7.062211753284893e-08,4999.875982851185,31.549105,100,0.88457483,7079935000.0,0.07133168,4999.875982851185,500,1.0,0.3570215,65.09538579435463,5.1910094e-20,4999.859,4999.875982851185,5.238204
2,480.07,966733.1528666212,0.01,0.009999998,4800.1426,966733.1528666212,3.5044917e-18,500.0,4800.141824983927,1.0,100,1.0,1.0,0.01,4800.141824983927,500,1.0,978.2974,100.0,1.0,4800.1426,4800.141824983927,
2,500.0,0.031051153476474906,0.005,0.0049999994,4899.9893,0.031051153476474906,2.179301e-19,500.0,4999.8361453056405,1.0,100,1.0,1.0,0.005,4999.8361453056405,500,1.0,698.92944,200.00000010221265,1.0,4899.9893,4999.8361453056405,
2,495.02,248988.0262621198,0.0033333334,0.0033333336,4916.644,248988.0262621198,5.4391416e-20,500.0,4949.9525755017075,1.0,100,1.0,1.0,0.0033333334,4949.9525755017075,500,1.0,639.0533,299.999969473632,1.0,4916.644,4949.9525755017075,
2,485.06,731877.8356814602,0.0025,0.0024999997,4900.0244,731877.8356814602,5.434597e-20,500.0,4850.167644974689,1.0,100,1.0,1.0,0.0025,4850.167644974689,500,1.0,698.75616,400.0,1.0,4900.0244,4850.167644974689,
1,490.02,494914.7200674053,2.0158124e-08,0.0019999999,4945.532,494914.7200674053,5.026e-06,,4899.8277318624705,12.292163,100,1.0474292,inf,0.02347111,4899.8277318624705,500,1.0,506.3388,221.82914306023406,1.0557103e-05,4945.532,4899.8277318624705,1.3785162
2,485.04,733810.5371419676,0.01,0.009999998,4849.898,733810.5371419676,3.5044917e-18,500.0,4849.898003677102,1.0,100,1.0,1.0,0.01,4849.898003677102,500,1.0,852.3335,100.0,1.0,4849.898,4849.898003677102,
2,480.06,967696.6591021213,0.005,0.0049999994,4824.9663,967696.6591021213,2.179301e-19,500.0,4800.0340881554885,1.0,100,1.0,1.0,0.005,4800.0340881554885,500,1.0,918.07825,200.00000010221265,1.0,4824.9663,4800.0340881554885,
2,495.01,249982.58340238943,0.0033333334,0.0033333336,4866.587,249982.58340238943,5.4391416e-20,500.0,4949.827119308091,1.0,100,1.0,1.0,0.0033333334,4949.827119308091,500,1.0,804.90405,299.999969473632,1.0,4866.587,4949.827119308091,
2,495.01,249983.37048906847,0.0025,0.0024999997,4887.3984,249983.37048906847,5.434597e-20,500.0,4949.8350574679525,1.0,100,1.0,1.0,0.0025,4949.8350574679525,500,1.0,740.99475,400.0,1.0,4887.3984,4949.8350574679525,
1,495.01,249983.42729786967,3.2300354e-15,0.0019999999,4996.991,249983.42729786967,0.0004255276,,4949.835680666859,537.2304,100,2.5043395,inf,0.42903963,4949.835680666859,500,1.0,45.801167,4.665523261097247,4.0445525e-12,4996.991,4949.835680666859,667.1971
2,490.02,494898.53518394637,0.01,0.009999998,4899.7476,494898.53518394637,3.5044917e-18,500.0,4899.7473803974235,1.0,100,1.0,1.0,0.01,4899.7473803974235,500,1.0,699.9639,100.0,1.0,4899.7476,4899.7473803974235,
2,480.05,968604.0900339066,0.005,0.0049999994,4849.7676,968604.0900339066,2.179301e-19,500.0,4799.787195573463,1.0,100,1.0,1.0,0.005,4799.787195573463,500,1.0,852.60297,200.00000010221265,1.0,4849.7676,4799.787195573463,
2,490.03,493914.6492638306,0.0033333334,0.0033333336,4866.465,493914.6492638306,5.4391416e-20,500.0,4899.862116977563,1.0,100,1.0,1.0,0.0033333334,4899.862116977563,500,1.0,805.0906,299.999969473632,1.0,4866.465,4899.862116977563,
2,490.02,494899.5542663729,0.0025,0.0024999997,4874.787,494899.5542663729,5.434597e-20,500.0,4899.752503796373,1.0,100,1.0,1.0,0.0025,4899.752503796373,500,1.0,780.2714,400.0,1.0,4874.787,4899.752503796373,
1,475.07,1197462.4738796628,2.3354e-10,0.002,4918.837,1197462.4738796628,3.6670965e-05,,4749.963876216838,35.158943,100,0.9334148,inf,0.07533402,4749.963876216838,500,1.0,1588.9822,49.26395688383503,1.0899485e-07,4918.837,4749.963876216838,7.987516
2,480.06,967668.3298408211,0.01,0.009999998,4799.9644,967668.3298408211,3.5044917e-18,500.0,4799.9645165435695,1.0,100,1.0,1.0,0.01,4799.9645165435695,500,1.0,978.77045,100.0,1.0,4799.9644,4799.9645165435695,
2,495.02,248977.0383012105,0.005,0.0049999994,4874.9033,248977.0383012105,2.179301e-19,500.0,4949.841865132884,1.0,100,1.0,1.0,0.005,4949.841865132884,500,1.0,779.6507,200.00000010221265,1.0,4874.9033,4949.841865132884,
2,485.04,733796.9254149875,0.0033333334,0.0033333336,4866.553,733796.9254149875,5.4391416e-20,500.0,4849.852719211788,1.0,100,1.0,1.0,0.0033333334,4849.852719211788,500,1.0,804.6921,299.999969473632,1.0,4866.553,4849.852719211788,
2,490.03,493901.371591707,0.0025,0.0024999997,4874.8643,493901.371591707,5.434597e-20,500.0,4899.796215051157,1.0,100,1.0,1.0,0.0025,4899.796215051157,500,1.0,779.8043,400.0,1.0,4874.8643,4899.796215051157,
1,500.0,0.06506356025948745,0.00014513989,0.002,4962.1636,0.06506356025948745,6.405186e-06,499.9724641706411,4999.760896974368,10.59611,100,0.9804216,1.0000551,0.021615416,4999.760896974368,500,1.0,288.1328,192.44879419671608,0.07114914,4962.1636,4999.760896974368,1.5392088
2,495.02,248967.66910590194,0.01,0.009999998,4949.748,248967.66910590194,3.5044917e-18,500.0,4949.74817565757,1.0,100,1.0,1.0,0.01,4949.74817565757,500,1.0,496.4655,100.0,1.0,4949.748,4949.74817565757,
2,498.69,17483.543591197064,0.005,0.0049999994,4968.1123,17483.543591197064,2.179301e-19,500.0,4986.4752298176845,1.0,100,1.0,1.0,0.005,4986.4752298176845,500,1.0,363.63525,200.00000010221265,1.0,4968.1123,4986.4752298176845,
2,485.19,719376.4063857932,0.0033333334,0.0033333336,4929.1997,719376.4063857932,5.4391416e-20,500.0,4851.37665607773,1.0,100,1.0,1.0,0.0033333334,4851.37665607773,500,1.0,573.2156,299.999969473632,1.0,4929.1997,4851.37665607773,
2,490.18,479326.38568552525,0.0025,0.0024999997,4922.229,479326.38568552525,5.434597e-20,500.0,4901.314662664012,1.0,100,1.0,1.0,0.0025,4901.314662664012,500,1.0,604.327,400.0,1.0,4922.229,4901.314662664012,
1,481.72,834302.1105499128,1.1525002e-07,0.002,4962.1016,834302.1105499128,8.348874e-06,,4816.445289624118,23.270174,100,1.0149113,inf,0.04585657,4816.445289624118,500,1.0,364.87238,162.1773683560654,5.848427e-05,4962.1016,4816.445289624118,2.1499288
2,495.01,249973.25821953104,0.01,0.009999998,4949.735,249973.25821953104,3.5044917e-18,500.0,4949.734588341512,1.0,100,1.0,1.0,0.01,4949.734588341512,500,1.0,497.4671,100.0,1.0,4949.735,4949.734588341512,
2,500.0,0.10096725282045733,0.005,0.0049999994,4974.7305,0.10096725282045733,2.179301e-19,500.0,4999.72683675722,1.0,100,1.0,1.0,0.005,4999.72683675722,500,1.0,352.64944,200.00000010221265,1.0,4974.7305,4999.72683675722,
2,500.0,0.08912018375389741,0.0033333334,0.0033333336,4983.055,0.08912018375389741,5.4391416e-20,500.0,4999.704445816206,1.0,100,1.0,1.0,0.0033333334,4999.704445816206,500,1.0,288.17764,299.999969473632,1.0,4983.055,4999.704445816206,
2,500.0,0.08462974419683975,0.0025,0.0024999997,4987.2266,0.08462974419683975,5.434597e-20,500.0,4999.7397578478485,1.0,100,1.0,1.0,0.0025,4999.7397578478485,500,1.0,249.67383,400.0,1.0,4987.2266,4999.7397578478485,
1,490.04,492908.44496830093,,0.002,4999.9956,492908.44496830093,0.002,3.855427037893913e-05,4899.866650893726,4.7207895e-06,100,9.441579e-09,12968732.0,1.0,4899.866650893726,500,1.0,1.3331882e-12,1.0,,4999.9956,4899.866650893726,4.4571704e-14
2,490.03,493935.68719046796,0.01,0.009999998,4899.9673,493935.68719046796,3.5044917e-18,500.0,4899.967416485045,1.0,100,1.0,1.0,0.01,4899.967416485045,500,1.0,699.2827,100.0,1.0,4899.9673,4899.967416485045,
2,500.0,0.013117589768262635,0.005,0.0049999994,4949.921,0.013117589768262635,2.179301e-19,500.0,4999.8748419771255,1.0,100,1.0,1.0,0.005,4999.8748419771255,500,1.0,496.98444,200.00000010221265,1.0,4949.921,4999.8748419771255,
2,480.06,967707.6197364287,0.0033333334,0.0033333336,4899.9683,967707.6197364287,5.4391416e-20,500.0,4800.061858032904,1.0,100,1.0,1.0,0.0033333334,4800.061858032904,500,1.0,699.28284,299.999969473632,1.0,4899.9683,4800.061858032904,
2,485.05,732860.4979392117,0.0025,0.0024999997,4887.498,732860.4979392117,5.434597e-20,500.0,4850.086930167408,1.0,100,1.0,1.0,0.0025,4850.086930167408,500,1.0,740.6732,400.0,1.0,4887.498,4850.086930167408,
1,485.06,731876.5766129817,,0.0019999999,4999.9673,731876.5766129817,0.0019576263,0.0017765647788260126,4850.163803646309,0.03193073,100,6.455013e-05,281442.03,0.9893313,4850.163803646309,500,1.0,0.010878945,1.0216012651962987,,4999.9673,4850.163803646309,2.0392195e-06
2,495.01,249984.838568379,0.01,0.009999998,4949.85,249984.838568379,3.5044917e-18,500.0,4949.8496934995455,1.0,100,1.0,1.0,0.01,4949.8496934995455,500,1.0,497.47867,100.0,1.0,4949.85,4949.8496934995455,
2,490.03,493938.003094768,0.005,0.0049999994,4924.914,493938.003094768,2.179301e-19,500.0,4899.978922196937,1.0,100,1.0,1.0,0.005,4899.978922196937,500,1.0,607.3414,200.00000010221265,1.0,4924.914,4899.978922196937,
2,485.06,731874.9012692474,0.0033333334,0.0033333336,4899.9956,731874.9012692474,5.4391416e-20,500.0,4850.157970648512,1.0,100,1.0,1.0,0.0033333334,4850.157970648512,500,1.0,699.04913,299.999969473632,1.0,4899.9956,4850.157970648512,
2,495.02,248989.33953635354,0.0025,0.0024999997,4912.4873,248989.33953635354,5.434597e-20,500.0,4949.963316373584,1.0,100,1.0,1.0,0.0025,4949.963316373584,500,1.0,654.6719,400.0,1.0,4912.4873,4949.963316373584,
1,500.0,0.019043214769054902,0.00012414886,0.002,4969.9546,0.019043214769054902,9.229142e-06,,4999.844536881071,26.330027,100,1.1074938,inf,0.04754885,4999.844536881071,500,1.0,309.35217,151.39262675534022,0.06874705,4969.9546,4999.844536881071,2.8299835
2,485.04,733830.6358781245,0.01,0.009999998,4849.964,733830.6358781245,3.5044917e-18,500.0,4849.964213199245,1.0,100,1.0,1.0,0.01,4849.964213199245,500,1.0,852.34515,100.0,1.0,4849.964,4849.964213199245,
2,490.02,494922.99156476534,0.005,0.0049999994,4874.916,494922.99156476534,2.179301e-19,500.0,4899.868727736189,1.0,100,1.0,1.0,0.005,4899.868727736189,500,1.0,780.292,200.00000010221265,1.0,4874.916,4899.868727736189,
2,490.04,492948.26334353373,0.0033333334,0.0033333336,4883.299,492948.26334353373,5.4391416e-20,500.0,4900.063619005477,1.0,100,1.0,1.0,0.0033333334,4900.063619005477,500,1.0,754.1334,299.999969473632,1.0,4883.299,4900.063619005477,
2,490.02,494927.004392431,0.0025,0.0024999997,4887.447,494927.004392431,5.434597e-20,500.0,4899.888603545368,1.0,100,1.0,1.0,0.0025,4899.888603545368,500,1.0,741.002,400.0,1.0,4887.447,4899.888603545368,
1,500.0,0.02074446751550305,,0.002,4999.923,0.02074446751550305,0.0019997102,0.0002707722417565591,4999.845010213931,0.0410543,100,8.211454e-05,1846570.4,0.9999277,4999.845010213931,500,1.0,0.010917608,1.0001446456843537,,4999.923,4999.845010213931,3.370911e-06
2,480.05,968675.8652723313,0.01,0.009999998,4799.965,968675.8652723313,3.5044917e-18,500.0,4799.965249423221,1.0,100,1.0,1.0,0.01,4799.965249423221,500,1.0,979.2798,100.0,1.0,4799.965,4799.965249423221,
2,485.04,733834.7199298154,0.005,0.0049999994,4824.9717,733834.7199298154,2.179301e-19,500.0,4849.97833627438,1.0,100,1.0,1.0,0.005,4849.97833627438,500,1.0,918.3507,200.00000010221265,1.0,4824.9717,4849.97833627438,
2,495.01,249985.65448389138,0.0033333334,0.0033333336,4866.6,249985.65448389138,5.4391416e-20,500.0,4949.857816488019,1.0,100,1.0,1.0,0.0033333334,4949.857816488019,500,1.0,805.1128,299.999969473632,1.0,4866.6,4949.857816488019,
2,500.0,0.014315278446150648,0.0025,0.0024999997,4899.92,0.014315278446150648,5.434597e-20,500.0,4999.879887874329,1.0,100,1.0,1.0,0.0025,4999.879887874329,500,1.0,699.63245,400.0,1.0,4899.92,4999.879887874329,
1,495.02,248988.81494142822,,0.002,4999.962,248988.81494142822,0.002,0.008750038537767388,4949.958999878915,2.0592548e-21,100,4.1185095e-24,57142.605,1.0,4949.958999878915,500,1.0,1.1830796e-12,1.0000474669283426,,4999.962,4949.958999878915,8e-45
2,485.03,734803.9929103706,0.01,0.009999998,4849.8535,734803.9929103706,3.5044917e-18,500.0,4849.853110521386,1.0,100,1.0,1.0,0.01,4849.853110521386,500,1.0,852.9103,100.0,1.0,4849.8535,4849.853110521386,
2,495.01,249987.11880767447,0.005,0.0049999994,4899.8623,249987.11880767447,2.179301e-19,500.0,4949.872287146705,1.0,100,1.0,1.0,0.005,4949.872287146705,500,1.0,699.98035,200.00000010221265,1.0,4899.8623,4949.872287146705,
2,500.0,0.015952717588252115,0.0033333334,0.0033333336,4933.198,0.015952717588252115,5.4391416e-20,500.0,4999.867876100117,1.0,100,1.0,1.0,0.0033333334,4999.867876100117,500,1.0,573.4726,299.999969473632,1.0,4933.198,4999.867876100117,
2,500.0,0.021394963374842344,0.0025,0.0024999997,4949.8623,0.021394963374842344,5.434597e-20,500.0,4999.856584660857,1.0,100,1.0,1.0,0.0025,4999.856584660857,500,1.0,497.4799,400.0,1.0,4949.8623,4999.856584660857,
1,500.0,0.020233061384021415,6.4357027e-06,0.002,4994.756,0.020233061384021415,1.50291235e-05,,4999.862882660127,21.951536,100,0.95992774,inf,0.04573581,4999.862882660127,500,1.0,89.75666,105.2683483079543,0.0030889048,4994.756,4999.862882660127,3.4621885
2,495.02,248988.91477503578,0.01,0.009999998,4949.9604,248988.91477503578,3.5044917e-18,500.0,4949.960841327943,1.0,100,1.0,1.0,0.01,4949.960841327943,500,1.0,496.4867,100.0,1.0,4949.9604,4949.960841327943,
2,495.01,249987.70356581133,0.005,0.0049999994,4949.9194,249987.70356581133,2.179301e-19,500.0,4949.878113425941,1.0,100,1.0,1.0,0.005,4949.878113425941,500,1.0,496.9843,200.00000010221265,1.0,4949.9194,4949.878113425941,
2,485.05,732850.1198273798,0.0033333334,0.0033333336,4916.63,732850.1198273798,5.4391416e-20,500.0,4850.05155081545,1.0,100,1.0,1.0,0.0033333334,4850.05155081545,500,1.0,639.3115,299.999969473632,1.0,4916.63,4850.05155081545,
2,490.03,493932.19882372435,0.0025,0.0024999997,4912.46,493932.19882372435,5.434597e-20,500.0,4899.950035583549,1.0,100,1.0,1.0,0.0025,4899.950035583549,500,1.0,654.8586,400.0,1.0,4912.46,4899.950035583549,
1,495.02,248987.95477875552,3.1456282e-10,0.002,4955.617,248987.95477875552,1.1593488e-05,2.9770975282069843e-19,4949.949646570512,24.675903,100,0.97450733,1.6794881e+21,0.05064283,4949.949646570512,500,1.0,559.831,128.44969109548686,1.5327188e-07,4955.617,4949.949646570512,2.7524807
2,465.11,1640112.605684603,0.01,0.009999998,4650.285,1640112.605684603,3.5044917e-18,500.0,4650.285326971134,1.0,100,1.0,1.0,0.01,4650.285326971134,500,1.0,1274.2494,100.0,1.0,4650.285,4650.285326971134,
2,495.01,249985.03697294777,0.005,0.0049999994,4800.0684,249985.03697294777,2.179301e-19,500.0,4949.85168186344,1.0,100,1.0,1.0,0.005,4949.85168186344,500,1.0,978.7917,200.00000010221265,1.0,4800.0684,4949.85168186344,
2,485.03,734804.5248745383,0.0033333334,0.0033333336,4816.6636,734804.5248745383,5.4391416e-20,500.0,4849.854869580838,1.0,100,1.0,1.0,0.0033333334,4849.854869580838,500,1.0,939.00214,299.999969473632,1.0,4816.6636,4849.854869580838,
2,490.02,494922.10383073165,0.0025,0.0024999997,4837.464,494922.10383073165,5.434597e-20,500.0,4899.864306218826,1.0,100,1.0,1.0,0.0025,4899.864306218826,500,1.0,886.05023,400.0,1.0,4837.464,4899.864306218826,
1,495.02,248987.60934484765,1.3457736e-07,0.002,4968.274,248987.60934484765,3.0964773e-05,,4949.947081229157,38.856556,100,0.9170363,inf,0.08474377,4949.947081229157,500,1.0,397.43298,57.30192555525192,6.170617e-05,4968.274,4949.947081229157,6.5099993
2,475.08,1196551.7567560065,0.01,0.009999998,4750.1543,1196551.7567560065,3.5044917e-18,500.0,4750.154289858866,1.0,100,1.0,1.0,0.01,4750.154289858866,500,1.0,1088.3871,100.0,1.0,4750.1543,4750.154289858866,
2,490.03,493936.1087581124,0.005,0.0049999994,4825.061,493936.1087581124,2.179301e-19,500.0,4899.968404397084,1.0,100,1.0,1.0,0.005,4899.968404397084,500,1.0,917.8249,200.00000010221265,1.0,4825.061,4899.968404397084,
2,495.01,249986.67463281265,0.0033333334,0.0033333336,4866.663,249986.67463281265,5.4391416e-20,500.0,4949.867918898272,1.0,100,1.0,1.0,0.0033333334,4949.867918898272,500,1.0,804.71045,299.999969473632,1.0,4866.663,4949.867918898272,
2,490.02,494919.2999235214,0.0025,0.0024999997,4874.96,494919.2999235214,5.434597e-20,500.0,4899.850464528714,1.0,100,1.0,1.0,0.0025,4899.850464528714,500,1.0,779.97955,400.0,1.0,4874.96,4899.850464528714,
1,495.01,249983.6114124936,8.9989625e-09,0.0019999999,4969.424,249983.6114124936,1.3074155e-05,,4949.837563154128,12.84282,100,0.87856716,inf,0.02923583,4949.837563154128,500,1.0,352.5686,117.31577432598354,3.9530964e-06,4969.424,4949.837563154128,2.5229206
2,490.03,493936.49000725,0.01,0.009999998,4899.971,493936.49000725,3.5044917e-18,500.0,4899.971103631733,1.0,100,1.0,1.0,0.01,4899.971103631733,500,1.0,699.28326,100.0,1.0,4899.971,4899.971103631733,
2,490.03,493935.7633379235,0.005,0.0049999994,4899.969,493935.7633379235,2.179301e-19,500.0,4899.9678466312,1.0,100,1.0,1.0,0.005,4899.9678466312,500,1.0,699.28296,200.00000010221265,1.0,4899.969,4899.9678466312,
2,495.02,248989.31310432043,0.0033333334,0.0033333336,4916.6343,248989.31310432043,5.4391416e-20,500.0,4949.963676314918,1.0,100,1.0,1.0,0.0033333334,4949.963676314918,500,1.0,639.3119,299.999969473632,1.0,4916.6343,4949.963676314918,
2,485.04,733831.316806574,0.0025,0.0024999997,4899.968,733831.316806574,5.434597e-20,500.0,4849.966581832489,1.0,100,1.0,1.0,0.0025,4849.966581832489,500,1.0,699.2828,400.0,1.0,4899.968,4849.966581832489,
1,485.04,733822.4940239714,,0.002,4999.817,733822.4940239714,0.0019999978,0.00047845513535166843,4849.937549695253,1.13131184e-13,100,2.2626248e-16,1045030.06,0.99999946,4849.937549695253,500,1.0,0.010918295,1.0000010781534574,,4999.817,4849.937549695253,2.559733e-29
2,500.0,0.015566284763484664,0.01,0.009999998,4999.882,0.015566284763484664,3.5044917e-18,500.0,4999.8821212568,1.0,100,1.0,1.0,0.01,4999.8821212568,500,1.0,0.12411036,100.0,1.0,4999.882,4999.8821212568,
2,490.02,494920.5014794055,0.005,0.0049999994,4949.869,494920.5014794055,2.179301e-19,500.0,4899.85641195715,1.0,100,1.0,1.0,0.005,4899.85641195715,500,1.0,497.4806,200.00000010221265,1.0,4949.869,4899.85641195715,
2,480.05,968680.9225805216,0.0033333334,0.0033333336,4899.9053,968680.9225805216,5.4391416e-20,500.0,4799.977634678845,1.0,100,1.0,1.0,0.0033333334,4799.977634678845,500,1.0,699.7491,299.999969473632,1.0,4899.9053,4799.977634678845,
2,495.01,249986.8242103373,0.0025,0.0024999997,4912.3965,249986.8242103373,5.434597e-20,500.0,4949.869428686622,1.0,100,1.0,1.0,0.0025,4949.869428686622,500,1.0,655.4208,400.0,1.0,4912.3965,4949.869428686622,
1,480.06,967704.176790521,1.5523271e-06,0.0019999999,4957.496,967704.176790521,5.650168e-06,126.75250438932598,4800.052689867025,12.171722,100,1.0383472,3.9446952,0.023444414,4800.052689867025,500,1.0,381.4545,207.4932296916039,0.0008059273,4957.496,4800.052689867025,1.5229535
2,495.02,248988.9400872216,0.01,0.009999998,4949.9614,248988.9400872216,3.5044917e-18,500.0,4949.96144760764,1.0,100,1.0,1.0,0.01,4949.96144760764,500,1.0,496.4867,100.0,1.0,4949.9614,4949.96144760764,
2,485.04,733829.4364433426,0.005,0.0049999994,4899.961,733829.4364433426,2.179301e-19,500.0,4849.960326830796,1.0,100,1.0,1.0,0.005,4849.960326830796,500,1.0,699.28186,200.00000010221265,1.0,4899.961,4849.960326830796,
2,495.01,249985.86888713625,0.0033333334,0.0033333336,4916.5938,249985.86888713625,5.4391416e-20,500.0,4949.859934099255,1.0,100,1.0,1.0,0.0033333334,4949.859934099255,500,1.0,639.5665,299.999969473632,1.0,4916.5938,4949.859934099255,
2,485.05,732849.1091882653,0.0025,0.0024999997,4899.957,732849.1091882653,5.434597e-20,500.0,4850.048562366014,1.0,100,1.0,1.0,0.0025,4850.048562366014,500,1.0,699.2814,400.0,1.0,4899.957,4850.048562366014,
1,490.03,493936.4545033784,4.3458448e-10,0.0020000003,4983.042,493936.4545033784,1.2148924e-05,0.06689143670067918,4899.970679031283,17.12167,100,1.0009987,7474.7983,0.034209173,4899.970679031283,500,1.0,202.67906,124.03388051304808,2.1750927e-07,4983.042,4899.970679031283,3.0433009
2,500.0,0.02065727493745296,0.01,0.009999998,4999.8604,0.02065727493745296,3.5044917e-18,500.0,4999.8604864540985,1.0,100,1.0,1.0,0.01,4999.8604864540985,500,1.0,0.1430014,100.0,1.0,4999.8604,4999.8604864540985,
2,485.03,734804.1611044744,0.005,0.0049999994,4924.857,734804.1611044744,2.179301e-19,500.0,4849.8536705315655,1.0,100,1.0,1.0,0.005,4849.8536705315655,500,1.0,607.7447,200.00000010221265,1.0,4924.857,4849.8536705315655,
2,495.01,249988.2941090497,0.0033333334,0.0033333336,4933.1997,249988.2941090497,5.4391416e-20,500.0,4949.883959652307,1.0,100,1.0,1.0,0.0033333334,4949.883959652307,500,1.0,573.47284,299.999969473632,1.0,4933.1997,4949.883959652307,
2,490.04,492948.40753219044,0.0025,0.0024999997,4924.916,492948.40753219044,5.434597e-20,500.0,4900.064949855607,1.0,100,1.0,1.0,0.0025,4900.064949855607,500,1.0,607.3416,400.0,1.0,4924.916,4900.064949855607,
1,495.01,249987.58408013431,3.8184648e-05,0.002,4978.4043,249987.58408013431,5.0667054e-06,149.80185729410738,4949.87695688156,13.780444,100,1.0193819,3.3377423,0.027036862,4949.87695688156,500,1.0,206.00676,220.83408090009752,0.01946237,4978.4043,4949.87695688156,1.3162535
2,480.05,968676.278132431,0.01,0.009999998,4799.966,968676.278132431,3.5044917e-18,500.0,4799.966056371026,1.0,100,1.0,1.0,0.01,4799.966056371026,500,1.0,979.2801,100.0,1.0,4799.966,4799.966056371026,
2,495.01,249985.82674555999,0.005,0.0049999994,4874.9126,249985.82674555999,2.179301e-19,500.0,4949.859479631194,1.0,100,1.0,1.0,0.005,4949.859479631194,500,1.0,780.2914,200.00000010221265,1.0,4874.9126,4949.859479631194,
