Weights,EpisodesSoFar,MinIW,ReturnStepMaxmin,InitialBound,MinD2w0t,InitialReturnMax,MeanD2w0t,ReturnMeanIW,MaxD2w0t,ReturnStepMax,MeanIW,Iteration,EpThisIter,InitialReturnMin,InitialReturnStd,Bound,StdIW,EpRewMean,J_sample_variance,StdD2w0t,TimestepsSoFar,TimeElapsed,EmpiricalD2,MaxIW,EpLenMean,InitialReturnMean
[-0.467 -0.683 -0.482 -0.264 -0.078],8500,0.4770165,94.06415,-111.96268,,21.397789,0.09955647,186.41151,1.2281333,100.0,1.1501622,85,100,-16.994202,8.939829,-100.83803,0.3937945,-118.97367904037117,2121.2744,0.30625582,409411,1259.6749246120453,1.130289,2.7152207,47.86,-5.722046e-06
[-0.438 -0.67  -0.473 -0.268 -0.082],8600,0.6805175,94.16658,-112.968475,,30.13955,0.09880758,167.6216,1.0403771,100.0,1.0308551,86,100,-17.850327,9.951038,-110.98854,0.15885752,-120.25373798340948,475.5383,0.2997107,414313,1274.8197860717773,1.0223404,1.716767,49.02,4.959106e-07
[-0.433 -0.679 -0.476 -0.273 -0.077],8700,0.71825445,94.35983,-119.2142,,22.589748,0.09901962,164.16759,1.0232686,100.0,1.012122,87,100,-18.473549,8.325191,-118.094864,0.099658415,-119.21862129892406,318.67865,0.29956445,419238,1289.6621267795563,1.0098253,1.3548195,49.25,-1.5258789e-06
[-0.443 -0.682 -0.479 -0.275 -0.077],8800,0.8049054,94.169525,-136.69041,,45.83038,0.10036084,164.62363,1.0405583,100.0,1.0240657,88,100,-16.96827,10.102216,-134.69498,0.12139817,-120.36075239278664,442.77988,0.30169028,424220,1305.2278554439545,1.0189668,1.5331391,49.82,-1.1444092e-06
[-0.447 -0.681 -0.476 -0.273 -0.073],8900,0.65147924,94.135994,-125.106,,45.55146,0.098776735,167.522,1.0466036,100.0,1.0280318,89,100,-15.834351,9.7207985,-123.16318,0.15668821,-119.284350078182,548.7207,0.30012992,429107,1321.0492174625397,1.0230004,1.5104363,48.87,-1.4495849e-06
[-0.448 -0.682 -0.479 -0.278 -0.071],9000,0.7484509,94.221054,-119.03171,,24.095112,0.09922383,165.72446,1.0281702,100.0,1.0202955,90,100,-15.929092,9.131546,-117.75037,0.12746076,-120.1477030365654,334.4319,0.3002228,434031,1337.5358390808105,1.0126989,1.8091187,49.24,1.6784668e-06
[-0.441 -0.675 -0.476 -0.275 -0.065],9100,0.5760499,94.26285,-116.08882,,20.269203,0.09986883,168.65433,1.0644007,100.0,1.0382338,91,100,-16.16182,7.966202,-113.819916,0.22007106,-119.80235394985823,782.7341,0.30277315,438938,1353.3203842639923,1.0385289,1.8109398,49.07,6.1416627e-06
[-0.441 -0.67  -0.478 -0.278 -0.073],9200,0.75269955,93.848526,-94.90604,,27.597954,0.09128019,181.4078,1.016053,100.0,1.0095365,92,100,-16.084328,8.86264,-94.01138,0.076257944,-119.42203070199241,233.39934,0.28856644,443486,1368.488435268402,1.0055935,1.2417727,45.48,1.9454956e-06
[-0.432 -0.673 -0.475 -0.278 -0.072],9300,0.8421992,93.88454,-104.936264,,29.05346,0.0923993,178.40216,1.0096031,100.0,1.0051659,93,100,-17.392448,8.218544,-104.48999,0.055824712,-120.06347597328418,105.6077,0.28990766,448097,1384.098688364029,1.0039085,1.1620507,46.11,7.2479247e-06
[-0.43  -0.676 -0.477 -0.279 -0.068],9400,0.6517663,94.00953,-104.59981,,22.245682,0.0941547,177.82361,1.0315881,100.0,1.0232763,94,100,-16.76336,8.276037,-102.83182,0.14231615,-119.44841856323659,450.43912,0.29371983,452756,1399.433884382248,1.0199783,1.3206495,46.59,-1.7547608e-06
[-0.429 -0.673 -0.478 -0.279 -0.081],9500,0.5713473,94.038925,-104.78429,,30.62519,0.09441338,175.5567,1.0375865,100.0,1.0233897,95,100,-17.96502,9.436726,-102.55548,0.15528406,-117.26286336070147,643.49695,0.29443586,457418,1414.952675819397,1.0230376,1.4806514,46.62,-2.1362305e-06
[-0.427 -0.672 -0.475 -0.284 -0.09 ],9600,0.71975833,93.998856,-122.63432,,55.02793,0.0955428,173.14539,1.0302125,100.0,1.0261722,96,100,-18.263794,10.600345,-120.21747,0.10987403,-118.5225844148374,326.90576,0.29527014,462157,1431.1515853404999,1.0147463,1.3417886,47.39,-3.1280517e-06
[-0.417 -0.669 -0.468 -0.286 -0.099],9700,0.51060456,93.92546,-100.339676,,30.903847,0.09411952,179.85542,1.0623249,100.0,1.0417075,97,100,-16.711098,8.748692,-97.75905,0.18782514,-118.59484236671095,746.1129,0.29468212,466786,1447.3265812397003,1.0321649,1.6151379,46.29,-2.632141e-06
[-0.418 -0.656 -0.467 -0.286 -0.11 ],9800,0.28339848,94.22597,-130.5051,,26.30046,0.10688619,184.94672,1.2646728,100.0,1.1881201,98,100,-17.494942,9.596608,-118.986115,0.5407745,-119.41734339909358,4599.05,0.32225555,471755,1463.1931719779968,1.1460024,4.765347,49.69,6.4849854e-07
[-0.426 -0.675 -0.464 -0.292 -0.114],9900,0.70679367,94.28432,-128.57118,,24.766632,0.09986627,165.66182,1.0374492,100.0,1.0240576,99,100,-15.27182,8.706821,-127.02806,0.12983863,-120.50370516863535,378.16083,0.30114836,476709,1479.8530387878418,1.0152706,1.4824442,49.54,-8.163453e-06
[-0.425 -0.678 -0.466 -0.289 -0.122],10000,0.48958135,93.983734,-106.24089,,27.004074,0.094978884,181.51666,1.0813725,100.0,1.0532212,100,100,-16.685402,8.289483,-102.23358,0.21915765,-117.75868089676642,1239.8412,0.29728484,481342,1494.768809556961,1.0431893,1.817633,46.33,-8.049011e-06
[-0.431 -0.685 -0.466 -0.296 -0.114],10100,0.76400304,94.13523,-108.2493,,26.258839,0.09580731,170.667,1.0163246,100.0,1.0106024,101,100,-17.627068,8.867997,-107.37019,0.09996004,-119.00785998371867,339.16138,0.29526722,486105,1510.9406170845032,1.0104854,1.2848785,47.63,1.2969971e-06
[-0.432 -0.688 -0.464 -0.297 -0.121],10200,0.7400655,94.43187,-129.57286,,22.710453,0.10271291,159.2843,1.0547749,100.0,1.0346812,102,100,-21.445572,10.501222,-126.960205,0.21747018,-116.74733767582497,1022.21313,0.3064705,491155,1527.0351004600525,1.036774,2.6915555,50.5,3.0517577e-07
[-0.437 -0.694 -0.463 -0.297 -0.111],10300,0.7969958,94.42312,-132.02924,,37.90383,0.102144435,154.53798,1.0159353,100.0,1.012899,103,100,-17.366646,10.725747,-131.03581,0.109611586,-116.72144864832453,322.94592,0.30371362,496236,1544.3101568222046,1.0094516,1.5282905,50.81,6.1416627e-06
[-0.438 -0.694 -0.463 -0.298 -0.102],10400,0.85238564,94.27272,-136.63087,,38.304115,0.100266546,157.69896,1.0049264,100.0,1.001978,104,100,-20.730492,10.882156,-136.42595,0.042573977,-118.39504508912886,168.42603,0.30049363,501245,1560.6310250759125,1.0019058,1.2041812,50.09,-6.4849854e-07
[-0.441 -0.695 -0.463 -0.298 -0.099],10500,0.61149824,94.22772,-110.85524,,25.55125,0.09763126,165.05733,1.0165889,100.0,1.0134895,105,100,-20.337914,9.898902,-110.06505,0.10837479,-117.9760571224602,300.69092,0.29774338,506099,1576.4645652770996,1.0102104,1.2702287,48.54,2.4414062e-06
[-0.438 -0.696 -0.465 -0.297 -0.107],10600,0.8255656,94.356094,-133.41196,,41.941235,0.103582755,155.5046,1.0206811,100.0,1.0120808,106,100,-20.015732,10.313465,-132.15337,0.087408066,-119.73723297532234,298.72415,0.3055911,511252,1592.6339547634125,1.0072993,1.4255655,51.53,-6.8664554e-07
[-0.434 -0.688 -0.458 -0.296 -0.103],10700,0.7091032,94.4279,-124.477264,,20.062744,0.103876725,157.9881,1.0350213,100.0,1.0270842,107,100,-16.050102,8.420695,-122.88577,0.114065945,-120.88697164385229,234.13896,0.30656654,516402,1609.0709533691406,1.0152587,1.3677547,51.5,3.1280517e-06
[-0.426 -0.693 -0.458 -0.295 -0.108],10800,0.7548519,94.3455,-128.18665,,26.748291,0.10251426,157.33972,1.0204701,100.0,1.0130808,108,100,-18.230247,9.548751,-127.343414,0.11176276,-120.03736449881086,261.09216,0.30406868,521505,1625.2660415172577,1.0109506,1.6853682,51.03,-1.6021728e-06
[-0.431 -0.691 -0.459 -0.291 -0.104],10900,0.64144903,94.2441,-128.57411,,44.778362,0.10207149,161.47818,1.0323648,100.0,1.0316049,109,100,-15.733658,9.78261,-126.66095,0.1444012,-120.20542045600325,491.35184,0.3043617,526560,1640.6848175525665,1.020162,1.4965608,50.55,5.378723e-06
[-0.429 -0.692 -0.46  -0.294 -0.116],11000,0.7239516,94.40557,-128.32738,,22.99289,0.10116864,161.61151,1.0249771,100.0,1.0198741,110,100,-18.570724,8.814072,-127.032104,0.13734357,-120.30121898440342,396.02414,0.30263385,531586,1655.6885533332825,1.0167584,1.4399112,50.26,-3.8146973e-07
[-0.433 -0.697 -0.461 -0.292 -0.111],11100,0.6538712,94.20138,-119.61754,,22.282707,0.10116684,170.66505,1.0837516,100.0,1.0640275,111,100,-20.230095,9.00086,-115.09035,0.23318674,-119.22029213768222,1125.8398,0.3060067,536514,1670.2913987636566,1.0469749,1.8023012,49.28,-6.8664554e-07
[-0.429 -0.701 -0.457 -0.3   -0.102],11200,0.7376197,94.317215,-111.42813,,22.329357,0.098666556,162.08833,1.0205294,100.0,1.0117242,112,100,-17.935036,9.407231,-110.60332,0.10666806,-117.53741023181178,191.4086,0.29892945,541426,1685.9638085365295,1.0128802,1.2965908,49.12,-3.7384034e-06
[-0.424 -0.703 -0.458 -0.303 -0.107],11300,0.76729447,94.36601,-126.558624,,26.613197,0.10099531,160.71764,1.0249062,100.0,1.018988,113,100,-20.094986,9.813582,-125.137955,0.11394956,-118.87578300318444,306.97794,0.30264673,546436,1701.1095967292786,1.0132704,1.3857373,50.1,4.8065185e-06
[-0.426 -0.699 -0.46  -0.299 -0.11 ],11400,0.74610114,94.346176,-149.01897,,57.349876,0.10357532,156.37831,1.0286572,100.0,1.0249369,114,100,-19.575264,10.645092,-147.53453,0.11126955,-119.79001370808787,327.4684,0.30573824,551584,1717.0185506343842,1.0137156,1.343327,51.48,-6.8664554e-07
[-0.421 -0.702 -0.459 -0.303 -0.116],11500,0.671954,94.58299,-139.35672,,25.870804,0.107839026,152.99484,1.0491034,100.0,1.0382832,115,100,-20.942436,10.774525,-136.69861,0.15877081,-120.73489657750274,559.35596,0.3123428,556910,1732.2173099517822,1.0272479,1.5327035,53.26,3.7002565e-06
[-0.429 -0.703 -0.459 -0.303 -0.127],11600,0.54491335,94.24441,-116.94438,,23.346035,0.10040963,167.21324,1.0748312,100.0,1.046145,116,100,-19.240814,8.934321,-113.93605,0.19120555,-120.42735109582522,574.80444,0.3025606,561871,1747.5669569969177,1.0343376,1.8659915,49.61,9.002685e-06
[-0.443 -0.696 -0.461 -0.296 -0.124],11700,0.63530034,94.30861,-123.93782,,28.083427,0.10083973,165.58621,1.0724233,100.0,1.0484753,117,100,-19.478874,9.051591,-120.943665,0.18853301,-118.87916346586509,518.9158,0.303584,566840,1762.9525835514069,1.0360733,1.7338953,49.69,4.15802e-06
[-0.44  -0.699 -0.467 -0.299 -0.128],11800,0.677597,94.19058,-118.47591,,37.212296,0.1005293,169.56439,1.073171,100.0,1.0525153,118,100,-18.43827,9.4607315,-114.11722,0.24876143,-118.70684941997628,1261.5914,0.30440146,571758,1778.1356794834137,1.0377727,2.7268865,49.18,-4.348755e-06
[-0.434 -0.681 -0.455 -0.295 -0.116],11900,0.90626836,94.376755,-138.93048,,51.289078,0.10238898,153.51953,1.0045103,100.0,1.0057125,119,100,-18.657906,12.283993,-138.5014,0.03654174,-118.19333445783083,192.06424,0.30338353,576871,1793.4266176223755,1.0020663,1.0967304,51.13,5.264282e-06
[-0.438 -0.682 -0.457 -0.295 -0.119],12000,0.57473165,94.41925,-127.106094,,24.607548,0.10477766,158.551,1.0735562,100.0,1.0413208,120,100,-19.797852,9.339124,-124.73486,0.2507903,-118.72180498293963,1027.2733,0.3098243,582004,1808.02876496315,1.0396725,2.6037693,51.33,-3.0517577e-07
[-0.442 -0.674 -0.46  -0.298 -0.117],12100,0.72360605,94.353485,-128.36703,,26.591015,0.10130287,159.23166,1.0176226,100.0,1.0145587,121,100,-19.800415,9.923232,-127.354614,0.099701576,-119.34314152106967,269.90427,0.30262953,587042,1823.6698656082153,1.0097905,1.3672546,50.38,1.7547608e-06
[-0.442 -0.679 -0.461 -0.299 -0.126],12200,0.59671,94.431854,-128.97066,,28.611282,0.10387199,161.89462,1.1359711,100.0,1.0714389,122,100,-16.01812,9.559277,-124.854065,0.28047168,-118.34996318308906,958.9623,0.30846757,592137,1839.1822085380554,1.0643882,2.1696453,50.95,-2.4032593e-06
[-0.452 -0.67  -0.457 -0.292 -0.124],12300,0.76614714,94.38497,-128.25977,,31.635803,0.10292196,157.85133,1.0285137,100.0,1.0244589,123,100,-16.382088,9.847345,-125.958694,0.11048626,-119.48049305292292,304.11313,0.3048898,597252,1854.8881256580353,1.0124513,1.3824028,51.15,-2.8991699e-06
[-0.466 -0.673 -0.462 -0.291 -0.12 ],12400,0.7197343,94.40902,-134.6527,,28.681984,0.10312126,157.83022,1.0497131,100.0,1.0272613,124,100,-15.6139145,9.737956,-132.52663,0.15516609,-118.78294423615056,483.54306,0.30570886,602360,1870.789264678955,1.0274854,1.6548232,51.08,-3.7765503e-06
[-0.471 -0.676 -0.462 -0.289 -0.118],12500,0.67354375,94.5253,-152.96022,,38.43798,0.10727842,151.29823,1.0568402,100.0,1.0486214,125,100,-20.087128,11.116879,-149.75215,0.16258396,-118.9843404749958,407.48257,0.31097782,607678,1886.8764107227325,1.0261548,1.6513469,53.18,1.2207031e-06
[-0.485 -0.674 -0.465 -0.284 -0.121],12600,0.53669816,94.45004,-138.95303,,38.793007,0.10562703,155.62076,1.0620108,100.0,1.0579485,126,100,-22.348862,10.260177,-135.64438,0.19790848,-118.39593463374305,414.2683,0.30993733,612882,1901.673107624054,1.038006,1.678856,52.04,5.607605e-06
[-0.474 -0.667 -0.463 -0.284 -0.129],12700,0.5917214,94.3408,-126.96887,,33.368862,0.104598925,163.27936,1.0818487,100.0,1.0723469,127,100,-17.853912,9.683966,-122.213776,0.24942966,-118.67438025949646,959.25385,0.31062254,617976,1916.4651820659637,1.0502687,1.9599764,50.94,-1.1825562e-06
[-0.471 -0.664 -0.462 -0.279 -0.112],12800,0.7200947,94.32346,-123.06911,,28.659992,0.10148317,163.60605,1.0350816,100.0,1.0337455,128,100,-20.686798,9.529077,-120.877014,0.13420434,-120.08789571931428,345.35007,0.3040498,622988,1931.7097973823547,1.020212,1.5373247,50.12,-8.239746e-06
[-0.474 -0.661 -0.466 -0.274 -0.112],12900,0.8025791,94.3404,-119.25261,,26.671093,0.10129312,160.84378,1.0246991,100.0,1.0179089,129,100,-19.132805,8.485743,-117.780914,0.10409689,-120.17615917664112,225.20152,0.30259928,628026,1946.6785399913788,1.0134833,1.4174595,50.38,-3.0517579e-06
[-0.484 -0.667 -0.469 -0.274 -0.109],13000,0.78402364,94.48697,-131.3903,,25.668613,0.10454678,152.74002,1.0176437,100.0,1.015529,130,100,-17.560715,8.471436,-130.3825,0.08883728,-119.38254889554022,148.74408,0.30669743,633231,1962.1107347011566,1.0074027,1.2673906,52.05,1.5640259e-06
[-0.484 -0.673 -0.474 -0.274 -0.104],13100,0.7603849,94.44166,-123.302505,,26.512611,0.102291495,158.30992,1.0317826,100.0,1.0215685,131,100,-17.247879,9.244002,-121.73155,0.13854045,-118.97117982484109,412.60596,0.30435035,638306,1977.2830379009247,1.0170264,1.6614361,50.75,-2.2506713e-06
[-0.491 -0.665 -0.474 -0.27  -0.098],13200,0.6433035,94.57423,-140.2477,,23.595184,0.10865512,154.16235,1.0833911,100.0,1.0543951,132,100,-21.710358,9.862196,-136.96353,0.19891155,-120.67270756981911,705.6471,0.3143562,643643,1993.3289971351624,1.0404662,1.7014456,53.37,1.6784668e-06
[-0.491 -0.667 -0.472 -0.264 -0.098],13300,0.62096786,94.58734,-145.82858,,25.634392,0.106755614,155.82404,1.0503043,100.0,1.0594628,133,100,-19.496872,9.923318,-140.8938,0.1771803,-119.5904846586704,586.6802,0.31099498,648914,2007.0019252300262,1.0280542,1.5667022,52.71,-1.0299683e-06
[-0.507 -0.679 -0.481 -0.263 -0.092],13400,0.8242178,94.54428,-151.38138,,33.78191,0.10847064,145.77538,1.0093589,100.0,1.0092474,134,100,-16.840553,9.506256,-150.91988,0.06826555,-120.78558534079413,148.87663,0.31138897,654325,2023.1919662952423,1.0049652,1.205172,54.11,-1.2969971e-06
[-0.507 -0.679 -0.481 -0.265 -0.088],13500,0.70218337,94.58213,-141.2744,,22.818726,0.10560478,152.6904,1.0252733,100.0,1.018441,135,100,-18.88369,8.855255,-139.97433,0.11044185,-120.11982813953752,215.83684,0.30848435,659570,2037.3237524032593,1.0120825,1.4337622,52.45,-4.959106e-07
[-0.511 -0.671 -0.482 -0.261 -0.089],13600,0.660824,94.372925,-144.07741,,53.966858,0.10411328,155.1232,1.0518212,100.0,1.0263042,136,100,-19.227982,10.933261,-142.69162,0.1426554,-119.67940008686486,318.84686,0.30649102,664743,2052.4758439064026,1.0191522,1.4686477,51.73,-2.2506713e-06
[-0.502 -0.674 -0.481 -0.266 -0.088],13700,0.5713762,94.510735,-142.74655,,37.439106,0.10835843,151.77992,1.0638477,100.0,1.0462688,137,100,-21.679619,10.880207,-140.153,0.18759993,-120.0499203118467,648.75836,0.31341985,670082,2069.094160795212,1.0337536,1.7264978,53.39,-3.7384034e-06
[-0.501 -0.675 -0.483 -0.272 -0.084],13800,0.8180086,94.45791,-141.75705,,36.15188,0.105973475,151.36514,1.0231875,100.0,1.0197742,138,100,-18.937012,11.092341,-140.48032,0.11746351,-119.52704051680114,336.7768,0.30897173,675345,2085.3478512763977,1.0123928,1.4495627,52.63,4.8828124e-06
[-0.503 -0.677 -0.483 -0.273 -0.074],13900,0.77365035,94.5993,-140.07576,,23.236092,0.10623949,149.15257,1.0110258,100.0,1.008537,139,100,-18.584328,8.667572,-139.4683,0.08525996,-119.70388079271419,202.81136,0.3087345,680639,2101.364503622055,1.0065078,1.3726115,52.94,-2.4414062e-06
[-0.505 -0.683 -0.484 -0.274 -0.069],14000,0.5866557,94.46401,-131.47942,,25.327236,0.10560248,156.38142,1.0441003,100.0,1.033019,140,100,-19.626991,9.553493,-129.28893,0.15314348,-120.69152099752144,443.53165,0.3095439,685852,2116.4470250606537,1.0247554,1.4229186,52.13,2.4414062e-06
[-0.504 -0.678 -0.481 -0.279 -0.077],14100,0.6441478,94.329895,-129.23993,,34.106598,0.10293988,160.2714,1.0514356,100.0,1.0421088,141,100,-17.8424,8.870756,-126.27597,0.1837499,-118.86662862628741,664.41656,0.30615312,690931,2131.455951690674,1.0239992,1.6119225,50.79,1.9836425e-06
[-0.509 -0.689 -0.486 -0.284 -0.069],14200,0.4857325,94.34364,-137.75337,,25.229195,0.105354905,161.17577,1.0800744,100.0,1.0611516,142,100,-18.515,9.131643,-133.74492,0.23644839,-120.27780875420063,993.3141,0.3104169,696097,2148.1976301670074,1.0415076,1.8004042,51.66,4.4250487e-06
[-0.519 -0.69  -0.486 -0.285 -0.082],14300,0.6962067,94.60014,-145.32063,,36.675022,0.109587185,148.15771,1.0417246,100.0,1.0341328,143,100,-18.776985,11.173217,-143.04968,0.15484434,-119.76642880992968,579.289,0.31460756,701508,2163.7757370471954,1.0206016,1.6487429,54.11,-2.632141e-06
[-0.516 -0.687 -0.481 -0.288 -0.089],14400,0.7127265,94.72665,-145.36461,,19.884735,0.110487014,144.29323,1.020046,100.0,1.019991,144,100,-18.17707,9.201986,-144.09923,0.11038057,-120.42142472629276,226.01016,0.3146311,706997,2179.6434831619263,1.0110954,1.3331532,54.89,-5.0354006e-06
[-0.522 -0.686 -0.485 -0.285 -0.093],14500,0.90833056,94.5359,-143.81091,,31.422028,0.10661967,146.64722,1.0037746,100.0,1.0040094,145,100,-19.39312,10.234779,-143.45529,0.032165047,-119.25809740835638,127.37717,0.30877823,712323,2195.351560115814,1.0012976,1.0887052,53.26,-3.6239624e-06
[-0.527 -0.689 -0.488 -0.285 -0.093],14600,0.7736882,94.67178,-151.96945,,32.434486,0.111348145,143.01143,1.0323203,100.0,1.02146,146,100,-18.073875,10.374978,-150.58595,0.10860565,-120.30371312436385,316.30243,0.31595364,717847,2212.81054353714,1.0132409,1.4203142,55.24,1.1444092e-06
[-0.529 -0.689 -0.487 -0.289 -0.093],14700,0.8181507,94.50925,-146.56908,,31.880901,0.10701983,147.95001,1.0173111,100.0,1.0130628,147,100,-17.616684,10.121433,-145.83762,0.08261947,-119.6785496879746,166.4749,0.30982086,723177,2227.9272785186768,1.0074421,1.2580274,53.3,2.0599366e-06
[-0.524 -0.691 -0.486 -0.29  -0.086],14800,0.8255423,94.55686,-138.4766,,21.669575,0.10634153,151.11958,1.0147089,100.0,1.0126961,148,100,-18.233292,8.993489,-137.50572,0.08173858,-121.06205147905355,141.81223,0.30896494,728473,2243.8025891780853,1.0065557,1.2849584,52.96,2.822876e-06
[-0.529 -0.694 -0.49  -0.288 -0.086],14900,0.64022994,94.71846,-156.13962,,31.611462,0.1115192,143.58127,1.0377768,100.0,1.0312102,149,100,-20.620338,9.937234,-154.4896,0.1662851,-120.15581268153672,497.07196,0.31639048,733999,2259.0657761096954,1.0195915,1.638187,55.26,-2.5939942e-06
[-0.535 -0.701 -0.493 -0.287 -0.094],15000,0.87088954,94.55766,-143.80348,,32.712463,0.1065623,145.50745,1.0025206,100.0,1.0015515,150,100,-22.373528,11.072958,-143.60571,0.033852596,-118.28717765236496,141.29002,0.30865318,739324,2275.0559759140015,1.0009568,1.0862767,53.25,3.6239624e-06
[-0.538 -0.704 -0.495 -0.288 -0.094],15100,0.8891764,94.63027,-149.89885,,26.552986,0.107574105,144.35089,1.00705,100.0,1.0063527,151,100,-19.011948,9.556337,-149.42038,0.050034434,-118.18093468273197,134.55363,0.3101567,744693,2290.9931836128235,1.0031766,1.1464237,53.69,2.2888185e-06
[-0.542 -0.702 -0.496 -0.287 -0.09 ],15200,0.4952142,94.484856,-138.43477,,44.02615,0.11034292,158.42928,1.162117,100.0,1.0880084,152,100,-18.291084,10.55447,-134.0709,0.36133102,-121.197900476171,1641.7495,0.3195837,750023,2307.336485862732,1.0730084,2.8738596,53.3,2.2125244e-06
[-0.543 -0.701 -0.497 -0.277 -0.084],15300,0.8308919,94.78921,-163.35747,,29.151203,0.11115511,140.2193,1.019946,100.0,1.0124582,153,100,-17.567589,11.25823,-162.63626,0.092798464,-119.04227320641658,261.40244,0.31501636,755559,2324.347636938095,1.0091777,1.3401341,55.36,1.9836425e-06
[-0.546 -0.704 -0.497 -0.276 -0.087],15400,0.7093272,94.780045,-158.39978,,28.029083,0.11262218,141.93535,1.0366688,100.0,1.0227444,154,100,-19.884079,9.525521,-156.70988,0.12073951,-120.22388900770984,274.0662,0.3177738,761139,2341.650195837021,1.0174196,1.4483256,55.8,-1.6403199e-06
[-0.545 -0.71  -0.497 -0.274 -0.093],15500,0.70352745,94.696335,-162.76556,,47.764023,0.112559356,142.95337,1.0490118,100.0,1.0328401,155,100,-19.919914,12.458645,-160.68805,0.1751765,-119.60902125495626,778.4585,0.31830448,766697,2357.396826982498,1.0209897,1.895462,55.58,6.8664554e-07
[-0.546 -0.712 -0.496 -0.277 -0.084],15600,0.7659237,94.76324,-170.6962,,57.85567,0.11480317,135.75845,1.0091456,100.0,1.009468,156,100,-20.46257,12.119171,-170.25574,0.0660924,-121.29983922169095,177.36505,0.31923336,772423,2375.3637688159943,1.0042163,1.1731122,57.26,2.5558472e-06
[-0.546 -0.711 -0.498 -0.276 -0.085],15700,0.7701575,94.72823,-148.58559,,29.200233,0.10982084,145.30959,1.0381033,100.0,1.0318749,157,100,-18.66986,10.570547,-146.89198,0.14559315,-118.96623627953362,441.7215,0.31435278,777862,2392.3432986736298,1.0183747,1.6688352,54.39,-4.348755e-06
[-0.548 -0.714 -0.499 -0.282 -0.082],15800,0.91200995,94.7843,-154.54962,,26.174076,0.11070653,140.52167,1.0019953,100.0,1.002084,158,100,-22.313072,10.569868,-154.34818,0.03183418,-120.14615650142385,132.87657,0.3139151,783393,2409.8995740413666,1.0010377,1.0891235,55.31,-3.890991e-06
[-0.545 -0.712 -0.496 -0.281 -0.083],15900,0.7117815,94.76004,-155.89214,,31.806355,0.109781414,143.9936,1.0347862,100.0,1.0230535,159,100,-18.275604,9.715441,-154.51695,0.12619056,-118.99947475875751,337.3629,0.31361812,788851,2427.1692876815796,1.0169742,1.6147676,54.58,6.2561035e-06
[-0.559 -0.713 -0.5   -0.28  -0.084],16000,0.8110731,94.81656,-151.68233,,23.897896,0.11124965,142.66946,1.0140845,100.0,1.0172229,160,100,-20.42183,9.582763,-150.15332,0.064086094,-120.87761116444905,173.9708,0.31510597,794393,2444.990208864212,1.0053216,1.2135347,55.42,1.8310546e-06
[-0.566 -0.722 -0.506 -0.282 -0.086],16100,0.81365633,94.57966,-132.95354,,21.659397,0.10723807,148.85637,1.0103362,100.0,1.011363,161,100,-18.25473,8.96861,-132.30827,0.076317064,-121.0078783864601,148.49284,0.3100274,799736,2460.0185708999634,1.0049403,1.2355871,53.43,-6.8664554e-07
[-0.57  -0.725 -0.512 -0.282 -0.086],16200,0.80348104,94.70429,-155.16658,,39.653015,0.11061934,140.63791,1.0160416,100.0,1.0083708,162,100,-19.162315,10.8449,-154.44803,0.06800892,-118.8091861988817,212.84279,0.3142292,805249,2475.9150092601776,1.0053146,1.2400407,55.13,6.2561035e-06
[-0.577 -0.723 -0.514 -0.282 -0.083],16300,0.6567942,94.65473,-147.71443,,32.992275,0.11271738,148.3549,1.0771514,100.0,1.0634503,163,100,-20.89885,9.109366,-143.72661,0.18959141,-119.56115550470692,667.7956,0.3205647,810752,2491.3899857997894,1.039006,1.724102,55.03,-2.861023e-06
[-0.578 -0.724 -0.509 -0.288 -0.087],16400,0.8413256,94.867874,-174.38275,,33.514668,0.11620573,132.75966,1.0179608,100.0,1.0107207,164,100,-18.51844,10.949286,-173.63976,0.08309706,-119.68100098133796,213.88098,0.32103226,816544,2507.675448656082,1.0079088,1.3780775,57.92,-3.7384034e-06
[-0.586 -0.726 -0.512 -0.287 -0.084],16500,0.8513857,94.90904,-160.8351,,24.585842,0.11537756,132.80751,1.0108144,100.0,1.0094149,165,100,-19.162064,10.3636055,-160.1703,0.06525538,-118.59618326127395,166.49751,0.32000023,822296,2523.5617957115173,1.0045292,1.1896191,57.52,-1.411438e-06
[-0.595 -0.733 -0.518 -0.287 -0.086],16600,0.8561969,94.740715,-150.27837,,22.93481,0.10875767,141.29753,1.0070689,100.0,1.0086251,166,100,-15.787476,9.734839,-149.64851,0.064697675,-117.00703179445904,122.89041,0.31172687,827722,2539.585271835327,1.0037254,1.245942,54.26,1.5258789e-06
[-0.598 -0.737 -0.522 -0.287 -0.081],16700,0.75035226,94.88591,-163.49303,,26.949326,0.114293896,135.06665,1.0190458,100.0,1.0199696,167,100,-22.719818,10.843043,-162.5004,0.10396604,-117.97293218093206,270.9301,0.3192007,833404,2556.344034910202,1.0101894,1.4215645,56.82,-1.2969971e-06
[-0.595 -0.739 -0.521 -0.286 -0.086],16800,0.83335364,94.966354,-177.64528,,23.609344,0.118391365,128.17012,1.0060438,100.0,1.0059177,168,100,-22.65258,9.746488,-177.37654,0.045770284,-119.33668802153935,111.923706,0.32330838,839316,2573.859141111374,1.0022359,1.1420499,59.12,6.2942504e-06
