Weights,EpisodesSoFar,MinIW,ReturnStepMaxmin,InitialBound,MinD2w0t,InitialReturnMax,MeanD2w0t,ReturnMeanIW,MaxD2w0t,ReturnStepMax,MeanIW,Iteration,EpThisIter,InitialReturnMin,InitialReturnStd,Bound,StdIW,EpRewMean,J_sample_variance,StdD2w0t,TimestepsSoFar,TimeElapsed,EmpiricalD2,MaxIW,EpLenMean,InitialReturnMean
[-0.994 -0.75  -0.533 -0.239 -0.112],33700,0.85156536,98.56806,-332.10464,,37.443756,0.8236052,-5.586075,1.0053567,100.0,1.0035219,337,100,-27.197206,11.587007,-332.03632,0.046495374,-88.76568939397137,135.58919,0.38323727,4297041,9469.390045881271,1.0037438,1.1839682,411.01,6.67572e-07
[-0.995 -0.748 -0.533 -0.239 -0.112],33800,0.9018541,98.59206,-335.7042,,28.55097,0.81106097,-9.183707,1.0014181,100.0,1.0017294,338,100,-46.84939,14.247658,-335.6792,0.02397768,-82.67211919707407,204.73619,0.3920255,4337572,9529.933828115463,1.0009952,1.091009,405.31,-1.0108947e-06
[-0.995 -0.748 -0.533 -0.239 -0.113],33900,0.82793474,98.55026,-331.83545,,21.459148,0.78329307,-5.3810086,1.0060086,100.0,1.0008183,339,100,-45.5688,12.099803,-331.78055,0.043068137,-87.88637032041527,145.2552,0.4139582,4376656,9587.938147068024,1.0039077,1.1725063,390.84,-1.5258789e-06
[-0.998 -0.748 -0.533 -0.238 -0.112],34000,0.9034979,98.6263,-335.03882,,28.292349,0.82789487,-8.353824,1.0027153,100.0,0.99735236,340,100,-44.403484,13.919483,-334.98517,0.032248493,-77.25870081138991,190.63687,0.3787399,4418003,9650.483287096024,1.0021173,1.1299857,413.47,6.294251e-07
[-0.998 -0.747 -0.533 -0.238 -0.114],34100,0.8871265,98.52428,-332.1049,,39.060463,0.7939624,-5.776416,1.0029799,100.0,0.99741405,341,100,-47.27752,14.747508,-332.06757,0.033818945,-94.31550006616682,218.20496,0.40562302,4457654,9709.023144483566,1.0021442,1.1110888,396.51,-5.340576e-07
[-0.999 -0.747 -0.533 -0.238 -0.114],34200,0.883531,98.58772,-332.09552,,21.581226,0.8204103,-5.566068,1.0014185,100.0,0.9983366,342,100,-42.57497,11.605963,-332.0609,0.024439964,-84.50952774497858,136.30014,0.38448727,4498650,9770.483258247375,1.0010306,1.08461,409.96,2.1362305e-06
[-1.    -0.747 -0.533 -0.238 -0.115],34300,0.96447533,98.49985,-330.8185,,25.773758,0.75979084,-4.63444,1.0002087,100.0,1.0010082,343,100,-39.290527,12.865164,-330.81326,0.009361645,-94.99690492115853,167.40192,0.4272767,4536637,9827.978439092636,1.0001487,1.0344248,379.87,2.2315978e-06
[-1.    -0.746 -0.533 -0.238 -0.115],34400,0.89765024,98.55354,-333.4854,,21.023958,0.80688417,-7.090152,1.0017532,100.0,1.0029525,344,100,-55.101746,15.159014,-333.46417,0.023838125,-89.99738481382246,231.12346,0.39545873,4576953,9888.337697267532,1.0012597,1.1110713,403.16,4.7683716e-07
[-1.    -0.746 -0.533 -0.238 -0.115],34500,0.9480301,98.55846,-332.95306,,25.909048,0.8013017,-6.5764456,1.0001849,100.0,0.99941766,345,100,-47.72207,12.462972,-332.94843,0.009117304,-88.44822263113936,157.41953,0.39908335,4617016,9948.145496845245,1.0001423,1.0322067,400.63,-4.7683716e-07
[-1.    -0.746 -0.533 -0.238 -0.116],34600,0.8989239,98.60942,-334.896,,24.611462,0.8333023,-8.301401,1.0021131,100.0,1.0030085,346,100,-35.973732,12.822894,-334.85965,0.029259747,-81.30455387964105,166.21689,0.37359536,4658648,10009.509041070938,1.001513,1.1327374,416.32,-7.4386594e-07
[-1.001 -0.746 -0.533 -0.238 -0.115],34700,0.9193086,98.51927,-330.79343,,32.132362,0.7765714,-4.532135,1.0007706,100.0,1.0003242,347,100,-37.644196,12.986252,-330.78375,0.016094586,-93.2994684991979,172.18025,0.41684934,4697464,10067.843042612076,1.000592,1.053294,388.16,1.3160706e-06
[-1.001 -0.746 -0.533 -0.238 -0.116],34800,0.9241746,98.567505,-333.6347,,24.327168,0.8061514,-7.1885953,1.0010604,100.0,1.0016891,348,100,-34.649498,12.358002,-333.60568,0.02075469,-87.12738025265693,154.7125,0.39575943,4737754,10127.090661525726,1.0007607,1.1150471,402.9,-6.8664554e-07
[-1.001 -0.745 -0.533 -0.237 -0.116],34900,0.9361216,98.56215,-332.8309,,22.884693,0.7917515,-6.419785,1.0007056,100.0,1.0008125,349,100,-46.82866,13.216193,-332.81174,0.018299874,-86.64076177182137,175.22313,0.4063462,4777330,10185.491909742355,1.0005382,1.0687231,395.76,1.5830993e-06
[-1.001 -0.745 -0.533 -0.237 -0.117],35000,0.83034444,98.56035,-332.46414,,24.927855,0.802758,-5.934684,1.0055612,100.0,1.0007949,350,100,-41.292953,14.418908,-332.36835,0.048825394,-88.04754349889268,208.2059,0.40004995,4817383,10244.480023622513,1.0039334,1.1966316,400.53,2.307892e-06
[-1.003 -0.744 -0.534 -0.237 -0.118],35100,0.8790996,98.538376,-331.63434,,32.110687,0.7715681,-5.2392097,1.0031663,100.0,1.0001225,351,100,-39.379025,13.7537,-331.587,0.03560172,-88.92846815134915,186.94794,0.42100313,4855912,10302.45828461647,1.0022898,1.1308824,385.29,-1.335144e-07
[-1.003 -0.744 -0.533 -0.237 -0.118],35200,0.9417906,98.500534,-329.68488,,19.690567,0.78619,-3.4721942,1.0010072,100.0,1.0010953,352,100,-38.70157,10.820429,-329.66498,0.019238483,-98.13091840537437,118.52476,0.41037512,4895206,10360.714606046677,1.0007111,1.0908085,392.94,3.4332277e-07
[-1.003 -0.744 -0.533 -0.237 -0.118],35300,0.86274743,98.60417,-333.73315,,22.20663,0.8219832,-7.1623135,1.001984,100.0,0.99958354,353,100,-27.874353,10.987074,-333.70154,0.029687494,-81.2815712323963,121.69917,0.38331646,4936275,10421.235343456268,1.0014096,1.0924625,410.69,1.0681152e-06
[-1.004 -0.744 -0.533 -0.237 -0.118],35400,0.92721826,98.53551,-330.531,,23.312452,0.7956249,-4.2047453,1.001157,100.0,1.0035347,354,100,-30.021729,11.034947,-330.51498,0.020838572,-92.34479953118387,123.32689,0.40372115,4976037,10481.411067724228,1.000871,1.078788,397.62,-2.6130676e-06
[-1.004 -0.743 -0.533 -0.237 -0.119],35500,0.89295876,98.52916,-330.45343,,26.92571,0.76634,-4.116555,1.0020438,100.0,1.0042382,355,100,-44.41866,13.135974,-330.41745,0.026971534,-90.13044680482376,174.59077,0.42391655,5014322,10538.60446357727,1.0014671,1.1115743,382.85,-7.2479247e-07
[-1.004 -0.743 -0.533 -0.237 -0.12 ],35600,0.8886087,98.58183,-333.3582,,22.343407,0.8078425,-6.849346,1.0019313,100.0,1.0045683,356,100,-39.891426,11.519164,-333.32608,0.029190022,-84.38229775700765,132.99648,0.39486092,5054680,10599.363119125366,1.0015059,1.1178685,403.58,-1.7738342e-06
[-1.004 -0.743 -0.533 -0.237 -0.121],35700,0.87239057,98.62445,-333.3224,,28.825666,0.8483442,-6.658542,1.0025619,100.0,1.003145,357,100,-38.77064,12.189526,-333.2761,0.031190736,-79.57218154084059,149.19853,0.35983524,5097056,10663.617786169052,1.0018549,1.1340053,423.76,-4.5776366e-07
[-1.006 -0.742 -0.534 -0.237 -0.121],35800,0.946378,98.54045,-331.43494,,27.984749,0.77777326,-5.102456,1.0005167,100.0,0.99691266,358,100,-30.74469,12.206459,-331.4209,0.013542515,-89.3356640697927,149.5535,0.41595146,5135936,10722.623719453812,1.0003924,1.04942,388.8,-1.2969971e-06
[-1.006 -0.742 -0.534 -0.237 -0.122],35900,0.8922536,98.57941,-332.86017,,23.945066,0.8213205,-6.3756976,1.0017039,100.0,1.0003048,359,100,-33.27655,12.533732,-332.83148,0.025071017,-86.30229676486181,158.85435,0.38378865,5176975,10784.611692667007,1.001247,1.1048265,410.39,8.010864e-07
[-1.007 -0.742 -0.534 -0.237 -0.122],36000,0.9094555,98.490234,-331.6467,,27.01902,0.7542841,-5.4531426,1.0016928,100.0,1.0000054,360,100,-30.72883,13.100908,-331.61914,0.025631646,-96.06373292412776,172.11833,0.43110102,5214664,10840.533626556396,1.0011802,1.0955065,376.89,-1.8501282e-06
[-1.007 -0.742 -0.534 -0.236 -0.122],36100,0.79656005,98.56401,-333.58655,,26.451487,0.8138726,-6.9747033,1.0106131,100.0,1.0038649,361,100,-42.3851,14.020817,-333.46042,0.062460717,-88.35612019327878,194.2304,0.3933682,5255196,10900.838631391525,1.0074997,1.3179531,405.32,6.8664554e-07
[-1.009 -0.741 -0.534 -0.236 -0.123],36200,0.9031564,98.562836,-333.38892,,25.953861,0.78304,-6.9442687,1.001474,100.0,0.9986394,362,100,-44.801056,13.196122,-333.35712,0.023867682,-85.52721129702533,175.80907,0.4127592,5294324,10959.670258522034,1.0010467,1.0839591,391.28,3.8146972e-08
[-1.009 -0.741 -0.534 -0.236 -0.123],36300,0.850509,98.59769,-333.90027,,24.573927,0.81670123,-7.3383527,1.0021259,100.0,0.9980306,363,100,-46.048416,12.13137,-333.8616,0.025588678,-82.08375074895523,146.09184,0.3876626,5335130,11020.310409545898,1.0013382,1.0972486,408.06,-3.8146973e-07
[-1.011 -0.741 -0.535 -0.236 -0.122],36400,0.8139942,98.5293,-332.43048,,26.036776,0.7754474,-6.0387645,1.0051496,100.0,0.9977464,364,100,-35.79558,13.062522,-332.362,0.03877555,-91.08726542374541,169.61714,0.4189508,5373833,11078.723565101624,1.0033718,1.1761044,387.03,-4.386902e-07
[-1.012 -0.74  -0.535 -0.235 -0.122],36500,0.8987949,98.56256,-331.16238,,24.379791,0.8099121,-4.728359,1.0017334,100.0,0.9991869,365,100,-37.43313,12.337618,-331.13095,0.02725258,-88.51254987653304,154.04701,0.39304718,5414302,11139.694453001022,1.0012295,1.130278,404.69,-8.5830686e-07
[-1.013 -0.739 -0.535 -0.235 -0.122],36600,0.9493095,98.52899,-332.5185,,25.6951,0.74354595,-6.230241,1.0003628,100.0,0.9995627,366,100,-45.773487,13.909806,-332.50793,0.012291861,-87.5423049390284,195.06737,0.43680122,5451474,11194.894382953644,1.0002613,1.0425881,371.72,5.340576e-07
[-1.013 -0.739 -0.535 -0.235 -0.123],36700,0.91183907,98.57097,-333.14957,,29.095613,0.8074743,-6.706237,1.0008867,100.0,0.99893063,367,100,-38.112335,13.02049,-333.13116,0.020922923,-86.57682742477606,171.12071,0.39466077,5491833,11254.575018882751,1.0006549,1.0642508,403.59,9.918213e-07
[-1.014 -0.739 -0.535 -0.235 -0.124],36800,0.9480531,98.59714,-334.7963,,23.946533,0.82276547,-8.268547,1.0006444,100.0,1.0006473,368,100,-47.626717,14.2451315,-334.77914,0.014108063,-82.84324503239512,204.25444,0.38216358,5532960,11315.967996835709,1.0004734,1.0569885,411.27,1.7547608e-06
[-1.015 -0.738 -0.535 -0.234 -0.124],36900,0.8572401,98.53526,-332.33746,,41.6231,0.7655289,-5.962498,1.0029612,100.0,0.99960357,369,100,-39.68213,13.519724,-332.28427,0.03546042,-88.84953806520102,184.51947,0.4246273,5571196,11372.565164804459,1.0019916,1.1200622,382.36,-2.1934509e-06
[-1.016 -0.738 -0.535 -0.234 -0.124],37000,0.9249636,98.6478,-334.84918,,35.223938,0.8502729,-8.151684,1.0009409,100.0,0.9985289,370,100,-51.850494,12.743268,-334.82822,0.020363456,-74.83978654204977,162.28593,0.35724336,5613694,11437.188100337982,1.0007074,1.0605925,424.98,-1.8692017e-06
[-1.017 -0.737 -0.535 -0.234 -0.125],37100,0.93848807,98.56151,-332.47226,,23.371223,0.794975,-6.0642443,1.0007677,100.0,0.9995206,371,100,-31.763197,12.708705,-332.45465,0.017748145,-87.12517263995909,163.51952,0.40398562,5653432,11496.2231528759,1.0004796,1.0837433,397.38,-1.3923645e-06
[-1.017 -0.736 -0.535 -0.234 -0.125],37200,0.9724036,98.53801,-331.85968,,27.55083,0.7849566,-5.5496235,1.0001708,100.0,0.9992374,372,100,-36.893654,13.185305,-331.85388,0.008182968,-90.65506043395669,175.55487,0.41090646,5692678,11555.355461597443,1.0001277,1.0358602,392.46,8.010864e-07
[-1.017 -0.737 -0.535 -0.234 -0.125],37300,0.9641007,98.60321,-333.05234,,23.756367,0.83436936,-6.527113,1.0001583,100.0,1.0008408,373,100,-41.606407,11.871845,-333.04718,0.0082478635,-82.7630022545027,143.07611,0.37180045,5734395,11617.66912484169,1.0001186,1.0248339,417.17,-8.392334e-07
[-1.017 -0.736 -0.535 -0.234 -0.125],37400,0.84511036,98.5125,-331.46744,,26.42373,0.78676444,-5.0514145,1.007793,100.0,1.0071219,374,100,-42.749847,13.6583,-331.35437,0.058853064,-95.61511759626782,179.87836,0.41231316,5773622,11675.510613918304,1.0053868,1.3042545,392.27,-4.959106e-07
[-1.019 -0.737 -0.536 -0.233 -0.125],37500,0.89027447,98.60138,-334.10287,,24.209421,0.8123748,-7.507893,1.0028769,100.0,1.0018735,375,100,-45.176933,13.751614,-334.05545,0.036265675,-80.86153225414125,191.38243,0.3916644,5814192,11736.877061367035,1.0021359,1.2010703,405.7,1.9454956e-06
[-1.019 -0.737 -0.536 -0.234 -0.125],37600,0.94995856,98.610504,-333.0278,,21.332293,0.8541178,-6.468314,1.0004122,100.0,1.0008713,376,100,-38.134697,10.1333,-333.0155,0.012322097,-83.15686945052875,102.817726,0.35318607,5856891,11799.776247739792,1.0003284,1.0490817,426.99,5.340576e-07
[-1.019 -0.737 -0.536 -0.234 -0.126],37700,0.9554042,98.57608,-333.61578,,26.62068,0.798412,-7.174287,1.0004215,100.0,0.9986641,377,100,-40.052742,12.295066,-333.6085,0.011907575,-84.60083768322308,152.89157,0.4013534,5896805,11858.866211652756,1.000318,1.0581332,399.14,-9.3460085e-07
[-1.019 -0.737 -0.536 -0.234 -0.125],37800,0.8350166,98.60719,-333.428,,24.25137,0.8365139,-6.760887,1.0050327,100.0,1.0010661,378,100,-38.506653,13.509452,-333.35397,0.042192202,-81.99164675116911,187.51329,0.3719655,5938551,11920.818559408188,1.0034827,1.1908553,417.46,8.392334e-07
[-1.02  -0.736 -0.536 -0.234 -0.125],37900,0.94475216,98.59822,-332.36783,,20.125427,0.8268312,-5.8452353,1.0006359,100.0,1.00037,379,100,-32.709,10.864538,-332.35593,0.015765151,-83.03123609464144,120.00149,0.37867516,5979882,11983.022020339966,1.0004784,1.0818502,413.31,5.912781e-07
[-1.02  -0.735 -0.536 -0.234 -0.125],38000,0.9357762,98.5974,-334.61118,,24.055819,0.8343511,-8.079033,1.0010846,100.0,1.0012292,380,100,-45.28243,12.750569,-334.5917,0.019025037,-83.94176205433456,162.1887,0.37226734,6021581,12044.615580797195,1.0008243,1.0708859,416.99,6.294251e-07
[-1.02  -0.736 -0.536 -0.234 -0.125],38100,0.9365975,98.5809,-333.42154,,28.256512,0.8058569,-6.949133,1.0010482,100.0,1.0008327,381,100,-46.15319,14.084031,-333.4072,0.01848179,-84.39678755354142,200.7386,0.3959933,6061856,12104.427698850632,1.0007963,1.0630991,402.75,1.1825562e-06
[-1.02  -0.736 -0.536 -0.234 -0.125],38200,0.87201583,98.51419,-331.02585,,32.807133,0.7493928,-4.7266016,1.0025423,100.0,1.0000845,382,100,-36.819298,13.228294,-330.9887,0.03297334,-90.92573046649542,174.81398,0.43420967,6099289,12159.508047103882,1.0016749,1.1159115,374.33,2.2029876e-06
[-1.022 -0.735 -0.537 -0.234 -0.126],38300,0.94534624,98.564896,-332.2315,,30.856264,0.77973,-5.818061,1.0006051,100.0,0.9993809,383,100,-36.613472,13.573053,-332.2178,0.014679921,-84.79897941080324,186.61014,0.4146342,6138267,12217.942300796509,1.0003768,1.0700788,389.78,-8.201599e-07
[-1.022 -0.734 -0.537 -0.234 -0.126],38400,0.8899265,98.58624,-333.5432,,37.75205,0.8249004,-7.028379,1.0020453,100.0,0.99733126,384,100,-40.31398,13.047165,-333.51038,0.028426798,-85.26129420751722,172.59355,0.38089755,6179480,12280.414151191711,1.0014632,1.0886518,412.13,-1.411438e-06
[-1.023 -0.733 -0.537 -0.233 -0.127],38500,0.938904,98.571365,-332.93652,,24.173866,0.8036695,-6.5001884,1.0008603,100.0,1.0017716,385,100,-31.541096,11.519168,-332.92502,0.01770475,-86.09237879583463,132.49678,0.39756086,6219650,12340.148547410965,1.0006154,1.0620363,401.7,1.2779236e-06
[-1.023 -0.734 -0.536 -0.233 -0.127],38600,0.9382665,98.57663,-332.07425,,19.239897,0.8026949,-5.628647,1.0005555,100.0,0.9990661,386,100,-44.23651,13.784334,-332.06348,0.012906473,-84.94314757522922,191.3397,0.39816454,6259777,12399.649763822556,1.0003724,1.0456797,401.27,-9.727478e-07
[-1.023 -0.733 -0.536 -0.233 -0.127],38700,0.9233055,98.50195,-329.3693,,23.060936,0.76300985,-3.1632595,1.0007669,100.0,1.0005126,387,100,-33.980743,11.185305,-329.357,0.019052764,-94.97555198964763,125.96481,0.42551214,6297916,12456.655355930328,1.000544,1.0558847,381.39,-2.670288e-07
[-1.024 -0.734 -0.537 -0.233 -0.127],38800,0.96526015,98.56272,-332.6568,,24.99733,0.81207263,-6.2671084,1.0001628,100.0,0.99956846,388,100,-44.016113,12.580962,-332.65253,0.0082243355,-88.77241958665077,159.80821,0.39070836,6338518,12517.452619075775,1.00012,1.0264804,406.02,-1.1444092e-06
[-1.024 -0.733 -0.537 -0.233 -0.127],38900,0.8774338,98.54973,-332.39282,,30.472305,0.7916917,-5.9674206,1.0027317,100.0,0.99893737,389,100,-41.976974,14.63582,-332.34967,0.0320881,-89.01796684955112,218.62236,0.4071955,6378058,12576.422171592712,1.0019832,1.1028945,395.4,1.1634827e-06
[-1.024 -0.733 -0.537 -0.233 -0.129],39000,0.932025,98.58754,-332.43085,,28.158644,0.799761,-5.932201,1.0007923,100.0,0.9998117,390,100,-48.486153,13.729962,-332.41147,0.018209985,-82.43897899029822,190.05133,0.4005039,6418033,12635.711730241776,1.00058,1.0884997,399.75,-3.2424927e-07
[-1.024 -0.732 -0.537 -0.233 -0.129],39100,0.9120979,98.556915,-331.85336,,21.25491,0.7802433,-5.4490647,1.0015389,100.0,0.9992059,391,100,-36.34067,12.770647,-331.82773,0.022209603,-86.38370524986975,162.57298,0.41456732,6457025,12693.843668460846,1.0009958,1.0707473,389.92,2.822876e-06
[-1.025 -0.732 -0.537 -0.233 -0.129],39200,0.87850577,98.58931,-331.49594,,24.53302,0.79310393,-4.9478183,1.0022662,100.0,1.0015857,392,100,-48.90975,14.193222,-331.45413,0.03321408,-81.35318634677202,201.0984,0.40600184,6496643,12753.531337976456,1.0016347,1.1258737,396.18,-4.005432e-07
[-1.025 -0.733 -0.537 -0.234 -0.13 ],39300,0.89905703,98.653275,-334.95914,,21.700342,0.8617052,-8.216491,1.0016505,100.0,0.9995794,393,100,-41.265694,10.77648,-334.92404,0.025005706,-74.64229382378731,117.132675,0.34605744,6539699,12817.729531526566,1.0012454,1.111768,430.56,4.959106e-07
[-1.025 -0.732 -0.536 -0.234 -0.131],39400,0.93426853,98.56119,-332.7449,,26.931614,0.79387623,-6.3253245,1.0017327,100.0,0.9980809,394,100,-35.880875,13.398761,-332.72083,0.021594018,-87.03573311528675,179.62451,0.4051363,6579368,12876.653860807419,1.00116,1.073434,396.69,-2.1743774e-06
[-1.025 -0.732 -0.536 -0.234 -0.131],39500,0.9531623,98.5558,-330.4732,,23.845848,0.7662035,-4.090487,1.0007014,100.0,1.0029567,395,100,-37.49889,11.564206,-330.46072,0.015907364,-85.06540212014721,134.7377,0.42349127,6617668,12933.6843085289,1.0005012,1.0657679,383.0,1.4495849e-06
[-1.025 -0.731 -0.536 -0.233 -0.131],39600,0.8895173,98.55655,-332.23138,,24.517576,0.7765503,-5.812815,1.0016533,100.0,1.0003499,396,100,-37.37744,12.758518,-332.19955,0.028218519,-86.03220605572176,161.77634,0.41719413,6656469,12991.449325323105,1.0012182,1.0992252,388.01,-1.3732911e-06
[-1.026 -0.731 -0.536 -0.233 -0.132],39700,0.91387916,98.5323,-331.11765,,28.292337,0.7824991,-4.8064356,1.0008308,100.0,0.9981358,397,100,-46.18815,12.798044,-331.10178,0.018478945,-91.46390391193887,166.03076,0.41286272,6695581,13051.09584736824,1.0005974,1.053303,391.12,1.7738342e-06
[-1.026 -0.731 -0.536 -0.233 -0.132],39800,0.9420834,98.61194,-333.0652,,23.195791,0.8223378,-6.501308,1.0005645,100.0,1.0002198,398,100,-29.74879,10.963042,-333.05444,0.015594497,-79.7631459377008,121.86854,0.38246477,6736689,13113.696468353271,1.0004107,1.0566915,411.08,1.5258789e-06
[-1.026 -0.731 -0.536 -0.233 -0.132],39900,0.945269,98.54768,-332.49884,,28.115824,0.79030365,-6.1496983,1.0004517,100.0,1.0010331,399,100,-45.886223,12.720628,-332.49036,0.013064889,-89.35197870744551,163.61226,0.40727076,6776197,13171.75250005722,1.000329,1.0490627,395.08,-1.6975403e-06
[-1.027 -0.731 -0.537 -0.233 -0.132],40000,0.95051455,98.586136,-333.3913,,37.436825,0.7900891,-6.9057565,1.0005933,100.0,0.9997891,400,100,-49.096878,13.829558,-333.37592,0.014659788,-81.7270046935021,191.2722,0.40748078,6815692,13232.136554718018,1.0004267,1.0698571,394.95,1.335144e-07
[-1.027 -0.731 -0.537 -0.233 -0.132],40100,0.94712466,98.57864,-331.87506,,30.409653,0.7930057,-5.4292526,1.0002469,100.0,1.0006117,401,100,-37.933662,12.989479,-331.86917,0.009805764,-83.52825112475156,170.84377,0.40523618,6855339,13293.602098941803,1.000184,1.0346214,396.47,3.8146973e-07
[-1.027 -0.731 -0.537 -0.233 -0.132],40200,0.88330793,98.536285,-332.7205,,26.126585,0.76128095,-6.372841,1.002504,100.0,1.0044464,402,100,-46.640717,12.7465315,-332.69595,0.035061076,-88.17792702114868,161.19496,0.4270758,6893370,13352.362872838974,1.0016017,1.1486994,380.31,-2.7275084e-06
[-1.028 -0.731 -0.537 -0.233 -0.133],40300,0.89424056,98.58809,-333.2285,,22.087656,0.8253961,-6.7147026,1.0016899,100.0,0.99783564,403,100,-34.96132,10.92543,-333.2005,0.024940439,-84.94107724863083,120.23834,0.3803352,6934613,13414.159435749054,1.0012465,1.0888091,412.43,-6.8664554e-07
[-1.028 -0.73  -0.536 -0.233 -0.133],40400,0.8973543,98.51787,-331.3437,,34.267757,0.77024955,-5.024881,1.0022833,100.0,0.9993666,404,100,-41.834984,14.955107,-331.28934,0.030267712,-92.76070675747393,225.26123,0.42146596,6973092,13472.280952453613,1.0015442,1.1180333,384.79,3.0517579e-06
[-1.03  -0.729 -0.537 -0.232 -0.134],40500,0.88756263,98.57077,-332.49396,,27.665752,0.7913844,-6.010432,1.0025413,100.0,0.9997479,405,100,-34.722515,12.312603,-332.44934,0.033994418,-84.84202944261297,152.19589,0.40723413,7012624,13531.94141292572,1.0017704,1.1509625,395.32,-1.0299683e-06
[-1.031 -0.729 -0.537 -0.232 -0.135],40600,0.9812303,98.59235,-335.6389,,20.394442,0.80330545,-9.151835,1.0000747,100.0,0.9999214,406,100,-38.07953,12.034828,-335.6347,0.0054790354,-81.86797404695285,145.98341,0.39751598,7052789,13592.322968959808,1.0000519,1.0280138,401.65,2.4032593e-06
[-1.031 -0.729 -0.537 -0.232 -0.135],40700,0.91008663,98.59206,-334.04895,,23.795284,0.82144314,-7.520674,1.0012094,100.0,1.0013674,407,100,-38.69387,11.72109,-334.0193,0.020617738,-83.73265565979507,138.44418,0.3835331,7093840,13652.367933750153,1.0009335,1.0760726,410.51,2.9945375e-06
[-1.032 -0.729 -0.537 -0.232 -0.135],40800,0.9436707,98.537964,-329.91336,,27.35894,0.79899657,-3.5862741,1.0005996,100.0,1.0019494,408,100,-33.797573,12.057713,-329.89664,0.015454256,-92.26813738686404,146.98251,0.40099448,7133780,13712.110091209412,1.0004625,1.0603738,399.4,9.918213e-07
[-1.032 -0.729 -0.537 -0.232 -0.136],40900,0.86562395,98.56253,-332.63293,,26.14533,0.8026094,-6.166628,1.0032394,100.0,0.99878377,409,100,-38.262695,13.0179205,-332.58908,0.034674034,-87.66524066476923,167.89114,0.39932236,7173859,13771.23391866684,1.002388,1.1914138,400.79,-9.727478e-07
[-1.031 -0.729 -0.538 -0.232 -0.137],41000,0.9308972,98.62378,-334.65662,,24.588074,0.8224525,-8.043223,1.00115,100.0,0.99951625,410,100,-36.4609,13.736685,-334.64407,0.021881394,-77.32027344430497,190.40685,0.38262132,7214963,13833.048933029175,1.0008309,1.0768023,411.04,1.8119812e-06
[-1.031 -0.729 -0.538 -0.232 -0.137],41100,0.93684137,98.624344,-333.0915,,30.66436,0.8089467,-6.482082,1.0006706,100.0,0.99820375,411,100,-43.6808,12.666175,-333.0782,0.014659306,-75.95321804166112,160.34975,0.3933718,7255401,13893.327223300934,1.000428,1.0515186,404.38,1.7166137e-06
[-1.032 -0.73  -0.538 -0.232 -0.137],41200,0.91267294,98.61856,-335.2036,,22.046644,0.82822955,-8.578737,1.0017089,100.0,1.0001106,412,100,-39.756058,10.901844,-335.17236,0.025348399,-78.92158000100889,120.39766,0.37799168,7296782,13955.034703016281,1.0013477,1.1048055,413.81,-1.6212464e-06
[-1.032 -0.729 -0.538 -0.232 -0.138],41300,0.93857986,98.595665,-333.57745,,26.316101,0.7936109,-7.054071,1.000808,100.0,1.0005661,413,100,-53.941216,13.884195,-333.55936,0.016626528,-80.19675252304921,194.83731,0.40502605,7336450,14014.1837682724,1.0005476,1.0686144,396.68,-9.536743e-08
[-1.032 -0.73  -0.538 -0.232 -0.138],41400,0.8554523,98.5668,-333.089,,35.677982,0.78644,-6.637761,1.0020392,100.0,0.99965376,414,100,-37.954308,13.189755,-333.05685,0.027874906,-85.10536407569926,175.85802,0.41055053,7375742,14073.445852279663,1.0014321,1.1524702,392.92,6.1035155e-07
[-1.033 -0.729 -0.538 -0.232 -0.138],41500,0.9684053,98.60926,-331.9633,,31.483946,0.81475985,-5.4175634,1.0002927,100.0,1.000045,415,100,-44.183968,12.421988,-331.95938,0.009967098,-79.58232811497946,155.96906,0.38860008,7416476,14134.509193897247,1.0002124,1.0392258,407.34,-1.8310546e-06
[-1.033 -0.729 -0.539 -0.232 -0.138],41600,0.908946,98.619705,-332.7876,,29.847872,0.8386657,-6.171999,1.001445,100.0,1.0011064,416,100,-39.25886,12.935158,-332.7596,0.02343416,-79.69136212369943,170.073,0.36847484,7458386,14195.918137073517,1.0010806,1.0867062,419.1,-4.959106e-07
[-1.034 -0.729 -0.539 -0.232 -0.138],41700,0.882728,98.57329,-332.83023,,32.473873,0.77220047,-6.345619,1.0029396,100.0,0.9997311,417,100,-34.68821,12.9845915,-332.79703,0.032482065,-82.28639061108865,171.55313,0.42041817,7496954,14254.034103393555,1.0019715,1.1713982,385.68,-2.2506713e-06
[-1.036 -0.728 -0.539 -0.231 -0.138],41800,0.80111635,98.61359,-331.4058,,30.141018,0.8053468,-4.714583,1.0073767,100.0,0.9975006,418,100,-42.24436,13.763678,-331.33762,0.053019334,-77.587022873815,189.7372,0.3987209,7537111,14314.62148976326,1.005272,1.1869266,401.57,1.4495849e-06
[-1.036 -0.727 -0.539 -0.231 -0.139],41900,0.9169655,98.60147,-334.72675,,27.241812,0.8170328,-8.168744,1.0017428,100.0,0.99899226,419,100,-32.527096,12.705748,-334.70123,0.025724579,-81.34475161050203,163.16759,0.38738054,7577934,14376.021802425385,1.0013323,1.091042,408.23,
[-1.036 -0.727 -0.539 -0.231 -0.139],42000,0.906712,98.57393,-332.79388,,24.503368,0.80194545,-6.347485,1.0009017,100.0,1.001671,420,100,-43.223557,12.6959505,-332.777,0.01769934,-85.39319895019078,162.95343,0.39887178,7618018,14435.235251903534,1.0006388,1.0555177,400.84,-1.411438e-06
