Iteration,EpLenMean,ReturnStepMaxmin,InitialReturnStd,ReturnStepMax,Bound,ReturnMeanIW,EpisodesSoFar,StdD2w0t,TimestepsSoFar,MeanD2w0t,MinIW,MaxIW,InitialReturnMean,MeanIW,InitialBound,MinD2w0t,Weights,EmpiricalD2,J_sample_variance,StdIW,InitialReturnMin,EpThisIter,TimeElapsed,EpRewMean,InitialReturnMax,MaxD2w0t
428,16.4,86.27358,2.492762,100.0,582.55237,1014.04913,42800,2.6537464,706116,0.14275478,0.005327464,108.49485,-4.043579e-06,1.8989068,385.00555,,[-0.507  0.808 -0.776  0.514 -1.503],23.950336,28161454.0,10.70613,-4.318405,100,4356.316273450851,-107.69806792471645,8.7528305,310.16885
429,16.56,86.328186,2.488722,100.0,371.78165,605.23755,42900,0.21441364,707772,0.038700603,0.14230092,6.629348,-1.8310546e-06,1.104387,350.12515,,[-0.543  0.807 -0.764  0.499 -1.494],1.5226352,205173.12,0.92053753,-3.8549042,100,4368.700207710266,-108.2199227471587,5.7793427,2.9378538
430,16.16,86.027596,3.0850527,100.0,410.9256,618.0611,43000,0.20532745,709388,0.03702877,0.17300798,6.1729007,9.384155e-06,1.0909703,381.6747,,[-0.555  0.808 -0.756  0.491 -1.499],1.3298631,112985.54,0.63506854,-4.2968826,100,4378.946104288101,-107.74991252874335,12.656654,2.2897646
431,16.54,86.25074,2.4797065,100.0,446.26376,649.07825,43100,0.24701148,711042,0.04228077,0.0661462,12.364985,7.400513e-06,1.1821209,387.39584,,[-0.556  0.809 -0.747  0.483 -1.502],2.0896003,479193.38,1.3904839,-3.755371,100,4388.233444690704,-108.61860976828382,6.9655914,8.043636
432,17.08,86.7177,2.650452,100.0,374.89542,557.6431,43200,0.19301528,712750,0.036230285,0.32647654,2.3604193,-4.196167e-06,1.0437367,361.05286,,[-0.544  0.817 -0.748  0.498 -1.505],1.1479266,31240.209,0.36679763,-4.729492,100,4399.35734629631,-108.17372623437656,9.013176,1.4470544
433,16.27,86.00293,2.5786464,100.0,372.96295,599.90497,43300,0.1982044,714377,0.036074474,0.24553046,5.058711,-8.239746e-06,1.0579764,353.16046,,[-0.54   0.819 -0.75   0.506 -1.505],1.2745115,88253.0,0.57600445,-3.6114044,100,4408.781939983368,-108.52342452676702,8.457764,1.6053953
434,16.6,86.340775,2.8663697,100.0,392.18124,584.3631,43400,0.20192905,716037,0.037198156,0.18233374,4.7365355,1.1520386e-05,1.0567222,376.31506,,[-0.543  0.814 -0.751  0.511 -1.5  ],1.392535,108977.41,0.6587155,-4.5306625,100,4418.251092910767,-108.1003386746293,8.563202,1.4798645
435,16.53,86.28895,2.7622724,100.0,389.98602,562.3884,43500,0.18050718,717690,0.033375513,0.6547803,1.4375457,-1.5258789e-07,1.0127275,384.8005,,[-0.537  0.816 -0.756  0.511 -1.495],1.0271184,5935.6187,0.15103777,-4.4984894,100,4427.737603664398,-108.05155516782064,6.903679,1.0401936
436,16.41,86.22126,2.9020436,100.0,388.25235,586.338,43600,0.1928792,719331,0.035336714,0.29554483,2.784242,-8.69751e-06,1.0487583,375.31046,,[-0.536  0.813 -0.756  0.51  -1.504],1.2342708,66475.29,0.5153265,-4.4252396,100,4436.059520244598,-108.02125536548105,9.500557,1.7525744
437,17.11,86.71613,3.0001285,100.0,348.92892,543.62134,43700,0.18548617,721042,0.034906782,0.46763977,1.995556,6.942749e-06,1.0099294,345.82568,,[-0.537  0.81  -0.751  0.503 -1.511],1.0362339,9805.036,0.19915539,-4.378128,100,4444.807566642761,-108.58261409530331,12.486221,1.1511387
438,16.64,86.35006,2.9069865,100.0,483.37823,893.01636,43800,0.9958904,722706,0.117088534,0.021802746,88.785446,-6.3323973e-06,1.7113203,378.55573,,[-0.535  0.809 -0.749  0.499 -1.511],15.346397,17209182.0,8.732709,-3.816475,100,4454.116587638855,-108.27093230374172,9.618568,33.61463
439,16.33,86.18144,2.699287,100.0,399.69885,627.2974,43900,0.2062118,724339,0.037123874,0.10749096,7.8164616,-1.6784668e-06,1.1316787,367.55707,,[-0.565  0.807 -0.74   0.503 -1.488],1.5480336,234872.69,0.99033177,-3.9174118,100,4464.672725439072,-107.77021017948582,9.046005,3.0733685
440,16.78,86.431274,2.8254163,100.0,384.81577,601.74146,44000,0.19241002,726017,0.035751835,0.21390203,2.9422688,4.272461e-06,1.1023182,346.76422,,[-0.555  0.811 -0.744  0.512 -1.485],1.154036,56568.863,0.46857914,-4.2064133,100,4475.323125123978,-108.45647941705458,9.37159,1.5011445
441,16.55,86.262955,2.6258852,100.0,512.66846,763.7508,44100,0.36210236,727672,0.059986874,0.017622959,9.26224,1.083374e-05,1.4016842,386.00916,,[-0.536  0.811 -0.74   0.515 -1.486],3.3260422,735170.7,1.6899394,-3.9750366,100,4485.755630731583,-108.42783373962078,6.6726303,7.993129
442,16.34,86.12556,2.7284167,100.0,399.22357,595.71204,44200,0.18808964,729306,0.034512956,0.35308695,2.9684544,-6.6375733e-06,1.0610904,376.64325,,[-0.543  0.785 -0.757  0.519 -1.495],1.1635244,48618.34,0.43082106,-3.6586533,100,4496.407210826874,-108.19171054331619,8.653366,1.340613
443,16.13,86.05555,2.726947,100.0,662.508,970.7108,44300,0.53322655,730919,0.06332003,0.011114264,86.905914,3.5095215e-06,1.8166884,394.54462,,[-0.543  0.781 -0.753  0.516 -1.507],6.1731887,17178976.0,8.507351,-4.1599503,100,4505.658015489578,-107.39578180485545,8.710083,32.72334
444,16.88,86.559814,3.2180703,100.0,415.53427,623.4399,44400,0.21131432,732607,0.03903069,0.12425307,5.089737,-6.713867e-06,1.1624479,355.89252,,[-0.522  0.802 -0.744  0.531 -1.496],1.5522494,165138.27,0.82929814,-4.1707687,100,4516.640176296234,-108.35772753999753,12.032242,1.888297
445,16.36,86.14541,2.792797,100.0,397.75317,574.94763,44500,0.18293826,734243,0.033637375,0.5535562,1.8815942,4.8065185e-06,1.0234169,388.63885,,[-0.534  0.794 -0.748  0.534 -1.495],1.0698355,16419.262,0.25004715,-4.146393,100,4526.737629890442,-108.04533736213224,8.339973,1.1101155
446,16.24,86.08489,2.5532708,100.0,465.4248,748.2599,44600,0.5085971,735867,0.06230176,0.009931533,36.588722,-2.7465821e-06,1.3622544,393.23544,,[-0.531  0.793 -0.752  0.535 -1.489],5.389457,3729623.2,3.9201114,-3.9691925,100,4534.996458768845,-107.99693308629365,7.1116486,22.440926
447,16.87,86.52534,2.61259,100.0,338.18066,555.38745,44700,0.18324617,737554,0.034236215,0.49169514,1.6652501,-1.6784668e-06,1.0185523,331.17236,,[-0.543  0.815 -0.758  0.553 -1.497],1.0394253,8215.013,0.18161952,-3.948433,100,4546.119339704514,-108.66890750241225,9.296654,1.0942645
448,16.37,86.17775,2.5024598,100.0,427.09802,617.66895,44800,0.2018394,739191,0.03687091,0.17176642,5.23017,-6.6375733e-06,1.1085982,388.0717,,[-0.548  0.816 -0.755  0.551 -1.501],1.424633,147867.5,0.76067924,-3.9962616,100,4555.0386917591095,-108.02648429357552,8.652985,1.7680608
449,16.32,86.191284,2.7577844,100.0,392.2993,570.9677,44900,0.17976184,740823,0.03301757,0.52843773,1.7350447,2.7465821e-06,1.0170302,384.5813,,[-0.558  0.804 -0.763  0.548 -1.509],1.0502217,11463.268,0.2125153,-4.6773453,100,4564.698643684387,-107.54178207315097,8.720169,1.067899
450,16.8,86.50315,2.6940184,100.0,406.35736,626.31586,45000,0.21614341,742503,0.03962568,0.16338566,4.713542,-1.5258789e-07,1.1603067,357.21326,,[-0.55   0.804 -0.763  0.549 -1.504],1.6700636,176624.47,0.87571293,-4.529808,100,4573.785363912582,-108.4933412847964,9.035294,2.7084022
451,16.97,86.6444,2.7826066,100.0,348.31076,557.98566,45100,0.18992697,744200,0.035540696,0.32439443,3.2082098,-1.2435913e-05,1.0357374,339.2389,,[-0.546  0.816 -0.761  0.549 -1.504],1.104548,38962.016,0.40093192,-4.217758,100,4583.34682059288,-108.03574727884565,9.161781,1.4354243
452,16.06,85.89031,2.3594723,100.0,515.4528,767.9114,45200,0.38014767,745806,0.05883875,0.007184128,17.537777,1.4953614e-05,1.361896,403.9909,,[-0.544  0.814 -0.767  0.555 -1.506],2.3385084,1209010.9,2.110333,-4.0771637,100,4592.330004692078,-108.01024078415466,7.411888,9.460239
453,16.32,86.117966,2.4178417,100.0,2288.874,3606.9836,45300,26.2486,747438,1.0356953,3.2550124e-05,630.0567,-9.841919e-06,7.103575,393.70944,,[-0.551  0.787 -0.789  0.555 -1.505],145.92384,915417100.0,61.588985,-3.7296982,100,4603.440861225128,-108.12382001893961,6.4709473,2827.9683
454,16.06,85.94737,2.3374352,100.0,441.76276,633.83673,45400,0.2202818,749044,0.03908477,0.14642633,5.0920334,9.841919e-06,1.1100146,403.20374,,[-0.567  0.737 -0.829  0.562 -1.515],1.3832339,117464.305,0.64246124,-4.257759,100,4615.510130167007,-107.88777465128015,7.2951736,3.2590296
455,16.12,85.9418,2.3013654,100.0,445.73456,645.8521,45500,0.22133626,750656,0.03962437,0.12977234,5.651349,5.569458e-06,1.1324054,403.02484,,[-0.57   0.742 -0.816  0.554 -1.513],1.6620139,210758.48,0.8743369,-3.707779,100,4624.482782125473,-108.30540798437185,6.719208,2.8213253
456,16.44,86.202034,2.822582,100.0,409.44412,600.99615,45600,0.20767395,752300,0.037883885,0.13613254,4.05467,-2.9754638e-06,1.0776225,386.10287,,[-0.566  0.761 -0.805  0.559 -1.492],1.4566574,133942.56,0.7260637,-3.8789291,100,4634.366091966629,-108.18298671820254,8.362541,1.7782154
457,16.51,86.24131,2.5288594,100.0,435.3604,750.56415,45700,0.47585464,753951,0.06843659,0.011362368,21.795628,1.3732911e-06,1.3767073,349.99738,,[-0.572  0.752 -0.809  0.563 -1.498],3.819188,1842784.1,2.666062,-3.8389893,100,4643.640467643738,-108.51511102617826,8.780106,10.950652
458,16.23,86.027855,2.6397665,100.0,1340.2002,2490.4329,45800,5.8424044,755574,0.48318857,0.0012030909,681.7454,2.2888183e-07,4.8665004,394.24304,,[-0.57   0.757 -0.812  0.55  -1.498],70.252045,357080580.0,38.444786,-4.128929,100,4653.352678060532,-108.08735873690462,8.485268,301.13297
459,17.09,86.72364,2.6834617,100.0,327.21548,550.62463,45900,0.18742521,757283,0.03523075,0.41478622,2.6045535,3.1280517e-06,1.0298452,320.50937,,[-0.563  0.743 -0.795  0.551 -1.502],1.0906878,27886.748,0.3459404,-4.697487,100,4666.149232387543,-108.23881294259222,7.687546,1.26995
460,16.29,86.1215,2.915435,100.0,406.7813,601.7049,46000,0.20325522,758912,0.036869977,0.24340223,5.243984,4.7302246e-06,1.0677133,385.57526,,[-0.558  0.744 -0.797  0.556 -1.502],1.3101223,118045.66,0.6549951,-4.4230957,100,4674.697724580765,-108.01986894710063,9.659035,1.9794459
461,16.25,86.116066,2.6608357,100.0,13136.661,21957.951,46100,572.16016,760537,29.018934,6.9307407e-07,4741.575,-4.043579e-06,45.7968,355.77386,,[-0.561  0.745 -0.789  0.549 -1.502],10892.683,47408566000.0,462.30408,-4.0637817,100,4684.291297912598,-107.9478111099823,10.725319,31867.193
462,16.02,85.90991,2.6340582,100.0,1639.7819,3246.169,46200,8.901077,762139,0.5055187,0.004275189,1278.5702,-2.5177003e-06,5.9013696,398.3479,,[-0.601  0.721 -0.78   0.55  -1.532],28.775908,671904060.0,47.731567,-3.7435837,100,4698.455751180649,-107.76410005537771,10.311722,636.4464
463,16.26,86.04782,2.5411224,100.0,17618.363,27787.531,46300,649.09625,763765,31.577545,1.1941815e-05,5475.004,3.0517579e-06,54.23018,363.53076,,[-0.582  0.741 -0.746  0.563 -1.51 ],11562.585,74675800000.0,538.209,-3.7625046,100,4711.0575540065765,-108.4126652128526,6.312874,34178.598
464,16.83,86.51843,2.7227619,100.0,370.2523,555.0611,46400,0.18189052,765448,0.03394355,0.61378515,1.6672312,3.890991e-06,1.0159297,364.01373,,[-0.614  0.717 -0.736  0.564 -1.514],1.0319464,7055.036,0.17311187,-3.8169632,100,4725.350823402405,-108.55482315888541,8.374802,1.0720896
465,16.67,86.39787,2.5817327,100.0,388.2155,590.5327,46500,0.2082044,767115,0.03822564,0.26150835,5.931756,3.0517579e-06,1.0752977,365.7001,,[-0.617  0.715 -0.736  0.562 -1.519],1.2764561,116234.44,0.65585536,-4.213516,100,4733.437036752701,-108.16868881151107,7.7725296,1.7781775
466,15.87,85.84531,2.3803282,100.0,418.54395,592.4804,46600,0.18107493,768702,0.032777246,0.40271798,2.046101,1.3656616e-05,1.0236969,409.69348,,[-0.61   0.706 -0.74   0.567 -1.526],1.0582467,18005.416,0.24649106,-3.9872284,100,4742.489694356918,-107.59715970863066,6.5803375,1.1064554
467,16.6,86.270164,2.628186,100.0,436.16812,638.5168,46700,0.22203812,770362,0.0406167,0.19921446,3.413229,5.340576e-06,1.1551056,379.00177,,[-0.613  0.709 -0.735  0.569 -1.532],1.3546573,91067.73,0.57394356,-3.9892883,100,4751.457047462463,-108.59844145625101,7.648308,1.9374087
468,16.14,86.05776,2.5046988,100.0,395.7613,583.31506,46800,0.18032683,771976,0.032927833,0.69022036,1.4309086,9.613037e-06,1.0234008,385.31747,,[-0.601  0.721 -0.723  0.568 -1.53 ],1.0375706,6856.532,0.15606272,-4.4442596,100,4761.072506189346,-107.81923792368042,7.0972366,1.3724952
469,16.95,86.595535,2.8603723,100.0,327.9414,555.79407,46900,0.18479545,773671,0.034607865,0.4556422,1.9158078,3.890991e-06,1.0260193,319.6994,,[-0.606  0.717 -0.727  0.569 -1.535],1.0540222,15523.953,0.25306547,-4.132019,100,4769.965917825699,-108.57689184034567,9.777451,1.1728246
470,16.5,86.246635,2.3720272,100.0,440.9619,643.09015,47000,0.23517796,775321,0.041568886,0.03501528,6.2985353,4.577637e-06,1.1643522,385.0667,,[-0.601  0.717 -0.729  0.572 -1.53 ],2.0782125,347931.0,1.174689,-3.942604,100,4778.806209802628,-108.45078550183455,8.806473,4.041271
471,17.27,86.78793,2.7326574,100.0,352.71686,585.2647,47100,0.20790797,777048,0.03893981,0.18991148,4.7292433,-3.8146973e-07,1.1128312,321.26236,,[-0.638  0.724 -0.725  0.579 -1.538],1.4196702,129264.69,0.757875,-4.229866,100,4788.428881645203,-108.65480960855558,9.114929,1.9319762
472,16.46,86.27148,2.7107506,100.0,378.25024,580.2002,47200,0.1844416,778694,0.03399741,0.4613825,2.5718129,-6.942749e-06,1.0401455,364.18167,,[-0.646  0.724 -0.718  0.574 -1.534],1.0902324,20645.012,0.2805806,-4.2198715,100,4798.152728796005,-108.13401566090425,8.743156,1.2989889
473,17.1,86.68442,2.5455523,100.0,377.08398,637.1256,47300,0.26203737,780404,0.047072243,0.06475302,9.36778,6.408691e-06,1.1944422,326.17722,,[-0.647  0.726 -0.721  0.579 -1.53 ],1.9352342,299063.84,1.106198,-4.011986,100,4807.136965274811,-108.73729080612938,7.956352,2.8501096
474,16.41,86.18926,2.7410605,100.0,376.99152,576.8913,47400,0.18249466,782045,0.033607293,0.65612704,1.5659611,-2.3651123e-06,1.0277052,367.1465,,[-0.643  0.728 -0.726  0.572 -1.527],1.0333368,7268.608,0.15926592,-3.9849243,100,4816.240188121796,-108.2980508696549,7.579109,1.3579336
475,16.79,86.472015,2.9800906,100.0,377.927,586.105,47500,0.19083503,783724,0.035461802,0.1714336,3.8296947,1.4495849e-06,1.0738927,352.44934,,[-0.649  0.725 -0.73   0.572 -1.529],1.2129414,49441.223,0.45656922,-4.0154114,100,4826.079641342163,-108.38979367687298,10.736717,1.6701795
476,16.69,86.38457,2.7131138,100.0,444.63937,743.5799,47600,0.4614317,785393,0.072459675,0.015045064,43.21396,-4.196167e-06,1.3795037,376.87674,,[-0.656  0.722 -0.728  0.567 -1.527],4.4572053,2905413.8,3.377358,-4.2437897,100,4834.872676849365,-108.32654232529501,9.427307,7.9532337
477,16.39,86.16123,2.4406002,100.0,417.54404,600.57794,47700,0.19011763,787032,0.03491398,0.323302,2.7619386,2.0599366e-06,1.0742412,388.82153,,[-0.65   0.715 -0.718  0.57  -1.523],1.2067105,53507.797,0.45415673,-4.0046844,100,4844.409283399582,-108.31502601290588,5.562111,1.5198886
478,16.73,86.4133,3.0356627,100.0,344.54932,556.53516,47800,0.18238755,788705,0.03393364,0.6763109,1.8085079,6.2561035e-06,1.0139447,339.88983,,[-0.663  0.713 -0.719  0.564 -1.534],1.0287501,7083.4463,0.16454713,-4.037178,100,4854.06875538826,-108.25868270377413,11.276947,1.0696524
479,16.55,86.34901,2.6077938,100.0,404.24213,594.0782,47900,0.20095597,790360,0.03703351,0.26209384,2.2749588,1.6250611e-05,1.074952,377.55365,,[-0.661  0.716 -0.717  0.562 -1.533],1.1393186,37124.504,0.3580627,-4.431984,100,4862.751995563507,-107.97325236059413,6.250656,1.4446876
480,17.5,86.894196,2.823215,100.0,310.98035,532.93835,48000,0.18485098,792110,0.035203606,0.7551569,1.3371301,1.5258789e-06,1.0139301,306.63586,,[-0.651  0.721 -0.706  0.559 -1.526],1.0170934,3052.443,0.118809,-4.1447983,100,4872.76376748085,-109.12310846625378,8.023926,1.0951123
481,16.71,86.31745,2.5757108,100.0,356.67706,566.9129,48100,0.18439917,793781,0.03427468,0.48628062,1.8401937,5.340576e-06,1.0238671,348.44818,,[-0.653  0.723 -0.707  0.561 -1.529],1.0590162,14491.256,0.23817457,-3.56102,100,4881.523540735245,-109.00658670579331,9.098907,1.1767108
482,17.0,86.59286,2.884154,100.0,344.16943,561.01605,48200,0.19102184,795481,0.03579983,0.4072804,2.0439668,3.0517577e-07,1.0404891,330.5775,,[-0.647  0.722 -0.709  0.565 -1.532],1.078827,17978.691,0.25946367,-4.3858337,100,4890.566816568375,-108.48115208169408,8.276894,1.2537405
483,16.84,86.50722,2.904645,100.0,363.11993,557.4369,48300,0.18202507,797165,0.033980228,0.5670877,1.801115,-1.6784668e-06,1.0236497,352.18475,,[-0.647  0.726 -0.704  0.56  -1.538],1.0302136,9086.931,0.19136879,-3.9396667,100,4899.380602836609,-108.26418520932462,9.291908,1.0653677
484,17.23,86.72191,2.542355,100.0,343.1054,577.575,48400,0.23489358,798888,0.04340501,0.20662409,5.4106493,5.1116945e-06,1.0864929,325.95428,,[-0.657  0.729 -0.703  0.561 -1.536],1.4642167,173174.9,0.8301344,-4.0401077,100,4909.038035869598,-108.90988797953007,8.8296585,2.5113103
485,16.43,86.26331,2.742513,100.0,1383.3732,2451.8455,48500,8.536125,800531,0.6030802,0.0010762665,328.15704,2.7465821e-06,4.7830195,381.8572,,[-0.655  0.736 -0.695  0.55  -1.537],114.15063,256790720.0,32.537098,-4.2880936,100,4918.735403299332,-107.8737913169003,7.8083725,390.99124
486,17.12,86.682755,2.6936722,100.0,366.75647,614.37994,48600,0.21530245,802243,0.0399247,0.18849999,6.6693263,2.670288e-06,1.1637222,321.63354,,[-0.671  0.721 -0.689  0.558 -1.535],1.6331775,187668.9,0.908385,-4.306198,100,4931.447890281677,-108.6674138492007,7.1158447,2.0870652
487,16.85,86.49506,2.3923604,100.0,387.1053,598.7958,48700,0.22750425,803928,0.041851934,0.17077467,3.9641933,-3.8146973e-06,1.0971746,362.66876,,[-0.677  0.716 -0.685  0.555 -1.535],1.4003003,135473.16,0.70276135,-3.671997,100,4940.937081336975,-108.95512269536044,7.1461716,2.137293
488,16.99,86.63844,2.8196115,100.0,349.53418,567.5745,48800,0.19137178,805627,0.035831366,0.39684516,2.746609,5.340576e-06,1.05559,328.19873,,[-0.663  0.715 -0.676  0.54  -1.532],1.1746074,32217.98,0.3712186,-4.395523,100,4951.122556209564,-108.31623020420591,6.483925,1.2485328
489,16.55,86.26268,2.799121,100.0,420.49866,615.64154,48900,0.23110563,807282,0.04171676,0.08491021,4.0604253,6.2561035e-06,1.1081024,385.51965,,[-0.657  0.717 -0.677  0.538 -1.532],1.3286396,111140.48,0.62297106,-4.151451,100,4960.554644107819,-108.32852016033965,7.0037766,2.3075688
490,15.91,85.85562,2.391153,100.0,435.09018,625.3656,49000,0.19951294,808873,0.035921175,0.37954932,3.2638814,8.621216e-06,1.0836782,402.94427,,[-0.67   0.713 -0.691  0.545 -1.535],1.1474316,58504.39,0.43089288,-3.4924011,100,4969.542717933655,-107.75760841385112,7.7717285,1.6594543
491,16.97,86.55109,2.751176,100.0,361.18716,620.29517,49100,0.25517938,810570,0.045016214,0.038461715,8.491052,9.613037e-06,1.1564955,326.00696,,[-0.66   0.719 -0.679  0.541 -1.536],2.0674212,445338.6,1.3804027,-3.934967,100,4980.006172180176,-108.71803010925409,8.747597,4.4520774
492,16.35,86.195114,2.5550995,100.0,386.93414,578.82104,49200,0.18419217,812205,0.033848297,0.5324503,1.8716278,2.8991699e-06,1.0305306,373.90613,,[-0.646  0.718 -0.688  0.549 -1.529],1.053577,11863.617,0.20434485,-4.2121964,100,4990.3402235507965,-107.77532160865303,7.5793533,1.2768842
493,17.51,86.93938,3.1807466,100.0,389.04788,664.6769,49300,0.34112284,813956,0.059046622,0.10383594,10.500933,8.468628e-06,1.2815032,309.5658,,[-0.651  0.716 -0.694  0.554 -1.53 ],2.1750925,610128.44,1.5819752,-4.45533,100,4999.169932842255,-108.78545265741154,8.3164215,5.587637
494,17.13,86.661835,2.7271893,100.0,533.666,994.1962,49400,0.805012,815669,0.10443313,0.005120949,47.830105,-2.5177003e-06,1.9425896,344.0271,,[-0.659  0.729 -0.682  0.541 -1.528],11.996369,10128079.0,6.664123,-4.1480103,100,5009.3580820560455,-108.82732938366031,7.5345306,23.95946
495,17.31,86.8272,2.754421,100.0,325.43762,544.915,49500,0.19142127,817400,0.03622582,0.43638533,2.0931735,-2.2888185e-06,1.0274792,316.75592,,[-0.676  0.723 -0.67   0.537 -1.532],1.0719665,19018.793,0.273684,-4.2400055,100,5020.263453245163,-108.77388194405721,7.605156,1.1895368
496,16.82,86.48691,2.6981554,100.0,755.8811,1460.5876,49600,6.0000834,819082,0.39081562,0.00030926848,249.04852,5.340576e-07,2.8603337,335.4904,,[-0.675  0.718 -0.675  0.542 -1.529],35.206497,95389850.0,20.110003,-4.310219,100,5029.449591636658,-108.44547794104685,6.088417,396.98676
497,16.69,86.33903,2.690982,100.0,430.22177,642.14294,49700,0.21655661,820751,0.039500512,0.07657125,5.9123955,9.918213e-07,1.1660831,369.83508,,[-0.664  0.736 -0.656  0.514 -1.525],1.4959669,161008.42,0.79059416,-4.12027,100,5040.72913646698,-108.58885079674195,9.471771,3.277625
498,16.43,86.210754,2.501827,100.0,1661.9635,2993.0781,49800,13.568377,822394,0.87113976,0.00037122308,500.5647,8.69751e-06,5.9011574,341.70978,,[-0.641  0.739 -0.651  0.521 -1.509],244.31094,587352600.0,49.132717,-4.229141,100,5051.5359988212585,-108.24467616802445,6.858963,791.8287
499,16.96,86.56887,2.892953,100.0,530.4325,972.5846,49900,2.1656768,824090,0.18235758,0.0064095217,43.96193,6.2561035e-06,1.8638471,343.782,,[-0.681  0.729 -0.64   0.517 -1.513],8.779039,8502988.0,5.83153,-4.6598663,100,5064.421203613281,-108.40373722481428,7.2521667,131.45706
