EpisodesSoFar,Bound,InitialReturnMean,MinIWNorm,InitialReturnMax,ESSClassic,InitialReturnMin,MaxIW,InitialReturnStd,J_sample_variance,ReturnMeanIW,MeanIWNorm,EmpiricalD2,TimeElapsed,MaxIWNorm,TimestepsSoFar,EpRewMean,EpLenMean,MeanIW,StdIWNorm,MinIW,EpThisIter,Iteration,InitialBound,StdIW,ESSRenyi,Weights
31700,-0.30439982,-6.5612794e-06,0.01,9.131798,100.0,-3.919014,1.0,2.4541903,6.083888,-6.556511e-06,0.010000002,1.0,1703.6002838611603,0.01,523248,-108.33764162134796,16.08,1.0,1.8626451e-09,1.0,100,317,-0.30439982,,100.0,[ 0.875  0.387  1.056  0.396 -1.369]
31800,-0.17851323,9.536743e-06,0.01,5.3556824,100.0,-4.3113327,1.0,2.291381,5.303461,9.529293e-06,0.010000002,1.0,1707.9443125724792,0.01,524875,-107.75086567201946,16.27,1.0,1.8626451e-09,1.0,100,318,-0.17851323,,100.0,[ 0.875  0.387  1.056  0.396 -1.369]
31900,-0.0014219582,2.5177003e-06,0.0015084065,6.508003,66.417145,-4.6679535,4.5467057,2.5238595,10.879106,0.26170978,0.01110498,1.4712735,1711.8696200847626,0.045467056,526515,-107.82850364732194,16.4,1.110498,0.007896535,0.15084065,100,319,-0.21693096,0.7896534,67.96832,[ 0.875  0.387  1.056  0.396 -1.369]
32000,-0.25508365,4.9591063e-06,0.01,7.6526566,100.0,-4.2306137,1.0,2.732733,7.543262,4.917383e-06,0.010000002,1.0,1715.9623501300812,0.01,528134,-107.77045187474874,16.19,1.0,1.8626451e-09,1.0,100,320,-0.25508365,,100.0,[ 0.876  0.392  1.058  0.39  -1.369]
32100,-0.15842792,-6.027222e-06,0.0037150064,8.344742,85.74644,-3.8218079,2.249474,2.4523516,7.6668134,0.14476994,0.01006134,1.1881435,1719.8975868225098,0.02249474,529770,-108.44201105918017,16.36,1.006134,0.0041021304,0.37150064,100,321,-0.2781641,0.41021302,84.16492,[ 0.876  0.392  1.058  0.39  -1.369]
32200,0.2552591,-6.5612794e-06,0.00039810798,8.907806,50.40322,-3.8324432,6.5567737,2.6503618,45.00238,0.70031106,0.010576973,2.2465827,1723.6762182712555,0.06556773,531384,-107.74203358815826,16.14,1.0576973,0.010492016,0.0398108,100,322,-0.29693344,1.0492016,44.512047,[ 0.874  0.388  1.056  0.392 -1.369]
32300,0.19312876,1.9836425e-06,0.00075069733,6.626343,48.683887,-3.5811615,6.516974,2.4951477,29.94335,0.5150526,0.010238018,2.1242278,1729.1199538707733,0.06516974,533006,-108.50843042445891,16.22,1.0238019,0.010511151,0.07506973,100,323,-0.22087613,1.0511152,47.07593,[ 0.872  0.386  1.047  0.368 -1.358]
32400,-0.17498864,1.1138916e-05,0.0012997992,8.220398,64.93713,-4.3353653,4.8749475,2.8184447,12.9705925,0.15843685,0.011148594,1.4806569,1733.5090398788452,0.048749473,534618,-107.71993849823113,16.12,1.1148593,0.008192137,0.12997992,100,324,-0.27400216,0.81921375,67.53759,[ 0.877  0.382  1.063  0.39  -1.364]
32500,-0.026516855,-4.653931e-06,0.0019954974,8.304436,79.00897,-3.9718857,2.8438218,2.706201,8.789996,0.29025486,0.009729095,1.3095288,1737.5995845794678,0.028438216,536268,-108.11439579181824,16.5,0.97290945,0.0050147674,0.19954975,100,325,-0.2768192,0.50147676,76.36334,[ 0.878  0.379  1.055  0.396 -1.362]
32600,-0.27323142,-1.2969971e-06,0.009999055,8.197296,100.000015,-4.1932983,1.0001464,2.689468,7.306283,1.180172e-05,0.009999989,1.0,1741.1504559516907,0.010001464,537858,-107.69711512666176,15.9,0.9999989,4.20809e-07,0.9999055,100,326,-0.2732445,4.2077223e-05,100.0,[ 0.874  0.373  1.048  0.391 -1.363]
32700,-0.23818928,-6.408691e-06,0.01,7.145485,100.0,-4.2804337,1.0,2.499828,6.3122635,-6.444752e-06,0.010000002,1.0,1745.4324119091034,0.01,539498,-108.1432380177385,16.4,1.0,1.8626451e-09,1.0,100,327,-0.23818928,,100.0,[ 0.874  0.373  1.048  0.391 -1.363]
32800,-0.090687186,9.841919e-06,0.0020809036,7.3329773,72.45213,-4.103485,2.7714558,2.9336216,11.935828,0.20721611,0.009554302,1.4853625,1749.4279010295868,0.027714558,541145,-107.93634637881505,16.47,0.9554302,0.0058913836,0.20809036,100,328,-0.24442275,0.5891384,67.32363,[ 0.874  0.373  1.048  0.391 -1.363]
32900,9.3016205,-4.653931e-06,4.6311345e-07,9.312843,2.7645013,-3.5581436,347.3975,2.5179791,9606.693,14.360426,0.06465733,265.56683,1753.1705577373505,3.473975,542734,-108.14169905845412,15.89,6.4657335,0.38346156,4.6311347e-05,100,329,-0.31043282,38.34616,0.37655306,[ 0.877  0.38   1.053  0.39  -1.363]
33000,-0.20871928,1.9073486e-06,0.01,6.261635,100.0,-4.1184235,1.0,2.4521167,6.0736127,1.8924475e-06,0.010000002,1.0,1759.316334247589,0.01,544350,-107.98501856024775,16.16,1.0,1.8626451e-09,1.0,100,330,-0.20871928,,100.0,[ 0.898  0.409  1.038  0.374 -1.372]
33100,4.033601,8.926391e-06,3.8988937e-06,9.2851715,1.5772657,-4.267105,192.83615,2.9643412,3027.9893,6.24641,0.024260808,51.115253,1763.2556693553925,1.9283614,545962,-107.71428017456655,16.12,2.4260807,0.19164634,0.00038988938,100,331,-0.30949685,19.164633,1.9563632,[ 0.898  0.409  1.038  0.374 -1.372]
33200,-0.2506556,1.6784668e-06,0.009999924,7.519745,99.99998,-4.009239,1.0000113,2.6884487,7.3007617,2.577901e-06,0.01,1.0,1769.29332613945,0.010000113,547616,-108.27410737690137,16.54,0.99999994,3.5289997e-08,0.9999925,100,332,-0.25065652,3.5290732e-06,100.0,[ 0.923  0.365  1.032  0.357 -1.42 ]
33300,2.2640822,5.340576e-07,1.0415226e-05,8.43364,6.208255,-4.045006,78.288795,2.5848212,2589.808,3.8226042,0.021532042,30.735357,1773.6630697250366,0.78288794,549261,-107.97146800648767,16.45,2.153204,0.08369176,0.0010415226,100,333,-0.2811208,8.369177,3.2535818,[ 0.923  0.365  1.032  0.357 -1.42 ]
33400,-0.2813673,-1.548767e-05,0.009994308,8.442917,99.99999,-4.3986588,1.0008218,2.6080267,6.871428,6.327033e-05,0.010000051,1.0,1779.594804763794,0.010008218,550875,-107.79048845061726,16.14,1.0000051,2.5612242e-06,0.9994309,100,334,-0.28144604,0.0002561175,100.0,[ 0.918  0.361  0.993  0.352 -1.4  ]
33500,1.4375465,9.07898e-06,8.85637e-06,5.859642,5.237106,-4.115265,41.68053,2.6470027,371.14795,2.3237636,0.009931589,20.586409,1783.7978410720825,0.4168053,552514,-107.79546306573951,16.39,0.99315894,0.042246647,0.000885637,100,335,-0.19531235,4.2246647,4.857574,[ 0.918  0.361  0.993  0.352 -1.4  ]
33600,3.4407198,-5.9509275e-06,1.8447401e-05,8.086525,4.0644846,-4.8045654,132.07242,2.8372185,1275.3428,5.4445457,0.029800944,55.26353,1789.8098056316376,1.3207241,554151,-107.37193373708222,16.37,2.980094,0.1447828,0.0018447402,100,336,-0.26955676,14.47828,1.8095115,[ 0.896  0.334  1.02   0.336 -1.413]
33700,1.6260124,-7.095337e-06,2.6620316e-06,7.7128754,7.032665,-3.8281708,38.27673,2.4288473,511.62918,2.7571647,0.01219322,19.35762,1795.0742237567902,0.3827673,555754,-107.71841859792384,16.03,1.2193218,0.04433264,0.00026620316,100,337,-0.25710297,4.4332643,5.165924,[ 0.92   0.336  1.031  0.376 -1.409]
33800,-0.24649334,1.2969971e-06,0.009999903,7.3948517,99.999985,-3.862793,1.0000099,2.3131988,5.4049473,1.7285347e-06,0.009999999,1.0,1801.0050723552704,0.0100000985,557369,-108.1493132798075,16.15,0.9999998,3.555421e-08,0.9999903,100,338,-0.24649379,3.557284e-06,100.0,[ 0.92   0.34   1.065  0.374 -1.42 ]
33900,16.085419,1.3732911e-06,1.1081072e-06,7.8854904,1.3240216,-4.059517,456.64102,2.6028636,43313.496,20.783144,0.052570652,319.4188,1805.36256814003,4.56641,559010,-107.68985771176736,16.41,5.2570653,0.45383877,0.000110810724,100,339,-0.2628483,45.383873,0.31306863,[ 0.92   0.34   1.065  0.374 -1.42 ]
34000,0.29632652,8.163453e-06,2.8935181e-05,7.615677,33.06448,-4.5362473,10.109616,2.9154894,28.579983,0.85482985,0.009226091,4.840353,1811.5817024707794,0.10109616,560611,-107.42868956719342,16.01,0.92260915,0.013126995,0.0028935182,100,340,-0.25384775,1.3126994,20.65965,[ 0.945  0.356  1.036  0.402 -1.422]
34100,4.780033,1.6250611e-05,2.9355158e-06,6.5784836,2.522684,-3.9845123,136.26419,2.6196532,7206.0127,7.582235,0.022001486,163.30133,1816.7441036701202,1.3626419,562251,-107.84453277460604,16.4,2.2001486,0.13676418,0.0002935516,100,341,-0.21926655,13.676417,0.6123649,[ 0.938  0.347  1.016  0.382 -1.429]
34200,5.1416297,9.536743e-06,6.89144e-06,6.5678864,1.6225809,-3.9059753,211.1542,2.5755281,6861.991,8.059403,0.026931023,177.62108,1822.9192221164703,2.111542,563891,-108.20915650144224,16.4,2.6931021,0.20969948,0.000689144,100,342,-0.21892,20.969948,0.56299627,[ 0.931  0.315  1.019  0.386 -1.428]
34300,0.014194846,-8.392334e-06,0.0019672809,7.83593,77.35402,-3.6794205,3.0410676,2.4684768,13.98316,0.31745735,0.010242611,1.348028,1829.2958526611328,0.030410675,565512,-108.23652829202389,16.21,1.0242611,0.0055419756,0.19672808,100,343,-0.26120606,0.5541976,74.18244,[ 0.94   0.346  0.972  0.371 -1.418]
34400,-0.16888452,4.5013426e-06,0.0040433034,9.427406,90.27071,-3.8279495,2.29613,2.6897967,9.13442,0.16911307,0.010272095,1.156872,1833.9720759391785,0.022961298,567139,-108.51422934860817,16.27,1.0272096,0.0033723032,0.40433034,100,344,-0.31424242,0.33723032,86.43999,[ 0.946  0.353  0.958  0.364 -1.418]
34500,0.06622341,-8.392334e-07,0.0005328104,6.266083,64.6746,-3.6782303,3.4324687,2.3997455,7.9278774,0.3639062,0.009288406,2.0312235,1838.3174674510956,0.034324687,568764,-108.4585751388485,16.25,0.92884064,0.006864641,0.053281043,100,345,-0.20887028,0.68646413,49.23141,[ 0.946  0.35   0.956  0.368 -1.418]
34600,-0.06811358,4.7302246e-06,0.0026751289,7.311966,71.10623,-4.335022,4.262075,2.6659665,10.470173,0.21349166,0.0105493795,1.3349212,1843.0585870742798,0.04262075,570404,-107.97628768999465,16.4,1.0549381,0.0067247367,0.2675129,100,346,-0.24372748,0.6724737,74.91079,[ 0.952  0.357  0.966  0.383 -1.416]
34700,-0.2528411,-2.2888183e-07,0.0099954335,7.587158,100.0,-3.5054855,1.000608,2.443808,6.032606,6.41942e-05,0.010000243,1.0,1847.6972980499268,0.010006079,572016,-108.38477018160137,16.12,1.0000244,2.0143075e-06,0.99954337,100,347,-0.25290555,0.00020143099,100.0,[ 0.951  0.354  0.962  0.387 -1.416]
34800,-0.2866669,-7.095337e-06,0.01,8.5997925,100.0,-3.773529,1.0,2.646251,7.0733776,-7.122755e-06,0.010000002,1.0,1852.5999104976654,0.01,573614,-108.20052518786837,15.98,1.0,1.8626451e-09,1.0,100,348,-0.2866669,,100.0,[ 0.951  0.354  0.962  0.387 -1.416]
34900,6.9337826,-1.5258789e-07,8.459608e-07,7.5033417,1.668881,-3.8578415,282.81244,2.7321787,12536.581,11.665716,0.036626153,357.94006,1856.7272913455963,2.8281243,575202,-107.81062385942042,15.88,3.6626158,0.28114098,8.459608e-05,100,349,-0.25011158,28.114094,0.2793764,[ 0.951  0.354  0.962  0.387 -1.416]
35000,64.803154,-4.577637e-06,5.535289e-07,8.010651,1.0880657,-4.514267,1022.79565,2.7560718,633800.6,79.60542,0.10669145,3073.0076,1862.6555783748627,10.227957,576837,-107.6095876672757,16.35,10.669145,1.0172468,5.535289e-05,100,350,-0.26702628,101.724686,0.03254141,[ 0.944  0.347  0.942  0.408 -1.415]
35100,-0.16665964,-1.1291504e-05,0.01,4.9994507,100.0,-3.935936,1.0,2.2840555,5.2696056,-1.1280179e-05,0.010000002,1.0,1868.9618310928345,0.01,578467,-108.57956939880279,16.3,1.0,1.8626451e-09,1.0,100,351,-0.16665964,,100.0,[ 0.946  0.378  0.893  0.373 -1.425]
35200,0.2871065,2.1362305e-06,0.00015265404,7.9116364,33.97747,-3.7368927,12.793623,2.474965,72.60421,0.8254206,0.010142961,4.1665955,1873.2313163280487,0.12793623,580077,-107.9083486692503,16.1,1.014296,0.0141388895,0.015265405,100,352,-0.2637191,1.4138888,24.00041,[ 0.946  0.378  0.893  0.373 -1.425]
35300,0.6156461,3.1280517e-06,0.00021674293,7.790741,32.579315,-4.3664703,11.043396,2.8774137,39.193043,1.2255217,0.010054412,5.515278,1877.921774148941,0.11043396,581768,-108.03551751711457,16.91,1.0054412,0.014463795,0.021674294,100,353,-0.25968826,1.4463794,18.131453,[ 0.933  0.375  0.88   0.344 -1.424]
35400,-0.15724474,-1.1749267e-05,0.0065661655,7.228447,97.07281,-3.7288895,1.4632926,2.5388033,7.158519,0.08790173,0.00988895,1.035151,1883.355831861496,0.014632925,583343,-107.73386227121726,15.75,0.98889506,0.0017172246,0.65661657,100,354,-0.24095999,0.17172247,96.60426,[ 0.937  0.374  0.845  0.326 -1.425]
35500,-0.019992292,1.1444092e-06,0.0014249115,8.436752,73.29342,-4.156456,3.5919137,2.5780013,8.392927,0.30864757,0.0091639105,1.3656279,1888.2181220054626,0.035919137,584971,-107.73747243136911,16.28,0.916391,0.0055316864,0.14249116,100,355,-0.28122392,0.55316865,73.22639,[ 0.936  0.373  0.852  0.328 -1.426]
35600,-0.33163285,7.2479247e-06,0.01,9.9492035,100.0,-4.073654,1.0,2.9235814,8.633664,7.2568655e-06,0.010000002,1.0,1893.20263504982,0.01,586594,-108.08732149382004,16.23,1.0,1.8626451e-09,1.0,100,356,-0.33163285,,100.0,[ 0.943  0.381  0.851  0.335 -1.426]
35700,0.0827789,-4.5776366e-07,0.0006923221,8.60865,40.64924,-3.9700165,10.977135,2.817644,22.472828,0.47309574,0.011909863,1.8501501,1897.4131467342377,0.10977134,588209,-108.05824305246725,16.15,1.1909863,0.014391089,0.06923221,100,357,-0.28695548,1.4391088,54.049667,[ 0.943  0.381  0.851  0.335 -1.426]
35800,-0.21021084,7.93457e-06,0.0099982405,6.3071136,100.00002,-4.6447067,1.0001599,2.5934,6.7938504,2.6285648e-05,0.010000055,1.0,1902.3836705684662,0.010001598,589826,-107.71326541832553,16.17,1.0000056,7.431451e-07,0.99982405,100,358,-0.2102292,7.431625e-05,100.0,[ 0.94   0.372  0.845  0.332 -1.427]
35900,1.4911872,8.239746e-06,3.721129e-05,7.8901596,30.259985,-4.2632446,12.890099,2.8250327,132.71365,2.1703358,0.012237682,6.668075,1906.949012517929,0.12890099,591434,-107.80856930407184,16.08,1.2237684,0.018578298,0.0037211294,100,359,-0.2629971,1.8578298,14.996832,[ 0.94   0.372  0.845  0.332 -1.427]
36000,0.31939122,6.790161e-06,0.00066023105,8.145653,44.393887,-4.261711,5.7157173,2.726965,16.80412,0.81866974,0.009204319,3.381244,1913.072102546692,0.05715717,593098,-108.01401531410042,16.64,0.92043185,0.010301284,0.066023104,100,360,-0.27151495,1.0301284,29.574915,[ 0.935  0.389  0.81   0.313 -1.44 ]
36100,0.54120225,1.8310546e-06,0.00050498114,9.106186,42.951447,-4.0086517,9.172601,2.8168824,79.40067,1.0552752,0.009612903,2.868263,1918.7243778705597,0.091726005,594771,-108.49857115211503,16.73,0.9612903,0.011078677,0.050498113,100,361,-0.3035377,1.1078678,34.864307,[ 0.939  0.398  0.826  0.319 -1.442]
36200,-0.18549816,-3.4332274e-06,0.002873624,9.358604,81.33463,-3.9912338,2.5731888,2.8387952,9.271508,0.16478424,0.00957431,1.2608314,1923.8454616069794,0.025731888,596420,-108.12664063708415,16.49,0.9574312,0.0045865723,0.2873624,100,362,-0.3119569,0.45865723,79.31275,[ 0.925  0.39   0.824  0.295 -1.446]
36300,1.2969978,2.1362305e-06,0.0002045983,9.477585,15.635674,-3.1366653,23.466667,2.4495454,508.39075,2.0157492,0.013411738,5.1761236,1928.1220517158508,0.23466666,598030,-108.61295116755613,16.1,1.3411739,0.031153452,0.02045983,100,363,-0.3159174,3.1153452,19.319477,[ 0.927  0.394  0.828  0.294 -1.446]
36400,0.26108694,-6.027222e-06,0.00043619916,8.956223,27.601015,-3.772766,17.186749,2.8572793,68.858765,0.8095388,0.011526794,3.3749683,1934.0741338729858,0.17186747,599655,-108.05358509931816,16.25,1.1526796,0.018668626,0.043619916,100,364,-0.2985468,1.8668627,29.629908,[ 0.933  0.386  0.858  0.321 -1.45 ]
36500,-0.19817677,-4.272461e-06,0.0018271711,8.050781,75.788155,-4.330597,2.5701618,2.786576,9.324947,0.11071026,0.00946706,1.3248472,1938.818085193634,0.025701618,601263,-107.69752249928095,16.08,0.94670594,0.005350919,0.18271711,100,365,-0.26836368,0.53509194,75.4804,[ 0.932  0.393  0.853  0.304 -1.449]
36600,-0.16462243,9.460449e-06,0.0037892542,8.643578,88.11887,-4.2122498,2.083035,2.4438956,8.489076,0.14505678,0.0101069715,1.1552594,1943.2018213272095,0.02083035,602888,-107.61003352021321,16.25,1.0106972,0.003711208,0.37892544,100,366,-0.28810978,0.3711208,86.560646,[ 0.933  0.395  0.862  0.304 -1.448]
36700,-0.0056160986,3.5858154e-06,0.0021289147,8.3652725,68.001396,-4.132576,4.0368257,2.7019238,13.397835,0.3539967,0.009944942,1.6632313,1948.4272983074188,0.040368255,604506,-107.85774126433326,16.18,0.9944941,0.0068219528,0.21289147,100,367,-0.27883884,0.68219525,60.12393,[ 0.937  0.401  0.862  0.306 -1.448]
36800,-0.16611175,2.9754638e-06,0.0029493414,9.603226,82.33848,-4.010605,2.356602,2.6475928,9.550831,0.20851247,0.009536233,1.3696195,1952.714233160019,0.023566019,606105,-108.06015091156488,15.99,0.95362335,0.0044166134,0.29493415,100,368,-0.32010457,0.44166133,73.01298,[ 0.938  0.408  0.866  0.303 -1.448]
36900,-0.224369,4.272461e-06,0.001981394,9.22123,85.903786,-4.2621613,2.4290617,2.5906496,9.102991,0.11343087,0.009832297,1.2077689,1957.276309967041,0.024290616,607711,-107.64685930901817,16.06,0.98322976,0.0039829034,0.1981394,100,369,-0.30737007,0.3982904,82.797295,[ 0.933  0.399  0.868  0.296 -1.448]
37000,0.07078481,-6.3323973e-06,0.00045021749,6.4856644,64.47815,-4.275566,4.147506,2.552988,9.085035,0.3760227,0.00903043,1.9934734,1961.1518654823303,0.04147506,609348,-108.01110958413918,16.37,0.9030429,0.0067027016,0.04502175,100,370,-0.21619517,0.6702702,50.1637,[ 0.933  0.403  0.871  0.294 -1.448]
37100,-0.22481012,1.0604858e-05,0.01,6.7446213,100.0,-4.260742,1.0,2.4429934,6.0285015,1.0587275e-05,0.010000002,1.0,1965.6064069271088,0.01,610956,-107.53514018807208,16.08,1.0,1.8626451e-09,1.0,100,371,-0.22481012,,100.0,[ 0.927  0.395  0.862  0.279 -1.45 ]
37200,0.45000538,-2.2888183e-07,0.00032666104,6.832985,34.693024,-3.941002,8.063154,2.5888054,55.630875,0.92179316,0.010758148,4.2905693,1969.3857021331787,0.08063154,612558,-107.79831779115705,16.02,1.0758148,0.014760339,0.032666106,100,372,-0.22776642,1.4760338,23.30693,[ 0.927  0.395  0.862  0.279 -1.45 ]
37300,-0.13778439,9.918213e-07,0.003375095,7.8991776,85.690254,-3.7701797,3.1367247,2.3161151,6.560725,0.14612123,0.009919966,1.1625903,1973.355821609497,0.031367246,614148,-108.17058641671788,15.9,0.9919966,0.0040537817,0.3375095,100,373,-0.26330495,0.4053782,86.014824,[ 0.923  0.385  0.854  0.284 -1.45 ]
37400,-0.28285262,-3.2806397e-06,0.009999938,8.485519,100.00001,-3.9794235,1.0000092,2.5735912,6.6902785,-1.9595027e-06,0.010000002,1.0,1977.1713528633118,0.010000092,615749,-107.67855214554464,16.01,1.0000002,2.985132e-08,0.99999386,100,374,-0.28285396,2.9836278e-06,100.0,[ 0.922  0.381  0.851  0.285 -1.45 ]
37500,-0.22374596,1.9836425e-06,0.009996423,6.7136307,100.00001,-3.6816406,1.000393,2.2802022,5.252202,4.1738153e-05,0.010000223,1.0,1980.751507282257,0.01000393,617383,-108.41197505862081,16.34,1.0000224,1.379362e-06,0.99964225,100,375,-0.22378571,0.00013794086,100.0,[ 0.922  0.381  0.851  0.285 -1.45 ]
37600,1.3226248,9.384155e-06,3.7125617e-05,7.0610504,16.989481,-4.108589,17.60113,2.3808985,129.48276,2.1261067,0.010186714,11.653494,1985.0444962978363,0.1760113,619046,-108.55690473820823,16.63,1.0186713,0.022516998,0.003712562,100,376,-0.23535901,2.2517,8.581118,[ 0.922  0.381  0.851  0.285 -1.45 ]
37700,14.834334,4.196167e-06,2.8115904e-08,7.8895874,1.1485276,-4.144829,915.74805,2.4477203,55421.16,23.428568,0.09818243,1067.9432,1990.551742553711,9.15748,620646,-108.09048539748945,16.0,9.818243,0.9108662,2.8115905e-06,100,377,-0.2629821,91.086624,0.093637936,[ 0.922  0.382  0.887  0.294 -1.452]
37800,-0.26298845,-1.0528564e-05,0.009999212,7.88958,100.00001,-3.8826828,1.0000931,2.4693244,6.159108,-2.4437904e-06,0.009999991,1.0,1996.3281569480896,0.010000931,622226,-107.8284883195619,15.8,0.9999991,3.045668e-07,0.9999212,100,378,-0.26299655,3.0453504e-05,100.0,[ 0.953  0.419  0.864  0.323 -1.457]
37900,-0.26112837,1.6784668e-06,0.01,7.8339005,100.0,-4.2516556,1.0,3.0120265,9.163943,1.66893e-06,0.010000002,1.0,2000.3900136947632,0.01,623893,-108.5168029170805,16.67,1.0,1.8626451e-09,1.0,100,379,-0.26112837,,100.0,[ 0.953  0.419  0.864  0.323 -1.457]
38000,-0.19153543,4.196167e-06,0.0022494046,8.548866,75.58375,-4.5254517,3.2976222,2.6131048,6.1685286,0.14170249,0.009841586,1.3675218,2003.595701932907,0.03297622,625554,-107.99509743092216,16.61,0.98415864,0.005593586,0.22494046,100,380,-0.28495803,0.55935854,73.12498,[ 0.953  0.419  0.864  0.323 -1.457]
38100,-0.18416628,4.196167e-06,0.003113449,8.24469,85.54402,-5.096588,2.2244878,2.9269822,11.67387,0.120469935,0.009786896,1.2287314,2007.876847743988,0.022244878,627233,-107.71649761985535,16.79,0.97868955,0.004023221,0.31134492,100,381,-0.27481884,0.40232205,81.38475,[ 0.955  0.424  0.868  0.32  -1.457]
38200,-0.28563812,-1.0681152e-05,0.009999939,8.568832,100.0,-4.3251495,1.0000082,2.748913,7.632865,-1.0371208e-05,0.010000003,1.0,2012.0058526992798,0.010000082,628889,-107.79757903874076,16.56,1.0000004,2.6561477e-08,0.9999939,100,382,-0.28563842,2.6593025e-06,100.0,[ 0.957  0.429  0.868  0.318 -1.457]
38300,2.1388197,-6.942749e-06,2.6570274e-06,8.183456,4.0809474,-4.4822464,62.235,2.9648643,2042.1757,3.7057781,0.012737929,32.997715,2016.8649063110352,0.62235,630544,-107.96061220480739,16.55,1.2737929,0.061754808,0.00026570275,100,383,-0.27278885,6.175481,3.0305128,[ 0.957  0.429  0.868  0.318 -1.457]
38400,-0.017808408,7.6293946e-07,0.003695858,7.5939026,87.04308,-3.8216705,2.6745243,2.5980482,9.081993,0.25810134,0.010159464,1.1880825,2023.3236668109894,0.026745243,632143,-107.94547305177878,15.99,1.0159464,0.003919712,0.3695858,100,384,-0.2531293,0.3919712,84.16924,[ 0.946  0.423  0.886  0.294 -1.467]
38500,-0.08121626,-7.095337e-06,0.0015943265,8.304634,79.67745,-3.2894058,2.4655344,2.6271572,7.607918,0.23977347,0.009059212,1.3445709,2027.4759631156921,0.024655344,633734,-107.90808684073875,15.91,0.90592116,0.0045752157,0.15943265,100,385,-0.27682823,0.4575216,74.37317,[ 0.943  0.423  0.883  0.285 -1.469]
38600,0.336258,-4.5013426e-06,0.0002006613,7.2246094,40.86171,-4.242531,8.410971,2.8699174,45.729958,0.805663,0.0110430075,3.7993493,2033.1576073169708,0.08410971,635357,-108.16590283221254,16.23,1.1043007,0.013285058,0.02006613,100,386,-0.24082482,1.3285058,26.320297,[ 0.949  0.431  0.883  0.289 -1.471]
38700,0.34233052,-4.196167e-06,2.7679813e-05,6.2655334,36.277355,-3.967926,11.776207,2.4741757,48.11542,0.7068076,0.010812717,3.0455585,2039.5006670951843,0.11776207,636997,-108.5216313214858,16.4,1.0812716,0.014330585,0.0027679813,100,387,-0.20885535,1.4330585,32.8347,[ 0.944  0.427  0.863  0.287 -1.473]
38800,52.623474,1.3732911e-06,7.5132816e-09,6.6057434,1.036514,-4.6974716,2105.9885,2.6884987,569831.9,75.84518,0.2144168,11122.112,2045.6486542224884,21.059885,638662,-107.91919684665038,16.65,21.441677,2.095119,7.513282e-07,100,388,-0.22019008,209.51189,0.008991098,[ 0.933  0.42   0.885  0.279 -1.48 ]
38900,0.13786638,-3.0517579e-06,0.0006646975,7.8742447,61.856266,-3.7083435,5.469421,2.5915534,24.355343,0.49710566,0.008774216,1.8732352,2053.2695875167847,0.05469421,640284,-108.37148073933128,16.22,0.87742156,0.006890139,0.06646975,100,389,-0.26247787,0.68901396,53.38358,[ 0.928  0.439  0.934  0.286 -1.487]
39000,-0.038812146,2.0599366e-06,0.0017600397,5.5708466,73.48606,-3.9937592,3.1700974,2.2329452,5.8071632,0.18486345,0.008753139,1.4508995,2059.2359385490417,0.031700972,641854,-107.79926324604689,15.7,0.87531394,0.005257733,0.17600398,100,390,-0.18569283,0.52577335,68.92276,[ 0.92   0.43   0.94   0.27  -1.488]
39100,-0.2963045,-4.7302246e-06,0.01,8.888992,100.0,-3.8955383,1.0,2.3556259,5.6050234,-4.734844e-06,0.010000002,1.0,2064.7588634490967,0.01,643474,-108.27419275306272,16.2,1.0,1.8626451e-09,1.0,100,391,-0.2963045,,100.0,[ 0.917  0.425  0.933  0.267 -1.488]
39200,2.6629376,3.0517577e-07,1.152806e-05,8.758293,3.660692,-4.414177,78.34171,2.6905043,2402.8586,4.4717984,0.015211328,38.389626,2069.6414642333984,0.7834171,645111,-108.02504778288511,16.37,1.5211328,0.078034624,0.001152806,100,392,-0.29194286,7.8034616,2.6048703,[ 0.917  0.425  0.933  0.267 -1.488]
39300,-0.26859874,-3.0517577e-07,0.01,8.057953,100.0,-3.88694,1.0,2.5757036,6.701262,-2.9057264e-07,0.010000002,1.0,2075.8686952590942,0.01,646750,-107.97481170952949,16.39,1.0,1.8626451e-09,1.0,100,393,-0.26859874,,100.0,[ 0.911  0.431  0.948  0.251 -1.485]
39400,0.31791645,4.272461e-06,0.00029188572,7.9065857,36.684486,-4.235695,12.204717,2.7026443,37.465424,0.82739496,0.011024923,3.7369413,2080.356249332428,0.12204716,648398,-108.02522026433626,16.48,1.1024923,0.01448403,0.029188573,100,394,-0.2635486,1.4484029,26.759853,[ 0.911  0.431  0.948  0.251 -1.485]
39500,-0.24295151,-5.1116945e-06,0.01,7.288391,100.0,-4.5256805,1.0,2.835226,8.119703,-5.118549e-06,0.010000002,1.0,2086.711632490158,0.01,650040,-107.93785188071061,16.42,1.0,1.8626451e-09,1.0,100,395,-0.24295151,,100.0,[ 0.904  0.436  0.925  0.226 -1.494]
39600,0.5339708,-7.6293946e-07,6.885652e-05,8.375214,33.250854,-4.412628,10.921642,3.1192074,93.36719,1.0415673,0.011779354,3.3058872,2090.846190214157,0.10921642,651674,-107.55097846782611,16.34,1.1779354,0.016689481,0.0068856524,100,396,-0.27917454,1.6689482,30.249065,[ 0.904  0.436  0.925  0.226 -1.494]
