eRenyi2,Delta,MaxNormIw,MinNormIw,VarRet,AvgVanillaIw,AvgEpLen,Bound,MaxVanillaIw,VarDiscRet,VarNormIw,J,AvgDiscRet,VanillaAvgRet,VarVanillaIw,VarJ,MinVanillaIw,EpsThisIter,ESSRenyi,IterType,BatchSize,AvgNormIw,AvgRet,ESSClassic
1.0,0.6,0.00333333,0.00333333,631.78113983,1.0,33.16,-7.56005,1.0,631.78113983,5.43914e-20,-2.75513,-1.1592020997,-1.1592020997,,35.8754,1.0,100,500.0,2,500,0.00333333,-1.1592020997,299.999969474
1.0,0.6,0.0025,0.0025,1216.32894122,1.0,50.96,-3.60116,1.0,1216.32894122,5.4346e-20,0.560027,10.5054844593,10.5054844593,,36.0457,1.0,100,500.0,2,500,0.0025,10.5054844593,400.0
1.08337,0.6,0.0833125,8.95377e-08,269.696498591,3353.6,36.94,84.7818,139698.0,269.696498591,0.000162909,88.6557,-6.30234667331,-6.30234667331,4.58045e+08,0.125311,0.150137,100,461.521685381,1,500,0.002,-6.30234667331,12.0060095906
1.0,0.6,0.01,0.01,452.370289344,1.0,39.94,-4.66551,1.0,452.370289344,3.50449e-18,-1.00101,-1.00101479815,-1.00101479815,,21.1624,1.0,100,500.0,2,500,0.01,-1.00101479815,100.0
1.0,0.6,0.005,0.005,1417.2655754,1.0,52.48,-3.44243,1.0,1417.2655754,2.1793e-19,1.66985,4.34072362374,4.34072362374,,30.5386,1.0,100,500.0,2,500,0.005,4.34072362374,200.000000102
1.0,0.6,0.00333333,0.00333333,278.345709749,1.0,39.24,0.755704,1.0,278.345709749,5.43914e-20,4.92987,11.4498995655,11.4498995655,,27.108,1.0,100,500.0,2,500,0.00333333,11.4498995655,299.999969474
1.0,0.6,0.0025,0.0025,1862.10438875,1.0,57.96,4.43762,1.0,1862.10438875,5.4346e-20,9.0995,21.608402027,21.608402027,,32.6215,1.0,100,500.0,2,500,0.0025,21.608402027,400.0
1.11304,0.6,0.0999894,3.99734e-08,1847.2209998,7924.06,60.34,109.784,396161.0,1847.2209998,0.00019635,114.183,15.8178632996,15.8178632996,3.08224e+09,0.0643176,0.158376,100,449.218529939,1,500,0.002,15.8178632996,10.0021204797
1.0,0.6,0.01,0.01,1943.47823101,1.0,45.1,10.2923,1.0,1943.47823101,3.50449e-18,19.077,19.076984512,19.076984512,,43.8639,1.0,100,500.0,2,500,0.01,19.076984512,100.0
1.0,0.6,0.005,0.005,1887.61506285,1.0,39.34,12.7651,1.0,1887.61506285,2.1793e-19,20.757,22.4369395982,22.4369395982,,43.58,1.0,100,500.0,2,500,0.005,22.4369395982,200.000000102
1.0,0.6,0.00333333,0.00333333,4957.90037611,1.0,63.8,7.69271,1.0,4957.90037611,5.43914e-20,14.2181,1.14027539462,1.14027539462,,54.6604,1.0,100,500.0,2,500,0.00333333,1.14027539462,299.999969474
1.0,0.6,0.0025,0.0025,2837.092152,1.0,56.56,5.07332,1.0,2837.092152,5.4346e-20,10.7244,0.243557023148,0.243557023148,,54.5859,1.0,100,500.0,2,500,0.0025,0.243557023148,400.0
1.08475,0.6,0.0833197,1.10434e-07,183.768110054,4401.39,29.46,133.14,183361.0,183.768110054,0.000162938,138.405,-3.02717653592,-3.02717653592,7.89118e+08,0.12321,0.243031,100,460.937600452,1,500,0.002,-3.02717653592,12.0039279844
1.0,0.6,0.01,0.01,934.673024523,1.0,40.5,-14.0365,1.0,934.673024523,3.50449e-18,-6.53665,-6.53665171709,-6.53665171709,,30.4192,1.0,100,500.0,2,500,0.01,-6.53665171709,100.0
1.0,0.6,0.005,0.005,173.765497418,1.0,37.9,-10.4471,1.0,173.765497418,2.1793e-19,-5.14387,-3.7510903287,-3.7510903287,,23.4652,1.0,100,500.0,2,500,0.005,-3.7510903287,200.000000102
1.0,0.6,0.00333333,0.00333333,1462.10059573,1.0,100.9,-14.704,1.0,1462.10059573,5.43914e-20,-9.35089,-17.764920696,-17.764920696,,29.7484,1.0,100,500.0,2,500,0.00333333,-17.764920696,299.999969474
1.0,0.6,0.0025,0.0025,606.174132901,1.0,45.16,-12.5951,1.0,606.174132901,5.4346e-20,-7.95924,-3.78428404326,-3.78428404326,,28.628,1.0,100,500.0,2,500,0.0025,-3.78428404326,400.0
1.09518,0.6,0.0999676,1.74515e-08,583.274947646,2712.5,38.0,44.0741,135581.0,583.274947646,0.000196263,48.4134,6.37345609594,6.37345609594,3.61008e+08,0.10131,0.0236686,100,456.545245754,1,500,0.002,6.37345609594,10.0064808302
1.0,0.6,0.01,0.01,946.139071348,1.0,44.44,-13.9444,1.0,946.139071348,3.50449e-18,-8.23467,-8.23467419353,-8.23467419353,,30.6052,1.0,100,500.0,2,500,0.01,-8.23467419353,100.0
1.0,0.6,0.005,0.005,1049.67031394,1.0,46.42,-1.14206,1.0,1049.67031394,2.1793e-19,4.94742,18.129519477,18.129519477,,34.0836,1.0,100,500.0,2,500,0.005,18.129519477,200.000000102
1.0,0.6,0.00333333,0.00333333,1037.9080249,1.0,55.7,-1.07291,1.0,1037.9080249,5.43914e-20,3.89913,1.80254380069,1.80254380069,,33.454,1.0,100,500.0,2,500,0.00333333,1.80254380069,299.999969474
1.0,0.6,0.0025,0.0025,713.544104843,1.0,94.74,-4.80927,1.0,713.544104843,5.4346e-20,-0.503358,-13.7108211797,-13.7108211797,,32.7738,1.0,100,500.0,2,500,0.0025,-13.7108211797,400.0
1.09778,0.6,0.0999906,4.56944e-08,1673.31867638,7504.15,53.38,101.428,375172.0,1673.31867638,0.000196355,105.463,-10.7335253613,-10.7335253613,2.7643e+09,0.0682422,0.171449,100,455.465609246,1,500,0.002,-10.7335253613,10.0018807045
1.0,0.6,0.01,0.01,1760.45294699,1.0,38.84,-21.2131,1.0,1760.45294699,3.50449e-18,-11.6853,-11.6852702685,-11.6852702685,,41.7474,1.0,100,500.0,2,500,0.01,-11.6852702685,100.0
1.0,0.6,0.005,0.005,597.041678415,1.0,38.98,-10.7324,1.0,597.041678415,2.1793e-19,-3.99523,3.69481855354,3.69481855354,,35.0157,1.0,100,500.0,2,500,0.005,3.69481855354,200.000000102
1.0,0.6,0.00333333,0.00333333,714.84144924,1.0,43.4,-3.80656,1.0,714.84144924,5.43914e-20,1.69433,13.0734404808,13.0734404808,,33.4371,1.0,100,500.0,2,500,0.00333333,13.0734404808,299.999969474
1.0,0.6,0.0025,0.0025,171.4872062,1.0,36.54,-3.10705,1.0,171.4872062,5.4346e-20,1.65686,1.54445497849,1.54445497849,,29.6812,1.0,100,500.0,2,500,0.0025,1.54445497849,400.0
1.08193,0.6,0.0999798,3.43628e-08,1426.20557875,3754.82,46.28,97.9526,187703.0,1426.20557875,0.000196312,102.385,14.6712527737,14.6712527737,6.91935e+08,0.134234,0.064513,100,462.13714011,1,500,0.002,14.6712527737,10.0040411789
1.0,0.6,0.01,0.01,834.090285339,1.0,42.52,-14.2487,1.0,834.090285339,3.50449e-18,-9.61124,-9.61124192195,-9.61124192195,,28.7359,1.0,100,500.0,2,500,0.01,-9.61124192195,100.0
1.0,0.6,0.005,0.005,500.863948402,1.0,37.0,-8.73682,1.0,500.863948402,2.1793e-19,-5.45762,-1.30399549699,-1.30399549699,,26.0395,1.0,100,500.0,2,500,0.005,-1.30399549699,200.000000102
1.0,0.6,0.00333333,0.00333333,47.571733724,1.0,25.46,-6.56237,1.0,47.571733724,5.43914e-20,-3.88492,-0.739510297752,-0.739510297752,,21.7413,1.0,100,500.0,2,500,0.00333333,-0.739510297752,299.999969474
1.0,0.6,0.0025,0.0025,5773.38466054,1.0,93.62,-19.0855,1.0,5773.38466054,5.4346e-20,-9.87486,-27.8446976585,-27.8446976585,,43.4863,1.0,100,500.0,2,500,0.0025,-27.8446976585,400.0
1.09009,0.6,0.083308,1.81532e-08,1073.64089157,2567.53,43.9,73.699,106948.0,1073.64089157,0.000162891,82.3003,24.9383019576,24.9383019576,2.68453e+08,0.146933,0.0233044,100,458.678561262,1,500,0.002,24.9383019576,12.0072978949
1.0,0.6,0.01,0.01,1980.44693081,1.0,55.08,2.75371,1.0,1980.44693081,3.50449e-18,12.5531,12.5531031644,12.5531031644,,44.2791,1.0,100,500.0,2,500,0.01,12.5531031644,100.0
1.0,0.6,0.005,0.005,675.125822832,1.0,48.1,4.25126,1.0,675.125822832,2.1793e-19,11.1805,9.80785357319,9.80785357319,,36.2821,1.0,100,500.0,2,500,0.005,9.80785357319,200.000000102
1.0,0.6,0.00333333,0.00333333,507.678163813,1.0,30.12,-0.131848,1.0,507.678163813,5.43914e-20,5.52583,-5.78345708752,-5.78345708752,,33.3028,1.0,100,500.0,2,500,0.00333333,-5.78345708752,299.999969474
1.0,0.6,0.0025,0.0025,883.425865316,1.0,41.28,-1.6201,1.0,883.425865316,5.4346e-20,3.27959,-3.45912012001,-3.45912012001,,32.6434,1.0,100,500.0,2,500,0.0025,-3.45912012001,400.0
1.08198,0.6,0.0833176,2.18804e-07,580.522573066,3934.02,40.26,115.437,163887.0,580.522573066,0.000162929,119.996,9.60690163223,9.60690163223,6.30396e+08,0.142991,0.43039,100,462.116976974,1,500,0.002,9.60690163223,12.0045414469
1.0,0.6,0.01,0.01,709.135898733,1.0,52.84,-16.5774,1.0,709.135898733,3.50449e-18,-11.1237,-11.1236916187,-11.1236916187,,26.4961,1.0,100,500.0,2,500,0.01,-11.1236916187,100.0
1.0,0.6,0.005,0.005,345.016779022,1.0,36.12,-7.68979,1.0,345.016779022,2.1793e-19,-3.83347,3.45674725391,3.45674725391,,23.9782,1.0,100,500.0,2,500,0.005,3.45674725391,200.000000102
1.0,0.6,0.00333333,0.00333333,574.307798846,1.0,44.22,-5.18606,1.0,574.307798846,5.43914e-20,-2.03738,1.55479962142,1.55479962142,,24.0681,1.0,100,500.0,2,500,0.00333333,1.55479962142,299.999969474
1.0,0.6,0.0025,0.0025,3992.46857918,1.0,153.4,-18.3011,1.0,3992.46857918,5.4346e-20,-10.5759,-36.1914325806,-36.1914325806,,40.5131,1.0,100,500.0,2,500,0.0025,-36.1914325806,400.0
1.09452,0.6,0.0832953,5.20213e-09,1088.53792437,1853.06,44.58,40.8235,77175.6,1088.53792437,0.00016284,48.0523,-9.87167729172,-9.87167729172,1.39791e+08,0.133924,0.00481993,100,456.821017559,1,500,0.002,-9.87167729172,12.0109649863
1.0,0.6,0.01,0.01,956.270655357,1.0,59.58,-19.3617,1.0,956.270655357,3.50449e-18,-13.8344,-13.8343657704,-13.8343657704,,30.7686,1.0,100,500.0,2,500,0.01,-13.8343657704,100.0
1.0,0.6,0.005,0.005,486.458865843,1.0,41.64,-5.08539,1.0,486.458865843,2.1793e-19,-1.17698,11.4803983588,11.4803983588,,29.5696,1.0,100,500.0,2,500,0.005,11.4803983588,200.000000102
1.0,0.6,0.00333333,0.00333333,613.054185544,1.0,45.64,-4.71644,1.0,613.054185544,5.43914e-20,-1.52524,-2.22175853148,-2.22175853148,,28.026,1.0,100,500.0,2,500,0.00333333,-2.22175853148,299.999969474
1.0,0.6,0.0025,0.0025,5934.19017979,1.0,111.06,-12.3803,1.0,5934.19017979,5.4346e-20,-5.15626,-16.0493198338,-16.0493198338,,45.7969,1.0,100,500.0,2,500,0.0025,-16.0493198338,400.0
1.10147,0.6,0.0999857,1.28613e-08,1818.14141911,5837.69,86.54,125.649,291843.0,1818.14141911,0.000196336,132.43,17.5341246182,17.5341246182,1.67271e+09,0.121416,0.0375401,100,453.938142045,1,500,0.002,17.5341246182,10.0028560298
1.0,0.6,0.01,0.01,652.525799653,1.0,39.84,6.72223,1.0,652.525799653,3.50449e-18,11.5777,11.5777133621,11.5777133621,,25.4165,1.0,100,500.0,2,500,0.01,11.5777133621,100.0
1.0,0.6,0.005,0.005,323.504645603,1.0,39.42,8.70223,1.0,323.504645603,2.1793e-19,12.1356,12.6934287804,12.6934287804,,21.9874,1.0,100,500.0,2,500,0.005,12.6934287804,200.000000102
1.0,0.6,0.00333333,0.00333333,745.764429542,1.0,40.14,5.66113,1.0,745.764429542,5.43914e-20,8.94234,2.55588541945,2.55588541945,,24.2651,1.0,100,500.0,2,500,0.00333333,2.55588541945,299.999969474
1.0,0.6,0.0025,0.0025,226.032643447,1.0,38.18,8.00449,1.0,226.032643447,5.4346e-20,10.8461,16.5574256046,16.5574256046,,22.548,1.0,100,500.0,2,500,0.0025,16.5574256046,400.0
1.10773,0.6,0.0833232,5.30109e-08,547.75766475,6259.82,55.34,66.9241,260794.0,547.75766475,0.000162952,69.5992,4.48180525885,4.48180525885,1.59633e+09,0.0390839,0.165919,100,451.373371289,1,500,0.002,4.48180525885,12.0029291392
1.0,0.6,0.01,0.01,76.2620233156,1.0,34.14,-4.12691,1.0,76.2620233156,3.50449e-18,-2.95678,-2.9567805746,-2.9567805746,,8.68904,1.0,100,500.0,2,500,0.01,-2.9567805746,100.0
1.0,0.6,0.005,0.005,425.95535256,1.0,35.26,0.921683,1.0,425.95535256,2.1793e-19,3.54656,10.0499004846,10.0499004846,,17.0555,1.0,100,500.0,2,500,0.005,10.0499004846,200.000000102
1.0,0.6,0.00333333,0.00333333,452.378838493,1.0,43.18,-5.3422,1.0,452.378838493,5.43914e-20,-2.8429,-15.6218229735,-15.6218229735,,20.6122,1.0,100,500.0,2,500,0.00333333,-15.6218229735,299.999969474
1.0,0.6,0.0025,0.0025,542.314027007,1.0,49.68,-1.72925,1.0,542.314027007,5.4346e-20,1.04429,12.705876651,12.705876651,,22.3204,1.0,100,500.0,2,500,0.0025,12.705876651,400.0
1.09223,0.6,0.0999863,3.74035e-08,1214.69961006,6361.11,45.52,66.3715,318012.0,1214.69961006,0.000196338,69.0052,-4.80121656577,-4.80121656577,1.98614e+09,0.0553219,0.118964,100,457.779904373,1,500,0.002,-4.80121656577,10.0027479031
1.0,0.6,0.01,0.01,1520.1078785,1.0,51.46,-8.95625,1.0,1520.1078785,3.50449e-18,-2.26694,-2.26693479975,-2.26693479975,,38.7931,1.0,100,500.0,2,500,0.01,-2.26693479975,100.0
1.0,0.6,0.005,0.005,177.988904366,1.0,36.7,-5.85517,1.0,177.988904366,2.1793e-19,-1.12511,0.0167194580541,0.0167194580541,,29.0149,1.0,100,500.0,2,500,0.005,0.0167194580541,200.000000102
1.0,0.6,0.00333333,0.00333333,1003.87095569,1.0,43.04,-3.46449,1.0,1003.87095569,5.43914e-20,0.397593,3.4429936345,3.4429936345,,29.9526,1.0,100,500.0,2,500,0.00333333,3.4429936345,299.999969474
1.0,0.6,0.0025,0.0025,71.6738486425,1.0,31.04,-3.49339,1.0,71.6738486425,5.4346e-20,-0.148729,-1.7876927137,-1.7876927137,,26.2964,1.0,100,500.0,2,500,0.0025,-1.7876927137,400.0
1.07382,0.6,0.0999337,8.40034e-08,1063.45100781,1232.19,45.74,98.8883,61568.8,1063.45100781,0.000196127,102.78,11.5349787053,11.5349787053,7.44449e+07,0.428981,0.0517542,100,465.627750379,1,500,0.002,11.5349787053,10.0132785256
1.0,0.6,0.01,0.01,2247.43196032,1.0,53.48,3.67717,1.0,2247.43196032,3.50449e-18,10.6536,10.6535579933,10.6535579933,,47.1695,1.0,100,500.0,2,500,0.01,10.6535579933,100.0
1.0,0.6,0.005,0.005,397.49084784,1.0,48.34,0.820351,1.0,397.49084784,2.1793e-19,5.7534,0.853245761344,0.853245761344,,36.5137,1.0,100,500.0,2,500,0.005,0.853245761344,200.000000102
1.0,0.6,0.00333333,0.00333333,483.191021038,1.0,45.74,0.8949,1.0,483.191021038,5.43914e-20,4.92272,3.26134896625,3.26134896625,,32.3985,1.0,100,500.0,2,500,0.00333333,3.26134896625,299.999969474
1.0,0.6,0.0025,0.0025,1173.69276952,1.0,38.42,3.35894,1.0,1173.69276952,5.4346e-20,6.84713,12.6203672903,12.6203672903,,32.9977,1.0,100,500.0,2,500,0.0025,12.6203672903,400.0
1.07677,0.6,0.099961,8.94349e-08,130.688360668,2048.75,45.24,76.0967,102397.0,130.688360668,0.000196236,79.3342,-9.11822481724,-9.11822481724,2.05918e+08,0.189793,0.0916146,100,464.353129019,1,500,0.002,-9.11822481724,10.0078087429
1.0,0.6,0.01,0.01,1487.92463524,1.0,60.52,4.20228,1.0,1487.92463524,3.50449e-18,13.3202,13.3201890923,13.3201890923,,38.3803,1.0,100,500.0,2,500,0.01,13.3201890923,100.0
1.0,0.6,0.005,0.005,1435.15171439,1.0,44.86,-0.429013,1.0,1435.15171439,2.1793e-19,6.01832,-1.28354757143,-1.28354757143,,38.7329,1.0,100,500.0,2,500,0.005,-1.28354757143,200.000000102
1.0,0.6,0.00333333,0.00333333,71.1205921405,1.0,35.8,-3.58519,1.0,71.1205921405,5.43914e-20,1.67904,-6.99953720092,-6.99953720092,,32.5774,1.0,100,500.0,2,500,0.00333333,-6.99953720092,299.999969474
1.0,0.6,0.0025,0.0025,200.58427322,1.0,35.08,-3.5728,1.0,200.58427322,5.4346e-20,0.986156,-1.092481286,-1.092481286,,29.1041,1.0,100,500.0,2,500,0.0025,-1.092481286,400.0
1.07929,0.6,0.0833055,1.11728e-07,747.841508205,2118.86,45.6,107.396,88256.1,747.841508205,0.000162881,111.632,-6.45946262477,-6.45946262477,1.82816e+08,0.252974,0.118368,100,463.267709234,1,500,0.002,-6.45946262477,12.0080296877
1.0,0.6,0.01,0.01,845.495030864,1.0,48.38,-9.54787,1.0,845.495030864,3.50449e-18,-3.65709,-3.65708682352,-3.65708682352,,28.9316,1.0,100,500.0,2,500,0.01,-3.65708682352,100.0
1.0,0.6,0.005,0.005,801.22507137,1.0,48.52,-7.66998,1.0,801.22507137,2.1793e-19,-3.50456,-3.35204219819,-3.35204219819,,28.5508,1.0,100,500.0,2,500,0.005,-3.35204219819,200.000000102
1.0,0.6,0.00333333,0.00333333,1214.00384239,1.0,50.46,-13.1637,1.0,1214.00384239,5.43914e-20,-8.55011,-18.6411890195,-18.6411890195,,31.5431,1.0,100,500.0,2,500,0.00333333,-18.6411890195,299.999969474
1.0,0.6,0.0025,0.0025,1007.77407365,1.0,45.34,-11.0943,1.0,1007.77407365,5.4346e-20,-7.09873,-2.74459815552,-2.74459815552,,31.6539,1.0,100,500.0,2,500,0.0025,-2.74459815552,400.0
1.09079,0.6,0.0833189,6.63561e-08,1689.3315279,4529.24,69.56,118.983,188686.0,1689.3315279,0.000162935,123.701,21.2908090077,21.2908090077,8.35613e+08,0.133493,0.150271,100,458.384762183,1,500,0.002,21.2908090077,12.0041559783
1.0,0.6,0.01,0.01,684.870464526,1.0,44.18,-18.8133,1.0,684.870464526,3.50449e-18,-12.7335,-12.7334959818,-12.7334959818,,26.0389,1.0,100,500.0,2,500,0.01,-12.7334959818,100.0
1.0,0.6,0.005,0.005,856.846304605,1.0,55.18,-8.84859,1.0,856.846304605,2.1793e-19,-4.54951,3.63447564287,3.63447564287,,28.8119,1.0,100,500.0,2,500,0.005,3.63447564287,200.000000102
1.0,0.6,0.00333333,0.00333333,1182.17527225,1.0,48.58,-0.508597,1.0,1182.17527225,5.43914e-20,3.97848,21.034474036,21.034474036,,32.9998,1.0,100,500.0,2,500,0.00333333,21.034474036,299.999969474
1.0,0.6,0.0025,0.0025,571.239074268,1.0,38.8,-1.50778,1.0,571.239074268,5.4346e-20,2.37815,-2.4228597729,-2.4228597729,,31.0774,1.0,100,500.0,2,500,0.0025,-2.4228597729,400.0
1.0767,0.6,0.0833168,1.73614e-07,616.540055815,3719.97,50.82,91.5608,154968.0,616.540055815,0.000162926,95.1674,-9.57657079946,-9.57657079946,5.63651e+08,0.117746,0.322919,100,464.381714031,1,500,0.002,-9.57657079946,12.0047657553
1.0,0.6,0.01,0.01,186.225751624,1.0,38.38,0.444857,1.0,186.225751624,3.50449e-18,3.32624,3.32623547509,3.32623547509,,13.5781,1.0,100,500.0,2,500,0.01,3.32623547509,100.0
1.0,0.6,0.005,0.005,965.645757547,1.0,42.3,-6.59004,1.0,965.645757547,2.1793e-19,-2.20602,-7.73826782651,-7.73826782651,,24.5109,1.0,100,500.0,2,500,0.005,-7.73826782651,200.000000102
1.0,0.6,0.00333333,0.00333333,594.710943906,1.0,38.2,-3.03947,1.0,594.710943906,5.43914e-20,0.540074,6.03225412761,6.03225412761,,24.7358,1.0,100,500.0,2,500,0.00333333,6.03225412761,299.999969474
1.0,0.6,0.0025,0.0025,336.945005701,1.0,49.02,-4.74476,1.0,336.945005701,5.4346e-20,-1.64479,-8.19937151645,-8.19937151645,,23.5925,1.0,100,500.0,2,500,0.0025,-8.19937151645,400.0
1.10539,0.6,0.0833217,1.3429e-08,1863.36302588,6337.96,52.84,53.7174,264045.0,1863.36302588,0.000162946,58.1209,-8.83957642828,-8.83957642828,1.63638e+09,0.0467925,0.0425564,100,452.327012825,1,500,0.002,-8.83957642828,12.0033391749
1.0,0.6,0.01,0.01,2565.51458503,1.0,73.92,-14.4164,1.0,2565.51458503,3.50449e-18,-3.51777,-3.5177742871,-3.5177742871,,50.397,1.0,100,500.0,2,500,0.01,-3.5177742871,100.0
1.0,0.6,0.005,0.005,2881.61775617,1.0,44.94,-18.5309,1.0,2881.61775617,2.1793e-19,-10.8244,-18.1309827865,-18.1309827865,,52.4377,1.0,100,500.0,2,500,0.005,-18.1309827865,200.000000102
1.0,0.6,0.00333333,0.00333333,440.856360829,1.0,38.86,-13.3194,1.0,440.856360829,5.43914e-20,-7.02709,0.567483907419,0.567483907419,,44.8048,1.0,100,500.0,2,500,0.00333333,0.567483907419,299.999969474
1.0,0.6,0.0025,0.0025,2250.59990672,1.0,58.98,-10.5029,1.0,2250.59990672,5.4346e-20,-5.05358,0.866972229261,0.866972229261,,45.5446,1.0,100,500.0,2,500,0.0025,0.866972229261,400.0
1.09291,0.6,0.0833118,3.56499e-08,1585.6524952,3254.72,37.06,91.0271,135578.0,1585.6524952,0.000162906,96.1225,22.6610608037,22.6610608037,4.31423e+08,0.127672,0.0580151,100,457.493891798,1,500,0.002,22.6610608037,12.0062124855
1.0,0.6,0.01,0.01,605.185992262,1.0,61.54,-4.63787,1.0,605.185992262,3.50449e-18,-0.0712017,-0.0712021282843,-0.0712021282843,,24.4772,1.0,100,500.0,2,500,0.01,-0.0712021282843,100.0
1.0,0.6,0.005,0.005,844.962378969,1.0,46.96,-1.82861,1.0,844.962378969,2.1793e-19,1.40051,2.87221970389,2.87221970389,,26.8326,1.0,100,500.0,2,500,0.005,2.87221970389,200.000000102
1.0,0.6,0.00333333,0.00333333,463.158968273,1.0,53.2,-0.629665,1.0,463.158968273,5.43914e-20,2.0069,3.21967934619,3.21967934619,,25.1708,1.0,100,500.0,2,500,0.00333333,3.21967934619,299.999969474
1.0,0.6,0.0025,0.0025,1012.34519904,1.0,52.42,-3.92806,1.0,1012.34519904,5.4346e-20,-0.928167,-9.73336731073,-9.73336731073,,27.4149,1.0,100,500.0,2,500,0.0025,-9.73336731073,400.0
1.10426,0.6,0.0833218,2.1455e-08,429.105267221,6032.37,39.08,48.9306,251314.0,429.105267221,0.000162946,51.7502,-8.37934069754,-8.37934069754,1.48238e+09,0.0377833,0.0647123,100,452.791830388,1,500,0.002,-8.37934069754,12.0033335717
1.0,0.6,0.01,0.01,1118.06775096,1.0,45.78,12.8214,1.0,1118.06775096,3.50449e-18,17.8763,17.8762734053,17.8762734053,,33.2699,1.0,100,500.0,2,500,0.01,17.8762734053,100.0
1.0,0.6,0.005,0.005,1047.257328,1.0,39.88,8.42812,1.0,1047.257328,2.1793e-19,12.6152,7.35417158144,7.35417158144,,33.1589,1.0,100,500.0,2,500,0.005,7.35417158144,200.000000102
1.0,0.6,0.00333333,0.00333333,148.811141552,1.0,31.3,7.37302,1.0,148.811141552,5.43914e-20,10.7918,7.14489610087,7.14489610087,,28.085,1.0,100,500.0,2,500,0.00333333,7.14489610087,299.999969474
1.0,0.6,0.0025,0.0025,389.283941563,1.0,38.68,2.41469,1.0,389.283941563,5.4346e-20,5.37542,-10.8736580285,-10.8736580285,,27.8556,1.0,100,500.0,2,500,0.0025,-10.8736580285,400.0
1.08696,0.6,0.0833213,5.72724e-08,668.401472859,5342.42,44.8,69.7534,222569.0,668.401472859,0.000162945,72.5143,-12.4866997693,-12.4866997693,1.16267e+09,0.0552451,0.152987,100,459.998596196,1,500,0.002,-12.4866997693,12.003452137
1.0,0.6,0.01,0.01,630.955716345,1.0,54.4,-9.41826,1.0,630.955716345,3.50449e-18,-4.33637,-4.33637161901,-4.33637161901,,24.9929,1.0,100,500.0,2,500,0.01,-4.33637161901,100.0
1.0,0.6,0.005,0.005,606.357613857,1.0,54.06,-7.85658,1.0,606.357613857,2.1793e-19,-4.26314,-4.18991244818,-4.18991244818,,24.7482,1.0,100,500.0,2,500,0.005,-4.18991244818,200.000000102
1.0,0.6,0.00333333,0.00333333,440.925347563,1.0,27.42,-2.85678,1.0,440.925347563,5.43914e-20,0.0772524,8.75803988536,8.75803988536,,24.3208,1.0,100,500.0,2,500,0.00333333,8.75803988536,299.999969474
1.0,0.6,0.0025,0.0025,589.328541681,1.0,38.96,1.68171,1.0,589.328541681,5.4346e-20,4.48776,17.7192973871,17.7192973871,,25.4527,1.0,100,500.0,2,500,0.0025,17.7192973871,400.0
1.10129,0.6,0.0833217,3.24125e-08,908.723448454,6248.71,55.1,66.0927,260327.0,908.723448454,0.000162946,68.7266,-5.75373499726,-5.75373499726,1.59061e+09,0.0488761,0.101268,100,454.012583918,1,500,0.002,-5.75373499726,12.003359152
1.0,0.6,0.01,0.01,691.007835758,1.0,46.96,11.1438,1.0,691.007835758,3.50449e-18,16.493,16.4930335782,16.4930335782,,26.1553,1.0,100,500.0,2,500,0.01,16.4930335782,100.0
1.0,0.6,0.005,0.005,1147.20777414,1.0,47.14,-0.906409,1.0,1147.20777414,2.1793e-19,3.79973,-8.89356927039,-8.89356927039,,32.7267,1.0,100,500.0,2,500,0.005,-8.89356927039,200.000000102
1.0,0.6,0.00333333,0.00333333,1575.39902918,1.0,37.62,-9.23028,1.0,1575.39902918,5.43914e-20,-3.87611,-19.2277914716,-19.2277914716,,36.7661,1.0,100,500.0,2,500,0.00333333,-19.2277914716,299.999969474
1.0,0.6,0.0025,0.0025,1911.22087781,1.0,48.08,-9.90822,1.0,1911.22087781,5.4346e-20,-5.27137,-9.45714152777,-9.45714152777,,38.6351,1.0,100,500.0,2,500,0.0025,-9.45714152777,400.0
1.08813,0.6,0.0833236,4.03991e-08,1100.40357079,7229.31,39.66,64.8637,301186.0,1100.40357079,0.000162954,69.1899,-9.75040725847,-9.75040725847,2.12911e+09,0.0481505,0.146029,100,459.503467663,1,500,0.002,-9.75040725847,12.0027982348
1.0,0.6,0.01,0.01,947.503081221,1.0,97.4,-2.5739,1.0,947.503081221,3.50449e-18,2.03666,2.03665804518,2.03665804518,,30.6272,1.0,100,500.0,2,500,0.01,2.03665804518,100.0
1.0,0.6,0.005,0.005,459.611481113,1.0,48.2,5.29727,1.0,459.611481113,2.1793e-19,8.55743,15.078194229,15.078194229,,27.1853,1.0,100,500.0,2,500,0.005,15.078194229,200.000000102
1.0,0.6,0.00333333,0.00333333,570.915799643,1.0,50.82,-0.578587,1.0,570.915799643,5.43914e-20,2.08332,-10.864898048,-10.864898048,,27.6573,1.0,100,500.0,2,500,0.00333333,-10.864898048,299.999969474
1.0,0.6,0.0025,0.0025,512.96444668,1.0,42.66,-0.630928,1.0,512.96444668,5.4346e-20,1.67435,0.447446312278,0.447446312278,,26.4793,1.0,100,500.0,2,500,0.0025,0.447446312278,400.0
1.09035,0.6,0.0833127,9.2737e-08,276.447312911,2791.74,39.92,54.3032,116294.0,276.447312911,0.00016291,56.4562,1.74767338442,1.74767338442,3.17423e+08,0.0739939,0.129449,100,458.570441931,1,500,0.002,1.74767338442,12.0059335197
