eRenyi2,Delta,MaxNormIw,MinNormIw,VarRet,AvgVanillaIw,AvgEpLen,Bound,MaxVanillaIw,VarDiscRet,VarNormIw,J,AvgDiscRet,VanillaAvgRet,VarVanillaIw,VarJ,MinVanillaIw,EpsThisIter,ESSRenyi,IterType,BatchSize,AvgNormIw,AvgRet,ESSClassic
1.0,0.6,0.00333333,0.00333333,3335.94413491,1.0,144.32,-6.03362,1.0,3335.94413491,5.43914e-20,0.82624,-0.862695702317,-0.862695702317,,36.4623,1.0,100,500.0,2,500,0.00333333,-0.862695702317,299.999969474
1.0,0.6,0.0025,0.0025,96.0349299174,1.0,46.74,-1.61196,1.0,96.0349299174,5.4346e-20,4.32885,14.8367017199,14.8367017199,,32.5223,1.0,100,500.0,2,500,0.0025,14.8367017199,400.0
1.07965,0.6,0.0999594,5.80646e-08,1073.7475479,2033.48,60.5,54.5506,101633.0,1073.7475479,0.00019623,60.0717,-10.9065363302,-10.9065363302,2.02854e+08,0.143714,0.0590366,100,463.110930326,1,500,0.002,-10.9065363302,10.0081205858
1.0,0.6,0.01,0.01,497.037741807,1.0,37.02,-13.3801,1.0,497.037741807,3.50449e-18,-9.15681,-9.15680635206,-9.15680635206,,22.1826,1.0,100,500.0,2,500,0.01,-9.15680635206,100.0
1.0,0.6,0.005,0.005,2129.39689167,1.0,91.52,-11.0519,1.0,2129.39689167,2.1793e-19,-4.59447,-0.0321340579441,-0.0321340579441,,36.3442,1.0,100,500.0,2,500,0.005,-0.0321340579441,200.000000102
1.0,0.6,0.00333333,0.00333333,308.843104189,1.0,51.94,-9.75828,1.0,308.843104189,5.43914e-20,-4.48583,-4.26853952832,-4.26853952832,,31.3455,1.0,100,500.0,2,500,0.00333333,-4.26853952832,299.999969474
1.0,0.6,0.0025,0.0025,707.151916653,1.0,48.82,-5.01598,1.0,707.151916653,5.4346e-20,-0.449904,11.6578641078,11.6578641078,,30.9967,1.0,100,500.0,2,500,0.0025,11.6578641078,400.0
1.07468,0.6,0.0999817,1.65023e-07,2232.81977178,4052.98,62.34,142.335,202612.0,2232.81977178,0.000196319,147.936,15.2233182571,15.2233182571,8.06217e+08,0.183251,0.334417,100,465.255611919,1,500,0.002,15.2233182571,10.0036686664
1.0,0.6,0.01,0.01,463.204028636,1.0,49.68,-4.94669,1.0,463.204028636,3.50449e-18,-1.51112,-1.51112306538,-1.51112306538,,21.4143,1.0,100,500.0,2,500,0.01,-1.51112306538,100.0
1.0,0.6,0.005,0.005,269.529294748,1.0,47.04,-1.344,1.0,269.529294748,2.1793e-19,1.08532,3.68175995831,3.68175995831,,19.2209,1.0,100,500.0,2,500,0.005,3.68175995831,200.000000102
1.0,0.6,0.00333333,0.00333333,1725.53750634,1.0,53.34,3.52358,1.0,1725.53750634,5.43914e-20,9.21968,25.4884036863,25.4884036863,,30.7906,1.0,100,500.0,2,500,0.00333333,25.4884036863,299.999969474
1.0,0.6,0.0025,0.0025,639.367999773,1.0,39.58,-0.566885,1.0,639.367999773,5.4346e-20,4.36608,-10.1946998188,-10.1946998188,,30.6588,1.0,100,500.0,2,500,0.0025,-10.1946998188,400.0
1.10047,0.6,0.0999846,2.9004e-08,1278.79597828,5208.6,53.14,116.189,260390.0,1278.79597828,0.000196331,120.818,28.3392124541,28.3392124541,1.33159e+09,0.107122,0.0755352,100,454.349375846,1,500,0.002,28.3392124541,10.0030787178
1.0,0.6,0.01,0.01,213.731111504,1.0,39.34,-7.31168,1.0,213.731111504,3.50449e-18,-5.32995,-5.32995020473,-5.32995020473,,14.5463,1.0,100,500.0,2,500,0.01,-5.32995020473,100.0
1.0,0.6,0.005,0.005,1711.54365163,1.0,55.5,1.56357,1.0,1711.54365163,2.1793e-19,7.25295,19.8358431689,19.8358431689,,33.3368,1.0,100,500.0,2,500,0.005,19.8358431689,200.000000102
1.0,0.6,0.00333333,0.00333333,703.343435889,1.0,40.26,2.83927,1.0,703.343435889,5.43914e-20,7.48463,7.94799962489,7.94799962489,,31.1946,1.0,100,500.0,2,500,0.00333333,7.94799962489,299.999969474
1.0,0.6,0.0025,0.0025,681.415084385,1.0,51.32,2.1654,1.0,681.415084385,5.4346e-20,6.18839,2.29968357945,2.29968357945,,30.0586,1.0,100,500.0,2,500,0.0025,2.29968357945,400.0
1.08974,0.6,0.0999857,6.82144e-08,2080.14567499,5545.23,44.5,111.178,277222.0,2080.14567499,0.000196335,115.584,9.77410948812,9.77410948812,1.50931e+09,0.0991329,0.189132,100,458.826530635,1,500,0.002,9.77410948812,10.0028718448
1.0,0.6,0.01,0.01,324.316796808,1.0,30.82,-11.0957,1.0,324.316796808,3.50449e-18,-8.3104,-8.31039666829,-8.31039666829,,17.9185,1.0,100,500.0,2,500,0.01,-8.31039666829,100.0
1.0,0.6,0.005,0.005,2696.77238753,1.0,53.36,-14.6413,1.0,2696.77238753,2.1793e-19,-6.93728,-5.56416575939,-5.56416575939,,38.6953,1.0,100,500.0,2,500,0.005,-5.56416575939,200.000000102
1.0,0.6,0.00333333,0.00333333,881.511619509,1.0,42.66,-11.151,1.0,881.511619509,5.43914e-20,-4.8607,-0.707550963384,-0.707550963384,,36.0242,1.0,100,500.0,2,500,0.00333333,-0.707550963384,299.999969474
1.0,0.6,0.0025,0.0025,434.746303123,1.0,31.56,-9.67989,1.0,434.746303123,5.4346e-20,-4.23235,-2.34730177021,-2.34730177021,,32.8951,1.0,100,500.0,2,500,0.0025,-2.34730177021,400.0
1.11566,0.6,0.0999872,1.61905e-08,3211.00902673,6105.65,105.3,83.3622,305244.0,3211.00902673,0.000196341,88.5086,-1.96554008787,-1.96554008787,1.82985e+09,0.0749063,0.0494267,100,448.166236466,1,500,0.002,-1.96554008787,10.0025643134
1.0,0.6,0.01,0.01,356.151035006,1.0,36.4,-14.3726,1.0,356.151035006,3.50449e-18,-10.4656,-10.465565106,-10.465565106,,18.7774,1.0,100,500.0,2,500,0.01,-10.465565106,100.0
1.0,0.6,0.005,0.005,1079.73149706,1.0,55.08,-16.8686,1.0,1079.73149706,2.1793e-19,-12.6528,-14.8399475984,-14.8399475984,,26.7497,1.0,100,500.0,2,500,0.005,-14.8399475984,200.000000102
1.0,0.6,0.00333333,0.00333333,231.924888803,1.0,29.24,-11.1067,1.0,231.924888803,5.43914e-20,-7.66448,2.31206272184,2.31206272184,,24.5628,1.0,100,500.0,2,500,0.00333333,2.31206272184,299.999969474
1.0,0.6,0.0025,0.0025,185.98302312,1.0,40.24,-8.44167,1.0,185.98302312,5.4346e-20,-5.46064,1.15087136942,1.15087136942,,22.6517,1.0,100,500.0,2,500,0.0025,1.15087136942,400.0
1.10009,0.6,0.0833281,1.90527e-08,1684.61885277,12248.1,58.26,62.8542,510304.0,1684.61885277,0.000162972,65.6508,10.7997133459,10.7997133459,6.11206e+09,0.0238994,0.116679,100,454.507320624,1,500,0.002,10.7997133459,12.0014970295
