MaxNormIw,VarJ,AvgVanillaIw,MaxVanillaIw,VanillaAvgRet,VarRet,AvgEpLen,J,ESSRenyi,VarDiscRet,EpsThisIter,AvgDiscRet,Bound,AvgNormIw,VarNormIw,Delta,ESSClassic,MinNormIw,AvgRet,MinVanillaIw,IterType,VarVanillaIw,BatchSize,eRenyi2
0.0033333334,0.41343015,1.0,1.0,4999.5474505360335,0.16708104310076424,500.0,4999.552,500.0,0.16708104310076424,100,4999.5474505360335,4832.8853,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.5474505360335,1.0,2,,500,1.0
0.0025,0.42220363,1.0,1.0,4999.494351263234,0.19978237595562645,500.0,4999.537,500.0,0.19978237595562645,100,4999.494351263234,4855.1997,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.494351263234,1.0,2,,500,1.0
0.0020112132,0.41701838,1.0000057,1.0056124,4999.618902937744,0.15395583794628956,500.0,4999.554,499.9988675143143,0.15395583794628956,100,4999.618902937744,4870.4546,0.0019999999,1.2916604e-11,0.75,499.9984082269571,0.0019784288,4999.618902937744,0.98922,1,3.2291985e-06,500,1.0000023
0.01,0.4468427,1.0,1.0,4999.498564220109,0.2016892283767597,500.0,4999.4985,500.0,0.2016892283767597,100,4999.498564220109,4710.8237,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.498564220109,1.0,2,,500,1.0
0.005,0.43866047,1.0,1.0,4999.57183017118,0.18433403994955835,500.0,4999.535,500.0,0.18433403994955835,100,4999.57183017118,4795.411,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.57183017118,1.0,2,,500,1.0
0.0033333334,0.4643786,1.0,1.0,4999.532067639852,0.2647371842111974,500.0,4999.534,500.0,0.2647371842111974,100,4999.532067639852,4832.8677,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.532067639852,1.0,2,,500,1.0
0.0025,0.4520925,1.0,1.0,4999.570210868054,0.17132381410748332,500.0,4999.543,500.0,0.17132381410748332,100,4999.570210868054,4855.2056,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.570210868054,1.0,2,,500,1.0
0.002,0.46559173,1.0,1.0,4999.507456698886,0.2679593601796653,500.0,4999.5366,500.0,0.2679593601796653,100,4999.507456698886,4870.437,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.507456698886,1.0,1,,500,1.0
0.01,0.43239185,1.0,1.0,4999.52181797301,0.18884812480255048,500.0,4999.522,500.0,0.18884812480255048,100,4999.52181797301,4710.8467,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.52181797301,1.0,2,,500,1.0
0.005,0.44390056,1.0,1.0,4999.562157741434,0.20841307449370955,500.0,4999.542,500.0,0.20841307449370955,100,4999.562157741434,4795.418,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.562157741434,1.0,2,,500,1.0
0.0033333334,0.4215995,1.0,1.0,4999.533645180624,0.1404997699670769,500.0,4999.5396,500.0,0.1404997699670769,100,4999.533645180624,4832.873,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.533645180624,1.0,2,,500,1.0
0.0025,0.4322866,1.0,1.0,4999.536687767913,0.21640611947530897,500.0,4999.5386,500.0,0.21640611947530897,100,4999.536687767913,4855.201,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.536687767913,1.0,2,,500,1.0
0.0030002992,149.18793,0.9984491,1.497823,4949.531371578257,249952.91106195873,495.01,4992.869,488.4681426326082,249952.91106195873,100,4949.531371578257,4862.255,0.002,1.09517956e-07,0.75,486.7010127037053,0.00081151765,4949.531371578257,0.40512952,1,0.027294628,500,1.0236082
0.01,0.37313774,1.0,1.0,4999.594867462467,0.14064133423889796,500.0,4999.5947,500.0,0.14064133423889796,100,4999.594867462467,4710.9194,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.594867462467,1.0,2,,500,1.0
0.005,0.36980113,1.0,1.0,4999.605352007848,0.13555085258012237,500.0,4999.6,500.0,0.13555085258012237,100,4999.605352007848,4795.476,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.605352007848,1.0,2,,500,1.0
0.0033333334,0.3841588,1.0,1.0,4999.604736768531,0.17093994502213947,500.0,4999.602,500.0,0.17093994502213947,100,4999.604736768531,4832.9355,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.604736768531,1.0,2,,500,1.0
0.0025,0.39616138,1.0,1.0,4999.588054392228,0.18676180235363998,500.0,4999.5986,500.0,0.18676180235363998,100,4999.588054392228,4855.261,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.588054392228,1.0,2,,500,1.0
0.002,0.3949859,1.0,1.0,4999.601333434208,0.1538140018819793,500.0,4999.5996,500.0,0.1538140018819793,100,4999.601333434208,4870.5,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.601333434208,1.0,1,,500,1.0
0.01,0.43694365,1.0,1.0,4999.559250242393,0.1928467098339494,500.0,4999.5596,500.0,0.1928467098339494,100,4999.559250242393,4710.8843,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.559250242393,1.0,2,,500,1.0
0.005,0.42415458,1.0,1.0,4999.590373243096,0.17011339758906854,500.0,4999.5747,500.0,0.17011339758906854,100,4999.590373243096,4795.4507,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.590373243096,1.0,2,,500,1.0
0.0033333334,0.4410757,1.0,1.0,4999.45071126687,0.21573520420939127,500.0,4999.5337,500.0,0.21573520420939127,100,4999.45071126687,4832.867,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.45071126687,1.0,2,,500,1.0
0.0025,0.4363872,1.0,1.0,4999.632220162225,0.17250108632287847,500.0,4999.5586,500.0,0.17250108632287847,100,4999.632220162225,4855.221,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.632220162225,1.0,2,,500,1.0
0.002024432,0.43974584,0.99996096,1.0121764,4999.480050041813,0.2068609535906683,500.0,4999.5435,499.99344357504924,0.2068609535906683,100,4999.480050041813,4870.4434,0.002,5.8333297e-11,0.75,499.992675248279,0.00196344,4999.480050041813,0.9816817,1,1.4582182e-05,500,1.0000131
0.01,0.47387028,1.0,1.0,4999.548058116618,0.22680408758837187,500.0,4999.548,500.0,0.22680408758837187,100,4999.548058116618,4710.8726,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.548058116618,1.0,2,,500,1.0
0.005,352.63577,1.0,1.0,4949.5224111623775,249952.01714871143,495.01,4974.535,500.0,249952.01714871143,100,4949.5224111623775,4770.411,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4949.5224111623775,1.0,2,,500,1.0
0.0033333334,288.16922,1.0,1.0,4999.6418016927155,0.15806883527524965,500.0,4982.9043,500.0,0.15806883527524965,100,4999.6418016927155,4816.238,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.6418016927155,1.0,2,,500,1.0
0.0025,249.66681,1.0,1.0,4999.617541688703,0.13321434060519718,500.0,4987.0825,500.0,0.13321434060519718,100,4999.617541688703,4842.745,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.617541688703,1.0,2,,500,1.0
0.0029687483,196.14766,1.0039781,1.4902792,4999.503643899342,0.21854883426001265,500.0,4990.7817,495.89479941717076,0.21854883426001265,100,4999.503643899342,4861.149,0.002,3.5227373e-08,0.75,495.6437107854556,0.0017536925,4999.503643899342,0.8803345,1,0.008877052,500,1.0082784
0.01,0.40691206,1.0,1.0,4999.592072265355,0.16725898275268936,500.0,4999.5923,500.0,0.16725898275268936,100,4999.592072265355,4710.917,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.592072265355,1.0,2,,500,1.0
0.005,0.45713794,1.0,1.0,4999.532322770815,0.25310405417403414,500.0,4999.562,500.0,0.25310405417403414,100,4999.532322770815,4795.438,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.532322770815,1.0,2,,500,1.0
0.0033333334,0.44196963,1.0,1.0,4999.574685058545,0.16964914133655248,500.0,4999.5664,500.0,0.16964914133655248,100,4999.574685058545,4832.9,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.574685058545,1.0,2,,500,1.0
0.0025,0.42876044,1.0,1.0,4999.609497305422,0.14941937978206044,500.0,4999.577,500.0,0.14941937978206044,100,4999.609497305422,4855.2397,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.609497305422,1.0,2,,500,1.0
0.0020172326,0.4158802,0.9999157,1.0085313,4999.654409685917,0.1275287928696495,500.0,4999.5938,499.9971389934216,0.1275287928696495,100,4999.654409685917,4870.494,0.002,2.7283953e-11,0.75,499.9965804854752,0.0019794197,4999.654409685917,0.98962647,1,6.819851e-06,500,1.0000057
0.01,0.42492178,1.0,1.0,4999.581708335381,0.1823865879518783,500.0,4999.5815,500.0,0.1823865879518783,100,4999.581708335381,4710.9062,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.581708335381,1.0,2,,500,1.0
0.005,0.40943012,1.0,1.0,4999.542000849564,0.15546504195984745,500.0,4999.5615,500.0,0.15546504195984745,100,4999.542000849564,4795.4375,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.542000849564,1.0,2,,500,1.0
0.0033333334,0.39803985,1.0,1.0,4999.607333410821,0.1400516485789019,500.0,4999.5767,500.0,0.1400516485789019,100,4999.607333410821,4832.91,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.607333410821,1.0,2,,500,1.0
0.0025,0.41275957,1.0,1.0,4999.542668040523,0.20735300320262612,500.0,4999.5684,500.0,0.20735300320262612,100,4999.542668040523,4855.231,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.542668040523,1.0,2,,500,1.0
0.002,0.4045206,1.0,1.0,4999.574850039786,0.13806327956720413,500.0,4999.5703,500.0,0.13806327956720413,100,4999.574850039786,4870.4707,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.574850039786,1.0,1,,500,1.0
0.01,0.44555703,1.0,1.0,4999.576473224655,0.2005411032979963,500.0,4999.576,500.0,0.2005411032979963,100,4999.576473224655,4710.901,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.576473224655,1.0,2,,500,1.0
0.005,0.40032777,1.0,1.0,4999.565192097213,0.1231699330901961,500.0,4999.5703,500.0,0.1231699330901961,100,4999.565192097213,4795.4463,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.565192097213,1.0,2,,500,1.0
0.0033333334,0.40801066,1.0,1.0,4999.543786658216,0.1802264899159353,500.0,4999.562,500.0,0.1802264899159353,100,4999.543786658216,4832.8955,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.543786658216,1.0,2,,500,1.0
0.0025,0.4141459,1.0,1.0,4999.57838383293,0.18832983525182662,500.0,4999.566,500.0,0.18832983525182662,100,4999.57838383293,4855.2285,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.57838383293,1.0,2,,500,1.0
0.0020141331,0.4189678,1.0001191,1.0071865,4999.568743212573,0.1945001734155026,500.0,4999.5674,499.99868870125397,0.1945001734155026,100,4999.568743212573,4870.468,0.002,1.34604255e-11,0.75,499.99836376538127,0.001991698,4999.568743212573,0.9959677,1,3.3659094e-06,500,1.0000026
0.01,0.469347,1.0,1.0,4999.547257496447,0.22250659908912704,500.0,4999.5474,500.0,0.22250659908912704,100,4999.547257496447,4710.872,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.547257496447,1.0,2,,500,1.0
0.005,0.46226698,1.0,1.0,4999.512884355682,0.20859720113525818,500.0,4999.53,500.0,0.20859720113525818,100,4999.512884355682,4795.406,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.512884355682,1.0,2,,500,1.0
0.0033333334,0.4453864,1.0,1.0,4999.514538091362,0.16924505828766617,500.0,4999.5254,500.0,0.16924505828766617,100,4999.514538091362,4832.859,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.514538091362,1.0,2,,500,1.0
0.0025,0.4411956,1.0,1.0,4999.592736801408,0.18188240317688154,500.0,4999.542,500.0,0.18188240317688154,100,4999.592736801408,4855.2046,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.592736801408,1.0,2,,500,1.0
0.002,0.43547148,1.0,1.0,4999.5361091673585,0.17127286941357125,500.0,4999.541,500.0,0.17127286941357125,100,4999.5361091673585,4870.4414,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.5361091673585,1.0,1,,500,1.0
0.01,0.44259372,1.0,1.0,4999.510501266824,0.19788590994535254,500.0,4999.5103,500.0,0.19788590994535254,100,4999.510501266824,4710.835,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.510501266824,1.0,2,,500,1.0
0.005,0.4301426,1.0,1.0,4999.541569007788,0.17544529762097394,500.0,4999.526,500.0,0.17544529762097394,100,4999.541569007788,4795.402,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.541569007788,1.0,2,,500,1.0
0.0033333334,0.44740415,1.0,1.0,4999.573835144287,0.23124614575249383,500.0,4999.542,500.0,0.23124614575249383,100,4999.573835144287,4832.8755,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.573835144287,1.0,2,,500,1.0
0.0025,0.42771727,1.0,1.0,4999.595081415468,0.13045558132993235,500.0,4999.555,500.0,0.13045558132993235,100,4999.595081415468,4855.218,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.595081415468,1.0,2,,500,1.0
0.002,0.43636826,1.0,1.0,4999.53685435576,0.22225273871189355,500.0,4999.5522,500.0,0.22225273871189355,100,4999.53685435576,4870.4526,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.53685435576,1.0,1,,500,1.0
0.01,0.3973608,1.0,1.0,4999.572311395332,0.15950185787973883,500.0,4999.5728,500.0,0.15950185787973883,100,4999.572311395332,4710.8975,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.572311395332,1.0,2,,500,1.0
0.005,0.41873735,1.0,1.0,4999.555423092129,0.19460367812346566,500.0,4999.5635,500.0,0.19460367812346566,100,4999.555423092129,4795.4395,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.555423092129,1.0,2,,500,1.0
0.0033333334,0.41333315,1.0,1.0,4999.5923276205085,0.16295186086639546,500.0,4999.573,500.0,0.16295186086639546,100,4999.5923276205085,4832.9067,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.5923276205085,1.0,2,,500,1.0
0.0025,0.41829938,1.0,1.0,4999.56300142801,0.18917503311879127,500.0,4999.571,500.0,0.18917503311879127,100,4999.56300142801,4855.2334,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.56300142801,1.0,2,,500,1.0
0.002,0.4213417,1.0,1.0,4999.521747878796,0.18766084019906532,500.0,4999.562,500.0,0.18766084019906532,100,4999.521747878796,4870.4624,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.521747878796,1.0,1,,500,1.0
0.01,0.4117819,1.0,1.0,4999.623083258986,0.17126235574411208,500.0,4999.623,500.0,0.17126235574411208,100,4999.623083258986,4710.9478,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.623083258986,1.0,2,,500,1.0
0.005,0.40941164,1.0,1.0,4999.554132908621,0.16494656536105487,500.0,4999.5884,500.0,0.16494656536105487,100,4999.554132908621,4795.4644,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.554132908621,1.0,2,,500,1.0
0.0033333334,0.41145056,1.0,1.0,4999.557048068239,0.17372946864579766,500.0,4999.5786,500.0,0.17372946864579766,100,4999.557048068239,4832.912,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.557048068239,1.0,2,,500,1.0
0.0025,0.40910125,1.0,1.0,4999.563319310515,0.16305839421242968,500.0,4999.574,500.0,0.16305839421242968,100,4999.563319310515,4855.237,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.563319310515,1.0,2,,500,1.0
0.002,0.4269419,1.0,1.0,4999.537593174256,0.2432927417000425,500.0,4999.5674,500.0,0.2432927417000425,100,4999.537593174256,4870.468,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.537593174256,1.0,1,,500,1.0
0.01,0.42639732,1.0,1.0,4999.551513586346,0.1836573385263319,500.0,4999.552,500.0,0.1836573385263319,100,4999.551513586346,4710.8765,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.551513586346,1.0,2,,500,1.0
0.005,0.38823608,1.0,1.0,4999.639869611435,0.11689783141604179,500.0,4999.5957,500.0,0.11689783141604179,100,4999.639869611435,4795.4717,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.639869611435,1.0,2,,500,1.0
0.0033333334,0.40543672,1.0,1.0,4999.533616435807,0.19099473863469105,500.0,4999.5757,500.0,0.19099473863469105,100,4999.533616435807,4832.909,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.533616435807,1.0,2,,500,1.0
0.0025,0.40107924,1.0,1.0,4999.584319077769,0.15177585096819107,500.0,4999.577,500.0,0.15177585096819107,100,4999.584319077769,4855.2397,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.584319077769,1.0,2,,500,1.0
0.002014882,0.4145685,0.99988806,1.0073282,4999.463703263146,0.20861429558317526,500.0,4999.5557,499.99737740938593,0.20861429558317526,100,4999.463703263146,4870.456,0.0019999999,1.8659454e-11,0.75,499.9976774169757,0.0019891341,4999.463703263146,0.99445575,1,4.6638233e-06,500,1.0000052
0.01,0.35849795,1.0,1.0,4999.6208483258015,0.12980593983143643,500.0,4999.621,500.0,0.12980593983143643,100,4999.6208483258015,4710.946,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.6208483258015,1.0,2,,500,1.0
0.005,0.39798698,1.0,1.0,4999.569267569281,0.1888106604231163,500.0,4999.595,500.0,0.1888106604231163,100,4999.569267569281,4795.471,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.569267569281,1.0,2,,500,1.0
0.0033333334,0.4124604,1.0,1.0,4999.5888803867465,0.19551214715550486,500.0,4999.593,500.0,0.19551214715550486,100,4999.5888803867465,4832.9263,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.5888803867465,1.0,2,,500,1.0
0.0025,0.39921942,1.0,1.0,4999.582075649283,0.12833353577562615,500.0,4999.59,500.0,0.12833353577562615,100,4999.582075649283,4855.2524,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.582075649283,1.0,2,,500,1.0
