MaxNormIw,VarJ,AvgVanillaIw,MaxVanillaIw,VanillaAvgRet,VarRet,AvgEpLen,J,ESSRenyi,VarDiscRet,EpsThisIter,AvgDiscRet,Bound,AvgNormIw,VarNormIw,Delta,ESSClassic,MinNormIw,AvgRet,MinVanillaIw,IterType,VarVanillaIw,BatchSize,eRenyi2
0.005,0.44986227,1.0,1.0,4999.598775396023,0.190232787541903,500.0,4999.5273,500.0,0.190232787541903,100,4999.598775396023,4795.4033,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.598775396023,1.0,2,,500,1.0
0.0033333334,0.45925596,1.0,1.0,4999.4833840596,0.22898678968415528,500.0,4999.5127,500.0,0.22898678968415528,100,4999.4833840596,4832.846,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.4833840596,1.0,2,,500,1.0
0.0025,15.020589,1.0,1.0,4996.495136786204,904.0509844682051,499.71,4998.7583,500.0,904.0509844682051,100,4996.495136786204,4854.421,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4996.495136786204,1.0,2,,500,1.0
0.0020698798,12.651073,0.9995447,1.0344687,4999.490278531308,0.22421102824683883,500.0,4998.9404,499.87599349707756,0.22421102824683883,100,4999.490278531308,4869.825,0.002,9.944862e-10,0.75,499.8759531573731,0.0018706247,4999.490278531308,0.9348865,1,0.0002483952,500,1.0002481
0.01,0.45239142,1.0,1.0,4999.541863972772,0.2067192912947431,500.0,4999.5415,500.0,0.2067192912947431,100,4999.541863972772,4710.866,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.541863972772,1.0,2,,500,1.0
0.005,35.285416,1.0,1.0,4994.611228901875,2502.7890014202485,499.51,4997.0767,500.0,2502.7890014202485,100,4994.611228901875,4792.9526,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4994.611228901875,1.0,2,,500,1.0
0.0033333334,28.834549,1.0,1.0,4999.511182356573,0.22350630665801585,500.0,4997.888,500.0,0.22350630665801585,100,4999.511182356573,4831.2217,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.511182356573,1.0,2,,500,1.0
0.0025,24.983845,1.0,1.0,4999.626055539808,0.21297373010448728,500.0,4998.3223,500.0,0.21297373010448728,100,4999.626055539808,4853.985,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.626055539808,1.0,2,,500,1.0
0.0021456883,16.870094,0.9973685,1.070021,4999.61973279866,0.2221169917814089,500.0,4998.8276,499.1909265711711,0.2221169917814089,100,4999.61973279866,4869.6235,0.002,7.455781e-09,0.75,499.0715785451778,0.0015084228,4999.61973279866,0.7522267,1,0.0018541482,500,1.0016208
0.01,0.44220716,1.0,1.0,4999.500200307766,0.19752796593834912,500.0,4999.5,500.0,0.19752796593834912,100,4999.500200307766,4710.825,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.500200307766,1.0,2,,500,1.0
0.005,0.46144444,1.0,1.0,4999.534476138066,0.23204246195595055,500.0,4999.5176,500.0,0.23204246195595055,100,4999.534476138066,4795.3936,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.534476138066,1.0,2,,500,1.0
0.0033333334,0.4603052,1.0,1.0,4999.562344792226,0.21052950564161493,500.0,4999.5327,500.0,0.21052950564161493,100,4999.562344792226,4832.866,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.562344792226,1.0,2,,500,1.0
0.0025,0.49191397,1.0,1.0,4999.462962373333,0.3319553826674595,500.0,4999.5156,500.0,0.3319553826674595,100,4999.462962373333,4855.178,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.462962373333,1.0,2,,500,1.0
0.0020043429,0.48758945,0.9999913,1.0021627,4999.585420100285,0.22179393259961777,500.0,4999.5303,499.9993443497672,0.22179393259961777,100,4999.585420100285,4870.4307,0.002,8.313978e-12,0.75,499.99887023824584,0.001987316,4999.585420100285,0.99364924,1,2.0784682e-06,500,1.0000013
0.01,0.5573154,1.0,1.0,4999.505017641097,0.3137556805048504,500.0,4999.505,500.0,0.3137556805048504,100,4999.505017641097,4710.8296,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.505017641097,1.0,2,,500,1.0
0.005,0.49112785,1.0,1.0,4999.613813602611,0.1675851087156478,500.0,4999.5596,500.0,0.1675851087156478,100,4999.613813602611,4795.4355,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.613813602611,1.0,2,,500,1.0
0.0033333334,0.49144584,1.0,1.0,4999.541627010607,0.24438209512711528,500.0,4999.553,500.0,0.24438209512711528,100,4999.541627010607,4832.8867,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.541627010607,1.0,2,,500,1.0
0.0025,0.48552173,1.0,1.0,4999.52457475618,0.2199435220777254,500.0,4999.546,500.0,0.2199435220777254,100,4999.52457475618,4855.2085,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.52457475618,1.0,2,,500,1.0
0.0020058448,0.47663835,0.99994504,1.0028673,4999.533445514395,0.1977374171068827,500.0,4999.5444,499.99809265864315,0.1977374171068827,100,4999.533445514395,4870.445,0.002,1.077215e-11,0.75,499.99872814642936,0.001986849,4999.533445514395,0.9933698,1,2.6927441e-06,500,1.0000038
0.01,0.41302428,1.0,1.0,4999.568231187468,0.17229672724460382,500.0,4999.5684,500.0,0.17229672724460382,100,4999.568231187468,4710.893,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.568231187468,1.0,2,,500,1.0
0.005,0.41605616,1.0,1.0,4999.590085666034,0.17716115580860273,500.0,4999.579,500.0,0.17716115580860273,100,4999.590085666034,4795.455,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.590085666034,1.0,2,,500,1.0
0.0033333334,0.41829228,1.0,1.0,4999.585958475096,0.1804873836659644,500.0,4999.581,500.0,0.1804873836659644,100,4999.585958475096,4832.9146,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.585958475096,1.0,2,,500,1.0
0.0025,249.66689,1.0,1.0,4949.596024002024,249959.38496775052,495.01,4987.085,500.0,249959.38496775052,100,4949.596024002024,4842.7476,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4949.596024002024,1.0,2,,500,1.0
0.0037002373,188.30307,1.005999,1.8612175,4999.66800648246,0.18212484724776948,500.0,4991.1733,494.4809363946016,0.18212484724776948,100,4999.66800648246,4861.3555,0.002,5.5530936e-08,0.75,493.1671277716716,0.0016060327,4999.66800648246,0.8078337,1,0.014049797,500,1.0111613
0.01,0.49211854,1.0,1.0,4999.513160071931,0.244610571085024,500.0,4999.513,500.0,0.244610571085024,100,4999.513160071931,4710.838,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.513160071931,1.0,2,,500,1.0
0.005,0.43225163,1.0,1.0,4999.577435927529,0.1307357910354574,500.0,4999.5454,500.0,0.1307357910354574,100,4999.577435927529,4795.4214,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.577435927529,1.0,2,,500,1.0
0.0033333334,0.43179607,1.0,1.0,4999.5623991456905,0.18733139008832753,500.0,4999.551,500.0,0.18733139008832753,100,4999.5623991456905,4832.8843,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.5623991456905,1.0,2,,500,1.0
0.0025,0.43555567,1.0,1.0,4999.612866518227,0.19859515851926016,500.0,4999.5664,500.0,0.19859515851926016,100,4999.612866518227,4855.229,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.612866518227,1.0,2,,500,1.0
0.0020170773,0.43684193,1.0001086,1.0086482,4999.543927217572,0.1993155926399921,500.0,4999.563,499.9977350337587,0.1993155926399921,100,4999.543927217572,4870.4634,0.002,2.1303808e-11,0.75,499.9973582947886,0.0019835758,4999.543927217572,0.99189556,1,5.3271046e-06,500,1.0000045
0.01,0.40668178,1.0,1.0,4999.608661882595,0.1670444487974868,500.0,4999.6084,500.0,0.1670444487974868,100,4999.608661882595,4710.933,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.608661882595,1.0,2,,500,1.0
0.005,11.316462,1.0,1.0,4998.014190680248,257.2599661273345,499.85,4998.8115,500.0,257.2599661273345,100,4998.014190680248,4794.6875,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4998.014190680248,1.0,2,,500,1.0
0.0033333334,9.248585,1.0,1.0,4999.474854332816,0.19280707011266057,500.0,4999.0327,500.0,0.19280707011266057,100,4999.474854332816,4832.366,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.474854332816,1.0,2,,500,1.0
0.0025,14.839277,1.0,1.0,4997.04122140735,627.5084104318283,499.76,4998.5347,500.0,627.5084104318283,100,4997.04122140735,4854.1973,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4997.04122140735,1.0,2,,500,1.0
0.0020871595,11.923038,0.99832386,1.0418305,4999.501712419716,0.19625530491514212,500.0,4998.8115,499.67429410932186,0.19625530491514212,100,4999.501712419716,4869.67,0.002,2.67919e-09,0.75,499.6659909753507,0.0017798983,4999.501712419716,0.8884575,1,0.000667554,500,1.0006518
0.01,0.40236098,1.0,1.0,4999.559842715269,0.16351786028872,500.0,4999.56,500.0,0.16351786028872,100,4999.559842715269,4710.885,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.559842715269,1.0,2,,500,1.0
0.005,0.42622837,1.0,1.0,4999.538771559744,0.20324187167221128,500.0,4999.549,500.0,0.20324187167221128,100,4999.538771559744,4795.425,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.538771559744,1.0,2,,500,1.0
0.0033333334,0.43918234,1.0,1.0,4999.53768354547,0.21737391570789946,500.0,4999.546,500.0,0.21737391570789946,100,4999.53768354547,4832.8794,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.53768354547,1.0,2,,500,1.0
0.0025,36.471413,1.0,1.0,4992.213753193002,5333.094559481737,499.28,4997.7124,500.0,5333.094559481737,100,4992.213753193002,4853.375,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4992.213753193002,1.0,2,,500,1.0
0.0021557705,20.344372,1.000341,1.0782529,4999.436209323149,0.2511993541272753,500.0,4998.607,498.28032093389544,0.2511993541272753,100,4999.436209323149,4869.285,0.0019999999,1.5439444e-08,0.75,498.0813781533325,0.0012458584,4999.436209323149,0.62314165,1,0.0038624941,500,1.0034512
0.01,0.43762225,1.0,1.0,4999.488191876518,0.19344371523132978,500.0,4999.488,500.0,0.19344371523132978,100,4999.488191876518,4710.8125,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.488191876518,1.0,2,,500,1.0
0.005,0.44264373,1.0,1.0,4999.545444648203,0.20073577475162277,500.0,4999.5166,500.0,0.20073577475162277,100,4999.545444648203,4795.3926,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.545444648203,1.0,2,,500,1.0
0.0033333334,0.4748892,1.0,1.0,4999.468190124715,0.2859738289093685,500.0,4999.501,500.0,0.2859738289093685,100,4999.468190124715,4832.8345,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.468190124715,1.0,2,,500,1.0
0.0025,0.71366256,1.0,1.0,4999.390965521559,1.3653290198015533,500.0,4999.4736,500.0,1.3653290198015533,100,4999.390965521559,4855.136,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.390965521559,1.0,2,,500,1.0
0.002,0.66900504,1.0,1.0,4999.53197166919,0.19981956295664122,500.0,4999.4854,500.0,0.19981956295664122,100,4999.53197166919,4870.3857,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.53197166919,1.0,1,,500,1.0
0.01,0.427247,1.0,1.0,4999.582794345216,0.18440117593683633,500.0,4999.583,500.0,0.18440117593683633,100,4999.582794345216,4710.9077,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.582794345216,1.0,2,,500,1.0
0.005,0.48516372,1.0,1.0,4999.486996521114,0.28650475585476415,500.0,4999.5347,500.0,0.28650475585476415,100,4999.486996521114,4795.4106,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.486996521114,1.0,2,,500,1.0
0.0033333334,0.46416077,1.0,1.0,4999.553342563569,0.17712130454562827,500.0,4999.5415,500.0,0.17712130454562827,100,4999.553342563569,4832.875,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.553342563569,1.0,2,,500,1.0
0.0025,0.46823588,1.0,1.0,4999.514950241912,0.23245703344235175,500.0,4999.534,500.0,0.23245703344235175,100,4999.514950241912,4855.197,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.514950241912,1.0,2,,500,1.0
0.002,0.45587203,1.0,1.0,4999.613864018654,0.1586636735675529,500.0,4999.551,500.0,0.1586636735675529,100,4999.613864018654,4870.451,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.613864018654,1.0,1,,500,1.0
0.01,0.39697173,1.0,1.0,4999.5880176883975,0.15918125446662262,500.0,4999.5884,500.0,0.15918125446662262,100,4999.5880176883975,4710.913,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.5880176883975,1.0,2,,500,1.0
0.005,0.40881035,1.0,1.0,4999.607978504506,0.17824938199549986,500.0,4999.598,500.0,0.17824938199549986,100,4999.607978504506,4795.474,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.607978504506,1.0,2,,500,1.0
0.0033333334,21.924282,1.0,1.0,4995.723146884423,1446.1417604838546,499.63,4998.306,500.0,1446.1417604838546,100,4995.723146884423,4831.6396,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4995.723146884423,1.0,2,,500,1.0
0.0025,18.995749,1.0,1.0,4999.5297442438305,0.2112250848860294,500.0,4998.6123,500.0,0.2112250848860294,100,4999.5297442438305,4854.275,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.5297442438305,1.0,2,,500,1.0
0.0021257915,13.969387,0.99759763,1.0603423,4999.495330382782,0.17805861861977393,500.0,4998.925,499.4453985824828,0.17805861861977393,100,4999.495330382782,4869.754,0.002,5.714573e-09,0.75,499.2881102565172,0.0013928261,4999.495330382782,0.69474,1,0.0014217873,500,1.0011104
0.01,0.4218416,1.0,1.0,4999.560489227416,0.1797507745358836,500.0,4999.5605,500.0,0.1797507745358836,100,4999.560489227416,4710.8853,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.560489227416,1.0,2,,500,1.0
0.005,0.4782288,1.0,1.0,4999.488572211612,0.2796515925807661,500.0,4999.5244,500.0,0.2796515925807661,100,4999.488572211612,4795.4004,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.488572211612,1.0,2,,500,1.0
0.0033333334,0.5029869,1.0,1.0,4999.388106545842,0.2920863881154446,500.0,4999.479,500.0,0.2920863881154446,100,4999.388106545842,4832.8125,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.388106545842,1.0,2,,500,1.0
0.0025,0.5124103,1.0,1.0,4999.472344215929,0.2942037358380502,500.0,4999.4775,500.0,0.2942037358380502,100,4999.472344215929,4855.14,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.472344215929,1.0,2,,500,1.0
0.0020109399,0.49402496,0.99987966,1.0053489,4999.63550986068,0.1545468555357932,500.0,4999.51,499.9985694926181,0.1545468555357932,100,4999.63550986068,4870.41,0.002,1.3994317e-11,0.75,499.9982110253051,0.0019848375,4999.63550986068,0.9922993,1,3.4977388e-06,500,1.0000029
0.01,0.37691206,1.0,1.0,4999.588527157862,0.1435232225006072,500.0,4999.5884,500.0,0.1435232225006072,100,4999.588527157862,4710.913,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.588527157862,1.0,2,,500,1.0
0.005,0.42504776,1.0,1.0,4999.556622217659,0.22098000183585792,500.0,4999.5728,500.0,0.22098000183585792,100,4999.556622217659,4795.4487,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.556622217659,1.0,2,,500,1.0
0.0033333334,24.829027,1.0,1.0,4995.2727319943015,1855.3092640291395,499.58,4998.139,500.0,1855.3092640291395,100,4995.2727319943015,4831.4727,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4995.2727319943015,1.0,2,,500,1.0
0.0025,21.512705,1.0,1.0,4999.591418305706,0.1642729267268189,500.0,4998.502,500.0,0.1642729267268189,100,4999.591418305706,4854.1646,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.591418305706,1.0,2,,500,1.0
0.0021124096,17.847422,0.9996276,1.0558114,4999.441929886508,0.27630981221854023,500.0,4998.753,499.74960713401026,0.27630981221854023,100,4999.441929886508,4869.621,0.002,1.8883952e-09,0.75,499.7644708666571,0.0018364696,4999.441929886508,0.9178928,1,0.00047174725,500,1.000501
0.01,0.47858283,1.0,1.0,4999.513782712042,0.2313513681488219,500.0,4999.5137,500.0,0.2313513681488219,100,4999.513782712042,4710.8384,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.513782712042,1.0,2,,500,1.0
0.005,0.5103303,1.0,1.0,4999.489126000401,0.29447010387281825,500.0,4999.501,500.0,0.29447010387281825,100,4999.489126000401,4795.377,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.489126000401,1.0,2,,500,1.0
0.0033333334,0.47979784,1.0,1.0,4999.592883669423,0.16582806081337345,500.0,4999.5327,500.0,0.16582806081337345,100,4999.592883669423,4832.866,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.592883669423,1.0,2,,500,1.0
0.0025,0.4685295,1.0,1.0,4999.549667688611,0.1891214571125474,500.0,4999.5366,500.0,0.1891214571125474,100,4999.549667688611,4855.199,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.549667688611,1.0,2,,500,1.0
0.002010954,0.47946405,1.0000131,1.0054902,4999.52735161993,0.2786510443033038,500.0,4999.5356,499.99868870125397,0.2786510443033038,100,4999.52735161993,4870.436,0.002,1.6570315e-11,0.75,499.9978849385027,0.0019810984,4999.52735161993,0.9905622,1,4.1426806e-06,500,1.0000026
0.01,0.4675907,1.0,1.0,4999.511380466953,0.22085973541582282,500.0,4999.5107,500.0,0.22085973541582282,100,4999.511380466953,4710.8354,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.511380466953,1.0,2,,500,1.0
0.005,0.455361,1.0,1.0,4999.535462817464,0.19776861222870748,500.0,4999.5234,500.0,0.19776861222870748,100,4999.535462817464,4795.3994,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.535462817464,1.0,2,,500,1.0
0.0033333334,0.44037226,1.0,1.0,4999.60888469887,0.16385469568256883,500.0,4999.552,500.0,0.16385469568256883,100,4999.60888469887,4832.8853,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.60888469887,1.0,2,,500,1.0
0.0025,0.42213696,1.0,1.0,4999.605457924824,0.1301832024949105,500.0,4999.5654,500.0,0.1301832024949105,100,4999.605457924824,4855.228,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.605457924824,1.0,2,,500,1.0
0.0020067333,0.4431761,0.9999553,1.0033219,4999.43678811306,0.26004342781214984,500.0,4999.5405,499.9991655363658,0.26004342781214984,100,4999.43678811306,4870.441,0.002,7.116296e-12,0.75,499.9990873706097,0.0019891078,4999.43678811306,0.99450946,1,1.7789156e-06,500,1.0000017
0.01,0.49645737,1.0,1.0,4999.498442669852,0.24896773691922625,500.0,4999.498,500.0,0.24896773691922625,100,4999.498442669852,4710.823,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.498442669852,1.0,2,,500,1.0
0.005,0.5043497,1.0,1.0,4999.512378181602,0.26483069227707173,500.0,4999.5054,500.0,0.26483069227707173,100,4999.512378181602,4795.3813,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.512378181602,1.0,2,,500,1.0
0.0033333334,0.51364404,1.0,1.0,4999.476046926012,0.28500781648256746,500.0,4999.495,500.0,0.28500781648256746,100,4999.476046926012,4832.8286,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.476046926012,1.0,2,,500,1.0
0.0025,249.66254,1.0,1.0,4949.495197492204,249949.2476568989,495.01,4986.9956,500.0,249949.2476568989,100,4949.495197492204,4842.658,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4949.495197492204,1.0,2,,500,1.0
0.0027609318,196.72449,0.9982978,1.3781161,4999.52158353672,0.2801872726300037,500.0,4990.696,495.7995441197105,0.2801872726300037,100,4999.52158353672,4861.051,0.0019999999,3.0863262e-08,0.75,496.17927726024294,0.0017610547,4999.52158353672,0.8790285,1,0.007689571,500,1.0084721
0.01,0.5131945,1.0,1.0,4999.504678536147,0.2660254978111183,500.0,4999.505,500.0,0.2660254978111183,100,4999.504678536147,4710.8296,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.504678536147,1.0,2,,500,1.0
0.005,0.4852302,1.0,1.0,4999.593674248851,0.20563992388873945,500.0,4999.549,500.0,0.20563992388873945,100,4999.593674248851,4795.425,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.593674248851,1.0,2,,500,1.0
0.0033333334,0.47170436,1.0,1.0,4999.607719883704,0.19628820518786894,500.0,4999.5684,500.0,0.19628820518786894,100,4999.607719883704,4832.902,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.607719883704,1.0,2,,500,1.0
0.0025,0.4608023,1.0,1.0,4999.609360972923,0.1824010721916629,500.0,4999.579,500.0,0.1824010721916629,100,4999.609360972923,4855.2417,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.609360972923,1.0,2,,500,1.0
0.002,0.45761582,1.0,1.0,4999.496127865717,0.19416069345980172,500.0,4999.563,500.0,0.19416069345980172,100,4999.496127865717,4870.4634,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.496127865717,1.0,1,,500,1.0
0.01,0.43312266,1.0,1.0,4999.604157552892,0.1894985486046621,500.0,4999.6045,500.0,0.1894985486046621,100,4999.604157552892,4710.929,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.604157552892,1.0,2,,500,1.0
0.005,0.47440037,1.0,1.0,4999.461134606647,0.25487044687108606,500.0,4999.5327,500.0,0.25487044687108606,100,4999.461134606647,4795.4087,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.461134606647,1.0,2,,500,1.0
0.0033333334,0.4595859,1.0,1.0,4999.520858294841,0.18530075398821655,500.0,4999.5293,500.0,0.18530075398821655,100,4999.520858294841,4832.863,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.520858294841,1.0,2,,500,1.0
0.0025,0.45429102,1.0,1.0,4999.577704659601,0.19196845236715807,500.0,4999.541,500.0,0.19196845236715807,100,4999.577704659601,4855.2036,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.577704659601,1.0,2,,500,1.0
0.0020004134,0.48144364,1.0000017,1.0002084,4999.45574694108,0.3310894568779384,500.0,4999.5244,500.0,0.3310894568779384,100,4999.45574694108,4870.425,0.0019999999,4.411432e-14,0.75,500.00000964247886,0.0019992695,4999.45574694108,0.9996365,1,1.1028342e-08,500,1.0
0.01,0.44829407,1.0,1.0,4999.5366593639155,0.2030006830149521,500.0,4999.5366,500.0,0.2030006830149521,100,4999.5366593639155,4710.8613,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.5366593639155,1.0,2,,500,1.0
0.005,0.4493875,1.0,1.0,4999.553713996274,0.20481591447242545,500.0,4999.545,500.0,0.20481591447242545,100,4999.553713996274,4795.421,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.553713996274,1.0,2,,500,1.0
0.0033333334,0.4478176,1.0,1.0,4999.601018435976,0.19761952776599584,500.0,4999.5635,500.0,0.19761952776599584,100,4999.601018435976,4832.897,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.601018435976,1.0,2,,500,1.0
0.0025,0.4427721,1.0,1.0,4999.546741019501,0.18419673532921474,500.0,4999.5596,500.0,0.18419673532921474,100,4999.546741019501,4855.222,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.546741019501,1.0,2,,500,1.0
0.002,0.43590322,1.0,1.0,4999.541147534985,0.16726929243302402,500.0,4999.5566,500.0,0.16726929243302402,100,4999.541147534985,4870.457,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.541147534985,1.0,1,,500,1.0
0.01,0.39124373,1.0,1.0,4999.586479636383,0.15462661199437705,500.0,4999.5864,500.0,0.15462661199437705,100,4999.586479636383,4710.911,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.586479636383,1.0,2,,500,1.0
0.005,0.42903543,1.0,1.0,4999.540975249443,0.21620884928057907,500.0,4999.5635,500.0,0.21620884928057907,100,4999.540975249443,4795.4395,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.540975249443,1.0,2,,500,1.0
0.0033333334,0.43055275,1.0,1.0,4999.552103990869,0.1897905362076307,500.0,4999.56,500.0,0.1897905362076307,100,4999.552103990869,4832.8936,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.552103990869,1.0,2,,500,1.0
0.0025,0.4421308,1.0,1.0,4999.521154779583,0.22695475894640316,500.0,4999.55,500.0,0.22695475894640316,100,4999.521154779583,4855.2124,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.521154779583,1.0,2,,500,1.0
0.0025296952,152.49103,1.0043283,1.2703222,4948.509430102691,249971.817469779,494.91,4992.488,488.79688581802804,249971.817469779,100,4948.509430102691,4861.9175,0.0019999999,8.735737e-08,0.75,489.3346573059534,0.0009019584,4948.509430102691,0.45293114,1,0.022028802,500,1.0229198
0.01,0.495596,1.0,1.0,4999.506877351163,0.24810747289354357,500.0,4999.507,500.0,0.24810747289354357,100,4999.506877351163,4710.8315,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.506877351163,1.0,2,,500,1.0
0.005,0.4773912,1.0,1.0,4999.5188665589185,0.2122576013376642,500.0,4999.5127,500.0,0.2122576013376642,100,4999.5188665589185,4795.3887,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.5188665589185,1.0,2,,500,1.0
0.0033333334,15.003193,1.0,1.0,4996.863417480458,676.920506709149,499.75,4998.63,500.0,676.920506709149,100,4996.863417480458,4831.9634,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4996.863417480458,1.0,2,,500,1.0
0.0025,13.000523,1.0,1.0,4999.515160799815,0.1807540924897456,500.0,4998.8506,500.0,0.1807540924897456,100,4999.515160799815,4854.513,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.515160799815,1.0,2,,500,1.0
0.0020656774,10.108497,0.99928725,1.0321026,4999.551033169948,0.19175959901426015,500.0,4999.06,499.76098048046975,0.19175959901426015,100,4999.551033169948,4869.9297,0.0019999999,1.940621e-09,0.75,499.7580904312298,0.0017369706,4999.551033169948,0.8678663,1,0.00048446393,500,1.0004783
0.01,0.43086436,1.0,1.0,4999.490876560895,0.18752488672737325,500.0,4999.491,500.0,0.18752488672737325,100,4999.490876560895,4710.8164,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.490876560895,1.0,2,,500,1.0
0.005,0.42135352,1.0,1.0,4999.538269797649,0.17001394459423122,500.0,4999.5146,500.0,0.17001394459423122,100,4999.538269797649,4795.3906,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.538269797649,1.0,2,,500,1.0
0.0033333334,0.48087686,1.0,1.0,4999.434600981866,0.3377706925280532,500.0,4999.4883,500.0,0.3377706925280532,100,4999.434600981866,4832.822,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.434600981866,1.0,2,,500,1.0
