AvgEpLen,VanillaAvgRet,AvgVanillaIw,J,EpsThisIter,AvgDiscRet,AvgRet,MaxNormIw,MinNormIw,BatchSize,ESSRenyi,VarJ,MinVanillaIw,VarVanillaIw,VarNormIw,VarRet,VarDiscRet,ESSClassic,Bound,Delta,MaxVanillaIw,IterType,eRenyi2,AvgNormIw
62.02,-101.438499244,1.0,-102.362,100,-101.438499244,-101.438499244,0.005,0.005,500,500.0,7.91808,1.0,,2.1793e-19,78.1568256362,78.1568256362,200.000000102,-102.362,1.0,1.0,2,1.0,0.005
58.86,-102.248201588,1.0,-102.324,100,-102.248201588,-102.248201588,0.00333333,0.00333333,500,500.0,7.88924,1.0,,5.43914e-20,61.9388673036,61.9388673036,299.999969474,-102.324,1.0,1.0,2,1.0,0.00333333
63.47,-102.013579822,1.0,-102.247,100,-102.013579822,-102.013579822,0.0025,0.0025,500,500.0,8.02433,1.0,,5.4346e-20,71.4814281676,71.4814281676,400.0,-102.247,1.0,1.0,2,1.0,0.0025
63.19,-103.066626864,1.00132,-101.205,100,-103.066626864,-103.066626864,0.0712079,2.93562e-08,500,,16.4665,1.46975e-05,3.90453,1.55769e-05,51.9398659529,51.9398659529,102.324146104,-101.205,1.0,35.651,1,inf,0.002
64.07,-102.683551399,1.0,-102.684,100,-102.683551399,-102.683551399,0.01,0.01,500,500.0,8.00175,1.0,,3.50449e-18,64.6747692871,64.6747692871,100.0,-102.684,1.0,1.0,2,1.0,0.01
65.66,-103.023787489,1.0,-102.854,100,-103.023787489,-103.023787489,0.005,0.005,500,500.0,8.19761,1.0,,2.1793e-19,71.025867295,71.025867295,200.000000102,-102.854,1.0,1.0,2,1.0,0.005
65.13,-100.504010329,1.0,-102.07,100,-100.504010329,-100.504010329,0.00333333,0.00333333,500,500.0,8.60729,1.0,,5.43914e-20,85.02427265,85.02427265,299.999969474,-102.07,1.0,1.0,2,1.0,0.00333333
67.75,-101.029196217,1.0,-101.81,100,-101.029196217,-101.029196217,0.0025,0.0025,500,500.0,8.39185,1.0,,5.4346e-20,59.2152682623,59.2152682623,400.0,-101.81,1.0,1.0,2,1.0,0.0025
60.65,-101.666428863,0.962773,-100.418,100,-101.666428863,-101.666428863,0.0214305,0.000287863,500,,16.211,0.138573,1.04617,4.51456e-06,68.9514900837,68.9514900837,235.140966014,-100.418,1.0,10.3163,1,inf,0.002
67.27,-101.527684495,1.0,-101.528,100,-101.527684495,-101.527684495,0.01,0.01,500,500.0,8.32146,1.0,,3.50449e-18,69.9460760971,69.9460760971,100.0,-101.528,1.0,1.0,2,1.0,0.01
58.44,-101.676492477,1.0,-101.602,100,-101.676492477,-101.676492477,0.005,0.005,500,500.0,7.82515,1.0,,2.1793e-19,53.7457295612,53.7457295612,200.000000102,-101.602,1.0,1.0,2,1.0,0.005
65.19,-101.489373052,1.0,-101.565,100,-101.489373052,-101.489373052,0.00333333,0.00333333,500,500.0,7.8078,1.0,,5.43914e-20,61.0211984608,61.0211984608,299.999969474,-101.565,1.0,1.0,2,1.0,0.00333333
62.62,-102.387176853,1.0,-101.77,100,-102.387176853,-102.387176853,0.0025,0.0025,500,500.0,7.61519,1.0,,5.4346e-20,49.0619605968,49.0619605968,400.0,-101.77,1.0,1.0,2,1.0,0.0025
63.36,-100.163170059,0.00936665,-78.5349,100,-100.163170059,-100.163170059,1.0,,500,6.30785803938e-05,4.88805e-15,,0.0438671,0.002,74.9428960427,74.9428960427,1.0,-78.5349,1.0,4.68333,1,7.92662e+06,0.002
63.86,-103.427365979,1.0,-103.427,100,-103.427365979,-103.427365979,0.01,0.01,500,500.0,7.13673,1.0,,3.50449e-18,51.4473722147,51.4473722147,100.0,-103.427,1.0,1.0,2,1.0,0.01
61.77,-102.521371812,1.0,-102.974,100,-102.521371812,-102.521371812,0.005,0.005,500,500.0,8.00085,1.0,,2.1793e-19,77.4585658872,77.4585658872,200.000000102,-102.974,1.0,1.0,2,1.0,0.005
63.7,-101.706431928,1.0,-102.552,100,-101.706431928,-101.706431928,0.00333333,0.00333333,500,500.0,8.04751,1.0,,5.43914e-20,65.8468533012,65.8468533012,299.999969474,-102.552,1.0,1.0,2,1.0,0.00333333
61.15,-103.364605018,1.0,-102.755,100,-103.364605018,-103.364605018,0.0025,0.0025,500,500.0,8.01054,1.0,,5.4346e-20,62.5171044086,62.5171044086,400.0,-102.755,1.0,1.0,2,1.0,0.0025
63.65,-102.074781499,1.0281,-100.889,100,-102.074781499,-102.074781499,0.0347396,0.000684066,500,0.00459089429114,20.8684,0.351645,1.2903,4.88294e-06,81.442310453,81.442310453,225.398600665,-100.889,1.0,17.8579,1,108911.0,0.002
59.45,-102.357396955,1.0,-102.357,100,-102.357396955,-102.357396955,0.01,0.01,500,500.0,7.23857,1.0,,3.50449e-18,52.9261650645,52.9261650645,100.0,-102.357,1.0,1.0,2,1.0,0.01
58.57,-103.609448963,1.0,-102.983,100,-103.609448963,-103.609448963,0.005,0.005,500,500.0,6.65851,1.0,,2.1793e-19,35.8492894125,35.8492894125,200.000000102,-102.983,1.0,1.0,2,1.0,0.005
66.49,-102.564699985,1.0,-102.844,100,-102.564699985,-102.564699985,0.00333333,0.00333333,500,500.0,6.63575,1.0,,5.43914e-20,43.7487368891,43.7487368891,299.999969474,-102.844,1.0,1.0,2,1.0,0.00333333
61.94,-103.882302239,1.0,-103.103,100,-103.882302239,-103.882302239,0.0025,0.0025,500,500.0,6.80486,1.0,,5.4346e-20,52.8442155062,52.8442155062,400.0,-103.103,1.0,1.0,2,1.0,0.0025
65.2,-103.789893762,0.857307,-101.568,100,-103.789893762,-103.789893762,0.0681659,1.0087e-06,500,,18.4914,0.000432384,5.77793,3.14456e-05,39.1732260571,39.1732260571,56.5248319744,-101.568,1.0,29.2196,1,inf,0.002
58.88,-102.309145836,1.0,-102.309,100,-102.309145836,-102.309145836,0.01,0.01,500,500.0,8.76112,1.0,,3.50449e-18,77.5325531805,77.5325531805,100.0,-102.309,1.0,1.0,2,1.0,0.01
62.63,-103.142405418,1.0,-102.726,100,-103.142405418,-103.142405418,0.005,0.005,500,500.0,8.33077,1.0,,2.1793e-19,62.3222118388,62.3222118388,200.000000102,-102.726,1.0,1.0,2,1.0,0.005
62.36,-103.217342628,1.0,-102.89,100,-103.217342628,-103.217342628,0.00333333,0.00333333,500,500.0,7.92864,1.0,,5.43914e-20,50.1268115247,50.1268115247,299.999969474,-102.89,1.0,1.0,2,1.0,0.00333333
62.02,-101.832032671,1.0,-102.625,100,-101.832032671,-101.832032671,0.0025,0.0025,500,500.0,7.66092,1.0,,5.4346e-20,45.7877221396,45.7877221396,400.0,-102.625,1.0,1.0,2,1.0,0.0025
63.66,-102.971508075,0.98496,-100.062,100,-102.971508075,-102.971508075,0.0836457,0.00030383,500,499.994039607,41.2593,0.14963,5.4036,2.22795e-05,59.4127802041,59.4127802041,76.2340741757,-100.062,1.0,41.1938,1,1.00001,0.002
59.23,-101.619041102,1.0,-101.619,100,-101.619041102,-101.619041102,0.01,0.01,500,500.0,8.05267,1.0,,3.50449e-18,65.5004772013,65.5004772013,100.0,-101.619,1.0,1.0,2,1.0,0.01
66.11,-103.228892923,1.0,-102.424,100,-103.228892923,-103.228892923,0.005,0.005,500,500.0,7.33965,1.0,,2.1793e-19,42.0198823778,42.0198823778,200.000000102,-102.424,1.0,1.0,2,1.0,0.005
60.0,-102.702592884,1.0,-102.517,100,-102.702592884,-102.702592884,0.00333333,0.00333333,500,500.0,7.23017,1.0,,5.43914e-20,49.5285020418,49.5285020418,299.999969474,-102.517,1.0,1.0,2,1.0,0.00333333
66.92,-103.584838091,1.0,-102.784,100,-103.584838091,-103.584838091,0.0025,0.0025,500,500.0,7.16667,1.0,,5.4346e-20,48.2459455243,48.2459455243,400.0,-102.784,1.0,1.0,2,1.0,0.0025
62.62,-101.481236085,1.02714,-100.678,100,-101.481236085,-101.481236085,0.0331551,0.000500685,500,1.18085606299,28.8516,0.257136,0.956007,3.62463e-06,51.1784930957,51.1784930957,262.557426551,-100.678,1.0,17.0274,1,423.422,0.002
62.47,-101.063747059,1.0,-101.064,100,-101.063747059,-101.063747059,0.01,0.01,500,500.0,7.75657,1.0,,3.50449e-18,60.7720641819,60.7720641819,100.0,-101.064,1.0,1.0,2,1.0,0.01
62.22,-102.769274789,1.0,-101.917,100,-102.769274789,-102.769274789,0.005,0.005,500,500.0,8.04673,1.0,,2.1793e-19,68.5667175612,68.5667175612,200.000000102,-101.917,1.0,1.0,2,1.0,0.005
59.2,-103.411039701,1.0,-102.415,100,-103.411039701,-103.411039701,0.00333333,0.00333333,500,500.0,7.73863,1.0,,5.43914e-20,49.1618151117,49.1618151117,299.999969474,-102.415,1.0,1.0,2,1.0,0.00333333
66.09,-103.810027812,1.0,-102.764,100,-103.810027812,-103.810027812,0.0025,0.0025,500,500.0,7.69202,1.0,,5.4346e-20,56.110480597,56.110480597,400.0,-102.764,1.0,1.0,2,1.0,0.0025
62.89,-102.320847431,1.12955e-18,-87.6508,100,-102.320847431,-102.320847431,1.0,,500,4.55048002278e-08,6.40971e-05,,6.37942e-34,0.002,55.2959515406,55.2959515406,1.00000037494,-87.6508,1.0,5.64775e-16,1,1.09879e+10,0.002
63.72,-102.907826394,1.0,-102.908,100,-102.907826394,-102.907826394,0.01,0.01,500,500.0,6.98695,1.0,,3.50449e-18,49.3106002276,49.3106002276,100.0,-102.908,1.0,1.0,2,1.0,0.01
62.71,-101.622789187,1.0,-102.265,100,-101.622789187,-101.622789187,0.005,0.005,500,500.0,7.20471,1.0,,2.1793e-19,54.7197023804,54.7197023804,200.000000102,-102.265,1.0,1.0,2,1.0,0.005
61.87,-101.196897224,1.0,-101.909,100,-101.196897224,-101.196897224,0.00333333,0.00333333,500,500.0,7.97259,1.0,,5.43914e-20,86.9798915298,86.9798915298,299.999969474,-101.909,1.0,1.0,2,1.0,0.00333333
60.53,-103.78020613,1.0,-102.377,100,-103.78020613,-103.78020613,0.0025,0.0025,500,500.0,7.74043,1.0,,5.4346e-20,46.8128231641,46.8128231641,400.0,-102.377,1.0,1.0,2,1.0,0.0025
60.06,-102.586704834,0.873272,-101.276,100,-102.586704834,-102.586704834,0.055014,5.54004e-09,500,7.6397932263e-25,17.0602,2.41898e-06,3.65813,1.91875e-05,56.3966358023,56.3966358023,86.3961679315,-101.276,1.0,24.0211,1,6.54468e+26,0.002
62.97,-102.512380786,1.0,-102.512,100,-102.512380786,-102.512380786,0.01,0.01,500,500.0,7.18277,1.0,,3.50449e-18,52.1132710553,52.1132710553,100.0,-102.512,1.0,1.0,2,1.0,0.01
61.71,-103.335506313,1.0,-102.924,100,-103.335506313,-103.335506313,0.005,0.005,500,500.0,8.39122,1.0,,2.1793e-19,89.7920082949,89.7920082949,200.000000102,-102.924,1.0,1.0,2,1.0,0.005
59.38,-102.870386263,1.0,-102.906,100,-102.870386263,-102.870386263,0.00333333,0.00333333,500,500.0,8.38871,1.0,,5.43914e-20,70.9946133297,70.9946133297,299.999969474,-102.906,1.0,1.0,2,1.0,0.00333333
58.28,-102.420503699,1.0,-102.785,100,-102.420503699,-102.420503699,0.0025,0.0025,500,500.0,8.31961,1.0,,5.4346e-20,66.2376039193,66.2376039193,400.0,-102.785,1.0,1.0,2,1.0,0.0025
67.05,-101.852688598,2.0774e-09,-77.233,100,-101.852688598,-101.852688598,1.0,,500,0.000518017121113,1.38345e-07,,2.1578e-15,0.002,53.1989873047,53.1989873047,1.0,-77.233,1.0,1.0387e-06,1,965219.0,0.002
62.3,-102.131904399,1.0,-102.132,100,-102.131904399,-102.131904399,0.01,0.01,500,500.0,7.55528,1.0,,3.50449e-18,57.6588808605,57.6588808605,100.0,-102.132,1.0,1.0,2,1.0,0.01
62.17,-103.92124722,1.0,-103.027,100,-103.92124722,-103.92124722,0.005,0.005,500,500.0,7.35954,1.0,,2.1793e-19,50.1439764015,50.1439764015,200.000000102,-103.027,1.0,1.0,2,1.0,0.005
66.04,-103.339929941,1.0,-103.131,100,-103.339929941,-103.339929941,0.00333333,0.00333333,500,500.0,7.96998,1.0,,5.43914e-20,83.0005053226,83.0005053226,299.999969474,-103.131,1.0,1.0,2,1.0,0.00333333
63.71,-102.781887369,1.0,-103.044,100,-102.781887369,-102.781887369,0.0025,0.0025,500,500.0,8.34842,1.0,,5.4346e-20,89.0217408348,89.0217408348,400.0,-103.044,1.0,1.0,2,1.0,0.0025
64.15,-102.553978246,1.12994,-98.3638,100,-102.553978246,-102.553978246,0.0600594,0.000616433,500,35.3512172917,69.4446,0.348266,5.41992,1.69802e-05,59.8104897492,59.8104897492,95.4825363832,-98.3638,1.0,33.9317,1,14.1438,0.002
62.08,-103.274151072,1.0,-103.274,100,-103.274151072,-103.274151072,0.01,0.01,500,500.0,7.32621,1.0,,3.50449e-18,54.2155737407,54.2155737407,100.0,-103.274,1.0,1.0,2,1.0,0.01
60.41,-102.281916955,1.0,-102.778,100,-102.281916955,-102.281916955,0.005,0.005,500,500.0,8.06294,1.0,,2.1793e-19,76.6226957056,76.6226957056,200.000000102,-102.778,1.0,1.0,2,1.0,0.005
59.83,-102.816903529,1.0,-102.791,100,-102.816903529,-102.816903529,0.00333333,0.00333333,500,500.0,7.94931,1.0,,5.43914e-20,60.1528057212,60.1528057212,299.999969474,-102.791,1.0,1.0,2,1.0,0.00333333
62.09,-102.630784098,1.0,-102.751,100,-102.630784098,-102.630784098,0.0025,0.0025,500,500.0,7.68932,1.0,,5.4346e-20,47.382860411,47.382860411,400.0,-102.751,1.0,1.0,2,1.0,0.0025
59.91,-104.162657307,0.979664,-101.961,100,-104.162657307,-104.162657307,0.0173545,4.97064e-06,500,16.3952317585,12.177,0.00243478,0.938248,3.91042e-06,62.2815889535,62.2815889535,253.081235191,-101.961,1.0,8.50081,1,30.4967,0.002
58.53,-102.134748878,1.0,-102.135,100,-102.134748878,-102.134748878,0.01,0.01,500,500.0,6.68092,1.0,,3.50449e-18,45.0855515069,45.0855515069,100.0,-102.135,1.0,1.0,2,1.0,0.01
59.38,-103.084451951,1.0,-102.61,100,-103.084451951,-103.084451951,0.005,0.005,500,500.0,7.2175,1.0,,2.1793e-19,59.6958055918,59.6958055918,200.000000102,-102.61,1.0,1.0,2,1.0,0.005
64.05,-103.73782205,1.0,-102.986,100,-103.73782205,-103.73782205,0.00333333,0.00333333,500,500.0,7.28284,1.0,,5.43914e-20,54.6323516703,54.6323516703,299.999969474,-102.986,1.0,1.0,2,1.0,0.00333333
59.74,-102.408881827,1.0,-102.841,100,-102.408881827,-102.408881827,0.0025,0.0025,500,500.0,7.62057,1.0,,5.4346e-20,73.6602136223,73.6602136223,400.0,-102.841,1.0,1.0,2,1.0,0.0025
61.71,-102.400738508,0.942493,-101.75,100,-102.400738508,-102.400738508,0.0156254,0.000660586,500,2.84688777599,11.8341,0.311299,0.498826,2.24622e-06,50.3763910501,50.3763910501,320.423940504,-101.75,1.0,7.36341,1,175.63,0.002
60.22,-102.911403311,1.0,-102.911,100,-102.911403311,-102.911403311,0.01,0.01,500,500.0,7.83335,1.0,,3.50449e-18,61.9811372394,61.9811372394,100.0,-102.911,1.0,1.0,2,1.0,0.01
60.56,-101.679009825,1.0,-102.295,100,-101.679009825,-101.679009825,0.005,0.005,500,500.0,8.11632,1.0,,2.1793e-19,70.3318919621,70.3318919621,200.000000102,-102.295,1.0,1.0,2,1.0,0.005
63.04,-102.709377459,1.0,-102.433,100,-102.709377459,-102.709377459,0.00333333,0.00333333,500,500.0,7.64329,1.0,,5.43914e-20,43.8344049848,43.8344049848,299.999969474,-102.433,1.0,1.0,2,1.0,0.00333333
64.15,-103.435542878,1.0,-102.684,100,-103.435542878,-103.435542878,0.0025,0.0025,500,500.0,7.61284,1.0,,5.4346e-20,56.3721840067,56.3721840067,400.0,-102.684,1.0,1.0,2,1.0,0.0025
57.88,-102.885672816,1.41296,-100.146,100,-102.885672816,-102.885672816,0.40695,8.71547e-21,500,,41.1226,6.15731e-18,200.687,0.000402085,54.9252192203,54.9252192203,4.93485519402,-100.146,1.0,287.503,1,inf,0.002
64.5,-101.768079066,1.0,-101.768,100,-101.768079066,-101.768079066,0.01,0.01,500,500.0,8.21899,1.0,,3.50449e-18,68.2340703448,68.2340703448,100.0,-101.768,1.0,1.0,2,1.0,0.01
64.64,-103.411168146,1.0,-102.59,100,-103.411168146,-103.411168146,0.005,0.005,500,500.0,7.92403,1.0,,2.1793e-19,57.2513860565,57.2513860565,200.000000102,-102.59,1.0,1.0,2,1.0,0.005
60.29,-103.370523018,1.0,-102.85,100,-103.370523018,-103.370523018,0.00333333,0.00333333,500,500.0,7.71281,1.0,,5.43914e-20,53.0052726494,53.0052726494,299.999969474,-102.85,1.0,1.0,2,1.0,0.00333333
62.79,-103.395969972,1.0,-102.986,100,-103.395969972,-103.395969972,0.0025,0.0025,500,500.0,7.89869,1.0,,5.4346e-20,71.5872029785,71.5872029785,400.0,-102.986,1.0,1.0,2,1.0,0.0025
62.45,-101.081664389,0.671708,-96.4639,100,-101.081664389,-101.081664389,0.15336,2.6273e-23,500,0.101379222744,44.9805,8.82387e-21,17.2142,0.000152611,84.1787510518,84.1787510518,12.795416176,-96.4639,1.0,51.5065,1,4931.98,0.002
65.72,-103.996943745,1.0,-103.997,100,-103.996943745,-103.996943745,0.01,0.01,500,500.0,6.49764,1.0,,3.50449e-18,42.6457958864,42.6457958864,100.0,-103.997,1.0,1.0,2,1.0,0.01
62.06,-103.153885574,1.0,-103.575,100,-103.153885574,-103.153885574,0.005,0.005,500,500.0,7.23519,1.0,,2.1793e-19,62.7486531328,62.7486531328,200.000000102,-103.575,1.0,1.0,2,1.0,0.005
58.8,-101.962185659,1.0,-103.038,100,-101.962185659,-101.962185659,0.00333333,0.00333333,500,500.0,8.62954,1.0,,5.43914e-20,118.157783516,118.157783516,299.999969474,-103.038,1.0,1.0,2,1.0,0.00333333
63.05,-103.237929255,1.0,-103.088,100,-103.237929255,-103.237929255,0.0025,0.0025,500,500.0,8.23892,1.0,,5.4346e-20,48.5674094779,48.5674094779,400.0,-103.088,1.0,1.0,2,1.0,0.0025
60.43,-103.361862377,1.0,-103.143,100,-103.361862377,-103.361862377,0.00200002,0.00199998,500,500.0,8.01017,0.99999,4.42072e-12,1.76791e-17,49.7322137301,49.7322137301,500.000030907,-103.143,1.0,1.00001,1,1.0,0.002
62.66,-103.057986852,1.0,-103.058,100,-103.057986852,-103.057986852,0.01,0.01,500,500.0,8.57026,1.0,,3.50449e-18,74.1913099689,74.1913099689,100.0,-103.058,1.0,1.0,2,1.0,0.01
65.92,-103.90716428,1.0,-103.483,100,-103.90716428,-103.90716428,0.005,0.005,500,500.0,7.92656,1.0,,2.1793e-19,52.3744797786,52.3744797786,200.000000102,-103.483,1.0,1.0,2,1.0,0.005
61.63,-101.688990963,1.0,-102.885,100,-101.688990963,-101.688990963,0.00333333,0.00333333,500,500.0,7.81007,1.0,,5.43914e-20,55.7434832685,55.7434832685,299.999969474,-102.885,1.0,1.0,2,1.0,0.00333333
59.48,-103.202206717,1.0,-102.964,100,-103.202206717,-103.202206717,0.0025,0.0025,500,500.0,7.68817,1.0,,5.4346e-20,53.9036995366,53.9036995366,400.0,-102.964,1.0,1.0,2,1.0,0.0025
62.71,-101.216883071,1.0,-102.615,100,-101.216883071,-101.216883071,0.00200002,0.002,500,499.996185332,7.89436,0.999998,1.85419e-12,7.57953e-18,73.4655296957,73.4655296957,499.999799273,-102.615,1.0,1.00001,1,1.00001,0.002
61.07,-103.778379683,1.0,-103.778,100,-103.778379683,-103.778379683,0.01,0.01,500,500.0,7.02585,1.0,,3.50449e-18,49.8611621947,49.8611621947,100.0,-103.778,1.0,1.0,2,1.0,0.01
58.39,-102.60500718,1.0,-103.192,100,-102.60500718,-102.60500718,0.005,0.005,500,500.0,7.06295,1.0,,2.1793e-19,50.2217775443,50.2217775443,200.000000102,-103.192,1.0,1.0,2,1.0,0.005
61.84,-104.807174493,1.0,-103.73,100,-104.807174493,-104.807174493,0.00333333,0.00333333,500,500.0,6.8136,1.0,,5.43914e-20,38.1465351289,38.1465351289,299.999969474,-103.73,1.0,1.0,2,1.0,0.00333333
63.29,-101.243347196,1.0,-103.108,100,-101.243347196,-101.243347196,0.0025,0.0025,500,500.0,7.42266,1.0,,5.4346e-20,77.2419584917,77.2419584917,400.0,-103.108,1.0,1.0,2,1.0,0.0025
63.37,-103.433587499,1.0,-103.173,100,-103.433587499,-103.433587499,0.00200001,0.00199998,500,500.0,7.38422,0.999991,4.49553e-12,1.81181e-17,52.6926364674,52.6926364674,500.000006643,-103.173,1.0,1.00001,1,1.0,0.002
64.18,-102.292414905,1.0,-102.292,100,-102.292414905,-102.292414905,0.01,0.01,500,500.0,9.39263,1.0,,3.50449e-18,89.1125480167,89.1125480167,100.0,-102.292,1.0,1.0,2,1.0,0.01
61.29,-102.366252983,1.0,-102.329,100,-102.366252983,-102.366252983,0.005,0.005,500,500.0,9.09607,1.0,,2.1793e-19,78.0333140575,78.0333140575,200.000000102,-102.329,1.0,1.0,2,1.0,0.005
64.2,-101.722118885,1.0,-102.127,100,-101.722118885,-101.722118885,0.00333333,0.00333333,500,500.0,8.91973,1.0,,5.43914e-20,73.6990309846,73.6990309846,299.999969474,-102.127,1.0,1.0,2,1.0,0.00333333
63.23,-103.438166306,1.0,-102.455,100,-103.438166306,-103.438166306,0.0025,0.0025,500,500.0,8.66259,1.0,,5.4346e-20,60.795653836,60.795653836,400.0,-102.455,1.0,1.0,2,1.0,0.0025
64.17,-103.797040194,1.0,-102.723,100,-103.797040194,-103.797040194,0.002,0.002,500,500.0,8.26156,1.0,,5.43187e-20,40.0635122583,40.0635122583,500.000006643,-102.723,1.0,1.0,1,1.0,0.002
60.57,-103.275178031,1.0,-103.275,100,-103.275178031,-103.275178031,0.01,0.01,500,500.0,6.67675,1.0,,3.50449e-18,45.0293030638,45.0293030638,100.0,-103.275,1.0,1.0,2,1.0,0.01
58.97,-103.809566009,1.0,-103.542,100,-103.809566009,-103.809566009,0.005,0.005,500,500.0,7.10069,1.0,,2.1793e-19,56.684558606,56.684558606,200.000000102,-103.542,1.0,1.0,2,1.0,0.005
60.32,-101.61071817,1.0,-102.898,100,-101.61071817,-101.61071817,0.00333333,0.00333333,500,500.0,8.05364,1.0,,5.43914e-20,92.17808616,92.17808616,299.999969474,-102.898,1.0,1.0,2,1.0,0.00333333
60.55,-102.481435578,1.0,-102.794,100,-102.481435578,-102.481435578,0.0025,0.0025,500,500.0,8.03729,1.0,,5.4346e-20,64.3214924715,64.3214924715,400.0,-102.794,1.0,1.0,2,1.0,0.0025
59.01,-102.391378871,1.0,-102.714,100,-102.391378871,-102.391378871,0.00200003,0.00199996,500,500.0,8.3045,0.99998,1.14807e-11,4.59529e-17,87.1731644312,87.1731644312,500.000055171,-102.714,1.0,1.00001,1,1.0,0.002
62.84,-104.124550857,1.0,-104.125,100,-104.124550857,-104.124550857,0.01,0.01,500,500.0,6.19887,1.0,,3.50449e-18,38.8141497801,38.8141497801,100.0,-104.125,1.0,1.0,2,1.0,0.01
64.47,-102.896979717,1.0,-103.511,100,-102.896979717,-102.896979717,0.005,0.005,500,500.0,6.21554,1.0,,2.1793e-19,38.4710212718,38.4710212718,200.000000102,-103.511,1.0,1.0,2,1.0,0.005
61.99,-103.864290468,1.0,-103.629,100,-103.864290468,-103.864290468,0.00333333,0.00333333,500,500.0,6.48135,1.0,,5.43914e-20,49.1661678054,49.1661678054,299.999969474,-103.629,1.0,1.0,2,1.0,0.00333333
58.83,-103.789426929,1.0,-103.669,100,-103.789426929,-103.789426929,0.0025,0.0025,500,500.0,6.61371,1.0,,5.4346e-20,49.4158080738,49.4158080738,400.0,-103.669,1.0,1.0,2,1.0,0.0025
63.74,-103.135767618,1.0,-103.562,100,-103.135767618,-103.135767618,0.002,0.002,500,500.0,7.05743,1.0,,5.43187e-20,74.5902246568,74.5902246568,500.000006643,-103.562,1.0,1.0,1,1.0,0.002
66.07,-103.556662735,1.0,-103.557,100,-103.556662735,-103.556662735,0.01,0.01,500,500.0,7.23619,1.0,,3.50449e-18,52.8913334651,52.8913334651,100.0,-103.557,1.0,1.0,2,1.0,0.01
62.23,-103.47988863,1.0,-103.518,100,-103.47988863,-103.47988863,0.005,0.005,500,500.0,7.88405,1.0,,2.1793e-19,72.6779487328,72.6779487328,200.000000102,-103.518,1.0,1.0,2,1.0,0.005
62.28,-101.267368497,1.0,-102.768,100,-101.267368497,-101.267368497,0.00333333,0.00333333,500,500.0,8.16349,1.0,,5.43914e-20,72.9632116881,72.9632116881,299.999969474,-102.768,1.0,1.0,2,1.0,0.00333333
63.73,-102.660545387,1.0,-102.741,100,-102.660545387,-102.660545387,0.0025,0.0025,500,500.0,7.89929,1.0,,5.4346e-20,50.1600286478,50.1600286478,400.0,-102.741,1.0,1.0,2,1.0,0.0025
56.94,-104.387902407,1.0,-103.07,100,-104.387902407,-104.387902407,0.00200003,0.00199998,500,500.0,7.79652,0.99999,9.00484e-12,3.60579e-17,52.6912068723,52.6912068723,499.999713974,-103.07,1.0,1.00002,1,1.0,0.002
62.72,-102.417167566,1.0,-102.417,100,-102.417167566,-102.417167566,0.01,0.01,500,500.0,6.45575,1.0,,3.50449e-18,42.0976238684,42.0976238684,100.0,-102.417,1.0,1.0,2,1.0,0.01
58.49,-102.094723231,1.0,-102.256,100,-102.094723231,-102.094723231,0.005,0.005,500,500.0,7.17728,1.0,,2.1793e-19,61.9172493145,61.9172493145,200.000000102,-102.256,1.0,1.0,2,1.0,0.005
58.23,-102.889326231,1.0,-102.467,100,-102.889326231,-102.889326231,0.00333333,0.00333333,500,500.0,7.31615,1.0,,5.43914e-20,57.8627981373,57.8627981373,299.999969474,-102.467,1.0,1.0,2,1.0,0.00333333
63.32,-103.847525809,1.0,-102.812,100,-103.847525809,-103.847525809,0.0025,0.0025,500,500.0,7.47586,1.0,,5.4346e-20,62.1677886001,62.1677886001,400.0,-102.812,1.0,1.0,2,1.0,0.0025
62.54,-103.825191385,1.0,-103.015,100,-103.825191385,-103.825191385,0.002,0.002,500,500.0,7.62613,1.0,,5.43187e-20,67.0854021615,67.0854021615,500.000006643,-103.015,1.0,1.0,1,1.0,0.002
57.26,-102.838604825,1.0,-102.839,100,-102.838604825,-102.838604825,0.01,0.01,500,500.0,7.21546,1.0,,3.50449e-18,52.5887579665,52.5887579665,100.0,-102.839,1.0,1.0,2,1.0,0.01
62.48,-104.198729986,1.0,-103.519,100,-104.198729986,-104.198729986,0.005,0.005,500,500.0,8.13827,1.0,,2.1793e-19,80.2778983724,80.2778983724,200.000000102,-103.519,1.0,1.0,2,1.0,0.005
62.3,-103.470615567,1.0,-103.503,100,-103.470615567,-103.470615567,0.00333333,0.00333333,500,500.0,8.01212,1.0,,5.43914e-20,60.7247636096,60.7247636096,299.999969474,-103.503,1.0,1.0,2,1.0,0.00333333
65.97,-103.438836009,1.0,-103.487,100,-103.438836009,-103.438836009,0.0025,0.0025,500,500.0,7.8425,1.0,,5.4346e-20,53.9737999444,53.9737999444,400.0,-103.487,1.0,1.0,2,1.0,0.0025
63.31,-102.862159612,1.0,-103.362,100,-102.862159612,-102.862159612,0.002,0.002,500,500.0,7.80338,1.0,,5.43187e-20,58.7196544716,58.7196544716,500.000006643,-103.362,1.0,1.0,1,1.0,0.002
65.33,-102.496922772,1.0,-102.497,100,-102.496922772,-102.496922772,0.01,0.01,500,500.0,8.22351,1.0,,3.50449e-18,68.3091765969,68.3091765969,100.0,-102.497,1.0,1.0,2,1.0,0.01
62.35,-102.825293104,1.0,-102.661,100,-102.825293104,-102.825293104,0.005,0.005,500,500.0,7.69151,1.0,,2.1793e-19,51.1501641414,51.1501641414,200.000000102,-102.661,1.0,1.0,2,1.0,0.005
