AvgEpLen,VanillaAvgRet,AvgVanillaIw,J,EpsThisIter,AvgDiscRet,AvgRet,MaxNormIw,MinNormIw,BatchSize,ESSRenyi,VarJ,MinVanillaIw,VarVanillaIw,VarNormIw,VarRet,VarDiscRet,ESSClassic,Bound,Delta,MaxVanillaIw,IterType,eRenyi2,AvgNormIw
64.94,-103.396564139,1.0,-102.563,100,-103.396564139,-103.396564139,0.00333333,0.00333333,500,500.0,7.85472,1.0,,5.43914e-20,45.6245083349,45.6245083349,299.999969474,-102.563,1.0,1.0,2,1.0,0.00333333
62.11,-102.996328579,1.0,-102.671,100,-102.996328579,-102.996328579,0.0025,0.0025,500,500.0,7.89173,1.0,,5.4346e-20,64.5323931543,64.5323931543,400.0,-102.671,1.0,1.0,2,1.0,0.0025
66.12,-103.768317066,1.0,-102.891,100,-103.768317066,-103.768317066,0.002,0.002,500,500.0,7.64981,1.0,,5.43187e-20,42.9461193547,42.9461193547,500.000006643,-102.891,1.0,1.0,1,1.0,0.002
62.83,-103.273140967,1.0,-103.273,100,-103.273140967,-103.273140967,0.01,0.01,500,500.0,7.26492,1.0,,3.50449e-18,53.3122274153,53.3122274153,100.0,-103.273,1.0,1.0,2,1.0,0.01
60.16,-102.165218351,1.0,-102.719,100,-102.165218351,-102.165218351,0.005,0.005,500,500.0,7.44778,1.0,,2.1793e-19,58.1272489405,58.1272489405,200.000000102,-102.719,1.0,1.0,2,1.0,0.005
58.74,-101.668206334,1.0,-102.369,100,-101.668206334,-101.668206334,0.00333333,0.00333333,500,500.0,7.96655,1.0,,5.43914e-20,79.5177983267,79.5177983267,299.999969474,-102.369,1.0,1.0,2,1.0,0.00333333
64.29,-101.312180804,1.0,-102.105,100,-101.312180804,-101.312180804,0.0025,0.0025,500,500.0,8.35956,1.0,,5.4346e-20,89.1854775834,89.1854775834,400.0,-102.105,1.0,1.0,2,1.0,0.0025
60.68,-101.713378343,1.0,-102.026,100,-101.713378343,-101.713378343,0.002,0.002,500,500.0,8.20995,1.0,,5.43187e-20,57.9446141976,57.9446141976,500.000006643,-102.026,1.0,1.0,1,1.0,0.002
61.2,-103.047074886,1.0,-103.047,100,-103.047074886,-103.047074886,0.01,0.01,500,500.0,7.16884,1.0,,3.50449e-18,51.9113855193,51.9113855193,100.0,-103.047,1.0,1.0,2,1.0,0.01
64.31,-103.191168672,1.0,-103.119,100,-103.191168672,-103.191168672,0.005,0.005,500,500.0,7.47957,1.0,,2.1793e-19,61.0961154781,61.0961154781,200.000000102,-103.119,1.0,1.0,2,1.0,0.005
61.83,-102.233255679,1.0,-102.824,100,-102.233255679,-102.233255679,0.00333333,0.00333333,500,500.0,7.899,1.0,,5.43914e-20,75.5270511281,75.5270511281,299.999969474,-102.824,1.0,1.0,2,1.0,0.00333333
57.23,-102.538514147,1.0,-102.752,100,-102.538514147,-102.538514147,0.0025,0.0025,500,500.0,7.86974,1.0,,5.4346e-20,61.0987176096,61.0987176096,400.0,-102.752,1.0,1.0,2,1.0,0.0025
60.18,-103.062052913,1.0,-102.814,100,-103.062052913,-103.062052913,0.002,0.002,500,500.0,7.83247,1.0,,5.43187e-20,59.5247981525,59.5247981525,500.000006643,-102.814,1.0,1.0,1,1.0,0.002
64.88,-103.353917333,1.0,-103.354,100,-103.353917333,-103.353917333,0.01,0.01,500,500.0,7.21563,1.0,,3.50449e-18,52.5912029029,52.5912029029,100.0,-103.354,1.0,1.0,2,1.0,0.01
