Bound,MaxNormIw,delta,MaxVanillaIw,ESSRenyi,BatchSize,AvgRet,EpsThisIter,MinVanillaIw,VanillaAvgRet,VarJ,AvgNormIw,renyi2,AvgDiscRet,MinNormIw,VarDiscRet,ESSClassic,J,SamplesThisIter,AvgVanillaIw,VarVanillaIw,AvgEpLen,VarRet,VarNormIw,IterType
4668.48,0.000316851,0.7,9.17488,nan,100,4095.94527698,122,7.1053e-26,4095.94527698,12957.8,4.55373e-05,nan,4095.94527698,2.45379e-30,3713192.63885,5.2018504969,856118.0,50000,1.3186,1.2267,409.836065574,3713192.63885,1.46301e-09,1
4669.36,0.000161228,0.7,3.64243,nan,100,4462.53495153,112,2.89294e-08,4462.53495153,10991.1,4.96032e-05,nan,4462.53495153,1.28053e-12,2400501.29335,1.59782559999,870722.0,50000,1.12063,0.356225,446.428571429,2400501.29335,6.97947e-10,1
4671.94,5.62173e-05,0.7,1.01191,nan,100,4999.22460898,100,0.989481,4999.22460898,1.4979,5.55556e-05,nan,4999.22460898,5.49712e-05,0.0125801409233,0.557182656488,899860.0,50000,0.999999,7.23091e-07,500.0,0.0125801409233,2.23177e-15,1
4663.1,0.000226109,0.7,5.11459,nan,100,4462.49500932,112,1.60941e-11,4462.49500932,10412.0,4.96032e-05,nan,4462.49500932,7.11499e-16,2336821.05016,2.2359524747,872417.0,50000,1.12203,0.384059,446.428571429,2336821.05016,7.50605e-10,1
4670.75,0.000252753,0.7,5.43716,nan,100,4543.81386389,110,3.84582e-06,4543.81386389,9746.96,5.05051e-05,nan,4543.81386389,1.78778e-10,2083574.10209,2.12200601328,876930.0,50000,1.08645,0.356032,454.545454545,2083574.10209,7.69376e-10,1
4671.98,5.60991e-05,0.7,1.00979,nan,100,4999.26301954,100,0.993074,4999.26301954,1.0295,5.55556e-05,nan,4999.26301954,5.51705e-05,0.00594274214279,0.55617786458,899868.0,50000,1.00001,5.25757e-07,500.0,0.00594274214279,1.62269e-15,1
4666.1,0.00114312,0.7,47.0721,nan,100,3728.20828417,134,2.18768e-22,3728.20828417,15839.5,4.14594e-05,nan,3728.20828417,5.31265e-27,4746488.00315,4.84081386028,831224.0,50000,1.70724,4.30815,373.134328358,4746488.00315,2.54066e-09,1
4650.15,0.000253349,0.7,7.71103,nan,100,4029.70620634,124,2.93447e-15,4029.70620634,12522.9,4.48029e-05,nan,4029.70620634,9.64132e-20,3652726.87709,2.46489678393,854290.0,50000,1.36364,1.58003,403.225806452,3652726.87709,1.7056e-09,1
4671.94,5.60647e-05,0.7,1.00916,nan,100,4999.21708547,100,0.991484,4999.21708547,1.64334,5.55555e-05,nan,4999.21708547,5.50827e-05,0.0151803436633,0.5562704205,899859.0,50000,0.999994,5.69588e-07,500.0,0.0151803436633,1.75801e-15,1
4669.29,0.000198527,0.7,4.29846,nan,100,4462.54046361,112,4.50422e-06,4462.54046361,10200.7,4.96032e-05,nan,4462.54046361,2.0803e-10,2400506.52136,2.31239474435,874266.0,50000,1.074,0.359012,446.428571429,2400506.52136,7.65809e-10,1
4649.9,0.000150194,0.7,3.95025,nan,100,4462.52204897,112,4.63265e-07,4462.52204897,9506.76,4.96032e-05,nan,4462.52204897,1.76139e-11,1777892.90473,2.13913873092,869578.0,50000,1.30462,0.923678,446.428571429,1777892.90473,1.33529e-09,1
4671.99,5.58617e-05,0.7,1.00553,nan,100,4999.27328782,100,0.991382,4999.27328782,0.96615,5.55555e-05,nan,4999.27328782,5.50757e-05,0.00523276205182,0.555894150847,899869.0,50000,1.00002,3.78021e-07,500.0,0.00523276205182,1.16669e-15,1
4670.53,0.000188463,0.7,4.19306,nan,100,4462.55547905,112,2.81913e-06,4462.55547905,10244.1,4.96032e-05,nan,4462.55547905,1.2671e-10,2411266.53293,2.30035786056,874711.0,50000,1.10361,0.378218,446.428571429,2411266.53293,7.64066e-10,1
4671.94,5.60356e-05,0.7,1.00866,nan,100,4999.21836576,100,0.992778,4999.21836576,1.93578,5.55556e-05,nan,4999.21836576,5.51534e-05,0.0210088862839,0.556043213232,899860.0,50000,1.00002,6.93031e-07,500.0,0.0210088862839,2.13891e-15,1
4660.37,0.000377162,0.7,14.8312,nan,100,3784.85906181,132,3.22241e-35,3784.85906181,16550.2,4.20875e-05,nan,3784.85906181,8.19467e-40,4550200.19677,4.86519149591,824913.0,50000,1.65502,2.69427,378.787878788,4550200.19677,1.74238e-09,1
4668.64,0.000241922,0.7,7.13101,nan,100,4164.39211473,120,3.45384e-10,4164.39211473,13143.6,4.62963e-05,nan,4164.39211473,1.17173e-14,3489272.84281,3.9440624195,855733.0,50000,1.36465,1.07791,416.666666667,3489272.84281,1.24059e-09,1
4646.65,0.000319233,0.7,9.87325,nan,100,4095.89950018,122,2.67952e-11,4095.89950018,12047.0,4.55373e-05,nan,4095.89950018,8.66371e-16,3479755.45523,2.5505935182,856254.0,50000,1.40838,1.4545,409.836065574,3479755.45523,1.52058e-09,1
4671.97,5.58565e-05,0.7,1.00541,nan,100,4999.25318304,100,0.994575,4999.25318304,1.05512,5.55556e-05,nan,4999.25318304,5.52546e-05,0.00624630938912,0.555999965626,899866.0,50000,0.999991,3.46213e-07,500.0,0.00624630938912,1.06858e-15,1
4658.75,0.00019753,0.7,4.45578,nan,100,4462.53554811,112,4.9136e-06,4462.53554811,9947.35,4.96032e-05,nan,4462.53554811,2.17826e-10,2285028.29903,1.7616925211,873368.0,50000,1.11892,0.384882,446.428571429,2285028.29903,7.56389e-10,1
4671.94,5.60391e-05,0.7,1.0087,nan,100,4999.21648705,100,0.995524,4999.21648705,1.39004,5.55556e-05,nan,4999.21648705,5.53068e-05,0.0108383429814,0.555889789667,899859.0,50000,1.0,3.87482e-07,500.0,0.0108383429814,1.19593e-15,1
4628.14,0.000647379,0.7,28.2987,nan,100,4095.92600082,122,1.64759e-22,4095.92600082,9248.92,4.55373e-05,nan,4095.92600082,3.76913e-27,2133280.64938,4.08124750333,859295.0,50000,1.99056,6.38826,409.836065574,2133280.64938,3.34323e-09,1
4649.98,0.000182662,0.7,4.85912,nan,100,4462.48113429,112,1.53244e-17,4462.48113429,6925.84,4.96032e-05,nan,4462.48113429,5.76069e-22,1199100.25547,2.32427279458,875703.0,50000,1.31953,1.12209,446.428571429,1199100.25547,1.58567e-09,1
4671.87,5.58731e-05,0.7,1.00568,nan,100,4999.15052996,100,0.990728,4999.15052996,2.23511,5.55556e-05,nan,4999.15052996,5.50421e-05,0.0280781598314,0.556271116166,899847.0,50000,0.99997,1.00929e-06,500.0,0.0280781598314,3.11527e-15,1
4648.06,0.000341966,0.7,19.4429,nan,100,3420.96239358,146,,3420.96239358,16371.8,3.80518e-05,nan,3420.96239358,,4860493.87602,7.73858572511,814268.0,50000,2.16348,8.58003,342.465753425,4860493.87602,2.6542e-09,1
4668.36,0.000402636,0.7,11.6757,nan,100,4095.92676348,122,9.37893e-12,4095.92676348,13346.6,4.55373e-05,nan,4095.92676348,3.23431e-16,3713157.86603,2.71613622,853649.0,50000,1.3205,1.04184,409.836065574,3713157.86603,1.23897e-09,1
4632.62,0.000233162,0.7,8.97158,nan,100,4163.47093115,120,1.82025e-18,4163.47093115,11605.8,4.62963e-05,nan,4163.47093115,4.73064e-23,2723444.63152,3.25072888711,854201.0,50000,1.78138,3.83265,416.666666667,2723444.63152,2.58867e-09,1
37.0623,0.0831672,0.7,1.87902e+08,nan,100,22.6823948308,15298,,22.6823948308,759.199,3.63156e-07,nan,22.6823948308,,92.2345473766,12.0000059301,6086.32,50000,820.49,1.53864e+11,3.26840109818,92.2345473766,3.01422e-08,1
37.2516,0.000959918,0.7,4048.3,nan,100,22.0576314192,15596,,22.0576314192,829.56,3.56217e-07,nan,22.0576314192,,100.268024665,38.917013626,6113.41,50000,1.50229,821.61,3.20595024365,100.268024665,4.61943e-11,1
37.0544,0.000351335,0.7,1631.24,nan,100,22.773485145,15252,,22.773485145,810.076,3.64251e-07,nan,22.773485145,,96.371611349,48.3772122679,6058.16,50000,1.6912,750.576,3.27825858904,96.371611349,3.4818e-11,1
37.0816,0.00986083,0.7,70626.3,nan,100,22.3485597482,15456,,22.3485597482,791.535,3.59443e-07,nan,22.3485597482,,95.503680609,29.8784808118,6006.95,50000,2.57444,42840.9,3.23498964803,95.503680609,8.35129e-10,1
37.0485,0.000915023,0.7,5140.21,nan,100,22.3761027755,15436,,22.3761027755,802.902,3.59909e-07,nan,22.3761027755,,100.82208443,94.9144684932,6095.19,50000,2.02182,1633.68,3.23918113501,100.82208443,5.17689e-11,1
36.9252,0.000632586,0.7,3259.96,nan,100,22.0503398383,15596,,22.0503398383,825.62,3.56217e-07,nan,22.0503398383,,95.664167297,36.0091846222,5956.17,50000,1.83572,1214.1,3.20595024365,95.664167297,4.57162e-11,1
37.0896,0.00248025,0.7,17035.5,nan,100,22.2170255726,15516,,22.2170255726,825.799,3.58053e-07,nan,22.2170255726,,91.4395022116,101.796271381,5928.5,50000,2.45928,6665.7,3.22248002062,91.4395022116,1.41294e-10,1
37.1475,0.056081,0.7,5.31365e+06,nan,100,22.5851735079,15340,,22.5851735079,795.086,3.62162e-07,nan,22.5851735079,,100.018289087,20.302832826,5999.61,50000,34.3147,1.42182e+08,3.25945241199,100.018289087,1.58376e-08,1
37.2357,0.00275408,0.7,18767.9,nan,100,22.474441393,15396,,22.474441393,794.731,3.60844e-07,nan,22.474441393,,99.4933281039,133.377278897,5843.27,50000,2.459,5900.54,3.24759677838,99.4933281039,1.27061e-10,1
4054.47,0.0584174,0.7,2.97835e+21,nan,100,26.751709795,13602,,26.751709795,36898.4,4.08437e-07,nan,26.751709795,,21929.139251,11.8563315097,395034.0,50000,2.08237e+16,inf,3.67593001029,21929.139251,1.69284e-08,1
37.2214,0.000851526,0.7,5342.32,nan,100,22.3673960779,15444,,22.3673960779,791.803,3.59723e-07,nan,22.3673960779,,98.9733098022,41.4407299457,5958.73,50000,2.25684,1628.9,3.2375032375,98.9733098022,4.13836e-11,1
37.0704,0.0833164,0.7,2.19345e+09,nan,100,22.2925101029,15476,,22.2925101029,683.547,3.58979e-07,nan,22.2925101029,,100.867698622,11.9999964082,5876.71,50000,9450.76,2.07255e+13,3.23080899457,100.867698622,2.99026e-08,1
36.9603,0.010305,0.7,147225.0,nan,100,22.5853117199,15340,,22.5853117199,706.7,3.62161e-07,nan,22.5853117199,,95.3296280036,102.225403081,5818.24,50000,5.17411,246654.0,3.25945241199,95.3296280036,1.20843e-09,1
37.0246,0.0642139,0.7,4.06577e+09,nan,100,22.6228034653,15326,,22.6228034653,769.404,3.62492e-07,nan,22.6228034653,,96.0232776589,18.5488275635,5949.71,50000,22951.6,7.82451e+13,3.26242985776,96.0232776589,1.95177e-08,1
36.985,0.00282836,0.7,14931.7,nan,100,22.227287223,15514,,22.227287223,699.66,3.581e-07,nan,22.227287223,,98.2675551722,23.1754391741,5881.23,50000,1.8905,2183.11,3.22289544927,98.2675551722,7.83302e-11,1
36.9532,0.0849505,0.7,1.39024e+09,nan,100,22.2567878114,15500,,22.2567878114,770.051,3.58423e-07,nan,22.2567878114,,101.393690818,9.99999937861,5944.78,50000,5865.72,7.10781e+12,3.22580645161,101.393690818,2.6539e-08,1
37.245,0.0382616,0.7,2.8593e+08,nan,100,22.4129783415,15422,,22.4129783415,756.134,3.60236e-07,nan,22.4129783415,,99.300876978,33.1333302692,5876.71,50000,2692.05,6.06209e+11,3.2421216444,99.300876978,1.0855e-08,1
36.9916,0.093658,0.7,2.54528e+07,nan,100,22.67893056,15296,,22.67893056,679.795,3.63203e-07,nan,22.67893056,,96.7737534224,10.0000349741,5769.53,50000,98.7054,2.35518e+09,3.26882845188,96.7737534224,3.18889e-08,1
36.9391,0.0833293,0.7,1.08978e+10,nan,100,21.9799910534,15634,,21.9799910534,679.055,3.55351e-07,nan,21.9799910534,,99.5009376049,11.9999958502,5770.8,50000,46472.8,5.06425e+14,3.19815786107,99.5009376049,2.96095e-08,1
36.7342,0.00300351,0.7,19965.8,nan,100,21.712751948,15762,,21.712751948,858.262,3.52465e-07,nan,21.712751948,,101.378602226,56.9107462307,5725.13,50000,2.34301,5022.21,3.17218627078,101.378602226,1.13652e-10,1
37.4099,0.083317,0.7,2.62094e+09,nan,100,22.1527186884,15550,,22.1527186884,690.473,3.57271e-07,nan,22.1527186884,,99.4445628061,12.0000019624,5734.35,50000,11238.8,2.94502e+13,3.2154340836,99.4445628061,2.97607e-08,1
37.2814,0.002087,0.7,12243.4,nan,100,22.1616603844,15542,,22.1616603844,771.544,3.57454e-07,nan,22.1616603844,,102.079837284,85.8207880668,5725.18,50000,2.097,2800.34,3.21708917771,102.079837284,8.13683e-11,1
37.1546,0.00681415,0.7,229875.0,nan,100,22.321222727,15466,,22.321222727,707.395,3.59211e-07,nan,22.321222727,,101.307978526,111.46775281,5752.36,50000,12.118,1.6067e+06,3.23289796974,101.307978526,1.4118e-09,1
36.6576,0.00101987,0.7,6621.12,nan,100,21.9886449122,15626,,21.9886449122,760.494,3.55533e-07,nan,21.9886449122,,95.582368637,90.9162048536,5631.18,50000,2.30815,1809.94,3.19979521311,95.582368637,4.29432e-11,1
37.1521,0.0999987,0.7,4.54017e+10,nan,100,22.5291970058,15370,,22.5291970058,634.919,3.61455e-07,nan,22.5291970058,,97.1926861285,10.0000015225,5788.82,50000,164109.0,7.45066e+15,3.25309043591,97.1926861285,3.61443e-08,1
37.1894,0.0505763,0.7,2.36117e+06,nan,100,22.3461041422,15454,,22.3461041422,617.542,3.5949e-07,nan,22.3461041422,,98.0877788208,12.0011098758,5659.01,50000,16.7829,2.43557e+07,3.23540830853,98.0877788208,1.11748e-08,1
