Bound,MaxNormIw,VarNormIw,AvgEpLen,VarDiscRet,AvgVanillaIw,MinNormIw,MaxVanillaIw,AvgRet,VarRet,AvgDiscRet,ESSRenyi,VanillaAvgRet,Delta,BatchSize,eRenyi2,EpsThisIter,MinVanillaIw,AvgNormIw,VarVanillaIw,ESSClassic,IterType,J,VarJ
-80.1842,0.005,2.1793e-19,99.09,2590.01518687,1.0,0.005,1.0,-69.3601351848,2590.01518687,-69.3601351848,500.0,-69.3601351848,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-70.3523,50.5455
-80.8404,0.00333333,5.43914e-20,108.81,4964.77184549,1.0,0.00333333,1.0,-77.733330579,4964.77184549,-77.733330579,500.0,-77.733330579,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-72.8126,57.9113
-80.8522,0.0025,5.4346e-20,108.38,4947.10221715,1.0,0.0025,1.0,-77.1620718879,4947.10221715,-77.1620718879,500.0,-77.1620718879,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-73.9,61.182
-75.85,0.00480131,5.16132e-06,108.93,4969.03917871,1.40201,6.12424e-15,3.36575,-77.7178254679,4969.03917871,-77.7178254679,236.805754652,-77.7178254679,0.9,500,2.11144,100,4.29314e-12,0.002,2.53633,218.55539746,1,-66.8142,55.8067
-87.2303,0.01,3.50449e-18,103.96,3791.45443731,1.0,0.01,1.0,-73.3257300761,3791.45443731,-73.3257300761,500.0,-73.3257300761,0.9,500,1.0,100,1.0,0.01,,100.0,2,-73.3257,61.2661
-89.0867,0.005,2.1793e-19,117.93,7182.92950237,1.0,0.005,1.0,-85.1835271384,7182.92950237,-85.1835271384,500.0,-85.1835271384,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-79.2546,73.9424
-85.7831,0.00333333,5.43914e-20,105.08,4992.11661117,1.0,0.00333333,1.0,-74.7562450895,4992.11661117,-74.7562450895,500.0,-74.7562450895,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-77.7552,72.7796
-81.3409,0.0025,5.4346e-20,92.78,1364.92088129,1.0,0.0025,1.0,-64.2887848178,1364.92088129,-64.2887848178,500.0,-64.2887848178,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.3886,65.9127
-78.7295,0.00217603,1.43444e-07,96.64,2595.21720801,1.102,0.000130255,1.19899,-67.7024158864,2595.21720801,-67.7024158864,485.064193489,-67.7024158864,0.9,500,1.03079,100,0.0717704,0.002,0.0435493,482.725566574,1,-72.4161,62.6146
-91.7244,0.01,3.50449e-18,109.25,4941.22732109,1.0,0.01,1.0,-77.8196520369,4941.22732109,-77.8196520369,500.0,-77.8196520369,0.9,500,1.0,100,1.0,0.01,,100.0,2,-77.8196,69.9415
-85.6097,0.005,2.1793e-19,104.78,3773.31280611,1.0,0.005,1.0,-73.7353960386,3773.31280611,-73.7353960386,500.0,-73.7353960386,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-75.7775,65.7105
-86.4349,0.00333333,5.43914e-20,115.33,7295.73242042,1.0,0.00333333,1.0,-83.6657439402,7295.73242042,-83.6657439402,500.0,-83.6657439402,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-78.4069,72.8011
-83.8411,0.0025,5.4346e-20,102.55,3797.95566112,1.0,0.0025,1.0,-72.3341328533,3797.95566112,-72.3341328533,500.0,-72.3341328533,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.8887,70.1563
-77.5818,0.129845,0.000198935,120.95,8335.79041593,3.52962,0.000379444,229.151,-87.8319458544,8335.79041593,-87.8319458544,282.928970076,-87.8319458544,0.9,500,1.76723,100,0.669647,0.002,619.593,9.87473792304,1,-69.3152,90.7882
-80.1617,0.01,3.50449e-18,95.28,1351.83696319,1.0,0.01,1.0,-66.2570910262,1351.83696319,-66.2570910262,500.0,-66.2570910262,0.9,500,1.0,100,1.0,0.01,,100.0,2,-66.2571,36.583
-79.3861,0.005,2.1793e-19,102.7,3796.46114526,1.0,0.005,1.0,-72.8510440086,3796.46114526,-72.8510440086,500.0,-72.8510440086,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-69.5541,50.5893
-77.9151,0.00333333,5.43914e-20,100.06,2631.10659319,1.0,0.00333333,1.0,-70.5535678938,2631.10659319,-70.5535678938,500.0,-70.5535678938,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-69.8872,50.7412
-79.0141,0.0025,5.4346e-20,110.25,4940.97783806,1.0,0.0025,1.0,-78.5852914809,4940.97783806,-78.5852914809,500.0,-78.5852914809,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-72.0617,56.2857
-74.8123,0.0221459,1.64077e-05,90.4,97.4006714327,1.54103,3.36146e-05,17.0638,-61.9337332645,97.4006714327,-61.9337332645,337.350386015,-61.9337332645,0.9,500,1.48214,100,0.0259006,0.002,9.74115,98.1600787956,1,-67.2418,39.9002
-94.3735,0.01,3.50449e-18,112.25,6115.75407211,1.0,0.01,1.0,-80.4692033757,6115.75407211,-80.4692033757,500.0,-80.4692033757,0.9,500,1.0,100,1.0,0.01,,100.0,2,-80.4692,77.8113
-82.5443,0.005,2.1793e-19,93.18,1357.56028424,1.0,0.005,1.0,-64.955638441,1357.56028424,-64.955638441,500.0,-64.955638441,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-72.7124,61.3144
-83.1569,0.00333333,5.43914e-20,111.11,6101.17070152,1.0,0.00333333,1.0,-79.9621797894,6101.17070152,-79.9621797894,500.0,-79.9621797894,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-75.129,67.3155
-86.9342,0.0025,5.4346e-20,128.2,10473.1828273,1.0,0.0025,1.0,-94.5401246981,10473.1828273,-94.5401246981,500.0,-94.5401246981,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-79.9818,77.8543
-76.3035,0.0176593,1.96968e-05,98.93,1336.32158724,2.18683,0.000104747,19.3089,-68.1014770247,1336.32158724,-68.1014770247,305.28496293,-68.1014770247,0.9,500,1.63781,100,0.114532,0.002,23.5487,84.5396128847,1,-68.3454,36.5681
-99.4015,0.01,3.50449e-18,117.22,8440.77081874,1.0,0.01,1.0,-85.4969064237,8440.77081874,-85.4969064237,500.0,-85.4969064237,0.9,500,1.0,100,1.0,0.01,,100.0,2,-85.4969,91.4131
-85.2868,0.005,2.1793e-19,94.62,1363.42503318,1.0,0.005,1.0,-65.4126242,1363.42503318,-65.4126242,500.0,-65.4126242,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-75.4548,70.3841
-81.3299,0.00333333,5.43914e-20,98.2,2564.24584435,1.0,0.00333333,1.0,-68.9965163977,2564.24584435,-68.9965163977,500.0,-68.9965163977,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-73.302,64.4832
-80.447,0.0025,5.4346e-20,104.66,3806.09730314,1.0,0.0025,1.0,-74.0726903482,3806.09730314,-74.0726903482,500.0,-74.0726903482,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-73.4947,63.7235
-77.8864,0.0209366,5.869e-06,108.45,4966.77879871,1.43657,0.000954132,15.0384,-77.4304018374,4966.77879871,-77.4304018374,371.018890516,-77.4304018374,0.9,500,1.34764,100,0.685337,0.002,3.028,202.895454884,1,-70.6676,59.4796
-93.736,0.01,3.50449e-18,111.63,6133.80576265,1.0,0.01,1.0,-79.8313086562,6133.80576265,-79.8313086562,500.0,-79.8313086562,0.9,500,1.0,100,1.0,0.01,,100.0,2,-79.8313,77.926
-84.9522,0.005,2.1793e-19,101.25,2562.12808494,1.0,0.005,1.0,-70.4087699622,2562.12808494,-70.4087699622,500.0,-70.4087699622,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-75.12,65.7775
-82.8114,0.00333333,5.43914e-20,104.93,3778.2211219,1.0,0.00333333,1.0,-74.1103225489,3778.2211219,-74.1103225489,500.0,-74.1103225489,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-74.7835,64.2767
-80.6994,0.0025,5.4346e-20,100.68,2583.67776399,1.0,0.0025,1.0,-70.6376877256,2583.67776399,-70.6376877256,500.0,-70.6376877256,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-73.747,61.1662
-79.4256,0.00783267,3.94122e-06,108.18,4968.59309162,1.23443,0.000497924,4.83443,-77.0036879523,4968.59309162,-77.0036879523,420.939425747,-77.0036879523,0.9,500,1.18782,100,0.307326,0.002,1.50142,252.101370941,1,-72.6483,75.3423
-89.6943,0.01,3.50449e-18,106.04,5014.99638833,1.0,0.01,1.0,-75.7895079672,5014.99638833,-75.7895079672,500.0,-75.7895079672,0.9,500,1.0,100,1.0,0.01,,100.0,2,-75.7895,70.4617
-83.0039,0.005,2.1793e-19,101.07,2566.75160176,1.0,0.005,1.0,-70.5539813164,2566.75160176,-70.5539813164,500.0,-70.5539813164,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-73.1717,61.3174
-78.2059,0.00333333,5.43914e-20,92.51,1380.95520252,1.0,0.00333333,1.0,-64.1904187034,1380.95520252,-64.1904187034,500.0,-64.1904187034,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-70.178,54.5911
-76.811,0.0025,5.4346e-20,98.06,2579.43116836,1.0,0.0025,1.0,-68.9007473716,2579.43116836,-68.9007473716,500.0,-68.9007473716,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-69.8587,53.6083
-75.7782,0.0024772,5.56261e-07,99.98,2588.82637091,1.0126,0.000382969,1.2542,-70.149210258,2588.82637091,-70.149210258,477.045091597,-70.149210258,0.9,500,1.04812,100,0.193897,0.002,0.142591,439.063453561,1,-69.4119,54.4974
-90.1663,0.01,3.50449e-18,107.06,4984.83000945,1.0,0.01,1.0,-76.2618851133,4984.83000945,-76.2618851133,500.0,-76.2618851133,0.9,500,1.0,100,1.0,0.01,,100.0,2,-76.2619,70.2494
-85.9855,0.005,2.1793e-19,106.42,4964.79199534,1.0,0.005,1.0,-76.0449032755,4964.79199534,-76.0449032755,500.0,-76.0449032755,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-76.1534,70.1789
-89.435,0.00333333,5.43914e-20,125.26,9368.45483495,1.0,0.00333333,1.0,-91.914509415,9368.45483495,-91.914509415,500.0,-91.914509415,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-81.4071,80.1884
-86.4008,0.0025,5.4346e-20,104.17,3779.35417576,1.0,0.0025,1.0,-73.572427372,3779.35417576,-73.572427372,500.0,-73.572427372,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-79.4484,75.9574
-82.6891,0.00263793,1.14016e-06,113.59,6089.41958654,1.17725,1.79873e-05,1.55276,-81.3616034965,6089.41958654,-81.3616034965,436.577141878,-81.3616034965,0.9,500,1.14527,100,0.0105878,0.002,0.395046,389.264530719,1,-76.0343,77.6598
