VarJ,EpsThisIter,ESSClassic,AvgEpLen,MinNormIw,AvgVanillaIw,VarDiscRet,AvgRet,Delta,Bound,IterType,AvgNormIw,eRenyi2,VanillaAvgRet,AvgDiscRet,VarRet,J,MaxNormIw,MaxVanillaIw,ESSRenyi,VarVanillaIw,VarNormIw,BatchSize,MinVanillaIw
81.1581,100,200.000000102,110.3,0.005,1.0,4941.8483812,-79.3735645153,0.8,-98.6144,2,0.005,1.0,-79.3735645153,-79.3735645153,4941.8483812,-83.8662,0.005,1.0,300.0,,2.1793e-19,300,1.0
82.1276,100,289.272031938,98.7,0.000925193,1.03894,4931.20790686,-68.868297085,0.8,-95.7884,,0.00333333,1.04933,-68.868297085,-79.7484440462,1352.78663331,-83.4531,0.00426623,1.3297,381.196704124,0.0401645,4.13448e-07,400,0.288366
52.0494,100,354.823578645,116.25,0.000414415,0.98929,7220.97029604,-84.6126876137,0.8,-83.5368,1,0.0025,1.13928,-84.6126876137,-84.6126876137,7220.97029604,-72.4056,0.00593167,2.34726,351.099135207,0.124921,7.97752e-07,400,0.163991
61.1144,100,100.0,104.1,0.01,1.0,3772.69786637,-74.0747109571,0.8,-94.9317,2,0.01,1.0,-74.0747109571,-74.0747109571,3772.69786637,-74.0747,0.01,1.0,400.0,,3.50449e-18,400,1.0
81.334,100,200.000000102,122.92,0.005,1.0,9449.39820679,-90.8412113196,0.8,-97.2074,2,0.005,1.0,-90.8412113196,-90.8412113196,9449.39820679,-82.458,0.005,1.0,400.0,,2.1793e-19,400,1.0
82.4395,100,299.999969474,117.67,0.00333333,1.0,7222.97220387,-85.8410306761,0.8,-95.6285,2,0.00333333,1.0,-85.8410306761,-85.8410306761,7222.97220387,-83.5857,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
79.257,100,341.77625864,108.46,0.00182365,1.01176,6191.14956383,-78.4160536437,0.8,-91.7913,1,0.0025,1.14254,-78.4160536437,-78.4160536437,6191.14956383,-80.6433,0.0122497,4.95748,350.097925785,0.174823,1.0674e-06,400,0.738035
77.4126,100,100.0,114.78,0.01,1.0,6053.23956809,-82.9855626783,0.8,-103.843,2,0.01,1.0,-82.9855626783,-82.9855626783,6053.23956809,-82.9856,0.01,1.0,400.0,,3.50449e-18,400,1.0
61.1688,100,200.000000102,96.23,0.005,1.0,1382.70920454,-67.387610869,0.8,-89.9348,2,0.005,1.0,-67.387610869,-67.387610869,1382.70920454,-75.1866,0.005,1.0,400.0,,2.1793e-19,400,1.0
61.081,100,299.999969474,107.48,0.00333333,1.0,3746.02838486,-76.3215588543,0.8,-87.6068,2,0.00333333,1.0,-76.3215588543,-76.3215588543,3746.02838486,-75.5649,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
47.3786,100,231.95187474,121.63,3.05243e-09,1.01028,8342.05414536,-88.9674903181,0.8,-84.6191,1,0.0025,1.73281,-88.9674903181,-88.9674903181,8342.05414536,-70.8913,0.00776503,3.13794,230.838336062,0.741324,4.53945e-06,400,1.23352e-06
70.0997,100,100.0,109.4,0.01,1.0,4963.60641421,-78.2732830572,0.8,-99.1304,2,0.01,1.0,-78.2732830572,-78.2732830572,4963.60641421,-78.2733,0.01,1.0,400.0,,3.50449e-18,400,1.0
56.2903,100,200.000000102,94.63,0.005,1.0,1361.8240089,-66.0246051712,0.8,-86.8971,2,0.005,1.0,-66.0246051712,-66.0246051712,1361.8240089,-72.1489,0.005,1.0,400.0,,2.1793e-19,400,1.0
58.0272,100,299.999969474,102.54,0.00333333,1.0,3800.66125566,-73.7007150719,0.8,-84.7081,2,0.00333333,1.0,-73.7007150719,-73.7007150719,3800.66125566,-72.6662,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
45.9672,100,278.070314217,104.48,1.18956e-06,1.00337,3782.17623506,-74.4655438343,0.8,-82.0778,1,0.0025,1.43577,-74.4655438343,-74.4655438343,3782.17623506,-69.5819,0.00528802,2.12235,278.596586725,0.442556,2.7474e-06,400,0.000477428
70.2005,100,100.0,108.22,0.01,1.0,4977.88309241,-77.5782504673,0.8,-98.4354,2,0.01,1.0,-77.5782504673,-77.5782504673,4977.88309241,-77.5782,0.01,1.0,400.0,,3.50449e-18,400,1.0
74.1521,100,200.000000102,111.5,0.005,1.0,6125.00216867,-80.8049491036,0.8,-93.9398,2,0.005,1.0,-80.8049491036,-80.8049491036,6125.00216867,-79.1916,0.005,1.0,400.0,,2.1793e-19,400,1.0
70.1515,100,299.999969474,104.29,0.00333333,1.0,3785.5026053,-73.8557895397,0.8,-89.4549,2,0.00333333,1.0,-73.8557895397,-73.8557895397,3785.5026053,-77.413,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
63.8699,100,329.530055696,109.58,0.00014026,1.02022,4949.63763765,-78.7801062773,0.8,-86.3606,1,0.0025,1.23545,-78.7801062773,-78.7801062773,4949.63763765,-74.7692,0.00756978,3.08913,323.768940755,0.223142,1.33991e-06,400,0.0572382
90.4771,100,100.0,122.08,0.01,1.0,8268.79553919,-89.7660863049,0.8,-110.623,2,0.01,1.0,-89.7660863049,-89.7660863049,8268.79553919,-89.7661,0.01,1.0,400.0,,3.50449e-18,400,1.0
81.1743,100,200.000000102,107.67,0.005,1.0,4967.03953556,-77.514006021,0.8,-98.3882,2,0.005,1.0,-77.514006021,-77.514006021,4967.03953556,-83.64,0.005,1.0,400.0,,2.1793e-19,400,1.0
75.3581,100,299.999969474,101.56,0.00333333,1.0,3811.17534259,-72.3522576393,0.8,-91.9192,2,0.00333333,1.0,-72.3522576393,-72.3522576393,3811.17534259,-79.8774,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
56.3133,100,247.759521789,104.58,1.17532e-11,1.08034,3801.80957574,-74.2164896065,0.8,-84.7623,1,0.0025,1.73453,-74.2164896065,-74.2164896065,3801.80957574,-71.0278,0.010572,4.56854,230.610024871,0.718967,3.85005e-06,400,5.07899e-09
50.5347,100,100.0,103.06,0.01,1.0,2579.55148512,-72.390408476,0.8,-93.2474,2,0.01,1.0,-72.390408476,-72.390408476,2579.55148512,-72.3904,0.01,1.0,400.0,,3.50449e-18,400,1.0
36.7845,100,200.000000102,92.0,0.005,1.0,110.722130019,-63.1348757437,0.8,-82.5108,2,0.005,1.0,-63.1348757437,-63.1348757437,110.722130019,-67.7626,0.005,1.0,400.0,,2.1793e-19,400,1.0
42.0004,100,299.999969474,98.74,0.00333333,1.0,2608.98789306,-69.8795754397,0.8,-80.5101,2,0.00333333,1.0,-69.8795754397,-69.8795754397,2608.98789306,-68.4683,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
45.2714,100,377.420684697,108.48,0.00199749,0.997951,4958.0195274,-77.7169909753,0.8,-80.7464,1,0.0025,1.06832,-77.7169909753,-77.7169909753,4958.0195274,-69.9675,0.00677316,2.70371,374.420012969,0.0597301,3.74848e-07,400,0.797357
61.1854,100,100.0,104.83,0.01,1.0,3781.46885801,-74.6330430415,0.8,-95.4902,2,0.01,1.0,-74.6330430415,-74.6330430415,3781.46885801,-74.633,0.01,1.0,400.0,,3.50449e-18,400,1.0
70.044,100,200.000000102,112.63,0.005,1.0,6107.07381192,-81.3679469739,0.8,-92.7487,2,0.005,1.0,-81.3679469739,-81.3679469739,6107.07381192,-78.0005,0.005,1.0,400.0,,2.1793e-19,400,1.0
70.0162,100,299.999969474,108.36,0.00333333,1.0,4943.80483377,-77.5769798008,0.8,-89.9012,2,0.00333333,1.0,-77.5769798008,-77.5769798008,4943.80483377,-77.8593,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
63.8056,100,283.10071213,104.78,5.02763e-05,0.99326,3789.25086584,-74.6211613859,0.8,-85.593,1,0.0025,1.40557,-74.6211613859,-74.6211613859,3789.25086584,-73.2292,0.00766134,3.04388,284.581325484,0.408398,2.58725e-06,400,0.019975
69.7603,100,100.0,110.55,0.01,1.0,4915.65524182,-79.2243058904,0.8,-100.081,2,0.01,1.0,-79.2243058904,-79.2243058904,4915.65524182,-79.2243,0.01,1.0,400.0,,3.50449e-18,400,1.0
50.422,100,200.000000102,91.62,0.005,1.0,92.5004586322,-63.3063235492,0.8,-86.0134,2,0.005,1.0,-63.3063235492,-63.3063235492,92.5004586322,-71.2653,0.005,1.0,400.0,,2.1793e-19,400,1.0
54.3346,100,299.999969474,105.89,0.00333333,1.0,3800.92883474,-74.9531140912,0.8,-84.5364,2,0.00333333,1.0,-74.9531140912,-74.9531140912,3800.92883474,-72.4946,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
67.4457,100,331.320193282,133.83,0.000429262,0.984483,11461.9736583,-99.284475991,0.8,-88.4895,1,0.0025,1.17039,-99.284475991,-99.284475991,11461.9736583,-77.2074,0.00978947,3.85503,341.7658947,0.201412,1.29882e-06,400,0.169041
96.4107,100,100.0,124.8,0.01,1.0,9388.90560423,-92.0218178247,0.8,-112.879,2,0.01,1.0,-92.0218178247,-92.0218178247,9388.90560423,-92.0218,0.01,1.0,400.0,,3.50449e-18,400,1.0
87.6529,100,200.000000102,113.46,0.005,1.0,6079.91722925,-81.8303673172,0.8,-101.674,2,0.005,1.0,-81.8303673172,-81.8303673172,6079.91722925,-86.9261,0.005,1.0,400.0,,2.1793e-19,400,1.0
80.0685,100,299.999969474,104.02,0.00333333,1.0,3790.87332065,-73.8569179897,0.8,-94.6116,2,0.00333333,1.0,-73.8569179897,-73.8569179897,3790.87332065,-82.5697,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
55.6446,100,181.366214942,99.41,1.69268e-10,0.90984,2599.54536158,-69.7136883022,0.8,-84.505,1,0.0025,2.08642,-69.7136883022,-69.7136883022,2599.54536158,-69.4415,0.0134119,4.88106,191.716079649,1.00041,7.55316e-06,400,6.16028e-08
60.9226,100,100.0,105.99,0.01,1.0,3749.04840135,-75.3375411518,0.8,-96.1931,2,0.01,1.0,-75.3375411518,-75.3375411518,3749.04840135,-75.3375,0.01,1.0,400.0,,3.50449e-18,400,1.0
50.604,100,200.000000102,97.98,0.005,1.0,1398.00066476,-68.1323108569,0.8,-86.482,2,0.005,1.0,-68.1323108569,-68.1323108569,1398.00066476,-71.7349,0.005,1.0,400.0,,2.1793e-19,400,1.0
67.1563,100,299.999969474,122.68,0.00333333,1.0,8268.15224247,-90.0208161791,0.8,-89.8726,2,0.00333333,1.0,-90.0208161791,-90.0208161791,8268.15224247,-77.8302,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
63.4644,100,269.106355942,110.35,0.00166257,1.0333,6159.28241268,-79.8173533577,0.8,-87.5242,1,0.0025,1.23557,-79.8173533577,-79.8173533577,6159.28241268,-75.9317,0.0223267,9.22805,323.73823408,0.520637,3.04763e-06,400,0.687175
69.8773,100,100.0,111.95,0.01,1.0,4932.16524109,-79.9061865143,0.8,-100.763,2,0.01,1.0,-79.9061865143,-79.9061865143,4932.16524109,-79.9062,0.01,1.0,400.0,,3.50449e-18,400,1.0
73.7527,100,200.000000102,114.24,0.005,1.0,6052.91474206,-82.6280977079,0.8,-96.0154,2,0.005,1.0,-82.6280977079,-82.6280977079,6052.91474206,-81.2671,0.005,1.0,400.0,,2.1793e-19,400,1.0
61.0271,100,299.999969474,92.99,0.00333333,1.0,101.606229472,-64.2348588346,0.8,-87.6316,2,0.00333333,1.0,-64.2348588346,-64.2348588346,101.606229472,-75.5897,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
40.8682,100,234.561110977,103.36,1.07587e-12,1.05069,3779.79753338,-73.6061053163,0.8,-82.1538,1,0.0025,1.81683,-73.6061053163,-73.6061053163,3779.79753338,-68.0972,0.0099216,4.1698,220.164221472,0.780577,4.41925e-06,400,4.52162e-10
77.7998,100,100.0,113.13,0.01,1.0,6113.94497467,-81.7379038411,0.8,-102.595,2,0.01,1.0,-81.7379038411,-81.7379038411,6113.94497467,-81.7379,0.01,1.0,400.0,,3.50449e-18,400,1.0
61.3093,100,200.000000102,95.64,0.005,1.0,1369.12650659,-66.9447928903,0.8,-89.0895,2,0.005,1.0,-66.9447928903,-66.9447928903,1369.12650659,-74.3413,0.005,1.0,400.0,,2.1793e-19,400,1.0
61.4005,100,299.999969474,100.73,0.00333333,1.0,3826.32059001,-71.7848918942,0.8,-85.531,2,0.00333333,1.0,-71.7848918942,-71.7848918942,3826.32059001,-73.4892,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
50.0186,100,252.621581286,103.24,6.02224e-09,1.03226,3779.94863016,-73.2336756419,0.8,-82.2275,1,0.0025,1.61216,-73.2336756419,-73.2336756419,3779.94863016,-68.9864,0.00607425,2.50808,248.11448287,0.623201,3.65536e-06,400,2.4866e-06
96.0526,100,100.0,126.79,0.01,1.0,9319.29256869,-93.3013810332,0.8,-114.158,2,0.01,1.0,-93.3013810332,-93.3013810332,9319.29256869,-93.3014,0.01,1.0,400.0,,3.50449e-18,400,1.0
77.5306,100,200.000000102,100.94,0.005,1.0,2576.75611223,-71.1702358168,0.8,-96.984,2,0.005,1.0,-71.1702358168,-71.1702358168,2576.75611223,-82.2358,0.005,1.0,400.0,,2.1793e-19,400,1.0
69.915,100,299.999969474,101.99,0.00333333,1.0,2588.82884917,-71.3213231102,0.8,-90.6395,2,0.00333333,1.0,-71.3213231102,-71.3213231102,2588.82884917,-78.5977,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
68.6086,100,201.684159572,116.84,2.9286e-06,0.953038,7285.26930661,-85.2390500611,0.8,-88.3129,1,0.0025,1.96893,-85.2390500611,-85.2390500611,7285.26930661,-73.6797,0.0131639,5.01827,203.156065188,0.895351,6.16102e-06,400,0.00111643
90.6292,100,100.0,122.14,0.01,1.0,8296.60789747,-89.1988413228,0.8,-110.056,2,0.01,1.0,-89.1988413228,-89.1988413228,8296.60789747,-89.1988,0.01,1.0,400.0,,3.50449e-18,400,1.0
99.0077,100,200.000000102,132.84,0.005,1.0,11459.8942288,-98.800646821,0.8,-108.748,2,0.005,1.0,-98.800646821,-98.800646821,11459.8942288,-93.9997,0.005,1.0,400.0,,2.1793e-19,400,1.0
98.0569,100,299.999969474,125.97,0.00333333,1.0,9332.32699146,-92.5300003782,0.8,-105.552,2,0.00333333,1.0,-92.5300003782,-92.5300003782,9332.32699146,-93.5098,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
103.34,100,132.476873856,97.59,2.67122e-20,0.874116,1362.0552052,-68.5017292444,0.8,-93.777,1,0.0025,2.58453,-68.5017292444,-68.5017292444,1362.0552052,-77.0115,0.0147082,5.14265,154.766767998,1.54684,1.26529e-05,400,9.33981e-18
70.3245,100,100.0,107.47,0.01,1.0,4995.48568494,-76.7805998905,0.8,-97.6375,2,0.01,1.0,-76.7805998905,-76.7805998905,4995.48568494,-76.7806,0.01,1.0,400.0,,3.50449e-18,400,1.0
65.9734,100,200.000000102,104.29,0.005,1.0,3793.98229606,-74.1705314142,0.8,-90.2238,2,0.005,1.0,-74.1705314142,-74.1705314142,3793.98229606,-75.4756,0.005,1.0,400.0,,2.1793e-19,400,1.0
75.4436,100,299.999969474,119.5,0.00333333,1.0,8348.1456295,-88.0591218036,0.8,-91.712,2,0.00333333,1.0,-88.0591218036,-88.0591218036,8348.1456295,-79.6701,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
68.5856,100,305.43241334,115.08,0.000302429,0.976264,6051.10554521,-83.1349146913,0.8,-89.555,1,0.0025,1.36513,-83.1349146913,-83.1349146913,6051.10554521,-77.3704,0.0107524,4.19887,293.013089187,0.295834,1.93997e-06,400,0.1181
60.9712,100,100.0,106.68,0.01,1.0,3755.04314843,-75.3286238734,0.8,-96.1857,2,0.01,1.0,-75.3286238734,-75.3286238734,3755.04314843,-75.3286,0.01,1.0,400.0,,3.50449e-18,400,1.0
50.6139,100,200.000000102,98.37,0.005,1.0,1396.90449251,-68.5314927748,0.8,-86.6783,2,0.005,1.0,-68.5314927748,-68.5314927748,1396.90449251,-71.9301,0.005,1.0,400.0,,2.1793e-19,400,1.0
54.3963,100,299.999969474,103.41,0.00333333,1.0,3789.73868311,-73.4337416707,0.8,-84.4731,2,0.00333333,1.0,-73.4337416707,-73.4337416707,3789.73868311,-72.4313,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
24.1489,100,255.196782495,90.38,7.22166e-09,1.03416,82.212150334,-62.1232602833,0.8,-78.2725,1,0.0025,1.61694,-62.1232602833,-62.1232602833,82.212150334,-65.0117,0.00658586,2.72434,247.381453766,0.60837,3.55525e-06,400,2.98735e-06
61.3918,100,100.0,101.0,0.01,1.0,3807.02784745,-71.8461895339,0.8,-92.7028,2,0.01,1.0,-71.8461895339,-71.8461895339,3807.02784745,-71.8462,0.01,1.0,400.0,,3.50449e-18,400,1.0
70.2717,100,200.000000102,111.65,0.005,1.0,6127.80125228,-80.8742217529,0.8,-91.1084,2,0.005,1.0,-80.8742217529,-80.8742217529,6127.80125228,-76.3602,0.005,1.0,400.0,,2.1793e-19,400,1.0
64.4633,100,299.999969474,98.61,0.00333333,1.0,2586.06032089,-69.6403133152,0.8,-86.1621,2,0.00333333,1.0,-69.6403133152,-69.6403133152,2586.06032089,-74.1202,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
58.1191,100,333.92632622,98.58,0.000304276,0.944509,2594.3618227,-69.2332783252,0.8,-82.2573,1,0.0025,1.17225,-69.2332783252,-69.2332783252,2594.3618227,-70.9662,0.00505111,1.90833,341.22430567,0.176961,1.23978e-06,400,0.114957
84.9834,100,100.0,113.84,0.01,1.0,7295.12746596,-82.9476825812,0.8,-103.805,2,0.01,1.0,-82.9476825812,-82.9476825812,7295.12746596,-82.9477,0.01,1.0,400.0,,3.50449e-18,400,1.0
78.2121,100,200.000000102,103.84,0.005,1.0,5028.79172776,-74.7516980448,0.8,-93.5978,2,0.005,1.0,-74.7516980448,-74.7516980448,5028.79172776,-78.8497,0.005,1.0,400.0,,2.1793e-19,400,1.0
70.3705,100,299.999969474,100.69,0.00333333,1.0,2605.73060418,-70.9065477297,0.8,-88.2438,2,0.00333333,1.0,-70.9065477297,-70.9065477297,2605.73060418,-76.202,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
40.034,100,238.864698051,101.51,2.44504e-08,1.03413,3813.74440833,-72.3876673329,0.8,-80.4838,1,0.0025,1.67575,-72.3876673329,-72.3876673329,3813.74440833,-66.9839,0.00670824,2.77487,238.699359204,0.723227,4.22674e-06,400,1.0114e-05
36.908,100,100.0,95.16,0.01,1.0,1375.95765214,-66.5939376529,0.8,-87.4451,2,0.01,1.0,-66.5939376529,-66.5939376529,1375.95765214,-66.5939,0.01,1.0,400.0,,3.50449e-18,400,1.0
36.8733,100,200.000000102,98.45,0.005,1.0,1369.01652061,-68.464711228,0.8,-82.2771,2,0.005,1.0,-68.464711228,-68.464711228,1369.01652061,-67.5293,0.005,1.0,400.0,,2.1793e-19,400,1.0
57.9013,100,299.999969474,116.55,0.00333333,1.0,7210.41012173,-84.8541462015,0.8,-85.3461,2,0.00333333,1.0,-84.8541462015,-84.8541462015,7210.41012173,-73.3043,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
21.9693,100,219.311730961,103.48,4.9263e-08,0.92841,2606.21053782,-72.8501956697,0.8,-80.1544,1,0.0025,1.73361,-72.8501956697,-72.8501956697,2606.21053782,-66.4235,0.00757163,2.81183,230.733000714,0.711927,5.16221e-06,400,1.82945e-05
61.0411,100,100.0,105.11,0.01,1.0,3763.65206317,-74.6107332796,0.8,-95.4677,2,0.01,1.0,-74.6107332796,-74.6107332796,3763.65206317,-74.6107,0.01,1.0,400.0,,3.50449e-18,400,1.0
56.1611,100,200.000000102,100.96,0.005,1.0,2602.61674309,-71.282562909,0.8,-87.6948,2,0.005,1.0,-71.282562909,-71.282562909,2602.61674309,-72.9466,0.005,1.0,400.0,,2.1793e-19,400,1.0
57.933,100,299.999969474,104.88,0.00333333,1.0,3795.76540759,-74.9805413371,0.8,-85.6664,2,0.00333333,1.0,-74.9805413371,-74.9805413371,3795.76540759,-73.6246,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
55.6947,100,386.78774297,104.58,0.00200149,1.00695,3823.4641091,-74.7048244347,0.8,-84.0181,1,0.0025,1.04606,-74.7048244347,-74.7048244347,3823.4641091,-73.3522,0.00483609,1.94787,382.387735305,0.0347218,2.14028e-07,400,0.806156
60.9941,100,100.0,105.81,0.01,1.0,3757.85628941,-75.1803704217,0.8,-96.0374,2,0.01,1.0,-75.1803704217,-75.1803704217,3757.85628941,-75.1804,0.01,1.0,400.0,,3.50449e-18,400,1.0
61.3103,100,200.000000102,104.94,0.005,1.0,3835.96299143,-75.0202692674,0.8,-89.8497,2,0.005,1.0,-75.0202692674,-75.0202692674,3835.96299143,-75.1003,0.005,1.0,400.0,,2.1793e-19,400,1.0
72.6552,100,299.999969474,122.6,0.00333333,1.0,8252.2108993,-90.0378858206,0.8,-92.1224,2,0.00333333,1.0,-90.0378858206,-90.0378858206,8252.2108993,-80.0795,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
67.188,100,349.47587985,111.73,0.000950646,0.951578,6090.48190915,-80.7142404197,0.8,-89.6455,1,0.0025,1.16844,-80.7142404197,-80.7142404197,6090.48190915,-78.3718,0.00798667,3.03998,342.335328614,0.131237,9.05834e-07,400,0.361845
50.7209,100,100.0,97.78,0.01,1.0,2598.59745222,-68.9520652711,0.8,-89.8091,2,0.01,1.0,-68.9520652711,-68.9520652711,2598.59745222,-68.9521,0.01,1.0,400.0,,3.50449e-18,400,1.0
65.9194,100,200.000000102,111.05,0.005,1.0,6118.32023858,-79.9969228321,0.8,-89.2227,2,0.005,1.0,-79.9969228321,-79.9969228321,6118.32023858,-74.4745,0.005,1.0,400.0,,2.1793e-19,400,1.0
67.3433,100,299.999969474,109.44,0.00333333,1.0,4955.97226394,-77.9835719012,0.8,-87.686,2,0.00333333,1.0,-77.9835719012,-77.9835719012,4955.97226394,-75.6442,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
28.9745,100,203.881477222,94.64,3.84657e-10,0.961033,1354.3355212,-65.9452703609,0.8,-79.5914,1,0.0025,1.92154,-65.9452703609,-65.9452703609,1354.3355212,-65.1354,0.00816127,3.1373,208.166777447,0.890646,6.0271e-06,400,1.47867e-07
50.5889,100,100.0,101.22,0.01,1.0,2585.08862789,-71.5122816657,0.8,-92.3694,2,0.01,1.0,-71.5122816657,-71.5122816657,2585.08862789,-71.5123,0.01,1.0,400.0,,3.50449e-18,400,1.0
50.6744,100,200.000000102,99.47,0.005,1.0,2602.01952873,-70.4577235505,0.8,-85.7332,2,0.005,1.0,-70.4577235505,-70.4577235505,2602.01952873,-70.985,0.005,1.0,400.0,,2.1793e-19,400,1.0
54.47,100,299.999969474,105.67,0.00333333,1.0,3791.43663713,-75.1586624101,0.8,-84.4181,2,0.00333333,1.0,-75.1586624101,-75.1586624101,3791.43663713,-72.3762,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
41.0968,100,252.690145856,103.34,0.00022761,0.994766,3781.67268359,-73.4254100581,0.8,-81.1661,1,0.0025,1.36172,-73.4254100581,-73.4254100581,3781.67268359,-68.9968,0.0292762,11.6492,293.746563378,0.578325,3.65267e-06,400,0.0905674
70.197,100,100.0,107.67,0.01,1.0,4977.39725646,-77.2474574715,0.8,-98.1045,2,0.01,1.0,-77.2474574715,-77.2474574715,4977.39725646,-77.2475,0.01,1.0,400.0,,3.50449e-18,400,1.0
81.3884,100,200.000000102,120.0,0.005,1.0,8344.6683335,-88.1387244451,0.8,-97.4412,2,0.005,1.0,-88.1387244451,-88.1387244451,8344.6683335,-82.6931,0.005,1.0,400.0,,2.1793e-19,400,1.0
72.8,100,299.999969474,100.48,0.00333333,1.0,2582.93484099,-70.8014274468,0.8,-90.771,2,0.00333333,1.0,-70.8014274468,-70.8014274468,2582.93484099,-78.7292,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
60.874,100,354.764227698,96.5,0.00031804,1.01602,1377.13465881,-67.6622826175,0.8,-85.5504,1,0.0025,1.13379,-67.6622826175,-67.6622826175,1377.13465881,-74.4461,0.00904564,3.67623,352.797567522,0.131958,7.98932e-07,400,0.129254
77.8202,100,100.0,112.98,0.01,1.0,6117.15878835,-81.461437214,0.8,-102.318,2,0.01,1.0,-81.461437214,-81.461437214,6117.15878835,-81.4614,0.01,1.0,400.0,,3.50449e-18,400,1.0
73.9514,100,200.000000102,110.69,0.005,1.0,4928.27553951,-79.1620232557,0.8,-95.0599,2,0.005,1.0,-79.1620232557,-79.1620232557,4928.27553951,-80.3117,0.005,1.0,400.0,,2.1793e-19,400,1.0
75.2543,100,299.999969474,112.28,0.00333333,1.0,6112.99216755,-80.8060037014,0.8,-92.5183,2,0.00333333,1.0,-80.8060037014,-80.8060037014,6112.99216755,-80.4765,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
64.3587,100,351.780268177,100.01,0.00110892,1.02413,2614.21655691,-70.429320586,0.8,-87.2402,1,0.0025,1.15058,-70.429320586,-70.429320586,2614.21655691,-76.054,0.00714902,2.9286,347.649366652,0.144127,8.58855e-07,400,0.454268
61.1227,100,100.0,104.77,0.01,1.0,3773.72388026,-74.7733080836,0.8,-95.63,2,0.01,1.0,-74.7733080836,-74.7733080836,3773.72388026,-74.7733,0.01,1.0,400.0,,3.50449e-18,400,1.0
73.987,100,200.000000102,115.48,0.005,1.0,7240.33547847,-84.1795233217,0.8,-94.2243,2,0.005,1.0,-84.1795233217,-84.1795233217,7240.33547847,-79.4764,0.005,1.0,400.0,,2.1793e-19,400,1.0
72.6186,100,299.999969474,110.27,0.00333333,1.0,4921.36564155,-79.1121560273,0.8,-91.3969,2,0.00333333,1.0,-79.1121560273,-79.1121560273,4921.36564155,-79.355,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
75.3927,100,339.929146323,121.32,0.000565637,0.979236,8320.25812869,-88.9198779395,0.8,-91.2445,1,0.0025,1.20097,-88.9198779395,-88.9198779395,8320.25812869,-79.816,0.00882799,3.45788,333.064025508,0.169878,1.10724e-06,400,0.221557
77.8027,100,100.0,111.63,0.01,1.0,6114.4087811,-80.9164196183,0.8,-101.774,2,0.01,1.0,-80.9164196183,-80.9164196183,6114.4087811,-80.9164,0.01,1.0,400.0,,3.50449e-18,400,1.0
74.0223,100,200.000000102,108.99,0.005,1.0,4950.72885242,-78.0493440959,0.8,-94.2311,2,0.005,1.0,-78.0493440959,-78.0493440959,4950.72885242,-79.4829,0.005,1.0,400.0,,2.1793e-19,400,1.0
72.7488,100,299.999969474,107.77,0.00333333,1.0,4964.49233385,-77.1165140831,0.8,-90.736,2,0.00333333,1.0,-77.1165140831,-77.1165140831,4964.49233385,-78.6941,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
64.822,100,281.718695631,115.85,0.000260642,0.979688,7241.84004715,-84.5275916108,0.8,-88.3508,1,0.0025,1.48628,-84.5275916108,-84.5275916108,7241.84004715,-75.636,0.00862279,3.37906,269.128861128,0.403984,2.63068e-06,400,0.102139
91.1722,100,100.0,118.76,0.01,1.0,8396.33035191,-87.1222375545,0.8,-107.979,2,0.01,1.0,-87.1222375545,-87.1222375545,8396.33035191,-87.1222,0.01,1.0,400.0,,3.50449e-18,400,1.0
84.7641,100,200.000000102,112.11,0.005,1.0,6101.55903133,-81.2944664599,0.8,-98.9566,2,0.005,1.0,-81.2944664599,-81.2944664599,6101.55903133,-84.2083,0.005,1.0,400.0,,2.1793e-19,400,1.0
84.6892,100,299.999969474,117.49,0.00333333,1.0,7218.49604614,-85.1455654368,0.8,-96.5626,2,0.00333333,1.0,-85.1455654368,-85.1455654368,7218.49604614,-84.5208,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
