VarJ,EpsThisIter,ESSClassic,AvgEpLen,MinNormIw,AvgVanillaIw,VarDiscRet,AvgRet,Delta,Bound,IterType,AvgNormIw,eRenyi2,VanillaAvgRet,AvgDiscRet,VarRet,J,MaxNormIw,MaxVanillaIw,ESSRenyi,VarVanillaIw,VarNormIw,BatchSize,MinVanillaIw
81.2888,100,200.000000102,107.24,0.005,1.0,4966.19034761,-77.0934043373,0.8,-97.4267,2,0.005,1.0,-77.0934043373,-77.0934043373,4966.19034761,-82.6785,0.005,1.0,500.0,,2.1793e-19,500,1.0
75.3007,100,299.999969474,105.59,0.00333333,1.0,3792.7597578,-74.9317653142,0.8,-92.1381,2,0.00333333,1.0,-74.9317653142,-74.9317653142,3792.7597578,-80.0962,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
74.0312,100,400.0,108.8,0.0025,1.0,4958.94777284,-78.253333873,0.8,-90.0641,2,0.0025,1.0,-78.253333873,-78.253333873,4958.94777284,-79.6355,0.0025,1.0,500.0,,5.4346e-20,500,1.0
86.2734,100,394.829756474,128.12,0.000216674,1.15178,10470.2296318,-95.2369152902,0.8,-90.6074,1,0.002,1.12682,-95.2369152902,-95.2369152902,10470.2296318,-80.706,0.00606856,3.49483,443.72637122,0.354068,1.0676e-06,500,0.124781
96.2213,100,100.0,126.07,0.01,1.0,9352.05090362,-92.6377926062,0.8,-113.495,2,0.01,1.0,-92.6377926062,-92.6377926062,9352.05090362,-92.6378,0.01,1.0,500.0,,3.50449e-18,500,1.0
87.497,100,200.000000102,114.79,0.005,1.0,6062.97917957,-82.5798687626,0.8,-102.357,2,0.005,1.0,-82.5798687626,-82.5798687626,6062.97917957,-87.6088,0.005,1.0,500.0,,2.1793e-19,500,1.0
77.5177,100,299.999969474,101.96,0.00333333,1.0,2578.70778958,-71.9919237009,0.8,-94.4451,2,0.00333333,1.0,-71.9919237009,-71.9919237009,2578.70778958,-82.4032,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
80.9461,100,400.0,123.6,0.0025,1.0,8217.19283274,-90.3268872406,0.8,-94.8127,2,0.0025,1.0,-90.3268872406,-90.3268872406,8217.19283274,-84.3841,0.0025,1.0,500.0,,5.4346e-20,500,1.0
80.6688,100,488.588827301,111.36,0.00104297,1.02374,6118.29117097,-80.6208104555,0.8,-92.8689,1,0.002,1.01231,-80.6208104555,-80.6208104555,6118.29117097,-83.4841,0.00288601,1.47727,493.922275882,0.0245267,9.36089e-08,500,0.533869
84.4752,100,100.0,116.93,0.01,1.0,7208.1415031,-84.9626877967,0.8,-105.82,2,0.01,1.0,-84.9626877967,-84.9626877967,7208.1415031,-84.9627,0.01,1.0,500.0,,3.50449e-18,500,1.0
73.9276,100,200.000000102,106.16,0.005,1.0,3785.60506397,-75.2896852008,0.8,-94.8744,2,0.005,1.0,-75.2896852008,-75.2896852008,3785.60506397,-80.1262,0.005,1.0,500.0,,2.1793e-19,500,1.0
70.0992,100,299.999969474,104.76,0.00333333,1.0,3831.0023924,-74.8710361323,0.8,-90.4163,2,0.00333333,1.0,-74.8710361323,-74.8710361323,3831.0023924,-78.3745,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
68.0424,100,400.0,104.33,0.0025,1.0,3799.61311284,-73.7937392639,0.8,-87.6579,2,0.0025,1.0,-73.7937392639,-73.7937392639,3799.61311284,-77.2293,0.0025,1.0,500.0,,5.4346e-20,500,1.0
72.0327,100,478.918578159,118.61,0.000367834,1.06039,7192.26288029,-86.5192459497,0.8,-88.1052,1,0.002,1.02048,-86.5192459497,-86.5192459497,7192.26288029,-78.6826,0.00211013,1.11878,489.966404572,0.049596,1.76431e-07,500,0.195024
69.9465,100,100.0,108.91,0.01,1.0,4941.931943,-77.9149366118,0.8,-98.7714,2,0.01,1.0,-77.9149366118,-77.9149366118,4941.931943,-77.9149,0.01,1.0,500.0,,3.50449e-18,500,1.0
84.5975,100,200.000000102,125.41,0.005,1.0,9407.07324558,-92.6097383621,0.8,-100.011,2,0.005,1.0,-92.6097383621,-92.6097383621,9407.07324558,-85.2623,0.005,1.0,500.0,,2.1793e-19,500,1.0
94.4964,100,299.999969474,138.82,0.00333333,1.0,12375.09236,-103.588514872,0.8,-103.413,2,0.00333333,1.0,-103.588514872,-103.588514872,12375.09236,-91.3711,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
86.2161,100,400.0,98.41,0.0025,1.0,2600.79911585,-69.17902813,0.8,-96.2516,2,0.0025,1.0,-69.17902813,-69.17902813,2600.79911585,-85.823,0.0025,1.0,500.0,,5.4346e-20,500,1.0
203.063,100,60.0454610363,118.63,0.000733975,1.82661,7164.9348553,-86.3703820854,0.8,-91.6439,1,0.002,1.36988,-86.3703820854,-86.3703820854,7164.9348553,-80.7267,0.0487369,44.5116,364.996564373,24.4955,2.93668e-05,500,0.670342
96.3534,100,100.0,124.97,0.01,1.0,9377.75785511,-91.6725606984,0.8,-112.53,2,0.01,1.0,-91.6725606984,-91.6725606984,9377.75785511,-91.6726,0.01,1.0,500.0,,3.50449e-18,500,1.0
84.545,100,200.000000102,107.8,0.005,1.0,4960.77631321,-77.4916417053,0.8,-99.3303,2,0.005,1.0,-77.4916417053,-77.4916417053,4960.77631321,-84.5821,0.005,1.0,500.0,,2.1793e-19,500,1.0
79.9997,100,299.999969474,109.75,0.00333333,1.0,4928.89910123,-78.511528831,0.8,-94.6005,2,0.00333333,1.0,-78.511528831,-78.511528831,4928.89910123,-82.5586,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
84.5047,100,400.0,125.94,0.0025,1.0,9378.89793751,-92.8335452588,0.8,-95.5567,2,0.0025,1.0,-92.8335452588,-92.8335452588,9378.89793751,-85.1273,0.0025,1.0,500.0,,5.4346e-20,500,1.0
81.6618,100,428.929037602,111.6,0.000255424,1.05323,4954.22074541,-79.5998487762,0.8,-92.6683,1,0.002,1.12337,-79.5998487762,-79.5998487762,4954.22074541,-82.7813,0.00778128,4.09774,445.089356301,0.184172,6.64105e-07,500,0.13451
77.3625,100,100.0,114.54,0.01,1.0,6045.41321831,-82.7992180425,0.8,-103.656,2,0.01,1.0,-82.7992180425,-82.7992180425,6045.41321831,-82.7992,0.01,1.0,500.0,,3.50449e-18,500,1.0
77.5193,100,200.000000102,113.11,0.005,1.0,6093.3128,-81.2937581578,0.8,-96.7947,2,0.005,1.0,-81.2937581578,-81.2937581578,6093.3128,-82.0465,0.005,1.0,500.0,,2.1793e-19,500,1.0
72.5633,100,299.999969474,105.49,0.00333333,1.0,3784.52058037,-75.2106890613,0.8,-91.8097,2,0.00333333,1.0,-75.2106890613,-75.2106890613,3784.52058037,-79.7679,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
65.7205,100,400.0,96.42,0.0025,1.0,1379.19678052,-67.382398124,0.8,-87.1001,2,0.0025,1.0,-67.382398124,-67.382398124,1379.19678052,-76.6715,0.0025,1.0,500.0,,5.4346e-20,500,1.0
54.943,100,234.080152575,106.8,4.84229e-06,1.13215,4988.74959076,-76.3268301219,0.8,-83.8844,1,0.002,2.08384,-76.3268301219,-76.3268301219,4988.74959076,-70.4196,0.0127327,7.20761,239.941987903,1.45901,4.55318e-06,500,0.00274109
84.471,100,100.0,116.94,0.01,1.0,7207.41640739,-85.1613995777,0.8,-106.019,2,0.01,1.0,-85.1613995777,-85.1613995777,7207.41640739,-85.1614,0.01,1.0,500.0,,3.50449e-18,500,1.0
84.6247,100,200.000000102,115.24,0.005,1.0,7259.18368378,-83.941183604,0.8,-99.2995,2,0.005,1.0,-83.941183604,-83.941183604,7259.18368378,-84.5513,0.005,1.0,500.0,,2.1793e-19,500,1.0
82.5663,100,299.999969474,110.14,0.00333333,1.0,6174.63869247,-79.6493131527,0.8,-94.9592,2,0.00333333,1.0,-79.6493131527,-79.6493131527,6174.63869247,-82.9173,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
86.3671,100,400.0,124.44,0.0025,1.0,9421.78325121,-91.7099972674,0.8,-95.5441,2,0.0025,1.0,-91.7099972674,-91.7099972674,9421.78325121,-85.1155,0.0025,1.0,500.0,,5.4346e-20,500,1.0
56.2592,100,26.4140478952,124.5,0.000512336,2.63847,9433.45275043,-91.7793351892,0.8,-82.4622,1,0.002,1.64445,-91.7793351892,-91.7793351892,9433.45275043,-70.5008,0.0721327,95.1601,304.053014187,125.066,7.18612e-05,500,0.675893
77.671,100,100.0,112.54,0.01,1.0,6093.71486268,-81.5753123552,0.8,-102.431,2,0.01,1.0,-81.5753123552,-81.5753123552,6093.71486268,-81.5753,0.01,1.0,500.0,,3.50449e-18,500,1.0
61.1812,100,200.000000102,97.86,0.005,1.0,1374.48852889,-67.9553434087,0.8,-89.5134,2,0.005,1.0,-67.9553434087,-67.9553434087,1374.48852889,-74.7653,0.005,1.0,500.0,,2.1793e-19,500,1.0
72.6025,100,299.999969474,121.47,0.00333333,1.0,8272.69343195,-89.1078203064,0.8,-91.588,2,0.00333333,1.0,-89.1078203064,-89.1078203064,8272.69343195,-79.5462,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
73.902,100,400.0,112.24,0.0025,1.0,6091.13123693,-81.3442677765,0.8,-90.4243,2,0.0025,1.0,-81.3442677765,-81.3442677765,6091.13123693,-79.9957,0.0025,1.0,500.0,,5.4346e-20,500,1.0
72.9184,100,481.820661695,103.52,0.000787502,1.01709,3798.25885546,-73.9016644561,0.8,-88.0017,1,0.002,1.01085,-73.9016644561,-73.9016644561,3798.25885546,-78.6236,0.00228852,1.16382,494.631210996,0.03911,1.51227e-07,500,0.40048
36.8698,100,100.0,95.85,0.01,1.0,1373.11360048,-66.7057349084,0.8,-87.5626,2,0.01,1.0,-66.7057349084,-66.7057349084,1373.11360048,-66.7057,0.01,1.0,500.0,,3.50449e-18,500,1.0
56.2761,100,200.000000102,107.76,0.005,1.0,4967.75287491,-77.3408008978,0.8,-86.7715,2,0.005,1.0,-77.3408008978,-77.3408008978,4967.75287491,-72.0233,0.005,1.0,500.0,,2.1793e-19,500,1.0
67.3577,100,299.999969474,117.31,0.00333333,1.0,7231.1640184,-85.3463753138,0.8,-88.5062,2,0.00333333,1.0,-85.3463753138,-85.3463753138,7231.1640184,-76.4643,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
70.1105,100,400.0,112.67,0.0025,1.0,6094.57455977,-81.2389654182,0.8,-88.0865,2,0.0025,1.0,-81.2389654182,-81.2389654182,6094.57455977,-77.658,0.0025,1.0,500.0,,5.4346e-20,500,1.0
65.5484,100,479.389205464,97.84,0.000983776,1.03087,1397.42746962,-68.2563901301,0.8,-84.8835,1,0.002,1.02541,-68.2563901301,-68.2563901301,1397.42746962,-75.4381,0.00360314,1.85719,487.609580683,0.0457831,1.72328e-07,500,0.507073
