LearnableVariance,VarianceInit,EpRewMean,InitialReturnMax,EpLenMean,StdIW,MeanIWNorm,StdIWNorm,MaxIWNorm,ReturnMeanIW,EpThisIter,TimeElapsed,InitialReturnMin,Iteration,EpisodesSoFar,EmpiricalD2,OptimizationReturnMean,MinIW,Bound,InitialReturnStd,ReturnStepMax,Weights,InitialReturnMean,InitialBound,TimestepsSoFar,OptimizationReturnMin,MinIWNorm,OptimizationReturnMax,ESSRenyi,MeanEntropy,J_sample_variance,MeanIW,ESSClassic,ReturnStepMaxmin,MaxIW
True,-1,211.74558743670042,399.9189,22.181818181818183,0.99886656,0.12833656,0.09080606,0.32988763,330.96707,11,912.9107935428619,89.938,575,6325,1.6994343,121.80757,0.42447168,138.44814,72.95521,10.0,[-1.956 -0.056 -1.549  0.128 -3.981],211.74559,64.06575,120000,,0.038588334,309.9809,6.472742,-2.55712,114991.6,1.4117022,7.330187,10.0,3.6287637
True,-1,219.02744437042895,369.9439,22.90909090909091,0.45023042,0.1102943,0.040930044,0.18783963,253.54793,11,915.1720023155212,169.94933,576,6336,1.1910641,49.078114,0.3671913,104.45648,60.07303,9.999997,[-1.965 -0.066 -1.547  0.136 -3.976],219.02744,82.416595,120252,,0.03338103,199.99458,9.235439,-2.5562742,49210.152,1.2132373,9.66851,9.999997,2.0662358
True,-1,189.02371161339204,239.9524,19.90909090909091,315.8408,9.176234,28.712803,99.97275,22161.309,11,916.9797632694244,159.94208,577,6347,2127.7378,29.081633,0.0009575307,18074.037,29.371971,9.9999895,[-1.959 -0.059 -1.546  0.131 -3.975],189.0237,100.41542,120471,,8.704825e-05,80.010315,0.00516981,-2.551516,681638850.0,100.938576,1.0193785,9.9999895,1099.7002
True,-1,197.210448079061,259.93008,20.727272727272727,0.13100381,0.09703502,0.011909437,0.12019446,211.57971,11,919.1055142879486,159.9211,578,6358,1.0445019,37.289352,0.8501412,113.48164,29.567316,9.99999,[-1.983 -0.086 -1.546  0.151 -3.97 ],197.21045,101.22491,120699,,0.077285565,100.00899,10.531336,-2.559335,33482.61,1.0673852,10.8367605,9.99999,1.322139
True,-1,206.29383186659487,469.8214,21.636363636363637,0.38450298,0.1014284,0.03495482,0.18677132,254.55225,11,920.7639238834381,159.91501,579,6369,1.2170773,46.378822,0.5931095,63.152588,84.203476,10.0,[-1.986 -0.082 -1.545  0.149 -3.978],206.29384,32.80078,120937,,0.053919047,309.9064,9.038046,-2.561648,69736.91,1.1157123,9.832254,10.0,2.0544844
True,-1,192.65450418465386,239.91928,20.272727272727273,58.72216,1.7249215,5.3383784,18.605518,2859.3538,11,922.5415313243866,149.93051,580,6380,196.50854,42.723995,0.0061812955,1617.4008,27.662659,9.999994,[-1.982 -0.078 -1.545  0.148 -3.981],192.6545,104.05845,121160,,0.00056193594,89.98877,0.05597721,-2.577916,8902676.0,18.974134,1.0398825,9.999994,204.66069
True,-1,199.01272380525486,359.9179,20.90909090909091,2.9377184,0.202035,0.26706532,0.8137126,421.59283,11,924.9856386184692,159.94012,581,6391,3.1576753,39.072598,0.15097386,185.41644,54.33933,10.0,[-1.999 -0.105 -1.541  0.163 -3.997],199.01274,66.10423,121390,,0.013724896,199.97778,3.4835753,-2.5669277,157755.36,2.222385,4.003848,10.0,8.950838
True,-1,220.81670189963418,379.8436,23.09090909090909,0.06493556,0.092315525,0.0059032314,0.102649346,225.78154,11,927.3467819690704,149.94162,582,6402,1.0077068,70.875084,0.9295947,84.97554,82.23689,10.0,[-1.988 -0.107 -1.529  0.172 -3.986],220.8167,80.55017,121644,,0.08450861,229.90198,10.915874,-2.5696137,33804.016,1.0154706,10.9552,10.0,1.1291428
True,-1,196.30599447959264,309.90366,20.636363636363637,0.29387975,0.10863859,0.02671634,0.17708625,235.60555,11,929.0882658958435,159.94785,583,6413,1.1846584,36.35815,0.8850306,111.04728,40.94746,9.999999,[-1.988 -0.106 -1.531  0.172 -3.989],196.306,81.86649,121871,,0.08045733,149.95581,9.2853775,-2.5704327,43657.082,1.1950245,10.372698,9.999999,1.9479487
True,-1,219.91809474283116,319.90906,23.0,8.909705,0.34326833,0.80997324,2.8984134,832.93066,11,930.9037334918976,169.94122,584,6424,8.045663,49.97687,0.32521102,497.8443,43.05691,9.999998,[-1.992 -0.107 -1.533  0.176 -3.989],219.91808,101.78386,122124,,0.02956464,149.96783,1.3671962,-2.5698528,671438.44,3.7759516,1.6748695,9.999998,31.882547
True,-1,216.2909241991342,419.87796,22.636363636363637,0.5460541,0.11129453,0.04964129,0.22712788,276.458,11,932.9479188919067,159.92564,585,6435,1.2808076,56.365284,0.4682112,100.98338,71.87297,9.999997,[-1.985 -0.093 -1.534  0.167 -3.989],216.29092,61.240707,122373,,0.042564657,259.95233,8.588331,-2.5705478,58224.26,1.2242398,9.174714,9.999997,2.4984066
True,-1,210.8365413954344,379.9317,22.09090909090909,1.8762861,0.13596143,0.17057148,0.65289634,328.1194,11,934.3914351463318,159.95706,586,6446,2.118239,50.87948,0.049401365,123.92572,62.58247,9.999996,[-1.982 -0.089 -1.533  0.168 -3.989],210.83653,70.537476,122616,,0.0044910335,219.97464,5.192993,-2.5709496,81126.875,1.4955754,4.273645,9.999996,7.1818595
True,-1,188.10265227370303,309.7846,19.818181818181817,0.46482524,0.11988938,0.04225684,0.21442938,242.4574,11,936.1989238262177,79.95889,587,6457,1.2934508,108.14375,0.6388121,112.35536,59.024406,9.999998,[-1.992 -0.081 -1.537  0.167 -3.99 ],188.10268,73.7071,122834,,0.05807383,229.82571,8.504382,-2.5734863,20080.756,1.3187832,9.784459,9.999998,2.3587232
True,-1,190.83022830355273,499.79486,20.09090909090909,17.684942,0.6298516,1.6077219,5.696275,1090.0967,11,937.7787411212921,79.94652,588,6468,11.364458,110.88371,0.04844098,467.91754,106.17534,9.999999,[-2.002 -0.085 -1.54   0.172 -3.992],190.83023,6.268753,123055,,0.0044037257,419.84833,0.96793,-2.5673742,2554984.0,6.9283676,1.4636486,9.999999,62.659023
True,-1,214.46037923663656,279.85165,22.454545454545453,2.013615,0.15197192,0.1830559,0.7053031,334.97498,11,939.2909407615662,79.95416,589,6479,2.5900123,134.50621,0.15101525,168.66124,53.46681,9.999998,[-2.001 -0.066 -1.552  0.164 -3.986],214.46039,111.11832,123302,,0.01372866,199.89749,4.247084,-2.5679598,109783.89,1.6716911,4.4881263,9.999998,7.7583337
True,-1,221.72555213983762,369.82648,23.181818181818183,1.6226832,0.16860464,0.14751665,0.5666429,385.77258,11,941.3410658836365,89.939865,590,6490,2.2626448,131.78569,0.19823225,180.34656,87.65087,10.0,[-1.972 -0.067 -1.546  0.168 -3.987],221.72557,85.15808,123557,,0.018021114,279.8866,4.8615675,-2.5627358,70759.93,1.854651,6.230542,10.0,6.233072
True,-1,204.46321750973982,309.88315,21.454545454545453,0.75977814,0.11684623,0.06907075,0.32276544,265.53256,11,943.1907062530518,159.9317,591,6501,1.3532037,44.531513,0.78418976,132.41699,47.915916,9.999999,[-1.967 -0.056 -1.55   0.158 -3.982],204.46323,90.03129,123793,,0.07128998,149.95145,8.128858,-2.5625,50787.957,1.2853086,8.151596,9.999999,3.5504196
True,-1,189.91291946697103,259.84222,20.0,0.35042486,0.10749029,0.03185681,0.14607206,229.26443,11,944.5374879837036,89.94126,592,6512,1.1926675,99.97166,0.52804655,124.47471,42.18362,9.999992,[-1.97  -0.061 -1.549  0.158 -3.981],189.9129,93.95983,124013,,0.048004232,169.90097,9.223023,-2.5620139,18410.988,1.1823932,10.111833,9.999992,1.6067927
True,-1,238.09435001809015,469.89816,24.818181818181817,0.5280871,0.105283044,0.04800792,0.18882672,297.3,11,946.2163779735565,159.93652,593,6523,1.3080621,78.15782,0.32635865,98.84262,78.70948,9.999999,[-1.965 -0.06  -1.548  0.155 -3.981],238.09435,64.57297,124286,,0.029668968,309.96164,8.409387,-2.5626147,58321.54,1.1581135,9.106518,9.999999,2.0770938
True,-1,246.26985455082738,409.90927,25.636363636363637,0.2328207,0.09886458,0.021165522,0.12872437,270.90314,11,948.0091955661774,169.92587,594,6534,1.0711712,76.34398,0.6473658,114.24013,66.90114,9.999997,[-1.967 -0.055 -1.551  0.154 -3.982],246.26984,94.90083,124568,,0.05885144,239.9834,10.269134,-2.5569727,46194.543,1.0875102,10.517933,9.999997,1.415968
True,-1,224.4701337212784,389.9559,23.454545454545453,0.13032214,0.09839406,0.011847468,0.117959164,236.05573,11,949.4534776210785,99.93375,595,6545,1.0226058,124.5364,0.8896146,90.43645,83.81929,10.0,[-1.964 -0.053 -1.551  0.151 -3.976],224.47012,80.46939,124826,,0.080874056,290.02216,10.756833,-2.5629966,19361.271,1.0823345,10.842798,10.0,1.2975508
True,-1,199.00906102204883,329.91943,20.90909090909091,0.14691968,0.0946103,0.0133563345,0.12603804,208.43073,11,950.4005484580994,79.95657,596,6556,1.0447901,119.05248,0.8798775,83.90137,57.747166,9.999999,[-1.961 -0.053 -1.548  0.151 -3.982],199.00905,77.17824,125056,,0.07998887,249.96286,10.52843,-2.5637202,11677.622,1.0407133,10.785057,9.999999,1.3864185
True,-1,213.55205042712967,309.95267,22.363636363636363,12.373019,0.40237844,1.12482,3.958026,1180.5483,11,952.1449973583221,89.94313,597,6567,14.223784,123.60893,0.04411143,748.878,60.63661,9.999999,[-1.961 -0.055 -1.548  0.15  -3.983],213.55205,99.09446,125302,,0.00401013,220.00954,0.77335256,-2.5634499,5648697.5,4.4261627,1.2479553,9.999999,43.538284
True,-1,206.28808367214594,289.90308,21.636363636363637,0.48073503,0.100373514,0.043703187,0.2208842,236.25592,11,953.6897521018982,89.94319,598,6578,1.1617852,116.344894,0.5834548,120.86675,55.465473,9.999998,[-1.957 -0.053 -1.544  0.158 -3.982],206.28809,99.2343,125540,,0.053041346,199.95988,9.468187,-2.5640535,21124.46,1.1041086,9.246977,9.999998,2.4297261
True,-1,197.2060861643013,269.95398,20.727272727272727,0.1323514,0.09264794,0.012031946,0.111739345,201.44093,11,955.1696963310242,89.936264,599,6589,1.0186028,107.26982,0.71828645,100.830864,50.11137,9.999999,[-1.964 -0.057 -1.55   0.162 -3.983],197.20607,97.518974,125768,,0.06529877,180.01772,10.799106,-2.564942,12783.064,1.0191274,10.817556,9.999999,1.2291328
True,-1,211.72996883206324,279.87238,22.181818181818183,0.5837657,0.10625499,0.053069606,0.18887857,251.32123,11,956.8972818851471,89.941605,600,6600,1.2721558,121.78835,0.5259344,134.7532,51.828297,9.999998,[-1.961 -0.059 -1.547  0.162 -3.984],211.72997,108.38024,126012,,0.04781222,189.93077,8.64674,-2.5660667,25237.568,1.1688046,8.803834,9.999998,2.0776641
True,-1,199.0140929234304,289.82108,20.90909090909091,2.0425048,0.13329162,0.18568227,0.7100506,352.75208,11,958.8042800426483,99.924995,601,6611,2.1462727,99.08909,0.20487446,195.96088,49.794815,9.999999,[-1.953 -0.052 -1.548  0.157 -3.985],199.0141,91.99058,126242,,0.01862495,189.89609,5.1251645,-2.5678425,204826.9,1.4662076,3.740738,9.999999,7.8105564
True,-1,278.07931499128466,559.9628,28.818181818181817,0.61065745,0.11843166,0.055514317,0.25237656,346.35925,11,960.2652318477631,169.95721,602,6622,1.2743201,108.1221,0.513352,112.93404,107.25758,9.999999,[-1.943 -0.054 -1.541  0.152 -3.987],278.0793,71.29938,126559,,0.046668362,390.0056,8.632054,-2.5740974,65234.188,1.3027481,9.018444,9.999999,2.776142
True,-1,200.82811323029253,309.82806,21.09090909090909,0.92087513,0.12137384,0.08371593,0.29833794,273.9319,11,962.5323078632355,79.95378,603,6633,1.2502917,120.87434,0.4414651,146.00092,53.302143,9.999995,[-1.944 -0.047 -1.546  0.147 -3.993],200.82811,86.41652,126791,,0.040133193,229.87428,8.797947,-2.5755968,35665.73,1.3351121,7.4539094,9.999995,3.2817173
True,-1,212.6481204238532,409.9491,22.272727272727273,0.9745961,0.13269438,0.08859965,0.3419118,365.93164,11,964.9931643009186,159.93268,604,6644,1.9274132,52.715443,0.35415998,155.76361,65.94407,9.999997,[-1.952 -0.047 -1.555  0.144 -3.995],212.64813,61.264404,127036,,0.03219636,250.01642,5.707131,-2.5747087,134414.61,1.4596379,7.6081424,9.999997,3.7610295
True,-1,184.47987625484365,239.9541,19.454545454545453,0.17558484,0.092970036,0.015962258,0.124624476,189.11832,11,967.2513136863708,79.94557,605,6655,1.0205532,104.53431,0.7441846,99.603424,38.22192,9.999995,[-1.95  -0.037 -1.558  0.139 -3.994],184.47987,95.870964,127250,,0.06765315,160.00853,10.778468,-2.577914,9778.061,1.0226704,10.685024,9.999995,1.3708692
True,-1,198.08876956389338,239.91147,20.818181818181817,0.14993545,0.094856955,0.013630496,0.11506613,208.80972,11,969.0446834564209,169.89752,606,6666,1.0526818,28.191246,0.8608571,117.912865,24.417103,9.99999,[-1.953 -0.038 -1.559  0.14  -3.997],198.08878,109.4956,127479,,0.078259744,70.01395,10.449501,-2.5783978,35580.85,1.0434265,10.777463,9.99999,1.2657274
True,-1,225.36367364243895,289.95148,23.545454545454547,0.15853634,0.09876928,0.014412395,0.12014308,244.63173,11,970.8967468738556,159.93332,607,6677,1.0383232,65.43035,0.7622576,135.52768,45.388702,9.999998,[-1.955 -0.036 -1.558  0.137 -3.997],225.36368,118.292,127738,,0.069296144,130.01816,10.594005,-2.579719,36053.56,1.0864621,10.770666,9.999998,1.3215739
True,-1,199.0144623341149,259.94437,20.90909090909091,0.92010933,0.110844366,0.0836463,0.34601083,248.44612,11,972.0746848583221,159.92368,608,6688,1.4152869,39.09079,0.43549898,134.24985,27.118605,9.999998,[-1.958 -0.035 -1.563  0.136 -3.999],199.01447,103.02365,127968,,0.039590817,100.02069,7.772276,-2.5832787,47321.715,1.219288,7.0087624,9.999998,3.8061192
True,-1,204.47025053994338,249.93317,21.454545454545453,0.33169046,0.104838915,0.03015368,0.17939733,239.10849,11,974.1213853359222,169.94357,609,6699,1.1818277,34.526676,0.7044805,138.77399,28.692976,9.999998,[-1.956 -0.028 -1.565  0.133 -4.002],204.47026,112.17631,128204,,0.064043686,79.98959,9.307617,-2.5866616,44421.2,1.153228,10.1595545,9.999998,1.9733706
True,-1,207.18615407532013,259.8649,21.727272727272727,7.729886,0.29283854,0.7027169,2.5039039,737.5293,11,976.2347333431244,159.943,610,6710,9.228266,47.24316,0.0829317,446.01694,31.633944,9.9999895,[-1.956 -0.022 -1.569  0.129 -4.006],207.18614,111.224686,128443,,0.0075392453,99.921906,1.1919899,-2.5859046,722886.7,3.221224,1.6275961,9.9999895,27.542942
True,-1,227.19677966487896,359.95425,23.727272727272727,7.4422936,0.31695005,0.67657214,2.4385574,826.6257,11,978.2863848209381,159.9275,611,6721,6.9977474,67.26928,0.1284575,475.00394,61.65846,10.0,[-1.956 -0.014 -1.57   0.131 -4.005],227.1968,94.27486,128704,,0.011677955,200.02675,1.5719345,-2.5795982,745921.75,3.4864504,1.9796067,10.0,26.824131
True,-1,237.17688541822488,359.92853,24.727272727272727,0.97973543,0.12063885,0.089066856,0.34758678,330.3118,11,982.2465524673462,159.943,612,6732,1.7497978,77.233894,0.44969046,154.49535,61.947227,9.999999,[-1.971 -0.011 -1.594  0.122 -3.999],237.1769,104.26448,128976,,0.040880952,199.98553,6.2864404,-2.5799537,75018.65,1.3270272,7.1193867,9.999999,3.8234546
True,-1,208.09456650179857,279.91678,21.818181818181817,1.3390543,0.123594455,0.121732235,0.48881575,305.33356,11,986.4595749378204,159.92242,613,6743,1.3662387,48.172142,0.3250997,184.51282,41.722374,9.999998,[-1.972 -0.013 -1.594  0.119 -3.999],208.09454,104.728455,129216,,0.02955452,119.994354,8.051302,-2.5810196,86816.15,1.3595389,5.583494,9.999998,5.376973
True,-1,195.37881749460806,259.93243,20.545454545454547,1.492326,0.12415476,0.13566603,0.54725313,300.5241,11,989.3083336353302,89.93389,614,6754,1.7774287,105.44492,0.39343268,172.55478,45.580162,9.999997,[-1.971 -0.022 -1.59   0.128 -4.   ],195.37881,99.3924,129442,,0.03576661,169.99854,6.188715,-2.5799832,97899.02,1.3657024,5.013604,9.999997,6.019784
True,-1,191.7584879891406,329.8806,20.181818181818183,0.5528622,0.120876476,0.050260205,0.2420616,243.17607,11,992.4984614849091,159.9519,615,6765,1.2184358,31.806581,0.7442776,108.71164,45.072506,9.999996,[-1.981 -0.032 -1.593  0.133 -3.999],191.75848,69.94201,129664,,0.0676616,169.92871,9.027968,-2.5736175,50895.87,1.3296412,9.378559,9.999996,2.6626775
True,-1,209.00240733861946,249.95987,21.90909090909091,0.16680954,0.09672915,0.015164504,0.12632188,221.81729,11,995.1534068584442,169.90686,616,6776,1.0444615,39.095547,0.7506014,127.483826,25.396603,9.999999,[-1.987 -0.038 -1.592  0.135 -3.993],209.0024,116.698616,129905,,0.06823649,80.05301,10.531743,-2.5731113,36879.95,1.0640206,10.736131,9.999999,1.3895407
True,-1,230.82687218904383,369.8543,24.09090909090909,7.5739536,0.43294677,0.6885413,2.3625088,1338.8933,11,997.0199308395386,159.9093,617,6787,14.409081,70.91757,0.14387813,820.4538,63.440258,9.999997,[-1.984 -0.038 -1.587  0.136 -3.992],230.82689,94.24913,130170,,0.01307983,209.945,0.76340747,-2.572274,3272852.8,4.7624145,3.1168137,9.999997,25.987597
True,-1,236.28050160638642,379.81876,24.636363636363637,0.33983448,0.112100236,0.030894047,0.1840102,294.7239,11,999.5009694099426,159.95218,618,6798,1.1745089,76.32832,0.73076785,142.7203,68.891014,9.999999,[-1.989 -0.035 -1.593  0.124 -3.991],236.2805,96.02313,130441,,0.066433445,219.86658,9.365617,-2.5715404,55156.29,1.2331023,10.223508,9.999999,2.024112
True,-1,238.99190940053265,349.84933,24.90909090909091,0.46191937,0.097875744,0.041992676,0.21098727,268.93112,11,1001.7599020004272,189.8823,619,6809,1.1637218,49.10962,0.4179122,129.56573,50.682697,9.999999,[-1.979 -0.032 -1.587  0.12  -3.99 ],238.99193,109.80148,130715,,0.03799202,159.96704,9.452431,-2.5700352,57799.027,1.0766333,9.2899475,9.999999,2.32086
True,-1,199.9175296505635,279.83313,21.0,15.307185,0.69765,1.3915625,4.591868,1530.549,11,1003.8479599952698,159.93106,620,6820,30.365171,39.986465,0.0029879191,961.12427,34.875492,9.999998,[-1.981 -0.036 -1.586  0.125 -3.989],199.91753,96.5823,130946,,0.00027162902,119.90207,0.36225712,-2.5693274,2499875.5,7.67415,2.209457,9.999998,50.510544
True,-1,245.3691895096161,379.95032,25.545454545454547,7.750538,0.34762457,0.70459443,2.54551,1013.02124,11,1006.3002247810364,179.93579,621,6831,6.553302,65.433395,0.18457511,653.8462,65.40585,10.0,[-2.027 -0.033 -1.61   0.129 -3.988],245.36919,105.06323,131227,,0.016779557,200.01453,1.6785432,-2.567416,1084656.5,3.8238707,2.1533778,10.0,28.00061
True,-1,217.20214906043984,339.87704,22.727272727272727,1.2491857,0.13363896,0.113562346,0.39234236,333.23853,11,1007.8676986694336,159.94905,622,6842,1.6349411,57.253098,0.40616986,172.75806,52.74849,10.0,[-2.012 -0.045 -1.588  0.131 -3.986],217.20215,91.69424,131477,,0.036924534,179.928,6.728071,-2.5693443,97462.95,1.4700286,6.387519,10.0,4.315766
True,-1,188.09529073060992,249.90152,19.818181818181817,0.13866545,0.0970325,0.012605949,0.11097958,199.15384,11,1009.4540147781372,89.9401,623,6853,1.052842,98.15518,0.81092036,104.464775,43.01361,9.999998,[-2.006 -0.035 -1.587  0.126 -3.988],188.09528,95.81304,131695,,0.07372004,159.96143,10.447911,-2.5703108,12070.537,1.0673575,10.817427,9.999998,1.2207754
True,-1,212.65250321090977,329.9433,22.272727272727273,1.3834696,0.13405122,0.12576997,0.4475984,293.00854,11,1011.7959606647491,149.92702,624,6864,1.8165172,62.725487,0.30561364,128.79523,54.791927,9.999997,[-2.007 -0.032 -1.587  0.124 -3.989],212.6525,90.81286,131940,,0.027783059,180.01628,6.055544,-2.5760784,59199.457,1.4745632,5.850245,9.999997,4.923582
True,-1,202.6506300533895,399.93036,21.272727272727273,3.2761564,0.1857647,0.29783243,1.1189368,362.01532,11,1013.7726066112518,79.94807,625,6875,1.7389741,122.70257,0.4396264,167.26408,75.6923,10.0,[-2.009 -0.033 -1.574  0.129 -3.995],202.65063,54.966568,132174,,0.039966036,319.9823,6.3255687,-2.5775058,102513.234,2.0434115,3.080802,10.0,12.308304
True,-1,228.092936530802,359.93686,23.818181818181817,0.26262832,0.10932671,0.023875302,0.15658756,270.27097,11,1015.9668145179749,169.9118,626,6886,1.0963782,58.181137,0.9080342,131.0977,58.2621,9.999988,[-2.008 -0.044 -1.566  0.138 -3.996],228.09296,95.17746,132436,,0.082548566,190.02505,10.033034,-2.5979335,50015.258,1.2025939,10.49927,9.999988,1.7224631
True,-1,211.70646378199032,329.86502,22.181818181818183,1.3560101,0.12794425,0.123273656,0.5034368,315.81665,11,1017.932945728302,89.9397,627,6897,1.3478793,121.76677,0.22339371,174.39658,69.47868,9.999993,[-2.011 -0.044 -1.571  0.137 -4.017],211.70645,89.89575,132680,,0.020308519,239.92532,8.160968,-2.5984232,80539.664,1.4073867,5.704438,9.999993,5.5378046
True,-1,210.84086491042697,349.91455,22.09090909090909,6.873954,0.2919712,0.62490493,2.26032,772.1016,11,1019.30127120018,79.94432,628,6908,6.7777085,130.89655,0.17294684,435.70413,62.726593,9.999999,[-2.002 -0.041 -1.567  0.133 -4.017],210.84087,81.62637,132923,,0.01572244,269.9702,1.6229674,-2.6212227,1596452.9,3.211683,1.9710191,9.999999,24.863518
True,-1,215.39273326679876,279.9573,22.545454545454547,0.8857732,0.12621666,0.08052483,0.31363449,313.29617,11,1021.7108700275421,159.91719,629,6919,1.7512902,55.47554,0.22476558,176.48544,39.400536,9.999998,[-2.003 -0.054 -1.573  0.132 -4.04 ],215.39273,112.01164,133171,,0.020433236,120.040115,6.2810836,-2.6168556,63474.81,1.3883833,7.817886,9.999998,3.4499793
True,-1,184.4818155686644,229.93517,19.454545454545453,0.3117406,0.10839005,0.028340055,0.16050418,218.77625,11,1023.2290959358215,159.9437,630,6930,1.2162645,24.538122,0.8086337,125.134674,17.246471,9.999995,[-2.    -0.049 -1.553  0.133 -4.036],184.48181,99.57264,133385,,0.07351215,69.99147,9.0440855,-2.6188896,40357.95,1.1922904,10.296123,9.999995,1.765546
True,-1,193.55970464483445,279.94937,20.363636363636363,0.365392,0.09596651,0.033217456,0.18848231,212.44559,11,1025.2696130275726,89.94138,631,6941,1.0877799,103.61832,0.48621267,104.625595,47.908195,9.999998,[-2.003 -0.043 -1.56   0.128 -4.038],193.55971,90.18155,133609,,0.044201154,190.008,10.11234,-2.621914,17875.967,1.0556316,9.823094,9.999998,2.0733054
True,-1,202.6500597910657,279.86807,21.272727272727273,6.7564974,0.33279464,0.61422706,2.0088928,802.0189,11,1026.8998758792877,169.92526,632,6952,4.26425,32.7248,0.19174185,588.6044,33.845806,9.999998,[-2.004 -0.039 -1.563  0.125 -4.041],202.65005,99.30193,133843,,0.017431078,109.94281,2.5795863,-2.6220374,703169.7,3.6607409,2.4963262,9.999998,22.09782
True,-1,229.88382265976625,289.79337,24.0,1.8516111,0.17950414,0.1683283,0.6125932,486.57352,11,1028.5824720859528,169.9583,633,6963,2.7152116,59.925526,0.391411,310.2381,41.972843,9.999998,[-2.005 -0.02  -1.573  0.11  -4.041],229.88383,122.87056,134107,,0.035582818,119.83507,4.0512495,-2.6229527,169941.73,1.9745452,5.8530636,9.999998,6.7385244
True,-1,223.5548684835226,359.94635,23.363636363636363,0.9316101,0.13639905,0.08469183,0.31253588,359.60544,11,1031.2604582309723,159.91766,634,6974,1.9510982,63.637207,0.4605694,173.9419,55.797646,9.999997,[-2.003 -0.019 -1.57   0.115 -4.042],223.55487,90.635895,134364,,0.04186995,200.02869,5.6378503,-2.6290352,98148.35,1.5003896,7.9391894,9.999997,3.4378946
True,-1,234.45539944715335,319.87915,24.454545454545453,0.31203434,0.098788075,0.02836676,0.15830448,251.13324,11,1033.647988319397,159.93092,635,6985,1.121466,74.524475,0.6595797,126.041595,58.52057,9.999998,[-1.995 -0.027 -1.553  0.119 -4.048],234.45541,116.332214,134633,,0.059961792,159.94823,9.80859,-2.6287758,36567.227,1.0866688,10.162097,9.999998,1.7413493
True,-1,237.18676986870312,279.8205,24.727272727272727,0.6219144,0.11427576,0.056537673,0.23177785,302.96335,11,1035.1828169822693,169.94199,636,6996,1.3851475,67.24478,0.58848137,181.35124,36.67407,9.999999,[-1.998 -0.029 -1.551  0.122 -4.048],237.18677,133.8562,134905,,0.05349831,109.87851,7.941393,-2.624268,54918.668,1.2570335,8.836937,9.999999,2.5495563
True,-1,258.9998484406086,469.92773,26.90909090909091,1.3026235,0.16653998,0.118420325,0.430908,462.6901,11,1038.1979315280914,159.93793,637,7007,2.079463,99.06192,0.2517652,212.45053,91.19588,10.0,[-1.994 -0.034 -1.543  0.128 -4.043],258.99988,85.46753,135201,,0.022887746,309.9898,5.2898273,-2.6288168,132419.25,1.8319397,7.306009,10.0,4.739988
True,-1,206.29401795684842,349.83185,21.636363636363637,0.41864812,0.10369135,0.03805892,0.19743045,234.0484,11,1041.9648714065552,159.91463,638,7018,1.1007954,46.37939,0.71089983,98.51013,60.018963,10.0,[-2.008 -0.041 -1.553  0.131 -4.048],206.294,77.11005,135439,,0.06462726,189.91722,9.992774,-2.6253593,44317.562,1.1406047,9.694033,10.0,2.1717348
True,-1,193.55365393139363,269.8309,20.363636363636363,19.043623,0.6771778,1.7312386,6.135493,1877.4752,11,1045.7321014404297,79.95244,639,7029,40.257412,113.60122,0.016604047,1245.2615,49.930645,9.999988,[-2.012 -0.038 -1.557  0.131 -4.044],193.55367,93.91202,135663,,0.0015094589,189.87846,0.2732416,-2.6243966,13446373.0,7.448955,1.4596707,9.999988,67.49042
True,-1,235.37733008836395,599.8535,24.545454545454547,1.0703489,0.1245568,0.09730443,0.4245945,343.40527,11,1049.1714146137238,159.90974,640,7040,1.3138388,75.46758,0.63350844,89.5036,122.18173,9.999997,[-2.012 -0.047 -1.547  0.128 -4.043],235.37733,13.866745,135933,,0.057591677,439.9438,8.372412,-2.626979,96904.45,1.3701248,6.831104,9.999997,4.6705394
True,-1,239.8926147835539,349.82385,25.0,0.08628882,0.09429927,0.007844438,0.10182554,249.5788,11,1051.2530398368835,159.95093,641,7051,1.0215092,79.94168,0.79874897,119.015884,58.89462,9.999992,[-2.017 -0.045 -1.552  0.13  -4.046],239.89262,110.71159,136208,,0.072613545,189.87292,10.768381,-2.623779,34898.527,1.037292,10.924403,9.999992,1.120081
True,-1,216.2767372814632,289.86722,22.636363636363637,2.4006162,0.13722235,0.21823785,0.82002175,357.97806,11,1053.4754140377045,159.9509,642,7062,2.104804,56.325844,0.19307894,202.6842,46.93309,10.0,[-2.015 -0.045 -1.551  0.13  -4.043],216.27672,109.23617,136457,,0.017552631,129.91632,5.2261395,-2.6238995,133264.08,1.5094457,3.1167133,10.0,9.020239
True,-1,193.56351327441016,269.96527,20.363636363636363,0.26338506,0.09803939,0.023944097,0.16645688,207.2003,11,1055.138789653778,169.9054,643,7073,1.0794648,23.658117,0.74819636,103.62376,30.83698,9.999999,[-2.023 -0.055 -1.57   0.139 -4.043],193.56352,93.87222,136681,,0.068017855,100.059875,10.190235,-2.6236506,37970.887,1.0784333,10.380807,9.999999,1.8310256
True,-1,182.66947191353273,249.91058,19.272727272727273,2.695602,0.23388366,0.24505474,0.8490809,537.0591,11,1056.7918837070465,89.93877,644,7084,4.5953794,92.730705,0.3984033,339.22797,37.19079,9.999993,[-2.021 -0.058 -1.569  0.139 -4.043],182.66948,90.383865,136893,,0.036218483,159.97182,2.3937087,-2.6204493,258271.86,2.57272,5.243569,9.999993,9.33989
