OptimizationReturnMean,LearnableVariance,TimestepsSoFar,StdIW,OptimizationReturnMin,ReturnMeanIW,EpLenMean,ReturnStepMax,InitialReturnStd,EpThisIter,Bound,MeanIWNorm,J_sample_variance,ReturnStepMaxmin,ESSClassic,OptimizationReturnMax,MeanIW,InitialReturnMin,MaxIWNorm,Iteration,MinIWNorm,InitialBound,InitialReturnMean,InitialReturnMax,MaxIW,TimeElapsed,ESSRenyi,EpisodesSoFar,VarianceInit,Weights,MeanEntropy,EpRewMean,MinIW,EmpiricalD2,StdIWNorm
254.65741,True,1398919,3.715286,,3112.2576,116.45454545454545,10.0,204.54732,11,1592.849,0.21159051,10527554.0,10.0,3.1003003,670.14844,2.3274956,899.751,1.0940107,1145,0.007853575,574.6847,1154.4083,1569.8994,12.034118,4164.26207947731,1.6013482,12595,-1,[-0.932  1.358 -1.339 -2.409 -2.811],-1.3850871,1154.4083567642379,0.086389326,6.869212,0.3377533
382.8719,True,1400275,0.18051235,,1248.4578,123.27272727272727,10.0,348.01062,11,584.93854,0.093011595,963927.2,10.0,10.667926,930.2091,1.0231276,839.7057,0.11633863,1146,0.069123365,568.99316,1222.5776,1769.9148,1.279725,4169.2412803173065,10.67306,12606,-1,[-0.946  1.368 -1.342 -2.402 -2.804],-1.3877695,1222.5775616219255,0.76035696,1.0306323,0.016410215
389.26126,True,1401638,4.5257034,,3167.1555,123.9090909090909,10.0,268.77463,11,1405.2273,0.18903805,19042570.0,10.0,1.9174331,840.222,2.0794184,839.6901,1.4795198,1147,0.012503348,608.6028,1228.9513,1679.9121,16.274717,4174.044607400894,1.363603,12617,-1,[-0.948  1.372 -1.342 -2.401 -2.807],-1.382996,1228.9513844162639,0.13753682,8.066864,0.41142762
221.91904,True,1402916,0.83178914,,1508.9934,116.18181818181819,10.0,223.83548,11,785.5111,0.12332697,1805473.2,10.0,7.994503,810.15717,1.3565967,929.7601,0.31734443,1148,0.03572285,509.17206,1151.6791,1739.9172,3.4907885,4178.1871547698975,8.675462,12628,-1,[-0.948  1.386 -1.345 -2.397 -2.802],-1.383558,1151.6791017247704,0.39295137,1.267944,0.0756172
230.99574,True,1404149,0.17285734,,1179.6814,112.0909090909091,10.0,284.2761,11,444.43146,0.09419725,1095578.1,10.0,10.702161,1050.1608,1.0361698,879.75476,0.12955938,1149,0.07194752,398.08197,1110.7505,1929.9155,1.4251531,4183.408096551895,10.3347,12639,-1,[-0.955  1.395 -1.344 -2.388 -2.803],-1.383785,1110.7504824263945,0.7914227,1.0643754,0.015714303
340.10892,True,1405502,0.115941994,,1260.7993,123.0,10.0,361.4636,11,407.9378,0.094399355,1049991.6,10.0,10.8645525,1410.1584,1.0383929,879.76447,0.11891671,1150,0.078589305,374.26337,1219.8733,2289.9229,1.3080838,4188.665550708771,10.813742,12650,-1,[-0.954  1.397 -1.345 -2.388 -2.803],-1.3764201,1219.8733440321023,0.86448234,1.0172242,0.010540182
215.56529,True,1406762,2.2342966,,2166.5264,114.54545454545455,10.0,222.75768,11,1127.3759,0.1610711,5065139.5,10.0,4.2467203,690.15967,1.7717823,919.7489,0.7246103,1151,0.021011557,540.8161,1135.3142,1609.9086,7.970713,4193.255106449127,3.600284,12661,-1,[-0.954  1.397 -1.347 -2.389 -2.795],-1.3550447,1135.3142005093387,0.23112713,3.0553145,0.20311788
213.74554,True,1407998,0.38163948,,1308.2312,112.36363636363636,10.0,252.28098,11,607.01294,0.106361106,1312538.2,10.0,9.9421215,860.1764,1.1699721,899.7385,0.17020309,1152,0.050559707,463.59247,1113.4841,1759.9149,1.8722339,4197.9204750061035,9.448615,12672,-1,[-0.959  1.395 -1.346 -2.382 -2.774],-1.3608396,1113.4840649775617,0.55615675,1.1641917,0.0346945
382.83582,True,1409431,0.10738819,,1387.4934,130.27272727272728,10.0,288.25537,11,645.3656,0.097116835,1174049.9,10.0,10.889957,1080.1375,1.0682851,909.77545,0.11770565,1153,0.0861895,557.78735,1292.6113,1989.9128,1.2947621,4202.148177862167,10.784547,12683,-1,[-0.956  1.394 -1.347 -2.383 -2.78 ],-1.3554721,1292.6112410150977,0.9480845,1.0199779,0.009762563
308.3374,True,1410727,0.2623392,,1295.8401,117.81818181818181,10.0,216.23706,11,680.25555,0.10127823,1058237.6,10.0,10.422088,770.1964,1.1140605,859.7047,0.13951129,1154,0.04906319,566.1614,1168.0421,1629.9011,1.5346241,4206.357503652573,10.515706,12694,-1,[-0.954  1.391 -1.347 -2.385 -2.774],-1.3594981,1168.0421142065827,0.5396951,1.0460544,0.02384902
321.02148,True,1412026,23.713589,,7824.6187,118.0909090909091,10.0,428.25854,11,3007.731,0.71968526,60135188.0,10.0,1.1030091,1550.1885,7.9165373,849.7281,7.536158,1155,0.0022332198,284.5216,1170.7495,2399.9165,82.897736,4211.260571241379,0.37234932,12705,-1,[-0.951  1.386 -1.345 -2.388 -2.778],-1.3600938,1170.7495702992162,0.024565417,29.54215,2.155781
436.5296,True,1413441,0.526221,,1423.2568,128.63636363636363,10.0,413.4936,11,630.76434,0.104382485,1245650.1,10.0,9.0906315,1120.2203,1.1482073,839.6813,0.23988412,1156,0.051391117,552.4693,1276.2109,1959.9016,2.6387253,4217.149640321732,9.174227,12716,-1,[-0.949  1.367 -1.345 -2.396 -2.779],-1.343388,1276.2108648169283,0.56530225,1.1990111,0.04783827
250.11275,True,1414684,0.68705493,,1593.2109,113.0,10.0,167.26497,11,939.6904,0.1278798,1794094.4,10.0,8.881296,600.16174,1.4066776,869.7551,0.22551455,1157,0.05534246,577.0651,1119.8678,1469.9169,2.48066,4221.228749513626,7.588543,12727,-1,[-0.947  1.363 -1.351 -2.406 -2.762],-1.341061,1119.867851758664,0.60876703,1.4495536,0.062459543
309.2592,True,1415959,8.2013235,,4017.9814,115.9090909090909,10.0,230.64673,11,1910.4817,0.3168677,18084926.0,10.0,1.6828859,710.2296,3.4855444,839.683,2.6514542,1158,0.004929193,576.599,1148.9421,1549.9126,29.165995,4225.937836885452,0.81127965,12738,-1,[-0.941  1.359 -1.352 -2.411 -2.76 ],-1.351515,1148.9421833182605,0.05422112,13.558826,0.74557495
386.4636,True,1417352,0.18463296,,1428.573,126.63636363636364,10.0,292.62195,11,779.5371,0.102624565,1181995.4,10.0,10.713411,860.14746,1.1288702,869.7766,0.13367248,1159,0.078574635,617.42346,1256.2401,1729.9241,1.4703972,4230.820246934891,10.656338,12749,-1,[-0.938  1.371 -1.346 -2.392 -2.77 ],-1.3436924,1256.2401617475987,0.864321,1.0322496,0.016784817
210.10753,True,1418540,0.059721243,,1087.8257,108.0,10.0,173.72275,11,553.98755,0.09212485,872911.7,10.0,10.961927,580.1791,1.0133734,859.7333,0.09829432,1160,0.081094824,538.118,1069.841,1439.9124,1.0812374,4234.87593126297,10.913,12760,-1,[-0.939  1.374 -1.346 -2.39  -2.763],-1.3437668,1069.8408240595131,0.89204305,1.0079721,0.005429205
370.99615,True,1419938,0.15173271,,1352.5739,127.0909090909091,10.0,424.2394,11,420.68292,0.09861693,1242487.4,10.0,10.7889185,1580.134,1.0847862,889.7775,0.12394898,1161,0.07530083,348.69836,1260.7737,2469.9116,1.3634387,4239.5899267196655,10.5371685,12771,-1,[-0.94   1.374 -1.348 -2.387 -2.763],-1.3448615,1260.7736825024256,0.82830906,1.0439237,0.013793883
202.78937,True,1421107,0.407614,,1269.5045,106.27272727272727,9.999999,149.42091,11,725.7675,0.11164613,1232084.2,9.999999,9.908478,460.11145,1.2281073,849.7882,0.20685695,1162,0.07695859,568.8651,1052.5776,1309.8997,2.2754264,4244.56884098053,8.705417,12782,-1,[-0.938  1.37  -1.348 -2.39  -2.764],-1.3452725,1052.577600073307,0.84654444,1.2635812,0.037055817
262.86392,True,1422320,0.25580102,,1235.0173,110.27272727272727,10.0,165.96956,11,690.38055,0.10233037,1021994.0,10.0,10.459825,560.1938,1.1256341,829.7199,0.1444354,1163,0.06118534,579.3242,1092.5839,1389.9137,1.5887895,4248.616544723511,9.769065,12793,-1,[-0.934  1.362 -1.352 -2.397 -2.764],-1.3487685,1092.5838121521585,0.6730387,1.1260034,0.023254637
178.25745,True,1423550,0.13099928,,1141.124,111.81818181818181,10.0,148.78085,11,643.0721,0.09301953,1025291.2,10.0,10.822609,410.12903,1.0232147,929.7864,0.11254293,1164,0.075731434,613.24744,1108.0438,1339.9154,1.2379721,4253.082740783691,10.856672,12804,-1,[-0.935  1.358 -1.353 -2.398 -2.768],-1.3448445,1108.0438459331274,0.8330457,1.0132018,0.011909026
189.24583,True,1424682,7.2259626,,3273.0576,102.9090909090909,9.999999,137.66348,11,1788.1521,0.2777698,11368004.0,9.999999,1.6684649,500.23083,3.0554678,829.67224,2.3505306,1165,0.0022759591,527.81885,1018.91797,1329.9031,25.855835,4256.79705119133,1.2031883,12815,-1,[-0.936  1.361 -1.352 -2.397 -2.764],-1.3185263,1018.9180393922542,0.025035549,9.142376,0.6569057
225.59486,True,1425854,0.84655136,,1412.8539,106.54545454545455,10.0,152.74718,11,764.5474,0.11749616,1374784.2,10.0,7.6976023,540.1946,1.2924577,829.7092,0.31250402,1166,0.033480186,549.4337,1055.3041,1369.9038,3.437544,4260.510242938995,6.697469,12826,-1,[-0.924  1.353 -1.352 -2.414 -2.737],-1.3228749,1055.3040705571398,0.36828202,1.6424115,0.07695922
160.06998,True,1426987,0.3087473,,1164.3424,103.0,10.0,181.2142,11,572.93604,0.104042985,1114401.5,10.0,10.253761,650.171,1.144473,859.7439,0.15481794,1167,0.05957559,462.24097,1019.8139,1509.9149,1.7029972,4264.100238800049,9.77742,12837,-1,[-0.919  1.353 -1.353 -2.415 -2.742],-1.3203166,1019.8138775832161,0.6553315,1.1250411,0.028067937
410.09866,True,1428428,0.08459825,,1331.8345,131.0,10.0,292.70514,11,668.0582,0.092554815,1011945.94,10.0,10.924571,900.1335,1.018103,889.78595,0.10703901,1168,0.08289509,638.9131,1299.8846,1789.9194,1.1774291,4268.996177434921,10.907239,12848,-1,[-0.916  1.352 -1.35  -2.416 -2.739],-1.3259922,1299.8846524655705,0.911846,1.0085045,0.0076907505
161.86856,True,1429585,0.9153819,,1680.0608,105.18181818181819,10.0,163.63992,11,1044.991,0.15292259,2464727.8,10.0,8.486831,440.13043,1.6821483,879.77325,0.35026073,1169,0.025341526,554.2351,1041.6418,1319.9037,3.852868,4272.744880914688,6.4793725,12859,-1,[-0.915  1.351 -1.351 -2.414 -2.745],-1.3250164,1041.6418092877384,0.27875677,1.6976953,0.08321654
283.73016,True,1430920,1.0029799,,1603.0376,121.36363636363636,10.0,239.16705,11,846.20233,0.12779045,1971798.4,10.0,7.2891183,760.1264,1.405695,919.785,0.37011954,1170,0.04946432,583.16675,1203.5151,1679.9114,4.071315,4277.166836500168,7.390286,12870,-1,[-0.923  1.356 -1.35  -2.408 -2.744],-1.3200727,1203.5151458368402,0.5441075,1.4884404,0.09117999
404.67365,True,1432289,9.858887,,7533.621,124.45454545454545,10.0,430.95163,11,5534.46,0.34394836,207133570.0,10.0,1.4120266,1340.1855,3.783432,829.7163,3.1631248,1171,0.0064345715,433.10065,1234.39,2169.9019,34.794373,4281.197690963745,1.7671598,12881,-1,[-0.93   1.37  -1.351 -2.396 -2.739],-1.246037,1234.389994260586,0.070780285,6.2246776,0.8962624
371.91354,True,1433699,0.21390261,,1390.4132,128.1818181818182,10.0,553.9364,11,278.5912,0.10167349,1458502.0,10.0,10.611832,2030.1416,1.1184083,899.7608,0.1318201,1172,0.059630107,189.7362,1271.6743,2929.9023,1.450021,4286.208652973175,10.416623,12892,-1,[-0.938  1.383 -1.354 -2.408 -2.665],-1.2527287,1271.6743261103666,0.6559312,1.0560044,0.019445693
936.2102,True,1434740,3.4720657,,2040.5764,94.63636363636364,10.0,330.79614,11,1076.9128,0.20784354,10196355.0,10.0,3.3269737,1349.9021,2.286279,,1.1329157,1173,0.014143007,437.72583,936.2102,1349.9021,12.462072,4290.528518676758,2.9433708,12903,-1,[-0.936  1.378 -1.353 -2.41  -2.672],-1.2666804,936.210185070022,0.15557307,3.7372117,0.31564233
231.00722,True,1435918,6.668898,,2972.9087,107.0909090909091,10.0,144.10818,11,1549.5348,0.2670783,7654453.5,10.0,1.787796,430.15973,2.9378614,829.7509,2.1630619,1174,0.0061072838,595.5054,1060.7582,1259.9106,23.79368,4294.592729568481,1.1752567,12914,-1,[-0.927  1.357 -1.354 -2.425 -2.686],-1.263978,1060.758120187025,0.06718012,9.359657,0.60626346
231.0414,True,1437096,1.0051255,,1385.1821,107.0909090909091,10.0,147.23267,11,734.257,0.11819263,1384673.2,10.0,6.8849487,480.1867,1.3001188,829.7247,0.29006943,1175,0.02257452,577.0493,1060.7661,1309.9114,3.1907637,4298.909076213837,6.074536,12925,-1,[-0.915  1.328 -1.348 -2.441 -2.683],-1.2642349,1060.7660861956797,0.2483197,1.810838,0.09137505
71.871475,True,1438165,3.4061098,,1766.7383,97.18181818181819,10.0,61.20539,11,976.72015,0.16923508,3051402.8,10.0,2.5300527,170.1156,1.8615857,889.7721,1.1362594,1176,0.019734155,570.25415,961.6436,1059.8877,12.498854,4302.3726670742035,2.699833,12936,-1,[-0.923  1.332 -1.347 -2.44  -2.683],-1.2485815,961.6435710456276,0.2170757,4.074326,0.30964634
626.49164,True,1439756,0.66382575,,1964.5237,144.63636363636363,10.0,619.06036,11,582.9546,0.12980065,2005801.0,10.0,9.044886,2290.1519,1.427807,809.74884,0.22665767,1177,0.031755384,291.52637,1436.2404,3099.9006,2.4932344,4308.778274059296,7.551645,12947,-1,[-0.935  1.339 -1.346 -2.43  -2.668],-1.2496337,1436.240452446724,0.3493092,1.4566363,0.06034779
246.47084,True,1440984,1.3649468,,1605.3855,111.63636363636364,10.0,292.0922,11,664.70807,0.13528718,1963415.2,10.0,5.974153,1060.1804,1.4881588,859.7373,0.45986688,1178,0.01229889,397.2315,1106.2081,1919.9177,5.0585356,4312.559760093689,6.2484894,12958,-1,[-0.931  1.34  -1.347 -2.435 -2.669],-1.2527611,1106.2081073304098,0.13528779,1.7604254,0.12408608
213.7391,True,1442121,0.43699616,,1274.9614,103.36363636363636,10.0,184.54874,11,679.0193,0.11480558,1221511.5,10.0,9.823698,580.1689,1.2628614,809.7298,0.16904305,1179,0.059313044,510.2149,1023.46893,1389.8987,1.8594735,4316.535589694977,8.159233,12969,-1,[-0.927  1.328 -1.342 -2.447 -2.672],-1.2518312,1023.4688985524456,0.65244347,1.3481659,0.039726924
176.49608,True,1443283,2.774667,,2511.4177,105.63636363636364,9.999999,143.58258,11,1379.8533,0.2183405,5536935.5,9.999999,4.711625,540.1838,2.4017456,869.7182,0.69560647,1180,0.0015547766,525.57355,1046.2144,1409.902,7.651671,4320.568433523178,2.3286839,12980,-1,[-0.929  1.325 -1.343 -2.45  -2.671],-1.2498641,1046.2142787064688,0.017102541,4.723698,0.25224245
321.02075,True,1444571,0.803851,,1706.6144,117.0909090909091,9.999999,301.7097,11,918.25244,0.131524,2059422.6,9.999999,8.4052,1010.1456,1.4467639,839.75037,0.28140494,1181,0.037997387,477.65186,1160.7711,1849.896,3.0954542,4324.937879562378,8.259135,12991,-1,[-0.939  1.326 -1.343 -2.442 -2.669],-1.2638118,1160.771120967821,0.41797125,1.3318586,0.073077366
198.25761,True,1445790,1.7768153,,2105.8035,110.81818181818181,9.999999,141.63667,11,1268.2124,0.18442649,3734468.8,9.999999,6.224885,490.11487,2.0286913,899.7904,0.5524753,1182,0.024228126,584.79156,1098.048,1389.9053,6.0772276,4329.688570261002,4.130452,13002,-1,[-0.935  1.325 -1.345 -2.443 -2.683],-1.2713003,1098.0480488504222,0.26650938,2.6631467,0.16152866
503.72498,True,1447257,2.1685264,,3086.451,133.36363636363637,10.0,565.09204,11,1141.5686,0.15120944,21795624.0,10.0,4.074444,1830.1544,1.6633037,819.76404,0.74520284,1183,0.014570513,344.9419,1323.489,2649.9185,8.197231,4335.532430887222,2.7846441,13013,-1,[-0.94   1.342 -1.35  -2.431 -2.69 ],-1.2766249,1323.4890260753173,0.16027564,3.9502356,0.19713877
373.7559,True,1448581,5.2994514,,2960.8545,120.36363636363636,10.0,503.61017,11,1014.88477,0.24468999,7658260.0,10.0,2.2556984,1690.2019,2.6915896,819.696,1.7328138,1184,0.0020625521,266.61066,1193.4519,2509.898,19.060951,4340.240597009659,2.4953487,13024,-1,[-0.935  1.347 -1.35  -2.425 -2.696],-1.2671688,1193.4518774976207,0.022688074,4.4082017,0.48176837
236.45921,True,1449776,0.42761678,,1196.1613,108.63636363636364,10.0,183.0536,11,602.72174,0.10339592,1043030.94,10.0,9.6376505,680.14813,1.137355,839.7585,0.2007769,1185,0.058341343,514.9551,1076.2177,1519.9066,2.208546,4344.650198221207,9.83948,13035,-1,[-0.92   1.336 -1.345 -2.43  -2.686],-1.2643899,1076.21766071298,0.64175475,1.1179452,0.03887425
407.4116,True,1451159,0.17156127,,1314.5464,125.72727272727273,10.0,270.75766,11,593.4803,0.09636205,981864.8,10.0,10.719196,1090.1626,1.0599825,839.74194,0.1309086,1186,0.06893015,534.4891,1247.1534,1929.9045,1.4399945,4349.39189863205,10.745155,13046,-1,[-0.917  1.33  -1.342 -2.435 -2.683],-1.2672741,1247.1534880163754,0.7582316,1.0237172,0.01559648
316.46738,True,1452431,0.14614923,,1250.2971,115.63636363636364,10.0,348.5223,11,440.48474,0.09993252,1064819.9,10.0,10.808937,1310.1619,1.0992577,829.74274,0.13191266,1187,0.08769581,355.9981,1146.2101,2139.9045,1.4510393,4354.90466594696,10.473968,13057,-1,[-0.921  1.334 -1.344 -2.437 -2.686],-1.2705643,1146.2100798835265,0.96465385,1.0502229,0.013286293
247.37793,True,1453649,0.09023535,,1141.2588,110.72727272727273,9.999999,198.96284,11,589.65875,0.09490454,913858.2,9.999999,10.918428,630.16223,1.04395,849.7445,0.10697067,1188,0.08388747,550.6307,1097.1224,1479.9067,1.1766773,4358.921688079834,10.797205,13068,-1,[-0.924  1.338 -1.346 -2.432 -2.689],-1.2712842,1097.1223987556734,0.92276216,1.0187821,0.008203213
402.8995,True,1455005,0.84254396,,1493.2428,123.27272727272727,10.0,341.88995,11,616.5272,0.10722403,1775392.4,10.0,7.2833767,1080.2227,1.1794642,819.6852,0.2768485,1189,0.01467178,520.99725,1222.5847,1899.9078,3.0453334,4363.856118917465,7.044317,13079,-1,[-0.923  1.338 -1.328 -2.434 -2.69 ],-1.2717422,1222.5846662382116,0.16138957,1.5615425,0.076594904
153.70941,True,1456153,0.7263694,,1253.294,104.36363636363636,10.0,118.61694,11,703.891,0.105748765,1278922.0,10.0,7.914106,390.14014,1.1632363,879.7661,0.2894484,1190,0.031662542,564.5316,1033.4755,1269.9062,3.1839323,4367.8420124053955,8.01406,13090,-1,[-0.927  1.337 -1.325 -2.433 -2.691],-1.255432,1033.4755156742278,0.34828797,1.3725877,0.06603359
277.3814,True,1457393,0.5288486,,1397.8635,112.72727272727273,10.0,245.85268,11,766.93164,0.11835878,1383392.6,10.0,9.442084,730.16974,1.3019466,839.736,0.23313448,1191,0.06218476,537.3913,1117.1173,1569.9058,2.564479,4372.538055419922,9.286959,13101,-1,[-0.925  1.331 -1.3   -2.43  -2.674],-1.2530688,1117.1174398611383,0.6840323,1.1844567,0.048077147
166.41959,True,1458511,0.40365717,,1260.5834,101.63636363636364,10.0,196.58461,11,673.59094,0.11525206,1318986.1,10.0,9.987492,640.155,1.2677728,839.7566,0.18988712,1192,0.07060258,459.68262,1006.1762,1479.9116,2.0887582,4377.108604431152,9.534498,13112,-1,[-0.918  1.322 -1.298 -2.437 -2.672],-1.2627131,1006.1761760543362,0.7766284,1.1537052,0.03669611
409.21628,True,1459830,0.43978965,,1425.6295,119.9090909090909,10.0,335.10013,11,673.8147,0.11009664,1166715.6,10.0,9.718403,1100.1816,1.2110629,779.7301,0.19369487,1193,0.06492537,494.7431,1188.9463,1879.9117,2.1306436,4381.893499851227,9.378738,13123,-1,[-0.915  1.321 -1.295 -2.438 -2.682],-1.256348,1188.9463677652573,0.7141791,1.1728656,0.039980873
269.15677,True,1461039,0.17324959,,1175.4705,109.9090909090909,10.0,290.4912,11,502.34833,0.09980211,986762.0,10.0,10.732707,960.147,1.0978233,819.77014,0.13376221,1194,0.080915906,431.64893,1088.9269,1779.9171,1.4713843,4386.584289073944,10.48825,13134,-1,[-0.912  1.32  -1.294 -2.44  -2.675],-1.2545955,1088.9269220192748,0.89007497,1.0487927,0.015749965
124.64651,True,1462122,1.2632246,,1283.4357,98.45454545454545,10.0,128.76434,11,625.43036,0.121828265,1477471.9,10.0,5.824587,480.16998,1.3401108,849.7277,0.41854995,1195,0.02752158,483.277,974.37427,1329.8977,4.604049,4390.513710737228,6.1272964,13145,-1,[-0.91   1.316 -1.295 -2.443 -2.674],-1.2797277,974.3742071395798,0.30273739,1.7952453,0.114838615
334.61447,True,1463502,0.3864484,,1342.6523,125.45454545454545,10.0,267.501,11,741.8598,0.100936025,1202077.2,10.0,9.811401,660.10583,1.1102962,909.80383,0.20446996,1196,0.07154156,664.6908,1244.4183,1569.9097,2.2491696,4394.782294750214,10.24216,13156,-1,[-0.91   1.323 -1.293 -2.443 -2.699],-1.2795577,1244.418315416913,0.78695714,1.0739923,0.035131674
224.6432,True,1464684,4.678504,,2433.9326,107.45454545454545,10.0,276.31476,11,1049.3419,0.22763123,5029021.5,10.0,2.4492762,780.2025,2.503943,839.72034,1.5361617,1197,0.0020318858,466.16736,1064.3635,1619.9229,16.897778,4399.061055898666,2.0532277,13167,-1,[-0.913  1.329 -1.294 -2.436 -2.699],-1.2854172,1064.3635503167397,0.022350743,5.3574185,0.42531854
219.19313,True,1465838,6.0525756,,2551.066,104.9090909090909,10.0,138.18858,11,1302.8975,0.26027414,6158799.5,10.0,2.0112505,410.1576,2.8630152,819.7488,1.9643904,1198,0.0032915373,584.76886,1038.9419,1229.9064,21.608294,4403.654598236084,1.4564277,13178,-1,[-0.901  1.323 -1.292 -2.44  -2.704],-1.3078754,1038.9419215862526,0.03620691,7.5527267,0.5502342
146.43216,True,1466956,0.91563004,,1429.1736,101.63636363636364,10.0,174.09491,11,669.98956,0.11894843,1848874.0,10.0,7.3839984,660.1579,1.3084328,859.7576,0.320577,1199,0.022116546,444.92383,1006.1898,1519.9155,3.526347,4407.388072490692,6.012236,13189,-1,[-0.909  1.322 -1.294 -2.438 -2.727],-1.3129412,1006.1897914760349,0.24328199,1.8296021,0.08323909
170.96982,True,1468079,2.7869282,,1611.3618,102.0909090909091,10.0,177.88567,11,676.7409,0.14512521,2242740.0,10.0,2.7175534,670.1478,1.5963773,839.7617,0.94079524,1200,0.01934259,453.16052,1010.7315,1509.9095,10.348747,4411.701060056686,3.9149134,13200,-1,[-0.901  1.316 -1.289 -2.44  -2.732],-1.3194582,1010.7315342007606,0.2127685,2.8097684,0.2533571
239.20444,True,1469277,0.058480605,,1092.0847,108.9090909090909,10.0,208.14165,11,533.55316,0.091809265,843530.94,10.0,10.963238,670.18884,1.0099019,839.7191,0.0978224,1201,0.07714365,521.35315,1078.9235,1509.908,1.0760463,4415.719056129456,10.962176,13211,-1,[-0.891  1.313 -1.28  -2.421 -2.738],-1.3215976,1078.9235770967882,0.8485801,1.0034504,0.0053164195
238.29718,True,1470430,0.650809,,1254.5763,104.81818181818181,10.0,195.6876,11,620.48175,0.11280021,1123593.0,10.0,8.626726,680.19946,1.2408023,799.7146,0.21811144,1202,0.03081228,491.5172,1038.0118,1479.9141,2.3992257,4420.003750801086,8.170642,13222,-1,[-0.893  1.316 -1.277 -2.424 -2.741],-1.3180674,1038.0117830478118,0.33893508,1.3462834,0.059164453
231.94453,True,1471664,32.10002,,12659.304,112.18181818181819,10.0,181.13905,11,6953.3535,0.9366901,229460130.0,10.0,1.0274762,690.1819,10.30359,879.7383,10.164717,1203,0.0013743249,531.9514,1111.6827,1569.9202,111.81188,4424.861261844635,0.11355088,13233,-1,[-0.888  1.313 -1.289 -2.412 -2.737],-1.2777667,1111.6828052205938,0.015117574,96.87287,2.9181833
351.0635,True,1473051,0.91284245,,1689.0796,126.0909090909091,10.0,313.59616,11,831.6296,0.11220635,2002969.6,10.0,7.110628,870.2002,1.2342699,899.7168,0.29751164,1204,0.020201704,597.19525,1250.7804,1769.917,3.272628,4429.174606323242,6.391156,13244,-1,[-0.884  1.327 -1.288 -2.404 -2.697],-1.2782594,1250.7803058015654,0.22221874,1.7211283,0.082985684
207.32759,True,1474247,0.55333227,,1352.5276,108.72727272727273,10.0,174.20177,11,702.88654,0.11745897,1426015.4,10.0,9.295201,630.12366,1.2920487,869.7833,0.22822984,1205,0.034526747,523.2336,1077.111,1499.907,2.510528,4433.30094742775,7.996005,13255,-1,[-0.887  1.324 -1.288 -2.406 -2.697],-1.279341,1077.1109404452543,0.3797942,1.375687,0.050302938
259.2042,True,1475533,2.6561515,,2149.2817,116.9090909090909,10.0,214.27403,11,989.76355,0.16311906,4791589.5,10.0,3.4468215,610.15106,1.7943096,899.7587,0.76354575,1206,0.009797176,601.3918,1158.9629,1509.9098,8.399003,4437.721548080444,2.5435371,13266,-1,[-0.889  1.322 -1.285 -2.407 -2.698],-1.2874278,1158.962906406592,0.10776894,4.324686,0.24146833
289.1882,True,1476808,0.36307064,,1276.8485,115.9090909090909,10.0,402.02667,11,401.08667,0.10256971,1257804.8,10.0,9.967812,1430.1707,1.1282668,859.73804,0.19050749,1207,0.062202178,303.32147,1148.9263,2289.9087,2.0955822,4442.093314647675,10.25547,13277,-1,[-0.896  1.319 -1.284 -2.407 -2.706],-1.2900248,1148.9262203398514,0.68422395,1.0725983,0.033006422
341.88928,True,1478218,4.145754,,3286.5,128.1818181818182,10.0,290.1414,11,1804.6176,0.2048007,10684571.0,10.0,2.5076592,910.10657,2.2528074,929.8085,1.3778172,1208,0.017937047,592.2641,1271.6978,1839.915,15.155988,4446.876216888428,2.3123808,13288,-1,[-0.894  1.314 -1.285 -2.411 -2.709],-1.3134723,1271.6977437970793,0.19730751,4.757002,0.37688673
253.76129,True,1479498,0.052927002,,1174.5416,116.36363636363636,10.0,250.04239,11,553.401,0.09229695,996076.44,10.0,10.970189,780.18567,1.0152664,899.7235,0.09849063,1209,0.08466288,533.13727,1153.4847,1679.9092,1.0833969,4451.987755060196,10.971929,13299,-1,[-0.892  1.324 -1.287 -2.401 -2.732],-1.3106731,1153.4847958686178,0.9312916,1.0025585,0.0048115468
414.6921,True,1480911,0.20671016,,1343.1942,128.45454545454547,10.0,366.14886,11,533.11395,0.09408135,1069054.2,10.0,10.57798,1290.1858,1.0348948,859.7293,0.1283854,1210,0.06454437,480.51276,1274.4214,2149.915,1.4122393,4456.594269037247,10.565202,13310,-1,[-0.892  1.324 -1.284 -2.403 -2.73 ],-1.3164835,1274.4214311387645,0.70998806,1.0411538,0.018791832
429.20633,True,1482384,0.5139716,,1773.5667,133.9090909090909,10.0,531.77747,11,763.55304,0.11531342,2332622.2,10.0,9.448669,1470.1816,1.2684475,899.7353,0.22950123,1211,0.050149627,453.7918,1328.9415,2369.917,2.5245135,4461.1083018779755,8.258536,13321,-1,[-0.894  1.325 -1.284 -2.401 -2.735],-1.3208041,1328.9415893361977,0.5516459,1.3319551,0.0467247
268.3007,True,1483625,0.20511073,,1152.2034,112.81818181818181,10.0,450.5264,11,211.89911,0.09189454,1108730.6,10.0,10.565008,1670.2021,1.0108399,849.70825,0.13447255,1212,0.059347544,187.47046,1118.0089,2519.9104,1.479198,4465.78706407547,10.772702,13332,-1,[-0.891  1.326 -1.285 -2.403 -2.74 ],-1.3207846,1118.008916570222,0.652823,1.0210994,0.01864643
